sequence,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KeCAJvhFXhBmiB?5oBdqB0nBzqB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBTiB?eoB5oBiqB0qB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBiiB?5oBznB0lB2vB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBxiB?0nB6tBmqBTqB
LJTSIOZ,X,O,O,X
LJTSZIO,X,O,X,O
LJTSZOI,X,O,X,O
LJTSOIZ,X,O,O,X
LJTSOZI,X,O,O,O
LJTZISO,X,O,X,O
LJTZIOS,X,O,X,O
LJTZSIO,X,O,X,O
LJTZSOI,X,O,X,O
LJTZOIS,X,O,X,O
LJTZOSI,X,O,X,O
LJTOISZ,X,O,O,X
LJTOIZS,X,O,O,X
LJTOSIZ,X,O,O,X
LJTOSZI,X,O,O,O
LJTOZIS,X,O,O,O
LJTOZSI,X,O,O,O
LJITSZO,X,O,X,O
LJITSOZ,X,O,O,X
LJITZSO,X,O,X,O
LJITZOS,X,O,X,O
LJITOSZ,X,O,O,X
LJITOZS,X,O,O,X
LJISTZO,X,O,X,O
LJISTOZ,X,O,O,X
LJISZTO,X,O,X,O
LJISZOT,X,O,X,O
LJISOTZ,X,O,O,X
LJISOZT,X,O,O,X
LJIZTSO,X,O,X,O
LJIZTOS,X,O,X,O
LJIZSTO,X,O,X,O
LJIZSOT,X,O,X,O
LJIZOTS,X,O,X,O
LJIZOST,X,O,X,O
LJIOTSZ,X,O,O,X
LJIOTZS,X,O,O,X
LJIOSTZ,X,O,O,X
LJIOSZT,X,O,O,X
LJIOZTS,X,O,O,X
LJIOZST,X,O,O,X
LJSTIZO,X,O,X,O
LJSTIOZ,X,O,O,X
LJSTZIO,X,O,X,O
LJSTZOI,X,O,X,O
LJSTOIZ,X,O,O,X
LJSTOZI,X,O,O,O
LJSITZO,X,O,X,O
LJSITOZ,X,O,O,X
LJSIZTO,X,O,X,O
LJSIZOT,X,O,X,O
LJSIOTZ,X,O,O,X
LJSIOZT,X,O,O,X
LJSZTIO,X,O,X,O
LJSZTOI,X,O,X,O
LJSZITO,X,O,X,O
LJSZIOT,X,O,X,O
LJSZOTI,X,O,X,O
LJSZOIT,X,O,X,O
LJSOTIZ,X,O,O,X
LJSOTZI,X,O,O,O
LJSOITZ,X,O,O,X
LJSOIZT,X,O,O,X
LJSOZTI,X,O,O,O
LJSOZIT,X,O,O,O
LJZTISO,X,O,X,O
LJZTIOS,X,O,X,O
LJZTSIO,X,O,X,O
LJZTSOI,X,O,X,O
LJZTOIS,X,O,X,O
LJZTOSI,X,O,X,O
LJZITSO,X,O,X,O
LJZITOS,X,O,X,O
LJZISTO,X,O,X,O
LJZISOT,X,O,X,O
LJZIOTS,X,O,X,O
LJZIOST,X,O,X,O
LJZSTIO,X,O,X,O
LJZSTOI,X,O,X,O
LJZSITO,X,O,X,O
LJZSIOT,X,O,X,O
LJZSOTI,X,O,X,O
LJZSOIT,X,O,X,O
LJZOTIS,X,O,X,O
LJZOTSI,X,O,X,O
LJZOITS,X,O,X,O
LJZOIST,X,O,X,O
LJZOSTI,X,O,X,O
LJZOSIT,X,O,X,O
LJOTISZ,X,O,O,X
LJOTIZS,X,O,O,X
LJOTSIZ,X,O,O,X
LJOTSZI,X,O,O,O
LJOTZIS,X,O,O,O
LJOTZSI,X,O,O,O
LJOITSZ,X,O,O,X
LJOITZS,X,O,O,X
LJOISTZ,X,O,O,X
LJOISZT,X,O,O,X
LJOIZTS,X,O,O,X
LJOIZST,X,O,O,X
LJOSTIZ,X,O,O,X
LJOSTZI,X,O,O,O
LJOSITZ,X,O,O,X
LJOSIZT,X,O,O,X
LJOSZTI,X,O,O,O
LJOSZIT,X,O,O,O
LJOZTIS,X,O,O,O
LJOZTSI,X,O,O,O
LJOZITS,X,O,O,O
LJOZIST,X,O,O,O
LJOZSTI,X,O,O,O
LJOZSIT,X,O,O,O
LSTIJZO,O,O,X,X
LSTIJOZ,X,O,X,X
LSTIZJO,O,O,X,O
LSTIZOJ,O,X,X,O
LSTIOJZ,X,O,O,X
LSTIOZJ,O,X,O,X
LSTJIZO,O,O,X,O
LSTJIOZ,X,O,X,X
LSTJZIO,O,O,X,O
LSTJZOI,O,O,X,O
LSTJOIZ,X,O,X,X
LSTJOZI,X,O,X,O
LSTZIJO,O,O,X,O
LSTZIOJ,O,X,X,O
LSTZJIO,O,O,X,O
LSTZJOI,O,O,X,O
LSTZOIJ,O,X,X,O
LSTZOJI,O,O,X,O
LSTOIJZ,X,O,O,X
LSTOIZJ,O,X,O,X
LSTOJIZ,X,O,O,X
LSTOJZI,X,O,X,X
LSTOZIJ,O,X,O,O
LSTOZJI,O,O,X,O
LSITJZO,O,O,X,X
LSITJOZ,X,O,X,X
LSITZJO,O,O,X,O
LSITZOJ,O,X,X,O
LSITOJZ,X,O,O,X
LSITOZJ,O,X,O,X
LSIJTZO,X,O,X,O
LSIJTOZ,X,O,O,X
LSIJZTO,X,O,X,O
LSIJZOT,X,O,X,O
LSIJOTZ,X,O,O,X
LSIJOZT,X,O,O,X
LSIZTJO,O,O,X,O
LSIZTOJ,O,X,X,O
LSIZJTO,O,O,X,O
LSIZJOT,X,O,X,O
LSIZOTJ,X,X,X,O
LSIZOJT,X,X,X,O
LSIOTJZ,X,O,O,X
LSIOTZJ,X,X,O,X
LSIOJTZ,X,O,O,X
LSIOJZT,X,O,O,X
LSIOZTJ,X,X,O,X
LSIOZJT,X,X,O,X
LSJTIZO,X,O,X,O
LSJTIOZ,X,O,O,X
LSJTZIO,X,O,X,O
LSJTZOI,X,O,X,O
LSJTOIZ,X,O,O,X
LSJTOZI,X,O,O,O
LSJITZO,X,O,X,O
LSJITOZ,X,O,O,X
LSJIZTO,X,O,X,O
LSJIZOT,X,O,X,O
LSJIOTZ,X,O,O,X
LSJIOZT,X,O,O,X
LSJZTIO,X,O,X,O
LSJZTOI,X,O,X,O
LSJZITO,X,O,X,O
LSJZIOT,X,O,X,O
LSJZOTI,X,O,X,O
LSJZOIT,X,O,X,O
LSJOTIZ,X,O,O,X
LSJOTZI,X,O,O,O
LSJOITZ,X,O,O,X
LSJOIZT,X,O,O,X
LSJOZTI,X,O,O,O
LSJOZIT,X,O,O,O
LSZTIJO,O,O,X,O
LSZTIOJ,O,X,X,O
LSZTJIO,O,O,X,O
LSZTJOI,O,O,X,O
LSZTOIJ,O,X,X,O
LSZTOJI,O,O,X,O
LSZITJO,O,O,X,O
LSZITOJ,O,X,X,O
LSZIJTO,O,O,X,O
LSZIJOT,X,O,X,O
LSZIOTJ,X,X,X,O
LSZIOJT,X,X,X,O
LSZJTIO,O,O,X,O
LSZJTOI,O,O,X,O
LSZJITO,O,O,X,O
LSZJIOT,X,O,X,O
LSZJOTI,X,O,X,O
LSZJOIT,X,O,X,O
LSZOTIJ,X,X,X,O
LSZOTJI,X,O,X,O
LSZOITJ,X,X,X,O
LSZOIJT,X,X,X,O
LSZOJTI,X,O,X,O
LSZOJIT,X,O,X,O
LSOTIJZ,X,O,O,X
LSOTIZJ,X,X,O,X
LSOTJIZ,X,O,O,X
LSOTJZI,X,O,O,X
LSOTZIJ,X,X,O,O
LSOTZJI,X,O,X,O
LSOITJZ,X,O,O,X
LSOITZJ,X,X,O,X
LSOIJTZ,X,O,O,X
LSOIJZT,X,O,O,X
LSOIZTJ,X,X,O,X
LSOIZJT,X,X,O,X
LSOJTIZ,X,O,O,X
LSOJTZI,X,O,O,O
LSOJITZ,X,O,O,X
LSOJIZT,X,O,O,X
LSOJZTI,X,O,O,O
LSOJZIT,X,O,O,O
LSOZTIJ,X,X,O,O
LSOZTJI,X,O,X,O
LSOZITJ,X,X,O,O
LSOZIJT,X,X,O,O
LSOZJTI,X,O,O,O
LSOZJIT,X,O,O,O
LZTIJSO,O,O,X,O
LZTIJOS,O,O,X,O
LZTISJO,O,O,X,O
LZTISOJ,O,X,X,O
LZTIOJS,O,X,X,O
LZTIOSJ,O,X,X,O
LZTJISO,O,O,X,O
LZTJIOS,O,O,X,O
LZTJSIO,O,O,X,O
LZTJSOI,O,O,X,O
LZTJOIS,O,O,X,O
LZTJOSI,O,O,X,O
LZTSIJO,O,O,X,O
LZTSIOJ,O,X,X,O
LZTSJIO,O,O,X,O
LZTSJOI,O,O,X,O
LZTSOIJ,O,X,X,O
LZTSOJI,O,O,X,O
LZTOIJS,O,X,X,O
LZTOISJ,O,X,X,O
LZTOJIS,O,O,X,O
LZTOJSI,O,O,X,O
LZTOSIJ,O,X,X,O
LZTOSJI,O,O,X,O
LZITJSO,O,O,X,O
LZITJOS,O,O,X,O
LZITSJO,O,O,X,O
LZITSOJ,O,X,X,O
LZITOJS,O,X,X,O
LZITOSJ,O,X,X,O
LZIJTSO,O,O,X,O
LZIJTOS,O,O,X,O
LZIJSTO,O,O,X,O
LZIJSOT,X,O,X,O
LZIJOTS,O,O,X,O
LZIJOST,O,O,X,O
LZISTJO,O,O,X,O
LZISTOJ,O,X,X,O
LZISJTO,O,O,X,O
LZISJOT,X,O,X,O
LZISOTJ,X,X,X,O
LZISOJT,X,X,X,O
LZIOTJS,O,X,X,O
LZIOTSJ,O,X,X,O
LZIOJTS,O,X,X,O
LZIOJST,O,X,X,O
LZIOSTJ,O,X,X,O
LZIOSJT,O,X,X,O
LZJTISO,O,O,X,O
LZJTIOS,O,O,X,O
LZJTSIO,O,O,X,O
LZJTSOI,O,O,X,O
LZJTOIS,O,O,X,O
LZJTOSI,O,O,X,O
LZJITSO,O,O,X,O
LZJITOS,O,O,X,O
LZJISTO,O,O,X,O
LZJISOT,X,O,X,O
LZJIOTS,O,O,X,O
LZJIOST,O,O,X,O
LZJSTIO,O,O,X,O
LZJSTOI,O,O,X,O
LZJSITO,O,O,X,O
LZJSIOT,X,O,X,O
LZJSOTI,X,O,X,O
LZJSOIT,X,O,X,O
LZJOTIS,O,O,X,O
LZJOTSI,O,O,X,O
LZJOITS,O,O,X,O
LZJOIST,O,O,X,O
LZJOSTI,O,O,X,O
LZJOSIT,O,O,X,O
LZSTIJO,O,O,X,O
LZSTIOJ,O,X,X,O
LZSTJIO,O,O,X,O
LZSTJOI,O,O,X,O
LZSTOIJ,O,X,X,O
LZSTOJI,O,O,X,O
LZSITJO,O,O,X,O
LZSITOJ,O,X,X,O
LZSIJTO,O,O,X,O
LZSIJOT,X,O,X,O
LZSIOTJ,X,X,X,O
LZSIOJT,X,X,X,O
LZSJTIO,O,O,X,O
LZSJTOI,O,O,X,O
LZSJITO,O,O,X,O
LZSJIOT,X,O,X,O
LZSJOTI,X,O,X,O
LZSJOIT,X,O,X,O
LZSOTIJ,X,X,X,O
LZSOTJI,X,O,X,O
LZSOITJ,X,X,X,O
LZSOIJT,X,X,X,O
LZSOJTI,X,O,X,O
LZSOJIT,X,O,X,O
LZOTIJS,O,X,X,O
LZOTISJ,O,X,X,O
LZOTJIS,O,O,X,O
LZOTJSI,O,O,X,O
LZOTSIJ,O,X,X,O
LZOTSJI,O,O,X,O
LZOITJS,O,X,X,O
LZOITSJ,O,X,X,O
LZOIJTS,O,X,X,O
LZOIJST,O,X,X,O
LZOISTJ,O,X,X,O
LZOISJT,O,X,X,O
LZOJTIS,O,O,X,O
LZOJTSI,O,O,X,O
LZOJITS,O,O,X,O
LZOJIST,O,O,X,O
LZOJSTI,O,O,X,O
LZOJSIT,O,O,X,O
LZOSTIJ,O,X,X,O
LZOSTJI,O,O,X,O
LZOSITJ,O,X,X,O
LZOSIJT,O,X,X,O
LZOSJTI,O,O,X,O
LZOSJIT,O,O,X,O
LOTIJSZ,O,O,O,X
LOTIJZS,O,O,O,X
LOTISJZ,O,O,O,X
LOTISZJ,O,X,O,X
LOTIZJS,O,X,O,X
LOTIZSJ,O,X,O,X
LOTJISZ,O,O,O,X
LOTJIZS,O,O,O,X
LOTJSIZ,O,O,O,X
LOTJSZI,O,O,O,O
LOTJZIS,O,O,O,O
LOTJZSI,O,O,O,O
LOTSIJZ,O,O,O,X
LOTSIZJ,O,X,O,X
LOTSJIZ,O,O,O,X
LOTSJZI,O,O,O,X
LOTSZIJ,O,X,O,O
LOTSZJI,O,O,X,O
LOTZIJS,O,X,O,O
LOTZISJ,O,X,O,O
LOTZJIS,O,O,O,O
LOTZJSI,O,O,O,O
LOTZSIJ,O,X,O,O
LOTZSJI,O,O,X,O
LOITJSZ,O,O,O,X
LOITJZS,O,O,O,X
LOITSJZ,O,O,O,X
LOITSZJ,O,X,O,X
LOITZJS,O,X,O,X
LOITZSJ,O,X,O,X
LOIJTSZ,X,O,O,X
LOIJTZS,X,O,O,X
LOIJSTZ,X,O,O,X
LOIJSZT,X,O,O,X
LOIJZTS,X,O,O,X
LOIJZST,X,O,O,X
LOISTJZ,O,O,O,X
LOISTZJ,O,X,O,X
LOISJTZ,X,O,O,X
LOISJZT,X,O,O,X
LOISZTJ,O,X,O,X
LOISZJT,O,X,O,X
LOIZTJS,O,X,O,X
LOIZTSJ,O,X,O,X
LOIZJTS,O,X,O,X
LOIZJST,O,X,O,X
LOIZSTJ,O,X,O,X
LOIZSJT,O,X,O,X
LOJTISZ,X,O,O,X
LOJTIZS,X,O,O,X
LOJTSIZ,X,O,O,X
LOJTSZI,X,O,O,O
LOJTZIS,X,O,O,O
LOJTZSI,X,O,O,O
LOJITSZ,X,O,O,X
LOJITZS,X,O,O,X
LOJISTZ,X,O,O,X
LOJISZT,X,O,O,X
LOJIZTS,X,O,O,X
LOJIZST,X,O,O,X
LOJSTIZ,X,O,O,X
LOJSTZI,X,O,O,O
LOJSITZ,X,O,O,X
LOJSIZT,X,O,O,X
LOJSZTI,X,O,O,O
LOJSZIT,X,O,O,O
LOJZTIS,X,O,O,O
LOJZTSI,X,O,O,O
LOJZITS,X,O,O,O
LOJZIST,X,O,O,O
LOJZSTI,X,O,O,O
LOJZSIT,X,O,O,O
LOSTIJZ,O,O,O,X
LOSTIZJ,O,X,O,X
LOSTJIZ,O,O,O,X
LOSTJZI,O,O,O,X
LOSTZIJ,O,X,O,O
LOSTZJI,O,O,X,O
LOSITJZ,O,O,O,X
LOSITZJ,O,X,O,X
LOSIJTZ,X,O,O,X
LOSIJZT,X,O,O,X
LOSIZTJ,O,X,O,X
LOSIZJT,O,X,O,X
LOSJTIZ,X,O,O,X
LOSJTZI,X,O,O,O
LOSJITZ,X,O,O,X
LOSJIZT,X,O,O,X
LOSJZTI,X,O,O,O
LOSJZIT,X,O,O,O
LOSZTIJ,O,X,O,O
LOSZTJI,O,O,X,O
LOSZITJ,O,X,O,O
LOSZIJT,O,X,O,O
LOSZJTI,O,O,O,O
LOSZJIT,O,O,O,O
LOZTIJS,O,X,O,O
LOZTISJ,O,X,O,O
LOZTJIS,O,O,O,O
LOZTJSI,O,O,O,O
LOZTSIJ,O,X,O,O
LOZTSJI,O,O,X,O
LOZITJS,O,X,O,O
LOZITSJ,O,X,O,O
LOZIJTS,O,X,O,O
LOZIJST,O,X,O,O
LOZISTJ,O,X,O,O
LOZISJT,O,X,O,O
LOZJTIS,O,O,O,O
LOZJTSI,O,O,O,O
LOZJITS,O,O,O,O
LOZJIST,O,O,O,O
LOZJSTI,O,O,O,O
LOZJSIT,O,O,O,O
LOZSTIJ,O,X,O,O
LOZSTJI,O,O,X,O
LOZSITJ,O,X,O,O
LOZSIJT,O,X,O,O
LOZSJTI,O,O,O,O
LOZSJIT,O,O,O,O
JTILSZO,O,O,X,O
JTILSOZ,X,O,O,X
JTILZSO,O,O,X,O
JTILZOS,O,O,X,O
JTILOSZ,X,O,O,X
JTILOZS,X,O,O,X
JTISLZO,O,O,X,O
JTISLOZ,X,O,O,X
JTISZLO,O,X,X,O
JTISZOL,O,O,O,X
JTISOLZ,X,O,O,X
JTISOZL,X,O,O,X
JTIZLSO,O,O,X,O
JTIZLOS,O,O,X,O
JTIZSLO,O,X,X,O
JTIZSOL,O,O,O,X
JTIZOLS,O,O,O,X
JTIZOSL,O,O,O,X
JTIOLSZ,O,O,O,X
JTIOLZS,O,O,O,X
JTIOSLZ,O,O,O,X
JTIOSZL,O,O,O,X
JTIOZLS,O,O,O,X
JTIOZSL,O,O,O,X
JTLISZO,O,O,X,O
JTLISOZ,X,O,O,X
JTLIZSO,O,O,X,O
JTLIZOS,O,O,X,O
JTLIOSZ,X,O,O,X
JTLIOZS,X,O,O,X
JTLSIZO,O,O,X,O
JTLSIOZ,X,O,O,X
JTLSZIO,O,O,X,O
JTLSZOI,O,O,X,O
JTLSOIZ,X,O,O,X
JTLSOZI,X,O,O,O
JTLZISO,O,O,X,O
JTLZIOS,O,O,X,O
JTLZSIO,O,O,X,O
JTLZSOI,O,O,X,O
JTLZOIS,O,O,X,O
JTLZOSI,O,O,X,O
JTLOISZ,X,O,O,X
JTLOIZS,X,O,O,X
JTLOSIZ,X,O,O,X
JTLOSZI,X,O,O,O
JTLOZIS,X,O,O,O
JTLOZSI,X,O,O,O
JTSILZO,O,O,X,O
JTSILOZ,X,O,O,X
JTSIZLO,O,X,X,O
JTSIZOL,O,O,O,X
JTSIOLZ,X,O,O,X
JTSIOZL,X,O,O,X
JTSLIZO,O,O,X,O
JTSLIOZ,X,O,O,X
JTSLZIO,O,O,X,O
JTSLZOI,O,O,X,O
JTSLOIZ,X,O,O,X
JTSLOZI,X,O,O,O
JTSZILO,O,X,X,O
JTSZIOL,O,O,O,X
JTSZLIO,O,X,X,O
JTSZLOI,O,X,X,O
JTSZOIL,O,O,O,X
JTSZOLI,O,X,O,O
JTSOILZ,X,O,O,X
JTSOIZL,X,O,O,X
JTSOLIZ,X,O,O,X
JTSOLZI,X,O,O,O
JTSOZIL,X,O,O,X
JTSOZLI,X,X,O,O
JTZILSO,O,O,X,O
JTZILOS,O,O,X,O
JTZISLO,O,X,X,O
JTZISOL,O,O,O,X
JTZIOLS,O,O,O,X
JTZIOSL,O,O,O,X
JTZLISO,O,O,X,O
JTZLIOS,O,O,X,O
JTZLSIO,O,O,X,O
JTZLSOI,O,O,X,O
JTZLOIS,O,O,X,O
JTZLOSI,O,O,X,O
JTZSILO,O,X,X,O
JTZSIOL,O,O,O,X
JTZSLIO,O,X,X,O
JTZSLOI,O,X,X,O
JTZSOIL,O,O,O,X
JTZSOLI,O,X,O,O
JTZOILS,O,O,O,X
JTZOISL,O,O,O,X
JTZOLIS,O,O,O,O
JTZOLSI,O,O,O,O
JTZOSIL,O,O,O,X
JTZOSLI,O,X,O,O
JTOILSZ,O,O,O,X
JTOILZS,O,O,O,X
JTOISLZ,O,O,O,X
JTOISZL,O,O,O,X
JTOIZLS,O,O,O,X
JTOIZSL,O,O,O,X
JTOLISZ,O,O,O,X
JTOLIZS,O,O,O,X
JTOLSIZ,O,O,O,X
JTOLSZI,O,O,O,O
JTOLZIS,O,O,O,O
JTOLZSI,O,O,O,O
JTOSILZ,O,O,O,X
JTOSIZL,O,O,O,X
JTOSLIZ,O,O,O,X
JTOSLZI,O,O,O,O
JTOSZIL,O,O,O,X
JTOSZLI,O,X,O,O
JTOZILS,O,O,O,X
JTOZISL,O,O,O,X
JTOZLIS,O,O,O,O
JTOZLSI,O,O,O,O
JTOZSIL,O,O,O,X
JTOZSLI,O,X,O,O
JITLSZO,O,O,X,O
JITLSOZ,X,O,O,X
JITLZSO,O,O,X,O
JITLZOS,O,O,X,O
JITLOSZ,X,O,O,X
JITLOZS,X,O,O,X
JITSLZO,O,O,X,O
JITSLOZ,X,O,O,X
JITSZLO,O,X,X,O
JITSZOL,O,O,O,X
JITSOLZ,X,O,O,X
JITSOZL,X,O,O,X
JITZLSO,O,O,X,O
JITZLOS,O,O,X,O
JITZSLO,O,X,X,O
JITZSOL,O,O,O,X
JITZOLS,O,O,O,X
JITZOSL,O,O,O,X
JITOLSZ,O,O,O,X
JITOLZS,O,O,O,X
JITOSLZ,O,O,O,X
JITOSZL,O,O,O,X
JITOZLS,O,O,O,X
JITOZSL,O,O,O,X
JILTSZO,X,O,X,O
JILTSOZ,X,O,O,X
JILTZSO,X,O,X,O
JILTZOS,X,O,X,O
JILTOSZ,X,O,O,X
JILTOZS,X,O,O,X
JILSTZO,X,O,X,O
JILSTOZ,X,O,O,X
JILSZTO,X,O,X,O
JILSZOT,X,O,X,O
JILSOTZ,X,O,O,X
JILSOZT,X,O,O,X
JILZTSO,X,O,X,O
JILZTOS,X,O,X,O
JILZSTO,X,O,X,O
JILZSOT,X,O,X,O
JILZOTS,X,O,X,O
JILZOST,X,O,X,O
JILOTSZ,X,O,O,X
JILOTZS,X,O,O,X
JILOSTZ,X,O,O,X
JILOSZT,X,O,O,X
JILOZTS,X,O,O,X
JILOZST,X,O,O,X
JISTLZO,O,O,X,O
JISTLOZ,X,O,O,X
JISTZLO,O,X,X,O
JISTZOL,O,O,O,X
JISTOLZ,X,O,O,X
JISTOZL,X,O,O,X
JISLTZO,X,O,X,O
JISLTOZ,X,O,O,X
JISLZTO,X,O,X,O
JISLZOT,X,O,X,O
JISLOTZ,X,O,O,X
JISLOZT,X,O,O,X
JISZTLO,O,X,X,O
JISZTOL,O,O,O,X
JISZLTO,O,O,X,O
JISZLOT,X,O,X,O
JISZOTL,O,O,O,X
JISZOLT,X,O,O,X
JISOTLZ,X,O,O,X
JISOTZL,X,O,O,X
JISOLTZ,X,O,O,X
JISOLZT,X,O,O,X
JISOZTL,X,O,O,X
JISOZLT,X,O,O,X
JIZTLSO,O,O,X,O
JIZTLOS,O,O,X,O
JIZTSLO,O,X,X,O
JIZTSOL,O,O,O,X
JIZTOLS,O,O,O,X
JIZTOSL,O,O,O,X
JIZLTSO,O,O,X,O
JIZLTOS,O,O,X,O
JIZLSTO,O,O,X,O
JIZLSOT,X,O,X,O
JIZLOTS,O,O,X,O
JIZLOST,O,O,X,O
JIZSTLO,O,X,X,O
JIZSTOL,O,O,O,X
JIZSLTO,O,O,X,O
JIZSLOT,X,O,X,O
JIZSOTL,O,O,O,X
JIZSOLT,O,O,O,X
JIZOTLS,O,O,O,X
JIZOTSL,O,O,O,X
JIZOLTS,O,O,O,X
JIZOLST,O,O,O,X
JIZOSTL,O,O,O,X
JIZOSLT,O,O,O,X
JIOTLSZ,O,O,O,X
JIOTLZS,O,O,O,X
JIOTSLZ,O,O,O,X
JIOTSZL,O,O,O,X
JIOTZLS,O,O,O,X
JIOTZSL,O,O,O,X
JIOLTSZ,X,O,O,X
JIOLTZS,X,O,O,X
JIOLSTZ,X,O,O,X
JIOLSZT,X,O,O,X
JIOLZTS,X,O,O,X
JIOLZST,X,O,O,X
JIOSTLZ,O,O,O,X
JIOSTZL,O,O,O,X
JIOSLTZ,X,O,O,X
JIOSLZT,X,O,O,X
JIOSZTL,O,O,O,X
JIOSZLT,O,O,O,X
JIOZTLS,O,O,O,X
JIOZTSL,O,O,O,X
JIOZLTS,O,O,O,X
JIOZLST,O,O,O,X
JIOZSTL,O,O,O,X
JIOZSLT,O,O,O,X
JLTISZO,X,O,X,O
JLTISOZ,X,O,O,X
JLTIZSO,X,O,X,O
JLTIZOS,X,O,X,O
JLTIOSZ,X,O,O,X
JLTIOZS,X,O,O,X
JLTSIZO,X,O,X,O
JLTSIOZ,X,O,O,X
JLTSZIO,X,O,X,O
JLTSZOI,X,O,X,O
JLTSOIZ,X,O,O,X
JLTSOZI,X,O,O,O
JLTZISO,X,O,X,O
JLTZIOS,X,O,X,O
JLTZSIO,X,O,X,O
JLTZSOI,X,O,X,O
JLTZOIS,X,O,X,O
JLTZOSI,X,O,X,O
JLTOISZ,X,O,O,X
JLTOIZS,X,O,O,X
JLTOSIZ,X,O,O,X
JLTOSZI,X,O,O,O
JLTOZIS,X,O,O,O
JLTOZSI,X,O,O,O
JLITSZO,X,O,X,O
JLITSOZ,X,O,O,X
JLITZSO,X,O,X,O
JLITZOS,X,O,X,O
JLITOSZ,X,O,O,X
JLITOZS,X,O,O,X
JLISTZO,X,O,X,O
JLISTOZ,X,O,O,X
JLISZTO,X,O,X,O
JLISZOT,X,O,X,O
JLISOTZ,X,O,O,X
JLISOZT,X,O,O,X
JLIZTSO,X,O,X,O
JLIZTOS,X,O,X,O
JLIZSTO,X,O,X,O
JLIZSOT,X,O,X,O
JLIZOTS,X,O,X,O
JLIZOST,X,O,X,O
JLIOTSZ,X,O,O,X
JLIOTZS,X,O,O,X
JLIOSTZ,X,O,O,X
JLIOSZT,X,O,O,X
JLIOZTS,X,O,O,X
JLIOZST,X,O,O,X
JLSTIZO,X,O,X,O
JLSTIOZ,X,O,O,X
JLSTZIO,X,O,X,O
JLSTZOI,X,O,X,O
JLSTOIZ,X,O,O,X
JLSTOZI,X,O,O,O
JLSITZO,X,O,X,O
JLSITOZ,X,O,O,X
JLSIZTO,X,O,X,O
JLSIZOT,X,O,X,O
JLSIOTZ,X,O,O,X
JLSIOZT,X,O,O,X
JLSZTIO,X,O,X,O
JLSZTOI,X,O,X,O
JLSZITO,X,O,X,O
JLSZIOT,X,O,X,O
JLSZOTI,X,O,X,O
JLSZOIT,X,O,X,O
JLSOTIZ,X,O,O,X
JLSOTZI,X,O,O,O
JLSOITZ,X,O,O,X
JLSOIZT,X,O,O,X
JLSOZTI,X,O,O,O
JLSOZIT,X,O,O,O
JLZTISO,X,O,X,O
JLZTIOS,X,O,X,O
JLZTSIO,X,O,X,O
JLZTSOI,X,O,X,O
JLZTOIS,X,O,X,O
JLZTOSI,X,O,X,O
JLZITSO,X,O,X,O
JLZITOS,X,O,X,O
JLZISTO,X,O,X,O
JLZISOT,X,O,X,O
JLZIOTS,X,O,X,O
JLZIOST,X,O,X,O
JLZSTIO,X,O,X,O
JLZSTOI,X,O,X,O
JLZSITO,X,O,X,O
JLZSIOT,X,O,X,O
JLZSOTI,X,O,X,O
JLZSOIT,X,O,X,O
JLZOTIS,X,O,X,O
JLZOTSI,X,O,X,O
JLZOITS,X,O,X,O
JLZOIST,X,O,X,O
JLZOSTI,X,O,X,O
JLZOSIT,X,O,X,O
JLOTISZ,X,O,O,X
JLOTIZS,X,O,O,X
JLOTSIZ,X,O,O,X
JLOTSZI,X,O,O,O
JLOTZIS,X,O,O,O
JLOTZSI,X,O,O,O
JLOITSZ,X,O,O,X
JLOITZS,X,O,O,X
JLOISTZ,X,O,O,X
JLOISZT,X,O,O,X
JLOIZTS,X,O,O,X
JLOIZST,X,O,O,X
JLOSTIZ,X,O,O,X
JLOSTZI,X,O,O,O
JLOSITZ,X,O,O,X
JLOSIZT,X,O,O,X
JLOSZTI,X,O,O,O
JLOSZIT,X,O,O,O
JLOZTIS,X,O,O,O
JLOZTSI,X,O,O,O
JLOZITS,X,O,O,O
JLOZIST,X,O,O,O
JLOZSTI,X,O,O,O
JLOZSIT,X,O,O,O
JSTILZO,O,O,X,O
JSTILOZ,X,O,O,X
JSTIZLO,O,X,X,O
JSTIZOL,O,O,O,X
JSTIOLZ,X,O,O,X
JSTIOZL,X,O,O,X
JSTLIZO,O,O,X,O
JSTLIOZ,X,O,O,X
JSTLZIO,O,O,X,O
JSTLZOI,O,O,X,O
JSTLOIZ,X,O,O,X
JSTLOZI,X,O,O,O
JSTZILO,O,X,X,O
JSTZIOL,O,O,O,X
JSTZLIO,O,X,X,O
JSTZLOI,O,X,X,O
JSTZOIL,O,O,O,X
JSTZOLI,O,X,O,O
JSTOILZ,X,O,O,X
JSTOIZL,X,O,O,X
JSTOLIZ,X,O,O,X
JSTOLZI,X,O,O,O
JSTOZIL,X,O,O,X
JSTOZLI,X,X,O,O
JSITLZO,O,O,X,O
JSITLOZ,X,O,O,X
JSITZLO,O,X,X,O
JSITZOL,O,O,O,X
JSITOLZ,X,O,O,X
JSITOZL,X,O,O,X
JSILTZO,X,O,X,O
JSILTOZ,X,O,O,X
