sequence,v115@RhA8FeF8BeE8Je/EJvhFZmBumBcnBTjB6qBFqB,v115@RhA8FeF8BeE8Je/EJvhFalB5lBcnBTjBOrBlrB,v115@RhA8FeF8BeE8Jex/IvhFCiBTjBlkBXnBmqB8qB,v115@RhA8FeF8BeE8Jem/IvhFxhBTjB0kBFnBCrBfrB,v115@RhA8FeF8BeE8JeT/IvhFXhBGjBVqBRnByrB0qB,v115@RhA8FeF8BeE8JeT/IvhF0gBGjBVqBRnByrBXrB
OJSLZTI,O,O,O,X,X,X
OJSLZIT,O,O,X,X,X,X
OJSZTIL,O,O,O,X,X,X
OJSZTLI,O,O,O,X,X,X
OJSZITL,O,O,X,X,X,X
OJSZILT,O,O,X,X,X,X
OJSZLTI,O,O,O,X,X,X
OJSZLIT,O,O,X,X,X,X
OJZTILS,O,X,X,O,X,O
OJZTISL,O,O,X,X,O,O
OJZTLIS,O,X,X,O,X,O
OJZTLSI,O,X,X,O,X,X
OJZTSIL,O,O,O,X,O,O
OJZTSLI,O,O,O,O,X,X
OJZITLS,O,X,X,O,X,O
OJZITSL,O,O,X,X,O,O
OJZILTS,O,X,X,O,X,X
OJZILST,O,O,X,X,X,X
OJZISTL,O,O,X,X,X,X
OJZISLT,O,O,X,X,X,X
OJZLTIS,O,X,X,O,X,X
OJZLTSI,O,X,X,O,X,X
OJZLITS,O,X,X,O,X,X
OJZLIST,O,O,X,X,X,X
OJZLSTI,O,O,X,O,X,X
OJZLSIT,O,O,X,X,X,X
OJZSTIL,O,O,O,X,X,X
OJZSTLI,O,O,O,O,X,X
OJZSITL,O,O,X,X,X,X
OJZSILT,O,O,X,X,X,X
OJZSLTI,O,O,O,O,X,X
OJZSLIT,O,O,X,X,X,X
OSTILJZ,X,O,O,X,O,X
OSTILZJ,O,O,X,X,X,X
OSTIJLZ,X,O,O,X,O,X
OSTIJZL,X,O,O,X,O,O
OSTIZLJ,O,O,X,X,X,X
OSTIZJL,O,O,X,X,O,O
OSTLIJZ,X,O,O,X,O,X
OSTLIZJ,O,O,X,X,X,X
OSTLJIZ,X,O,O,X,O,X
OSTLJZI,X,O,O,X,X,X
OSTLZIJ,O,O,X,O,X,X
OSTLZJI,O,O,O,O,X,X
OSTJILZ,X,O,O,X,O,X
OSTJIZL,X,O,O,X,O,O
OSTJLIZ,X,O,O,X,O,X
OSTJLZI,X,O,O,X,X,X
OSTJZIL,X,O,O,X,O,O
OSTJZLI,X,O,O,X,X,X
OSTZILJ,O,O,X,X,X,X
OSTZIJL,O,O,X,X,O,O
OSTZLIJ,O,O,X,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,O,O,X,O,O
OSTZJLI,O,O,O,O,X,X
OSITLJZ,X,O,O,X,O,X
OSITLZJ,O,O,X,X,X,X
OSITJLZ,X,O,O,X,O,X
OSITJZL,X,O,O,X,O,O
OSITZLJ,O,O,X,X,X,X
OSITZJL,O,O,X,X,O,O
OSILTJZ,X,O,O,X,X,X
OSILTZJ,O,O,X,X,X,X
OSILJTZ,X,O,O,X,X,X
OSILJZT,O,O,X,X,X,X
OSILZTJ,O,O,X,X,X,X
OSILZJT,O,O,X,X,X,X
OSIJTLZ,X,O,O,X,O,X
OSIJTZL,X,O,O,X,O,O
OSIJLTZ,X,O,O,X,X,X
OSIJLZT,O,O,X,X,X,X
OSIJZTL,O,O,X,X,X,X
OSIJZLT,O,O,X,X,X,X
OSIZTLJ,O,O,X,X,X,X
OSIZTJL,O,O,X,X,X,X
OSIZLTJ,O,O,X,X,X,X
OSIZLJT,O,O,X,X,X,X
OSIZJTL,O,O,X,X,X,X
OSIZJLT,O,O,X,X,X,X
OSLTIJZ,X,O,O,X,X,X
OSLTIZJ,O,O,X,X,X,X
OSLTJIZ,X,O,O,X,X,X
OSLTJZI,X,O,O,X,X,X
OSLTZIJ,O,O,X,O,X,X
OSLTZJI,O,O,O,O,X,X
OSLITJZ,X,O,O,X,X,X
OSLITZJ,O,O,X,X,X,X
OSLIJTZ,X,O,O,X,X,X
OSLIJZT,O,O,X,X,X,X
OSLIZTJ,O,O,X,X,X,X
OSLIZJT,O,O,X,X,X,X
OSLJTIZ,X,O,O,X,X,X
OSLJTZI,X,O,O,X,X,X
OSLJITZ,X,O,O,X,X,X
OSLJIZT,O,O,X,X,X,X
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,X,X,X,X
OSLZTIJ,O,O,X,O,X,X
OSLZTJI,O,O,O,O,X,X
OSLZITJ,O,O,X,X,X,X
OSLZIJT,O,O,X,X,X,X
OSLZJTI,O,O,O,O,X,X
OSLZJIT,O,O,X,X,X,X
OSJTILZ,X,O,O,X,O,X
OSJTIZL,X,O,O,X,O,O
OSJTLIZ,X,O,O,X,O,X
OSJTLZI,X,O,O,X,X,X
OSJTZIL,X,O,O,X,O,O
OSJTZLI,X,O,O,X,X,X
OSJITLZ,X,O,O,X,O,X
OSJITZL,X,O,O,X,O,O
OSJILTZ,X,O,O,X,X,X
OSJILZT,O,O,X,X,X,X
OSJIZTL,O,O,X,X,X,X
OSJIZLT,O,O,X,X,X,X
OSJLTIZ,X,O,O,X,X,X
OSJLTZI,X,O,O,X,X,X
OSJLITZ,X,O,O,X,X,X
OSJLIZT,O,O,X,X,X,X
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,X,X,X,X
OSJZTIL,O,O,O,X,X,X
OSJZTLI,O,O,O,X,X,X
OSJZITL,O,O,X,X,X,X
OSJZILT,O,O,X,X,X,X
OSJZLTI,O,O,O,X,X,X
OSJZLIT,O,O,X,X,X,X
OSZTILJ,O,O,X,X,X,X
OSZTIJL,O,O,X,X,X,X
OSZTLIJ,O,O,X,O,X,X
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,O,X,X,X,X
OSZITJL,O,O,X,X,X,X
OSZILTJ,O,O,X,X,X,X
OSZILJT,O,O,X,X,X,X
OSZIJTL,O,O,X,X,X,X
OSZIJLT,O,O,X,X,X,X
OSZLTIJ,O,O,X,O,X,X
OSZLTJI,O,O,O,O,X,X
OSZLITJ,O,O,X,X,X,X
OSZLIJT,O,O,X,X,X,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,O,X,X,X,X
OSZJTIL,O,O,O,X,X,X
OSZJTLI,O,O,O,O,X,X
OSZJITL,O,O,X,X,X,X
OSZJILT,O,O,X,X,X,X
OSZJLTI,O,O,O,O,X,X
OSZJLIT,O,O,X,X,X,X
OZTILJS,O,X,X,O,X,O
OZTILSJ,O,X,X,O,X,X
OZTIJLS,O,X,X,O,X,O
OZTIJSL,O,O,X,X,O,O
OZTISLJ,O,O,X,X,X,X
OZTISJL,O,O,X,X,O,O
OZTLIJS,O,X,X,O,X,O
OZTLISJ,O,X,X,O,X,X
OZTLJIS,O,X,X,O,X,O
OZTLJSI,O,X,X,O,X,X
OZTLSIJ,O,X,X,O,X,X
OZTLSJI,O,X,X,O,X,X
OZTJILS,O,X,X,O,X,O
OZTJISL,O,O,X,X,O,O
OZTJLIS,O,X,X,O,X,O
OZTJLSI,O,X,X,O,X,X
OZTJSIL,O,O,O,X,O,O
OZTJSLI,O,O,O,O,X,X
OZTSILJ,O,O,X,X,X,X
OZTSIJL,O,O,X,X,O,O
OZTSLIJ,O,O,X,O,X,X
OZTSLJI,O,O,O,O,X,X
OZTSJIL,O,O,O,X,O,O
OZTSJLI,O,O,O,O,X,X
OZITLJS,O,X,X,O,X,O
OZITLSJ,O,X,X,O,X,X
OZITJLS,O,X,X,O,X,O
OZITJSL,O,O,X,X,O,O
OZITSLJ,O,O,X,X,X,X
OZITSJL,O,O,X,X,O,O
OZILTJS,O,X,X,O,X,X
OZILTSJ,O,X,X,O,X,X
OZILJTS,O,X,X,O,X,X
OZILJST,O,O,X,X,X,X
OZILSTJ,O,O,X,X,X,X
OZILSJT,O,O,X,X,X,X
OZIJTLS,O,X,X,O,X,O
OZIJTSL,O,O,X,X,O,O
OZIJLTS,O,X,X,O,X,X
OZIJLST,O,O,X,X,X,X
OZIJSTL,O,O,X,X,X,X
OZIJSLT,O,O,X,X,X,X
OZISTLJ,O,O,X,X,X,X
OZISTJL,O,O,X,X,X,X
OZISLTJ,O,O,X,X,X,X
OZISLJT,O,O,X,X,X,X
OZISJTL,O,O,X,X,X,X
OZISJLT,O,O,X,X,X,X
OZLTIJS,O,X,X,O,X,X
OZLTISJ,O,X,X,O,X,X
OZLTJIS,O,X,X,O,X,X
OZLTJSI,O,X,X,O,X,X
OZLTSIJ,O,X,X,O,X,X
OZLTSJI,O,X,X,O,X,X
OZLITJS,O,X,X,O,X,X
OZLITSJ,O,X,X,O,X,X
OZLIJTS,O,X,X,O,X,X
OZLIJST,O,O,X,X,X,X
OZLISTJ,O,O,X,X,X,X
OZLISJT,O,O,X,X,X,X
OZLJTIS,O,X,X,O,X,X
OZLJTSI,O,X,X,O,X,X
OZLJITS,O,X,X,O,X,X
OZLJIST,O,O,X,X,X,X
OZLJSTI,O,O,X,O,X,X
OZLJSIT,O,O,X,X,X,X
OZLSTIJ,O,O,X,O,X,X
OZLSTJI,O,O,X,O,X,X
OZLSITJ,O,O,X,X,X,X
OZLSIJT,O,O,X,X,X,X
OZLSJTI,O,O,X,O,X,X
OZLSJIT,O,O,X,X,X,X
OZJTILS,O,X,X,O,X,O
OZJTISL,O,O,X,X,O,O
OZJTLIS,O,X,X,O,X,O
OZJTLSI,O,X,X,O,X,X
OZJTSIL,O,O,O,X,O,O
OZJTSLI,O,O,O,O,X,X
OZJITLS,O,X,X,O,X,O
OZJITSL,O,O,X,X,O,O
OZJILTS,O,X,X,O,X,X
OZJILST,O,O,X,X,X,X
OZJISTL,O,O,X,X,X,X
OZJISLT,O,O,X,X,X,X
OZJLTIS,O,X,X,O,X,X
OZJLTSI,O,X,X,O,X,X
OZJLITS,O,X,X,O,X,X
OZJLIST,O,O,X,X,X,X
OZJLSTI,O,O,X,O,X,X
OZJLSIT,O,O,X,X,X,X
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,O,O,O,X,X
OZJSITL,O,O,X,X,X,X
OZJSILT,O,O,X,X,X,X
OZJSLTI,O,O,O,O,X,X
OZJSLIT,O,O,X,X,X,X
OZSTILJ,O,O,X,X,X,X
OZSTIJL,O,O,X,X,X,X
OZSTLIJ,O,O,X,O,X,X
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,O,X,X,X,X
OZSITJL,O,O,X,X,X,X
OZSILTJ,O,O,X,X,X,X
OZSILJT,O,O,X,X,X,X
OZSIJTL,O,O,X,X,X,X
OZSIJLT,O,O,X,X,X,X
OZSLTIJ,O,O,X,O,X,X
OZSLTJI,O,O,O,O,X,X
OZSLITJ,O,O,X,X,X,X
OZSLIJT,O,O,X,X,X,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,O,X,X,X,X
OZSJTIL,O,O,O,X,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,O,X,X,X,X
OZSJILT,O,O,X,X,X,X
OZSJLTI,O,O,O,O,X,X
OZSJLIT,O,O,X,X,X,X
