sequence,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFFjBmlBfsB6?sBctBTqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8Je3AJvhFcmBxiBVsBG?oBTqByxB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjBOqB8?qBFsBXtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjB2qBU?sBFtB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeGBJvhFxiBilBToB3?qBFsB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JezBJvhFFjBilB+sBc?tBRrB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFGjBKqBzlBf?sBVtB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeFCJvhFXjBxlBStBU?mBTqB2xB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFmlBfsBlnBc?tBTqBCtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFTjBWsBiqBX?tBcsBlqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhFFjBKqBxmBc?tB3mBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhF1mBXjBKqBc?tBxrBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFWsBToBiqBc?sBlqBXtB
ISTLJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
ISTLJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISTLZJO,O,X,O,X,X,X,O,X,X,X,X,X,X
ISTLZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTLOJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISTLOZJ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISTJLZO,X,X,O,X,X,X,O,X,X,X,X,X,X
ISTJLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ISTJZLO,X,X,O,X,X,X,O,X,X,X,X,X,X
ISTJZOL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISTJOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISTJOZL,X,X,O,X,O,X,X,X,X,X,X,X,X
ISTZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTZJLO,O,X,O,X,X,X,O,X,X,X,X,X,X
ISTZJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTZOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTZOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISTOLJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
ISTOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
ISTOJLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISTOJZL,X,X,O,X,O,X,X,X,X,X,X,X,X
ISTOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
ISTOZJL,X,X,O,X,O,X,X,X,X,X,X,X,X
ISLTJZO,X,X,X,X,X,X,O,X,X,X,X,X,X
ISLTJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISLTZJO,O,X,X,X,X,X,O,X,X,X,X,X,X
ISLTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISLTOJZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISLTOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISLJTZO,O,X,X,X,X,X,O,X,X,O,X,X,X
ISLJTOZ,X,X,X,X,O,X,O,X,X,O,X,X,X
ISLJZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
ISLJZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
ISLJOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
ISLJOZT,O,X,X,X,O,O,X,X,X,O,X,X,X
ISLZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
ISLZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISLZJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISLZOJT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLOTJZ,X,X,X,X,O,X,O,X,X,X,X,X,X
ISLOTZJ,O,X,X,X,O,X,O,X,X,X,X,X,X
ISLOJTZ,O,X,X,X,O,X,O,X,X,O,X,X,X
ISLOJZT,O,X,X,X,O,O,X,X,X,O,X,X,X
ISLOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
ISLOZJT,O,X,X,X,O,O,X,X,X,X,X,X,X
ISJTLZO,O,X,O,X,X,X,O,X,X,X,X,X,X
ISJTLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ISJTZLO,O,X,O,X,X,X,O,X,X,X,X,X,X
ISJTZOL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISJTOLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ISJTOZL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJLTZO,O,X,X,X,X,X,X,X,X,O,X,X,X
ISJLTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISJLZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
ISJLZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
ISJLOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISJLOZT,O,X,X,X,X,O,X,X,X,O,X,X,X
ISJZTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISJZTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
ISJZLTO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISJZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISJZOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
ISJZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISJOLZT,O,X,X,X,X,O,X,X,X,O,X,X,X
ISJOZTL,O,X,O,X,X,O,X,X,X,X,X,X,X
ISJOZLT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZTLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZTLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZTJLO,O,X,O,X,X,X,O,X,X,X,X,X,X
ISZTJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZTOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZTOJL,O,X,O,X,X,X,X,X,O,X,X,X,X
ISZLTJO,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZLTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZLJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZLJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOJT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISZJTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
ISZJLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZOTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZOTJL,O,X,O,X,X,X,X,X,O,X,X,X,X
ISZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOLJT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
ISZOJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOTLJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
ISOTLZJ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOTJLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISOTJZL,X,X,O,X,O,X,X,X,X,X,X,X,X
ISOTZLJ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOTZJL,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOLTJZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOLJTZ,O,X,X,X,O,X,X,X,X,O,X,X,X
ISOLJZT,O,X,X,X,O,O,X,X,X,O,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,O,O,X,X,X,X,X,X,X
ISOJTLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOJTZL,O,X,O,X,O,X,X,X,O,X,X,X,X
ISOJLTZ,O,X,X,X,O,X,X,X,X,O,X,X,X
ISOJLZT,O,X,X,X,O,O,X,X,O,O,X,X,X
ISOJZTL,O,X,O,X,X,O,X,X,O,X,X,X,X
ISOJZLT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOZTLJ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOZTJL,O,X,O,X,O,X,X,X,O,X,X,X,X
ISOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,O,O,X,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOZJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZTLJSO,O,O,O,O,X,O,X,X,X,X,X,X,X
IZTLJOS,X,O,X,O,X,O,X,X,X,X,O,X,X
IZTLSJO,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,O,O,O,O,X,X,X,X,X,X,X,X,X
IZTLOJS,O,X,X,O,X,O,X,X,X,X,O,X,X
IZTLOSJ,O,O,O,O,X,X,X,X,X,X,O,X,X
IZTJLSO,O,O,O,O,X,O,X,X,X,X,X,X,X
IZTJLOS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZTJSLO,O,O,O,X,X,O,X,X,X,X,X,X,X
IZTJSOL,O,O,O,X,X,O,X,X,X,X,X,X,X
IZTJOLS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZTJOSL,O,O,X,X,X,O,X,X,X,X,X,X,X
IZTSLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTSLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTSJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTSJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTSOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTSOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTOLJS,O,X,X,O,X,O,X,X,X,X,O,X,X
IZTOLSJ,O,X,O,O,X,X,X,X,X,X,O,X,X
IZTOJLS,O,X,X,O,X,O,X,X,X,X,X,X,X
IZTOJSL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZTOSLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
IZTOSJL,O,O,O,X,X,X,X,X,X,X,X,X,X
IZLTJSO,O,X,O,O,X,O,X,X,X,X,X,O,X
IZLTJOS,X,X,X,O,X,O,X,X,X,X,O,O,X
IZLTSJO,O,X,O,X,X,X,X,X,X,X,X,O,X
IZLTSOJ,O,X,O,O,X,X,X,X,X,X,X,O,X
IZLTOJS,O,X,X,O,X,O,X,X,X,X,O,O,X
IZLTOSJ,O,X,O,O,X,X,X,X,X,X,O,O,X
IZLJTSO,O,X,X,O,X,O,X,X,X,X,X,O,X
IZLJTOS,X,X,X,O,X,O,X,X,X,X,O,O,X
IZLJSTO,X,X,X,O,X,O,X,X,X,X,X,O,X
IZLJSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
IZLJOTS,X,X,X,O,X,O,X,X,X,X,O,O,X
IZLJOST,X,X,X,X,X,O,X,X,X,X,O,O,X
IZLSTJO,X,X,O,X,X,X,X,X,X,X,X,O,X
IZLSTOJ,X,X,O,O,X,X,X,X,X,X,X,O,X
IZLSJTO,X,X,X,X,X,O,X,X,X,X,X,O,X
IZLSJOT,X,X,X,X,X,O,X,X,X,X,X,O,X
IZLSOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X
IZLSOJT,X,X,X,X,X,O,X,X,X,X,X,O,X
IZLOTJS,O,X,X,O,X,O,X,X,X,X,O,O,X
IZLOTSJ,O,X,X,O,X,X,X,X,X,X,O,O,X
IZLOJTS,O,X,X,X,X,O,X,X,X,X,O,O,X
IZLOJST,X,X,X,X,X,O,X,X,X,X,O,O,X
IZLOSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X
IZLOSJT,X,X,X,X,X,O,X,X,X,X,O,O,X
IZJTLSO,O,X,O,O,X,O,X,X,X,X,X,X,X
IZJTLOS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZJTSLO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJTSOL,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJTOLS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZJTOSL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJLTSO,O,X,X,O,X,O,X,X,X,X,X,X,X
IZJLTOS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZJLSTO,O,X,X,O,X,O,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOTS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJSTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJSLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTLS,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTSL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJOLTS,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOLST,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSTL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSLT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSTLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
IZSTLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
IZSTJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
IZSTJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
IZSTOJL,O,O,O,X,X,X,X,X,O,X,X,X,X
IZSLTJO,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSLTOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSLJTO,O,X,X,X,X,O,X,X,X,X,X,O,X
IZSLJOT,O,X,X,X,X,O,X,X,X,X,X,O,X
IZSLOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZSLOJT,O,X,X,X,X,O,X,X,X,X,X,O,X
IZSJTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZSJTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
IZSJLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOTJL,O,X,O,X,X,X,X,X,O,X,X,X,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IZSOJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOTLJS,O,X,X,X,X,O,X,X,X,X,O,X,X
IZOTLSJ,O,X,O,X,X,X,X,X,X,X,O,X,X
IZOTJLS,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOTJSL,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOTSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,X,X,X,X,O,X,X,X,X,O,X,X
IZOLTSJ,O,X,X,X,X,X,X,X,X,X,O,X,X
IZOLJTS,O,X,X,X,X,O,X,X,X,X,O,X,X
IZOLJST,X,X,X,X,X,O,X,X,X,X,O,X,X
IZOLSTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
IZOLSJT,X,X,X,X,X,O,X,X,X,X,O,X,X
IZOJTLS,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOJTSL,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOJLTS,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOJLST,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOJSTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOJSLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOSTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,X,O,X,X,X,X,X,O,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOSJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOTLJSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
IOTLJZS,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLSZJ,X,O,X,X,O,X,X,O,X,X,X,X,X
IOTLZJS,X,O,X,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOTJLSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJSZL,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTJZLS,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTJZSL,X,O,X,X,O,O,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTSLZJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTSJLZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTSJZL,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTSZJL,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOTZJLS,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTZJSL,X,O,X,X,O,O,X,X,X,X,X,X,X
IOTZSLJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
IOLTJZS,X,O,X,X,X,O,X,O,X,X,O,X,X
IOLTSJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLTSZJ,X,O,X,X,O,X,X,O,X,X,X,X,X
IOLTZJS,X,O,X,X,X,O,X,X,X,X,O,X,X
IOLTZSJ,X,O,X,X,X,X,X,O,X,X,O,X,X
IOLJTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
IOLJTZS,X,O,X,X,X,O,X,O,X,X,O,X,O
IOLJSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLJSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
IOLJZTS,O,O,X,X,X,O,X,O,X,X,O,X,O
IOLJZST,X,X,X,X,X,O,X,O,X,X,O,X,X
IOLSTJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLSTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLSJTZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLSJZT,X,X,X,X,O,O,X,O,X,X,O,X,X
IOLSZTJ,X,X,X,X,X,X,X,O,X,X,O,X,X
IOLSZJT,X,X,X,X,O,O,X,X,X,X,O,X,X
IOLZTJS,O,X,X,X,X,O,X,X,X,X,O,X,X
IOLZTSJ,O,X,X,X,X,X,X,O,X,X,O,X,X
IOLZJTS,O,X,X,X,X,O,X,O,X,X,O,X,X
IOLZJST,X,X,X,X,X,O,X,O,X,X,O,X,X
IOLZSTJ,X,X,X,X,X,X,X,O,X,X,O,X,X
IOLZSJT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOJTLSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
IOJTLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
IOJTSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJTSZL,O,O,X,X,O,X,X,X,O,X,X,X,X
IOJTZLS,O,O,X,X,X,O,X,O,X,X,X,X,X
IOJTZSL,O,O,X,X,O,O,X,X,O,X,X,X,X
IOJLTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
IOJLTZS,X,O,X,X,X,O,X,O,X,X,X,X,O
IOJLSTZ,O,O,X,X,X,X,X,O,X,X,X,X,X
IOJLSZT,O,X,X,X,X,O,X,O,O,X,X,X,X
IOJLZTS,O,O,X,X,X,O,X,O,X,X,X,X,O
IOJLZST,O,X,X,X,X,O,X,O,O,X,X,X,X
IOJSTLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJSTZL,O,O,X,X,O,X,X,X,O,X,X,X,X
IOJSLTZ,O,O,X,X,O,X,X,O,X,X,X,X,X
IOJSLZT,O,X,X,X,O,O,X,O,O,X,X,X,X
IOJSZTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOJSZLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOJZTLS,O,O,X,X,X,O,X,O,X,X,X,X,X
IOJZTSL,O,O,X,X,X,O,X,X,O,X,X,X,X
IOJZLTS,O,O,X,X,X,O,X,O,X,X,X,X,X
IOJZLST,O,X,X,X,X,O,X,O,O,X,X,X,X
IOJZSTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOJZSLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSTLJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSTLZJ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSTJLZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSTJZL,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSLTZJ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSLJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSLJZT,O,X,X,X,O,O,X,O,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X
IOSLZJT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSJTLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSJTZL,O,X,X,X,O,X,X,X,O,X,X,X,X
IOSJLTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOSJLZT,O,X,X,X,O,O,X,O,O,X,X,X,X
IOSJZTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSJZLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSZTLJ,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSZTJL,O,O,X,X,O,X,X,X,O,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSZJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZTLJS,O,O,X,X,X,O,X,X,X,X,O,X,X
IOZTLSJ,O,O,X,X,X,X,X,O,X,X,O,X,X
IOZTJLS,O,O,X,X,X,O,X,O,X,X,X,X,X
IOZTJSL,O,O,X,X,O,O,X,X,X,X,X,X,X
IOZTSLJ,O,O,X,X,O,X,X,X,X,X,X,X,X
IOZTSJL,O,O,X,X,O,X,X,X,X,X,X,X,X
IOZLTJS,O,X,X,X,X,O,X,X,X,X,O,X,X
IOZLTSJ,O,X,X,X,X,X,X,O,X,X,O,X,X
IOZLJTS,O,X,X,X,X,O,X,O,X,X,O,X,X
IOZLJST,X,X,X,X,X,O,X,O,X,X,O,X,X
IOZLSTJ,X,X,X,X,X,X,X,O,X,X,O,X,X
IOZLSJT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZJTLS,O,X,X,X,X,O,X,O,X,X,X,X,X
IOZJTSL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZJLTS,O,X,X,X,X,O,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,O,X,O,O,X,X,X,X
IOZJSTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZJSLT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZSTLJ,O,O,X,X,O,X,X,X,X,X,X,X,X
IOZSTJL,O,O,X,X,O,X,X,X,O,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZSJLT,O,X,X,X,X,O,X,X,O,X,X,X,X
LTIJSZO,X,O,O,X,X,X,O,X,X,X,X,O,X
LTIJSOZ,X,O,O,X,X,X,O,X,X,X,X,X,X
LTIJZSO,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIJZOS,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIJOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIJOZS,X,O,X,X,X,X,O,X,X,X,X,O,X
LTISJZO,X,X,O,X,X,X,O,X,X,X,X,O,X
LTISJOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTISZJO,X,O,O,X,X,X,O,X,X,X,X,O,X
LTISZOJ,X,O,O,X,X,X,X,X,X,X,X,O,X
LTISOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTISOZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
LTIZJSO,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIZJOS,X,O,X,X,X,X,X,X,X,X,X,O,X
LTIZSJO,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIZSOJ,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIZOJS,X,O,X,X,X,X,X,X,X,X,X,O,X
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X,O,X
LTIOJSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIOJZS,X,O,X,X,X,X,O,X,X,X,X,O,X
LTIOSJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIOSZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
LTIOZJS,X,O,X,X,X,X,O,X,X,X,X,O,X
LTIOZSJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LTJISZO,X,O,O,X,X,X,O,X,X,X,X,O,X
LTJISOZ,X,O,O,X,X,X,O,O,X,X,X,X,X
LTJIZSO,X,O,O,X,X,X,X,X,X,X,X,O,X
