sequence,v115@MhC8GeB8BeA8AeA8CeE8Jei/IvhFFhBxiBcpBOqBXo?BzqB,v115@MhC8GeB8BeA8AeA8CeE8JeZEJvhFFgBXhBTjBWqB0n?ByvB,v115@MhC8GeB8BeA8AeA8CeE8JeZEJvhFukBFhBTjBKqBfr?B0sB,v115@MhC8GeB8BeA8AeA8CeE8Jex/IvhFXhBTjBOpBVqB0n?ByvB,v115@MhC8GeB8BeA8AeA8CeE8JeZEJvhFCgBOmBTjBXlB0n?B1vB
OISZLJT,O,O,O,X,X
OISZJTL,O,O,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,O,X,X,X,X
OIZTLSJ,O,X,X,X,X
OIZTJLS,O,X,X,X,X
OIZTJSL,O,X,X,X,O
OIZTSLJ,O,X,O,X,O
OIZTSJL,O,X,X,X,O
OIZLTJS,O,X,X,X,X
OIZLTSJ,O,X,X,X,X
OIZLJTS,O,O,X,X,X
OIZLJST,O,O,O,X,X
OIZLSTJ,O,X,O,X,X
OIZLSJT,O,O,O,X,X
OIZJTLS,O,X,X,X,X
OIZJTSL,O,O,X,X,X
OIZJLTS,O,O,X,X,X
OIZJLST,O,O,O,X,X
OIZJSTL,O,O,X,X,X
OIZJSLT,O,X,X,X,X
OIZSTLJ,O,X,O,X,X
OIZSTJL,O,X,X,X,X
OIZSLTJ,O,X,O,X,X
OIZSLJT,O,O,O,X,X
OIZSJTL,O,O,X,X,X
OIZSJLT,O,X,X,X,X
OLTIJSZ,X,O,O,O,O
OLTIJZS,X,O,X,O,X
OLTISJZ,X,O,O,O,O
OLTISZJ,X,X,O,X,O
OLTIZJS,O,X,X,X,X
OLTIZSJ,O,X,X,X,X
OLTJISZ,X,O,O,O,O
OLTJIZS,X,O,X,O,X
OLTJSIZ,X,O,O,O,O
OLTJSZI,X,O,O,O,O
OLTJZIS,X,O,X,O,X
OLTJZSI,X,O,X,O,X
OLTSIJZ,X,O,O,O,O
OLTSIZJ,O,X,O,X,O
OLTSJIZ,X,O,O,O,O
OLTSJZI,X,O,O,O,O
OLTSZIJ,O,X,O,X,O
OLTSZJI,O,X,O,O,O
OLTZIJS,O,X,X,X,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,X,X,O,X
OLTZJSI,O,X,X,O,X
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,O,X
OLITJSZ,X,O,O,O,O
OLITJZS,X,O,X,O,X
OLITSJZ,X,O,O,O,O
OLITSZJ,X,X,O,X,O
OLITZJS,O,X,X,X,X
OLITZSJ,O,X,X,X,X
OLIJTSZ,X,O,O,X,X
OLIJTZS,O,O,X,X,X
OLIJSTZ,X,O,O,X,X
OLIJSZT,X,O,O,X,X
OLIJZTS,O,O,X,X,X
OLIJZST,O,O,O,X,X
OLISTJZ,X,O,O,O,X
OLISTZJ,X,X,O,X,X
OLISJTZ,X,O,O,X,X
OLISJZT,X,O,O,X,X
OLISZTJ,X,X,O,X,X
OLISZJT,X,O,O,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,O,X,X,X
OLIZJST,O,O,O,X,X
OLIZSTJ,O,X,O,X,X
OLIZSJT,X,O,O,X,X
OLJTISZ,X,O,O,O,X
OLJTIZS,O,O,X,O,X
OLJTSIZ,O,O,O,O,X
OLJTSZI,O,O,O,O,X
OLJTZIS,O,O,X,O,X
OLJTZSI,O,O,X,O,X
OLJITSZ,X,O,O,X,X
OLJITZS,O,O,X,X,X
OLJISTZ,X,O,O,X,X
OLJISZT,X,O,O,X,X
OLJIZTS,O,O,X,X,X
OLJIZST,O,O,O,X,X
OLJSTIZ,O,O,O,O,X
OLJSTZI,O,O,O,O,X
OLJSITZ,O,O,O,X,X
OLJSIZT,O,O,O,X,X
OLJSZTI,O,O,O,X,X
OLJSZIT,O,O,O,X,X
OLJZTIS,O,O,X,X,X
OLJZTSI,O,O,X,X,X
OLJZITS,O,O,X,X,X
OLJZIST,O,O,O,X,X
OLJZSTI,O,O,O,X,X
OLJZSIT,O,O,O,X,X
OLSTIJZ,X,O,O,O,X
OLSTIZJ,O,X,O,X,X
OLSTJIZ,X,O,O,O,X
OLSTJZI,X,O,O,O,X
OLSTZIJ,O,X,O,X,X
OLSTZJI,O,X,O,O,X
OLSITJZ,X,O,O,O,X
OLSITZJ,O,X,O,X,X
OLSIJTZ,O,O,O,X,X
OLSIJZT,O,O,O,X,X
OLSIZTJ,O,X,O,X,X
OLSIZJT,O,O,O,X,X
OLSJTIZ,O,O,O,O,X
OLSJTZI,O,O,O,O,X
OLSJITZ,O,O,O,X,X
OLSJIZT,O,O,O,X,X
OLSJZTI,O,O,O,X,X
OLSJZIT,O,O,O,X,X
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,O,X
OLSZITJ,O,X,O,X,X
OLSZIJT,O,O,O,X,X
OLSZJTI,O,O,O,X,X
OLSZJIT,O,O,O,X,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,X,O,X
OLZTJSI,O,X,X,O,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,O,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,O,X,X,X
OLZIJST,O,O,O,X,X
OLZISTJ,O,X,O,X,X
OLZISJT,O,O,O,X,X
OLZJTIS,O,O,X,X,X
OLZJTSI,O,O,X,X,X
OLZJITS,O,O,X,X,X
OLZJIST,O,O,O,X,X
OLZJSTI,O,O,O,X,X
OLZJSIT,O,O,O,X,X
OLZSTIJ,O,X,O,X,X
OLZSTJI,O,X,O,O,X
OLZSITJ,O,X,O,X,X
OLZSIJT,O,O,O,X,X
OLZSJTI,O,O,O,X,X
OLZSJIT,O,O,O,X,X
OJTILSZ,X,O,O,O,O
OJTILZS,O,O,X,O,X
OJTISLZ,O,O,O,O,O
OJTISZL,O,O,X,O,O
OJTIZLS,O,X,X,X,X
OJTIZSL,O,O,X,O,O
OJTLISZ,X,O,O,O,O
OJTLIZS,O,O,X,O,X
OJTLSIZ,O,O,O,O,O
OJTLSZI,O,O,O,O,O
OJTLZIS,O,O,X,O,X
OJTLZSI,O,O,X,O,X
OJTSILZ,O,O,O,O,O
OJTSIZL,O,O,X,O,O
OJTSLIZ,O,O,O,O,O
OJTSLZI,O,X,O,O,O
OJTSZIL,O,O,X,O,O
OJTSZLI,O,X,X,O,O
OJTZILS,O,X,X,X,X
OJTZISL,O,O,X,O,O
OJTZLIS,O,X,X,O,X
OJTZLSI,O,X,X,O,X
OJTZSIL,O,O,X,O,O
OJTZSLI,O,X,X,O,O
OJITLSZ,X,O,O,O,O
OJITLZS,O,O,X,O,X
OJITSLZ,O,O,O,O,O
OJITSZL,O,O,X,O,O
OJITZLS,O,X,X,X,X
OJITZSL,O,O,X,O,O
OJILTSZ,X,O,O,X,X
OJILTZS,O,O,X,X,X
OJILSTZ,X,O,O,X,X
OJILSZT,X,O,O,X,X
OJILZTS,O,O,X,X,X
OJILZST,O,O,O,X,X
OJISTLZ,O,O,O,X,X
OJISTZL,O,O,X,X,X
OJISLTZ,O,O,O,X,X
OJISLZT,O,O,O,X,X
OJISZTL,O,O,X,X,X
OJISZLT,O,X,X,X,X
OJIZTLS,O,X,X,X,X
OJIZTSL,O,O,X,X,X
OJIZLTS,O,O,X,X,X
OJIZLST,O,O,O,X,X
OJIZSTL,O,O,X,X,X
OJIZSLT,O,X,X,X,X
OJLTISZ,X,O,O,O,X
OJLTIZS,O,O,X,O,X
OJLTSIZ,O,O,O,O,X
OJLTSZI,O,O,O,O,X
OJLTZIS,O,O,X,O,X
OJLTZSI,O,O,X,O,X
OJLITSZ,X,O,O,X,X
OJLITZS,O,O,X,X,X
OJLISTZ,X,O,O,X,X
OJLISZT,X,O,O,X,X
OJLIZTS,O,O,X,X,X
OJLIZST,O,O,O,X,X
OJLSTIZ,O,O,O,O,X
OJLSTZI,O,O,O,O,X
OJLSITZ,O,O,O,X,X
OJLSIZT,O,O,O,X,X
OJLSZTI,O,O,O,X,X
OJLSZIT,O,O,O,X,X
OJLZTIS,O,O,X,X,X
OJLZTSI,O,O,X,X,X
OJLZITS,O,O,X,X,X
OJLZIST,O,O,O,X,X
OJLZSTI,O,O,O,X,X
OJLZSIT,O,O,O,X,X
OJSTILZ,O,O,O,O,X
OJSTIZL,O,O,X,O,X
OJSTLIZ,O,O,O,O,X
OJSTLZI,O,X,O,O,X
OJSTZIL,O,O,X,O,X
OJSTZLI,O,X,X,O,X
OJSITLZ,O,O,O,X,X
OJSITZL,O,O,X,X,X
OJSILTZ,O,O,O,X,X
OJSILZT,O,O,O,X,X
OJSIZTL,O,O,X,X,X
OJSIZLT,O,X,X,X,X
OJSLTIZ,O,O,O,O,X
OJSLTZI,O,O,O,O,X
OJSLITZ,O,O,O,X,X
OJSLIZT,O,O,O,X,X
OJSLZTI,O,O,O,X,X
OJSLZIT,O,O,O,X,X
OJSZTIL,O,O,X,X,X
OJSZTLI,O,X,X,X,X
OJSZITL,O,O,X,X,X
OJSZILT,O,X,X,X,X
OJSZLTI,O,X,X,X,X
OJSZLIT,O,X,X,X,X
OJZTILS,O,X,X,X,X
OJZTISL,O,O,X,O,X
OJZTLIS,O,X,X,O,X
OJZTLSI,O,X,X,O,X
OJZTSIL,O,O,X,O,X
OJZTSLI,O,X,X,O,X
OJZITLS,O,X,X,X,X
OJZITSL,O,O,X,X,X
OJZILTS,O,O,X,X,X
OJZILST,O,O,O,X,X
OJZISTL,O,O,X,X,X
OJZISLT,O,X,X,X,X
OJZLTIS,O,O,X,X,X
OJZLTSI,O,O,X,X,X
OJZLITS,O,O,X,X,X
OJZLIST,O,O,O,X,X
OJZLSTI,O,O,O,X,X
OJZLSIT,O,O,O,X,X
OJZSTIL,O,O,X,X,X
OJZSTLI,O,X,X,X,X
OJZSITL,O,O,X,X,X
OJZSILT,O,X,X,X,X
OJZSLTI,O,X,X,X,X
OJZSLIT,O,X,X,X,X
OSTILJZ,X,O,O,X,O
OSTILZJ,O,X,O,X,O
OSTIJLZ,O,O,O,O,O
OSTIJZL,O,O,X,O,O
OSTIZLJ,O,X,O,X,O
OSTIZJL,O,X,X,X,O
OSTLIJZ,X,O,O,O,O
OSTLIZJ,O,X,O,X,O
OSTLJIZ,X,O,O,O,O
OSTLJZI,X,O,O,O,O
OSTLZIJ,O,X,O,X,O
OSTLZJI,O,X,O,O,O
OSTJILZ,O,O,O,O,O
OSTJIZL,O,O,X,O,O
OSTJLIZ,O,O,O,O,O
OSTJLZI,O,X,O,O,O
OSTJZIL,O,O,X,O,O
OSTJZLI,O,X,X,O,O
OSTZILJ,O,X,O,X,O
OSTZIJL,O,X,X,X,O
OSTZLIJ,O,X,O,X,O
OSTZLJI,O,X,O,X,O
OSTZJIL,O,X,X,O,O
OSTZJLI,O,X,X,O,O
OSITLJZ,X,O,O,X,O
OSITLZJ,O,X,O,X,O
OSITJLZ,O,O,O,O,O
OSITJZL,O,O,X,O,O
OSITZLJ,O,X,O,X,O
OSITZJL,O,X,X,X,O
OSILTJZ,X,O,O,O,X
OSILTZJ,O,X,O,X,X
OSILJTZ,O,O,O,X,X
OSILJZT,O,O,O,X,X
OSILZTJ,O,X,O,X,X
OSILZJT,O,O,O,X,X
OSIJTLZ,O,O,O,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,O,O,O,X,X
OSIJLZT,O,O,O,X,X
OSIJZTL,O,O,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,O,X,O,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,O,X,X
OSIZLJT,O,O,O,X,X
OSIZJTL,O,O,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,X,O,O,O,X
OSLTIZJ,O,X,O,X,X
OSLTJIZ,X,O,O,O,X
OSLTJZI,X,O,O,O,X
OSLTZIJ,O,X,O,X,X
OSLTZJI,O,X,O,O,X
OSLITJZ,X,O,O,O,X
OSLITZJ,O,X,O,X,X
OSLIJTZ,O,O,O,X,X
OSLIJZT,O,O,O,X,X
OSLIZTJ,O,X,O,X,X
OSLIZJT,O,O,O,X,X
OSLJTIZ,O,O,O,O,X
OSLJTZI,O,O,O,O,X
OSLJITZ,O,O,O,X,X
OSLJIZT,O,O,O,X,X
OSLJZTI,O,O,O,X,X
OSLJZIT,O,O,O,X,X
OSLZTIJ,O,X,O,X,X
OSLZTJI,O,X,O,O,X
OSLZITJ,O,X,O,X,X
OSLZIJT,O,O,O,X,X
OSLZJTI,O,O,O,X,X
OSLZJIT,O,O,O,X,X
OSJTILZ,O,O,O,O,X
OSJTIZL,O,O,X,O,X
OSJTLIZ,O,O,O,O,X
OSJTLZI,O,X,O,O,X
OSJTZIL,O,O,X,O,X
OSJTZLI,O,X,X,O,X
OSJITLZ,O,O,O,X,X
OSJITZL,O,O,X,X,X
OSJILTZ,O,O,O,X,X
OSJILZT,O,O,O,X,X
OSJIZTL,O,O,X,X,X
OSJIZLT,O,X,X,X,X
OSJLTIZ,O,O,O,O,X
OSJLTZI,O,O,O,O,X
OSJLITZ,O,O,O,X,X
OSJLIZT,O,O,O,X,X
OSJLZTI,O,O,O,X,X
OSJLZIT,O,O,O,X,X
OSJZTIL,O,O,X,X,X
OSJZTLI,O,X,X,X,X
OSJZITL,O,O,X,X,X
OSJZILT,O,X,X,X,X
OSJZLTI,O,X,X,X,X
OSJZLIT,O,X,X,X,X
OSZTILJ,O,X,O,X,X
OSZTIJL,O,X,X,X,X
OSZTLIJ,O,X,O,X,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,X,O,X
OSZTJLI,O,X,X,O,X
OSZITLJ,O,X,O,X,X
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,O,X,X
OSZILJT,O,O,O,X,X
OSZIJTL,O,O,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,O,X,O,X,X
OSZLTJI,O,X,O,O,X
OSZLITJ,O,X,O,X,X
OSZLIJT,O,O,O,X,X
OSZLJTI,O,O,O,X,X
OSZLJIT,O,O,O,X,X
OSZJTIL,O,O,X,X,X
OSZJTLI,O,X,X,X,X
OSZJITL,O,O,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,O,X,X,X,X
OSZJLIT,O,X,X,X,X
OZTILJS,O,X,X,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,O,X,X,X,X
OZTIJSL,O,X,X,X,O
OZTISLJ,O,X,O,X,O
OZTISJL,O,X,X,X,O
OZTLIJS,O,X,X,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,O,X,X,O,X
OZTLJSI,O,X,X,O,X
OZTLSIJ,O,X,X,X,X
OZTLSJI,O,X,X,O,X
OZTJILS,O,X,X,X,X
OZTJISL,O,X,X,O,O
OZTJLIS,O,X,X,O,X
OZTJLSI,O,X,X,O,X
OZTJSIL,O,X,X,O,O
OZTJSLI,O,X,X,O,O
OZTSILJ,O,X,O,X,O
OZTSIJL,O,X,X,X,O
OZTSLIJ,O,X,O,X,O
OZTSLJI,O,X,O,X,O
OZTSJIL,O,X,X,O,O
OZTSJLI,O,X,X,O,O
OZITLJS,O,X,X,X,X
OZITLSJ,O,X,X,X,X
OZITJLS,O,X,X,X,X
OZITJSL,O,X,X,X,O
OZITSLJ,O,X,O,X,O
OZITSJL,O,X,X,X,O
OZILTJS,O,X,X,X,X
OZILTSJ,O,X,X,X,X
OZILJTS,O,O,X,X,X
OZILJST,O,O,O,X,X
OZILSTJ,O,X,O,X,X
OZILSJT,O,O,O,X,X
OZIJTLS,O,X,X,X,X
OZIJTSL,O,O,X,X,X
OZIJLTS,O,O,X,X,X
OZIJLST,O,O,O,X,X
OZIJSTL,O,O,X,X,X
OZIJSLT,O,X,X,X,X
OZISTLJ,O,X,O,X,X
OZISTJL,O,X,X,X,X
OZISLTJ,O,X,O,X,X
OZISLJT,O,O,O,X,X
OZISJTL,O,O,X,X,X
OZISJLT,O,X,X,X,X
OZLTIJS,O,X,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,X,X,O,X
OZLTJSI,O,X,X,O,X
OZLTSIJ,O,X,X,X,X
OZLTSJI,O,X,X,O,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,O,X,X,X
OZLIJST,O,O,O,X,X
OZLISTJ,O,X,O,X,X
OZLISJT,O,O,O,X,X
OZLJTIS,O,O,X,X,X
OZLJTSI,O,O,X,X,X
OZLJITS,O,O,X,X,X
OZLJIST,O,O,O,X,X
OZLJSTI,O,O,O,X,X
OZLJSIT,O,O,O,X,X
OZLSTIJ,O,X,O,X,X
OZLSTJI,O,X,O,O,X
OZLSITJ,O,X,O,X,X
OZLSIJT,O,O,O,X,X
OZLSJTI,O,O,O,X,X
OZLSJIT,O,O,O,X,X
OZJTILS,O,X,X,X,X
OZJTISL,O,O,X,O,X
OZJTLIS,O,X,X,O,X
OZJTLSI,O,X,X,O,X
OZJTSIL,O,O,X,O,X
OZJTSLI,O,X,X,O,X
OZJITLS,O,X,X,X,X
OZJITSL,O,O,X,X,X
OZJILTS,O,O,X,X,X
OZJILST,O,O,O,X,X
OZJISTL,O,O,X,X,X
OZJISLT,O,X,X,X,X
OZJLTIS,O,O,X,X,X
OZJLTSI,O,O,X,X,X
OZJLITS,O,O,X,X,X
OZJLIST,O,O,O,X,X
OZJLSTI,O,O,O,X,X
OZJLSIT,O,O,O,X,X
OZJSTIL,O,O,X,X,X
OZJSTLI,O,X,X,X,X
OZJSITL,O,O,X,X,X
OZJSILT,O,X,X,X,X
OZJSLTI,O,X,X,X,X
OZJSLIT,O,X,X,X,X
OZSTILJ,O,X,O,X,X
OZSTIJL,O,X,X,X,X
OZSTLIJ,O,X,O,X,X
OZSTLJI,O,X,O,X,X
OZSTJIL,O,X,X,O,X
OZSTJLI,O,X,X,O,X
OZSITLJ,O,X,O,X,X
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,O,X,X
OZSILJT,O,O,O,X,X
OZSIJTL,O,O,X,X,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,O,X,O,X,X
OZSLTJI,O,X,O,O,X
OZSLITJ,O,X,O,X,X
OZSLIJT,O,O,O,X,X
OZSLJTI,O,O,O,X,X
OZSLJIT,O,O,O,X,X
OZSJTIL,O,O,X,X,X
OZSJTLI,O,X,X,X,X
OZSJITL,O,O,X,X,X
OZSJILT,O,X,X,X,X
OZSJLTI,O,X,X,X,X
OZSJLIT,O,X,X,X,X
