sequence,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFxiBFlB8qB6?sBToB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFTiB6oBRlB8?sBlqB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBUlBGmB/?sBToBVwB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qB+?rB/sBTtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qBT?oBGsB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JezBJvhFfoB6oBRlBl?qBGsBUrB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhF/nBRlBToB0?qBlrBCtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeWHJvhFTjBRlBXnBl?qBCtBUrB
LIJSTZO,O,O,X,X,X,O,X,X
LIJSTOZ,O,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,O,X,X
LIJSOTZ,O,X,X,X,X,O,X,O
LIJSOZT,O,O,X,X,X,O,X,O
LIJZTSO,O,O,X,X,X,X,X,X
LIJZTOS,O,O,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X
LIJZOTS,O,O,X,X,X,X,X,O
LIJZOST,O,O,X,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,X,X,O
LIJOTZS,X,X,X,X,X,X,X,O
LIJOSTZ,X,X,X,X,X,O,X,O
LIJOSZT,X,X,X,X,X,O,X,O
LIJOZTS,X,O,X,X,X,X,X,O
LIJOZST,X,O,X,X,X,X,X,O
LISTJZO,O,O,X,X,X,O,X,X
LISTJOZ,O,O,X,X,X,O,X,O
LISTZJO,O,O,X,X,X,O,X,X
LISTZOJ,O,O,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,O,X,O
LISTOZJ,O,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,O,X,X
LISJTOZ,O,X,X,X,X,O,X,X
LISJZTO,O,O,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,O,X,X
LISJOTZ,O,X,X,X,X,O,X,O
LISJOZT,O,O,X,X,X,O,X,O
LISZTJO,O,O,X,X,X,O,X,X
LISZTOJ,O,O,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,O,X,X
LISZOTJ,O,O,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,O,X,O
LISOTZJ,O,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,O,X,O
LISOJZT,O,O,X,X,X,O,X,O
LISOZTJ,O,O,X,X,X,X,X,X
LISOZJT,O,O,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,O,X
LIZTJOS,O,O,X,X,X,X,O,O
LIZTSJO,O,O,X,X,X,O,O,X
LIZTSOJ,O,O,X,X,X,X,O,X
LIZTOJS,O,O,X,X,X,X,O,O
LIZTOSJ,X,O,X,X,X,X,O,X
LIZJTSO,O,O,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X
LIZJOTS,O,O,X,X,X,X,O,O
LIZJOST,O,O,X,X,X,X,X,O
LIZSTJO,O,O,X,X,X,O,X,X
LIZSTOJ,O,O,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,O,X,X
LIZSOTJ,X,O,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,O,O
LIZOTSJ,X,O,X,X,X,X,O,X
LIZOJTS,O,O,X,X,X,X,O,O
LIZOJST,O,O,X,X,X,X,X,O
LIZOSTJ,X,O,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,O
LIOTJZS,O,O,X,X,X,X,X,O
LIOTSJZ,O,X,X,X,X,O,X,O
LIOTSZJ,O,X,X,X,X,X,X,X
LIOTZJS,O,O,X,X,X,X,X,O
LIOTZSJ,O,O,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,O
LIOJTZS,O,X,X,X,X,X,X,O
LIOJSTZ,O,X,X,X,X,X,X,O
LIOJSZT,O,X,X,X,X,X,X,O
LIOJZTS,O,O,X,X,X,X,X,O
LIOJZST,O,O,X,X,X,X,X,O
LIOSTJZ,O,X,X,X,X,O,X,O
LIOSTZJ,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,O,X,O
LIOSJZT,O,O,X,X,X,O,X,O
LIOSZTJ,O,O,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,O,O
LIOZTSJ,O,O,X,X,X,X,O,X
LIOZJTS,O,O,X,X,X,X,O,O
LIOZJST,O,O,X,X,X,X,X,O
LIOZSTJ,O,O,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X
LJTISZO,O,O,X,X,O,O,X,X
LJTISOZ,X,X,X,X,O,O,X,O
LJTIZSO,O,O,X,X,O,X,X,X
LJTIZOS,O,O,X,X,O,X,X,O
LJTIOSZ,X,X,X,X,O,O,X,O
LJTIOZS,X,O,X,X,O,X,X,O
LJTSIZO,O,O,X,O,O,O,X,X
LJTSIOZ,X,O,X,X,O,O,X,X
LJTSZIO,O,O,X,O,O,O,X,X
LJTSZOI,O,O,X,O,X,O,X,X
LJTSOIZ,O,X,X,O,X,O,X,X
LJTSOZI,O,O,X,O,X,O,X,X
LJTZISO,O,O,X,O,O,X,X,X
LJTZIOS,O,O,X,X,O,X,X,X
LJTZSIO,O,O,X,O,O,X,X,X
LJTZSOI,O,O,X,O,X,X,X,X
LJTZOIS,O,O,X,X,O,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X
LJTOISZ,O,X,X,X,O,X,X,O
LJTOIZS,O,X,X,X,O,X,X,O
LJTOSIZ,O,X,X,O,O,O,X,X
LJTOSZI,O,X,X,O,O,O,X,X
LJTOZIS,O,X,X,X,O,X,X,X
LJTOZSI,O,X,X,O,O,X,X,X
LJITSZO,O,O,X,X,O,O,X,X
LJITSOZ,X,X,X,X,O,O,X,O
LJITZSO,O,O,X,X,O,X,X,X
LJITZOS,O,O,X,X,O,X,X,O
LJITOSZ,X,X,X,X,O,X,X,O
LJITOZS,X,O,X,X,O,X,X,O
LJISTZO,O,O,X,O,X,O,X,X
LJISTOZ,O,X,X,O,X,O,X,X
LJISZTO,O,O,X,O,X,X,X,X
LJISZOT,O,O,X,O,X,O,X,X
LJISOTZ,O,X,X,O,X,O,X,O
LJISOZT,O,O,X,O,X,O,X,O
LJIZTSO,O,O,X,X,O,X,X,X
LJIZTOS,O,O,X,X,O,X,X,X
LJIZSTO,O,O,X,X,O,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X
LJIZOTS,O,O,X,X,O,X,X,O
LJIZOST,O,O,X,X,O,X,X,O
LJIOTSZ,X,X,X,X,X,X,X,O
LJIOTZS,X,X,X,X,X,X,X,O
LJIOSTZ,X,X,X,X,X,O,X,O
LJIOSZT,X,X,X,X,X,O,X,O
LJIOZTS,X,O,X,X,X,X,X,O
LJIOZST,X,O,X,X,X,X,X,O
LJSTIZO,O,O,X,O,O,O,X,X
LJSTIOZ,O,O,X,O,O,O,X,X
LJSTZIO,O,O,X,O,O,O,X,X
LJSTZOI,O,O,X,O,X,O,X,X
LJSTOIZ,O,X,X,O,X,O,X,X
LJSTOZI,O,O,X,O,X,O,X,X
LJSITZO,O,O,X,O,X,O,X,X
LJSITOZ,O,X,X,O,X,O,X,X
LJSIZTO,O,O,X,O,X,X,X,X
LJSIZOT,O,O,X,O,X,O,X,X
LJSIOTZ,O,X,X,O,X,O,X,O
LJSIOZT,O,O,X,O,X,O,X,O
LJSZTIO,O,O,X,O,X,O,X,X
LJSZTOI,O,O,X,O,X,O,X,X
LJSZITO,O,O,X,O,O,X,X,X
LJSZIOT,O,O,X,O,O,O,X,X
LJSZOTI,O,O,X,O,X,O,X,X
LJSZOIT,O,O,X,O,X,O,X,X
LJSOTIZ,O,X,X,O,X,O,X,X
LJSOTZI,O,X,X,O,X,O,X,X
LJSOITZ,O,X,X,O,X,O,X,O
LJSOIZT,O,X,X,O,X,O,X,O
LJSOZTI,O,O,X,O,X,O,X,X
LJSOZIT,O,O,X,O,X,O,X,X
LJZTISO,O,O,X,X,O,X,X,X
LJZTIOS,O,O,X,X,O,X,X,X
LJZTSIO,X,O,X,X,O,X,X,X
LJZTSOI,X,O,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X
LJZITSO,O,O,X,X,O,X,X,X
LJZITOS,O,O,X,X,O,X,X,X
LJZISTO,O,O,X,O,O,X,X,X
LJZISOT,O,O,X,O,O,X,X,X
LJZIOTS,O,O,X,X,O,X,X,O
LJZIOST,O,O,X,X,O,X,X,O
LJZSTIO,X,O,X,O,X,X,X,X
LJZSTOI,X,O,X,X,X,X,X,X
LJZSITO,O,O,X,O,O,X,X,X
LJZSIOT,O,O,X,O,O,X,X,X
LJZSOTI,X,O,X,O,X,X,X,X
LJZSOIT,O,O,X,O,X,X,X,X
LJZOTIS,O,O,X,X,O,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X
LJZOITS,O,O,X,X,O,X,X,O
LJZOIST,O,O,X,X,O,X,X,O
LJZOSTI,X,O,X,O,X,X,X,X
LJZOSIT,O,O,X,O,O,X,X,X
LJOTISZ,O,X,X,X,O,X,X,O
LJOTIZS,O,X,X,X,O,X,X,O
LJOTSIZ,O,X,X,O,O,O,X,X
LJOTSZI,O,X,X,O,O,O,X,X
LJOTZIS,O,X,X,X,O,X,X,X
LJOTZSI,O,X,X,O,O,X,X,X
LJOITSZ,O,X,X,X,O,X,X,O
LJOITZS,O,X,X,X,O,X,X,O
LJOISTZ,O,X,X,X,X,O,X,O
LJOISZT,O,X,X,X,X,O,X,O
LJOIZTS,O,X,X,X,O,X,X,O
LJOIZST,O,X,X,X,O,X,X,O
LJOSTIZ,O,X,X,O,O,O,X,X
LJOSTZI,O,X,X,O,O,O,X,X
LJOSITZ,O,X,X,O,X,O,X,O
LJOSIZT,O,X,X,O,X,O,X,O
LJOSZTI,O,X,X,O,X,O,X,X
LJOSZIT,O,X,X,O,O,O,X,X
LJOZTIS,O,X,X,X,O,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X
LJOZITS,O,X,X,X,O,X,X,O
LJOZIST,O,X,X,X,O,X,X,O
LJOZSTI,X,X,X,O,X,X,X,X
LJOZSIT,O,X,X,O,O,X,X,X
LSTIJZO,O,O,O,O,X,O,X,X
LSTIJOZ,O,O,O,O,X,O,X,O
LSTIZJO,O,O,O,X,X,O,X,X
LSTIZOJ,O,O,O,X,X,X,X,X
LSTIOJZ,O,O,O,O,X,O,X,O
LSTIOZJ,O,O,O,X,X,X,X,X
LSTJIZO,O,O,O,O,X,O,X,X
LSTJIOZ,O,O,O,O,X,O,X,X
LSTJZIO,O,O,O,O,X,O,X,X
LSTJZOI,O,O,O,O,X,O,X,X
LSTJOIZ,O,X,O,O,X,O,X,X
LSTJOZI,O,O,O,O,X,O,X,X
LSTZIJO,O,O,O,X,X,O,X,X
LSTZIOJ,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,O,X,O,X,X
LSTZJOI,O,O,O,O,X,O,X,X
LSTZOIJ,O,O,O,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,O,O,X,O,X,O
LSTOIZJ,O,O,O,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,O,X,X
LSTOJZI,O,O,O,O,X,O,X,X
LSTOZIJ,O,O,O,X,X,X,X,X
LSTOZJI,O,O,O,O,X,X,X,X
LSITJZO,O,O,O,O,X,O,X,X
LSITJOZ,O,O,O,O,X,O,X,O
LSITZJO,O,O,O,X,X,O,X,X
LSITZOJ,O,O,O,X,X,X,X,X
LSITOJZ,O,O,O,O,X,O,X,O
LSITOZJ,O,O,O,X,X,X,X,X
LSIJTZO,O,O,O,O,X,O,X,X
LSIJTOZ,O,X,O,O,X,O,X,X
LSIJZTO,O,O,O,O,X,X,X,X
LSIJZOT,O,O,O,O,X,O,X,X
LSIJOTZ,O,X,O,O,X,O,X,O
LSIJOZT,O,O,O,O,X,O,X,O
LSIZTJO,O,O,O,X,X,O,X,X
LSIZTOJ,O,O,O,X,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X,X
LSIZJOT,O,O,O,O,X,O,X,X
LSIZOTJ,O,O,O,X,X,X,X,X
LSIZOJT,O,O,O,O,X,X,X,X
LSIOTJZ,O,X,O,O,X,O,X,O
LSIOTZJ,O,X,O,X,X,X,X,X
LSIOJTZ,O,X,O,O,X,O,X,O
LSIOJZT,O,O,O,O,X,O,X,O
LSIOZTJ,O,O,O,X,X,X,X,X
LSIOZJT,O,O,O,O,X,X,X,X
LSJTIZO,O,O,O,O,X,O,X,X
LSJTIOZ,O,O,O,O,X,O,X,X
LSJTZIO,O,O,O,O,X,O,X,X
LSJTZOI,O,O,O,O,X,O,X,X
LSJTOIZ,O,X,O,O,X,O,X,X
LSJTOZI,O,O,X,O,X,O,X,X
LSJITZO,O,O,O,O,X,O,X,X
LSJITOZ,O,X,O,O,X,O,X,X
LSJIZTO,O,O,O,O,X,X,X,X
LSJIZOT,O,O,O,O,X,O,X,X
LSJIOTZ,O,X,O,O,X,O,X,O
LSJIOZT,O,O,O,O,X,O,X,O
LSJZTIO,O,O,O,O,X,O,X,X
LSJZTOI,O,O,O,O,X,O,X,X
LSJZITO,O,O,O,O,X,X,X,X
LSJZIOT,O,O,O,O,X,O,X,X
LSJZOTI,O,O,X,O,X,O,X,X
LSJZOIT,O,O,X,O,X,O,X,X
LSJOTIZ,O,X,X,O,X,O,X,X
LSJOTZI,O,X,X,O,X,O,X,X
LSJOITZ,O,X,X,O,X,O,X,O
LSJOIZT,O,X,X,O,X,O,X,O
LSJOZTI,O,O,X,O,X,O,X,X
LSJOZIT,O,O,X,O,X,O,X,X
LSZTIJO,O,O,O,X,X,O,X,X
LSZTIOJ,O,O,O,X,X,X,X,X
LSZTJIO,O,O,O,O,X,O,X,X
LSZTJOI,O,O,O,O,X,O,X,X
LSZTOIJ,O,O,O,X,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X,X
LSZITJO,O,O,O,X,X,O,X,X
LSZITOJ,O,O,O,X,X,X,X,X
LSZIJTO,O,O,O,O,X,X,X,X
LSZIJOT,O,O,O,O,X,O,X,X
LSZIOTJ,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,O,X,X,X,X
LSZJTIO,O,O,O,O,X,O,X,X
LSZJTOI,O,O,O,O,X,O,X,X
LSZJITO,O,O,O,O,X,X,X,X
LSZJIOT,O,O,O,O,X,O,X,X
LSZJOTI,O,O,X,X,X,O,X,X
LSZJOIT,O,O,X,O,X,O,X,X
LSZOTIJ,O,O,O,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,O,X,O
LSOTIZJ,O,O,O,X,X,X,X,X
LSOTJIZ,O,X,O,O,X,O,X,X
LSOTJZI,O,O,O,O,X,O,X,X
LSOTZIJ,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X,X
LSOITJZ,O,X,O,O,X,O,X,O
LSOITZJ,O,X,O,X,X,X,X,X
LSOIJTZ,O,X,O,O,X,O,X,O
LSOIJZT,O,O,O,O,X,O,X,O
LSOIZTJ,O,O,O,X,X,X,X,X
LSOIZJT,O,O,O,O,X,X,X,X
LSOJTIZ,O,X,O,O,X,O,X,X
LSOJTZI,O,X,O,O,X,O,X,X
LSOJITZ,O,X,O,O,X,O,X,O
LSOJIZT,O,X,O,O,X,O,X,O
LSOJZTI,O,O,O,O,X,O,X,X
LSOJZIT,O,O,O,O,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,X,X
LSOZTJI,O,O,O,O,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X
LZTIJSO,O,O,X,X,X,X,O,X
LZTIJOS,O,O,X,X,X,X,O,O
LZTISJO,O,O,X,X,X,O,O,X
LZTISOJ,O,O,X,X,X,X,O,X
LZTIOJS,O,O,X,X,X,X,O,O
LZTIOSJ,O,O,X,X,X,X,O,X
LZTJISO,O,O,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X
LZTJOIS,O,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X
LZTSIJO,O,O,X,X,X,O,X,X
LZTSIOJ,O,O,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,O,X,X
LZTSJOI,O,O,X,X,X,O,X,X
LZTSOIJ,O,O,X,X,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,O,O
LZTOISJ,O,O,X,X,X,X,O,X
LZTOJIS,O,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,O,X
LZITJOS,O,O,X,X,X,X,O,O
LZITSJO,O,O,X,X,X,O,O,X
LZITSOJ,O,O,X,X,X,X,O,X
LZITOJS,O,O,X,X,X,X,O,O
LZITOSJ,X,O,X,X,X,X,O,X
LZIJTSO,O,O,X,X,O,X,X,X
LZIJTOS,O,O,X,X,O,X,X,X
LZIJSTO,O,O,X,O,O,X,X,X
LZIJSOT,O,O,X,O,O,X,X,X
LZIJOTS,O,O,X,X,O,X,O,O
LZIJOST,O,O,X,X,O,X,X,O
LZISTJO,O,O,X,X,X,O,X,X
LZISTOJ,O,O,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,O,X,X
LZISOTJ,X,O,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X
LZIOTJS,O,O,X,X,O,X,O,O
LZIOTSJ,X,O,X,X,O,X,O,X
LZIOJTS,O,O,X,X,O,X,O,O
LZIOJST,O,O,X,X,O,X,X,O
LZIOSTJ,X,O,X,X,O,X,X,X
LZIOSJT,O,O,X,X,O,X,X,X
LZJTISO,O,O,X,X,O,X,X,X
LZJTIOS,O,O,X,X,O,X,X,X
LZJTSIO,X,O,X,X,X,X,X,X
LZJTSOI,X,O,X,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X
LZJITSO,O,O,X,X,O,X,X,X
LZJITOS,O,O,X,X,O,X,X,X
LZJISTO,O,O,X,O,O,X,X,X
LZJISOT,O,O,X,O,O,X,X,X
LZJIOTS,O,O,X,X,O,X,X,O
LZJIOST,O,O,X,X,O,X,X,O
LZJSTIO,X,O,X,O,X,X,X,X
LZJSTOI,X,O,X,X,X,X,X,X
LZJSITO,O,O,X,O,O,X,X,X
LZJSIOT,O,O,X,O,O,X,X,X
LZJSOTI,X,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,X,X,X
LZJOTIS,O,O,X,X,O,X,X,X
LZJOTSI,X,O,X,X,X,X,X,X
LZJOITS,O,O,X,X,O,X,X,O
LZJOIST,O,O,X,X,O,X,X,O
LZJOSTI,X,O,X,O,X,X,X,X
LZJOSIT,O,O,X,O,O,X,X,X
LZSTIJO,O,O,O,X,X,O,X,X
LZSTIOJ,O,O,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,O,X,X
LZSTJOI,O,O,O,X,X,O,X,X
LZSTOIJ,O,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,O,X,X
LZSITOJ,O,O,O,X,X,X,X,X
LZSIJTO,O,O,O,X,X,X,X,X
LZSIJOT,O,O,O,X,X,O,X,X
LZSIOTJ,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,O,X,X,O,X,X
LZSJTOI,O,O,O,X,X,O,X,X
LZSJITO,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,X,X,O,X,X
LZSJOTI,O,O,X,X,X,O,X,X
LZSJOIT,O,O,X,X,X,O,X,X
LZSOTIJ,O,O,O,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X
LZOTIJS,O,O,X,X,O,X,O,O
LZOTISJ,O,O,X,X,O,X,O,X
LZOTJIS,O,O,X,X,O,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,X,X,X
LZOITJS,O,O,X,X,O,X,O,O
LZOITSJ,O,O,X,X,O,X,O,X
LZOIJTS,O,O,X,X,O,X,O,O
LZOIJST,O,O,X,X,O,X,X,O
LZOISTJ,O,O,X,X,O,X,X,X
LZOISJT,O,O,X,X,O,X,X,X
LZOJTIS,O,O,X,X,O,X,X,X
LZOJTSI,X,O,X,X,X,X,X,X
LZOJITS,O,O,X,X,O,X,X,O
LZOJIST,O,O,X,X,O,X,X,O
LZOJSTI,X,O,X,O,X,X,X,X
LZOJSIT,O,O,X,O,O,X,X,X
LZOSTIJ,O,O,O,X,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X,X
LZOSITJ,O,O,O,X,O,X,X,X
LZOSIJT,O,O,O,X,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X,X
LOTIJSZ,O,X,X,X,O,X,X,O
LOTIJZS,O,O,X,X,O,X,X,O
LOTISJZ,O,X,X,X,O,O,X,O
LOTISZJ,O,X,X,X,O,X,X,X
LOTIZJS,O,O,X,X,O,X,X,O
LOTIZSJ,O,O,X,X,O,X,X,X
LOTJISZ,O,X,X,X,O,X,X,O
LOTJIZS,O,X,X,X,O,X,X,O
LOTJSIZ,O,X,O,O,O,X,X,X
LOTJSZI,O,X,O,O,O,X,X,X
LOTJZIS,O,X,X,X,O,X,X,X
LOTJZSI,O,X,X,O,O,X,X,X
LOTSIJZ,O,O,O,O,O,O,X,O
LOTSIZJ,O,O,O,X,O,X,X,X
LOTSJIZ,O,X,O,O,O,O,X,X
LOTSJZI,O,O,O,O,O,O,X,X
LOTSZIJ,O,O,O,X,O,X,X,X
LOTSZJI,O,O,O,O,O,X,X,X
LOTZIJS,O,O,X,X,O,X,O,O
LOTZISJ,O,O,X,X,O,X,O,X
LOTZJIS,O,O,X,X,O,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,X
LOTZSJI,O,O,O,X,O,X,X,X
LOITJSZ,O,X,X,X,O,X,X,O
LOITJZS,O,O,X,X,O,X,X,O
LOITSJZ,O,X,X,X,O,O,X,O
LOITSZJ,O,X,X,X,O,X,X,X
LOITZJS,O,O,X,X,O,X,X,O
LOITZSJ,O,O,X,X,O,X,X,X
LOIJTSZ,O,X,X,X,O,X,X,O
LOIJTZS,O,X,X,X,O,X,X,O
LOIJSTZ,O,X,X,X,X,X,X,O
LOIJSZT,O,X,X,X,X,X,X,O
LOIJZTS,O,O,X,X,O,X,X,O
LOIJZST,O,O,X,X,O,X,X,O
LOISTJZ,O,X,X,X,X,O,X,O
LOISTZJ,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,X,X,O,X,O
LOISJZT,O,O,X,X,X,O,X,O
LOISZTJ,O,O,X,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,X,X
LOIZTJS,O,O,X,X,O,X,O,O
LOIZTSJ,O,O,X,X,O,X,O,X
LOIZJTS,O,O,X,X,O,X,O,O
LOIZJST,O,O,X,X,O,X,X,O
LOIZSTJ,O,O,X,X,O,X,X,X
LOIZSJT,O,O,X,X,O,X,X,X
LOJTISZ,O,X,X,X,O,X,X,O
LOJTIZS,O,X,X,X,O,X,X,O
LOJTSIZ,O,X,X,O,O,X,X,X
LOJTSZI,O,X,X,O,O,X,X,X
LOJTZIS,O,X,X,X,O,X,X,X
LOJTZSI,O,X,X,O,O,X,X,X
LOJITSZ,O,X,X,X,O,X,X,O
LOJITZS,O,X,X,X,O,X,X,O
LOJISTZ,O,X,X,X,X,X,X,O
LOJISZT,O,X,X,X,X,X,X,O
LOJIZTS,O,X,X,X,O,X,X,O
LOJIZST,O,X,X,X,O,X,X,O
LOJSTIZ,O,X,X,O,O,X,X,X
LOJSTZI,O,X,X,O,O,X,X,X
LOJSITZ,O,X,X,O,X,X,X,O
LOJSIZT,O,X,X,O,X,X,X,O
LOJSZTI,O,X,X,O,X,X,X,X
LOJSZIT,O,X,X,O,O,X,X,X
LOJZTIS,O,X,X,X,O,X,X,X
LOJZTSI,X,X,X,X,O,X,X,X
LOJZITS,O,X,X,X,O,X,X,O
LOJZIST,O,X,X,X,O,X,X,O
LOJZSTI,X,X,X,O,X,X,X,X
LOJZSIT,O,X,X,O,O,X,X,X
LOSTIJZ,O,O,O,O,O,O,X,O
LOSTIZJ,O,O,O,X,O,X,X,X
LOSTJIZ,O,X,O,O,O,O,X,X
LOSTJZI,O,O,O,O,O,O,X,X
LOSTZIJ,O,O,O,X,O,X,X,X
LOSTZJI,O,O,O,O,O,X,X,X
LOSITJZ,O,X,O,O,X,O,X,O
LOSITZJ,O,X,O,X,X,X,X,X
LOSIJTZ,O,X,O,O,X,O,X,O
LOSIJZT,O,O,O,O,X,O,X,O
LOSIZTJ,O,O,O,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X
LOSJTIZ,O,X,O,O,O,O,X,X
LOSJTZI,O,X,O,O,O,O,X,X
LOSJITZ,O,X,O,O,X,O,X,O
LOSJIZT,O,X,O,O,X,O,X,O
LOSJZTI,O,O,O,O,X,O,X,X
LOSJZIT,O,O,O,O,O,O,X,X
LOSZTIJ,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X
LOSZITJ,O,O,O,X,O,X,X,X
LOSZIJT,O,O,O,O,O,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X
LOSZJIT,O,O,O,O,O,X,X,X
LOZTIJS,O,O,X,X,O,X,O,O
LOZTISJ,O,O,X,X,O,X,O,X
LOZTJIS,O,O,X,X,O,X,X,X
LOZTJSI,O,O,X,X,O,X,X,X
LOZTSIJ,O,O,X,X,O,X,X,X
LOZTSJI,O,O,X,X,O,X,X,X
LOZITJS,O,O,X,X,O,X,O,O
LOZITSJ,O,O,X,X,O,X,O,X
LOZIJTS,O,O,X,X,O,X,O,O
LOZIJST,O,O,X,X,O,X,X,O
LOZISTJ,O,O,X,X,O,X,X,X
LOZISJT,O,O,X,X,O,X,X,X
LOZJTIS,O,O,X,X,O,X,X,X
LOZJTSI,X,O,X,X,O,X,X,X
LOZJITS,O,O,X,X,O,X,X,O
LOZJIST,O,O,X,X,O,X,X,O
LOZJSTI,X,O,X,O,X,X,X,X
LOZJSIT,O,O,X,O,O,X,X,X
