sequence,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBOnBXjBStB0rBFrB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB6oBmnBxrBcrBXsB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB3hBGjBUoBxrBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBVnBUmBXoBGoBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgBRiB+oB3nB0rBirB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBUmBFnBXoBGoBywB
JZISLOT,O,X,O,X,O,X
JZISOTL,X,X,O,O,O,O
JZISOLT,O,X,O,X,O,X
JZIOTLS,O,O,O,X,X,X
JZIOTSL,X,X,O,O,O,O
JZIOLTS,O,O,O,X,X,X
JZIOLST,O,O,O,X,X,X
JZIOSTL,X,X,O,O,O,O
JZIOSLT,O,X,O,X,O,X
JZLTISO,O,O,O,O,X,X
JZLTIOS,O,O,O,O,X,X
JZLTSIO,O,X,X,O,O,X
JZLTSOI,O,X,X,O,O,X
JZLTOIS,O,O,O,O,X,X
JZLTOSI,O,X,X,O,O,X
JZLITSO,O,O,O,O,X,X
JZLITOS,O,O,O,O,X,X
JZLISTO,O,O,O,X,X,X
JZLISOT,O,O,O,X,X,X
JZLIOTS,O,O,O,O,X,X
JZLIOST,O,O,O,X,X,X
JZLSTIO,O,X,X,O,O,X
JZLSTOI,O,X,X,O,O,X
JZLSITO,O,X,X,X,O,X
JZLSIOT,O,X,X,X,O,X
JZLSOTI,O,X,X,O,O,X
JZLSOIT,O,X,X,X,O,X
JZLOTIS,O,O,O,O,X,X
JZLOTSI,O,X,X,O,O,X
JZLOITS,O,O,O,O,X,X
JZLOIST,O,O,O,X,X,X
JZLOSTI,O,X,X,O,O,X
JZLOSIT,O,X,X,X,O,X
JZSTILO,X,X,O,X,O,X
JZSTIOL,X,X,O,O,O,O
JZSTLIO,X,X,X,X,O,X
JZSTLOI,X,X,X,X,O,X
JZSTOIL,X,X,O,O,O,O
JZSTOLI,X,X,X,O,O,O
JZSITLO,X,X,O,X,O,X
JZSITOL,X,X,O,O,O,O
JZSILTO,O,X,O,X,O,X
JZSILOT,O,X,O,X,O,X
JZSIOTL,X,X,O,O,O,O
JZSIOLT,O,X,O,X,O,X
JZSLTIO,O,X,X,O,O,X
JZSLTOI,O,X,X,O,O,X
JZSLITO,O,X,X,X,O,X
JZSLIOT,O,X,X,X,O,X
JZSLOTI,O,X,X,O,O,X
JZSLOIT,O,X,X,X,O,X
JZSOTIL,X,X,O,O,O,O
JZSOTLI,X,X,X,O,O,O
JZSOITL,X,X,O,O,O,O
JZSOILT,O,X,O,X,O,X
JZSOLTI,O,X,X,O,O,X
JZSOLIT,O,X,X,X,O,X
JZOTILS,O,O,O,X,X,X
JZOTISL,X,X,O,O,O,O
JZOTLIS,O,O,O,X,X,X
JZOTLSI,O,X,X,X,O,X
JZOTSIL,X,X,O,O,O,O
JZOTSLI,X,X,X,O,O,O
JZOITLS,O,O,O,X,X,X
JZOITSL,X,X,O,O,O,O
JZOILTS,O,O,O,X,X,X
JZOILST,O,O,O,X,X,X
JZOISTL,X,X,O,O,O,O
JZOISLT,O,X,O,X,O,X
JZOLTIS,O,O,O,O,X,X
JZOLTSI,O,X,X,O,O,X
JZOLITS,O,O,O,O,X,X
JZOLIST,O,O,O,X,X,X
JZOLSTI,O,X,X,O,O,X
JZOLSIT,O,X,X,X,O,X
JZOSTIL,X,X,O,O,O,O
JZOSTLI,X,X,X,O,O,O
JZOSITL,X,X,O,O,O,O
JZOSILT,O,X,O,X,O,X
JZOSLTI,O,X,X,O,O,X
JZOSLIT,O,X,X,X,O,X
JOTILSZ,X,O,X,X,X,X
JOTILZS,X,O,X,X,X,X
JOTISLZ,X,O,X,X,O,X
JOTISZL,X,X,O,X,O,X
JOTIZLS,X,O,O,X,X,X
JOTIZSL,X,X,O,X,O,X
JOTLISZ,X,O,X,X,X,X
JOTLIZS,X,O,X,X,X,X
JOTLSIZ,X,O,X,X,O,X
JOTLSZI,X,X,X,X,O,X
JOTLZIS,X,O,X,X,X,X
JOTLZSI,X,X,X,X,O,X
JOTSILZ,X,O,X,X,O,X
JOTSIZL,X,X,X,X,O,X
JOTSLIZ,X,O,X,X,O,X
JOTSLZI,X,X,X,X,O,X
JOTSZIL,X,X,X,X,O,X
JOTSZLI,X,X,X,X,O,X
JOTZILS,X,O,O,X,X,X
JOTZISL,X,X,O,X,O,X
JOTZLIS,X,O,O,X,X,X
JOTZLSI,X,X,X,X,O,X
JOTZSIL,X,X,O,X,O,X
JOTZSLI,X,X,X,X,O,X
JOITLSZ,X,O,X,X,X,X
JOITLZS,X,O,X,X,X,X
JOITSLZ,X,O,X,X,O,X
JOITSZL,X,X,O,X,O,X
JOITZLS,X,O,O,X,X,X
JOITZSL,X,X,O,X,O,X
JOILTSZ,X,O,X,X,X,X
JOILTZS,X,O,X,X,X,X
JOILSTZ,O,O,X,X,X,X
JOILSZT,O,O,X,X,X,X
JOILZTS,O,O,X,X,X,X
JOILZST,O,O,X,X,X,X
JOISTLZ,X,O,X,X,O,X
JOISTZL,X,X,O,X,O,X
JOISLTZ,X,O,X,X,O,X
JOISLZT,X,O,X,X,O,X
JOISZTL,X,X,O,O,O,O
JOISZLT,X,X,O,X,O,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,X,X,O,O,O,O
JOIZLTS,O,O,O,X,X,X
JOIZLST,O,O,O,X,X,X
JOIZSTL,X,X,O,O,O,O
JOIZSLT,O,X,O,X,O,X
JOLTISZ,X,O,X,X,X,X
JOLTIZS,X,O,X,X,X,X
JOLTSIZ,X,O,X,X,O,X
JOLTSZI,X,X,X,O,O,X
JOLTZIS,X,O,X,O,X,X
JOLTZSI,X,X,X,O,O,X
JOLITSZ,X,O,X,X,X,X
JOLITZS,X,O,X,X,X,X
JOLISTZ,O,O,X,X,X,X
JOLISZT,O,O,X,X,X,X
JOLIZTS,O,O,X,X,X,X
JOLIZST,O,O,X,X,X,X
JOLSTIZ,O,O,X,X,O,X
JOLSTZI,O,X,X,O,O,X
JOLSITZ,O,O,X,X,O,X
JOLSIZT,O,O,X,X,O,X
JOLSZTI,O,X,X,O,O,X
JOLSZIT,O,X,X,X,O,X
JOLZTIS,O,O,X,O,X,X
JOLZTSI,O,X,X,O,O,X
JOLZITS,O,O,X,O,X,X
JOLZIST,O,O,X,X,X,X
JOLZSTI,O,X,X,O,O,X
JOLZSIT,O,X,X,X,O,X
JOSTILZ,X,O,X,X,O,X
JOSTIZL,X,X,X,X,O,X
JOSTLIZ,X,O,X,X,O,X
JOSTLZI,X,X,X,O,O,X
JOSTZIL,X,X,X,O,O,O
JOSTZLI,X,X,X,O,O,O
JOSITLZ,X,O,X,X,O,X
JOSITZL,X,X,X,X,O,X
JOSILTZ,X,O,X,X,O,X
JOSILZT,X,O,X,X,O,X
JOSIZTL,X,X,X,O,O,O
JOSIZLT,X,X,X,X,O,X
JOSLTIZ,X,O,X,X,O,X
JOSLTZI,X,X,X,O,O,X
JOSLITZ,X,O,X,X,O,X
JOSLIZT,X,O,X,X,O,X
JOSLZTI,X,X,X,O,O,X
JOSLZIT,X,X,X,X,O,X
JOSZTIL,X,X,X,O,O,O
JOSZTLI,X,X,X,O,O,O
JOSZITL,X,X,X,O,O,O
JOSZILT,X,X,X,X,O,X
JOSZLTI,X,X,X,O,O,X
JOSZLIT,X,X,X,X,O,X
JOZTILS,O,O,O,X,X,X
JOZTISL,X,X,O,O,O,O
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,X,X,X,O,X
JOZTSIL,X,X,O,O,O,O
JOZTSLI,X,X,X,O,O,O
JOZITLS,O,O,O,X,X,X
JOZITSL,X,X,O,O,O,O
JOZILTS,O,O,O,X,X,X
JOZILST,O,O,O,X,X,X
JOZISTL,X,X,O,O,O,O
JOZISLT,O,X,O,X,O,X
JOZLTIS,O,O,O,O,X,X
JOZLTSI,O,X,X,O,O,X
JOZLITS,O,O,O,O,X,X
JOZLIST,O,O,O,X,X,X
JOZLSTI,O,X,X,O,O,X
JOZLSIT,O,X,X,X,O,X
JOZSTIL,X,X,O,O,O,O
JOZSTLI,X,X,X,O,O,O
JOZSITL,X,X,O,O,O,O
JOZSILT,O,X,O,X,O,X
JOZSLTI,O,X,X,O,O,X
JOZSLIT,O,X,X,X,O,X
STILJZO,X,O,X,X,X,X
STILJOZ,X,O,X,X,X,X
STILZJO,X,X,O,O,X,X
STILZOJ,X,X,O,O,X,X
STILOJZ,X,O,X,X,X,X
STILOZJ,X,X,O,O,X,X
STIJLZO,X,O,X,X,X,X
STIJLOZ,X,O,X,X,X,X
STIJZLO,X,X,O,X,X,X
STIJZOL,X,X,O,X,X,X
STIJOLZ,X,O,X,X,X,X
STIJOZL,X,X,O,X,X,X
STIZLJO,X,X,O,X,X,X
STIZLOJ,X,X,O,O,X,O
STIZJLO,X,X,O,X,X,X
STIZJOL,X,X,O,O,X,O
STIZOLJ,X,X,O,O,X,O
STIZOJL,X,X,O,O,X,O
STIOLJZ,X,O,X,X,X,X
STIOLZJ,X,X,O,O,X,X
STIOJLZ,X,O,X,X,X,X
STIOJZL,X,X,O,X,X,X
STIOZLJ,X,X,O,O,X,O
STIOZJL,X,X,O,O,X,O
STLIJZO,X,O,X,X,X,X
STLIJOZ,X,O,X,X,X,X
STLIZJO,X,X,X,O,X,X
STLIZOJ,X,X,X,O,X,X
STLIOJZ,X,O,X,X,X,X
STLIOZJ,X,X,X,O,X,X
STLJIZO,X,O,X,X,X,X
STLJIOZ,X,O,X,X,X,X
STLJZIO,X,X,X,O,X,X
STLJZOI,X,X,X,O,X,X
STLJOIZ,X,O,X,X,X,X
STLJOZI,X,X,X,O,X,X
STLZIJO,X,X,X,O,X,X
STLZIOJ,X,X,X,O,X,O
STLZJIO,X,X,X,O,X,X
STLZJOI,X,X,X,O,X,X
STLZOIJ,X,X,X,O,X,O
STLZOJI,X,X,X,O,X,O
STLOIJZ,X,O,X,X,X,X
STLOIZJ,X,X,X,O,X,X
STLOJIZ,X,O,X,X,X,X
STLOJZI,X,X,X,O,X,X
STLOZIJ,X,X,X,O,X,O
STLOZJI,X,X,X,O,X,O
STJILZO,X,O,X,X,X,X
STJILOZ,X,O,X,X,O,X
STJIZLO,X,X,X,X,O,X
STJIZOL,X,X,X,X,O,X
STJIOLZ,X,O,X,X,O,X
STJIOZL,X,X,X,X,O,X
STJLIZO,X,O,X,X,X,X
STJLIOZ,X,O,X,X,O,X
STJLZIO,X,X,X,O,O,X
STJLZOI,X,X,X,O,O,X
STJLOIZ,X,O,X,X,O,X
STJLOZI,X,X,X,O,O,X
STJZILO,X,X,X,X,O,X
STJZIOL,X,X,X,O,O,O
STJZLIO,X,X,X,X,O,X
STJZLOI,X,X,X,X,O,X
STJZOIL,X,X,X,O,O,O
STJZOLI,X,X,X,O,O,O
STJOILZ,X,O,X,X,O,X
STJOIZL,X,X,X,X,O,X
STJOLIZ,X,O,X,X,O,X
STJOLZI,X,X,X,O,O,X
STJOZIL,X,X,X,O,O,O
STJOZLI,X,X,X,O,O,O
STZILJO,X,X,O,X,X,X
STZILOJ,X,X,O,O,X,O
STZIJLO,X,X,O,X,X,X
STZIJOL,X,X,O,O,X,O
STZIOLJ,X,X,O,O,X,O
STZIOJL,X,X,O,O,X,O
STZLIJO,X,X,X,O,X,X
STZLIOJ,X,X,X,O,X,O
STZLJIO,X,X,X,O,X,X
STZLJOI,X,X,X,O,X,X
STZLOIJ,X,X,X,O,X,O
STZLOJI,X,X,X,O,X,O
STZJILO,X,X,O,X,O,X
STZJIOL,X,X,O,O,O,O
STZJLIO,X,X,X,X,O,X
STZJLOI,X,X,X,X,O,X
STZJOIL,X,X,O,O,O,O
STZJOLI,X,X,X,O,O,O
STZOILJ,X,X,O,O,X,O
STZOIJL,X,X,O,O,X,O
STZOLIJ,X,X,X,O,X,O
STZOLJI,X,X,X,O,X,O
STZOJIL,X,X,O,O,O,O
STZOJLI,X,X,X,O,O,O
STOILJZ,X,O,X,X,X,X
STOILZJ,X,X,O,O,X,X
STOIJLZ,X,O,X,X,X,X
STOIJZL,X,X,O,X,X,X
STOIZLJ,X,X,O,O,X,O
STOIZJL,X,X,O,O,X,O
STOLIJZ,X,O,X,X,X,X
STOLIZJ,X,X,X,O,X,X
STOLJIZ,X,O,X,X,X,X
STOLJZI,X,X,X,O,X,X
STOLZIJ,X,X,X,O,X,O
STOLZJI,X,X,X,O,X,O
STOJILZ,X,O,X,X,O,X
STOJIZL,X,X,X,X,O,X
STOJLIZ,X,O,X,X,O,X
STOJLZI,X,X,X,O,O,X
STOJZIL,X,X,X,O,O,O
STOJZLI,X,X,X,O,O,O
STOZILJ,X,X,O,O,X,O
STOZIJL,X,X,O,O,X,O
STOZLIJ,X,X,X,O,X,O
STOZLJI,X,X,X,O,X,O
STOZJIL,X,X,O,O,O,O
STOZJLI,X,X,X,O,O,O
SITLJZO,X,O,X,X,X,X
SITLJOZ,X,O,X,X,X,X
SITLZJO,X,X,O,O,X,X
SITLZOJ,X,X,O,O,X,X
SITLOJZ,X,O,X,X,X,X
SITLOZJ,X,X,O,O,X,X
SITJLZO,X,O,X,X,X,X
SITJLOZ,X,O,X,X,X,X
SITJZLO,X,X,O,X,X,X
SITJZOL,X,X,O,X,X,X
SITJOLZ,X,O,X,X,X,X
SITJOZL,X,X,O,X,X,X
SITZLJO,X,X,O,X,X,X
SITZLOJ,X,X,O,O,X,O
SITZJLO,X,X,O,X,X,X
SITZJOL,X,X,O,O,X,O
SITZOLJ,X,X,O,O,X,O
SITZOJL,X,X,O,O,X,O
SITOLJZ,X,O,X,X,X,X
SITOLZJ,X,X,O,O,X,X
SITOJLZ,X,O,X,X,X,X
SITOJZL,X,X,O,X,X,X
SITOZLJ,X,X,O,O,X,O
SITOZJL,X,X,O,O,X,O
SILTJZO,X,O,X,X,X,X
SILTJOZ,O,O,X,X,X,X
SILTZJO,X,X,O,O,X,X
SILTZOJ,X,X,O,O,X,X
SILTOJZ,O,O,X,X,X,X
SILTOZJ,X,X,O,O,X,X
SILJTZO,X,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X
SILJZTO,X,O,X,X,X,X
SILJZOT,O,O,X,X,X,X
SILJOTZ,O,O,X,X,X,X
SILJOZT,O,O,X,X,X,X
SILZTJO,O,X,O,O,X,X
SILZTOJ,O,X,O,O,X,O
SILZJTO,O,X,O,X,X,X
SILZJOT,O,X,O,X,X,X
SILZOTJ,O,X,O,O,X,O
SILZOJT,O,X,O,X,X,X
SILOTJZ,O,O,X,X,X,X
SILOTZJ,X,X,O,O,X,X
SILOJTZ,O,O,X,X,X,X
SILOJZT,O,O,X,X,X,X
SILOZTJ,O,X,O,O,X,O
SILOZJT,O,X,O,X,X,X
SIJTLZO,X,O,X,X,X,X
SIJTLOZ,X,O,X,X,X,X
SIJTZLO,X,X,O,X,X,X
SIJTZOL,X,X,O,X,X,X
SIJTOLZ,X,O,X,X,X,X
SIJTOZL,X,X,O,X,X,X
SIJLTZO,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X
SIJLZTO,X,O,X,X,X,X
SIJLZOT,X,O,X,X,X,X
SIJLOTZ,X,O,X,X,X,X
SIJLOZT,X,O,X,X,X,X
SIJZTLO,X,X,O,X,X,X
SIJZTOL,X,X,O,O,X,O
SIJZLTO,X,X,O,X,X,X
SIJZLOT,X,X,O,X,X,X
SIJZOTL,X,X,O,O,X,O
SIJZOLT,X,X,O,X,X,X
SIJOTLZ,X,O,X,X,X,X
SIJOTZL,X,X,O,X,X,X
SIJOLTZ,X,O,X,X,X,X
SIJOLZT,X,O,X,X,X,X
SIJOZTL,X,X,O,O,X,O
SIJOZLT,X,X,O,X,X,X
SIZTLJO,X,X,O,X,X,X
SIZTLOJ,X,X,O,O,X,O
SIZTJLO,X,X,O,X,X,X
SIZTJOL,X,X,O,O,X,O
SIZTOLJ,X,X,O,O,X,O
SIZTOJL,X,X,O,O,X,O
SIZLTJO,O,X,O,O,X,X
SIZLTOJ,O,X,O,O,X,O
SIZLJTO,O,X,O,X,X,X
SIZLJOT,O,X,O,X,X,X
SIZLOTJ,O,X,O,O,X,O
SIZLOJT,O,X,O,X,X,X
SIZJTLO,X,X,O,X,X,X
SIZJTOL,X,X,O,O,X,O
SIZJLTO,O,X,O,X,X,X
SIZJLOT,O,X,O,X,X,X
SIZJOTL,X,X,O,O,X,O
SIZJOLT,O,X,O,X,X,X
SIZOTLJ,X,X,O,O,X,O
SIZOTJL,X,X,O,O,X,O
SIZOLTJ,O,X,O,O,X,O
SIZOLJT,O,X,O,X,X,X
SIZOJTL,X,X,O,O,X,O
SIZOJLT,O,X,O,X,X,X
SIOTLJZ,X,O,X,X,X,X
SIOTLZJ,X,X,O,O,X,X
SIOTJLZ,X,O,X,X,X,X
SIOTJZL,X,X,O,X,X,X
SIOTZLJ,X,X,O,O,X,O
SIOTZJL,X,X,O,O,X,O
SIOLTJZ,O,O,X,X,X,X
SIOLTZJ,X,X,O,O,X,X
SIOLJTZ,O,O,X,X,X,X
SIOLJZT,O,O,X,X,X,X
SIOLZTJ,O,X,O,O,X,O
SIOLZJT,O,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X
SIOJTZL,X,X,O,X,X,X
SIOJLTZ,X,O,X,X,X,X
SIOJLZT,X,O,X,X,X,X
SIOJZTL,X,X,O,O,X,O
SIOJZLT,X,X,O,X,X,X
SIOZTLJ,X,X,O,O,X,O
SIOZTJL,X,X,O,O,X,O
SIOZLTJ,O,X,O,O,X,O
SIOZLJT,O,X,O,X,X,X
SIOZJTL,X,X,O,O,X,O
SIOZJLT,O,X,O,X,X,X
SLTIJZO,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,X,X
SLTIZJO,X,X,X,O,X,X
SLTIZOJ,X,X,X,O,X,X
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,X,X,X,O,X,X
SLTJIZO,X,O,X,X,X,X
SLTJIOZ,O,O,X,X,X,X
SLTJZIO,O,X,X,O,X,X
SLTJZOI,O,X,X,O,X,X
SLTJOIZ,O,O,X,X,X,X
SLTJOZI,O,X,X,O,X,X
SLTZIJO,O,X,X,O,X,X
SLTZIOJ,O,X,X,O,X,O
SLTZJIO,O,X,X,O,X,X
SLTZJOI,O,X,X,O,X,X
SLTZOIJ,O,X,X,O,X,O
SLTZOJI,O,X,X,O,X,O
SLTOIJZ,O,O,X,X,X,X
SLTOIZJ,X,X,X,O,X,X
SLTOJIZ,O,O,X,X,X,X
SLTOJZI,O,X,X,O,X,X
SLTOZIJ,O,X,X,O,X,O
SLTOZJI,O,X,X,O,X,O
SLITJZO,X,O,X,X,X,X
SLITJOZ,O,O,X,X,X,X
SLITZJO,X,X,X,O,X,X
SLITZOJ,X,X,X,O,X,X
SLITOJZ,O,O,X,X,X,X
SLITOZJ,X,X,X,O,X,X
SLIJTZO,X,O,X,X,X,X
SLIJTOZ,O,O,X,X,X,X
SLIJZTO,O,O,X,X,X,X
SLIJZOT,O,O,X,X,X,X
SLIJOTZ,O,O,X,X,X,X
SLIJOZT,O,O,X,X,X,X
SLIZTJO,O,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,O
SLIZJTO,O,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,O
SLIZOJT,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X
SLIOTZJ,X,X,X,O,X,X
SLIOJTZ,O,O,X,X,X,X
SLIOJZT,O,O,X,X,X,X
SLIOZTJ,O,X,X,O,X,O
SLIOZJT,O,X,X,X,X,X
SLJTIZO,X,O,X,X,X,X
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,O,X,X,O,X,X
SLJTZOI,O,X,X,O,X,X
SLJTOIZ,O,O,X,X,X,X
SLJTOZI,O,X,X,O,X,X
SLJITZO,X,O,X,X,X,X
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,O,X,X,X,X
SLJIZOT,O,O,X,X,X,X
SLJIOTZ,O,O,X,X,X,X
SLJIOZT,O,O,X,X,X,X
SLJZTIO,O,X,X,O,X,X
SLJZTOI,O,X,X,O,X,X
SLJZITO,O,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X
SLJZOIT,O,X,X,X,X,X
SLJOTIZ,O,O,X,X,X,X
SLJOTZI,O,X,X,O,X,X
SLJOITZ,O,O,X,X,X,X
SLJOIZT,O,O,X,X,X,X
SLJOZTI,O,X,X,O,X,X
SLJOZIT,O,X,X,X,X,X
SLZTIJO,O,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,O
SLZTJIO,O,X,X,O,X,X
SLZTJOI,O,X,X,O,X,X
SLZTOIJ,O,X,X,O,X,O
SLZTOJI,O,X,X,O,X,O
SLZITJO,O,X,X,O,X,X
SLZITOJ,O,X,X,O,X,O
SLZIJTO,O,X,X,X,X,X
SLZIJOT,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,O
SLZIOJT,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,X
SLZJTOI,O,X,X,O,X,X
SLZJITO,O,X,X,X,X,X
SLZJIOT,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,O
SLZOTJI,O,X,X,O,X,O
SLZOITJ,O,X,X,O,X,O
SLZOIJT,O,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X
SLZOJIT,O,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,X
SLOTIZJ,X,X,X,O,X,X
SLOTJIZ,O,O,X,X,X,X
SLOTJZI,O,X,X,O,X,X
SLOTZIJ,O,X,X,O,X,O
SLOTZJI,O,X,X,O,X,O
SLOITJZ,O,O,X,X,X,X
SLOITZJ,X,X,X,O,X,X
SLOIJTZ,O,O,X,X,X,X
SLOIJZT,O,O,X,X,X,X
SLOIZTJ,O,X,X,O,X,O
SLOIZJT,O,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X
SLOJTZI,O,X,X,O,X,X
SLOJITZ,O,O,X,X,X,X
SLOJIZT,O,O,X,X,X,X
SLOJZTI,O,X,X,O,X,X
SLOJZIT,O,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,O
SLOZTJI,O,X,X,O,X,O
SLOZITJ,O,X,X,O,X,O
SLOZIJT,O,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X
SLOZJIT,O,X,X,X,X,X
SJTILZO,X,O,X,X,X,X
SJTILOZ,X,O,X,X,O,X
SJTIZLO,X,X,X,X,O,X
SJTIZOL,X,X,X,X,O,X
SJTIOLZ,X,O,X,X,O,X
SJTIOZL,X,X,X,X,O,X
SJTLIZO,X,O,X,X,X,X
SJTLIOZ,X,O,X,X,O,X
SJTLZIO,X,X,X,O,O,X
SJTLZOI,X,X,X,O,O,X
SJTLOIZ,X,O,X,X,O,X
SJTLOZI,X,X,X,O,O,X
SJTZILO,X,X,X,X,O,X
SJTZIOL,X,X,X,O,O,O
SJTZLIO,X,X,X,X,O,X
SJTZLOI,X,X,X,X,O,X
SJTZOIL,X,X,X,O,O,O
SJTZOLI,X,X,X,O,O,O
SJTOILZ,X,O,X,X,O,X
SJTOIZL,X,X,X,X,O,X
SJTOLIZ,X,O,X,X,O,X
SJTOLZI,X,X,X,O,O,X
SJTOZIL,X,X,X,O,O,O
SJTOZLI,X,X,X,O,O,O
SJITLZO,X,O,X,X,X,X
SJITLOZ,X,O,X,X,O,X
SJITZLO,X,X,X,X,O,X
SJITZOL,X,X,X,X,O,X
SJITOLZ,X,O,X,X,O,X
SJITOZL,X,X,X,X,O,X
SJILTZO,X,O,X,X,X,X
SJILTOZ,X,O,X,X,O,X
SJILZTO,X,O,X,X,O,X
SJILZOT,X,O,X,X,O,X
SJILOTZ,X,O,X,X,O,X
SJILOZT,X,O,X,X,O,X
SJIZTLO,X,X,X,X,O,X
SJIZTOL,X,X,X,O,O,O
SJIZLTO,X,X,X,X,O,X
SJIZLOT,X,X,X,X,O,X
SJIZOTL,X,X,X,O,O,O
SJIZOLT,X,X,X,X,O,X
SJIOTLZ,X,O,X,X,O,X
SJIOTZL,X,X,X,X,O,X
SJIOLTZ,X,O,X,X,O,X
SJIOLZT,X,O,X,X,O,X
SJIOZTL,X,X,X,O,O,O
SJIOZLT,X,X,X,X,O,X
SJLTIZO,X,O,X,X,X,X
SJLTIOZ,X,O,X,X,O,X
SJLTZIO,X,X,X,O,O,X
SJLTZOI,X,X,X,O,O,X
SJLTOIZ,X,O,X,X,O,X
SJLTOZI,X,X,X,O,O,X
SJLITZO,X,O,X,X,X,X
SJLITOZ,X,O,X,X,O,X
SJLIZTO,X,O,X,X,O,X
SJLIZOT,X,O,X,X,O,X
SJLIOTZ,X,O,X,X,O,X
SJLIOZT,X,O,X,X,O,X
SJLZTIO,X,X,X,O,O,X
SJLZTOI,X,X,X,O,O,X
SJLZITO,X,X,X,X,O,X
SJLZIOT,X,X,X,X,O,X
SJLZOTI,X,X,X,O,O,X
SJLZOIT,X,X,X,X,O,X
SJLOTIZ,X,O,X,X,O,X
SJLOTZI,X,X,X,O,O,X
SJLOITZ,X,O,X,X,O,X
SJLOIZT,X,O,X,X,O,X
SJLOZTI,X,X,X,O,O,X
SJLOZIT,X,X,X,X,O,X
SJZTILO,X,X,X,X,O,X
SJZTIOL,X,X,X,O,O,O
SJZTLIO,X,X,X,X,O,X
SJZTLOI,X,X,X,X,O,X
SJZTOIL,X,X,X,O,O,O
SJZTOLI,X,X,X,O,O,O
SJZITLO,X,X,X,X,O,X
SJZITOL,X,X,X,O,O,O
SJZILTO,X,X,X,X,O,X
SJZILOT,X,X,X,X,O,X
SJZIOTL,X,X,X,O,O,O
SJZIOLT,X,X,X,X,O,X
SJZLTIO,X,X,X,O,O,X
SJZLTOI,X,X,X,O,O,X
SJZLITO,X,X,X,X,O,X
SJZLIOT,X,X,X,X,O,X
SJZLOTI,X,X,X,O,O,X
SJZLOIT,X,X,X,X,O,X
SJZOTIL,X,X,X,O,O,O
SJZOTLI,X,X,X,O,O,O
SJZOITL,X,X,X,O,O,O
SJZOILT,X,X,X,X,O,X
SJZOLTI,X,X,X,O,O,X
SJZOLIT,X,X,X,X,O,X
SJOTILZ,X,O,X,X,O,X
SJOTIZL,X,X,X,X,O,X
SJOTLIZ,X,O,X,X,O,X
SJOTLZI,X,X,X,O,O,X
SJOTZIL,X,X,X,O,O,O
SJOTZLI,X,X,X,O,O,O
SJOITLZ,X,O,X,X,O,X
SJOITZL,X,X,X,X,O,X
SJOILTZ,X,O,X,X,O,X
SJOILZT,X,O,X,X,O,X
SJOIZTL,X,X,X,O,O,O
SJOIZLT,X,X,X,X,O,X
SJOLTIZ,X,O,X,X,O,X
SJOLTZI,X,X,X,O,O,X
SJOLITZ,X,O,X,X,O,X
SJOLIZT,X,O,X,X,O,X
SJOLZTI,X,X,X,O,O,X
SJOLZIT,X,X,X,X,O,X
SJOZTIL,X,X,X,O,O,O
SJOZTLI,X,X,X,O,O,O
SJOZITL,X,X,X,O,O,O
SJOZILT,X,X,X,X,O,X
SJOZLTI,X,X,X,O,O,X
SJOZLIT,X,X,X,X,O,X
SZTILJO,X,X,O,X,X,X
SZTILOJ,X,X,O,O,X,O
SZTIJLO,X,X,O,X,X,X
SZTIJOL,X,X,O,O,X,O
SZTIOLJ,X,X,O,O,X,O
SZTIOJL,X,X,O,O,X,O
SZTLIJO,X,X,X,O,X,X
SZTLIOJ,X,X,X,O,X,O
SZTLJIO,X,X,X,O,X,X
SZTLJOI,X,X,X,O,X,X
SZTLOIJ,X,X,X,O,X,O
SZTLOJI,X,X,X,O,X,O
