sequence,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBFiB6oBTlB0m?B2wB,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBcmBOnB6oBTl?B1wB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhF2lBFiB6oBfsBRq?BUrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBmr?BTrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBOr?BzrB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhFxhB6oB0lBmmBXl?B1wB
SZIOLTJ,O,X,O,X,O,X
SZIOLJT,O,X,O,X,X,X
SZIOJTL,O,X,O,X,X,X
SZIOJLT,O,X,O,X,X,X
SZLTIJO,O,O,O,O,O,X
SZLTIOJ,O,O,O,O,O,X
SZLTJIO,O,O,X,O,O,O
SZLTJOI,O,O,X,O,O,O
SZLTOIJ,O,O,O,O,O,X
SZLTOJI,X,O,X,O,O,O
SZLITJO,O,X,O,O,O,X
SZLITOJ,O,X,O,O,O,X
SZLIJTO,O,X,O,O,X,X
SZLIJOT,O,X,O,X,X,X
SZLIOTJ,O,X,O,X,O,X
SZLIOJT,O,X,O,X,X,X
SZLJTIO,O,X,X,O,O,X
SZLJTOI,O,X,X,O,O,X
SZLJITO,O,X,X,O,X,X
SZLJIOT,O,X,X,X,X,X
SZLJOTI,O,O,X,O,X,X
SZLJOIT,O,X,X,X,X,X
SZLOTIJ,O,O,O,O,O,X
SZLOTJI,X,O,X,O,O,O
SZLOITJ,O,X,O,X,O,X
SZLOIJT,O,X,O,X,X,X
SZLOJTI,O,O,X,O,O,X
SZLOJIT,O,X,X,X,X,X
SZJTILO,O,X,X,O,O,X
SZJTIOL,O,X,X,O,X,X
SZJTLIO,O,X,X,O,O,X
SZJTLOI,O,X,X,O,O,X
SZJTOIL,O,X,X,O,X,X
SZJTOLI,O,X,X,O,X,X
SZJITLO,O,X,X,O,X,X
SZJITOL,O,X,X,O,X,X
SZJILTO,O,X,X,O,X,X
SZJILOT,O,X,X,X,X,X
SZJIOTL,O,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X
SZJLTIO,O,X,X,O,O,X
SZJLTOI,O,X,X,O,O,X
SZJLITO,O,X,X,O,X,X
SZJLIOT,O,X,X,X,X,X
SZJLOTI,O,O,X,O,X,X
SZJLOIT,O,X,X,X,X,X
SZJOTIL,O,O,X,O,X,X
SZJOTLI,O,O,X,O,X,X
SZJOITL,O,X,X,X,X,X
SZJOILT,O,X,X,X,X,X
SZJOLTI,O,O,X,O,X,X
SZJOLIT,O,X,X,X,X,X
SZOTILJ,O,O,O,O,O,X
SZOTIJL,X,O,O,X,O,X
SZOTLIJ,O,O,O,O,O,X
SZOTLJI,X,O,X,O,O,O
SZOTJIL,X,O,X,X,O,O
SZOTJLI,X,O,X,X,O,O
SZOITLJ,O,X,O,X,O,X
SZOITJL,X,X,O,X,O,X
SZOILTJ,O,X,O,X,O,X
SZOILJT,O,X,O,X,X,X
SZOIJTL,O,X,O,X,X,X
SZOIJLT,O,X,O,X,X,X
SZOLTIJ,O,O,O,O,O,X
SZOLTJI,X,O,X,O,O,O
SZOLITJ,O,X,O,X,O,X
SZOLIJT,O,X,O,X,X,X
SZOLJTI,O,O,X,O,O,X
SZOLJIT,O,X,X,X,X,X
SZOJTIL,O,O,X,O,O,X
SZOJTLI,O,O,X,O,O,X
SZOJITL,O,X,X,X,X,X
SZOJILT,O,X,X,X,X,X
SZOJLTI,O,O,X,O,O,X
SZOJLIT,O,X,X,X,X,X
SOTILJZ,O,O,O,X,X,O
SOTILZJ,O,O,O,X,O,X
SOTIJLZ,O,O,O,X,X,O
SOTIJZL,O,O,O,X,X,O
SOTIZLJ,O,O,O,X,O,X
SOTIZJL,X,O,O,X,O,X
SOTLIJZ,O,O,O,X,X,O
SOTLIZJ,O,O,O,X,O,X
SOTLJIZ,O,O,O,X,X,O
SOTLJZI,O,O,X,X,O,O
SOTLZIJ,O,O,O,O,O,X
SOTLZJI,X,O,X,O,O,O
SOTJILZ,O,O,O,X,X,O
SOTJIZL,O,O,O,X,X,O
SOTJLIZ,O,O,O,X,X,O
SOTJLZI,O,O,X,X,O,O
SOTJZIL,O,O,X,X,O,O
SOTJZLI,O,O,X,X,O,O
SOTZILJ,O,O,O,O,O,X
SOTZIJL,X,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,X
SOTZLJI,X,O,X,O,O,O
SOTZJIL,X,O,X,X,O,O
SOTZJLI,X,O,X,X,O,O
SOITLJZ,O,O,O,X,X,O
SOITLZJ,O,O,O,X,O,X
SOITJLZ,O,O,O,X,X,O
SOITJZL,O,O,O,X,X,O
SOITZLJ,O,O,O,X,O,X
SOITZJL,X,O,O,X,O,X
SOILTJZ,O,O,O,X,X,O
SOILTZJ,O,O,O,X,O,X
SOILJTZ,O,O,O,X,X,X
SOILJZT,O,X,O,X,X,X
SOILZTJ,O,X,O,X,O,X
SOILZJT,O,X,O,X,X,X
SOIJTLZ,O,O,O,X,X,X
SOIJTZL,O,O,O,X,X,X
SOIJLTZ,O,O,O,X,X,X
SOIJLZT,O,X,O,X,X,X
SOIJZTL,O,X,O,X,X,X
SOIJZLT,O,X,O,X,X,X
SOIZTLJ,O,X,O,X,O,X
SOIZTJL,X,X,O,X,O,X
SOIZLTJ,O,X,O,X,O,X
SOIZLJT,O,X,O,X,X,X
SOIZJTL,O,X,O,X,X,X
SOIZJLT,O,X,O,X,X,X
SOLTIJZ,O,O,O,X,X,O
SOLTIZJ,O,O,O,X,O,X
SOLTJIZ,O,O,O,X,X,O
SOLTJZI,O,O,X,X,O,O
SOLTZIJ,O,O,O,O,O,X
SOLTZJI,X,O,X,O,O,O
SOLITJZ,O,O,O,X,X,O
SOLITZJ,O,O,O,X,O,X
SOLIJTZ,O,O,O,X,X,X
SOLIJZT,O,X,O,X,X,X
SOLIZTJ,O,X,O,X,O,X
SOLIZJT,O,X,O,X,X,X
SOLJTIZ,O,O,O,X,X,X
SOLJTZI,O,O,X,O,O,X
SOLJITZ,O,O,O,X,X,X
SOLJIZT,O,X,O,X,X,X
SOLJZTI,O,O,X,O,O,X
SOLJZIT,O,X,X,X,X,X
SOLZTIJ,O,O,O,O,O,X
SOLZTJI,X,O,X,O,O,O
SOLZITJ,O,X,O,X,O,X
SOLZIJT,O,X,O,X,X,X
SOLZJTI,O,O,X,O,O,X
SOLZJIT,O,X,X,X,X,X
SOJTILZ,O,O,O,X,X,X
SOJTIZL,O,O,O,X,X,X
SOJTLIZ,O,O,O,X,X,X
SOJTLZI,O,O,X,O,O,X
SOJTZIL,O,O,X,O,O,X
SOJTZLI,O,O,X,O,O,X
SOJITLZ,O,O,O,X,X,X
SOJITZL,O,O,O,X,X,X
SOJILTZ,O,O,O,X,X,X
SOJILZT,O,X,O,X,X,X
SOJIZTL,O,X,O,X,X,X
SOJIZLT,O,X,O,X,X,X
SOJLTIZ,O,O,O,X,X,X
SOJLTZI,O,O,X,O,O,X
SOJLITZ,O,O,O,X,X,X
SOJLIZT,O,X,O,X,X,X
SOJLZTI,O,O,X,O,O,X
SOJLZIT,O,X,X,X,X,X
SOJZTIL,O,O,X,O,O,X
SOJZTLI,O,O,X,O,O,X
SOJZITL,O,X,X,X,X,X
SOJZILT,O,X,X,X,X,X
SOJZLTI,O,O,X,O,O,X
SOJZLIT,O,X,X,X,X,X
SOZTILJ,O,O,O,O,O,X
SOZTIJL,X,O,O,X,O,X
SOZTLIJ,O,O,O,O,O,X
SOZTLJI,X,O,X,O,O,O
SOZTJIL,X,O,X,X,O,O
SOZTJLI,X,O,X,X,O,O
SOZITLJ,O,X,O,X,O,X
SOZITJL,X,X,O,X,O,X
SOZILTJ,O,X,O,X,O,X
SOZILJT,O,X,O,X,X,X
SOZIJTL,O,X,O,X,X,X
SOZIJLT,O,X,O,X,X,X
SOZLTIJ,O,O,O,O,O,X
SOZLTJI,X,O,X,O,O,O
SOZLITJ,O,X,O,X,O,X
SOZLIJT,O,X,O,X,X,X
SOZLJTI,O,O,X,O,O,X
SOZLJIT,O,X,X,X,X,X
SOZJTIL,O,O,X,O,O,X
SOZJTLI,O,O,X,O,O,X
SOZJITL,O,X,X,X,X,X
SOZJILT,O,X,X,X,X,X
SOZJLTI,O,O,X,O,O,X
SOZJLIT,O,X,X,X,X,X
ZTILJSO,X,O,X,O,O,O
ZTILJOS,X,O,X,O,O,O
ZTILSJO,X,O,X,O,O,X
ZTILSOJ,X,O,X,O,O,X
ZTILOJS,X,O,X,O,O,O
ZTILOSJ,X,O,X,O,O,X
ZTIJLSO,X,O,X,O,O,O
ZTIJLOS,X,O,X,O,O,O
ZTIJSLO,X,O,X,O,O,O
ZTIJSOL,X,O,X,O,X,O
ZTIJOLS,X,O,X,O,O,O
ZTIJOSL,X,O,X,O,O,O
ZTISLJO,X,O,X,O,O,X
ZTISLOJ,X,O,X,O,O,X
ZTISJLO,X,O,X,O,O,X
ZTISJOL,X,O,X,O,X,X
ZTISOLJ,X,O,X,O,O,X
ZTISOJL,X,O,X,X,O,X
ZTIOLJS,X,O,X,O,O,O
ZTIOLSJ,X,O,X,O,O,X
ZTIOJLS,X,O,X,O,O,O
ZTIOJSL,X,O,X,O,O,O
ZTIOSLJ,X,O,X,O,O,X
ZTIOSJL,X,O,X,X,O,X
ZTLIJSO,X,O,X,O,O,O
ZTLIJOS,X,O,X,O,O,O
ZTLISJO,X,O,X,O,O,X
ZTLISOJ,X,O,X,O,O,X
ZTLIOJS,X,O,X,O,O,O
ZTLIOSJ,X,O,X,O,O,X
ZTLJISO,X,O,X,O,O,O
ZTLJIOS,X,O,X,O,O,O
ZTLJSIO,O,O,X,O,O,O
ZTLJSOI,O,O,X,O,O,O
ZTLJOIS,X,O,X,O,O,O
ZTLJOSI,O,O,X,O,O,O
ZTLSIJO,O,O,O,O,O,X
ZTLSIOJ,O,O,O,O,O,X
ZTLSJIO,O,O,X,O,O,O
ZTLSJOI,O,O,X,O,O,O
ZTLSOIJ,O,O,O,O,O,X
ZTLSOJI,X,O,X,O,O,O
ZTLOIJS,X,O,X,O,O,O
ZTLOISJ,X,O,X,O,O,X
ZTLOJIS,X,O,X,O,O,O
ZTLOJSI,X,O,X,O,O,O
ZTLOSIJ,O,O,O,O,O,X
ZTLOSJI,X,O,X,O,O,O
ZTJILSO,X,O,X,O,O,O
ZTJILOS,X,O,X,O,O,O
ZTJISLO,X,O,X,O,O,O
ZTJISOL,X,O,X,O,X,O
ZTJIOLS,X,O,X,O,O,O
ZTJIOSL,X,O,X,O,O,O
ZTJLISO,X,O,X,O,O,O
ZTJLIOS,X,O,X,O,O,O
ZTJLSIO,O,O,X,O,O,O
ZTJLSOI,O,O,X,O,O,O
ZTJLOIS,X,O,X,O,O,O
ZTJLOSI,O,O,X,O,O,O
ZTJSILO,O,O,X,O,O,O
ZTJSIOL,X,O,X,O,X,O
ZTJSLIO,O,O,X,O,O,O
ZTJSLOI,O,O,X,O,O,O
ZTJSOIL,O,O,X,O,X,O
ZTJSOLI,O,O,X,O,X,O
ZTJOILS,X,O,X,O,O,O
ZTJOISL,X,O,X,O,O,O
ZTJOLIS,X,O,X,O,O,O
ZTJOLSI,O,O,X,O,O,O
ZTJOSIL,O,O,X,O,O,O
ZTJOSLI,O,O,X,O,O,O
ZTSILJO,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,X
ZTSIJLO,X,O,O,O,O,X
ZTSIJOL,X,O,O,O,X,X
ZTSIOLJ,X,O,O,O,O,X
ZTSIOJL,X,O,O,X,O,X
ZTSLIJO,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,X
ZTSLJIO,O,O,X,O,O,O
ZTSLJOI,O,O,X,O,O,O
ZTSLOIJ,O,O,O,O,O,X
ZTSLOJI,X,O,X,O,O,O
ZTSJILO,O,O,X,O,O,O
ZTSJIOL,X,O,X,O,X,O
ZTSJLIO,O,O,X,O,O,O
ZTSJLOI,O,O,X,O,O,O
ZTSJOIL,O,O,X,O,X,O
ZTSJOLI,O,O,X,O,X,O
ZTSOILJ,O,O,O,O,O,X
ZTSOIJL,X,O,O,X,O,X
ZTSOLIJ,O,O,O,O,O,X
ZTSOLJI,X,O,X,O,O,O
ZTSOJIL,X,O,X,X,O,O
ZTSOJLI,X,O,X,X,O,O
ZTOILJS,X,O,X,O,O,O
ZTOILSJ,X,O,X,O,O,X
ZTOIJLS,X,O,X,O,O,O
ZTOIJSL,X,O,X,O,O,O
ZTOISLJ,X,O,X,O,O,X
ZTOISJL,X,O,X,X,O,X
ZTOLIJS,X,O,X,O,O,O
ZTOLISJ,X,O,X,O,O,X
ZTOLJIS,X,O,X,O,O,O
ZTOLJSI,X,O,X,O,O,O
ZTOLSIJ,O,O,O,O,O,X
ZTOLSJI,X,O,X,O,O,O
ZTOJILS,X,O,X,O,O,O
ZTOJISL,X,O,X,O,O,O
ZTOJLIS,X,O,X,O,O,O
ZTOJLSI,X,O,X,O,O,O
ZTOJSIL,X,O,X,O,O,O
ZTOJSLI,X,O,X,O,O,O
ZTOSILJ,O,O,O,O,O,X
ZTOSIJL,X,O,O,X,O,X
ZTOSLIJ,O,O,O,O,O,X
ZTOSLJI,X,O,X,O,O,O
ZTOSJIL,X,O,X,X,O,O
ZTOSJLI,X,O,X,X,O,O
ZITLJSO,X,X,X,O,O,O
ZITLJOS,X,X,X,O,O,O
ZITLSJO,X,X,X,O,O,X
ZITLSOJ,X,X,X,O,O,X
ZITLOJS,X,X,X,O,O,O
ZITLOSJ,X,X,X,O,O,X
ZITJLSO,X,X,X,O,O,O
ZITJLOS,X,X,X,O,O,O
ZITJSLO,X,X,X,O,O,O
ZITJSOL,X,X,X,O,X,O
ZITJOLS,X,X,X,O,O,O
ZITJOSL,X,X,X,O,O,O
ZITSLJO,X,X,X,O,O,X
ZITSLOJ,X,X,X,O,O,X
ZITSJLO,X,X,X,O,O,X
ZITSJOL,X,X,X,O,X,X
ZITSOLJ,X,X,X,O,O,X
ZITSOJL,X,X,X,X,O,X
ZITOLJS,X,X,X,O,O,O
ZITOLSJ,X,X,X,O,O,X
ZITOJLS,X,X,X,O,O,O
ZITOJSL,X,X,X,O,O,O
ZITOSLJ,X,X,X,O,O,X
ZITOSJL,X,X,X,X,O,X
ZILTJSO,X,X,X,O,O,O
ZILTJOS,X,X,X,O,O,O
ZILTSJO,X,X,X,O,O,X
ZILTSOJ,X,X,X,O,O,X
ZILTOJS,X,X,X,O,O,O
ZILTOSJ,X,X,X,O,O,X
ZILJTSO,X,X,X,O,O,X
ZILJTOS,X,X,X,O,O,X
ZILJSTO,X,X,O,O,X,X
ZILJSOT,X,X,O,X,X,X
ZILJOTS,X,X,X,X,O,X
ZILJOST,X,X,O,X,X,X
ZILSTJO,X,X,O,O,O,X
ZILSTOJ,X,X,O,O,O,X
ZILSJTO,X,X,O,O,X,X
ZILSJOT,X,X,O,X,X,X
ZILSOTJ,X,X,O,X,O,X
ZILSOJT,X,X,O,X,X,X
ZILOTJS,X,X,X,O,O,O
ZILOTSJ,X,X,X,O,O,X
ZILOJTS,X,X,X,X,O,X
ZILOJST,X,X,O,X,X,X
ZILOSTJ,X,X,O,X,O,X
ZILOSJT,X,X,O,X,X,X
ZIJTLSO,X,X,X,O,O,X
ZIJTLOS,X,X,X,O,O,X
ZIJTSLO,X,X,X,O,O,X
ZIJTSOL,X,X,X,O,X,X
ZIJTOLS,X,X,X,O,O,X
ZIJTOSL,X,X,X,O,O,X
ZIJLTSO,X,X,X,O,O,X
ZIJLTOS,X,X,X,O,O,X
ZIJLSTO,X,X,O,O,X,X
ZIJLSOT,X,X,O,X,X,X
ZIJLOTS,X,X,X,X,O,X
ZIJLOST,X,X,O,X,X,X
ZIJSTLO,X,X,O,O,X,X
ZIJSTOL,X,X,O,O,X,X
ZIJSLTO,X,X,O,O,X,X
ZIJSLOT,X,X,O,X,X,X
ZIJSOTL,X,X,O,X,X,X
ZIJSOLT,X,X,O,X,X,X
ZIJOTLS,X,X,X,X,O,X
ZIJOTSL,X,X,X,X,O,X
ZIJOLTS,X,X,X,X,O,X
ZIJOLST,X,X,O,X,X,X
ZIJOSTL,X,X,O,X,X,X
ZIJOSLT,X,X,O,X,X,X
ZISTLJO,X,X,O,O,O,X
ZISTLOJ,X,X,O,O,O,X
ZISTJLO,X,X,O,O,O,X
ZISTJOL,X,X,O,O,X,X
ZISTOLJ,X,X,O,O,O,X
ZISTOJL,X,X,O,X,O,X
ZISLTJO,X,X,O,O,O,X
ZISLTOJ,X,X,O,O,O,X
ZISLJTO,X,X,O,O,X,X
ZISLJOT,X,X,O,X,X,X
ZISLOTJ,X,X,O,X,O,X
ZISLOJT,X,X,O,X,X,X
ZISJTLO,X,X,O,O,X,X
ZISJTOL,X,X,O,O,X,X
ZISJLTO,X,X,O,O,X,X
ZISJLOT,X,X,O,X,X,X
ZISJOTL,X,X,O,X,X,X
ZISJOLT,X,X,O,X,X,X
ZISOTLJ,X,X,O,X,O,X
ZISOTJL,X,X,O,X,O,X
ZISOLTJ,X,X,O,X,O,X
ZISOLJT,X,X,O,X,X,X
ZISOJTL,X,X,O,X,X,X
ZISOJLT,X,X,O,X,X,X
ZIOTLJS,X,X,X,O,O,O
ZIOTLSJ,X,X,X,O,O,X
ZIOTJLS,X,X,X,O,O,O
ZIOTJSL,X,X,X,O,O,O
ZIOTSLJ,X,X,X,O,O,X
ZIOTSJL,X,X,X,X,O,X
ZIOLTJS,X,X,X,O,O,O
ZIOLTSJ,X,X,X,O,O,X
ZIOLJTS,X,X,X,X,O,X
ZIOLJST,X,X,O,X,X,X
ZIOLSTJ,X,X,O,X,O,X
ZIOLSJT,X,X,O,X,X,X
ZIOJTLS,X,X,X,X,O,X
ZIOJTSL,X,X,X,X,O,X
ZIOJLTS,X,X,X,X,O,X
ZIOJLST,X,X,O,X,X,X
ZIOJSTL,X,X,O,X,X,X
ZIOJSLT,X,X,O,X,X,X
ZIOSTLJ,X,X,O,X,O,X
ZIOSTJL,X,X,O,X,O,X
ZIOSLTJ,X,X,O,X,O,X
ZIOSLJT,X,X,O,X,X,X
ZIOSJTL,X,X,O,X,X,X
ZIOSJLT,X,X,O,X,X,X
ZLTIJSO,X,O,X,O,O,O
ZLTIJOS,X,O,X,O,O,O
ZLTISJO,X,O,X,O,O,X
ZLTISOJ,X,O,X,O,O,X
ZLTIOJS,X,O,X,O,O,O
ZLTIOSJ,X,O,X,O,O,X
ZLTJISO,X,O,X,O,O,O
ZLTJIOS,X,O,X,O,O,O
ZLTJSIO,O,O,X,O,O,O
ZLTJSOI,O,O,X,O,O,O
ZLTJOIS,X,O,X,O,O,O
ZLTJOSI,O,O,X,O,O,O
ZLTSIJO,O,O,O,O,O,X
ZLTSIOJ,O,O,O,O,O,X
ZLTSJIO,O,O,X,O,O,O
ZLTSJOI,O,O,X,O,O,O
ZLTSOIJ,O,O,O,O,O,X
ZLTSOJI,X,O,X,O,O,O
ZLTOIJS,X,O,X,O,O,O
ZLTOISJ,X,O,X,O,O,X
ZLTOJIS,X,O,X,O,O,O
ZLTOJSI,X,O,X,O,O,O
ZLTOSIJ,O,O,O,O,O,X
ZLTOSJI,X,O,X,O,O,O
ZLITJSO,X,X,X,O,O,O
ZLITJOS,X,X,X,O,O,O
ZLITSJO,X,X,X,O,O,X
ZLITSOJ,X,X,X,O,O,X
ZLITOJS,X,X,X,O,O,O
ZLITOSJ,X,X,X,O,O,X
ZLIJTSO,X,X,X,O,O,X
ZLIJTOS,X,X,X,O,O,X
ZLIJSTO,X,X,O,O,X,X
ZLIJSOT,X,X,O,X,X,X
ZLIJOTS,X,X,X,X,O,X
ZLIJOST,X,X,O,X,X,X
ZLISTJO,X,X,O,O,O,X
ZLISTOJ,X,X,O,O,O,X
ZLISJTO,X,X,O,O,X,X
ZLISJOT,X,X,O,X,X,X
ZLISOTJ,X,X,O,X,O,X
ZLISOJT,X,X,O,X,X,X
ZLIOTJS,X,X,X,O,O,O
ZLIOTSJ,X,X,X,O,O,X
ZLIOJTS,X,X,X,X,O,X
ZLIOJST,X,X,O,X,X,X
ZLIOSTJ,X,X,O,X,O,X
ZLIOSJT,X,X,O,X,X,X
ZLJTISO,O,X,X,O,O,O
ZLJTIOS,O,X,X,O,O,O
ZLJTSIO,O,X,X,O,O,O
ZLJTSOI,O,X,X,O,O,O
ZLJTOIS,O,X,X,O,O,O
ZLJTOSI,O,X,X,O,O,O
ZLJITSO,O,X,X,O,O,X
ZLJITOS,O,X,X,O,O,X
ZLJISTO,O,X,X,O,X,X
ZLJISOT,O,X,X,X,X,X
ZLJIOTS,O,X,X,X,O,X
ZLJIOST,O,X,X,X,X,X
ZLJSTIO,O,X,X,O,O,X
ZLJSTOI,O,X,X,O,O,X
ZLJSITO,O,X,X,O,X,X
ZLJSIOT,O,X,X,X,X,X
ZLJSOTI,O,O,X,O,X,X
ZLJSOIT,O,X,X,X,X,X
ZLJOTIS,O,O,X,O,O,O
ZLJOTSI,O,O,X,O,O,O
ZLJOITS,O,X,X,X,O,X
ZLJOIST,O,X,X,X,X,X
ZLJOSTI,O,O,X,O,O,X
ZLJOSIT,O,X,X,X,X,X
ZLSTIJO,O,O,O,O,O,X
ZLSTIOJ,O,O,O,O,O,X
ZLSTJIO,O,O,X,O,O,O
ZLSTJOI,O,O,X,O,O,O
ZLSTOIJ,O,O,O,O,O,X
ZLSTOJI,X,O,X,O,O,O
ZLSITJO,O,X,O,O,O,X
ZLSITOJ,O,X,O,O,O,X
ZLSIJTO,O,X,O,O,X,X
ZLSIJOT,O,X,O,X,X,X
ZLSIOTJ,O,X,O,X,O,X
ZLSIOJT,O,X,O,X,X,X
ZLSJTIO,O,X,X,O,O,X
ZLSJTOI,O,X,X,O,O,X
ZLSJITO,O,X,X,O,X,X
ZLSJIOT,O,X,X,X,X,X
ZLSJOTI,O,O,X,O,X,X
ZLSJOIT,O,X,X,X,X,X
ZLSOTIJ,O,O,O,O,O,X
ZLSOTJI,X,O,X,O,O,O
ZLSOITJ,O,X,O,X,O,X
ZLSOIJT,O,X,O,X,X,X
ZLSOJTI,O,O,X,O,O,X
ZLSOJIT,O,X,X,X,X,X
ZLOTIJS,X,O,X,O,O,O
ZLOTISJ,X,O,X,O,O,X
ZLOTJIS,X,O,X,O,O,O
ZLOTJSI,X,O,X,O,O,O
ZLOTSIJ,O,O,O,O,O,X
ZLOTSJI,X,O,X,O,O,O
ZLOITJS,X,X,X,O,O,O
ZLOITSJ,X,X,X,O,O,X
ZLOIJTS,X,X,X,X,O,X
ZLOIJST,X,X,O,X,X,X
ZLOISTJ,X,X,O,X,O,X
ZLOISJT,X,X,O,X,X,X
ZLOJTIS,O,O,X,O,O,O
ZLOJTSI,O,O,X,O,O,O
ZLOJITS,O,X,X,X,O,X
ZLOJIST,O,X,X,X,X,X
ZLOJSTI,O,O,X,O,O,X
ZLOJSIT,O,X,X,X,X,X
ZLOSTIJ,O,O,O,O,O,X
ZLOSTJI,X,O,X,O,O,O
ZLOSITJ,O,X,O,X,O,X
ZLOSIJT,O,X,O,X,X,X
ZLOSJTI,O,O,X,O,O,X
ZLOSJIT,O,X,X,X,X,X
ZJTILSO,O,X,X,O,O,O
ZJTILOS,O,X,X,O,O,O
ZJTISLO,O,X,X,O,O,O
ZJTISOL,O,X,X,O,X,O
ZJTIOLS,O,X,X,O,O,O
ZJTIOSL,O,X,X,O,O,O
ZJTLISO,O,X,X,O,O,O
ZJTLIOS,O,X,X,O,O,O
ZJTLSIO,O,X,X,O,O,O
ZJTLSOI,O,X,X,O,O,O
ZJTLOIS,O,X,X,O,O,O
ZJTLOSI,O,X,X,O,O,O
ZJTSILO,O,X,X,O,O,O
ZJTSIOL,O,X,X,O,X,O
ZJTSLIO,O,X,X,O,O,O
ZJTSLOI,O,X,X,O,O,O
ZJTSOIL,O,X,X,O,X,O
ZJTSOLI,O,X,X,O,X,O
ZJTOILS,O,X,X,O,O,O
ZJTOISL,O,X,X,O,O,O
ZJTOLIS,O,X,X,O,O,O
ZJTOLSI,O,X,X,O,O,O
ZJTOSIL,O,X,X,O,O,O
ZJTOSLI,O,X,X,O,O,O
ZJITLSO,O,X,X,O,O,X
ZJITLOS,O,X,X,O,O,X
ZJITSLO,O,X,X,O,O,X
ZJITSOL,O,X,X,O,X,X
ZJITOLS,O,X,X,O,O,X
ZJITOSL,O,X,X,O,O,X
ZJILTSO,O,X,X,O,O,X
ZJILTOS,O,X,X,O,O,X
ZJILSTO,O,X,X,O,X,X
ZJILSOT,O,X,X,X,X,X
ZJILOTS,O,X,X,X,O,X
ZJILOST,O,X,X,X,X,X
ZJISTLO,O,X,X,O,X,X
ZJISTOL,O,X,X,O,X,X
ZJISLTO,O,X,X,O,X,X
ZJISLOT,O,X,X,X,X,X
ZJISOTL,O,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X
ZJIOTLS,O,X,X,X,O,X
ZJIOTSL,O,X,X,X,O,X
ZJIOLTS,O,X,X,X,O,X
ZJIOLST,O,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,X
ZJLTISO,O,X,X,O,O,O
ZJLTIOS,O,X,X,O,O,O
ZJLTSIO,O,X,X,O,O,O
ZJLTSOI,O,X,X,O,O,O
ZJLTOIS,O,X,X,O,O,O
ZJLTOSI,O,X,X,O,O,O
ZJLITSO,O,X,X,O,O,X
ZJLITOS,O,X,X,O,O,X
ZJLISTO,O,X,X,O,X,X
ZJLISOT,O,X,X,X,X,X
ZJLIOTS,O,X,X,X,O,X
ZJLIOST,O,X,X,X,X,X
ZJLSTIO,O,X,X,O,O,X
ZJLSTOI,O,X,X,O,O,X
ZJLSITO,O,X,X,O,X,X
ZJLSIOT,O,X,X,X,X,X
ZJLSOTI,O,O,X,O,X,X
ZJLSOIT,O,X,X,X,X,X
ZJLOTIS,O,O,X,O,O,O
ZJLOTSI,O,O,X,O,O,O
ZJLOITS,O,X,X,X,O,X
ZJLOIST,O,X,X,X,X,X
ZJLOSTI,O,O,X,O,O,X
ZJLOSIT,O,X,X,X,X,X
ZJSTILO,O,X,X,O,O,X
ZJSTIOL,O,X,X,O,X,X
ZJSTLIO,O,X,X,O,O,X
ZJSTLOI,O,X,X,O,O,X
ZJSTOIL,O,X,X,O,X,X
ZJSTOLI,O,X,X,O,X,X
ZJSITLO,O,X,X,O,X,X
ZJSITOL,O,X,X,O,X,X
ZJSILTO,O,X,X,O,X,X
ZJSILOT,O,X,X,X,X,X
ZJSIOTL,O,X,X,X,X,X
ZJSIOLT,O,X,X,X,X,X
ZJSLTIO,O,X,X,O,O,X
ZJSLTOI,O,X,X,O,O,X
ZJSLITO,O,X,X,O,X,X
ZJSLIOT,O,X,X,X,X,X
ZJSLOTI,O,O,X,O,X,X
ZJSLOIT,O,X,X,X,X,X
ZJSOTIL,O,O,X,O,X,X
ZJSOTLI,O,O,X,O,X,X
ZJSOITL,O,X,X,X,X,X
ZJSOILT,O,X,X,X,X,X
ZJSOLTI,O,O,X,O,X,X
ZJSOLIT,O,X,X,X,X,X
ZJOTILS,O,O,X,O,O,O
ZJOTISL,O,O,X,O,O,O
ZJOTLIS,O,O,X,O,O,O
ZJOTLSI,O,O,X,O,O,O
ZJOTSIL,O,O,X,O,O,O
ZJOTSLI,O,O,X,O,O,O
ZJOITLS,O,X,X,X,O,X
ZJOITSL,O,X,X,X,O,X
ZJOILTS,O,X,X,X,O,X
ZJOILST,O,X,X,X,X,X
ZJOISTL,O,X,X,X,X,X
ZJOISLT,O,X,X,X,X,X
ZJOLTIS,O,O,X,O,O,O
ZJOLTSI,O,O,X,O,O,O
ZJOLITS,O,X,X,X,O,X
