sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
ZLSOIJT,O,X,X,O,O,O,O,X
ZLSOJTI,O,X,X,O,O,O,O,X
ZLSOJIT,O,X,X,O,O,O,O,X
ZLOTIJS,X,X,O,O,O,O,O,X
ZLOTISJ,X,X,O,O,O,O,O,X
ZLOTJIS,X,X,O,O,O,O,O,X
ZLOTJSI,X,X,O,O,O,O,O,X
ZLOTSIJ,X,X,O,O,O,O,O,X
ZLOTSJI,X,X,O,O,O,O,O,X
ZLOITJS,X,X,O,O,O,O,O,X
ZLOITSJ,X,X,O,O,O,O,O,X
ZLOIJTS,X,X,X,O,O,O,O,X
ZLOIJST,O,X,X,O,O,O,O,X
ZLOISTJ,O,X,X,O,O,O,O,X
ZLOISJT,O,X,X,O,O,O,O,X
ZLOJTIS,X,X,X,O,O,O,O,X
ZLOJTSI,X,X,X,O,O,O,O,X
ZLOJITS,X,X,X,O,O,O,O,X
ZLOJIST,O,X,X,O,O,O,O,X
ZLOJSTI,O,X,X,O,O,O,O,X
ZLOJSIT,O,X,X,O,O,O,O,X
ZLOSTIJ,O,X,X,O,O,O,O,X
ZLOSTJI,O,X,X,O,O,O,O,X
ZLOSITJ,O,X,X,O,O,O,O,X
ZLOSIJT,O,X,X,O,O,O,O,X
ZLOSJTI,O,X,X,O,O,O,O,X
ZLOSJIT,O,X,X,O,O,O,O,X
ZJTILSO,O,O,O,O,O,O,O,X
ZJTILOS,X,O,X,O,O,O,O,X
ZJTISLO,O,O,O,O,X,X,O,O
ZJTISOL,X,O,O,O,X,X,O,O
ZJTIOLS,X,O,O,O,O,O,O,X
ZJTIOSL,X,O,O,O,X,X,O,O
ZJTLISO,O,O,O,O,O,O,O,X
ZJTLIOS,X,O,X,O,O,O,O,X
ZJTLSIO,O,O,O,O,O,O,O,X
ZJTLSOI,O,O,O,O,O,O,O,X
ZJTLOIS,X,O,X,O,O,O,O,X
ZJTLOSI,X,O,X,O,O,O,O,X
ZJTSILO,O,O,O,O,X,X,O,O
ZJTSIOL,X,O,O,O,X,X,O,O
ZJTSLIO,O,O,O,O,X,X,O,O
ZJTSLOI,O,O,O,X,X,X,O,O
ZJTSOIL,X,O,O,O,X,X,O,O
ZJTSOLI,X,O,O,O,X,X,O,O
ZJTOILS,X,O,O,O,O,O,O,X
ZJTOISL,X,O,O,O,X,X,O,O
ZJTOLIS,X,O,O,O,O,O,O,X
ZJTOLSI,X,O,O,O,O,O,O,X
ZJTOSIL,X,O,O,O,X,X,O,O
ZJTOSLI,X,O,O,O,X,X,O,O
ZJITLSO,O,O,O,O,O,O,O,X
ZJITLOS,X,O,X,O,O,O,O,X
ZJITSLO,O,O,O,O,X,X,O,O
ZJITSOL,X,O,O,O,X,X,O,O
ZJITOLS,X,O,O,O,O,O,O,X
ZJITOSL,X,O,O,O,X,X,O,O
ZJILTSO,O,O,X,O,O,O,O,X
ZJILTOS,O,O,X,O,O,O,O,X
ZJILSTO,O,O,X,O,O,O,O,X
ZJILSOT,O,O,X,O,X,O,O,X
ZJILOTS,X,O,X,O,O,O,O,X
ZJILOST,O,O,X,O,O,O,O,X
ZJISTLO,O,O,X,O,X,O,O,O
ZJISTOL,O,O,X,O,X,X,O,O
ZJISLTO,O,O,X,O,O,O,O,X
ZJISLOT,O,O,X,O,X,O,O,X
ZJISOTL,X,O,X,O,X,X,O,X
ZJISOLT,O,O,X,O,O,O,O,X
ZJIOTLS,X,O,O,O,O,O,O,X
ZJIOTSL,X,O,O,O,X,O,O,X
ZJIOLTS,X,O,X,O,O,O,O,X
ZJIOLST,O,O,X,O,O,O,O,X
ZJIOSTL,X,O,X,O,X,O,O,X
ZJIOSLT,O,O,X,O,O,O,O,X
ZJLTISO,O,O,X,O,O,O,O,X
ZJLTIOS,O,O,X,O,O,O,O,X
ZJLTSIO,O,O,X,O,O,O,O,X
ZJLTSOI,O,O,X,O,O,O,O,X
ZJLTOIS,O,O,X,O,O,O,O,X
ZJLTOSI,O,O,X,O,O,O,O,X
ZJLITSO,O,O,X,O,O,O,O,X
ZJLITOS,O,O,X,O,O,O,O,X
ZJLISTO,O,O,X,O,O,O,O,X
ZJLISOT,O,O,X,O,X,O,O,X
ZJLIOTS,X,O,X,O,O,O,O,X
ZJLIOST,O,O,X,O,O,O,O,X
ZJLSTIO,O,O,X,O,O,O,O,X
ZJLSTOI,O,O,X,O,O,O,O,X
ZJLSITO,O,O,X,O,O,O,O,X
ZJLSIOT,O,O,X,O,X,O,O,X
ZJLSOTI,O,O,X,O,X,O,O,X
ZJLSOIT,O,O,X,O,X,O,O,X
ZJLOTIS,X,O,X,O,O,O,O,X
ZJLOTSI,X,O,X,O,O,O,O,X
ZJLOITS,X,O,X,O,O,O,O,X
ZJLOIST,O,O,X,O,O,O,O,X
ZJLOSTI,O,O,X,O,O,O,O,X
ZJLOSIT,O,O,X,O,O,O,O,X
ZJSTILO,O,O,X,O,X,O,O,O
ZJSTIOL,O,O,X,O,X,X,O,O
ZJSTLIO,O,O,X,O,X,O,O,O
ZJSTLOI,O,O,X,X,X,O,O,O
ZJSTOIL,O,O,X,O,X,X,O,O
ZJSTOLI,O,O,X,O,X,X,O,O
ZJSITLO,O,O,X,O,X,O,O,O
ZJSITOL,O,O,X,O,X,X,O,O
ZJSILTO,O,O,X,O,O,O,O,X
ZJSILOT,O,O,X,O,X,O,O,X
ZJSIOTL,X,O,X,O,X,X,O,X
ZJSIOLT,O,O,X,O,O,O,O,X
ZJSLTIO,O,O,X,O,O,O,O,X
ZJSLTOI,O,O,X,O,O,O,O,X
ZJSLITO,O,O,X,O,O,O,O,X
ZJSLIOT,O,O,X,O,X,O,O,X
ZJSLOTI,O,O,X,O,X,O,O,X
ZJSLOIT,O,O,X,O,X,O,O,X
ZJSOTIL,X,O,X,O,X,X,O,X
ZJSOTLI,X,O,X,O,X,X,O,X
ZJSOITL,X,O,X,O,X,X,O,X
ZJSOILT,O,O,X,O,O,O,O,X
ZJSOLTI,O,O,X,O,O,O,O,X
ZJSOLIT,O,O,X,O,O,O,O,X
ZJOTILS,X,O,O,O,O,O,O,X
ZJOTISL,X,O,O,O,X,O,O,X
ZJOTLIS,X,O,O,O,O,O,O,X
ZJOTLSI,X,O,O,O,O,O,O,X
ZJOTSIL,X,O,O,O,X,O,O,X
ZJOTSLI,X,O,O,O,X,O,O,X
ZJOITLS,X,O,O,O,O,O,O,X
ZJOITSL,X,O,O,O,X,O,O,X
ZJOILTS,X,O,X,O,O,O,O,X
ZJOILST,O,O,X,O,O,O,O,X
ZJOISTL,X,O,X,O,X,O,O,X
ZJOISLT,O,O,X,O,O,O,O,X
ZJOLTIS,X,O,X,O,O,O,O,X
ZJOLTSI,X,O,X,O,O,O,O,X
ZJOLITS,X,O,X,O,O,O,O,X
ZJOLIST,O,O,X,O,O,O,O,X
ZJOLSTI,O,O,X,O,O,O,O,X
ZJOLSIT,O,O,X,O,O,O,O,X
ZJOSTIL,X,O,X,O,X,O,O,X
ZJOSTLI,X,O,X,O,X,O,O,X
ZJOSITL,X,O,X,O,X,O,O,X
ZJOSILT,O,O,X,O,O,O,O,X
ZJOSLTI,O,O,X,O,O,O,O,X
ZJOSLIT,O,O,X,O,O,O,O,X
ZSTILJO,O,O,O,X,X,O,O,O
ZSTILOJ,O,O,O,X,X,O,O,O
ZSTIJLO,O,O,O,X,X,O,O,O
ZSTIJOL,O,O,O,X,X,X,O,O
ZSTIOLJ,O,O,O,X,X,O,O,O
ZSTIOJL,O,O,O,X,X,X,O,O
ZSTLIJO,O,O,O,X,X,O,O,O
ZSTLIOJ,O,O,O,X,X,O,O,O
ZSTLJIO,O,O,O,X,X,O,O,O
ZSTLJOI,O,O,O,X,X,O,O,O
ZSTLOIJ,O,O,O,X,X,O,O,O
ZSTLOJI,O,O,O,X,X,O,O,O
ZSTJILO,O,O,O,X,X,O,O,O
ZSTJIOL,O,O,O,X,X,X,O,O
ZSTJLIO,O,O,O,X,X,O,O,O
ZSTJLOI,O,O,O,X,X,O,O,O
ZSTJOIL,O,O,O,X,X,X,O,O
ZSTJOLI,O,O,O,X,X,X,O,O
ZSTOILJ,O,O,O,X,X,O,O,O
ZSTOIJL,O,O,O,X,X,X,O,O
ZSTOLIJ,O,O,O,X,X,O,O,O
ZSTOLJI,O,O,O,X,X,O,O,O
ZSTOJIL,O,O,O,X,X,X,O,O
ZSTOJLI,O,O,O,X,X,X,O,O
ZSITLJO,O,O,O,X,X,O,O,O
ZSITLOJ,O,O,O,X,X,O,O,O
ZSITJLO,O,O,O,X,X,O,O,O
ZSITJOL,O,O,O,X,X,X,O,O
ZSITOLJ,O,O,O,X,X,O,O,O
ZSITOJL,O,O,O,X,X,X,O,O
ZSILTJO,O,O,X,O,O,O,O,O
ZSILTOJ,O,O,X,O,O,O,O,O
ZSILJTO,O,O,X,O,O,O,O,X
ZSILJOT,O,O,X,O,X,O,O,X
ZSILOTJ,O,X,X,O,O,O,O,X
ZSILOJT,O,X,X,O,O,O,O,X
ZSIJTLO,O,O,X,O,X,O,O,O
ZSIJTOL,O,O,X,O,X,X,O,O
ZSIJLTO,O,O,X,O,O,O,O,X
ZSIJLOT,O,O,X,O,X,O,O,X
ZSIJOTL,X,O,X,O,X,X,O,X
ZSIJOLT,O,O,X,O,O,O,O,X
ZSIOTLJ,O,O,O,O,X,O,O,O
ZSIOTJL,O,O,O,O,X,O,O,O
ZSIOLTJ,O,X,X,O,O,O,O,X
ZSIOLJT,O,X,X,O,O,O,O,X
ZSIOJTL,X,O,X,O,X,O,O,X
ZSIOJLT,O,O,X,O,O,O,O,X
ZSLTIJO,O,O,X,O,O,O,O,O
ZSLTIOJ,O,O,X,O,O,O,O,O
ZSLTJIO,O,O,X,O,O,O,O,O
ZSLTJOI,O,O,X,O,O,O,O,O
ZSLTOIJ,O,O,X,O,O,O,O,O
ZSLTOJI,O,O,X,X,O,O,O,O
ZSLITJO,O,O,X,O,O,O,O,O
ZSLITOJ,O,O,X,O,O,O,O,O
ZSLIJTO,O,O,X,O,O,O,O,X
ZSLIJOT,O,O,X,O,X,O,O,X
ZSLIOTJ,O,X,X,O,O,O,O,X
ZSLIOJT,O,X,X,O,O,O,O,X
ZSLJTIO,O,O,X,O,O,O,O,X
ZSLJTOI,O,O,X,O,O,O,O,X
ZSLJITO,O,O,X,O,O,O,O,X
ZSLJIOT,O,O,X,O,X,O,O,X
ZSLJOTI,O,O,X,O,X,O,O,X
ZSLJOIT,O,O,X,O,X,O,O,X
ZSLOTIJ,O,X,X,O,O,O,O,X
ZSLOTJI,O,X,X,X,O,O,O,X
ZSLOITJ,O,X,X,O,O,O,O,X
ZSLOIJT,O,X,X,O,O,O,O,X
ZSLOJTI,O,X,X,O,O,O,O,X
ZSLOJIT,O,X,X,O,O,O,O,X
ZSJTILO,O,O,X,O,X,O,O,O
ZSJTIOL,O,O,X,O,X,X,O,O
ZSJTLIO,O,O,X,O,X,O,O,O
ZSJTLOI,O,O,X,X,X,O,O,O
ZSJTOIL,O,O,X,O,X,X,O,O
ZSJTOLI,O,O,X,O,X,X,O,O
ZSJITLO,O,O,X,O,X,O,O,O
ZSJITOL,O,O,X,O,X,X,O,O
ZSJILTO,O,O,X,O,O,O,O,X
ZSJILOT,O,O,X,O,X,O,O,X
ZSJIOTL,X,O,X,O,X,X,O,X
ZSJIOLT,O,O,X,O,O,O,O,X
ZSJLTIO,O,O,X,O,O,O,O,X
ZSJLTOI,O,O,X,O,O,O,O,X
ZSJLITO,O,O,X,O,O,O,O,X
ZSJLIOT,O,O,X,O,X,O,O,X
ZSJLOTI,O,O,X,O,X,O,O,X
ZSJLOIT,O,O,X,O,X,O,O,X
ZSJOTIL,X,O,X,O,X,X,O,X
ZSJOTLI,X,O,X,O,X,X,O,X
ZSJOITL,X,O,X,O,X,X,O,X
ZSJOILT,O,O,X,O,O,O,O,X
ZSJOLTI,O,O,X,O,O,O,O,X
ZSJOLIT,O,O,X,O,O,O,O,X
ZSOTILJ,O,O,O,O,X,O,O,O
ZSOTIJL,O,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,X,O,O,O
ZSOTJIL,O,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,O,X,O,O,O
ZSOITJL,O,O,O,O,X,O,O,O
ZSOILTJ,O,X,X,O,O,O,O,X
ZSOILJT,O,X,X,O,O,O,O,X
ZSOIJTL,X,O,X,O,X,O,O,X
ZSOIJLT,O,O,X,O,O,O,O,X
ZSOLTIJ,O,X,X,O,O,O,O,X
ZSOLTJI,O,X,X,O,O,O,O,X
ZSOLITJ,O,X,X,O,O,O,O,X
ZSOLIJT,O,X,X,O,O,O,O,X
ZSOLJTI,O,X,X,O,O,O,O,X
ZSOLJIT,O,X,X,O,O,O,O,X
ZSOJTIL,X,O,X,O,X,O,O,X
ZSOJTLI,X,O,X,O,X,O,O,X
ZSOJITL,X,O,X,O,X,O,O,X
ZSOJILT,O,O,X,O,O,O,O,X
ZSOJLTI,O,O,X,O,O,O,O,X
ZSOJLIT,O,O,X,O,O,O,O,X
ZOTILJS,X,O,O,O,O,O,O,X
ZOTILSJ,X,O,O,O,O,O,O,O
ZOTIJLS,X,O,O,O,O,O,O,X
ZOTIJSL,X,O,O,O,X,O,O,O
ZOTISLJ,X,O,O,O,X,O,O,O
ZOTISJL,X,O,O,O,X,O,O,O
ZOTLIJS,X,O,O,O,O,O,O,X
ZOTLISJ,X,O,O,O,O,O,O,O
ZOTLJIS,X,O,O,O,O,O,O,X
ZOTLJSI,X,O,O,O,O,O,O,X
ZOTLSIJ,X,O,O,O,O,O,O,O
ZOTLSJI,X,O,O,O,O,O,O,O
ZOTJILS,X,O,O,O,O,O,O,X
ZOTJISL,X,O,O,O,X,O,O,O
ZOTJLIS,X,O,O,O,O,O,O,X
ZOTJLSI,X,O,O,O,O,O,O,X
ZOTJSIL,X,O,O,O,X,O,O,O
ZOTJSLI,X,O,O,O,X,O,O,O
ZOTSILJ,X,O,O,O,X,O,O,O
ZOTSIJL,X,O,O,O,X,O,O,O
ZOTSLIJ,X,O,O,O,X,O,O,O
ZOTSLJI,X,O,O,O,X,O,O,O
ZOTSJIL,X,O,O,O,X,O,O,O
ZOTSJLI,X,O,O,O,X,O,O,O
ZOITLJS,X,O,O,O,O,O,O,X
ZOITLSJ,X,O,O,O,O,O,O,O
ZOITJLS,X,O,O,O,O,O,O,X
ZOITJSL,X,O,O,O,X,O,O,O
ZOITSLJ,X,O,O,O,X,O,O,O
ZOITSJL,X,O,O,O,X,O,O,O
ZOILTJS,X,X,O,O,O,O,O,X
ZOILTSJ,X,X,O,O,O,O,O,X
ZOILJTS,X,X,X,O,O,O,O,X
ZOILJST,O,X,X,O,O,O,O,X
ZOILSTJ,O,X,X,O,O,O,O,X
ZOILSJT,O,X,X,O,O,O,O,X
ZOIJTLS,X,O,O,O,O,O,O,X
ZOIJTSL,X,O,O,O,X,O,O,X
ZOIJLTS,X,O,X,O,O,O,O,X
ZOIJLST,O,O,X,O,O,O,O,X
ZOIJSTL,X,O,X,O,X,O,O,X
ZOIJSLT,O,O,X,O,O,O,O,X
ZOISTLJ,O,O,O,O,X,O,O,O
ZOISTJL,O,O,O,O,X,O,O,O
ZOISLTJ,O,X,X,O,O,O,O,X
ZOISLJT,O,X,X,O,O,O,O,X
ZOISJTL,X,O,X,O,X,O,O,X
ZOISJLT,O,O,X,O,O,O,O,X
ZOLTIJS,X,X,O,O,O,O,O,X
ZOLTISJ,X,X,O,O,O,O,O,X
ZOLTJIS,X,X,O,O,O,O,O,X
ZOLTJSI,X,X,O,O,O,O,O,X
ZOLTSIJ,X,X,O,O,O,O,O,X
ZOLTSJI,X,X,O,O,O,O,O,X
ZOLITJS,X,X,O,O,O,O,O,X
ZOLITSJ,X,X,O,O,O,O,O,X
ZOLIJTS,X,X,X,O,O,O,O,X
ZOLIJST,O,X,X,O,O,O,O,X
ZOLISTJ,O,X,X,O,O,O,O,X
ZOLISJT,O,X,X,O,O,O,O,X
ZOLJTIS,X,X,X,O,O,O,O,X
ZOLJTSI,X,X,X,O,O,O,O,X
ZOLJITS,X,X,X,O,O,O,O,X
ZOLJIST,O,X,X,O,O,O,O,X
ZOLJSTI,O,X,X,O,O,O,O,X
ZOLJSIT,O,X,X,O,O,O,O,X
ZOLSTIJ,O,X,X,O,O,O,O,X
ZOLSTJI,O,X,X,O,O,O,O,X
ZOLSITJ,O,X,X,O,O,O,O,X
ZOLSIJT,O,X,X,O,O,O,O,X
ZOLSJTI,O,X,X,O,O,O,O,X
ZOLSJIT,O,X,X,O,O,O,O,X
ZOJTILS,X,O,O,O,O,O,O,X
ZOJTISL,X,O,O,O,X,O,O,X
ZOJTLIS,X,O,O,O,O,O,O,X
ZOJTLSI,X,O,O,O,O,O,O,X
ZOJTSIL,X,O,O,O,X,O,O,X
ZOJTSLI,X,O,O,O,X,O,O,X
ZOJITLS,X,O,O,O,O,O,O,X
ZOJITSL,X,O,O,O,X,O,O,X
ZOJILTS,X,O,X,O,O,O,O,X
ZOJILST,O,O,X,O,O,O,O,X
ZOJISTL,X,O,X,O,X,O,O,X
ZOJISLT,O,O,X,O,O,O,O,X
ZOJLTIS,X,O,X,O,O,O,O,X
ZOJLTSI,X,O,X,O,O,O,O,X
ZOJLITS,X,O,X,O,O,O,O,X
ZOJLIST,O,O,X,O,O,O,O,X
ZOJLSTI,O,O,X,O,O,O,O,X
ZOJLSIT,O,O,X,O,O,O,O,X
ZOJSTIL,X,O,X,O,X,O,O,X
ZOJSTLI,X,O,X,O,X,O,O,X
ZOJSITL,X,O,X,O,X,O,O,X
ZOJSILT,O,O,X,O,O,O,O,X
ZOJSLTI,O,O,X,O,O,O,O,X
ZOJSLIT,O,O,X,O,O,O,O,X
ZOSTILJ,O,O,O,O,X,O,O,O
ZOSTIJL,O,O,O,O,X,O,O,O
ZOSTLIJ,O,O,O,O,X,O,O,O
ZOSTLJI,O,O,O,O,X,O,O,O
ZOSTJIL,O,O,O,O,X,O,O,O
ZOSTJLI,O,O,O,O,X,O,O,O
ZOSITLJ,O,O,O,O,X,O,O,O
ZOSITJL,O,O,O,O,X,O,O,O
ZOSILTJ,O,X,X,O,O,O,O,X
ZOSILJT,O,X,X,O,O,O,O,X
ZOSIJTL,X,O,X,O,X,O,O,X
ZOSIJLT,O,O,X,O,O,O,O,X
ZOSLTIJ,O,X,X,O,O,O,O,X
ZOSLTJI,O,X,X,O,O,O,O,X
ZOSLITJ,O,X,X,O,O,O,O,X
ZOSLIJT,O,X,X,O,O,O,O,X
ZOSLJTI,O,X,X,O,O,O,O,X
ZOSLJIT,O,X,X,O,O,O,O,X
ZOSJTIL,X,O,X,O,X,O,O,X
ZOSJTLI,X,O,X,O,X,O,O,X
ZOSJITL,X,O,X,O,X,O,O,X
ZOSJILT,O,O,X,O,O,O,O,X
ZOSJLTI,O,O,X,O,O,O,O,X
ZOSJLIT,O,O,X,O,O,O,O,X
OTILJSZ,O,O,O,O,O,O,X,O
OTILJZS,O,O,O,O,O,O,X,O
OTILSJZ,O,O,O,O,O,O,O,O
OTILSZJ,O,O,O,O,O,O,O,O
OTILZJS,O,O,O,O,O,O,O,O
OTILZSJ,O,O,O,O,O,O,O,O
OTIJLSZ,O,O,O,O,O,O,X,O
OTIJLZS,O,O,O,O,O,O,X,O
OTIJSLZ,O,O,O,O,O,O,X,O
OTIJSZL,O,O,O,O,X,O,X,O
OTIJZLS,X,O,O,O,O,O,X,O
OTIJZSL,X,O,O,O,X,O,X,O
OTISLJZ,O,O,O,O,O,O,O,O
OTISLZJ,O,O,O,O,O,O,O,O
OTISJLZ,O,O,O,O,O,O,X,O
OTISJZL,O,O,O,O,X,O,O,O
OTISZLJ,O,O,O,O,X,O,O,O
OTISZJL,O,O,O,O,X,O,O,O
OTIZLJS,O,O,O,O,O,O,O,O
OTIZLSJ,O,O,O,O,O,O,O,O
OTIZJLS,X,O,O,O,O,O,O,O
OTIZJSL,X,O,O,O,X,O,O,O
OTIZSLJ,O,O,O,O,X,O,O,O
OTIZSJL,O,O,O,O,X,O,O,O
OTLIJSZ,O,O,O,O,O,O,X,O
OTLIJZS,O,O,O,O,O,O,X,O
OTLISJZ,O,O,O,O,O,O,O,O
OTLISZJ,O,O,O,O,O,O,O,O
OTLIZJS,O,O,O,O,O,O,O,O
OTLIZSJ,O,O,O,O,O,O,O,O
OTLJISZ,O,O,O,O,O,O,X,O
OTLJIZS,O,O,O,O,O,O,X,O
OTLJSIZ,O,O,O,O,O,O,X,O
OTLJSZI,O,O,O,O,O,O,X,O
OTLJZIS,O,O,O,O,O,O,X,O
OTLJZSI,O,O,O,O,O,O,X,O
OTLSIJZ,O,O,O,O,O,O,O,O
OTLSIZJ,O,O,O,O,O,O,O,O
OTLSJIZ,O,O,O,O,O,O,O,O
OTLSJZI,O,O,O,O,O,O,X,O
OTLSZIJ,O,O,O,O,O,O,O,O
OTLSZJI,O,O,O,O,O,O,O,O
OTLZIJS,O,O,O,O,O,O,O,O
OTLZISJ,O,O,O,O,O,O,O,O
OTLZJIS,O,O,O,O,O,O,O,O
OTLZJSI,O,O,O,O,O,O,O,O
OTLZSIJ,O,O,O,O,O,O,O,O
OTLZSJI,O,O,O,O,O,O,O,O
OTJILSZ,O,O,O,O,O,O,X,O
OTJILZS,O,O,O,O,O,O,X,O
OTJISLZ,O,O,O,O,O,O,X,O
OTJISZL,O,O,O,O,X,O,X,O
OTJIZLS,X,O,O,O,O,O,X,O
OTJIZSL,X,O,O,O,X,O,X,O
OTJLISZ,O,O,O,O,O,O,X,O
OTJLIZS,O,O,O,O,O,O,X,O
OTJLSIZ,O,O,O,O,O,O,X,O
OTJLSZI,O,O,O,O,O,O,X,O
OTJLZIS,O,O,O,O,O,O,X,O
OTJLZSI,O,O,O,O,O,O,X,O
OTJSILZ,O,O,O,O,O,O,X,O
OTJSIZL,O,O,O,O,X,O,X,O
OTJSLIZ,O,O,O,O,O,O,X,O
OTJSLZI,O,O,O,O,O,O,X,O
OTJSZIL,O,O,O,O,X,O,X,O
OTJSZLI,O,O,O,O,X,O,X,O
OTJZILS,X,O,O,O,O,O,X,O
OTJZISL,X,O,O,O,X,O,X,O
OTJZLIS,X,O,O,O,O,O,X,O
OTJZLSI,X,O,O,O,O,O,X,O
OTJZSIL,X,O,O,O,X,O,X,O
OTJZSLI,X,O,O,O,X,O,X,O
OTSILJZ,O,O,O,O,O,O,O,O
OTSILZJ,O,O,O,O,O,O,O,O
OTSIJLZ,O,O,O,O,O,O,X,O
OTSIJZL,O,O,O,O,X,O,O,O
OTSIZLJ,O,O,O,O,X,O,O,O
OTSIZJL,O,O,O,O,X,O,O,O
OTSLIJZ,O,O,O,O,O,O,O,O
OTSLIZJ,O,O,O,O,O,O,O,O
OTSLJIZ,O,O,O,O,O,O,O,O
OTSLJZI,O,O,O,O,O,O,X,O
OTSLZIJ,O,O,O,O,O,O,O,O
OTSLZJI,O,O,O,O,O,O,O,O
OTSJILZ,O,O,O,O,O,O,X,O
OTSJIZL,O,O,O,O,X,O,O,O
OTSJLIZ,O,O,O,O,O,O,X,O
OTSJLZI,O,O,O,O,O,O,X,O
OTSJZIL,O,O,O,O,X,O,X,O
OTSJZLI,O,O,O,O,X,O,X,O
OTSZILJ,O,O,O,O,X,O,O,O
OTSZIJL,O,O,O,O,X,O,O,O
OTSZLIJ,O,O,O,O,X,O,O,O
OTSZLJI,O,O,O,O,X,O,O,O
OTSZJIL,O,O,O,O,X,O,O,O
OTSZJLI,O,O,O,O,X,O,O,O
OTZILJS,O,O,O,O,O,O,O,O
OTZILSJ,O,O,O,O,O,O,O,O
OTZIJLS,X,O,O,O,O,O,O,O
OTZIJSL,X,O,O,O,X,O,O,O
OTZISLJ,O,O,O,O,X,O,O,O
OTZISJL,O,O,O,O,X,O,O,O
OTZLIJS,O,O,O,O,O,O,O,O
OTZLISJ,O,O,O,O,O,O,O,O
OTZLJIS,O,O,O,O,O,O,O,O
OTZLJSI,O,O,O,O,O,O,O,O
OTZLSIJ,O,O,O,O,O,O,O,O
OTZLSJI,O,O,O,O,O,O,O,O
OTZJILS,X,O,O,O,O,O,O,O
OTZJISL,X,O,O,O,X,O,O,O
OTZJLIS,X,O,O,O,O,O,O,O
OTZJLSI,X,O,O,O,O,O,O,O
OTZJSIL,X,O,O,O,X,O,O,O
OTZJSLI,X,O,O,O,X,O,O,O
OTZSILJ,O,O,O,O,X,O,O,O
OTZSIJL,O,O,O,O,X,O,O,O
OTZSLIJ,O,O,O,O,X,O,O,O
OTZSLJI,O,O,O,O,X,O,O,O
OTZSJIL,O,O,O,O,X,O,O,O
OTZSJLI,O,O,O,O,X,O,O,O
OITLJSZ,O,O,O,O,O,O,X,O
OITLJZS,O,O,O,O,O,O,X,O
OITLSJZ,O,O,O,O,O,O,O,O
OITLSZJ,O,O,O,O,O,O,O,O
OITLZJS,O,O,O,O,O,O,O,O
OITLZSJ,O,O,O,O,O,O,O,O
OITJLSZ,O,O,O,O,O,O,X,O
OITJLZS,O,O,O,O,O,O,X,O
OITJSLZ,O,O,O,O,O,O,X,O
OITJSZL,O,O,O,O,X,O,X,O
OITJZLS,X,O,O,O,O,O,X,O
OITJZSL,X,O,O,O,X,O,X,O
OITSLJZ,O,O,O,O,O,O,O,O
OITSLZJ,O,O,O,O,O,O,O,O
OITSJLZ,O,O,O,O,O,O,X,O
OITSJZL,O,O,O,O,X,O,O,O
OITSZLJ,O,O,O,O,X,O,O,O
OITSZJL,O,O,O,O,X,O,O,O
OITZLJS,O,O,O,O,O,O,O,O
OITZLSJ,O,O,O,O,O,O,O,O
OITZJLS,X,O,O,O,O,O,O,O
OITZJSL,X,O,O,O,X,O,O,O
OITZSLJ,O,O,O,O,X,O,O,O
OITZSJL,O,O,O,O,X,O,O,O
OILTJSZ,O,X,O,O,O,O,X,X
OILTJZS,O,X,O,O,O,O,X,X
OILTSJZ,O,X,O,O,O,O,O,X
OILTSZJ,O,X,O,O,O,O,O,X
OILTZJS,O,X,O,O,O,O,O,X
OILTZSJ,O,X,O,O,O,O,O,X
OILJTSZ,O,X,X,O,O,O,X,X
OILJTZS,O,X,X,O,O,O,X,X
OILJSTZ,O,X,X,O,O,O,X,X
OILJSZT,O,X,X,O,O,O,X,X
OILJZTS,X,X,X,O,O,O,X,X
OILJZST,O,X,X,O,O,O,X,X
OILSTJZ,O,X,X,O,O,O,X,X
OILSTZJ,O,X,X,O,O,O,X,X
OILSJTZ,O,X,X,O,O,O,X,X
OILSJZT,O,X,X,O,O,O,X,X
OILSZTJ,O,X,X,O,O,O,X,X
OILSZJT,O,X,X,O,O,O,X,X
OILZTJS,X,X,O,O,O,O,O,X
OILZTSJ,X,X,O,O,O,O,O,X
OILZJTS,X,X,X,O,O,O,O,X
OILZJST,O,X,X,O,O,O,O,X
OILZSTJ,O,X,X,O,O,O,O,X
OILZSJT,O,X,X,O,O,O,O,X
