sequence,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhF6lBThB5oBlnBmn?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhF6lBThB5oBmnBln?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgB/nBGmB6tBFo?BzqB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgBTiBWrBVtB6t?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Kel/IvhF3gBTiBeoB5oBCr?BcrB,v115@HhA8IeC8CeA8CeC8BeD8Kel/IvhFTiBxlB6tBuqBcr?BXtB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgB/nBToBCrBFr?BGtB
JLSTZOI,X,O,O,X,X,X,X
JLSTOIZ,X,O,X,X,O,X,X
JLSTOZI,X,O,X,X,X,X,X
JLSITZO,X,O,O,X,O,X,X
JLSITOZ,X,O,X,X,O,X,X
JLSIZTO,X,O,O,X,O,X,X
JLSIZOT,X,O,O,X,O,X,X
JLSIOTZ,X,O,X,X,O,X,X
JLSIOZT,X,O,O,X,O,X,X
JLSZTIO,X,O,O,X,X,X,X
JLSZTOI,X,O,O,X,X,X,X
JLSZITO,X,O,O,X,X,X,X
JLSZIOT,X,O,O,X,X,X,X
JLSZOTI,X,O,O,X,X,X,O
JLSZOIT,X,O,O,X,X,X,X
JLSOTIZ,X,O,O,X,O,X,O
JLSOTZI,X,O,O,X,X,X,O
JLSOITZ,X,O,O,X,O,X,X
JLSOIZT,X,O,O,X,O,X,X
JLSOZTI,X,O,O,X,X,X,O
JLSOZIT,X,O,O,X,X,X,X
JLZTISO,X,O,O,O,O,X,X
JLZTIOS,X,X,X,O,O,X,X
JLZTSIO,X,O,O,O,X,X,X
JLZTSOI,X,O,O,O,X,X,X
JLZTOIS,X,X,X,O,O,X,X
JLZTOSI,X,X,X,O,X,X,X
JLZITSO,X,O,O,O,O,X,X
JLZITOS,X,X,X,O,O,X,X
JLZISTO,X,O,O,X,O,X,X
JLZISOT,X,O,O,X,O,X,X
JLZIOTS,X,X,X,O,O,X,X
JLZIOST,X,O,O,X,O,X,X
JLZSTIO,X,O,O,X,X,X,X
JLZSTOI,X,O,O,X,X,X,X
JLZSITO,X,O,O,X,X,X,X
JLZSIOT,X,O,O,X,X,X,X
JLZSOTI,X,O,O,X,X,X,O
JLZSOIT,X,O,O,X,X,X,X
JLZOTIS,X,X,O,O,O,X,X
JLZOTSI,X,X,O,O,X,X,X
JLZOITS,X,X,O,O,O,X,X
JLZOIST,X,O,O,X,O,X,X
JLZOSTI,X,O,O,X,X,X,O
JLZOSIT,X,O,O,X,X,X,X
JLOTISZ,X,X,O,O,O,O,X
JLOTIZS,X,X,O,O,O,O,X
JLOTSIZ,X,X,O,O,O,X,X
JLOTSZI,X,X,O,O,X,X,X
JLOTZIS,X,X,O,O,O,X,X
JLOTZSI,X,X,O,O,X,X,X
JLOITSZ,X,X,O,O,O,O,X
JLOITZS,X,X,O,O,O,O,X
JLOISTZ,X,X,O,X,O,X,X
JLOISZT,X,X,O,X,O,X,X
JLOIZTS,X,X,O,O,O,X,X
JLOIZST,X,X,O,X,O,X,X
JLOSTIZ,X,X,O,X,O,X,O
JLOSTZI,X,X,O,X,X,X,O
JLOSITZ,X,X,O,X,O,X,X
JLOSIZT,X,X,O,X,O,X,X
JLOSZTI,X,X,O,X,X,X,O
JLOSZIT,X,X,O,X,X,X,X
JLOZTIS,X,X,O,O,O,X,X
JLOZTSI,X,X,O,O,X,X,X
JLOZITS,X,X,O,O,O,X,X
JLOZIST,X,X,O,X,O,X,X
JLOZSTI,X,X,O,X,X,X,O
JLOZSIT,X,X,O,X,X,X,X
JSTILZO,O,O,O,O,O,X,X
JSTILOZ,O,O,X,O,O,X,X
JSTIZLO,O,O,O,O,X,X,X
JSTIZOL,O,O,X,O,X,X,X
JSTIOLZ,O,O,X,O,O,X,X
JSTIOZL,O,O,X,O,X,X,X
JSTLIZO,O,O,O,O,O,X,X
JSTLIOZ,O,O,X,O,O,X,X
JSTLZIO,O,O,O,O,X,X,X
JSTLZOI,O,O,O,O,X,X,X
JSTLOIZ,O,O,X,O,O,X,X
JSTLOZI,O,O,X,O,X,X,X
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,X,O,X,X,X
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,X,X,X
JSTZOIL,O,O,X,O,X,X,X
JSTZOLI,O,O,X,O,X,X,X
JSTOILZ,O,O,X,O,O,X,X
JSTOIZL,O,O,X,O,X,X,X
JSTOLIZ,O,O,X,O,O,X,X
JSTOLZI,O,O,X,O,X,X,X
JSTOZIL,O,O,X,O,X,X,X
JSTOZLI,O,O,X,O,X,X,X
JSITLZO,O,O,O,O,O,X,X
JSITLOZ,O,O,X,O,O,X,X
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,X,O,X,X,X
JSITOLZ,O,O,X,O,O,X,X
JSITOZL,O,O,X,O,X,X,X
JSILTZO,O,O,O,X,O,X,X
JSILTOZ,O,O,X,X,O,X,X
JSILZTO,O,O,O,X,O,X,X
JSILZOT,O,O,O,X,O,X,X
JSILOTZ,O,O,X,X,O,X,X
JSILOZT,O,O,O,X,O,X,X
JSIZTLO,O,O,O,O,X,X,X
JSIZTOL,O,O,X,O,X,X,X
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,O,X,O,X,X,X
JSIZOLT,O,O,O,X,X,X,X
JSIOTLZ,O,O,X,O,O,X,X
JSIOTZL,O,O,X,O,X,X,X
JSIOLTZ,O,O,X,X,O,X,X
JSIOLZT,O,O,O,X,O,X,X
JSIOZTL,O,O,X,O,X,X,X
JSIOZLT,O,O,O,X,X,X,X
JSLTIZO,O,O,O,X,O,X,X
JSLTIOZ,O,O,X,X,O,X,X
JSLTZIO,O,O,O,X,X,X,X
JSLTZOI,O,O,O,X,X,X,X
JSLTOIZ,O,O,X,X,O,X,X
JSLTOZI,O,O,X,X,X,X,X
JSLITZO,O,O,O,X,O,X,X
JSLITOZ,O,O,X,X,O,X,X
JSLIZTO,O,O,O,X,O,X,X
JSLIZOT,O,O,O,X,O,X,X
JSLIOTZ,O,O,X,X,O,X,X
JSLIOZT,O,O,O,X,O,X,X
JSLZTIO,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X
JSLZITO,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X
JSLZOTI,O,O,O,X,X,X,O
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,O,O,O,X,O,X,O
JSLOTZI,O,O,O,X,X,X,O
JSLOITZ,O,O,O,X,O,X,X
JSLOIZT,O,O,O,X,O,X,X
JSLOZTI,O,O,O,X,X,X,O
JSLOZIT,O,O,O,X,X,X,X
JSZTILO,O,O,O,O,X,X,X
JSZTIOL,O,O,X,O,X,X,X
JSZTLIO,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,X,X,X
JSZTOIL,O,O,X,O,X,X,X
JSZTOLI,O,O,X,O,X,X,X
JSZITLO,O,O,O,O,X,X,X
JSZITOL,O,O,X,O,X,X,X
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,X,O,X,X,X
JSZIOLT,O,O,O,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X
JSZLITO,O,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,O,O,O,O,X,X,X
JSZOTLI,O,O,O,O,X,X,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,X,X,X,X
JSZOLTI,O,O,O,X,X,X,O
JSZOLIT,O,O,O,X,X,X,X
JSOTILZ,O,O,O,O,O,X,X
JSOTIZL,O,O,O,O,X,X,X
JSOTLIZ,O,O,O,O,O,X,X
JSOTLZI,O,O,O,O,X,X,X
JSOTZIL,O,O,O,O,X,X,X
JSOTZLI,O,O,O,O,X,X,X
JSOITLZ,O,O,O,O,O,X,X
JSOITZL,O,O,O,O,X,X,X
JSOILTZ,O,O,O,X,O,X,X
JSOILZT,O,O,O,X,O,X,X
JSOIZTL,O,O,O,O,X,X,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,O,O,O,X,O,X,O
JSOLTZI,O,O,O,X,X,X,O
JSOLITZ,O,O,O,X,O,X,X
JSOLIZT,O,O,O,X,O,X,X
JSOLZTI,O,O,O,X,X,X,O
JSOLZIT,O,O,O,X,X,X,X
JSOZTIL,O,O,O,O,X,X,X
JSOZTLI,O,O,O,O,X,X,X
JSOZITL,O,O,O,O,X,X,X
JSOZILT,O,O,O,X,X,X,X
JSOZLTI,O,O,O,X,X,X,O
JSOZLIT,O,O,O,X,X,X,X
JZTILSO,O,O,O,O,O,X,X
JZTILOS,X,X,X,O,O,X,X
JZTISLO,O,O,O,O,X,X,X
JZTISOL,O,O,X,O,X,X,X
JZTIOLS,X,X,X,O,O,X,X
JZTIOSL,X,X,X,O,X,X,X
JZTLISO,O,O,O,O,O,X,X
JZTLIOS,X,X,X,O,O,X,X
JZTLSIO,O,O,O,O,X,X,X
JZTLSOI,O,O,O,O,X,X,X
JZTLOIS,X,X,X,O,O,X,X
JZTLOSI,X,X,X,O,X,X,X
JZTSILO,O,O,O,O,X,X,X
JZTSIOL,O,O,X,O,X,X,X
JZTSLIO,O,O,O,O,X,X,X
JZTSLOI,O,O,O,O,X,X,X
JZTSOIL,O,O,X,O,X,X,X
JZTSOLI,O,O,X,O,X,X,X
JZTOILS,X,X,X,O,O,X,X
JZTOISL,X,X,X,O,X,X,X
JZTOLIS,X,X,X,O,O,X,X
JZTOLSI,X,X,X,O,X,X,X
JZTOSIL,X,X,X,O,X,X,X
JZTOSLI,X,X,X,O,X,X,X
JZITLSO,O,O,O,O,O,X,X
JZITLOS,X,X,X,O,O,X,X
JZITSLO,O,O,O,O,X,X,X
JZITSOL,O,O,X,O,X,X,X
JZITOLS,X,X,X,O,O,X,X
JZITOSL,X,X,X,O,X,X,X
JZILTSO,O,O,O,O,O,X,X
JZILTOS,X,X,X,O,O,X,X
JZILSTO,X,O,O,X,O,X,X
JZILSOT,X,O,O,X,O,X,X
JZILOTS,X,X,X,O,O,X,X
JZILOST,X,O,O,X,O,X,X
JZISTLO,O,O,O,O,X,X,X
JZISTOL,O,O,X,O,X,X,X
JZISLTO,O,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,X,O,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,X,X,X,O,O,X,X
JZIOTSL,X,X,X,O,X,X,X
JZIOLTS,X,X,X,O,O,X,X
JZIOLST,X,O,O,X,O,X,X
JZIOSTL,X,O,X,O,X,X,X
JZIOSLT,X,O,O,X,X,X,X
JZLTISO,O,O,O,O,O,X,X
JZLTIOS,X,X,X,O,O,X,X
JZLTSIO,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,X,X,X
JZLTOIS,X,X,X,O,O,X,X
JZLTOSI,X,X,X,O,X,X,X
JZLITSO,O,O,O,O,O,X,X
JZLITOS,X,X,X,O,O,X,X
JZLISTO,X,O,O,X,O,X,X
JZLISOT,X,O,O,X,O,X,X
JZLIOTS,X,X,X,O,O,X,X
JZLIOST,X,O,O,X,O,X,X
JZLSTIO,X,O,O,X,X,X,X
JZLSTOI,X,O,O,X,X,X,X
JZLSITO,X,O,O,X,X,X,X
JZLSIOT,X,O,O,X,X,X,X
JZLSOTI,X,O,O,X,X,X,O
JZLSOIT,X,O,O,X,X,X,X
JZLOTIS,X,X,O,O,O,X,X
JZLOTSI,X,X,O,O,X,X,X
JZLOITS,X,X,O,O,O,X,X
JZLOIST,X,O,O,X,O,X,X
JZLOSTI,X,O,O,X,X,X,O
JZLOSIT,X,O,O,X,X,X,X
JZSTILO,O,O,O,O,X,X,X
JZSTIOL,O,O,X,O,X,X,X
JZSTLIO,O,O,O,O,X,X,X
JZSTLOI,O,O,O,O,X,X,X
JZSTOIL,O,O,X,O,X,X,X
JZSTOLI,O,O,X,O,X,X,X
JZSITLO,O,O,O,O,X,X,X
JZSITOL,O,O,X,O,X,X,X
JZSILTO,O,O,O,X,X,X,X
JZSILOT,O,O,O,X,X,X,X
JZSIOTL,O,O,X,O,X,X,X
JZSIOLT,O,O,O,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X
JZSLITO,O,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X
JZSLOTI,O,O,O,X,X,X,O
JZSLOIT,O,O,O,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X
JZSOITL,O,O,O,O,X,X,X
JZSOILT,O,O,O,X,X,X,X
JZSOLTI,O,O,O,X,X,X,O
JZSOLIT,O,O,O,X,X,X,X
JZOTILS,X,X,O,O,O,X,X
JZOTISL,X,X,O,O,X,X,X
JZOTLIS,X,X,O,O,O,X,X
JZOTLSI,X,X,O,O,X,X,X
JZOTSIL,X,X,O,O,X,X,X
JZOTSLI,X,X,O,O,X,X,X
JZOITLS,X,X,O,O,O,X,X
JZOITSL,X,X,O,O,X,X,X
JZOILTS,X,X,O,O,O,X,X
JZOILST,X,O,O,X,O,X,X
JZOISTL,X,O,O,O,X,X,X
JZOISLT,X,O,O,X,X,X,X
JZOLTIS,X,X,O,O,O,X,X
JZOLTSI,X,X,O,O,X,X,X
JZOLITS,X,X,O,O,O,X,X
JZOLIST,X,O,O,X,O,X,X
JZOLSTI,X,O,O,X,X,X,O
JZOLSIT,X,O,O,X,X,X,X
JZOSTIL,X,O,O,O,X,X,X
JZOSTLI,X,O,O,O,X,X,X
JZOSITL,X,O,O,O,X,X,X
JZOSILT,X,O,O,X,X,X,X
JZOSLTI,X,O,O,X,X,X,O
JZOSLIT,X,O,O,X,X,X,X
JOTILSZ,X,X,O,O,O,O,X
JOTILZS,X,X,O,O,O,O,X
JOTISLZ,X,X,O,O,O,X,X
JOTISZL,X,X,O,O,X,X,X
JOTIZLS,X,X,O,O,O,X,X
JOTIZSL,X,X,O,O,X,X,X
JOTLISZ,X,X,O,O,O,O,X
JOTLIZS,X,X,O,O,O,O,X
JOTLSIZ,X,X,O,O,O,X,X
JOTLSZI,X,X,O,O,X,X,X
JOTLZIS,X,X,O,O,O,X,X
JOTLZSI,X,X,O,O,X,X,X
JOTSILZ,X,X,O,O,O,X,X
JOTSIZL,X,X,O,O,X,X,X
JOTSLIZ,X,X,O,O,O,X,X
JOTSLZI,X,X,O,O,X,X,X
JOTSZIL,X,X,O,O,X,X,X
JOTSZLI,X,X,O,O,X,X,X
JOTZILS,X,X,O,O,O,X,X
JOTZISL,X,X,O,O,X,X,X
JOTZLIS,X,X,O,O,O,X,X
JOTZLSI,X,X,O,O,X,X,X
JOTZSIL,X,X,O,O,X,X,X
JOTZSLI,X,X,O,O,X,X,X
JOITLSZ,X,X,O,O,O,O,X
JOITLZS,X,X,O,O,O,O,X
JOITSLZ,X,X,O,O,O,X,X
JOITSZL,X,X,O,O,X,X,X
JOITZLS,X,X,O,O,O,X,X
JOITZSL,X,X,O,O,X,X,X
JOILTSZ,X,X,O,O,O,O,X
JOILTZS,X,X,O,O,O,O,X
JOILSTZ,X,X,O,X,O,X,X
JOILSZT,X,X,O,X,O,X,X
JOILZTS,X,X,O,O,O,X,X
JOILZST,X,X,O,X,O,X,X
JOISTLZ,X,O,O,O,O,X,X
JOISTZL,X,O,O,O,X,X,X
JOISLTZ,X,O,O,X,O,X,X
JOISLZT,X,O,O,X,O,X,X
JOISZTL,X,O,O,O,X,X,X
JOISZLT,X,O,O,X,X,X,X
JOIZTLS,X,X,O,O,O,X,X
JOIZTSL,X,X,O,O,X,X,X
JOIZLTS,X,X,O,O,O,X,X
JOIZLST,X,O,O,X,O,X,X
JOIZSTL,X,O,O,O,X,X,X
JOIZSLT,X,O,O,X,X,X,X
JOLTISZ,X,X,O,O,O,O,X
JOLTIZS,X,X,O,O,O,O,X
JOLTSIZ,X,X,O,O,O,X,X
JOLTSZI,X,X,O,O,X,X,X
JOLTZIS,X,X,O,O,O,X,X
JOLTZSI,X,X,O,O,X,X,X
JOLITSZ,X,X,O,O,O,O,X
JOLITZS,X,X,O,O,O,O,X
JOLISTZ,X,X,O,X,O,X,X
JOLISZT,X,X,O,X,O,X,X
JOLIZTS,X,X,O,O,O,X,X
JOLIZST,X,X,O,X,O,X,X
JOLSTIZ,X,X,O,X,O,X,O
JOLSTZI,X,X,O,X,X,X,O
JOLSITZ,X,X,O,X,O,X,X
JOLSIZT,X,X,O,X,O,X,X
JOLSZTI,X,X,O,X,X,X,O
JOLSZIT,X,X,O,X,X,X,X
JOLZTIS,X,X,O,O,O,X,X
JOLZTSI,X,X,O,O,X,X,X
JOLZITS,X,X,O,O,O,X,X
JOLZIST,X,X,O,X,O,X,X
JOLZSTI,X,X,O,X,X,X,O
JOLZSIT,X,X,O,X,X,X,X
JOSTILZ,X,O,O,O,O,X,X
JOSTIZL,X,O,O,O,X,X,X
JOSTLIZ,X,O,O,O,O,X,X
JOSTLZI,X,O,O,O,X,X,X
JOSTZIL,X,O,O,O,X,X,X
JOSTZLI,X,O,O,O,X,X,X
JOSITLZ,X,O,O,O,O,X,X
JOSITZL,X,O,O,O,X,X,X
JOSILTZ,X,O,O,X,O,X,X
JOSILZT,X,O,O,X,O,X,X
JOSIZTL,X,O,O,O,X,X,X
JOSIZLT,X,O,O,X,X,X,X
JOSLTIZ,X,O,O,X,O,X,O
JOSLTZI,X,O,O,X,X,X,O
JOSLITZ,X,O,O,X,O,X,X
JOSLIZT,X,O,O,X,O,X,X
JOSLZTI,X,O,O,X,X,X,O
JOSLZIT,X,O,O,X,X,X,X
JOSZTIL,X,O,O,O,X,X,X
JOSZTLI,X,O,O,O,X,X,X
JOSZITL,X,O,O,O,X,X,X
JOSZILT,X,O,O,X,X,X,X
JOSZLTI,X,O,O,X,X,X,O
JOSZLIT,X,O,O,X,X,X,X
JOZTILS,X,X,O,O,O,X,X
JOZTISL,X,X,O,O,X,X,X
JOZTLIS,X,X,O,O,O,X,X
JOZTLSI,X,X,O,O,X,X,X
JOZTSIL,X,X,O,O,X,X,X
JOZTSLI,X,X,O,O,X,X,X
JOZITLS,X,X,O,O,O,X,X
JOZITSL,X,X,O,O,X,X,X
JOZILTS,X,X,O,O,O,X,X
JOZILST,X,O,O,X,O,X,X
JOZISTL,X,O,O,O,X,X,X
JOZISLT,X,O,O,X,X,X,X
JOZLTIS,X,X,O,O,O,X,X
JOZLTSI,X,X,O,O,X,X,X
JOZLITS,X,X,O,O,O,X,X
JOZLIST,X,O,O,X,O,X,X
JOZLSTI,X,O,O,X,X,X,O
JOZLSIT,X,O,O,X,X,X,X
JOZSTIL,X,O,O,O,X,X,X
JOZSTLI,X,O,O,O,X,X,X
JOZSITL,X,O,O,O,X,X,X
JOZSILT,X,O,O,X,X,X,X
JOZSLTI,X,O,O,X,X,X,O
JOZSLIT,X,O,O,X,X,X,X
STILJZO,O,O,X,X,O,X,X
STILJOZ,O,O,X,X,O,X,X
STILZJO,O,O,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,O,X
STILOZJ,O,O,X,X,X,O,X
STIJLZO,O,O,X,X,O,X,X
STIJLOZ,O,O,X,X,O,X,X
STIJZLO,O,O,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X
STIJOLZ,O,O,X,X,O,X,X
STIJOZL,O,O,X,X,X,X,X
STIZLJO,O,O,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X
STIOLJZ,O,O,X,X,X,O,X
STIOLZJ,O,O,X,X,X,O,X
STIOJLZ,O,O,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,X
STLIJOZ,O,O,X,X,O,X,X
STLIZJO,O,O,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X
STLIOJZ,O,O,X,X,X,O,X
STLIOZJ,O,O,X,X,X,O,X
STLJIZO,O,O,O,X,O,X,X
STLJIOZ,O,O,X,X,O,X,X
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X
STLJOZI,O,O,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X
STLZJOI,O,O,O,X,X,X,X
STLZOIJ,O,O,X,X,X,X,O
STLZOJI,O,O,O,X,X,X,O
STLOIJZ,O,O,X,X,X,O,O
STLOIZJ,O,O,X,X,X,O,O
STLOJIZ,O,O,O,X,O,X,O
STLOJZI,O,O,O,X,X,X,O
STLOZIJ,O,O,X,X,X,X,O
STLOZJI,O,O,O,X,X,X,O
STJILZO,O,O,O,O,O,X,X
STJILOZ,O,O,X,O,O,X,X
STJIZLO,O,O,O,O,X,X,X
STJIZOL,O,O,X,O,X,X,X
STJIOLZ,O,O,X,O,O,X,X
STJIOZL,O,O,X,O,X,X,X
STJLIZO,O,O,O,O,O,X,X
STJLIOZ,O,O,X,O,O,X,X
STJLZIO,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,X,X,X
STJLOIZ,O,O,X,O,O,X,X
STJLOZI,O,O,X,O,X,X,X
STJZILO,O,O,O,O,X,X,X
STJZIOL,O,O,X,O,X,X,X
STJZLIO,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,X,X,X
STJZOIL,O,O,X,O,X,X,X
STJZOLI,O,O,X,O,X,X,X
STJOILZ,O,O,X,O,O,X,X
STJOIZL,O,O,X,O,X,X,X
STJOLIZ,O,O,X,O,O,X,X
STJOLZI,O,O,X,O,X,X,X
STJOZIL,O,O,X,O,X,X,X
STJOZLI,O,O,X,O,X,X,X
STZILJO,O,O,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X
STZLJOI,O,O,O,X,X,X,X
STZLOIJ,O,O,X,X,X,X,O
STZLOJI,O,O,O,X,X,X,O
STZJILO,O,O,O,O,X,X,X
STZJIOL,O,O,X,O,X,X,X
STZJLIO,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,X,X,X
STZJOIL,O,O,X,O,X,X,X
STZJOLI,O,O,X,O,X,X,X
STZOILJ,O,O,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X
STZOLIJ,O,O,X,X,X,X,O
STZOLJI,O,O,O,X,X,X,O
STZOJIL,O,O,O,O,X,X,X
STZOJLI,O,O,O,O,X,X,X
STOILJZ,O,O,X,X,X,O,X
STOILZJ,O,O,X,X,X,O,X
STOIJLZ,O,O,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X
STOLIJZ,O,O,X,X,X,O,O
STOLIZJ,O,O,X,X,X,O,O
STOLJIZ,O,O,O,X,O,X,O
STOLJZI,O,O,O,X,X,X,O
STOLZIJ,O,O,X,X,X,X,O
STOLZJI,O,O,O,X,X,X,O
STOJILZ,O,O,O,O,O,X,X
STOJIZL,O,O,O,O,X,X,X
STOJLIZ,O,O,O,O,O,X,X
STOJLZI,O,O,O,O,X,X,X
STOJZIL,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,X,X,X
STOZILJ,O,O,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,O
STOZLJI,O,O,O,X,X,X,O
STOZJIL,O,O,O,O,X,X,X
STOZJLI,O,O,O,O,X,X,X
SITLJZO,O,O,X,X,O,X,X
SITLJOZ,O,O,X,X,O,X,X
SITLZJO,O,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X
SITLOZJ,O,O,X,X,X,O,X
SITJLZO,O,O,X,X,O,X,X
SITJLOZ,O,O,X,X,O,X,X
SITJZLO,O,O,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X
SITJOLZ,O,O,X,X,O,X,X
SITJOZL,O,O,X,X,X,X,X
SITZLJO,O,O,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X
SITOLJZ,O,O,X,X,X,O,X
SITOLZJ,O,O,X,X,X,O,X
SITOJLZ,O,O,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X
SILTJZO,O,O,X,X,O,X,X
SILTJOZ,O,O,X,X,O,X,X
SILTZJO,O,O,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,O,X
SILTOZJ,O,O,X,X,X,O,X
SILJTZO,O,O,O,X,O,X,X
SILJTOZ,O,O,X,X,O,X,X
SILJZTO,O,O,O,X,O,X,X
SILJZOT,O,O,O,X,O,X,X
SILJOTZ,O,O,X,X,O,X,X
SILJOZT,O,O,O,X,O,X,X
SILZTJO,O,O,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,O,X,X,X,X,O
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,O,O,X,X,X,O,O
SILOTZJ,O,O,X,X,X,O,O
SILOJTZ,O,O,O,X,X,X,X
SILOJZT,O,O,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X,O
SILOZJT,O,O,O,X,X,X,X
SIJTLZO,O,O,O,X,O,X,X
SIJTLOZ,O,O,X,X,O,X,X
SIJTZLO,O,O,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,O,X,X
SIJTOZL,O,O,X,X,X,X,X
SIJLTZO,O,O,O,X,O,X,X
SIJLTOZ,O,O,X,X,O,X,X
SIJLZTO,O,O,O,X,O,X,X
SIJLZOT,O,O,O,X,O,X,X
SIJLOTZ,O,O,X,X,O,X,X
SIJLOZT,O,O,O,X,O,X,X
SIJZTLO,O,O,O,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,X
SIJOLZT,O,O,O,X,O,X,X
SIJOZTL,O,O,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X
