sequence,v115@HhA8IeF8DeB8CeC8Lel/IvhF3gBzhBGjBxsByvBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFlgBfnBxiBznB+tByvB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziB5oBmsBcqBXrB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBzhBxsBftB6tB1vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFzgBfnBxiBStB2vBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFzgBfnB5oBatBlnB2vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziBxsBcqB+tBXrB,v115@HhA8IeF8DeB8CeC8Lel/IvhFRiBSoBUnBTtBmqB3qB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBfnBxiBCoBTtB1vB
LTSIOZJ,O,X,X,X,O,O,X,X,X
LTSJIZO,X,O,O,X,O,X,X,X,X
LTSJIOZ,X,X,O,X,O,X,X,X,X
LTSJZIO,X,O,X,X,O,X,X,X,X
LTSJZOI,X,O,X,X,O,X,X,X,X
LTSJOIZ,X,O,O,X,O,X,X,X,X
LTSJOZI,X,O,X,X,O,X,X,X,X
LTSZIJO,X,O,X,X,O,X,X,X,X
LTSZIOJ,X,X,X,X,O,O,X,X,X
LTSZJIO,X,O,X,X,O,X,X,X,X
LTSZJOI,X,O,X,X,O,X,X,X,X
LTSZOIJ,X,X,X,X,O,O,X,X,X
LTSZOJI,X,X,X,X,O,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,X,X
LTSOIZJ,O,X,X,X,O,O,X,X,X
LTSOJIZ,X,X,X,X,O,X,X,X,X
LTSOJZI,X,X,X,X,O,X,X,X,X
LTSOZIJ,X,X,X,X,O,O,X,X,X
LTSOZJI,X,X,X,X,O,X,X,X,X
LTZIJSO,X,X,O,X,X,X,O,X,X
LTZIJOS,X,X,O,X,X,X,O,X,X
LTZISJO,X,X,X,X,X,X,O,X,X
LTZISOJ,X,X,X,X,X,O,X,X,X
LTZIOJS,X,X,X,X,X,X,O,X,X
LTZIOSJ,X,X,X,X,X,O,X,X,X
LTZJISO,X,X,O,X,X,X,X,X,X
LTZJIOS,X,X,O,X,X,X,X,X,X
LTZJSIO,X,O,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,X,X,X,X
LTZJOIS,X,X,O,X,X,X,X,X,X
LTZJOSI,X,O,X,X,X,X,X,X,X
LTZSIJO,X,O,X,X,O,X,X,X,X
LTZSIOJ,X,X,X,X,O,O,X,X,X
LTZSJIO,X,O,X,X,O,X,X,X,X
LTZSJOI,X,O,X,X,O,X,X,X,X
LTZSOIJ,X,X,X,X,O,O,X,X,X
LTZSOJI,X,X,X,X,O,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,O,X
LTZOISJ,X,X,X,X,X,O,X,O,X
LTZOJIS,X,X,X,X,X,X,X,O,X
LTZOJSI,X,X,X,X,X,X,X,O,X
LTZOSIJ,X,X,X,X,O,O,X,O,X
LTZOSJI,X,X,X,X,O,X,X,O,X
LTOIJSZ,O,X,O,X,X,X,O,X,X
LTOIJZS,O,X,O,X,X,X,O,X,X
LTOISJZ,O,X,X,X,O,X,X,X,X
LTOISZJ,O,X,X,X,O,O,X,X,X
LTOIZJS,O,X,X,X,X,X,O,O,X
LTOIZSJ,O,X,X,X,X,O,X,O,X
LTOJISZ,X,X,O,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,O,X,X,X,X
LTOJSZI,X,X,X,X,O,X,X,X,X
LTOJZIS,X,X,O,X,X,X,X,O,X
LTOJZSI,X,X,X,X,X,X,X,O,X
LTOSIJZ,X,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,X,X,O,O,X,X,X
LTOSJIZ,X,X,X,X,O,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,X,X
LTOSZIJ,X,X,X,X,O,O,X,O,X
LTOSZJI,X,X,X,X,O,X,X,O,X
LTOZIJS,X,X,X,X,X,X,X,O,X
LTOZISJ,X,X,X,X,X,O,X,O,X
LTOZJIS,X,X,X,X,X,X,X,O,X
LTOZJSI,X,X,X,X,X,X,X,O,X
LTOZSIJ,X,X,X,X,O,O,X,O,X
LTOZSJI,X,X,X,X,O,X,X,O,X
LITJSZO,O,X,O,O,X,X,O,X,X
LITJSOZ,O,X,O,O,X,X,O,X,X
LITJZSO,O,X,O,O,X,X,O,X,X
LITJZOS,O,X,O,O,X,X,O,X,X
LITJOSZ,O,X,O,O,X,X,O,X,X
LITJOZS,O,X,O,O,X,X,O,X,X
LITSJZO,O,X,O,O,O,X,O,X,X
LITSJOZ,O,X,O,O,O,X,O,X,X
LITSZJO,O,X,X,O,O,X,O,X,X
LITSZOJ,O,X,X,O,O,O,X,X,X
LITSOJZ,O,X,X,O,O,X,X,X,X
LITSOZJ,O,X,X,O,X,O,X,X,X
LITZJSO,O,X,O,O,X,X,O,X,X
LITZJOS,O,X,O,O,X,X,O,X,X
LITZSJO,O,X,X,O,X,X,O,X,X
LITZSOJ,O,X,X,O,X,O,X,X,X
LITZOJS,O,X,X,O,X,X,O,X,X
LITZOSJ,O,X,X,O,X,O,X,X,X
LITOJSZ,O,X,O,O,X,X,O,X,X
LITOJZS,O,X,O,O,X,X,O,X,X
LITOSJZ,O,X,X,O,O,X,X,X,X
LITOSZJ,O,X,X,O,O,O,X,X,X
LITOZJS,O,X,X,O,X,X,O,X,X
LITOZSJ,O,X,X,O,X,O,X,X,X
LIJTSZO,O,X,O,X,X,X,O,X,X
LIJTSOZ,O,X,O,X,X,X,O,X,X
LIJTZSO,O,X,O,X,X,X,O,X,X
LIJTZOS,O,X,O,X,X,X,O,X,X
LIJTOSZ,O,X,O,X,X,X,O,X,X
LIJTOZS,O,X,O,X,X,X,O,X,X
LIJSTZO,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,X,O,X,X,X,O,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X
LIJSZOT,O,X,O,X,X,O,O,X,X
LIJSOTZ,O,X,O,X,X,X,O,X,X
LIJSOZT,O,X,O,X,X,O,O,X,X
LIJZTSO,O,X,O,X,X,X,O,X,X
LIJZTOS,O,X,O,X,X,X,O,X,X
LIJZSTO,O,X,O,X,X,X,O,X,X
LIJZSOT,O,X,O,X,X,O,O,X,X
LIJZOTS,O,X,O,X,X,X,O,X,X
LIJZOST,O,X,O,X,X,O,O,X,X
LIJOTSZ,O,X,O,X,X,X,O,X,X
LIJOTZS,O,X,O,X,X,X,O,X,X
LIJOSTZ,O,X,O,X,X,X,O,X,X
LIJOSZT,O,X,O,X,X,O,O,X,X
LIJOZTS,O,X,O,X,X,X,O,X,X
LIJOZST,O,X,O,X,X,O,O,X,X
LISTJZO,O,X,O,O,O,X,O,X,X
LISTJOZ,O,X,O,O,O,X,O,X,X
LISTZJO,O,X,X,O,O,X,O,X,X
LISTZOJ,O,X,X,O,O,O,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X
LISTOZJ,O,X,X,O,X,O,X,X,X
LISJTZO,O,X,O,O,O,X,O,X,X
LISJTOZ,O,X,O,O,O,X,O,X,X
LISJZTO,O,X,O,X,O,X,O,X,X
LISJZOT,O,X,O,O,O,O,O,X,X
LISJOTZ,O,X,O,O,O,X,O,X,X
LISJOZT,O,X,O,O,O,O,O,X,X
LISZTJO,O,X,X,O,O,X,O,X,X
LISZTOJ,O,X,X,O,O,O,X,X,X
LISZJTO,O,X,X,X,O,X,O,X,X
LISZJOT,O,X,X,O,O,O,O,X,X
LISZOTJ,O,X,X,O,O,O,X,X,X
LISZOJT,O,X,X,O,O,O,X,X,X
LISOTJZ,O,X,X,O,O,X,X,X,X
LISOTZJ,O,X,X,O,X,O,X,X,X
LISOJTZ,O,X,X,O,O,X,X,X,X
LISOJZT,O,X,X,O,O,O,X,X,X
LISOZTJ,O,X,X,O,X,O,X,X,X
LISOZJT,O,X,X,O,X,O,X,X,X
LIZTJSO,O,X,O,X,X,X,O,X,X
LIZTJOS,O,X,O,X,X,X,O,X,X
LIZTSJO,O,X,X,X,X,X,O,X,X
LIZTSOJ,O,X,X,X,X,O,X,X,X
LIZTOJS,O,X,X,X,X,X,O,X,X
LIZTOSJ,O,X,X,X,X,O,X,X,X
LIZJTSO,O,X,O,X,X,X,O,X,X
LIZJTOS,O,X,O,X,X,X,O,X,X
LIZJSTO,O,X,O,X,X,X,O,X,X
LIZJSOT,O,X,O,X,X,O,O,X,X
LIZJOTS,O,X,O,X,X,X,O,X,X
LIZJOST,O,X,O,X,X,O,O,X,X
LIZSTJO,O,X,X,X,X,X,O,X,X
LIZSTOJ,O,X,X,O,X,O,X,X,X
LIZSJTO,O,X,X,X,X,X,O,X,X
LIZSJOT,O,X,X,O,X,O,O,X,X
LIZSOTJ,O,X,X,O,X,O,X,X,X
LIZSOJT,O,X,X,O,X,O,X,X,X
LIZOTJS,O,X,X,O,X,X,O,X,X
LIZOTSJ,O,X,X,O,X,O,X,X,X
LIZOJTS,O,X,X,X,X,X,O,X,X
LIZOJST,O,X,X,X,X,O,O,X,X
LIZOSTJ,O,X,X,O,X,O,X,X,X
LIZOSJT,O,X,X,O,X,O,X,X,X
LIOTJSZ,O,X,O,O,X,X,O,X,X
LIOTJZS,O,X,O,O,X,X,O,X,X
LIOTSJZ,O,X,X,O,O,X,X,X,X
LIOTSZJ,O,X,X,O,O,O,X,X,X
LIOTZJS,O,X,X,O,X,X,O,X,X
LIOTZSJ,O,X,X,O,X,O,X,X,X
LIOJTSZ,O,X,O,X,X,X,O,X,X
LIOJTZS,O,X,O,X,X,X,O,X,X
LIOJSTZ,O,X,O,X,X,X,O,X,X
LIOJSZT,O,X,O,X,X,O,O,X,X
LIOJZTS,O,X,O,X,X,X,O,X,X
LIOJZST,O,X,O,X,X,O,O,X,X
LIOSTJZ,O,X,X,O,O,X,X,X,X
LIOSTZJ,O,X,X,O,O,O,X,X,X
LIOSJTZ,O,X,X,O,O,X,X,X,X
LIOSJZT,O,X,X,O,X,O,X,X,X
LIOSZTJ,O,X,X,O,O,O,X,X,X
LIOSZJT,O,X,X,O,O,O,X,X,X
LIOZTJS,O,X,X,O,X,X,O,X,X
LIOZTSJ,O,X,X,O,X,O,X,X,X
LIOZJTS,O,X,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,O,O,X,X
LIOZSTJ,O,X,X,O,X,O,X,X,X
LIOZSJT,O,X,X,O,X,O,X,X,X
LJTISZO,X,X,O,X,X,X,O,X,X
LJTISOZ,X,X,O,X,X,X,O,X,X
LJTIZSO,X,X,O,X,X,X,O,X,X
LJTIZOS,X,X,O,X,X,X,O,X,X
LJTIOSZ,X,X,O,X,X,X,O,X,X
LJTIOZS,X,X,O,X,X,X,O,X,X
LJTSIZO,X,O,O,X,O,X,X,X,X
LJTSIOZ,X,X,O,X,O,X,X,X,X
LJTSZIO,X,O,X,X,O,X,X,X,X
LJTSZOI,X,O,X,X,O,X,X,X,X
LJTSOIZ,X,O,O,X,O,X,X,X,X
LJTSOZI,X,O,X,X,O,X,X,X,X
LJTZISO,X,X,O,X,X,X,X,X,X
LJTZIOS,X,X,O,X,X,X,X,X,X
LJTZSIO,X,O,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,X,X,X,X,X
LJTZOIS,X,X,O,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,O,O,X,O,X,X,X,X
LJTOSZI,X,O,X,X,O,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,O,X,X,X,O,X,X
LJITSOZ,X,X,O,X,X,X,O,X,X
LJITZSO,X,X,O,X,X,X,O,X,X
LJITZOS,X,X,O,X,X,X,O,X,X
LJITOSZ,X,X,O,X,X,X,O,X,X
LJITOZS,X,X,O,X,X,X,O,X,X
LJISTZO,X,X,O,X,X,X,O,X,X
LJISTOZ,X,X,O,X,X,X,O,X,X
LJISZTO,X,X,O,X,X,X,O,X,X
LJISZOT,X,X,O,X,X,O,O,X,X
LJISOTZ,X,X,O,X,X,X,O,X,X
LJISOZT,X,X,O,X,X,O,O,X,X
LJIZTSO,X,X,O,X,X,X,O,X,X
LJIZTOS,X,X,O,X,X,X,O,X,X
LJIZSTO,X,X,O,X,X,X,O,X,X
LJIZSOT,X,X,O,X,X,O,O,X,X
LJIZOTS,X,X,O,X,X,X,O,X,X
LJIZOST,X,X,O,X,X,O,O,X,X
LJIOTSZ,X,X,O,X,X,X,O,X,X
LJIOTZS,X,X,O,X,X,X,O,X,X
LJIOSTZ,X,X,O,X,X,X,O,X,X
LJIOSZT,X,X,O,X,X,O,O,X,X
LJIOZTS,X,X,O,X,X,X,O,X,X
LJIOZST,X,X,O,X,X,O,O,X,X
LJSTIZO,X,O,O,X,O,X,X,X,X
LJSTIOZ,X,X,O,X,O,X,X,X,X
LJSTZIO,X,O,X,X,O,X,X,X,X
LJSTZOI,X,O,X,X,O,X,X,X,X
LJSTOIZ,X,O,O,X,O,X,X,X,X
LJSTOZI,X,O,X,X,O,X,X,X,X
LJSITZO,X,O,O,X,O,X,X,X,X
LJSITOZ,X,X,O,X,O,X,X,X,X
LJSIZTO,X,O,O,X,O,X,X,X,X
LJSIZOT,X,X,O,X,O,O,X,X,X
LJSIOTZ,X,X,O,X,O,X,X,X,X
LJSIOZT,X,X,O,X,O,O,X,X,X
LJSZTIO,X,O,X,X,O,X,X,X,X
LJSZTOI,X,O,X,X,O,X,X,X,X
LJSZITO,X,O,X,X,O,X,X,X,X
LJSZIOT,X,X,X,X,O,O,X,X,X
LJSZOTI,X,O,X,X,O,X,X,X,X
LJSZOIT,X,O,X,X,O,O,X,X,X
LJSOTIZ,X,O,O,X,O,X,X,X,X
LJSOTZI,X,O,X,X,O,X,X,X,X
LJSOITZ,X,O,O,X,O,X,X,X,X
LJSOIZT,X,O,O,X,O,O,X,X,X
LJSOZTI,X,O,X,X,O,X,X,X,X
LJSOZIT,X,O,X,X,O,O,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X
LJZTIOS,X,X,O,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,X,X
LJZTSOI,X,O,X,X,X,X,X,X,X
LJZTOIS,X,X,O,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,X
LJZITOS,X,X,O,X,X,X,X,X,X
LJZISTO,X,X,O,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,O,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,O,X,X,X
LJZSTIO,X,O,X,X,X,X,X,X,X
LJZSTOI,X,O,X,X,X,X,X,X,X
LJZSITO,X,O,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,O,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,O,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,O,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,O,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,O,X,X,X,X
LJOTSZI,X,O,X,X,O,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,O,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,O,X,X,X
LJOSTIZ,X,O,O,X,O,X,X,X,X
LJOSTZI,X,O,X,X,O,X,X,X,X
LJOSITZ,X,O,O,X,O,X,X,X,X
LJOSIZT,X,O,O,X,X,O,X,X,X
LJOSZTI,X,O,X,X,O,X,X,X,X
LJOSZIT,X,O,X,X,O,O,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,O,X,X,X
LJOZSTI,X,O,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,O,X,X,X
LSTIJZO,X,X,O,X,O,X,O,X,X
LSTIJOZ,X,X,O,X,O,X,O,X,X
LSTIZJO,O,O,X,X,O,X,O,X,X
LSTIZOJ,O,X,X,X,O,O,X,X,X
LSTIOJZ,X,X,X,X,O,X,X,X,X
LSTIOZJ,O,X,X,X,O,O,X,X,X
LSTJIZO,X,O,O,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,O,X,X,X,X
LSTJZIO,X,O,X,X,O,X,X,X,X
LSTJZOI,X,O,X,X,O,X,X,X,X
LSTJOIZ,X,O,O,X,O,X,X,X,X
LSTJOZI,X,O,X,X,O,X,X,X,X
LSTZIJO,X,O,X,X,O,X,X,X,X
LSTZIOJ,X,X,X,X,O,O,X,X,X
LSTZJIO,X,O,X,X,O,X,X,X,X
LSTZJOI,X,O,X,X,O,X,X,X,X
LSTZOIJ,X,X,X,X,O,O,X,X,X
LSTZOJI,X,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,X,O,X,X,X,X
LSTOIZJ,O,X,X,X,O,O,X,X,X
LSTOJIZ,X,X,X,X,O,X,X,X,X
LSTOJZI,X,X,X,X,O,X,X,X,X
LSTOZIJ,X,X,X,X,O,O,X,X,X
LSTOZJI,X,X,X,X,O,X,X,X,X
LSITJZO,X,X,O,X,O,X,O,X,X
LSITJOZ,X,X,O,X,O,X,O,X,X
LSITZJO,O,O,X,X,O,X,O,X,X
LSITZOJ,O,X,X,X,O,O,X,X,X
LSITOJZ,X,X,X,X,O,X,X,X,X
LSITOZJ,O,X,X,X,O,O,X,X,X
LSIJTZO,X,X,O,X,O,X,O,X,X
LSIJTOZ,X,X,O,X,O,X,O,X,X
LSIJZTO,X,X,O,X,O,X,O,X,X
LSIJZOT,X,X,O,X,O,O,O,X,X
LSIJOTZ,X,X,O,X,O,X,O,X,X
LSIJOZT,X,X,O,X,O,O,O,X,X
LSIZTJO,O,O,X,X,O,X,O,X,X
LSIZTOJ,O,X,X,X,O,O,X,X,X
LSIZJTO,O,X,X,X,O,X,O,X,X
LSIZJOT,O,X,X,X,O,O,O,X,X
LSIZOTJ,O,X,X,X,O,O,X,X,X
LSIZOJT,O,X,X,X,O,O,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,O,O,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,X,X
LSIOJZT,X,X,X,X,O,O,X,X,X
LSIOZTJ,O,X,X,X,X,O,X,X,X
LSIOZJT,O,X,X,X,X,O,X,X,X
LSJTIZO,X,O,O,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,X,X,X
LSJTZIO,X,O,X,X,O,X,X,X,X
LSJTZOI,X,O,X,X,O,X,X,X,X
LSJTOIZ,X,O,O,X,O,X,X,X,X
LSJTOZI,X,O,X,X,O,X,X,X,X
LSJITZO,X,O,O,X,O,X,X,X,X
LSJITOZ,X,X,O,X,O,X,X,X,X
LSJIZTO,X,O,O,X,O,X,X,X,X
LSJIZOT,X,X,O,X,O,O,X,X,X
LSJIOTZ,X,X,O,X,O,X,X,X,X
LSJIOZT,X,X,O,X,O,O,X,X,X
LSJZTIO,X,O,X,X,O,X,X,X,X
LSJZTOI,X,O,X,X,O,X,X,X,X
LSJZITO,X,O,X,X,O,X,X,X,X
LSJZIOT,X,X,X,X,O,O,X,X,X
LSJZOTI,X,O,X,X,O,X,X,X,X
LSJZOIT,X,O,X,X,O,O,X,X,X
LSJOTIZ,X,O,O,X,O,X,X,X,X
LSJOTZI,X,O,X,X,O,X,X,X,X
LSJOITZ,X,O,O,X,O,X,X,X,X
LSJOIZT,X,O,O,X,O,O,X,X,X
LSJOZTI,X,O,X,X,O,X,X,X,X
LSJOZIT,X,O,X,X,O,O,X,X,X
LSZTIJO,X,O,X,X,O,X,X,X,X
LSZTIOJ,X,X,X,X,O,O,X,X,X
LSZTJIO,X,O,X,X,O,X,X,X,X
LSZTJOI,X,O,X,X,O,X,X,X,X
LSZTOIJ,X,X,X,X,O,O,X,X,X
LSZTOJI,X,X,X,X,O,X,X,X,X
LSZITJO,X,O,X,X,O,X,X,X,X
LSZITOJ,X,X,X,X,O,O,X,X,X
LSZIJTO,X,X,X,X,O,X,X,X,X
LSZIJOT,X,X,X,X,O,O,X,X,X
LSZIOTJ,X,X,X,X,O,O,X,X,X
LSZIOJT,X,X,X,X,O,O,X,X,X
LSZJTIO,X,O,X,X,O,X,X,X,X
LSZJTOI,X,O,X,X,O,X,X,X,X
LSZJITO,X,O,X,X,O,X,X,X,X
LSZJIOT,X,X,X,X,O,O,X,X,X
LSZJOTI,X,O,X,X,O,X,X,X,X
LSZJOIT,X,O,X,X,O,O,X,X,X
LSZOTIJ,X,X,X,X,O,O,X,X,O
LSZOTJI,X,X,X,X,O,X,X,X,O
LSZOITJ,X,X,X,X,O,O,X,X,O
LSZOIJT,X,X,X,X,O,O,X,X,O
LSZOJTI,X,X,X,X,O,X,X,X,O
LSZOJIT,X,X,X,X,O,O,X,X,O
LSOTIJZ,X,X,X,X,O,X,X,X,O
LSOTIZJ,O,X,X,X,O,O,X,X,O
LSOTJIZ,X,X,X,X,O,X,X,X,O
LSOTJZI,X,X,X,X,O,X,X,X,O
LSOTZIJ,X,X,X,X,O,O,X,X,O
LSOTZJI,X,X,X,X,O,X,X,X,O
LSOITJZ,X,X,X,X,O,X,X,X,O
LSOITZJ,O,X,X,X,O,O,X,X,O
LSOIJTZ,X,X,X,X,O,X,X,X,O
LSOIJZT,X,X,X,X,O,O,X,X,O
LSOIZTJ,O,X,X,X,O,O,X,X,O
LSOIZJT,O,X,X,X,O,O,X,X,O
LSOJTIZ,X,X,X,X,O,X,X,X,O
LSOJTZI,X,X,X,X,O,X,X,X,O
LSOJITZ,X,X,X,X,O,X,X,X,O
LSOJIZT,X,X,X,X,O,O,X,X,O
LSOJZTI,X,X,X,X,O,X,X,X,O
LSOJZIT,X,X,X,X,O,O,X,X,O
LSOZTIJ,X,X,X,X,O,O,X,X,O
LSOZTJI,X,X,X,X,O,X,X,X,O
LSOZITJ,X,X,X,X,O,O,X,X,O
LSOZIJT,X,X,X,X,O,O,X,X,O
LSOZJTI,X,X,X,X,O,X,X,X,O
LSOZJIT,X,X,X,X,O,O,X,X,O
LZTIJSO,X,X,O,X,X,X,O,X,X
LZTIJOS,X,X,O,X,X,X,O,X,X
LZTISJO,X,X,X,X,X,X,O,X,X
LZTISOJ,X,X,X,X,X,O,X,X,X
LZTIOJS,X,X,X,X,X,X,O,X,X
LZTIOSJ,X,X,X,X,X,O,X,X,X
LZTJISO,X,X,O,X,X,X,X,X,X
LZTJIOS,X,X,O,X,X,X,X,X,X
LZTJSIO,X,O,X,X,X,X,X,X,X
LZTJSOI,X,O,X,X,X,X,X,X,X
LZTJOIS,X,X,O,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X,X
LZTSIJO,X,O,X,X,O,X,X,X,X
LZTSIOJ,X,X,X,X,O,O,X,X,X
LZTSJIO,X,O,X,X,O,X,X,X,X
LZTSJOI,X,O,X,X,O,X,X,X,X
LZTSOIJ,X,X,X,X,O,O,X,X,X
LZTSOJI,X,X,X,X,O,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,O,X
LZTOISJ,X,X,X,X,X,O,X,O,X
LZTOJIS,X,X,X,X,X,X,X,O,X
LZTOJSI,X,X,X,X,X,X,X,O,X
LZTOSIJ,X,X,X,X,O,O,X,O,X
LZTOSJI,X,X,X,X,O,X,X,O,X
LZITJSO,X,X,O,X,X,X,O,X,X
LZITJOS,X,X,O,X,X,X,O,X,X
LZITSJO,X,X,X,X,X,X,O,X,X
LZITSOJ,X,X,X,X,X,O,X,X,X
LZITOJS,X,X,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,X,O,X,X,X
LZIJTSO,X,X,O,X,X,X,O,X,X
LZIJTOS,X,X,O,X,X,X,O,X,X
LZIJSTO,X,X,O,X,X,X,O,X,X
LZIJSOT,X,X,O,X,X,O,O,X,X
LZIJOTS,X,X,O,X,X,X,O,X,X
LZIJOST,X,X,O,X,X,O,O,X,X
LZISTJO,X,X,X,X,X,X,O,X,X
LZISTOJ,X,X,X,O,X,O,X,X,X
LZISJTO,X,X,X,X,X,X,O,X,X
LZISJOT,X,X,X,O,X,O,O,X,X
LZISOTJ,X,X,X,O,X,O,X,X,X
LZISOJT,X,X,X,O,X,O,X,X,X
LZIOTJS,X,X,X,O,X,X,O,X,X
LZIOTSJ,X,X,X,O,X,O,X,X,X
LZIOJTS,X,X,X,X,X,X,O,X,X
LZIOJST,X,X,X,X,X,O,O,X,X
LZIOSTJ,X,X,X,O,X,O,X,X,X
LZIOSJT,X,X,X,O,X,O,X,X,X
LZJTISO,X,X,O,X,X,X,X,X,X
LZJTIOS,X,X,O,X,X,X,X,X,X
LZJTSIO,X,O,X,X,X,X,X,X,X
LZJTSOI,X,O,X,X,X,X,X,X,X
LZJTOIS,X,X,O,X,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X,X
LZJITSO,X,X,O,X,X,X,X,X,X
LZJITOS,X,X,O,X,X,X,X,X,X
LZJISTO,X,X,O,X,X,X,X,X,X
LZJISOT,X,X,O,X,X,O,X,X,X
LZJIOTS,X,X,O,X,X,X,X,X,X
LZJIOST,X,X,O,X,X,O,X,X,X
LZJSTIO,X,O,X,X,X,X,X,X,X
LZJSTOI,X,O,X,X,X,X,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,X
LZJSIOT,X,X,X,X,X,O,X,X,X
LZJSOTI,X,O,X,X,X,X,X,X,X
LZJSOIT,X,O,X,X,X,O,X,X,X
LZJOTIS,X,X,O,X,X,X,X,X,X
LZJOTSI,X,O,X,X,X,X,X,X,X
LZJOITS,X,X,O,X,X,X,X,X,X
LZJOIST,X,X,O,X,X,O,X,X,X
LZJOSTI,X,O,X,X,X,X,X,X,X
LZJOSIT,X,O,X,X,X,O,X,X,X
LZSTIJO,X,O,X,X,O,X,X,X,X
LZSTIOJ,X,X,X,X,O,O,X,X,X
LZSTJIO,X,O,X,X,O,X,X,X,X
LZSTJOI,X,O,X,X,O,X,X,X,X
LZSTOIJ,X,X,X,X,O,O,X,X,X
LZSTOJI,X,X,X,X,O,X,X,X,X
LZSITJO,X,O,X,X,O,X,X,X,X
LZSITOJ,X,X,X,X,O,O,X,X,X
LZSIJTO,X,X,X,X,O,X,X,X,X
LZSIJOT,X,X,X,X,O,O,X,X,X
LZSIOTJ,X,X,X,X,O,O,X,X,X
LZSIOJT,X,X,X,X,O,O,X,X,X
LZSJTIO,X,O,X,X,O,X,X,X,X
LZSJTOI,X,O,X,X,O,X,X,X,X
LZSJITO,X,O,X,X,O,X,X,X,X
LZSJIOT,X,X,X,X,O,O,X,X,X
LZSJOTI,X,O,X,X,O,X,X,X,X
LZSJOIT,X,O,X,X,O,O,X,X,X
LZSOTIJ,X,X,X,X,O,O,X,X,O
LZSOTJI,X,X,X,X,O,X,X,X,O
LZSOITJ,X,X,X,X,O,O,X,X,O
LZSOIJT,X,X,X,X,O,O,X,X,O
LZSOJTI,X,X,X,X,O,X,X,X,O
