sequence,v115@NhA8HeC8BeA8BeG8Jei/IvhFRhBziB+oBFlBXmB0pB,v115@NhA8HeC8BeA8BeG8JeKEJvhFzfBRhBGjBFmBUoBXqB,v115@NhA8HeC8BeA8BeG8JeKEJvhFRhBGjBFlBXmBUoBzpB,v115@NhA8HeC8BeA8BeG8Jex/IvhFlhBSoBTkBmlBUoBXqB,v115@NhA8HeC8BeA8BeG8JeOEJvhFlhBfoB6oBRlB0lBzpB,v115@NhA8HeC8BeA8BeG8JelAJvhF3hBziB+oBikBRqB0pB
SZLTOJI,O,O,O,X,O,X
SZLITJO,O,O,O,X,X,X
SZLITOJ,O,O,O,X,X,X
SZLIJTO,O,O,O,X,X,X
SZLIJOT,O,O,O,X,X,X
SZLIOTJ,X,O,O,X,X,X
SZLIOJT,O,O,O,X,X,X
SZLJTIO,O,O,O,X,X,X
SZLJTOI,O,O,O,O,O,O
SZLJITO,O,O,O,X,X,X
SZLJIOT,O,O,O,X,X,X
SZLJOTI,O,O,O,O,O,O
SZLJOIT,O,O,O,O,O,X
SZLOTIJ,X,O,O,X,O,X
SZLOTJI,X,O,O,X,O,X
SZLOITJ,X,O,O,X,O,X
SZLOIJT,O,O,O,O,O,X
SZLOJTI,O,O,O,O,O,X
SZLOJIT,O,O,O,O,O,X
SZJTILO,O,O,O,X,X,O
SZJTIOL,O,O,X,X,X,O
SZJTLIO,O,O,O,X,X,X
SZJTLOI,O,O,O,O,O,O
SZJTOIL,O,O,X,O,O,O
SZJTOLI,O,O,X,O,O,O
SZJITLO,O,O,O,X,X,O
SZJITOL,O,O,X,X,X,O
SZJILTO,O,O,O,X,X,O
SZJILOT,O,O,O,X,X,O
SZJIOTL,O,X,X,X,X,O
SZJIOLT,O,O,O,X,X,O
SZJLTIO,O,O,O,X,X,X
SZJLTOI,O,O,O,O,O,O
SZJLITO,O,O,O,X,X,X
SZJLIOT,O,O,O,X,X,X
SZJLOTI,O,O,O,O,O,O
SZJLOIT,O,O,O,O,O,X
SZJOTIL,O,O,X,O,O,O
SZJOTLI,O,O,X,O,O,O
SZJOITL,O,X,X,O,O,O
SZJOILT,O,O,O,O,O,O
SZJOLTI,O,O,O,O,O,O
SZJOLIT,O,O,O,O,O,X
SZOTILJ,O,O,X,X,O,X
SZOTIJL,O,O,X,X,O,X
SZOTLIJ,O,O,X,X,O,X
SZOTLJI,O,O,X,X,O,X
SZOTJIL,O,O,X,X,O,X
SZOTJLI,O,O,X,X,O,X
SZOITLJ,O,X,X,X,O,X
SZOITJL,O,X,X,X,O,X
SZOILTJ,X,O,O,X,O,X
SZOILJT,O,O,O,O,O,X
SZOIJTL,O,X,X,O,O,X
SZOIJLT,O,O,O,O,O,X
SZOLTIJ,X,O,O,X,O,X
SZOLTJI,X,O,O,X,O,X
SZOLITJ,X,O,O,X,O,X
SZOLIJT,O,O,O,O,O,X
SZOLJTI,O,O,O,O,O,X
SZOLJIT,O,O,O,O,O,X
SZOJTIL,O,O,X,O,O,X
SZOJTLI,O,O,X,O,O,X
SZOJITL,O,X,X,O,O,X
SZOJILT,O,O,O,O,O,X
SZOJLTI,O,O,O,O,O,X
SZOJLIT,O,O,O,O,O,X
SOTILJZ,O,O,X,O,O,O
SOTILZJ,X,O,X,X,O,X
SOTIJLZ,O,X,X,O,O,O
SOTIJZL,O,X,X,O,O,O
SOTIZLJ,X,O,X,X,O,X
SOTIZJL,X,O,X,X,O,X
SOTLIJZ,O,O,X,O,O,X
SOTLIZJ,X,O,X,X,O,X
SOTLJIZ,O,O,X,O,O,O
SOTLJZI,O,O,X,O,O,O
SOTLZIJ,X,O,X,X,O,X
SOTLZJI,X,O,X,X,O,X
SOTJILZ,O,X,X,O,O,O
SOTJIZL,O,X,X,O,O,O
SOTJLIZ,O,X,X,O,O,O
SOTJLZI,O,X,X,O,O,O
SOTJZIL,O,X,X,O,O,O
SOTJZLI,O,X,X,O,O,O
SOTZILJ,X,O,X,X,O,X
SOTZIJL,X,O,X,X,O,X
SOTZLIJ,X,O,X,X,O,X
SOTZLJI,X,O,X,X,O,X
SOTZJIL,X,O,X,X,O,X
SOTZJLI,X,O,X,X,O,X
SOITLJZ,O,X,X,O,O,O
SOITLZJ,X,X,X,X,O,X
SOITJLZ,O,X,X,O,O,O
SOITJZL,O,X,X,O,O,O
SOITZLJ,X,X,X,X,O,X
SOITZJL,X,X,X,X,O,X
SOILTJZ,X,X,X,O,O,O
SOILTZJ,X,O,O,X,O,X
SOILJTZ,X,X,X,O,O,O
SOILJZT,X,O,X,O,O,O
SOILZTJ,X,O,O,X,O,X
SOILZJT,X,O,O,O,O,X
SOIJTLZ,O,X,X,O,O,O
SOIJTZL,O,X,X,O,O,O
SOIJLTZ,O,X,X,O,O,O
SOIJLZT,O,X,X,O,O,O
SOIJZTL,O,X,X,O,O,O
SOIJZLT,O,X,X,O,O,O
SOIZTLJ,O,X,X,X,O,X
SOIZTJL,O,X,X,X,O,X
SOIZLTJ,X,O,O,X,O,X
SOIZLJT,O,O,O,O,O,X
SOIZJTL,O,X,X,O,O,X
SOIZJLT,O,O,O,O,O,X
SOLTIJZ,X,O,X,O,O,X
SOLTIZJ,X,O,O,X,O,X
SOLTJIZ,X,O,X,O,O,O
SOLTJZI,X,O,X,O,O,O
SOLTZIJ,X,O,O,X,O,X
SOLTZJI,X,O,O,X,O,X
SOLITJZ,X,O,X,O,O,X
SOLITZJ,X,O,O,X,O,X
SOLIJTZ,X,X,X,O,O,X
SOLIJZT,X,O,X,O,O,X
SOLIZTJ,X,O,O,X,O,X
SOLIZJT,X,O,O,O,O,X
SOLJTIZ,X,O,X,O,O,O
SOLJTZI,X,O,X,O,O,O
SOLJITZ,X,X,X,O,O,O
SOLJIZT,X,O,X,O,O,X
SOLJZTI,X,O,X,O,O,O
SOLJZIT,X,O,X,O,O,X
SOLZTIJ,X,O,O,X,O,X
SOLZTJI,X,O,O,X,O,X
SOLZITJ,X,O,O,X,O,X
SOLZIJT,X,O,O,O,O,X
SOLZJTI,X,O,O,O,O,X
SOLZJIT,X,O,O,O,O,X
SOJTILZ,O,X,X,O,O,O
SOJTIZL,O,X,X,O,O,O
SOJTLIZ,O,X,X,O,O,O
SOJTLZI,O,X,X,O,O,O
SOJTZIL,O,X,X,O,O,O
SOJTZLI,O,X,X,O,O,O
SOJITLZ,O,X,X,O,O,O
SOJITZL,O,X,X,O,O,O
SOJILTZ,O,X,X,O,O,O
SOJILZT,O,X,X,O,O,O
SOJIZTL,O,X,X,O,O,O
SOJIZLT,O,X,X,O,O,O
SOJLTIZ,O,X,X,O,O,O
SOJLTZI,O,X,X,O,O,O
SOJLITZ,O,X,X,O,O,O
SOJLIZT,O,X,X,O,O,O
SOJLZTI,O,X,X,O,O,O
SOJLZIT,O,X,X,O,O,X
SOJZTIL,O,X,X,O,O,O
SOJZTLI,O,X,X,O,O,O
SOJZITL,O,X,X,O,O,O
SOJZILT,O,X,X,O,O,O
SOJZLTI,O,X,X,O,O,O
SOJZLIT,O,X,X,O,O,X
SOZTILJ,O,O,X,X,O,X
SOZTIJL,O,O,X,X,O,X
SOZTLIJ,O,O,X,X,O,X
SOZTLJI,O,O,X,X,O,X
SOZTJIL,O,O,X,X,O,X
SOZTJLI,O,O,X,X,O,X
SOZITLJ,O,X,X,X,O,X
SOZITJL,O,X,X,X,O,X
SOZILTJ,X,O,O,X,O,X
SOZILJT,O,O,O,O,O,X
SOZIJTL,O,X,X,O,O,X
SOZIJLT,O,O,O,O,O,X
SOZLTIJ,X,O,O,X,O,X
SOZLTJI,X,O,O,X,O,X
SOZLITJ,X,O,O,X,O,X
SOZLIJT,O,O,O,O,O,X
SOZLJTI,O,O,O,O,O,X
SOZLJIT,O,O,O,O,O,X
SOZJTIL,O,O,X,O,O,X
SOZJTLI,O,O,X,O,O,X
SOZJITL,O,X,X,O,O,X
SOZJILT,O,O,O,O,O,X
SOZJLTI,O,O,O,O,O,X
SOZJLIT,O,O,O,O,O,X
ZTILJSO,O,O,O,X,X,X
ZTILJOS,O,O,X,X,X,X
ZTILSJO,O,O,O,X,X,X
ZTILSOJ,O,O,O,X,X,X
ZTILOJS,O,O,X,X,X,X
ZTILOSJ,X,O,X,X,X,X
ZTIJLSO,O,O,O,X,X,X
ZTIJLOS,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,X
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,O,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,O,O,O,X,X,X
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,X,X,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,O,X,X,X,X
ZTIOLSJ,X,O,X,X,X,X
ZTIOJLS,O,O,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,X,O,X,X,X,X
ZTIOSJL,X,O,X,X,X,X
ZTLIJSO,O,O,O,X,X,X
ZTLIJOS,O,O,X,X,X,X
ZTLISJO,O,O,O,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,O,O,X,X,X,X
ZTLIOSJ,X,O,X,X,X,X
ZTLJISO,O,O,O,X,X,X
ZTLJIOS,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X
ZTLJOIS,O,O,X,O,X,X
ZTLJOSI,O,O,O,O,X,X
ZTLSIJO,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,X,X
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,O,X,X,X
ZTLOIJS,O,O,X,X,X,X
ZTLOISJ,X,O,X,X,X,X
ZTLOJIS,O,O,X,O,X,X
ZTLOJSI,O,O,O,O,X,X
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,X
ZTJILSO,O,O,O,X,X,X
ZTJILOS,O,O,X,X,X,X
ZTJISLO,O,O,O,X,X,X
ZTJISOL,O,O,X,X,X,X
ZTJIOLS,O,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,O,O,O,X,X,X
ZTJLIOS,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,X,X
ZTJLOIS,O,O,X,O,X,X
ZTJLOSI,O,O,O,O,X,X
ZTJSILO,O,O,O,X,X,X
ZTJSIOL,O,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,O,X
ZTJSOIL,O,O,X,O,O,X
ZTJSOLI,O,O,X,O,O,X
ZTJOILS,O,O,X,O,X,X
ZTJOISL,O,O,X,X,O,X
ZTJOLIS,O,O,X,O,X,X
ZTJOLSI,O,O,X,O,X,X
ZTJOSIL,O,O,X,X,O,X
ZTJOSLI,O,O,X,X,O,X
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,X
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,O,X
ZTSLOIJ,O,O,O,X,O,X
ZTSLOJI,O,O,O,X,O,X
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,O,O,X,X,X,X
ZTSJLIO,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,O,X
ZTSJOIL,O,O,X,O,O,X
ZTSJOLI,O,O,X,O,O,X
ZTSOILJ,O,O,X,X,O,X
ZTSOIJL,O,O,X,X,O,X
ZTSOLIJ,O,O,X,X,O,X
ZTSOLJI,O,O,X,X,O,X
ZTSOJIL,O,O,X,X,O,X
ZTSOJLI,O,O,X,X,O,X
ZTOILJS,O,O,X,X,X,X
ZTOILSJ,X,O,X,X,X,X
ZTOIJLS,O,O,X,X,X,X
ZTOIJSL,O,O,X,X,O,X
ZTOISLJ,X,O,X,X,O,X
ZTOISJL,X,O,X,X,O,X
ZTOLIJS,O,O,X,X,X,X
ZTOLISJ,X,O,X,X,X,X
ZTOLJIS,O,O,X,O,X,X
ZTOLJSI,O,O,X,O,X,X
ZTOLSIJ,O,O,X,X,X,X
ZTOLSJI,O,O,X,X,X,X
ZTOJILS,O,O,X,O,X,X
ZTOJISL,O,O,X,X,O,X
ZTOJLIS,O,O,X,O,X,X
ZTOJLSI,O,O,X,O,X,X
ZTOJSIL,O,O,X,X,O,X
ZTOJSLI,O,O,X,X,O,X
ZTOSILJ,O,O,X,X,O,X
ZTOSIJL,O,O,X,X,O,X
ZTOSLIJ,O,O,X,X,O,X
ZTOSLJI,O,O,X,X,O,X
ZTOSJIL,O,O,X,X,O,X
ZTOSJLI,O,O,X,X,O,X
ZITLJSO,O,O,O,X,X,O
ZITLJOS,O,O,X,X,X,O
ZITLSJO,O,O,O,X,X,O
ZITLSOJ,O,O,O,X,X,X
ZITLOJS,O,O,X,X,X,X
ZITLOSJ,X,O,X,X,X,X
ZITJLSO,O,O,O,X,X,O
ZITJLOS,O,O,X,X,X,O
ZITJSLO,O,O,O,X,X,O
ZITJSOL,O,O,X,X,X,O
ZITJOLS,O,O,X,X,X,O
ZITJOSL,O,O,X,X,X,O
ZITSLJO,O,O,O,X,X,O
ZITSLOJ,O,O,O,X,X,X
ZITSJLO,O,O,O,X,X,O
ZITSJOL,O,O,X,X,X,O
ZITSOLJ,O,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,O,X,X,X,X
ZITOLSJ,X,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,X,O,X,X,X,X
ZITOSJL,X,O,X,X,X,X
ZILTJSO,O,O,O,X,X,O
ZILTJOS,O,O,X,X,X,O
ZILTSJO,O,O,O,X,X,O
ZILTSOJ,O,O,O,X,X,X
ZILTOJS,O,O,X,X,X,X
ZILTOSJ,X,O,X,X,X,X
ZILJTSO,O,O,O,X,X,O
ZILJTOS,O,O,X,X,X,O
ZILJSTO,O,O,O,X,X,O
ZILJSOT,O,O,O,X,X,O
ZILJOTS,O,O,X,X,X,O
ZILJOST,O,O,O,X,X,O
ZILSTJO,O,O,O,X,X,O
ZILSTOJ,O,O,O,X,X,X
ZILSJTO,O,O,O,X,X,O
ZILSJOT,O,O,O,X,X,O
ZILSOTJ,X,O,O,X,X,X
ZILSOJT,O,O,O,X,X,X
ZILOTJS,X,O,X,X,X,X
ZILOTSJ,X,O,X,X,X,X
ZILOJTS,O,O,X,X,X,X
ZILOJST,O,O,O,X,X,X
ZILOSTJ,X,O,O,X,X,X
ZILOSJT,X,O,O,X,X,X
ZIJTLSO,O,O,O,X,X,O
ZIJTLOS,O,O,X,X,X,O
ZIJTSLO,O,O,O,X,X,O
ZIJTSOL,O,O,X,X,X,O
ZIJTOLS,O,O,X,X,X,O
ZIJTOSL,O,O,X,X,X,O
ZIJLTSO,O,O,O,X,X,O
ZIJLTOS,O,O,X,X,X,O
ZIJLSTO,O,O,O,X,X,O
ZIJLSOT,O,O,O,X,X,O
ZIJLOTS,O,O,X,X,X,O
ZIJLOST,O,O,O,X,X,O
ZIJSTLO,O,O,O,X,X,O
ZIJSTOL,O,O,X,X,X,O
ZIJSLTO,O,O,O,X,X,O
ZIJSLOT,O,O,O,X,X,O
ZIJSOTL,O,X,X,X,X,O
ZIJSOLT,O,O,O,X,X,O
ZIJOTLS,O,O,X,X,X,O
ZIJOTSL,O,O,X,X,X,O
ZIJOLTS,O,O,X,X,X,O
ZIJOLST,O,O,O,X,X,O
ZIJOSTL,O,X,X,X,X,O
ZIJOSLT,O,O,O,X,X,O
ZISTLJO,O,O,O,X,X,O
ZISTLOJ,O,O,O,X,X,X
ZISTJLO,O,O,O,X,X,O
ZISTJOL,O,O,X,X,X,O
ZISTOLJ,O,O,X,X,X,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,O,O,O,X,X,O
ZISLTOJ,O,O,O,X,X,X
ZISLJTO,O,O,O,X,X,O
ZISLJOT,O,O,O,X,X,O
ZISLOTJ,X,O,O,X,X,X
ZISLOJT,O,O,O,X,X,X
ZISJTLO,O,O,O,X,X,O
ZISJTOL,O,O,X,X,X,O
ZISJLTO,O,O,O,X,X,O
ZISJLOT,O,O,O,X,X,O
ZISJOTL,O,X,X,X,X,O
ZISJOLT,O,O,O,X,X,O
ZISOTLJ,O,X,X,X,X,X
ZISOTJL,O,X,X,X,X,X
ZISOLTJ,X,O,O,X,X,X
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,X,X,X,X,X
ZISOJLT,O,O,O,X,X,X
ZIOTLJS,O,O,X,X,X,X
ZIOTLSJ,X,O,X,X,X,X
ZIOTJLS,O,O,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,X,O,X,X,X,X
ZIOTSJL,X,O,X,X,X,X
ZIOLTJS,X,O,X,X,X,X
ZIOLTSJ,X,O,X,X,X,X
ZIOLJTS,O,O,X,X,X,X
ZIOLJST,O,O,O,X,X,X
ZIOLSTJ,X,O,O,X,X,X
ZIOLSJT,X,O,O,X,X,X
ZIOJTLS,O,O,X,X,X,X
ZIOJTSL,O,O,X,X,X,X
ZIOJLTS,O,O,X,X,X,X
ZIOJLST,O,O,O,X,X,X
ZIOJSTL,O,X,X,X,X,X
ZIOJSLT,O,O,O,X,X,X
ZIOSTLJ,O,X,X,X,X,X
ZIOSTJL,O,X,X,X,X,X
ZIOSLTJ,X,O,O,X,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,X,X,X,X,X
ZIOSJLT,O,O,O,X,X,X
ZLTIJSO,O,O,O,X,X,X
ZLTIJOS,O,O,X,X,X,X
ZLTISJO,O,O,O,X,X,X
ZLTISOJ,O,O,O,X,X,X
ZLTIOJS,O,O,X,X,X,X
ZLTIOSJ,X,O,X,X,X,X
ZLTJISO,O,O,O,X,X,X
ZLTJIOS,O,O,X,X,X,X
ZLTJSIO,O,O,O,X,X,X
ZLTJSOI,O,O,O,O,X,O
ZLTJOIS,O,O,X,O,X,X
ZLTJOSI,O,O,O,O,X,O
ZLTSIJO,O,O,O,X,X,X
ZLTSIOJ,O,O,O,X,X,X
ZLTSJIO,O,O,O,X,X,X
ZLTSJOI,O,O,O,O,X,O
ZLTSOIJ,O,O,O,X,X,X
ZLTSOJI,O,O,O,X,X,X
ZLTOIJS,O,O,X,X,X,X
ZLTOISJ,X,O,X,X,X,X
ZLTOJIS,O,O,X,O,X,X
ZLTOJSI,O,O,O,O,X,X
ZLTOSIJ,O,O,O,X,X,X
ZLTOSJI,O,O,O,X,X,X
ZLITJSO,O,O,O,X,X,X
ZLITJOS,O,O,X,X,X,X
ZLITSJO,O,O,O,X,X,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,O,O,X,X,X,X
ZLITOSJ,X,O,X,X,X,X
ZLIJTSO,O,O,O,X,X,X
ZLIJTOS,O,O,X,X,X,X
ZLIJSTO,O,O,O,X,X,X
ZLIJSOT,O,O,O,X,X,X
ZLIJOTS,O,O,X,X,X,X
ZLIJOST,O,O,O,X,X,X
ZLISTJO,O,O,O,X,X,X
ZLISTOJ,O,O,O,X,X,X
ZLISJTO,O,O,O,X,X,X
ZLISJOT,O,O,O,X,X,X
ZLISOTJ,X,O,O,X,X,X
ZLISOJT,O,O,O,X,X,X
ZLIOTJS,X,O,X,X,X,X
ZLIOTSJ,X,O,X,X,X,X
ZLIOJTS,O,O,X,X,X,X
ZLIOJST,O,O,O,X,X,X
ZLIOSTJ,X,O,O,X,X,X
ZLIOSJT,X,O,O,X,X,X
ZLJTISO,O,O,O,X,X,X
ZLJTIOS,O,O,X,X,X,X
ZLJTSIO,O,O,O,X,X,X
ZLJTSOI,O,O,O,O,X,O
ZLJTOIS,O,O,X,O,X,X
ZLJTOSI,O,O,O,O,X,O
ZLJITSO,O,O,O,X,X,X
ZLJITOS,O,O,X,X,X,X
ZLJISTO,O,O,O,X,X,X
ZLJISOT,O,O,O,X,X,X
ZLJIOTS,O,O,X,X,X,X
ZLJIOST,O,O,O,X,X,X
ZLJSTIO,O,O,O,X,X,X
ZLJSTOI,O,O,O,O,X,O
ZLJSITO,O,O,O,X,X,X
ZLJSIOT,O,O,O,X,X,X
ZLJSOTI,O,O,O,O,X,O
ZLJSOIT,O,O,O,O,X,X
ZLJOTIS,O,O,X,O,X,X
ZLJOTSI,O,O,O,O,X,O
ZLJOITS,O,O,X,O,X,X
ZLJOIST,O,O,O,X,X,X
ZLJOSTI,O,O,O,X,X,O
ZLJOSIT,O,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,X
ZLSTIOJ,O,O,O,X,X,X
ZLSTJIO,O,O,O,X,X,X
ZLSTJOI,O,O,O,O,X,O
ZLSTOIJ,O,O,O,X,X,X
ZLSTOJI,O,O,O,X,X,X
ZLSITJO,O,O,O,X,X,X
ZLSITOJ,O,O,O,X,X,X
ZLSIJTO,O,O,O,X,X,X
ZLSIJOT,O,O,O,X,X,X
ZLSIOTJ,X,O,O,X,X,X
ZLSIOJT,O,O,O,X,X,X
ZLSJTIO,O,O,O,X,X,X
ZLSJTOI,O,O,O,O,X,O
ZLSJITO,O,O,O,X,X,X
ZLSJIOT,O,O,O,X,X,X
ZLSJOTI,O,O,O,O,X,O
ZLSJOIT,O,O,O,O,X,X
ZLSOTIJ,X,O,O,X,X,X
ZLSOTJI,X,O,O,X,X,X
ZLSOITJ,X,O,O,X,X,X
ZLSOIJT,O,O,O,O,X,X
ZLSOJTI,O,O,O,O,X,X
ZLSOJIT,O,O,O,O,X,X
ZLOTIJS,O,O,X,X,X,X
ZLOTISJ,X,O,X,X,X,X
ZLOTJIS,O,O,X,O,X,X
ZLOTJSI,O,O,O,O,X,X
ZLOTSIJ,O,O,O,X,X,X
ZLOTSJI,O,O,O,X,X,X
ZLOITJS,X,O,X,X,X,X
ZLOITSJ,X,O,X,X,X,X
ZLOIJTS,O,O,X,O,X,X
ZLOIJST,O,O,O,X,X,X
ZLOISTJ,X,O,O,X,X,X
ZLOISJT,X,O,O,X,X,X
ZLOJTIS,O,O,X,O,X,X
ZLOJTSI,O,O,O,O,X,X
ZLOJITS,O,O,X,O,X,X
ZLOJIST,O,O,O,X,X,X
ZLOJSTI,O,O,O,X,X,X
ZLOJSIT,O,O,O,X,X,X
ZLOSTIJ,X,O,O,X,X,X
ZLOSTJI,X,O,O,X,X,X
ZLOSITJ,X,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X
ZLOSJTI,O,O,O,X,X,X
ZLOSJIT,O,O,O,X,X,X
ZJTILSO,O,O,O,X,X,X
ZJTILOS,O,O,X,X,X,X
ZJTISLO,O,O,O,X,X,X
ZJTISOL,O,O,X,X,X,X
ZJTIOLS,O,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,O,O,O,X,X,X
ZJTLIOS,O,O,X,X,X,X
ZJTLSIO,O,O,O,X,X,X
ZJTLSOI,O,O,O,O,X,X
ZJTLOIS,O,O,X,O,X,X
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,O,O,X,X,X
ZJTSIOL,O,O,X,X,X,X
ZJTSLIO,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,O,X
ZJTSOIL,O,O,X,O,O,X
ZJTSOLI,O,O,X,O,O,X
ZJTOILS,O,O,X,O,X,X
ZJTOISL,O,O,X,X,O,X
ZJTOLIS,O,O,X,O,X,X
ZJTOLSI,O,O,X,O,X,X
ZJTOSIL,O,O,X,X,O,X
ZJTOSLI,O,O,X,X,O,X
ZJITLSO,O,O,O,X,X,O
ZJITLOS,O,O,X,X,X,O
ZJITSLO,O,O,O,X,X,O
ZJITSOL,O,O,X,X,X,O
ZJITOLS,O,O,X,X,X,O
ZJITOSL,O,O,X,X,X,O
ZJILTSO,O,O,O,X,X,O
ZJILTOS,O,O,X,X,X,O
ZJILSTO,O,O,O,X,X,O
ZJILSOT,O,O,O,X,X,O
ZJILOTS,O,O,X,X,X,O
ZJILOST,O,O,O,X,X,O
ZJISTLO,O,O,O,X,X,O
ZJISTOL,O,O,X,X,X,O
ZJISLTO,O,O,O,X,X,O
ZJISLOT,O,O,O,X,X,O
ZJISOTL,O,X,X,X,X,O
ZJISOLT,O,O,O,X,X,O
ZJIOTLS,O,O,X,X,X,O
ZJIOTSL,O,O,X,X,X,O
ZJIOLTS,O,O,X,X,X,O
ZJIOLST,O,O,O,X,X,O
ZJIOSTL,O,X,X,X,X,O
ZJIOSLT,O,O,O,X,X,O
ZJLTISO,O,O,O,X,X,X
ZJLTIOS,O,O,X,X,X,X
ZJLTSIO,O,O,O,X,X,X
ZJLTSOI,O,O,O,O,X,O
ZJLTOIS,O,O,X,O,X,X
ZJLTOSI,O,O,O,O,X,O
ZJLITSO,O,O,O,X,X,X
ZJLITOS,O,O,X,X,X,X
ZJLISTO,O,O,O,X,X,X
ZJLISOT,O,O,O,X,X,X
ZJLIOTS,O,O,X,X,X,X
ZJLIOST,O,O,O,X,X,X
ZJLSTIO,O,O,O,X,X,X
ZJLSTOI,O,O,O,O,X,O
ZJLSITO,O,O,O,X,X,X
ZJLSIOT,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,X,O
ZJLSOIT,O,O,O,O,X,X
ZJLOTIS,O,O,X,O,X,X
ZJLOTSI,O,O,O,O,X,O
ZJLOITS,O,O,X,O,X,X
ZJLOIST,O,O,O,X,X,X
ZJLOSTI,O,O,O,X,X,O
ZJLOSIT,O,O,O,X,X,X
ZJSTILO,O,O,O,X,X,O
ZJSTIOL,O,O,X,X,X,O
ZJSTLIO,O,O,O,X,X,X
ZJSTLOI,O,O,O,O,O,O
ZJSTOIL,O,O,X,O,O,O
ZJSTOLI,O,O,X,O,O,O
ZJSITLO,O,O,O,X,X,O
ZJSITOL,O,O,X,X,X,O
ZJSILTO,O,O,O,X,X,O
ZJSILOT,O,O,O,X,X,O
ZJSIOTL,O,X,X,X,X,O
ZJSIOLT,O,O,O,X,X,O
ZJSLTIO,O,O,O,X,X,X
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,O,O,X,X,X
ZJSLIOT,O,O,O,X,X,X
ZJSLOTI,O,O,O,O,O,O
ZJSLOIT,O,O,O,O,O,X
ZJSOTIL,O,O,X,O,O,O
ZJSOTLI,O,O,X,O,O,O
ZJSOITL,O,X,X,O,O,O
ZJSOILT,O,O,O,O,O,O
ZJSOLTI,O,O,O,O,O,O
ZJSOLIT,O,O,O,O,O,X
ZJOTILS,O,O,X,O,X,X
ZJOTISL,O,O,X,X,O,X
ZJOTLIS,O,O,X,O,X,X
ZJOTLSI,O,O,X,O,X,X
ZJOTSIL,O,O,X,X,O,X
ZJOTSLI,O,O,X,X,O,X
ZJOITLS,O,O,X,O,X,O
ZJOITSL,O,O,X,X,O,O
ZJOILTS,O,O,X,O,X,O
ZJOILST,O,O,O,X,X,O
ZJOISTL,O,X,X,X,O,O
ZJOISLT,O,O,O,X,O,O
ZJOLTIS,O,O,X,O,X,X
ZJOLTSI,O,O,O,O,X,O
ZJOLITS,O,O,X,O,X,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,O,O,X,X,O
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,X,X,O,O
ZJOSTLI,O,O,X,X,O,O
ZJOSITL,O,X,X,X,O,O
ZJOSILT,O,O,O,X,O,O
ZJOSLTI,O,O,O,X,O,O
ZJOSLIT,O,O,O,X,O,X
ZSTILJO,O,O,O,X,X,O
ZSTILOJ,O,O,O,X,X,X
