sequence,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBzgBRiBcoBFn?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKmBfnBxiBTlBFo?B0qB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoB/qBar?BzrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRiBcoBFmBXn?BzqB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoBTlByr?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRhB3iBcoB1r?BzqB
LZOITSJ,O,X,X,X,O,X
LZOIJTS,O,X,O,X,O,X
LZOIJST,O,X,X,O,O,X
LZOISTJ,O,X,X,O,O,X
LZOISJT,O,X,X,O,O,X
LZOJTIS,O,X,O,X,O,O
LZOJTSI,O,O,O,O,O,O
LZOJITS,O,X,O,X,O,X
LZOJIST,O,X,X,O,O,X
LZOJSTI,O,O,O,O,O,O
LZOJSIT,O,X,O,O,O,O
LZOSTIJ,O,O,O,O,O,O
LZOSTJI,O,O,O,O,O,O
LZOSITJ,O,X,O,O,O,X
LZOSIJT,O,X,O,O,O,O
LZOSJTI,O,O,O,O,O,O
LZOSJIT,O,X,O,O,O,O
LOTIJSZ,X,O,X,X,X,X
LOTIJZS,O,X,X,X,O,O
LOTISJZ,X,O,X,X,X,X
LOTISZJ,X,O,X,X,X,X
LOTIZJS,O,X,X,X,O,O
LOTIZSJ,O,X,X,X,O,O
LOTJISZ,X,O,X,X,X,X
LOTJIZS,O,X,X,X,O,O
LOTJSIZ,O,O,X,X,X,X
LOTJSZI,O,O,X,O,X,X
LOTJZIS,O,X,X,X,O,O
LOTJZSI,O,O,X,O,O,O
LOTSIJZ,O,O,X,X,X,X
LOTSIZJ,O,O,X,X,X,X
LOTSJIZ,O,O,X,X,X,X
LOTSJZI,O,O,X,O,X,X
LOTSZIJ,O,O,X,O,X,X
LOTSZJI,O,O,X,O,X,X
LOTZIJS,O,X,X,X,O,O
LOTZISJ,O,X,X,X,O,O
LOTZJIS,O,X,X,X,O,O
LOTZJSI,O,O,X,O,O,O
LOTZSIJ,O,O,X,O,O,O
LOTZSJI,O,O,X,O,O,O
LOITJSZ,X,O,X,X,X,X
LOITJZS,O,X,X,X,O,X
LOITSJZ,X,O,X,X,X,X
LOITSZJ,X,O,X,X,X,X
LOITZJS,O,X,X,X,O,X
LOITZSJ,O,X,X,X,O,X
LOIJTSZ,X,O,X,X,X,X
LOIJTZS,O,X,X,X,O,X
LOIJSTZ,X,O,X,X,X,X
LOIJSZT,X,X,X,X,O,X
LOIJZTS,O,X,O,X,O,X
LOIJZST,O,X,X,X,O,X
LOISTJZ,X,O,X,X,X,X
LOISTZJ,X,O,X,X,X,X
LOISJTZ,X,O,X,X,X,X
LOISJZT,X,X,X,X,O,X
LOISZTJ,X,X,X,X,O,X
LOISZJT,X,X,X,X,O,X
LOIZTJS,O,X,O,X,O,X
LOIZTSJ,O,X,X,X,O,X
LOIZJTS,O,X,O,X,O,X
LOIZJST,O,X,X,X,O,X
LOIZSTJ,X,X,X,X,O,X
LOIZSJT,O,X,X,X,O,X
LOJTISZ,X,O,X,X,X,X
LOJTIZS,O,X,X,X,O,O
LOJTSIZ,O,O,X,X,X,X
LOJTSZI,O,O,X,O,X,X
LOJTZIS,O,X,X,X,O,O
LOJTZSI,O,O,X,O,O,O
LOJITSZ,X,O,X,X,X,X
LOJITZS,O,X,X,X,O,X
LOJISTZ,X,O,X,X,X,X
LOJISZT,X,X,X,X,O,X
LOJIZTS,O,X,O,X,O,X
LOJIZST,O,X,X,X,O,X
LOJSTIZ,O,O,O,X,X,X
LOJSTZI,O,O,O,O,X,X
LOJSITZ,O,O,O,X,X,X
LOJSIZT,O,X,O,X,O,X
LOJSZTI,O,O,O,O,O,X
LOJSZIT,O,X,O,O,O,X
LOJZTIS,O,X,O,X,O,O
LOJZTSI,O,O,O,O,O,O
LOJZITS,O,X,O,X,O,X
LOJZIST,O,X,X,O,O,X
LOJZSTI,O,O,O,O,O,O
LOJZSIT,O,X,O,O,O,O
LOSTIJZ,O,O,O,X,X,X
LOSTIZJ,O,O,O,X,X,X
LOSTJIZ,O,O,O,X,X,X
LOSTJZI,O,O,O,O,X,X
LOSTZIJ,O,O,O,O,X,X
LOSTZJI,O,O,O,O,X,X
LOSITJZ,O,O,O,X,X,X
LOSITZJ,O,O,O,X,X,X
LOSIJTZ,O,O,O,X,X,X
LOSIJZT,O,X,O,X,O,X
LOSIZTJ,O,X,O,X,O,X
LOSIZJT,O,X,O,X,O,X
LOSJTIZ,O,O,O,X,X,X
LOSJTZI,O,O,O,O,X,X
LOSJITZ,O,O,O,X,X,X
LOSJIZT,O,X,O,X,O,X
LOSJZTI,O,O,O,O,O,X
LOSJZIT,O,X,O,O,O,X
LOSZTIJ,O,O,O,O,O,X
LOSZTJI,O,O,O,O,O,X
LOSZITJ,O,X,O,O,O,X
LOSZIJT,O,X,O,O,O,X
LOSZJTI,O,O,O,O,O,X
LOSZJIT,O,X,O,O,O,X
LOZTIJS,O,X,O,X,O,O
LOZTISJ,O,X,X,X,O,O
LOZTJIS,O,X,O,X,O,O
LOZTJSI,O,O,O,O,O,O
LOZTSIJ,O,O,O,O,O,O
LOZTSJI,O,O,O,O,O,O
LOZITJS,O,X,O,X,O,X
LOZITSJ,O,X,X,X,O,X
LOZIJTS,O,X,O,X,O,X
LOZIJST,O,X,X,O,O,X
LOZISTJ,O,X,X,O,O,X
LOZISJT,O,X,X,O,O,X
LOZJTIS,O,X,O,X,O,O
LOZJTSI,O,O,O,O,O,O
LOZJITS,O,X,O,X,O,X
LOZJIST,O,X,X,O,O,X
LOZJSTI,O,O,O,O,O,O
LOZJSIT,O,X,O,O,O,O
LOZSTIJ,O,O,O,O,O,O
LOZSTJI,O,O,O,O,O,O
LOZSITJ,O,X,O,O,O,X
LOZSIJT,O,X,O,O,O,O
LOZSJTI,O,O,O,O,O,O
LOZSJIT,O,X,O,O,O,O
JTILSZO,O,O,X,X,X,O
JTILSOZ,O,O,X,X,X,X
JTILZSO,O,X,X,X,X,O
JTILZOS,O,X,X,X,X,O
JTILOSZ,X,O,X,X,X,X
JTILOZS,O,X,X,X,X,O
JTISLZO,O,O,X,X,X,O
JTISLOZ,O,O,X,X,X,X
JTISZLO,O,O,X,X,X,O
JTISZOL,O,O,X,X,X,O
JTISOLZ,X,O,X,X,X,X
JTISOZL,X,O,X,X,X,X
JTIZLSO,O,X,X,X,X,O
JTIZLOS,O,X,X,X,X,O
JTIZSLO,O,O,X,X,X,O
JTIZSOL,O,O,X,X,X,O
JTIZOLS,O,X,X,X,X,O
JTIZOSL,O,O,X,X,X,O
JTIOLSZ,X,O,X,X,X,X
JTIOLZS,X,X,X,X,X,O
JTIOSLZ,X,O,X,X,X,X
JTIOSZL,X,O,X,X,X,X
JTIOZLS,X,X,X,X,X,O
JTIOZSL,X,O,X,X,X,O
JTLISZO,O,O,X,O,X,O
JTLISOZ,O,O,X,X,X,X
JTLIZSO,O,X,X,O,X,O
JTLIZOS,O,X,X,X,X,O
JTLIOSZ,X,O,X,X,X,X
JTLIOZS,O,X,X,X,X,O
JTLSIZO,O,O,X,O,X,O
JTLSIOZ,O,O,X,X,X,X
JTLSZIO,O,O,X,O,X,O
JTLSZOI,O,O,X,O,X,O
JTLSOIZ,O,O,X,X,X,X
JTLSOZI,O,O,X,O,X,X
JTLZISO,O,X,X,O,X,O
JTLZIOS,O,X,X,X,O,O
JTLZSIO,O,O,X,O,X,O
JTLZSOI,O,O,X,O,O,O
JTLZOIS,O,X,X,X,O,O
JTLZOSI,O,O,X,O,O,O
JTLOISZ,X,O,X,X,X,X
JTLOIZS,O,X,X,X,O,O
JTLOSIZ,O,O,X,X,X,X
JTLOSZI,O,O,X,O,X,X
JTLOZIS,O,X,X,X,O,O
JTLOZSI,O,O,X,O,O,O
JTSILZO,O,O,X,X,X,O
JTSILOZ,O,O,X,X,X,X
JTSIZLO,O,O,O,X,X,O
JTSIZOL,O,O,O,X,X,O
JTSIOLZ,X,O,X,X,X,X
JTSIOZL,X,O,X,X,X,X
JTSLIZO,O,O,O,O,X,O
JTSLIOZ,O,O,X,X,X,X
JTSLZIO,O,O,O,O,X,O
JTSLZOI,O,O,O,O,X,O
JTSLOIZ,O,O,O,X,X,X
JTSLOZI,O,O,O,O,X,X
JTSZILO,O,O,O,O,X,O
JTSZIOL,O,O,O,X,X,O
JTSZLIO,O,O,O,O,X,O
JTSZLOI,O,O,O,O,X,O
JTSZOIL,O,O,O,X,X,O
JTSZOLI,O,O,O,X,X,O
JTSOILZ,X,O,X,X,X,X
JTSOIZL,X,O,O,X,X,X
JTSOLIZ,O,O,O,X,X,X
JTSOLZI,O,O,O,X,X,X
JTSOZIL,O,O,O,X,X,X
JTSOZLI,O,O,O,X,X,X
JTZILSO,O,X,X,O,X,O
JTZILOS,O,X,X,X,O,O
JTZISLO,O,O,O,O,X,O
JTZISOL,O,O,O,X,X,O
JTZIOLS,O,X,O,X,O,O
JTZIOSL,O,O,O,X,O,O
JTZLISO,O,X,X,O,X,O
JTZLIOS,O,X,X,X,O,O
JTZLSIO,O,O,O,O,X,O
JTZLSOI,O,O,O,O,O,O
JTZLOIS,O,X,O,X,O,O
JTZLOSI,O,O,O,O,O,O
JTZSILO,O,O,O,O,X,O
JTZSIOL,O,O,O,X,X,O
JTZSLIO,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,O
JTZSOIL,O,O,O,X,O,O
JTZSOLI,O,O,O,X,O,O
JTZOILS,O,X,O,X,O,O
JTZOISL,O,O,O,X,O,O
JTZOLIS,O,X,O,X,O,O
JTZOLSI,O,O,O,X,O,O
JTZOSIL,O,O,O,X,O,O
JTZOSLI,O,O,O,X,O,O
JTOILSZ,X,O,X,X,X,X
JTOILZS,X,X,X,X,O,O
JTOISLZ,X,O,X,X,X,X
JTOISZL,X,O,X,X,X,X
JTOIZLS,X,X,O,X,O,O
JTOIZSL,X,O,O,X,O,O
JTOLISZ,X,O,X,X,X,X
JTOLIZS,O,X,X,X,O,O
JTOLSIZ,O,O,X,X,X,X
JTOLSZI,O,O,X,X,X,X
JTOLZIS,O,X,X,X,O,O
JTOLZSI,O,O,X,X,O,O
JTOSILZ,X,O,X,X,X,X
JTOSIZL,X,O,O,X,X,X
JTOSLIZ,O,O,O,X,X,X
JTOSLZI,O,O,O,X,X,X
JTOSZIL,O,O,O,X,X,X
JTOSZLI,O,O,O,X,X,X
JTOZILS,O,X,O,X,O,O
JTOZISL,O,O,O,X,O,O
JTOZLIS,O,X,O,X,O,O
JTOZLSI,O,O,O,X,O,O
JTOZSIL,O,O,O,X,O,O
JTOZSLI,O,O,O,X,O,O
JITLSZO,O,O,X,X,X,O
JITLSOZ,O,O,X,X,X,X
JITLZSO,O,X,X,X,X,O
JITLZOS,O,X,X,X,X,O
JITLOSZ,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,O
JITSLZO,O,O,X,X,X,O
JITSLOZ,O,O,X,X,X,X
JITSZLO,O,O,X,X,X,O
JITSZOL,O,O,X,X,X,O
JITSOLZ,X,O,X,X,X,X
JITSOZL,X,O,X,X,X,X
JITZLSO,O,X,X,X,X,O
JITZLOS,O,X,X,X,X,O
JITZSLO,O,O,X,X,X,O
JITZSOL,O,O,X,X,X,O
JITZOLS,O,X,X,X,X,O
JITZOSL,O,O,X,X,X,O
JITOLSZ,X,O,X,X,X,X
JITOLZS,X,X,X,X,X,O
JITOSLZ,X,O,X,X,X,X
JITOSZL,X,O,X,X,X,X
JITOZLS,X,X,X,X,X,O
JITOZSL,X,O,X,X,X,O
JILTSZO,O,O,X,O,X,O
JILTSOZ,O,O,X,X,X,X
JILTZSO,O,X,X,O,X,O
JILTZOS,O,X,X,X,X,O
JILTOSZ,X,O,X,X,X,X
JILTOZS,O,X,X,X,X,O
JILSTZO,O,O,X,O,X,X
JILSTOZ,O,O,X,X,X,X
JILSZTO,O,X,X,O,X,X
JILSZOT,O,X,X,O,X,X
JILSOTZ,O,O,X,X,X,X
JILSOZT,O,X,X,X,X,X
JILZTSO,O,X,X,O,X,O
JILZTOS,O,X,X,X,O,O
JILZSTO,O,X,X,O,X,O
JILZSOT,O,X,X,O,X,O
JILZOTS,O,X,X,X,O,X
JILZOST,O,X,X,O,O,X
JILOTSZ,X,O,X,X,X,X
JILOTZS,O,X,X,X,O,X
JILOSTZ,X,O,X,X,X,X
JILOSZT,X,X,X,X,O,X
JILOZTS,O,X,X,X,O,X
JILOZST,O,X,X,X,O,X
JISTLZO,O,O,X,X,X,X
JISTLOZ,O,O,X,X,X,X
JISTZLO,O,O,O,X,X,X
JISTZOL,O,O,O,X,X,X
JISTOLZ,X,O,X,X,X,X
JISTOZL,X,O,X,X,X,X
JISLTZO,O,O,O,O,X,X
JISLTOZ,O,O,X,X,X,X
JISLZTO,O,X,O,O,X,X
JISLZOT,O,X,O,O,X,X
JISLOTZ,O,O,O,X,X,X
JISLOZT,O,X,O,X,X,X
JISZTLO,O,X,O,O,X,X
JISZTOL,O,X,O,X,X,X
JISZLTO,O,X,O,O,X,X
JISZLOT,O,X,O,O,X,X
JISZOTL,X,X,O,X,X,X
JISZOLT,O,X,O,O,X,X
JISOTLZ,X,O,X,X,X,X
JISOTZL,X,O,O,X,X,X
JISOLTZ,X,O,O,X,X,X
JISOLZT,X,X,O,X,X,X
JISOZTL,X,X,O,X,X,X
JISOZLT,X,X,O,X,X,X
JIZTLSO,O,X,X,O,X,O
JIZTLOS,O,X,X,X,O,O
JIZTSLO,O,X,O,O,X,O
JIZTSOL,O,X,O,X,X,O
JIZTOLS,O,X,O,X,O,O
JIZTOSL,O,X,O,X,O,O
JIZLTSO,O,X,X,O,X,O
JIZLTOS,O,X,X,X,O,O
JIZLSTO,O,X,X,O,X,O
JIZLSOT,O,X,X,O,X,O
JIZLOTS,O,X,X,X,O,X
JIZLOST,O,X,X,O,O,X
JIZSTLO,O,X,O,O,X,O
JIZSTOL,O,X,O,X,X,O
JIZSLTO,O,X,O,O,X,O
JIZSLOT,O,X,O,O,X,O
JIZSOTL,X,X,O,X,X,X
JIZSOLT,O,X,O,O,X,O
JIZOTLS,O,X,O,X,O,X
JIZOTSL,O,X,O,X,O,X
JIZOLTS,O,X,O,X,O,X
JIZOLST,O,X,X,O,O,X
JIZOSTL,X,X,O,X,O,X
JIZOSLT,O,X,O,O,O,X
JIOTLSZ,X,O,X,X,X,X
JIOTLZS,X,X,X,X,O,X
JIOTSLZ,X,O,X,X,X,X
JIOTSZL,X,O,X,X,X,X
JIOTZLS,X,X,O,X,O,X
JIOTZSL,X,O,O,X,O,X
JIOLTSZ,X,O,X,X,X,X
JIOLTZS,X,X,X,X,O,X
JIOLSTZ,X,O,X,X,X,X
JIOLSZT,X,X,X,X,O,X
JIOLZTS,X,X,O,X,O,X
JIOLZST,X,X,X,X,O,X
JIOSTLZ,X,O,X,X,X,X
JIOSTZL,X,O,O,X,X,X
JIOSLTZ,X,O,O,X,X,X
JIOSLZT,X,X,O,X,O,X
JIOSZTL,X,X,O,X,O,X
JIOSZLT,X,X,O,X,O,X
JIOZTLS,X,X,O,X,O,X
JIOZTSL,X,X,O,X,O,X
JIOZLTS,X,X,O,X,O,X
JIOZLST,X,X,X,X,O,X
JIOZSTL,X,X,O,X,O,X
JIOZSLT,X,X,O,X,O,X
JLTISZO,O,O,X,O,X,O
JLTISOZ,O,O,X,X,X,X
JLTIZSO,O,X,X,O,X,O
JLTIZOS,O,X,X,X,X,O
JLTIOSZ,X,O,X,X,X,X
JLTIOZS,O,X,X,X,X,O
JLTSIZO,O,O,X,O,X,O
JLTSIOZ,O,O,X,X,X,X
JLTSZIO,O,O,X,O,X,O
JLTSZOI,O,O,X,O,X,O
JLTSOIZ,O,O,X,X,X,X
JLTSOZI,O,O,X,O,X,X
JLTZISO,O,X,X,O,X,O
JLTZIOS,O,X,X,X,O,O
JLTZSIO,O,O,X,O,X,O
JLTZSOI,O,O,X,O,O,O
JLTZOIS,O,X,X,X,O,O
JLTZOSI,O,O,X,O,O,O
JLTOISZ,X,O,X,X,X,X
JLTOIZS,O,X,X,X,O,O
JLTOSIZ,O,O,X,X,X,X
JLTOSZI,O,O,X,O,X,X
JLTOZIS,O,X,X,X,O,O
JLTOZSI,O,O,X,O,O,O
JLITSZO,O,O,X,O,X,O
JLITSOZ,O,O,X,X,X,X
JLITZSO,O,X,X,O,X,O
JLITZOS,O,X,X,X,X,O
JLITOSZ,X,O,X,X,X,X
JLITOZS,O,X,X,X,X,O
JLISTZO,O,O,X,O,X,X
JLISTOZ,O,O,X,X,X,X
JLISZTO,O,X,X,O,X,X
JLISZOT,O,X,X,O,X,X
JLISOTZ,O,O,X,X,X,X
JLISOZT,O,X,X,X,X,X
JLIZTSO,O,X,X,O,X,O
JLIZTOS,O,X,X,X,O,O
JLIZSTO,O,X,X,O,X,O
JLIZSOT,O,X,X,O,X,O
JLIZOTS,O,X,X,X,O,X
JLIZOST,O,X,X,O,O,X
JLIOTSZ,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X
JLIOSTZ,X,O,X,X,X,X
JLIOSZT,X,X,X,X,O,X
JLIOZTS,O,X,X,X,O,X
JLIOZST,O,X,X,X,O,X
JLSTIZO,O,O,O,O,X,O
JLSTIOZ,O,O,X,X,X,X
JLSTZIO,O,O,O,O,X,O
JLSTZOI,O,O,O,O,X,O
JLSTOIZ,O,O,O,X,X,X
JLSTOZI,O,O,O,O,X,X
JLSITZO,O,O,O,O,X,X
JLSITOZ,O,O,X,X,X,X
JLSIZTO,O,X,O,O,X,X
JLSIZOT,O,X,O,O,X,X
JLSIOTZ,O,O,O,X,X,X
JLSIOZT,O,X,O,X,X,X
JLSZTIO,O,O,O,O,X,O
JLSZTOI,O,O,O,O,O,O
JLSZITO,O,X,O,O,X,O
JLSZIOT,O,X,O,O,X,O
JLSZOTI,O,O,O,O,O,O
JLSZOIT,O,X,O,O,O,O
JLSOTIZ,O,O,O,X,X,X
JLSOTZI,O,O,O,O,X,X
JLSOITZ,O,O,O,X,X,X
JLSOIZT,O,X,O,X,O,X
JLSOZTI,O,O,O,O,O,X
JLSOZIT,O,X,O,O,O,X
JLZTISO,O,X,X,O,X,O
JLZTIOS,O,X,X,X,O,O
JLZTSIO,O,O,O,O,X,O
JLZTSOI,O,O,O,O,O,O
JLZTOIS,O,X,O,X,O,O
JLZTOSI,O,O,O,O,O,O
JLZITSO,O,X,X,O,X,O
JLZITOS,O,X,X,X,O,O
JLZISTO,O,X,X,O,X,O
JLZISOT,O,X,X,O,X,O
JLZIOTS,O,X,X,X,O,X
JLZIOST,O,X,X,O,O,X
JLZSTIO,O,O,O,O,X,O
JLZSTOI,O,O,O,O,O,O
JLZSITO,O,X,O,O,X,O
JLZSIOT,O,X,O,O,X,O
JLZSOTI,O,O,O,O,O,O
JLZSOIT,O,X,O,O,O,O
JLZOTIS,O,X,O,X,O,O
JLZOTSI,O,O,O,O,O,O
JLZOITS,O,X,O,X,O,X
JLZOIST,O,X,X,O,O,X
JLZOSTI,O,O,O,O,O,O
JLZOSIT,O,X,O,O,O,O
JLOTISZ,X,O,X,X,X,X
JLOTIZS,O,X,X,X,O,O
JLOTSIZ,O,O,X,X,X,X
JLOTSZI,O,O,X,O,X,X
JLOTZIS,O,X,X,X,O,O
JLOTZSI,O,O,X,O,O,O
JLOITSZ,X,O,X,X,X,X
JLOITZS,O,X,X,X,O,X
JLOISTZ,X,O,X,X,X,X
JLOISZT,X,X,X,X,O,X
JLOIZTS,O,X,O,X,O,X
JLOIZST,O,X,X,X,O,X
JLOSTIZ,O,O,O,X,X,X
JLOSTZI,O,O,O,O,X,X
JLOSITZ,O,O,O,X,X,X
JLOSIZT,O,X,O,X,O,X
JLOSZTI,O,O,O,O,O,X
JLOSZIT,O,X,O,O,O,X
JLOZTIS,O,X,O,X,O,O
JLOZTSI,O,O,O,O,O,O
JLOZITS,O,X,O,X,O,X
JLOZIST,O,X,X,O,O,X
JLOZSTI,O,O,O,O,O,O
JLOZSIT,O,X,O,O,O,O
JSTILZO,O,O,X,X,X,O
JSTILOZ,O,O,X,X,X,X
JSTIZLO,O,O,O,X,X,O
JSTIZOL,O,O,O,X,X,O
JSTIOLZ,X,O,X,X,X,X
JSTIOZL,X,O,X,X,X,X
JSTLIZO,O,O,O,O,X,O
JSTLIOZ,O,O,X,X,X,X
JSTLZIO,O,O,O,O,X,O
JSTLZOI,O,O,O,O,X,O
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,O,O,O,O,X,X
JSTZILO,O,O,O,O,X,O
JSTZIOL,O,O,O,X,X,O
JSTZLIO,O,O,O,O,X,O
JSTZLOI,O,O,O,O,X,O
JSTZOIL,O,O,O,X,X,O
JSTZOLI,O,O,O,X,X,O
JSTOILZ,X,O,X,X,X,X
JSTOIZL,X,O,O,X,X,X
JSTOLIZ,O,O,O,X,X,X
JSTOLZI,O,O,O,X,X,X
JSTOZIL,O,O,O,X,X,X
JSTOZLI,O,O,O,X,X,X
JSITLZO,O,O,X,X,X,X
JSITLOZ,O,O,X,X,X,X
JSITZLO,O,O,O,X,X,X
JSITZOL,O,O,O,X,X,X
JSITOLZ,X,O,X,X,X,X
JSITOZL,X,O,X,X,X,X
JSILTZO,O,O,O,O,X,X
JSILTOZ,O,O,X,X,X,X
JSILZTO,O,X,O,O,X,X
JSILZOT,O,X,O,O,X,X
JSILOTZ,O,O,O,X,X,X
JSILOZT,O,X,O,X,X,X
JSIZTLO,O,X,O,O,X,X
JSIZTOL,O,X,O,X,X,X
JSIZLTO,O,X,O,O,X,X
JSIZLOT,O,X,O,O,X,X
JSIZOTL,X,X,O,X,X,X
JSIZOLT,O,X,O,O,X,X
JSIOTLZ,X,O,X,X,X,X
JSIOTZL,X,O,O,X,X,X
JSIOLTZ,X,O,O,X,X,X
JSIOLZT,X,X,O,X,X,X
JSIOZTL,X,X,O,X,X,X
JSIOZLT,X,X,O,X,X,X
JSLTIZO,O,O,O,O,X,O
JSLTIOZ,O,O,X,X,X,X
JSLTZIO,O,O,O,O,X,O
JSLTZOI,O,O,O,O,X,O
JSLTOIZ,O,O,O,X,X,X
JSLTOZI,O,O,O,O,X,X
JSLITZO,O,O,O,O,X,X
JSLITOZ,O,O,X,X,X,X
JSLIZTO,O,X,O,O,X,X
JSLIZOT,O,X,O,O,X,X
JSLIOTZ,O,O,O,X,X,X
JSLIOZT,O,X,O,X,X,X
JSLZTIO,O,O,O,O,X,O
JSLZTOI,O,O,O,O,O,O
JSLZITO,O,X,O,O,X,O
JSLZIOT,O,X,O,O,X,O
JSLZOTI,O,O,O,O,O,O
JSLZOIT,O,X,O,O,O,O
JSLOTIZ,O,O,O,X,X,X
JSLOTZI,O,O,O,O,X,X
JSLOITZ,O,O,O,X,X,X
JSLOIZT,O,X,O,X,O,X
JSLOZTI,O,O,O,O,O,X
JSLOZIT,O,X,O,O,O,X
JSZTILO,O,O,O,O,X,O
JSZTIOL,O,O,O,X,X,O
JSZTLIO,O,O,O,O,X,O
JSZTLOI,O,O,O,O,O,O
JSZTOIL,O,O,O,X,O,O
JSZTOLI,O,O,O,X,O,O
JSZITLO,O,X,O,O,X,O
JSZITOL,O,X,O,X,X,O
JSZILTO,O,X,O,O,X,O
JSZILOT,O,X,O,O,X,O
JSZIOTL,X,X,O,X,X,X
JSZIOLT,O,X,O,O,X,O
JSZLTIO,O,O,O,O,X,O
JSZLTOI,O,O,O,O,O,O
JSZLITO,O,X,O,O,X,O
JSZLIOT,O,X,O,O,X,O
JSZLOTI,O,O,O,O,O,O
JSZLOIT,O,X,O,O,O,O
JSZOTIL,O,O,O,X,O,O
JSZOTLI,O,O,O,X,O,O
JSZOITL,X,X,O,X,O,X
JSZOILT,O,X,O,O,O,O
JSZOLTI,O,O,O,O,O,O
JSZOLIT,O,X,O,O,O,O
JSOTILZ,X,O,X,X,X,X
JSOTIZL,X,O,O,X,X,X
JSOTLIZ,O,O,O,X,X,X
JSOTLZI,O,O,O,X,X,X
JSOTZIL,O,O,O,X,X,X
JSOTZLI,O,O,O,X,X,X
JSOITLZ,X,O,X,X,X,X
JSOITZL,X,O,O,X,X,X
JSOILTZ,X,O,O,X,X,X
JSOILZT,X,X,O,X,O,X
JSOIZTL,X,X,O,X,O,X
JSOIZLT,X,X,O,X,O,X
JSOLTIZ,O,O,O,X,X,X
JSOLTZI,O,O,O,O,X,X
JSOLITZ,O,O,O,X,X,X
JSOLIZT,O,X,O,X,O,X
JSOLZTI,O,O,O,O,O,X
JSOLZIT,O,X,O,O,O,X
JSOZTIL,O,O,O,X,O,X
JSOZTLI,O,O,O,X,O,X
JSOZITL,X,X,O,X,O,X
JSOZILT,O,X,O,O,O,X
JSOZLTI,O,O,O,O,O,X
JSOZLIT,O,X,O,O,O,X
JZTILSO,O,X,X,O,X,O
JZTILOS,O,X,X,X,O,O
JZTISLO,O,O,O,O,X,O
JZTISOL,O,O,O,X,X,O
JZTIOLS,O,X,O,X,O,O
JZTIOSL,O,O,O,X,O,O
JZTLISO,O,X,X,O,X,O
JZTLIOS,O,X,X,X,O,O
JZTLSIO,O,O,O,O,X,O
JZTLSOI,O,O,O,O,O,O
JZTLOIS,O,X,O,X,O,O
JZTLOSI,O,O,O,O,O,O
JZTSILO,O,O,O,O,X,O
JZTSIOL,O,O,O,X,X,O
JZTSLIO,O,O,O,O,X,O
JZTSLOI,O,O,O,O,O,O
JZTSOIL,O,O,O,X,O,O
JZTSOLI,O,O,O,X,O,O
JZTOILS,O,X,O,X,O,O
JZTOISL,O,O,O,X,O,O
JZTOLIS,O,X,O,X,O,O
JZTOLSI,O,O,O,X,O,O
JZTOSIL,O,O,O,X,O,O
JZTOSLI,O,O,O,X,O,O
JZITLSO,O,X,X,O,X,O
JZITLOS,O,X,X,X,O,O
JZITSLO,O,X,O,O,X,O
JZITSOL,O,X,O,X,X,O
JZITOLS,O,X,O,X,O,O
JZITOSL,O,X,O,X,O,O
JZILTSO,O,X,X,O,X,O
JZILTOS,O,X,X,X,O,O
JZILSTO,O,X,X,O,X,O
JZILSOT,O,X,X,O,X,O
JZILOTS,O,X,X,X,O,X
JZILOST,O,X,X,O,O,X
JZISTLO,O,X,O,O,X,O
JZISTOL,O,X,O,X,X,O
JZISLTO,O,X,O,O,X,O
JZISLOT,O,X,O,O,X,O
JZISOTL,X,X,O,X,X,X
JZISOLT,O,X,O,O,X,O
JZIOTLS,O,X,O,X,O,X
JZIOTSL,O,X,O,X,O,X
JZIOLTS,O,X,O,X,O,X
JZIOLST,O,X,X,O,O,X
JZIOSTL,X,X,O,X,O,X
JZIOSLT,O,X,O,O,O,X
JZLTISO,O,X,X,O,X,O
JZLTIOS,O,X,X,X,O,O
JZLTSIO,O,O,O,O,X,O
JZLTSOI,O,O,O,O,O,O
JZLTOIS,O,X,O,X,O,O
JZLTOSI,O,O,O,O,O,O
JZLITSO,O,X,X,O,X,O
JZLITOS,O,X,X,X,O,O
JZLISTO,O,X,X,O,X,O
JZLISOT,O,X,X,O,X,O
JZLIOTS,O,X,X,X,O,X
JZLIOST,O,X,X,O,O,X
JZLSTIO,O,O,O,O,X,O
JZLSTOI,O,O,O,O,O,O
JZLSITO,O,X,O,O,X,O
JZLSIOT,O,X,O,O,X,O
JZLSOTI,O,O,O,O,O,O
JZLSOIT,O,X,O,O,O,O
JZLOTIS,O,X,O,X,O,O
JZLOTSI,O,O,O,O,O,O
JZLOITS,O,X,O,X,O,X
JZLOIST,O,X,X,O,O,X
JZLOSTI,O,O,O,O,O,O
JZLOSIT,O,X,O,O,O,O
JZSTILO,O,O,O,O,X,O
JZSTIOL,O,O,O,X,X,O
