sequence,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFOlBXhBxiBcrBFo?BSvB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFylB+mBxiBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFxgBliBcoBeqBCm?BXrB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhF6mBxiBmlBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFXhBxiBeqBSrBFo?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFChBliBcoBxqBeq?BXrB
LZOITSJ,O,X,X,X,X,O
LZOIJTS,O,X,X,X,X,O
LZOIJST,O,X,X,X,X,O
LZOISTJ,O,X,X,X,X,O
LZOISJT,O,X,X,X,X,O
LZOJTIS,O,X,O,X,O,X
LZOJTSI,O,X,O,X,O,X
LZOJITS,O,X,O,X,X,X
LZOJIST,O,X,X,X,X,X
LZOJSTI,O,X,O,X,O,X
LZOJSIT,O,X,O,X,X,X
LZOSTIJ,O,X,X,O,X,X
LZOSTJI,O,X,O,O,X,X
LZOSITJ,O,X,X,X,X,X
LZOSIJT,O,X,X,X,X,X
LZOSJTI,O,X,O,O,X,X
LZOSJIT,O,X,O,X,X,X
LOTIJSZ,O,O,X,O,O,X
LOTIJZS,O,O,X,X,O,X
LOTISJZ,O,O,X,O,O,X
LOTISZJ,O,X,X,O,X,X
LOTIZJS,O,X,X,X,O,X
LOTIZSJ,O,X,X,O,X,X
LOTJISZ,O,O,X,O,O,X
LOTJIZS,O,O,X,X,O,X
LOTJSIZ,O,O,X,O,O,X
LOTJSZI,O,O,X,O,O,X
LOTJZIS,O,O,X,X,O,X
LOTJZSI,O,O,X,X,O,X
LOTSIJZ,O,O,X,O,O,X
LOTSIZJ,O,X,X,O,X,X
LOTSJIZ,O,O,X,O,O,X
LOTSJZI,O,O,X,O,O,X
LOTSZIJ,O,X,X,O,X,X
LOTSZJI,O,O,X,O,X,X
LOTZIJS,O,X,X,X,O,X
LOTZISJ,O,X,X,O,X,X
LOTZJIS,O,X,X,X,O,X
LOTZJSI,O,X,X,X,O,X
LOTZSIJ,O,X,X,O,X,X
LOTZSJI,O,X,X,O,X,X
LOITJSZ,O,X,X,O,O,X
LOITJZS,O,X,X,X,O,X
LOITSJZ,O,X,X,O,O,X
LOITSZJ,O,X,X,O,X,X
LOITZJS,O,X,X,X,O,X
LOITZSJ,O,X,X,O,X,X
LOIJTSZ,O,X,X,X,O,X
LOIJTZS,O,X,X,X,O,X
LOIJSTZ,X,X,X,X,O,X
LOIJSZT,O,X,X,X,X,X
LOIJZTS,O,X,X,X,X,X
LOIJZST,O,X,X,X,X,X
LOISTJZ,X,X,X,O,X,X
LOISTZJ,X,X,X,O,X,X
LOISJTZ,X,X,X,O,X,X
LOISJZT,O,X,X,X,X,X
LOISZTJ,O,X,X,X,X,X
LOISZJT,O,X,X,X,X,X
LOIZTJS,O,X,X,X,X,O
LOIZTSJ,O,X,X,X,X,O
LOIZJTS,O,X,X,X,X,O
LOIZJST,O,X,X,X,X,O
LOIZSTJ,O,X,X,X,X,O
LOIZSJT,O,X,X,X,X,O
LOJTISZ,O,O,X,O,O,X
LOJTIZS,O,O,X,X,O,X
LOJTSIZ,O,O,X,O,O,X
LOJTSZI,O,O,X,O,O,X
LOJTZIS,O,O,X,X,O,X
LOJTZSI,O,O,X,X,O,X
LOJITSZ,O,O,X,X,O,X
LOJITZS,O,O,X,X,O,X
LOJISTZ,X,X,X,X,O,X
LOJISZT,O,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X
LOJIZST,O,X,X,X,X,X
LOJSTIZ,O,O,O,O,O,X
LOJSTZI,O,O,O,O,O,X
LOJSITZ,X,O,O,O,O,X
LOJSIZT,O,X,O,X,X,X
LOJSZTI,O,O,O,O,O,X
LOJSZIT,O,X,O,X,X,X
LOJZTIS,O,O,O,X,O,X
LOJZTSI,O,O,O,X,O,X
LOJZITS,O,X,O,X,X,X
LOJZIST,O,X,X,X,X,X
LOJZSTI,O,X,O,X,O,X
LOJZSIT,O,X,O,X,X,X
LOSTIJZ,O,O,X,O,O,X
LOSTIZJ,O,X,X,O,X,X
LOSTJIZ,O,O,X,O,O,X
LOSTJZI,O,O,X,O,O,X
LOSTZIJ,O,X,X,O,X,X
LOSTZJI,O,O,X,O,X,X
LOSITJZ,X,O,X,O,X,X
LOSITZJ,X,X,X,O,X,X
LOSIJTZ,X,O,X,O,X,X
LOSIJZT,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X
LOSJTIZ,O,O,O,O,O,X
LOSJTZI,O,O,O,O,O,X
LOSJITZ,X,O,O,O,O,X
LOSJIZT,O,X,O,X,X,X
LOSJZTI,O,O,O,O,O,X
LOSJZIT,O,X,O,X,X,X
LOSZTIJ,O,X,X,O,X,X
LOSZTJI,O,O,O,O,X,X
LOSZITJ,O,X,X,X,X,X
LOSZIJT,O,X,X,X,X,X
LOSZJTI,O,O,O,O,X,X
LOSZJIT,O,X,O,X,X,X
LOZTIJS,O,X,X,X,O,O
LOZTISJ,O,X,X,O,X,O
LOZTJIS,O,X,O,X,O,X
LOZTJSI,O,X,O,X,O,X
LOZTSIJ,O,X,X,O,X,X
LOZTSJI,O,X,O,O,X,X
LOZITJS,O,X,X,X,X,O
LOZITSJ,O,X,X,X,X,O
LOZIJTS,O,X,X,X,X,O
LOZIJST,O,X,X,X,X,O
LOZISTJ,O,X,X,X,X,O
LOZISJT,O,X,X,X,X,O
LOZJTIS,O,X,O,X,O,X
LOZJTSI,O,X,O,X,O,X
LOZJITS,O,X,O,X,X,X
LOZJIST,O,X,X,X,X,X
LOZJSTI,O,X,O,X,O,X
LOZJSIT,O,X,O,X,X,X
LOZSTIJ,O,X,X,O,X,X
LOZSTJI,O,X,O,O,X,X
LOZSITJ,O,X,X,X,X,X
LOZSIJT,O,X,X,X,X,X
LOZSJTI,O,X,O,O,X,X
LOZSJIT,O,X,O,X,X,X
JTILSZO,O,O,X,O,O,X
JTILSOZ,O,O,X,O,O,X
JTILZSO,O,X,X,X,O,X
JTILZOS,O,O,X,X,O,X
JTILOSZ,O,O,X,O,O,X
JTILOZS,O,O,X,X,O,X
JTISLZO,X,O,X,O,O,X
JTISLOZ,X,O,X,O,O,X
JTISZLO,X,O,X,O,X,X
JTISZOL,X,O,X,O,X,X
JTISOLZ,X,O,X,O,O,X
JTISOZL,X,O,X,O,X,X
JTIZLSO,O,X,X,X,O,X
JTIZLOS,O,O,O,X,O,X
JTIZSLO,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X
JTIZOLS,O,O,O,X,O,X
JTIZOSL,O,O,O,X,X,X
JTIOLSZ,O,O,X,O,O,X
JTIOLZS,O,O,X,X,O,X
JTIOSLZ,X,O,X,O,O,X
JTIOSZL,X,O,X,O,X,X
JTIOZLS,O,O,O,X,O,X
JTIOZSL,O,O,O,X,X,X
JTLISZO,O,O,X,O,O,X
JTLISOZ,O,O,X,O,O,X
JTLIZSO,O,X,X,X,O,X
JTLIZOS,O,O,X,X,O,X
JTLIOSZ,O,O,X,O,O,X
JTLIOZS,O,O,X,X,O,X
JTLSIZO,O,O,X,O,O,X
JTLSIOZ,O,O,X,O,O,X
JTLSZIO,O,O,X,O,O,X
JTLSZOI,O,O,X,O,O,X
JTLSOIZ,O,O,X,O,O,X
JTLSOZI,O,O,X,O,O,X
JTLZISO,O,X,X,X,O,X
JTLZIOS,O,O,X,X,O,X
JTLZSIO,O,X,X,X,O,X
JTLZSOI,O,X,X,X,O,X
JTLZOIS,O,O,X,X,O,X
JTLZOSI,O,O,X,X,O,X
JTLOISZ,O,O,X,O,O,X
JTLOIZS,O,O,X,X,O,X
JTLOSIZ,O,O,X,O,O,X
JTLOSZI,O,O,X,O,O,X
JTLOZIS,O,O,X,X,O,X
JTLOZSI,O,O,X,X,O,X
JTSILZO,X,O,X,O,O,X
JTSILOZ,X,O,X,O,O,X
JTSIZLO,X,O,O,O,X,X
JTSIZOL,X,O,O,O,X,X
JTSIOLZ,X,O,X,O,O,X
JTSIOZL,X,O,O,O,X,X
JTSLIZO,X,O,O,O,O,X
JTSLIOZ,X,O,O,O,O,X
JTSLZIO,X,O,O,O,O,X
JTSLZOI,X,O,O,O,O,X
JTSLOIZ,X,O,O,O,O,X
JTSLOZI,X,O,O,O,O,X
JTSZILO,X,O,O,O,X,X
JTSZIOL,X,O,O,O,X,X
JTSZLIO,X,O,O,O,X,X
JTSZLOI,X,O,O,O,X,X
JTSZOIL,X,O,O,O,X,X
JTSZOLI,X,O,O,O,X,X
JTSOILZ,X,O,X,O,O,X
JTSOIZL,X,O,O,O,X,X
JTSOLIZ,X,O,O,O,O,X
JTSOLZI,X,O,O,O,O,X
JTSOZIL,X,O,O,O,X,X
JTSOZLI,X,O,O,O,X,X
JTZILSO,O,X,X,X,O,X
JTZILOS,O,O,O,X,O,X
JTZISLO,O,O,O,X,X,X
JTZISOL,O,O,O,X,X,X
JTZIOLS,O,O,O,X,O,X
JTZIOSL,O,O,O,X,X,X
JTZLISO,O,X,X,X,O,X
JTZLIOS,O,O,O,X,O,X
JTZLSIO,O,X,O,X,O,X
JTZLSOI,O,X,O,X,O,X
JTZLOIS,O,O,O,X,O,X
JTZLOSI,O,O,O,X,O,X
JTZSILO,O,O,O,X,X,X
JTZSIOL,O,O,O,X,X,X
JTZSLIO,O,O,O,X,X,X
JTZSLOI,O,O,O,X,X,X
JTZSOIL,O,O,O,X,X,X
JTZSOLI,O,O,O,X,X,X
JTZOILS,O,O,O,X,O,X
JTZOISL,O,O,O,X,X,X
JTZOLIS,O,O,O,X,O,X
JTZOLSI,O,O,O,X,O,X
JTZOSIL,O,O,O,X,X,X
JTZOSLI,O,O,O,X,X,X
JTOILSZ,O,O,X,O,O,X
JTOILZS,O,O,X,X,O,X
JTOISLZ,X,O,X,O,O,X
JTOISZL,X,O,X,O,X,X
JTOIZLS,O,O,O,X,O,X
JTOIZSL,O,O,O,X,X,X
JTOLISZ,O,O,X,O,O,X
JTOLIZS,O,O,X,X,O,X
JTOLSIZ,O,O,X,O,O,X
JTOLSZI,O,O,X,O,O,X
JTOLZIS,O,O,X,X,O,X
JTOLZSI,O,O,X,X,O,X
JTOSILZ,X,O,X,O,O,X
JTOSIZL,X,O,O,O,X,X
JTOSLIZ,X,O,O,O,O,X
JTOSLZI,X,O,O,O,O,X
JTOSZIL,X,O,O,O,X,X
JTOSZLI,X,O,O,O,X,X
JTOZILS,O,O,O,X,O,X
JTOZISL,O,O,O,X,X,X
JTOZLIS,O,O,O,X,O,X
JTOZLSI,O,O,O,X,O,X
JTOZSIL,O,O,O,X,X,X
JTOZSLI,O,O,O,X,X,X
JITLSZO,X,O,X,X,O,X
JITLSOZ,X,O,X,X,O,X
JITLZSO,X,X,X,X,O,X
JITLZOS,X,O,X,X,O,X
JITLOSZ,X,O,X,X,O,X
JITLOZS,X,O,X,X,O,X
JITSLZO,X,O,X,X,O,X
JITSLOZ,X,O,X,X,O,X
JITSZLO,X,O,X,X,X,X
JITSZOL,X,O,X,X,X,X
JITSOLZ,X,O,X,X,O,X
JITSOZL,X,O,X,X,X,X
JITZLSO,X,X,X,X,O,X
JITZLOS,X,O,O,X,O,X
JITZSLO,X,O,X,X,X,X
JITZSOL,X,O,O,X,X,X
JITZOLS,X,O,O,X,O,X
JITZOSL,X,O,O,X,X,X
JITOLSZ,X,O,X,X,O,X
JITOLZS,X,O,X,X,O,X
JITOSLZ,X,O,X,X,O,X
JITOSZL,X,O,X,X,X,X
JITOZLS,X,O,O,X,O,X
JITOZSL,X,O,O,X,X,X
JILTSZO,X,X,X,X,O,X
JILTSOZ,X,O,X,X,O,X
JILTZSO,O,X,X,X,O,X
JILTZOS,O,O,X,X,O,X
JILTOSZ,X,O,X,X,O,X
JILTOZS,O,O,X,X,O,X
JILSTZO,X,X,X,X,O,X
JILSTOZ,X,X,X,X,O,X
JILSZTO,O,X,X,X,X,X
JILSZOT,O,X,X,X,X,X
JILSOTZ,X,X,X,X,O,X
JILSOZT,O,X,X,X,X,X
JILZTSO,O,X,X,X,X,O
JILZTOS,O,X,O,X,X,O
JILZSTO,O,X,X,X,X,O
JILZSOT,O,X,X,X,X,O
JILZOTS,O,X,O,X,X,O
JILZOST,O,X,X,X,X,O
JILOTSZ,X,O,X,X,O,X
JILOTZS,O,O,X,X,O,X
JILOSTZ,X,X,X,X,O,X
JILOSZT,O,X,X,X,X,X
JILOZTS,O,X,O,X,X,X
JILOZST,O,X,X,X,X,X
JISTLZO,X,O,X,X,X,X
JISTLOZ,X,O,X,X,X,X
JISTZLO,X,O,O,X,X,X
JISTZOL,X,O,O,X,X,X
JISTOLZ,X,O,X,X,X,X
JISTOZL,X,O,O,X,X,X
JISLTZO,X,O,O,X,X,X
JISLTOZ,X,O,O,X,X,X
JISLZTO,X,X,O,X,X,X
JISLZOT,X,X,O,X,X,X
JISLOTZ,X,O,O,X,X,X
JISLOZT,X,X,O,X,X,X
JISZTLO,X,X,O,X,X,X
JISZTOL,X,X,O,X,X,X
JISZLTO,X,X,O,X,X,X
JISZLOT,X,X,O,X,X,X
JISZOTL,X,X,O,X,X,X
JISZOLT,X,X,O,X,X,X
JISOTLZ,X,O,X,X,X,X
JISOTZL,X,O,O,X,X,X
JISOLTZ,X,O,O,X,X,X
JISOLZT,X,X,O,X,X,X
JISOZTL,X,X,O,X,X,X
JISOZLT,X,X,O,X,X,X
JIZTLSO,X,X,X,X,X,O
JIZTLOS,X,X,O,X,X,O
JIZTSLO,X,X,O,X,X,O
JIZTSOL,X,X,O,X,X,O
JIZTOLS,X,X,O,X,X,O
JIZTOSL,X,X,O,X,X,O
JIZLTSO,O,X,X,X,X,O
JIZLTOS,O,X,O,X,X,O
JIZLSTO,O,X,X,X,X,O
JIZLSOT,O,X,X,X,X,O
JIZLOTS,O,X,O,X,X,O
JIZLOST,O,X,X,X,X,O
JIZSTLO,X,X,O,X,X,O
JIZSTOL,O,X,O,X,X,O
JIZSLTO,X,X,O,X,X,O
JIZSLOT,O,X,O,X,X,O
JIZSOTL,O,X,O,X,X,O
JIZSOLT,O,X,O,X,X,O
JIZOTLS,X,X,O,X,X,O
JIZOTSL,X,X,O,X,X,O
JIZOLTS,O,X,O,X,X,O
JIZOLST,O,X,X,X,X,O
JIZOSTL,O,X,O,X,X,O
JIZOSLT,O,X,O,X,X,O
JIOTLSZ,X,O,X,X,O,X
JIOTLZS,X,O,X,X,O,X
JIOTSLZ,X,O,X,X,O,X
JIOTSZL,X,O,X,X,X,X
JIOTZLS,X,O,O,X,O,X
JIOTZSL,X,O,O,X,X,X
JIOLTSZ,X,O,X,X,O,X
JIOLTZS,O,O,X,X,O,X
JIOLSTZ,X,X,X,X,O,X
JIOLSZT,O,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X
JIOLZST,O,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,X
JIOSTZL,X,O,O,X,X,X
JIOSLTZ,X,O,O,X,X,X
JIOSLZT,X,X,O,X,X,X
JIOSZTL,X,X,O,X,X,X
JIOSZLT,X,X,O,X,X,X
JIOZTLS,X,X,O,X,X,O
JIOZTSL,X,X,O,X,X,O
JIOZLTS,O,X,O,X,X,O
JIOZLST,O,X,X,X,X,O
JIOZSTL,O,X,O,X,X,O
JIOZSLT,O,X,O,X,X,O
JLTISZO,O,O,X,O,O,X
JLTISOZ,O,O,X,O,O,X
JLTIZSO,O,X,X,X,O,X
JLTIZOS,O,O,X,X,O,X
JLTIOSZ,O,O,X,O,O,X
JLTIOZS,O,O,X,X,O,X
JLTSIZO,O,O,X,O,O,X
JLTSIOZ,O,O,X,O,O,X
JLTSZIO,O,O,X,O,O,X
JLTSZOI,O,O,X,O,O,X
JLTSOIZ,O,O,X,O,O,X
JLTSOZI,O,O,X,O,O,X
JLTZISO,O,X,X,X,O,X
JLTZIOS,O,O,X,X,O,X
JLTZSIO,O,X,X,X,O,X
JLTZSOI,O,X,X,X,O,X
JLTZOIS,O,O,X,X,O,X
JLTZOSI,O,O,X,X,O,X
JLTOISZ,O,O,X,O,O,X
JLTOIZS,O,O,X,X,O,X
JLTOSIZ,O,O,X,O,O,X
JLTOSZI,O,O,X,O,O,X
JLTOZIS,O,O,X,X,O,X
JLTOZSI,O,O,X,X,O,X
JLITSZO,O,X,X,X,O,X
JLITSOZ,O,O,X,X,O,X
JLITZSO,O,X,X,X,O,X
JLITZOS,O,O,X,X,O,X
JLITOSZ,O,O,X,X,O,X
JLITOZS,O,O,X,X,O,X
JLISTZO,X,X,X,X,O,X
JLISTOZ,X,X,X,X,O,X
JLISZTO,O,X,X,X,X,X
JLISZOT,O,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X
JLISOZT,O,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X
JLIZTOS,O,X,O,X,X,X
JLIZSTO,O,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X
JLIZOST,O,X,X,X,X,X
JLIOTSZ,O,O,X,X,O,X
JLIOTZS,O,O,X,X,O,X
JLIOSTZ,X,X,X,X,O,X
JLIOSZT,O,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X
JLIOZST,O,X,X,X,X,X
JLSTIZO,O,O,O,O,O,X
JLSTIOZ,O,O,O,O,O,X
JLSTZIO,O,O,O,O,O,X
JLSTZOI,O,O,O,O,O,X
JLSTOIZ,O,O,O,O,O,X
JLSTOZI,O,O,O,O,O,X
JLSITZO,X,O,O,O,O,X
JLSITOZ,X,O,O,O,O,X
JLSIZTO,O,X,O,X,X,X
JLSIZOT,O,X,O,X,X,X
JLSIOTZ,X,O,O,O,O,X
JLSIOZT,O,X,O,X,X,X
JLSZTIO,O,O,O,O,O,X
JLSZTOI,O,O,O,O,O,X
JLSZITO,O,X,O,X,X,X
JLSZIOT,O,X,O,X,X,X
JLSZOTI,O,O,O,O,O,X
JLSZOIT,O,X,O,X,X,X
JLSOTIZ,O,O,O,O,O,X
JLSOTZI,O,O,O,O,O,X
JLSOITZ,X,O,O,O,O,X
JLSOIZT,O,X,O,X,X,X
JLSOZTI,O,O,O,O,O,X
JLSOZIT,O,X,O,X,X,X
JLZTISO,O,X,X,X,O,X
JLZTIOS,O,O,O,X,O,X
JLZTSIO,O,X,O,X,O,X
JLZTSOI,O,X,O,X,O,X
JLZTOIS,O,O,O,X,O,X
JLZTOSI,O,O,O,X,O,X
JLZITSO,O,X,X,X,X,X
JLZITOS,O,X,O,X,X,X
JLZISTO,O,X,X,X,X,X
JLZISOT,O,X,X,X,X,X
JLZIOTS,O,X,O,X,X,X
JLZIOST,O,X,X,X,X,X
JLZSTIO,O,X,O,X,O,X
JLZSTOI,O,X,O,X,O,X
JLZSITO,O,X,O,X,X,X
JLZSIOT,O,X,O,X,X,X
JLZSOTI,O,X,O,X,O,X
JLZSOIT,O,X,O,X,X,X
JLZOTIS,O,O,O,X,O,X
JLZOTSI,O,O,O,X,O,X
JLZOITS,O,X,O,X,X,X
JLZOIST,O,X,X,X,X,X
JLZOSTI,O,X,O,X,O,X
JLZOSIT,O,X,O,X,X,X
JLOTISZ,O,O,X,O,O,X
JLOTIZS,O,O,X,X,O,X
JLOTSIZ,O,O,X,O,O,X
JLOTSZI,O,O,X,O,O,X
JLOTZIS,O,O,X,X,O,X
JLOTZSI,O,O,X,X,O,X
JLOITSZ,O,O,X,X,O,X
JLOITZS,O,O,X,X,O,X
JLOISTZ,X,X,X,X,O,X
JLOISZT,O,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X
JLOIZST,O,X,X,X,X,X
JLOSTIZ,O,O,O,O,O,X
JLOSTZI,O,O,O,O,O,X
JLOSITZ,X,O,O,O,O,X
JLOSIZT,O,X,O,X,X,X
JLOSZTI,O,O,O,O,O,X
JLOSZIT,O,X,O,X,X,X
JLOZTIS,O,O,O,X,O,X
JLOZTSI,O,O,O,X,O,X
JLOZITS,O,X,O,X,X,X
JLOZIST,O,X,X,X,X,X
JLOZSTI,O,X,O,X,O,X
JLOZSIT,O,X,O,X,X,X
JSTILZO,X,O,X,O,O,X
JSTILOZ,X,O,X,O,O,X
JSTIZLO,X,O,O,O,X,X
JSTIZOL,X,O,O,O,X,X
JSTIOLZ,X,O,X,O,O,X
JSTIOZL,X,O,O,O,X,X
JSTLIZO,X,O,O,O,O,X
JSTLIOZ,X,O,O,O,O,X
JSTLZIO,X,O,O,O,O,X
JSTLZOI,X,O,O,O,O,X
JSTLOIZ,X,O,O,O,O,X
JSTLOZI,X,O,O,O,O,X
JSTZILO,X,O,O,O,X,X
JSTZIOL,X,O,O,O,X,X
JSTZLIO,X,O,O,O,X,X
JSTZLOI,X,O,O,O,X,X
JSTZOIL,X,O,O,O,X,X
JSTZOLI,X,O,O,O,X,X
JSTOILZ,X,O,X,O,O,X
JSTOIZL,X,O,O,O,X,X
JSTOLIZ,X,O,O,O,O,X
JSTOLZI,X,O,O,O,O,X
JSTOZIL,X,O,O,O,X,X
JSTOZLI,X,O,O,O,X,X
JSITLZO,X,O,X,O,X,X
JSITLOZ,X,O,X,O,X,X
JSITZLO,X,O,O,O,X,X
JSITZOL,X,O,O,O,X,X
JSITOLZ,X,O,X,O,X,X
JSITOZL,X,O,O,O,X,X
JSILTZO,X,O,O,O,X,X
JSILTOZ,X,O,O,O,X,X
JSILZTO,X,X,O,X,X,X
JSILZOT,X,X,O,X,X,X
JSILOTZ,X,O,O,O,X,X
JSILOZT,X,X,O,X,X,X
JSIZTLO,X,X,O,X,X,X
JSIZTOL,X,X,O,X,X,X
JSIZLTO,X,X,O,X,X,X
JSIZLOT,X,X,O,X,X,X
JSIZOTL,X,X,O,X,X,X
JSIZOLT,X,X,O,X,X,X
JSIOTLZ,X,O,X,O,X,X
JSIOTZL,X,O,O,O,X,X
JSIOLTZ,X,O,O,O,X,X
JSIOLZT,X,X,O,X,X,X
JSIOZTL,X,X,O,X,X,X
JSIOZLT,X,X,O,X,X,X
JSLTIZO,X,O,O,O,O,X
JSLTIOZ,X,O,O,O,O,X
JSLTZIO,X,O,O,O,O,X
JSLTZOI,X,O,O,O,O,X
JSLTOIZ,X,O,O,O,O,X
JSLTOZI,X,O,O,O,O,X
JSLITZO,X,O,O,O,O,X
JSLITOZ,X,O,O,O,O,X
JSLIZTO,X,X,O,X,X,X
JSLIZOT,X,X,O,X,X,X
JSLIOTZ,X,O,O,O,O,X
JSLIOZT,X,X,O,X,X,X
JSLZTIO,X,O,O,O,O,X
JSLZTOI,X,O,O,O,O,X
JSLZITO,X,X,O,X,X,X
JSLZIOT,X,X,O,X,X,X
JSLZOTI,X,O,O,O,O,X
JSLZOIT,X,X,O,X,X,X
JSLOTIZ,X,O,O,O,O,X
JSLOTZI,X,O,O,O,O,X
JSLOITZ,X,O,O,O,O,X
JSLOIZT,X,X,O,X,X,X
JSLOZTI,X,O,O,O,O,X
JSLOZIT,X,X,O,X,X,X
JSZTILO,X,O,O,O,X,X
JSZTIOL,X,O,O,O,X,X
JSZTLIO,X,O,O,O,X,X
JSZTLOI,X,O,O,O,X,X
JSZTOIL,X,O,O,O,X,X
JSZTOLI,X,O,O,O,X,X
JSZITLO,X,X,O,X,X,X
JSZITOL,X,X,O,X,X,X
JSZILTO,X,X,O,X,X,X
JSZILOT,X,X,O,X,X,X
JSZIOTL,X,X,O,X,X,X
JSZIOLT,X,X,O,X,X,X
JSZLTIO,X,O,O,O,X,X
JSZLTOI,X,O,O,O,X,X
JSZLITO,X,X,O,X,X,X
JSZLIOT,X,X,O,X,X,X
JSZLOTI,X,O,O,O,X,X
JSZLOIT,X,X,O,X,X,X
JSZOTIL,X,O,O,O,X,X
JSZOTLI,X,O,O,O,X,X
JSZOITL,X,X,O,X,X,X
JSZOILT,X,X,O,X,X,X
JSZOLTI,X,O,O,O,X,X
JSZOLIT,X,X,O,X,X,X
JSOTILZ,X,O,X,O,O,X
JSOTIZL,X,O,O,O,X,X
JSOTLIZ,X,O,O,O,O,X
JSOTLZI,X,O,O,O,O,X
JSOTZIL,X,O,O,O,X,X
JSOTZLI,X,O,O,O,X,X
JSOITLZ,X,O,X,O,X,X
JSOITZL,X,O,O,O,X,X
JSOILTZ,X,O,O,O,X,X
JSOILZT,X,X,O,X,X,X
JSOIZTL,X,X,O,X,X,X
JSOIZLT,X,X,O,X,X,X
JSOLTIZ,X,O,O,O,O,X
JSOLTZI,X,O,O,O,O,X
JSOLITZ,X,O,O,O,O,X
JSOLIZT,X,X,O,X,X,X
JSOLZTI,X,O,O,O,O,X
JSOLZIT,X,X,O,X,X,X
JSOZTIL,X,O,O,O,X,X
JSOZTLI,X,O,O,O,X,X
JSOZITL,X,X,O,X,X,X
JSOZILT,X,X,O,X,X,X
JSOZLTI,X,O,O,O,X,X
JSOZLIT,X,X,O,X,X,X
JZTILSO,O,X,X,X,O,O
JZTILOS,O,O,O,X,O,O
JZTISLO,O,O,O,X,X,O
JZTISOL,O,O,O,X,X,O
JZTIOLS,O,O,O,X,O,O
JZTIOSL,O,O,O,X,X,O
JZTLISO,O,X,X,X,O,X
JZTLIOS,O,O,O,X,O,X
JZTLSIO,O,X,O,X,O,X
JZTLSOI,O,X,O,X,O,X
JZTLOIS,O,O,O,X,O,X
JZTLOSI,O,O,O,X,O,X
JZTSILO,O,O,O,X,X,X
JZTSIOL,O,O,O,X,X,X
JZTSLIO,O,O,O,X,X,X
JZTSLOI,O,O,O,X,X,X
JZTSOIL,O,O,O,X,X,X
JZTSOLI,O,O,O,X,X,X
JZTOILS,O,O,O,X,O,O
JZTOISL,O,O,O,X,X,O
JZTOLIS,O,O,O,X,O,X
JZTOLSI,O,O,O,X,O,X
JZTOSIL,O,O,O,X,X,X
JZTOSLI,O,O,O,X,X,X
JZITLSO,X,X,X,X,X,O
JZITLOS,X,X,O,X,X,O
JZITSLO,X,X,O,X,X,O
JZITSOL,X,X,O,X,X,O
JZITOLS,X,X,O,X,X,O
JZITOSL,X,X,O,X,X,O
JZILTSO,O,X,X,X,X,O
JZILTOS,O,X,O,X,X,O
JZILSTO,O,X,X,X,X,O
JZILSOT,O,X,X,X,X,O
JZILOTS,O,X,O,X,X,O
JZILOST,O,X,X,X,X,O
JZISTLO,X,X,O,X,X,O
JZISTOL,O,X,O,X,X,O
JZISLTO,X,X,O,X,X,O
JZISLOT,O,X,O,X,X,O
JZISOTL,O,X,O,X,X,O
JZISOLT,O,X,O,X,X,O
JZIOTLS,X,X,O,X,X,O
JZIOTSL,X,X,O,X,X,O
JZIOLTS,O,X,O,X,X,O
JZIOLST,O,X,X,X,X,O
JZIOSTL,O,X,O,X,X,O
JZIOSLT,O,X,O,X,X,O
JZLTISO,O,X,X,X,O,X
JZLTIOS,O,O,O,X,O,X
JZLTSIO,O,X,O,X,O,X
JZLTSOI,O,X,O,X,O,X
JZLTOIS,O,O,O,X,O,X
JZLTOSI,O,O,O,X,O,X
JZLITSO,O,X,X,X,X,X
JZLITOS,O,X,O,X,X,X
JZLISTO,O,X,X,X,X,X
JZLISOT,O,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X
JZLIOST,O,X,X,X,X,X
JZLSTIO,O,X,O,X,O,X
JZLSTOI,O,X,O,X,O,X
JZLSITO,O,X,O,X,X,X
JZLSIOT,O,X,O,X,X,X
JZLSOTI,O,X,O,X,O,X
JZLSOIT,O,X,O,X,X,X
JZLOTIS,O,O,O,X,O,X
JZLOTSI,O,O,O,X,O,X
JZLOITS,O,X,O,X,X,X
JZLOIST,O,X,X,X,X,X
JZLOSTI,O,X,O,X,O,X
JZLOSIT,O,X,O,X,X,X
JZSTILO,O,O,O,X,X,X
JZSTIOL,O,O,O,X,X,X
