sequence,v115@GhA8IeA8CeA8EeE8BeD8Jei/IvhF3gBRiB1pBOrB8r?BzsB,v115@GhA8IeA8CeA8EeE8BeD8Jel/IvhF3gBUiBaoB2pBxr?BTrB,v115@GhA8IeA8CeA8EeE8BeD8JeOEJvhFxgBliBzkBUmBys?B3rB,v115@GhA8IeA8CeA8EeE8BeD8JeKEJvhFflBRiBFmB8rBzn?BmqB,v115@GhA8IeA8CeA8EeE8BeD8Je/HJvhFaoBTkBxlBmkB1r?BUrB,v115@GhA8IeA8CeA8EeE8BeD8JecGJvhFxkBlnBTkBilBmn?B3rB
OJLZITS,X,X,O,O,X,X
OJLZIST,X,X,O,O,X,X
OJLZSTI,X,X,O,O,X,X
OJLZSIT,X,X,O,O,X,X
OJSTILZ,O,O,X,X,X,X
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,O,X,X,X,X
OJSTLZI,O,X,X,X,X,X
OJSTZIL,O,X,X,X,X,X
OJSTZLI,O,X,X,X,X,X
OJSITLZ,O,O,X,X,X,X
OJSITZL,O,O,X,X,X,X
OJSILTZ,X,O,O,X,O,X
OJSILZT,X,O,X,X,O,X
OJSIZTL,O,O,X,X,X,X
OJSIZLT,O,O,O,X,X,X
OJSLTIZ,O,O,O,X,X,X
OJSLTZI,O,X,O,X,X,X
OJSLITZ,X,O,O,X,O,X
OJSLIZT,X,O,X,X,O,X
OJSLZTI,O,X,O,X,X,X
OJSLZIT,O,X,O,X,X,X
OJSZTIL,O,X,X,X,X,X
OJSZTLI,O,X,X,X,X,X
OJSZITL,O,X,X,X,X,X
OJSZILT,O,X,O,X,X,X
OJSZLTI,O,X,O,X,X,X
OJSZLIT,O,X,O,X,X,X
OJZTILS,O,X,O,O,X,X
OJZTISL,O,X,X,X,X,X
OJZTLIS,O,X,O,O,X,X
OJZTLSI,O,X,O,O,X,X
OJZTSIL,O,X,X,X,X,X
OJZTSLI,O,X,X,X,X,X
OJZITLS,O,X,O,O,X,X
OJZITSL,O,X,X,X,X,X
OJZILTS,O,X,O,O,X,X
OJZILST,O,X,O,O,X,X
OJZISTL,O,X,X,X,X,X
OJZISLT,O,X,O,X,X,X
OJZLTIS,O,X,O,O,X,X
OJZLTSI,O,X,O,O,X,X
OJZLITS,O,X,O,O,X,X
OJZLIST,O,X,O,O,X,X
OJZLSTI,O,X,O,O,X,X
OJZLSIT,O,X,O,O,X,X
OJZSTIL,O,X,X,X,X,X
OJZSTLI,O,X,X,X,X,X
OJZSITL,O,X,X,X,X,X
OJZSILT,O,X,O,X,X,X
OJZSLTI,O,X,O,X,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,O,X,X,X,O,X
OSTILZJ,O,O,X,X,O,X
OSTIJLZ,O,X,X,X,X,X
OSTIJZL,O,X,X,X,X,X
OSTIZLJ,O,O,X,X,X,O
OSTIZJL,O,X,X,X,X,O
OSTLIJZ,O,X,X,X,O,X
OSTLIZJ,O,O,X,X,O,X
OSTLJIZ,O,X,X,X,X,X
OSTLJZI,O,X,X,X,X,X
OSTLZIJ,O,X,X,X,X,X
OSTLZJI,O,X,X,X,X,X
OSTJILZ,O,X,X,X,X,X
OSTJIZL,O,X,X,X,X,X
OSTJLIZ,O,X,X,X,X,X
OSTJLZI,O,X,X,X,X,X
OSTJZIL,O,X,X,X,X,X
OSTJZLI,O,X,X,X,X,X
OSTZILJ,O,X,X,X,X,O
OSTZIJL,O,X,X,X,X,O
OSTZLIJ,O,X,X,X,X,X
OSTZLJI,O,X,X,X,X,X
OSTZJIL,O,X,X,X,X,X
OSTZJLI,O,X,X,X,X,X
OSITLJZ,O,X,X,X,O,X
OSITLZJ,O,O,X,X,O,X
OSITJLZ,O,X,X,X,X,X
OSITJZL,O,X,X,X,X,X
OSITZLJ,O,O,X,X,X,O
OSITZJL,O,X,X,X,X,O
OSILTJZ,O,X,O,X,O,X
OSILTZJ,O,O,X,O,O,X
OSILJTZ,X,O,O,X,O,X
OSILJZT,X,O,X,O,O,X
OSILZTJ,X,O,X,O,O,X
OSILZJT,X,O,X,O,O,X
OSIJTLZ,O,O,X,X,X,X
OSIJTZL,O,O,X,X,X,X
OSIJLTZ,X,O,O,X,O,X
OSIJLZT,X,O,X,X,O,X
OSIJZTL,O,O,X,X,X,X
OSIJZLT,O,O,O,X,X,X
OSIZTLJ,O,O,X,O,X,O
OSIZTJL,O,X,X,X,X,O
OSIZLTJ,O,O,O,O,O,X
OSIZLJT,X,O,O,O,O,X
OSIZJTL,O,O,X,X,X,X
OSIZJLT,X,O,O,X,X,X
OSLTIJZ,O,X,O,X,O,X
OSLTIZJ,O,O,X,O,O,X
OSLTJIZ,O,X,O,X,X,X
OSLTJZI,O,X,O,X,X,X
OSLTZIJ,O,X,O,O,X,X
OSLTZJI,O,X,O,O,X,X
OSLITJZ,O,X,O,X,O,X
OSLITZJ,O,O,X,O,O,X
OSLIJTZ,X,O,O,X,O,X
OSLIJZT,X,O,X,O,O,X
OSLIZTJ,X,O,X,O,O,X
OSLIZJT,X,O,X,O,O,X
OSLJTIZ,O,O,O,X,X,X
OSLJTZI,O,X,O,X,X,X
OSLJITZ,X,O,O,X,O,X
OSLJIZT,X,O,X,O,O,X
OSLJZTI,O,X,O,O,X,X
OSLJZIT,O,X,O,O,X,X
OSLZTIJ,O,X,O,O,X,X
OSLZTJI,O,X,O,O,X,X
OSLZITJ,O,X,O,O,O,X
OSLZIJT,X,X,O,O,O,X
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,O,O,X,X
OSJTILZ,O,O,X,X,X,X
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,O,X,X,X,X
OSJTLZI,O,X,X,X,X,X
OSJTZIL,O,X,X,X,X,X
OSJTZLI,O,X,X,X,X,X
OSJITLZ,O,O,X,X,X,X
OSJITZL,O,O,X,X,X,X
OSJILTZ,X,O,O,X,O,X
OSJILZT,X,O,X,X,O,X
OSJIZTL,O,O,X,X,X,X
OSJIZLT,O,O,O,X,X,X
OSJLTIZ,O,O,O,X,X,X
OSJLTZI,O,X,O,X,X,X
OSJLITZ,X,O,O,X,O,X
OSJLIZT,X,O,X,X,O,X
OSJLZTI,O,X,O,X,X,X
OSJLZIT,O,X,O,X,X,X
OSJZTIL,O,X,X,X,X,X
OSJZTLI,O,X,X,X,X,X
OSJZITL,O,X,X,X,X,X
OSJZILT,O,X,O,X,X,X
OSJZLTI,O,X,O,X,X,X
OSJZLIT,O,X,O,X,X,X
OSZTILJ,O,X,X,O,X,O
OSZTIJL,O,X,X,X,X,O
OSZTLIJ,O,X,X,O,X,X
OSZTLJI,O,X,X,O,X,X
OSZTJIL,O,X,X,X,X,X
OSZTJLI,O,X,X,X,X,X
OSZITLJ,O,X,X,O,X,O
OSZITJL,O,X,X,X,X,O
OSZILTJ,O,X,O,O,O,X
OSZILJT,X,X,O,O,O,X
OSZIJTL,O,X,X,X,X,X
OSZIJLT,X,X,O,X,X,X
OSZLTIJ,O,X,O,O,X,X
OSZLTJI,O,X,O,O,X,X
OSZLITJ,O,X,O,O,O,X
OSZLIJT,X,X,O,O,O,X
OSZLJTI,X,X,O,O,X,X
OSZLJIT,X,X,O,O,X,X
OSZJTIL,O,X,X,X,X,X
OSZJTLI,O,X,X,X,X,X
OSZJITL,O,X,X,X,X,X
OSZJILT,O,X,O,X,X,X
OSZJLTI,O,X,O,X,X,X
OSZJLIT,O,X,O,X,X,X
OZTILJS,O,X,O,O,X,X
OZTILSJ,O,X,O,O,X,X
OZTIJLS,O,X,O,O,X,X
OZTIJSL,O,X,X,X,X,X
OZTISLJ,O,X,X,O,X,X
OZTISJL,O,X,X,X,X,X
OZTLIJS,O,X,O,O,X,X
OZTLISJ,O,X,O,O,X,X
OZTLJIS,O,X,O,O,X,X
OZTLJSI,O,X,O,O,X,X
OZTLSIJ,O,X,O,O,X,X
OZTLSJI,O,X,O,O,X,X
OZTJILS,O,X,O,O,X,X
OZTJISL,O,X,X,X,X,X
OZTJLIS,O,X,O,O,X,X
OZTJLSI,O,X,O,O,X,X
OZTJSIL,O,X,X,X,X,X
OZTJSLI,O,X,X,X,X,X
OZTSILJ,O,X,X,O,X,X
OZTSIJL,O,X,X,X,X,X
OZTSLIJ,O,X,X,O,X,X
OZTSLJI,O,X,X,O,X,X
OZTSJIL,O,X,X,X,X,X
OZTSJLI,O,X,X,X,X,X
OZITLJS,O,X,O,O,X,X
OZITLSJ,O,X,O,O,X,X
OZITJLS,O,X,O,O,X,X
OZITJSL,O,X,X,X,X,X
OZITSLJ,O,X,X,O,X,X
OZITSJL,O,X,X,X,X,X
OZILTJS,O,X,O,O,X,X
OZILTSJ,O,X,O,O,X,X
OZILJTS,X,X,O,O,X,X
OZILJST,X,X,O,O,X,X
OZILSTJ,O,X,O,O,O,X
OZILSJT,X,X,O,O,O,X
OZIJTLS,O,X,O,O,X,X
OZIJTSL,O,X,X,X,X,X
OZIJLTS,O,X,O,O,X,X
OZIJLST,O,X,O,O,X,X
OZIJSTL,O,X,X,X,X,X
OZIJSLT,O,X,O,X,X,X
OZISTLJ,O,X,X,O,X,X
OZISTJL,O,X,X,X,X,X
OZISLTJ,O,X,O,O,O,X
OZISLJT,X,X,O,O,O,X
OZISJTL,O,X,X,X,X,X
OZISJLT,X,X,O,X,X,X
OZLTIJS,O,X,O,O,X,X
OZLTISJ,O,X,O,O,X,X
OZLTJIS,O,X,O,O,X,X
OZLTJSI,O,X,O,O,X,X
OZLTSIJ,O,X,O,O,X,X
OZLTSJI,O,X,O,O,X,X
OZLITJS,O,X,O,O,X,X
OZLITSJ,O,X,O,O,X,X
OZLIJTS,X,X,O,O,X,X
OZLIJST,X,X,O,O,X,X
OZLISTJ,O,X,O,O,O,X
OZLISJT,X,X,O,O,O,X
OZLJTIS,O,X,O,O,X,X
OZLJTSI,O,X,O,O,X,X
OZLJITS,O,X,O,O,X,X
OZLJIST,O,X,O,O,X,X
OZLJSTI,O,X,O,O,X,X
OZLJSIT,O,X,O,O,X,X
OZLSTIJ,O,X,O,O,X,X
OZLSTJI,O,X,O,O,X,X
OZLSITJ,O,X,O,O,O,X
OZLSIJT,X,X,O,O,O,X
OZLSJTI,X,X,O,O,X,X
OZLSJIT,X,X,O,O,X,X
OZJTILS,O,X,O,O,X,X
OZJTISL,O,X,X,X,X,X
OZJTLIS,O,X,O,O,X,X
OZJTLSI,O,X,O,O,X,X
OZJTSIL,O,X,X,X,X,X
OZJTSLI,O,X,X,X,X,X
OZJITLS,O,X,O,O,X,X
OZJITSL,O,X,X,X,X,X
OZJILTS,O,X,O,O,X,X
OZJILST,O,X,O,O,X,X
OZJISTL,O,X,X,X,X,X
OZJISLT,O,X,O,X,X,X
OZJLTIS,O,X,O,O,X,X
OZJLTSI,O,X,O,O,X,X
OZJLITS,O,X,O,O,X,X
OZJLIST,O,X,O,O,X,X
OZJLSTI,O,X,O,O,X,X
OZJLSIT,O,X,O,O,X,X
OZJSTIL,O,X,X,X,X,X
OZJSTLI,O,X,X,X,X,X
OZJSITL,O,X,X,X,X,X
OZJSILT,O,X,O,X,X,X
OZJSLTI,O,X,O,X,X,X
OZJSLIT,O,X,O,X,X,X
OZSTILJ,O,X,X,O,X,X
OZSTIJL,O,X,X,X,X,X
OZSTLIJ,O,X,X,O,X,X
OZSTLJI,O,X,X,O,X,X
OZSTJIL,O,X,X,X,X,X
OZSTJLI,O,X,X,X,X,X
OZSITLJ,O,X,X,O,X,X
OZSITJL,O,X,X,X,X,X
OZSILTJ,O,X,O,O,O,X
OZSILJT,X,X,O,O,O,X
OZSIJTL,O,X,X,X,X,X
OZSIJLT,X,X,O,X,X,X
OZSLTIJ,O,X,O,O,X,X
OZSLTJI,O,X,O,O,X,X
OZSLITJ,O,X,O,O,O,X
OZSLIJT,X,X,O,O,O,X
OZSLJTI,X,X,O,O,X,X
OZSLJIT,X,X,O,O,X,X
OZSJTIL,O,X,X,X,X,X
OZSJTLI,O,X,X,X,X,X
OZSJITL,O,X,X,X,X,X
OZSJILT,O,X,O,X,X,X
OZSJLTI,O,X,O,X,X,X
OZSJLIT,O,X,O,X,X,X
