sequence,v115@XhG8BeE8JeKEJvhFzfBfmBGjBRnBlmB0qB,v115@XhG8BeE8JeKEJvhFflB0gBGjBRnBlmBzqB,v115@XhG8BeE8JeGCJvhFTjBikBRmB0kBllBXrB,v115@XhG8BeE8JeOEJvhF8kBxhBTjBCnBlqBfrB,v115@XhG8BeE8JezAJvhFGjBlkBRnBikB3mB0qB,v115@XhG8BeE8Je0/IvhFTjB2pBfrBxmBCnBlqB
LZOSJIT,O,O,O,X,X,X
LOTIJSZ,X,O,O,X,X,X
LOTIJZS,O,X,O,X,X,X
LOTISJZ,X,O,X,X,X,X
LOTISZJ,X,O,X,X,X,X
LOTIZJS,O,X,X,O,X,X
LOTIZSJ,O,X,X,X,X,X
LOTJISZ,X,O,O,X,X,X
LOTJIZS,O,X,O,X,X,X
LOTJSIZ,X,O,O,X,X,X
LOTJSZI,X,O,X,X,X,X
LOTJZIS,O,X,X,O,X,X
LOTJZSI,O,X,X,O,X,X
LOTSIJZ,X,O,O,X,X,X
LOTSIZJ,X,O,X,X,X,X
LOTSJIZ,X,O,O,X,X,X
LOTSJZI,X,O,X,X,X,X
LOTSZIJ,X,O,X,X,X,X
LOTSZJI,X,O,X,O,X,X
LOTZIJS,O,X,X,O,X,X
LOTZISJ,O,X,X,X,X,X
LOTZJIS,O,X,X,O,X,X
LOTZJSI,O,X,X,O,X,X
LOTZSIJ,O,X,X,X,X,X
LOTZSJI,O,X,X,O,X,X
LOITJSZ,X,O,O,X,X,X
LOITJZS,O,X,O,X,X,X
LOITSJZ,X,O,X,X,X,X
LOITSZJ,X,O,X,X,X,X
LOITZJS,O,X,X,O,X,X
LOITZSJ,O,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,X
LOIJTZS,O,X,O,X,X,X
LOIJSTZ,X,O,O,X,X,X
LOIJSZT,O,O,O,X,X,X
LOIJZTS,O,X,O,O,X,X
LOIJZST,O,O,O,X,X,X
LOISTJZ,X,O,O,X,X,X
LOISTZJ,X,O,X,X,X,X
LOISJTZ,X,O,O,X,X,X
LOISJZT,O,O,O,X,X,O
LOISZTJ,O,O,X,X,X,X
LOISZJT,O,O,O,X,X,X
LOIZTJS,O,X,X,O,X,X
LOIZTSJ,O,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X
LOIZJST,O,O,O,X,X,X
LOIZSTJ,O,O,X,X,X,X
LOIZSJT,O,O,X,X,X,X
LOJTISZ,X,O,O,X,X,X
LOJTIZS,O,X,O,X,X,X
LOJTSIZ,X,O,O,X,X,X
LOJTSZI,X,O,X,X,X,X
LOJTZIS,O,X,X,O,X,X
LOJTZSI,O,X,X,O,X,X
LOJITSZ,X,O,O,X,X,X
LOJITZS,O,X,O,X,X,X
LOJISTZ,X,O,O,X,X,X
LOJISZT,O,O,O,X,X,X
LOJIZTS,O,X,O,O,X,X
LOJIZST,O,O,O,X,X,X
LOJSTIZ,X,O,O,X,X,X
LOJSTZI,X,O,X,X,X,X
LOJSITZ,X,O,O,X,X,X
LOJSIZT,O,O,O,X,X,O
LOJSZTI,O,O,X,O,X,X
LOJSZIT,O,O,O,X,X,O
LOJZTIS,O,X,X,O,X,X
LOJZTSI,O,X,X,O,X,X
LOJZITS,O,X,O,O,X,X
LOJZIST,O,O,O,X,X,X
LOJZSTI,O,O,X,O,X,X
LOJZSIT,O,O,O,X,X,O
LOSTIJZ,X,O,O,X,X,X
LOSTIZJ,X,O,X,X,X,X
LOSTJIZ,X,O,O,X,X,X
LOSTJZI,X,O,X,X,X,X
LOSTZIJ,X,O,X,X,X,X
LOSTZJI,X,O,X,O,X,X
LOSITJZ,X,O,O,X,X,X
LOSITZJ,X,O,X,X,X,X
LOSIJTZ,X,O,O,X,X,X
LOSIJZT,O,O,O,X,X,O
LOSIZTJ,O,O,X,X,X,X
LOSIZJT,O,O,O,X,X,X
LOSJTIZ,X,O,O,X,X,X
LOSJTZI,X,O,X,X,X,X
LOSJITZ,X,O,O,X,X,X
LOSJIZT,O,O,O,X,X,O
LOSJZTI,O,O,X,O,X,X
LOSJZIT,O,O,O,X,X,O
LOSZTIJ,O,O,X,X,X,X
LOSZTJI,O,O,X,O,X,X
LOSZITJ,O,O,X,X,X,X
LOSZIJT,O,O,O,X,X,X
LOSZJTI,O,O,X,O,X,X
LOSZJIT,O,O,O,X,X,X
LOZTIJS,O,X,X,O,X,X
LOZTISJ,O,X,X,X,X,X
LOZTJIS,O,X,X,O,X,X
LOZTJSI,O,X,X,O,X,X
LOZTSIJ,O,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X
LOZITJS,O,X,X,O,X,X
LOZITSJ,O,X,X,X,X,X
LOZIJTS,O,X,O,O,X,X
LOZIJST,O,O,O,X,X,X
LOZISTJ,O,O,X,X,X,X
LOZISJT,O,O,X,X,X,X
LOZJTIS,O,X,X,O,X,X
LOZJTSI,O,X,X,O,X,X
LOZJITS,O,X,O,O,X,X
LOZJIST,O,O,O,X,X,X
LOZJSTI,O,O,X,O,X,X
LOZJSIT,O,O,O,X,X,X
LOZSTIJ,O,O,X,X,X,X
LOZSTJI,O,O,X,O,X,X
LOZSITJ,O,O,X,X,X,X
LOZSIJT,O,O,O,X,X,X
LOZSJTI,O,O,X,O,X,X
LOZSJIT,O,O,O,X,X,X
JTILSZO,X,O,X,X,X,X
JTILSOZ,X,O,X,X,X,X
JTILZSO,O,X,X,X,X,X
JTILZOS,O,X,X,X,O,X
JTILOSZ,X,O,O,X,X,X
JTILOZS,O,X,O,X,X,X
JTISLZO,X,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X
JTISZLO,X,X,X,X,X,X
JTISZOL,X,X,X,X,O,X
JTISOLZ,X,X,X,X,X,X
JTISOZL,X,X,X,X,X,X
JTIZLSO,O,X,X,X,X,X
JTIZLOS,O,X,X,X,O,X
JTIZSLO,O,X,X,X,X,X
JTIZSOL,X,X,X,X,O,X
JTIZOLS,X,X,X,X,O,X
JTIZOSL,X,X,X,X,O,X
JTIOLSZ,X,O,O,X,X,X
JTIOLZS,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X
JTIOZLS,X,X,X,X,O,X
JTIOZSL,X,X,X,X,O,X
JTLISZO,X,O,X,X,X,X
JTLISOZ,X,O,X,X,X,X
JTLIZSO,O,X,X,X,X,X
JTLIZOS,O,X,X,X,O,X
JTLIOSZ,X,O,O,X,X,X
JTLIOZS,O,X,O,X,X,X
JTLSIZO,X,O,X,X,X,X
JTLSIOZ,X,O,O,X,X,X
JTLSZIO,X,O,X,X,X,X
JTLSZOI,X,X,X,X,X,X
JTLSOIZ,X,O,O,X,X,X
JTLSOZI,X,O,X,X,X,X
JTLZISO,O,X,X,O,X,X
JTLZIOS,O,X,X,O,O,X
JTLZSIO,O,X,X,O,X,X
JTLZSOI,O,X,X,O,X,X
JTLZOIS,O,X,X,O,O,X
JTLZOSI,O,X,X,O,X,X
JTLOISZ,X,O,O,X,X,X
JTLOIZS,O,X,O,X,X,X
JTLOSIZ,X,O,O,X,X,X
JTLOSZI,X,O,X,X,X,X
JTLOZIS,O,X,X,O,X,X
JTLOZSI,O,X,X,O,X,X
JTSILZO,X,X,X,X,X,X
JTSILOZ,X,X,O,X,X,X
JTSIZLO,X,X,X,X,X,X
JTSIZOL,X,X,X,X,O,O
JTSIOLZ,X,X,O,X,X,X
JTSIOZL,X,X,X,X,X,O
JTSLIZO,X,X,X,X,X,X
JTSLIOZ,X,X,O,X,X,X
JTSLZIO,X,X,X,X,X,X
JTSLZOI,X,X,X,X,X,X
JTSLOIZ,X,X,O,X,X,X
JTSLOZI,X,X,X,X,X,X
JTSZILO,X,X,X,X,X,X
JTSZIOL,X,X,X,X,O,O
JTSZLIO,X,X,X,X,X,X
JTSZLOI,X,X,X,X,X,X
JTSZOIL,X,X,X,X,O,O
JTSZOLI,X,X,X,X,X,X
JTSOILZ,X,X,O,X,X,X
JTSOIZL,X,X,X,X,X,O
JTSOLIZ,X,X,O,X,X,X
JTSOLZI,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,O
JTSOZLI,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,X
JTZILOS,O,X,X,O,O,X
JTZISLO,O,X,X,X,X,X
JTZISOL,X,X,X,X,O,X
JTZIOLS,X,X,X,O,O,X
JTZIOSL,X,X,X,X,O,X
JTZLISO,O,X,X,O,X,X
JTZLIOS,O,X,X,O,O,X
JTZLSIO,O,X,X,O,X,X
JTZLSOI,O,X,X,O,X,X
JTZLOIS,O,X,X,O,O,X
JTZLOSI,O,X,X,O,X,X
JTZSILO,O,X,X,X,X,X
JTZSIOL,X,X,X,X,O,O
JTZSLIO,O,X,X,O,X,X
JTZSLOI,O,X,X,O,X,X
JTZSOIL,X,X,X,X,O,O
JTZSOLI,X,X,X,O,X,X
JTZOILS,X,X,X,O,O,X
JTZOISL,X,X,X,X,O,X
JTZOLIS,X,X,X,O,O,X
JTZOLSI,X,X,X,O,X,X
JTZOSIL,X,X,X,X,O,O
JTZOSLI,X,X,X,O,X,X
JTOILSZ,X,O,O,X,X,X
JTOILZS,X,X,O,X,X,X
JTOISLZ,X,X,X,X,X,X
JTOISZL,X,X,X,X,X,X
JTOIZLS,X,X,X,X,O,X
JTOIZSL,X,X,X,X,O,X
JTOLISZ,X,O,O,X,X,X
JTOLIZS,X,X,O,X,X,X
JTOLSIZ,X,O,O,X,X,X
JTOLSZI,X,O,X,X,X,X
JTOLZIS,X,X,X,O,X,X
JTOLZSI,X,X,X,O,X,X
JTOSILZ,X,X,O,X,X,X
JTOSIZL,X,X,X,X,X,O
JTOSLIZ,X,X,O,X,X,X
JTOSLZI,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,O
JTOSZLI,X,X,X,X,X,X
JTOZILS,X,X,X,O,O,X
JTOZISL,X,X,X,X,O,X
JTOZLIS,X,X,X,O,O,X
JTOZLSI,X,X,X,O,X,X
JTOZSIL,X,X,X,X,O,O
JTOZSLI,X,X,X,O,X,X
JITLSZO,X,O,X,X,X,X
JITLSOZ,X,O,X,X,X,X
JITLZSO,O,X,X,X,X,X
JITLZOS,O,X,X,X,O,X
JITLOSZ,X,O,O,X,X,X
JITLOZS,O,X,O,X,X,X
JITSLZO,X,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X
JITSZLO,X,X,X,X,X,X
JITSZOL,X,X,X,X,O,X
JITSOLZ,X,X,X,X,X,X
JITSOZL,X,X,X,X,X,X
JITZLSO,O,X,X,X,X,X
JITZLOS,O,X,X,X,O,X
JITZSLO,O,X,X,X,X,X
JITZSOL,X,X,X,X,O,X
JITZOLS,X,X,X,X,O,X
JITZOSL,X,X,X,X,O,X
JITOLSZ,X,O,O,X,X,X
JITOLZS,X,X,O,X,X,X
JITOSLZ,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,X
JITOZLS,X,X,X,X,O,X
JITOZSL,X,X,X,X,O,X
JILTSZO,X,O,X,X,X,X
JILTSOZ,X,O,X,X,X,X
JILTZSO,O,X,X,X,X,X
JILTZOS,O,X,X,X,O,X
JILTOSZ,X,O,O,X,X,X
JILTOZS,O,X,O,X,X,X
JILSTZO,X,O,X,X,X,X
JILSTOZ,X,O,O,X,X,X
JILSZTO,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,X
JILSOTZ,X,O,O,X,X,X
JILSOZT,O,O,O,X,X,X
JILZTSO,O,X,X,O,X,X
JILZTOS,O,X,X,O,O,X
JILZSTO,O,O,X,X,X,X
JILZSOT,O,O,X,X,X,X
JILZOTS,O,X,O,O,O,X
JILZOST,O,O,O,X,X,X
JILOTSZ,X,O,O,X,X,X
JILOTZS,O,X,O,X,X,X
JILOSTZ,X,O,O,X,X,X
JILOSZT,O,O,O,X,X,X
JILOZTS,O,X,O,O,X,X
JILOZST,O,O,O,X,X,X
JISTLZO,X,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X
JISTZLO,X,X,X,X,X,X
JISTZOL,X,X,X,X,O,O
JISTOLZ,X,X,O,X,X,X
JISTOZL,X,X,X,X,X,O
JISLTZO,X,O,X,X,X,X
JISLTOZ,X,O,O,X,X,X
JISLZTO,O,O,X,X,X,X
JISLZOT,O,O,O,X,X,O
JISLOTZ,X,O,O,X,X,X
JISLOZT,O,O,O,X,X,O
JISZTLO,O,X,X,X,X,X
JISZTOL,X,X,X,X,O,O
JISZLTO,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,O
JISZOTL,X,X,X,X,O,O
JISZOLT,O,X,O,X,X,O
JISOTLZ,X,X,O,X,X,X
JISOTZL,X,X,X,X,X,O
JISOLTZ,X,O,O,X,X,X
JISOLZT,X,O,O,X,X,O
JISOZTL,X,X,X,X,X,O
JISOZLT,X,X,O,X,X,O
JIZTLSO,O,X,X,O,X,X
JIZTLOS,O,X,X,O,O,X
JIZTSLO,O,X,X,X,X,X
JIZTSOL,X,X,X,X,O,X
JIZTOLS,X,X,X,O,O,X
JIZTOSL,X,X,X,X,O,X
JIZLTSO,O,X,X,O,X,X
JIZLTOS,O,X,X,O,O,X
JIZLSTO,O,O,X,X,X,X
JIZLSOT,O,O,X,X,X,X
JIZLOTS,O,X,O,O,O,X
JIZLOST,O,O,O,X,X,X
JIZSTLO,O,X,X,X,X,X
JIZSTOL,X,X,X,X,O,O
JIZSLTO,O,X,X,X,X,X
JIZSLOT,O,X,X,X,X,O
JIZSOTL,X,X,X,X,O,O
JIZSOLT,O,X,X,X,X,O
JIZOTLS,X,X,X,O,O,X
JIZOTSL,X,X,X,X,O,X
JIZOLTS,O,X,O,O,O,X
JIZOLST,O,O,O,X,X,X
JIZOSTL,X,X,X,X,O,O
JIZOSLT,O,X,X,X,X,O
JIOTLSZ,X,O,O,X,X,X
JIOTLZS,X,X,O,X,X,X
JIOTSLZ,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X
JIOTZLS,X,X,X,X,O,X
JIOTZSL,X,X,X,X,O,X
JIOLTSZ,X,O,O,X,X,X
JIOLTZS,O,X,O,X,X,X
JIOLSTZ,X,O,O,X,X,X
JIOLSZT,O,O,O,X,X,X
JIOLZTS,O,X,O,O,X,X
JIOLZST,O,O,O,X,X,X
JIOSTLZ,X,X,O,X,X,X
JIOSTZL,X,X,X,X,X,O
JIOSLTZ,X,O,O,X,X,X
JIOSLZT,X,O,O,X,X,O
JIOSZTL,X,X,X,X,X,O
JIOSZLT,X,X,O,X,X,O
JIOZTLS,X,X,X,O,O,X
JIOZTSL,X,X,X,X,O,X
JIOZLTS,O,X,O,O,O,X
JIOZLST,O,O,O,X,X,X
JIOZSTL,X,X,X,X,O,O
JIOZSLT,O,X,X,X,X,O
JLTISZO,X,O,X,X,X,X
JLTISOZ,X,O,X,X,X,X
JLTIZSO,O,X,X,X,X,X
JLTIZOS,O,X,X,X,O,X
JLTIOSZ,X,O,O,X,X,X
JLTIOZS,O,X,O,X,X,X
JLTSIZO,X,O,X,X,X,X
JLTSIOZ,X,O,O,X,X,X
JLTSZIO,X,O,X,X,X,X
JLTSZOI,X,X,X,X,X,X
JLTSOIZ,X,O,O,X,X,X
JLTSOZI,X,O,X,X,X,X
JLTZISO,O,X,X,O,X,X
JLTZIOS,O,X,X,O,O,X
JLTZSIO,O,X,X,O,X,X
JLTZSOI,O,X,X,O,X,X
JLTZOIS,O,X,X,O,O,X
JLTZOSI,O,X,X,O,X,X
JLTOISZ,X,O,O,X,X,X
JLTOIZS,O,X,O,X,X,X
JLTOSIZ,X,O,O,X,X,X
JLTOSZI,X,O,X,X,X,X
JLTOZIS,O,X,X,O,X,X
JLTOZSI,O,X,X,O,X,X
JLITSZO,X,O,X,X,X,X
JLITSOZ,X,O,X,X,X,X
JLITZSO,O,X,X,X,X,X
JLITZOS,O,X,X,X,O,X
JLITOSZ,X,O,O,X,X,X
JLITOZS,O,X,O,X,X,X
JLISTZO,X,O,X,X,X,X
JLISTOZ,X,O,O,X,X,X
JLISZTO,O,O,X,X,X,X
JLISZOT,O,O,O,X,X,X
JLISOTZ,X,O,O,X,X,X
JLISOZT,O,O,O,X,X,X
JLIZTSO,O,X,X,O,X,X
JLIZTOS,O,X,X,O,O,X
JLIZSTO,O,O,X,X,X,X
JLIZSOT,O,O,X,X,X,X
JLIZOTS,O,X,O,O,O,X
JLIZOST,O,O,O,X,X,X
JLIOTSZ,X,O,O,X,X,X
JLIOTZS,O,X,O,X,X,X
JLIOSTZ,X,O,O,X,X,X
JLIOSZT,O,O,O,X,X,X
JLIOZTS,O,X,O,O,X,X
JLIOZST,O,O,O,X,X,X
JLSTIZO,X,O,X,X,X,X
JLSTIOZ,X,O,O,X,X,X
JLSTZIO,X,O,X,X,X,X
JLSTZOI,X,X,X,X,X,X
JLSTOIZ,X,O,O,X,X,X
JLSTOZI,X,O,X,X,X,X
JLSITZO,X,O,X,X,X,X
JLSITOZ,X,O,O,X,X,X
JLSIZTO,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O
JLSIOTZ,X,O,O,X,X,X
JLSIOZT,O,O,O,X,X,O
JLSZTIO,O,O,X,O,X,X
JLSZTOI,O,X,X,O,X,X
JLSZITO,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O
JLSZOTI,O,O,X,O,X,X
JLSZOIT,O,O,O,X,X,O
JLSOTIZ,X,O,O,X,X,X
JLSOTZI,X,O,X,X,X,X
JLSOITZ,X,O,O,X,X,X
JLSOIZT,O,O,O,X,X,O
JLSOZTI,O,O,X,O,X,X
JLSOZIT,O,O,O,X,X,O
JLZTISO,O,X,X,O,X,X
JLZTIOS,O,X,X,O,O,X
JLZTSIO,O,X,X,O,X,X
JLZTSOI,O,X,X,O,X,X
JLZTOIS,O,X,X,O,O,X
JLZTOSI,O,X,X,O,X,X
JLZITSO,O,X,X,O,X,X
JLZITOS,O,X,X,O,O,X
JLZISTO,O,O,X,X,X,X
JLZISOT,O,O,X,X,X,X
JLZIOTS,O,X,O,O,O,X
JLZIOST,O,O,O,X,X,X
JLZSTIO,O,O,X,O,X,X
JLZSTOI,O,X,X,O,X,X
JLZSITO,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O
JLZSOTI,O,O,X,O,X,X
JLZSOIT,O,O,O,X,X,O
JLZOTIS,O,X,X,O,O,X
JLZOTSI,O,X,X,O,X,X
JLZOITS,O,X,O,O,O,X
JLZOIST,O,O,O,X,X,X
JLZOSTI,O,O,X,O,X,X
JLZOSIT,O,O,O,X,X,O
JLOTISZ,X,O,O,X,X,X
JLOTIZS,O,X,O,X,X,X
JLOTSIZ,X,O,O,X,X,X
JLOTSZI,X,O,X,X,X,X
JLOTZIS,O,X,X,O,X,X
JLOTZSI,O,X,X,O,X,X
JLOITSZ,X,O,O,X,X,X
JLOITZS,O,X,O,X,X,X
JLOISTZ,X,O,O,X,X,X
JLOISZT,O,O,O,X,X,X
JLOIZTS,O,X,O,O,X,X
JLOIZST,O,O,O,X,X,X
JLOSTIZ,X,O,O,X,X,X
JLOSTZI,X,O,X,X,X,X
JLOSITZ,X,O,O,X,X,X
JLOSIZT,O,O,O,X,X,O
JLOSZTI,O,O,X,O,X,X
JLOSZIT,O,O,O,X,X,O
JLOZTIS,O,X,X,O,X,X
JLOZTSI,O,X,X,O,X,X
JLOZITS,O,X,O,O,X,X
JLOZIST,O,O,O,X,X,X
JLOZSTI,O,O,X,O,X,X
JLOZSIT,O,O,O,X,X,O
JSTILZO,X,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X
JSTIZLO,X,X,X,X,X,X
JSTIZOL,X,X,X,X,O,O
JSTIOLZ,X,X,O,X,X,X
JSTIOZL,X,X,X,X,X,O
JSTLIZO,X,X,X,X,X,X
JSTLIOZ,X,X,O,X,X,X
JSTLZIO,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,X
JSTLOIZ,X,X,O,X,X,X
JSTLOZI,X,X,X,X,X,X
JSTZILO,X,X,X,X,X,X
JSTZIOL,X,X,X,X,O,O
JSTZLIO,X,X,X,X,X,X
JSTZLOI,X,X,X,X,X,X
JSTZOIL,X,X,X,X,O,O
JSTZOLI,X,X,X,X,X,X
JSTOILZ,X,X,O,X,X,X
JSTOIZL,X,X,X,X,X,O
JSTOLIZ,X,X,O,X,X,X
JSTOLZI,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,O
JSTOZLI,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X
JSITZLO,X,X,X,X,X,X
JSITZOL,X,X,X,X,O,O
JSITOLZ,X,X,O,X,X,X
JSITOZL,X,X,X,X,X,O
JSILTZO,X,O,X,X,X,X
JSILTOZ,X,O,O,X,X,X
JSILZTO,O,O,X,X,X,X
JSILZOT,O,O,O,X,X,O
JSILOTZ,X,O,O,X,X,X
JSILOZT,O,O,O,X,X,O
JSIZTLO,O,X,X,X,X,X
JSIZTOL,X,X,X,X,O,O
JSIZLTO,O,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O
JSIZOTL,X,X,X,X,O,O
JSIZOLT,O,X,O,X,X,O
JSIOTLZ,X,X,O,X,X,X
JSIOTZL,X,X,X,X,X,O
JSIOLTZ,X,O,O,X,X,X
JSIOLZT,X,O,O,X,X,O
JSIOZTL,X,X,X,X,X,O
JSIOZLT,X,X,O,X,X,O
JSLTIZO,X,O,X,X,X,X
JSLTIOZ,X,O,O,X,X,X
JSLTZIO,X,O,X,X,X,X
JSLTZOI,X,X,X,X,X,X
JSLTOIZ,X,O,O,X,X,X
JSLTOZI,X,O,X,X,X,X
JSLITZO,X,O,X,X,X,X
JSLITOZ,X,O,O,X,X,X
JSLIZTO,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,O
JSLIOTZ,X,O,O,X,X,X
JSLIOZT,O,O,O,X,X,O
JSLZTIO,O,O,X,O,X,X
JSLZTOI,O,X,X,O,X,X
JSLZITO,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,O
JSLZOTI,O,O,X,O,X,X
JSLZOIT,O,O,O,X,X,O
JSLOTIZ,X,O,O,X,X,X
JSLOTZI,X,O,X,X,X,X
JSLOITZ,X,O,O,X,X,X
JSLOIZT,O,O,O,X,X,O
JSLOZTI,O,O,X,O,X,X
JSLOZIT,O,O,O,X,X,O
JSZTILO,O,X,X,X,X,X
JSZTIOL,X,X,X,X,O,O
JSZTLIO,O,X,X,O,X,X
JSZTLOI,O,X,X,O,X,X
JSZTOIL,X,X,X,X,O,O
JSZTOLI,X,X,X,O,X,X
JSZITLO,O,X,X,X,X,X
JSZITOL,X,X,X,X,O,O
JSZILTO,O,X,X,X,X,X
JSZILOT,O,X,O,X,X,O
JSZIOTL,X,X,X,X,O,O
JSZIOLT,O,X,O,X,X,O
JSZLTIO,O,X,X,O,X,X
JSZLTOI,O,X,X,O,X,X
JSZLITO,O,X,X,X,X,X
JSZLIOT,O,X,O,X,X,O
JSZLOTI,O,X,X,O,X,X
JSZLOIT,O,X,O,X,X,O
JSZOTIL,X,X,X,X,O,O
JSZOTLI,X,X,X,O,X,X
JSZOITL,X,X,X,X,O,O
JSZOILT,O,X,O,X,X,O
JSZOLTI,O,X,X,O,X,X
JSZOLIT,O,X,O,X,X,O
JSOTILZ,X,X,O,X,X,X
JSOTIZL,X,X,X,X,X,O
JSOTLIZ,X,X,O,X,X,X
JSOTLZI,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,O
JSOTZLI,X,X,X,X,X,X
JSOITLZ,X,X,O,X,X,X
JSOITZL,X,X,X,X,X,O
JSOILTZ,X,O,O,X,X,X
JSOILZT,X,O,O,X,X,O
JSOIZTL,X,X,X,X,X,O
JSOIZLT,X,X,O,X,X,O
JSOLTIZ,X,O,O,X,X,X
JSOLTZI,X,O,X,X,X,X
JSOLITZ,X,O,O,X,X,X
JSOLIZT,X,O,O,X,X,O
JSOLZTI,X,O,X,O,X,X
JSOLZIT,X,O,O,X,X,O
JSOZTIL,X,X,X,X,X,O
JSOZTLI,X,X,X,O,X,X
JSOZITL,X,X,X,X,X,O
JSOZILT,X,X,O,X,X,O
JSOZLTI,X,X,X,O,X,X
JSOZLIT,X,X,O,X,X,O
JZTILSO,O,X,X,O,X,X
JZTILOS,O,X,X,O,O,X
JZTISLO,O,X,X,X,X,X
JZTISOL,X,X,X,X,O,X
JZTIOLS,X,X,X,O,O,X
JZTIOSL,X,X,X,X,O,X
JZTLISO,O,X,X,O,X,X
JZTLIOS,O,X,X,O,O,X
JZTLSIO,O,X,X,O,X,X
JZTLSOI,O,X,X,O,X,X
JZTLOIS,O,X,X,O,O,X
JZTLOSI,O,X,X,O,X,X
JZTSILO,O,X,X,X,X,X
JZTSIOL,X,X,X,X,O,O
JZTSLIO,O,X,X,O,X,X
JZTSLOI,O,X,X,O,X,X
JZTSOIL,X,X,X,X,O,O
JZTSOLI,X,X,X,O,X,X
JZTOILS,X,X,X,O,O,X
JZTOISL,X,X,X,X,O,X
JZTOLIS,X,X,X,O,O,X
JZTOLSI,X,X,X,O,X,X
JZTOSIL,X,X,X,X,O,O
JZTOSLI,X,X,X,O,X,X
JZITLSO,O,X,X,O,X,X
JZITLOS,O,X,X,O,O,X
JZITSLO,O,X,X,X,X,X
JZITSOL,X,X,X,X,O,X
JZITOLS,X,X,X,O,O,X
JZITOSL,X,X,X,X,O,X
JZILTSO,O,X,X,O,X,X
JZILTOS,O,X,X,O,O,X
JZILSTO,O,O,X,X,X,X
JZILSOT,O,O,X,X,X,X
JZILOTS,O,X,O,O,O,X
JZILOST,O,O,O,X,X,X
JZISTLO,O,X,X,X,X,X
JZISTOL,X,X,X,X,O,O
JZISLTO,O,X,X,X,X,X
JZISLOT,O,X,X,X,X,O
JZISOTL,X,X,X,X,O,O
JZISOLT,O,X,X,X,X,O
JZIOTLS,X,X,X,O,O,X
JZIOTSL,X,X,X,X,O,X
JZIOLTS,O,X,O,O,O,X
JZIOLST,O,O,O,X,X,X
JZIOSTL,X,X,X,X,O,O
JZIOSLT,O,X,X,X,X,O
JZLTISO,O,X,X,O,X,X
JZLTIOS,O,X,X,O,O,X
JZLTSIO,O,X,X,O,X,X
JZLTSOI,O,X,X,O,X,X
JZLTOIS,O,X,X,O,O,X
JZLTOSI,O,X,X,O,X,X
JZLITSO,O,X,X,O,X,X
JZLITOS,O,X,X,O,O,X
JZLISTO,O,O,X,X,X,X
JZLISOT,O,O,X,X,X,X
JZLIOTS,O,X,O,O,O,X
JZLIOST,O,O,O,X,X,X
JZLSTIO,O,O,X,O,X,X
JZLSTOI,O,X,X,O,X,X
JZLSITO,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,O
JZLSOTI,O,O,X,O,X,X
JZLSOIT,O,O,O,X,X,O
JZLOTIS,O,X,X,O,O,X
JZLOTSI,O,X,X,O,X,X
JZLOITS,O,X,O,O,O,X
JZLOIST,O,O,O,X,X,X
JZLOSTI,O,O,X,O,X,X
JZLOSIT,O,O,O,X,X,O
JZSTILO,O,X,X,X,X,X
JZSTIOL,X,X,X,X,O,O
JZSTLIO,O,X,X,O,X,X
JZSTLOI,O,X,X,O,X,X
JZSTOIL,X,X,X,X,O,O
JZSTOLI,X,X,X,O,X,X
JZSITLO,O,X,X,X,X,X
JZSITOL,X,X,X,X,O,O
JZSILTO,O,X,X,X,X,X
JZSILOT,O,X,O,X,X,O
JZSIOTL,X,X,X,X,O,O
JZSIOLT,O,X,O,X,X,O
JZSLTIO,O,X,X,O,X,X
JZSLTOI,O,X,X,O,X,X
JZSLITO,O,X,X,X,X,X
JZSLIOT,O,X,O,X,X,O
JZSLOTI,O,X,X,O,X,X
JZSLOIT,O,X,O,X,X,O
JZSOTIL,X,X,X,X,O,O
JZSOTLI,X,X,X,O,X,X
JZSOITL,X,X,X,X,O,O
JZSOILT,O,X,O,X,X,O
