sequence,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgB8nB+oB3mBFnBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgB+mBxiBctBXsBlsB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBFiBXjBctBxrBWxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFfmBziB+oBUnBlmBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBUiB1rBXoBGoBRxB,v115@IhB8GeD8FeE8DeA8Jei/IvhFzgBRiB3mBWtBVxBctB
JZLTIOS,O,O,X,X,X,X
JZLTSIO,X,O,X,X,X,X
JZLTSOI,O,O,X,X,X,X
JZLTOIS,O,O,X,X,X,X
JZLTOSI,O,O,X,X,X,X
JZLITSO,O,X,O,O,X,X
JZLITOS,O,O,O,O,X,X
JZLISTO,O,O,O,O,X,X
JZLISOT,O,O,O,O,X,X
JZLIOTS,O,O,O,O,X,X
JZLIOST,O,O,O,O,X,X
JZLSTIO,X,O,O,X,X,X
JZLSTOI,O,O,O,X,X,X
JZLSITO,O,O,O,O,X,X
JZLSIOT,O,O,O,O,X,X
JZLSOTI,O,O,O,X,X,X
JZLSOIT,O,O,O,O,X,X
JZLOTIS,O,O,X,X,X,X
JZLOTSI,O,O,X,X,X,X
JZLOITS,O,O,O,O,X,X
JZLOIST,O,O,O,O,X,X
JZLOSTI,O,O,O,X,X,X
JZLOSIT,O,O,O,O,X,X
JZSTILO,X,O,X,X,X,X
JZSTIOL,X,O,X,X,X,X
JZSTLIO,X,O,O,X,X,X
JZSTLOI,O,O,O,X,X,X
JZSTOIL,X,O,X,X,X,X
JZSTOLI,O,O,O,X,X,X
JZSITLO,O,O,O,O,X,X
JZSITOL,O,O,O,O,X,X
JZSILTO,O,O,O,O,X,X
JZSILOT,O,O,O,O,X,X
JZSIOTL,O,O,O,O,X,X
JZSIOLT,O,O,O,O,X,X
JZSLTIO,X,O,O,X,X,X
JZSLTOI,O,O,O,X,X,X
JZSLITO,O,O,O,O,X,X
JZSLIOT,O,O,O,O,X,X
JZSLOTI,O,O,O,X,X,X
JZSLOIT,O,O,O,O,X,X
JZSOTIL,X,O,X,X,X,X
JZSOTLI,O,O,O,X,X,X
JZSOITL,O,O,O,O,X,X
JZSOILT,O,O,O,O,X,X
JZSOLTI,O,O,O,X,X,X
JZSOLIT,O,O,O,O,X,X
JZOTILS,O,O,X,X,X,X
JZOTISL,O,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X
JZOTLSI,O,O,X,X,X,X
JZOTSIL,X,O,X,X,X,X
JZOTSLI,O,O,X,X,X,X
JZOITLS,O,O,O,O,X,X
JZOITSL,O,X,O,O,X,X
JZOILTS,O,O,O,O,X,X
JZOILST,O,O,O,O,X,X
JZOISTL,O,O,O,O,X,X
JZOISLT,O,O,O,O,X,X
JZOLTIS,O,O,X,X,X,X
JZOLTSI,O,O,X,X,X,X
JZOLITS,O,O,O,O,X,X
JZOLIST,O,O,O,O,X,X
JZOLSTI,O,O,O,X,X,X
JZOLSIT,O,O,O,O,X,X
JZOSTIL,X,O,X,X,X,X
JZOSTLI,O,O,O,X,X,X
JZOSITL,O,O,O,O,X,X
JZOSILT,O,O,O,O,X,X
JZOSLTI,O,O,O,X,X,X
JZOSLIT,O,O,O,O,X,X
JOTILSZ,O,X,X,O,O,X
JOTILZS,O,X,X,O,O,X
JOTISLZ,O,X,X,O,O,X
JOTISZL,O,X,X,O,O,X
JOTIZLS,O,X,X,O,O,X
JOTIZSL,O,X,X,O,O,X
JOTLISZ,O,X,X,O,O,X
JOTLIZS,O,X,X,O,O,X
JOTLSIZ,X,X,X,O,X,X
JOTLSZI,O,O,X,X,X,X
JOTLZIS,O,O,X,X,O,X
JOTLZSI,O,O,X,X,X,X
JOTSILZ,X,X,X,O,X,X
JOTSIZL,X,X,X,O,X,X
JOTSLIZ,X,X,X,O,X,X
JOTSLZI,O,O,X,X,X,X
JOTSZIL,X,O,X,X,X,X
JOTSZLI,O,O,X,X,X,X
JOTZILS,O,O,X,X,O,X
JOTZISL,O,X,X,X,O,X
JOTZLIS,O,O,X,X,O,X
JOTZLSI,O,O,X,X,X,X
JOTZSIL,X,O,X,X,X,X
JOTZSLI,O,O,X,X,X,X
JOITLSZ,O,X,X,O,O,X
JOITLZS,O,X,O,O,O,X
JOITSLZ,O,X,X,O,O,X
JOITSZL,O,X,X,O,O,X
JOITZLS,O,X,O,O,O,X
JOITZSL,O,X,O,O,O,X
JOILTSZ,O,X,X,O,O,X
JOILTZS,O,X,O,O,O,X
JOILSTZ,O,X,X,O,X,X
JOILSZT,O,O,X,O,X,X
JOILZTS,O,O,O,O,X,X
JOILZST,O,O,O,O,X,X
JOISTLZ,O,X,X,O,X,X
JOISTZL,O,X,X,O,X,X
JOISLTZ,O,X,X,O,X,X
JOISLZT,O,O,X,O,X,X
JOISZTL,O,O,X,O,X,X
JOISZLT,O,O,X,O,X,X
JOIZTLS,O,O,O,O,X,X
JOIZTSL,O,X,O,O,X,X
JOIZLTS,O,O,O,O,X,X
JOIZLST,O,O,O,O,X,X
JOIZSTL,O,O,O,O,X,X
JOIZSLT,O,O,O,O,X,X
JOLTISZ,O,X,X,O,O,X
JOLTIZS,O,X,X,O,O,X
JOLTSIZ,X,X,X,O,X,X
JOLTSZI,O,O,X,X,X,X
JOLTZIS,O,O,X,X,O,X
JOLTZSI,O,O,X,X,X,X
JOLITSZ,O,X,X,O,O,X
JOLITZS,O,X,O,O,O,X
JOLISTZ,O,X,X,O,X,X
JOLISZT,O,O,X,O,X,X
JOLIZTS,O,O,O,O,X,X
JOLIZST,O,O,O,O,X,X
JOLSTIZ,X,X,X,O,X,O
JOLSTZI,O,O,X,X,X,O
JOLSITZ,O,X,X,O,X,X
JOLSIZT,O,O,X,O,X,X
JOLSZTI,O,O,X,X,X,X
JOLSZIT,O,O,X,O,X,X
JOLZTIS,O,O,X,X,X,X
JOLZTSI,O,O,X,X,X,X
JOLZITS,O,O,O,O,X,X
JOLZIST,O,O,O,O,X,X
JOLZSTI,O,O,O,X,X,X
JOLZSIT,O,O,O,O,X,X
JOSTILZ,X,X,X,O,X,O
JOSTIZL,X,X,X,O,X,O
JOSTLIZ,X,X,X,O,X,O
JOSTLZI,O,O,X,X,X,O
JOSTZIL,X,O,X,X,X,O
JOSTZLI,O,O,X,X,X,O
JOSITLZ,O,X,X,O,X,X
JOSITZL,O,X,X,O,X,X
JOSILTZ,O,X,X,O,X,X
JOSILZT,O,O,X,O,X,X
JOSIZTL,O,O,X,O,X,X
JOSIZLT,O,O,X,O,X,X
JOSLTIZ,X,X,X,O,X,O
JOSLTZI,O,O,X,X,X,O
JOSLITZ,O,X,X,O,X,X
JOSLIZT,O,O,X,O,X,X
JOSLZTI,O,O,X,X,X,X
JOSLZIT,O,O,X,O,X,X
JOSZTIL,X,O,X,X,X,X
JOSZTLI,O,O,X,X,X,X
JOSZITL,O,O,X,O,X,X
JOSZILT,O,O,X,O,X,X
JOSZLTI,O,O,X,X,X,X
JOSZLIT,O,O,X,O,X,X
JOZTILS,O,O,X,X,X,X
JOZTISL,O,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X
JOZTLSI,O,O,X,X,X,X
JOZTSIL,X,O,X,X,X,X
JOZTSLI,O,O,X,X,X,X
JOZITLS,O,O,O,O,X,X
JOZITSL,O,X,O,O,X,X
JOZILTS,O,O,O,O,X,X
JOZILST,O,O,O,O,X,X
JOZISTL,O,O,O,O,X,X
JOZISLT,O,O,O,O,X,X
JOZLTIS,O,O,X,X,X,X
JOZLTSI,O,O,X,X,X,X
JOZLITS,O,O,O,O,X,X
JOZLIST,O,O,O,O,X,X
JOZLSTI,O,O,O,X,X,X
JOZLSIT,O,O,O,O,X,X
JOZSTIL,X,O,X,X,X,X
JOZSTLI,O,O,O,X,X,X
JOZSITL,O,O,O,O,X,X
JOZSILT,O,O,O,O,X,X
JOZSLTI,O,O,O,X,X,X
JOZSLIT,O,O,O,O,X,X
STILJZO,O,X,X,O,O,O
STILJOZ,O,X,X,O,O,O
STILZJO,X,X,X,O,O,X
STILZOJ,X,X,X,X,O,X
STILOJZ,O,X,X,X,O,O
STILOZJ,X,X,X,X,O,X
STIJLZO,O,X,X,O,O,O
STIJLOZ,O,X,X,O,O,O
STIJZLO,O,X,X,O,O,O
STIJZOL,O,X,X,O,O,O
STIJOLZ,O,X,X,O,O,O
STIJOZL,O,X,X,O,O,O
STIZLJO,X,X,X,O,O,X
STIZLOJ,X,X,X,X,O,X
STIZJLO,X,X,X,O,O,X
STIZJOL,X,X,X,O,O,X
STIZOLJ,X,X,X,X,O,X
STIZOJL,X,X,X,X,O,X
STIOLJZ,O,X,X,X,O,O
STIOLZJ,X,X,X,X,O,X
STIOJLZ,O,X,X,X,O,O
STIOJZL,O,X,X,X,O,O
STIOZLJ,X,X,X,X,O,X
STIOZJL,X,X,X,X,O,X
STLIJZO,O,X,X,O,O,O
STLIJOZ,O,X,X,O,O,O
STLIZJO,X,X,X,O,O,X
STLIZOJ,X,X,X,X,O,X
STLIOJZ,O,X,X,X,O,O
STLIOZJ,X,X,X,X,O,X
STLJIZO,X,X,X,O,X,O
STLJIOZ,X,X,X,O,X,O
STLJZIO,X,O,X,X,X,O
STLJZOI,O,O,X,X,X,O
STLJOIZ,X,X,X,O,X,O
STLJOZI,O,O,X,X,X,O
STLZIJO,X,O,X,X,O,X
STLZIOJ,X,X,X,X,O,X
STLZJIO,X,O,X,X,X,O
STLZJOI,X,O,X,X,X,O
STLZOIJ,X,X,X,X,O,X
STLZOJI,X,O,X,X,X,O
STLOIJZ,O,X,X,X,O,O
STLOIZJ,X,X,X,X,O,X
STLOJIZ,X,X,X,X,X,O
STLOJZI,O,O,X,X,X,O
STLOZIJ,X,X,X,X,O,X
STLOZJI,X,O,X,X,X,O
STJILZO,X,X,X,O,X,O
STJILOZ,X,X,X,O,X,O
STJIZLO,X,X,X,O,X,O
STJIZOL,X,X,X,O,X,O
STJIOLZ,X,X,X,O,X,O
STJIOZL,X,X,X,O,X,O
STJLIZO,X,X,X,O,X,O
STJLIOZ,X,X,X,O,X,O
STJLZIO,X,O,X,X,X,O
STJLZOI,O,O,X,X,X,O
STJLOIZ,X,X,X,O,X,O
STJLOZI,O,O,X,X,X,O
STJZILO,X,O,X,X,X,O
STJZIOL,X,O,X,X,X,O
STJZLIO,X,O,X,X,X,O
STJZLOI,O,O,X,X,X,O
STJZOIL,X,O,X,X,X,O
STJZOLI,O,O,X,X,X,O
STJOILZ,X,X,X,O,X,O
STJOIZL,X,X,X,O,X,O
STJOLIZ,X,X,X,O,X,O
STJOLZI,O,O,X,X,X,O
STJOZIL,X,O,X,X,X,O
STJOZLI,O,O,X,X,X,O
STZILJO,X,O,X,X,O,X
STZILOJ,X,X,X,X,O,X
STZIJLO,X,O,X,X,O,X
STZIJOL,X,O,X,X,O,X
STZIOLJ,X,X,X,X,O,X
STZIOJL,X,X,X,X,O,X
STZLIJO,X,O,X,X,O,X
STZLIOJ,X,X,X,X,O,X
STZLJIO,X,O,X,X,X,O
STZLJOI,X,O,X,X,X,O
STZLOIJ,X,X,X,X,O,X
STZLOJI,X,O,X,X,X,O
STZJILO,X,O,X,X,X,O
STZJIOL,X,O,X,X,X,O
STZJLIO,X,O,X,X,X,O
STZJLOI,X,O,X,X,X,O
STZJOIL,X,O,X,X,X,O
STZJOLI,X,O,X,X,X,O
STZOILJ,X,X,X,X,O,X
STZOIJL,X,X,X,X,O,X
STZOLIJ,X,X,X,X,O,X
STZOLJI,X,O,X,X,X,O
STZOJIL,X,O,X,X,X,O
STZOJLI,X,O,X,X,X,O
STOILJZ,O,X,X,X,O,O
STOILZJ,X,X,X,X,O,X
STOIJLZ,O,X,X,X,O,O
STOIJZL,O,X,X,X,O,O
STOIZLJ,X,X,X,X,O,X
STOIZJL,X,X,X,X,O,X
STOLIJZ,O,X,X,X,O,O
STOLIZJ,X,X,X,X,O,X
STOLJIZ,X,X,X,X,X,O
STOLJZI,O,O,X,X,X,O
STOLZIJ,X,X,X,X,O,X
STOLZJI,X,O,X,X,X,O
STOJILZ,X,X,X,X,X,O
STOJIZL,X,X,X,X,X,O
STOJLIZ,X,X,X,X,X,O
STOJLZI,O,O,X,X,X,O
STOJZIL,X,O,X,X,X,O
STOJZLI,O,O,X,X,X,O
STOZILJ,X,X,X,X,O,X
STOZIJL,X,X,X,X,O,X
STOZLIJ,X,X,X,X,O,X
STOZLJI,X,O,X,X,X,O
STOZJIL,X,O,X,X,X,O
STOZJLI,X,O,X,X,X,O
SITLJZO,O,X,X,O,O,O
SITLJOZ,O,X,X,O,O,O
SITLZJO,X,X,O,O,O,X
SITLZOJ,X,X,O,X,O,X
SITLOJZ,O,X,X,X,O,O
SITLOZJ,X,X,O,X,O,X
SITJLZO,O,X,X,O,O,O
SITJLOZ,O,X,X,O,O,O
SITJZLO,O,X,X,O,O,O
SITJZOL,O,X,X,O,O,O
SITJOLZ,O,X,X,O,O,O
SITJOZL,O,X,X,O,O,O
SITZLJO,X,X,O,O,O,X
SITZLOJ,X,X,O,X,O,X
SITZJLO,X,X,O,O,O,X
SITZJOL,X,X,O,O,O,X
SITZOLJ,X,X,O,X,O,X
SITZOJL,X,X,O,X,O,X
SITOLJZ,O,X,X,X,O,O
SITOLZJ,X,X,O,X,O,X
SITOJLZ,O,X,X,X,O,O
SITOJZL,O,X,X,X,O,O
SITOZLJ,X,X,O,X,O,X
SITOZJL,X,X,O,X,O,X
SILTJZO,O,X,X,O,O,O
SILTJOZ,O,X,X,O,O,O
SILTZJO,X,X,O,O,O,X
SILTZOJ,X,X,O,X,O,X
SILTOJZ,O,X,X,X,O,O
SILTOZJ,X,X,O,X,O,X
SILJTZO,O,X,X,O,O,X
SILJTOZ,O,X,X,O,O,X
SILJZTO,O,O,X,O,X,X
SILJZOT,O,O,X,O,X,X
SILJOTZ,O,X,X,O,X,X
SILJOZT,O,O,X,O,X,X
SILZTJO,X,O,O,O,O,X
SILZTOJ,X,X,O,X,O,X
SILZJTO,O,O,O,O,X,X
SILZJOT,O,O,O,O,X,X
SILZOTJ,X,X,O,X,X,X
SILZOJT,O,O,O,O,X,X
SILOTJZ,O,X,X,X,O,O
SILOTZJ,X,X,O,X,O,X
SILOJTZ,O,X,X,O,X,X
SILOJZT,O,O,X,O,X,X
SILOZTJ,X,X,O,X,X,X
SILOZJT,O,O,O,O,X,X
SIJTLZO,O,X,X,O,O,X
SIJTLOZ,O,X,X,O,O,X
SIJTZLO,O,X,X,O,O,X
SIJTZOL,O,X,X,O,O,X
SIJTOLZ,O,X,X,O,O,X
SIJTOZL,O,X,X,O,O,X
SIJLTZO,O,X,X,O,O,X
SIJLTOZ,O,X,X,O,O,X
SIJLZTO,O,O,X,O,X,X
SIJLZOT,O,O,X,O,X,X
SIJLOTZ,O,X,X,O,X,X
SIJLOZT,O,O,X,O,X,X
SIJZTLO,O,O,X,O,X,X
SIJZTOL,O,O,X,O,X,X
SIJZLTO,O,O,X,O,X,X
SIJZLOT,O,O,X,O,X,X
SIJZOTL,O,O,X,O,X,X
SIJZOLT,O,O,X,O,X,X
SIJOTLZ,O,X,X,O,X,X
SIJOTZL,O,X,X,O,X,X
SIJOLTZ,O,X,X,O,X,X
SIJOLZT,O,O,X,O,X,X
SIJOZTL,O,O,X,O,X,X
SIJOZLT,O,O,X,O,X,X
SIZTLJO,X,O,O,O,O,X
SIZTLOJ,X,X,O,X,O,X
SIZTJLO,X,O,O,O,O,X
SIZTJOL,X,O,O,O,O,X
SIZTOLJ,X,X,O,X,O,X
SIZTOJL,X,X,O,X,O,X
SIZLTJO,X,O,O,O,O,X
SIZLTOJ,X,X,O,X,O,X
SIZLJTO,O,O,O,O,X,X
SIZLJOT,O,O,O,O,X,X
SIZLOTJ,X,X,O,X,X,X
SIZLOJT,O,O,O,O,X,X
SIZJTLO,O,O,O,O,X,X
SIZJTOL,O,O,O,O,X,X
SIZJLTO,O,O,O,O,X,X
SIZJLOT,O,O,O,O,X,X
SIZJOTL,O,O,O,O,X,X
SIZJOLT,O,O,O,O,X,X
SIZOTLJ,X,X,O,X,X,X
SIZOTJL,X,X,O,X,X,X
SIZOLTJ,X,X,O,X,X,X
SIZOLJT,O,O,O,O,X,X
SIZOJTL,O,O,O,O,X,X
SIZOJLT,O,O,O,O,X,X
SIOTLJZ,O,X,X,X,O,O
SIOTLZJ,X,X,O,X,O,X
SIOTJLZ,O,X,X,X,O,O
SIOTJZL,O,X,X,X,O,O
SIOTZLJ,X,X,O,X,O,X
SIOTZJL,X,X,O,X,O,X
SIOLTJZ,O,X,X,X,O,O
SIOLTZJ,X,X,O,X,O,X
SIOLJTZ,O,X,X,O,X,X
SIOLJZT,O,O,X,O,X,X
SIOLZTJ,X,X,O,X,X,X
SIOLZJT,O,O,O,O,X,X
SIOJTLZ,O,X,X,O,X,X
SIOJTZL,O,X,X,O,X,X
SIOJLTZ,O,X,X,O,X,X
SIOJLZT,O,O,X,O,X,X
SIOJZTL,O,O,X,O,X,X
SIOJZLT,O,O,X,O,X,X
SIOZTLJ,X,X,O,X,X,X
SIOZTJL,X,X,O,X,X,X
SIOZLTJ,X,X,O,X,X,X
SIOZLJT,O,O,O,O,X,X
SIOZJTL,O,O,O,O,X,X
SIOZJLT,O,O,O,O,X,X
SLTIJZO,O,X,X,O,O,O
SLTIJOZ,O,X,X,O,O,O
SLTIZJO,X,X,X,O,O,X
SLTIZOJ,X,X,X,X,O,X
SLTIOJZ,O,X,X,X,O,O
SLTIOZJ,X,X,X,X,O,X
SLTJIZO,X,X,X,O,X,O
SLTJIOZ,X,X,X,O,X,O
SLTJZIO,X,O,X,X,X,O
SLTJZOI,O,O,X,X,X,O
SLTJOIZ,X,X,X,O,X,O
SLTJOZI,O,O,X,X,X,O
SLTZIJO,X,O,X,X,O,X
SLTZIOJ,X,X,X,X,O,X
SLTZJIO,X,O,X,X,X,O
SLTZJOI,X,O,X,X,X,O
SLTZOIJ,X,X,X,X,O,X
SLTZOJI,X,O,X,X,X,O
SLTOIJZ,O,X,X,X,O,O
SLTOIZJ,X,X,X,X,O,X
SLTOJIZ,X,X,X,X,X,O
SLTOJZI,O,O,X,X,X,O
SLTOZIJ,X,X,X,X,O,X
SLTOZJI,X,O,X,X,X,O
SLITJZO,O,X,X,O,O,O
SLITJOZ,O,X,X,O,O,O
SLITZJO,X,X,O,O,O,X
SLITZOJ,X,X,O,X,O,X
SLITOJZ,O,X,X,X,O,O
SLITOZJ,X,X,O,X,O,X
SLIJTZO,O,X,X,O,O,X
SLIJTOZ,O,X,X,O,O,X
SLIJZTO,O,O,X,O,X,X
SLIJZOT,O,O,X,O,X,X
SLIJOTZ,O,X,X,O,X,X
SLIJOZT,O,O,X,O,X,X
SLIZTJO,X,O,O,O,O,X
SLIZTOJ,X,X,O,X,O,X
SLIZJTO,O,O,O,O,X,X
SLIZJOT,O,O,O,O,X,X
SLIZOTJ,X,X,O,X,X,X
SLIZOJT,O,O,O,O,X,X
SLIOTJZ,O,X,X,X,O,O
SLIOTZJ,X,X,O,X,O,X
SLIOJTZ,O,X,X,O,X,X
SLIOJZT,O,O,X,O,X,X
SLIOZTJ,X,X,O,X,X,X
SLIOZJT,O,O,O,O,X,X
SLJTIZO,X,X,X,O,X,O
SLJTIOZ,X,X,X,O,X,O
SLJTZIO,X,O,X,X,X,O
SLJTZOI,O,O,X,X,X,O
SLJTOIZ,X,X,X,O,X,O
SLJTOZI,O,O,X,X,X,O
SLJITZO,O,X,X,O,X,X
SLJITOZ,O,X,X,O,X,X
SLJIZTO,O,O,X,O,X,X
SLJIZOT,O,O,X,O,X,X
SLJIOTZ,O,X,X,O,X,X
SLJIOZT,O,O,X,O,X,X
SLJZTIO,X,O,X,X,X,X
SLJZTOI,O,O,X,X,X,X
SLJZITO,O,O,X,O,X,X
SLJZIOT,O,O,X,O,X,X
SLJZOTI,O,O,X,X,X,X
SLJZOIT,O,O,X,O,X,X
SLJOTIZ,X,X,X,O,X,O
SLJOTZI,O,O,X,X,X,O
SLJOITZ,O,X,X,O,X,X
SLJOIZT,O,O,X,O,X,X
SLJOZTI,O,O,X,X,X,X
SLJOZIT,O,O,X,O,X,X
SLZTIJO,X,O,O,X,X,X
SLZTIOJ,X,X,O,X,X,X
SLZTJIO,X,O,O,X,X,O
SLZTJOI,X,O,O,X,X,O
SLZTOIJ,X,X,O,X,X,X
SLZTOJI,X,O,O,X,X,O
SLZITJO,X,O,O,O,X,X
SLZITOJ,X,X,O,X,X,X
SLZIJTO,O,O,O,O,X,X
SLZIJOT,O,O,O,O,X,X
SLZIOTJ,X,X,O,X,X,X
SLZIOJT,O,O,O,O,X,X
SLZJTIO,X,O,O,X,X,X
SLZJTOI,O,O,O,X,X,X
SLZJITO,X,O,O,O,X,X
SLZJIOT,O,O,O,O,X,X
SLZJOTI,O,O,O,X,X,X
SLZJOIT,O,O,O,O,X,X
SLZOTIJ,X,X,O,X,X,X
SLZOTJI,X,O,O,X,X,O
SLZOITJ,X,X,O,X,X,X
SLZOIJT,O,O,O,X,X,X
SLZOJTI,O,O,O,X,X,X
SLZOJIT,O,O,O,X,X,X
SLOTIJZ,O,X,X,X,O,O
SLOTIZJ,X,X,X,X,O,X
SLOTJIZ,X,X,X,X,X,O
SLOTJZI,O,O,X,X,X,O
SLOTZIJ,X,X,X,X,O,X
SLOTZJI,X,O,X,X,X,O
SLOITJZ,O,X,X,X,O,O
SLOITZJ,X,X,O,X,O,X
SLOIJTZ,O,X,X,O,X,X
SLOIJZT,O,O,X,O,X,X
SLOIZTJ,X,X,O,X,X,X
SLOIZJT,O,O,O,O,X,X
SLOJTIZ,X,X,X,O,X,O
SLOJTZI,O,O,X,X,X,O
SLOJITZ,O,X,X,O,X,X
SLOJIZT,O,O,X,O,X,X
SLOJZTI,O,O,X,X,X,X
SLOJZIT,O,O,X,O,X,X
SLOZTIJ,X,X,O,X,X,X
SLOZTJI,X,O,O,X,X,O
SLOZITJ,X,X,O,X,X,X
SLOZIJT,O,O,O,X,X,X
SLOZJTI,O,O,O,X,X,X
SLOZJIT,O,O,O,X,X,X
SJTILZO,X,X,X,O,X,O
SJTILOZ,X,X,X,O,X,O
SJTIZLO,X,X,X,O,X,O
SJTIZOL,X,X,X,O,X,O
SJTIOLZ,X,X,X,O,X,O
SJTIOZL,X,X,X,O,X,O
SJTLIZO,X,X,X,O,X,O
SJTLIOZ,X,X,X,O,X,O
SJTLZIO,X,O,X,X,X,O
SJTLZOI,O,O,X,X,X,O
SJTLOIZ,X,X,X,O,X,O
SJTLOZI,O,O,X,X,X,O
SJTZILO,X,O,X,X,X,O
SJTZIOL,X,O,X,X,X,O
SJTZLIO,X,O,X,X,X,O
SJTZLOI,O,O,X,X,X,O
SJTZOIL,X,O,X,X,X,O
SJTZOLI,O,O,X,X,X,O
SJTOILZ,X,X,X,O,X,O
SJTOIZL,X,X,X,O,X,O
SJTOLIZ,X,X,X,O,X,O
SJTOLZI,O,O,X,X,X,O
SJTOZIL,X,O,X,X,X,O
SJTOZLI,O,O,X,X,X,O
SJITLZO,O,X,X,O,X,X
SJITLOZ,O,X,X,O,X,X
SJITZLO,O,X,X,O,X,X
SJITZOL,O,X,X,O,X,X
SJITOLZ,O,X,X,O,X,X
SJITOZL,O,X,X,O,X,X
SJILTZO,O,X,X,O,X,X
SJILTOZ,O,X,X,O,X,X
SJILZTO,O,O,X,O,X,X
SJILZOT,O,O,X,O,X,X
SJILOTZ,O,X,X,O,X,X
SJILOZT,O,O,X,O,X,X
SJIZTLO,O,O,X,O,X,X
SJIZTOL,O,O,X,O,X,X
SJIZLTO,O,O,X,O,X,X
SJIZLOT,O,O,X,O,X,X
SJIZOTL,O,O,X,O,X,X
SJIZOLT,O,O,X,O,X,X
SJIOTLZ,O,X,X,O,X,X
SJIOTZL,O,X,X,O,X,X
SJIOLTZ,O,X,X,O,X,X
SJIOLZT,O,O,X,O,X,X
SJIOZTL,O,O,X,O,X,X
SJIOZLT,O,O,X,O,X,X
SJLTIZO,X,X,X,O,X,O
SJLTIOZ,X,X,X,O,X,O
SJLTZIO,X,O,X,X,X,O
SJLTZOI,O,O,X,X,X,O
SJLTOIZ,X,X,X,O,X,O
SJLTOZI,O,O,X,X,X,O
SJLITZO,O,X,X,O,X,X
SJLITOZ,O,X,X,O,X,X
SJLIZTO,O,O,X,O,X,X
SJLIZOT,O,O,X,O,X,X
SJLIOTZ,O,X,X,O,X,X
SJLIOZT,O,O,X,O,X,X
SJLZTIO,X,O,X,X,X,X
SJLZTOI,O,O,X,X,X,X
SJLZITO,O,O,X,O,X,X
SJLZIOT,O,O,X,O,X,X
SJLZOTI,O,O,X,X,X,X
SJLZOIT,O,O,X,O,X,X
SJLOTIZ,X,X,X,O,X,O
SJLOTZI,O,O,X,X,X,O
SJLOITZ,O,X,X,O,X,X
SJLOIZT,O,O,X,O,X,X
SJLOZTI,O,O,X,X,X,X
SJLOZIT,O,O,X,O,X,X
SJZTILO,X,O,X,X,X,X
SJZTIOL,X,O,X,X,X,X
SJZTLIO,X,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X
SJZTOIL,X,O,X,X,X,X
SJZTOLI,O,O,X,X,X,X
SJZITLO,O,O,X,O,X,X
SJZITOL,O,O,X,O,X,X
SJZILTO,O,O,X,O,X,X
SJZILOT,O,O,X,O,X,X
SJZIOTL,O,O,X,O,X,X
SJZIOLT,O,O,X,O,X,X
SJZLTIO,X,O,X,X,X,X
SJZLTOI,O,O,X,X,X,X
SJZLITO,O,O,X,O,X,X
SJZLIOT,O,O,X,O,X,X
SJZLOTI,O,O,X,X,X,X
SJZLOIT,O,O,X,O,X,X
SJZOTIL,X,O,X,X,X,X
SJZOTLI,O,O,X,X,X,X
SJZOITL,O,O,X,O,X,X
SJZOILT,O,O,X,O,X,X
SJZOLTI,O,O,X,X,X,X
SJZOLIT,O,O,X,O,X,X
SJOTILZ,X,X,X,O,X,O
SJOTIZL,X,X,X,O,X,O
SJOTLIZ,X,X,X,O,X,O
SJOTLZI,O,O,X,X,X,O
SJOTZIL,X,O,X,X,X,O
SJOTZLI,O,O,X,X,X,O
SJOITLZ,O,X,X,O,X,X
SJOITZL,O,X,X,O,X,X
SJOILTZ,O,X,X,O,X,X
SJOILZT,O,O,X,O,X,X
SJOIZTL,O,O,X,O,X,X
SJOIZLT,O,O,X,O,X,X
SJOLTIZ,X,X,X,O,X,O
SJOLTZI,O,O,X,X,X,O
SJOLITZ,O,X,X,O,X,X
SJOLIZT,O,O,X,O,X,X
SJOLZTI,O,O,X,X,X,X
SJOLZIT,O,O,X,O,X,X
SJOZTIL,X,O,X,X,X,X
SJOZTLI,O,O,X,X,X,X
SJOZITL,O,O,X,O,X,X
SJOZILT,O,O,X,O,X,X
SJOZLTI,O,O,X,X,X,X
SJOZLIT,O,O,X,O,X,X
SZTILJO,X,O,O,X,X,X
SZTILOJ,X,X,O,X,X,X
SZTIJLO,X,O,O,X,X,X
SZTIJOL,X,O,O,X,X,X
SZTIOLJ,X,X,O,X,X,X
SZTIOJL,X,X,O,X,X,X
SZTLIJO,X,O,O,X,X,X
SZTLIOJ,X,X,O,X,X,X
SZTLJIO,X,O,O,X,X,O
SZTLJOI,X,O,O,X,X,O
SZTLOIJ,X,X,O,X,X,X
SZTLOJI,X,O,O,X,X,O
SZTJILO,X,O,X,X,X,O
SZTJIOL,X,O,X,X,X,O
SZTJLIO,X,O,O,X,X,O
SZTJLOI,X,O,O,X,X,O
SZTJOIL,X,O,X,X,X,O
SZTJOLI,X,O,O,X,X,O
SZTOILJ,X,X,O,X,X,X
SZTOIJL,X,X,O,X,X,X
SZTOLIJ,X,X,O,X,X,X
