sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
TZIOLJS,X,O,X,O,X,X,X,X,O
TZIOLSJ,O,O,O,O,X,X,X,X,O
TZIOJLS,X,O,X,O,O,X,X,X,X
TZIOJSL,X,O,X,O,O,X,X,X,X
TZIOSLJ,O,O,O,O,X,X,X,O,X
TZIOSJL,O,O,O,O,X,X,X,X,X
TZLIJSO,O,O,O,O,X,O,X,X,X
TZLIJOS,X,O,X,O,X,O,X,X,X
TZLISJO,O,O,O,O,X,O,X,X,X
TZLISOJ,O,O,O,O,X,X,X,X,X
TZLIOJS,X,O,X,O,X,X,X,X,O
TZLIOSJ,O,O,O,O,X,X,X,X,O
TZLJISO,O,O,O,O,X,O,X,X,X
TZLJIOS,X,O,X,O,X,O,X,X,X
TZLJSIO,O,O,O,O,X,O,X,X,X
TZLJSOI,O,O,O,O,X,O,X,X,X
TZLJOIS,X,O,X,O,X,O,X,X,X
TZLJOSI,X,O,X,O,X,O,X,X,X
TZLSIJO,O,O,O,O,X,O,X,O,X
TZLSIOJ,O,O,O,O,X,X,X,O,X
TZLSJIO,O,O,O,O,X,O,X,O,X
TZLSJOI,O,O,O,O,X,O,X,O,X
TZLSOIJ,O,O,O,O,X,X,X,O,X
TZLSOJI,O,O,O,O,X,O,X,O,X
TZLOIJS,X,O,X,O,X,X,X,X,O
TZLOISJ,O,O,O,O,X,X,X,X,O
TZLOJIS,X,O,X,O,X,O,X,X,X
TZLOJSI,X,O,X,O,X,O,X,X,X
TZLOSIJ,O,O,O,O,X,X,X,O,X
TZLOSJI,O,O,O,O,X,O,X,O,X
TZJILSO,O,O,O,O,X,O,X,X,X
TZJILOS,X,O,X,O,O,O,X,X,X
TZJISLO,O,O,O,O,X,O,X,X,X
TZJISOL,O,O,O,O,O,O,X,X,X
TZJIOLS,X,O,X,O,O,O,X,X,X
TZJIOSL,X,O,X,O,O,O,X,X,X
TZJLISO,O,O,O,O,X,O,X,X,X
TZJLIOS,X,O,X,O,O,O,X,X,X
TZJLSIO,O,O,O,O,X,O,X,X,X
TZJLSOI,O,O,O,O,X,O,X,X,X
TZJLOIS,X,O,X,O,O,O,X,X,X
TZJLOSI,X,O,X,O,X,O,X,X,X
TZJSILO,O,O,O,O,X,O,X,X,X
TZJSIOL,O,O,O,O,O,O,X,X,X
TZJSLIO,O,O,O,O,X,O,X,O,X
TZJSLOI,O,O,O,O,X,O,X,O,X
TZJSOIL,O,O,O,O,O,O,X,X,X
TZJSOLI,O,O,O,O,X,O,X,O,X
TZJOILS,X,O,X,O,O,O,X,X,X
TZJOISL,X,O,X,O,O,O,X,X,X
TZJOLIS,X,O,X,O,O,O,X,X,X
TZJOLSI,X,O,X,O,X,O,X,X,X
TZJOSIL,X,O,X,O,O,O,X,X,X
TZJOSLI,X,O,X,O,X,O,X,O,X
TZSILJO,O,O,O,O,X,O,X,O,X
TZSILOJ,O,O,O,O,X,X,X,O,X
TZSIJLO,O,O,O,O,X,O,X,X,X
TZSIJOL,O,O,O,O,X,O,X,X,X
TZSIOLJ,O,O,O,O,X,X,X,O,X
TZSIOJL,O,O,O,X,X,X,X,X,X
TZSLIJO,O,O,O,O,X,O,X,O,X
TZSLIOJ,O,O,O,O,X,X,X,O,X
TZSLJIO,O,O,O,O,X,O,X,O,X
TZSLJOI,O,O,O,O,X,O,X,O,X
TZSLOIJ,O,O,O,O,X,X,X,O,X
TZSLOJI,O,O,O,O,X,O,X,O,X
TZSJILO,O,O,O,O,X,O,X,X,X
TZSJIOL,O,O,O,O,X,O,X,X,X
TZSJLIO,O,O,O,O,X,O,X,O,X
TZSJLOI,O,O,O,O,X,O,X,O,X
TZSJOIL,O,O,O,O,X,O,X,X,X
TZSJOLI,O,O,O,O,X,O,X,O,X
TZSOILJ,O,O,O,O,X,X,X,O,X
TZSOIJL,O,O,O,O,X,X,X,X,X
TZSOLIJ,O,O,O,O,X,X,X,O,X
TZSOLJI,O,O,O,O,X,O,X,O,X
TZSOJIL,O,O,O,O,X,O,X,X,X
TZSOJLI,O,O,O,O,X,O,X,O,X
TZOILJS,X,O,X,O,X,X,X,X,O
TZOILSJ,O,O,O,O,X,X,X,X,O
TZOIJLS,X,O,X,O,O,X,X,X,X
TZOIJSL,X,O,X,O,O,X,X,X,X
TZOISLJ,O,O,O,O,X,X,X,O,X
TZOISJL,O,O,O,O,X,X,X,X,X
TZOLIJS,X,O,X,O,X,X,X,X,O
TZOLISJ,O,O,O,O,X,X,X,X,O
TZOLJIS,X,O,X,O,X,O,X,X,X
TZOLJSI,X,O,X,O,X,O,X,X,X
TZOLSIJ,O,O,O,O,X,X,X,O,X
TZOLSJI,O,O,O,O,X,O,X,O,X
TZOJILS,X,O,X,O,O,O,X,X,X
TZOJISL,X,O,X,O,O,O,X,X,X
TZOJLIS,X,O,X,O,O,O,X,X,X
TZOJLSI,X,O,X,O,X,O,X,X,X
TZOJSIL,X,O,X,O,O,O,X,X,X
TZOJSLI,X,O,X,O,X,O,X,O,X
TZOSILJ,O,O,O,O,X,X,X,O,X
TZOSIJL,O,O,O,O,X,X,X,X,X
TZOSLIJ,O,O,O,O,X,X,X,O,X
TZOSLJI,O,O,O,O,X,O,X,O,X
TZOSJIL,O,O,O,O,X,O,X,X,X
TZOSJLI,O,O,O,O,X,O,X,O,X
TOILJSZ,O,O,X,O,X,X,X,X,X
TOILJZS,O,X,X,O,O,X,X,X,O
TOILSJZ,O,O,X,O,X,X,X,X,X
TOILSZJ,O,O,X,O,X,X,X,X,O
TOILZJS,O,X,X,X,X,X,X,X,O
TOILZSJ,O,O,X,X,X,X,X,X,O
TOIJLSZ,O,O,X,O,X,X,X,X,X
TOIJLZS,O,X,X,O,O,X,X,X,O
TOIJSLZ,O,O,X,O,X,X,X,X,X
TOIJSZL,O,O,X,O,O,X,X,X,X
TOIJZLS,O,X,X,O,O,X,X,X,X
TOIJZSL,O,X,X,O,O,X,X,X,X
TOISLJZ,O,O,X,O,X,X,X,X,X
TOISLZJ,O,O,X,O,X,X,X,X,O
TOISJLZ,O,O,X,O,X,X,X,X,X
TOISJZL,O,O,O,O,O,X,X,X,X
TOISZLJ,O,O,O,O,X,X,X,X,X
TOISZJL,O,O,O,O,X,X,X,X,X
TOIZLJS,O,O,X,O,X,X,X,X,O
TOIZLSJ,O,O,O,O,X,X,X,X,O
TOIZJLS,O,O,X,O,O,X,X,X,X
TOIZJSL,O,O,X,O,O,X,X,X,X
TOIZSLJ,O,O,O,O,X,X,X,X,X
TOIZSJL,O,O,O,O,X,X,X,X,X
TOLIJSZ,O,O,X,O,X,X,O,X,X
TOLIJZS,O,X,X,O,O,X,X,X,O
TOLISJZ,O,O,X,O,X,X,O,X,X
TOLISZJ,O,O,X,O,X,X,O,X,O
TOLIZJS,O,X,X,X,X,X,X,X,O
TOLIZSJ,O,O,X,X,X,X,X,X,O
TOLJISZ,O,O,X,O,X,X,O,X,X
TOLJIZS,O,X,X,O,O,X,X,X,O
TOLJSIZ,O,O,X,O,X,X,O,X,X
TOLJSZI,O,O,X,O,X,X,O,X,X
TOLJZIS,O,X,X,O,O,X,X,X,X
TOLJZSI,O,X,X,O,X,X,X,X,X
TOLSIJZ,O,O,X,O,X,X,O,X,X
TOLSIZJ,O,O,X,O,X,X,O,X,O
TOLSJIZ,O,O,X,O,X,X,O,X,X
TOLSJZI,O,O,X,O,X,X,O,X,X
TOLSZIJ,O,O,X,O,X,X,O,X,X
TOLSZJI,O,O,X,O,X,O,X,X,X
TOLZIJS,O,X,X,O,X,X,X,X,O
TOLZISJ,O,O,X,O,X,X,X,X,O
TOLZJIS,O,X,X,O,X,O,X,X,X
TOLZJSI,O,X,X,O,X,O,X,X,X
TOLZSIJ,O,O,X,O,X,X,X,X,X
TOLZSJI,O,O,X,O,X,O,X,X,X
TOJILSZ,O,O,X,O,X,X,X,X,X
TOJILZS,O,X,X,O,O,X,X,X,O
TOJISLZ,O,O,X,O,X,X,O,X,X
TOJISZL,O,O,X,O,O,X,O,X,X
TOJIZLS,O,X,X,O,O,X,X,X,X
TOJIZSL,O,X,X,O,O,X,X,X,X
TOJLISZ,O,O,X,O,X,X,O,X,X
TOJLIZS,O,X,X,O,O,X,X,X,O
TOJLSIZ,O,O,X,O,X,X,O,X,X
TOJLSZI,O,O,X,O,X,X,O,X,X
TOJLZIS,O,X,X,O,O,X,X,X,X
TOJLZSI,O,X,X,O,X,X,X,X,X
TOJSILZ,O,O,X,O,X,X,O,X,X
TOJSIZL,O,O,X,O,O,X,O,X,X
TOJSLIZ,O,O,X,O,X,X,O,X,X
TOJSLZI,O,O,X,O,X,X,O,X,X
TOJSZIL,O,O,X,O,O,X,O,X,X
TOJSZLI,O,O,X,O,X,X,O,X,X
TOJZILS,O,X,X,O,O,X,X,X,X
TOJZISL,O,X,X,O,O,X,X,X,X
TOJZLIS,O,X,X,O,O,X,X,X,X
TOJZLSI,O,X,X,O,X,X,X,X,X
TOJZSIL,O,X,X,O,O,X,X,X,X
TOJZSLI,O,X,X,O,X,X,X,X,X
TOSILJZ,O,O,X,O,X,X,O,X,X
TOSILZJ,O,O,X,O,X,X,O,X,O
TOSIJLZ,O,O,X,O,X,X,X,X,X
TOSIJZL,O,O,O,O,O,X,X,X,X
TOSIZLJ,O,O,O,O,X,X,X,X,X
TOSIZJL,O,O,O,O,X,X,X,X,X
TOSLIJZ,O,O,X,O,X,X,O,X,X
TOSLIZJ,O,O,X,O,X,X,O,O,O
TOSLJIZ,O,O,X,O,X,X,O,X,X
TOSLJZI,O,O,X,O,X,X,O,X,X
TOSLZIJ,O,O,X,O,X,X,O,O,X
TOSLZJI,O,O,X,O,X,O,X,O,X
TOSJILZ,O,O,X,O,X,X,O,X,X
TOSJIZL,O,O,O,O,O,X,O,X,X
TOSJLIZ,O,O,X,O,X,X,O,X,X
TOSJLZI,O,O,X,O,X,X,O,X,X
TOSJZIL,O,O,O,O,O,X,O,X,X
TOSJZLI,O,O,O,O,X,X,O,X,X
TOSZILJ,O,O,O,O,X,X,X,O,X
TOSZIJL,O,O,O,O,X,X,X,X,X
TOSZLIJ,O,O,O,O,X,X,O,O,X
TOSZLJI,O,O,O,O,X,O,X,O,X
TOSZJIL,O,O,O,O,X,O,X,X,X
TOSZJLI,O,O,O,O,X,O,X,O,X
TOZILJS,O,O,X,O,X,X,X,X,O
TOZILSJ,O,O,O,O,X,X,X,X,O
TOZIJLS,O,O,X,O,O,X,X,X,X
TOZIJSL,O,O,X,O,O,X,X,X,X
TOZISLJ,O,O,O,O,X,X,X,O,X
TOZISJL,O,O,O,O,X,X,X,X,X
TOZLIJS,O,O,X,O,X,X,X,X,O
TOZLISJ,O,O,O,O,X,X,X,X,O
TOZLJIS,O,O,X,O,X,O,X,X,X
TOZLJSI,O,O,X,O,X,O,X,X,X
TOZLSIJ,O,O,O,O,X,X,X,O,X
TOZLSJI,O,O,O,O,X,O,X,O,X
TOZJILS,O,O,X,O,O,O,X,X,X
TOZJISL,O,O,X,O,O,O,X,X,X
TOZJLIS,O,O,X,O,O,O,X,X,X
TOZJLSI,O,O,X,O,X,O,X,X,X
TOZJSIL,O,O,X,O,O,O,X,X,X
TOZJSLI,O,O,X,O,X,O,X,O,X
TOZSILJ,O,O,O,O,X,X,X,O,X
TOZSIJL,O,O,O,O,X,X,X,X,X
TOZSLIJ,O,O,O,O,X,X,X,O,X
TOZSLJI,O,O,O,O,X,O,X,O,X
TOZSJIL,O,O,O,O,X,O,X,X,X
TOZSJLI,O,O,O,O,X,O,X,O,X
ITLJSZO,O,O,X,O,X,X,X,X,X
ITLJSOZ,O,O,X,O,X,X,X,X,X
ITLJZSO,O,X,X,O,X,X,X,X,X
ITLJZOS,X,X,X,X,O,X,X,X,X
ITLJOSZ,X,O,X,O,X,X,X,X,X
ITLJOZS,X,X,X,O,O,X,X,X,O
ITLSJZO,O,O,O,O,X,X,X,X,X
ITLSJOZ,O,O,X,O,X,X,X,X,X
ITLSZJO,O,O,O,O,X,O,X,X,X
ITLSZOJ,O,O,O,X,X,X,X,X,X
ITLSOJZ,O,O,X,O,X,X,X,X,X
ITLSOZJ,O,O,X,X,X,X,X,X,O
ITLZJSO,O,X,O,X,X,O,X,X,X
ITLZJOS,X,X,X,X,X,O,X,X,X
ITLZSJO,O,O,O,X,X,O,X,X,X
ITLZSOJ,O,O,O,X,X,X,X,X,X
ITLZOJS,X,X,X,X,X,X,X,X,O
ITLZOSJ,O,O,O,X,X,X,X,X,O
ITLOJSZ,X,O,X,O,X,X,X,X,X
ITLOJZS,X,X,X,O,O,X,X,X,O
ITLOSJZ,O,O,X,O,X,X,X,X,X
ITLOSZJ,O,O,X,O,X,X,X,X,O
ITLOZJS,X,X,X,X,X,X,X,X,O
ITLOZSJ,O,O,X,X,X,X,X,X,O
ITJLSZO,O,O,X,O,X,X,X,X,X
ITJLSOZ,O,O,X,O,X,X,X,X,X
ITJLZSO,O,X,X,O,X,X,X,X,X
ITJLZOS,X,X,X,O,O,X,X,X,X
ITJLOSZ,X,O,X,O,X,X,X,X,X
ITJLOZS,X,X,X,O,O,X,X,X,O
ITJSLZO,O,O,O,O,X,X,X,X,X
ITJSLOZ,O,O,X,O,X,X,X,X,X
ITJSZLO,O,O,O,O,X,X,X,X,X
ITJSZOL,O,O,O,O,O,X,X,X,X
ITJSOLZ,O,O,X,O,X,X,X,X,X
ITJSOZL,O,O,O,O,O,X,X,X,X
ITJZLSO,O,X,O,O,X,X,X,X,X
ITJZLOS,X,X,X,O,O,X,X,X,X
ITJZSLO,O,X,O,O,X,X,X,X,X
ITJZSOL,O,X,O,O,O,X,X,X,X
ITJZOLS,X,X,X,O,O,X,X,X,X
ITJZOSL,X,X,X,O,O,X,X,X,X
ITJOLSZ,X,O,X,O,X,X,X,X,X
ITJOLZS,X,X,X,O,O,X,X,X,O
ITJOSLZ,X,O,X,O,X,X,X,X,X
ITJOSZL,X,O,X,O,O,X,X,X,X
ITJOZLS,X,X,X,O,O,X,X,X,X
ITJOZSL,X,X,X,O,O,X,X,X,X
ITSLJZO,O,O,O,O,X,X,X,X,X
ITSLJOZ,O,O,X,O,X,X,X,X,X
ITSLZJO,O,O,O,O,X,O,X,X,X
ITSLZOJ,O,O,O,O,X,X,X,X,X
ITSLOJZ,O,O,X,O,X,X,X,X,X
ITSLOZJ,O,O,X,X,X,X,X,X,O
ITSJLZO,O,O,O,O,X,X,X,X,X
ITSJLOZ,O,O,X,O,X,X,X,X,X
ITSJZLO,O,O,O,O,X,X,X,X,X
ITSJZOL,O,O,O,O,O,X,X,X,X
ITSJOLZ,O,O,X,O,X,X,X,X,X
ITSJOZL,O,O,O,O,O,X,X,X,X
ITSZLJO,O,O,O,O,X,O,X,X,X
ITSZLOJ,O,O,O,O,X,X,X,X,X
ITSZJLO,O,O,O,O,X,O,X,X,X
ITSZJOL,O,O,O,O,X,O,X,X,X
ITSZOLJ,O,O,O,O,X,X,X,X,X
ITSZOJL,O,O,O,X,X,X,X,X,X
ITSOLJZ,O,O,X,O,X,X,X,X,X
ITSOLZJ,O,O,X,X,X,X,X,X,O
ITSOJLZ,O,O,X,X,X,X,X,X,X
ITSOJZL,O,O,O,X,O,X,X,X,X
ITSOZLJ,O,O,O,O,X,X,X,X,X
ITSOZJL,O,O,O,X,X,X,X,X,X
ITZLJSO,O,O,O,O,X,O,X,X,X
ITZLJOS,X,O,X,O,X,O,X,X,X
ITZLSJO,O,O,O,O,X,O,X,X,X
ITZLSOJ,O,O,O,O,X,X,X,X,X
ITZLOJS,X,O,X,O,X,X,X,X,O
ITZLOSJ,O,O,O,O,X,X,X,X,O
ITZJLSO,O,O,O,O,X,O,X,X,X
ITZJLOS,X,O,X,O,O,O,X,X,X
ITZJSLO,O,O,O,O,X,O,X,X,X
ITZJSOL,O,O,O,O,O,O,X,X,X
ITZJOLS,X,O,X,O,O,O,X,X,X
ITZJOSL,X,O,X,O,O,O,X,X,X
ITZSLJO,O,O,O,O,X,O,X,X,X
ITZSLOJ,O,O,O,O,X,X,X,X,X
ITZSJLO,O,O,O,O,X,O,X,X,X
ITZSJOL,O,O,O,O,X,O,X,X,X
ITZSOLJ,O,O,O,O,X,X,X,X,X
ITZSOJL,O,O,O,X,X,X,X,X,X
ITZOLJS,X,O,X,O,X,X,X,X,O
ITZOLSJ,O,O,O,O,X,X,X,X,O
ITZOJLS,X,O,X,O,O,X,X,X,X
ITZOJSL,X,O,X,O,O,X,X,X,X
ITZOSLJ,O,O,O,O,X,X,X,X,X
ITZOSJL,O,O,O,O,X,X,X,X,X
ITOLJSZ,O,O,X,O,X,X,X,X,X
ITOLJZS,O,X,X,O,O,X,X,X,O
ITOLSJZ,O,O,X,O,X,X,X,X,X
ITOLSZJ,O,O,X,O,X,X,X,X,O
ITOLZJS,O,X,X,X,X,X,X,X,O
ITOLZSJ,O,O,X,X,X,X,X,X,O
ITOJLSZ,O,O,X,O,X,X,X,X,X
ITOJLZS,O,X,X,O,O,X,X,X,O
ITOJSLZ,O,O,X,O,X,X,X,X,X
ITOJSZL,O,O,X,O,O,X,X,X,X
ITOJZLS,O,X,X,O,O,X,X,X,X
ITOJZSL,O,X,X,O,O,X,X,X,X
ITOSLJZ,O,O,X,O,X,X,X,X,X
ITOSLZJ,O,O,X,O,X,X,X,X,O
ITOSJLZ,O,O,X,O,X,X,X,X,X
ITOSJZL,O,O,O,O,O,X,X,X,X
ITOSZLJ,O,O,O,O,X,X,X,X,X
ITOSZJL,O,O,O,O,X,X,X,X,X
ITOZLJS,O,O,X,O,X,X,X,X,O
ITOZLSJ,O,O,O,O,X,X,X,X,O
ITOZJLS,O,O,X,O,O,X,X,X,X
ITOZJSL,O,O,X,O,O,X,X,X,X
ITOZSLJ,O,O,O,O,X,X,X,X,X
ITOZSJL,O,O,O,O,X,X,X,X,X
ILTJSZO,O,O,X,X,X,X,O,X,X
ILTJSOZ,O,O,X,X,X,X,O,X,X
ILTJZSO,O,X,X,X,X,X,X,X,X
ILTJZOS,X,X,X,X,O,X,X,X,X
ILTJOSZ,X,O,X,X,X,X,O,X,X
ILTJOZS,X,X,X,X,O,X,X,X,O
ILTSJZO,O,O,O,X,X,X,X,X,X
ILTSJOZ,O,O,X,X,X,X,O,X,X
ILTSZJO,O,O,O,X,X,O,X,X,X
ILTSZOJ,O,O,O,X,X,X,O,X,X
ILTSOJZ,O,O,X,X,X,X,O,X,X
ILTSOZJ,O,O,X,X,X,X,O,X,O
ILTZJSO,O,X,O,X,X,O,X,X,X
ILTZJOS,X,X,X,X,X,O,X,X,X
ILTZSJO,O,O,O,X,X,O,X,X,X
ILTZSOJ,O,O,O,X,X,X,X,X,X
ILTZOJS,X,X,X,X,X,X,X,X,O
ILTZOSJ,O,O,O,X,X,X,X,X,O
ILTOJSZ,X,O,X,X,X,X,O,X,X
ILTOJZS,X,X,X,X,O,X,X,X,O
ILTOSJZ,O,O,X,X,X,X,O,X,X
ILTOSZJ,O,O,X,X,X,X,O,X,O
ILTOZJS,X,X,X,X,X,X,X,X,O
ILTOZSJ,O,O,X,X,X,X,X,X,O
ILJTSZO,O,X,X,X,X,X,O,X,X
ILJTSOZ,O,X,X,X,X,X,O,X,X
ILJTZSO,O,X,X,X,X,X,X,X,X
ILJTZOS,X,X,X,X,O,X,X,X,X
ILJTOSZ,X,X,X,X,X,X,O,X,X
ILJTOZS,X,X,X,X,O,X,X,X,X
ILJSTZO,O,X,O,X,X,X,O,X,X
ILJSTOZ,O,X,X,X,X,X,O,X,X
ILJSZTO,O,X,O,X,X,X,O,X,X
ILJSZOT,O,X,O,X,X,X,O,X,X
ILJSOTZ,O,X,X,X,X,X,O,X,X
ILJSOZT,O,X,O,X,X,X,O,X,X
ILJZTSO,X,X,O,X,X,X,X,X,X
ILJZTOS,X,X,X,X,O,X,X,X,X
ILJZSTO,O,X,O,X,X,X,O,X,X
ILJZSOT,O,X,O,X,X,X,O,X,X
ILJZOTS,X,X,X,X,O,X,X,X,X
ILJZOST,X,X,X,X,X,X,O,X,X
ILJOTSZ,X,X,X,X,X,X,O,X,X
ILJOTZS,X,X,X,X,O,X,X,X,O
ILJOSTZ,O,X,X,X,X,X,O,X,X
ILJOSZT,O,X,X,X,X,X,O,X,X
ILJOZTS,X,X,X,X,O,X,X,X,O
ILJOZST,O,X,X,X,X,X,O,X,X
ILSTJZO,O,O,O,X,X,X,X,X,X
ILSTJOZ,O,O,X,X,X,X,O,X,X
ILSTZJO,O,O,O,X,X,X,X,X,X
ILSTZOJ,O,O,O,X,X,X,O,X,X
ILSTOJZ,O,O,X,X,X,X,O,X,X
ILSTOZJ,O,O,X,X,X,X,O,X,X
ILSJTZO,O,O,O,X,X,X,O,X,X
ILSJTOZ,O,O,X,X,X,X,O,X,X
ILSJZTO,O,O,O,X,X,X,O,X,X
ILSJZOT,O,O,O,X,X,X,O,X,X
ILSJOTZ,O,O,X,X,X,X,O,X,X
ILSJOZT,O,O,O,X,X,X,O,X,X
ILSZTJO,O,O,O,X,X,X,X,X,X
ILSZTOJ,O,O,O,X,X,X,O,X,X
ILSZJTO,O,O,O,X,X,X,X,X,X
ILSZJOT,O,O,O,X,X,X,X,X,X
ILSZOTJ,O,O,O,X,X,X,O,X,X
ILSZOJT,O,O,O,X,X,X,X,X,X
ILSOTJZ,O,O,X,X,X,X,O,X,X
ILSOTZJ,O,O,X,X,X,X,O,X,O
ILSOJTZ,O,O,X,X,X,X,O,X,X
ILSOJZT,O,O,O,X,X,X,O,X,X
ILSOZTJ,O,O,O,X,X,X,O,X,O
ILSOZJT,O,O,O,X,X,X,X,X,X
ILZTJSO,O,O,O,X,X,O,X,X,X
ILZTJOS,X,O,X,X,X,O,X,X,X
ILZTSJO,O,O,O,X,X,O,X,X,X
ILZTSOJ,O,O,O,X,X,X,X,X,X
ILZTOJS,X,O,X,X,X,X,X,X,X
ILZTOSJ,O,O,O,X,X,X,X,X,X
ILZJTSO,X,X,O,X,X,O,X,X,X
ILZJTOS,X,X,X,X,X,O,X,X,X
ILZJSTO,O,O,O,X,X,O,O,X,X
ILZJSOT,O,O,O,X,X,X,O,X,X
ILZJOTS,X,X,X,X,X,O,X,X,X
ILZJOST,X,O,X,X,X,X,O,X,X
ILZSTJO,O,O,O,X,X,X,X,X,X
ILZSTOJ,O,O,O,X,X,X,O,X,X
ILZSJTO,O,O,O,X,X,X,X,X,X
ILZSJOT,O,O,O,X,X,X,X,X,X
ILZSOTJ,O,O,O,X,X,X,O,X,X
ILZSOJT,O,O,O,X,X,X,X,X,X
ILZOTJS,X,O,X,X,X,X,X,X,O
ILZOTSJ,O,O,O,X,X,X,X,X,O
ILZOJTS,X,X,X,X,X,X,X,X,O
ILZOJST,O,O,X,X,X,X,O,X,X
ILZOSTJ,O,O,O,X,X,X,O,X,O
ILZOSJT,O,O,O,X,X,X,X,X,X
ILOTJSZ,O,O,X,X,X,X,O,X,X
ILOTJZS,O,X,X,X,O,X,X,X,O
ILOTSJZ,O,O,X,X,X,X,O,X,X
ILOTSZJ,O,O,X,X,X,X,O,X,O
ILOTZJS,O,X,X,X,X,X,X,X,O
ILOTZSJ,O,O,X,X,X,X,X,X,O
ILOJTSZ,X,X,X,X,X,X,O,X,X
ILOJTZS,X,X,X,X,O,X,X,X,O
ILOJSTZ,O,X,X,X,X,X,O,X,X
ILOJSZT,O,X,X,X,X,X,O,X,X
ILOJZTS,X,X,X,X,O,X,X,X,O
ILOJZST,O,X,X,X,X,X,O,X,X
ILOSTJZ,O,O,X,X,X,X,O,X,X
ILOSTZJ,O,O,X,X,X,X,O,X,O
ILOSJTZ,O,O,X,X,X,X,O,X,X
ILOSJZT,O,O,O,X,X,X,O,X,X
ILOSZTJ,O,O,O,X,X,X,O,X,O
ILOSZJT,O,O,O,X,X,X,X,X,X
ILOZTJS,O,O,X,X,X,X,X,X,O
ILOZTSJ,O,O,O,X,X,X,X,X,O
ILOZJTS,X,X,X,X,X,X,X,X,O
ILOZJST,O,O,X,X,X,X,O,X,X
ILOZSTJ,O,O,O,X,X,X,O,X,O
ILOZSJT,O,O,O,X,X,X,X,X,X
IJTLSZO,O,O,X,O,X,X,X,X,X
IJTLSOZ,O,O,X,O,X,X,X,X,X
IJTLZSO,O,X,X,O,X,X,X,X,X
IJTLZOS,X,X,X,O,O,X,X,X,X
IJTLOSZ,X,O,X,O,X,X,X,X,X
IJTLOZS,X,X,X,O,O,X,X,X,X
IJTSLZO,O,O,O,O,X,X,X,X,X
IJTSLOZ,O,O,X,O,X,X,O,X,X
IJTSZLO,O,O,O,O,X,X,X,X,X
IJTSZOL,O,O,O,O,O,X,O,X,X
IJTSOLZ,O,O,X,O,X,X,O,X,X
IJTSOZL,O,O,O,O,O,X,O,X,X
IJTZLSO,O,X,O,O,X,X,X,X,X
IJTZLOS,X,X,X,O,O,X,X,X,X
IJTZSLO,O,X,O,O,X,X,X,X,X
IJTZSOL,O,X,O,O,O,X,X,X,X
IJTZOLS,X,X,X,O,O,X,X,X,X
IJTZOSL,X,X,X,O,O,X,X,X,X
IJTOLSZ,X,O,X,O,X,X,X,X,X
IJTOLZS,X,X,X,O,O,X,X,X,X
IJTOSLZ,X,O,X,O,X,X,O,X,X
IJTOSZL,X,O,X,O,O,X,O,X,X
IJTOZLS,X,X,X,O,O,X,X,X,X
IJTOZSL,X,X,X,O,O,X,X,X,X
IJLTSZO,O,X,X,O,X,X,O,X,X
IJLTSOZ,O,X,X,O,X,X,O,X,X
IJLTZSO,O,X,X,O,X,X,X,X,X
IJLTZOS,X,X,X,O,O,X,X,X,X
IJLTOSZ,X,X,X,O,X,X,O,X,X
IJLTOZS,X,X,X,X,O,X,X,X,X
IJLSTZO,O,X,O,X,X,X,O,X,X
IJLSTOZ,O,X,X,X,X,X,O,X,X
IJLSZTO,O,X,O,X,X,X,O,X,X
IJLSZOT,O,X,O,X,X,X,O,X,X
IJLSOTZ,O,X,X,X,X,X,O,X,X
IJLSOZT,O,X,O,X,X,X,O,X,X
IJLZTSO,X,X,O,O,X,X,X,X,X
IJLZTOS,X,X,X,O,O,X,X,X,X
IJLZSTO,O,X,O,O,X,X,O,X,X
IJLZSOT,O,X,O,X,X,X,O,X,X
IJLZOTS,X,X,X,O,O,X,X,X,X
IJLZOST,X,X,X,X,X,X,O,X,X
IJLOTSZ,X,X,X,X,X,X,O,X,X
IJLOTZS,X,X,X,X,O,X,X,X,O
IJLOSTZ,O,X,X,X,X,X,O,X,X
IJLOSZT,O,X,X,X,X,X,O,X,X
IJLOZTS,X,X,X,X,O,X,X,X,O
IJLOZST,O,X,X,X,X,X,O,X,X
IJSTLZO,O,O,O,O,X,X,O,X,X
IJSTLOZ,O,O,X,O,X,X,O,X,X
IJSTZLO,O,O,O,O,X,X,X,X,X
IJSTZOL,O,O,O,O,O,X,O,X,X
IJSTOLZ,O,O,X,O,X,X,O,X,X
