sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
LOTJISZ,O,O,X,O,X,X,O,X,X
LOTJIZS,O,X,X,O,O,X,X,X,O
LOTJSIZ,O,O,X,O,X,X,O,X,X
LOTJSZI,O,O,X,O,X,X,O,X,X
LOTJZIS,O,X,X,O,O,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X,X
LOTSIJZ,O,O,X,O,X,X,O,X,X
LOTSIZJ,O,O,X,O,X,X,O,X,O
LOTSJIZ,O,O,X,O,X,X,O,X,X
LOTSJZI,O,O,X,O,X,X,O,X,X
LOTSZIJ,O,O,X,O,X,X,O,X,X
LOTSZJI,O,O,X,O,X,O,X,X,X
LOTZIJS,O,X,X,O,X,X,X,X,O
LOTZISJ,O,O,X,O,X,X,X,X,O
LOTZJIS,O,X,X,O,X,O,X,X,X
LOTZJSI,O,X,X,O,X,O,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,X
LOTZSJI,O,O,X,O,X,O,X,X,X
LOITJSZ,O,O,X,X,X,X,O,X,X
LOITJZS,O,X,X,X,O,X,X,X,O
LOITSJZ,O,O,X,X,X,X,O,X,X
LOITSZJ,O,O,X,X,X,X,O,X,O
LOITZJS,O,X,X,X,X,X,X,X,O
LOITZSJ,O,O,X,X,X,X,X,X,O
LOIJTSZ,X,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,O,X,X,X,O
LOIJSTZ,O,X,X,X,X,X,O,X,X
LOIJSZT,O,X,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,O,X,X,X,O
LOIJZST,O,X,X,X,X,X,O,X,X
LOISTJZ,O,O,X,X,X,X,O,X,X
LOISTZJ,O,O,X,X,X,X,O,X,O
LOISJTZ,O,O,X,X,X,X,O,X,X
LOISJZT,O,O,O,X,X,X,O,X,X
LOISZTJ,O,O,O,X,X,X,O,X,O
LOISZJT,O,O,O,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X,O
LOIZTSJ,O,O,O,X,X,X,X,X,O
LOIZJTS,X,X,X,X,X,X,X,X,O
LOIZJST,O,O,X,X,X,X,O,X,X
LOIZSTJ,O,O,O,X,X,X,O,X,O
LOIZSJT,O,O,O,X,X,X,X,X,X
LOJTISZ,X,X,X,O,X,X,O,X,X
LOJTIZS,X,X,X,O,O,X,X,X,O
LOJTSIZ,X,X,X,O,X,X,O,X,X
LOJTSZI,X,X,X,O,X,X,O,X,X
LOJTZIS,X,X,X,O,O,X,X,X,X
LOJTZSI,X,X,X,O,X,X,X,X,X
LOJITSZ,X,X,X,O,X,X,O,X,X
LOJITZS,X,X,X,O,O,X,X,X,O
LOJISTZ,O,X,X,O,X,X,O,X,X
LOJISZT,O,X,X,O,X,X,O,X,X
LOJIZTS,X,X,X,O,O,X,X,X,O
LOJIZST,O,X,X,O,X,X,O,X,X
LOJSTIZ,O,X,X,O,X,X,O,X,X
LOJSTZI,O,X,X,O,X,X,O,X,X
LOJSITZ,O,X,X,O,X,X,O,X,X
LOJSIZT,O,X,X,O,X,X,O,X,X
LOJSZTI,O,X,X,O,X,X,O,X,X
LOJSZIT,O,X,X,O,X,X,O,X,X
LOJZTIS,X,X,X,O,O,X,X,X,X
LOJZTSI,X,X,X,O,X,X,X,X,X
LOJZITS,X,X,X,O,O,X,X,X,X
LOJZIST,O,X,X,O,X,X,O,X,X
LOJZSTI,O,X,X,O,X,X,O,X,X
LOJZSIT,O,X,X,O,X,X,O,X,X
LOSTIJZ,O,O,X,O,X,X,O,X,X
LOSTIZJ,O,O,X,O,X,X,O,O,O
LOSTJIZ,O,O,X,O,X,X,O,X,X
LOSTJZI,O,O,X,O,X,X,O,X,X
LOSTZIJ,O,O,X,O,X,X,O,O,X
LOSTZJI,O,O,X,O,X,X,X,O,X
LOSITJZ,O,O,X,O,X,X,O,X,X
LOSITZJ,O,O,X,O,X,X,O,O,O
LOSIJTZ,O,O,X,X,X,X,O,X,X
LOSIJZT,O,O,O,X,X,X,O,O,X
LOSIZTJ,O,O,O,O,X,X,O,O,O
LOSIZJT,O,O,O,X,X,X,X,O,X
LOSJTIZ,O,O,X,O,X,X,O,X,X
LOSJTZI,O,O,X,O,X,X,O,X,X
LOSJITZ,O,O,X,O,X,X,O,X,X
LOSJIZT,O,O,O,O,X,X,O,O,X
LOSJZTI,O,O,O,O,X,X,O,O,X
LOSJZIT,O,O,O,O,X,X,O,O,X
LOSZTIJ,O,O,O,O,X,X,O,O,X
LOSZTJI,O,O,O,O,X,X,X,O,X
LOSZITJ,O,O,O,O,X,X,O,O,X
LOSZIJT,O,O,O,X,X,X,X,O,X
LOSZJTI,O,O,O,O,X,X,O,O,X
LOSZJIT,O,O,O,O,X,X,O,O,X
LOZTIJS,O,O,X,O,X,X,X,X,O
LOZTISJ,O,O,O,O,X,X,X,X,O
LOZTJIS,O,O,X,O,X,O,X,X,X
LOZTJSI,O,O,X,O,X,O,X,X,X
LOZTSIJ,O,O,O,O,X,X,X,O,X
LOZTSJI,O,O,O,O,X,O,X,O,X
LOZITJS,O,O,X,O,X,X,X,X,O
LOZITSJ,O,O,O,O,X,X,X,X,O
LOZIJTS,X,X,X,O,X,X,X,X,O
LOZIJST,O,O,X,O,X,X,O,X,X
LOZISTJ,O,O,O,X,X,X,O,X,O
LOZISJT,O,O,O,X,X,X,X,X,X
LOZJTIS,X,X,X,O,X,O,X,X,X
LOZJTSI,X,X,X,O,X,O,X,X,X
LOZJITS,X,X,X,O,X,O,X,X,X
LOZJIST,O,O,X,O,X,X,O,X,X
LOZJSTI,O,O,X,O,X,X,O,X,X
LOZJSIT,O,O,X,O,X,X,O,X,X
LOZSTIJ,O,O,O,O,X,X,O,O,X
LOZSTJI,O,O,O,O,X,X,X,O,X
LOZSITJ,O,O,O,O,X,X,O,O,X
LOZSIJT,O,O,O,X,X,X,X,O,X
LOZSJTI,O,O,O,O,X,X,O,O,X
LOZSJIT,O,O,O,O,X,X,O,O,X
JTILSZO,O,O,X,O,X,X,X,X,X
JTILSOZ,O,O,X,O,X,X,X,X,X
JTILZSO,O,X,X,O,X,X,X,X,X
JTILZOS,X,X,X,O,O,X,X,X,X
JTILOSZ,X,O,X,O,X,X,X,X,X
JTILOZS,X,X,X,O,O,X,X,X,O
JTISLZO,O,O,O,O,X,X,X,X,X
JTISLOZ,O,O,X,O,X,X,O,X,X
JTISZLO,O,O,O,O,X,X,X,X,X
JTISZOL,O,O,O,O,O,X,O,X,X
JTISOLZ,O,O,X,O,X,X,O,X,X
JTISOZL,O,O,O,O,O,X,O,X,X
JTIZLSO,O,X,O,O,X,X,X,X,X
JTIZLOS,X,X,X,O,O,X,X,X,X
JTIZSLO,O,X,O,O,X,X,X,X,X
JTIZSOL,O,X,O,O,O,X,X,X,X
JTIZOLS,X,X,X,O,O,X,X,X,X
JTIZOSL,X,X,X,O,O,X,X,X,X
JTIOLSZ,X,O,X,O,X,X,X,X,X
JTIOLZS,X,X,X,O,O,X,X,X,O
JTIOSLZ,X,O,X,O,X,X,O,X,X
JTIOSZL,X,O,X,O,O,X,O,X,X
JTIOZLS,X,X,X,O,O,X,X,X,X
JTIOZSL,X,X,X,O,O,X,X,X,X
JTLISZO,O,O,X,O,X,X,O,X,X
JTLISOZ,O,O,X,O,X,X,O,X,X
JTLIZSO,O,X,X,O,X,X,X,X,X
JTLIZOS,X,X,X,O,O,X,X,X,X
JTLIOSZ,X,O,X,O,X,X,O,X,X
JTLIOZS,X,X,X,O,O,X,X,X,O
JTLSIZO,O,O,X,O,X,X,O,X,X
JTLSIOZ,O,O,X,O,X,X,O,X,X
JTLSZIO,O,O,X,O,X,O,O,X,X
JTLSZOI,O,O,X,O,X,O,O,X,X
JTLSOIZ,O,O,X,O,X,X,O,X,X
JTLSOZI,O,O,X,O,X,X,O,X,X
JTLZISO,O,X,X,O,X,O,X,X,X
JTLZIOS,X,X,X,O,O,O,X,X,X
JTLZSIO,O,X,X,O,X,O,X,X,X
JTLZSOI,O,X,X,O,X,O,X,X,X
JTLZOIS,X,X,X,O,O,O,X,X,X
JTLZOSI,X,X,X,O,X,O,X,X,X
JTLOISZ,X,O,X,O,X,X,O,X,X
JTLOIZS,X,X,X,O,O,X,X,X,O
JTLOSIZ,X,O,X,O,X,X,O,X,X
JTLOSZI,X,O,X,O,X,X,O,X,X
JTLOZIS,X,X,X,O,O,X,X,X,X
JTLOZSI,X,X,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,X,X,O,X,X
JTSILOZ,O,O,X,O,X,X,O,X,X
JTSIZLO,O,O,O,O,X,X,X,X,X
JTSIZOL,O,O,O,O,O,X,O,X,X
JTSIOLZ,O,O,X,O,X,X,O,X,X
JTSIOZL,O,O,O,O,O,X,O,X,X
JTSLIZO,O,O,O,O,X,X,O,X,X
JTSLIOZ,O,O,X,O,X,X,O,X,X
JTSLZIO,O,O,O,O,X,O,O,X,X
JTSLZOI,O,O,O,O,X,O,O,X,X
JTSLOIZ,O,O,X,O,X,X,O,X,X
JTSLOZI,O,O,X,O,X,X,O,X,X
JTSZILO,O,O,O,O,X,O,X,X,X
JTSZIOL,O,O,O,O,O,O,O,X,X
JTSZLIO,O,O,O,O,X,O,O,X,X
JTSZLOI,O,O,O,O,X,O,O,X,X
JTSZOIL,O,O,O,O,O,O,O,X,X
JTSZOLI,O,O,O,O,X,O,O,X,X
JTSOILZ,O,O,X,O,X,X,O,X,X
JTSOIZL,O,O,O,O,O,X,O,X,X
JTSOLIZ,O,O,X,O,X,X,O,X,X
JTSOLZI,O,O,X,O,X,X,O,X,X
JTSOZIL,O,O,O,O,O,X,O,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X
JTZILSO,O,X,O,O,X,O,X,X,X
JTZILOS,X,X,X,O,O,O,X,X,X
JTZISLO,O,X,O,O,X,O,X,X,X
JTZISOL,O,X,O,O,O,O,X,X,X
JTZIOLS,X,X,X,O,O,O,X,X,X
JTZIOSL,X,X,X,O,O,O,X,X,X
JTZLISO,O,X,O,O,X,O,X,X,X
JTZLIOS,X,X,X,O,O,O,X,X,X
JTZLSIO,O,X,O,O,X,O,X,X,X
JTZLSOI,O,X,O,O,X,O,X,X,X
JTZLOIS,X,X,X,O,O,O,X,X,X
JTZLOSI,X,X,X,O,X,O,X,X,X
JTZSILO,O,X,O,O,X,O,X,X,X
JTZSIOL,O,X,O,O,O,O,X,X,X
JTZSLIO,O,X,O,O,X,O,X,X,X
JTZSLOI,O,X,O,O,X,O,X,X,X
JTZSOIL,O,X,O,O,O,O,X,X,X
JTZSOLI,O,X,O,O,X,O,X,X,X
JTZOILS,X,X,X,O,O,O,X,X,X
JTZOISL,X,X,X,O,O,O,X,X,X
JTZOLIS,X,X,X,O,O,O,X,X,X
JTZOLSI,X,X,X,O,X,O,X,X,X
JTZOSIL,X,X,X,O,O,O,X,X,X
JTZOSLI,X,X,X,O,X,O,X,X,X
JTOILSZ,X,O,X,O,X,X,X,X,X
JTOILZS,X,X,X,O,O,X,X,X,O
JTOISLZ,X,O,X,O,X,X,O,X,X
JTOISZL,X,O,X,O,O,X,O,X,X
JTOIZLS,X,X,X,O,O,X,X,X,X
JTOIZSL,X,X,X,O,O,X,X,X,X
JTOLISZ,X,O,X,O,X,X,O,X,X
JTOLIZS,X,X,X,O,O,X,X,X,O
JTOLSIZ,X,O,X,O,X,X,O,X,X
JTOLSZI,X,O,X,O,X,X,O,X,X
JTOLZIS,X,X,X,O,O,X,X,X,X
JTOLZSI,X,X,X,O,X,X,X,X,X
JTOSILZ,X,O,X,O,X,X,O,X,X
JTOSIZL,X,O,X,O,O,X,O,X,X
JTOSLIZ,X,O,X,O,X,X,O,X,X
JTOSLZI,X,O,X,O,X,X,O,X,X
JTOSZIL,X,O,X,O,O,X,O,X,X
JTOSZLI,X,O,X,O,X,X,O,X,X
JTOZILS,X,X,X,O,O,X,X,X,X
JTOZISL,X,X,X,O,O,X,X,X,X
JTOZLIS,X,X,X,O,O,X,X,X,X
JTOZLSI,X,X,X,O,X,X,X,X,X
JTOZSIL,X,X,X,O,O,X,X,X,X
JTOZSLI,X,X,X,O,X,X,X,X,X
JITLSZO,O,O,X,O,X,X,X,X,X
JITLSOZ,O,O,X,O,X,X,X,X,X
JITLZSO,O,X,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,O,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X,X
JITLOZS,X,X,X,O,O,X,X,X,X
JITSLZO,O,O,O,O,X,X,X,X,X
JITSLOZ,O,O,X,O,X,X,O,X,X
JITSZLO,O,O,O,O,X,X,X,X,X
JITSZOL,O,O,O,O,O,X,O,X,X
JITSOLZ,O,O,X,O,X,X,O,X,X
JITSOZL,O,O,O,O,O,X,O,X,X
JITZLSO,O,X,O,O,X,X,X,X,X
JITZLOS,X,X,X,O,O,X,X,X,X
JITZSLO,O,X,O,O,X,X,X,X,X
JITZSOL,O,X,O,O,O,X,X,X,X
JITZOLS,X,X,X,O,O,X,X,X,X
JITZOSL,X,X,X,O,O,X,X,X,X
JITOLSZ,X,O,X,O,X,X,X,X,X
JITOLZS,X,X,X,O,O,X,X,X,X
JITOSLZ,X,O,X,O,X,X,O,X,X
JITOSZL,X,O,X,O,O,X,O,X,X
JITOZLS,X,X,X,O,O,X,X,X,X
JITOZSL,X,X,X,O,O,X,X,X,X
JILTSZO,O,X,X,O,X,X,O,X,X
JILTSOZ,O,X,X,O,X,X,O,X,X
JILTZSO,O,X,X,O,X,X,X,X,X
JILTZOS,X,X,X,O,O,X,X,X,X
JILTOSZ,X,X,X,O,X,X,O,X,X
JILTOZS,X,X,X,X,O,X,X,X,X
JILSTZO,O,X,O,X,X,X,O,X,X
JILSTOZ,O,X,X,X,X,X,O,X,X
JILSZTO,O,X,O,X,X,X,O,X,X
JILSZOT,O,X,O,X,X,X,O,X,X
JILSOTZ,O,X,X,X,X,X,O,X,X
JILSOZT,O,X,O,X,X,X,O,X,X
JILZTSO,X,X,O,O,X,X,X,X,X
JILZTOS,X,X,X,O,O,X,X,X,X
JILZSTO,O,X,O,O,X,X,O,X,X
JILZSOT,O,X,O,X,X,X,O,X,X
JILZOTS,X,X,X,O,O,X,X,X,X
JILZOST,X,X,X,X,X,X,O,X,X
JILOTSZ,X,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,O,X,X,X,O
JILOSTZ,O,X,X,X,X,X,O,X,X
JILOSZT,O,X,X,X,X,X,O,X,X
JILOZTS,X,X,X,X,O,X,X,X,O
JILOZST,O,X,X,X,X,X,O,X,X
JISTLZO,O,O,O,O,X,X,O,X,X
JISTLOZ,O,O,X,O,X,X,O,X,X
JISTZLO,O,O,O,O,X,X,X,X,X
JISTZOL,O,O,O,O,O,X,O,X,X
JISTOLZ,O,O,X,O,X,X,O,X,X
JISTOZL,O,O,O,O,O,X,O,X,X
JISLTZO,O,O,O,X,X,X,O,X,X
JISLTOZ,O,O,X,X,X,X,O,X,X
JISLZTO,O,O,O,X,X,X,O,X,X
JISLZOT,O,O,O,X,X,X,O,X,X
JISLOTZ,O,O,X,X,X,X,O,X,X
JISLOZT,O,O,O,X,X,X,O,X,X
JISZTLO,O,O,O,O,X,X,X,X,X
JISZTOL,O,O,O,O,O,X,O,X,X
JISZLTO,O,O,O,O,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,O,X,O,X,O,X,X
JISZOLT,O,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,O,X,X
JISOTZL,O,O,O,X,O,X,O,X,X
JISOLTZ,O,O,X,X,X,X,O,X,X
JISOLZT,O,O,O,X,X,X,O,X,X
JISOZTL,O,O,O,X,O,X,O,X,X
JISOZLT,O,O,O,X,X,X,X,X,X
JIZTLSO,O,O,O,O,X,X,X,X,X
JIZTLOS,X,O,X,O,O,X,X,X,X
JIZTSLO,O,O,O,O,X,X,X,X,X
JIZTSOL,O,O,O,O,O,X,X,X,X
JIZTOLS,X,O,X,O,O,X,X,X,X
JIZTOSL,X,O,X,O,O,X,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X
JIZLTOS,X,X,X,O,O,X,X,X,X
JIZLSTO,O,O,O,O,X,X,X,X,X
JIZLSOT,O,O,O,X,X,X,X,X,X
JIZLOTS,X,X,X,O,O,X,X,X,X
JIZLOST,X,O,X,O,X,X,X,X,X
JIZSTLO,O,O,O,O,X,X,X,X,X
JIZSTOL,O,O,O,O,O,X,O,X,X
JIZSLTO,O,O,O,O,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,O,X,O,X,X
JIZSOLT,O,O,O,X,X,X,X,X,X
JIZOTLS,X,O,X,O,O,X,X,X,X
JIZOTSL,X,O,X,O,O,X,X,X,X
JIZOLTS,X,X,X,O,O,X,X,X,X
JIZOLST,X,O,X,O,X,X,X,X,X
JIZOSTL,X,O,X,O,O,X,O,X,X
JIZOSLT,X,O,X,O,X,X,X,X,X
JIOTLSZ,O,O,X,O,X,X,X,X,X
JIOTLZS,O,X,X,O,O,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,O,X,X
JIOTSZL,O,O,X,O,O,X,O,X,X
JIOTZLS,O,X,X,O,O,X,X,X,X
JIOTZSL,O,X,X,O,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,O,X,X
JIOLTZS,X,X,X,O,O,X,X,X,O
JIOLSTZ,O,X,X,O,X,X,O,X,X
JIOLSZT,O,X,X,O,X,X,O,X,X
JIOLZTS,X,X,X,O,O,X,X,X,O
JIOLZST,O,X,X,O,X,X,O,X,X
JIOSTLZ,O,O,X,O,X,X,O,X,X
JIOSTZL,O,O,X,O,O,X,O,X,X
JIOSLTZ,O,O,X,O,X,X,O,X,X
JIOSLZT,O,O,X,O,X,X,O,X,X
JIOSZTL,O,O,X,O,O,X,O,X,X
JIOSZLT,O,O,X,O,X,X,X,X,X
JIOZTLS,O,O,X,O,O,X,X,X,X
JIOZTSL,O,O,X,O,O,X,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X,X
JIOZLST,O,O,X,O,X,X,X,X,X
JIOZSTL,O,O,X,O,O,X,O,X,X
JIOZSLT,O,O,X,O,X,X,X,X,X
JLTISZO,O,X,X,O,X,X,O,X,X
JLTISOZ,O,X,X,O,X,X,O,X,X
JLTIZSO,O,X,X,O,X,X,X,X,X
JLTIZOS,X,X,X,O,O,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,O,X,X
JLTIOZS,X,X,X,O,O,X,X,X,O
JLTSIZO,O,X,X,O,X,X,O,X,X
JLTSIOZ,O,X,X,O,X,X,O,X,X
JLTSZIO,O,X,X,O,X,O,O,X,X
JLTSZOI,O,X,X,O,X,O,O,X,X
JLTSOIZ,O,X,X,O,X,X,O,X,X
JLTSOZI,O,X,X,O,X,X,O,X,X
JLTZISO,O,X,X,O,X,O,X,X,X
JLTZIOS,X,X,X,O,O,O,X,X,X
JLTZSIO,O,X,X,O,X,O,X,X,X
JLTZSOI,O,X,X,O,X,O,X,X,X
JLTZOIS,X,X,X,O,O,O,X,X,X
JLTZOSI,X,X,X,O,X,O,X,X,X
JLTOISZ,X,X,X,O,X,X,O,X,X
JLTOIZS,X,X,X,O,O,X,X,X,O
JLTOSIZ,X,X,X,O,X,X,O,X,X
JLTOSZI,X,X,X,O,X,X,O,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X
JLTOZSI,X,X,X,O,X,X,X,X,X
JLITSZO,O,X,X,O,X,X,O,X,X
JLITSOZ,O,X,X,O,X,X,O,X,X
JLITZSO,O,X,X,O,X,X,X,X,X
JLITZOS,X,X,X,O,O,X,X,X,X
JLITOSZ,X,X,X,O,X,X,O,X,X
JLITOZS,X,X,X,X,O,X,X,X,X
JLISTZO,O,X,O,X,X,X,O,X,X
JLISTOZ,O,X,X,X,X,X,O,X,X
JLISZTO,O,X,O,X,X,X,O,X,X
JLISZOT,O,X,O,X,X,X,O,X,X
JLISOTZ,O,X,X,X,X,X,O,X,X
JLISOZT,O,X,O,X,X,X,O,X,X
JLIZTSO,X,X,O,O,X,X,X,X,X
JLIZTOS,X,X,X,O,O,X,X,X,X
JLIZSTO,O,X,O,O,X,X,O,X,X
JLIZSOT,O,X,O,X,X,X,O,X,X
JLIZOTS,X,X,X,O,O,X,X,X,X
JLIZOST,X,X,X,X,X,X,O,X,X
JLIOTSZ,X,X,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,O,X,X,X,O
JLIOSTZ,O,X,X,X,X,X,O,X,X
JLIOSZT,O,X,X,X,X,X,O,X,X
JLIOZTS,X,X,X,X,O,X,X,X,O
JLIOZST,O,X,X,X,X,X,O,X,X
JLSTIZO,O,X,O,X,X,X,O,X,X
JLSTIOZ,O,X,X,X,X,X,O,X,X
JLSTZIO,O,X,O,X,X,X,O,X,X
JLSTZOI,O,X,O,X,X,X,O,X,X
JLSTOIZ,O,X,X,X,X,X,O,X,X
JLSTOZI,O,X,X,X,X,X,O,X,X
JLSITZO,O,X,O,X,X,X,O,X,X
JLSITOZ,O,X,X,X,X,X,O,X,X
JLSIZTO,O,X,O,X,X,X,O,X,X
JLSIZOT,O,X,O,X,X,X,O,X,X
JLSIOTZ,O,X,X,X,X,X,O,X,X
JLSIOZT,O,X,O,X,X,X,O,X,X
JLSZTIO,O,X,O,X,X,X,O,X,X
JLSZTOI,O,X,O,X,X,X,O,X,X
JLSZITO,O,X,O,X,X,X,O,X,X
JLSZIOT,O,X,O,X,X,X,O,X,X
JLSZOTI,O,X,O,X,X,X,O,X,X
JLSZOIT,O,X,O,X,X,X,O,X,X
JLSOTIZ,O,X,X,X,X,X,O,X,X
JLSOTZI,O,X,X,X,X,X,O,X,X
JLSOITZ,O,X,X,X,X,X,O,X,X
JLSOIZT,O,X,O,X,X,X,O,X,X
JLSOZTI,O,X,O,X,X,X,O,X,X
JLSOZIT,O,X,O,X,X,X,O,X,X
JLZTISO,X,X,O,O,X,O,X,X,X
JLZTIOS,X,X,X,O,O,O,X,X,X
JLZTSIO,X,X,O,O,X,O,X,X,X
JLZTSOI,X,X,O,O,X,O,X,X,X
JLZTOIS,X,X,X,O,O,O,X,X,X
JLZTOSI,X,X,X,O,X,O,X,X,X
JLZITSO,X,X,O,O,X,O,X,X,X
JLZITOS,X,X,X,O,O,O,X,X,X
JLZISTO,O,X,O,O,X,O,O,X,X
JLZISOT,O,X,O,X,X,X,O,X,X
JLZIOTS,X,X,X,O,O,O,X,X,X
JLZIOST,X,X,X,O,X,X,O,X,X
JLZSTIO,O,X,O,O,X,O,O,X,X
JLZSTOI,X,X,O,O,X,O,O,X,X
JLZSITO,O,X,O,O,X,O,O,X,X
JLZSIOT,O,X,O,X,X,X,O,X,X
JLZSOTI,X,X,O,O,X,X,O,X,X
JLZSOIT,O,X,O,O,X,X,O,X,X
JLZOTIS,X,X,X,O,O,O,X,X,X
JLZOTSI,X,X,X,O,X,O,X,X,X
JLZOITS,X,X,X,O,O,O,X,X,X
JLZOIST,X,X,X,O,X,X,O,X,X
JLZOSTI,X,X,X,O,X,X,O,X,X
JLZOSIT,X,X,X,O,X,X,O,X,X
JLOTISZ,X,X,X,O,X,X,O,X,X
JLOTIZS,X,X,X,O,O,X,X,X,O
JLOTSIZ,X,X,X,O,X,X,O,X,X
JLOTSZI,X,X,X,O,X,X,O,X,X
JLOTZIS,X,X,X,O,O,X,X,X,X
JLOTZSI,X,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,O,X,X,O,X,X
JLOITZS,X,X,X,O,O,X,X,X,O
JLOISTZ,O,X,X,O,X,X,O,X,X
JLOISZT,O,X,X,O,X,X,O,X,X
JLOIZTS,X,X,X,O,O,X,X,X,O
JLOIZST,O,X,X,O,X,X,O,X,X
JLOSTIZ,O,X,X,O,X,X,O,X,X
JLOSTZI,O,X,X,O,X,X,O,X,X
JLOSITZ,O,X,X,O,X,X,O,X,X
JLOSIZT,O,X,X,O,X,X,O,X,X
JLOSZTI,O,X,X,O,X,X,O,X,X
JLOSZIT,O,X,X,O,X,X,O,X,X
JLOZTIS,X,X,X,O,O,X,X,X,X
JLOZTSI,X,X,X,O,X,X,X,X,X
JLOZITS,X,X,X,O,O,X,X,X,X
JLOZIST,O,X,X,O,X,X,O,X,X
JLOZSTI,O,X,X,O,X,X,O,X,X
JLOZSIT,O,X,X,O,X,X,O,X,X
JSTILZO,O,O,O,O,X,X,O,X,X
JSTILOZ,O,O,X,O,X,X,O,X,X
JSTIZLO,O,O,O,O,X,X,X,X,X
JSTIZOL,O,O,O,O,O,X,O,X,X
JSTIOLZ,O,O,X,O,X,X,O,X,X
JSTIOZL,O,O,O,O,O,X,O,X,X
JSTLIZO,O,O,O,O,X,X,O,X,X
JSTLIOZ,O,O,X,O,X,X,O,X,X
JSTLZIO,O,O,O,O,X,O,O,X,X
JSTLZOI,O,O,O,O,X,O,O,X,X
JSTLOIZ,O,O,X,O,X,X,O,X,X
JSTLOZI,O,O,X,O,X,X,O,X,X
JSTZILO,O,O,O,O,X,O,X,X,X
JSTZIOL,O,O,O,O,O,O,O,X,X
JSTZLIO,O,O,O,O,X,O,O,X,X
JSTZLOI,O,O,O,O,X,O,O,X,X
JSTZOIL,O,O,O,O,O,O,O,X,X
JSTZOLI,O,O,O,O,X,O,O,X,X
JSTOILZ,O,O,X,O,X,X,O,X,X
JSTOIZL,O,O,O,O,O,X,O,X,X
JSTOLIZ,O,O,X,O,X,X,O,X,X
JSTOLZI,O,O,X,O,X,X,O,X,X
JSTOZIL,O,O,O,O,O,X,O,X,X
JSTOZLI,O,O,O,O,X,X,O,X,X
JSITLZO,O,O,O,O,X,X,O,X,X
JSITLOZ,O,O,X,O,X,X,O,X,X
JSITZLO,O,O,O,O,X,X,X,X,X
JSITZOL,O,O,O,O,O,X,O,X,X
JSITOLZ,O,O,X,O,X,X,O,X,X
JSITOZL,O,O,O,O,O,X,O,X,X
JSILTZO,O,O,O,X,X,X,O,X,X
JSILTOZ,O,O,X,X,X,X,O,X,X
JSILZTO,O,O,O,X,X,X,O,X,X
JSILZOT,O,O,O,X,X,X,O,X,X
JSILOTZ,O,O,X,X,X,X,O,X,X
JSILOZT,O,O,O,X,X,X,O,X,X
JSIZTLO,O,O,O,O,X,X,X,X,X
JSIZTOL,O,O,O,O,O,X,O,X,X
JSIZLTO,O,O,O,O,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,O,X,O,X,X
JSIZOLT,O,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,O,X,X
JSIOTZL,O,O,O,X,O,X,O,X,X
JSIOLTZ,O,O,X,X,X,X,O,X,X
JSIOLZT,O,O,O,X,X,X,O,X,X
JSIOZTL,O,O,O,X,O,X,O,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X
