sequence,v115@QhA8BeB8DeG8CeB8JeOEJvhF8kBChBxiBTmBXsBlsB,v115@QhA8BeB8DeG8CeB8Jei/IvhFzgBUiBFjB3kBxrBWxB,v115@QhA8BeB8DeG8CeB8JeKEJvhFzfBRhBFjBUmBXsBGsB,v115@QhA8BeB8DeG8CeB8JefGJvhF0hBxiBlkBusBikBzrB,v115@QhA8BeB8DeG8CeB8JeKEJvhFzfBWmBFjBxrB/sB0rB,v115@QhA8BeB8DeG8CeB8Jem/IvhFfmBxiBTkBlnBUsB6rB
IOLTSJZ,X,O,X,X,O,X
IOLTSZJ,X,O,X,X,O,X
IOLTZJS,O,X,X,X,O,O
IOLTZSJ,X,O,X,X,O,O
IOLJTSZ,X,X,X,X,O,X
IOLJTZS,X,X,X,X,O,O
IOLJSTZ,X,X,X,X,O,X
IOLJSZT,X,X,X,X,O,X
IOLJZTS,O,X,X,X,O,X
IOLJZST,O,X,X,X,O,X
IOLSTJZ,X,O,X,X,O,X
IOLSTZJ,O,O,X,X,O,X
IOLSJTZ,X,O,X,X,O,X
IOLSJZT,O,O,X,X,O,X
IOLSZTJ,O,O,X,X,O,X
IOLSZJT,O,O,X,X,O,X
IOLZTJS,O,X,X,X,O,X
IOLZTSJ,X,O,X,X,O,X
IOLZJTS,O,X,X,X,O,X
IOLZJST,O,X,X,X,O,X
IOLZSTJ,O,O,X,X,O,X
IOLZSJT,O,O,X,X,O,X
IOJTLSZ,X,X,X,O,O,X
IOJTLZS,X,X,X,X,O,O
IOJTSLZ,X,O,X,O,X,X
IOJTSZL,X,O,X,O,X,O
IOJTZLS,X,X,X,X,X,O
IOJTZSL,X,O,X,O,X,O
IOJLTSZ,X,X,X,O,O,X
IOJLTZS,X,X,X,X,O,O
IOJLSTZ,X,X,X,O,O,X
IOJLSZT,X,X,X,O,O,X
IOJLZTS,O,X,X,X,O,X
IOJLZST,O,X,X,X,O,X
IOJSTLZ,X,O,X,O,X,X
IOJSTZL,X,O,X,O,X,O
IOJSLTZ,X,O,X,O,X,X
IOJSLZT,X,O,X,O,X,X
IOJSZTL,X,O,X,O,X,O
IOJSZLT,X,O,X,O,X,X
IOJZTLS,O,X,X,X,X,O
IOJZTSL,X,O,X,O,X,O
IOJZLTS,O,X,X,X,X,X
IOJZLST,O,X,X,X,X,X
IOJZSTL,X,O,X,O,X,O
IOJZSLT,O,O,X,O,X,X
IOSTLJZ,X,O,X,X,X,X
IOSTLZJ,O,O,X,X,X,X
IOSTJLZ,X,O,X,O,X,X
IOSTJZL,X,O,X,O,X,O
IOSTZLJ,O,O,X,X,X,O
IOSTZJL,O,O,X,O,X,O
IOSLTJZ,X,O,X,X,X,X
IOSLTZJ,O,O,X,X,X,X
IOSLJTZ,X,O,X,X,X,X
IOSLJZT,O,O,X,X,X,X
IOSLZTJ,O,O,X,X,X,X
IOSLZJT,O,O,X,X,X,X
IOSJTLZ,X,O,X,O,X,X
IOSJTZL,X,O,X,O,X,O
IOSJLTZ,X,O,X,O,X,X
IOSJLZT,O,O,X,O,X,X
IOSJZTL,O,O,X,O,X,O
IOSJZLT,O,O,X,O,X,X
IOSZTLJ,O,O,X,X,X,O
IOSZTJL,O,O,X,O,X,O
IOSZLTJ,O,O,X,X,X,X
IOSZLJT,O,O,X,X,X,X
IOSZJTL,O,O,X,O,X,O
IOSZJLT,O,O,X,O,X,X
IOZTLJS,O,X,X,X,X,O
IOZTLSJ,X,O,X,X,X,O
IOZTJLS,O,X,X,X,X,O
IOZTJSL,X,O,X,X,X,O
IOZTSLJ,X,O,X,X,X,O
IOZTSJL,X,O,X,X,X,O
IOZLTJS,O,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,X
IOZLJTS,O,X,X,X,X,X
IOZLJST,O,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X
IOZLSJT,O,O,X,X,X,X
IOZJTLS,O,X,X,X,X,O
IOZJTSL,X,O,X,X,X,O
IOZJLTS,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,X
IOZJSTL,O,O,X,X,X,O
IOZJSLT,O,O,X,X,X,X
IOZSTLJ,O,O,X,X,X,O
IOZSTJL,O,O,X,X,X,O
IOZSLTJ,O,O,X,X,X,X
IOZSLJT,O,O,X,X,X,X
IOZSJTL,O,O,X,X,X,O
IOZSJLT,O,O,X,X,X,X
LTIJSZO,X,X,X,O,O,X
LTIJSOZ,X,X,X,X,O,X
LTIJZSO,X,X,X,X,O,X
LTIJZOS,X,X,X,X,O,X
LTIJOSZ,X,X,X,O,O,X
LTIJOZS,X,X,X,X,O,X
LTISJZO,X,O,X,O,O,X
LTISJOZ,X,O,X,X,O,X
LTISZJO,X,O,O,X,O,X
LTISZOJ,X,O,O,X,O,X
LTISOJZ,X,O,X,X,O,X
LTISOZJ,X,O,O,X,O,X
LTIZJSO,O,X,X,X,O,X
LTIZJOS,O,X,O,X,O,X
LTIZSJO,X,O,O,X,O,X
LTIZSOJ,X,O,O,X,O,O
LTIZOJS,X,X,O,X,O,O
LTIZOSJ,X,O,O,X,O,O
LTIOJSZ,X,X,X,X,O,X
LTIOJZS,X,X,X,X,O,O
LTIOSJZ,X,O,X,X,O,X
LTIOSZJ,X,O,O,X,O,X
LTIOZJS,X,X,O,X,O,O
LTIOZSJ,X,O,O,X,O,O
LTJISZO,X,X,X,O,O,X
LTJISOZ,X,X,X,X,O,X
LTJIZSO,X,X,X,X,O,X
LTJIZOS,X,X,X,X,O,X
LTJIOSZ,X,X,X,O,O,X
LTJIOZS,X,X,X,X,O,X
LTJSIZO,X,X,X,O,O,X
LTJSIOZ,X,X,X,X,O,X
LTJSZIO,X,X,O,O,X,X
LTJSZOI,X,X,O,O,X,X
LTJSOIZ,X,X,X,O,O,X
LTJSOZI,X,X,O,O,X,X
LTJZISO,X,X,X,X,O,X
LTJZIOS,X,X,O,X,O,X
LTJZSIO,X,X,O,X,X,X
LTJZSOI,X,X,O,X,X,X
LTJZOIS,X,X,O,X,O,X
LTJZOSI,X,X,O,X,X,X
LTJOISZ,X,X,X,O,O,X
LTJOIZS,X,X,X,X,O,X
LTJOSIZ,X,X,X,O,O,X
LTJOSZI,X,X,O,O,X,X
LTJOZIS,X,X,O,X,O,X
LTJOZSI,X,X,O,X,X,X
LTSIJZO,X,O,X,O,O,X
LTSIJOZ,X,O,X,X,O,X
LTSIZJO,O,O,O,X,O,X
LTSIZOJ,X,O,O,X,O,X
LTSIOJZ,X,O,X,X,O,X
LTSIOZJ,X,O,O,X,O,X
LTSJIZO,X,O,X,O,O,X
LTSJIOZ,X,O,X,X,O,X
LTSJZIO,X,X,O,O,X,X
LTSJZOI,X,X,O,O,X,X
LTSJOIZ,X,O,X,O,O,X
LTSJOZI,X,X,O,O,X,X
LTSZIJO,O,O,O,X,X,X
LTSZIOJ,X,O,O,X,X,X
LTSZJIO,O,X,O,O,X,X
LTSZJOI,X,X,O,O,X,X
LTSZOIJ,X,O,O,X,X,X
LTSZOJI,X,X,O,X,X,X
LTSOIJZ,X,O,X,X,O,X
LTSOIZJ,X,O,O,X,O,X
LTSOJIZ,X,O,X,O,O,X
LTSOJZI,X,X,O,O,X,X
LTSOZIJ,X,O,O,X,X,X
LTSOZJI,X,X,O,O,X,X
LTZIJSO,O,X,X,X,O,X
LTZIJOS,O,X,O,X,O,X
LTZISJO,X,X,O,X,O,X
LTZISOJ,X,X,O,X,O,O
LTZIOJS,X,X,O,X,O,O
LTZIOSJ,X,X,O,X,O,O
LTZJISO,O,X,X,X,O,X
LTZJIOS,O,X,O,X,O,X
LTZJSIO,O,X,O,X,X,X
LTZJSOI,X,X,O,X,X,X
LTZJOIS,O,X,O,X,O,X
LTZJOSI,O,X,O,X,X,X
LTZSIJO,O,X,O,X,X,X
LTZSIOJ,X,X,O,X,X,O
LTZSJIO,O,X,O,X,X,X
LTZSJOI,X,X,O,X,X,X
LTZSOIJ,X,X,O,X,X,O
LTZSOJI,X,X,O,X,X,O
LTZOIJS,O,X,O,X,O,O
LTZOISJ,X,X,O,X,O,O
LTZOJIS,O,X,O,X,O,O
LTZOJSI,O,X,O,X,X,O
LTZOSIJ,O,X,O,X,X,O
LTZOSJI,O,X,O,X,X,O
LTOIJSZ,X,X,X,X,O,X
LTOIJZS,X,X,X,X,O,O
LTOISJZ,X,O,X,X,O,X
LTOISZJ,X,O,O,X,O,X
LTOIZJS,O,X,O,X,O,O
LTOIZSJ,X,O,O,X,O,O
LTOJISZ,X,X,X,O,O,X
LTOJIZS,X,X,X,X,O,O
LTOJSIZ,X,X,X,O,O,X
LTOJSZI,X,X,O,O,X,X
LTOJZIS,X,X,O,X,O,O
LTOJZSI,X,X,O,X,X,O
LTOSIJZ,X,O,X,X,O,X
LTOSIZJ,O,O,O,X,O,X
LTOSJIZ,X,O,X,O,O,X
LTOSJZI,X,X,O,O,X,X
LTOSZIJ,O,O,O,X,X,X
LTOSZJI,O,X,O,O,X,X
LTOZIJS,O,X,O,X,O,O
LTOZISJ,X,X,O,X,O,O
LTOZJIS,O,X,O,X,O,O
LTOZJSI,O,X,O,X,X,O
LTOZSIJ,O,X,O,X,X,O
LTOZSJI,O,X,O,X,X,O
LITJSZO,X,X,X,O,O,X
LITJSOZ,X,X,X,X,O,X
LITJZSO,X,X,X,X,O,X
LITJZOS,X,X,X,X,O,X
LITJOSZ,X,X,X,O,O,X
LITJOZS,X,X,X,X,O,X
LITSJZO,X,O,X,O,O,X
LITSJOZ,X,O,X,X,O,X
LITSZJO,X,O,O,X,O,X
LITSZOJ,X,O,O,X,O,X
LITSOJZ,X,O,X,X,O,X
LITSOZJ,X,O,O,X,O,X
LITZJSO,O,X,X,X,O,X
LITZJOS,O,X,O,X,O,X
LITZSJO,X,O,O,X,O,X
LITZSOJ,X,O,O,X,O,O
LITZOJS,X,X,O,X,O,O
LITZOSJ,X,O,O,X,O,O
LITOJSZ,X,X,X,X,O,X
LITOJZS,X,X,X,X,O,O
LITOSJZ,X,O,X,X,O,X
LITOSZJ,X,O,O,X,O,X
LITOZJS,X,X,O,X,O,O
LITOZSJ,X,O,O,X,O,O
LIJTSZO,X,X,X,O,O,X
LIJTSOZ,X,X,X,X,O,X
LIJTZSO,X,X,X,X,O,X
LIJTZOS,X,X,X,X,O,X
LIJTOSZ,X,X,X,O,O,X
LIJTOZS,X,X,X,X,O,X
LIJSTZO,X,X,X,O,O,X
LIJSTOZ,X,X,X,X,O,X
LIJSZTO,X,X,X,O,O,X
LIJSZOT,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,O,X
LIJSOZT,X,X,X,X,O,X
LIJZTSO,O,X,X,X,O,X
LIJZTOS,O,X,X,X,O,X
LIJZSTO,O,X,X,X,O,X
LIJZSOT,O,X,X,X,O,X
LIJZOTS,O,X,X,X,O,X
LIJZOST,O,X,X,X,O,X
LIJOTSZ,X,X,X,O,O,X
LIJOTZS,X,X,X,X,O,X
LIJOSTZ,X,X,X,O,O,X
LIJOSZT,X,X,X,O,O,X
LIJOZTS,X,X,X,X,O,X
LIJOZST,X,X,X,X,O,X
LISTJZO,X,O,X,O,O,X
LISTJOZ,X,O,X,X,O,X
LISTZJO,O,O,O,X,O,X
LISTZOJ,X,O,O,X,O,X
LISTOJZ,X,O,X,X,O,X
LISTOZJ,X,O,O,X,O,X
LISJTZO,X,O,X,O,O,X
LISJTOZ,X,O,X,X,O,X
LISJZTO,O,O,X,O,O,X
LISJZOT,O,O,X,X,O,X
LISJOTZ,X,O,X,X,O,X
LISJOZT,X,O,X,X,O,X
LISZTJO,O,O,O,X,O,X
LISZTOJ,X,O,O,X,O,X
LISZJTO,O,O,O,X,O,X
LISZJOT,O,O,O,X,O,X
LISZOTJ,O,O,O,X,O,X
LISZOJT,O,O,O,X,O,X
LISOTJZ,X,O,X,X,O,X
LISOTZJ,O,O,O,X,O,X
LISOJTZ,X,O,X,X,O,X
LISOJZT,O,O,X,X,O,X
LISOZTJ,O,O,O,X,O,X
LISOZJT,O,O,O,X,O,X
LIZTJSO,O,X,X,X,O,X
LIZTJOS,O,X,O,X,O,X
LIZTSJO,X,O,O,X,O,X
LIZTSOJ,X,O,O,X,O,X
LIZTOJS,X,X,O,X,O,X
LIZTOSJ,X,O,O,X,O,X
LIZJTSO,O,X,X,X,O,X
LIZJTOS,O,X,O,X,O,X
LIZJSTO,O,X,O,X,O,X
LIZJSOT,O,X,O,X,O,X
LIZJOTS,O,X,O,X,O,X
LIZJOST,O,X,O,X,O,X
LIZSTJO,O,O,O,X,O,X
LIZSTOJ,X,O,O,X,O,X
LIZSJTO,O,O,O,X,O,X
LIZSJOT,O,O,O,X,O,X
LIZSOTJ,O,O,O,X,O,X
LIZSOJT,O,O,O,X,O,X
LIZOTJS,O,X,O,X,O,X
LIZOTSJ,X,O,O,X,O,X
LIZOJTS,O,X,O,X,O,X
LIZOJST,O,X,O,X,O,X
LIZOSTJ,O,O,O,X,O,X
LIZOSJT,O,O,O,X,O,X
LIOTJSZ,X,X,X,X,O,X
LIOTJZS,X,X,X,X,O,O
LIOTSJZ,X,O,X,X,O,X
LIOTSZJ,X,O,O,X,O,X
LIOTZJS,O,X,O,X,O,O
LIOTZSJ,X,O,O,X,O,O
LIOJTSZ,X,X,X,X,O,X
LIOJTZS,X,X,X,X,O,O
LIOJSTZ,X,X,X,X,O,X
LIOJSZT,X,X,X,X,O,X
LIOJZTS,O,X,X,X,O,X
LIOJZST,O,X,X,X,O,X
LIOSTJZ,X,O,X,X,O,X
LIOSTZJ,O,O,O,X,O,X
LIOSJTZ,X,O,X,X,O,X
LIOSJZT,O,O,X,X,O,X
LIOSZTJ,O,O,O,X,O,X
LIOSZJT,O,O,O,X,O,X
LIOZTJS,O,X,O,X,O,X
LIOZTSJ,X,O,O,X,O,X
LIOZJTS,O,X,O,X,O,X
LIOZJST,O,X,O,X,O,X
LIOZSTJ,O,O,O,X,O,X
LIOZSJT,O,O,O,X,O,X
LJTISZO,X,X,X,O,O,X
LJTISOZ,X,X,X,X,O,X
LJTIZSO,X,X,X,X,O,X
LJTIZOS,X,X,X,X,O,X
LJTIOSZ,X,X,X,O,O,X
LJTIOZS,X,X,X,X,O,X
LJTSIZO,X,X,X,O,O,X
LJTSIOZ,X,X,X,X,O,X
LJTSZIO,X,X,O,O,X,X
LJTSZOI,X,X,O,O,X,X
LJTSOIZ,X,X,X,O,O,X
LJTSOZI,X,X,O,O,X,X
LJTZISO,X,X,X,X,O,X
LJTZIOS,X,X,O,X,O,X
LJTZSIO,X,X,O,X,X,X
LJTZSOI,X,X,O,X,X,X
LJTZOIS,X,X,O,X,O,X
LJTZOSI,X,X,O,X,X,X
LJTOISZ,X,X,X,O,O,X
LJTOIZS,X,X,X,X,O,X
LJTOSIZ,X,X,X,O,O,X
LJTOSZI,X,X,O,O,X,X
LJTOZIS,X,X,O,X,O,X
LJTOZSI,X,X,O,X,X,X
LJITSZO,X,X,X,O,O,X
LJITSOZ,X,X,X,X,O,X
LJITZSO,X,X,X,X,O,X
LJITZOS,X,X,X,X,O,X
LJITOSZ,X,X,X,O,O,X
LJITOZS,X,X,X,X,O,X
LJISTZO,X,X,X,O,O,X
LJISTOZ,X,X,X,X,O,X
LJISZTO,X,X,X,O,O,X
LJISZOT,X,X,X,X,O,X
LJISOTZ,X,X,X,X,O,X
LJISOZT,X,X,X,X,O,X
LJIZTSO,O,X,X,X,O,X
LJIZTOS,O,X,X,X,O,X
LJIZSTO,O,X,X,X,O,X
LJIZSOT,O,X,X,X,O,X
LJIZOTS,O,X,X,X,O,X
LJIZOST,O,X,X,X,O,X
LJIOTSZ,X,X,X,O,O,X
LJIOTZS,X,X,X,X,O,X
LJIOSTZ,X,X,X,O,O,X
LJIOSZT,X,X,X,O,O,X
LJIOZTS,X,X,X,X,O,X
LJIOZST,X,X,X,X,O,X
LJSTIZO,X,X,X,O,O,X
LJSTIOZ,X,X,X,X,O,X
LJSTZIO,X,X,O,O,X,X
LJSTZOI,X,X,O,O,X,X
LJSTOIZ,X,X,X,O,O,X
LJSTOZI,X,X,O,O,X,X
LJSITZO,X,X,X,O,O,X
LJSITOZ,X,X,X,X,O,X
LJSIZTO,O,X,X,O,O,X
LJSIZOT,O,X,X,X,O,X
LJSIOTZ,X,X,X,X,O,X
LJSIOZT,X,X,X,X,O,X
LJSZTIO,O,X,O,O,X,X
LJSZTOI,X,X,O,O,X,X
LJSZITO,O,X,O,O,X,X
LJSZIOT,O,X,O,X,X,X
LJSZOTI,X,X,O,X,X,X
LJSZOIT,O,X,O,X,X,X
LJSOTIZ,X,X,X,O,O,X
LJSOTZI,X,X,O,O,X,X
LJSOITZ,X,X,X,O,O,X
LJSOIZT,X,X,X,O,O,X
LJSOZTI,X,X,O,O,X,X
LJSOZIT,X,X,O,O,X,X
LJZTISO,O,X,X,X,O,X
LJZTIOS,O,X,O,X,O,X
LJZTSIO,O,X,O,X,X,X
LJZTSOI,X,X,O,X,X,X
LJZTOIS,O,X,O,X,O,X
LJZTOSI,O,X,O,X,X,X
LJZITSO,O,X,X,X,O,X
LJZITOS,O,X,O,X,O,X
LJZISTO,O,X,O,X,O,X
LJZISOT,O,X,O,X,O,X
LJZIOTS,O,X,O,X,O,X
LJZIOST,O,X,O,X,O,X
LJZSTIO,O,X,O,X,X,X
LJZSTOI,X,X,O,X,X,X
LJZSITO,O,X,O,X,X,X
LJZSIOT,O,X,O,X,X,X
LJZSOTI,O,X,O,X,X,X
LJZSOIT,O,X,O,X,X,X
LJZOTIS,O,X,O,X,O,X
LJZOTSI,O,X,O,X,X,X
LJZOITS,O,X,O,X,O,X
LJZOIST,O,X,O,X,O,X
LJZOSTI,O,X,O,X,X,X
LJZOSIT,O,X,O,X,X,X
LJOTISZ,X,X,X,O,O,X
LJOTIZS,X,X,X,X,O,X
LJOTSIZ,X,X,X,O,O,X
LJOTSZI,X,X,O,O,X,X
LJOTZIS,X,X,O,X,O,X
LJOTZSI,X,X,O,X,X,X
LJOITSZ,X,X,X,O,O,X
LJOITZS,X,X,X,X,O,X
LJOISTZ,X,X,X,O,O,X
LJOISZT,X,X,X,O,O,X
LJOIZTS,O,X,X,X,O,X
LJOIZST,O,X,X,X,O,X
LJOSTIZ,X,X,X,O,O,X
LJOSTZI,X,X,O,O,X,X
LJOSITZ,X,X,X,O,O,X
LJOSIZT,O,X,X,O,O,X
LJOSZTI,O,X,O,O,X,X
LJOSZIT,O,X,O,O,X,X
LJOZTIS,O,X,O,X,O,X
LJOZTSI,O,X,O,X,X,X
LJOZITS,O,X,O,X,O,X
LJOZIST,O,X,O,X,O,X
LJOZSTI,O,X,O,X,X,X
LJOZSIT,O,X,O,X,X,X
LSTIJZO,X,O,X,O,O,X
LSTIJOZ,X,O,X,X,O,X
LSTIZJO,O,O,O,X,O,X
LSTIZOJ,X,O,O,X,O,X
LSTIOJZ,X,O,X,X,O,X
LSTIOZJ,X,O,O,X,O,X
LSTJIZO,X,O,X,O,O,X
LSTJIOZ,X,O,X,X,O,X
LSTJZIO,X,X,O,O,X,X
LSTJZOI,X,X,O,O,X,X
LSTJOIZ,X,O,X,O,O,X
LSTJOZI,X,X,O,O,X,X
LSTZIJO,O,O,O,X,X,X
LSTZIOJ,X,O,O,X,X,X
LSTZJIO,O,X,O,O,X,X
LSTZJOI,X,X,O,O,X,X
LSTZOIJ,X,O,O,X,X,X
LSTZOJI,X,X,O,X,X,X
LSTOIJZ,X,O,X,X,O,X
LSTOIZJ,X,O,O,X,O,X
LSTOJIZ,X,O,X,O,O,X
LSTOJZI,X,X,O,O,X,X
LSTOZIJ,X,O,O,X,X,X
LSTOZJI,X,X,O,O,X,X
LSITJZO,X,O,X,O,O,X
LSITJOZ,X,O,X,X,O,X
LSITZJO,O,O,O,X,O,X
LSITZOJ,X,O,O,X,O,X
LSITOJZ,X,O,X,X,O,X
LSITOZJ,X,O,O,X,O,X
LSIJTZO,X,O,X,O,O,X
LSIJTOZ,X,O,X,X,O,X
LSIJZTO,O,O,X,O,O,X
LSIJZOT,O,O,X,X,O,X
LSIJOTZ,X,O,X,X,O,X
LSIJOZT,X,O,X,X,O,X
LSIZTJO,O,O,O,X,O,X
LSIZTOJ,X,O,O,X,O,X
LSIZJTO,O,O,O,X,O,X
LSIZJOT,O,O,O,X,O,X
LSIZOTJ,O,O,O,X,O,X
LSIZOJT,O,O,O,X,O,X
LSIOTJZ,X,O,X,X,O,X
LSIOTZJ,O,O,O,X,O,X
LSIOJTZ,X,O,X,X,O,X
LSIOJZT,O,O,X,X,O,X
LSIOZTJ,O,O,O,X,O,X
LSIOZJT,O,O,O,X,O,X
LSJTIZO,X,O,X,O,O,X
LSJTIOZ,X,O,X,X,O,X
LSJTZIO,X,X,O,O,X,X
LSJTZOI,X,X,O,O,X,X
LSJTOIZ,X,O,X,O,O,X
LSJTOZI,X,X,O,O,X,X
LSJITZO,X,O,X,O,O,X
LSJITOZ,X,O,X,X,O,X
LSJIZTO,O,O,X,O,O,X
LSJIZOT,O,O,X,X,O,X
LSJIOTZ,X,O,X,X,O,X
LSJIOZT,X,O,X,X,O,X
LSJZTIO,O,X,O,O,X,X
LSJZTOI,X,X,O,O,X,X
LSJZITO,O,X,O,O,X,X
LSJZIOT,O,X,O,X,X,X
LSJZOTI,X,X,O,X,X,X
LSJZOIT,O,X,O,X,X,X
LSJOTIZ,X,O,X,O,O,X
LSJOTZI,X,X,O,O,X,X
LSJOITZ,X,O,X,O,O,X
LSJOIZT,X,O,X,O,O,X
LSJOZTI,X,X,O,O,X,X
LSJOZIT,X,X,O,O,X,X
LSZTIJO,O,O,O,X,X,X
LSZTIOJ,X,O,O,X,X,O
LSZTJIO,O,X,O,O,X,X
LSZTJOI,X,X,O,O,X,X
LSZTOIJ,X,O,O,X,X,O
LSZTOJI,X,X,O,X,X,O
LSZITJO,O,O,O,X,X,X
LSZITOJ,X,O,O,X,X,X
LSZIJTO,O,O,O,X,X,X
LSZIJOT,O,O,O,X,X,X
LSZIOTJ,O,O,O,X,X,X
LSZIOJT,O,O,O,X,X,X
LSZJTIO,O,X,O,O,X,X
LSZJTOI,X,X,O,O,X,X
LSZJITO,O,X,O,O,X,X
LSZJIOT,O,X,O,X,X,X
LSZJOTI,O,X,O,X,X,X
LSZJOIT,O,X,O,X,X,X
LSZOTIJ,O,O,O,X,X,O
LSZOTJI,O,X,O,X,X,O
LSZOITJ,O,O,O,X,X,X
LSZOIJT,O,O,O,X,X,X
LSZOJTI,O,X,O,X,X,O
LSZOJIT,O,X,O,X,X,X
LSOTIJZ,X,O,X,X,O,X
LSOTIZJ,O,O,O,X,O,X
LSOTJIZ,X,O,X,O,O,X
LSOTJZI,X,X,O,O,X,X
LSOTZIJ,O,O,O,X,X,X
LSOTZJI,O,X,O,O,X,X
LSOITJZ,X,O,X,X,O,X
LSOITZJ,O,O,O,X,O,X
LSOIJTZ,X,O,X,X,O,X
LSOIJZT,O,O,X,X,O,X
LSOIZTJ,O,O,O,X,O,X
LSOIZJT,O,O,O,X,O,X
LSOJTIZ,X,O,X,O,O,X
LSOJTZI,X,X,O,O,X,X
LSOJITZ,X,O,X,O,O,X
LSOJIZT,O,O,X,O,O,X
LSOJZTI,O,X,O,O,X,O
LSOJZIT,O,X,O,O,X,X
LSOZTIJ,O,O,O,X,X,O
LSOZTJI,O,X,O,O,X,O
LSOZITJ,O,O,O,X,X,X
LSOZIJT,O,O,O,X,X,X
LSOZJTI,O,X,O,O,X,O
LSOZJIT,O,X,O,O,X,X
LZTIJSO,O,X,X,X,O,X
LZTIJOS,O,X,O,X,O,X
LZTISJO,X,X,O,X,O,X
LZTISOJ,X,X,O,X,O,O
LZTIOJS,X,X,O,X,O,O
LZTIOSJ,X,X,O,X,O,O
LZTJISO,O,X,X,X,O,X
LZTJIOS,O,X,O,X,O,X
LZTJSIO,O,X,O,X,X,X
LZTJSOI,X,X,O,X,X,X
LZTJOIS,O,X,O,X,O,X
LZTJOSI,O,X,O,X,X,X
LZTSIJO,O,X,O,X,X,X
LZTSIOJ,X,X,O,X,X,O
LZTSJIO,O,X,O,X,X,X
LZTSJOI,X,X,O,X,X,X
LZTSOIJ,X,X,O,X,X,O
LZTSOJI,X,X,O,X,X,O
LZTOIJS,O,X,O,X,O,O
LZTOISJ,X,X,O,X,O,O
LZTOJIS,O,X,O,X,O,O
LZTOJSI,O,X,O,X,X,O
LZTOSIJ,O,X,O,X,X,O
LZTOSJI,O,X,O,X,X,O
LZITJSO,O,X,X,X,O,X
LZITJOS,O,X,O,X,O,X
LZITSJO,X,X,O,X,O,X
LZITSOJ,X,X,O,X,O,X
LZITOJS,X,X,O,X,O,X
LZITOSJ,X,X,O,X,O,X
LZIJTSO,O,X,X,X,O,X
LZIJTOS,O,X,O,X,O,X
LZIJSTO,O,X,O,X,O,X
LZIJSOT,O,X,O,X,O,X
LZIJOTS,O,X,O,X,O,X
LZIJOST,O,X,O,X,O,X
LZISTJO,O,X,O,X,O,X
LZISTOJ,X,X,O,X,O,X
LZISJTO,O,X,O,X,O,X
LZISJOT,O,X,O,X,O,X
LZISOTJ,O,X,O,X,O,X
LZISOJT,O,X,O,X,O,X
LZIOTJS,O,X,O,X,O,X
LZIOTSJ,X,X,O,X,O,X
LZIOJTS,O,X,O,X,O,X
LZIOJST,O,X,O,X,O,X
LZIOSTJ,O,X,O,X,O,X
LZIOSJT,O,X,O,X,O,X
LZJTISO,O,X,X,X,O,X
LZJTIOS,O,X,O,X,O,X
LZJTSIO,O,X,O,X,X,X
LZJTSOI,X,X,O,X,X,X
LZJTOIS,O,X,O,X,O,X
LZJTOSI,O,X,O,X,X,X
LZJITSO,O,X,X,X,O,X
LZJITOS,O,X,O,X,O,X
LZJISTO,O,X,O,X,O,X
LZJISOT,O,X,O,X,O,X
LZJIOTS,O,X,O,X,O,X
LZJIOST,O,X,O,X,O,X
LZJSTIO,O,X,O,X,X,X
LZJSTOI,X,X,O,X,X,X
LZJSITO,O,X,O,X,X,X
LZJSIOT,O,X,O,X,X,X
LZJSOTI,O,X,O,X,X,X
LZJSOIT,O,X,O,X,X,X
LZJOTIS,O,X,O,X,O,X
LZJOTSI,O,X,O,X,X,X
LZJOITS,O,X,O,X,O,X
LZJOIST,O,X,O,X,O,X
LZJOSTI,O,X,O,X,X,X
LZJOSIT,O,X,O,X,X,X
LZSTIJO,O,X,O,X,X,X
LZSTIOJ,X,X,O,X,X,O
LZSTJIO,O,X,O,X,X,X
LZSTJOI,X,X,O,X,X,X
LZSTOIJ,X,X,O,X,X,O
LZSTOJI,X,X,O,X,X,O
LZSITJO,O,X,O,X,X,X
LZSITOJ,X,X,O,X,X,X
LZSIJTO,O,X,O,X,X,X
LZSIJOT,O,X,O,X,X,X
LZSIOTJ,O,X,O,X,X,X
LZSIOJT,O,X,O,X,X,X
LZSJTIO,O,X,O,X,X,X
LZSJTOI,X,X,O,X,X,X
LZSJITO,O,X,O,X,X,X
LZSJIOT,O,X,O,X,X,X
LZSJOTI,O,X,O,X,X,X
LZSJOIT,O,X,O,X,X,X
LZSOTIJ,O,X,O,X,X,O
LZSOTJI,O,X,O,X,X,O
LZSOITJ,O,X,O,X,X,X
LZSOIJT,O,X,O,X,X,X
LZSOJTI,O,X,O,X,X,O
LZSOJIT,O,X,O,X,X,X
LZOTIJS,O,X,O,X,O,O
LZOTISJ,X,X,O,X,O,O
LZOTJIS,O,X,O,X,O,O
LZOTJSI,O,X,O,X,X,O
LZOTSIJ,O,X,O,X,X,O
LZOTSJI,O,X,O,X,X,O
LZOITJS,O,X,O,X,O,X
LZOITSJ,X,X,O,X,O,X
LZOIJTS,O,X,O,X,O,X
LZOIJST,O,X,O,X,O,X
LZOISTJ,O,X,O,X,O,X
LZOISJT,O,X,O,X,O,X
LZOJTIS,O,X,O,X,O,O
