sequence,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBu?rBctBTsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBTjBllBu?rBcsBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBFiBXjB0?mBStBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBfoB6oBl?mBUnBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhF0hBxiBllBW?tBzrBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhF3hBGlBlnBc?tBzrBCtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFTjBGlBlmBc?sBXtBCsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBc?tBGsBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBRiBSoBV?sBXtB0rB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFfoB6oBGlBl?mB0sBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFGlBlmBcsBT?oBCsBXtB
LIOZJTS,O,X,O,O,O,X,X,X,X,X,X
LIOZJST,O,X,O,O,O,X,X,X,X,X,X
LIOZSTJ,O,X,O,O,O,X,X,X,X,X,X
LIOZSJT,O,X,O,O,O,X,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,X,O,X,X,X
LJTISOZ,O,X,O,O,X,X,X,X,X,X,X
LJTIZSO,O,O,O,O,X,X,O,O,X,O,X
LJTIZOS,O,O,O,O,X,X,X,O,X,X,O
LJTIOSZ,O,X,O,O,O,X,X,X,X,X,X
LJTIOZS,O,O,O,O,O,X,X,O,X,X,X
LJTSIZO,O,O,O,X,X,X,X,O,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,X,X,X,X,O,X,X,X
LJTSOIZ,O,X,O,X,O,X,X,X,X,X,X
LJTSOZI,O,X,O,X,O,X,X,X,X,X,X
LJTZISO,O,O,O,X,X,X,O,O,X,O,X
LJTZIOS,O,O,O,X,X,X,X,O,X,X,O
LJTZSIO,O,O,O,X,X,X,O,O,X,O,X
LJTZSOI,O,O,O,X,X,X,O,O,X,O,X
LJTZOIS,O,O,O,X,O,X,X,O,X,X,O
LJTZOSI,O,O,O,X,O,X,X,O,X,X,O
LJTOISZ,O,X,O,O,O,X,X,X,X,X,X
LJTOIZS,O,O,O,O,O,X,X,O,X,X,X
LJTOSIZ,O,X,O,X,O,X,X,X,X,X,X
LJTOSZI,O,X,O,X,O,X,X,X,X,X,X
LJTOZIS,O,O,O,X,O,X,X,O,X,X,X
LJTOZSI,O,O,O,X,O,X,X,O,X,X,X
LJITSZO,O,O,O,O,X,X,X,X,X,X,X
LJITSOZ,O,X,O,O,X,X,X,X,X,X,X
LJITZSO,O,O,O,O,X,X,O,X,X,O,X
LJITZOS,O,O,O,O,X,X,X,X,X,X,O
LJITOSZ,O,X,O,O,X,X,X,X,X,X,X
LJITOZS,O,O,O,O,X,X,X,X,X,X,X
LJISTZO,X,X,O,O,X,X,X,X,X,X,X
LJISTOZ,X,X,O,O,X,X,X,X,X,X,X
LJISZTO,O,O,O,O,X,X,O,X,X,X,X
LJISZOT,O,O,O,O,X,X,O,X,X,X,X
LJISOTZ,X,X,O,O,X,X,X,X,X,X,X
LJISOZT,O,X,O,O,X,O,O,X,X,X,X
LJIZTSO,O,O,O,O,X,X,O,X,X,O,X
LJIZTOS,O,O,O,O,X,X,X,X,X,X,O
LJIZSTO,O,O,O,O,X,X,O,O,X,O,X
LJIZSOT,O,O,O,O,X,X,O,O,X,O,X
LJIZOTS,O,X,O,O,X,O,X,X,X,X,O
LJIZOST,O,O,O,O,X,O,X,X,X,X,X
LJIOTSZ,O,X,O,O,O,X,X,X,X,X,X
LJIOTZS,O,X,O,O,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,O,X,X,X,X,X,X
LJIOSZT,O,X,O,O,O,O,X,X,X,X,X
LJIOZTS,O,X,O,O,O,O,X,X,X,X,O
LJIOZST,O,O,O,O,O,O,X,X,X,X,X
LJSTIZO,X,X,O,X,X,X,X,X,O,X,X
LJSTIOZ,X,X,O,X,X,X,X,X,O,X,X
LJSTZIO,X,X,O,X,X,X,X,X,O,X,X
LJSTZOI,X,X,O,X,X,X,X,X,O,X,X
LJSTOIZ,X,X,O,X,X,X,X,X,O,X,X
LJSTOZI,X,X,O,X,X,X,X,X,O,X,X
LJSITZO,X,X,O,O,X,X,X,X,O,X,X
LJSITOZ,X,X,O,O,X,X,X,X,O,X,X
LJSIZTO,O,O,O,O,X,X,O,X,X,X,X
LJSIZOT,O,O,O,O,X,X,O,X,O,X,X
LJSIOTZ,X,X,O,O,X,X,X,X,O,X,X
LJSIOZT,O,X,O,O,X,O,O,X,O,X,X
LJSZTIO,O,O,O,X,X,X,O,O,O,X,X
LJSZTOI,X,O,O,X,X,X,O,X,O,X,X
LJSZITO,O,O,O,X,X,X,O,O,X,X,X
LJSZIOT,O,O,O,X,X,X,O,O,O,X,X
LJSZOTI,X,O,O,X,X,X,O,X,O,X,X
LJSZOIT,O,O,O,X,X,X,O,O,O,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,O,X,X
LJSOTZI,X,X,O,X,X,X,X,X,O,X,X
LJSOITZ,X,X,O,O,O,X,X,X,O,X,X
LJSOIZT,O,X,O,O,O,O,O,X,O,X,X
LJSOZTI,O,O,O,X,X,O,O,X,O,X,X
LJSOZIT,O,O,O,X,O,O,O,X,O,X,X
LJZTISO,O,O,O,X,X,X,O,O,X,O,X
LJZTIOS,O,O,O,X,X,X,X,O,X,X,O
LJZTSIO,O,O,O,X,X,X,O,O,X,O,X
LJZTSOI,O,O,O,X,X,X,O,O,X,O,X
LJZTOIS,O,O,O,X,X,X,X,O,X,X,O
LJZTOSI,O,O,O,X,X,X,X,O,X,X,O
LJZITSO,O,O,O,O,X,X,O,X,X,O,X
LJZITOS,O,O,O,O,X,X,X,X,X,X,O
LJZISTO,O,O,O,O,X,X,O,O,X,O,X
LJZISOT,O,O,O,O,X,X,O,O,X,O,X
LJZIOTS,O,X,O,O,X,O,X,X,X,X,O
LJZIOST,O,O,O,O,X,O,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,O,O,X,O,X
LJZSTOI,O,O,O,X,X,X,O,O,X,O,X
LJZSITO,O,O,O,X,X,X,O,O,X,O,X
LJZSIOT,O,O,O,X,X,X,O,O,X,O,X
LJZSOTI,O,O,O,X,X,X,O,X,X,O,X
LJZSOIT,O,O,O,X,X,X,O,O,X,O,X
LJZOTIS,O,X,O,X,O,O,X,X,X,X,O
LJZOTSI,O,X,O,X,X,O,X,X,X,X,O
LJZOITS,O,X,O,O,O,O,X,X,X,X,O
LJZOIST,O,O,O,O,O,O,X,X,X,X,X
LJZOSTI,O,O,O,X,X,O,X,X,X,X,X
LJZOSIT,O,O,O,X,O,O,X,O,X,X,X
LJOTISZ,O,X,O,O,O,X,X,X,X,X,X
LJOTIZS,O,X,O,O,O,X,X,X,X,X,X
LJOTSIZ,O,X,O,X,O,X,X,X,X,X,X
LJOTSZI,O,X,O,X,O,X,X,X,X,X,X
LJOTZIS,O,X,O,X,O,X,X,X,X,X,X
LJOTZSI,O,X,O,X,O,X,X,X,X,X,X
LJOITSZ,O,X,O,O,O,X,X,X,X,X,X
LJOITZS,O,X,O,O,O,X,X,X,X,X,X
LJOISTZ,X,X,O,O,O,X,X,X,X,X,X
LJOISZT,O,X,O,O,O,O,X,X,X,X,X
LJOIZTS,O,X,O,O,O,O,X,X,X,X,O
LJOIZST,O,O,O,O,O,O,X,X,X,X,X
LJOSTIZ,X,X,O,X,X,X,X,X,O,X,X
LJOSTZI,X,X,O,X,X,X,X,X,O,X,X
LJOSITZ,X,X,O,O,O,X,X,X,O,X,X
LJOSIZT,O,X,O,O,O,O,X,X,O,X,X
LJOSZTI,O,X,O,X,X,O,X,X,O,X,X
LJOSZIT,O,X,O,X,O,O,X,X,O,X,X
LJOZTIS,O,X,O,X,O,O,X,X,X,X,O
LJOZTSI,O,X,O,X,O,O,X,X,X,X,O
LJOZITS,O,X,O,O,O,O,X,X,X,X,O
LJOZIST,O,O,O,O,O,O,X,X,X,X,X
LJOZSTI,O,O,O,X,X,O,X,X,X,X,X
LJOZSIT,O,O,O,X,O,O,X,O,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,O,X,X
LSTIJOZ,X,O,O,X,X,X,X,X,O,X,X
LSTIZJO,X,O,X,X,X,X,X,X,O,X,X
LSTIZOJ,X,O,X,X,X,X,X,X,O,X,X
LSTIOJZ,X,O,O,X,X,X,X,X,O,X,X
LSTIOZJ,X,O,X,X,X,X,X,X,O,X,X
LSTJIZO,X,X,O,X,X,X,X,X,O,X,X
LSTJIOZ,X,O,O,X,X,X,X,X,O,X,X
LSTJZIO,X,O,O,X,X,X,X,X,O,X,X
LSTJZOI,X,O,O,X,X,X,X,X,O,X,X
LSTJOIZ,X,O,O,X,X,X,X,X,O,X,X
LSTJOZI,X,O,O,X,X,X,X,X,O,X,X
LSTZIJO,X,O,O,X,X,X,X,X,O,X,X
LSTZIOJ,X,O,O,X,X,X,X,X,O,X,X
LSTZJIO,X,O,O,X,X,X,X,X,O,X,X
LSTZJOI,X,O,O,X,X,X,X,X,O,X,X
LSTZOIJ,X,O,O,X,X,X,X,X,O,X,X
LSTZOJI,X,O,O,X,X,X,X,X,O,X,X
LSTOIJZ,X,O,O,X,X,X,X,X,O,X,X
LSTOIZJ,X,O,O,X,X,X,X,X,O,X,X
LSTOJIZ,X,O,O,X,X,X,X,X,O,X,X
LSTOJZI,X,O,O,X,X,X,X,X,O,X,X
LSTOZIJ,X,O,O,X,X,X,X,X,O,X,X
LSTOZJI,X,O,O,X,X,X,X,X,O,X,X
LSITJZO,X,X,X,O,X,X,X,X,O,X,X
LSITJOZ,X,X,O,O,X,X,X,X,O,X,X
LSITZJO,X,X,X,O,X,X,X,X,O,X,X
LSITZOJ,X,X,X,O,X,X,X,X,O,X,X
LSITOJZ,X,X,O,O,X,X,X,X,O,X,X
LSITOZJ,X,X,X,O,X,X,X,X,O,X,X
LSIJTZO,X,X,O,O,X,X,X,X,O,X,X
LSIJTOZ,X,X,O,O,X,X,X,X,O,X,X
LSIJZTO,X,X,O,O,X,X,X,X,X,X,X
LSIJZOT,X,X,O,O,X,X,X,X,O,X,X
LSIJOTZ,X,X,O,O,X,X,X,X,O,X,X
LSIJOZT,X,X,O,O,X,X,X,X,O,X,X
LSIZTJO,X,X,O,O,X,X,X,X,X,X,X
LSIZTOJ,X,O,O,O,X,X,X,X,X,X,X
LSIZJTO,X,O,O,O,X,X,X,X,X,X,X
LSIZJOT,X,O,O,O,X,X,X,X,O,X,X
LSIZOTJ,X,O,O,O,X,X,X,X,O,X,X
LSIZOJT,X,O,O,O,X,X,X,X,O,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,O,X,X
LSIOTZJ,X,X,O,O,X,X,X,X,O,X,X
LSIOJTZ,X,X,O,O,X,X,X,X,O,X,X
LSIOJZT,X,X,O,O,X,X,X,X,O,X,X
LSIOZTJ,X,O,O,O,X,X,X,X,O,X,X
LSIOZJT,X,O,O,O,X,X,X,X,O,X,X
LSJTIZO,X,X,O,X,X,X,X,X,O,X,X
LSJTIOZ,X,X,O,X,X,X,X,X,O,X,X
LSJTZIO,X,X,O,X,X,X,X,X,O,X,X
LSJTZOI,X,X,O,X,X,X,X,X,O,X,X
LSJTOIZ,X,X,O,X,X,X,X,X,O,X,X
LSJTOZI,X,X,O,X,X,X,X,X,O,X,X
LSJITZO,X,X,O,O,X,X,X,X,O,X,X
LSJITOZ,X,X,O,O,X,X,X,X,O,X,X
LSJIZTO,O,O,O,O,X,X,O,X,X,X,X
LSJIZOT,O,O,O,O,X,X,O,X,O,X,X
LSJIOTZ,X,X,O,O,X,X,X,X,O,X,X
LSJIOZT,O,X,O,O,X,O,O,X,O,X,X
LSJZTIO,O,O,O,X,X,X,O,O,O,X,X
LSJZTOI,X,O,O,X,X,X,O,X,O,X,X
LSJZITO,O,O,O,X,X,X,O,O,X,X,X
LSJZIOT,O,O,O,X,X,X,O,O,O,X,X
LSJZOTI,X,O,O,X,X,X,O,X,O,X,X
LSJZOIT,O,O,O,X,X,X,O,O,O,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,O,X,X
LSJOTZI,X,X,O,X,X,X,X,X,O,X,X
LSJOITZ,X,X,O,O,O,X,X,X,O,X,X
LSJOIZT,O,X,O,O,O,O,O,X,O,X,X
LSJOZTI,O,O,O,X,X,O,O,X,O,X,X
LSJOZIT,O,O,O,X,O,O,O,X,O,X,X
LSZTIJO,O,O,O,X,X,X,X,O,O,X,X
LSZTIOJ,O,O,O,X,X,X,X,O,O,X,X
LSZTJIO,O,O,O,X,X,X,O,O,O,X,X
LSZTJOI,X,O,O,X,X,X,O,X,O,X,X
LSZTOIJ,O,O,O,X,X,X,X,X,O,X,X
LSZTOJI,O,O,O,X,X,X,O,X,O,X,X
LSZITJO,O,O,O,X,X,X,X,O,X,X,X
LSZITOJ,O,O,O,X,X,X,X,O,X,X,X
LSZIJTO,O,O,O,X,X,X,X,O,X,X,X
LSZIJOT,O,O,O,X,X,X,X,O,O,X,X
LSZIOTJ,O,O,O,X,X,X,X,O,O,X,X
LSZIOJT,O,O,O,X,X,X,X,O,O,X,X
LSZJTIO,O,O,O,X,X,X,O,O,O,X,X
LSZJTOI,X,O,O,X,X,X,O,X,O,X,X
LSZJITO,O,O,O,X,X,X,O,O,X,X,X
LSZJIOT,O,O,O,X,X,X,O,O,O,X,X
LSZJOTI,O,O,O,X,X,X,O,X,O,X,X
LSZJOIT,O,O,O,X,X,X,O,O,O,X,X
LSZOTIJ,O,O,O,X,X,X,X,X,O,X,X
LSZOTJI,O,O,O,X,X,X,O,X,O,X,X
LSZOITJ,O,O,O,X,X,X,X,O,O,X,X
LSZOIJT,O,O,O,X,X,X,X,O,O,X,X
LSZOJTI,O,O,O,X,X,X,O,X,O,X,X
LSZOJIT,O,O,O,X,X,X,O,O,O,X,X
LSOTIJZ,X,O,O,X,X,X,X,X,O,X,X
LSOTIZJ,X,O,O,X,X,X,X,X,O,X,X
LSOTJIZ,X,O,O,X,X,X,X,X,O,X,X
LSOTJZI,X,O,O,X,X,X,X,X,O,X,X
LSOTZIJ,X,O,O,X,X,X,X,X,O,X,X
LSOTZJI,X,O,O,X,X,X,X,X,O,X,X
LSOITJZ,X,X,O,O,X,X,X,X,O,X,X
LSOITZJ,X,X,O,O,X,X,X,X,O,X,X
LSOIJTZ,X,X,O,O,X,X,X,X,O,X,X
LSOIJZT,X,X,O,O,X,X,X,X,O,X,X
LSOIZTJ,X,O,O,O,X,X,X,X,O,X,X
LSOIZJT,X,O,O,O,X,X,X,X,O,X,X
LSOJTIZ,X,X,O,X,X,X,X,X,O,X,X
LSOJTZI,X,X,O,X,X,X,X,X,O,X,X
LSOJITZ,X,X,O,O,O,X,X,X,O,X,X
LSOJIZT,O,X,O,O,O,O,O,X,O,X,X
LSOJZTI,O,O,O,X,X,O,O,X,O,X,X
LSOJZIT,O,O,O,X,O,O,O,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,X,X,O,X,X
LSOZTJI,O,O,O,X,X,O,O,X,O,X,X
LSOZITJ,O,O,O,X,O,X,X,X,O,X,X
LSOZIJT,O,O,O,X,O,X,X,X,O,X,X
LSOZJTI,O,O,O,X,X,O,O,X,O,X,X
LSOZJIT,O,O,O,X,O,O,O,X,O,X,X
LZTIJSO,O,O,O,X,X,X,X,O,X,X,X
LZTIJOS,O,O,O,X,X,X,X,O,X,X,X
LZTISJO,O,O,O,X,X,X,X,O,X,X,X
LZTISOJ,O,O,O,X,X,X,X,O,X,X,X
LZTIOJS,O,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,O,X,X,X
LZTJISO,O,O,O,X,X,X,O,O,X,O,X
LZTJIOS,O,O,O,X,X,X,X,O,X,X,O
LZTJSIO,O,O,O,X,X,X,O,O,X,O,X
LZTJSOI,O,O,O,X,X,X,O,O,X,O,X
LZTJOIS,O,O,O,X,X,X,X,O,X,X,O
LZTJOSI,O,O,O,X,X,X,X,O,X,X,O
LZTSIJO,O,O,O,X,X,X,X,O,X,O,X
LZTSIOJ,O,O,O,X,X,X,X,O,X,X,X
LZTSJIO,O,O,O,X,X,X,O,O,X,O,X
LZTSJOI,O,O,O,X,X,X,O,O,X,O,X
LZTSOIJ,O,O,O,X,X,X,X,O,X,X,X
LZTSOJI,O,O,O,X,X,X,O,O,X,O,X
LZTOIJS,O,X,O,X,X,X,X,X,X,X,X
LZTOISJ,O,O,O,X,X,X,X,O,X,X,X
LZTOJIS,O,O,O,X,X,X,X,O,X,X,O
LZTOJSI,O,O,O,X,X,X,X,O,X,X,O
LZTOSIJ,O,O,O,X,X,X,X,O,X,X,X
LZTOSJI,O,O,O,X,X,X,X,O,X,X,X
LZITJSO,X,O,O,O,X,X,X,X,X,X,X
LZITJOS,X,X,O,O,X,X,X,X,X,X,X
LZITSJO,X,O,O,O,X,X,X,X,X,X,X
LZITSOJ,X,O,O,O,X,X,X,X,X,X,X
LZITOJS,X,X,O,O,X,X,X,X,X,X,X
LZITOSJ,X,O,O,O,X,X,X,X,X,X,X
LZIJTSO,O,O,O,O,X,X,X,X,X,X,X
LZIJTOS,X,X,O,O,X,X,X,X,X,X,X
LZIJSTO,O,O,O,O,X,X,X,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X,O,X,X,X
LZIJOTS,X,X,O,O,X,X,X,X,X,X,X
LZIJOST,O,O,O,O,X,X,X,X,X,X,X
LZISTJO,O,O,O,O,X,X,X,O,X,X,X
LZISTOJ,O,O,O,O,X,X,X,O,X,X,X
LZISJTO,O,O,O,O,X,X,X,O,X,X,X
LZISJOT,O,O,O,O,X,X,X,O,X,X,X
LZISOTJ,O,O,O,O,X,X,X,O,X,X,X
LZISOJT,O,O,O,O,X,X,X,O,X,X,X
LZIOTJS,X,X,O,O,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,O,X,X,X,X,X,X,X
LZIOJTS,O,X,O,O,X,X,X,X,X,X,X
LZIOJST,O,X,O,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,X,X,X,X,X,X,X
LZIOSJT,O,O,O,O,X,X,X,X,X,X,X
LZJTISO,O,O,O,X,X,X,O,O,X,O,X
LZJTIOS,O,O,O,X,X,X,X,O,X,X,O
LZJTSIO,O,O,O,X,X,X,O,O,X,O,X
LZJTSOI,O,O,O,X,X,X,O,O,X,O,X
LZJTOIS,O,O,O,X,X,X,X,O,X,X,O
LZJTOSI,O,O,O,X,X,X,X,O,X,X,O
LZJITSO,O,O,O,O,X,X,O,X,X,O,X
LZJITOS,O,O,O,O,X,X,X,X,X,X,O
LZJISTO,O,O,O,O,X,X,O,O,X,O,X
LZJISOT,O,O,O,O,X,X,O,O,X,O,X
LZJIOTS,O,X,O,O,X,O,X,X,X,X,O
LZJIOST,O,O,O,O,X,O,X,X,X,X,X
LZJSTIO,O,O,O,X,X,X,O,O,X,O,X
LZJSTOI,O,O,O,X,X,X,O,O,X,O,X
LZJSITO,O,O,O,X,X,X,O,O,X,O,X
LZJSIOT,O,O,O,X,X,X,O,O,X,O,X
LZJSOTI,O,O,O,X,X,X,O,X,X,O,X
LZJSOIT,O,O,O,X,X,X,O,O,X,O,X
LZJOTIS,O,X,O,X,O,O,X,X,X,X,O
LZJOTSI,O,X,O,X,X,O,X,X,X,X,O
LZJOITS,O,X,O,O,O,O,X,X,X,X,O
LZJOIST,O,O,O,O,O,O,X,X,X,X,X
LZJOSTI,O,O,O,X,X,O,X,X,X,X,X
LZJOSIT,O,O,O,X,O,O,X,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X,O,X,O,X
LZSTIOJ,O,O,O,X,X,X,X,O,X,X,X
LZSTJIO,O,O,O,X,X,X,O,O,X,O,X
LZSTJOI,O,O,O,X,X,X,O,O,X,O,X
LZSTOIJ,O,O,O,X,X,X,X,O,X,X,X
LZSTOJI,O,O,O,X,X,X,O,O,X,O,X
LZSITJO,O,O,O,X,X,X,X,O,X,O,X
LZSITOJ,O,O,O,X,X,X,X,O,X,X,X
LZSIJTO,O,O,O,X,X,X,X,O,X,O,X
LZSIJOT,O,O,O,X,X,X,X,O,X,O,X
LZSIOTJ,O,O,O,X,X,X,X,O,X,X,X
LZSIOJT,O,O,O,X,X,X,X,O,X,X,X
LZSJTIO,O,O,O,X,X,X,O,O,X,O,X
LZSJTOI,O,O,O,X,X,X,O,O,X,O,X
LZSJITO,O,O,O,X,X,X,O,O,X,O,X
LZSJIOT,O,O,O,X,X,X,O,O,X,O,X
LZSJOTI,O,O,O,X,X,X,O,X,X,O,X
LZSJOIT,O,O,O,X,X,X,O,O,X,O,X
LZSOTIJ,O,O,O,X,X,X,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,O,X,X,O,X
LZSOITJ,O,O,O,X,X,X,X,O,X,X,X
LZSOIJT,O,O,O,X,X,X,X,O,X,X,X
LZSOJTI,O,O,O,X,X,X,O,X,X,O,X
LZSOJIT,O,O,O,X,X,X,O,O,X,O,X
LZOTIJS,O,X,O,X,O,X,X,X,X,X,X
LZOTISJ,O,X,O,X,O,X,X,X,X,X,X
LZOTJIS,O,X,O,X,O,O,X,X,X,X,O
LZOTJSI,O,X,O,X,X,O,X,X,X,X,O
LZOTSIJ,O,X,O,X,X,X,X,X,X,X,X
LZOTSJI,O,X,O,X,X,O,X,X,X,X,X
LZOITJS,X,X,O,O,O,X,X,X,X,X,X
LZOITSJ,X,X,O,O,O,X,X,X,X,X,X
LZOIJTS,O,X,O,O,O,X,X,X,X,X,X
LZOIJST,O,X,O,O,O,X,X,X,X,X,X
LZOISTJ,O,O,O,O,O,X,X,X,X,X,X
LZOISJT,O,O,O,O,O,X,X,X,X,X,X
LZOJTIS,O,X,O,X,O,O,X,X,X,X,O
LZOJTSI,O,X,O,X,X,O,X,X,X,X,O
LZOJITS,O,X,O,O,O,O,X,X,X,X,O
LZOJIST,O,O,O,O,O,O,X,X,X,X,X
LZOJSTI,O,O,O,X,X,O,X,X,X,X,X
LZOJSIT,O,O,O,X,O,O,X,O,X,X,X
LZOSTIJ,O,O,O,X,X,X,X,X,X,X,X
LZOSTJI,O,O,O,X,X,O,X,X,X,X,X
LZOSITJ,O,O,O,X,O,X,X,O,X,X,X
LZOSIJT,O,O,O,X,O,X,X,O,X,X,X
LZOSJTI,O,O,O,X,X,O,X,X,X,X,X
LZOSJIT,O,O,O,X,O,O,X,O,X,X,X
LOTIJSZ,O,X,O,O,O,X,X,X,X,X,X
LOTIJZS,O,X,O,O,O,X,X,X,X,X,X
LOTISJZ,X,X,O,O,X,X,X,X,X,X,X
LOTISZJ,O,X,O,O,X,X,X,X,X,X,X
LOTIZJS,O,X,O,O,O,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,O,X,X,X,X,X,X
LOTJISZ,O,X,O,O,O,X,X,X,X,X,X
LOTJIZS,O,X,O,O,O,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,O,X,X,X,X,X,X
LOTJSZI,O,X,O,X,O,X,X,X,X,X,X
LOTJZIS,O,X,O,X,O,X,X,X,X,X,X
LOTJZSI,O,X,O,X,O,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,O,X,X,X,X,X,X
LOTSJZI,O,X,O,X,O,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,O,X,X,X,X,X,X
LOTSZJI,O,X,O,X,O,X,X,X,X,X,X
LOTZIJS,O,X,O,X,O,X,X,X,X,X,X
LOTZISJ,O,X,O,X,O,X,X,X,X,X,X
LOTZJIS,O,X,O,X,O,X,X,X,X,X,X
LOTZJSI,O,X,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,O,X,X,X,X,X,X
LOTZSJI,O,X,O,X,O,X,X,X,X,X,X
LOITJSZ,X,X,O,O,X,X,X,X,X,X,X
LOITJZS,X,X,O,O,X,X,X,X,X,X,X
LOITSJZ,X,X,O,O,X,X,X,X,X,X,X
LOITSZJ,X,X,O,O,X,X,X,X,X,X,X
LOITZJS,X,X,O,O,X,X,X,X,X,X,X
LOITZSJ,X,X,O,O,X,X,X,X,X,X,X
LOIJTSZ,X,X,O,O,O,X,X,X,X,X,X
LOIJTZS,O,X,O,O,O,X,X,X,X,X,X
LOIJSTZ,X,X,O,O,O,X,X,X,X,X,X
LOIJSZT,O,X,O,O,O,X,X,X,X,X,X
LOIJZTS,O,X,O,O,O,X,X,X,X,X,X
LOIJZST,O,X,O,O,O,X,X,X,X,X,X
LOISTJZ,X,X,O,O,X,X,X,X,X,X,X
LOISTZJ,X,X,O,O,X,X,X,X,X,X,X
LOISJTZ,X,X,O,O,X,X,X,X,X,X,X
LOISJZT,X,X,O,O,X,X,X,X,X,X,X
LOISZTJ,X,X,O,O,X,X,X,X,X,X,X
LOISZJT,X,X,O,O,X,X,X,X,X,X,X
LOIZTJS,X,X,O,O,O,X,X,X,X,X,X
LOIZTSJ,X,X,O,O,O,X,X,X,X,X,X
LOIZJTS,O,X,O,O,O,X,X,X,X,X,X
LOIZJST,O,X,O,O,O,X,X,X,X,X,X
LOIZSTJ,O,X,O,O,O,X,X,X,X,X,X
LOIZSJT,O,X,O,O,O,X,X,X,X,X,X
LOJTISZ,O,X,O,O,O,X,X,X,X,X,X
LOJTIZS,O,X,O,O,O,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,O,X,X,X,X,X,X
LOJTSZI,O,X,O,X,O,X,X,X,X,X,X
LOJTZIS,O,X,O,X,O,X,X,X,X,X,X
LOJTZSI,O,X,O,X,O,X,X,X,X,X,X
LOJITSZ,O,X,O,O,O,X,X,X,X,X,X
LOJITZS,O,X,O,O,O,X,X,X,X,X,X
LOJISTZ,X,X,O,O,O,X,X,X,X,X,X
LOJISZT,O,X,O,O,O,O,X,X,X,X,X
LOJIZTS,O,X,O,O,O,O,X,X,X,X,O
LOJIZST,O,O,O,O,O,O,X,X,X,X,X
LOJSTIZ,X,X,O,X,X,X,X,X,O,X,X
LOJSTZI,X,X,O,X,X,X,X,X,O,X,X
LOJSITZ,X,X,O,O,O,X,X,X,O,X,X
LOJSIZT,O,X,O,O,O,O,X,X,O,X,X
LOJSZTI,O,X,O,X,X,O,X,X,O,X,X
LOJSZIT,O,X,O,X,O,O,X,X,O,X,X
LOJZTIS,O,X,O,X,O,O,X,X,X,X,O
LOJZTSI,O,X,O,X,O,O,X,X,X,X,O
LOJZITS,O,X,O,O,O,O,X,X,X,X,O
LOJZIST,O,O,O,O,O,O,X,X,X,X,X
LOJZSTI,O,O,O,X,X,O,X,X,X,X,X
LOJZSIT,O,O,O,X,O,O,X,O,X,X,X
LOSTIJZ,X,X,O,X,X,X,X,X,O,X,X
LOSTIZJ,X,X,O,X,X,X,X,X,O,X,X
LOSTJIZ,X,X,O,X,X,X,X,X,O,X,X
LOSTJZI,X,X,O,X,X,X,X,X,O,X,X
LOSTZIJ,X,O,O,X,X,X,X,X,O,X,X
LOSTZJI,X,O,O,X,X,X,X,X,O,X,X
LOSITJZ,X,X,O,O,X,X,X,X,O,X,X
LOSITZJ,X,X,O,O,X,X,X,X,O,X,X
LOSIJTZ,X,X,O,O,X,X,X,X,O,X,X
LOSIJZT,X,X,O,O,X,X,X,X,O,X,X
