sequence,v115@EhC8IeA8HeB8AeC8CeC8JeZEJvhFzfBFhB2nBSqBcr?BXsB,v115@EhC8IeA8HeB8AeC8CeC8JeZEJvhFCgBThB2nBXlBUr?BFsB,v115@EhC8IeA8HeB8AeC8CeC8JeZEJvhFGgBihBzkBfsBln?BUrB,v115@EhC8IeA8HeB8AeC8CeC8JeZEJvhFUgBamBzhBWqB3n?B1wB,v115@EhC8IeA8HeB8AeC8CeC8JeZEJvhFqkBmgBzhB0lB3n?B1wB,v115@EhC8IeA8HeB8AeC8CeC8JeTAJvhFihBOpBRnB0kBFr?BXsB,v115@EhC8IeA8HeB8AeC8CeC8JeTAJvhFihB0kBRnBOpBFr?BXsB
LSIJTZO,O,O,X,O,X,O,X
LSIJTOZ,O,O,X,O,X,O,X
LSIJZTO,O,O,X,O,X,O,X
LSIJZOT,O,O,X,X,X,X,O
LSIJOTZ,O,O,O,X,X,O,X
LSIJOZT,O,O,O,X,X,X,X
LSIZTJO,O,O,X,X,X,X,O
LSIZTOJ,O,O,X,X,X,X,O
LSIZJTO,O,O,X,X,X,O,X
LSIZJOT,O,O,X,X,X,X,O
LSIZOTJ,O,O,X,X,X,X,O
LSIZOJT,O,O,O,X,X,X,O
LSIOTJZ,O,O,O,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,O,X
LSIOJZT,O,O,O,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,O
LSIOZJT,O,O,O,X,X,X,O
LSJTIZO,O,O,X,O,X,O,X
LSJTIOZ,O,O,X,O,X,O,X
LSJTZIO,O,O,X,O,X,X,X
LSJTZOI,O,O,X,O,X,X,X
LSJTOIZ,O,O,X,O,X,X,X
LSJTOZI,O,O,X,O,X,X,X
LSJITZO,O,O,X,O,X,O,X
LSJITOZ,O,O,X,O,X,O,X
LSJIZTO,O,O,X,O,X,O,X
LSJIZOT,O,O,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,O,X
LSJIOZT,O,O,O,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X
LSJZTOI,O,O,X,O,X,X,X
LSJZITO,O,O,X,O,X,X,X
LSJZIOT,O,O,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X
LSZTIJO,O,O,X,X,X,X,O
LSZTIOJ,O,O,X,X,X,X,O
LSZTJIO,O,O,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,O
LSZITOJ,O,O,X,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,O
LSZIOTJ,O,O,X,X,X,X,O
LSZIOJT,O,O,O,X,X,X,O
LSZJTIO,O,O,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,O
LSZOIJT,O,O,O,X,X,X,O
LSZOJTI,O,O,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X
LSOTIJZ,O,O,O,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X
LSOTJIZ,O,O,O,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X
LSOITJZ,O,O,O,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X
LSOIJTZ,O,O,O,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X
LSOJTZI,O,O,X,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X
LSOJZTI,O,O,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X
LZTIJSO,O,O,O,X,O,X,X
LZTIJOS,O,O,O,X,O,X,O
LZTISJO,O,O,O,X,O,X,X
LZTISOJ,O,O,O,X,O,X,O
LZTIOJS,O,O,O,X,O,X,O
LZTIOSJ,O,O,O,X,O,X,O
LZTJISO,O,O,O,X,O,X,X
LZTJIOS,O,O,O,X,O,X,X
LZTJSIO,O,O,O,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X
LZTJOIS,O,O,X,X,O,X,X
LZTJOSI,O,O,X,X,O,X,X
LZTSIJO,O,O,O,X,O,X,O
LZTSIOJ,O,O,O,X,O,X,O
LZTSJIO,O,O,O,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,X
LZTSOJI,O,O,O,X,O,X,X
LZTOIJS,O,O,O,X,O,X,O
LZTOISJ,O,O,O,X,O,X,O
LZTOJIS,O,O,O,X,O,X,X
LZTOJSI,O,O,O,X,O,X,X
LZTOSIJ,O,O,O,X,O,X,X
LZTOSJI,O,O,O,X,O,X,X
LZITJSO,O,O,O,X,O,X,X
LZITJOS,O,O,O,X,O,X,O
LZITSJO,O,O,O,X,O,X,X
LZITSOJ,O,O,O,X,O,X,O
LZITOJS,O,O,O,X,O,X,O
LZITOSJ,O,O,O,X,O,X,O
LZIJTSO,O,X,O,X,X,X,X
LZIJTOS,O,X,O,X,X,X,X
LZIJSTO,O,O,O,X,X,X,X
LZIJSOT,O,O,O,X,X,X,X
LZIJOTS,O,X,O,X,X,X,O
LZIJOST,O,O,O,X,X,X,O
LZISTJO,O,O,O,X,X,X,O
LZISTOJ,O,O,O,X,X,X,O
LZISJTO,O,O,O,X,X,X,X
LZISJOT,O,O,O,X,X,X,O
LZISOTJ,O,O,O,X,X,X,O
LZISOJT,O,O,O,X,X,X,O
LZIOTJS,O,X,O,X,X,X,O
LZIOTSJ,O,X,O,X,X,X,X
LZIOJTS,O,X,O,X,X,X,O
LZIOJST,O,O,O,X,X,X,O
LZIOSTJ,O,O,O,X,X,X,X
LZIOSJT,O,O,O,X,X,X,O
LZJTISO,O,X,O,X,X,X,X
LZJTIOS,O,X,O,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X
LZJITSO,O,X,O,X,X,X,X
LZJITOS,O,X,O,X,X,X,X
LZJISTO,O,O,O,X,X,X,X
LZJISOT,O,O,O,X,X,X,X
LZJIOTS,O,X,O,X,X,X,X
LZJIOST,O,O,O,X,X,X,X
LZJSTIO,O,O,O,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X
LZJSITO,O,O,O,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X
LZJOTIS,O,X,O,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X
LZJOITS,O,X,O,X,X,X,X
LZJOIST,O,O,O,X,X,X,X
LZJOSTI,O,O,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X
LZSTIJO,O,O,O,X,X,X,O
LZSTIOJ,O,O,O,X,X,X,O
LZSTJIO,O,O,O,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X
LZSITJO,O,O,O,X,X,X,O
LZSITOJ,O,O,O,X,X,X,O
LZSIJTO,O,O,O,X,X,X,X
LZSIJOT,O,O,O,X,X,X,O
LZSIOTJ,O,O,O,X,X,X,O
LZSIOJT,O,O,O,X,X,X,O
LZSJTIO,O,O,O,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X
LZSJITO,O,O,O,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X
LZSOTIJ,O,O,O,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X
LZSOITJ,O,O,O,X,X,X,O
LZSOIJT,O,O,O,X,X,X,O
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X
LZOTIJS,O,X,O,X,X,X,O
LZOTISJ,O,X,O,X,X,X,O
LZOTJIS,O,X,O,X,X,X,X
LZOTJSI,O,X,O,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X
LZOTSJI,O,X,O,X,X,X,X
LZOITJS,O,X,O,X,X,X,O
LZOITSJ,O,X,O,X,X,X,X
LZOIJTS,O,X,O,X,X,X,O
LZOIJST,O,O,O,X,X,X,O
LZOISTJ,O,O,O,X,X,X,X
LZOISJT,O,O,O,X,X,X,O
LZOJTIS,O,X,O,X,X,X,X
LZOJTSI,O,X,O,X,X,X,X
LZOJITS,O,X,O,X,X,X,X
LZOJIST,O,O,O,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X
LZOSTIJ,O,O,O,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X
LZOSITJ,O,O,O,X,X,X,O
LZOSIJT,O,O,O,X,X,X,O
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X
LOTIJZS,O,X,O,X,O,X,X
LOTISJZ,O,X,O,X,O,X,X
LOTISZJ,O,X,O,X,O,X,X
LOTIZJS,O,X,O,X,O,X,X
LOTIZSJ,O,X,O,X,O,X,X
LOTJISZ,O,X,O,X,X,X,X
LOTJIZS,O,X,O,X,O,X,X
LOTJSIZ,O,X,O,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X
LOTJZIS,O,X,O,X,O,X,X
LOTJZSI,O,X,O,X,O,X,X
LOTSIJZ,O,X,O,X,O,X,X
LOTSIZJ,O,X,O,X,O,X,X
LOTSJIZ,O,X,O,X,O,X,X
LOTSJZI,O,X,O,X,O,X,X
LOTSZIJ,O,X,O,X,O,X,X
LOTSZJI,O,X,O,X,O,X,X
LOTZIJS,O,X,O,X,O,X,X
LOTZISJ,O,X,O,X,O,X,X
LOTZJIS,O,X,O,X,O,X,X
LOTZJSI,O,X,O,X,O,X,X
LOTZSIJ,O,X,O,X,O,X,X
LOTZSJI,O,X,O,X,O,X,X
LOITJSZ,O,X,O,X,X,X,X
LOITJZS,O,X,O,X,O,X,X
LOITSJZ,O,X,O,X,O,X,X
LOITSZJ,O,X,O,X,O,X,X
LOITZJS,O,X,O,X,O,X,X
LOITZSJ,O,X,O,X,O,X,X
LOIJTSZ,O,X,O,X,X,X,X
LOIJTZS,O,X,O,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X
LOIJZST,O,X,O,X,X,X,X
LOISTJZ,O,X,O,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X
LOISJZT,O,X,O,X,X,X,X
LOISZTJ,O,X,O,X,X,X,X
LOISZJT,O,X,O,X,X,X,X
LOIZTJS,O,X,O,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X
LOIZJTS,O,X,O,X,X,X,X
LOIZJST,O,X,O,X,X,X,X
LOIZSTJ,O,X,O,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X
LOJTISZ,O,X,O,X,X,X,X
LOJTIZS,O,X,O,X,X,X,X
LOJTSIZ,O,X,O,X,X,X,X
LOJTSZI,O,X,O,X,X,X,X
LOJTZIS,O,X,O,X,X,X,X
LOJTZSI,O,X,O,X,X,X,X
LOJITSZ,O,X,O,X,X,X,X
LOJITZS,O,X,O,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X
LOJISZT,O,X,O,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X
LOJIZST,O,X,O,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X
LOJSZIT,O,X,O,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X
LOJZITS,O,X,O,X,X,X,X
LOJZIST,O,X,O,X,X,X,X
LOJZSTI,O,X,O,X,X,X,X
LOJZSIT,O,X,O,X,X,X,X
LOSTIJZ,O,X,O,X,X,X,X
LOSTIZJ,O,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X
LOSTZIJ,O,X,X,X,X,X,X
LOSTZJI,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,X
LOSIJZT,O,X,O,X,X,X,X
LOSIZTJ,O,X,O,X,X,X,X
LOSIZJT,O,X,O,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X
LOSJZIT,O,X,O,X,X,X,X
LOSZTIJ,O,X,O,X,X,X,X
LOSZTJI,O,X,O,X,X,X,X
LOSZITJ,O,X,O,X,X,X,X
LOSZIJT,O,X,O,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X
LOZTIJS,O,X,O,X,X,X,X
LOZTISJ,O,X,O,X,X,X,X
LOZTJIS,O,X,O,X,X,X,X
LOZTJSI,O,X,O,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,X
LOZTSJI,O,X,O,X,X,X,X
LOZITJS,O,X,O,X,X,X,X
LOZITSJ,O,X,O,X,X,X,X
LOZIJTS,O,X,O,X,X,X,X
LOZIJST,O,X,O,X,X,X,X
LOZISTJ,O,X,O,X,X,X,X
LOZISJT,O,X,O,X,X,X,X
LOZJTIS,O,X,O,X,X,X,X
LOZJTSI,O,X,O,X,X,X,X
LOZJITS,O,X,O,X,X,X,X
LOZJIST,O,X,O,X,X,X,X
LOZJSTI,O,X,O,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X
LOZSTIJ,O,X,O,X,X,X,X
LOZSTJI,O,X,O,X,X,X,X
LOZSITJ,O,X,O,X,X,X,X
LOZSIJT,O,X,O,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X
LOZSJIT,O,X,O,X,X,X,X
JTILSZO,O,O,X,O,O,X,X
JTILSOZ,O,O,X,O,O,O,X
JTILZSO,O,O,X,O,O,X,X
JTILZOS,O,O,X,O,O,O,O
JTILOSZ,O,O,X,O,X,O,X
JTILOZS,O,X,X,O,O,O,O
JTISLZO,O,O,X,O,O,O,X
JTISLOZ,O,O,O,O,O,O,X
JTISZLO,O,O,X,O,X,O,X
JTISZOL,O,O,X,O,X,O,X
JTISOLZ,X,O,O,O,O,O,X
JTISOZL,X,O,O,O,X,O,X
JTIZLSO,O,O,O,O,X,X,X
JTIZLOS,O,O,X,O,X,O,O
JTIZSLO,O,O,O,O,X,X,X
JTIZSOL,X,O,O,O,X,X,X
JTIZOLS,O,O,O,O,X,O,O
JTIZOSL,X,O,O,O,X,X,X
JTIOLSZ,X,O,O,O,X,O,X
JTIOLZS,X,X,O,O,O,O,O
JTIOSLZ,X,O,O,O,X,O,X
JTIOSZL,X,O,O,O,X,X,X
JTIOZLS,X,O,O,O,X,O,O
JTIOZSL,X,O,O,O,X,X,X
JTLISZO,O,O,X,O,O,X,X
JTLISOZ,O,O,X,O,O,O,X
JTLIZSO,O,O,X,O,O,X,X
JTLIZOS,O,O,X,O,O,O,X
JTLIOSZ,O,O,X,O,X,O,X
JTLIOZS,O,X,X,O,O,O,X
JTLSIZO,O,O,X,O,O,O,X
JTLSIOZ,O,O,X,O,O,O,X
JTLSZIO,O,O,X,O,O,X,X
JTLSZOI,O,O,X,O,O,X,X
JTLSOIZ,O,O,X,O,O,X,X
JTLSOZI,O,O,X,O,O,X,X
JTLZISO,O,O,X,O,O,X,X
JTLZIOS,O,O,X,O,O,X,X
JTLZSIO,O,O,X,O,O,X,X
JTLZSOI,O,O,X,O,O,X,X
JTLZOIS,O,O,X,O,O,X,X
JTLZOSI,O,O,X,O,O,X,X
JTLOISZ,O,O,X,O,X,O,X
JTLOIZS,O,X,X,O,O,O,X
JTLOSIZ,O,O,X,O,X,X,X
JTLOSZI,O,O,X,O,X,X,X
JTLOZIS,O,X,X,O,O,X,X
JTLOZSI,O,X,X,O,O,X,X
JTSILZO,O,O,X,O,O,O,O
JTSILOZ,O,O,O,O,O,O,O
JTSIZLO,O,O,X,O,X,O,O
JTSIZOL,O,O,X,O,X,O,O
JTSIOLZ,X,O,O,O,O,O,O
JTSIOZL,X,O,O,O,X,O,O
JTSLIZO,O,O,X,O,O,O,X
JTSLIOZ,O,O,O,O,O,O,X
JTSLZIO,O,O,X,O,O,X,X
JTSLZOI,O,O,X,O,O,X,X
JTSLOIZ,O,O,O,O,O,X,X
JTSLOZI,O,O,O,O,O,X,X
JTSZILO,O,O,X,O,O,O,O
JTSZIOL,O,O,X,O,O,O,O
JTSZLIO,O,O,X,O,O,X,X
JTSZLOI,O,O,X,O,O,X,X
JTSZOIL,O,O,X,O,O,X,X
JTSZOLI,O,O,X,O,O,X,X
JTSOILZ,X,O,O,O,O,O,X
JTSOIZL,X,O,O,O,X,O,X
JTSOLIZ,X,O,O,O,O,X,X
JTSOLZI,X,O,O,O,O,X,X
JTSOZIL,X,O,O,O,O,X,X
JTSOZLI,X,O,O,O,O,X,X
JTZILSO,O,O,O,O,O,X,X
JTZILOS,O,O,X,O,O,O,O
JTZISLO,O,O,O,O,O,X,X
JTZISOL,X,O,O,O,O,X,X
JTZIOLS,O,O,O,O,O,O,O
JTZIOSL,X,O,O,O,X,X,X
JTZLISO,O,O,O,O,O,X,X
JTZLIOS,O,O,X,O,O,X,X
JTZLSIO,O,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,X,X
JTZLOIS,O,O,X,O,O,X,X
JTZLOSI,O,O,X,O,O,X,X
JTZSILO,O,O,O,O,O,O,O
JTZSIOL,X,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,X,X
JTZSOIL,X,O,O,O,O,X,X
JTZSOLI,X,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,O,O
JTZOISL,X,O,O,O,X,X,X
JTZOLIS,O,O,O,O,O,X,X
JTZOLSI,O,O,O,O,O,X,X
JTZOSIL,X,O,O,O,O,X,X
JTZOSLI,X,O,O,O,O,X,X
JTOILSZ,X,O,O,O,X,O,X
JTOILZS,X,X,O,O,O,O,O
JTOISLZ,X,O,O,O,X,O,X
JTOISZL,X,O,O,O,X,X,X
JTOIZLS,X,O,O,O,X,O,O
JTOIZSL,X,O,O,O,X,X,X
JTOLISZ,X,O,O,O,X,O,X
JTOLIZS,X,X,O,O,O,O,X
JTOLSIZ,X,O,O,O,X,X,X
JTOLSZI,X,O,O,O,X,X,X
JTOLZIS,X,X,O,O,O,X,X
JTOLZSI,X,X,O,O,O,X,X
JTOSILZ,X,O,O,O,X,O,X
JTOSIZL,X,O,O,O,X,O,X
JTOSLIZ,X,O,O,O,X,X,X
JTOSLZI,X,O,O,O,X,X,X
JTOSZIL,X,O,O,O,X,X,X
JTOSZLI,X,O,O,O,X,X,X
JTOZILS,X,O,O,O,O,O,O
JTOZISL,X,O,O,O,X,X,X
JTOZLIS,X,O,O,O,O,X,X
JTOZLSI,X,O,O,O,O,X,X
JTOZSIL,X,O,O,O,X,X,X
JTOZSLI,X,O,O,O,O,X,X
JITLSZO,O,O,X,O,O,X,X
JITLSOZ,O,O,X,O,O,O,X
JITLZSO,O,O,X,O,O,X,X
JITLZOS,O,O,X,O,O,O,O
JITLOSZ,O,O,X,O,X,O,X
JITLOZS,O,X,X,O,O,O,O
JITSLZO,O,O,X,O,O,O,X
JITSLOZ,O,O,O,O,O,O,X
JITSZLO,O,O,X,O,X,O,X
JITSZOL,O,O,X,O,X,O,X
JITSOLZ,X,O,O,O,O,O,X
JITSOZL,X,O,O,O,X,O,X
JITZLSO,O,O,O,O,X,X,X
JITZLOS,O,O,X,O,X,O,O
JITZSLO,O,O,O,O,X,X,X
JITZSOL,X,O,O,O,X,X,X
JITZOLS,O,O,O,O,X,O,O
JITZOSL,X,O,O,O,X,X,X
JITOLSZ,X,O,O,O,X,O,X
JITOLZS,X,X,O,O,O,O,O
JITOSLZ,X,O,O,O,X,O,X
JITOSZL,X,O,O,O,X,X,X
JITOZLS,X,O,O,O,X,O,O
JITOZSL,X,O,O,O,X,X,X
JILTSZO,O,O,X,O,O,X,X
JILTSOZ,O,O,X,O,O,O,X
JILTZSO,O,O,X,O,O,X,X
JILTZOS,O,O,X,O,O,O,X
JILTOSZ,O,O,X,O,X,O,X
JILTOZS,O,X,X,O,O,O,X
JILSTZO,O,O,X,O,X,O,X
JILSTOZ,O,O,X,O,X,O,X
JILSZTO,O,O,X,O,X,O,X
JILSZOT,O,O,X,X,X,X,X
JILSOTZ,O,O,X,X,X,O,X
JILSOZT,O,O,X,X,X,X,X
JILZTSO,O,X,X,O,X,X,X
JILZTOS,O,X,X,O,X,O,X
JILZSTO,O,O,X,O,X,X,X
JILZSOT,O,O,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,O
JILZOST,O,O,X,X,X,X,O
JILOTSZ,O,X,X,X,X,O,X
JILOTZS,O,X,X,X,X,O,X
JILOSTZ,O,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X
JISTLZO,O,O,X,O,X,O,O
JISTLOZ,O,O,X,O,X,O,O
JISTZLO,O,O,X,O,X,O,O
JISTZOL,O,O,X,O,X,O,O
JISTOLZ,X,O,X,O,X,O,O
JISTOZL,X,O,X,O,X,O,O
JISLTZO,O,O,X,O,X,O,X
JISLTOZ,O,O,X,O,X,O,X
JISLZTO,O,O,X,O,X,O,X
JISLZOT,O,O,X,X,X,X,O
JISLOTZ,O,O,O,X,X,O,X
JISLOZT,O,O,O,X,X,X,X
JISZTLO,O,O,X,O,X,O,O
JISZTOL,O,O,X,O,X,O,O
JISZLTO,O,O,X,O,X,O,X
JISZLOT,O,O,X,X,X,X,O
JISZOTL,O,O,X,O,X,X,X
JISZOLT,O,O,X,X,X,X,O
JISOTLZ,X,O,O,O,X,O,X
JISOTZL,X,O,X,O,X,O,X
JISOLTZ,O,O,O,X,X,O,X
JISOLZT,O,O,O,X,X,X,X
JISOZTL,O,O,O,O,X,X,X
JISOZLT,O,O,O,X,X,X,X
JIZTLSO,O,O,O,O,X,X,X
JIZTLOS,O,O,O,O,X,O,O
JIZTSLO,O,O,O,O,X,X,X
JIZTSOL,X,O,O,O,X,X,X
JIZTOLS,O,O,O,O,X,O,O
JIZTOSL,X,O,O,O,X,X,X
JIZLTSO,O,X,O,O,X,X,X
JIZLTOS,O,X,O,O,X,O,X
JIZLSTO,O,O,O,O,X,X,X
JIZLSOT,O,O,O,X,X,X,X
JIZLOTS,O,X,O,X,X,X,O
JIZLOST,O,O,O,X,X,X,O
JIZSTLO,O,O,O,O,X,O,O
JIZSTOL,O,O,O,O,X,O,O
JIZSLTO,O,O,O,O,X,O,X
JIZSLOT,O,O,O,X,X,X,O
JIZSOTL,O,O,O,O,X,X,X
JIZSOLT,O,O,O,X,X,X,O
JIZOTLS,O,X,O,O,X,X,X
JIZOTSL,X,O,O,O,X,X,X
JIZOLTS,O,X,O,X,X,X,O
JIZOLST,O,O,O,X,X,X,O
JIZOSTL,X,O,O,O,X,X,X
JIZOSLT,X,O,O,X,X,X,X
JIOTLSZ,X,O,O,O,X,O,X
JIOTLZS,X,X,O,O,X,O,X
JIOTSLZ,X,O,O,O,X,O,X
JIOTSZL,X,O,O,O,X,X,X
JIOTZLS,X,O,O,O,X,O,X
JIOTZSL,X,O,O,O,X,X,X
JIOLTSZ,O,X,O,X,X,O,X
JIOLTZS,O,X,O,X,X,O,X
JIOLSTZ,O,X,O,X,X,X,X
JIOLSZT,O,X,O,X,X,X,X
JIOLZTS,O,X,O,X,X,X,X
JIOLZST,O,X,O,X,X,X,X
JIOSTLZ,X,O,O,O,X,O,X
JIOSTZL,X,O,O,O,X,O,X
JIOSLTZ,O,O,O,X,X,O,X
JIOSLZT,O,O,O,X,X,X,X
JIOSZTL,O,O,O,O,X,X,X
JIOSZLT,O,O,O,X,X,X,X
JIOZTLS,O,X,O,O,X,X,X
JIOZTSL,X,O,O,O,X,X,X
JIOZLTS,O,X,O,X,X,X,X
JIOZLST,O,O,O,X,X,X,X
JIOZSTL,X,O,O,O,X,X,X
JIOZSLT,X,O,O,X,X,X,X
JLTISZO,O,O,X,O,O,X,X
JLTISOZ,O,O,X,O,O,O,X
JLTIZSO,O,O,X,O,O,X,X
JLTIZOS,O,O,X,O,O,O,X
JLTIOSZ,O,O,X,O,X,O,X
JLTIOZS,O,X,X,O,O,O,X
JLTSIZO,O,O,X,O,O,O,X
JLTSIOZ,O,O,X,O,O,O,X
JLTSZIO,O,O,X,O,O,X,X
JLTSZOI,O,O,X,O,O,X,X
JLTSOIZ,O,O,X,O,O,X,X
JLTSOZI,O,O,X,O,O,X,X
JLTZISO,O,O,X,O,O,X,X
JLTZIOS,O,O,X,O,O,X,X
JLTZSIO,O,O,X,O,O,X,X
JLTZSOI,O,O,X,O,O,X,X
JLTZOIS,O,O,X,O,O,X,X
JLTZOSI,O,O,X,O,O,X,X
JLTOISZ,O,O,X,O,X,O,X
JLTOIZS,O,X,X,O,O,O,X
JLTOSIZ,O,O,X,O,X,X,X
JLTOSZI,O,O,X,O,X,X,X
JLTOZIS,O,X,X,O,O,X,X
JLTOZSI,O,X,X,O,O,X,X
JLITSZO,O,O,X,O,O,X,X
JLITSOZ,O,O,X,O,O,O,X
JLITZSO,O,O,X,O,O,X,X
JLITZOS,O,O,X,O,O,O,X
JLITOSZ,O,O,X,O,X,O,X
JLITOZS,O,X,X,O,O,O,X
JLISTZO,O,O,X,O,X,O,X
JLISTOZ,O,O,X,O,X,O,X
JLISZTO,O,O,X,O,X,O,X
JLISZOT,O,O,X,X,X,X,X
JLISOTZ,O,O,X,X,X,O,X
JLISOZT,O,O,X,X,X,X,X
JLIZTSO,O,X,X,O,X,X,X
JLIZTOS,O,X,X,O,X,O,X
JLIZSTO,O,O,X,O,X,X,X
JLIZSOT,O,O,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X
JLIZOST,O,O,X,X,X,X,X
JLIOTSZ,O,X,X,X,X,O,X
JLIOTZS,O,X,X,X,X,O,X
JLIOSTZ,O,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,O,X
JLSTIOZ,O,O,X,O,X,O,X
JLSTZIO,O,O,X,O,X,X,X
JLSTZOI,O,O,X,O,X,X,X
