sequence,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hB6nBTjBlkB/r?B2xB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFKmBWnBTjBlkB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBxhBTjBmmBqs?B0rB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFOmBTjBlkBCnB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hBTjBlkB2rBqs?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBmhBTjBxrBqs?B0rB
OJLSZIT,O,X,O,X,X,X
OJLZTIS,O,O,O,O,O,X
OJLZTSI,O,O,O,O,O,X
OJLZITS,X,O,O,O,O,X
OJLZIST,O,X,O,X,X,X
OJLZSTI,O,O,O,O,O,X
OJLZSIT,O,X,O,X,X,X
OJSTILZ,O,X,X,X,O,O
OJSTIZL,O,X,X,O,X,O
OJSTLIZ,O,X,O,X,O,X
OJSTLZI,O,X,O,X,O,X
OJSTZIL,O,X,X,O,X,X
OJSTZLI,O,X,O,O,X,X
OJSITLZ,O,X,X,X,X,O
OJSITZL,O,X,X,X,X,O
OJSILTZ,O,X,X,X,X,O
OJSILZT,O,X,X,X,X,O
OJSIZTL,O,X,X,X,X,O
OJSIZLT,O,X,X,X,X,O
OJSLTIZ,O,X,O,X,O,X
OJSLTZI,O,X,O,X,O,X
OJSLITZ,O,X,O,X,X,X
OJSLIZT,O,X,X,X,X,X
OJSLZTI,O,X,O,X,O,X
OJSLZIT,O,X,O,X,X,X
OJSZTIL,O,X,X,O,X,X
OJSZTLI,O,X,O,O,X,X
OJSZITL,O,X,X,X,X,X
OJSZILT,O,X,X,X,X,X
OJSZLTI,O,X,O,O,X,X
OJSZLIT,O,X,O,X,X,X
OJZTILS,O,O,X,O,O,X
OJZTISL,O,X,X,O,X,X
OJZTLIS,O,O,X,O,O,X
OJZTLSI,O,O,X,O,O,X
OJZTSIL,O,X,X,O,X,X
OJZTSLI,O,O,X,O,X,X
OJZITLS,X,O,X,O,X,X
OJZITSL,X,X,X,O,X,X
OJZILTS,X,O,X,O,X,X
OJZILST,O,X,X,X,X,X
OJZISTL,O,X,X,X,X,X
OJZISLT,O,X,X,X,X,X
OJZLTIS,O,O,O,O,O,X
OJZLTSI,O,O,O,O,O,X
OJZLITS,X,O,O,O,O,X
OJZLIST,O,X,O,X,X,X
OJZLSTI,O,O,O,O,O,X
OJZLSIT,O,X,O,X,X,X
OJZSTIL,O,X,X,O,X,X
OJZSTLI,O,O,O,O,X,X
OJZSITL,O,X,X,X,X,X
OJZSILT,O,X,X,X,X,X
OJZSLTI,O,O,O,O,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,O,O,O,X,O,O
OSTILZJ,O,O,O,X,X,O
OSTIJLZ,O,X,X,X,O,O
OSTIJZL,O,X,X,O,X,O
OSTIZLJ,O,O,O,O,X,O
OSTIZJL,O,X,X,O,X,O
OSTLIJZ,O,O,O,X,O,O
OSTLIZJ,O,O,O,X,X,O
OSTLJIZ,O,O,O,X,O,X
OSTLJZI,O,O,O,X,O,X
OSTLZIJ,O,O,O,X,X,X
OSTLZJI,O,O,O,X,X,X
OSTJILZ,O,X,X,X,O,O
OSTJIZL,O,X,X,O,X,O
OSTJLIZ,O,X,O,X,O,X
OSTJLZI,O,X,O,X,O,X
OSTJZIL,O,X,X,O,X,X
OSTJZLI,O,X,O,O,X,X
OSTZILJ,O,O,O,O,X,O
OSTZIJL,O,X,X,O,X,O
OSTZLIJ,O,O,O,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,X,X,O,X,X
OSTZJLI,O,O,O,O,X,X
OSITLJZ,O,X,O,X,X,O
OSITLZJ,O,X,O,X,X,O
OSITJLZ,O,X,X,X,X,O
OSITJZL,O,X,X,X,X,O
OSITZLJ,O,X,O,X,X,O
OSITZJL,O,X,X,X,X,O
OSILTJZ,X,X,O,X,X,O
OSILTZJ,X,X,O,X,X,O
OSILJTZ,O,X,O,X,X,O
OSILJZT,O,X,X,X,X,O
OSILZTJ,O,X,O,X,X,O
OSILZJT,O,X,O,X,X,O
OSIJTLZ,O,X,X,X,X,O
OSIJTZL,O,X,X,X,X,O
OSIJLTZ,O,X,X,X,X,O
OSIJLZT,O,X,X,X,X,O
OSIJZTL,O,X,X,X,X,O
OSIJZLT,O,X,X,X,X,O
OSIZTLJ,O,X,O,X,X,O
OSIZTJL,O,X,X,X,X,O
OSIZLTJ,O,X,O,X,X,O
OSIZLJT,O,X,O,X,X,O
OSIZJTL,O,X,X,X,X,O
OSIZJLT,O,X,X,X,X,O
OSLTIJZ,O,O,O,X,O,O
OSLTIZJ,O,O,O,X,X,O
OSLTJIZ,O,O,O,X,O,X
OSLTJZI,O,O,O,X,O,X
OSLTZIJ,O,O,O,X,X,X
OSLTZJI,O,O,O,X,X,X
OSLITJZ,X,X,O,X,X,O
OSLITZJ,X,X,O,X,X,O
OSLIJTZ,O,X,O,X,X,O
OSLIJZT,O,X,X,X,X,O
OSLIZTJ,O,X,O,X,X,O
OSLIZJT,O,X,O,X,X,O
OSLJTIZ,O,O,O,X,O,X
OSLJTZI,O,O,O,X,O,X
OSLJITZ,O,X,O,X,X,X
OSLJIZT,O,X,X,X,X,X
OSLJZTI,O,X,O,X,O,X
OSLJZIT,O,X,O,X,X,X
OSLZTIJ,O,O,O,X,X,X
OSLZTJI,O,O,O,X,X,X
OSLZITJ,O,X,O,X,X,X
OSLZIJT,O,X,O,X,X,X
OSLZJTI,O,O,O,X,X,X
OSLZJIT,O,X,O,X,X,X
OSJTILZ,O,X,X,X,O,O
OSJTIZL,O,X,X,O,X,O
OSJTLIZ,O,X,O,X,O,X
OSJTLZI,O,X,O,X,O,X
OSJTZIL,O,X,X,O,X,X
OSJTZLI,O,X,O,O,X,X
OSJITLZ,O,X,X,X,X,O
OSJITZL,O,X,X,X,X,O
OSJILTZ,O,X,X,X,X,O
OSJILZT,O,X,X,X,X,O
OSJIZTL,O,X,X,X,X,O
OSJIZLT,O,X,X,X,X,O
OSJLTIZ,O,X,O,X,O,X
OSJLTZI,O,X,O,X,O,X
OSJLITZ,O,X,O,X,X,X
OSJLIZT,O,X,X,X,X,X
OSJLZTI,O,X,O,X,O,X
OSJLZIT,O,X,O,X,X,X
OSJZTIL,O,X,X,O,X,X
OSJZTLI,O,X,O,O,X,X
OSJZITL,O,X,X,X,X,X
OSJZILT,O,X,X,X,X,X
OSJZLTI,O,X,O,O,X,X
OSJZLIT,O,X,O,X,X,X
OSZTILJ,O,O,O,O,X,O
OSZTIJL,O,X,X,O,X,O
OSZTLIJ,O,O,O,O,X,X
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,X,X,O,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,X,O,X,X,O
OSZITJL,O,X,X,X,X,O
OSZILTJ,O,X,O,X,X,O
OSZILJT,O,X,O,X,X,O
OSZIJTL,O,X,X,X,X,O
OSZIJLT,O,X,X,X,X,O
OSZLTIJ,O,O,O,O,X,X
OSZLTJI,O,O,O,O,X,X
OSZLITJ,O,X,O,X,X,X
OSZLIJT,O,X,O,X,X,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,X,O,X,X,X
OSZJTIL,O,X,X,O,X,X
OSZJTLI,O,O,O,O,X,X
OSZJITL,O,X,X,X,X,X
OSZJILT,O,X,X,X,X,X
OSZJLTI,O,O,O,O,X,X
OSZJLIT,O,X,O,X,X,X
OZTILJS,X,O,X,O,O,X
OZTILSJ,X,O,X,O,X,X
OZTIJLS,O,O,X,O,O,X
OZTIJSL,O,X,X,O,X,X
OZTISLJ,O,O,X,O,X,X
OZTISJL,O,X,X,O,X,X
OZTLIJS,X,O,X,O,O,X
OZTLISJ,X,O,O,O,X,X
OZTLJIS,X,O,O,O,O,X
OZTLJSI,X,O,O,O,O,X
OZTLSIJ,X,O,O,O,X,X
OZTLSJI,X,O,O,O,X,X
OZTJILS,O,O,X,O,O,X
OZTJISL,O,X,X,O,X,X
OZTJLIS,O,O,X,O,O,X
OZTJLSI,O,O,X,O,O,X
OZTJSIL,O,X,X,O,X,X
OZTJSLI,O,O,X,O,X,X
OZTSILJ,O,O,O,O,X,X
OZTSIJL,O,X,X,O,X,X
OZTSLIJ,O,O,O,O,X,X
OZTSLJI,O,O,O,O,X,X
OZTSJIL,O,X,X,O,X,X
OZTSJLI,O,O,O,O,X,X
OZITLJS,X,O,X,O,X,X
OZITLSJ,X,O,X,O,X,X
OZITJLS,X,O,X,O,X,X
OZITJSL,X,X,X,O,X,X
OZITSLJ,X,O,X,O,X,X
OZITSJL,X,X,X,O,X,X
OZILTJS,X,O,X,O,X,X
OZILTSJ,X,O,O,O,X,X
OZILJTS,X,O,O,O,X,X
OZILJST,X,X,O,X,X,X
OZILSTJ,X,X,O,X,X,X
OZILSJT,X,X,O,X,X,X
OZIJTLS,X,O,X,O,X,X
OZIJTSL,X,X,X,O,X,X
OZIJLTS,X,O,X,O,X,X
OZIJLST,O,X,X,X,X,X
OZIJSTL,O,X,X,X,X,X
OZIJSLT,O,X,X,X,X,X
OZISTLJ,O,X,O,X,X,O
OZISTJL,X,X,X,X,X,O
OZISLTJ,O,X,O,X,X,O
OZISLJT,O,X,O,X,X,O
OZISJTL,O,X,X,X,X,O
OZISJLT,O,X,X,X,X,O
OZLTIJS,X,O,X,O,O,X
OZLTISJ,X,O,O,O,X,X
OZLTJIS,X,O,O,O,O,X
OZLTJSI,X,O,O,O,O,X
OZLTSIJ,X,O,O,O,X,X
OZLTSJI,X,O,O,O,X,X
OZLITJS,X,O,X,O,X,X
OZLITSJ,X,O,O,O,X,X
OZLIJTS,X,O,O,O,X,X
OZLIJST,X,X,O,X,X,X
OZLISTJ,X,X,O,X,X,X
OZLISJT,X,X,O,X,X,X
OZLJTIS,X,O,O,O,O,X
OZLJTSI,X,O,O,O,O,X
OZLJITS,X,O,O,O,O,X
OZLJIST,X,X,O,X,X,X
OZLJSTI,X,O,O,O,O,X
OZLJSIT,X,X,O,X,X,X
OZLSTIJ,X,O,O,O,X,X
OZLSTJI,X,O,O,O,X,X
OZLSITJ,X,X,O,X,X,X
OZLSIJT,X,X,O,X,X,X
OZLSJTI,X,O,O,O,X,X
OZLSJIT,X,X,O,X,X,X
OZJTILS,O,O,X,O,O,X
OZJTISL,O,X,X,O,X,X
OZJTLIS,O,O,X,O,O,X
OZJTLSI,O,O,X,O,O,X
OZJTSIL,O,X,X,O,X,X
OZJTSLI,O,O,X,O,X,X
OZJITLS,X,O,X,O,X,X
OZJITSL,X,X,X,O,X,X
OZJILTS,X,O,X,O,X,X
OZJILST,O,X,X,X,X,X
OZJISTL,O,X,X,X,X,X
OZJISLT,O,X,X,X,X,X
OZJLTIS,O,O,O,O,O,X
OZJLTSI,O,O,O,O,O,X
OZJLITS,X,O,O,O,O,X
OZJLIST,O,X,O,X,X,X
OZJLSTI,O,O,O,O,O,X
OZJLSIT,O,X,O,X,X,X
OZJSTIL,O,X,X,O,X,X
OZJSTLI,O,O,O,O,X,X
OZJSITL,O,X,X,X,X,X
OZJSILT,O,X,X,X,X,X
OZJSLTI,O,O,O,O,X,X
OZJSLIT,O,X,O,X,X,X
OZSTILJ,O,O,O,O,X,O
OZSTIJL,O,X,X,O,X,O
OZSTLIJ,O,O,O,O,X,X
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,X,X,O,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,X,O,X,X,O
OZSITJL,O,X,X,X,X,O
OZSILTJ,O,X,O,X,X,O
OZSILJT,O,X,O,X,X,O
OZSIJTL,O,X,X,X,X,O
OZSIJLT,O,X,X,X,X,O
OZSLTIJ,O,O,O,O,X,X
OZSLTJI,O,O,O,O,X,X
OZSLITJ,O,X,O,X,X,X
OZSLIJT,O,X,O,X,X,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,X,O,X,X,X
OZSJTIL,O,X,X,O,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,X,X,X,X,X
OZSJILT,O,X,X,X,X,X
OZSJLTI,O,O,O,O,X,X
OZSJLIT,O,X,O,X,X,X
