sequence,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFlgBcmBxiBXnB6t?BWwB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhF0gBmiB5oBFnBXm?BSwB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFSmBmiB5oBXnBUr?BlqB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFXhBxiBFnB6tBGr?B0qB
SZLOJTI,O,X,O,X
SZLOJIT,O,X,O,X
SZJTILO,O,X,O,X
SZJTIOL,O,X,O,X
SZJTLIO,O,X,O,X
SZJTLOI,O,X,O,X
SZJTOIL,O,X,O,X
SZJTOLI,O,X,O,X
SZJITLO,O,X,O,X
SZJITOL,O,X,O,X
SZJILTO,O,X,O,X
SZJILOT,O,X,O,X
SZJIOTL,O,X,O,X
SZJIOLT,O,X,O,X
SZJLTIO,O,X,O,X
SZJLTOI,O,X,O,X
SZJLITO,O,X,O,X
SZJLIOT,O,X,O,X
SZJLOTI,O,X,O,X
SZJLOIT,O,X,O,X
SZJOTIL,O,X,O,X
SZJOTLI,O,X,O,X
SZJOITL,O,X,O,X
SZJOILT,O,X,O,X
SZJOLTI,O,X,O,X
SZJOLIT,O,X,O,X
SZOTILJ,O,X,O,X
SZOTIJL,O,O,O,X
SZOTLIJ,O,X,O,X
SZOTLJI,O,X,O,X
SZOTJIL,O,O,O,X
SZOTJLI,O,X,O,X
SZOITLJ,O,X,O,X
SZOITJL,O,O,O,X
SZOILTJ,O,O,O,X
SZOILJT,O,X,O,X
SZOIJTL,O,X,O,X
SZOIJLT,O,X,O,X
SZOLTIJ,O,O,O,X
SZOLTJI,O,O,O,X
SZOLITJ,O,O,O,X
SZOLIJT,O,X,O,X
SZOLJTI,O,X,O,X
SZOLJIT,O,X,O,X
SZOJTIL,O,X,O,X
SZOJTLI,O,X,O,X
SZOJITL,O,X,O,X
SZOJILT,O,X,O,X
SZOJLTI,O,X,O,X
SZOJLIT,O,X,O,X
SOTILJZ,X,O,O,O
SOTILZJ,X,O,X,O
SOTIJLZ,X,O,O,X
SOTIJZL,O,O,O,X
SOTIZLJ,O,X,O,X
SOTIZJL,O,O,O,X
SOTLIJZ,O,O,O,O
SOTLIZJ,O,O,X,O
SOTLJIZ,O,O,O,O
SOTLJZI,O,O,X,O
SOTLZIJ,O,O,X,O
SOTLZJI,O,O,X,O
SOTJILZ,X,O,O,O
SOTJIZL,O,O,O,X
SOTJLIZ,O,O,O,O
SOTJLZI,O,O,X,O
SOTJZIL,O,O,O,X
SOTJZLI,O,X,O,O
SOTZILJ,O,X,O,X
SOTZIJL,O,O,O,X
SOTZLIJ,O,X,O,O
SOTZLJI,O,X,O,O
SOTZJIL,O,O,O,X
SOTZJLI,O,X,O,X
SOITLJZ,X,O,O,X
SOITLZJ,X,O,X,X
SOITJLZ,X,O,O,X
SOITJZL,O,O,O,X
SOITZLJ,O,X,O,X
SOITZJL,O,O,O,X
SOILTJZ,O,O,O,X
SOILTZJ,O,O,X,X
SOILJTZ,O,X,O,X
SOILJZT,O,X,O,X
SOILZTJ,O,O,O,X
SOILZJT,O,X,O,X
SOIJTLZ,X,O,O,X
SOIJTZL,O,O,O,X
SOIJLTZ,O,X,O,X
SOIJLZT,O,X,O,X
SOIJZTL,O,X,O,X
SOIJZLT,O,X,O,X
SOIZTLJ,O,X,O,X
SOIZTJL,O,O,O,X
SOIZLTJ,O,O,O,X
SOIZLJT,O,X,O,X
SOIZJTL,O,X,O,X
SOIZJLT,O,X,O,X
SOLTIJZ,O,O,O,O
SOLTIZJ,O,O,X,O
SOLTJIZ,O,O,O,O
SOLTJZI,O,O,X,O
SOLTZIJ,O,O,X,O
SOLTZJI,O,O,X,O
SOLITJZ,O,O,O,O
SOLITZJ,O,O,X,O
SOLIJTZ,O,X,O,X
SOLIJZT,O,X,O,X
SOLIZTJ,O,O,O,X
SOLIZJT,O,X,O,X
SOLJTIZ,O,X,O,O
SOLJTZI,O,X,X,O
SOLJITZ,O,X,O,O
SOLJIZT,O,X,O,X
SOLJZTI,O,X,O,O
SOLJZIT,O,X,O,X
SOLZTIJ,O,O,O,X
SOLZTJI,O,O,O,X
SOLZITJ,O,O,O,X
SOLZIJT,O,X,O,X
SOLZJTI,O,X,O,X
SOLZJIT,O,X,O,X
SOJTILZ,X,O,O,O
SOJTIZL,O,O,O,X
SOJTLIZ,O,O,O,O
SOJTLZI,O,O,X,O
SOJTZIL,O,O,O,X
SOJTZLI,O,X,O,O
SOJITLZ,X,O,O,O
SOJITZL,O,O,O,X
SOJILTZ,O,X,O,O
SOJILZT,O,X,O,X
SOJIZTL,O,X,O,X
SOJIZLT,O,X,O,X
SOJLTIZ,O,X,O,O
SOJLTZI,O,X,X,O
SOJLITZ,O,X,O,O
SOJLIZT,O,X,O,X
SOJLZTI,O,X,O,O
SOJLZIT,O,X,O,X
SOJZTIL,O,X,O,X
SOJZTLI,O,X,O,O
SOJZITL,O,X,O,X
SOJZILT,O,X,O,X
SOJZLTI,O,X,O,O
SOJZLIT,O,X,O,X
SOZTILJ,O,X,O,X
SOZTIJL,O,O,O,X
SOZTLIJ,O,X,O,X
SOZTLJI,O,X,O,X
SOZTJIL,O,O,O,X
SOZTJLI,O,X,O,X
SOZITLJ,O,X,O,X
SOZITJL,O,O,O,X
SOZILTJ,O,O,O,X
SOZILJT,O,X,O,X
SOZIJTL,O,X,O,X
SOZIJLT,O,X,O,X
SOZLTIJ,O,O,O,X
SOZLTJI,O,O,O,X
SOZLITJ,O,O,O,X
SOZLIJT,O,X,O,X
SOZLJTI,O,X,O,X
SOZLJIT,O,X,O,X
SOZJTIL,O,X,O,X
SOZJTLI,O,X,O,X
SOZJITL,O,X,O,X
SOZJILT,O,X,O,X
SOZJLTI,O,X,O,X
SOZJLIT,O,X,O,X
ZTILJSO,X,O,X,X
ZTILJOS,X,O,X,X
ZTILSJO,X,O,X,X
ZTILSOJ,X,O,X,X
ZTILOJS,X,O,X,X
ZTILOSJ,X,O,X,X
ZTIJLSO,X,O,X,X
ZTIJLOS,X,O,X,X
ZTIJSLO,X,X,O,X
ZTIJSOL,X,O,O,X
ZTIJOLS,X,O,X,X
ZTIJOSL,X,O,O,X
ZTISLJO,X,X,O,X
ZTISLOJ,X,X,O,X
ZTISJLO,X,X,O,X
ZTISJOL,X,O,O,X
ZTISOLJ,X,X,O,X
ZTISOJL,X,O,O,X
ZTIOLJS,X,O,X,X
ZTIOLSJ,X,O,X,X
ZTIOJLS,X,O,X,X
ZTIOJSL,X,O,O,X
ZTIOSLJ,X,X,O,X
ZTIOSJL,X,O,O,X
ZTLIJSO,X,O,X,O
ZTLIJOS,X,O,X,O
ZTLISJO,X,O,X,X
ZTLISOJ,X,O,X,O
ZTLIOJS,X,O,X,O
ZTLIOSJ,X,O,X,O
ZTLJISO,O,O,X,O
ZTLJIOS,O,O,X,O
ZTLJSIO,O,O,X,O
ZTLJSOI,O,O,X,O
ZTLJOIS,O,O,X,O
ZTLJOSI,O,O,X,O
ZTLSIJO,X,O,X,X
ZTLSIOJ,X,O,X,O
ZTLSJIO,X,O,X,X
ZTLSJOI,X,O,X,X
ZTLSOIJ,X,O,X,O
ZTLSOJI,X,O,X,O
ZTLOIJS,X,O,X,O
ZTLOISJ,X,O,X,O
ZTLOJIS,O,O,X,O
ZTLOJSI,O,O,X,O
ZTLOSIJ,X,O,X,O
ZTLOSJI,X,O,X,O
ZTJILSO,O,O,X,X
ZTJILOS,O,O,X,X
ZTJISLO,X,X,O,X
ZTJISOL,X,O,O,X
ZTJIOLS,O,O,X,X
ZTJIOSL,X,O,O,X
ZTJLISO,O,O,X,O
ZTJLIOS,O,O,X,O
ZTJLSIO,O,O,X,O
ZTJLSOI,O,O,X,O
ZTJLOIS,O,O,X,O
ZTJLOSI,O,O,X,O
ZTJSILO,X,X,O,X
ZTJSIOL,X,O,O,X
ZTJSLIO,O,X,O,O
ZTJSLOI,O,X,O,O
ZTJSOIL,X,O,O,X
ZTJSOLI,O,X,O,O
ZTJOILS,O,O,X,X
ZTJOISL,X,O,O,X
ZTJOLIS,O,O,X,O
ZTJOLSI,O,O,X,O
ZTJOSIL,X,O,O,X
ZTJOSLI,O,X,O,O
ZTSILJO,X,X,O,X
ZTSILOJ,X,X,O,X
ZTSIJLO,X,X,O,X
ZTSIJOL,X,O,O,X
ZTSIOLJ,X,X,O,X
ZTSIOJL,X,O,O,X
ZTSLIJO,X,X,O,X
ZTSLIOJ,X,X,O,O
ZTSLJIO,X,X,O,X
ZTSLJOI,X,X,O,X
ZTSLOIJ,X,X,O,O
ZTSLOJI,X,X,O,O
ZTSJILO,X,X,O,X
ZTSJIOL,X,O,O,X
ZTSJLIO,X,X,O,X
ZTSJLOI,X,X,O,X
ZTSJOIL,X,O,O,X
ZTSJOLI,X,X,O,X
ZTSOILJ,X,X,O,X
ZTSOIJL,X,O,O,X
ZTSOLIJ,X,X,O,O
ZTSOLJI,X,X,O,O
ZTSOJIL,X,O,O,X
ZTSOJLI,X,X,O,X
ZTOILJS,X,O,X,X
ZTOILSJ,X,O,X,X
ZTOIJLS,X,O,X,X
ZTOIJSL,X,O,O,X
ZTOISLJ,X,X,O,X
ZTOISJL,X,O,O,X
ZTOLIJS,X,O,X,O
ZTOLISJ,X,O,X,O
ZTOLJIS,O,O,X,O
ZTOLJSI,O,O,X,O
ZTOLSIJ,X,O,X,O
ZTOLSJI,X,O,X,O
ZTOJILS,O,O,X,X
ZTOJISL,X,O,O,X
ZTOJLIS,O,O,X,O
ZTOJLSI,O,O,X,O
ZTOJSIL,X,O,O,X
ZTOJSLI,O,X,O,O
ZTOSILJ,X,X,O,X
ZTOSIJL,X,O,O,X
ZTOSLIJ,X,X,O,O
ZTOSLJI,X,X,O,O
ZTOSJIL,X,O,O,X
ZTOSJLI,X,X,O,X
ZITLJSO,X,O,X,X
ZITLJOS,X,O,X,X
ZITLSJO,X,O,X,X
ZITLSOJ,X,O,X,X
ZITLOJS,X,O,X,X
ZITLOSJ,X,O,X,X
ZITJLSO,X,O,X,X
ZITJLOS,X,O,X,X
ZITJSLO,X,X,O,X
ZITJSOL,X,O,O,X
ZITJOLS,X,O,X,X
ZITJOSL,X,O,O,X
ZITSLJO,X,X,O,X
ZITSLOJ,X,X,O,X
ZITSJLO,X,X,O,X
ZITSJOL,X,O,O,X
ZITSOLJ,X,X,O,X
ZITSOJL,X,O,O,X
ZITOLJS,X,O,X,X
ZITOLSJ,X,O,X,X
ZITOJLS,X,O,X,X
ZITOJSL,X,O,O,X
ZITOSLJ,X,X,O,X
ZITOSJL,X,O,O,X
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,X
ZILTSJO,X,O,X,X
ZILTSOJ,X,O,X,X
ZILTOJS,X,O,X,X
ZILTOSJ,X,O,X,X
ZILJTSO,X,O,X,X
ZILJTOS,X,O,X,X
ZILJSTO,X,X,O,X
ZILJSOT,X,X,O,X
ZILJOTS,X,O,X,X
ZILJOST,X,X,O,X
ZILSTJO,X,O,O,X
ZILSTOJ,X,O,O,X
ZILSJTO,X,X,O,X
ZILSJOT,X,X,O,X
ZILSOTJ,X,O,O,X
ZILSOJT,X,X,O,X
ZILOTJS,X,O,X,X
ZILOTSJ,X,O,X,X
ZILOJTS,X,O,X,X
ZILOJST,X,X,O,X
ZILOSTJ,X,O,O,X
ZILOSJT,X,X,O,X
ZIJTLSO,X,O,X,X
ZIJTLOS,X,O,X,X
ZIJTSLO,X,X,O,X
ZIJTSOL,X,O,O,X
ZIJTOLS,X,O,X,X
ZIJTOSL,X,O,O,X
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,X,X
ZIJLSTO,X,X,O,X
ZIJLSOT,X,X,O,X
ZIJLOTS,X,O,X,X
ZIJLOST,X,X,O,X
ZIJSTLO,X,X,O,X
ZIJSTOL,X,X,O,X
ZIJSLTO,X,X,O,X
ZIJSLOT,X,X,O,X
ZIJSOTL,X,X,O,X
ZIJSOLT,X,X,O,X
ZIJOTLS,X,O,X,X
ZIJOTSL,X,O,O,X
ZIJOLTS,X,O,X,X
ZIJOLST,X,X,O,X
ZIJOSTL,X,X,O,X
ZIJOSLT,X,X,O,X
ZISTLJO,X,X,O,X
ZISTLOJ,X,X,O,X
ZISTJLO,X,X,O,X
ZISTJOL,X,O,O,X
ZISTOLJ,X,X,O,X
ZISTOJL,X,O,O,X
ZISLTJO,X,O,O,X
ZISLTOJ,X,O,O,X
ZISLJTO,X,X,O,X
ZISLJOT,X,X,O,X
ZISLOTJ,X,O,O,X
ZISLOJT,X,X,O,X
ZISJTLO,X,X,O,X
ZISJTOL,X,X,O,X
ZISJLTO,X,X,O,X
ZISJLOT,X,X,O,X
ZISJOTL,X,X,O,X
ZISJOLT,X,X,O,X
ZISOTLJ,X,X,O,X
ZISOTJL,X,O,O,X
ZISOLTJ,X,O,O,X
ZISOLJT,X,X,O,X
ZISOJTL,X,X,O,X
ZISOJLT,X,X,O,X
ZIOTLJS,X,O,X,X
ZIOTLSJ,X,O,X,X
ZIOTJLS,X,O,X,X
ZIOTJSL,X,O,O,X
ZIOTSLJ,X,X,O,X
ZIOTSJL,X,O,O,X
ZIOLTJS,X,O,X,X
ZIOLTSJ,X,O,X,X
ZIOLJTS,X,O,X,X
ZIOLJST,X,X,O,X
ZIOLSTJ,X,O,O,X
ZIOLSJT,X,X,O,X
ZIOJTLS,X,O,X,X
ZIOJTSL,X,O,O,X
ZIOJLTS,X,O,X,X
ZIOJLST,X,X,O,X
ZIOJSTL,X,X,O,X
ZIOJSLT,X,X,O,X
ZIOSTLJ,X,X,O,X
ZIOSTJL,X,O,O,X
ZIOSLTJ,X,O,O,X
ZIOSLJT,X,X,O,X
ZIOSJTL,X,X,O,X
ZIOSJLT,X,X,O,X
ZLTIJSO,X,O,X,O
ZLTIJOS,X,O,X,O
ZLTISJO,X,O,X,X
ZLTISOJ,X,O,X,O
ZLTIOJS,X,O,X,O
ZLTIOSJ,X,O,X,O
ZLTJISO,O,O,X,O
ZLTJIOS,O,O,X,O
ZLTJSIO,O,O,X,O
ZLTJSOI,O,O,X,O
ZLTJOIS,O,O,X,O
ZLTJOSI,O,O,X,O
ZLTSIJO,X,O,X,X
ZLTSIOJ,X,O,X,O
ZLTSJIO,X,O,X,X
ZLTSJOI,X,O,X,X
ZLTSOIJ,X,O,X,O
ZLTSOJI,X,O,X,O
ZLTOIJS,X,O,X,O
ZLTOISJ,X,O,X,O
ZLTOJIS,O,O,X,O
ZLTOJSI,O,O,X,O
ZLTOSIJ,X,O,X,O
ZLTOSJI,X,O,X,O
ZLITJSO,X,O,X,O
ZLITJOS,X,O,X,O
ZLITSJO,X,O,X,X
ZLITSOJ,X,O,X,O
ZLITOJS,X,O,X,O
ZLITOSJ,X,O,X,O
ZLIJTSO,O,O,X,X
ZLIJTOS,O,O,X,X
ZLIJSTO,O,X,O,X
ZLIJSOT,O,X,O,X
ZLIJOTS,O,O,X,X
ZLIJOST,O,X,O,X
ZLISTJO,O,O,O,X
ZLISTOJ,O,O,O,X
ZLISJTO,O,X,O,X
ZLISJOT,O,X,O,X
ZLISOTJ,O,O,O,X
ZLISOJT,O,X,O,X
ZLIOTJS,X,O,X,O
ZLIOTSJ,X,O,X,O
ZLIOJTS,O,O,X,X
ZLIOJST,O,X,O,X
ZLIOSTJ,O,O,O,X
ZLIOSJT,O,X,O,X
ZLJTISO,O,O,X,O
ZLJTIOS,O,O,X,O
ZLJTSIO,O,O,X,O
ZLJTSOI,O,O,X,O
ZLJTOIS,O,O,X,O
ZLJTOSI,O,O,X,O
ZLJITSO,O,O,X,X
ZLJITOS,O,O,X,X
ZLJISTO,O,X,O,X
ZLJISOT,O,X,O,X
ZLJIOTS,O,O,X,X
ZLJIOST,O,X,O,X
ZLJSTIO,O,X,O,O
ZLJSTOI,O,X,O,O
ZLJSITO,O,X,O,X
ZLJSIOT,O,X,O,X
ZLJSOTI,O,X,O,O
ZLJSOIT,O,X,O,X
ZLJOTIS,O,O,X,O
ZLJOTSI,O,O,X,O
ZLJOITS,O,O,X,X
ZLJOIST,O,X,O,X
ZLJOSTI,O,X,O,O
ZLJOSIT,O,X,O,X
ZLSTIJO,O,O,O,X
ZLSTIOJ,O,O,O,X
ZLSTJIO,O,O,O,X
ZLSTJOI,O,O,O,X
ZLSTOIJ,O,O,O,X
ZLSTOJI,O,O,O,X
ZLSITJO,O,O,O,X
ZLSITOJ,O,O,O,X
ZLSIJTO,O,X,O,X
ZLSIJOT,O,X,O,X
ZLSIOTJ,O,O,O,X
ZLSIOJT,O,X,O,X
ZLSJTIO,O,X,O,X
ZLSJTOI,O,X,O,X
ZLSJITO,O,X,O,X
ZLSJIOT,O,X,O,X
ZLSJOTI,O,X,O,X
ZLSJOIT,O,X,O,X
ZLSOTIJ,O,O,O,X
ZLSOTJI,O,O,O,X
ZLSOITJ,O,O,O,X
ZLSOIJT,O,X,O,X
ZLSOJTI,O,X,O,X
ZLSOJIT,O,X,O,X
ZLOTIJS,X,O,X,O
ZLOTISJ,X,O,X,O
ZLOTJIS,O,O,X,O
ZLOTJSI,O,O,X,O
ZLOTSIJ,X,O,X,O
ZLOTSJI,X,O,X,O
ZLOITJS,X,O,X,O
ZLOITSJ,X,O,X,O
ZLOIJTS,O,O,X,X
ZLOIJST,O,X,O,X
ZLOISTJ,O,O,O,X
ZLOISJT,O,X,O,X
ZLOJTIS,O,O,X,O
ZLOJTSI,O,O,X,O
ZLOJITS,O,O,X,X
ZLOJIST,O,X,O,X
ZLOJSTI,O,X,O,O
ZLOJSIT,O,X,O,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,O,O,O,X
ZLOSITJ,O,O,O,X
ZLOSIJT,O,X,O,X
ZLOSJTI,O,X,O,X
ZLOSJIT,O,X,O,X
ZJTILSO,O,O,X,X
ZJTILOS,O,O,X,X
ZJTISLO,X,X,O,X
ZJTISOL,X,O,O,X
ZJTIOLS,O,O,X,X
ZJTIOSL,X,O,O,X
ZJTLISO,O,O,X,O
ZJTLIOS,O,O,X,O
ZJTLSIO,O,O,X,O
ZJTLSOI,O,O,X,O
ZJTLOIS,O,O,X,O
ZJTLOSI,O,O,X,O
ZJTSILO,X,X,O,X
ZJTSIOL,X,O,O,X
ZJTSLIO,O,X,O,O
ZJTSLOI,O,X,O,O
ZJTSOIL,X,O,O,X
ZJTSOLI,O,X,O,O
ZJTOILS,O,O,X,X
ZJTOISL,X,O,O,X
ZJTOLIS,O,O,X,O
ZJTOLSI,O,O,X,O
ZJTOSIL,X,O,O,X
ZJTOSLI,O,X,O,O
ZJITLSO,O,O,X,X
ZJITLOS,O,O,X,X
ZJITSLO,X,X,O,X
ZJITSOL,X,O,O,X
ZJITOLS,O,O,X,X
ZJITOSL,X,O,O,X
ZJILTSO,O,O,X,X
ZJILTOS,O,O,X,X
ZJILSTO,O,X,O,X
ZJILSOT,O,X,O,X
ZJILOTS,O,O,X,X
ZJILOST,O,X,O,X
ZJISTLO,X,X,O,X
ZJISTOL,X,X,O,X
ZJISLTO,X,X,O,X
ZJISLOT,X,X,O,X
ZJISOTL,X,X,O,X
ZJISOLT,X,X,O,X
ZJIOTLS,O,O,X,X
ZJIOTSL,X,O,O,X
ZJIOLTS,O,O,X,X
ZJIOLST,O,X,O,X
ZJIOSTL,X,X,O,X
ZJIOSLT,X,X,O,X
ZJLTISO,O,O,X,O
ZJLTIOS,O,O,X,O
ZJLTSIO,O,O,X,O
ZJLTSOI,O,O,X,O
ZJLTOIS,O,O,X,O
ZJLTOSI,O,O,X,O
ZJLITSO,O,O,X,X
ZJLITOS,O,O,X,X
ZJLISTO,O,X,O,X
ZJLISOT,O,X,O,X
ZJLIOTS,O,O,X,X
ZJLIOST,O,X,O,X
ZJLSTIO,O,X,O,O
ZJLSTOI,O,X,O,O
ZJLSITO,O,X,O,X
ZJLSIOT,O,X,O,X
ZJLSOTI,O,X,O,O
ZJLSOIT,O,X,O,X
ZJLOTIS,O,O,X,O
ZJLOTSI,O,O,X,O
ZJLOITS,O,O,X,X
ZJLOIST,O,X,O,X
ZJLOSTI,O,X,O,O
ZJLOSIT,O,X,O,X
ZJSTILO,O,X,O,X
ZJSTIOL,O,X,O,X
ZJSTLIO,O,X,O,O
ZJSTLOI,O,X,O,O
ZJSTOIL,O,X,O,X
ZJSTOLI,O,X,O,O
ZJSITLO,O,X,O,X
ZJSITOL,O,X,O,X
ZJSILTO,O,X,O,X
ZJSILOT,O,X,O,X
ZJSIOTL,O,X,O,X
ZJSIOLT,O,X,O,X
ZJSLTIO,O,X,O,O
ZJSLTOI,O,X,O,O
ZJSLITO,O,X,O,X
ZJSLIOT,O,X,O,X
ZJSLOTI,O,X,O,O
ZJSLOIT,O,X,O,X
ZJSOTIL,O,X,O,X
ZJSOTLI,O,X,O,O
ZJSOITL,O,X,O,X
ZJSOILT,O,X,O,X
ZJSOLTI,O,X,O,O
ZJSOLIT,O,X,O,X
ZJOTILS,O,O,X,X
ZJOTISL,X,O,O,X
ZJOTLIS,O,O,X,O
ZJOTLSI,O,O,X,O
ZJOTSIL,X,O,O,X
ZJOTSLI,O,X,O,O
ZJOITLS,O,O,X,X
ZJOITSL,X,O,O,X
ZJOILTS,O,O,X,X
ZJOILST,O,X,O,X
ZJOISTL,X,X,O,X
ZJOISLT,X,X,O,X
ZJOLTIS,O,O,X,O
ZJOLTSI,O,O,X,O
ZJOLITS,O,O,X,X
ZJOLIST,O,X,O,X
ZJOLSTI,O,X,O,O
ZJOLSIT,O,X,O,X
ZJOSTIL,O,X,O,X
ZJOSTLI,O,X,O,O
ZJOSITL,O,X,O,X
ZJOSILT,O,X,O,X
ZJOSLTI,O,X,O,O
ZJOSLIT,O,X,O,X
ZSTILJO,O,X,O,X
ZSTILOJ,O,X,O,X
ZSTIJLO,X,X,O,X
ZSTIJOL,O,O,O,X
ZSTIOLJ,O,X,O,X
ZSTIOJL,O,O,O,X
ZSTLIJO,O,X,O,X
ZSTLIOJ,O,X,O,X
ZSTLJIO,O,X,O,X
ZSTLJOI,O,X,O,X
ZSTLOIJ,O,X,O,X
ZSTLOJI,O,X,O,X
ZSTJILO,X,X,O,X
ZSTJIOL,O,O,O,X
ZSTJLIO,O,X,O,X
ZSTJLOI,O,X,O,X
ZSTJOIL,O,O,O,X
ZSTJOLI,O,X,O,X
ZSTOILJ,O,X,O,X
ZSTOIJL,O,O,O,X
ZSTOLIJ,O,X,O,X
ZSTOLJI,O,X,O,X
ZSTOJIL,O,O,O,X
ZSTOJLI,O,X,O,X
ZSITLJO,O,X,O,X
ZSITLOJ,O,X,O,X
ZSITJLO,X,X,O,X
ZSITJOL,O,O,O,X
ZSITOLJ,O,X,O,X
ZSITOJL,O,O,O,X
ZSILTJO,O,O,O,X
ZSILTOJ,O,O,O,X
ZSILJTO,O,X,O,X
ZSILJOT,O,X,O,X
ZSILOTJ,O,O,O,X
ZSILOJT,O,X,O,X
ZSIJTLO,O,X,O,X
ZSIJTOL,O,X,O,X
ZSIJLTO,O,X,O,X
ZSIJLOT,O,X,O,X
ZSIJOTL,O,X,O,X
ZSIJOLT,O,X,O,X
ZSIOTLJ,O,X,O,X
ZSIOTJL,O,O,O,X
ZSIOLTJ,O,O,O,X
ZSIOLJT,O,X,O,X
ZSIOJTL,O,X,O,X
ZSIOJLT,O,X,O,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,O,O,X
ZSLTJIO,O,O,O,X
ZSLTJOI,O,O,O,X
ZSLTOIJ,O,O,O,X
ZSLTOJI,O,O,O,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,O,O,X
ZSLIJTO,O,X,O,X
ZSLIJOT,O,X,O,X
ZSLIOTJ,O,O,O,X
ZSLIOJT,O,X,O,X
ZSLJTIO,O,X,O,X
ZSLJTOI,O,X,O,X
ZSLJITO,O,X,O,X
ZSLJIOT,O,X,O,X
ZSLJOTI,O,X,O,X
ZSLJOIT,O,X,O,X
ZSLOTIJ,O,O,O,X
ZSLOTJI,O,O,O,X
ZSLOITJ,O,O,O,X
ZSLOIJT,O,X,O,X
ZSLOJTI,O,X,O,X
ZSLOJIT,O,X,O,X
ZSJTILO,O,X,O,X
ZSJTIOL,O,X,O,X
ZSJTLIO,O,X,O,X
ZSJTLOI,O,X,O,X
ZSJTOIL,O,X,O,X
ZSJTOLI,O,X,O,X
ZSJITLO,O,X,O,X
ZSJITOL,O,X,O,X
ZSJILTO,O,X,O,X
ZSJILOT,O,X,O,X
ZSJIOTL,O,X,O,X
ZSJIOLT,O,X,O,X
ZSJLTIO,O,X,O,X
ZSJLTOI,O,X,O,X
ZSJLITO,O,X,O,X
ZSJLIOT,O,X,O,X
ZSJLOTI,O,X,O,X
ZSJLOIT,O,X,O,X
ZSJOTIL,O,X,O,X
ZSJOTLI,O,X,O,X
ZSJOITL,O,X,O,X
ZSJOILT,O,X,O,X
ZSJOLTI,O,X,O,X
ZSJOLIT,O,X,O,X
ZSOTILJ,O,X,O,X
ZSOTIJL,O,O,O,X
ZSOTLIJ,O,X,O,X
ZSOTLJI,O,X,O,X
ZSOTJIL,O,O,O,X
ZSOTJLI,O,X,O,X
ZSOITLJ,O,X,O,X
ZSOITJL,O,O,O,X
ZSOILTJ,O,O,O,X
ZSOILJT,O,X,O,X
ZSOIJTL,O,X,O,X
ZSOIJLT,O,X,O,X
ZSOLTIJ,O,O,O,X
ZSOLTJI,O,O,O,X
ZSOLITJ,O,O,O,X
ZSOLIJT,O,X,O,X
ZSOLJTI,O,X,O,X
ZSOLJIT,O,X,O,X
ZSOJTIL,O,X,O,X
ZSOJTLI,O,X,O,X
ZSOJITL,O,X,O,X
ZSOJILT,O,X,O,X
ZSOJLTI,O,X,O,X
ZSOJLIT,O,X,O,X
ZOTILJS,X,O,X,X
ZOTILSJ,X,O,X,X
ZOTIJLS,X,O,X,X
ZOTIJSL,X,O,O,X
ZOTISLJ,X,X,O,X
ZOTISJL,X,O,O,X
ZOTLIJS,X,O,X,O
ZOTLISJ,X,O,X,O
ZOTLJIS,O,O,X,O
ZOTLJSI,O,O,X,O
ZOTLSIJ,X,O,X,O
ZOTLSJI,X,O,X,O
ZOTJILS,O,O,X,X
ZOTJISL,X,O,O,X
ZOTJLIS,O,O,X,O
ZOTJLSI,O,O,X,O
ZOTJSIL,X,O,O,X
ZOTJSLI,O,X,O,O
ZOTSILJ,X,X,O,X
ZOTSIJL,X,O,O,X
ZOTSLIJ,X,X,O,O
ZOTSLJI,X,X,O,O
ZOTSJIL,X,O,O,X
ZOTSJLI,X,X,O,X
ZOITLJS,X,O,X,X
ZOITLSJ,X,O,X,X
ZOITJLS,X,O,X,X
ZOITJSL,X,O,O,X
ZOITSLJ,X,X,O,X
ZOITSJL,X,O,O,X
ZOILTJS,X,O,X,X
ZOILTSJ,X,O,X,X
ZOILJTS,X,O,X,X
ZOILJST,X,X,O,X
ZOILSTJ,X,O,O,X
ZOILSJT,X,X,O,X
ZOIJTLS,X,O,X,X
ZOIJTSL,X,O,O,X
ZOIJLTS,X,O,X,X
ZOIJLST,X,X,O,X
ZOIJSTL,X,X,O,X
ZOIJSLT,X,X,O,X
ZOISTLJ,X,X,O,X
ZOISTJL,X,O,O,X
ZOISLTJ,X,O,O,X
ZOISLJT,X,X,O,X
ZOISJTL,X,X,O,X
ZOISJLT,X,X,O,X
ZOLTIJS,X,O,X,O
ZOLTISJ,X,O,X,O
ZOLTJIS,O,O,X,O
ZOLTJSI,O,O,X,O
ZOLTSIJ,X,O,X,O
ZOLTSJI,X,O,X,O
ZOLITJS,X,O,X,O
ZOLITSJ,X,O,X,O
ZOLIJTS,O,O,X,X
ZOLIJST,O,X,O,X
ZOLISTJ,O,O,O,X
ZOLISJT,O,X,O,X
ZOLJTIS,O,O,X,O
