sequence,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBRhBGjB0mBlnBXtB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhBziB+oB3kBlmB0sB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhB+oB3kB0mBlnBzsB,v115@KhA8HeC8EeG8BeA8Je2EJvhFFhBxiBCnBToB3kB0sB,v115@KhA8HeC8EeG8BeA8JeOEJvhF8kBFhB6oBRnBXnBzsB,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBUhBFiBGoBRsBXtB
JZISLTO,O,O,O,X,X,O
JZISLOT,O,O,O,X,X,O
JZISOTL,X,O,O,X,X,X
JZISOLT,O,O,O,X,X,X
JZIOTLS,X,O,X,O,O,O
JZIOTSL,X,O,O,X,O,X
JZIOLTS,X,X,X,O,O,O
JZIOLST,X,O,X,O,O,O
JZIOSTL,X,O,O,X,O,X
JZIOSLT,X,O,O,O,O,X
JZLTISO,O,O,O,X,X,O
JZLTIOS,O,O,X,O,O,O
JZLTSIO,O,O,O,X,X,X
JZLTSOI,O,O,O,O,O,O
JZLTOIS,O,O,X,O,O,O
JZLTOSI,O,O,X,O,O,O
JZLITSO,O,X,O,X,X,O
JZLITOS,O,X,X,O,O,O
JZLISTO,O,O,O,X,X,O
JZLISOT,O,O,O,X,X,O
JZLIOTS,O,X,X,O,O,O
JZLIOST,O,O,X,O,O,O
JZLSTIO,O,O,O,X,X,X
JZLSTOI,O,O,O,O,O,O
JZLSITO,O,O,O,X,X,X
JZLSIOT,O,O,O,X,X,X
JZLSOTI,O,O,O,O,O,O
JZLSOIT,O,O,O,O,O,X
JZLOTIS,O,O,X,O,O,O
JZLOTSI,O,O,X,O,O,O
JZLOITS,O,X,X,O,O,O
JZLOIST,O,O,X,O,O,O
JZLOSTI,O,O,X,O,O,O
JZLOSIT,O,O,X,O,O,X
JZSTILO,O,O,O,X,X,X
JZSTIOL,O,O,O,X,X,X
JZSTLIO,O,O,O,X,X,X
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,X,O,X
JZSTOLI,O,O,O,X,O,X
JZSITLO,O,O,O,X,X,X
JZSITOL,O,O,O,X,X,X
JZSILTO,O,O,O,X,X,X
JZSILOT,O,O,O,X,X,X
JZSIOTL,X,O,O,X,X,X
JZSIOLT,O,O,O,X,X,X
JZSLTIO,O,O,O,X,X,X
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,O,O,X,X,X
JZSLIOT,O,O,O,X,X,X
JZSLOTI,O,O,O,O,O,O
JZSLOIT,O,O,O,O,O,X
JZSOTIL,X,O,O,X,O,X
JZSOTLI,X,O,O,X,O,X
JZSOITL,X,O,O,X,O,X
JZSOILT,O,O,O,O,O,X
JZSOLTI,O,O,O,O,O,X
JZSOLIT,O,O,O,O,O,X
JZOTILS,X,O,X,O,O,X
JZOTISL,X,O,O,X,O,X
JZOTLIS,X,O,X,O,O,O
JZOTLSI,X,O,X,O,O,O
JZOTSIL,X,O,O,X,O,X
JZOTSLI,X,O,O,X,O,X
JZOITLS,X,O,X,O,O,X
JZOITSL,X,O,O,X,O,X
JZOILTS,X,X,X,O,O,X
JZOILST,X,O,X,O,O,X
JZOISTL,X,O,O,X,O,X
JZOISLT,X,O,O,O,O,X
JZOLTIS,X,O,X,O,O,O
JZOLTSI,X,O,X,O,O,O
JZOLITS,X,X,X,O,O,O
JZOLIST,X,O,X,O,O,X
JZOLSTI,X,O,X,O,O,O
JZOLSIT,X,O,X,O,O,X
JZOSTIL,X,O,O,X,O,X
JZOSTLI,X,O,O,X,O,X
JZOSITL,X,O,O,X,O,X
JZOSILT,X,O,O,O,O,X
JZOSLTI,X,O,O,O,O,X
JZOSLIT,X,O,O,O,O,X
JOTILSZ,X,O,X,O,X,X
JOTILZS,X,X,X,O,O,X
JOTISLZ,X,O,X,X,X,X
JOTISZL,X,O,X,X,X,X
JOTIZLS,X,O,X,X,O,X
JOTIZSL,X,O,X,X,O,X
JOTLISZ,X,O,X,O,X,X
JOTLIZS,X,X,X,O,O,O
JOTLSIZ,X,O,X,O,X,X
JOTLSZI,X,O,X,O,X,O
JOTLZIS,X,X,X,O,O,O
JOTLZSI,X,X,X,O,O,O
JOTSILZ,X,O,X,X,X,X
JOTSIZL,X,O,X,X,X,X
JOTSLIZ,X,O,X,O,X,X
JOTSLZI,X,O,O,O,X,X
JOTSZIL,X,O,O,X,X,X
JOTSZLI,X,O,O,X,X,X
JOTZILS,X,O,X,X,O,X
JOTZISL,X,O,O,X,O,X
JOTZLIS,X,O,X,O,O,O
JOTZLSI,X,O,X,O,O,O
JOTZSIL,X,O,O,X,O,X
JOTZSLI,X,O,O,X,O,X
JOITLSZ,X,O,X,O,X,X
JOITLZS,X,X,X,O,O,X
JOITSLZ,X,O,X,X,X,X
JOITSZL,X,O,X,X,X,X
JOITZLS,X,O,X,X,O,X
JOITZSL,X,O,X,X,O,X
JOILTSZ,X,X,X,O,X,X
JOILTZS,X,X,X,O,O,X
JOILSTZ,X,O,X,O,X,X
JOILSZT,X,O,X,X,X,X
JOILZTS,X,X,X,O,O,X
JOILZST,X,X,X,X,O,X
JOISTLZ,X,O,X,X,X,X
JOISTZL,X,O,X,X,X,X
JOISLTZ,X,O,X,O,X,X
JOISLZT,X,O,O,X,X,X
JOISZTL,X,O,O,X,X,X
JOISZLT,X,O,O,X,X,X
JOIZTLS,X,X,X,X,O,X
JOIZTSL,X,O,O,X,O,X
JOIZLTS,X,X,X,O,O,X
JOIZLST,X,O,X,X,O,X
JOIZSTL,X,O,O,X,O,X
JOIZSLT,X,O,O,X,O,X
JOLTISZ,X,O,X,O,X,X
JOLTIZS,X,X,X,O,O,O
JOLTSIZ,X,O,X,O,X,X
JOLTSZI,X,O,X,O,X,O
JOLTZIS,X,X,X,O,O,O
JOLTZSI,X,X,X,O,O,O
JOLITSZ,X,X,X,O,X,X
JOLITZS,X,X,X,O,O,O
JOLISTZ,X,O,X,O,X,X
JOLISZT,X,O,X,X,X,X
JOLIZTS,X,X,X,O,O,O
JOLIZST,X,X,X,X,O,X
JOLSTIZ,X,O,X,O,X,X
JOLSTZI,X,O,X,O,X,O
JOLSITZ,X,O,X,O,X,X
JOLSIZT,X,O,X,X,X,X
JOLSZTI,X,O,X,X,X,O
JOLSZIT,X,O,X,X,X,X
JOLZTIS,X,X,X,O,O,O
JOLZTSI,X,X,X,O,O,O
JOLZITS,X,X,X,O,O,O
JOLZIST,X,X,X,O,O,X
JOLZSTI,X,X,X,O,O,O
JOLZSIT,X,X,X,O,O,X
JOSTILZ,X,O,X,X,X,X
JOSTIZL,X,O,X,X,X,X
JOSTLIZ,X,O,X,O,X,X
JOSTLZI,X,O,O,O,X,X
JOSTZIL,X,O,O,X,X,X
JOSTZLI,X,O,O,X,X,X
JOSITLZ,X,O,X,X,X,X
JOSITZL,X,O,X,X,X,X
JOSILTZ,X,O,X,O,X,X
JOSILZT,X,O,O,X,X,X
JOSIZTL,X,O,O,X,X,X
JOSIZLT,X,O,O,X,X,X
JOSLTIZ,X,O,X,O,X,X
JOSLTZI,X,O,O,O,X,X
JOSLITZ,X,O,X,O,X,X
JOSLIZT,X,O,O,X,X,X
JOSLZTI,X,O,O,X,X,X
JOSLZIT,X,O,O,X,X,X
JOSZTIL,X,O,O,X,X,X
JOSZTLI,X,O,O,X,X,X
JOSZITL,X,O,O,X,X,X
JOSZILT,X,O,O,X,X,X
JOSZLTI,X,O,O,X,X,X
JOSZLIT,X,O,O,X,X,X
JOZTILS,X,O,X,O,O,X
JOZTISL,X,O,O,X,O,X
JOZTLIS,X,O,X,O,O,O
JOZTLSI,X,O,X,O,O,O
JOZTSIL,X,O,O,X,O,X
JOZTSLI,X,O,O,X,O,X
JOZITLS,X,O,X,O,O,X
JOZITSL,X,O,O,X,O,X
JOZILTS,X,X,X,O,O,X
JOZILST,X,O,X,O,O,X
JOZISTL,X,O,O,X,O,X
JOZISLT,X,O,O,O,O,X
JOZLTIS,X,O,X,O,O,O
JOZLTSI,X,O,X,O,O,O
JOZLITS,X,X,X,O,O,O
JOZLIST,X,O,X,O,O,X
JOZLSTI,X,O,X,O,O,O
JOZLSIT,X,O,X,O,O,X
JOZSTIL,X,O,O,X,O,X
JOZSTLI,X,O,O,X,O,X
JOZSITL,X,O,O,X,O,X
JOZSILT,X,O,O,O,O,X
JOZSLTI,X,O,O,O,O,X
JOZSLIT,X,O,O,O,O,X
STILJZO,O,O,O,X,X,X
STILJOZ,O,O,X,X,X,X
STILZJO,O,O,O,X,X,X
STILZOJ,O,O,X,X,X,X
STILOJZ,O,O,X,X,X,X
STILOZJ,O,O,X,X,X,X
STIJLZO,O,O,O,X,X,X
STIJLOZ,O,O,X,X,X,X
STIJZLO,O,O,O,X,X,X
STIJZOL,O,O,O,X,X,X
STIJOLZ,O,O,X,X,X,X
STIJOZL,X,O,X,X,X,X
STIZLJO,O,O,O,X,X,X
STIZLOJ,O,O,X,X,X,X
STIZJLO,O,O,O,X,X,X
STIZJOL,O,O,O,X,X,X
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,O,O,X,X,X,X
STIOLZJ,O,O,X,X,X,X
STIOJLZ,O,O,X,X,X,X
STIOJZL,X,O,X,X,X,X
STIOZLJ,X,O,X,X,X,X
STIOZJL,X,O,X,X,X,X
STLIJZO,O,O,O,X,X,X
STLIJOZ,O,O,X,X,X,X
STLIZJO,O,O,O,X,X,X
STLIZOJ,O,O,X,X,X,X
STLIOJZ,O,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X
STLJIZO,O,O,O,X,X,X
STLJIOZ,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,O,X,X
STLJOIZ,O,O,X,O,X,X
STLJOZI,O,O,O,O,X,X
STLZIJO,O,O,O,X,X,X
STLZIOJ,O,O,X,X,X,X
STLZJIO,O,O,O,X,X,X
STLZJOI,O,O,O,O,O,X
STLZOIJ,O,O,X,O,O,X
STLZOJI,O,O,X,O,O,X
STLOIJZ,O,O,X,O,X,X
STLOIZJ,O,O,X,X,O,X
STLOJIZ,O,O,X,O,X,X
STLOJZI,O,O,X,O,X,X
STLOZIJ,O,O,X,X,O,X
STLOZJI,O,O,X,X,O,X
STJILZO,O,O,O,X,X,X
STJILOZ,O,O,X,X,X,X
STJIZLO,O,O,O,X,X,X
STJIZOL,O,O,O,X,X,X
STJIOLZ,O,O,X,X,X,X
STJIOZL,X,O,X,X,X,X
STJLIZO,O,O,O,X,X,X
STJLIOZ,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,X
STJLZOI,O,O,O,O,X,X
STJLOIZ,O,O,X,O,X,X
STJLOZI,O,O,O,O,X,X
STJZILO,O,O,O,X,X,X
STJZIOL,O,O,O,X,X,X
STJZLIO,O,O,O,X,X,X
STJZLOI,O,O,O,O,X,X
STJZOIL,O,O,O,X,X,X
STJZOLI,O,O,O,X,X,X
STJOILZ,O,O,X,X,X,X
STJOIZL,X,O,X,X,X,X
STJOLIZ,O,O,X,O,X,X
STJOLZI,O,O,O,O,X,X
STJOZIL,O,O,O,X,X,X
STJOZLI,O,O,O,X,X,X
STZILJO,O,O,O,X,X,X
STZILOJ,O,O,X,X,X,X
STZIJLO,O,O,O,X,X,X
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,X,X,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,X
STZLIOJ,O,O,X,X,X,X
STZLJIO,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,X
STZLOIJ,O,O,X,O,O,X
STZLOJI,O,O,X,O,O,X
STZJILO,O,O,O,X,X,X
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,X
STZJOIL,O,O,O,X,O,X
STZJOLI,O,O,O,X,O,X
STZOILJ,O,O,X,X,O,X
STZOIJL,O,O,X,X,O,X
STZOLIJ,O,O,X,X,O,X
STZOLJI,O,O,X,X,O,X
STZOJIL,O,O,X,X,O,X
STZOJLI,O,O,X,X,O,X
STOILJZ,O,O,X,X,X,X
STOILZJ,O,O,X,X,O,X
STOIJLZ,O,O,X,X,X,X
STOIJZL,X,O,X,X,X,X
STOIZLJ,X,O,X,X,O,X
STOIZJL,X,O,X,X,O,X
STOLIJZ,O,O,X,O,X,X
STOLIZJ,O,O,X,X,O,X
STOLJIZ,O,O,X,O,X,X
STOLJZI,O,O,X,O,X,X
STOLZIJ,O,O,X,X,O,X
STOLZJI,O,O,X,X,O,X
STOJILZ,O,O,X,X,X,X
STOJIZL,X,O,X,X,X,X
STOJLIZ,O,O,X,O,X,X
STOJLZI,O,O,X,O,X,X
STOJZIL,O,O,X,X,X,X
STOJZLI,O,O,X,X,X,X
STOZILJ,O,O,X,X,O,X
STOZIJL,O,O,X,X,O,X
STOZLIJ,O,O,X,X,O,X
STOZLJI,O,O,X,X,O,X
STOZJIL,O,O,X,X,O,X
STOZJLI,O,O,X,X,O,X
SITLJZO,O,O,O,X,X,O
SITLJOZ,O,O,X,X,X,O
SITLZJO,O,O,O,X,X,O
SITLZOJ,O,O,X,X,X,O
SITLOJZ,O,O,X,X,X,O
SITLOZJ,O,O,X,X,X,O
SITJLZO,O,O,O,X,X,O
SITJLOZ,O,O,X,X,X,O
SITJZLO,O,O,O,X,X,O
SITJZOL,O,O,O,X,X,X
SITJOLZ,O,O,X,X,X,X
SITJOZL,X,O,X,X,X,X
SITZLJO,O,O,O,X,X,O
SITZLOJ,O,O,X,X,X,O
SITZJLO,O,O,O,X,X,O
SITZJOL,O,O,O,X,X,X
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,O,O,X,X,X,X
SITOLZJ,O,O,X,X,X,X
SITOJLZ,O,O,X,X,X,X
SITOJZL,X,O,X,X,X,X
SITOZLJ,X,O,X,X,X,X
SITOZJL,X,O,X,X,X,X
SILTJZO,O,O,O,X,X,O
SILTJOZ,O,O,X,X,X,O
SILTZJO,O,O,O,X,X,O
SILTZOJ,O,O,X,X,X,O
SILTOJZ,O,O,X,X,X,O
SILTOZJ,O,O,X,X,X,O
SILJTZO,O,O,O,X,X,O
SILJTOZ,O,O,X,X,X,O
SILJZTO,O,O,O,X,X,O
SILJZOT,O,O,O,X,X,O
SILJOTZ,O,O,X,X,X,O
SILJOZT,O,O,O,X,X,O
SILZTJO,O,O,O,X,X,O
SILZTOJ,O,O,X,X,X,O
SILZJTO,O,O,O,X,X,O
SILZJOT,O,O,O,X,X,O
SILZOTJ,O,X,X,X,X,O
SILZOJT,O,O,O,X,X,O
SILOTJZ,O,O,X,X,X,O
SILOTZJ,O,O,X,X,X,O
SILOJTZ,O,O,X,X,X,O
SILOJZT,O,O,O,X,X,O
SILOZTJ,O,X,X,X,X,O
SILOZJT,O,O,O,X,X,O
SIJTLZO,O,O,O,X,X,O
SIJTLOZ,O,O,X,X,X,O
SIJTZLO,O,O,O,X,X,O
SIJTZOL,O,O,O,X,X,X
SIJTOLZ,O,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X
SIJLTZO,O,O,O,X,X,O
SIJLTOZ,O,O,X,X,X,O
SIJLZTO,O,O,O,X,X,O
SIJLZOT,O,O,O,X,X,O
SIJLOTZ,O,O,X,X,X,O
SIJLOZT,O,O,O,X,X,O
SIJZTLO,O,O,O,X,X,O
SIJZTOL,O,O,O,X,X,X
SIJZLTO,O,O,O,X,X,O
SIJZLOT,O,O,O,X,X,O
SIJZOTL,X,O,O,X,X,X
SIJZOLT,O,O,O,X,X,X
SIJOTLZ,X,O,X,X,X,X
SIJOTZL,X,O,X,X,X,X
SIJOLTZ,O,O,X,X,X,X
SIJOLZT,O,O,O,X,X,X
SIJOZTL,X,O,O,X,X,X
SIJOZLT,X,O,O,X,X,X
SIZTLJO,O,O,O,X,X,O
SIZTLOJ,O,O,X,X,X,O
SIZTJLO,O,O,O,X,X,O
SIZTJOL,O,O,O,X,X,X
SIZTOLJ,O,O,X,X,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,O,O,O,X,X,O
SIZLTOJ,O,O,X,X,X,O
SIZLJTO,O,O,O,X,X,O
SIZLJOT,O,O,O,X,X,O
SIZLOTJ,O,X,X,X,X,O
SIZLOJT,O,O,O,X,X,O
SIZJTLO,O,O,O,X,X,O
SIZJTOL,O,O,O,X,X,X
SIZJLTO,O,O,O,X,X,O
SIZJLOT,O,O,O,X,X,O
SIZJOTL,X,O,O,X,X,X
SIZJOLT,O,O,O,X,X,X
SIZOTLJ,O,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X
SIZOJTL,X,O,O,X,X,X
SIZOJLT,O,O,O,X,X,X
SIOTLJZ,O,O,X,X,X,X
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,O,O,X,X,X,X
SIOTJZL,X,O,X,X,X,X
SIOTZLJ,X,O,X,X,X,X
SIOTZJL,X,O,X,X,X,X
SIOLTJZ,O,O,X,X,X,X
SIOLTZJ,O,O,X,X,X,X
SIOLJTZ,O,O,X,X,X,X
SIOLJZT,O,O,O,X,X,X
SIOLZTJ,O,X,X,X,X,X
SIOLZJT,O,O,O,X,X,X
SIOJTLZ,X,O,X,X,X,X
SIOJTZL,X,O,X,X,X,X
SIOJLTZ,O,O,X,X,X,X
SIOJLZT,O,O,O,X,X,X
SIOJZTL,X,O,O,X,X,X
SIOJZLT,X,O,O,X,X,X
SIOZTLJ,O,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X
SIOZJTL,X,O,O,X,X,X
SIOZJLT,O,O,O,X,X,X
SLTIJZO,O,O,O,X,X,X
SLTIJOZ,O,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X
SLTIZOJ,O,O,X,X,X,X
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X
SLTJIZO,O,O,O,X,X,X
SLTJIOZ,O,O,X,X,X,X
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,O,X,X
SLTJOIZ,O,O,X,O,X,X
SLTJOZI,O,O,O,O,X,X
SLTZIJO,O,O,O,X,X,X
SLTZIOJ,O,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X
SLTZJOI,O,O,O,O,O,X
SLTZOIJ,O,O,X,O,O,X
SLTZOJI,O,O,X,O,O,X
SLTOIJZ,O,O,X,O,X,X
SLTOIZJ,O,O,X,X,O,X
SLTOJIZ,O,O,X,O,X,X
SLTOJZI,O,O,X,O,X,X
SLTOZIJ,O,O,X,X,O,X
SLTOZJI,O,O,X,X,O,X
SLITJZO,O,O,O,X,X,O
SLITJOZ,O,O,X,X,X,O
SLITZJO,O,O,O,X,X,O
SLITZOJ,O,O,X,X,X,O
SLITOJZ,O,O,X,X,X,O
SLITOZJ,O,O,X,X,X,O
SLIJTZO,O,O,O,X,X,O
SLIJTOZ,O,O,X,X,X,O
SLIJZTO,O,O,O,X,X,O
SLIJZOT,O,O,O,X,X,O
SLIJOTZ,O,O,X,X,X,O
SLIJOZT,O,O,O,X,X,O
SLIZTJO,O,O,O,X,X,O
SLIZTOJ,O,O,X,X,X,O
SLIZJTO,O,O,O,X,X,O
SLIZJOT,O,O,O,X,X,O
SLIZOTJ,O,X,X,X,X,O
SLIZOJT,O,O,O,X,X,O
SLIOTJZ,O,O,X,X,X,O
SLIOTZJ,O,O,X,X,X,O
SLIOJTZ,O,O,X,X,X,O
SLIOJZT,O,O,O,X,X,O
SLIOZTJ,O,X,X,X,X,O
SLIOZJT,O,O,O,X,X,O
SLJTIZO,O,O,O,X,X,X
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,O,X,O
SLJTOIZ,O,O,X,O,X,X
SLJTOZI,O,O,O,O,X,O
SLJITZO,O,O,O,X,X,X
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,O,O,X,X,X
SLJIZOT,O,O,O,X,X,X
SLJIOTZ,O,O,X,X,X,X
SLJIOZT,O,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,O,X,O
SLJZITO,O,O,O,X,X,X
SLJZIOT,O,O,O,X,X,X
SLJZOTI,O,O,O,O,X,O
SLJZOIT,O,O,O,O,X,X
SLJOTIZ,O,O,X,O,X,X
SLJOTZI,O,O,O,O,X,O
SLJOITZ,O,O,X,O,X,X
SLJOIZT,O,O,O,X,X,X
SLJOZTI,O,O,O,X,X,O
SLJOZIT,O,O,O,X,X,X
SLZTIJO,O,O,O,X,X,O
SLZTIOJ,O,O,X,X,X,O
SLZTJIO,O,O,O,X,X,X
SLZTJOI,O,O,O,O,O,O
SLZTOIJ,O,O,X,O,O,O
SLZTOJI,O,O,X,O,O,O
SLZITJO,O,O,O,X,X,O
SLZITOJ,O,O,X,X,X,O
SLZIJTO,O,O,O,X,X,O
SLZIJOT,O,O,O,X,X,O
SLZIOTJ,O,X,X,X,X,O
SLZIOJT,O,O,O,X,X,O
SLZJTIO,O,O,O,X,X,X
SLZJTOI,O,O,O,O,O,O
SLZJITO,O,O,O,X,X,X
SLZJIOT,O,O,O,X,X,X
SLZJOTI,O,O,O,O,O,O
SLZJOIT,O,O,O,O,O,X
SLZOTIJ,O,O,X,O,O,O
SLZOTJI,O,O,X,O,O,O
SLZOITJ,O,X,X,O,O,O
SLZOIJT,O,O,O,O,O,O
SLZOJTI,O,O,O,O,O,O
SLZOJIT,O,O,O,O,O,X
SLOTIJZ,O,O,X,O,X,X
SLOTIZJ,O,O,X,X,O,X
SLOTJIZ,O,O,X,O,X,X
SLOTJZI,O,O,X,O,X,X
SLOTZIJ,O,O,X,X,O,X
SLOTZJI,O,O,X,X,O,X
SLOITJZ,O,O,X,O,X,O
SLOITZJ,O,O,X,X,O,O
SLOIJTZ,O,O,X,O,X,O
SLOIJZT,O,O,O,X,X,O
SLOIZTJ,O,X,X,X,O,O
SLOIZJT,O,O,O,X,O,O
SLOJTIZ,O,O,X,O,X,X
SLOJTZI,O,O,O,O,X,O
SLOJITZ,O,O,X,O,X,X
SLOJIZT,O,O,O,X,X,X
SLOJZTI,O,O,O,X,X,O
SLOJZIT,O,O,O,X,X,X
SLOZTIJ,O,O,X,X,O,O
SLOZTJI,O,O,X,X,O,O
SLOZITJ,O,X,X,X,O,O
SLOZIJT,O,O,O,X,O,O
SLOZJTI,O,O,O,X,O,O
SLOZJIT,O,O,O,X,O,X
SJTILZO,O,O,O,X,X,X
SJTILOZ,O,O,X,X,X,X
SJTIZLO,O,O,O,X,X,X
SJTIZOL,O,O,O,X,X,X
SJTIOLZ,O,O,X,X,X,X
SJTIOZL,X,O,X,X,X,X
SJTLIZO,O,O,O,X,X,X
SJTLIOZ,O,O,X,X,X,X
SJTLZIO,O,O,O,X,X,X
SJTLZOI,O,O,O,O,X,O
SJTLOIZ,O,O,X,O,X,X
SJTLOZI,O,O,O,O,X,O
SJTZILO,O,O,O,X,X,X
SJTZIOL,O,O,O,X,X,X
SJTZLIO,O,O,O,X,X,X
SJTZLOI,O,O,O,O,X,O
SJTZOIL,O,O,O,X,X,X
SJTZOLI,O,O,O,X,X,X
SJTOILZ,O,O,X,X,X,X
SJTOIZL,X,O,X,X,X,X
SJTOLIZ,O,O,X,O,X,X
SJTOLZI,O,O,O,O,X,X
SJTOZIL,O,O,O,X,X,X
SJTOZLI,O,O,O,X,X,X
SJITLZO,O,O,O,X,X,X
SJITLOZ,O,O,X,X,X,X
SJITZLO,O,O,O,X,X,X
SJITZOL,O,O,O,X,X,X
SJITOLZ,O,O,X,X,X,X
SJITOZL,X,O,X,X,X,X
SJILTZO,O,O,O,X,X,X
SJILTOZ,O,O,X,X,X,X
SJILZTO,O,O,O,X,X,X
SJILZOT,O,O,O,X,X,X
SJILOTZ,O,O,X,X,X,X
SJILOZT,O,O,O,X,X,X
SJIZTLO,O,O,O,X,X,X
SJIZTOL,O,O,O,X,X,X
SJIZLTO,O,O,O,X,X,X
SJIZLOT,O,O,O,X,X,X
SJIZOTL,X,O,O,X,X,X
SJIZOLT,O,O,O,X,X,X
SJIOTLZ,X,O,X,X,X,X
SJIOTZL,X,O,X,X,X,X
SJIOLTZ,O,O,X,X,X,X
SJIOLZT,O,O,O,X,X,X
SJIOZTL,X,O,O,X,X,X
SJIOZLT,X,O,O,X,X,X
SJLTIZO,O,O,O,X,X,X
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,O,X,O
SJLTOIZ,O,O,X,O,X,X
SJLTOZI,O,O,O,O,X,O
SJLITZO,O,O,O,X,X,X
SJLITOZ,O,O,X,X,X,X
SJLIZTO,O,O,O,X,X,X
SJLIZOT,O,O,O,X,X,X
SJLIOTZ,O,O,X,X,X,X
SJLIOZT,O,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,O,X,O
SJLZITO,O,O,O,X,X,X
SJLZIOT,O,O,O,X,X,X
SJLZOTI,O,O,O,O,X,O
SJLZOIT,O,O,O,O,X,X
SJLOTIZ,O,O,X,O,X,X
SJLOTZI,O,O,O,O,X,O
SJLOITZ,O,O,X,O,X,X
SJLOIZT,O,O,O,X,X,X
SJLOZTI,O,O,O,X,X,O
SJLOZIT,O,O,O,X,X,X
SJZTILO,O,O,O,X,X,X
SJZTIOL,O,O,O,X,X,X
SJZTLIO,O,O,O,X,X,X
SJZTLOI,O,O,O,O,X,O
SJZTOIL,O,O,O,X,X,X
SJZTOLI,O,O,O,X,X,X
SJZITLO,O,O,O,X,X,X
SJZITOL,O,O,O,X,X,X
SJZILTO,O,O,O,X,X,X
SJZILOT,O,O,O,X,X,X
SJZIOTL,X,O,O,X,X,X
SJZIOLT,O,O,O,X,X,X
SJZLTIO,O,O,O,X,X,X
SJZLTOI,O,O,O,O,X,O
SJZLITO,O,O,O,X,X,X
SJZLIOT,O,O,O,X,X,X
SJZLOTI,O,O,O,O,X,O
SJZLOIT,O,O,O,O,X,X
SJZOTIL,X,O,O,X,X,X
SJZOTLI,X,O,O,X,X,X
SJZOITL,X,O,O,X,X,X
SJZOILT,O,O,O,O,X,X
SJZOLTI,O,O,O,O,X,X
SJZOLIT,O,O,O,O,X,X
SJOTILZ,O,O,X,X,X,X
SJOTIZL,X,O,X,X,X,X
SJOTLIZ,O,O,X,O,X,X
SJOTLZI,O,O,O,O,X,X
SJOTZIL,O,O,O,X,X,X
SJOTZLI,O,O,O,X,X,X
SJOITLZ,X,O,X,X,X,X
SJOITZL,X,O,X,X,X,X
SJOILTZ,O,O,X,O,X,X
SJOILZT,O,O,O,X,X,X
SJOIZTL,X,O,O,X,X,X
SJOIZLT,X,O,O,X,X,X
SJOLTIZ,O,O,X,O,X,X
SJOLTZI,O,O,O,O,X,X
SJOLITZ,O,O,X,O,X,X
SJOLIZT,O,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,O,X,X,X
SJOZTIL,X,O,O,X,X,X
SJOZTLI,X,O,O,X,X,X
SJOZITL,X,O,O,X,X,X
SJOZILT,O,O,O,X,X,X
SJOZLTI,O,O,O,X,X,X
SJOZLIT,O,O,O,X,X,X
SZTILJO,O,O,O,X,X,O
SZTILOJ,O,O,X,X,X,O
SZTIJLO,O,O,O,X,X,O
SZTIJOL,O,O,O,X,X,X
SZTIOLJ,O,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,O,O,X,X,O
SZTLIOJ,O,O,X,X,X,O
SZTLJIO,O,O,O,X,X,X
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,X,O,O,O
