sequence,v115@9gA8IeA8BeA8FeD8FeB8EeC8Jez/IvhFRhBGjBlmBU?oByvBXsB,v115@9gA8IeA8BeA8FeD8FeB8EeC8Jez/IvhFamBUiBGjBf?sBVtBxvB,v115@9gA8IeA8BeA8FeD8FeB8EeC8Jez/IvhFamBFiB8nB+?oBfsBxvB,v115@9gA8IeA8BeA8FeD8FeB8EeC8Jez/IvhF1mB0iB6oB2?wBRsB3qB,v115@9gA8IeA8BeA8FeD8FeB8EeC8JeGCJvhFTjB0rBxsBf?qBirBlqB
ZIJOTLS,O,X,X,O,O
ZIJOTSL,O,X,X,O,O
ZIJOLTS,O,X,X,O,O
ZIJOLST,O,X,X,X,O
ZIJOSTL,O,X,X,X,O
ZIJOSLT,O,X,X,X,O
ZISTLJO,O,X,X,X,O
ZISTLOJ,O,X,X,X,O
ZISTJLO,O,X,X,X,O
ZISTJOL,O,X,X,X,O
ZISTOLJ,O,X,X,X,O
ZISTOJL,O,X,X,X,O
ZISLTJO,X,X,X,X,O
ZISLTOJ,X,X,X,X,O
ZISLJTO,X,X,X,X,O
ZISLJOT,O,X,X,X,O
ZISLOTJ,X,X,X,X,O
ZISLOJT,O,X,X,X,O
ZISJTLO,O,X,X,X,O
ZISJTOL,O,X,X,X,O
ZISJLTO,X,X,X,X,O
ZISJLOT,O,X,X,X,O
ZISJOTL,O,X,X,X,O
ZISJOLT,O,X,X,X,O
ZISOTLJ,O,X,X,X,O
ZISOTJL,O,X,X,X,O
ZISOLTJ,X,X,X,X,O
ZISOLJT,O,X,X,X,O
ZISOJTL,O,X,X,X,O
ZISOJLT,O,X,X,X,O
ZIOTLJS,X,X,X,X,O
ZIOTLSJ,X,X,X,X,O
ZIOTJLS,O,X,X,X,O
ZIOTJSL,O,X,X,X,O
ZIOTSLJ,X,X,X,X,O
ZIOTSJL,X,X,X,X,O
ZIOLTJS,O,X,X,X,O
ZIOLTSJ,O,X,X,X,O
ZIOLJTS,O,X,X,O,O
ZIOLJST,O,X,X,X,O
ZIOLSTJ,O,X,X,X,O
ZIOLSJT,O,X,X,X,O
ZIOJTLS,O,X,X,O,O
ZIOJTSL,O,X,X,O,O
ZIOJLTS,O,X,X,O,O
ZIOJLST,O,X,X,X,O
ZIOJSTL,O,X,X,X,O
ZIOJSLT,O,X,X,X,O
ZIOSTLJ,O,X,X,X,O
ZIOSTJL,O,X,X,X,O
ZIOSLTJ,X,X,X,X,O
ZIOSLJT,O,X,X,X,O
ZIOSJTL,O,X,X,X,O
ZIOSJLT,O,X,X,X,O
ZLTIJSO,O,O,X,X,X
ZLTIJOS,O,O,X,X,X
ZLTISJO,O,O,X,X,X
ZLTISOJ,O,O,X,X,X
ZLTIOJS,O,O,X,X,X
ZLTIOSJ,O,O,X,X,X
ZLTJISO,O,O,X,X,X
ZLTJIOS,O,O,X,X,X
ZLTJSIO,O,O,X,X,X
ZLTJSOI,O,O,X,X,X
ZLTJOIS,O,O,X,X,X
ZLTJOSI,O,O,X,X,X
ZLTSIJO,O,O,X,X,X
ZLTSIOJ,O,O,X,X,X
ZLTSJIO,O,O,X,X,X
ZLTSJOI,O,O,X,X,X
ZLTSOIJ,O,O,X,X,X
ZLTSOJI,O,O,X,X,X
ZLTOIJS,O,O,X,X,X
ZLTOISJ,O,O,X,X,X
ZLTOJIS,O,O,X,X,X
ZLTOJSI,O,O,X,X,X
ZLTOSIJ,O,O,X,X,X
ZLTOSJI,O,O,X,X,X
ZLITJSO,O,X,X,X,O
ZLITJOS,O,X,X,X,O
ZLITSJO,O,X,X,X,O
ZLITSOJ,O,X,X,X,O
ZLITOJS,O,X,X,X,O
ZLITOSJ,O,X,X,X,O
ZLIJTSO,O,X,X,O,O
ZLIJTOS,O,X,X,O,O
ZLIJSTO,O,X,X,X,O
ZLIJSOT,O,X,X,X,O
ZLIJOTS,O,X,X,O,O
ZLIJOST,O,X,X,X,O
ZLISTJO,O,X,X,X,O
ZLISTOJ,O,X,X,X,O
ZLISJTO,O,X,X,X,O
ZLISJOT,O,X,X,X,O
ZLISOTJ,O,X,X,X,O
ZLISOJT,O,X,X,X,O
ZLIOTJS,O,X,X,X,O
ZLIOTSJ,O,X,X,X,O
ZLIOJTS,O,X,X,O,O
ZLIOJST,O,X,X,X,O
ZLIOSTJ,O,X,X,X,O
ZLIOSJT,O,X,X,X,O
ZLJTISO,O,X,O,X,X
ZLJTIOS,O,X,O,X,X
ZLJTSIO,O,X,O,X,X
ZLJTSOI,O,X,O,X,X
ZLJTOIS,O,X,O,X,X
ZLJTOSI,O,X,O,X,X
ZLJITSO,O,X,O,O,X
ZLJITOS,O,X,O,O,X
ZLJISTO,O,X,O,X,X
ZLJISOT,O,X,O,X,X
ZLJIOTS,O,X,O,O,X
ZLJIOST,O,X,O,X,X
ZLJSTIO,O,X,O,X,X
ZLJSTOI,O,X,O,X,X
ZLJSITO,O,X,O,X,X
ZLJSIOT,O,X,O,X,X
ZLJSOTI,O,X,O,X,X
ZLJSOIT,O,X,O,X,X
ZLJOTIS,O,X,O,X,X
ZLJOTSI,O,X,O,X,X
ZLJOITS,O,X,O,O,X
ZLJOIST,O,X,O,X,X
ZLJOSTI,O,X,O,X,X
ZLJOSIT,O,X,O,X,X
ZLSTIJO,O,O,X,X,X
ZLSTIOJ,O,O,X,X,X
ZLSTJIO,O,O,X,X,X
ZLSTJOI,O,O,X,X,X
ZLSTOIJ,O,O,X,X,X
ZLSTOJI,O,O,X,X,X
ZLSITJO,O,O,X,X,X
ZLSITOJ,O,O,X,X,X
ZLSIJTO,O,X,X,X,X
ZLSIJOT,O,X,X,X,X
ZLSIOTJ,O,O,X,X,X
ZLSIOJT,O,X,X,X,X
ZLSJTIO,O,O,O,X,X
ZLSJTOI,O,O,O,X,X
ZLSJITO,O,X,O,X,X
ZLSJIOT,O,X,O,X,X
ZLSJOTI,O,O,O,X,X
ZLSJOIT,O,X,O,X,X
ZLSOTIJ,O,O,X,X,X
ZLSOTJI,O,O,X,X,X
ZLSOITJ,O,O,X,X,X
ZLSOIJT,O,X,X,X,X
ZLSOJTI,O,O,O,X,X
ZLSOJIT,O,X,O,X,X
ZLOTIJS,O,O,X,X,X
ZLOTISJ,O,O,X,X,X
ZLOTJIS,O,O,X,X,X
ZLOTJSI,O,O,X,X,X
ZLOTSIJ,O,O,X,X,X
ZLOTSJI,O,O,X,X,X
ZLOITJS,O,X,X,X,X
ZLOITSJ,O,X,X,X,X
ZLOIJTS,O,X,X,O,X
ZLOIJST,O,X,X,X,X
ZLOISTJ,O,X,X,X,X
ZLOISJT,O,X,X,X,X
ZLOJTIS,O,X,O,X,X
ZLOJTSI,O,X,O,X,X
ZLOJITS,O,X,O,O,X
ZLOJIST,O,X,O,X,X
ZLOJSTI,O,X,O,X,X
ZLOJSIT,O,X,O,X,X
ZLOSTIJ,O,O,X,X,X
ZLOSTJI,O,O,X,X,X
ZLOSITJ,O,O,X,X,X
ZLOSIJT,O,X,X,X,X
ZLOSJTI,O,O,O,X,X
ZLOSJIT,O,X,O,X,X
ZJTILSO,X,X,O,O,X
ZJTILOS,X,X,O,O,X
ZJTISLO,X,X,O,O,X
ZJTISOL,X,X,O,O,X
ZJTIOLS,O,X,O,O,X
ZJTIOSL,O,X,O,O,X
ZJTLISO,O,X,O,O,X
ZJTLIOS,O,X,O,O,X
ZJTLSIO,O,X,O,X,X
ZJTLSOI,O,X,O,X,X
ZJTLOIS,O,X,O,O,X
ZJTLOSI,O,X,O,X,X
ZJTSILO,O,X,O,O,X
ZJTSIOL,O,X,O,O,X
ZJTSLIO,O,X,O,X,X
ZJTSLOI,O,X,O,X,X
ZJTSOIL,O,X,O,O,X
ZJTSOLI,O,X,O,X,X
ZJTOILS,O,X,O,O,X
ZJTOISL,O,X,O,O,X
ZJTOLIS,O,X,O,O,X
ZJTOLSI,O,X,O,X,X
ZJTOSIL,O,X,O,O,X
ZJTOSLI,O,X,O,X,X
ZJITLSO,X,X,O,O,O
ZJITLOS,X,X,O,O,O
ZJITSLO,X,X,O,O,O
ZJITSOL,X,X,O,O,O
ZJITOLS,O,X,O,O,O
ZJITOSL,O,X,O,O,O
ZJILTSO,O,X,O,O,O
ZJILTOS,O,X,O,O,O
ZJILSTO,O,X,O,X,O
ZJILSOT,O,X,O,X,O
ZJILOTS,O,X,O,O,O
ZJILOST,O,X,O,X,O
ZJISTLO,O,X,O,X,O
ZJISTOL,O,X,O,X,O
ZJISLTO,X,X,O,X,O
ZJISLOT,O,X,O,X,O
ZJISOTL,O,X,O,X,O
ZJISOLT,O,X,O,X,O
ZJIOTLS,O,X,O,O,O
ZJIOTSL,O,X,O,O,O
ZJIOLTS,O,X,O,O,O
ZJIOLST,O,X,O,X,O
ZJIOSTL,O,X,O,X,O
ZJIOSLT,O,X,O,X,O
ZJLTISO,O,X,O,X,X
ZJLTIOS,O,X,O,X,X
ZJLTSIO,O,X,O,X,X
ZJLTSOI,O,X,O,X,X
ZJLTOIS,O,X,O,X,X
ZJLTOSI,O,X,O,X,X
ZJLITSO,O,X,O,O,X
ZJLITOS,O,X,O,O,X
ZJLISTO,O,X,O,X,X
ZJLISOT,O,X,O,X,X
ZJLIOTS,O,X,O,O,X
ZJLIOST,O,X,O,X,X
ZJLSTIO,O,X,O,X,X
ZJLSTOI,O,X,O,X,X
ZJLSITO,O,X,O,X,X
ZJLSIOT,O,X,O,X,X
ZJLSOTI,O,X,O,X,X
ZJLSOIT,O,X,O,X,X
ZJLOTIS,O,X,O,X,X
ZJLOTSI,O,X,O,X,X
ZJLOITS,O,X,O,O,X
ZJLOIST,O,X,O,X,X
ZJLOSTI,O,X,O,X,X
ZJLOSIT,O,X,O,X,X
ZJSTILO,O,X,O,X,X
ZJSTIOL,O,X,O,X,X
ZJSTLIO,O,X,O,X,X
ZJSTLOI,O,X,O,X,X
ZJSTOIL,O,X,O,X,X
ZJSTOLI,O,X,O,X,X
ZJSITLO,O,X,O,X,X
ZJSITOL,O,X,O,X,X
ZJSILTO,X,X,O,X,X
ZJSILOT,O,X,O,X,X
ZJSIOTL,O,X,O,X,X
ZJSIOLT,O,X,O,X,X
ZJSLTIO,O,X,O,X,X
ZJSLTOI,O,X,O,X,X
ZJSLITO,O,X,O,X,X
ZJSLIOT,O,X,O,X,X
ZJSLOTI,O,X,O,X,X
ZJSLOIT,O,X,O,X,X
ZJSOTIL,O,X,O,X,X
ZJSOTLI,O,X,O,X,X
ZJSOITL,O,X,O,X,X
ZJSOILT,O,X,O,X,X
ZJSOLTI,O,X,O,X,X
ZJSOLIT,O,X,O,X,X
ZJOTILS,O,X,O,O,X
ZJOTISL,O,X,O,O,X
ZJOTLIS,O,X,O,O,X
ZJOTLSI,O,X,O,X,X
ZJOTSIL,O,X,O,O,X
ZJOTSLI,O,X,O,X,X
ZJOITLS,O,X,O,O,X
ZJOITSL,O,X,O,O,X
ZJOILTS,O,X,O,O,X
ZJOILST,O,X,O,X,X
ZJOISTL,O,X,O,X,X
ZJOISLT,O,X,O,X,X
ZJOLTIS,O,X,O,X,X
ZJOLTSI,O,X,O,X,X
ZJOLITS,O,X,O,O,X
ZJOLIST,O,X,O,X,X
ZJOLSTI,O,X,O,X,X
ZJOLSIT,O,X,O,X,X
ZJOSTIL,O,X,O,X,X
ZJOSTLI,O,X,O,X,X
ZJOSITL,O,X,O,X,X
ZJOSILT,O,X,O,X,X
ZJOSLTI,O,X,O,X,X
ZJOSLIT,O,X,O,X,X
ZSTILJO,O,O,X,X,X
ZSTILOJ,O,O,X,X,X
ZSTIJLO,O,O,X,X,X
ZSTIJOL,O,O,X,X,X
ZSTIOLJ,O,O,X,X,X
ZSTIOJL,O,O,X,X,X
ZSTLIJO,O,O,X,X,X
ZSTLIOJ,O,O,X,X,X
ZSTLJIO,O,O,X,X,X
ZSTLJOI,O,O,X,X,X
ZSTLOIJ,O,O,X,X,X
ZSTLOJI,O,O,X,X,X
ZSTJILO,O,O,X,X,X
ZSTJIOL,O,O,X,X,X
ZSTJLIO,O,O,X,X,X
ZSTJLOI,O,O,X,X,X
ZSTJOIL,O,O,X,X,X
ZSTJOLI,O,O,X,X,X
ZSTOILJ,O,O,X,X,X
ZSTOIJL,O,O,X,X,X
ZSTOLIJ,O,O,X,X,X
ZSTOLJI,O,O,X,X,X
ZSTOJIL,O,O,X,X,X
ZSTOJLI,O,O,X,X,X
ZSITLJO,O,O,X,X,O
ZSITLOJ,O,O,X,X,O
ZSITJLO,O,O,X,X,O
ZSITJOL,O,O,X,X,O
ZSITOLJ,O,O,X,X,O
ZSITOJL,O,O,X,X,O
ZSILTJO,X,O,X,X,O
ZSILTOJ,X,O,X,X,O
ZSILJTO,X,X,X,X,O
ZSILJOT,O,X,X,X,O
ZSILOTJ,X,O,X,X,O
ZSILOJT,O,X,X,X,O
ZSIJTLO,O,X,X,X,O
ZSIJTOL,O,X,X,X,O
ZSIJLTO,X,X,X,X,O
ZSIJLOT,O,X,X,X,O
ZSIJOTL,O,X,X,X,O
ZSIJOLT,O,X,X,X,O
ZSIOTLJ,O,O,X,X,O
ZSIOTJL,O,O,X,X,O
ZSIOLTJ,X,O,X,X,O
ZSIOLJT,O,X,X,X,O
ZSIOJTL,O,X,X,X,O
ZSIOJLT,O,X,X,X,O
ZSLTIJO,O,O,X,X,X
ZSLTIOJ,O,O,X,X,X
ZSLTJIO,O,O,X,X,X
ZSLTJOI,O,O,X,X,X
ZSLTOIJ,O,O,X,X,X
ZSLTOJI,O,O,X,X,X
ZSLITJO,O,O,X,X,X
ZSLITOJ,O,O,X,X,X
ZSLIJTO,O,X,X,X,X
ZSLIJOT,O,X,X,X,X
ZSLIOTJ,O,O,X,X,X
ZSLIOJT,O,X,X,X,X
ZSLJTIO,O,O,O,X,X
ZSLJTOI,O,O,O,X,X
ZSLJITO,O,X,O,X,X
ZSLJIOT,O,X,O,X,X
ZSLJOTI,O,O,O,X,X
ZSLJOIT,O,X,O,X,X
ZSLOTIJ,O,O,X,X,X
ZSLOTJI,O,O,X,X,X
ZSLOITJ,O,O,X,X,X
ZSLOIJT,O,X,X,X,X
ZSLOJTI,O,O,O,X,X
ZSLOJIT,O,X,O,X,X
ZSJTILO,O,O,O,X,X
ZSJTIOL,O,O,O,X,X
ZSJTLIO,O,O,O,X,X
ZSJTLOI,O,O,O,X,X
ZSJTOIL,O,O,O,X,X
ZSJTOLI,O,O,O,X,X
ZSJITLO,O,X,O,X,X
ZSJITOL,O,X,O,X,X
ZSJILTO,X,X,O,X,X
ZSJILOT,O,X,O,X,X
ZSJIOTL,O,X,O,X,X
ZSJIOLT,O,X,O,X,X
ZSJLTIO,O,O,O,X,X
ZSJLTOI,O,O,O,X,X
ZSJLITO,O,X,O,X,X
ZSJLIOT,O,X,O,X,X
ZSJLOTI,O,O,O,X,X
ZSJLOIT,O,X,O,X,X
ZSJOTIL,O,O,O,X,X
ZSJOTLI,O,O,O,X,X
ZSJOITL,O,X,O,X,X
ZSJOILT,O,X,O,X,X
ZSJOLTI,O,O,O,X,X
ZSJOLIT,O,X,O,X,X
ZSOTILJ,O,O,X,X,X
ZSOTIJL,O,O,X,X,X
ZSOTLIJ,O,O,X,X,X
ZSOTLJI,O,O,X,X,X
ZSOTJIL,O,O,X,X,X
ZSOTJLI,O,O,X,X,X
ZSOITLJ,O,O,X,X,X
ZSOITJL,O,O,X,X,X
ZSOILTJ,X,O,X,X,X
ZSOILJT,O,X,X,X,X
ZSOIJTL,O,X,X,X,X
ZSOIJLT,O,X,X,X,X
ZSOLTIJ,O,O,X,X,X
ZSOLTJI,O,O,X,X,X
ZSOLITJ,O,O,X,X,X
ZSOLIJT,O,X,X,X,X
ZSOLJTI,O,O,O,X,X
ZSOLJIT,O,X,O,X,X
ZSOJTIL,O,O,O,X,X
ZSOJTLI,O,O,O,X,X
ZSOJITL,O,X,O,X,X
ZSOJILT,O,X,O,X,X
ZSOJLTI,O,O,O,X,X
ZSOJLIT,O,X,O,X,X
ZOTILJS,X,O,X,X,X
ZOTILSJ,X,O,X,X,X
ZOTIJLS,O,O,X,X,X
ZOTIJSL,O,O,X,X,X
ZOTISLJ,X,O,X,X,X
ZOTISJL,X,O,X,X,X
ZOTLIJS,O,O,X,X,X
ZOTLISJ,O,O,X,X,X
ZOTLJIS,O,O,X,X,X
ZOTLJSI,O,O,X,X,X
ZOTLSIJ,O,O,X,X,X
ZOTLSJI,O,O,X,X,X
ZOTJILS,O,O,X,X,X
ZOTJISL,O,O,X,X,X
ZOTJLIS,O,O,X,X,X
ZOTJLSI,O,O,X,X,X
ZOTJSIL,O,O,X,X,X
ZOTJSLI,O,O,X,X,X
ZOTSILJ,O,O,X,X,X
ZOTSIJL,O,O,X,X,X
ZOTSLIJ,O,O,X,X,X
ZOTSLJI,O,O,X,X,X
ZOTSJIL,O,O,X,X,X
ZOTSJLI,O,O,X,X,X
ZOITLJS,X,X,X,X,O
ZOITLSJ,X,X,X,X,O
ZOITJLS,O,X,X,X,O
ZOITJSL,O,X,X,X,O
ZOITSLJ,X,X,X,X,O
ZOITSJL,X,X,X,X,O
ZOILTJS,O,X,X,X,O
ZOILTSJ,O,X,X,X,O
ZOILJTS,O,X,X,O,O
ZOILJST,O,X,X,X,O
ZOILSTJ,O,X,X,X,O
ZOILSJT,O,X,X,X,O
ZOIJTLS,O,X,X,O,O
ZOIJTSL,O,X,X,O,O
ZOIJLTS,O,X,X,O,O
ZOIJLST,O,X,X,X,O
ZOIJSTL,O,X,X,X,O
ZOIJSLT,O,X,X,X,O
ZOISTLJ,O,X,X,X,O
ZOISTJL,O,X,X,X,O
ZOISLTJ,X,X,X,X,O
ZOISLJT,O,X,X,X,O
ZOISJTL,O,X,X,X,O
ZOISJLT,O,X,X,X,O
ZOLTIJS,O,O,X,X,X
ZOLTISJ,O,O,X,X,X
ZOLTJIS,O,O,X,X,X
ZOLTJSI,O,O,X,X,X
ZOLTSIJ,O,O,X,X,X
ZOLTSJI,O,O,X,X,X
ZOLITJS,O,X,X,X,X
ZOLITSJ,O,X,X,X,X
ZOLIJTS,O,X,X,O,X
ZOLIJST,O,X,X,X,X
ZOLISTJ,O,X,X,X,X
ZOLISJT,O,X,X,X,X
ZOLJTIS,O,X,O,X,X
ZOLJTSI,O,X,O,X,X
ZOLJITS,O,X,O,O,X
ZOLJIST,O,X,O,X,X
ZOLJSTI,O,X,O,X,X
ZOLJSIT,O,X,O,X,X
ZOLSTIJ,O,O,X,X,X
ZOLSTJI,O,O,X,X,X
ZOLSITJ,O,O,X,X,X
ZOLSIJT,O,X,X,X,X
ZOLSJTI,O,O,O,X,X
ZOLSJIT,O,X,O,X,X
ZOJTILS,O,X,O,O,X
ZOJTISL,O,X,O,O,X
ZOJTLIS,O,X,O,O,X
ZOJTLSI,O,X,O,X,X
ZOJTSIL,O,X,O,O,X
ZOJTSLI,O,X,O,X,X
ZOJITLS,O,X,O,O,X
ZOJITSL,O,X,O,O,X
ZOJILTS,O,X,O,O,X
ZOJILST,O,X,O,X,X
ZOJISTL,O,X,O,X,X
ZOJISLT,O,X,O,X,X
ZOJLTIS,O,X,O,X,X
ZOJLTSI,O,X,O,X,X
ZOJLITS,O,X,O,O,X
ZOJLIST,O,X,O,X,X
ZOJLSTI,O,X,O,X,X
ZOJLSIT,O,X,O,X,X
ZOJSTIL,O,X,O,X,X
ZOJSTLI,O,X,O,X,X
ZOJSITL,O,X,O,X,X
ZOJSILT,O,X,O,X,X
ZOJSLTI,O,X,O,X,X
ZOJSLIT,O,X,O,X,X
ZOSTILJ,O,O,X,X,X
ZOSTIJL,O,O,X,X,X
ZOSTLIJ,O,O,X,X,X
ZOSTLJI,O,O,X,X,X
ZOSTJIL,O,O,X,X,X
ZOSTJLI,O,O,X,X,X
ZOSITLJ,O,O,X,X,X
ZOSITJL,O,O,X,X,X
ZOSILTJ,X,O,X,X,X
ZOSILJT,O,X,X,X,X
ZOSIJTL,O,X,X,X,X
ZOSIJLT,O,X,X,X,X
ZOSLTIJ,O,O,X,X,X
ZOSLTJI,O,O,X,X,X
ZOSLITJ,O,O,X,X,X
ZOSLIJT,O,X,X,X,X
ZOSLJTI,O,O,O,X,X
ZOSLJIT,O,X,O,X,X
ZOSJTIL,O,O,O,X,X
ZOSJTLI,O,O,O,X,X
ZOSJITL,O,X,O,X,X
ZOSJILT,O,X,O,X,X
ZOSJLTI,O,O,O,X,X
ZOSJLIT,O,X,O,X,X
OTILJSZ,X,O,X,O,X
OTILJZS,O,O,X,O,X
OTILSJZ,X,O,X,X,X
OTILSZJ,O,O,X,X,X
OTILZJS,O,O,X,X,X
OTILZSJ,O,O,X,X,X
OTIJLSZ,X,O,X,O,X
OTIJLZS,X,O,X,O,X
OTIJSLZ,X,O,X,O,X
OTIJSZL,X,O,X,O,X
OTIJZLS,X,O,X,O,X
OTIJZSL,X,O,X,O,X
OTISLJZ,X,O,X,X,X
OTISLZJ,X,O,X,X,X
OTISJLZ,X,O,X,X,X
OTISJZL,X,O,X,X,X
OTISZLJ,X,O,X,X,X
OTISZJL,O,O,X,X,X
OTIZLJS,X,O,X,X,X
OTIZLSJ,X,O,X,X,X
OTIZJLS,O,O,X,X,X
OTIZJSL,O,O,X,X,X
OTIZSLJ,X,O,X,X,X
OTIZSJL,X,O,X,X,X
OTLIJSZ,X,O,X,O,X
OTLIJZS,O,O,X,O,X
OTLISJZ,X,O,X,X,X
OTLISZJ,O,O,X,X,X
OTLIZJS,O,O,X,X,X
OTLIZSJ,O,O,X,X,X
OTLJISZ,X,O,O,O,X
OTLJIZS,O,O,O,O,X
OTLJSIZ,X,O,X,X,X
OTLJSZI,X,O,O,X,X
OTLJZIS,O,O,O,X,X
OTLJZSI,O,O,O,X,X
OTLSIJZ,O,O,X,X,X
OTLSIZJ,O,O,X,X,X
OTLSJIZ,O,O,X,X,X
OTLSJZI,O,O,O,X,X
OTLSZIJ,O,O,X,X,X
OTLSZJI,O,O,X,X,X
OTLZIJS,O,O,X,X,X
OTLZISJ,O,O,X,X,X
OTLZJIS,O,O,X,X,X
OTLZJSI,O,O,X,X,X
OTLZSIJ,O,O,X,X,X
OTLZSJI,O,O,X,X,X
OTJILSZ,X,O,O,O,X
OTJILZS,X,O,O,O,X
OTJISLZ,X,O,O,O,X
OTJISZL,X,O,O,O,X
OTJIZLS,X,O,O,O,X
OTJIZSL,X,O,O,O,X
OTJLISZ,X,O,O,O,X
OTJLIZS,X,O,O,O,X
OTJLSIZ,X,O,X,X,X
OTJLSZI,X,O,O,X,X
OTJLZIS,X,O,O,O,X
OTJLZSI,X,O,O,X,X
OTJSILZ,X,O,X,O,X
OTJSIZL,X,O,X,O,X
OTJSLIZ,X,O,X,X,X
OTJSLZI,X,O,O,X,X
OTJSZIL,X,O,O,O,X
OTJSZLI,X,O,O,X,X
OTJZILS,X,O,O,O,X
OTJZISL,X,O,O,O,X
OTJZLIS,X,O,O,O,X
OTJZLSI,X,O,O,X,X
OTJZSIL,X,O,O,O,X
OTJZSLI,X,O,O,X,X
OTSILJZ,X,O,X,X,X
OTSILZJ,O,O,X,X,X
OTSIJLZ,X,O,X,X,X
OTSIJZL,O,O,X,X,X
OTSIZLJ,O,O,X,X,X
OTSIZJL,O,O,X,X,X
OTSLIJZ,X,O,X,X,X
OTSLIZJ,O,O,X,X,X
OTSLJIZ,X,O,X,X,X
OTSLJZI,X,O,O,X,X
OTSLZIJ,O,O,X,X,X
OTSLZJI,O,O,X,X,X
OTSJILZ,X,O,X,X,X
OTSJIZL,O,O,X,X,X
OTSJLIZ,X,O,X,X,X
OTSJLZI,X,O,O,X,X
OTSJZIL,O,O,O,X,X
OTSJZLI,O,O,O,X,X
OTSZILJ,O,O,X,X,X
OTSZIJL,O,O,X,X,X
OTSZLIJ,O,O,X,X,X
OTSZLJI,O,O,X,X,X
OTSZJIL,O,O,X,X,X
OTSZJLI,O,O,X,X,X
OTZILJS,X,O,X,X,X
OTZILSJ,X,O,X,X,X
OTZIJLS,O,O,X,X,X
OTZIJSL,O,O,X,X,X
OTZISLJ,X,O,X,X,X
OTZISJL,X,O,X,X,X
OTZLIJS,O,O,X,X,X
OTZLISJ,O,O,X,X,X
OTZLJIS,O,O,X,X,X
OTZLJSI,O,O,X,X,X
OTZLSIJ,O,O,X,X,X
OTZLSJI,O,O,X,X,X
OTZJILS,O,O,X,X,X
OTZJISL,O,O,X,X,X
OTZJLIS,O,O,X,X,X
OTZJLSI,O,O,X,X,X
OTZJSIL,O,O,X,X,X
OTZJSLI,O,O,X,X,X
OTZSILJ,O,O,X,X,X
OTZSIJL,O,O,X,X,X
OTZSLIJ,O,O,X,X,X
OTZSLJI,O,O,X,X,X
OTZSJIL,O,O,X,X,X
OTZSJLI,O,O,X,X,X
OITLJSZ,X,O,X,O,X
OITLJZS,O,O,X,O,X
OITLSJZ,X,O,X,X,X
OITLSZJ,O,O,X,X,X
OITLZJS,O,O,X,X,X
OITLZSJ,O,O,X,X,X
OITJLSZ,X,O,X,O,X
OITJLZS,X,O,X,O,X
OITJSLZ,X,O,X,O,X
OITJSZL,X,O,X,O,X
OITJZLS,X,O,X,O,X
OITJZSL,X,O,X,O,X
OITSLJZ,X,O,X,X,X
OITSLZJ,X,O,X,X,X
OITSJLZ,X,O,X,X,X
OITSJZL,X,O,X,X,X
OITSZLJ,X,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,X,O,X,X,O
OITZLSJ,X,O,X,X,O
OITZJLS,O,O,X,X,O
OITZJSL,O,O,X,X,O
OITZSLJ,X,O,X,X,O
OITZSJL,X,O,X,X,O
OILTJSZ,X,O,X,O,X
OILTJZS,O,O,X,O,X
OILTSJZ,X,O,X,X,X
OILTSZJ,O,O,X,X,X
OILTZJS,O,O,X,X,X
OILTZSJ,O,O,X,X,X
OILJTSZ,X,X,O,O,X
OILJTZS,O,X,O,O,X
OILJSTZ,X,X,O,O,X
OILJSZT,O,X,O,X,X
OILJZTS,O,X,O,O,X
OILJZST,O,X,O,X,X
OILSTJZ,O,O,X,X,X
OILSTZJ,O,O,X,X,X
OILSJTZ,X,X,X,O,X
OILSJZT,O,X,O,X,X
OILSZTJ,O,O,X,X,X
OILSZJT,O,X,X,X,X
OILZTJS,O,X,X,X,O
OILZTSJ,O,X,X,X,O
OILZJTS,O,X,X,O,O
OILZJST,O,X,X,X,O
OILZSTJ,O,X,X,X,O
OILZSJT,O,X,X,X,O
OIJTLSZ,X,X,O,O,X
OIJTLZS,X,X,O,O,X
OIJTSLZ,X,X,O,O,X
OIJTSZL,X,X,O,O,X
OIJTZLS,X,X,O,O,X
OIJTZSL,X,X,O,O,X
OIJLTSZ,X,X,O,O,X
OIJLTZS,O,X,O,O,X
OIJLSTZ,X,X,O,O,X
OIJLSZT,O,X,O,X,X
OIJLZTS,O,X,O,O,X
OIJLZST,O,X,O,X,X
OIJSTLZ,X,X,O,O,X
OIJSTZL,X,X,O,O,X
OIJSLTZ,X,X,O,O,X
OIJSLZT,X,X,O,X,X
OIJSZTL,O,X,O,X,X
OIJSZLT,O,X,O,X,X
OIJZTLS,O,X,O,O,O
OIJZTSL,O,X,O,O,O
OIJZLTS,O,X,O,O,O
OIJZLST,O,X,O,X,O
OIJZSTL,O,X,O,X,O
OIJZSLT,O,X,O,X,O
OISTLJZ,X,O,X,X,X
OISTLZJ,O,O,X,X,X
OISTJLZ,X,O,X,X,X
OISTJZL,O,O,X,X,X
OISTZLJ,O,O,X,X,X
OISTZJL,O,O,X,X,X
OISLTJZ,X,O,X,X,X
OISLTZJ,O,O,X,X,X
OISLJTZ,X,X,X,O,X
OISLJZT,O,X,O,X,X
OISLZTJ,O,O,X,X,X
OISLZJT,O,X,X,X,X
OISJTLZ,X,X,X,O,X
OISJTZL,X,X,X,O,X
OISJLTZ,X,X,X,O,X
