sequence,v115@RhB8FeF8BeD8JeT/IvhF0gBlhB2qBxnBCoB3rB,v115@RhB8FeF8BeD8JeFBJvhFXiBTjBxkBSsBmkBUrB,v115@RhB8FeF8BeD8Jei/IvhFxhBTjBUlBGnBlrBfrB,v115@RhB8FeF8BeD8JeT/IvhFxgBGjBilB3nBFrB8rB,v115@RhB8FeF8BeD8Jei/IvhF8mBGjBRlB3nB1qBTrB,v115@RhB8FeF8BeD8Jei/IvhFfmBGjBUlBRnBVsBTrB,v115@RhB8FeF8BeD8JefHJvhF6nBTjBxkBVrBmkBUrB,v115@RhB8FeF8BeD8JeT/IvhFOlB8lB1rBxnBCoB3rB
JTLSIOZ,X,X,X,O,X,X,X,X
JTLSZIO,X,X,O,O,O,X,X,X
JTLSZOI,X,X,O,O,X,X,X,X
JTLSOIZ,X,X,X,O,X,X,X,X
JTLSOZI,X,X,O,O,X,X,X,X
JTLZISO,X,X,O,X,X,O,X,X
JTLZIOS,X,X,O,X,X,X,X,X
JTLZSIO,X,X,O,O,X,O,X,X
JTLZSOI,X,X,O,O,X,X,X,X
JTLZOIS,X,X,O,X,X,X,X,X
JTLZOSI,X,X,O,O,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X
JTLOSIZ,X,X,X,O,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X
JTLOZSI,X,X,O,O,X,X,X,X
JTSILZO,O,X,X,O,O,X,X,X
JTSILOZ,O,X,X,O,X,X,O,X
JTSIZLO,O,X,X,X,O,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,O,X,X,O,X
JTSIOZL,O,X,X,X,X,X,X,X
JTSLIZO,O,X,X,O,O,X,X,X
JTSLIOZ,O,X,X,O,X,X,O,X
JTSLZIO,O,X,O,O,O,X,X,X
JTSLZOI,O,X,O,O,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,O,X
JTSLOZI,O,X,O,O,X,X,X,X
JTSZILO,O,X,O,X,O,X,X,X
JTSZIOL,O,X,O,X,X,X,X,X
JTSZLIO,O,X,O,O,O,X,X,X
JTSZLOI,O,X,O,O,X,X,X,X
JTSZOIL,O,X,O,X,X,X,X,X
JTSZOLI,O,X,O,O,X,X,X,X
JTSOILZ,O,X,X,O,X,X,O,X
JTSOIZL,O,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,O,X,X,O,X
JTSOLZI,O,X,O,O,X,X,X,X
JTSOZIL,O,X,O,X,X,X,X,X
JTSOZLI,O,X,O,O,X,X,X,X
JTZILSO,X,X,O,X,X,O,X,X
JTZILOS,O,X,O,X,X,X,X,O
JTZISLO,X,X,O,X,X,O,X,X
JTZISOL,O,X,O,X,X,X,X,O
JTZIOLS,O,X,O,X,X,X,X,O
JTZIOSL,O,X,O,X,X,X,X,O
JTZLISO,X,X,O,X,X,O,X,X
JTZLIOS,O,X,O,X,X,X,X,O
JTZLSIO,X,X,O,O,X,O,X,X
JTZLSOI,X,X,O,O,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X,O
JTZLOSI,X,X,O,O,X,X,X,X
JTZSILO,X,X,O,X,X,O,X,X
JTZSIOL,O,X,O,X,X,X,X,O
JTZSLIO,X,X,O,O,X,O,X,X
JTZSLOI,X,X,O,O,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X,O
JTZSOLI,X,X,O,O,X,X,X,X
JTZOILS,O,X,O,X,X,X,X,O
JTZOISL,O,X,O,X,X,X,X,O
JTZOLIS,O,X,O,X,X,X,X,O
JTZOLSI,X,X,O,O,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X,O
JTZOSLI,X,X,O,O,X,X,X,X
JTOILSZ,X,X,X,O,X,X,X,X
JTOILZS,O,X,O,X,X,X,X,X
JTOISLZ,O,X,X,O,X,X,O,X
JTOISZL,O,X,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,O
JTOIZSL,O,X,O,X,X,X,X,O
JTOLISZ,X,X,X,O,X,X,X,X
JTOLIZS,X,X,O,X,X,X,X,X
JTOLSIZ,X,X,X,O,X,X,X,X
JTOLSZI,X,X,O,O,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,X
JTOLZSI,X,X,O,O,X,X,X,X
JTOSILZ,O,X,X,O,X,X,O,X
JTOSIZL,O,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,O,X,X,O,X
JTOSLZI,O,X,O,O,X,X,X,X
JTOSZIL,O,X,O,X,X,X,X,X
JTOSZLI,O,X,O,O,X,X,X,X
JTOZILS,O,X,O,X,X,X,X,O
JTOZISL,O,X,O,X,X,X,X,O
JTOZLIS,O,X,O,X,X,X,X,O
JTOZLSI,X,X,O,O,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X,O
JTOZSLI,X,X,O,O,X,X,X,X
JITLSZO,X,X,X,O,O,X,X,X
JITLSOZ,X,O,X,O,X,X,X,X
JITLZSO,X,X,O,X,X,O,X,X
JITLZOS,O,X,O,X,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X
JITLOZS,O,X,O,X,X,X,X,X
JITSLZO,O,X,X,O,O,X,X,X
JITSLOZ,O,X,X,O,X,X,O,X
JITSZLO,O,X,X,X,O,X,X,X
JITSZOL,O,X,X,X,X,X,X,X
JITSOLZ,O,X,X,O,X,X,O,X
JITSOZL,O,X,X,X,X,X,X,X
JITZLSO,X,O,O,X,X,O,X,X
JITZLOS,O,O,O,X,X,X,X,O
JITZSLO,X,X,O,X,X,O,X,X
JITZSOL,O,X,O,X,X,X,X,O
JITZOLS,O,O,O,X,X,X,X,O
JITZOSL,O,X,O,X,X,X,X,O
JITOLSZ,X,O,X,O,X,X,X,X
JITOLZS,O,X,O,X,X,X,X,X
JITOSLZ,O,X,X,O,X,X,O,X
JITOSZL,O,X,X,X,X,X,X,X
JITOZLS,O,O,O,X,X,X,X,O
JITOZSL,O,X,O,X,X,X,X,O
JILTSZO,X,X,X,O,O,X,X,X
JILTSOZ,X,O,X,O,X,X,X,X
JILTZSO,X,X,O,X,X,O,X,X
JILTZOS,O,X,O,X,X,X,X,X
JILTOSZ,X,O,X,O,X,X,X,X
JILTOZS,O,X,O,X,X,X,X,X
JILSTZO,O,X,X,X,O,X,X,X
JILSTOZ,O,O,X,X,X,X,X,X
JILSZTO,O,X,X,X,O,O,X,X
JILSZOT,O,X,X,X,O,O,X,X
JILSOTZ,O,O,X,X,X,X,X,X
JILSOZT,O,X,X,X,O,X,X,X
JILZTSO,X,O,X,X,X,O,X,X
JILZTOS,O,O,X,X,X,X,X,X
JILZSTO,X,O,X,X,O,O,X,X
JILZSOT,X,O,X,X,O,O,X,X
JILZOTS,O,O,X,X,X,X,X,X
JILZOST,X,O,X,X,X,O,X,X
JILOTSZ,X,O,X,O,X,X,X,X
JILOTZS,O,X,O,X,X,X,X,X
JILOSTZ,O,O,X,X,X,X,X,X
JILOSZT,O,X,X,X,O,X,X,X
JILOZTS,O,O,X,X,X,X,X,X
JILOZST,X,O,X,X,X,O,X,X
JISTLZO,O,X,X,O,O,X,X,X
JISTLOZ,O,X,X,O,X,X,X,X
JISTZLO,O,X,X,X,O,X,X,X
JISTZOL,O,X,X,X,X,X,X,X
JISTOLZ,O,X,X,O,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X
JISLTZO,O,X,X,X,O,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X
JISLZTO,O,X,X,X,O,O,X,X
JISLZOT,O,X,X,X,O,O,X,X
JISLOTZ,O,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,O,X,X,X
JISZTLO,O,X,X,X,O,O,X,X
JISZTOL,O,X,X,X,X,X,X,X
JISZLTO,O,X,X,X,O,O,X,X
JISZLOT,O,X,X,X,O,O,X,X
JISZOTL,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,X,O,O,X,X
JISOTLZ,O,X,X,O,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,O,X,X,X
JISOZTL,O,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,O,X,X,X
JIZTLSO,X,O,X,X,X,O,X,X
JIZTLOS,O,O,X,X,X,X,X,O
JIZTSLO,X,X,X,X,X,O,X,X
JIZTSOL,O,X,X,X,X,X,X,O
JIZTOLS,O,O,X,X,X,X,X,O
JIZTOSL,O,X,X,X,X,X,X,O
JIZLTSO,X,O,X,X,X,O,X,X
JIZLTOS,O,O,X,X,X,X,X,X
JIZLSTO,X,O,X,X,O,O,X,X
JIZLSOT,X,O,X,X,O,O,X,X
JIZLOTS,O,O,X,X,X,X,X,X
JIZLOST,X,O,X,X,X,O,X,X
JIZSTLO,O,X,X,X,O,O,X,X
JIZSTOL,O,X,X,X,X,X,X,X
JIZSLTO,O,X,X,X,O,O,X,X
JIZSLOT,O,X,X,X,O,O,X,X
JIZSOTL,O,X,X,X,X,X,X,X
JIZSOLT,O,X,X,X,O,O,X,X
JIZOTLS,O,O,X,X,X,X,X,O
JIZOTSL,O,X,X,X,X,X,X,O
JIZOLTS,O,O,X,X,X,X,X,X
JIZOLST,X,O,X,X,X,O,X,X
JIZOSTL,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,O,X,X
JIOTLSZ,X,O,X,O,X,X,X,X
JIOTLZS,O,X,O,X,X,X,X,X
JIOTSLZ,O,X,X,O,X,X,O,X
JIOTSZL,O,X,X,X,X,X,X,X
JIOTZLS,O,O,O,X,X,X,X,O
JIOTZSL,O,X,O,X,X,X,X,O
JIOLTSZ,X,O,X,O,X,X,X,X
JIOLTZS,O,X,O,X,X,X,X,X
JIOLSTZ,O,O,X,X,X,X,X,X
JIOLSZT,O,X,X,X,O,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X
JIOLZST,X,O,X,X,X,O,X,X
JIOSTLZ,O,X,X,O,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,O,X,X,X
JIOSZTL,O,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X
JIOZTLS,O,O,X,X,X,X,X,O
JIOZTSL,O,X,X,X,X,X,X,O
JIOZLTS,O,O,X,X,X,X,X,X
JIOZLST,X,O,X,X,X,O,X,X
JIOZSTL,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,O,X,X
JLTISZO,X,X,X,O,O,X,X,X
JLTISOZ,X,X,X,O,X,X,X,X
JLTIZSO,X,X,O,X,X,O,X,X
JLTIZOS,X,X,O,X,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X
JLTIOZS,X,X,O,X,X,X,X,X
JLTSIZO,X,X,X,O,O,X,X,X
JLTSIOZ,X,X,X,O,X,X,X,X
JLTSZIO,X,X,O,O,O,X,X,X
JLTSZOI,X,X,O,O,X,X,X,X
JLTSOIZ,X,X,X,O,X,X,X,X
JLTSOZI,X,X,O,O,X,X,X,X
JLTZISO,X,X,O,X,X,O,X,X
JLTZIOS,X,X,O,X,X,X,X,X
JLTZSIO,X,X,O,O,X,O,X,X
JLTZSOI,X,X,O,O,X,X,X,X
JLTZOIS,X,X,O,X,X,X,X,X
JLTZOSI,X,X,O,O,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X
JLTOSIZ,X,X,X,O,X,X,X,X
JLTOSZI,X,X,O,O,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X
JLTOZSI,X,X,O,O,X,X,X,X
JLITSZO,X,X,X,O,O,X,X,X
JLITSOZ,X,O,X,O,X,X,X,X
JLITZSO,X,X,O,X,X,O,X,X
JLITZOS,O,X,O,X,X,X,X,X
JLITOSZ,X,O,X,O,X,X,X,X
JLITOZS,O,X,O,X,X,X,X,X
JLISTZO,O,X,X,X,O,X,X,X
JLISTOZ,O,O,X,X,X,X,X,X
JLISZTO,O,X,X,X,O,O,X,X
JLISZOT,O,X,X,X,O,O,X,X
JLISOTZ,O,O,X,X,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,X
JLIZTSO,X,O,X,X,X,O,X,X
JLIZTOS,O,O,X,X,X,X,X,X
JLIZSTO,X,O,X,X,O,O,X,X
JLIZSOT,X,O,X,X,O,O,X,X
JLIZOTS,O,O,X,X,X,X,X,X
JLIZOST,X,O,X,X,X,O,X,X
JLIOTSZ,X,O,X,O,X,X,X,X
JLIOTZS,O,X,O,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X,X
JLIOSZT,O,X,X,X,O,X,X,X
JLIOZTS,O,O,X,X,X,X,X,X
JLIOZST,X,O,X,X,X,O,X,X
JLSTIZO,O,X,X,O,O,X,X,X
JLSTIOZ,O,O,X,O,X,X,O,X
JLSTZIO,O,X,O,O,O,X,X,X
JLSTZOI,O,X,O,O,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,O,X
JLSTOZI,O,X,O,O,X,X,X,X
JLSITZO,O,X,X,X,O,X,X,X
JLSITOZ,O,O,X,X,X,X,X,X
JLSIZTO,O,X,X,X,O,O,X,X
JLSIZOT,O,X,X,X,O,O,X,X
JLSIOTZ,O,O,X,X,X,X,X,X
JLSIOZT,O,X,X,X,O,X,X,X
JLSZTIO,O,X,X,X,O,O,X,X
JLSZTOI,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,O,O,X,X
JLSZIOT,O,X,X,X,O,O,X,X
JLSZOTI,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,O,O,X,X
JLSOTIZ,O,O,X,O,X,X,O,X
JLSOTZI,O,X,O,O,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,X
JLSOIZT,O,X,X,X,O,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,O,X,X,X
JLZTISO,X,O,O,X,X,O,X,X
JLZTIOS,O,O,O,X,X,X,X,O
JLZTSIO,X,O,O,O,X,O,X,X
JLZTSOI,X,O,O,O,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,O
JLZTOSI,X,O,O,O,X,X,X,X
JLZITSO,X,O,X,X,X,O,X,X
JLZITOS,O,O,X,X,X,X,X,X
JLZISTO,X,O,X,X,O,O,X,X
JLZISOT,X,O,X,X,O,O,X,X
JLZIOTS,O,O,X,X,X,X,X,X
JLZIOST,X,O,X,X,X,O,X,X
JLZSTIO,X,O,X,X,O,O,X,X
JLZSTOI,X,O,X,X,X,X,X,X
JLZSITO,X,O,X,X,O,O,X,X
JLZSIOT,X,O,X,X,O,O,X,X
JLZSOTI,X,O,X,X,X,X,X,X
JLZSOIT,X,O,X,X,O,O,X,X
JLZOTIS,O,O,O,X,X,X,X,O
JLZOTSI,X,O,O,O,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X
JLZOIST,X,O,X,X,X,O,X,X
JLZOSTI,X,O,X,X,X,X,X,X
JLZOSIT,X,O,X,X,X,O,X,X
JLOTISZ,X,X,X,O,X,X,X,X
JLOTIZS,X,X,O,X,X,X,X,X
JLOTSIZ,X,X,X,O,X,X,X,X
JLOTSZI,X,X,O,O,X,X,X,X
JLOTZIS,X,X,O,X,X,X,X,X
JLOTZSI,X,X,O,O,X,X,X,X
JLOITSZ,X,O,X,O,X,X,X,X
JLOITZS,O,X,O,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,X
JLOISZT,O,X,X,X,O,X,X,X
JLOIZTS,O,O,X,X,X,X,X,X
JLOIZST,X,O,X,X,X,O,X,X
JLOSTIZ,O,O,X,O,X,X,O,X
JLOSTZI,O,X,O,O,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,X
JLOSIZT,O,X,X,X,O,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,O,X,X,X
JLOZTIS,O,O,O,X,X,X,X,O
JLOZTSI,X,O,O,O,X,X,X,X
JLOZITS,O,O,X,X,X,X,X,X
JLOZIST,X,O,X,X,X,O,X,X
JLOZSTI,X,O,X,X,X,X,X,X
JLOZSIT,X,O,X,X,X,O,X,X
JSTILZO,O,X,X,O,O,X,X,X
JSTILOZ,O,X,X,O,X,X,O,X
JSTIZLO,O,X,X,X,O,X,X,X
JSTIZOL,O,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,O,X,X,O,X
JSTIOZL,O,X,X,X,X,X,X,X
JSTLIZO,O,X,X,O,O,X,X,X
JSTLIOZ,O,X,X,O,X,X,O,X
JSTLZIO,O,X,O,O,O,X,X,X
JSTLZOI,O,X,O,O,X,X,X,X
JSTLOIZ,O,X,X,O,X,X,O,X
JSTLOZI,O,X,O,O,X,X,X,X
JSTZILO,O,X,O,X,O,X,X,X
JSTZIOL,O,X,O,X,X,X,X,X
JSTZLIO,O,X,O,O,O,X,X,X
JSTZLOI,O,X,O,O,X,X,X,X
JSTZOIL,O,X,O,X,X,X,X,X
JSTZOLI,O,X,O,O,X,X,X,X
JSTOILZ,O,X,X,O,X,X,O,X
JSTOIZL,O,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,O,X,X,O,X
JSTOLZI,O,X,O,O,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X
JSTOZLI,O,X,O,O,X,X,X,X
JSITLZO,O,X,X,O,O,X,X,X
JSITLOZ,O,X,X,O,X,X,X,X
JSITZLO,O,X,X,X,O,X,X,X
JSITZOL,O,X,X,X,X,X,X,X
JSITOLZ,O,X,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,O,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X
JSILZTO,O,X,X,X,O,O,X,X
JSILZOT,O,X,X,X,O,O,X,X
JSILOTZ,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,O,X,X,X
JSIZTLO,O,X,X,X,O,O,X,X
JSIZTOL,O,X,X,X,X,X,X,X
JSIZLTO,O,X,X,X,O,O,X,X
JSIZLOT,O,X,X,X,O,O,X,X
JSIZOTL,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,X,O,O,X,X
JSIOTLZ,O,X,X,O,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,O,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,O,X,X,X
JSLTIZO,O,X,X,O,O,X,X,X
JSLTIOZ,O,X,X,O,X,X,O,X
JSLTZIO,O,X,O,O,O,X,X,X
JSLTZOI,O,X,O,O,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,O,X
JSLTOZI,O,X,O,O,X,X,X,X
JSLITZO,O,X,X,X,O,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,O,O,X,X
JSLIZOT,O,X,X,X,O,O,X,X
JSLIOTZ,O,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,O,X,X,X
JSLZTIO,O,X,X,X,O,O,X,X
JSLZTOI,O,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,O,O,X,X
JSLZIOT,O,X,X,X,O,O,X,X
JSLZOTI,O,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,O,O,X,X
JSLOTIZ,O,X,X,O,X,X,O,X
JSLOTZI,O,X,O,O,X,X,X,X
JSLOITZ,O,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,O,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,O,X,X,X
JSZTILO,O,X,X,X,O,O,X,X
JSZTIOL,O,X,X,X,X,X,X,O
JSZTLIO,O,X,X,O,O,O,X,X
JSZTLOI,O,X,X,O,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,O
JSZTOLI,O,X,X,O,X,X,X,X
JSZITLO,O,X,X,X,O,O,X,X
JSZITOL,O,X,X,X,X,X,X,X
JSZILTO,O,X,X,X,O,O,X,X
JSZILOT,O,X,X,X,O,O,X,X
JSZIOTL,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,X,O,O,X,X
JSZLTIO,O,X,X,X,O,O,X,X
JSZLTOI,O,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,O,O,X,X
JSZLIOT,O,X,X,X,O,O,X,X
JSZLOTI,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,O,O,X,X
JSZOTIL,O,X,X,X,X,X,X,O
JSZOTLI,O,X,X,O,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,O,O,X,X
JSZOLTI,O,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,O,O,X,X
JSOTILZ,O,X,X,O,X,X,O,X
JSOTIZL,O,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,O,X,X,O,X
JSOTLZI,O,X,O,O,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X
JSOTZLI,O,X,O,O,X,X,X,X
JSOITLZ,O,X,X,O,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,O,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X
JSOIZLT,O,X,X,X,O,X,X,X
JSOLTIZ,O,X,X,O,X,X,O,X
JSOLTZI,O,X,O,O,X,X,X,X
JSOLITZ,O,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,O,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,O,X,X,X
JSOZTIL,O,X,X,X,X,X,X,O
JSOZTLI,O,X,X,O,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,O,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,O,X,X,X
JZTILSO,X,O,O,X,X,O,X,X
JZTILOS,O,O,O,X,X,X,X,O
JZTISLO,X,X,O,X,X,O,X,X
JZTISOL,O,X,O,X,X,X,X,O
JZTIOLS,O,O,O,X,X,X,X,O
JZTIOSL,O,X,O,X,X,X,X,O
JZTLISO,X,O,O,X,X,O,X,X
JZTLIOS,O,O,O,X,X,X,X,O
JZTLSIO,X,O,O,O,X,O,X,X
JZTLSOI,X,O,O,O,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,O
JZTLOSI,X,O,O,O,X,X,X,X
JZTSILO,X,X,O,X,X,O,X,X
JZTSIOL,O,X,O,X,X,X,X,O
JZTSLIO,X,X,O,O,X,O,X,X
JZTSLOI,X,X,O,O,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X,O
JZTSOLI,X,X,O,O,X,X,X,X
JZTOILS,O,O,O,X,X,X,X,O
JZTOISL,O,X,O,X,X,X,X,O
JZTOLIS,O,O,O,X,X,X,X,O
JZTOLSI,X,O,O,O,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,O
JZTOSLI,X,X,O,O,X,X,X,X
JZITLSO,X,O,X,X,X,O,X,X
JZITLOS,O,O,X,X,X,X,X,O
JZITSLO,X,X,X,X,X,O,X,X
JZITSOL,O,X,X,X,X,X,X,O
JZITOLS,O,O,X,X,X,X,X,O
JZITOSL,O,X,X,X,X,X,X,O
JZILTSO,X,O,X,X,X,O,X,X
JZILTOS,O,O,X,X,X,X,X,X
JZILSTO,X,O,X,X,O,O,X,X
JZILSOT,X,O,X,X,O,O,X,X
JZILOTS,O,O,X,X,X,X,X,X
JZILOST,X,O,X,X,X,O,X,X
JZISTLO,O,X,X,X,O,O,X,X
JZISTOL,O,X,X,X,X,X,X,X
JZISLTO,O,X,X,X,O,O,X,X
JZISLOT,O,X,X,X,O,O,X,X
JZISOTL,O,X,X,X,X,X,X,X
JZISOLT,O,X,X,X,O,O,X,X
JZIOTLS,O,O,X,X,X,X,X,O
JZIOTSL,O,X,X,X,X,X,X,O
JZIOLTS,O,O,X,X,X,X,X,X
JZIOLST,X,O,X,X,X,O,X,X
JZIOSTL,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,O,X,X
JZLTISO,X,O,O,X,X,O,X,X
JZLTIOS,O,O,O,X,X,X,X,O
JZLTSIO,X,O,O,O,X,O,X,X
JZLTSOI,X,O,O,O,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,O
JZLTOSI,X,O,O,O,X,X,X,X
JZLITSO,X,O,X,X,X,O,X,X
JZLITOS,O,O,X,X,X,X,X,X
JZLISTO,X,O,X,X,O,O,X,X
JZLISOT,X,O,X,X,O,O,X,X
JZLIOTS,O,O,X,X,X,X,X,X
JZLIOST,X,O,X,X,X,O,X,X
JZLSTIO,X,O,X,X,O,O,X,X
JZLSTOI,X,O,X,X,X,X,X,X
JZLSITO,X,O,X,X,O,O,X,X
JZLSIOT,X,O,X,X,O,O,X,X
JZLSOTI,X,O,X,X,X,X,X,X
JZLSOIT,X,O,X,X,O,O,X,X
JZLOTIS,O,O,O,X,X,X,X,O
JZLOTSI,X,O,O,O,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X
JZLOIST,X,O,X,X,X,O,X,X
JZLOSTI,X,O,X,X,X,X,X,X
JZLOSIT,X,O,X,X,X,O,X,X
JZSTILO,O,X,X,X,O,O,X,X
JZSTIOL,O,X,X,X,X,X,X,O
JZSTLIO,O,X,X,O,O,O,X,X
JZSTLOI,O,X,X,O,X,X,X,X
JZSTOIL,O,X,X,X,X,X,X,O
JZSTOLI,O,X,X,O,X,X,X,X
JZSITLO,O,X,X,X,O,O,X,X
JZSITOL,O,X,X,X,X,X,X,X
JZSILTO,O,X,X,X,O,O,X,X
JZSILOT,O,X,X,X,O,O,X,X
JZSIOTL,O,X,X,X,X,X,X,X
JZSIOLT,O,X,X,X,O,O,X,X
JZSLTIO,O,X,X,X,O,O,X,X
JZSLTOI,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,O,O,X,X
JZSLIOT,O,X,X,X,O,O,X,X
JZSLOTI,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,O,O,X,X
JZSOTIL,O,X,X,X,X,X,X,O
JZSOTLI,O,X,X,O,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,O,O,X,X
JZSOLTI,O,X,X,X,X,X,X,X
JZSOLIT,O,X,X,X,O,O,X,X
JZOTILS,O,O,O,X,X,X,X,O
JZOTISL,O,X,O,X,X,X,X,O
JZOTLIS,O,O,O,X,X,X,X,O
JZOTLSI,X,O,O,O,X,X,X,X
JZOTSIL,O,X,O,X,X,X,X,O
JZOTSLI,X,X,O,O,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,X,X,O
JZOILTS,O,O,X,X,X,X,X,X
JZOILST,X,O,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,O,X,X
JZOLTIS,O,O,O,X,X,X,X,O
JZOLTSI,X,O,O,O,X,X,X,X
JZOLITS,O,O,X,X,X,X,X,X
JZOLIST,X,O,X,X,X,O,X,X
JZOLSTI,X,O,X,X,X,X,X,X
JZOLSIT,X,O,X,X,X,O,X,X
JZOSTIL,O,X,X,X,X,X,X,O
JZOSTLI,O,X,X,O,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,O,X,X
JZOSLTI,O,X,X,X,X,X,X,X
JZOSLIT,O,X,X,X,X,O,X,X
JOTILSZ,X,X,X,O,X,X,X,X
JOTILZS,O,X,O,X,X,X,X,X
JOTISLZ,O,X,X,O,X,X,O,X
JOTISZL,O,X,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,O
JOTIZSL,O,X,O,X,X,X,X,O
