sequence,v115@XhD8AeB8AeF8Je0AJvhFxhBTjB3kBCnBlqBOpB,v115@XhD8AeB8AeF8JeZEJvhFCgBGiBTjBVqB3mB8qB,v115@XhD8AeB8AeF8Jex/IvhFSnBTjBOpBXlB8qBlrB,v115@XhD8AeB8AeF8JeRBJvhFSnBTjBOpB/qBUrBlpB,v115@XhD8AeB8AeF8JeZEJvhFWlBSnBTjB8qBXqBlrB,v115@XhD8AeB8AeF8JeSHJvhFTjBxkB8qBOpBXqBlrB
OJISTLZ,X,O,X,X,X,X
OJISTZL,X,O,X,X,X,X
OJISLTZ,X,O,X,X,X,X
OJISLZT,X,X,X,O,X,X
OJISZTL,X,O,X,O,X,X
OJISZLT,X,X,X,O,X,X
OJIZTLS,X,X,X,X,O,X
OJIZTSL,X,O,X,X,X,X
OJIZLTS,X,X,X,X,O,X
OJIZLST,X,X,O,X,O,X
OJIZSTL,X,O,O,X,X,X
OJIZSLT,X,X,O,X,O,X
OJLTISZ,O,O,X,X,X,X
OJLTIZS,O,X,X,X,X,X
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,X,X,O,X,X
OJLTZIS,O,X,X,X,X,X
OJLTZSI,O,X,O,X,X,X
OJLITSZ,O,O,X,X,X,X
OJLITZS,O,X,X,X,X,X
OJLISTZ,X,O,X,X,X,X
OJLISZT,X,X,X,O,X,X
OJLIZTS,X,X,X,X,O,X
OJLIZST,X,X,O,X,O,X
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,X,X,O,X,X
OJLSITZ,X,O,X,X,X,X
OJLSIZT,X,X,X,O,X,X
OJLSZTI,X,X,O,O,X,X
OJLSZIT,X,X,O,O,X,X
OJLZTIS,X,X,X,X,O,X
OJLZTSI,X,X,O,X,X,X
OJLZITS,X,X,X,X,O,O
OJLZIST,X,X,O,X,O,O
OJLZSTI,X,X,O,O,X,X
OJLZSIT,X,X,O,O,O,X
OJSTILZ,X,O,X,X,X,X
OJSTIZL,X,O,X,X,X,X
OJSTLIZ,O,O,X,X,X,X
OJSTLZI,O,X,X,O,X,X
OJSTZIL,X,O,X,O,X,X
OJSTZLI,O,X,X,O,X,X
OJSITLZ,X,O,X,X,X,X
OJSITZL,X,O,X,X,X,X
OJSILTZ,X,O,X,X,X,X
OJSILZT,X,X,X,O,X,X
OJSIZTL,X,O,X,O,X,X
OJSIZLT,X,X,X,O,X,X
OJSLTIZ,O,O,X,X,X,X
OJSLTZI,O,X,X,O,X,X
OJSLITZ,X,O,X,X,X,X
OJSLIZT,X,X,X,O,X,X
OJSLZTI,X,X,O,O,X,X
OJSLZIT,X,X,O,O,X,X
OJSZTIL,X,O,O,O,X,X
OJSZTLI,X,X,O,O,X,X
OJSZITL,X,O,O,O,X,X
OJSZILT,X,X,O,O,X,X
OJSZLTI,X,X,O,O,X,X
OJSZLIT,X,X,O,O,X,X
OJZTILS,X,X,X,X,O,X
OJZTISL,X,O,X,X,X,X
OJZTLIS,X,X,X,X,O,X
OJZTLSI,X,X,O,X,X,X
OJZTSIL,X,O,O,X,X,X
OJZTSLI,X,X,O,X,X,X
OJZITLS,X,X,X,X,O,X
OJZITSL,X,O,X,X,X,X
OJZILTS,X,X,X,X,O,O
OJZILST,X,X,O,X,O,O
OJZISTL,X,O,O,X,X,X
OJZISLT,X,X,O,X,O,X
OJZLTIS,X,X,X,X,O,X
OJZLTSI,X,X,O,X,X,X
OJZLITS,X,X,X,X,O,O
OJZLIST,X,X,O,X,O,O
OJZLSTI,X,X,O,O,X,X
OJZLSIT,X,X,O,O,O,X
OJZSTIL,X,O,O,O,X,X
OJZSTLI,X,X,O,O,X,X
OJZSITL,X,O,O,O,X,X
OJZSILT,X,X,O,O,O,X
OJZSLTI,X,X,O,O,X,X
OJZSLIT,X,X,O,O,O,X
OSTILJZ,O,O,X,X,X,X
OSTILZJ,O,O,X,X,X,X
OSTIJLZ,X,O,X,X,X,X
OSTIJZL,X,O,X,X,X,X
OSTIZLJ,O,O,X,X,X,X
OSTIZJL,X,O,X,X,X,X
OSTLIJZ,O,O,X,X,X,X
OSTLIZJ,O,O,X,X,X,X
OSTLJIZ,O,O,X,X,X,X
OSTLJZI,O,X,X,O,X,X
OSTLZIJ,O,X,X,O,X,X
OSTLZJI,O,X,X,O,X,X
OSTJILZ,X,O,X,X,X,X
OSTJIZL,X,O,X,X,X,X
OSTJLIZ,O,O,X,X,X,X
OSTJLZI,O,X,X,O,X,X
OSTJZIL,X,O,X,O,X,X
OSTJZLI,O,X,X,O,X,X
OSTZILJ,O,O,X,O,X,X
OSTZIJL,X,O,X,O,X,X
OSTZLIJ,O,X,X,O,X,X
OSTZLJI,O,X,X,O,X,X
OSTZJIL,X,O,X,O,X,X
OSTZJLI,O,X,X,O,X,X
OSITLJZ,O,O,X,X,X,X
OSITLZJ,O,O,X,X,X,X
OSITJLZ,X,O,X,X,X,X
OSITJZL,X,O,X,X,X,X
OSITZLJ,O,O,X,X,X,X
OSITZJL,X,O,X,X,X,X
OSILTJZ,O,O,X,X,X,X
OSILTZJ,O,O,X,X,X,X
OSILJTZ,X,O,X,X,X,X
OSILJZT,X,X,X,O,X,X
OSILZTJ,X,X,X,O,X,X
OSILZJT,X,X,X,O,O,X
OSIJTLZ,X,O,X,X,X,X
OSIJTZL,X,O,X,X,X,X
OSIJLTZ,X,O,X,X,X,X
OSIJLZT,X,X,X,O,X,X
OSIJZTL,X,O,X,O,X,X
OSIJZLT,X,X,X,O,X,X
OSIZTLJ,X,O,X,O,X,X
OSIZTJL,X,O,X,O,X,X
OSIZLTJ,X,X,X,O,X,X
OSIZLJT,X,X,X,O,O,X
OSIZJTL,X,O,X,O,X,X
OSIZJLT,X,X,X,O,O,X
OSLTIJZ,O,O,X,X,X,X
OSLTIZJ,O,O,X,X,X,X
OSLTJIZ,O,O,X,X,X,X
OSLTJZI,O,X,X,O,X,X
OSLTZIJ,O,X,X,O,X,X
OSLTZJI,O,X,X,O,X,X
OSLITJZ,O,O,X,X,X,X
OSLITZJ,O,O,X,X,X,X
OSLIJTZ,X,O,X,X,X,X
OSLIJZT,X,X,X,O,X,X
OSLIZTJ,X,X,X,O,X,X
OSLIZJT,X,X,X,O,O,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,O,X,X,O,X,X
OSLJITZ,X,O,X,X,X,X
OSLJIZT,X,X,X,O,X,X
OSLJZTI,X,X,O,O,X,X
OSLJZIT,X,X,O,O,X,X
OSLZTIJ,O,X,X,O,X,X
OSLZTJI,O,X,O,O,X,X
OSLZITJ,X,X,X,O,X,O
OSLZIJT,X,X,O,O,O,O
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,O,O,O,X
OSJTILZ,X,O,X,X,X,X
OSJTIZL,X,O,X,X,X,X
OSJTLIZ,O,O,X,X,X,X
OSJTLZI,O,X,X,O,X,X
OSJTZIL,X,O,X,O,X,X
OSJTZLI,O,X,X,O,X,X
OSJITLZ,X,O,X,X,X,X
OSJITZL,X,O,X,X,X,X
OSJILTZ,X,O,X,X,X,X
OSJILZT,X,X,X,O,X,X
OSJIZTL,X,O,X,O,X,X
OSJIZLT,X,X,X,O,X,X
OSJLTIZ,O,O,X,X,X,X
OSJLTZI,O,X,X,O,X,X
OSJLITZ,X,O,X,X,X,X
OSJLIZT,X,X,X,O,X,X
OSJLZTI,X,X,O,O,X,X
OSJLZIT,X,X,O,O,X,X
OSJZTIL,X,O,O,O,X,X
OSJZTLI,X,X,O,O,X,X
OSJZITL,X,O,O,O,X,X
OSJZILT,X,X,O,O,X,X
OSJZLTI,X,X,O,O,X,X
OSJZLIT,X,X,O,O,X,X
OSZTILJ,O,O,X,O,X,X
OSZTIJL,X,O,X,O,X,X
OSZTLIJ,O,X,X,O,X,X
OSZTLJI,O,X,O,O,X,X
OSZTJIL,X,O,O,O,X,X
OSZTJLI,O,X,O,O,X,X
OSZITLJ,X,O,X,O,X,X
OSZITJL,X,O,X,O,X,X
OSZILTJ,X,X,X,O,X,O
OSZILJT,X,X,O,O,O,O
OSZIJTL,X,O,O,O,X,X
OSZIJLT,X,X,O,O,O,X
OSZLTIJ,O,X,X,O,X,X
OSZLTJI,O,X,O,O,X,X
OSZLITJ,X,X,X,O,X,O
OSZLIJT,X,X,O,O,O,O
OSZLJTI,X,X,O,O,X,X
OSZLJIT,X,X,O,O,O,X
OSZJTIL,X,O,O,O,X,X
OSZJTLI,X,X,O,O,X,X
OSZJITL,X,O,O,O,X,X
OSZJILT,X,X,O,O,O,X
OSZJLTI,X,X,O,O,X,X
OSZJLIT,X,X,O,O,O,X
OZTILJS,O,X,X,X,O,O
OZTILSJ,O,X,X,X,X,O
OZTIJLS,X,X,X,X,O,X
OZTIJSL,X,O,X,X,X,X
OZTISLJ,O,O,X,X,X,X
OZTISJL,X,O,X,X,X,X
OZTLIJS,O,X,X,X,O,O
OZTLISJ,O,X,X,X,X,O
OZTLJIS,O,X,X,X,O,X
OZTLJSI,O,X,O,X,X,X
OZTLSIJ,O,X,X,X,X,X
OZTLSJI,O,X,O,X,X,X
OZTJILS,X,X,X,X,O,X
OZTJISL,X,O,X,X,X,X
OZTJLIS,O,X,X,X,O,X
OZTJLSI,O,X,O,X,X,X
OZTJSIL,X,O,O,X,X,X
OZTJSLI,O,X,O,X,X,X
OZTSILJ,O,O,X,X,X,X
OZTSIJL,X,O,X,X,X,X
OZTSLIJ,O,X,X,X,X,X
OZTSLJI,O,X,O,X,X,X
OZTSJIL,X,O,O,X,X,X
OZTSJLI,O,X,O,X,X,X
OZITLJS,X,X,X,X,O,O
OZITLSJ,X,X,X,X,X,O
OZITJLS,X,X,X,X,O,X
OZITJSL,X,O,X,X,X,X
OZITSLJ,X,O,X,X,X,X
OZITSJL,X,O,X,X,X,X
OZILTJS,X,X,X,X,O,O
OZILTSJ,X,X,X,X,X,O
OZILJTS,X,X,X,X,O,O
OZILJST,X,X,O,X,O,O
OZILSTJ,X,X,X,X,X,O
OZILSJT,X,X,O,X,O,O
OZIJTLS,X,X,X,X,O,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,X,X,X,X,O,O
OZIJLST,X,X,O,X,O,O
OZIJSTL,X,O,O,X,X,X
OZIJSLT,X,X,O,X,O,X
OZISTLJ,X,O,X,X,X,X
OZISTJL,X,O,X,X,X,X
OZISLTJ,X,X,X,X,X,O
OZISLJT,X,X,O,X,O,O
OZISJTL,X,O,O,X,X,X
OZISJLT,X,X,O,X,O,X
OZLTIJS,O,X,X,X,O,O
OZLTISJ,O,X,X,X,X,O
OZLTJIS,O,X,X,X,O,X
OZLTJSI,O,X,O,X,X,X
OZLTSIJ,O,X,X,X,X,X
OZLTSJI,O,X,O,X,X,X
OZLITJS,O,X,X,X,O,O
OZLITSJ,O,X,X,X,X,O
OZLIJTS,X,X,X,X,O,O
OZLIJST,X,X,O,X,O,O
OZLISTJ,X,X,X,X,X,O
OZLISJT,X,X,O,X,O,O
OZLJTIS,X,X,X,X,O,X
OZLJTSI,X,X,O,X,X,X
OZLJITS,X,X,X,X,O,O
OZLJIST,X,X,O,X,O,O
OZLJSTI,X,X,O,O,X,X
OZLJSIT,X,X,O,O,O,X
OZLSTIJ,O,X,X,O,X,X
OZLSTJI,O,X,O,O,X,X
OZLSITJ,X,X,X,O,X,O
OZLSIJT,X,X,O,O,O,O
OZLSJTI,X,X,O,O,X,X
OZLSJIT,X,X,O,O,O,X
OZJTILS,X,X,X,X,O,X
OZJTISL,X,O,X,X,X,X
OZJTLIS,X,X,X,X,O,X
OZJTLSI,X,X,O,X,X,X
OZJTSIL,X,O,O,X,X,X
OZJTSLI,X,X,O,X,X,X
OZJITLS,X,X,X,X,O,X
OZJITSL,X,O,X,X,X,X
OZJILTS,X,X,X,X,O,O
OZJILST,X,X,O,X,O,O
OZJISTL,X,O,O,X,X,X
OZJISLT,X,X,O,X,O,X
OZJLTIS,X,X,X,X,O,X
OZJLTSI,X,X,O,X,X,X
OZJLITS,X,X,X,X,O,O
OZJLIST,X,X,O,X,O,O
OZJLSTI,X,X,O,O,X,X
OZJLSIT,X,X,O,O,O,X
OZJSTIL,X,O,O,O,X,X
OZJSTLI,X,X,O,O,X,X
OZJSITL,X,O,O,O,X,X
OZJSILT,X,X,O,O,O,X
OZJSLTI,X,X,O,O,X,X
OZJSLIT,X,X,O,O,O,X
OZSTILJ,O,O,X,O,X,X
OZSTIJL,X,O,X,O,X,X
OZSTLIJ,O,X,X,O,X,X
OZSTLJI,O,X,O,O,X,X
OZSTJIL,X,O,O,O,X,X
OZSTJLI,O,X,O,O,X,X
OZSITLJ,X,O,X,O,X,X
OZSITJL,X,O,X,O,X,X
OZSILTJ,X,X,X,O,X,O
OZSILJT,X,X,O,O,O,O
OZSIJTL,X,O,O,O,X,X
OZSIJLT,X,X,O,O,O,X
OZSLTIJ,O,X,X,O,X,X
OZSLTJI,O,X,O,O,X,X
OZSLITJ,X,X,X,O,X,O
OZSLIJT,X,X,O,O,O,O
OZSLJTI,X,X,O,O,X,X
OZSLJIT,X,X,O,O,O,X
OZSJTIL,X,O,O,O,X,X
OZSJTLI,X,X,O,O,X,X
OZSJITL,X,O,O,O,X,X
OZSJILT,X,X,O,O,O,X
OZSJLTI,X,X,O,O,X,X
OZSJLIT,X,X,O,O,O,X
