sequence,v115@FhB8HeB8HeE8DeC8JeOEJvhF6lBxhBzkBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFlgB2pBxmBCnBzqBXsB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfB+lBxhBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFxgBTiB2pBFrBXsBCrB,v115@FhB8HeB8HeE8DeC8Jei/IvhFFhBTiBcrBxpBXsBGqB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfBUhB1qBXnBGnBRwB,v115@FhB8HeB8HeE8DeC8JeT/IvhF1mB6nBxpBmrB/qBUrB,v115@FhB8HeB8HeE8DeC8Jex/IvhFXiBTkBSsBlqBmqB0rB,v115@FhB8HeB8HeE8DeC8JeOEJvhF8kBFmBTnB3lBCnBRwB,v115@FhB8HeB8HeE8DeC8Je3/IvhFTiBxlB2pBUrBFsBCrB,v115@FhB8HeB8HeE8DeC8Jex/IvhF0hBTkBSsBmqBlqBXsB
IZJLTSO,X,X,X,X,O,X,O,X,X,X,X
IZJLTOS,X,X,O,X,X,X,O,X,O,X,X
IZJLSTO,O,X,O,X,O,X,O,X,X,X,X
IZJLSOT,O,X,O,X,O,X,O,X,X,X,X
IZJLOTS,O,X,O,X,X,X,O,X,O,X,X
IZJLOST,O,X,O,X,X,X,O,X,X,X,X
IZJSTLO,O,X,O,X,O,X,X,X,X,X,X
IZJSTOL,O,X,X,X,O,X,X,X,O,O,X
IZJSLTO,O,X,O,X,O,X,X,X,X,X,X
IZJSLOT,O,X,O,X,O,X,X,X,X,X,X
IZJSOTL,O,X,X,X,O,X,X,X,O,X,X
IZJSOLT,O,X,O,X,O,X,X,X,X,X,X
IZJOTLS,O,X,X,X,X,X,O,X,O,X,X
IZJOTSL,X,X,X,X,X,X,X,X,O,X,X
IZJOLTS,O,X,O,X,X,X,O,X,O,X,X
IZJOLST,O,X,O,X,X,X,O,X,X,X,X
IZJOSTL,O,X,X,X,X,X,X,X,O,X,X
IZJOSLT,O,X,X,X,X,X,X,X,X,X,X
IZSTLJO,O,X,O,X,O,O,X,X,X,X,X
IZSTLOJ,O,X,X,X,O,O,X,X,X,O,X
IZSTJLO,O,X,O,X,O,O,X,X,X,X,X
IZSTJOL,O,X,X,X,O,X,X,X,O,O,X
IZSTOLJ,O,X,X,X,O,O,X,X,X,O,X
IZSTOJL,O,X,X,X,O,X,X,X,O,O,X
IZSLTJO,O,X,O,X,O,O,X,X,X,X,X
IZSLTOJ,O,X,X,X,O,O,X,X,X,O,X
IZSLJTO,O,X,O,X,O,X,X,X,X,X,X
IZSLJOT,O,X,O,X,O,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,O,X,X,X,X,X,X
IZSLOJT,O,X,O,X,O,X,X,X,X,X,X
IZSJTLO,O,X,O,X,O,O,X,X,X,X,X
IZSJTOL,O,X,X,X,O,X,X,X,O,O,X
IZSJLTO,O,X,O,X,O,X,X,X,X,X,X
IZSJLOT,O,X,O,X,O,X,X,X,X,X,X
IZSJOTL,O,X,X,X,O,X,X,X,O,X,X
IZSJOLT,O,X,O,X,O,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,O,O,X,X,X,O,X
IZSOTJL,O,X,X,X,O,X,X,X,O,O,X
IZSOLTJ,O,X,X,X,O,X,X,X,X,X,X
IZSOLJT,O,X,O,X,O,X,X,X,X,X,X
IZSOJTL,O,X,X,X,O,X,X,X,O,X,X
IZSOJLT,O,X,O,X,O,X,X,X,X,X,X
IZOTLJS,O,X,X,X,X,X,X,X,O,X,X
IZOTLSJ,X,X,X,X,O,X,X,X,X,O,X
IZOTJLS,O,X,X,X,X,X,X,X,O,X,X
IZOTJSL,X,X,X,X,X,X,X,X,O,O,X
IZOTSLJ,X,X,X,X,O,X,X,X,X,O,X
IZOTSJL,X,X,X,X,O,X,X,X,O,O,X
IZOLTJS,O,X,X,X,X,X,X,X,O,X,X
IZOLTSJ,X,X,X,X,O,X,X,X,X,X,X
IZOLJTS,O,X,O,X,X,X,O,X,O,X,X
IZOLJST,O,X,O,X,X,X,O,X,X,X,X
IZOLSTJ,O,X,X,X,O,X,X,X,X,X,X
IZOLSJT,O,X,O,X,O,X,X,X,X,X,X
IZOJTLS,O,X,X,X,X,X,O,X,O,X,X
IZOJTSL,X,X,X,X,X,X,X,X,O,X,X
IZOJLTS,O,X,O,X,X,X,O,X,O,X,X
IZOJLST,O,X,O,X,X,X,O,X,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X,O,X,X
IZOJSLT,O,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,X,O,X,X,X,X,O,X
IZOSTJL,O,X,X,X,O,X,X,X,O,O,X
IZOSLTJ,O,X,X,X,O,X,X,X,X,X,X
IZOSLJT,O,X,O,X,O,X,X,X,X,X,X
IZOSJTL,O,X,X,X,O,X,X,X,O,X,X
IZOSJLT,O,X,O,X,O,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,O,O,O,X,X,X
IOTLJZS,X,O,X,X,X,O,O,O,O,X,X
IOTLSJZ,X,X,X,X,X,O,X,O,X,X,X
IOTLSZJ,X,X,X,X,X,O,X,O,X,X,X
IOTLZJS,X,X,X,X,X,O,X,O,O,X,X
IOTLZSJ,X,X,X,X,X,O,X,O,X,X,X
IOTJLSZ,X,X,X,X,X,X,O,O,X,X,X
IOTJLZS,X,O,X,X,X,X,O,O,O,X,X
IOTJSLZ,X,O,X,X,X,X,O,X,X,X,X
IOTJSZL,X,O,X,X,X,X,X,X,O,X,X
IOTJZLS,X,O,X,X,X,X,O,X,O,X,X
IOTJZSL,X,O,X,X,X,X,X,X,O,X,X
IOTSLJZ,X,O,X,X,X,O,X,O,X,X,X
IOTSLZJ,X,X,X,X,X,O,X,O,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,X,O,X,X
IOTSZLJ,X,X,X,X,X,O,X,X,X,X,X
IOTSZJL,X,O,X,X,X,X,X,X,O,X,X
IOTZLJS,X,X,X,X,X,O,X,O,O,X,X
IOTZLSJ,X,X,X,X,X,O,X,O,X,X,X
IOTZJLS,X,O,X,X,X,X,X,X,O,X,X
IOTZJSL,X,O,X,X,X,X,X,X,O,X,X
IOTZSLJ,X,X,X,X,X,O,X,X,X,X,X
IOTZSJL,X,X,X,X,X,X,X,X,O,X,X
IOLTJSZ,X,X,X,X,X,O,O,O,X,X,X
IOLTJZS,X,O,X,X,X,O,O,O,O,X,X
IOLTSJZ,X,X,X,X,X,O,X,O,X,X,X
IOLTSZJ,X,X,X,X,X,O,X,O,X,X,X
IOLTZJS,X,X,X,X,X,O,X,O,O,X,X
IOLTZSJ,X,X,X,X,X,O,X,O,X,X,X
IOLJTSZ,X,X,X,X,X,O,O,O,X,X,O
IOLJTZS,X,O,X,X,X,O,O,O,O,X,O
IOLJSTZ,X,X,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,X,X,X,X,O,X,X,X,X
IOLJZTS,O,O,X,X,X,X,O,X,O,X,X
IOLJZST,O,X,X,X,X,X,O,X,X,X,X
IOLSTJZ,X,X,X,X,X,O,X,O,X,X,X
IOLSTZJ,X,X,X,X,O,O,X,O,X,X,X
IOLSJTZ,X,X,X,X,X,X,O,X,X,X,X
IOLSJZT,O,X,X,X,O,X,O,X,X,X,X
IOLSZTJ,O,X,X,X,O,X,X,X,X,X,X
IOLSZJT,O,X,X,X,O,X,X,X,X,X,X
IOLZTJS,O,X,X,X,X,O,X,O,O,X,X
IOLZTSJ,X,X,X,X,O,O,X,O,X,X,X
IOLZJTS,O,X,X,X,X,X,O,X,O,X,O
IOLZJST,O,X,X,X,X,X,O,X,X,X,X
IOLZSTJ,O,X,X,X,O,X,X,X,X,X,X
IOLZSJT,O,X,X,X,O,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,X,X,O,O,X,X,X
IOJTLZS,X,O,X,X,X,X,O,O,O,X,X
IOJTSLZ,X,O,X,X,X,X,O,X,X,X,X
IOJTSZL,X,O,X,X,X,X,X,X,O,X,X
IOJTZLS,X,O,X,X,X,X,O,X,O,X,X
IOJTZSL,X,O,X,X,X,X,X,X,O,X,X
IOJLTSZ,X,X,X,X,X,X,O,O,X,X,O
IOJLTZS,X,O,X,X,X,X,O,O,O,X,O
IOJLSTZ,X,X,X,X,X,X,O,X,X,X,X
IOJLSZT,O,X,X,X,X,X,O,X,X,X,X
IOJLZTS,O,O,X,X,X,X,O,X,O,X,X
IOJLZST,O,X,X,X,X,X,O,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,O,X,X,X,X
IOJSTZL,X,O,X,X,X,X,X,X,O,X,X
IOJSLTZ,X,O,X,X,X,X,O,X,X,X,X
IOJSLZT,O,O,X,X,X,X,O,X,X,X,X
IOJSZTL,O,O,X,X,X,X,X,X,O,X,X
IOJSZLT,O,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,O,X,X,X,X,O,X,O,X,X
IOJZTSL,X,O,X,X,X,X,X,X,O,X,X
IOJZLTS,O,O,X,X,X,X,O,X,O,X,X
IOJZLST,O,X,X,X,X,X,O,X,X,X,X
IOJZSTL,O,O,X,X,X,X,X,X,O,X,X
IOJZSLT,O,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,O,X,O,X,X,X
IOSTLZJ,X,X,X,X,O,O,X,O,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,O,X,X
IOSTZLJ,X,X,X,X,O,O,X,X,X,X,X
IOSTZJL,X,O,X,X,O,X,X,X,O,X,X
IOSLTJZ,X,O,X,X,X,O,X,O,X,X,X
IOSLTZJ,X,X,X,X,O,O,X,O,X,X,X
IOSLJTZ,X,O,X,X,X,X,O,X,X,X,X
IOSLJZT,O,O,X,X,O,X,O,X,X,X,X
IOSLZTJ,O,X,X,X,O,X,X,X,X,X,X
IOSLZJT,O,X,X,X,O,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,X,O,X,X,X,X
IOSJTZL,X,O,X,X,X,X,X,X,O,X,X
IOSJLTZ,X,O,X,X,X,X,O,X,X,X,X
IOSJLZT,O,O,X,X,O,X,O,X,X,X,X
IOSJZTL,O,O,X,X,O,X,X,X,O,X,X
IOSJZLT,O,O,X,X,O,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,O,O,X,X,X,X,X
IOSZTJL,O,O,X,X,O,X,X,X,O,X,X
IOSZLTJ,O,X,X,X,O,X,X,X,X,X,X
IOSZLJT,O,X,X,X,O,X,X,X,X,X,X
IOSZJTL,O,O,X,X,O,X,X,X,O,X,X
IOSZJLT,O,O,X,X,O,X,X,X,X,X,X
IOZTLJS,O,X,X,X,X,X,X,O,O,X,X
IOZTLSJ,X,X,X,X,O,X,X,O,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,O,X,X
IOZTJSL,X,O,X,X,X,X,X,X,O,X,X
IOZTSLJ,X,X,X,X,O,X,X,X,X,X,X
IOZTSJL,X,X,X,X,O,X,X,X,O,X,X
IOZLTJS,O,X,X,X,X,X,X,O,O,X,X
IOZLTSJ,X,X,X,X,O,X,X,O,X,X,X
IOZLJTS,O,X,X,X,X,X,O,X,O,X,X
IOZLJST,O,X,X,X,X,X,O,X,X,X,X
IOZLSTJ,O,X,X,X,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,O,X,X,X,X,X,X
IOZJTLS,O,O,X,X,X,X,O,X,O,X,X
IOZJTSL,X,O,X,X,X,X,X,X,O,X,X
IOZJLTS,O,O,X,X,X,X,O,X,O,X,X
IOZJLST,O,X,X,X,X,X,O,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X,X,O,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,X,X,O,X,X,X,X,X,X
IOZSTJL,O,X,X,X,O,X,X,X,O,X,X
IOZSLTJ,O,X,X,X,O,X,X,X,X,X,X
IOZSLJT,O,X,X,X,O,X,X,X,X,X,X
IOZSJTL,O,X,X,X,O,X,X,X,O,X,X
IOZSJLT,O,X,X,X,O,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,O,O,X,X,X,X
LTIJSOZ,X,X,X,X,X,O,O,X,X,X,X
LTIJZSO,X,X,X,X,X,O,O,X,X,X,X
LTIJZOS,X,X,X,X,X,O,O,X,X,X,X
LTIJOSZ,X,X,X,X,X,O,O,X,X,X,X
LTIJOZS,X,X,X,X,X,O,O,X,X,X,X
LTISJZO,X,X,X,X,X,O,X,X,X,X,X
LTISJOZ,X,X,X,X,X,O,X,X,X,X,X
LTISZJO,X,X,X,X,X,O,X,X,X,X,X
LTISZOJ,X,X,X,X,X,O,X,X,X,X,X
LTISOJZ,X,X,X,X,X,O,X,O,X,O,X
LTISOZJ,X,X,X,X,X,O,X,O,X,O,X
LTIZJSO,X,X,X,X,X,O,X,X,X,X,X
LTIZJOS,X,X,X,X,X,O,X,X,X,X,X
LTIZSJO,X,X,X,X,X,O,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,O,X,X,X,X,X
LTIZOJS,X,X,X,X,X,O,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,O,O,X,X,X
LTIOJZS,X,X,X,X,X,O,O,O,X,X,X
LTIOSJZ,X,X,X,X,X,O,X,O,X,O,X
LTIOSZJ,X,X,X,X,X,O,X,O,X,O,X
LTIOZJS,X,X,X,X,X,O,X,O,X,X,X
LTIOZSJ,X,X,X,X,X,O,X,O,X,X,X
LTJISZO,X,X,X,X,X,O,O,X,X,X,X
LTJISOZ,X,X,X,X,X,O,O,X,X,X,X
LTJIZSO,X,X,X,X,X,O,O,X,X,X,X
LTJIZOS,X,X,X,X,X,O,O,X,X,X,X
LTJIOSZ,X,X,X,X,X,O,O,X,X,X,X
LTJIOZS,X,X,X,X,X,O,O,X,X,X,X
LTJSIZO,X,X,X,O,X,X,O,X,X,X,X
LTJSIOZ,X,X,X,O,X,X,O,X,X,X,X
LTJSZIO,X,X,O,O,X,X,X,X,X,X,X
LTJSZOI,X,X,O,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,X,X,O,X,X,X
LTJSOZI,X,X,O,O,X,X,X,O,X,X,X
LTJZISO,X,X,X,O,X,O,O,X,X,X,X
LTJZIOS,X,X,O,X,X,O,O,X,X,X,X
LTJZSIO,X,X,O,O,X,X,X,X,X,X,X
LTJZSOI,X,X,O,O,X,X,X,X,X,X,X
LTJZOIS,X,X,O,X,X,O,X,X,X,X,O
LTJZOSI,X,X,O,X,X,X,X,X,X,X,O
LTJOISZ,X,X,X,X,X,O,O,O,X,X,O
LTJOIZS,X,X,X,X,X,O,O,O,X,X,O
LTJOSIZ,X,X,X,X,X,X,X,O,X,X,O
LTJOSZI,X,X,O,X,X,X,X,O,X,X,O
LTJOZIS,X,X,O,X,X,O,X,O,X,X,O
LTJOZSI,X,X,O,X,X,X,X,O,X,X,O
LTSIJZO,X,X,X,X,X,O,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,O,X,X,X,X,X
LTSIZJO,X,X,X,X,X,O,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,O,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,O,X,O,X,X,X
LTSIOZJ,X,X,X,X,X,O,X,O,X,X,X
LTSJIZO,X,X,X,O,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,X,X,X,X,X,X
LTSJZIO,X,X,O,O,X,X,X,X,X,X,X
LTSJZOI,X,X,O,O,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,O,X,X,X,O,X,X,X
LTSJOZI,X,X,O,O,X,X,X,O,X,X,X
LTSZIJO,X,X,O,X,X,O,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,O,X,X,X,X,X
LTSZJIO,X,X,O,X,X,X,X,X,X,X,X
LTSZJOI,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,X,O,X,O,X,X,X
LTSZOJI,X,X,O,X,X,X,X,O,X,X,X
LTSOIJZ,X,X,X,X,X,O,X,O,X,X,X
LTSOIZJ,X,X,X,X,X,O,X,O,X,X,X
LTSOJIZ,X,X,X,O,X,X,X,O,X,X,X
LTSOJZI,X,X,O,O,X,X,X,O,X,X,X
LTSOZIJ,X,X,X,X,X,O,X,O,X,X,X
LTSOZJI,X,X,O,X,X,X,X,O,X,X,X
LTZIJSO,X,X,X,X,X,O,X,X,X,X,X
LTZIJOS,X,X,O,X,X,O,X,X,X,X,X
LTZISJO,X,X,O,X,X,O,X,X,X,X,X
LTZISOJ,X,X,X,X,X,O,X,X,X,O,X
LTZIOJS,X,X,X,X,X,O,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,O,X,X,X,O,X
LTZJISO,X,X,X,X,X,O,X,X,X,X,X
LTZJIOS,X,X,O,X,X,O,X,X,X,X,X
LTZJSIO,X,X,O,X,X,X,X,X,X,X,X
LTZJSOI,X,X,O,X,X,X,X,X,X,X,X
LTZJOIS,X,X,O,X,X,O,X,X,X,X,O
LTZJOSI,X,X,O,X,X,X,X,X,X,X,O
LTZSIJO,X,X,O,X,X,O,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,O,X,X,X,X,X
LTZSJIO,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,X,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,O,X,O,X,X,X
LTZSOJI,X,X,O,X,X,X,X,O,X,X,X
LTZOIJS,X,X,X,X,X,O,X,O,X,X,X
LTZOISJ,X,X,X,X,X,O,X,O,X,O,X
LTZOJIS,X,X,O,X,X,O,X,O,X,X,O
LTZOJSI,X,X,O,X,X,X,X,O,X,X,O
LTZOSIJ,X,X,X,X,X,O,X,O,X,X,X
LTZOSJI,X,X,O,X,X,X,X,O,X,X,X
LTOIJSZ,X,X,X,X,X,O,X,O,X,X,X
LTOIJZS,X,X,X,X,X,O,X,O,X,X,X
LTOISJZ,X,X,X,X,X,O,X,O,X,O,X
LTOISZJ,X,X,X,X,X,O,X,O,X,O,X
LTOIZJS,X,X,X,X,X,O,X,O,X,X,X
LTOIZSJ,X,X,X,X,X,O,X,O,X,X,X
LTOJISZ,X,X,X,X,X,O,X,O,X,X,O
LTOJIZS,X,X,X,X,X,O,X,O,X,X,O
LTOJSIZ,X,X,X,X,X,X,X,O,X,X,O
LTOJSZI,X,X,O,X,X,X,X,O,X,X,O
LTOJZIS,X,X,O,X,X,O,X,O,X,X,O
LTOJZSI,X,X,O,X,X,X,X,O,X,X,O
LTOSIJZ,X,X,X,X,X,O,X,O,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,O,X,X,X
LTOSJIZ,X,X,X,X,X,X,X,O,X,X,X
LTOSJZI,X,X,O,X,X,X,X,O,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,O,X,X,X
LTOSZJI,X,X,O,X,X,X,X,O,X,X,X
LTOZIJS,X,X,X,X,X,O,X,O,X,X,X
LTOZISJ,X,X,X,X,X,O,X,O,X,O,X
LTOZJIS,X,X,O,X,X,O,X,O,X,X,O
LTOZJSI,X,X,O,X,X,X,X,O,X,X,O
LTOZSIJ,X,X,X,X,X,O,X,O,X,X,X
LTOZSJI,X,X,O,X,X,X,X,O,X,X,X
LITJSZO,X,X,X,X,X,O,O,X,X,X,X
LITJSOZ,X,X,X,X,X,O,O,X,X,X,X
LITJZSO,X,X,X,X,X,O,O,X,X,X,X
LITJZOS,X,X,X,X,X,O,O,X,O,X,X
LITJOSZ,X,X,X,X,X,O,O,X,X,X,X
LITJOZS,X,X,X,X,X,O,O,X,O,X,X
LITSJZO,X,X,X,X,X,O,X,X,X,X,X
LITSJOZ,X,X,X,X,X,O,X,X,X,X,X
LITSZJO,X,X,X,X,O,O,X,X,X,X,X
LITSZOJ,X,X,X,X,O,O,X,X,X,X,X
LITSOJZ,X,X,X,X,X,O,X,O,X,X,X
LITSOZJ,X,X,X,X,O,O,X,O,X,X,X
LITZJSO,X,X,X,X,O,O,X,X,X,X,X
LITZJOS,X,X,X,X,X,O,X,X,O,X,X
LITZSJO,X,X,X,X,O,O,X,X,X,X,X
LITZSOJ,X,X,X,X,O,O,X,X,X,X,X
LITZOJS,X,X,X,X,X,O,X,X,O,X,X
LITZOSJ,X,X,X,X,O,O,X,X,X,X,X
LITOJSZ,X,X,X,X,X,O,O,O,X,X,X
LITOJZS,X,X,X,X,X,O,O,O,O,X,X
LITOSJZ,X,X,X,X,X,O,X,O,X,X,X
LITOSZJ,X,X,X,X,X,O,X,O,X,X,X
LITOZJS,X,X,X,X,X,O,X,O,O,X,X
LITOZSJ,X,X,X,X,X,O,X,O,X,X,X
LIJTSZO,X,X,X,X,X,O,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,O,X,X,X,X
LIJTZSO,X,X,X,X,X,O,O,X,X,X,X
LIJTZOS,X,X,X,X,X,O,O,X,O,X,X
LIJTOSZ,X,X,X,X,X,O,O,X,X,X,X
LIJTOZS,X,X,X,X,X,O,O,X,O,X,X
LIJSTZO,X,X,X,X,X,O,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,O,X,X,X,X
LIJSZTO,X,X,O,X,O,X,O,X,X,X,X
LIJSZOT,X,X,O,X,O,X,O,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X
LIJSOZT,X,X,O,X,O,X,O,X,X,X,X
LIJZTSO,X,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,X,O,X,X,X,O,X,O,X,X
LIJZSTO,X,X,O,X,O,X,O,X,X,X,X
LIJZSOT,X,X,O,X,O,X,O,X,X,X,X
LIJZOTS,X,X,O,X,X,X,O,X,O,X,O
LIJZOST,X,X,O,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,X,O,O,X,X,X,O
LIJOTZS,X,X,X,X,X,O,O,X,O,X,O
LIJOSTZ,X,X,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,O,X,X,X,O,X,X,X,X
LIJOZTS,X,X,O,X,X,X,O,X,O,X,X
LIJOZST,X,X,O,X,X,X,O,X,X,X,X
LISTJZO,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,X,X,O,X,X,X,X,X
LISTZJO,X,X,X,X,O,O,X,X,X,X,X
LISTZOJ,X,X,X,X,O,O,X,X,X,X,X
LISTOJZ,X,X,X,X,X,O,X,O,X,X,X
LISTOZJ,X,X,X,X,O,O,X,O,X,X,X
LISJTZO,X,X,X,X,X,O,O,X,X,X,X
LISJTOZ,X,X,X,X,X,O,O,X,X,X,X
LISJZTO,X,X,O,X,O,X,O,X,X,X,X
LISJZOT,X,X,O,X,O,X,O,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X
LISJOZT,X,X,O,X,O,X,O,X,X,X,X
LISZTJO,X,X,O,X,O,O,X,X,X,X,X
LISZTOJ,X,X,X,X,O,O,X,X,X,X,X
LISZJTO,X,X,O,X,O,X,X,X,X,X,X
LISZJOT,X,X,O,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,X,O,X,O,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,O,X,O,X,X,X
LISOTZJ,X,X,X,X,O,O,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,O,X,X,X,X
LISOJZT,X,X,O,X,O,X,O,X,X,X,X
LISOZTJ,X,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,O,X,O,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,O,X,X,X,X,X
LIZTJOS,X,X,O,X,X,O,X,X,O,X,X
LIZTSJO,X,X,O,X,O,O,X,X,X,X,X
LIZTSOJ,X,X,X,X,O,O,X,X,X,X,X
LIZTOJS,X,X,X,X,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,O,O,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,O,X,X,X,O,X,O,X,X
LIZJSTO,X,X,O,X,O,X,O,X,X,X,X
LIZJSOT,X,X,O,X,O,X,O,X,X,X,X
LIZJOTS,X,X,O,X,X,X,O,X,O,X,O
LIZJOST,X,X,O,X,X,X,O,X,X,X,X
LIZSTJO,X,X,O,X,O,O,X,X,X,X,X
LIZSTOJ,X,X,X,X,O,O,X,X,X,X,X
LIZSJTO,X,X,O,X,O,X,X,X,X,X,X
LIZSJOT,X,X,O,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,O,X,O,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,O,X,X,X,X,X
LIZOJTS,X,X,O,X,X,X,O,X,O,X,O
LIZOJST,X,X,O,X,X,X,O,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,O,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,O,O,O,X,X,X
LIOTJZS,X,X,X,X,X,O,O,O,O,X,X
LIOTSJZ,X,X,X,X,X,O,X,O,X,X,X
LIOTSZJ,X,X,X,X,X,O,X,O,X,X,X
LIOTZJS,X,X,X,X,X,O,X,O,O,X,X
LIOTZSJ,X,X,X,X,X,O,X,O,X,X,X
LIOJTSZ,X,X,X,X,X,O,O,O,X,X,O
LIOJTZS,X,X,X,X,X,O,O,O,O,X,O
LIOJSTZ,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,O,X,X,X,O,X,X,X,X
LIOJZTS,X,X,O,X,X,X,O,X,O,X,X
LIOJZST,X,X,O,X,X,X,O,X,X,X,X
LIOSTJZ,X,X,X,X,X,O,X,O,X,X,X
LIOSTZJ,X,X,X,X,O,O,X,O,X,X,X
LIOSJTZ,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,X,X,O,X,O,X,O,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,O,X,O,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,O,X,O,O,X,X
LIOZTSJ,X,X,X,X,O,O,X,O,X,X,X
LIOZJTS,X,X,O,X,X,X,O,X,O,X,O
LIOZJST,X,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,X,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,O,X,O,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,O,O,X,X,X,X
LJTISOZ,X,X,X,X,X,O,O,X,X,X,X
LJTIZSO,X,X,X,X,X,O,O,X,X,X,X
LJTIZOS,X,X,X,X,X,O,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,O,X,X,X,X
LJTIOZS,X,X,X,X,X,O,O,X,X,X,X
LJTSIZO,X,X,X,O,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,O,X,X,O,X,X,X,X
LJTSZIO,X,X,O,O,X,X,X,X,X,X,X
LJTSZOI,X,X,O,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,O,X,X,X
LJTSOZI,X,X,O,O,X,X,X,O,X,X,X
LJTZISO,X,X,X,O,X,O,O,X,X,X,X
LJTZIOS,X,X,O,X,X,O,O,X,X,X,X
LJTZSIO,X,X,O,O,X,X,X,X,X,X,X
LJTZSOI,X,X,O,O,X,X,X,X,X,X,X
LJTZOIS,X,X,O,X,X,O,X,X,X,X,O
LJTZOSI,X,X,O,X,X,X,X,X,X,X,O
LJTOISZ,X,X,X,X,X,O,O,O,X,X,O
LJTOIZS,X,X,X,X,X,O,O,O,X,X,O
LJTOSIZ,X,X,X,X,X,X,X,O,X,X,O
