sequence,v115@EhC8IeA8HeD8AeA8CeC8Jex/IvhFihBTkBOqBfsBln?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhFTgBihBfqBRnBUr?BFsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBimB3n?B1wB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBKrBfs?BlsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBfsBlnBiq?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhF8kBzgBRnBiqBFs?B3rB,v115@EhC8IeA8HeD8AeA8CeC8JecFJvhFihBTkBRnBFrBXs?BmpB,v115@EhC8IeA8HeD8AeA8CeC8JeT/IvhFylBRnB0lBmpBFs?B3rB
LIZTOJS,X,X,X,O,X,O,X,X
LIZTOSJ,X,X,X,O,X,O,X,X
LIZJTSO,X,O,X,O,X,O,X,X
LIZJTOS,X,X,X,O,X,O,X,X
LIZJSTO,X,O,X,O,X,X,X,X
LIZJSOT,X,O,X,O,X,O,X,X
LIZJOTS,X,X,X,O,X,O,X,X
LIZJOST,X,O,X,O,X,O,X,X
LIZSTJO,X,O,X,O,X,X,X,X
LIZSTOJ,X,O,X,O,X,X,X,X
LIZSJTO,X,O,X,O,X,X,X,X
LIZSJOT,X,O,X,O,X,O,X,X
LIZSOTJ,X,O,X,O,X,X,X,X
LIZSOJT,X,O,X,O,X,O,X,X
LIZOTJS,X,X,X,O,X,O,X,X
LIZOTSJ,X,X,X,O,X,X,X,X
LIZOJTS,X,X,X,O,X,O,X,X
LIZOJST,X,O,X,O,X,O,X,X
LIZOSTJ,X,O,X,O,X,X,X,X
LIZOSJT,X,O,X,O,X,O,X,X
LIOTJSZ,X,X,X,X,O,X,X,X
LIOTJZS,X,X,X,X,O,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,X,O,O,X,X,X
LIOTZJS,X,X,X,O,O,O,X,X
LIOTZSJ,X,X,X,O,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X
LIOJSTZ,X,O,X,X,O,X,X,X
LIOJSZT,X,O,X,X,O,X,X,X
LIOJZTS,X,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,O,X
LIOSTZJ,X,X,X,X,X,X,O,X
LIOSJTZ,X,O,X,X,O,X,O,X
LIOSJZT,X,O,X,X,O,X,X,X
LIOSZTJ,X,X,X,O,X,X,O,X
LIOSZJT,X,O,X,O,O,O,X,X
LIOZTJS,X,X,X,O,X,O,X,X
LIOZTSJ,X,X,X,O,X,X,X,X
LIOZJTS,X,X,X,O,X,O,X,X
LIOZJST,X,X,X,O,X,O,X,X
LIOZSTJ,X,X,X,O,X,X,X,X
LIOZSJT,X,X,X,O,X,O,X,X
LJTISZO,O,O,X,X,O,X,X,X
LJTISOZ,O,O,X,X,O,X,X,O
LJTIZSO,O,O,X,X,O,O,X,X
LJTIZOS,X,X,X,X,O,O,X,O
LJTIOSZ,X,O,X,X,O,X,X,O
LJTIOZS,X,X,X,X,O,O,X,O
LJTSIZO,O,O,X,O,O,X,X,X
LJTSIOZ,O,O,X,X,O,X,X,X
LJTSZIO,O,O,X,O,O,X,X,X
LJTSZOI,O,O,X,O,X,X,X,X
LJTSOIZ,O,O,X,X,O,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X
LJTZISO,O,O,X,O,O,O,X,X
LJTZIOS,X,O,X,X,O,O,X,X
LJTZSIO,O,O,X,O,O,O,X,X
LJTZSOI,O,O,X,O,X,O,X,X
LJTZOIS,O,X,X,O,X,O,X,X
LJTZOSI,O,O,X,O,X,O,X,X
LJTOISZ,O,X,X,X,O,X,X,O
LJTOIZS,O,X,X,X,O,X,X,O
LJTOSIZ,O,X,X,X,O,X,X,X
LJTOSZI,O,X,X,O,O,X,X,X
LJTOZIS,O,X,X,O,O,O,X,X
LJTOZSI,O,X,X,O,O,O,X,X
LJITSZO,O,O,X,X,O,X,X,X
LJITSOZ,O,O,X,X,O,X,X,O
LJITZSO,O,O,X,X,O,O,X,X
LJITZOS,X,X,X,X,O,O,X,O
LJITOSZ,X,O,X,X,O,X,X,O
LJITOZS,X,X,X,X,O,X,X,O
LJISTZO,O,O,X,X,O,X,X,X
LJISTOZ,O,O,X,X,O,X,X,X
LJISZTO,O,O,X,X,O,X,X,X
LJISZOT,O,O,X,X,O,X,X,X
LJISOTZ,O,O,X,X,O,X,X,O
LJISOZT,O,O,X,X,O,X,X,O
LJIZTSO,O,O,X,O,X,O,X,X
LJIZTOS,O,X,X,O,X,O,X,X
LJIZSTO,O,O,X,O,X,X,X,X
LJIZSOT,O,O,X,O,X,O,X,X
LJIZOTS,O,X,X,O,X,O,X,O
LJIZOST,O,O,X,O,X,O,X,O
LJIOTSZ,X,X,X,X,X,X,X,O
LJIOTZS,X,X,X,X,X,X,X,O
LJIOSTZ,X,O,X,X,X,X,X,O
LJIOSZT,X,O,X,X,X,X,X,O
LJIOZTS,X,X,X,X,X,O,X,O
LJIOZST,X,X,X,X,X,O,X,O
LJSTIZO,O,O,X,X,O,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,X
LJSTZIO,X,O,X,X,O,X,X,X
LJSTZOI,X,O,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X
LJSITZO,O,O,X,X,O,X,X,X
LJSITOZ,O,O,X,X,O,X,X,X
LJSIZTO,O,O,X,O,O,X,X,X
LJSIZOT,O,O,X,O,O,X,X,X
LJSIOTZ,O,O,X,X,O,X,X,O
LJSIOZT,O,O,X,X,O,X,X,O
LJSZTIO,X,O,X,O,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X
LJSZITO,O,O,X,O,O,X,X,X
LJSZIOT,O,O,X,O,O,X,X,X
LJSZOTI,X,O,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X,X,X
LJSOTIZ,O,O,X,X,O,X,X,X
LJSOTZI,X,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,O,X,X,O
LJSOIZT,O,O,X,X,O,X,X,O
LJSOZTI,X,O,X,O,X,X,X,X
LJSOZIT,O,O,X,O,O,X,X,X
LJZTISO,O,O,X,O,O,O,X,X
LJZTIOS,O,O,X,O,O,O,X,X
LJZTSIO,O,O,X,O,O,O,X,X
LJZTSOI,O,O,X,O,X,O,X,X
LJZTOIS,O,X,X,O,X,O,X,X
LJZTOSI,O,O,X,O,X,O,X,X
LJZITSO,O,O,X,O,X,O,X,X
LJZITOS,O,X,X,O,X,O,X,X
LJZISTO,O,O,X,O,X,X,X,X
LJZISOT,O,O,X,O,X,O,X,X
LJZIOTS,O,X,X,O,X,O,X,O
LJZIOST,O,O,X,O,X,O,X,O
LJZSTIO,O,O,X,O,X,O,X,X
LJZSTOI,O,O,X,O,X,O,X,X
LJZSITO,O,O,X,O,O,X,X,X
LJZSIOT,O,O,X,O,O,O,X,X
LJZSOTI,O,O,X,O,X,O,X,X
LJZSOIT,O,O,X,O,X,O,X,X
LJZOTIS,O,X,X,O,X,O,X,X
LJZOTSI,O,X,X,O,X,O,X,X
LJZOITS,O,X,X,O,X,O,X,O
LJZOIST,O,X,X,O,X,O,X,O
LJZOSTI,O,O,X,O,X,O,X,X
LJZOSIT,O,O,X,O,X,O,X,X
LJOTISZ,O,X,X,X,O,X,X,O
LJOTIZS,O,X,X,X,O,X,X,O
LJOTSIZ,O,X,X,X,O,X,X,X
LJOTSZI,O,X,X,O,O,X,X,X
LJOTZIS,O,X,X,O,O,O,X,X
LJOTZSI,O,X,X,O,O,O,X,X
LJOITSZ,O,X,X,X,O,X,X,O
LJOITZS,O,X,X,X,O,X,X,O
LJOISTZ,O,X,X,X,O,X,X,O
LJOISZT,O,X,X,X,O,X,X,O
LJOIZTS,O,X,X,X,X,O,X,O
LJOIZST,O,X,X,X,X,O,X,O
LJOSTIZ,O,X,X,X,O,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X
LJOSITZ,O,X,X,X,O,X,X,O
LJOSIZT,O,X,X,X,O,X,X,O
LJOSZTI,X,X,X,O,X,X,X,X
LJOSZIT,O,X,X,O,O,X,X,X
LJOZTIS,O,X,X,O,O,O,X,X
LJOZTSI,O,X,X,O,O,O,X,X
LJOZITS,O,X,X,O,X,O,X,O
LJOZIST,O,X,X,O,X,O,X,O
LJOZSTI,O,X,X,O,X,O,X,X
LJOZSIT,O,X,X,O,O,O,X,X
LSTIJZO,X,O,X,O,O,X,O,X
LSTIJOZ,X,O,X,X,O,X,O,X
LSTIZJO,X,O,X,O,O,O,O,X
LSTIZOJ,X,O,X,O,O,O,O,X
LSTIOJZ,X,O,X,X,O,X,O,X
LSTIOZJ,X,O,X,O,O,O,O,X
LSTJIZO,O,O,X,O,O,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,X
LSTJZIO,X,O,X,O,O,X,X,X
LSTJZOI,X,O,X,O,X,X,X,X
LSTJOIZ,O,O,X,X,O,X,X,X
LSTJOZI,X,O,X,O,O,X,X,X
LSTZIJO,X,O,X,O,O,O,X,X
LSTZIOJ,X,O,X,O,O,O,X,X
LSTZJIO,X,O,X,O,O,O,X,X
LSTZJOI,X,O,X,O,X,O,X,X
LSTZOIJ,X,O,X,O,O,X,X,X
LSTZOJI,X,O,X,O,O,O,X,X
LSTOIJZ,O,O,X,X,O,X,O,X
LSTOIZJ,O,O,X,O,O,X,O,X
LSTOJIZ,O,O,X,X,O,X,X,X
LSTOJZI,X,O,X,O,O,X,X,X
LSTOZIJ,X,O,X,O,O,X,X,X
LSTOZJI,X,O,X,O,O,O,X,X
LSITJZO,X,O,X,X,O,X,O,X
LSITJOZ,X,O,X,X,O,X,O,X
LSITZJO,X,O,X,O,X,X,O,X
LSITZOJ,X,O,X,O,X,X,O,X
LSITOJZ,X,O,X,X,O,X,O,X
LSITOZJ,X,O,X,X,X,X,O,X
LSIJTZO,O,O,X,X,O,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,X
LSIJZTO,O,O,X,O,O,X,X,X
LSIJZOT,O,O,X,O,O,X,X,X
LSIJOTZ,O,O,X,X,O,X,O,X
LSIJOZT,O,O,X,X,O,X,X,X
LSIZTJO,X,O,X,O,X,X,X,X
LSIZTOJ,X,O,X,O,X,X,X,X
LSIZJTO,X,O,X,O,O,X,X,X
LSIZJOT,X,O,X,O,O,O,X,X
LSIZOTJ,X,O,X,O,X,X,O,X
LSIZOJT,X,O,X,O,O,O,X,X
LSIOTJZ,O,O,X,X,O,X,O,X
LSIOTZJ,O,X,X,X,X,X,O,X
LSIOJTZ,O,O,X,X,O,X,O,X
LSIOJZT,O,O,X,X,O,X,X,X
LSIOZTJ,O,X,X,O,X,X,O,X
LSIOZJT,O,O,X,O,O,O,X,X
LSJTIZO,O,O,X,X,O,X,X,X
LSJTIOZ,O,O,X,X,O,X,X,X
LSJTZIO,X,O,X,X,O,X,X,X
LSJTZOI,X,O,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,O,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X
LSJITZO,O,O,X,X,O,X,X,X
LSJITOZ,O,O,X,X,O,X,X,X
LSJIZTO,O,O,X,O,O,X,X,X
LSJIZOT,O,O,X,O,O,X,X,X
LSJIOTZ,O,O,X,X,O,X,X,X
LSJIOZT,O,O,X,X,O,X,X,X
LSJZTIO,X,O,X,O,X,X,X,X
LSJZTOI,X,O,X,X,X,X,X,X
LSJZITO,O,O,X,O,O,X,X,X
LSJZIOT,O,O,X,O,O,X,X,X
LSJZOTI,X,O,X,O,X,X,X,X
LSJZOIT,O,O,X,O,X,X,X,X
LSJOTIZ,O,O,X,X,O,X,X,X
LSJOTZI,X,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,O,X,X,X
LSJOIZT,O,O,X,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X,X
LSJOZIT,O,O,X,O,O,X,X,X
LSZTIJO,X,O,O,O,X,O,X,X
LSZTIOJ,X,O,O,O,X,O,X,X
LSZTJIO,X,O,O,O,X,O,X,X
LSZTJOI,X,O,O,O,X,O,X,X
LSZTOIJ,X,O,O,O,X,X,X,X
LSZTOJI,X,O,O,O,X,O,X,X
LSZITJO,X,O,X,O,X,X,X,X
LSZITOJ,X,O,X,O,X,X,X,X
LSZIJTO,X,O,O,O,O,X,X,X
LSZIJOT,X,O,O,O,O,O,X,X
LSZIOTJ,X,O,X,O,X,X,X,X
LSZIOJT,X,O,O,O,O,O,X,X
LSZJTIO,X,O,O,O,X,O,X,X
LSZJTOI,X,O,O,O,X,O,X,X
LSZJITO,O,O,O,O,O,X,X,X
LSZJIOT,O,O,O,O,O,O,X,X
LSZJOTI,X,O,X,O,X,O,X,X
LSZJOIT,O,O,X,O,X,O,X,X
LSZOTIJ,X,O,O,O,X,X,X,X
LSZOTJI,X,O,O,O,X,O,X,X
LSZOITJ,O,O,X,O,X,X,X,X
LSZOIJT,O,O,O,O,O,O,X,X
LSZOJTI,X,O,O,O,X,O,X,X
LSZOJIT,O,O,O,O,O,O,X,X
LSOTIJZ,O,O,X,X,O,X,O,X
LSOTIZJ,O,O,X,O,O,X,O,X
LSOTJIZ,O,O,X,X,O,X,X,X
LSOTJZI,X,O,X,O,O,X,X,X
LSOTZIJ,X,O,X,O,O,X,X,X
LSOTZJI,X,O,X,O,O,O,X,X
LSOITJZ,O,O,X,X,O,X,O,X
LSOITZJ,O,X,X,X,X,X,O,X
LSOIJTZ,O,O,X,X,O,X,O,X
LSOIJZT,O,O,X,X,O,X,X,X
LSOIZTJ,O,X,X,O,X,X,O,X
LSOIZJT,O,O,X,O,O,O,X,X
LSOJTIZ,O,O,X,X,O,X,X,X
LSOJTZI,X,O,X,X,O,X,X,X
LSOJITZ,O,O,X,X,O,X,X,X
LSOJIZT,O,O,X,X,O,X,X,X
LSOJZTI,X,O,X,O,X,X,X,X
LSOJZIT,O,O,X,O,O,X,X,X
LSOZTIJ,X,O,O,O,X,X,X,X
LSOZTJI,X,O,O,O,X,O,X,X
LSOZITJ,O,O,X,O,X,X,X,X
LSOZIJT,O,O,O,O,O,O,X,X
LSOZJTI,X,O,O,O,X,O,X,X
LSOZJIT,O,O,O,O,O,O,X,X
LZTIJSO,X,O,O,O,O,O,X,X
LZTIJOS,X,O,O,O,O,O,X,X
LZTISJO,X,O,O,O,X,O,X,X
LZTISOJ,X,O,O,O,X,O,X,X
LZTIOJS,X,O,O,O,O,O,X,X
LZTIOSJ,X,O,O,O,X,O,X,X
LZTJISO,O,O,O,O,O,O,X,X
LZTJIOS,O,O,O,O,O,O,X,X
LZTJSIO,O,O,O,O,O,O,X,X
LZTJSOI,O,O,O,O,X,O,X,X
LZTJOIS,O,X,O,O,X,O,X,X
LZTJOSI,O,O,O,O,X,O,X,X
LZTSIJO,O,O,O,O,O,O,X,X
LZTSIOJ,O,O,O,O,O,O,X,X
LZTSJIO,O,O,O,O,O,O,X,X
LZTSJOI,O,O,O,O,X,O,X,X
LZTSOIJ,O,O,O,O,O,X,X,X
LZTSOJI,O,O,O,O,O,O,X,X
LZTOIJS,O,X,O,O,O,O,X,X
LZTOISJ,O,X,O,O,X,O,X,X
LZTOJIS,O,X,O,O,O,O,X,X
LZTOJSI,O,O,O,O,O,O,X,X
LZTOSIJ,O,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,O,O,X,X
LZITJSO,X,O,X,O,X,O,X,X
LZITJOS,X,X,X,O,X,O,X,X
LZITSJO,X,O,X,O,X,O,X,X
LZITSOJ,X,O,X,O,X,O,X,X
LZITOJS,X,X,X,O,X,O,X,X
LZITOSJ,X,X,X,O,X,O,X,X
LZIJTSO,O,O,O,O,X,O,X,X
LZIJTOS,O,X,O,O,X,O,X,X
LZIJSTO,O,O,O,O,X,X,X,X
LZIJSOT,O,O,O,O,X,O,X,X
LZIJOTS,O,X,O,O,X,O,X,X
LZIJOST,O,O,O,O,X,O,X,X
LZISTJO,X,O,X,O,X,X,X,X
LZISTOJ,X,O,X,O,X,X,X,X
LZISJTO,X,O,X,O,X,X,X,X
LZISJOT,X,O,X,O,X,O,X,X
LZISOTJ,X,O,X,O,X,X,X,X
LZISOJT,X,O,X,O,X,O,X,X
LZIOTJS,O,X,X,O,X,O,X,X
LZIOTSJ,O,X,X,O,X,X,X,X
LZIOJTS,O,X,O,O,X,O,X,X
LZIOJST,O,O,O,O,X,O,X,X
LZIOSTJ,O,O,X,O,X,X,X,X
LZIOSJT,O,O,X,O,X,O,X,X
LZJTISO,O,O,O,O,O,O,X,X
LZJTIOS,O,O,O,O,O,O,X,X
LZJTSIO,O,O,O,O,O,O,X,X
LZJTSOI,O,O,O,O,X,O,X,X
LZJTOIS,O,X,O,O,X,O,X,X
LZJTOSI,O,O,X,O,X,O,X,X
LZJITSO,O,O,O,O,X,O,X,X
LZJITOS,O,X,O,O,X,O,X,X
LZJISTO,O,O,O,O,X,X,X,X
LZJISOT,O,O,O,O,X,O,X,X
LZJIOTS,O,X,O,O,X,O,X,X
LZJIOST,O,O,O,O,X,O,X,X
LZJSTIO,O,O,O,O,X,O,X,X
LZJSTOI,O,O,O,O,X,O,X,X
LZJSITO,O,O,O,O,O,X,X,X
LZJSIOT,O,O,O,O,O,O,X,X
LZJSOTI,O,O,X,O,X,O,X,X
LZJSOIT,O,O,X,O,X,O,X,X
LZJOTIS,O,X,X,O,X,O,X,X
LZJOTSI,O,X,X,O,X,O,X,X
LZJOITS,O,X,X,O,X,O,X,X
LZJOIST,O,X,X,O,X,O,X,X
LZJOSTI,O,O,X,O,X,O,X,X
LZJOSIT,O,O,X,O,X,O,X,X
LZSTIJO,X,O,O,O,X,O,X,X
LZSTIOJ,X,O,O,O,X,O,X,X
LZSTJIO,O,O,O,O,X,O,X,X
LZSTJOI,O,O,O,O,X,O,X,X
LZSTOIJ,O,O,O,O,X,X,X,X
LZSTOJI,O,O,O,O,X,O,X,X
LZSITJO,X,O,X,O,X,X,X,X
LZSITOJ,X,O,X,O,X,X,X,X
LZSIJTO,O,O,O,O,O,X,X,X
LZSIJOT,O,O,O,O,O,O,X,X
LZSIOTJ,O,O,X,O,X,X,X,X
LZSIOJT,O,O,O,O,O,O,X,X
LZSJTIO,O,O,O,O,X,O,X,X
LZSJTOI,O,O,O,O,X,O,X,X
LZSJITO,O,O,O,O,O,X,X,X
LZSJIOT,O,O,O,O,O,O,X,X
LZSJOTI,O,O,X,O,X,O,X,X
LZSJOIT,O,O,X,O,X,O,X,X
LZSOTIJ,O,O,O,O,X,X,X,X
LZSOTJI,O,O,O,O,X,O,X,X
LZSOITJ,O,O,X,O,X,X,X,X
LZSOIJT,O,O,O,O,O,O,X,X
LZSOJTI,O,O,O,O,X,O,X,X
LZSOJIT,O,O,O,O,O,O,X,X
LZOTIJS,O,X,O,O,O,O,X,X
LZOTISJ,O,X,O,O,X,O,X,X
LZOTJIS,O,X,O,O,O,O,X,X
LZOTJSI,O,X,O,O,O,O,X,X
LZOTSIJ,O,X,O,O,O,X,X,X
LZOTSJI,O,X,O,O,O,O,X,X
LZOITJS,O,X,X,O,X,O,X,X
LZOITSJ,O,X,X,O,X,X,X,X
LZOIJTS,O,X,O,O,X,O,X,X
LZOIJST,O,X,O,O,X,O,X,X
LZOISTJ,O,X,X,O,X,X,X,X
LZOISJT,O,X,X,O,X,O,X,X
LZOJTIS,O,X,O,O,O,O,X,X
LZOJTSI,O,X,O,O,O,O,X,X
LZOJITS,O,X,O,O,X,O,X,X
LZOJIST,O,X,O,O,X,O,X,X
LZOJSTI,O,O,O,O,X,O,X,X
LZOJSIT,O,O,O,O,O,O,X,X
LZOSTIJ,O,X,O,O,X,X,X,X
LZOSTJI,O,O,O,O,X,O,X,X
LZOSITJ,O,X,X,O,X,X,X,X
LZOSIJT,O,O,O,O,O,O,X,X
LZOSJTI,O,O,O,O,X,O,X,X
LZOSJIT,O,O,O,O,O,O,X,X
LOTIJSZ,O,X,X,X,O,X,X,X
LOTIJZS,O,X,X,X,O,O,X,X
LOTISJZ,O,X,X,X,O,X,X,X
LOTISZJ,O,X,X,O,O,O,X,X
LOTIZJS,X,X,O,O,O,O,X,X
LOTIZSJ,O,X,O,O,X,O,X,X
LOTJISZ,O,X,X,X,O,X,X,X
LOTJIZS,O,X,X,X,O,X,X,X
LOTJSIZ,O,X,X,X,O,X,X,X
LOTJSZI,O,X,X,O,O,X,X,X
LOTJZIS,O,X,O,O,O,O,X,X
LOTJZSI,O,X,O,O,O,O,X,X
LOTSIJZ,O,X,X,X,O,X,O,X
LOTSIZJ,O,X,O,O,O,X,O,X
LOTSJIZ,O,X,X,X,O,X,X,X
LOTSJZI,O,X,O,O,O,X,X,X
LOTSZIJ,O,X,O,O,O,X,X,X
LOTSZJI,O,X,O,O,O,O,X,X
LOTZIJS,X,X,O,O,O,O,X,X
LOTZISJ,O,X,O,O,X,O,X,X
LOTZJIS,O,X,O,O,O,O,X,X
LOTZJSI,O,X,O,O,O,O,X,X
LOTZSIJ,O,X,O,O,O,X,X,X
LOTZSJI,O,X,O,O,O,O,X,X
LOITJSZ,O,X,X,X,O,X,X,X
LOITJZS,O,X,X,X,O,X,X,X
LOITSJZ,O,X,X,X,O,X,X,X
LOITSZJ,O,X,X,O,O,X,X,X
LOITZJS,X,X,X,O,O,O,X,X
LOITZSJ,O,X,X,O,X,X,X,X
LOIJTSZ,O,X,X,X,O,X,X,X
LOIJTZS,O,X,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,O,X,X,X
LOIJSZT,O,X,X,X,O,X,X,X
LOIJZTS,O,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,X,O,X,X
LOISTJZ,O,X,X,X,O,X,O,X
LOISTZJ,O,X,X,X,X,X,O,X
LOISJTZ,O,X,X,X,O,X,O,X
LOISJZT,O,X,X,X,O,X,X,X
LOISZTJ,O,X,X,O,X,X,O,X
LOISZJT,O,X,X,O,O,O,X,X
LOIZTJS,O,X,X,O,X,O,X,X
LOIZTSJ,O,X,X,O,X,X,X,X
LOIZJTS,O,X,X,O,X,O,X,X
LOIZJST,O,X,X,O,X,O,X,X
LOIZSTJ,O,X,X,O,X,X,X,X
LOIZSJT,O,X,X,O,X,O,X,X
LOJTISZ,O,X,X,X,O,X,X,X
LOJTIZS,O,X,X,X,O,X,X,X
LOJTSIZ,O,X,X,X,O,X,X,X
LOJTSZI,O,X,X,O,O,X,X,X
LOJTZIS,O,X,X,O,O,O,X,X
LOJTZSI,O,X,X,O,O,O,X,X
LOJITSZ,O,X,X,X,O,X,X,X
LOJITZS,O,X,X,X,O,X,X,X
LOJISTZ,O,X,X,X,O,X,X,X
LOJISZT,O,X,X,X,O,X,X,X
LOJIZTS,O,X,X,X,X,O,X,X
LOJIZST,O,X,X,X,X,O,X,X
LOJSTIZ,O,X,X,X,O,X,X,X
LOJSTZI,X,X,X,X,O,X,X,X
LOJSITZ,O,X,X,X,O,X,X,X
LOJSIZT,O,X,X,X,O,X,X,X
LOJSZTI,X,X,X,O,X,X,X,X
LOJSZIT,O,X,X,O,O,X,X,X
LOJZTIS,O,X,X,O,O,O,X,X
LOJZTSI,O,X,X,O,O,O,X,X
LOJZITS,O,X,X,O,X,O,X,X
LOJZIST,O,X,X,O,X,O,X,X
LOJZSTI,O,X,X,O,X,O,X,X
LOJZSIT,O,X,X,O,O,O,X,X
LOSTIJZ,O,X,X,X,O,X,O,X
LOSTIZJ,O,X,X,O,O,X,O,X
LOSTJIZ,O,X,X,X,O,X,X,X
LOSTJZI,X,X,X,O,O,X,X,X
LOSTZIJ,X,X,X,O,O,X,X,X
LOSTZJI,X,X,X,O,O,O,X,X
LOSITJZ,O,X,X,X,O,X,O,X
LOSITZJ,O,X,X,X,X,X,O,X
LOSIJTZ,O,X,X,X,O,X,O,X
LOSIJZT,O,X,X,X,O,X,X,X
LOSIZTJ,O,X,X,O,X,X,O,X
LOSIZJT,O,X,X,O,O,O,X,X
LOSJTIZ,O,X,X,X,O,X,X,X
LOSJTZI,X,X,X,X,O,X,X,X
LOSJITZ,O,X,X,X,O,X,X,X
LOSJIZT,O,X,X,X,O,X,X,X
LOSJZTI,X,X,X,O,X,X,X,X
LOSJZIT,O,X,X,O,O,X,X,X
LOSZTIJ,X,X,O,O,X,X,X,X
LOSZTJI,X,X,O,O,X,O,X,X
LOSZITJ,O,X,X,O,X,X,X,X
LOSZIJT,O,X,O,O,O,O,X,X
LOSZJTI,X,X,O,O,X,O,X,X
LOSZJIT,O,X,O,O,O,O,X,X
LOZTIJS,O,X,O,O,O,O,X,X
LOZTISJ,O,X,O,O,X,O,X,X
LOZTJIS,O,X,O,O,O,O,X,X
LOZTJSI,O,X,O,O,O,O,X,X
LOZTSIJ,O,X,O,O,O,X,X,X
LOZTSJI,O,X,O,O,O,O,X,X
LOZITJS,O,X,X,O,X,O,X,X
LOZITSJ,O,X,X,O,X,X,X,X
LOZIJTS,O,X,O,O,X,O,X,X
LOZIJST,O,X,O,O,X,O,X,X
LOZISTJ,O,X,X,O,X,X,X,X
LOZISJT,O,X,X,O,X,O,X,X
LOZJTIS,O,X,O,O,O,O,X,X
LOZJTSI,O,X,O,O,O,O,X,X
LOZJITS,O,X,O,O,X,O,X,X
LOZJIST,O,X,O,O,X,O,X,X
LOZJSTI,O,X,O,O,X,O,X,X
LOZJSIT,O,X,O,O,O,O,X,X
LOZSTIJ,O,X,O,O,X,X,X,X
LOZSTJI,O,X,O,O,X,O,X,X
LOZSITJ,O,X,X,O,X,X,X,X
LOZSIJT,O,X,O,O,O,O,X,X
LOZSJTI,O,X,O,O,X,O,X,X
LOZSJIT,O,X,O,O,O,O,X,X
JTILSZO,O,O,X,X,O,X,X,X
JTILSOZ,O,O,X,X,O,X,X,O
JTILZSO,O,O,X,X,O,O,X,X
JTILZOS,X,X,X,X,O,O,X,O
JTILOSZ,X,O,X,X,O,X,X,O
JTILOZS,X,X,X,X,O,O,X,O
JTISLZO,O,O,X,O,O,X,X,X
JTISLOZ,O,O,X,X,O,X,X,O
JTISZLO,O,O,X,X,X,O,X,X
JTISZOL,O,O,X,X,X,X,X,X
JTISOLZ,O,O,X,X,O,X,X,O
JTISOZL,O,O,X,X,O,X,X,X
JTIZLSO,O,O,X,X,X,O,X,X
JTIZLOS,O,O,X,X,X,O,X,O
JTIZSLO,O,O,X,X,X,O,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,O,O,X,X,X,O,X,O
JTIZOSL,O,O,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,O,X,X,O
JTIOLZS,O,X,X,X,O,X,X,O
JTIOSLZ,O,O,X,X,O,X,X,O
JTIOSZL,O,O,X,X,O,X,X,X
JTIOZLS,O,X,X,X,O,O,X,O
JTIOZSL,O,X,X,X,O,X,X,X
JTLISZO,O,O,X,X,O,X,X,X
JTLISOZ,O,O,X,X,O,X,X,O
JTLIZSO,O,O,O,X,O,O,X,X
JTLIZOS,X,X,O,X,O,O,X,O
JTLIOSZ,X,O,X,X,O,X,X,O
JTLIOZS,X,X,X,X,O,O,X,O
JTLSIZO,O,O,X,O,O,X,X,X
JTLSIOZ,O,O,X,X,O,X,X,X
JTLSZIO,O,O,X,O,O,X,X,X
JTLSZOI,O,O,X,O,X,X,X,X
JTLSOIZ,O,O,X,X,O,X,X,X
JTLSOZI,O,O,X,O,O,X,X,X
JTLZISO,O,O,O,O,O,O,X,X
JTLZIOS,X,O,O,X,O,O,X,X
JTLZSIO,O,O,O,O,O,O,X,X
JTLZSOI,O,O,X,O,X,O,X,X
JTLZOIS,O,X,O,O,X,O,X,X
