sequence,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBfmB6mB0?iBesBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFukB3gB1mB0?iBiqBzrB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBGhBUmBi?nBFqBXsB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFFgB6mB0iBf?qBzlBesB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFXhB0iBzkBa?sBGrBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8Jei/IvhFRhB1nBcpBO?qBXmBzrB
IOTZLJS,O,O,O,X,O,O
IOTZLSJ,X,O,O,X,O,O
IOTZJLS,O,O,O,X,X,O
IOTZJSL,O,O,O,X,X,O
IOTZSLJ,O,O,X,X,X,O
IOTZSJL,O,O,O,X,X,O
IOLTJSZ,X,O,X,O,O,X
IOLTJZS,X,O,O,O,O,X
IOLTSJZ,X,O,X,O,X,X
IOLTSZJ,X,O,O,O,O,X
IOLTZJS,X,O,O,X,O,X
IOLTZSJ,X,O,O,X,O,X
IOLJTSZ,X,O,X,O,O,X
IOLJTZS,X,O,X,O,O,X
IOLJSTZ,X,O,X,O,O,X
IOLJSZT,X,O,X,O,O,X
IOLJZTS,X,O,X,O,O,X
IOLJZST,X,O,X,O,O,X
IOLSTJZ,X,O,X,O,X,X
IOLSTZJ,X,O,X,O,O,X
IOLSJTZ,X,O,X,O,O,X
IOLSJZT,X,O,X,O,O,X
IOLSZTJ,X,O,X,O,O,X
IOLSZJT,X,O,X,O,O,X
IOLZTJS,X,O,O,X,O,X
IOLZTSJ,X,O,O,X,O,X
IOLZJTS,X,O,O,O,O,X
IOLZJST,X,O,X,O,O,X
IOLZSTJ,X,O,X,O,O,X
IOLZSJT,X,O,X,O,O,X
IOJTLSZ,O,O,X,O,O,X
IOJTLZS,O,O,X,O,O,O
IOJTSLZ,O,O,X,O,X,O
IOJTSZL,O,O,X,O,X,O
IOJTZLS,O,O,X,O,X,O
IOJTZSL,O,O,X,O,X,O
IOJLTSZ,X,O,X,O,O,X
IOJLTZS,X,O,X,O,O,X
IOJLSTZ,O,O,X,O,O,X
IOJLSZT,O,O,X,O,O,X
IOJLZTS,X,O,X,O,O,X
IOJLZST,O,O,X,O,O,X
IOJSTLZ,O,O,X,O,X,X
IOJSTZL,O,O,X,O,X,X
IOJSLTZ,O,O,X,O,O,X
IOJSLZT,O,O,X,O,O,X
IOJSZTL,O,O,X,O,X,X
IOJSZLT,O,O,X,O,X,X
IOJZTLS,O,O,X,O,X,O
IOJZTSL,O,O,X,O,X,O
IOJZLTS,X,O,X,O,O,O
IOJZLST,O,O,X,O,O,X
IOJZSTL,O,O,X,O,X,X
IOJZSLT,O,O,X,O,X,X
IOSTLJZ,O,O,X,O,X,X
IOSTLZJ,O,O,X,O,X,X
IOSTJLZ,O,O,X,O,X,X
IOSTJZL,O,O,X,O,X,X
IOSTZLJ,O,O,X,O,X,X
IOSTZJL,O,O,X,O,X,X
IOSLTJZ,O,O,X,O,X,X
IOSLTZJ,O,O,X,O,O,X
IOSLJTZ,O,O,X,O,O,X
IOSLJZT,O,O,X,O,O,X
IOSLZTJ,X,O,X,O,O,X
IOSLZJT,X,O,X,O,O,X
IOSJTLZ,O,O,X,O,X,X
IOSJTZL,O,O,X,O,X,X
IOSJLTZ,O,O,X,O,O,X
IOSJLZT,O,O,X,O,O,X
IOSJZTL,O,O,X,O,X,X
IOSJZLT,O,O,X,O,X,X
IOSZTLJ,X,O,X,O,X,X
IOSZTJL,X,O,X,O,X,X
IOSZLTJ,X,O,X,O,O,X
IOSZLJT,X,O,X,O,O,X
IOSZJTL,X,O,X,O,X,X
IOSZJLT,X,O,X,O,X,X
IOZTLJS,O,O,O,X,O,O
IOZTLSJ,X,O,X,X,O,O
IOZTJLS,O,O,O,X,X,O
IOZTJSL,O,O,O,X,X,O
IOZTSLJ,X,O,X,X,X,O
IOZTSJL,O,O,O,X,X,O
IOZLTJS,X,O,X,X,O,O
IOZLTSJ,X,O,X,X,O,O
IOZLJTS,X,O,X,O,O,O
IOZLJST,X,O,X,O,O,X
IOZLSTJ,X,O,X,O,O,X
IOZLSJT,X,O,X,O,O,X
IOZJTLS,O,O,O,O,X,O
IOZJTSL,O,O,O,O,X,O
IOZJLTS,X,O,O,O,O,O
IOZJLST,O,O,X,O,O,X
IOZJSTL,O,O,X,O,X,X
IOZJSLT,O,O,X,O,X,X
IOZSTLJ,X,O,X,O,X,X
IOZSTJL,X,O,X,O,X,X
IOZSLTJ,X,O,X,O,O,X
IOZSLJT,X,O,X,O,O,X
IOZSJTL,X,O,X,O,X,X
IOZSJLT,X,O,X,O,X,X
LTIJSZO,O,O,X,X,O,X
LTIJSOZ,O,O,X,X,O,X
LTIJZSO,O,O,O,X,O,O
LTIJZOS,O,O,O,X,O,O
LTIJOSZ,O,O,X,X,O,X
LTIJOZS,O,O,O,X,O,X
LTISJZO,O,O,X,X,O,X
LTISJOZ,O,O,X,X,O,X
LTISZJO,O,O,O,X,O,O
LTISZOJ,O,O,O,X,O,O
LTISOJZ,O,O,X,X,X,X
LTISOZJ,O,O,O,X,O,X
LTIZJSO,O,O,O,X,O,O
LTIZJOS,O,O,O,X,O,O
LTIZSJO,X,O,O,X,O,O
LTIZSOJ,X,O,O,X,O,O
LTIZOJS,O,O,O,X,O,O
LTIZOSJ,X,O,O,X,O,O
LTIOJSZ,O,O,X,X,O,X
LTIOJZS,O,O,O,X,O,X
LTIOSJZ,O,O,X,X,X,X
LTIOSZJ,O,O,O,X,O,X
LTIOZJS,O,O,O,X,O,X
LTIOZSJ,X,O,O,X,O,X
LTJISZO,O,O,X,X,O,X
LTJISOZ,O,O,X,X,O,X
LTJIZSO,O,O,O,X,O,O
LTJIZOS,O,O,O,X,O,O
LTJIOSZ,O,O,X,X,O,X
LTJIOZS,O,O,O,X,O,X
LTJSIZO,O,O,X,X,O,O
LTJSIOZ,O,O,X,X,O,X
LTJSZIO,O,O,X,X,O,O
LTJSZOI,O,O,X,X,O,O
LTJSOIZ,O,O,X,X,O,X
LTJSOZI,O,O,X,X,O,X
LTJZISO,O,O,O,X,O,O
LTJZIOS,O,O,O,X,O,O
LTJZSIO,O,O,O,X,O,O
LTJZSOI,O,O,O,X,O,O
LTJZOIS,O,O,O,X,O,O
LTJZOSI,O,O,O,X,O,O
LTJOISZ,O,O,X,X,O,X
LTJOIZS,O,O,O,X,O,X
LTJOSIZ,O,O,X,X,O,X
LTJOSZI,O,O,X,X,O,X
LTJOZIS,O,O,O,X,O,X
LTJOZSI,O,O,O,X,O,X
LTSIJZO,O,O,X,X,O,X
LTSIJOZ,O,O,X,X,O,X
LTSIZJO,O,O,O,X,O,O
LTSIZOJ,O,O,O,X,O,O
LTSIOJZ,O,O,X,X,X,X
LTSIOZJ,O,O,O,X,O,X
LTSJIZO,O,O,X,X,O,O
LTSJIOZ,O,O,X,X,O,X
LTSJZIO,O,O,X,X,O,O
LTSJZOI,O,O,X,X,O,O
LTSJOIZ,O,O,X,X,O,X
LTSJOZI,O,O,X,X,O,X
LTSZIJO,O,O,O,X,O,O
LTSZIOJ,O,O,O,X,O,O
LTSZJIO,O,O,O,X,O,O
LTSZJOI,O,O,O,X,O,O
LTSZOIJ,O,O,O,X,O,O
LTSZOJI,O,O,O,X,X,X
LTSOIJZ,O,O,X,X,X,X
LTSOIZJ,O,O,O,X,O,X
LTSOJIZ,O,O,X,X,X,X
LTSOJZI,O,O,X,X,X,X
LTSOZIJ,O,O,O,X,O,X
LTSOZJI,O,O,O,X,X,X
LTZIJSO,O,O,O,X,O,O
LTZIJOS,O,O,O,X,O,O
LTZISJO,X,O,O,X,O,O
LTZISOJ,X,O,O,X,O,O
LTZIOJS,O,O,O,X,O,O
LTZIOSJ,X,O,O,X,O,O
LTZJISO,O,O,O,X,O,O
LTZJIOS,O,O,O,X,O,O
LTZJSIO,O,O,O,X,O,O
LTZJSOI,O,O,O,X,O,O
LTZJOIS,O,O,O,X,O,O
LTZJOSI,O,O,O,X,O,O
LTZSIJO,X,O,O,X,O,O
LTZSIOJ,X,O,O,X,O,O
LTZSJIO,X,O,O,X,O,O
LTZSJOI,X,O,O,X,O,O
LTZSOIJ,X,O,O,X,O,O
LTZSOJI,X,O,O,X,X,X
LTZOIJS,O,O,O,X,O,O
LTZOISJ,X,O,O,X,O,O
LTZOJIS,O,O,O,X,O,O
LTZOJSI,O,O,O,X,O,O
LTZOSIJ,X,O,O,X,O,O
LTZOSJI,X,O,O,X,X,X
LTOIJSZ,O,O,X,X,O,X
LTOIJZS,O,O,O,X,O,X
LTOISJZ,O,O,X,X,X,X
LTOISZJ,O,O,O,X,O,X
LTOIZJS,O,O,O,X,O,X
LTOIZSJ,X,O,O,X,O,X
LTOJISZ,O,O,X,X,O,X
LTOJIZS,O,O,O,X,O,X
LTOJSIZ,O,O,X,X,O,X
LTOJSZI,O,O,X,X,O,X
LTOJZIS,O,O,O,X,O,X
LTOJZSI,O,O,O,X,O,X
LTOSIJZ,O,O,X,X,X,X
LTOSIZJ,O,O,O,X,O,X
LTOSJIZ,O,O,X,X,X,X
LTOSJZI,O,O,X,X,X,X
LTOSZIJ,O,O,O,X,O,X
LTOSZJI,O,O,O,X,X,X
LTOZIJS,O,O,O,X,O,X
LTOZISJ,X,O,O,X,O,X
LTOZJIS,O,O,O,X,O,X
LTOZJSI,O,O,O,X,O,X
LTOZSIJ,X,O,O,X,O,X
LTOZSJI,X,O,O,X,X,X
LITJSZO,O,O,X,X,O,X
LITJSOZ,O,O,X,X,O,X
LITJZSO,O,O,O,X,O,X
LITJZOS,O,O,O,X,O,X
LITJOSZ,O,O,X,X,O,X
LITJOZS,O,O,O,X,O,X
LITSJZO,O,O,X,X,O,X
LITSJOZ,O,O,X,X,O,X
LITSZJO,O,O,O,X,O,X
LITSZOJ,O,O,O,X,O,X
LITSOJZ,O,O,X,X,X,X
LITSOZJ,O,O,O,X,O,X
LITZJSO,O,O,O,X,O,X
LITZJOS,O,O,O,X,O,X
LITZSJO,X,O,O,X,O,X
LITZSOJ,X,O,O,X,O,X
LITZOJS,O,O,O,X,O,X
LITZOSJ,X,O,O,X,O,X
LITOJSZ,O,O,X,X,O,X
LITOJZS,O,O,O,X,O,X
LITOSJZ,O,O,X,X,X,X
LITOSZJ,O,O,O,X,O,X
LITOZJS,O,O,O,X,O,X
LITOZSJ,X,O,O,X,O,X
LIJTSZO,O,O,X,O,O,X
LIJTSOZ,O,O,X,O,O,X
LIJTZSO,O,O,O,O,O,X
LIJTZOS,O,O,O,O,O,X
LIJTOSZ,O,O,X,O,O,X
LIJTOZS,O,O,O,O,O,X
LIJSTZO,O,O,X,O,O,X
LIJSTOZ,O,O,X,O,O,X
LIJSZTO,O,O,X,O,O,X
LIJSZOT,O,O,X,O,O,X
LIJSOTZ,O,O,X,O,O,X
LIJSOZT,O,O,X,O,O,X
LIJZTSO,O,O,O,O,O,X
LIJZTOS,O,O,O,O,O,X
LIJZSTO,O,O,O,O,O,X
LIJZSOT,O,O,X,O,O,X
LIJZOTS,X,O,O,O,O,X
LIJZOST,O,O,X,O,O,X
LIJOTSZ,X,O,X,O,O,X
LIJOTZS,X,O,X,O,O,X
LIJOSTZ,O,O,X,O,O,X
LIJOSZT,O,O,X,O,O,X
LIJOZTS,X,O,X,O,O,X
LIJOZST,O,O,X,O,O,X
LISTJZO,O,O,X,O,O,X
LISTJOZ,O,O,X,O,O,X
LISTZJO,O,O,O,O,O,X
LISTZOJ,O,O,O,X,O,X
LISTOJZ,O,O,X,O,X,X
LISTOZJ,O,O,O,O,O,X
LISJTZO,O,O,X,O,O,X
LISJTOZ,O,O,X,O,O,X
LISJZTO,O,O,X,O,O,X
LISJZOT,O,O,X,O,O,X
LISJOTZ,O,O,X,O,O,X
LISJOZT,O,O,X,O,O,X
LISZTJO,O,O,O,O,O,X
LISZTOJ,O,O,O,X,O,X
LISZJTO,O,O,O,O,O,X
LISZJOT,O,O,X,O,O,X
LISZOTJ,X,O,X,X,O,X
LISZOJT,X,O,X,X,O,X
LISOTJZ,O,O,X,O,X,X
LISOTZJ,O,O,X,O,O,X
LISOJTZ,O,O,X,O,O,X
LISOJZT,O,O,X,O,O,X
LISOZTJ,X,O,X,O,O,X
LISOZJT,X,O,X,O,O,X
LIZTJSO,O,O,O,X,O,X
LIZTJOS,O,O,O,X,O,X
LIZTSJO,X,O,O,X,O,X
LIZTSOJ,X,O,O,X,O,X
LIZTOJS,O,O,O,X,O,X
LIZTOSJ,X,O,O,X,O,X
LIZJTSO,O,O,O,O,O,X
LIZJTOS,O,O,O,O,O,X
LIZJSTO,O,O,O,O,O,X
LIZJSOT,O,O,X,O,O,X
LIZJOTS,X,O,O,O,O,X
LIZJOST,O,O,X,O,O,X
LIZSTJO,X,O,O,O,O,X
LIZSTOJ,X,O,O,X,O,X
LIZSJTO,X,O,O,O,O,X
LIZSJOT,X,O,X,O,O,X
LIZSOTJ,X,O,X,X,O,X
LIZSOJT,X,O,X,X,O,X
LIZOTJS,X,O,O,X,O,X
LIZOTSJ,X,O,O,X,O,X
LIZOJTS,X,O,O,X,O,X
LIZOJST,X,O,X,X,O,X
LIZOSTJ,X,O,X,X,O,X
LIZOSJT,X,O,X,X,O,X
LIOTJSZ,X,O,X,O,O,X
LIOTJZS,X,O,O,O,O,X
LIOTSJZ,X,O,X,O,X,X
LIOTSZJ,X,O,O,O,O,X
LIOTZJS,X,O,O,X,O,X
LIOTZSJ,X,O,O,X,O,X
LIOJTSZ,X,O,X,O,O,X
LIOJTZS,X,O,X,O,O,X
LIOJSTZ,X,O,X,O,O,X
LIOJSZT,X,O,X,O,O,X
LIOJZTS,X,O,X,O,O,X
LIOJZST,X,O,X,O,O,X
LIOSTJZ,X,O,X,O,X,X
LIOSTZJ,X,O,X,O,O,X
LIOSJTZ,X,O,X,O,O,X
LIOSJZT,X,O,X,O,O,X
LIOSZTJ,X,O,X,O,O,X
LIOSZJT,X,O,X,O,O,X
LIOZTJS,X,O,O,X,O,X
LIOZTSJ,X,O,O,X,O,X
LIOZJTS,X,O,O,O,O,X
LIOZJST,X,O,X,O,O,X
LIOZSTJ,X,O,X,O,O,X
LIOZSJT,X,O,X,O,O,X
LJTISZO,O,O,X,O,O,X
LJTISOZ,O,O,X,O,O,X
LJTIZSO,O,O,O,O,O,O
LJTIZOS,O,O,O,O,O,O
LJTIOSZ,O,O,X,O,O,X
LJTIOZS,O,O,O,O,O,X
LJTSIZO,O,O,X,O,O,O
LJTSIOZ,O,O,X,O,O,X
LJTSZIO,O,O,X,O,O,O
LJTSZOI,O,O,X,O,O,O
LJTSOIZ,O,O,X,O,O,X
LJTSOZI,O,O,X,O,O,X
LJTZISO,O,O,O,O,O,O
LJTZIOS,O,O,O,O,O,O
LJTZSIO,O,O,O,O,O,O
LJTZSOI,O,O,O,O,O,O
LJTZOIS,O,O,O,O,O,O
LJTZOSI,O,O,O,O,O,O
LJTOISZ,O,O,X,O,O,X
LJTOIZS,O,O,O,O,O,X
LJTOSIZ,O,O,X,O,O,X
LJTOSZI,O,O,X,O,O,X
LJTOZIS,O,O,O,O,O,X
LJTOZSI,O,O,O,O,O,X
LJITSZO,O,O,X,O,O,X
LJITSOZ,O,O,X,O,O,X
LJITZSO,O,O,O,O,O,X
LJITZOS,O,O,O,O,O,X
LJITOSZ,O,O,X,O,O,X
LJITOZS,O,O,O,O,O,X
LJISTZO,O,O,X,O,O,X
LJISTOZ,O,O,X,O,O,X
LJISZTO,O,O,X,O,O,X
LJISZOT,O,O,X,O,O,X
LJISOTZ,O,O,X,O,O,X
LJISOZT,O,O,X,O,O,X
LJIZTSO,O,O,O,O,O,X
LJIZTOS,O,O,O,O,O,X
LJIZSTO,O,O,O,O,O,X
LJIZSOT,O,O,X,O,O,X
LJIZOTS,X,O,O,O,O,X
LJIZOST,O,O,X,O,O,X
LJIOTSZ,X,O,X,O,O,X
LJIOTZS,X,O,X,O,O,X
LJIOSTZ,O,O,X,O,O,X
LJIOSZT,O,O,X,O,O,X
LJIOZTS,X,O,X,O,O,X
LJIOZST,O,O,X,O,O,X
LJSTIZO,O,O,X,O,O,O
LJSTIOZ,O,O,X,O,O,X
LJSTZIO,O,O,X,O,O,O
LJSTZOI,O,O,X,O,O,O
LJSTOIZ,O,O,X,O,O,X
LJSTOZI,O,O,X,O,O,X
LJSITZO,O,O,X,O,O,X
LJSITOZ,O,O,X,O,O,X
LJSIZTO,O,O,X,O,O,X
LJSIZOT,O,O,X,O,O,X
LJSIOTZ,O,O,X,O,O,X
LJSIOZT,O,O,X,O,O,X
LJSZTIO,O,O,X,O,O,O
LJSZTOI,O,O,X,O,O,O
LJSZITO,O,O,X,O,O,O
LJSZIOT,O,O,X,O,O,X
LJSZOTI,O,O,X,O,O,O
LJSZOIT,O,O,X,O,O,X
LJSOTIZ,O,O,X,O,O,X
LJSOTZI,O,O,X,O,O,X
LJSOITZ,O,O,X,O,O,X
LJSOIZT,O,O,X,O,O,X
LJSOZTI,O,O,X,O,O,X
LJSOZIT,O,O,X,O,O,X
LJZTISO,O,O,O,O,O,O
LJZTIOS,O,O,O,O,O,O
LJZTSIO,O,O,O,O,O,O
LJZTSOI,O,O,O,O,O,O
LJZTOIS,O,O,O,O,O,O
LJZTOSI,O,O,O,O,O,O
LJZITSO,O,O,O,O,O,O
LJZITOS,O,O,O,O,O,O
LJZISTO,O,O,O,O,O,O
LJZISOT,O,O,X,O,O,X
LJZIOTS,X,O,O,O,O,O
LJZIOST,O,O,X,O,O,X
LJZSTIO,O,O,O,O,O,O
LJZSTOI,O,O,O,O,O,O
LJZSITO,O,O,O,O,O,O
LJZSIOT,O,O,X,O,O,X
LJZSOTI,O,O,X,O,O,O
LJZSOIT,O,O,X,O,O,X
LJZOTIS,X,O,O,O,O,O
LJZOTSI,X,O,O,O,O,O
LJZOITS,X,O,O,O,O,O
LJZOIST,O,O,X,O,O,X
LJZOSTI,O,O,X,O,O,O
LJZOSIT,O,O,X,O,O,X
LJOTISZ,X,O,X,O,O,X
LJOTIZS,X,O,X,O,O,O
LJOTSIZ,X,O,X,O,O,O
LJOTSZI,X,O,X,O,O,O
LJOTZIS,X,O,X,O,O,O
LJOTZSI,X,O,X,O,O,O
LJOITSZ,X,O,X,O,O,X
LJOITZS,X,O,X,O,O,X
LJOISTZ,O,O,X,O,O,X
LJOISZT,O,O,X,O,O,X
LJOIZTS,X,O,X,O,O,X
LJOIZST,O,O,X,O,O,X
LJOSTIZ,O,O,X,O,O,X
LJOSTZI,O,O,X,O,O,X
LJOSITZ,O,O,X,O,O,X
LJOSIZT,O,O,X,O,O,X
LJOSZTI,O,O,X,O,O,X
LJOSZIT,O,O,X,O,O,X
LJOZTIS,X,O,X,O,O,O
LJOZTSI,X,O,X,O,O,O
LJOZITS,X,O,X,O,O,O
LJOZIST,O,O,X,O,O,X
LJOZSTI,O,O,X,O,O,O
LJOZSIT,O,O,X,O,O,X
LSTIJZO,O,O,X,O,O,X
LSTIJOZ,O,O,X,O,O,X
LSTIZJO,O,O,O,O,O,O
LSTIZOJ,O,O,O,X,O,O
LSTIOJZ,O,O,X,O,X,X
LSTIOZJ,O,O,O,O,O,X
LSTJIZO,O,O,X,O,O,O
LSTJIOZ,O,O,X,O,O,X
LSTJZIO,O,O,X,O,O,O
LSTJZOI,O,O,X,O,O,O
LSTJOIZ,O,O,X,O,O,X
LSTJOZI,O,O,X,O,O,X
LSTZIJO,O,O,O,O,O,O
LSTZIOJ,O,O,O,X,O,O
LSTZJIO,O,O,O,O,O,O
LSTZJOI,O,O,O,O,O,O
LSTZOIJ,O,O,O,X,O,O
LSTZOJI,O,O,O,X,X,X
LSTOIJZ,O,O,X,O,X,X
LSTOIZJ,O,O,O,O,O,X
LSTOJIZ,O,O,X,O,X,X
LSTOJZI,O,O,X,O,X,X
LSTOZIJ,O,O,O,O,O,X
LSTOZJI,O,O,O,O,X,X
LSITJZO,O,O,X,O,O,X
LSITJOZ,O,O,X,O,O,X
LSITZJO,O,O,O,O,O,X
LSITZOJ,O,O,O,X,O,X
LSITOJZ,O,O,X,O,X,X
LSITOZJ,O,O,O,O,O,X
LSIJTZO,O,O,X,O,O,X
LSIJTOZ,O,O,X,O,O,X
LSIJZTO,O,O,X,O,O,X
LSIJZOT,O,O,X,O,O,X
LSIJOTZ,O,O,X,O,O,X
LSIJOZT,O,O,X,O,O,X
LSIZTJO,O,O,O,O,O,X
LSIZTOJ,O,O,O,X,O,X
LSIZJTO,O,O,O,O,O,X
LSIZJOT,O,O,X,O,O,X
LSIZOTJ,X,O,X,X,O,X
LSIZOJT,X,O,X,X,O,X
LSIOTJZ,O,O,X,O,X,X
LSIOTZJ,O,O,X,O,O,X
LSIOJTZ,O,O,X,O,O,X
LSIOJZT,O,O,X,O,O,X
LSIOZTJ,X,O,X,O,O,X
LSIOZJT,X,O,X,O,O,X
LSJTIZO,O,O,X,O,O,O
LSJTIOZ,O,O,X,O,O,X
LSJTZIO,O,O,X,O,O,O
LSJTZOI,O,O,X,O,O,O
LSJTOIZ,O,O,X,O,O,X
LSJTOZI,O,O,X,O,O,X
LSJITZO,O,O,X,O,O,X
LSJITOZ,O,O,X,O,O,X
LSJIZTO,O,O,X,O,O,X
LSJIZOT,O,O,X,O,O,X
LSJIOTZ,O,O,X,O,O,X
LSJIOZT,O,O,X,O,O,X
LSJZTIO,O,O,X,O,O,O
LSJZTOI,O,O,X,O,O,O
LSJZITO,O,O,X,O,O,O
LSJZIOT,O,O,X,O,O,X
LSJZOTI,O,O,X,O,O,O
LSJZOIT,O,O,X,O,O,X
LSJOTIZ,O,O,X,O,O,X
LSJOTZI,O,O,X,O,O,X
LSJOITZ,O,O,X,O,O,X
LSJOIZT,O,O,X,O,O,X
LSJOZTI,O,O,X,O,O,X
LSJOZIT,O,O,X,O,O,X
LSZTIJO,O,O,O,O,O,O
LSZTIOJ,O,O,O,X,O,O
LSZTJIO,O,O,O,O,O,O
LSZTJOI,O,O,O,O,O,O
LSZTOIJ,O,O,O,X,O,O
LSZTOJI,O,O,O,X,X,X
LSZITJO,O,O,O,O,O,O
LSZITOJ,O,O,O,X,O,O
LSZIJTO,O,O,O,O,O,X
LSZIJOT,O,O,X,O,O,X
LSZIOTJ,X,O,X,X,O,X
LSZIOJT,X,O,X,X,O,X
LSZJTIO,O,O,O,O,O,O
LSZJTOI,O,O,O,O,O,O
LSZJITO,O,O,O,O,O,O
LSZJIOT,O,O,X,O,O,X
LSZJOTI,O,O,X,O,O,O
LSZJOIT,O,O,X,O,O,X
LSZOTIJ,X,O,X,X,O,O
LSZOTJI,X,O,X,X,X,X
LSZOITJ,X,O,X,X,O,X
LSZOIJT,X,O,X,X,O,X
LSZOJTI,X,O,X,X,O,X
LSZOJIT,X,O,X,X,O,X
LSOTIJZ,O,O,X,O,X,X
LSOTIZJ,O,O,X,O,O,X
LSOTJIZ,O,O,X,O,X,X
LSOTJZI,O,O,X,O,X,X
LSOTZIJ,O,O,X,O,O,X
LSOTZJI,O,O,X,O,X,X
LSOITJZ,O,O,X,O,X,X
LSOITZJ,O,O,X,O,O,X
LSOIJTZ,O,O,X,O,O,X
LSOIJZT,O,O,X,O,O,X
LSOIZTJ,X,O,X,O,O,X
LSOIZJT,X,O,X,O,O,X
LSOJTIZ,O,O,X,O,O,X
LSOJTZI,O,O,X,O,O,X
LSOJITZ,O,O,X,O,O,X
LSOJIZT,O,O,X,O,O,X
LSOJZTI,O,O,X,O,O,X
LSOJZIT,O,O,X,O,O,X
LSOZTIJ,X,O,X,O,O,X
LSOZTJI,X,O,X,O,X,X
LSOZITJ,X,O,X,O,O,X
LSOZIJT,X,O,X,O,O,X
LSOZJTI,X,O,X,O,O,X
LSOZJIT,X,O,X,O,O,X
LZTIJSO,O,O,O,X,O,O
LZTIJOS,O,O,O,X,O,O
LZTISJO,X,O,O,X,O,O
LZTISOJ,X,O,O,X,O,O
LZTIOJS,O,O,O,X,O,O
LZTIOSJ,X,O,O,X,O,O
LZTJISO,O,O,O,X,O,O
LZTJIOS,O,O,O,X,O,O
LZTJSIO,O,O,O,X,O,O
LZTJSOI,O,O,O,X,O,O
LZTJOIS,O,O,O,X,O,O
LZTJOSI,O,O,O,X,O,O
LZTSIJO,X,O,O,X,O,O
LZTSIOJ,X,O,O,X,O,O
LZTSJIO,X,O,O,X,O,O
LZTSJOI,X,O,O,X,O,O
LZTSOIJ,X,O,O,X,O,O
LZTSOJI,X,O,O,X,X,X
LZTOIJS,O,O,O,X,O,O
LZTOISJ,X,O,O,X,O,O
LZTOJIS,O,O,O,X,O,O
LZTOJSI,O,O,O,X,O,O
LZTOSIJ,X,O,O,X,O,O
LZTOSJI,X,O,O,X,X,O
LZITJSO,O,O,O,X,O,O
LZITJOS,O,O,O,X,O,O
LZITSJO,X,O,O,X,O,O
LZITSOJ,X,O,O,X,O,O
LZITOJS,O,O,O,X,O,O
LZITOSJ,X,O,O,X,O,O
LZIJTSO,O,O,O,O,O,O
LZIJTOS,O,O,O,O,O,O
LZIJSTO,O,O,O,O,O,O
LZIJSOT,O,O,X,O,O,X
LZIJOTS,X,O,O,O,O,O
LZIJOST,O,O,X,O,O,X
LZISTJO,X,O,O,O,O,O
LZISTOJ,X,O,O,X,O,O
LZISJTO,X,O,O,O,O,X
LZISJOT,X,O,X,O,O,X
LZISOTJ,X,O,X,X,O,X
LZISOJT,X,O,X,X,O,X
LZIOTJS,X,O,O,X,O,O
LZIOTSJ,X,O,O,X,O,O
LZIOJTS,X,O,O,X,O,O
LZIOJST,X,O,X,X,O,X
LZIOSTJ,X,O,X,X,O,X
LZIOSJT,X,O,X,X,O,X
LZJTISO,O,O,O,O,O,O
LZJTIOS,O,O,O,O,O,O
LZJTSIO,O,O,O,O,O,O
LZJTSOI,O,O,O,O,O,O
LZJTOIS,O,O,O,O,O,O
LZJTOSI,O,O,O,O,O,O
LZJITSO,O,O,O,O,O,O
LZJITOS,O,O,O,O,O,O
LZJISTO,O,O,O,O,O,O
LZJISOT,O,O,X,O,O,X
LZJIOTS,X,O,O,O,O,O
LZJIOST,O,O,X,O,O,X
LZJSTIO,O,O,O,O,O,O
LZJSTOI,O,O,O,O,O,O
LZJSITO,O,O,O,O,O,O
LZJSIOT,O,O,X,O,O,X
LZJSOTI,O,O,X,O,O,O
LZJSOIT,O,O,X,O,O,X
LZJOTIS,X,O,O,O,O,O
LZJOTSI,X,O,O,O,O,O
LZJOITS,X,O,O,O,O,O
LZJOIST,O,O,X,O,O,X
LZJOSTI,O,O,X,O,O,O
LZJOSIT,O,O,X,O,O,X
LZSTIJO,X,O,O,O,O,O
LZSTIOJ,X,O,O,X,O,O
LZSTJIO,X,O,O,O,O,O
LZSTJOI,X,O,O,O,O,O
LZSTOIJ,X,O,O,X,O,O
LZSTOJI,X,O,O,X,X,X
LZSITJO,X,O,O,O,O,O
LZSITOJ,X,O,O,X,O,O
LZSIJTO,X,O,O,O,O,X
LZSIJOT,X,O,X,O,O,X
LZSIOTJ,X,O,X,X,O,X
LZSIOJT,X,O,X,X,O,X
LZSJTIO,X,O,O,O,O,O
LZSJTOI,X,O,O,O,O,O
LZSJITO,X,O,O,O,O,O
LZSJIOT,X,O,X,O,O,X
LZSJOTI,X,O,X,O,O,O
LZSJOIT,X,O,X,O,O,X
LZSOTIJ,X,O,X,X,O,O
LZSOTJI,X,O,X,X,X,O
LZSOITJ,X,O,X,X,O,X
LZSOIJT,X,O,X,X,O,X
LZSOJTI,X,O,X,X,O,O
LZSOJIT,X,O,X,X,O,X
LZOTIJS,X,O,O,X,O,O
LZOTISJ,X,O,O,X,O,O
