sequence,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgBxhB6oBFnB8s?BzpB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBCjBmkB/sBTo?B0pB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBGjBikB/sBUo?BzpB,v115@KhB8HeC8DeA8BeD8AeB8JeXAJvhFxhBTjB2pBFnBCt?B0pB,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgB0hBSoBzpBxs?BlsB,v115@KhB8HeC8DeA8BeD8AeB8JeT/IvhF0hBxiBypBGoBls?BXqB,v115@KhB8HeC8DeA8BeD8AeB8JeFAJvhF0hBTjBmpBxsB/p?B6sB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBSoBTkBeqB/s?BUtB
LIZOJTS,O,X,X,X,O,O,O,X
LIZOJST,O,X,X,X,O,X,O,X
LIZOSTJ,O,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,O,X,X,X
LIOTJSZ,O,X,X,O,O,O,X,X
LIOTJZS,X,X,X,O,O,O,X,X
LIOTSJZ,O,X,X,O,O,X,X,X
LIOTSZJ,X,X,O,O,O,X,X,X
LIOTZJS,X,X,X,O,O,O,X,X
LIOTZSJ,X,X,X,O,O,X,X,X
LIOJTSZ,O,X,X,O,O,X,O,X
LIOJTZS,X,X,X,O,O,X,O,X
LIOJSTZ,O,X,X,O,O,X,O,X
LIOJSZT,O,X,X,X,O,X,O,X
LIOJZTS,O,X,X,X,O,O,O,X
LIOJZST,O,X,X,X,O,X,O,X
LIOSTJZ,O,O,X,O,O,X,X,X
LIOSTZJ,X,O,O,O,O,X,X,X
LIOSJTZ,O,O,X,O,O,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X
LIOSZTJ,O,O,O,X,O,X,X,X
LIOSZJT,O,X,O,X,O,X,X,X
LIOZTJS,O,X,X,X,O,O,X,X
LIOZTSJ,O,X,X,X,O,X,X,X
LIOZJTS,O,X,X,X,O,O,O,X
LIOZJST,O,X,X,X,O,X,O,X
LIOZSTJ,O,X,X,X,O,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X
LJTISZO,O,X,O,O,X,O,X,X
LJTISOZ,X,X,X,O,X,O,X,X
LJTIZSO,X,X,X,O,X,O,X,X
LJTIZOS,X,X,X,O,X,O,X,X
LJTIOSZ,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,O,X,O,X,X
LJTSIZO,O,X,O,O,X,O,X,X
LJTSIOZ,X,X,X,O,X,O,X,O
LJTSZIO,O,X,O,O,X,O,X,X
LJTSZOI,O,X,O,O,X,O,X,O
LJTSOIZ,X,X,X,O,X,O,X,O
LJTSOZI,X,X,X,O,X,O,X,O
LJTZISO,O,X,X,O,X,O,X,X
LJTZIOS,O,X,X,O,X,O,X,X
LJTZSIO,O,X,X,O,X,O,X,X
LJTZSOI,O,X,X,O,X,O,X,X
LJTZOIS,O,X,X,O,X,O,X,X
LJTZOSI,O,X,X,O,X,O,X,X
LJTOISZ,X,X,X,O,X,O,X,O
LJTOIZS,X,X,X,O,X,O,X,X
LJTOSIZ,X,X,X,O,X,O,X,O
LJTOSZI,X,X,X,O,X,O,X,O
LJTOZIS,X,X,X,O,X,O,X,X
LJTOZSI,X,X,X,O,X,O,X,X
LJITSZO,O,X,O,O,X,X,O,X
LJITSOZ,X,X,X,O,X,X,O,X
LJITZSO,X,X,X,O,X,X,O,X
LJITZOS,X,X,X,O,X,X,O,X
LJITOSZ,X,X,X,O,X,X,O,X
LJITOZS,X,X,X,O,X,X,O,X
LJISTZO,O,X,O,O,X,X,O,X
LJISTOZ,X,X,X,O,X,X,O,X
LJISZTO,O,X,O,X,X,X,O,X
LJISZOT,O,X,O,X,X,X,O,X
LJISOTZ,X,X,X,O,X,X,O,X
LJISOZT,O,X,X,X,X,X,O,X
LJIZTSO,O,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,O,X
LJIZSOT,O,X,X,X,X,X,O,X
LJIZOTS,X,X,X,X,X,O,O,X
LJIZOST,O,X,X,X,X,X,O,X
LJIOTSZ,O,X,X,O,X,X,O,X
LJIOTZS,X,X,X,O,X,X,O,X
LJIOSTZ,O,X,X,O,X,X,O,X
LJIOSZT,O,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,O,O,X
LJIOZST,O,X,X,X,X,X,O,X
LJSTIZO,O,X,O,O,X,X,X,X
LJSTIOZ,X,X,X,O,X,X,X,O
LJSTZIO,O,X,O,O,X,X,X,X
LJSTZOI,O,X,O,O,X,X,X,O
LJSTOIZ,X,X,X,O,X,X,X,O
LJSTOZI,X,X,X,O,X,X,X,O
LJSITZO,O,X,O,O,X,X,X,X
LJSITOZ,X,X,X,O,X,X,X,O
LJSIZTO,O,X,O,X,X,X,X,X
LJSIZOT,O,X,O,X,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,X,O
LJSIOZT,O,X,X,X,X,X,X,O
LJSZTIO,O,X,O,O,X,X,X,X
LJSZTOI,O,X,O,O,X,X,X,O
LJSZITO,O,X,O,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,X,X
LJSZOTI,O,X,O,O,X,O,X,O
LJSZOIT,O,X,O,X,X,X,X,O
LJSOTIZ,X,X,X,O,X,X,X,O
LJSOTZI,X,X,X,O,X,X,X,O
LJSOITZ,X,X,X,O,X,X,X,O
LJSOIZT,O,X,X,X,X,X,X,O
LJSOZTI,O,X,X,O,X,O,X,O
LJSOZIT,O,X,X,X,X,X,X,O
LJZTISO,O,X,X,O,X,O,X,X
LJZTIOS,O,X,X,O,X,O,X,X
LJZTSIO,O,X,X,O,X,O,X,X
LJZTSOI,O,X,X,O,X,O,X,X
LJZTOIS,O,X,X,O,X,O,X,X
LJZTOSI,O,X,X,O,X,O,X,X
LJZITSO,O,X,X,X,X,X,O,X
LJZITOS,O,X,X,X,X,X,O,X
LJZISTO,O,X,X,X,X,X,O,X
LJZISOT,O,X,X,X,X,X,O,X
LJZIOTS,O,X,X,X,X,O,O,X
LJZIOST,O,X,X,X,X,X,O,X
LJZSTIO,O,X,X,O,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,O,X,O,X,X
LJZSOIT,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,O,X,O,X,X
LJZOTSI,O,X,X,O,X,O,X,X
LJZOITS,O,X,X,X,X,O,X,X
LJZOIST,O,X,X,X,X,X,X,X
LJZOSTI,O,X,X,O,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,X
LJOTISZ,O,X,X,O,X,O,X,O
LJOTIZS,X,X,X,O,X,O,X,X
LJOTSIZ,O,X,X,O,X,O,X,O
LJOTSZI,O,X,X,O,X,O,X,O
LJOTZIS,O,X,X,O,X,O,X,X
LJOTZSI,O,X,X,O,X,O,X,X
LJOITSZ,O,X,X,O,X,X,X,O
LJOITZS,X,X,X,O,X,X,X,X
LJOISTZ,O,X,X,O,X,X,X,O
LJOISZT,O,X,X,X,X,X,X,O
LJOIZTS,O,X,X,X,X,O,X,X
LJOIZST,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,O,X,X,X,O
LJOSTZI,O,X,X,O,X,X,X,O
LJOSITZ,O,X,X,O,X,X,X,O
LJOSIZT,O,X,X,X,X,X,X,O
LJOSZTI,O,X,X,O,X,O,X,O
LJOSZIT,O,X,X,X,X,X,X,O
LJOZTIS,O,X,X,O,X,O,X,X
LJOZTSI,O,X,X,O,X,O,X,X
LJOZITS,O,X,X,X,X,O,X,X
LJOZIST,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,O,X,X
LJOZSIT,O,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,X,X
LSTIJOZ,X,O,X,O,X,X,X,O
LSTIZJO,X,O,O,O,X,X,X,X
LSTIZOJ,X,O,O,O,X,X,X,X
LSTIOJZ,X,O,X,O,X,X,X,X
LSTIOZJ,X,O,O,O,X,X,X,X
LSTJIZO,O,O,O,O,X,O,X,X
LSTJIOZ,X,O,X,O,X,O,X,O
LSTJZIO,O,O,O,O,X,O,X,X
LSTJZOI,O,O,O,O,X,O,X,O
LSTJOIZ,X,X,X,O,X,O,X,O
LSTJOZI,X,X,X,O,X,O,X,O
LSTZIJO,O,O,O,O,X,X,X,X
LSTZIOJ,O,O,O,O,X,X,X,X
LSTZJIO,O,O,O,O,X,O,X,X
LSTZJOI,O,O,O,O,X,O,X,O
LSTZOIJ,O,O,O,O,X,X,X,X
LSTZOJI,O,O,O,O,X,O,X,X
LSTOIJZ,X,O,O,O,X,X,X,X
LSTOIZJ,X,O,O,O,X,X,X,X
LSTOJIZ,X,O,O,O,X,O,X,O
LSTOJZI,X,O,O,O,X,O,X,O
LSTOZIJ,X,O,O,O,X,X,X,X
LSTOZJI,X,O,O,O,X,O,X,X
LSITJZO,O,O,O,O,X,X,X,X
LSITJOZ,X,O,X,O,X,X,X,O
LSITZJO,X,O,O,O,X,X,X,X
LSITZOJ,X,O,O,O,X,X,X,X
LSITOJZ,X,O,X,O,X,X,X,X
LSITOZJ,X,O,O,O,X,X,X,X
LSIJTZO,O,O,O,O,X,X,X,X
LSIJTOZ,X,O,X,O,X,X,X,O
LSIJZTO,O,X,O,X,X,X,X,X
LSIJZOT,O,X,O,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,O
LSIJOZT,O,X,X,X,X,X,X,O
LSIZTJO,O,O,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,X,X
LSIZJTO,O,O,O,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X,X
LSIZOTJ,X,O,O,X,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X
LSIOTZJ,X,O,O,O,X,X,X,X
LSIOJTZ,O,O,X,O,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X
LSIOZTJ,X,O,O,X,X,X,X,X
LSIOZJT,O,X,O,X,X,X,X,X
LSJTIZO,O,O,O,O,X,X,X,X
LSJTIOZ,X,O,X,O,X,X,X,O
LSJTZIO,O,O,O,O,X,X,X,X
LSJTZOI,O,O,O,O,X,X,X,O
LSJTOIZ,X,X,X,O,X,X,X,O
LSJTOZI,X,X,X,O,X,X,X,O
LSJITZO,O,O,O,O,X,X,X,X
LSJITOZ,X,O,X,O,X,X,X,O
LSJIZTO,O,X,O,X,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,X,O
LSJIOZT,O,X,X,X,X,X,X,O
LSJZTIO,O,O,O,O,X,X,X,X
LSJZTOI,O,O,O,O,X,X,X,O
LSJZITO,O,O,O,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X
LSJZOTI,O,O,O,O,X,O,X,O
LSJZOIT,O,O,O,X,X,X,X,O
LSJOTIZ,X,X,X,O,X,X,X,O
LSJOTZI,X,X,X,O,X,X,X,O
LSJOITZ,X,X,X,O,X,X,X,O
LSJOIZT,O,X,X,X,X,X,X,O
LSJOZTI,O,X,X,O,X,O,X,O
LSJOZIT,O,X,X,X,X,X,X,O
LSZTIJO,O,O,O,O,X,X,X,X
LSZTIOJ,O,O,O,O,X,X,X,X
LSZTJIO,O,O,O,O,X,O,X,X
LSZTJOI,O,O,O,O,X,O,X,O
LSZTOIJ,O,O,O,O,X,X,X,X
LSZTOJI,O,O,O,O,X,O,X,X
LSZITJO,O,O,O,X,X,X,X,X
LSZITOJ,O,O,O,X,X,X,X,X
LSZIJTO,O,O,O,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,X,X
LSZJTIO,O,O,O,O,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,O
LSZJITO,O,O,O,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,X,X
LSZJOTI,O,O,O,O,X,O,X,O
LSZJOIT,O,O,O,X,X,X,X,O
LSZOTIJ,O,O,O,O,X,X,X,X
LSZOTJI,O,O,O,O,X,O,X,X
LSZOITJ,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,O,O,O,O,X,O,X,X
LSZOJIT,O,O,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,X,X
LSOTIZJ,X,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,O
LSOTJZI,O,O,O,O,X,O,X,O
LSOTZIJ,O,O,O,O,X,X,X,X
LSOTZJI,O,O,O,O,X,O,X,X
LSOITJZ,O,O,O,O,X,X,X,X
LSOITZJ,X,O,O,O,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,O,O,O,O,X,X,X,O
LSOJTZI,O,O,O,O,X,X,X,O
LSOJITZ,O,O,O,O,X,X,X,O
LSOJIZT,O,X,O,X,X,X,X,O
LSOJZTI,O,O,O,O,X,O,X,O
LSOJZIT,O,O,O,X,X,X,X,O
LSOZTIJ,O,O,O,O,X,X,X,X
LSOZTJI,O,O,O,O,X,O,X,X
LSOZITJ,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X
LSOZJTI,O,O,O,O,X,O,X,X
LSOZJIT,O,O,O,X,X,X,X,X
LZTIJSO,O,X,X,O,X,O,X,X
LZTIJOS,O,X,X,O,X,O,X,X
LZTISJO,O,O,O,O,X,X,X,X
LZTISOJ,O,O,O,O,X,X,X,X
LZTIOJS,O,X,X,O,X,O,X,X
LZTIOSJ,O,X,X,O,X,X,X,X
LZTJISO,O,O,X,O,X,O,X,X
LZTJIOS,O,X,X,O,X,O,X,X
LZTJSIO,O,O,X,O,X,O,X,X
LZTJSOI,O,O,X,O,X,O,X,X
LZTJOIS,O,X,X,O,X,O,X,X
LZTJOSI,O,X,X,O,X,O,X,X
LZTSIJO,O,O,O,O,X,X,X,X
LZTSIOJ,O,O,O,O,X,X,X,X
LZTSJIO,O,O,O,O,X,O,X,X
LZTSJOI,O,O,O,O,X,O,X,X
LZTSOIJ,O,O,O,O,X,X,X,X
LZTSOJI,O,O,O,O,X,O,X,X
LZTOIJS,O,X,X,O,X,O,X,X
LZTOISJ,O,X,X,O,X,X,X,X
LZTOJIS,O,X,X,O,X,O,X,X
LZTOJSI,O,X,X,O,X,O,X,X
LZTOSIJ,O,X,X,O,X,X,X,X
LZTOSJI,O,X,X,O,X,O,X,X
LZITJSO,O,X,X,X,X,O,X,X
LZITJOS,O,X,X,X,X,O,X,X
LZITSJO,O,O,O,X,X,X,X,X
LZITSOJ,O,O,O,X,X,X,X,X
LZITOJS,O,X,X,X,O,O,X,X
LZITOSJ,O,X,X,X,O,X,X,X
LZIJTSO,O,X,X,X,X,X,O,X
LZIJTOS,O,X,X,X,X,X,O,X
LZIJSTO,O,X,X,X,X,X,O,X
LZIJSOT,O,X,X,X,X,X,O,X
LZIJOTS,O,X,X,X,O,O,O,X
LZIJOST,O,X,X,X,O,X,O,X
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X
LZISJOT,O,X,O,X,X,X,X,X
LZISOTJ,O,O,O,X,O,X,X,X
LZISOJT,O,O,O,X,O,X,X,X
LZIOTJS,O,X,X,X,O,O,X,X
LZIOTSJ,O,X,X,X,O,X,X,X
LZIOJTS,O,X,X,X,O,O,O,X
LZIOJST,O,X,X,X,O,X,O,X
LZIOSTJ,O,O,X,X,O,X,X,X
LZIOSJT,O,O,X,X,O,X,X,X
LZJTISO,O,O,X,O,X,O,X,X
LZJTIOS,O,X,X,O,X,O,X,X
LZJTSIO,O,O,X,O,X,O,X,X
LZJTSOI,O,O,X,O,X,O,X,X
LZJTOIS,O,X,X,O,X,O,X,X
LZJTOSI,O,X,X,O,X,O,X,X
LZJITSO,O,O,X,X,X,X,O,X
LZJITOS,O,X,X,X,X,X,O,X
LZJISTO,O,O,X,X,X,X,O,X
LZJISOT,O,O,X,X,X,X,O,X
LZJIOTS,O,X,X,X,X,O,O,X
LZJIOST,O,O,X,X,X,X,O,X
LZJSTIO,O,O,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X
LZJSOTI,O,O,X,O,X,O,X,X
LZJSOIT,O,O,X,X,X,X,X,X
LZJOTIS,O,X,X,O,X,O,X,X
LZJOTSI,O,X,X,O,X,O,X,X
LZJOITS,O,X,X,X,X,O,X,X
LZJOIST,O,O,X,X,X,X,X,X
LZJOSTI,O,O,X,O,X,O,X,X
LZJOSIT,O,O,X,X,X,X,X,X
LZSTIJO,O,O,O,O,X,X,X,X
LZSTIOJ,O,O,O,O,X,X,X,X
LZSTJIO,O,O,O,O,X,O,X,X
LZSTJOI,O,O,O,O,X,O,X,X
LZSTOIJ,O,O,O,O,X,X,X,X
LZSTOJI,O,O,O,O,X,O,X,X
LZSITJO,O,O,O,X,X,X,X,X
LZSITOJ,O,O,O,X,X,X,X,X
LZSIJTO,O,O,O,X,X,X,X,X
LZSIJOT,O,O,O,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,O,O,X,X,X,X
LZSJTOI,O,O,O,O,X,X,X,X
LZSJITO,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,X,O,X,X
LZSJOIT,O,O,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,X,X,X
LZSOTJI,O,O,O,O,X,O,X,X
LZSOITJ,O,O,O,X,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,X
LZSOJTI,O,O,O,O,X,O,X,X
LZSOJIT,O,O,O,X,X,X,X,X
LZOTIJS,O,X,X,O,X,O,X,X
LZOTISJ,O,X,X,O,X,X,X,X
LZOTJIS,O,X,X,O,X,O,X,X
LZOTJSI,O,X,X,O,X,O,X,X
LZOTSIJ,O,X,X,O,X,X,X,X
LZOTSJI,O,X,X,O,X,O,X,X
LZOITJS,O,X,X,X,O,O,X,X
LZOITSJ,O,X,X,X,O,X,X,X
LZOIJTS,O,X,X,X,O,O,X,X
LZOIJST,O,X,X,X,O,X,X,X
LZOISTJ,O,O,X,X,O,X,X,X
LZOISJT,O,O,X,X,O,X,X,X
LZOJTIS,O,X,X,O,X,O,X,X
LZOJTSI,O,X,X,O,X,O,X,X
LZOJITS,O,X,X,X,O,O,X,X
LZOJIST,O,O,X,X,O,X,X,X
LZOJSTI,O,O,X,O,X,O,X,X
LZOJSIT,O,O,X,X,O,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,X
LZOSTJI,O,O,X,O,X,O,X,X
LZOSITJ,O,O,X,X,O,X,X,X
LZOSIJT,O,O,X,X,O,X,X,X
LZOSJTI,O,O,X,O,X,O,X,X
LZOSJIT,O,O,X,X,O,X,X,X
LOTIJSZ,O,X,O,O,X,O,X,X
LOTIJZS,X,X,X,O,X,O,X,X
LOTISJZ,O,X,O,O,X,X,X,X
LOTISZJ,X,X,O,O,X,X,X,X
LOTIZJS,X,X,X,O,X,O,X,X
LOTIZSJ,X,X,O,O,X,X,X,X
LOTJISZ,O,X,O,O,X,O,X,X
LOTJIZS,X,X,X,O,X,O,X,X
LOTJSIZ,O,X,O,O,X,O,X,X
LOTJSZI,O,X,O,O,X,O,X,X
LOTJZIS,O,X,X,O,X,O,X,X
LOTJZSI,O,X,X,O,X,O,X,X
LOTSIJZ,O,X,O,O,X,X,X,X
LOTSIZJ,X,X,O,O,X,X,X,X
LOTSJIZ,O,X,O,O,X,O,X,X
LOTSJZI,O,X,O,O,X,O,X,X
LOTSZIJ,O,X,O,O,X,X,X,X
LOTSZJI,O,X,O,O,X,O,X,X
LOTZIJS,O,X,X,O,X,O,X,X
LOTZISJ,O,X,O,O,X,X,X,X
LOTZJIS,O,X,X,O,X,O,X,X
LOTZJSI,O,X,X,O,X,O,X,X
LOTZSIJ,O,X,O,O,X,X,X,X
LOTZSJI,O,X,O,O,X,O,X,X
LOITJSZ,O,X,O,O,O,O,X,X
LOITJZS,X,X,X,O,O,O,X,X
LOITSJZ,O,X,O,O,O,X,X,X
LOITSZJ,X,X,O,O,O,X,X,X
LOITZJS,X,X,X,O,O,O,X,X
LOITZSJ,X,X,O,O,O,X,X,X
LOIJTSZ,O,X,O,O,O,X,X,X
LOIJTZS,X,X,X,O,O,X,X,X
LOIJSTZ,O,X,O,O,O,X,X,X
LOIJSZT,O,X,O,X,O,X,X,X
LOIJZTS,O,X,X,X,O,O,X,X
LOIJZST,O,X,X,X,O,X,X,X
LOISTJZ,O,O,O,O,O,X,X,X
LOISTZJ,X,O,O,O,O,X,X,X
LOISJTZ,O,O,O,O,O,X,X,X
LOISJZT,O,X,O,X,O,X,X,X
LOISZTJ,O,O,O,X,O,X,X,X
LOISZJT,O,X,O,X,O,X,X,X
LOIZTJS,O,X,X,X,O,O,X,X
LOIZTSJ,O,X,O,X,O,X,X,X
LOIZJTS,O,X,X,X,O,O,X,X
LOIZJST,O,X,X,X,O,X,X,X
LOIZSTJ,O,X,O,X,O,X,X,X
LOIZSJT,O,X,O,X,O,X,X,X
LOJTISZ,O,X,O,O,X,O,X,X
LOJTIZS,X,X,X,O,X,O,X,X
LOJTSIZ,O,X,O,O,X,O,X,X
LOJTSZI,O,X,O,O,X,O,X,X
LOJTZIS,O,X,X,O,X,O,X,X
LOJTZSI,O,X,X,O,X,O,X,X
LOJITSZ,O,X,O,O,O,X,X,X
LOJITZS,X,X,X,O,O,X,X,X
LOJISTZ,O,X,O,O,O,X,X,X
LOJISZT,O,X,O,X,O,X,X,X
LOJIZTS,O,X,X,X,O,O,X,X
LOJIZST,O,X,X,X,O,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X
LOJSITZ,O,X,O,O,O,X,X,X
LOJSIZT,O,X,O,X,O,X,X,X
LOJSZTI,O,X,O,O,X,O,X,X
LOJSZIT,O,X,O,X,O,X,X,X
LOJZTIS,O,X,X,O,X,O,X,X
LOJZTSI,O,X,X,O,X,O,X,X
LOJZITS,O,X,X,X,O,O,X,X
LOJZIST,O,X,X,X,O,X,X,X
LOJZSTI,O,X,X,O,X,O,X,X
LOJZSIT,O,X,X,X,O,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,X
LOSTIZJ,X,O,O,O,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,X
LOSTJZI,O,O,O,O,X,O,X,X
LOSTZIJ,O,O,O,O,X,X,X,X
LOSTZJI,O,O,O,O,X,O,X,X
LOSITJZ,O,O,O,O,O,X,X,X
LOSITZJ,X,O,O,O,O,X,X,X
LOSIJTZ,O,O,O,O,O,X,X,X
LOSIJZT,O,X,O,X,O,X,X,X
LOSIZTJ,O,O,O,X,O,X,X,X
LOSIZJT,O,O,O,X,O,X,X,X
LOSJTIZ,O,O,O,O,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X
LOSJITZ,O,O,O,O,O,X,X,X
LOSJIZT,O,X,O,X,O,X,X,X
LOSJZTI,O,O,O,O,X,O,X,X
LOSJZIT,O,O,O,X,O,X,X,X
LOSZTIJ,O,O,O,O,X,X,X,X
LOSZTJI,O,O,O,O,X,O,X,X
LOSZITJ,O,O,O,X,O,X,X,X
LOSZIJT,O,O,O,X,O,X,X,X
LOSZJTI,O,O,O,O,X,O,X,X
LOSZJIT,O,O,O,X,O,X,X,X
LOZTIJS,O,X,X,O,X,O,X,X
LOZTISJ,O,X,O,O,X,X,X,X
LOZTJIS,O,X,X,O,X,O,X,X
LOZTJSI,O,X,X,O,X,O,X,X
LOZTSIJ,O,X,O,O,X,X,X,X
LOZTSJI,O,X,O,O,X,O,X,X
LOZITJS,O,X,X,X,O,O,X,X
LOZITSJ,O,X,O,X,O,X,X,X
LOZIJTS,O,X,X,X,O,O,X,X
LOZIJST,O,X,X,X,O,X,X,X
LOZISTJ,O,O,O,X,O,X,X,X
LOZISJT,O,O,O,X,O,X,X,X
LOZJTIS,O,X,X,O,X,O,X,X
LOZJTSI,O,X,X,O,X,O,X,X
LOZJITS,O,X,X,X,O,O,X,X
LOZJIST,O,O,X,X,O,X,X,X
LOZJSTI,O,O,X,O,X,O,X,X
LOZJSIT,O,O,X,X,O,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X
LOZSTJI,O,O,O,O,X,O,X,X
LOZSITJ,O,O,O,X,O,X,X,X
LOZSIJT,O,O,O,X,O,X,X,X
LOZSJTI,O,O,O,O,X,O,X,X
LOZSJIT,O,O,O,X,O,X,X,X
JTILSZO,O,X,X,O,X,O,O,X
JTILSOZ,X,X,X,O,X,O,O,X
JTILZSO,X,X,X,O,X,O,O,X
JTILZOS,X,X,X,O,X,O,O,X
JTILOSZ,X,X,X,O,X,O,O,X
JTILOZS,X,X,X,O,X,O,O,X
JTISLZO,O,O,X,O,X,O,O,X
JTISLOZ,X,O,X,O,X,O,O,O
JTISZLO,O,X,O,O,X,O,O,X
JTISZOL,X,X,O,X,X,X,O,X
JTISOLZ,X,O,X,O,X,X,O,O
JTISOZL,X,X,X,X,X,X,O,O
JTIZLSO,O,X,X,O,X,O,O,X
JTIZLOS,X,X,X,O,X,O,O,X
JTIZSLO,O,X,X,O,X,O,O,X
JTIZSOL,X,X,X,X,X,X,O,X
JTIZOLS,X,X,X,X,X,O,O,X
JTIZOSL,X,X,X,X,X,X,O,X
JTIOLSZ,X,X,X,O,X,O,O,O
JTIOLZS,X,X,X,O,X,O,O,X
JTIOSLZ,X,X,X,O,X,X,O,O
JTIOSZL,X,X,X,X,X,X,O,O
JTIOZLS,X,X,X,X,X,O,O,X
JTIOZSL,X,X,X,X,X,X,O,O
JTLISZO,O,X,O,O,X,O,X,X
JTLISOZ,X,X,X,O,X,O,X,X
JTLIZSO,X,X,X,O,X,O,X,X
JTLIZOS,X,X,X,O,X,O,X,X
JTLIOSZ,X,X,X,O,X,O,X,X
JTLIOZS,X,X,X,O,X,O,X,X
JTLSIZO,O,X,O,O,X,O,X,X
JTLSIOZ,X,X,X,O,X,O,X,O
JTLSZIO,O,X,O,O,X,O,X,X
JTLSZOI,O,X,O,O,X,O,X,O
JTLSOIZ,X,X,X,O,X,O,X,O
JTLSOZI,X,X,X,O,X,O,X,O
JTLZISO,O,X,X,O,X,O,X,X
JTLZIOS,O,X,X,O,X,O,X,X
JTLZSIO,O,X,X,O,X,O,X,X
JTLZSOI,O,X,X,O,X,O,X,X
JTLZOIS,O,X,X,O,X,O,X,X
JTLZOSI,O,X,X,O,X,O,X,X
JTLOISZ,X,X,X,O,X,O,X,O
JTLOIZS,X,X,X,O,X,O,X,X
JTLOSIZ,X,X,X,O,X,O,X,O
JTLOSZI,X,X,X,O,X,O,X,O
JTLOZIS,X,X,X,O,X,O,X,X
JTLOZSI,X,X,X,O,X,O,X,X
JTSILZO,O,O,X,O,X,O,X,X
JTSILOZ,X,O,X,O,X,O,X,O
JTSIZLO,O,X,O,O,X,O,X,X
JTSIZOL,X,X,O,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,X,X,O
JTSIOZL,X,X,X,X,X,X,X,O
JTSLIZO,O,O,O,O,X,O,X,X
JTSLIOZ,X,O,X,O,X,O,X,O
JTSLZIO,O,O,O,O,X,O,X,X
