sequence,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeOEJvhFlgBUiB5oBz?kBKrBfsB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kei/IvhF3gBUiB5oB1?pBOrBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeT/IvhF0gBlhB5oBy?pBXnB2wB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kel/IvhF3gBUiB5oB2?pBTmBywB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflBUiB5oBF?mBzrBmqB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gB5oBF?nBTrBmrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB5oBUmBF?nBmqBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gBlhB5?oBOsBTrB
ZLSIJOT,O,X,O,O,X,O,X,O
ZLSIOTJ,O,X,O,O,O,O,O,O
ZLSIOJT,O,X,O,O,O,O,X,O
ZLSJTIO,O,X,O,O,X,O,O,O
ZLSJTOI,O,X,O,O,X,X,X,O
ZLSJITO,O,X,O,O,X,O,O,O
ZLSJIOT,O,X,O,O,X,O,X,O
ZLSJOTI,O,X,O,O,X,O,X,O
ZLSJOIT,O,X,O,O,X,O,X,O
ZLSOTIJ,O,X,O,O,O,O,O,O
ZLSOTJI,O,X,O,X,O,O,X,O
ZLSOITJ,O,X,O,O,O,O,O,O
ZLSOIJT,O,X,O,O,O,O,X,O
ZLSOJTI,O,X,O,O,O,O,X,O
ZLSOJIT,O,X,O,O,O,O,X,O
ZLOTIJS,O,X,O,O,O,X,X,X
ZLOTISJ,O,X,O,O,O,O,O,O
ZLOTJIS,O,X,O,O,O,X,X,X
ZLOTJSI,O,X,O,O,O,X,X,X
ZLOTSIJ,O,X,O,O,O,O,O,O
ZLOTSJI,O,X,O,O,O,O,X,O
ZLOITJS,O,X,O,O,O,X,X,X
ZLOITSJ,O,X,O,O,O,O,O,O
ZLOIJTS,O,X,O,O,O,X,X,X
ZLOIJST,O,X,O,O,O,X,X,X
ZLOISTJ,O,X,O,O,O,O,O,O
ZLOISJT,O,X,O,O,O,O,X,O
ZLOJTIS,O,X,O,O,O,X,X,X
ZLOJTSI,O,X,O,O,O,X,X,X
ZLOJITS,O,X,O,O,O,X,X,X
ZLOJIST,O,X,O,O,O,X,X,X
ZLOJSTI,O,X,O,O,O,X,X,X
ZLOJSIT,O,X,O,O,O,X,X,X
ZLOSTIJ,O,X,O,O,O,O,O,O
ZLOSTJI,O,X,O,O,O,O,X,O
ZLOSITJ,O,X,O,O,O,O,O,O
ZLOSIJT,O,X,O,O,O,O,X,O
ZLOSJTI,O,X,O,O,O,O,X,O
ZLOSJIT,O,X,O,O,O,O,X,O
ZJTILSO,O,O,O,O,X,X,O,O
ZJTILOS,X,O,O,O,X,X,X,X
ZJTISLO,O,O,O,O,X,X,X,X
ZJTISOL,X,O,O,O,X,X,X,X
ZJTIOLS,X,O,O,O,X,X,X,X
ZJTIOSL,X,O,X,O,X,X,X,X
ZJTLISO,O,O,O,O,X,X,O,O
ZJTLIOS,X,O,O,O,X,X,X,X
ZJTLSIO,O,O,O,O,X,X,O,O
ZJTLSOI,O,O,O,O,X,X,X,O
ZJTLOIS,X,O,O,O,X,X,X,X
ZJTLOSI,X,O,O,O,X,X,X,X
ZJTSILO,O,O,O,O,X,X,X,X
ZJTSIOL,X,O,O,O,X,X,X,X
ZJTSLIO,O,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,O,X,X,X,X
ZJTSOIL,X,O,O,O,X,X,X,X
ZJTSOLI,X,O,O,X,X,X,X,X
ZJTOILS,X,O,O,O,X,X,X,X
ZJTOISL,X,O,X,O,X,X,X,X
ZJTOLIS,X,O,O,O,X,X,X,X
ZJTOLSI,X,O,O,O,X,X,X,X
ZJTOSIL,X,O,X,O,X,X,X,X
ZJTOSLI,X,O,X,X,X,X,X,X
ZJITLSO,O,O,O,O,X,X,O,O
ZJITLOS,X,O,O,O,X,X,X,X
ZJITSLO,O,O,O,O,X,X,X,X
ZJITSOL,X,O,O,O,X,X,X,X
ZJITOLS,X,O,O,O,X,X,X,X
ZJITOSL,X,O,X,O,X,X,X,X
ZJILTSO,O,O,O,O,X,X,O,O
ZJILTOS,X,O,O,O,X,X,X,X
ZJILSTO,O,O,O,O,X,X,O,O
ZJILSOT,O,X,O,O,X,X,X,O
ZJILOTS,X,X,O,O,X,X,X,O
ZJILOST,X,X,O,O,X,X,X,O
ZJISTLO,O,O,O,O,X,X,X,X
ZJISTOL,X,O,O,O,X,X,X,X
ZJISLTO,O,O,O,O,X,X,X,X
ZJISLOT,O,X,O,O,X,X,X,X
ZJISOTL,O,O,O,O,X,X,X,X
ZJISOLT,O,X,O,X,X,X,X,X
ZJIOTLS,X,O,O,O,X,X,X,O
ZJIOTSL,O,O,X,O,X,X,X,X
ZJIOLTS,X,X,O,O,X,X,X,O
ZJIOLST,O,X,O,O,X,X,X,O
ZJIOSTL,O,O,O,O,X,X,X,X
ZJIOSLT,O,X,O,X,X,X,X,X
ZJLTISO,O,O,O,O,X,X,O,O
ZJLTIOS,X,O,O,O,X,X,X,X
ZJLTSIO,O,O,O,O,X,X,O,O
ZJLTSOI,O,O,O,O,X,X,X,O
ZJLTOIS,X,O,O,O,X,X,X,X
ZJLTOSI,X,O,O,O,X,X,X,X
ZJLITSO,O,O,O,O,X,X,O,O
ZJLITOS,X,O,O,O,X,X,X,X
ZJLISTO,O,O,O,O,X,X,O,O
ZJLISOT,O,X,O,O,X,X,X,O
ZJLIOTS,X,X,O,O,X,X,X,O
ZJLIOST,X,X,O,O,X,X,X,O
ZJLSTIO,O,O,O,O,X,X,O,O
ZJLSTOI,O,O,O,O,X,X,X,O
ZJLSITO,O,O,O,O,X,X,O,O
ZJLSIOT,O,X,O,O,X,X,X,O
ZJLSOTI,O,X,O,O,X,X,X,O
ZJLSOIT,O,X,O,O,X,X,X,O
ZJLOTIS,X,X,O,O,X,X,X,O
ZJLOTSI,X,X,O,O,X,X,X,O
ZJLOITS,X,X,O,O,X,X,X,O
ZJLOIST,X,X,O,O,X,X,X,O
ZJLOSTI,X,X,O,O,X,X,X,O
ZJLOSIT,X,X,O,O,X,X,X,O
ZJSTILO,O,O,O,O,X,X,X,X
ZJSTIOL,X,O,O,O,X,X,X,X
ZJSTLIO,O,O,O,O,X,X,X,X
ZJSTLOI,O,O,O,O,X,X,X,X
ZJSTOIL,X,O,O,O,X,X,X,X
ZJSTOLI,X,O,O,X,X,X,X,X
ZJSITLO,O,O,O,O,X,X,X,X
ZJSITOL,X,O,O,O,X,X,X,X
ZJSILTO,O,O,O,O,X,X,X,X
ZJSILOT,O,X,O,O,X,X,X,X
ZJSIOTL,O,O,O,O,X,X,X,X
ZJSIOLT,O,X,O,X,X,X,X,X
ZJSLTIO,O,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,O,X,X,X,X
ZJSLITO,O,O,O,O,X,X,X,X
ZJSLIOT,O,X,O,O,X,X,X,X
ZJSLOTI,O,X,O,O,X,X,X,X
ZJSLOIT,O,X,O,O,X,X,X,X
ZJSOTIL,O,O,O,O,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X,X
ZJSOITL,O,O,O,O,X,X,X,X
ZJSOILT,O,X,O,X,X,X,X,X
ZJSOLTI,O,X,O,X,X,X,X,X
ZJSOLIT,O,X,O,X,X,X,X,X
ZJOTILS,X,O,O,O,X,X,X,O
ZJOTISL,O,O,X,O,X,X,X,X
ZJOTLIS,X,O,O,O,X,X,X,O
ZJOTLSI,X,O,O,O,X,X,X,O
ZJOTSIL,O,O,X,O,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X,X
ZJOITLS,X,O,O,O,X,X,X,O
ZJOITSL,O,O,X,O,X,X,X,X
ZJOILTS,X,X,O,O,X,X,X,O
ZJOILST,O,X,O,O,X,X,X,O
ZJOISTL,O,O,O,O,X,X,X,X
ZJOISLT,O,X,O,X,X,X,X,X
ZJOLTIS,X,X,O,O,X,X,X,O
ZJOLTSI,X,X,O,O,X,X,X,O
ZJOLITS,X,X,O,O,X,X,X,O
ZJOLIST,O,X,O,O,X,X,X,O
ZJOLSTI,O,X,O,O,X,X,X,O
ZJOLSIT,O,X,O,O,X,X,X,O
ZJOSTIL,O,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X,X
ZJOSITL,O,O,O,O,X,X,X,X
ZJOSILT,O,X,O,X,X,X,X,X
ZJOSLTI,O,X,O,X,X,X,X,X
ZJOSLIT,O,X,O,X,X,X,X,X
ZSTILJO,O,O,O,O,X,X,O,X
ZSTILOJ,O,O,O,O,X,X,O,X
ZSTIJLO,O,O,O,O,X,X,X,X
ZSTIJOL,X,O,X,O,X,X,X,X
ZSTIOLJ,O,O,O,O,X,X,X,X
ZSTIOJL,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,O,O,X,X,O,X
ZSTLIOJ,O,O,O,O,X,X,O,X
ZSTLJIO,O,O,O,O,X,X,O,X
ZSTLJOI,O,O,O,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,X,O,X
ZSTLOJI,O,O,O,X,X,X,X,X
ZSTJILO,O,O,O,O,X,X,X,X
ZSTJIOL,X,O,X,O,X,X,X,X
ZSTJLIO,O,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X,X
ZSTJOIL,X,O,X,O,X,X,X,X
ZSTJOLI,X,O,X,X,X,X,X,X
ZSTOILJ,O,O,O,O,X,X,X,X
ZSTOIJL,O,O,X,O,X,X,X,X
ZSTOLIJ,O,O,O,X,X,X,X,X
ZSTOLJI,O,O,O,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,X,X
ZSITLJO,O,O,O,O,X,X,O,X
ZSITLOJ,O,O,O,O,X,X,O,X
ZSITJLO,O,O,O,O,X,X,X,X
ZSITJOL,X,O,X,O,X,X,X,X
ZSITOLJ,O,O,O,O,X,X,X,X
ZSITOJL,O,O,X,O,X,X,X,X
ZSILTJO,O,O,O,O,X,X,O,X
ZSILTOJ,O,O,O,O,X,X,O,X
ZSILJTO,O,X,O,O,X,X,O,X
ZSILJOT,O,X,O,O,X,X,X,X
ZSILOTJ,O,X,O,O,X,X,O,X
ZSILOJT,O,X,O,O,X,X,X,X
ZSIJTLO,O,O,O,O,X,X,X,X
ZSIJTOL,X,O,O,O,X,X,X,X
ZSIJLTO,O,O,O,O,X,X,X,X
ZSIJLOT,O,X,O,O,X,X,X,X
ZSIJOTL,O,O,O,O,X,X,X,X
ZSIJOLT,O,X,O,X,X,X,X,X
ZSIOTLJ,O,O,O,O,X,X,X,X
ZSIOTJL,O,O,X,O,X,X,X,X
ZSIOLTJ,O,O,O,X,X,X,X,X
ZSIOLJT,O,X,O,X,X,X,X,X
ZSIOJTL,O,O,X,O,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X
ZSLTIJO,O,O,O,O,X,X,O,X
ZSLTIOJ,O,O,O,O,X,X,O,X
ZSLTJIO,O,O,O,O,X,X,O,X
ZSLTJOI,O,X,O,O,X,X,X,X
ZSLTOIJ,O,O,O,O,X,X,O,X
ZSLTOJI,O,X,O,X,X,X,X,X
ZSLITJO,O,O,O,O,X,X,O,X
ZSLITOJ,O,O,O,O,X,X,O,X
ZSLIJTO,O,X,O,O,X,X,O,X
ZSLIJOT,O,X,O,O,X,X,X,X
ZSLIOTJ,O,X,O,O,X,X,O,X
ZSLIOJT,O,X,O,O,X,X,X,X
ZSLJTIO,O,X,O,O,X,X,O,X
ZSLJTOI,O,X,O,O,X,X,X,X
ZSLJITO,O,X,O,O,X,X,O,X
ZSLJIOT,O,X,O,O,X,X,X,X
ZSLJOTI,O,X,O,O,X,X,X,X
ZSLJOIT,O,X,O,O,X,X,X,X
ZSLOTIJ,O,X,O,O,X,X,O,X
ZSLOTJI,O,X,O,X,X,X,X,X
ZSLOITJ,O,X,O,O,X,X,O,X
ZSLOIJT,O,X,O,O,X,X,X,X
ZSLOJTI,O,X,O,O,X,X,X,X
ZSLOJIT,O,X,O,O,X,X,X,X
ZSJTILO,O,O,O,O,X,X,X,X
ZSJTIOL,X,O,O,O,X,X,X,X
ZSJTLIO,O,O,O,O,X,X,X,X
ZSJTLOI,O,O,O,O,X,X,X,X
ZSJTOIL,X,O,O,O,X,X,X,X
ZSJTOLI,X,O,O,X,X,X,X,X
ZSJITLO,O,O,O,O,X,X,X,X
ZSJITOL,X,O,O,O,X,X,X,X
ZSJILTO,O,O,O,O,X,X,X,X
ZSJILOT,O,X,O,O,X,X,X,X
ZSJIOTL,O,O,O,O,X,X,X,X
ZSJIOLT,O,X,O,X,X,X,X,X
ZSJLTIO,O,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,O,X,X,X,X
ZSJLITO,O,O,O,O,X,X,X,X
ZSJLIOT,O,X,O,O,X,X,X,X
ZSJLOTI,O,X,O,O,X,X,X,X
ZSJLOIT,O,X,O,O,X,X,X,X
ZSJOTIL,O,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X,X
ZSJOITL,O,O,O,O,X,X,X,X
ZSJOILT,O,X,O,X,X,X,X,X
ZSJOLTI,O,X,O,X,X,X,X,X
ZSJOLIT,O,X,O,X,X,X,X,X
ZSOTILJ,O,O,O,O,X,X,X,X
ZSOTIJL,O,O,X,O,X,X,X,X
ZSOTLIJ,O,O,O,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,X,X
ZSOITLJ,O,O,O,O,X,X,X,X
ZSOITJL,O,O,X,O,X,X,X,X
ZSOILTJ,O,O,O,X,X,X,X,X
ZSOILJT,O,X,O,X,X,X,X,X
ZSOIJTL,O,O,X,O,X,X,X,X
ZSOIJLT,O,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X,X
ZSOLIJT,O,X,O,X,X,X,X,X
ZSOLJTI,O,X,O,X,X,X,X,X
ZSOLJIT,O,X,O,X,X,X,X,X
ZSOJTIL,O,O,X,O,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,O,X,X,X,X
ZSOJILT,O,X,X,X,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,X,X
ZSOJLIT,O,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,O,X,X,X
ZOTILSJ,O,O,O,X,O,O,O,O
ZOTIJLS,O,O,X,X,O,X,X,X
ZOTIJSL,O,O,X,X,X,X,X,X
ZOTISLJ,O,O,X,X,O,X,X,X
ZOTISJL,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,O,X,O,X,X,X
ZOTLISJ,O,O,O,X,O,O,O,O
ZOTLJIS,O,O,O,X,O,X,X,X
ZOTLJSI,O,O,X,X,O,X,X,X
ZOTLSIJ,O,O,O,X,O,O,O,O
ZOTLSJI,O,O,X,X,O,O,X,O
ZOTJILS,O,O,X,X,O,X,X,X
ZOTJISL,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,X,X,O,X,X,X
ZOTJLSI,O,O,X,X,O,X,X,X
ZOTJSIL,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,X,X,X,X
ZOTSILJ,O,O,X,X,O,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,O,X,X,X
ZOTSLJI,O,O,X,X,O,X,X,X
ZOTSJIL,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,X,X
ZOITLJS,O,O,O,X,O,X,X,X
ZOITLSJ,O,O,O,X,O,O,O,O
ZOITJLS,O,O,X,X,O,X,X,X
ZOITJSL,O,O,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,O,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X
ZOILTJS,O,O,O,X,O,X,X,X
ZOILTSJ,O,O,O,X,O,O,O,O
ZOILJTS,O,X,O,O,O,X,X,X
ZOILJST,O,X,O,O,O,X,X,X
ZOILSTJ,O,O,O,O,O,O,O,O
ZOILSJT,O,X,O,O,O,O,X,O
ZOIJTLS,O,O,O,O,O,X,X,X
ZOIJTSL,O,O,X,O,X,X,X,X
ZOIJLTS,O,O,O,O,O,X,X,X
ZOIJLST,O,O,O,O,O,X,X,X
ZOIJSTL,O,O,O,O,X,X,X,X
ZOIJSLT,O,O,O,X,X,X,X,X
ZOISTLJ,O,O,O,O,O,X,X,X
ZOISTJL,O,O,X,O,X,X,X,X
ZOISLTJ,O,O,O,X,O,X,X,X
ZOISLJT,O,X,O,X,O,X,X,X
ZOISJTL,O,O,X,O,X,X,X,X
ZOISJLT,O,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,O,X,X,X
ZOLTISJ,O,O,O,X,O,O,O,O
ZOLTJIS,O,O,O,X,O,X,X,X
ZOLTJSI,O,O,O,X,O,X,X,X
ZOLTSIJ,O,O,O,X,O,O,O,O
ZOLTSJI,O,O,O,X,O,O,X,O
ZOLITJS,O,O,O,X,O,X,X,X
ZOLITSJ,O,O,O,X,O,O,O,O
ZOLIJTS,O,X,O,O,O,X,X,X
ZOLIJST,O,X,O,O,O,X,X,X
ZOLISTJ,O,O,O,O,O,O,O,O
ZOLISJT,O,X,O,O,O,O,X,O
ZOLJTIS,O,X,O,O,O,X,X,X
ZOLJTSI,O,X,O,O,O,X,X,X
ZOLJITS,O,X,O,O,O,X,X,X
ZOLJIST,O,X,O,O,O,X,X,X
ZOLJSTI,O,X,O,O,O,X,X,X
ZOLJSIT,O,X,O,O,O,X,X,X
ZOLSTIJ,O,O,O,O,O,O,O,O
ZOLSTJI,O,O,O,X,O,O,X,O
ZOLSITJ,O,O,O,O,O,O,O,O
ZOLSIJT,O,X,O,O,O,O,X,O
ZOLSJTI,O,X,O,O,O,O,X,O
ZOLSJIT,O,X,O,O,O,O,X,O
ZOJTILS,O,O,O,O,O,X,X,X
ZOJTISL,O,O,X,O,X,X,X,X
ZOJTLIS,O,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,O,X,X,X
ZOJTSIL,O,O,X,O,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,X,X
ZOJITLS,O,O,O,O,O,X,X,X
ZOJITSL,O,O,X,O,X,X,X,X
ZOJILTS,O,O,O,O,O,X,X,X
ZOJILST,O,O,O,O,O,X,X,X
ZOJISTL,O,O,O,O,X,X,X,X
ZOJISLT,O,O,O,X,X,X,X,X
ZOJLTIS,O,O,O,O,O,X,X,X
ZOJLTSI,O,O,O,O,O,X,X,X
ZOJLITS,O,O,O,O,O,X,X,X
ZOJLIST,O,O,O,O,O,X,X,X
ZOJLSTI,O,O,O,O,O,X,X,X
ZOJLSIT,O,O,O,O,O,X,X,X
ZOJSTIL,O,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X
ZOJSITL,O,O,O,O,X,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X,X
ZOSTILJ,O,O,O,O,O,X,X,X
ZOSTIJL,O,O,X,O,X,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X,X
ZOSTLJI,O,O,O,X,O,X,X,X
ZOSTJIL,O,O,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,X,X
ZOSITLJ,O,O,O,O,O,X,X,X
ZOSITJL,O,O,X,O,X,X,X,X
ZOSILTJ,O,O,O,X,O,X,X,X
ZOSILJT,O,X,O,X,O,X,X,X
ZOSIJTL,O,O,X,O,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,X
ZOSLTJI,O,O,O,X,O,X,X,X
ZOSLITJ,O,O,O,X,O,X,X,X
ZOSLIJT,O,X,O,X,O,X,X,X
ZOSLJTI,O,X,O,X,O,X,X,X
ZOSLJIT,O,X,O,X,O,X,X,X
ZOSJTIL,O,O,X,O,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,O,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X,X
OTILJSZ,O,O,X,X,O,O,X,O
OTILJZS,O,O,X,X,O,X,X,X
OTILSJZ,O,O,X,X,O,O,X,O
OTILSZJ,O,O,X,X,O,O,O,O
OTILZJS,O,O,X,X,O,X,X,X
OTILZSJ,O,O,X,X,O,O,O,O
OTIJLSZ,O,O,X,X,O,O,X,O
OTIJLZS,O,O,X,X,O,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,O,O,X,X,O,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,O,O,X,X,O,O,X,O
OTISLZJ,O,O,X,X,O,O,X,O
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X
OTISZLJ,O,O,X,X,O,X,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,O,O,X,X,O,X,X,X
OTIZLSJ,O,O,X,X,O,O,O,O
OTIZJLS,O,O,X,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,O,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,O,O,X,X,O,O,X,O
OTLIJZS,O,O,X,X,O,X,X,X
OTLISJZ,O,O,X,X,O,O,X,O
OTLISZJ,O,O,X,X,O,O,O,O
OTLIZJS,O,O,X,X,O,X,X,X
OTLIZSJ,O,O,X,X,O,O,O,O
OTLJISZ,O,O,X,X,O,O,X,O
OTLJIZS,O,O,X,X,O,X,X,X
OTLJSIZ,O,O,X,X,O,O,X,O
OTLJSZI,O,O,X,X,O,O,X,O
OTLJZIS,O,O,X,X,O,X,X,X
OTLJZSI,O,O,X,X,O,X,X,X
OTLSIJZ,O,O,X,X,O,O,X,O
OTLSIZJ,O,O,X,X,O,O,O,O
OTLSJIZ,O,O,X,X,O,O,X,O
OTLSJZI,O,O,X,X,O,O,X,O
OTLSZIJ,O,O,X,X,O,O,O,O
OTLSZJI,O,O,X,X,O,O,X,O
OTLZIJS,O,O,X,X,O,X,X,X
OTLZISJ,O,O,X,X,O,O,O,O
OTLZJIS,O,O,X,X,O,X,X,X
OTLZJSI,O,O,X,X,O,X,X,X
OTLZSIJ,O,O,X,X,O,O,O,O
OTLZSJI,O,O,X,X,O,O,X,O
OTJILSZ,O,O,X,X,O,O,X,O
OTJILZS,O,O,X,X,O,X,X,X
OTJISLZ,O,O,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,O,O,X,X,O,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X
OTJLISZ,O,O,X,X,O,O,X,O
OTJLIZS,O,O,X,X,O,X,X,X
OTJLSIZ,O,O,X,X,O,O,X,O
OTJLSZI,O,O,X,X,O,O,X,O
OTJLZIS,O,O,X,X,O,X,X,X
OTJLZSI,O,O,X,X,O,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,X
OTJSLZI,O,O,X,X,X,X,X,X
OTJSZIL,O,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,X,X
OTJZILS,O,O,X,X,O,X,X,X
OTJZISL,O,O,X,X,X,X,X,X
OTJZLIS,O,O,X,X,O,X,X,X
OTJZLSI,O,O,X,X,O,X,X,X
OTJZSIL,O,O,X,X,X,X,X,X
OTJZSLI,O,O,X,X,X,X,X,X
OTSILJZ,O,O,X,X,O,O,X,O
OTSILZJ,O,O,X,X,O,O,X,O
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,O,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X
OTSLIJZ,O,O,X,X,O,O,X,O
OTSLIZJ,O,O,X,X,O,O,X,O
OTSLJIZ,O,O,X,X,O,O,X,O
OTSLJZI,O,O,X,X,O,O,X,O
OTSLZIJ,O,O,X,X,O,O,X,O
OTSLZJI,O,O,X,X,O,O,X,O
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,X
OTSJLZI,O,O,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X,X
OTSZILJ,O,O,X,X,O,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,O,X,X,X
OTSZLJI,O,O,X,X,O,X,X,X
OTSZJIL,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,X,X
OTZILJS,O,O,X,X,O,X,X,X
OTZILSJ,O,O,X,X,O,O,O,O
OTZIJLS,O,O,X,X,O,X,X,X
OTZIJSL,O,O,X,X,X,X,X,X
OTZISLJ,O,O,X,X,O,X,X,X
OTZISJL,O,O,X,X,X,X,X,X
OTZLIJS,O,O,X,X,O,X,X,X
OTZLISJ,O,O,X,X,O,O,O,O
OTZLJIS,O,O,X,X,O,X,X,X
OTZLJSI,O,O,X,X,O,X,X,X
OTZLSIJ,O,O,X,X,O,O,O,O
OTZLSJI,O,O,X,X,O,O,X,O
OTZJILS,O,O,X,X,O,X,X,X
OTZJISL,O,O,X,X,X,X,X,X
OTZJLIS,O,O,X,X,O,X,X,X
OTZJLSI,O,O,X,X,O,X,X,X
OTZJSIL,O,O,X,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X,X
OTZSILJ,O,O,X,X,O,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,O,X,X,X
OTZSLJI,O,O,X,X,O,X,X,X
OTZSJIL,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X,X
OITLJSZ,O,O,X,X,O,O,X,O
OITLJZS,O,O,X,X,O,X,X,X
OITLSJZ,O,O,X,X,O,O,X,O
OITLSZJ,O,O,X,X,O,O,O,O
OITLZJS,O,O,X,X,O,X,X,X
OITLZSJ,O,O,X,X,O,O,O,O
OITJLSZ,O,O,X,X,O,O,X,O
OITJLZS,O,O,X,X,O,X,X,X
OITJSLZ,O,O,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X,X
OITJZLS,O,O,X,X,O,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,O,X,X,O,O,X,O
OITSLZJ,O,O,X,X,O,O,X,O
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X
OITSZLJ,O,O,X,X,O,X,X,X
OITSZJL,O,O,X,X,X,X,X,X
OITZLJS,O,O,X,X,O,X,X,X
OITZLSJ,O,O,X,X,O,O,O,O
OITZJLS,O,O,X,X,O,X,X,X
OITZJSL,O,O,X,X,X,X,X,X
OITZSLJ,O,O,X,X,O,X,X,X
OITZSJL,O,O,X,X,X,X,X,X
OILTJSZ,O,O,O,O,O,O,X,O
OILTJZS,O,O,O,O,O,X,X,X
OILTSJZ,O,O,O,O,O,O,X,O
OILTSZJ,O,O,O,O,O,O,O,O
OILTZJS,O,O,O,O,O,X,X,X
OILTZSJ,O,O,O,O,O,O,O,O
OILJTSZ,O,O,O,O,O,O,X,O
OILJTZS,O,O,O,O,O,X,X,O
OILJSTZ,O,O,O,O,O,O,X,O
OILJSZT,O,O,O,O,O,O,X,O
