sequence,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeOEJvhFlgBUiB5oBz?kBKrBfsB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kei/IvhF3gBUiB5oB1?pBOrBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeT/IvhF0gBlhB5oBy?pBXnB2wB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kel/IvhF3gBUiB5oB2?pBTmBywB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflBUiB5oBF?mBzrBmqB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gB5oBF?nBTrBmrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB5oBUmBF?nBmqBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gBlhB5?oBOsBTrB
ISLTJZO,O,O,O,O,X,O,O,O
ISLTJOZ,O,O,O,O,X,X,X,O
ISLTZJO,O,O,O,O,X,O,O,O
ISLTZOJ,O,O,O,O,X,O,O,O
ISLTOJZ,O,O,O,X,O,O,X,O
ISLTOZJ,O,O,O,O,O,O,O,O
ISLJTZO,O,O,O,O,X,O,O,O
ISLJTOZ,O,O,O,O,X,X,X,O
ISLJZTO,O,O,O,O,X,O,O,O
ISLJZOT,O,X,O,O,X,O,X,O
ISLJOTZ,O,X,O,O,O,O,X,O
ISLJOZT,O,X,O,O,O,O,X,O
ISLZTJO,O,O,O,O,X,O,O,O
ISLZTOJ,O,O,O,O,X,O,O,O
ISLZJTO,O,X,O,O,X,O,O,O
ISLZJOT,O,X,O,O,X,O,X,O
ISLZOTJ,O,X,O,O,O,O,O,O
ISLZOJT,O,X,O,O,O,O,X,O
ISLOTJZ,O,O,O,O,O,O,X,O
ISLOTZJ,O,O,O,O,O,O,O,O
ISLOJTZ,O,X,O,O,O,O,X,O
ISLOJZT,O,X,O,O,O,O,X,O
ISLOZTJ,O,O,O,O,O,O,O,O
ISLOZJT,O,X,O,O,O,O,X,O
ISJTLZO,O,O,O,O,X,X,X,O
ISJTLOZ,O,O,O,O,X,X,X,O
ISJTZLO,O,O,O,O,X,X,X,X
ISJTZOL,X,O,O,O,X,X,X,X
ISJTOLZ,X,O,O,O,X,X,X,X
ISJTOZL,X,O,O,O,X,X,X,X
ISJLTZO,O,O,O,O,X,X,X,O
ISJLTOZ,O,O,O,O,X,X,X,O
ISJLZTO,O,O,O,O,X,X,X,O
ISJLZOT,O,X,O,O,X,X,X,O
ISJLOTZ,O,X,O,O,X,X,X,O
ISJLOZT,O,X,O,O,X,X,X,O
ISJZTLO,O,O,O,O,X,X,X,X
ISJZTOL,X,O,O,O,X,X,X,X
ISJZLTO,O,O,O,O,X,X,X,X
ISJZLOT,O,X,O,O,X,X,X,X
ISJZOTL,O,O,O,O,X,X,X,X
ISJZOLT,O,X,O,X,X,X,X,X
ISJOTLZ,O,O,O,O,X,X,X,O
ISJOTZL,O,O,O,O,X,X,X,X
ISJOLTZ,O,X,O,O,X,X,X,O
ISJOLZT,O,X,O,O,X,X,X,O
ISJOZTL,O,O,O,O,X,X,X,X
ISJOZLT,O,X,O,X,X,X,X,X
ISZTLJO,O,O,O,O,X,X,O,X
ISZTLOJ,O,O,O,O,X,X,O,X
ISZTJLO,O,O,O,O,X,X,X,X
ISZTJOL,X,O,X,O,X,X,X,X
ISZTOLJ,O,O,O,O,X,X,X,X
ISZTOJL,O,O,X,O,X,X,X,X
ISZLTJO,O,O,O,O,X,X,O,X
ISZLTOJ,O,O,O,O,X,X,O,X
ISZLJTO,O,X,O,O,X,X,O,X
ISZLJOT,O,X,O,O,X,X,X,X
ISZLOTJ,O,X,O,O,X,X,O,X
ISZLOJT,O,X,O,O,X,X,X,X
ISZJTLO,O,O,O,O,X,X,X,X
ISZJTOL,X,O,O,O,X,X,X,X
ISZJLTO,O,O,O,O,X,X,X,X
ISZJLOT,O,X,O,O,X,X,X,X
ISZJOTL,O,O,O,O,X,X,X,X
ISZJOLT,O,X,O,X,X,X,X,X
ISZOTLJ,O,O,O,O,X,X,X,X
ISZOTJL,O,O,X,O,X,X,X,X
ISZOLTJ,O,O,O,X,X,X,X,X
ISZOLJT,O,X,O,X,X,X,X,X
ISZOJTL,O,O,X,O,X,X,X,X
ISZOJLT,O,X,X,X,X,X,X,X
ISOTLJZ,O,O,O,X,O,O,X,O
ISOTLZJ,O,O,O,O,O,O,X,O
ISOTJLZ,O,O,X,X,X,X,X,X
ISOTJZL,O,O,X,X,X,X,X,X
ISOTZLJ,O,O,O,O,O,X,X,X
ISOTZJL,O,O,X,O,X,X,X,X
ISOLTJZ,O,O,O,X,O,O,X,O
ISOLTZJ,O,O,O,O,O,O,X,O
ISOLJTZ,O,X,O,O,O,O,X,O
ISOLJZT,O,X,O,O,O,O,X,O
ISOLZTJ,O,O,O,O,O,O,X,O
ISOLZJT,O,X,O,O,O,O,X,O
ISOJTLZ,O,O,O,O,X,X,X,X
ISOJTZL,O,O,O,O,X,X,X,X
ISOJLTZ,O,O,O,O,X,X,X,X
ISOJLZT,O,O,O,O,X,X,X,X
ISOJZTL,O,O,O,O,X,X,X,X
ISOJZLT,O,O,O,X,X,X,X,X
ISOZTLJ,O,O,O,O,O,X,X,X
ISOZTJL,O,O,X,O,X,X,X,X
ISOZLTJ,O,O,O,X,O,X,X,X
ISOZLJT,O,X,O,X,O,X,X,X
ISOZJTL,O,O,X,O,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X
IZTLJSO,O,O,O,O,X,X,O,X
IZTLJOS,X,O,O,O,X,X,X,X
IZTLSJO,O,O,O,O,X,O,O,X
IZTLSOJ,O,O,O,O,X,O,O,X
IZTLOJS,O,O,O,X,X,X,X,X
IZTLOSJ,O,O,O,X,X,X,O,X
IZTJLSO,O,O,O,O,X,X,O,X
IZTJLOS,X,O,O,O,X,X,X,X
IZTJSLO,O,O,O,O,X,X,X,X
IZTJSOL,X,O,O,O,X,X,X,X
IZTJOLS,X,O,O,O,X,X,X,X
IZTJOSL,X,O,X,O,X,X,X,X
IZTSLJO,O,O,O,O,X,X,O,X
IZTSLOJ,O,O,O,O,X,X,O,X
IZTSJLO,O,O,O,O,X,X,X,X
IZTSJOL,X,O,X,O,X,X,X,X
IZTSOLJ,O,O,O,O,X,X,X,X
IZTSOJL,O,O,X,O,X,X,X,X
IZTOLJS,O,O,O,X,X,X,X,X
IZTOLSJ,O,O,O,X,X,X,O,X
IZTOJLS,O,O,X,X,X,X,X,X
IZTOJSL,O,O,X,X,X,X,X,X
IZTOSLJ,O,O,X,X,X,X,X,X
IZTOSJL,O,O,X,X,X,X,X,X
IZLTJSO,O,O,O,O,X,X,O,X
IZLTJOS,X,X,O,O,X,X,X,X
IZLTSJO,O,O,O,O,X,O,O,X
IZLTSOJ,O,O,O,O,X,O,O,X
IZLTOJS,O,X,O,X,X,X,X,X
IZLTOSJ,O,O,O,X,X,X,O,X
IZLJTSO,O,X,O,O,X,X,O,O
IZLJTOS,X,X,O,O,X,X,X,X
IZLJSTO,O,X,O,O,X,X,O,O
IZLJSOT,O,X,O,O,X,X,X,O
IZLJOTS,X,X,O,O,X,X,X,O
IZLJOST,X,X,O,O,X,X,X,O
IZLSTJO,O,O,O,O,X,O,O,O
IZLSTOJ,O,O,O,O,X,O,O,O
IZLSJTO,O,X,O,O,X,O,O,O
IZLSJOT,O,X,O,O,X,O,X,O
IZLSOTJ,O,X,O,O,O,O,O,O
IZLSOJT,O,X,O,O,O,O,X,O
IZLOTJS,O,X,O,O,O,X,X,X
IZLOTSJ,O,X,O,O,O,O,O,O
IZLOJTS,O,X,O,O,O,X,X,X
IZLOJST,O,X,O,O,O,X,X,X
IZLOSTJ,O,X,O,O,O,O,O,O
IZLOSJT,O,X,O,O,O,O,X,O
IZJTLSO,O,O,O,O,X,X,O,O
IZJTLOS,X,O,O,O,X,X,X,X
IZJTSLO,O,O,O,O,X,X,X,X
IZJTSOL,X,O,O,O,X,X,X,X
IZJTOLS,X,O,O,O,X,X,X,X
IZJTOSL,X,O,X,O,X,X,X,X
IZJLTSO,O,O,O,O,X,X,O,O
IZJLTOS,X,O,O,O,X,X,X,X
IZJLSTO,O,O,O,O,X,X,O,O
IZJLSOT,O,X,O,O,X,X,X,O
IZJLOTS,X,X,O,O,X,X,X,O
IZJLOST,X,X,O,O,X,X,X,O
IZJSTLO,O,O,O,O,X,X,X,X
IZJSTOL,X,O,O,O,X,X,X,X
IZJSLTO,O,O,O,O,X,X,X,X
IZJSLOT,O,X,O,O,X,X,X,X
IZJSOTL,O,O,O,O,X,X,X,X
IZJSOLT,O,X,O,X,X,X,X,X
IZJOTLS,X,O,O,O,X,X,X,O
IZJOTSL,O,O,X,O,X,X,X,X
IZJOLTS,X,X,O,O,X,X,X,O
IZJOLST,O,X,O,O,X,X,X,O
IZJOSTL,O,O,O,O,X,X,X,X
IZJOSLT,O,X,O,X,X,X,X,X
IZSTLJO,O,O,O,O,X,X,O,X
IZSTLOJ,O,O,O,O,X,X,O,X
IZSTJLO,O,O,O,O,X,X,X,X
IZSTJOL,X,O,X,O,X,X,X,X
IZSTOLJ,O,O,O,O,X,X,X,X
IZSTOJL,O,O,X,O,X,X,X,X
IZSLTJO,O,O,O,O,X,X,O,X
IZSLTOJ,O,O,O,O,X,X,O,X
IZSLJTO,O,X,O,O,X,X,O,X
IZSLJOT,O,X,O,O,X,X,X,X
IZSLOTJ,O,X,O,O,X,X,O,X
IZSLOJT,O,X,O,O,X,X,X,X
IZSJTLO,O,O,O,O,X,X,X,X
IZSJTOL,X,O,O,O,X,X,X,X
IZSJLTO,O,O,O,O,X,X,X,X
IZSJLOT,O,X,O,O,X,X,X,X
IZSJOTL,O,O,O,O,X,X,X,X
IZSJOLT,O,X,O,X,X,X,X,X
IZSOTLJ,O,O,O,O,X,X,X,X
IZSOTJL,O,O,X,O,X,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,X
IZSOLJT,O,X,O,X,X,X,X,X
IZSOJTL,O,O,X,O,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X,X
IZOTLJS,O,O,O,X,O,X,X,X
IZOTLSJ,O,O,O,X,O,O,O,O
IZOTJLS,O,O,X,X,O,X,X,X
IZOTJSL,O,O,X,X,X,X,X,X
IZOTSLJ,O,O,X,X,O,X,X,X
IZOTSJL,O,O,X,X,X,X,X,X
IZOLTJS,O,O,O,X,O,X,X,X
IZOLTSJ,O,O,O,X,O,O,O,O
IZOLJTS,O,X,O,O,O,X,X,X
IZOLJST,O,X,O,O,O,X,X,X
IZOLSTJ,O,O,O,O,O,O,O,O
IZOLSJT,O,X,O,O,O,O,X,O
IZOJTLS,O,O,O,O,O,X,X,X
IZOJTSL,O,O,X,O,X,X,X,X
IZOJLTS,O,O,O,O,O,X,X,X
IZOJLST,O,O,O,O,O,X,X,X
IZOJSTL,O,O,O,O,X,X,X,X
IZOJSLT,O,O,O,X,X,X,X,X
IZOSTLJ,O,O,O,O,O,X,X,X
IZOSTJL,O,O,X,O,X,X,X,X
IZOSLTJ,O,O,O,X,O,X,X,X
IZOSLJT,O,X,O,X,O,X,X,X
IZOSJTL,O,O,X,O,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X
IOTLJSZ,O,O,X,X,O,O,X,O
IOTLJZS,O,O,X,X,O,X,X,X
IOTLSJZ,O,O,X,X,O,O,X,O
IOTLSZJ,O,O,X,X,O,O,O,O
IOTLZJS,O,O,X,X,O,X,X,X
IOTLZSJ,O,O,X,X,O,O,O,O
IOTJLSZ,O,O,X,X,O,O,X,O
IOTJLZS,O,O,X,X,O,X,X,X
IOTJSLZ,O,O,X,X,X,X,X,X
IOTJSZL,O,O,X,X,X,X,X,X
IOTJZLS,O,O,X,X,O,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X
IOTSLJZ,O,O,X,X,O,O,X,O
IOTSLZJ,O,O,X,X,O,O,X,O
IOTSJLZ,O,O,X,X,X,X,X,X
IOTSJZL,O,O,X,X,X,X,X,X
IOTSZLJ,O,O,X,X,O,X,X,X
IOTSZJL,O,O,X,X,X,X,X,X
IOTZLJS,O,O,X,X,O,X,X,X
IOTZLSJ,O,O,X,X,O,O,O,O
IOTZJLS,O,O,X,X,O,X,X,X
IOTZJSL,O,O,X,X,X,X,X,X
IOTZSLJ,O,O,X,X,O,X,X,X
IOTZSJL,O,O,X,X,X,X,X,X
IOLTJSZ,O,O,O,O,O,O,X,O
IOLTJZS,O,O,O,O,O,X,X,X
IOLTSJZ,O,O,O,O,O,O,X,O
IOLTSZJ,O,O,O,O,O,O,O,O
IOLTZJS,O,O,O,O,O,X,X,X
IOLTZSJ,O,O,O,O,O,O,O,O
IOLJTSZ,O,O,O,O,O,O,X,O
IOLJTZS,O,O,O,O,O,X,X,O
IOLJSTZ,O,O,O,O,O,O,X,O
IOLJSZT,O,O,O,O,O,O,X,O
IOLJZTS,O,O,O,O,O,X,X,O
IOLJZST,O,O,O,O,O,X,X,O
IOLSTJZ,O,O,O,O,O,O,X,O
IOLSTZJ,O,O,O,O,O,O,O,O
IOLSJTZ,O,X,O,O,O,O,X,O
IOLSJZT,O,X,O,O,O,O,X,O
IOLSZTJ,O,O,O,O,O,O,O,O
IOLSZJT,O,X,O,O,O,O,X,O
IOLZTJS,O,O,O,O,O,X,X,X
IOLZTSJ,O,O,O,O,O,O,O,O
IOLZJTS,O,X,O,O,O,X,X,X
IOLZJST,O,X,O,O,O,X,X,X
IOLZSTJ,O,O,O,O,O,O,O,O
IOLZSJT,O,X,O,O,O,O,X,O
IOJTLSZ,O,O,X,O,O,O,X,O
IOJTLZS,O,O,X,O,O,X,X,O
IOJTSLZ,O,O,X,O,X,X,X,O
IOJTSZL,O,O,X,O,X,X,X,X
IOJTZLS,O,O,X,O,O,X,X,O
IOJTZSL,O,O,X,O,X,X,X,X
IOJLTSZ,O,O,O,O,O,O,X,O
IOJLTZS,O,O,O,O,O,X,X,O
IOJLSTZ,O,O,O,O,O,O,X,O
IOJLSZT,O,O,O,O,O,O,X,O
IOJLZTS,O,O,O,O,O,X,X,O
IOJLZST,O,O,O,O,O,X,X,O
IOJSTLZ,O,O,O,O,X,X,X,O
IOJSTZL,O,O,O,O,X,X,X,X
IOJSLTZ,O,O,O,O,X,X,X,O
IOJSLZT,O,O,O,O,X,X,X,O
IOJSZTL,O,O,O,O,X,X,X,X
IOJSZLT,O,O,O,X,X,X,X,X
IOJZTLS,O,O,O,O,O,X,X,O
IOJZTSL,O,O,X,O,X,X,X,X
IOJZLTS,O,O,O,O,O,X,X,O
IOJZLST,O,O,O,O,O,X,X,O
IOJZSTL,O,O,O,O,X,X,X,X
IOJZSLT,O,O,O,X,X,X,X,X
IOSTLJZ,O,O,O,X,O,O,X,O
IOSTLZJ,O,O,O,O,O,O,X,O
IOSTJLZ,O,O,X,X,X,X,X,X
IOSTJZL,O,O,X,X,X,X,X,X
IOSTZLJ,O,O,O,O,O,X,X,X
IOSTZJL,O,O,X,O,X,X,X,X
IOSLTJZ,O,O,O,X,O,O,X,O
IOSLTZJ,O,O,O,O,O,O,X,O
IOSLJTZ,O,X,O,O,O,O,X,O
IOSLJZT,O,X,O,O,O,O,X,O
IOSLZTJ,O,O,O,O,O,O,X,O
IOSLZJT,O,X,O,O,O,O,X,O
IOSJTLZ,O,O,O,O,X,X,X,X
IOSJTZL,O,O,O,O,X,X,X,X
IOSJLTZ,O,O,O,O,X,X,X,X
IOSJLZT,O,O,O,O,X,X,X,X
IOSJZTL,O,O,O,O,X,X,X,X
IOSJZLT,O,O,O,X,X,X,X,X
IOSZTLJ,O,O,O,O,O,X,X,X
IOSZTJL,O,O,X,O,X,X,X,X
IOSZLTJ,O,O,O,X,O,X,X,X
IOSZLJT,O,X,O,X,O,X,X,X
IOSZJTL,O,O,X,O,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X
IOZTLJS,O,O,O,X,O,X,X,X
IOZTLSJ,O,O,O,X,O,O,O,O
IOZTJLS,O,O,X,X,O,X,X,X
IOZTJSL,O,O,X,X,X,X,X,X
IOZTSLJ,O,O,X,X,O,X,X,X
IOZTSJL,O,O,X,X,X,X,X,X
IOZLTJS,O,O,O,X,O,X,X,X
IOZLTSJ,O,O,O,X,O,O,O,O
IOZLJTS,O,X,O,O,O,X,X,X
IOZLJST,O,X,O,O,O,X,X,X
IOZLSTJ,O,O,O,O,O,O,O,O
IOZLSJT,O,X,O,O,O,O,X,O
IOZJTLS,O,O,O,O,O,X,X,X
IOZJTSL,O,O,X,O,X,X,X,X
IOZJLTS,O,O,O,O,O,X,X,X
IOZJLST,O,O,O,O,O,X,X,X
IOZJSTL,O,O,O,O,X,X,X,X
IOZJSLT,O,O,O,X,X,X,X,X
IOZSTLJ,O,O,O,O,O,X,X,X
IOZSTJL,O,O,X,O,X,X,X,X
IOZSLTJ,O,O,O,X,O,X,X,X
IOZSLJT,O,X,O,X,O,X,X,X
IOZSJTL,O,O,X,O,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X
LTIJSZO,O,O,O,O,X,O,O,O
LTIJSOZ,O,O,O,O,X,X,X,O
LTIJZSO,O,O,O,O,X,X,O,O
LTIJZOS,X,O,O,O,X,X,X,X
LTIJOSZ,O,O,O,O,X,X,X,O
LTIJOZS,O,O,O,O,X,X,X,O
LTISJZO,O,O,O,O,X,O,O,O
LTISJOZ,O,O,O,O,X,X,X,O
LTISZJO,O,O,O,O,X,O,O,O
LTISZOJ,O,O,O,O,X,O,O,O
LTISOJZ,O,O,O,X,O,O,X,O
LTISOZJ,O,O,O,O,O,O,O,O
LTIZJSO,O,O,O,O,X,X,O,X
LTIZJOS,X,O,O,O,X,X,X,X
LTIZSJO,O,O,O,O,X,O,O,X
LTIZSOJ,O,O,O,O,X,O,O,X
LTIZOJS,O,O,O,X,X,X,X,X
LTIZOSJ,O,O,O,X,X,X,O,X
LTIOJSZ,O,O,O,O,O,O,X,O
LTIOJZS,O,O,O,O,O,X,X,X
LTIOSJZ,O,O,O,O,O,O,X,O
LTIOSZJ,O,O,O,O,O,O,O,O
LTIOZJS,O,O,O,O,O,X,X,X
LTIOZSJ,O,O,O,O,O,O,O,O
LTJISZO,O,O,O,O,X,O,O,O
LTJISOZ,O,O,O,O,X,X,X,O
LTJIZSO,O,O,O,O,X,X,O,O
LTJIZOS,X,O,O,O,X,X,X,X
LTJIOSZ,O,O,O,O,X,X,X,O
LTJIOZS,O,O,O,O,X,X,X,O
LTJSIZO,O,O,O,O,X,O,O,O
LTJSIOZ,O,O,O,O,X,X,X,O
LTJSZIO,O,O,O,O,X,O,O,O
LTJSZOI,O,O,O,O,X,X,X,O
LTJSOIZ,O,O,O,O,X,X,X,O
LTJSOZI,O,O,O,O,X,X,X,O
LTJZISO,O,O,O,O,X,X,O,O
LTJZIOS,X,O,O,O,X,X,X,X
LTJZSIO,O,O,O,O,X,X,O,O
LTJZSOI,O,O,O,O,X,X,X,O
LTJZOIS,X,O,O,O,X,X,X,X
LTJZOSI,X,O,O,O,X,X,X,X
LTJOISZ,O,O,O,O,X,X,X,O
LTJOIZS,O,O,O,O,X,X,X,O
LTJOSIZ,O,O,O,O,X,X,X,O
LTJOSZI,O,O,O,O,X,X,X,O
LTJOZIS,O,O,O,O,X,X,X,O
LTJOZSI,O,O,O,O,X,X,X,O
LTSIJZO,O,O,O,O,X,O,O,O
LTSIJOZ,O,O,O,O,X,X,X,O
LTSIZJO,O,O,O,O,X,O,O,O
LTSIZOJ,O,O,O,O,X,O,O,O
LTSIOJZ,O,O,O,X,O,O,X,O
LTSIOZJ,O,O,O,O,O,O,O,O
LTSJIZO,O,O,O,O,X,O,O,O
LTSJIOZ,O,O,O,O,X,X,X,O
LTSJZIO,O,O,O,O,X,O,O,O
LTSJZOI,O,O,O,O,X,X,X,O
LTSJOIZ,O,O,O,O,X,X,X,O
LTSJOZI,O,O,O,O,X,X,X,O
LTSZIJO,O,O,O,O,X,O,O,O
LTSZIOJ,O,O,O,O,X,O,O,O
LTSZJIO,O,O,O,O,X,O,O,O
LTSZJOI,O,O,O,O,X,X,X,O
LTSZOIJ,O,O,O,O,X,O,O,O
LTSZOJI,O,O,O,X,X,O,X,O
LTSOIJZ,O,O,O,X,O,O,X,O
LTSOIZJ,O,O,O,O,O,O,O,O
LTSOJIZ,O,O,O,X,O,O,X,O
LTSOJZI,O,O,O,X,O,O,X,O
LTSOZIJ,O,O,O,O,O,O,O,O
LTSOZJI,O,O,O,X,O,O,X,O
LTZIJSO,O,O,O,O,X,X,O,X
LTZIJOS,X,O,O,O,X,X,X,X
LTZISJO,O,O,O,O,X,O,O,X
LTZISOJ,O,O,O,O,X,O,O,X
LTZIOJS,O,O,O,X,X,X,X,X
LTZIOSJ,O,O,O,X,X,X,O,X
LTZJISO,O,O,O,O,X,X,O,X
LTZJIOS,X,O,O,O,X,X,X,X
LTZJSIO,O,O,O,O,X,X,O,X
LTZJSOI,O,O,O,O,X,X,X,X
LTZJOIS,X,O,O,O,X,X,X,X
LTZJOSI,X,O,O,O,X,X,X,X
LTZSIJO,O,O,O,O,X,O,O,X
LTZSIOJ,O,O,O,O,X,O,O,X
LTZSJIO,O,O,O,O,X,O,O,X
LTZSJOI,O,O,O,O,X,X,X,X
LTZSOIJ,O,O,O,O,X,O,O,X
LTZSOJI,O,O,O,X,X,X,X,X
LTZOIJS,O,O,O,X,X,X,X,X
LTZOISJ,O,O,O,X,X,X,O,X
LTZOJIS,O,O,O,X,X,X,X,X
LTZOJSI,O,O,O,X,X,X,X,X
LTZOSIJ,O,O,O,X,X,X,O,X
LTZOSJI,O,O,O,X,X,X,X,X
LTOIJSZ,O,O,O,O,O,O,X,O
LTOIJZS,O,O,O,O,O,X,X,X
LTOISJZ,O,O,O,O,O,O,X,O
LTOISZJ,O,O,O,O,O,O,O,O
LTOIZJS,O,O,O,O,O,X,X,X
LTOIZSJ,O,O,O,O,O,O,O,O
LTOJISZ,O,O,O,O,O,O,X,O
LTOJIZS,O,O,O,O,O,X,X,X
LTOJSIZ,O,O,O,O,O,O,X,O
LTOJSZI,O,O,O,O,O,O,X,O
LTOJZIS,O,O,O,O,O,X,X,X
LTOJZSI,O,O,O,O,O,X,X,X
LTOSIJZ,O,O,O,O,O,O,X,O
LTOSIZJ,O,O,O,O,O,O,O,O
LTOSJIZ,O,O,O,O,O,O,X,O
LTOSJZI,O,O,O,O,O,O,X,O
LTOSZIJ,O,O,O,O,O,O,O,O
LTOSZJI,O,O,O,O,O,O,X,O
LTOZIJS,O,O,O,O,O,X,X,X
LTOZISJ,O,O,O,O,O,O,O,O
LTOZJIS,O,O,O,O,O,X,X,X
LTOZJSI,O,O,O,O,O,X,X,X
LTOZSIJ,O,O,O,O,O,O,O,O
LTOZSJI,O,O,O,O,O,O,X,O
LITJSZO,O,O,O,O,X,O,O,O
LITJSOZ,O,O,O,O,X,X,X,O
LITJZSO,O,O,O,O,X,X,O,O
LITJZOS,X,O,O,O,X,X,X,X
LITJOSZ,O,O,O,O,X,X,X,O
LITJOZS,O,O,O,O,X,X,X,O
LITSJZO,O,O,O,O,X,O,O,O
LITSJOZ,O,O,O,O,X,X,X,O
LITSZJO,O,O,O,O,X,O,O,O
LITSZOJ,O,O,O,O,X,O,O,O
LITSOJZ,O,O,O,X,O,O,X,O
LITSOZJ,O,O,O,O,O,O,O,O
LITZJSO,O,O,O,O,X,X,O,X
LITZJOS,X,O,O,O,X,X,X,X
LITZSJO,O,O,O,O,X,O,O,X
LITZSOJ,O,O,O,O,X,O,O,X
LITZOJS,O,O,O,X,X,X,X,X
LITZOSJ,O,O,O,X,X,X,O,X
LITOJSZ,O,O,O,O,O,O,X,O
LITOJZS,O,O,O,O,O,X,X,X
LITOSJZ,O,O,O,O,O,O,X,O
LITOSZJ,O,O,O,O,O,O,O,O
LITOZJS,O,O,O,O,O,X,X,X
LITOZSJ,O,O,O,O,O,O,O,O
LIJTSZO,O,O,O,O,X,O,O,O
LIJTSOZ,O,O,O,O,X,X,X,O
LIJTZSO,O,O,O,O,X,X,O,O
LIJTZOS,X,O,O,O,X,X,X,X
LIJTOSZ,O,O,O,O,X,X,X,O
LIJTOZS,O,O,O,O,X,X,X,O
LIJSTZO,O,O,O,O,X,O,O,O
LIJSTOZ,O,O,O,O,X,X,X,O
LIJSZTO,O,O,O,O,X,O,O,O
LIJSZOT,O,X,O,O,X,O,X,O
LIJSOTZ,O,X,O,O,O,O,X,O
LIJSOZT,O,X,O,O,O,O,X,O
LIJZTSO,O,O,O,O,X,X,O,O
LIJZTOS,X,O,O,O,X,X,X,X
LIJZSTO,O,O,O,O,X,X,O,O
LIJZSOT,O,X,O,O,X,X,X,O
LIJZOTS,X,X,O,O,X,X,X,O
LIJZOST,X,X,O,O,X,X,X,O
LIJOTSZ,O,X,O,O,O,O,X,O
LIJOTZS,O,X,O,O,O,X,X,O
LIJOSTZ,O,X,O,O,O,O,X,O
LIJOSZT,O,X,O,O,O,O,X,O
LIJOZTS,O,X,O,O,O,X,X,O
LIJOZST,O,X,O,O,O,X,X,O
LISTJZO,O,O,O,O,X,O,O,O
LISTJOZ,O,O,O,O,X,X,X,O
LISTZJO,O,O,O,O,X,O,O,O
LISTZOJ,O,O,O,O,X,O,O,O
LISTOJZ,O,O,O,X,O,O,X,O
LISTOZJ,O,O,O,O,O,O,O,O
LISJTZO,O,O,O,O,X,O,O,O
LISJTOZ,O,O,O,O,X,X,X,O
LISJZTO,O,O,O,O,X,O,O,O
LISJZOT,O,X,O,O,X,O,X,O
LISJOTZ,O,X,O,O,O,O,X,O
LISJOZT,O,X,O,O,O,O,X,O
LISZTJO,O,O,O,O,X,O,O,O
LISZTOJ,O,O,O,O,X,O,O,O
LISZJTO,O,X,O,O,X,O,O,O
LISZJOT,O,X,O,O,X,O,X,O
LISZOTJ,O,X,O,O,O,O,O,O
LISZOJT,O,X,O,O,O,O,X,O
LISOTJZ,O,O,O,O,O,O,X,O
LISOTZJ,O,O,O,O,O,O,O,O
LISOJTZ,O,X,O,O,O,O,X,O
LISOJZT,O,X,O,O,O,O,X,O
LISOZTJ,O,O,O,O,O,O,O,O
LISOZJT,O,X,O,O,O,O,X,O
LIZTJSO,O,O,O,O,X,X,O,X
LIZTJOS,X,X,O,O,X,X,X,X
LIZTSJO,O,O,O,O,X,O,O,X
LIZTSOJ,O,O,O,O,X,O,O,X
LIZTOJS,O,X,O,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,O,X
LIZJTSO,O,X,O,O,X,X,O,O
LIZJTOS,X,X,O,O,X,X,X,X
LIZJSTO,O,X,O,O,X,X,O,O
LIZJSOT,O,X,O,O,X,X,X,O
LIZJOTS,X,X,O,O,X,X,X,O
LIZJOST,X,X,O,O,X,X,X,O
LIZSTJO,O,O,O,O,X,O,O,O
LIZSTOJ,O,O,O,O,X,O,O,O
LIZSJTO,O,X,O,O,X,O,O,O
LIZSJOT,O,X,O,O,X,O,X,O
LIZSOTJ,O,X,O,O,O,O,O,O
LIZSOJT,O,X,O,O,O,O,X,O
LIZOTJS,O,X,O,O,O,X,X,X
LIZOTSJ,O,X,O,O,O,O,O,O
LIZOJTS,O,X,O,O,O,X,X,X
LIZOJST,O,X,O,O,O,X,X,X
LIZOSTJ,O,X,O,O,O,O,O,O
LIZOSJT,O,X,O,O,O,O,X,O
LIOTJSZ,O,O,O,O,O,O,X,O
LIOTJZS,O,O,O,O,O,X,X,X
LIOTSJZ,O,O,O,O,O,O,X,O
LIOTSZJ,O,O,O,O,O,O,O,O
LIOTZJS,O,O,O,O,O,X,X,X
LIOTZSJ,O,O,O,O,O,O,O,O
LIOJTSZ,O,O,O,O,O,O,X,O
LIOJTZS,O,O,O,O,O,X,X,O
