sequence,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFylBzhBGjB3nBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFRhBSnBTjBUmBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFfmB0hBxiBCoBFq?BzrB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFzgBfnBxiBCoBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFXiBTjBmlBcsB6r?BFqB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhF0hBTjBmlBSsBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Je3AJvhFTjBlmBcsBRqBmp?BCsB
ZOSTILJ,O,O,X,O,O,X,O
ZOSTIJL,O,O,O,O,O,X,O
ZOSTLIJ,O,O,O,O,O,X,O
ZOSTLJI,O,O,O,O,O,X,X
ZOSTJIL,O,O,O,O,O,X,O
ZOSTJLI,O,O,O,O,O,X,X
ZOSITLJ,O,O,X,O,O,X,O
ZOSITJL,O,O,O,O,O,X,O
ZOSILTJ,O,O,O,O,X,X,O
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,O,O,O,O,O,X,O
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,O,O,O,O,O,X,X
ZOSLTJI,O,O,O,O,O,X,X
ZOSLITJ,O,O,O,O,X,X,X
ZOSLIJT,O,O,O,O,O,X,X
ZOSLJTI,O,O,O,O,O,X,X
ZOSLJIT,O,O,O,O,O,X,X
ZOSJTIL,O,O,O,O,O,X,X
ZOSJTLI,O,O,O,O,O,X,X
ZOSJITL,O,O,O,O,O,X,X
ZOSJILT,O,O,O,O,O,X,X
ZOSJLTI,O,O,O,O,O,X,X
ZOSJLIT,O,O,O,O,O,X,X
OTILJSZ,O,X,O,X,X,O,X
OTILJZS,O,X,O,O,O,O,X
OTILSJZ,O,X,O,X,X,O,X
OTILSZJ,O,X,O,X,X,X,X
OTILZJS,O,X,O,O,O,O,X
OTILZSJ,O,X,O,O,O,X,X
OTIJLSZ,O,X,O,X,X,O,X
OTIJLZS,O,X,O,O,O,O,X
OTIJSLZ,O,O,O,X,X,O,X
OTIJSZL,O,O,O,X,O,O,X
OTIJZLS,O,O,X,O,O,O,X
OTIJZSL,O,O,X,O,O,O,X
OTISLJZ,O,O,O,X,X,O,X
OTISLZJ,O,O,O,X,X,X,X
OTISJLZ,O,O,O,X,X,O,X
OTISJZL,O,O,O,X,O,O,X
OTISZLJ,O,O,O,X,O,X,O
OTISZJL,O,O,O,X,O,X,O
OTIZLJS,O,O,X,O,O,O,X
OTIZLSJ,O,O,X,O,O,X,O
OTIZJLS,O,O,X,O,O,O,X
OTIZJSL,O,O,X,O,O,O,O
OTIZSLJ,O,O,X,O,O,X,O
OTIZSJL,O,O,X,O,O,X,O
OTLIJSZ,O,X,O,X,X,O,X
OTLIJZS,O,X,O,O,O,O,X
OTLISJZ,O,X,O,X,X,O,X
OTLISZJ,O,X,O,X,X,X,X
OTLIZJS,O,X,O,O,O,O,X
OTLIZSJ,O,X,O,O,O,X,X
OTLJISZ,O,X,O,X,X,O,X
OTLJIZS,O,X,O,O,O,O,X
OTLJSIZ,O,O,O,X,X,O,X
OTLJSZI,O,O,O,O,X,O,X
OTLJZIS,O,O,O,O,O,O,X
OTLJZSI,O,O,O,O,O,O,X
OTLSIJZ,O,O,O,X,X,O,X
OTLSIZJ,O,O,O,X,X,X,X
OTLSJIZ,O,O,O,X,X,O,X
OTLSJZI,O,O,O,O,X,O,X
OTLSZIJ,O,O,O,O,X,X,X
OTLSZJI,O,O,O,O,X,X,X
OTLZIJS,O,O,O,O,O,O,X
OTLZISJ,O,O,O,O,O,X,X
OTLZJIS,O,O,O,O,O,O,X
OTLZJSI,O,O,O,O,O,O,X
OTLZSIJ,O,O,O,O,O,X,X
OTLZSJI,O,O,O,O,O,X,X
OTJILSZ,O,X,O,X,X,O,X
OTJILZS,O,X,O,O,O,O,X
OTJISLZ,O,O,O,X,X,O,X
OTJISZL,O,O,O,X,O,O,X
OTJIZLS,O,O,X,O,O,O,X
OTJIZSL,O,O,X,O,O,O,X
OTJLISZ,O,X,O,X,X,O,X
OTJLIZS,O,X,O,O,O,O,X
OTJLSIZ,O,O,O,X,X,O,X
OTJLSZI,O,O,O,O,X,O,X
OTJLZIS,O,O,O,O,O,O,X
OTJLZSI,O,O,O,O,O,O,X
OTJSILZ,O,O,O,X,X,O,X
OTJSIZL,O,O,O,X,O,O,X
OTJSLIZ,O,O,O,X,X,O,X
OTJSLZI,O,O,O,O,X,O,X
OTJSZIL,O,O,O,O,O,O,X
OTJSZLI,O,O,O,O,O,O,X
OTJZILS,O,O,X,O,O,O,X
OTJZISL,O,O,X,O,O,O,X
OTJZLIS,O,O,O,O,O,O,X
OTJZLSI,O,O,O,O,O,O,X
OTJZSIL,O,O,O,O,O,O,X
OTJZSLI,O,O,O,O,O,O,X
OTSILJZ,O,O,O,X,X,O,X
OTSILZJ,O,O,O,X,X,X,X
OTSIJLZ,O,O,O,X,X,O,X
OTSIJZL,O,O,O,X,O,O,X
OTSIZLJ,O,O,O,X,O,X,X
OTSIZJL,O,O,O,X,O,X,X
OTSLIJZ,O,O,O,X,X,O,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,O,O,O,X,X,O,X
OTSLJZI,O,O,O,O,X,O,X
OTSLZIJ,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,O,O,O,X,X,O,X
OTSJIZL,O,O,O,X,O,O,X
OTSJLIZ,O,O,O,X,X,O,X
OTSJLZI,O,O,O,O,X,O,X
OTSJZIL,O,O,O,O,O,O,X
OTSJZLI,O,O,O,O,O,O,X
OTSZILJ,O,O,O,O,O,X,X
OTSZIJL,O,O,O,O,O,X,X
OTSZLIJ,O,O,O,O,O,X,X
OTSZLJI,O,O,O,O,O,X,X
OTSZJIL,O,O,O,O,O,X,X
OTSZJLI,O,O,O,O,O,X,X
OTZILJS,O,O,X,O,O,O,X
OTZILSJ,O,O,X,O,O,X,O
OTZIJLS,O,O,X,O,O,O,X
OTZIJSL,O,O,X,O,O,O,O
OTZISLJ,O,O,X,O,O,X,O
OTZISJL,O,O,O,O,O,X,O
OTZLIJS,O,O,O,O,O,O,X
OTZLISJ,O,O,O,O,O,X,O
OTZLJIS,O,O,O,O,O,O,X
OTZLJSI,O,O,O,O,O,O,X
OTZLSIJ,O,O,O,O,O,X,O
OTZLSJI,O,O,O,O,O,X,X
OTZJILS,O,O,X,O,O,O,X
OTZJISL,O,O,X,O,O,O,O
OTZJLIS,O,O,O,O,O,O,X
OTZJLSI,O,O,O,O,O,O,X
OTZJSIL,O,O,O,O,O,O,O
OTZJSLI,O,O,O,O,O,O,X
OTZSILJ,O,O,O,O,O,X,O
OTZSIJL,O,O,O,O,O,X,O
OTZSLIJ,O,O,O,O,O,X,O
OTZSLJI,O,O,O,O,O,X,X
OTZSJIL,O,O,O,O,O,X,O
OTZSJLI,O,O,O,O,O,X,X
OITLJSZ,O,X,O,X,X,O,X
OITLJZS,O,X,O,X,O,O,X
OITLSJZ,O,X,O,X,X,O,X
OITLSZJ,O,X,O,X,X,X,X
OITLZJS,O,X,O,X,O,O,X
OITLZSJ,O,X,O,X,O,X,X
OITJLSZ,O,X,O,X,X,O,X
OITJLZS,O,X,O,X,O,O,X
OITJSLZ,O,O,O,X,X,O,X
OITJSZL,O,O,O,X,O,O,X
OITJZLS,O,O,X,X,O,O,X
OITJZSL,O,O,X,X,O,O,X
OITSLJZ,O,O,O,X,X,O,X
OITSLZJ,O,O,O,X,X,X,X
OITSJLZ,O,O,O,X,X,O,X
OITSJZL,O,O,O,X,O,O,X
OITSZLJ,O,O,O,X,O,X,O
OITSZJL,O,O,O,X,O,X,O
OITZLJS,O,O,X,X,O,O,X
OITZLSJ,O,O,X,X,O,X,O
OITZJLS,O,O,X,X,O,O,X
OITZJSL,O,O,X,X,O,O,O
OITZSLJ,O,O,X,X,O,X,O
OITZSJL,O,O,X,X,O,X,O
OILTJSZ,X,X,O,X,X,O,X
OILTJZS,X,X,O,X,O,O,X
OILTSJZ,X,X,O,X,X,O,X
OILTSZJ,X,X,O,X,X,X,X
OILTZJS,X,X,O,X,O,O,X
OILTZSJ,X,X,O,X,O,X,X
OILJTSZ,X,X,O,X,X,O,X
OILJTZS,X,X,O,X,X,O,X
OILJSTZ,X,X,O,X,X,X,X
OILJSZT,X,X,O,X,X,X,X
OILJZTS,X,X,X,X,X,O,X
OILJZST,X,X,O,X,O,X,X
OILSTJZ,X,X,O,X,X,O,X
OILSTZJ,X,X,O,X,X,X,X
OILSJTZ,X,X,O,X,X,X,X
OILSJZT,X,X,O,X,X,X,X
OILSZTJ,X,X,O,X,X,X,O
OILSZJT,X,X,O,X,X,X,X
OILZTJS,X,X,O,X,O,O,X
OILZTSJ,X,X,O,X,O,X,O
OILZJTS,X,X,X,X,X,O,X
OILZJST,X,X,O,X,O,X,X
OILZSTJ,X,X,O,X,X,X,O
OILZSJT,X,X,O,X,O,X,X
OIJTLSZ,O,X,X,X,X,O,X
OIJTLZS,O,X,X,X,O,O,X
OIJTSLZ,O,X,X,X,X,O,X
OIJTSZL,O,X,X,X,O,O,X
OIJTZLS,O,X,X,X,O,O,X
OIJTZSL,O,X,X,X,O,O,X
OIJLTSZ,X,X,O,X,X,O,X
OIJLTZS,X,X,X,X,X,O,X
OIJLSTZ,X,X,O,X,X,X,X
OIJLSZT,X,X,O,X,X,X,X
OIJLZTS,X,X,X,X,X,O,X
OIJLZST,X,X,O,X,O,X,X
OIJSTLZ,O,X,X,X,X,X,X
OIJSTZL,O,X,X,X,X,X,X
OIJSLTZ,X,O,O,X,X,X,X
OIJSLZT,X,O,O,X,X,X,X
OIJSZTL,O,O,O,X,O,X,O
OIJSZLT,O,O,O,X,O,X,X
OIJZTLS,O,O,X,X,O,X,X
OIJZTSL,X,X,X,X,O,X,O
OIJZLTS,O,O,X,X,X,O,X
OIJZLST,O,O,X,X,O,X,X
OIJZSTL,O,O,X,X,O,X,O
OIJZSLT,O,O,X,X,O,X,X
OISTLJZ,O,O,X,X,X,O,X
OISTLZJ,O,O,X,X,X,X,X
OISTJLZ,O,O,X,X,X,O,X
OISTJZL,O,O,X,X,O,O,X
OISTZLJ,O,O,X,X,O,X,O
OISTZJL,O,O,X,X,O,X,O
OISLTJZ,X,O,O,X,X,O,X
OISLTZJ,X,O,O,X,X,X,X
OISLJTZ,X,O,O,X,X,X,X
OISLJZT,X,O,O,X,X,X,X
OISLZTJ,X,O,O,X,X,X,O
OISLZJT,X,O,O,X,X,X,X
OISJTLZ,O,X,X,X,X,X,X
OISJTZL,O,X,X,X,X,X,X
OISJLTZ,X,O,O,X,X,X,X
OISJLZT,X,O,O,X,X,X,X
OISJZTL,O,O,O,X,O,X,O
OISJZLT,O,O,O,X,O,X,X
OISZTLJ,O,O,X,X,O,X,O
OISZTJL,O,O,O,X,O,X,O
OISZLTJ,O,O,O,X,X,X,O
OISZLJT,O,O,O,X,O,X,X
OISZJTL,O,O,O,X,O,X,O
OISZJLT,O,O,O,X,O,X,X
OIZTLJS,O,O,X,X,O,O,X
OIZTLSJ,X,X,X,X,O,X,O
OIZTJLS,O,O,X,X,O,O,X
OIZTJSL,X,X,X,X,O,O,O
OIZTSLJ,X,X,X,X,O,X,O
OIZTSJL,X,X,O,X,O,X,O
OIZLTJS,O,O,X,X,O,O,X
OIZLTSJ,X,X,O,X,O,X,O
OIZLJTS,O,O,X,X,X,X,X
OIZLJST,O,O,O,X,O,X,X
OIZLSTJ,O,X,O,X,X,X,O
OIZLSJT,O,O,O,X,O,X,X
OIZJTLS,O,O,X,X,O,X,X
OIZJTSL,X,X,X,X,O,X,O
OIZJLTS,O,O,X,X,X,X,X
OIZJLST,O,O,X,X,O,X,X
OIZJSTL,O,O,O,X,O,X,O
OIZJSLT,O,O,O,X,O,X,X
OIZSTLJ,O,O,X,X,O,X,O
OIZSTJL,O,O,O,X,O,X,O
OIZSLTJ,O,O,O,X,X,X,O
OIZSLJT,O,O,O,X,O,X,X
OIZSJTL,O,O,O,X,O,X,O
OIZSJLT,O,O,O,X,O,X,X
OLTIJSZ,X,X,O,X,X,O,X
OLTIJZS,X,X,O,O,O,O,X
OLTISJZ,X,X,O,X,X,O,X
OLTISZJ,X,X,O,X,X,X,X
OLTIZJS,X,X,O,O,O,O,X
OLTIZSJ,X,X,O,O,O,X,X
OLTJISZ,X,X,O,X,X,O,X
OLTJIZS,X,X,O,O,O,O,X
OLTJSIZ,X,O,O,X,X,O,X
OLTJSZI,X,O,O,O,X,O,X
OLTJZIS,X,O,O,O,O,O,X
OLTJZSI,X,O,O,O,O,O,X
OLTSIJZ,X,O,O,X,X,O,X
OLTSIZJ,X,O,O,X,X,X,X
OLTSJIZ,X,O,O,X,X,O,X
OLTSJZI,X,O,O,O,X,O,X
OLTSZIJ,X,O,O,O,X,X,X
OLTSZJI,X,O,O,O,X,X,X
OLTZIJS,X,O,O,O,O,O,X
OLTZISJ,X,O,O,O,O,X,X
OLTZJIS,X,O,O,O,O,O,X
OLTZJSI,X,O,O,O,O,O,X
OLTZSIJ,X,O,O,O,O,X,X
OLTZSJI,X,O,O,O,O,X,X
OLITJSZ,X,X,O,X,X,O,X
OLITJZS,X,X,O,X,O,O,X
OLITSJZ,X,X,O,X,X,O,X
OLITSZJ,X,X,O,X,X,X,X
OLITZJS,X,X,O,X,O,O,X
OLITZSJ,X,X,O,X,O,X,X
OLIJTSZ,X,X,O,X,X,O,X
OLIJTZS,X,X,O,X,X,O,X
OLIJSTZ,X,X,O,X,X,X,X
OLIJSZT,X,X,O,X,X,X,X
OLIJZTS,X,X,X,X,X,O,X
OLIJZST,X,X,O,X,O,X,X
OLISTJZ,X,X,O,X,X,O,X
OLISTZJ,X,X,O,X,X,X,X
OLISJTZ,X,X,O,X,X,X,X
OLISJZT,X,X,O,X,X,X,X
OLISZTJ,X,X,O,X,X,X,O
OLISZJT,X,X,O,X,X,X,X
OLIZTJS,X,X,O,X,O,O,X
OLIZTSJ,X,X,O,X,O,X,O
OLIZJTS,X,X,X,X,X,O,X
OLIZJST,X,X,O,X,O,X,X
OLIZSTJ,X,X,O,X,X,X,O
OLIZSJT,X,X,O,X,O,X,X
OLJTISZ,X,X,O,X,X,O,X
OLJTIZS,X,X,O,X,X,O,X
OLJTSIZ,X,X,O,X,X,O,X
OLJTSZI,X,X,O,X,X,O,X
OLJTZIS,X,X,O,X,X,O,X
OLJTZSI,X,X,O,X,X,O,X
OLJITSZ,X,X,O,X,X,O,X
OLJITZS,X,X,O,X,X,O,X
OLJISTZ,X,X,O,X,X,X,X
OLJISZT,X,X,O,X,X,X,X
OLJIZTS,X,X,X,X,X,O,X
OLJIZST,X,X,O,X,O,X,X
OLJSTIZ,X,O,O,X,X,X,X
OLJSTZI,X,O,O,X,X,X,X
OLJSITZ,X,O,O,X,X,X,X
OLJSIZT,X,O,O,X,X,X,X
OLJSZTI,X,O,O,X,X,O,X
OLJSZIT,X,O,O,X,X,X,X
OLJZTIS,X,O,X,X,X,O,X
OLJZTSI,X,O,X,O,X,O,X
OLJZITS,X,O,X,X,X,O,X
OLJZIST,X,O,O,O,O,X,X
OLJZSTI,X,O,O,O,O,O,X
OLJZSIT,X,O,O,O,O,X,X
OLSTIJZ,X,O,O,X,X,O,X
OLSTIZJ,X,O,O,X,X,X,X
OLSTJIZ,X,O,O,X,X,O,X
OLSTJZI,X,O,O,X,X,O,X
OLSTZIJ,X,O,O,X,X,X,X
OLSTZJI,X,O,O,X,X,X,X
OLSITJZ,X,O,O,X,X,O,X
OLSITZJ,X,O,O,X,X,X,X
OLSIJTZ,X,O,O,X,X,X,X
OLSIJZT,X,O,O,X,X,X,X
OLSIZTJ,X,O,O,X,X,X,X
OLSIZJT,X,O,O,X,X,X,X
OLSJTIZ,X,O,O,X,X,X,X
OLSJTZI,X,O,O,X,X,X,X
OLSJITZ,X,O,O,X,X,X,X
OLSJIZT,X,O,O,X,X,X,X
OLSJZTI,X,O,O,X,X,O,X
OLSJZIT,X,O,O,X,X,X,X
OLSZTIJ,X,O,O,X,X,X,X
OLSZTJI,X,O,O,X,X,X,X
OLSZITJ,X,O,O,X,X,X,X
OLSZIJT,X,O,O,X,X,X,X
OLSZJTI,X,O,O,X,X,O,X
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,X,O,O,O,O,O,X
OLZTISJ,X,X,O,O,O,X,O
OLZTJIS,X,O,O,O,O,O,X
OLZTJSI,X,O,O,O,O,O,X
OLZTSIJ,X,X,O,O,O,X,O
OLZTSJI,X,X,O,O,O,X,X
OLZITJS,X,O,O,X,O,O,X
OLZITSJ,X,X,O,X,O,X,O
OLZIJTS,X,O,X,X,X,O,X
OLZIJST,X,O,O,O,O,X,X
OLZISTJ,X,X,O,O,X,X,O
OLZISJT,X,O,O,O,O,X,X
OLZJTIS,X,O,X,X,X,O,X
OLZJTSI,X,O,X,O,X,O,X
OLZJITS,X,O,X,X,X,O,X
OLZJIST,X,O,O,O,O,X,X
OLZJSTI,X,O,O,O,O,O,X
OLZJSIT,X,O,O,O,O,X,X
OLZSTIJ,X,O,O,O,O,X,X
OLZSTJI,X,O,O,O,O,X,X
OLZSITJ,X,O,O,O,X,X,X
OLZSIJT,X,O,O,O,O,X,X
OLZSJTI,X,O,O,O,O,O,X
OLZSJIT,X,O,O,O,O,X,X
OJTILSZ,O,X,O,X,X,O,X
OJTILZS,O,X,O,X,O,O,X
OJTISLZ,O,O,O,X,X,O,X
OJTISZL,O,O,O,X,O,O,X
OJTIZLS,O,O,X,X,O,O,X
OJTIZSL,O,O,X,X,O,O,X
OJTLISZ,O,X,O,X,X,O,X
OJTLIZS,O,X,O,X,O,O,X
OJTLSIZ,O,O,O,X,X,O,X
OJTLSZI,O,O,O,X,X,O,X
OJTLZIS,O,O,O,X,O,O,X
OJTLZSI,O,O,O,X,O,O,X
OJTSILZ,O,O,O,X,X,O,X
OJTSIZL,O,O,O,X,O,O,X
OJTSLIZ,O,O,O,X,X,O,X
OJTSLZI,O,O,O,X,X,O,X
OJTSZIL,O,O,O,X,O,O,X
OJTSZLI,O,O,O,X,O,O,X
OJTZILS,O,O,X,X,O,O,X
OJTZISL,O,O,X,X,O,O,X
OJTZLIS,O,O,O,X,O,O,X
OJTZLSI,O,O,O,X,O,O,X
OJTZSIL,O,O,O,X,O,O,X
OJTZSLI,O,O,O,X,O,O,X
OJITLSZ,O,X,X,X,X,O,X
OJITLZS,O,X,X,X,O,O,X
OJITSLZ,O,X,X,X,X,O,X
OJITSZL,O,X,X,X,O,O,X
OJITZLS,O,X,X,X,O,O,X
OJITZSL,O,X,X,X,O,O,X
OJILTSZ,X,X,O,X,X,O,X
OJILTZS,X,X,X,X,X,O,X
OJILSTZ,X,X,O,X,X,X,X
OJILSZT,X,X,O,X,X,X,X
OJILZTS,X,X,X,X,X,O,X
OJILZST,X,X,O,X,O,X,X
OJISTLZ,O,X,X,X,X,X,X
OJISTZL,O,X,X,X,X,X,X
OJISLTZ,X,O,O,X,X,X,X
OJISLZT,X,O,O,X,X,X,X
OJISZTL,O,O,O,X,O,X,O
OJISZLT,O,O,O,X,O,X,X
OJIZTLS,O,O,X,X,O,X,X
OJIZTSL,X,X,X,X,O,X,O
OJIZLTS,O,O,X,X,X,O,X
OJIZLST,O,O,X,X,O,X,X
OJIZSTL,O,O,X,X,O,X,O
OJIZSLT,O,O,X,X,O,X,X
OJLTISZ,X,X,O,X,X,O,X
OJLTIZS,X,X,O,X,X,O,X
OJLTSIZ,X,X,O,X,X,O,X
OJLTSZI,X,X,O,X,X,O,X
OJLTZIS,X,X,O,X,X,O,X
OJLTZSI,X,X,O,X,X,O,X
OJLITSZ,X,X,O,X,X,O,X
OJLITZS,X,X,O,X,X,O,X
OJLISTZ,X,X,O,X,X,X,X
OJLISZT,X,X,O,X,X,X,X
OJLIZTS,X,X,X,X,X,O,X
OJLIZST,X,X,O,X,O,X,X
OJLSTIZ,X,O,O,X,X,X,X
OJLSTZI,X,O,O,X,X,X,X
OJLSITZ,X,O,O,X,X,X,X
OJLSIZT,X,O,O,X,X,X,X
OJLSZTI,X,O,O,X,X,O,X
OJLSZIT,X,O,O,X,X,X,X
OJLZTIS,X,O,X,X,X,O,X
OJLZTSI,X,O,X,O,X,O,X
OJLZITS,X,O,X,X,X,O,X
OJLZIST,X,O,O,O,O,X,X
OJLZSTI,X,O,O,O,O,O,X
OJLZSIT,X,O,O,O,O,X,X
OJSTILZ,O,O,X,X,X,X,X
OJSTIZL,O,O,X,X,X,X,X
OJSTLIZ,O,O,O,X,X,X,X
OJSTLZI,O,O,O,X,X,X,X
OJSTZIL,O,O,O,X,X,X,X
OJSTZLI,O,O,O,X,X,X,X
OJSITLZ,O,X,X,X,X,X,X
OJSITZL,O,X,X,X,X,X,X
OJSILTZ,X,O,O,X,X,X,X
OJSILZT,X,O,O,X,X,X,X
OJSIZTL,O,O,O,X,O,X,X
OJSIZLT,O,O,O,X,O,X,X
OJSLTIZ,O,O,O,X,X,X,X
OJSLTZI,O,O,O,X,X,X,X
OJSLITZ,X,O,O,X,X,X,X
OJSLIZT,X,O,O,X,X,X,X
OJSLZTI,X,O,O,X,X,O,X
OJSLZIT,X,O,O,X,X,X,X
OJSZTIL,O,O,O,X,O,X,X
OJSZTLI,O,O,O,X,O,X,X
OJSZITL,O,O,O,X,O,X,X
OJSZILT,O,O,O,X,O,X,X
OJSZLTI,O,O,O,X,O,O,X
OJSZLIT,O,O,O,X,O,X,X
OJZTILS,O,O,X,X,O,X,X
OJZTISL,O,X,X,X,O,X,O
OJZTLIS,O,O,X,X,O,O,X
OJZTLSI,O,O,X,O,O,O,X
OJZTSIL,O,O,X,O,O,X,O
OJZTSLI,O,O,X,O,O,X,X
OJZITLS,O,O,X,X,O,X,X
OJZITSL,O,X,X,X,O,X,O
OJZILTS,O,O,X,X,X,O,X
OJZILST,O,O,X,O,O,X,X
OJZISTL,O,O,O,O,O,X,O
OJZISLT,O,O,O,O,O,X,X
OJZLTIS,O,O,X,X,X,O,X
OJZLTSI,O,O,X,O,X,O,X
OJZLITS,O,O,X,X,X,O,X
OJZLIST,O,O,O,O,O,X,X
OJZLSTI,O,O,O,O,O,O,X
OJZLSIT,O,O,O,O,O,X,X
OJZSTIL,O,O,O,O,O,X,X
OJZSTLI,O,O,O,O,O,X,X
OJZSITL,O,O,O,O,O,X,X
OJZSILT,O,O,O,O,O,X,X
OJZSLTI,O,O,O,O,O,O,X
OJZSLIT,O,O,O,O,O,X,X
OSTILJZ,O,O,O,X,X,O,X
OSTILZJ,O,O,O,X,X,X,X
OSTIJLZ,O,O,O,X,X,O,X
OSTIJZL,O,O,O,X,O,O,X
OSTIZLJ,O,O,O,X,O,X,X
OSTIZJL,O,O,O,X,O,X,X
OSTLIJZ,O,O,O,X,X,O,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,O,O,O,X,X,O,X
OSTLJZI,O,O,O,X,X,O,X
OSTLZIJ,O,O,O,X,X,X,X
OSTLZJI,O,O,O,X,X,X,X
OSTJILZ,O,O,O,X,X,O,X
OSTJIZL,O,O,O,X,O,O,X
OSTJLIZ,O,O,O,X,X,O,X
OSTJLZI,O,O,O,X,X,O,X
OSTJZIL,O,O,O,X,O,O,X
OSTJZLI,O,O,O,X,O,O,X
OSTZILJ,O,O,O,X,O,X,X
OSTZIJL,O,O,O,X,O,X,X
OSTZLIJ,O,O,O,X,O,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,O,O,O,X,O,X,X
OSTZJLI,O,O,O,X,O,X,X
OSITLJZ,O,O,X,X,X,O,X
OSITLZJ,O,O,X,X,X,X,X
OSITJLZ,O,O,X,X,X,O,X
OSITJZL,O,O,X,X,O,O,X
OSITZLJ,O,O,X,X,O,X,O
OSITZJL,O,O,X,X,O,X,O
OSILTJZ,X,O,O,X,X,O,X
OSILTZJ,X,O,O,X,X,X,X
OSILJTZ,X,O,O,X,X,X,X
OSILJZT,X,O,O,X,X,X,X
OSILZTJ,X,O,O,X,X,X,O
OSILZJT,X,O,O,X,X,X,X
OSIJTLZ,O,X,X,X,X,X,X
OSIJTZL,O,X,X,X,X,X,X
OSIJLTZ,X,O,O,X,X,X,X
OSIJLZT,X,O,O,X,X,X,X
OSIJZTL,O,O,O,X,O,X,O
OSIJZLT,O,O,O,X,O,X,X
OSIZTLJ,O,O,X,X,O,X,O
OSIZTJL,O,O,O,X,O,X,O
OSIZLTJ,O,O,O,X,X,X,O
OSIZLJT,O,O,O,X,O,X,X
OSIZJTL,O,O,O,X,O,X,O
OSIZJLT,O,O,O,X,O,X,X
OSLTIJZ,O,O,O,X,X,O,X
OSLTIZJ,O,O,O,X,X,X,X
OSLTJIZ,O,O,O,X,X,O,X
OSLTJZI,O,O,O,X,X,O,X
OSLTZIJ,O,O,O,X,X,X,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,X,O,O,X,X,O,X
OSLITZJ,X,O,O,X,X,X,X
OSLIJTZ,X,O,O,X,X,X,X
OSLIJZT,X,O,O,X,X,X,X
OSLIZTJ,X,O,O,X,X,X,X
OSLIZJT,X,O,O,X,X,X,X
OSLJTIZ,O,O,O,X,X,X,X
OSLJTZI,O,O,O,X,X,X,X
OSLJITZ,X,O,O,X,X,X,X
OSLJIZT,X,O,O,X,X,X,X
OSLJZTI,X,O,O,X,X,O,X
OSLJZIT,X,O,O,X,X,X,X
OSLZTIJ,X,O,O,X,X,X,X
OSLZTJI,X,O,O,X,X,X,X
OSLZITJ,X,O,O,X,X,X,X
OSLZIJT,X,O,O,X,X,X,X
OSLZJTI,X,O,O,X,X,O,X
OSLZJIT,X,O,O,X,X,X,X
OSJTILZ,O,O,X,X,X,X,X
OSJTIZL,O,O,X,X,X,X,X
OSJTLIZ,O,O,O,X,X,X,X
OSJTLZI,O,O,O,X,X,X,X
OSJTZIL,O,O,O,X,X,X,X
OSJTZLI,O,O,O,X,X,X,X
OSJITLZ,O,X,X,X,X,X,X
OSJITZL,O,X,X,X,X,X,X
OSJILTZ,X,O,O,X,X,X,X
OSJILZT,X,O,O,X,X,X,X
OSJIZTL,O,O,O,X,O,X,X
OSJIZLT,O,O,O,X,O,X,X
OSJLTIZ,O,O,O,X,X,X,X
OSJLTZI,O,O,O,X,X,X,X
OSJLITZ,X,O,O,X,X,X,X
OSJLIZT,X,O,O,X,X,X,X
OSJLZTI,X,O,O,X,X,O,X
OSJLZIT,X,O,O,X,X,X,X
OSJZTIL,O,O,O,X,O,X,X
OSJZTLI,O,O,O,X,O,X,X
OSJZITL,O,O,O,X,O,X,X
OSJZILT,O,O,O,X,O,X,X
OSJZLTI,O,O,O,X,O,O,X
OSJZLIT,O,O,O,X,O,X,X
OSZTILJ,O,O,X,X,O,X,O
OSZTIJL,O,O,O,X,O,X,O
OSZTLIJ,O,O,O,X,O,X,O
OSZTLJI,O,O,O,X,O,X,X
OSZTJIL,O,O,O,X,O,X,O
OSZTJLI,O,O,O,X,O,X,X
OSZITLJ,O,O,X,X,O,X,O
OSZITJL,O,O,O,X,O,X,O
OSZILTJ,O,O,O,X,X,X,O
OSZILJT,O,O,O,X,O,X,X
OSZIJTL,O,O,O,X,O,X,O
OSZIJLT,O,O,O,X,O,X,X
OSZLTIJ,O,O,O,X,O,X,X
OSZLTJI,O,O,O,X,O,X,X
OSZLITJ,O,O,O,X,X,X,X
OSZLIJT,O,O,O,X,O,X,X
OSZLJTI,O,O,O,X,O,X,X
OSZLJIT,O,O,O,X,O,X,X
OSZJTIL,O,O,O,X,O,X,X
OSZJTLI,O,O,O,X,O,X,X
