sequence,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBfnBxiBu?sBctBFrB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBTjBilBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFfnBTjBilBW?tBFrB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFXhBxiBCnBT?oBmqB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFxhB6oB3lBc?rBTnBetB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBilBUnBT?oBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBGjBRnBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFRhB+oBfrB0?mBlnBzsB
LITOSJZ,O,O,O,O,X,X,O,X
LITOSZJ,O,O,X,O,X,O,O,X
LITOZJS,O,O,X,O,X,O,O,X
LITOZSJ,O,O,X,O,X,O,X,X
LIJTSZO,X,X,O,O,O,X,X,O
LIJTSOZ,X,X,O,O,O,X,X,X
LIJTZSO,X,X,O,O,O,X,X,X
LIJTZOS,X,X,O,O,O,X,X,X
LIJTOSZ,X,X,O,O,O,X,X,X
LIJTOZS,X,X,O,O,O,X,X,X
LIJSTZO,X,X,O,O,O,X,X,O
LIJSTOZ,X,X,O,O,O,X,X,X
LIJSZTO,X,O,X,O,X,X,X,O
LIJSZOT,X,O,X,O,X,X,X,O
LIJSOTZ,X,X,O,O,O,X,X,X
LIJSOZT,X,O,X,O,X,X,X,O
LIJZTSO,X,O,O,O,O,X,X,X
LIJZTOS,X,X,O,O,O,X,X,X
LIJZSTO,X,O,X,O,O,X,X,X
LIJZSOT,X,O,X,O,O,X,X,X
LIJZOTS,X,X,O,O,O,X,X,X
LIJZOST,X,O,X,O,O,X,X,X
LIJOTSZ,X,X,O,O,O,X,X,X
LIJOTZS,X,X,O,O,O,X,X,X
LIJOSTZ,X,X,O,O,O,X,X,X
LIJOSZT,X,X,X,O,O,X,X,X
LIJOZTS,X,X,O,O,O,X,X,X
LIJOZST,X,X,X,O,O,X,X,X
LISTJZO,X,O,X,O,O,X,O,O
LISTJOZ,O,O,X,O,O,X,O,X
LISTZJO,O,O,X,O,O,X,O,O
LISTZOJ,O,O,X,O,O,X,O,X
LISTOJZ,O,O,X,O,X,X,O,X
LISTOZJ,O,O,X,O,X,X,O,X
LISJTZO,X,X,O,O,O,X,O,O
LISJTOZ,O,X,O,O,O,X,O,X
LISJZTO,X,O,X,O,X,X,O,O
LISJZOT,X,O,X,O,X,X,X,O
LISJOTZ,X,X,O,O,O,X,O,X
LISJOZT,X,O,X,O,X,X,X,O
LISZTJO,O,O,X,O,X,X,O,O
LISZTOJ,O,O,X,O,X,X,O,X
LISZJTO,O,O,X,O,X,X,O,O
LISZJOT,O,O,X,O,X,X,X,O
LISZOTJ,O,O,X,O,X,X,X,X
LISZOJT,X,O,X,O,X,X,X,O
LISOTJZ,O,O,X,O,X,X,O,X
LISOTZJ,O,O,X,O,X,X,O,X
LISOJTZ,X,X,X,O,X,X,O,X
LISOJZT,X,O,X,O,X,X,X,O
LISOZTJ,X,O,X,O,X,X,X,X
LISOZJT,X,O,X,O,X,X,X,O
LIZTJSO,O,O,X,O,O,X,X,X
LIZTJOS,O,X,X,O,O,X,X,X
LIZTSJO,O,O,X,O,O,X,X,X
LIZTSOJ,O,O,X,O,O,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X
LIZTOSJ,O,X,X,O,O,X,X,X
LIZJTSO,O,O,O,O,O,X,X,X
LIZJTOS,O,X,O,O,O,X,X,X
LIZJSTO,O,O,X,O,O,X,X,X
LIZJSOT,O,O,X,O,O,X,X,X
LIZJOTS,X,X,O,O,O,O,X,X
LIZJOST,O,O,X,O,O,X,X,X
LIZSTJO,O,O,X,O,O,X,X,X
LIZSTOJ,O,O,X,O,O,X,X,X
LIZSJTO,O,O,X,O,O,X,X,X
LIZSJOT,O,O,X,O,O,X,X,X
LIZSOTJ,O,O,X,O,O,X,X,X
LIZSOJT,X,O,X,O,X,X,X,X
LIZOTJS,X,X,X,O,O,X,X,X
LIZOTSJ,X,X,X,O,O,X,X,X
LIZOJTS,X,X,X,O,X,O,X,X
LIZOJST,X,O,X,O,X,X,X,X
LIZOSTJ,O,O,X,O,O,X,X,X
LIZOSJT,X,O,X,O,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,X
LIOTJZS,X,X,X,O,X,O,X,X
LIOTSJZ,X,X,X,O,X,X,X,X
LIOTSZJ,X,X,X,O,X,O,X,X
LIOTZJS,X,X,X,O,X,O,X,X
LIOTZSJ,X,X,X,O,X,O,X,X
LIOJTSZ,X,X,O,O,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,X
LIOJZTS,X,X,O,O,X,X,X,X
LIOJZST,X,X,X,O,X,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,X
LIOSTZJ,X,O,X,O,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,X
LIOSJZT,X,O,X,O,X,X,X,X
LIOSZTJ,X,O,X,O,X,X,X,X
LIOSZJT,X,O,X,O,X,X,X,X
LIOZTJS,X,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X
LIOZJTS,X,X,X,O,X,O,X,X
LIOZJST,X,O,X,O,X,X,X,X
LIOZSTJ,X,O,X,O,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,X
LJTISZO,X,X,O,O,O,X,X,O
LJTISOZ,X,X,O,O,O,X,O,X
LJTIZSO,X,X,O,O,O,X,X,X
LJTIZOS,X,X,O,O,O,X,O,X
LJTIOSZ,X,X,O,O,O,X,O,X
LJTIOZS,X,X,O,O,O,X,O,X
LJTSIZO,X,X,O,O,O,X,O,O
LJTSIOZ,O,X,O,O,O,X,O,X
LJTSZIO,O,X,O,O,O,X,O,O
LJTSZOI,O,X,O,O,O,X,O,O
LJTSOIZ,O,X,O,O,O,X,O,X
LJTSOZI,O,X,O,O,O,X,O,O
LJTZISO,O,X,O,O,O,X,X,X
LJTZIOS,O,X,O,O,O,X,X,X
LJTZSIO,O,X,O,O,O,X,X,O
LJTZSOI,O,X,O,O,O,X,X,O
LJTZOIS,O,X,O,O,O,X,X,X
LJTZOSI,O,X,O,O,O,X,X,X
LJTOISZ,X,X,O,O,O,X,O,X
LJTOIZS,X,X,O,O,O,X,O,X
LJTOSIZ,O,X,O,O,O,X,O,X
LJTOSZI,O,X,O,O,O,X,O,O
LJTOZIS,O,X,O,O,O,X,X,X
LJTOZSI,O,X,O,O,O,X,X,X
LJITSZO,X,X,O,O,O,X,X,O
LJITSOZ,X,X,O,O,O,X,X,X
LJITZSO,X,X,O,O,O,X,X,X
LJITZOS,X,X,O,O,O,X,X,X
LJITOSZ,X,X,O,O,O,X,X,X
LJITOZS,X,X,O,O,O,X,X,X
LJISTZO,X,X,O,O,O,X,X,O
LJISTOZ,X,X,O,O,O,X,X,X
LJISZTO,X,O,X,O,X,X,X,O
LJISZOT,X,O,X,O,X,X,X,O
LJISOTZ,X,X,O,O,O,X,X,X
LJISOZT,X,O,X,O,X,X,X,O
LJIZTSO,X,O,O,O,O,X,X,X
LJIZTOS,X,X,O,O,O,X,X,X
LJIZSTO,X,O,X,O,O,X,X,X
LJIZSOT,X,O,X,O,O,X,X,X
LJIZOTS,X,X,O,O,O,X,X,X
LJIZOST,X,O,X,O,O,X,X,X
LJIOTSZ,X,X,O,O,O,X,X,X
LJIOTZS,X,X,O,O,O,X,X,X
LJIOSTZ,X,X,O,O,O,X,X,X
LJIOSZT,X,X,X,O,O,X,X,X
LJIOZTS,X,X,O,O,O,X,X,X
LJIOZST,X,X,X,O,O,X,X,X
LJSTIZO,X,X,O,O,O,X,O,O
LJSTIOZ,O,X,O,O,O,X,O,X
LJSTZIO,O,X,O,O,O,X,O,O
LJSTZOI,O,X,O,O,O,X,O,O
LJSTOIZ,O,X,O,O,O,X,O,X
LJSTOZI,O,X,O,O,O,X,O,O
LJSITZO,X,X,O,O,O,X,O,O
LJSITOZ,O,X,O,O,O,X,O,X
LJSIZTO,X,O,X,O,X,X,O,O
LJSIZOT,X,O,X,O,X,X,X,O
LJSIOTZ,X,X,O,O,O,X,O,X
LJSIOZT,X,O,X,O,X,X,X,O
LJSZTIO,O,O,X,O,O,X,O,O
LJSZTOI,O,O,X,O,O,X,O,O
LJSZITO,O,O,X,O,O,X,O,O
LJSZIOT,O,O,X,O,O,X,X,O
LJSZOTI,O,O,O,O,O,X,X,O
LJSZOIT,O,O,X,O,O,X,X,O
LJSOTIZ,X,X,O,O,O,X,O,X
LJSOTZI,X,X,O,O,O,X,O,O
LJSOITZ,X,X,O,O,O,X,O,X
LJSOIZT,X,O,X,O,O,X,X,O
LJSOZTI,X,O,O,O,O,X,X,O
LJSOZIT,X,O,X,O,O,X,X,O
LJZTISO,O,O,O,O,O,X,X,X
LJZTIOS,O,X,O,O,O,X,X,X
LJZTSIO,O,O,O,O,O,X,X,O
LJZTSOI,O,O,O,O,O,X,X,O
LJZTOIS,O,X,O,O,O,O,X,X
LJZTOSI,O,X,O,O,O,O,X,X
LJZITSO,O,O,O,O,O,X,X,X
LJZITOS,O,X,O,O,O,X,X,X
LJZISTO,O,O,X,O,O,X,X,X
LJZISOT,O,O,X,O,O,X,X,X
LJZIOTS,X,X,O,O,O,O,X,X
LJZIOST,O,O,X,O,O,X,X,X
LJZSTIO,O,O,X,O,O,X,X,O
LJZSTOI,O,O,X,O,O,X,X,O
LJZSITO,O,O,X,O,O,X,X,O
LJZSIOT,O,O,X,O,O,X,X,O
LJZSOTI,O,O,O,O,O,O,X,O
LJZSOIT,O,O,X,O,O,X,X,O
LJZOTIS,O,X,O,O,O,O,X,X
LJZOTSI,O,X,O,O,O,O,X,X
LJZOITS,X,X,O,O,O,O,X,X
LJZOIST,O,O,X,O,O,X,X,X
LJZOSTI,O,O,O,O,O,O,X,X
LJZOSIT,O,O,X,O,O,X,X,X
LJOTISZ,X,X,O,O,O,X,X,X
LJOTIZS,X,X,O,O,O,X,X,X
LJOTSIZ,X,X,O,O,O,X,X,X
LJOTSZI,X,X,O,O,O,X,X,O
LJOTZIS,X,X,O,O,O,X,X,X
LJOTZSI,X,X,O,O,O,X,X,X
LJOITSZ,X,X,O,O,O,X,X,X
LJOITZS,X,X,O,O,O,X,X,X
LJOISTZ,X,X,O,O,O,X,X,X
LJOISZT,X,X,X,O,O,X,X,X
LJOIZTS,X,X,O,O,O,X,X,X
LJOIZST,X,X,X,O,O,X,X,X
LJOSTIZ,X,X,O,O,O,X,X,X
LJOSTZI,X,X,O,O,O,X,X,O
LJOSITZ,X,X,O,O,O,X,X,X
LJOSIZT,X,X,X,O,O,X,X,O
LJOSZTI,X,X,O,O,O,X,X,O
LJOSZIT,X,X,X,O,O,X,X,O
LJOZTIS,X,X,O,O,O,O,X,X
LJOZTSI,X,X,O,O,O,O,X,X
LJOZITS,X,X,O,O,O,O,X,X
LJOZIST,X,X,X,O,O,X,X,X
LJOZSTI,X,X,O,O,O,O,X,X
LJOZSIT,X,X,X,O,O,X,X,X
LSTIJZO,X,O,O,O,O,X,O,O
LSTIJOZ,O,O,O,O,O,X,O,X
LSTIZJO,O,O,O,O,O,X,O,O
LSTIZOJ,O,O,X,O,O,X,O,X
LSTIOJZ,O,O,O,O,X,X,O,X
LSTIOZJ,O,O,X,O,X,X,O,X
LSTJIZO,X,O,O,O,O,X,O,O
LSTJIOZ,O,O,O,O,O,X,O,X
LSTJZIO,O,O,O,O,O,X,O,O
LSTJZOI,O,O,O,O,O,X,O,O
LSTJOIZ,O,O,O,O,O,X,O,X
LSTJOZI,O,O,O,O,O,X,O,O
LSTZIJO,O,O,O,O,O,X,O,O
LSTZIOJ,O,O,X,O,O,X,O,X
LSTZJIO,O,O,O,O,O,X,O,O
LSTZJOI,O,O,O,O,O,X,O,O
LSTZOIJ,O,O,X,O,O,X,O,X
LSTZOJI,O,O,X,O,O,X,O,X
LSTOIJZ,O,O,O,O,X,X,O,X
LSTOIZJ,O,O,X,O,X,X,O,X
LSTOJIZ,O,O,O,O,O,X,O,X
LSTOJZI,O,O,O,O,O,X,O,X
LSTOZIJ,O,O,X,O,O,X,O,X
LSTOZJI,O,O,X,O,O,X,O,X
LSITJZO,X,O,X,O,O,X,O,O
LSITJOZ,O,O,X,O,O,X,O,X
LSITZJO,O,O,X,O,O,X,O,O
LSITZOJ,O,O,X,O,O,X,O,X
LSITOJZ,O,O,X,O,X,X,O,X
LSITOZJ,O,O,X,O,X,X,O,X
LSIJTZO,X,X,O,O,O,X,O,O
LSIJTOZ,O,X,O,O,O,X,O,X
LSIJZTO,X,O,X,O,X,X,O,O
LSIJZOT,X,O,X,O,X,X,X,O
LSIJOTZ,X,X,O,O,O,X,O,X
LSIJOZT,X,O,X,O,X,X,X,O
LSIZTJO,O,O,X,O,X,X,O,O
LSIZTOJ,O,O,X,O,X,X,O,X
LSIZJTO,O,O,X,O,X,X,O,O
LSIZJOT,O,O,X,O,X,X,X,O
LSIZOTJ,O,O,X,O,X,X,X,X
LSIZOJT,X,O,X,O,X,X,X,O
LSIOTJZ,O,O,X,O,X,X,O,X
LSIOTZJ,O,O,X,O,X,X,O,X
LSIOJTZ,X,X,X,O,X,X,O,X
LSIOJZT,X,O,X,O,X,X,X,O
LSIOZTJ,X,O,X,O,X,X,X,X
LSIOZJT,X,O,X,O,X,X,X,O
LSJTIZO,X,X,O,O,O,X,O,O
LSJTIOZ,O,X,O,O,O,X,O,X
LSJTZIO,O,X,O,O,O,X,O,O
LSJTZOI,O,X,O,O,O,X,O,O
LSJTOIZ,O,X,O,O,O,X,O,X
LSJTOZI,O,X,O,O,O,X,O,O
LSJITZO,X,X,O,O,O,X,O,O
LSJITOZ,O,X,O,O,O,X,O,X
LSJIZTO,X,O,X,O,X,X,O,O
LSJIZOT,X,O,X,O,X,X,X,O
LSJIOTZ,X,X,O,O,O,X,O,X
LSJIOZT,X,O,X,O,X,X,X,O
LSJZTIO,O,O,X,O,O,X,O,O
LSJZTOI,O,O,X,O,O,X,O,O
LSJZITO,O,O,X,O,O,X,O,O
LSJZIOT,O,O,X,O,O,X,X,O
LSJZOTI,O,O,O,O,O,X,X,O
LSJZOIT,O,O,X,O,O,X,X,O
LSJOTIZ,X,X,O,O,O,X,O,X
LSJOTZI,X,X,O,O,O,X,O,O
LSJOITZ,X,X,O,O,O,X,O,X
LSJOIZT,X,O,X,O,O,X,X,O
LSJOZTI,X,O,O,O,O,X,X,O
LSJOZIT,X,O,X,O,O,X,X,O
LSZTIJO,O,O,X,O,O,X,O,O
LSZTIOJ,O,O,X,O,O,X,O,X
LSZTJIO,O,O,X,O,O,X,O,O
LSZTJOI,O,O,X,O,O,X,O,O
LSZTOIJ,O,O,X,O,O,X,O,X
LSZTOJI,O,O,X,O,O,X,O,X
LSZITJO,O,O,X,O,O,X,O,O
LSZITOJ,O,O,X,O,O,X,O,X
LSZIJTO,O,O,X,O,O,X,O,O
LSZIJOT,O,O,X,O,O,X,X,O
LSZIOTJ,O,O,X,O,O,X,X,X
LSZIOJT,X,O,X,O,X,X,X,O
LSZJTIO,O,O,X,O,O,X,O,O
LSZJTOI,O,O,X,O,O,X,O,O
LSZJITO,O,O,X,O,O,X,O,O
LSZJIOT,O,O,X,O,O,X,X,O
LSZJOTI,O,O,O,O,O,O,X,O
LSZJOIT,O,O,X,O,O,X,X,O
LSZOTIJ,O,O,X,O,O,X,X,X
LSZOTJI,O,O,X,O,O,X,X,X
LSZOITJ,O,O,X,O,O,X,X,X
LSZOIJT,X,O,X,O,X,X,X,O
LSZOJTI,O,O,X,O,O,O,X,O
LSZOJIT,O,O,X,O,O,X,X,O
LSOTIJZ,O,O,X,O,X,X,O,X
LSOTIZJ,O,O,X,O,X,X,O,X
LSOTJIZ,O,O,X,O,O,X,O,X
LSOTJZI,O,O,X,O,O,X,O,X
LSOTZIJ,O,O,X,O,O,X,O,X
LSOTZJI,O,O,X,O,O,X,O,X
LSOITJZ,O,O,X,O,X,X,O,X
LSOITZJ,O,O,X,O,X,X,O,X
LSOIJTZ,X,X,X,O,X,X,O,X
LSOIJZT,X,O,X,O,X,X,X,O
LSOIZTJ,X,O,X,O,X,X,X,X
LSOIZJT,X,O,X,O,X,X,X,O
LSOJTIZ,X,X,O,O,O,X,O,X
LSOJTZI,X,X,O,O,O,X,O,O
LSOJITZ,X,X,O,O,O,X,O,X
LSOJIZT,X,O,X,O,X,X,X,O
LSOJZTI,X,O,O,O,O,X,X,O
LSOJZIT,X,O,X,O,X,X,X,O
LSOZTIJ,O,O,X,O,X,X,X,X
LSOZTJI,O,O,X,O,X,X,X,X
LSOZITJ,O,O,X,O,X,X,X,X
LSOZIJT,X,O,X,O,X,X,X,O
LSOZJTI,O,O,X,O,X,O,X,O
LSOZJIT,O,O,X,O,X,X,X,O
LZTIJSO,O,O,X,O,O,O,X,X
LZTIJOS,O,O,X,O,O,O,O,X
LZTISJO,O,O,X,O,O,O,X,X
LZTISOJ,O,O,X,O,O,O,X,X
LZTIOJS,O,O,X,O,O,O,O,X
LZTIOSJ,O,O,X,O,O,O,X,X
LZTJISO,O,O,X,O,O,O,X,X
LZTJIOS,O,O,X,O,O,O,X,X
LZTJSIO,O,O,X,O,O,O,X,X
LZTJSOI,O,O,X,O,O,O,X,X
LZTJOIS,O,O,X,O,O,O,X,X
LZTJOSI,O,O,X,O,O,O,X,X
LZTSIJO,O,O,X,O,O,O,O,X
LZTSIOJ,O,O,X,O,O,O,O,X
LZTSJIO,O,O,X,O,O,O,O,X
LZTSJOI,O,O,X,O,O,O,O,X
LZTSOIJ,O,O,X,O,O,O,O,X
LZTSOJI,O,O,X,O,O,O,O,X
LZTOIJS,O,O,X,O,O,O,O,X
LZTOISJ,O,O,X,O,O,O,X,X
LZTOJIS,O,O,X,O,O,O,X,X
LZTOJSI,O,O,X,O,O,O,X,X
LZTOSIJ,O,O,X,O,X,O,O,X
LZTOSJI,O,O,X,O,X,O,O,X
LZITJSO,O,O,X,O,O,X,X,X
LZITJOS,O,X,X,O,O,X,X,X
LZITSJO,O,O,X,O,O,X,X,X
LZITSOJ,O,O,X,O,O,X,X,X
LZITOJS,O,X,X,O,O,X,X,X
LZITOSJ,O,X,X,O,O,X,X,X
LZIJTSO,O,O,O,O,O,X,X,X
LZIJTOS,O,X,O,O,O,X,X,X
LZIJSTO,O,O,X,O,O,X,X,X
LZIJSOT,O,O,X,O,O,X,X,X
LZIJOTS,X,X,O,O,O,O,X,X
LZIJOST,O,O,X,O,O,X,X,X
LZISTJO,O,O,X,O,O,X,X,X
LZISTOJ,O,O,X,O,O,X,X,X
LZISJTO,O,O,X,O,O,X,X,X
LZISJOT,O,O,X,O,O,X,X,X
LZISOTJ,O,O,X,O,O,X,X,X
LZISOJT,X,O,X,O,O,X,X,X
LZIOTJS,X,X,X,O,O,X,X,X
LZIOTSJ,X,X,X,O,O,X,X,X
LZIOJTS,X,X,X,O,O,O,X,X
LZIOJST,X,O,X,O,O,X,X,X
LZIOSTJ,O,O,X,O,O,X,X,X
LZIOSJT,X,O,X,O,O,X,X,X
LZJTISO,O,O,O,O,O,O,X,X
LZJTIOS,O,O,O,O,O,O,X,X
LZJTSIO,O,O,O,O,O,O,X,O
LZJTSOI,O,O,O,O,O,O,X,O
LZJTOIS,O,O,O,O,O,O,X,X
LZJTOSI,O,O,O,O,O,O,X,X
LZJITSO,O,O,O,O,O,X,X,X
LZJITOS,O,X,O,O,O,X,X,X
LZJISTO,O,O,X,O,O,X,X,X
LZJISOT,O,O,X,O,O,X,X,X
LZJIOTS,X,X,O,O,O,O,X,X
LZJIOST,O,O,X,O,O,X,X,X
LZJSTIO,O,O,X,O,O,X,X,O
LZJSTOI,O,O,X,O,O,X,X,O
LZJSITO,O,O,X,O,O,X,X,O
LZJSIOT,O,O,X,O,O,X,X,O
LZJSOTI,O,O,O,O,O,O,X,O
LZJSOIT,O,O,X,O,O,X,X,O
LZJOTIS,O,X,O,O,O,O,X,X
LZJOTSI,O,X,O,O,O,O,X,X
LZJOITS,X,X,O,O,O,O,X,X
LZJOIST,O,O,X,O,O,X,X,X
LZJOSTI,O,O,O,O,O,O,X,X
LZJOSIT,O,O,X,O,O,X,X,X
LZSTIJO,O,O,X,O,O,X,O,O
LZSTIOJ,O,O,X,O,O,X,O,X
LZSTJIO,O,O,X,O,O,X,O,O
LZSTJOI,O,O,X,O,O,X,O,O
LZSTOIJ,O,O,X,O,O,X,O,X
LZSTOJI,O,O,X,O,O,X,O,X
LZSITJO,O,O,X,O,O,X,O,O
LZSITOJ,O,O,X,O,O,X,O,X
LZSIJTO,O,O,X,O,O,X,O,O
LZSIJOT,O,O,X,O,O,X,X,O
LZSIOTJ,O,O,X,O,O,X,X,X
LZSIOJT,X,O,X,O,O,X,X,O
LZSJTIO,O,O,X,O,O,X,O,O
LZSJTOI,O,O,X,O,O,X,O,O
LZSJITO,O,O,X,O,O,X,O,O
LZSJIOT,O,O,X,O,O,X,X,O
LZSJOTI,O,O,O,O,O,O,X,O
LZSJOIT,O,O,X,O,O,X,X,O
LZSOTIJ,O,O,X,O,O,X,X,X
LZSOTJI,O,O,X,O,O,X,X,X
LZSOITJ,O,O,X,O,O,X,X,X
LZSOIJT,X,O,X,O,O,X,X,O
LZSOJTI,O,O,X,O,O,O,X,O
LZSOJIT,O,O,X,O,O,X,X,O
LZOTIJS,O,X,X,O,O,O,X,X
LZOTISJ,O,X,X,O,O,O,X,X
LZOTJIS,O,X,X,O,O,O,X,X
LZOTJSI,O,X,X,O,O,O,X,X
LZOTSIJ,O,X,X,O,X,O,X,X
LZOTSJI,O,X,X,O,X,O,X,X
LZOITJS,X,X,X,O,O,X,X,X
LZOITSJ,X,X,X,O,O,X,X,X
LZOIJTS,X,X,X,O,O,O,X,X
LZOIJST,X,O,X,O,O,X,X,X
LZOISTJ,O,O,X,O,O,X,X,X
LZOISJT,X,O,X,O,O,X,X,X
LZOJTIS,O,X,X,O,O,O,X,X
LZOJTSI,O,X,X,O,O,O,X,X
LZOJITS,X,X,X,O,O,O,X,X
LZOJIST,O,O,X,O,O,X,X,X
LZOJSTI,O,O,X,O,O,O,X,X
LZOJSIT,O,O,X,O,O,X,X,X
LZOSTIJ,O,O,X,O,O,X,X,X
LZOSTJI,O,O,X,O,O,X,X,X
LZOSITJ,O,O,X,O,O,X,X,X
LZOSIJT,X,O,X,O,O,X,X,X
LZOSJTI,O,O,X,O,O,O,X,X
LZOSJIT,O,O,X,O,O,X,X,X
LOTIJSZ,X,X,X,O,O,X,O,X
LOTIJZS,X,X,X,O,O,O,O,X
LOTISJZ,O,X,X,O,X,X,O,X
LOTISZJ,O,X,X,O,X,O,O,X
LOTIZJS,O,X,X,O,X,O,O,X
LOTIZSJ,O,X,X,O,X,O,X,X
LOTJISZ,X,X,X,O,O,X,O,X
LOTJIZS,X,X,X,O,O,O,O,X
LOTJSIZ,O,X,X,O,O,X,O,X
LOTJSZI,O,X,X,O,O,X,O,X
LOTJZIS,O,X,X,O,O,O,X,X
LOTJZSI,O,X,X,O,O,O,X,X
LOTSIJZ,O,X,X,O,X,X,O,X
LOTSIZJ,O,X,X,O,X,O,O,X
LOTSJIZ,O,X,X,O,O,X,O,X
LOTSJZI,O,X,X,O,O,X,O,X
LOTSZIJ,O,X,X,O,O,O,O,X
LOTSZJI,O,X,X,O,O,O,O,X
LOTZIJS,O,X,X,O,O,O,O,X
LOTZISJ,O,X,X,O,O,O,X,X
LOTZJIS,O,X,X,O,O,O,X,X
LOTZJSI,O,X,X,O,O,O,X,X
LOTZSIJ,O,X,X,O,X,O,O,X
LOTZSJI,O,X,X,O,X,O,O,X
LOITJSZ,X,X,X,O,O,X,X,X
LOITJZS,X,X,X,O,O,O,X,X
LOITSJZ,X,X,X,O,X,X,X,X
LOITSZJ,X,X,X,O,X,O,X,X
LOITZJS,X,X,X,O,X,O,X,X
LOITZSJ,X,X,X,O,X,O,X,X
LOIJTSZ,X,X,O,O,O,X,X,X
LOIJTZS,X,X,O,O,O,X,X,X
LOIJSTZ,X,X,O,O,O,X,X,X
LOIJSZT,X,X,X,O,O,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X
LOIJZST,X,X,X,O,O,X,X,X
LOISTJZ,X,X,X,O,X,X,X,X
LOISTZJ,X,O,X,O,X,X,X,X
LOISJTZ,X,X,X,O,X,X,X,X
LOISJZT,X,O,X,O,X,X,X,X
LOISZTJ,X,O,X,O,X,X,X,X
LOISZJT,X,O,X,O,X,X,X,X
LOIZTJS,X,X,X,O,O,X,X,X
LOIZTSJ,X,X,X,O,X,X,X,X
LOIZJTS,X,X,X,O,O,O,X,X
LOIZJST,X,O,X,O,O,X,X,X
LOIZSTJ,X,O,X,O,O,X,X,X
LOIZSJT,X,O,X,O,O,X,X,X
LOJTISZ,X,X,O,O,O,X,X,X
LOJTIZS,X,X,O,O,O,X,X,X
LOJTSIZ,X,X,O,O,O,X,X,X
LOJTSZI,X,X,O,O,O,X,X,O
LOJTZIS,X,X,O,O,O,X,X,X
LOJTZSI,X,X,O,O,O,X,X,X
LOJITSZ,X,X,O,O,O,X,X,X
LOJITZS,X,X,O,O,O,X,X,X
LOJISTZ,X,X,O,O,O,X,X,X
LOJISZT,X,X,X,O,O,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X
LOJIZST,X,X,X,O,O,X,X,X
LOJSTIZ,X,X,O,O,O,X,X,X
LOJSTZI,X,X,O,O,O,X,X,O
LOJSITZ,X,X,O,O,O,X,X,X
LOJSIZT,X,X,X,O,O,X,X,O
LOJSZTI,X,X,O,O,O,X,X,O
LOJSZIT,X,X,X,O,O,X,X,O
LOJZTIS,X,X,O,O,O,O,X,X
LOJZTSI,X,X,O,O,O,O,X,X
LOJZITS,X,X,O,O,O,O,X,X
LOJZIST,X,X,X,O,O,X,X,X
LOJZSTI,X,X,O,O,O,O,X,X
LOJZSIT,X,X,X,O,O,X,X,X
LOSTIJZ,O,X,X,O,X,X,O,X
LOSTIZJ,O,O,X,O,X,X,O,X
LOSTJIZ,O,X,X,O,O,X,O,X
LOSTJZI,O,X,X,O,O,X,O,X
LOSTZIJ,O,O,X,O,O,X,O,X
LOSTZJI,O,O,X,O,O,X,O,X
LOSITJZ,O,X,X,O,X,X,O,X
LOSITZJ,O,O,X,O,X,X,O,X
LOSIJTZ,X,X,X,O,X,X,O,X
LOSIJZT,X,O,X,O,X,X,X,O
LOSIZTJ,X,O,X,O,X,X,X,X
LOSIZJT,X,O,X,O,X,X,X,O
LOSJTIZ,X,X,O,O,O,X,O,X
LOSJTZI,X,X,O,O,O,X,O,O
LOSJITZ,X,X,O,O,O,X,O,X
LOSJIZT,X,O,X,O,X,X,X,O
LOSJZTI,X,O,O,O,O,X,X,O
LOSJZIT,X,O,X,O,X,X,X,O
LOSZTIJ,O,O,X,O,X,X,X,X
LOSZTJI,O,O,X,O,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X
LOSZIJT,X,O,X,O,X,X,X,O
LOSZJTI,O,O,X,O,X,O,X,O
LOSZJIT,O,O,X,O,X,X,X,O
LOZTIJS,O,X,X,O,O,O,X,X
LOZTISJ,O,X,X,O,O,O,X,X
LOZTJIS,O,X,X,O,O,O,X,X
LOZTJSI,O,X,X,O,O,O,X,X
LOZTSIJ,O,X,X,O,X,O,X,X
LOZTSJI,O,X,X,O,X,O,X,X
LOZITJS,X,X,X,O,O,X,X,X
LOZITSJ,X,X,X,O,O,X,X,X
