sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
SIOZTJL,O,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,O,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,X,O,O,X,X,X
SLTIJZO,O,X,X,O,O,O,X,X,X
SLTIJOZ,O,X,O,O,O,O,X,X,X
SLTIZJO,O,X,O,O,O,O,X,X,X
SLTIZOJ,O,X,O,O,O,O,X,X,X
SLTIOJZ,O,X,O,O,O,O,X,X,X
SLTIOZJ,O,X,O,O,O,O,X,X,X
SLTJIZO,O,X,X,O,O,O,X,X,X
SLTJIOZ,O,X,O,O,O,O,X,X,X
SLTJZIO,O,X,X,O,O,O,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X,X
SLTJOIZ,O,X,O,O,O,O,X,X,X
SLTJOZI,O,X,X,O,O,O,X,X,X
SLTZIJO,O,X,O,O,O,O,X,X,X
SLTZIOJ,O,X,O,O,O,O,X,X,X
SLTZJIO,O,X,O,O,O,O,X,X,X
SLTZJOI,O,X,O,O,X,X,X,X,X
SLTZOIJ,O,X,O,O,O,O,X,X,X
SLTZOJI,O,X,O,O,O,O,X,X,X
SLTOIJZ,O,X,O,O,O,O,X,X,X
SLTOIZJ,O,X,O,O,O,O,X,X,X
SLTOJIZ,O,X,O,O,O,O,X,X,X
SLTOJZI,O,X,X,O,O,O,X,X,O
SLTOZIJ,O,X,O,O,O,O,X,X,X
SLTOZJI,O,X,O,O,O,O,X,X,X
SLITJZO,X,X,X,O,O,O,X,X,X
SLITJOZ,X,X,O,O,O,O,X,X,X
SLITZJO,O,X,O,O,O,O,X,X,X
SLITZOJ,O,X,O,O,O,O,X,X,X
SLITOJZ,X,X,O,O,O,O,X,X,X
SLITOZJ,O,X,O,O,O,O,X,X,X
SLIJTZO,X,X,X,O,O,O,X,X,X
SLIJTOZ,X,X,X,O,O,O,X,X,X
SLIJZTO,O,X,X,X,O,O,O,X,X
SLIJZOT,O,X,X,O,O,O,O,X,X
SLIJOTZ,X,X,O,O,O,O,X,X,X
SLIJOZT,O,X,O,O,O,O,O,X,X
SLIZTJO,O,X,X,X,O,X,O,X,X
SLIZTOJ,O,X,X,X,O,X,O,X,X
SLIZJTO,O,X,X,X,O,O,O,X,X
SLIZJOT,O,X,O,O,O,O,O,X,X
SLIZOTJ,O,X,X,X,X,X,O,X,X
SLIZOJT,O,X,O,O,O,O,O,X,X
SLIOTJZ,X,X,O,O,O,O,X,X,X
SLIOTZJ,O,X,O,O,O,O,X,X,X
SLIOJTZ,X,X,O,O,O,O,X,X,X
SLIOJZT,O,X,O,O,O,O,O,X,X
SLIOZTJ,O,X,X,X,X,X,O,X,X
SLIOZJT,O,X,O,O,O,O,O,X,X
SLJTIZO,X,X,X,O,O,O,X,X,X
SLJTIOZ,X,X,O,O,O,O,X,X,X
SLJTZIO,X,X,X,O,O,O,X,X,X
SLJTZOI,X,X,X,O,X,X,X,X,X
SLJTOIZ,X,X,O,O,O,O,X,X,X
SLJTOZI,X,X,X,O,O,O,X,X,X
SLJITZO,X,X,X,O,O,O,X,X,X
SLJITOZ,X,X,X,O,O,O,X,X,X
SLJIZTO,O,X,X,X,O,O,O,X,X
SLJIZOT,O,X,X,O,O,O,O,X,X
SLJIOTZ,X,X,O,O,O,O,X,X,X
SLJIOZT,O,X,O,O,O,O,O,X,X
SLJZTIO,O,X,O,O,O,O,X,X,X
SLJZTOI,O,X,O,O,X,X,X,X,X
SLJZITO,O,X,X,O,O,O,O,X,X
SLJZIOT,O,X,O,O,O,O,O,X,X
SLJZOTI,O,X,O,O,O,X,X,X,X
SLJZOIT,O,X,O,O,O,X,O,X,X
SLJOTIZ,X,X,O,O,O,O,X,X,X
SLJOTZI,X,X,X,O,O,O,X,X,X
SLJOITZ,X,X,O,O,O,O,X,X,X
SLJOIZT,O,X,O,O,O,O,O,X,X
SLJOZTI,O,X,O,O,O,O,X,X,X
SLJOZIT,O,X,O,O,O,O,O,X,X
SLZTIJO,O,X,O,O,O,O,X,X,X
SLZTIOJ,O,X,O,O,O,O,X,X,O
SLZTJIO,O,X,O,O,O,O,X,X,X
SLZTJOI,O,X,O,O,X,X,X,X,X
SLZTOIJ,O,X,O,O,O,O,X,X,O
SLZTOJI,O,X,O,O,O,O,X,X,O
SLZITJO,O,X,X,O,O,X,O,X,X
SLZITOJ,O,X,X,O,O,X,O,X,X
SLZIJTO,O,X,X,O,O,O,O,X,X
SLZIJOT,O,X,O,O,O,O,O,X,X
SLZIOTJ,O,X,X,O,X,X,O,X,X
SLZIOJT,O,X,O,O,O,O,O,X,X
SLZJTIO,O,X,O,O,O,O,X,X,X
SLZJTOI,O,X,O,O,X,X,X,X,X
SLZJITO,O,X,X,O,O,O,O,X,X
SLZJIOT,O,X,O,O,O,O,O,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X
SLZJOIT,O,X,O,O,O,X,O,X,X
SLZOTIJ,O,X,O,O,O,O,X,X,O
SLZOTJI,O,X,O,O,O,O,X,X,O
SLZOITJ,O,X,X,O,X,X,O,X,X
SLZOIJT,O,X,O,O,O,O,O,X,X
SLZOJTI,O,X,O,O,O,O,X,X,O
SLZOJIT,O,X,O,O,O,O,O,X,X
SLOTIJZ,O,X,O,O,O,O,X,X,X
SLOTIZJ,O,X,O,O,O,O,X,X,X
SLOTJIZ,O,X,O,O,O,O,X,X,X
SLOTJZI,O,X,X,O,O,O,X,X,O
SLOTZIJ,O,X,O,O,O,O,X,X,X
SLOTZJI,O,X,O,O,O,O,X,X,X
SLOITJZ,X,X,O,O,O,O,X,X,X
SLOITZJ,O,X,O,O,O,O,X,X,X
SLOIJTZ,X,X,O,O,O,O,X,X,X
SLOIJZT,O,X,O,O,O,O,O,X,X
SLOIZTJ,O,X,X,X,X,X,O,X,X
SLOIZJT,O,X,O,O,O,O,O,X,X
SLOJTIZ,X,X,O,O,O,O,X,X,X
SLOJTZI,X,X,X,O,O,O,X,X,O
SLOJITZ,X,X,O,O,O,O,X,X,X
SLOJIZT,O,X,O,O,O,O,O,X,X
SLOJZTI,O,X,O,O,O,O,X,X,O
SLOJZIT,O,X,O,O,O,O,O,X,X
SLOZTIJ,O,X,O,O,O,O,X,X,O
SLOZTJI,O,X,O,O,O,O,X,X,O
SLOZITJ,O,X,X,O,X,X,O,X,X
SLOZIJT,O,X,O,O,O,O,O,X,X
SLOZJTI,O,X,O,O,O,O,X,X,O
SLOZJIT,O,X,O,O,O,O,O,X,X
SJTILZO,O,X,X,O,O,O,X,X,X
SJTILOZ,O,O,O,O,O,O,X,X,X
SJTIZLO,O,X,X,O,O,O,X,O,X
SJTIZOL,O,X,X,X,X,X,X,O,X
SJTIOLZ,O,O,X,O,O,O,X,X,X
SJTIOZL,O,X,X,X,O,O,X,X,X
SJTLIZO,O,X,X,O,O,O,X,O,X
SJTLIOZ,O,O,O,O,O,O,X,X,X
SJTLZIO,O,X,X,O,O,O,X,O,X
SJTLZOI,O,X,X,O,X,X,X,O,X
SJTLOIZ,O,O,O,O,O,O,X,X,X
SJTLOZI,O,O,X,O,O,O,X,X,X
SJTZILO,O,O,X,O,O,O,X,O,X
SJTZIOL,O,O,X,X,X,X,X,O,X
SJTZLIO,O,O,X,O,O,O,X,O,X
SJTZLOI,O,O,X,O,X,X,X,O,X
SJTZOIL,O,O,X,X,X,X,X,O,X
SJTZOLI,O,O,X,X,X,X,X,X,X
SJTOILZ,O,O,X,O,O,O,X,X,X
SJTOIZL,O,X,X,X,O,O,X,X,O
SJTOLIZ,O,O,X,O,O,O,X,X,X
SJTOLZI,O,O,X,O,O,O,X,X,O
SJTOZIL,O,O,X,X,O,O,X,X,O
SJTOZLI,O,O,X,X,O,O,X,X,O
SJITLZO,X,X,X,O,O,O,X,X,X
SJITLOZ,X,O,X,O,O,O,X,X,X
SJITZLO,X,X,X,O,O,O,X,O,X
SJITZOL,X,X,X,X,X,X,X,O,X
SJITOLZ,X,O,X,O,O,O,X,X,X
SJITOZL,X,X,X,X,O,X,X,X,X
SJILTZO,X,X,X,O,O,O,X,X,X
SJILTOZ,X,X,X,O,O,O,X,X,X
SJILZTO,O,X,X,X,O,O,O,X,X
SJILZOT,O,X,X,O,O,O,O,X,X
SJILOTZ,X,X,O,O,O,O,X,X,X
SJILOZT,O,X,O,O,O,O,O,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X
SJIZLTO,O,X,X,X,O,O,O,X,X
SJIZLOT,O,O,X,O,O,O,O,X,X
SJIZOTL,O,X,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,O,O,X,X,X
SJIOTZL,X,X,X,X,O,X,X,X,X
SJIOLTZ,X,X,X,O,O,O,X,X,X
SJIOLZT,O,X,X,O,O,O,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,O,O,X,X,X
SJLTIZO,X,X,X,O,O,O,X,X,X
SJLTIOZ,X,X,O,O,O,O,X,X,X
SJLTZIO,X,X,X,O,O,O,X,X,X
SJLTZOI,X,X,X,O,X,X,X,X,X
SJLTOIZ,X,X,O,O,O,O,X,X,X
SJLTOZI,X,X,X,O,O,O,X,X,X
SJLITZO,X,X,X,O,O,O,X,X,X
SJLITOZ,X,X,X,O,O,O,X,X,X
SJLIZTO,O,X,X,X,O,O,O,X,X
SJLIZOT,O,X,X,O,O,O,O,X,X
SJLIOTZ,X,X,O,O,O,O,X,X,X
SJLIOZT,O,X,O,O,O,O,O,X,X
SJLZTIO,O,X,O,O,O,O,X,X,X
SJLZTOI,O,X,O,O,X,X,X,X,X
SJLZITO,O,X,X,O,O,O,O,X,X
SJLZIOT,O,X,O,O,O,O,O,X,X
SJLZOTI,O,X,O,O,O,X,X,X,X
SJLZOIT,O,X,O,O,O,X,O,X,X
SJLOTIZ,X,X,O,O,O,O,X,X,X
SJLOTZI,X,X,X,O,O,O,X,X,X
SJLOITZ,X,X,O,O,O,O,X,X,X
SJLOIZT,O,X,O,O,O,O,O,X,X
SJLOZTI,O,X,O,O,O,O,X,X,X
SJLOZIT,O,X,O,O,O,O,O,X,X
SJZTILO,O,O,O,O,O,O,X,O,X
SJZTIOL,O,O,X,O,X,X,X,O,O
SJZTLIO,O,O,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,X,X,X,O,X
SJZTOIL,O,O,X,O,X,X,X,O,O
SJZTOLI,O,O,X,O,X,X,X,X,O
SJZITLO,O,O,X,O,X,X,X,X,X
SJZITOL,O,O,X,O,X,X,X,X,X
SJZILTO,O,X,X,O,O,O,O,X,X
SJZILOT,O,O,O,O,O,O,O,X,X
SJZIOTL,O,X,X,X,X,X,X,X,X
SJZIOLT,O,O,X,O,X,X,X,X,X
SJZLTIO,O,X,O,O,O,O,X,X,X
SJZLTOI,O,X,O,O,X,X,X,X,X
SJZLITO,O,X,X,O,O,O,O,X,X
SJZLIOT,O,O,O,O,O,O,O,X,X
SJZLOTI,O,O,O,O,O,X,X,X,X
SJZLOIT,O,O,O,O,O,X,O,X,X
SJZOTIL,O,O,X,O,O,X,X,X,O
SJZOTLI,O,O,X,O,O,X,X,X,O
SJZOITL,O,X,X,X,X,X,X,X,O
SJZOILT,O,O,X,O,O,X,X,X,X
SJZOLTI,O,O,X,O,O,X,X,X,O
SJZOLIT,O,O,X,O,O,X,X,X,X
SJOTILZ,O,O,X,O,O,O,X,X,X
SJOTIZL,O,X,X,X,O,O,X,X,O
SJOTLIZ,O,O,X,O,O,O,X,X,X
SJOTLZI,O,O,X,O,O,O,X,X,O
SJOTZIL,O,O,X,X,O,O,X,X,O
SJOTZLI,O,O,X,X,O,O,X,X,O
SJOITLZ,X,X,X,X,O,O,X,X,X
SJOITZL,X,X,X,X,O,O,X,X,O
SJOILTZ,X,X,X,O,O,O,X,X,X
SJOILZT,O,X,X,O,O,O,X,X,X
SJOIZTL,O,X,X,X,X,X,X,X,O
SJOIZLT,O,X,X,X,O,O,X,X,X
SJOLTIZ,X,X,X,O,O,O,X,X,X
SJOLTZI,X,X,X,O,O,O,X,X,O
SJOLITZ,X,X,X,O,O,O,X,X,X
SJOLIZT,O,X,X,O,O,O,X,X,X
SJOLZTI,O,X,X,O,O,O,X,X,O
SJOLZIT,O,X,X,O,O,O,X,X,X
SJOZTIL,O,O,X,X,O,O,X,X,O
SJOZTLI,O,O,X,X,O,O,X,X,O
SJOZITL,O,X,X,X,X,X,X,X,O
SJOZILT,O,O,X,X,O,O,X,X,X
SJOZLTI,O,O,X,X,O,O,X,X,O
SJOZLIT,O,O,X,X,O,O,X,X,X
SZTILJO,O,O,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,O,O,X,O,O
SZTIJLO,O,O,O,O,O,O,X,O,X
SZTIJOL,O,O,X,O,X,X,X,O,O
SZTIOLJ,O,O,X,O,O,O,X,O,O
SZTIOJL,O,O,X,O,O,O,X,O,O
SZTLIJO,O,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,O,O,X,O,O
SZTLJIO,O,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,X,X,X,O,X
SZTLOIJ,O,O,O,O,O,O,X,O,O
SZTLOJI,O,O,O,O,O,O,X,O,O
SZTJILO,O,O,O,O,O,O,X,O,X
SZTJIOL,O,O,X,O,X,X,X,O,O
SZTJLIO,O,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,X,X,X,O,X
SZTJOIL,O,O,X,O,X,X,X,O,O
SZTJOLI,O,O,X,O,X,X,X,O,O
SZTOILJ,O,O,X,O,O,O,X,O,O
SZTOIJL,O,O,X,O,O,O,X,O,O
SZTOLIJ,O,O,X,O,O,O,X,O,O
SZTOLJI,O,O,X,O,O,O,X,O,O
SZTOJIL,O,O,X,O,O,O,X,O,O
SZTOJLI,O,O,X,O,O,O,X,O,O
SZITLJO,O,O,X,O,O,X,X,X,X
SZITLOJ,O,O,X,O,O,X,X,X,O
SZITJLO,O,O,X,O,O,X,X,X,X
SZITJOL,O,O,X,O,X,X,X,X,O
SZITOLJ,O,O,X,O,O,X,X,X,O
SZITOJL,O,O,X,O,O,X,X,X,O
SZILTJO,O,X,X,O,O,X,O,X,X
SZILTOJ,O,X,X,O,O,X,O,X,X
SZILJTO,O,X,X,O,O,O,O,X,X
SZILJOT,O,O,O,O,O,O,O,X,X
SZILOTJ,O,X,X,O,X,X,O,X,X
SZILOJT,O,O,O,O,O,O,O,X,X
SZIJTLO,O,O,X,O,X,X,X,X,X
SZIJTOL,O,O,X,O,X,X,X,X,X
SZIJLTO,O,X,X,O,O,O,O,X,X
SZIJLOT,O,O,O,O,O,O,O,X,X
SZIJOTL,O,X,X,X,X,X,X,X,X
SZIJOLT,O,O,X,O,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,O
SZIOTJL,O,X,X,X,X,X,X,X,O
SZIOLTJ,O,X,X,O,X,X,X,X,X
SZIOLJT,O,O,X,O,O,O,X,X,X
SZIOJTL,O,X,X,X,X,X,X,X,O
SZIOJLT,O,O,X,O,O,O,X,X,X
SZLTIJO,O,X,O,O,O,O,X,X,X
SZLTIOJ,O,X,O,O,O,O,X,X,O
SZLTJIO,O,X,O,O,O,O,X,X,X
SZLTJOI,O,X,O,O,X,X,X,X,X
SZLTOIJ,O,X,O,O,O,O,X,X,O
SZLTOJI,O,X,O,O,O,O,X,X,O
SZLITJO,O,X,X,O,O,X,O,X,X
SZLITOJ,O,X,X,O,O,X,O,X,X
SZLIJTO,O,X,X,O,O,O,O,X,X
SZLIJOT,O,O,O,O,O,O,O,X,X
SZLIOTJ,O,X,X,O,X,X,O,X,X
SZLIOJT,O,O,O,O,O,O,O,X,X
SZLJTIO,O,X,O,O,O,O,X,X,X
SZLJTOI,O,X,O,O,X,X,X,X,X
SZLJITO,O,X,X,O,O,O,O,X,X
SZLJIOT,O,O,O,O,O,O,O,X,X
SZLJOTI,O,O,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,O,X,O,X,X
SZLOTIJ,O,X,O,O,O,O,X,X,O
SZLOTJI,O,X,O,O,O,O,X,X,O
SZLOITJ,O,X,X,O,X,X,O,X,X
SZLOIJT,O,O,O,O,O,O,O,X,X
SZLOJTI,O,O,O,O,O,O,X,X,O
SZLOJIT,O,O,O,O,O,O,O,X,X
SZJTILO,O,O,O,O,O,O,X,O,X
SZJTIOL,O,O,X,O,X,X,X,O,O
SZJTLIO,O,O,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,X,X,X,O,X
SZJTOIL,O,O,X,O,X,X,X,O,O
SZJTOLI,O,O,X,O,X,X,X,X,O
SZJITLO,O,O,X,O,X,X,X,X,X
SZJITOL,O,O,X,O,X,X,X,X,X
SZJILTO,O,X,X,O,O,O,O,X,X
SZJILOT,O,O,O,O,O,O,O,X,X
SZJIOTL,O,X,X,X,X,X,X,X,X
SZJIOLT,O,O,X,O,X,X,X,X,X
SZJLTIO,O,X,O,O,O,O,X,X,X
SZJLTOI,O,X,O,O,X,X,X,X,X
SZJLITO,O,X,X,O,O,O,O,X,X
SZJLIOT,O,O,O,O,O,O,O,X,X
SZJLOTI,O,O,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,O,X,O,X,X
SZJOTIL,O,O,X,O,O,X,X,X,O
SZJOTLI,O,O,X,O,O,X,X,X,O
SZJOITL,O,X,X,X,X,X,X,X,O
SZJOILT,O,O,X,O,O,X,X,X,X
SZJOLTI,O,O,X,O,O,X,X,X,O
SZJOLIT,O,O,X,O,O,X,X,X,X
SZOTILJ,O,O,X,O,O,O,X,O,O
SZOTIJL,O,O,X,O,O,O,X,O,O
SZOTLIJ,O,O,X,O,O,O,X,O,O
SZOTLJI,O,O,X,O,O,O,X,O,O
SZOTJIL,O,O,X,O,O,O,X,O,O
SZOTJLI,O,O,X,O,O,O,X,O,O
SZOITLJ,O,X,X,X,X,X,X,X,O
SZOITJL,O,X,X,X,X,X,X,X,O
SZOILTJ,O,X,X,O,X,X,X,X,X
SZOILJT,O,O,X,O,O,O,X,X,X
SZOIJTL,O,X,X,X,X,X,X,X,O
SZOIJLT,O,O,X,O,O,O,X,X,X
SZOLTIJ,O,X,X,O,O,O,X,X,O
SZOLTJI,O,X,X,O,O,O,X,X,O
SZOLITJ,O,X,X,O,X,X,X,X,X
SZOLIJT,O,O,X,O,O,O,X,X,X
SZOLJTI,O,O,X,O,O,O,X,X,O
SZOLJIT,O,O,X,O,O,O,X,X,X
SZOJTIL,O,O,X,O,O,O,X,O,O
SZOJTLI,O,O,X,O,O,O,X,O,O
SZOJITL,O,X,X,X,X,X,X,X,O
SZOJILT,O,O,X,O,O,O,X,X,X
SZOJLTI,O,O,X,O,O,O,X,X,O
SZOJLIT,O,O,X,O,O,O,X,X,X
SOTILJZ,O,O,X,O,O,O,X,X,X
SOTILZJ,O,X,X,O,O,O,X,X,X
SOTIJLZ,O,O,X,O,O,O,X,X,X
SOTIJZL,O,X,X,X,O,O,X,O,O
SOTIZLJ,O,X,X,X,O,O,X,O,X
SOTIZJL,O,X,X,X,O,O,X,O,X
SOTLIJZ,O,O,X,O,O,O,X,O,X
SOTLIZJ,O,X,X,O,O,O,X,O,X
SOTLJIZ,O,O,X,O,O,O,X,O,X
SOTLJZI,O,O,X,O,O,O,X,O,O
SOTLZIJ,O,X,X,O,O,O,X,O,X
SOTLZJI,O,X,X,O,O,O,X,O,X
SOTJILZ,O,O,X,O,O,O,X,X,X
SOTJIZL,O,X,X,X,O,O,X,O,O
SOTJLIZ,O,O,X,O,O,O,X,O,X
SOTJLZI,O,O,X,O,O,O,X,O,O
SOTJZIL,O,O,X,X,O,O,X,O,O
SOTJZLI,O,O,X,X,O,O,X,O,O
SOTZILJ,O,O,X,X,O,O,X,O,O
SOTZIJL,O,O,X,X,O,O,X,O,O
SOTZLIJ,O,O,X,X,O,O,X,O,O
SOTZLJI,O,O,X,X,O,O,X,O,O
SOTZJIL,O,O,X,X,O,O,X,O,O
SOTZJLI,O,O,X,X,O,O,X,O,O
SOITLJZ,O,X,X,X,O,O,X,X,X
SOITLZJ,O,X,X,X,O,O,X,X,X
SOITJLZ,O,X,X,X,O,O,X,X,X
SOITJZL,O,X,X,X,O,O,X,O,O
SOITZLJ,O,X,X,X,O,O,X,O,X
SOITZJL,O,X,X,X,O,O,X,O,X
SOILTJZ,X,X,X,O,O,O,X,X,X
SOILTZJ,O,X,X,X,O,O,X,X,X
SOILJTZ,X,X,X,O,O,O,X,X,X
SOILJZT,O,X,X,O,O,O,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X,X
SOILZJT,O,X,X,O,O,O,X,X,X
SOIJTLZ,X,X,X,X,O,O,X,X,X
SOIJTZL,X,X,X,X,O,O,X,O,O
SOIJLTZ,X,X,X,O,O,O,X,X,X
SOIJLZT,O,X,X,O,O,O,X,X,X
SOIJZTL,O,X,X,X,X,X,X,X,O
SOIJZLT,O,X,X,X,O,O,X,X,X
SOIZTLJ,O,X,X,X,X,X,X,X,O
SOIZTJL,O,X,X,X,X,X,X,X,O
SOIZLTJ,O,X,X,X,X,X,X,X,X
SOIZLJT,O,X,X,X,O,O,X,X,X
SOIZJTL,O,X,X,X,X,X,X,X,O
SOIZJLT,O,X,X,X,O,O,X,X,X
SOLTIJZ,O,X,X,O,O,O,X,X,X
SOLTIZJ,O,X,X,O,O,O,X,X,X
SOLTJIZ,O,X,X,O,O,O,X,X,X
SOLTJZI,O,X,X,O,O,O,X,X,O
SOLTZIJ,O,X,X,O,O,O,X,X,X
SOLTZJI,O,X,X,O,O,O,X,X,X
SOLITJZ,X,X,X,O,O,O,X,X,X
SOLITZJ,O,X,X,O,O,O,X,X,X
SOLIJTZ,X,X,X,O,O,O,X,X,X
SOLIJZT,O,X,X,O,O,O,X,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,X
SOLIZJT,O,X,X,O,O,O,X,X,X
SOLJTIZ,X,X,X,O,O,O,X,X,X
SOLJTZI,X,X,X,O,O,O,X,X,O
SOLJITZ,X,X,X,O,O,O,X,X,X
SOLJIZT,O,X,X,O,O,O,X,X,X
SOLJZTI,O,X,X,O,O,O,X,X,O
SOLJZIT,O,X,X,O,O,O,X,X,X
SOLZTIJ,O,X,X,O,O,O,X,X,O
SOLZTJI,O,X,X,O,O,O,X,X,O
SOLZITJ,O,X,X,X,X,X,X,X,X
SOLZIJT,O,X,X,O,O,O,X,X,X
SOLZJTI,O,X,X,O,O,O,X,X,O
SOLZJIT,O,X,X,O,O,O,X,X,X
SOJTILZ,O,O,X,O,O,O,X,X,X
SOJTIZL,O,X,X,X,O,O,X,O,O
SOJTLIZ,O,O,X,O,O,O,X,O,X
SOJTLZI,O,O,X,O,O,O,X,O,O
SOJTZIL,O,O,X,X,O,O,X,O,O
SOJTZLI,O,O,X,X,O,O,X,O,O
SOJITLZ,X,X,X,X,O,O,X,X,X
SOJITZL,X,X,X,X,O,O,X,O,O
SOJILTZ,X,X,X,O,O,O,X,X,X
SOJILZT,O,X,X,O,O,O,X,X,X
SOJIZTL,O,X,X,X,X,X,X,X,O
SOJIZLT,O,X,X,X,O,O,X,X,X
SOJLTIZ,X,X,X,O,O,O,X,X,X
SOJLTZI,X,X,X,O,O,O,X,X,O
SOJLITZ,X,X,X,O,O,O,X,X,X
SOJLIZT,O,X,X,O,O,O,X,X,X
SOJLZTI,O,X,X,O,O,O,X,X,O
SOJLZIT,O,X,X,O,O,O,X,X,X
SOJZTIL,O,O,X,X,O,O,X,O,O
SOJZTLI,O,O,X,X,O,O,X,O,O
SOJZITL,O,X,X,X,X,X,X,X,O
SOJZILT,O,O,X,X,O,O,X,X,X
SOJZLTI,O,O,X,X,O,O,X,X,O
SOJZLIT,O,O,X,X,O,O,X,X,X
SOZTILJ,O,O,X,X,O,O,X,O,O
SOZTIJL,O,O,X,X,O,O,X,O,O
SOZTLIJ,O,O,X,X,O,O,X,O,O
SOZTLJI,O,O,X,X,O,O,X,O,O
SOZTJIL,O,O,X,X,O,O,X,O,O
SOZTJLI,O,O,X,X,O,O,X,O,O
SOZITLJ,O,X,X,X,X,X,X,X,O
SOZITJL,O,X,X,X,X,X,X,X,O
SOZILTJ,O,X,X,X,X,X,X,X,X
SOZILJT,O,O,X,X,O,O,X,X,X
SOZIJTL,O,X,X,X,X,X,X,X,O
SOZIJLT,O,O,X,X,O,O,X,X,X
SOZLTIJ,O,X,X,X,O,O,X,X,O
SOZLTJI,O,X,X,X,O,O,X,X,O
SOZLITJ,O,X,X,X,X,X,X,X,X
SOZLIJT,O,O,X,X,O,O,X,X,X
SOZLJTI,O,O,X,X,O,O,X,X,O
SOZLJIT,O,O,X,X,O,O,X,X,X
SOZJTIL,O,O,X,X,O,O,X,O,O
SOZJTLI,O,O,X,X,O,O,X,O,O
SOZJITL,O,X,X,X,X,X,X,X,O
SOZJILT,O,O,X,X,O,O,X,X,X
SOZJLTI,O,O,X,X,O,O,X,X,O
SOZJLIT,O,O,X,X,O,O,X,X,X
ZTILJSO,O,O,O,X,X,X,O,O,X
ZTILJOS,O,O,O,X,X,X,O,O,X
ZTILSJO,O,O,O,O,X,X,O,O,X
ZTILSOJ,O,O,O,O,X,X,O,O,O
ZTILOJS,O,O,O,X,X,X,O,O,O
ZTILOSJ,O,O,O,O,X,X,O,O,O
ZTIJLSO,O,O,O,X,X,X,O,O,X
ZTIJLOS,O,O,O,X,X,X,O,O,X
ZTIJSLO,O,O,O,X,O,O,X,O,X
ZTIJSOL,O,O,X,X,X,X,X,O,O
ZTIJOLS,O,O,O,X,X,X,X,O,O
ZTIJOSL,O,O,X,X,X,X,X,O,O
ZTISLJO,O,O,O,O,O,O,X,O,X
ZTISLOJ,O,O,O,O,O,O,X,O,O
ZTISJLO,O,O,O,O,O,O,X,O,X
ZTISJOL,O,O,X,X,X,X,X,O,O
ZTISOLJ,O,O,X,X,O,O,X,O,O
ZTISOJL,O,O,X,X,O,O,X,O,O
ZTIOLJS,O,O,O,X,X,X,X,O,O
ZTIOLSJ,O,O,O,X,X,X,X,O,O
ZTIOJLS,O,O,O,X,X,X,X,O,O
ZTIOJSL,O,O,X,X,O,O,X,O,O
ZTIOSLJ,O,O,X,X,O,O,X,O,O
ZTIOSJL,O,O,X,X,O,O,X,O,O
ZTLIJSO,O,O,O,X,X,X,O,O,X
ZTLIJOS,O,O,O,X,X,X,O,O,X
ZTLISJO,O,O,O,O,X,X,O,O,X
ZTLISOJ,O,O,O,O,X,X,O,O,O
ZTLIOJS,O,O,O,X,X,X,O,O,O
ZTLIOSJ,O,O,O,O,X,X,O,O,O
ZTLJISO,O,O,O,X,X,X,O,O,X
ZTLJIOS,O,O,O,X,X,X,O,O,X
ZTLJSIO,O,O,O,O,X,X,X,O,X
ZTLJSOI,O,O,O,O,X,X,X,O,X
ZTLJOIS,O,O,O,X,X,X,O,O,X
