sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
TZLIJSO,O,O,O,X,X,X,O,O,X
TZLIJOS,O,O,O,X,X,X,O,O,X
TZLISJO,O,O,O,O,X,X,O,O,X
TZLISOJ,O,O,O,O,X,X,O,O,O
TZLIOJS,O,O,O,X,X,X,O,O,O
TZLIOSJ,O,O,O,O,X,X,O,O,O
TZLJISO,O,O,O,X,X,X,O,O,X
TZLJIOS,O,O,O,X,X,X,O,O,X
TZLJSIO,O,O,O,O,X,X,X,O,X
TZLJSOI,O,O,O,O,X,X,X,O,X
TZLJOIS,O,O,O,X,X,X,O,O,X
TZLJOSI,O,O,O,O,X,X,X,O,X
TZLSIJO,O,O,O,O,X,X,X,O,X
TZLSIOJ,O,O,O,O,X,X,X,O,O
TZLSJIO,O,O,O,O,X,X,X,O,X
TZLSJOI,O,O,O,O,X,X,X,O,X
TZLSOIJ,O,O,O,O,X,X,X,O,O
TZLSOJI,O,O,O,O,X,X,X,O,O
TZLOIJS,O,O,O,X,X,X,O,O,O
TZLOISJ,O,O,O,O,X,X,O,O,O
TZLOJIS,O,O,O,X,X,X,O,O,O
TZLOJSI,O,O,O,O,X,X,X,O,O
TZLOSIJ,O,O,O,O,X,X,X,O,O
TZLOSJI,O,O,O,O,X,X,X,O,O
TZJILSO,O,O,O,X,X,X,O,O,X
TZJILOS,O,O,O,X,X,X,O,O,X
TZJISLO,O,O,O,X,O,O,X,O,X
TZJISOL,O,O,X,X,X,X,X,O,O
TZJIOLS,O,O,O,X,X,X,X,O,O
TZJIOSL,O,O,X,X,X,X,X,O,O
TZJLISO,O,O,O,X,X,X,O,O,X
TZJLIOS,O,O,O,X,X,X,O,O,X
TZJLSIO,O,O,O,O,X,X,X,O,X
TZJLSOI,O,O,O,O,X,X,X,O,X
TZJLOIS,O,O,O,X,X,X,O,O,X
TZJLOSI,O,O,O,O,X,X,X,O,X
TZJSILO,O,O,O,O,O,O,X,O,X
TZJSIOL,O,O,X,O,X,X,X,O,O
TZJSLIO,O,O,O,O,O,O,X,O,X
TZJSLOI,O,O,O,O,X,X,X,O,X
TZJSOIL,O,O,X,O,X,X,X,O,O
TZJSOLI,O,O,X,O,X,X,X,O,O
TZJOILS,O,O,O,X,X,X,X,O,O
TZJOISL,O,O,X,X,X,X,X,O,O
TZJOLIS,O,O,O,X,X,X,X,O,O
TZJOLSI,O,O,O,X,X,X,X,O,O
TZJOSIL,O,O,X,X,X,X,X,O,O
TZJOSLI,O,O,X,X,X,X,X,O,O
TZSILJO,O,O,O,O,O,O,X,O,X
TZSILOJ,O,O,O,O,O,O,X,O,O
TZSIJLO,O,O,O,O,O,O,X,O,X
TZSIJOL,O,O,X,O,X,X,X,O,O
TZSIOLJ,O,O,X,O,O,O,X,O,O
TZSIOJL,O,O,X,O,O,O,X,O,O
TZSLIJO,O,O,O,O,O,O,X,O,X
TZSLIOJ,O,O,O,O,O,O,X,O,O
TZSLJIO,O,O,O,O,O,O,X,O,X
TZSLJOI,O,O,O,O,X,X,X,O,X
TZSLOIJ,O,O,O,O,O,O,X,O,O
TZSLOJI,O,O,O,O,O,O,X,O,O
TZSJILO,O,O,O,O,O,O,X,O,X
TZSJIOL,O,O,X,O,X,X,X,O,O
TZSJLIO,O,O,O,O,O,O,X,O,X
TZSJLOI,O,O,O,O,X,X,X,O,X
TZSJOIL,O,O,X,O,X,X,X,O,O
TZSJOLI,O,O,X,O,X,X,X,O,O
TZSOILJ,O,O,X,O,O,O,X,O,O
TZSOIJL,O,O,X,O,O,O,X,O,O
TZSOLIJ,O,O,X,O,O,O,X,O,O
TZSOLJI,O,O,X,O,O,O,X,O,O
TZSOJIL,O,O,X,O,O,O,X,O,O
TZSOJLI,O,O,X,O,O,O,X,O,O
TZOILJS,O,O,O,X,X,X,X,O,O
TZOILSJ,O,O,O,X,X,X,X,O,O
TZOIJLS,O,O,O,X,X,X,X,O,O
TZOIJSL,O,O,X,X,O,O,X,O,O
TZOISLJ,O,O,X,X,O,O,X,O,O
TZOISJL,O,O,X,X,O,O,X,O,O
TZOLIJS,O,O,O,X,X,X,X,O,O
TZOLISJ,O,O,O,X,X,X,X,O,O
TZOLJIS,O,O,O,X,X,X,X,O,O
TZOLJSI,O,O,O,X,X,X,X,O,O
TZOLSIJ,O,O,O,X,X,X,X,O,O
TZOLSJI,O,O,O,X,X,X,X,O,O
TZOJILS,O,O,O,X,X,X,X,O,O
TZOJISL,O,O,X,X,O,O,X,O,O
TZOJLIS,O,O,O,X,X,X,X,O,O
TZOJLSI,O,O,O,X,X,X,X,O,O
TZOJSIL,O,O,X,X,O,O,X,O,O
TZOJSLI,O,O,X,X,O,O,X,O,O
TZOSILJ,O,O,X,X,O,O,X,O,O
TZOSIJL,O,O,X,X,O,O,X,O,O
TZOSLIJ,O,O,X,X,O,O,X,O,O
TZOSLJI,O,O,X,X,O,O,X,O,O
TZOSJIL,O,O,X,X,O,O,X,O,O
TZOSJLI,O,O,X,X,O,O,X,O,O
TOILJSZ,X,O,O,O,O,O,X,O,X
TOILJZS,O,O,O,X,X,X,X,O,X
TOILSJZ,X,O,O,O,O,O,X,O,X
TOILSZJ,O,X,O,O,O,O,X,O,X
TOILZJS,O,O,O,X,X,X,X,O,X
TOILZSJ,O,X,O,O,X,X,X,O,X
TOIJLSZ,X,O,O,X,O,O,X,O,X
TOIJLZS,O,O,O,X,X,X,X,O,X
TOIJSLZ,X,O,X,X,O,O,X,X,X
TOIJSZL,X,X,X,X,O,O,X,O,X
TOIJZLS,O,O,X,X,X,X,X,O,O
TOIJZSL,O,O,X,X,O,O,X,O,O
TOISLJZ,O,O,X,O,O,O,X,X,X
TOISLZJ,O,X,X,O,O,O,X,X,X
TOISJLZ,O,O,X,O,O,O,X,X,X
TOISJZL,O,X,X,X,O,O,X,O,X
TOISZLJ,O,X,X,X,O,O,X,O,X
TOISZJL,O,X,X,X,O,O,X,O,X
TOIZLJS,O,O,O,X,X,X,X,O,O
TOIZLSJ,O,O,O,X,X,X,X,O,O
TOIZJLS,O,O,O,X,X,X,X,O,O
TOIZJSL,O,O,X,X,O,O,X,O,O
TOIZSLJ,O,O,X,X,O,O,X,O,O
TOIZSJL,O,O,X,X,O,O,X,O,O
TOLIJSZ,X,O,O,O,O,O,X,O,X
TOLIJZS,O,O,O,X,X,X,X,O,X
TOLISJZ,X,O,O,O,O,O,X,O,X
TOLISZJ,O,X,O,O,O,O,X,O,X
TOLIZJS,O,O,O,X,X,X,X,O,X
TOLIZSJ,O,X,O,O,X,X,X,O,X
TOLJISZ,X,O,O,O,O,O,X,O,X
TOLJIZS,O,O,O,X,X,X,X,O,X
TOLJSIZ,X,O,O,O,O,O,X,O,X
TOLJSZI,X,O,X,O,O,O,X,O,X
TOLJZIS,O,O,O,X,X,X,X,O,X
TOLJZSI,O,O,O,X,X,X,X,O,X
TOLSIJZ,O,O,O,O,O,O,X,O,X
TOLSIZJ,O,X,O,O,O,O,X,O,X
TOLSJIZ,O,O,O,O,O,O,X,O,X
TOLSJZI,O,O,X,O,O,O,X,O,X
TOLSZIJ,O,X,O,O,O,O,X,O,X
TOLSZJI,O,X,O,O,O,O,X,O,X
TOLZIJS,O,O,O,X,X,X,X,O,X
TOLZISJ,O,O,O,O,X,X,X,O,X
TOLZJIS,O,O,O,X,X,X,X,O,X
TOLZJSI,O,O,O,X,X,X,X,O,X
TOLZSIJ,O,O,O,O,X,X,X,O,X
TOLZSJI,O,O,O,O,X,X,X,O,X
TOJILSZ,X,O,O,X,O,O,X,O,X
TOJILZS,O,O,O,X,X,X,X,O,X
TOJISLZ,X,O,X,X,O,O,X,X,X
TOJISZL,X,X,X,X,O,O,X,O,X
TOJIZLS,O,O,X,X,X,X,X,O,O
TOJIZSL,O,O,X,X,O,O,X,O,O
TOJLISZ,X,O,O,X,O,O,X,O,X
TOJLIZS,O,O,O,X,X,X,X,O,X
TOJLSIZ,X,O,O,X,O,O,X,O,X
TOJLSZI,X,O,X,X,O,O,X,O,X
TOJLZIS,O,O,O,X,X,X,X,O,X
TOJLZSI,O,O,X,X,X,X,X,O,X
TOJSILZ,O,O,X,X,O,O,X,X,X
TOJSIZL,O,X,X,X,O,O,X,O,O
TOJSLIZ,O,O,X,X,O,O,X,O,X
TOJSLZI,O,O,X,X,O,O,X,O,O
TOJSZIL,O,O,X,X,O,O,X,O,O
TOJSZLI,O,O,X,X,O,O,X,O,O
TOJZILS,O,O,X,X,X,X,X,O,O
TOJZISL,O,O,X,X,O,O,X,O,O
TOJZLIS,O,O,X,X,X,X,X,O,O
TOJZLSI,O,O,X,X,X,X,X,O,O
TOJZSIL,O,O,X,X,O,O,X,O,O
TOJZSLI,O,O,X,X,O,O,X,O,O
TOSILJZ,O,O,X,O,O,O,X,X,X
TOSILZJ,O,X,X,O,O,O,X,X,X
TOSIJLZ,O,O,X,O,O,O,X,X,X
TOSIJZL,O,X,X,X,O,O,X,O,O
TOSIZLJ,O,X,X,X,O,O,X,O,X
TOSIZJL,O,X,X,X,O,O,X,O,X
TOSLIJZ,O,O,X,O,O,O,X,O,X
TOSLIZJ,O,X,X,O,O,O,X,O,X
TOSLJIZ,O,O,X,O,O,O,X,O,X
TOSLJZI,O,O,X,O,O,O,X,O,O
TOSLZIJ,O,X,X,O,O,O,X,O,X
TOSLZJI,O,X,X,O,O,O,X,O,X
TOSJILZ,O,O,X,O,O,O,X,X,X
TOSJIZL,O,X,X,X,O,O,X,O,O
TOSJLIZ,O,O,X,O,O,O,X,O,X
TOSJLZI,O,O,X,O,O,O,X,O,O
TOSJZIL,O,O,X,X,O,O,X,O,O
TOSJZLI,O,O,X,X,O,O,X,O,O
TOSZILJ,O,O,X,X,O,O,X,O,O
TOSZIJL,O,O,X,X,O,O,X,O,O
TOSZLIJ,O,O,X,X,O,O,X,O,O
TOSZLJI,O,O,X,X,O,O,X,O,O
TOSZJIL,O,O,X,X,O,O,X,O,O
TOSZJLI,O,O,X,X,O,O,X,O,O
TOZILJS,O,O,O,X,X,X,X,O,O
TOZILSJ,O,O,O,X,X,X,X,O,O
TOZIJLS,O,O,O,X,X,X,X,O,O
TOZIJSL,O,O,X,X,O,O,X,O,O
TOZISLJ,O,O,X,X,O,O,X,O,O
TOZISJL,O,O,X,X,O,O,X,O,O
TOZLIJS,O,O,O,X,X,X,X,O,O
TOZLISJ,O,O,O,X,X,X,X,O,O
TOZLJIS,O,O,O,X,X,X,X,O,O
TOZLJSI,O,O,O,X,X,X,X,O,O
TOZLSIJ,O,O,O,X,X,X,X,O,O
TOZLSJI,O,O,O,X,X,X,X,O,O
TOZJILS,O,O,O,X,X,X,X,O,O
TOZJISL,O,O,X,X,O,O,X,O,O
TOZJLIS,O,O,O,X,X,X,X,O,O
TOZJLSI,O,O,O,X,X,X,X,O,O
TOZJSIL,O,O,X,X,O,O,X,O,O
TOZJSLI,O,O,X,X,O,O,X,O,O
TOZSILJ,O,O,X,X,O,O,X,O,O
TOZSIJL,O,O,X,X,O,O,X,O,O
TOZSLIJ,O,O,X,X,O,O,X,O,O
TOZSLJI,O,O,X,X,O,O,X,O,O
TOZSJIL,O,O,X,X,O,O,X,O,O
TOZSJLI,O,O,X,X,O,O,X,O,O
ITLJSZO,X,X,X,O,O,O,X,O,X
ITLJSOZ,X,O,O,O,O,O,X,X,X
ITLJZSO,O,X,O,X,X,X,O,O,X
ITLJZOS,O,O,O,X,X,X,O,O,X
ITLJOSZ,X,O,O,O,X,X,X,O,X
ITLJOZS,O,O,O,X,X,X,O,O,X
ITLSJZO,X,X,X,O,O,O,X,O,X
ITLSJOZ,X,O,O,O,O,O,X,X,X
ITLSZJO,O,X,O,O,O,O,X,O,X
ITLSZOJ,O,X,O,O,O,O,X,O,X
ITLSOJZ,X,O,O,O,O,O,X,O,X
ITLSOZJ,O,X,O,O,O,O,X,O,X
ITLZJSO,O,X,O,X,X,X,O,O,X
ITLZJOS,O,O,O,X,X,X,O,O,X
ITLZSJO,O,X,O,O,X,X,O,O,X
ITLZSOJ,O,X,O,O,X,X,O,O,X
ITLZOJS,O,O,O,X,X,X,O,O,X
ITLZOSJ,O,X,O,O,X,X,O,O,X
ITLOJSZ,X,O,O,O,O,O,X,O,X
ITLOJZS,O,O,O,X,X,X,O,O,X
ITLOSJZ,X,O,O,O,O,O,X,O,X
ITLOSZJ,O,X,O,O,O,O,X,O,X
ITLOZJS,O,O,O,X,X,X,O,O,X
ITLOZSJ,O,X,O,O,X,X,O,O,X
ITJLSZO,X,X,X,O,O,O,X,O,X
ITJLSOZ,X,O,O,O,O,O,X,X,X
ITJLZSO,O,X,O,X,X,X,O,O,X
ITJLZOS,O,O,O,X,X,X,O,O,X
ITJLOSZ,X,O,O,O,X,X,X,X,X
ITJLOZS,O,O,O,X,X,X,O,O,X
ITJSLZO,X,X,X,O,O,O,X,X,X
ITJSLOZ,X,O,O,O,O,O,X,X,X
ITJSZLO,X,X,X,O,O,O,X,O,X
ITJSZOL,X,X,X,X,X,X,X,O,X
ITJSOLZ,X,O,X,O,O,O,X,X,X
ITJSOZL,X,X,X,X,O,O,X,X,X
ITJZLSO,O,O,O,X,X,X,O,O,X
ITJZLOS,O,O,O,X,X,X,O,O,X
ITJZSLO,O,O,O,X,O,O,X,O,X
ITJZSOL,O,O,X,X,X,X,X,O,X
ITJZOLS,O,O,O,X,X,X,X,O,X
ITJZOSL,O,O,X,X,X,X,X,O,X
ITJOLSZ,X,O,O,X,O,O,X,X,X
ITJOLZS,O,O,O,X,X,X,X,O,X
ITJOSLZ,X,O,X,X,O,O,X,X,X
ITJOSZL,X,X,X,X,O,O,X,O,X
ITJOZLS,O,O,X,X,X,X,X,O,X
ITJOZSL,O,O,X,X,O,O,X,O,X
ITSLJZO,O,X,X,O,O,O,X,X,X
ITSLJOZ,O,O,O,O,O,O,X,X,X
ITSLZJO,O,X,O,O,O,O,X,X,X
ITSLZOJ,O,X,O,O,O,O,X,X,X
ITSLOJZ,O,O,O,O,O,O,X,X,X
ITSLOZJ,O,X,O,O,O,O,X,X,X
ITSJLZO,O,X,X,O,O,O,X,X,X
ITSJLOZ,O,O,O,O,O,O,X,X,X
ITSJZLO,O,X,X,O,O,O,X,O,X
ITSJZOL,O,X,X,X,X,X,X,O,X
ITSJOLZ,O,O,X,O,O,O,X,X,X
ITSJOZL,O,X,X,X,O,O,X,X,X
ITSZLJO,O,X,O,O,O,O,X,O,X
ITSZLOJ,O,X,O,O,O,O,X,O,X
ITSZJLO,O,X,O,O,O,O,X,O,X
ITSZJOL,O,X,X,X,X,X,X,O,X
ITSZOLJ,O,X,X,X,O,O,X,O,X
ITSZOJL,O,X,X,X,O,O,X,O,X
ITSOLJZ,O,O,X,O,O,O,X,X,X
ITSOLZJ,O,X,X,O,O,O,X,X,X
ITSOJLZ,O,O,X,O,O,O,X,X,X
ITSOJZL,O,X,X,X,O,O,X,O,X
ITSOZLJ,O,X,X,X,O,O,X,O,X
ITSOZJL,O,X,X,X,O,O,X,O,X
ITZLJSO,O,O,O,X,X,X,O,O,X
ITZLJOS,O,O,O,X,X,X,O,O,X
ITZLSJO,O,O,O,O,X,X,O,O,X
ITZLSOJ,O,O,O,O,X,X,O,O,O
ITZLOJS,O,O,O,X,X,X,O,O,O
ITZLOSJ,O,O,O,O,X,X,O,O,O
ITZJLSO,O,O,O,X,X,X,O,O,X
ITZJLOS,O,O,O,X,X,X,O,O,X
ITZJSLO,O,O,O,X,O,O,X,O,X
ITZJSOL,O,O,X,X,X,X,X,O,O
ITZJOLS,O,O,O,X,X,X,X,O,O
ITZJOSL,O,O,X,X,X,X,X,O,O
ITZSLJO,O,O,O,O,O,O,X,O,X
ITZSLOJ,O,O,O,O,O,O,X,O,O
ITZSJLO,O,O,O,O,O,O,X,O,X
ITZSJOL,O,O,X,X,X,X,X,O,O
ITZSOLJ,O,O,X,X,O,O,X,O,O
ITZSOJL,O,O,X,X,O,O,X,O,O
ITZOLJS,O,O,O,X,X,X,X,O,O
ITZOLSJ,O,O,O,X,X,X,X,O,O
ITZOJLS,O,O,O,X,X,X,X,O,O
ITZOJSL,O,O,X,X,O,O,X,O,O
ITZOSLJ,O,O,X,X,O,O,X,O,O
ITZOSJL,O,O,X,X,O,O,X,O,O
ITOLJSZ,X,O,O,O,O,O,X,O,X
ITOLJZS,O,O,O,X,X,X,X,O,X
ITOLSJZ,X,O,O,O,O,O,X,O,X
ITOLSZJ,O,X,O,O,O,O,X,O,X
ITOLZJS,O,O,O,X,X,X,X,O,X
ITOLZSJ,O,X,O,O,X,X,X,O,X
ITOJLSZ,X,O,O,X,O,O,X,O,X
ITOJLZS,O,O,O,X,X,X,X,O,X
ITOJSLZ,X,O,X,X,O,O,X,X,X
ITOJSZL,X,X,X,X,O,O,X,O,X
ITOJZLS,O,O,X,X,X,X,X,O,O
ITOJZSL,O,O,X,X,O,O,X,O,O
ITOSLJZ,O,O,X,O,O,O,X,X,X
ITOSLZJ,O,X,X,O,O,O,X,X,X
ITOSJLZ,O,O,X,O,O,O,X,X,X
ITOSJZL,O,X,X,X,O,O,X,O,X
ITOSZLJ,O,X,X,X,O,O,X,O,X
ITOSZJL,O,X,X,X,O,O,X,O,X
ITOZLJS,O,O,O,X,X,X,X,O,O
ITOZLSJ,O,O,O,X,X,X,X,O,O
ITOZJLS,O,O,O,X,X,X,X,O,O
ITOZJSL,O,O,X,X,O,O,X,O,O
ITOZSLJ,O,O,X,X,O,O,X,O,O
ITOZSJL,O,O,X,X,O,O,X,O,O
ILTJSZO,X,X,X,O,O,O,X,X,X
ILTJSOZ,X,O,O,O,O,O,X,X,X
ILTJZSO,O,X,O,X,X,X,O,O,X
ILTJZOS,O,O,O,X,X,X,O,X,X
ILTJOSZ,X,O,O,O,X,X,X,X,X
ILTJOZS,O,O,O,X,X,X,O,X,X
ILTSJZO,X,X,X,O,O,O,X,X,X
ILTSJOZ,X,O,O,O,O,O,X,X,X
ILTSZJO,O,X,O,O,O,O,X,X,X
ILTSZOJ,O,X,O,O,O,O,X,X,X
ILTSOJZ,X,O,O,O,O,O,X,X,X
ILTSOZJ,O,X,O,O,O,O,X,X,X
ILTZJSO,O,X,O,X,X,X,O,O,X
ILTZJOS,O,O,O,X,X,X,O,X,X
ILTZSJO,O,X,O,O,X,X,O,O,X
ILTZSOJ,O,X,O,O,X,X,O,O,X
ILTZOJS,O,O,O,X,X,X,O,O,X
ILTZOSJ,O,X,O,O,X,X,O,O,X
ILTOJSZ,X,O,O,O,O,O,X,X,X
ILTOJZS,O,O,O,X,X,X,O,O,X
ILTOSJZ,X,O,O,O,O,O,X,X,X
ILTOSZJ,O,X,O,O,O,O,X,X,X
ILTOZJS,O,O,O,X,X,X,O,O,X
ILTOZSJ,O,X,O,O,X,X,O,O,X
ILJTSZO,X,X,X,X,X,O,X,X,X
ILJTSOZ,X,O,O,X,X,O,X,X,X
ILJTZSO,X,X,O,X,X,X,O,O,X
ILJTZOS,X,O,O,X,X,X,O,X,X
ILJTOSZ,X,O,O,X,X,X,X,X,X
ILJTOZS,X,O,O,X,X,X,O,X,X
ILJSTZO,X,X,X,O,O,O,X,X,X
ILJSTOZ,X,X,X,O,O,O,X,X,X
ILJSZTO,X,X,X,X,O,O,O,X,X
ILJSZOT,X,X,X,O,O,O,O,X,X
ILJSOTZ,X,X,O,O,O,O,X,X,X
ILJSOZT,X,X,O,O,O,O,O,X,X
ILJZTSO,X,O,O,X,X,X,O,X,X
ILJZTOS,X,O,O,X,X,X,O,X,X
ILJZSTO,X,X,X,O,X,X,O,X,X
ILJZSOT,X,O,O,O,X,X,O,X,X
ILJZOTS,X,O,O,X,X,X,O,X,X
ILJZOST,X,O,O,O,X,X,O,X,X
ILJOTSZ,X,X,O,X,X,X,X,X,X
ILJOTZS,X,X,O,X,X,X,O,X,X
ILJOSTZ,X,X,O,O,X,X,X,X,X
ILJOSZT,X,X,O,O,X,X,O,X,X
ILJOZTS,X,X,O,X,X,X,O,X,X
ILJOZST,X,X,O,O,X,X,O,X,X
ILSTJZO,X,X,X,O,O,O,X,X,X
ILSTJOZ,X,X,O,O,O,O,X,X,X
ILSTZJO,O,X,O,O,O,X,X,X,X
ILSTZOJ,O,X,O,O,O,X,X,X,X
ILSTOJZ,X,X,O,O,O,O,X,X,X
ILSTOZJ,O,X,O,O,O,X,X,X,X
ILSJTZO,X,X,X,O,O,O,X,X,X
ILSJTOZ,X,X,X,O,O,O,X,X,X
ILSJZTO,O,X,X,X,O,O,O,X,X
ILSJZOT,O,X,X,O,O,O,O,X,X
ILSJOTZ,X,X,O,O,O,O,X,X,X
ILSJOZT,O,X,O,O,O,O,O,X,X
ILSZTJO,O,X,X,X,O,X,O,X,X
ILSZTOJ,O,X,X,X,O,X,O,X,X
ILSZJTO,O,X,X,X,O,O,O,X,X
ILSZJOT,O,X,O,O,O,O,O,X,X
ILSZOTJ,O,X,X,X,X,X,O,X,X
ILSZOJT,O,X,O,O,O,O,O,X,X
ILSOTJZ,X,X,O,O,O,O,X,X,X
ILSOTZJ,O,X,O,O,O,X,X,X,X
ILSOJTZ,X,X,O,O,O,O,X,X,X
ILSOJZT,O,X,O,O,O,O,O,X,X
ILSOZTJ,O,X,X,X,X,X,O,X,X
ILSOZJT,O,X,O,O,O,O,O,X,X
ILZTJSO,O,O,O,X,X,X,O,X,X
ILZTJOS,O,O,O,X,X,X,O,X,X
ILZTSJO,O,O,O,X,X,X,O,X,X
ILZTSOJ,O,O,O,X,X,X,O,X,O
ILZTOJS,O,O,O,X,X,X,O,X,O
ILZTOSJ,O,O,O,X,X,X,O,X,O
ILZJTSO,O,O,O,X,X,X,O,X,X
ILZJTOS,O,O,O,X,X,X,O,X,X
ILZJSTO,O,X,X,O,X,X,O,X,X
ILZJSOT,O,O,O,O,X,X,O,X,X
ILZJOTS,X,O,O,X,X,X,O,X,X
ILZJOST,X,O,O,O,X,X,O,X,X
ILZSTJO,O,X,X,O,X,X,O,X,X
ILZSTOJ,O,X,X,O,X,X,O,X,X
ILZSJTO,O,X,X,O,X,X,O,X,X
ILZSJOT,O,O,O,O,X,X,O,X,X
ILZSOTJ,O,X,X,O,X,X,O,X,X
ILZSOJT,O,O,O,O,X,X,O,X,X
ILZOTJS,X,O,O,X,X,X,O,X,O
ILZOTSJ,X,X,O,X,X,X,O,X,O
ILZOJTS,X,O,O,X,X,X,O,X,O
ILZOJST,X,O,O,O,X,X,O,X,X
ILZOSTJ,X,X,X,O,X,X,O,X,X
ILZOSJT,X,O,O,O,X,X,O,X,X
ILOTJSZ,X,X,O,O,X,O,X,X,X
ILOTJZS,X,X,O,X,X,X,O,O,X
ILOTSJZ,X,X,O,O,X,O,X,X,X
ILOTSZJ,X,X,O,O,X,O,X,X,X
ILOTZJS,X,X,O,X,X,X,O,O,X
ILOTZSJ,X,X,O,O,X,X,O,O,X
ILOJTSZ,X,X,O,X,X,O,X,X,X
ILOJTZS,X,X,O,X,X,X,O,O,X
ILOJSTZ,X,X,O,O,O,O,X,X,X
ILOJSZT,X,X,O,O,O,O,O,X,X
ILOJZTS,X,X,O,X,X,X,O,X,O
ILOJZST,X,X,O,O,X,X,O,X,X
ILOSTJZ,X,X,O,O,O,O,X,X,X
ILOSTZJ,X,X,O,O,X,X,X,X,X
ILOSJTZ,X,X,O,O,O,O,X,X,X
ILOSJZT,X,X,O,O,O,O,O,X,X
ILOSZTJ,X,X,X,X,X,X,O,X,X
ILOSZJT,X,X,O,O,O,O,O,X,X
ILOZTJS,X,X,O,X,X,X,O,X,O
ILOZTSJ,X,X,O,X,X,X,O,X,O
ILOZJTS,X,X,O,X,X,X,O,X,O
ILOZJST,X,X,O,O,X,X,O,X,X
ILOZSTJ,X,X,X,O,X,X,O,X,X
ILOZSJT,X,X,O,O,X,X,O,X,X
IJTLSZO,X,X,X,X,O,O,X,O,X
IJTLSOZ,X,O,O,X,O,O,X,X,X
IJTLZSO,O,X,O,X,X,X,O,O,X
IJTLZOS,O,O,O,X,X,X,O,O,X
IJTLOSZ,X,O,O,X,X,X,X,X,X
IJTLOZS,O,O,O,X,X,X,O,O,X
IJTSLZO,X,X,X,X,O,O,X,X,X
IJTSLOZ,X,O,O,X,O,O,X,X,X
IJTSZLO,X,X,X,X,O,O,X,O,X
IJTSZOL,X,X,X,X,X,X,X,O,X
IJTSOLZ,X,O,X,X,O,O,X,X,X
IJTSOZL,X,X,X,X,O,O,X,X,X
IJTZLSO,O,O,O,X,X,X,O,O,X
IJTZLOS,O,O,O,X,X,X,O,O,X
IJTZSLO,O,O,O,X,O,O,X,O,X
IJTZSOL,O,O,X,X,X,X,X,O,X
IJTZOLS,O,O,O,X,X,X,X,O,X
IJTZOSL,O,O,X,X,X,X,X,O,X
IJTOLSZ,X,O,O,X,O,O,X,X,X
IJTOLZS,O,O,O,X,X,X,X,O,X
IJTOSLZ,X,O,X,X,O,O,X,X,X
IJTOSZL,X,X,X,X,O,O,X,O,X
IJTOZLS,O,O,X,X,X,X,X,O,X
IJTOZSL,O,O,X,X,O,O,X,O,X
IJLTSZO,X,X,X,X,X,O,X,X,X
IJLTSOZ,X,O,O,X,X,O,X,X,X
IJLTZSO,X,X,O,X,X,X,O,O,X
IJLTZOS,X,O,O,X,X,X,O,X,X
IJLTOSZ,X,O,O,X,X,X,X,X,X
IJLTOZS,X,O,O,X,X,X,O,X,X
IJLSTZO,X,X,X,O,O,O,X,X,X
IJLSTOZ,X,X,X,O,O,O,X,X,X
IJLSZTO,X,X,X,X,O,O,O,X,X
IJLSZOT,X,X,X,O,O,O,O,X,X
IJLSOTZ,X,X,O,O,O,O,X,X,X
IJLSOZT,X,X,O,O,O,O,O,X,X
IJLZTSO,X,O,O,X,X,X,O,X,X
IJLZTOS,X,O,O,X,X,X,O,X,X
IJLZSTO,X,X,X,O,X,X,O,X,X
IJLZSOT,X,O,O,O,X,X,O,X,X
IJLZOTS,X,O,O,X,X,X,O,X,X
IJLZOST,X,O,O,O,X,X,O,X,X
IJLOTSZ,X,X,O,X,X,X,X,X,X
IJLOTZS,X,X,O,X,X,X,O,X,X
IJLOSTZ,X,X,O,O,X,X,X,X,X
IJLOSZT,X,X,O,O,X,X,O,X,X
IJLOZTS,X,X,O,X,X,X,O,X,X
IJLOZST,X,X,O,O,X,X,O,X,X
IJSTLZO,X,X,X,O,O,O,X,X,X
IJSTLOZ,X,O,X,O,O,O,X,X,X
IJSTZLO,X,X,X,O,O,O,X,O,X
IJSTZOL,X,X,X,X,X,X,X,O,X
IJSTOLZ,X,O,X,O,O,O,X,X,X
IJSTOZL,X,X,X,X,O,X,X,X,X
IJSLTZO,X,X,X,O,O,O,X,X,X
IJSLTOZ,X,X,X,O,O,O,X,X,X
IJSLZTO,O,X,X,X,O,O,O,X,X
IJSLZOT,O,X,X,O,O,O,O,X,X
IJSLOTZ,X,X,O,O,O,O,X,X,X
IJSLOZT,O,X,O,O,O,O,O,X,X
IJSZTLO,O,O,X,X,X,X,X,X,X
IJSZTOL,O,O,X,X,X,X,X,X,X
