sequence,v115@QhA8CeA8CeC8AeD8BeC8JeZEJvhFThBOnBXjBFlBCl?B0rB,v115@QhA8CeA8CeC8AeD8BeC8JeZEJvhFThBOnBXjBClBFl?B0rB,v115@QhA8CeA8CeC8AeD8BeC8JecFJvhFxhBXjBOpBimBlk?BzrB,v115@QhA8CeA8CeC8AeD8BeC8JeTAJvhFxhBXjB1pByrBOp?B0rB,v115@QhA8CeA8CeC8AeD8BeC8JeZEJvhFqkBTgBUiBFjBmr?B/rB,v115@QhA8CeA8CeC8AeD8BeC8JeTAJvhFFjBOpBxmB0kB/r?BasB,v115@QhA8CeA8CeC8AeD8BeC8JecFJvhFxhBXjBTkBmrBlr?BipB
ZOLTJSI,O,O,O,O,X,X,X
ZOLTSIJ,O,O,O,O,X,X,X
ZOLTSJI,O,O,O,O,X,X,X
ZOLITJS,O,O,O,O,O,X,X
ZOLITSJ,O,O,O,O,X,X,X
ZOLIJTS,O,O,O,X,O,X,X
ZOLIJST,O,O,O,X,O,X,X
ZOLISTJ,O,O,O,O,X,X,X
ZOLISJT,O,O,O,X,X,X,X
ZOLJTIS,O,O,O,X,O,X,O
ZOLJTSI,O,O,O,X,X,X,O
ZOLJITS,O,O,O,X,O,X,X
ZOLJIST,O,O,O,X,O,X,X
ZOLJSTI,O,O,O,X,X,X,O
ZOLJSIT,O,O,O,X,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X
ZOLSTJI,O,O,O,O,X,X,X
ZOLSITJ,O,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,O
ZOLSJIT,O,O,O,X,X,X,X
ZOJTILS,O,O,X,X,X,O,O
ZOJTISL,O,O,X,X,X,O,O
ZOJTLIS,O,O,O,X,O,X,O
ZOJTLSI,O,O,O,X,X,X,O
ZOJTSIL,O,O,X,X,X,X,O
ZOJTSLI,O,O,O,X,X,X,O
ZOJITLS,O,O,X,X,X,O,O
ZOJITSL,O,O,X,X,X,O,O
ZOJILTS,O,O,O,X,X,X,X
ZOJILST,O,O,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X,O
ZOJISLT,O,O,O,X,X,X,X
ZOJLTIS,O,O,O,X,O,X,O
ZOJLTSI,O,O,O,X,X,X,O
ZOJLITS,O,O,O,X,O,X,X
ZOJLIST,O,O,O,X,O,X,X
ZOJLSTI,O,O,O,X,X,X,O
ZOJLSIT,O,O,O,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,O
ZOJSTLI,O,O,O,X,X,X,O
ZOJSITL,O,O,X,X,X,X,O
ZOJSILT,O,O,O,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,O
ZOJSLIT,O,O,O,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,X
ZOSTLIJ,O,O,O,O,X,X,X
ZOSTLJI,O,O,O,O,X,X,X
ZOSTJIL,O,O,X,X,X,X,O
ZOSTJLI,O,O,O,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,X
ZOSITJL,O,O,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,O
ZOSIJLT,O,O,O,X,X,X,X
ZOSLTIJ,O,O,O,O,X,X,X
ZOSLTJI,O,O,O,O,X,X,X
ZOSLITJ,O,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,O
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,O,O,X,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,O
ZOSJITL,O,O,X,X,X,X,O
ZOSJILT,O,O,O,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,O
ZOSJLIT,O,O,O,X,X,X,X
OTILJSZ,X,X,X,O,O,O,X
OTILJZS,X,X,X,O,O,O,X
OTILSJZ,X,X,X,O,O,X,X
OTILSZJ,X,X,X,O,X,X,X
OTILZJS,X,X,X,O,O,X,X
OTILZSJ,X,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,O,O,X
OTIJLZS,X,X,X,X,O,O,X
OTIJSLZ,X,X,X,X,X,O,X
OTIJSZL,X,X,X,X,X,O,X
OTIJZLS,X,X,X,X,X,O,X
OTIJZSL,X,X,X,X,X,O,X
OTISLJZ,X,X,X,O,X,X,X
OTISLZJ,X,X,X,O,X,X,X
OTISJLZ,X,X,X,X,X,O,X
OTISJZL,O,X,X,X,X,O,X
OTISZLJ,O,X,X,X,X,X,X
OTISZJL,O,X,X,X,X,X,X
OTIZLJS,O,X,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,X
OTIZJLS,O,X,X,X,X,O,X
OTIZJSL,O,X,X,X,X,O,X
OTIZSLJ,O,X,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X,X
OTLIJSZ,X,X,O,O,O,O,X
OTLIJZS,X,X,O,O,O,O,X
OTLISJZ,X,X,O,O,O,X,X
OTLISZJ,X,X,O,O,X,X,X
OTLIZJS,X,X,O,O,O,X,X
OTLIZSJ,X,X,O,O,X,X,X
OTLJISZ,X,X,O,O,O,O,X
OTLJIZS,X,X,O,O,O,O,X
OTLJSIZ,X,X,O,O,O,X,X
OTLJSZI,X,X,O,O,X,X,X
OTLJZIS,X,X,O,O,O,X,X
OTLJZSI,X,X,O,O,X,X,X
OTLSIJZ,X,X,O,O,O,X,X
OTLSIZJ,X,X,O,O,X,X,X
OTLSJIZ,X,X,O,O,O,X,X
OTLSJZI,X,X,O,O,X,X,X
OTLSZIJ,X,X,O,O,X,X,X
OTLSZJI,X,X,O,O,X,X,X
OTLZIJS,X,X,O,O,O,X,X
OTLZISJ,X,X,O,O,X,X,X
OTLZJIS,X,X,O,O,O,X,X
OTLZJSI,X,X,O,O,X,X,X
OTLZSIJ,X,X,O,O,X,X,X
OTLZSJI,X,X,O,O,X,X,X
OTJILSZ,X,X,X,X,O,O,X
OTJILZS,X,X,X,X,O,O,X
OTJISLZ,X,X,X,X,X,O,X
OTJISZL,X,X,X,X,X,O,X
OTJIZLS,X,X,X,X,X,O,X
OTJIZSL,X,X,X,X,X,O,X
OTJLISZ,X,X,O,O,O,O,X
OTJLIZS,X,X,O,O,O,O,X
OTJLSIZ,X,X,O,O,O,X,X
OTJLSZI,X,X,O,O,X,X,X
OTJLZIS,X,X,O,O,O,X,X
OTJLZSI,X,X,O,O,X,X,X
OTJSILZ,X,X,X,X,X,O,X
OTJSIZL,X,X,X,X,X,O,X
OTJSLIZ,X,X,O,O,O,X,X
OTJSLZI,X,X,O,O,X,X,X
OTJSZIL,X,X,X,X,X,X,O
OTJSZLI,X,X,O,X,X,X,O
OTJZILS,X,X,X,X,X,O,O
OTJZISL,X,X,X,X,X,O,O
OTJZLIS,X,X,O,X,O,X,O
OTJZLSI,X,X,O,X,X,X,O
OTJZSIL,X,X,X,X,X,X,O
OTJZSLI,X,X,O,X,X,X,O
OTSILJZ,X,X,X,O,X,X,X
OTSILZJ,X,X,X,O,X,X,X
OTSIJLZ,X,X,X,X,X,O,X
OTSIJZL,O,X,X,X,X,O,X
OTSIZLJ,O,X,X,X,X,X,X
OTSIZJL,O,X,X,X,X,X,X
OTSLIJZ,X,X,O,O,O,X,X
OTSLIZJ,X,X,O,O,X,X,X
OTSLJIZ,X,X,O,O,O,X,X
OTSLJZI,X,X,O,O,X,X,X
OTSLZIJ,X,X,O,O,X,X,X
OTSLZJI,X,X,O,O,X,X,X
OTSJILZ,X,X,X,X,X,O,X
OTSJIZL,O,X,X,X,X,O,X
OTSJLIZ,X,X,O,O,O,X,X
OTSJLZI,X,X,O,O,X,X,X
OTSJZIL,O,X,X,X,X,X,O
OTSJZLI,O,X,O,X,X,X,O
OTSZILJ,O,X,X,X,X,X,X
OTSZIJL,O,X,X,X,X,X,X
OTSZLIJ,O,X,O,O,X,X,X
OTSZLJI,O,X,O,O,X,X,X
OTSZJIL,O,X,X,X,X,X,O
OTSZJLI,O,X,O,X,X,X,O
OTZILJS,O,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X,X
OTZIJLS,O,X,X,X,X,O,X
OTZIJSL,O,X,X,X,X,O,X
OTZISLJ,O,X,X,X,X,X,X
OTZISJL,O,X,X,X,X,X,X
OTZLIJS,O,X,O,O,O,X,X
OTZLISJ,O,X,O,O,X,X,X
OTZLJIS,O,X,O,O,O,X,X
OTZLJSI,O,X,O,O,X,X,X
OTZLSIJ,O,X,O,O,X,X,X
OTZLSJI,O,X,O,O,X,X,X
OTZJILS,O,X,X,X,X,O,O
OTZJISL,O,X,X,X,X,O,O
OTZJLIS,O,X,O,X,O,X,O
OTZJLSI,O,X,O,X,X,X,O
OTZJSIL,O,X,X,X,X,X,O
OTZJSLI,O,X,O,X,X,X,O
OTZSILJ,O,X,X,X,X,X,X
OTZSIJL,O,X,X,X,X,X,X
OTZSLIJ,O,X,O,O,X,X,X
OTZSLJI,O,X,O,O,X,X,X
OTZSJIL,O,X,X,X,X,X,O
OTZSJLI,O,X,O,X,X,X,O
OITLJSZ,X,X,X,O,O,O,X
OITLJZS,X,X,X,O,O,O,X
OITLSJZ,X,X,X,O,O,X,X
OITLSZJ,X,X,X,O,X,X,X
OITLZJS,X,X,X,O,O,X,X
OITLZSJ,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,O,O,X
OITJLZS,X,X,X,X,O,O,X
OITJSLZ,X,X,X,X,X,O,X
OITJSZL,X,X,X,X,X,O,X
OITJZLS,X,X,X,X,X,O,X
OITJZSL,X,X,X,X,X,O,X
OITSLJZ,X,X,X,O,X,X,X
OITSLZJ,X,X,X,O,X,X,X
OITSJLZ,X,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,O,X
OITSZLJ,O,X,X,X,X,X,X
OITSZJL,O,X,X,X,X,X,X
OITZLJS,O,X,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X,X
OITZJLS,O,X,X,X,X,O,X
OITZJSL,O,X,X,X,X,O,X
OITZSLJ,O,X,X,X,X,X,X
OITZSJL,O,X,X,X,X,X,X
OILTJSZ,X,X,O,O,O,O,X
OILTJZS,X,X,O,O,O,O,X
OILTSJZ,X,X,O,O,O,X,X
OILTSZJ,X,X,O,O,X,X,X
OILTZJS,X,X,O,O,O,X,X
OILTZSJ,X,X,O,O,X,X,X
OILJTSZ,X,X,O,O,O,O,X
OILJTZS,X,X,O,O,O,O,X
OILJSTZ,X,X,O,O,O,X,X
OILJSZT,X,X,O,X,O,X,X
OILJZTS,X,X,O,X,O,X,X
OILJZST,X,X,O,X,O,X,X
OILSTJZ,X,X,O,O,O,X,X
OILSTZJ,X,X,O,O,X,X,X
OILSJTZ,X,X,O,O,O,X,X
OILSJZT,X,O,O,X,O,X,X
OILSZTJ,X,O,O,O,X,X,X
OILSZJT,X,O,O,X,X,X,X
OILZTJS,X,O,O,O,O,X,X
OILZTSJ,X,O,O,O,X,X,X
OILZJTS,X,O,O,X,O,X,X
OILZJST,X,O,O,X,O,X,X
OILZSTJ,X,O,O,O,X,X,X
OILZSJT,X,O,O,X,X,X,X
OIJTLSZ,X,X,X,X,O,O,X
OIJTLZS,X,X,X,X,O,O,X
OIJTSLZ,X,X,X,X,X,O,X
OIJTSZL,X,X,X,X,X,O,X
OIJTZLS,X,X,X,X,X,O,X
OIJTZSL,X,X,X,X,X,O,X
OIJLTSZ,X,X,O,X,O,O,X
OIJLTZS,X,X,O,X,O,O,X
OIJLSTZ,X,X,O,X,O,X,X
OIJLSZT,X,X,O,X,O,X,X
OIJLZTS,X,X,O,X,O,X,X
OIJLZST,X,X,O,X,O,X,X
OIJSTLZ,X,X,X,X,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,X,X,O,X,X,X,X
OIJSLZT,X,X,O,X,X,X,X
OIJSZTL,X,X,X,X,X,X,O
OIJSZLT,X,X,O,X,X,X,X
OIJZTLS,X,X,X,X,X,O,O
OIJZTSL,X,X,X,X,X,O,O
OIJZLTS,X,X,O,X,X,X,X
OIJZLST,X,X,O,X,X,X,X
OIJZSTL,X,X,X,X,X,X,O
OIJZSLT,X,X,O,X,X,X,X
OISTLJZ,X,X,X,O,X,X,X
OISTLZJ,X,X,X,O,X,X,X
OISTJLZ,X,X,X,X,X,O,X
OISTJZL,O,X,X,X,X,O,X
OISTZLJ,O,X,X,X,X,X,X
OISTZJL,O,X,X,X,X,X,X
OISLTJZ,X,X,O,O,X,X,X
OISLTZJ,X,X,O,O,X,X,X
OISLJTZ,X,X,O,O,X,X,X
OISLJZT,X,O,O,X,X,X,X
OISLZTJ,X,O,O,O,X,X,X
OISLZJT,X,O,O,X,X,X,X
OISJTLZ,X,X,X,X,X,O,X
OISJTZL,O,X,X,X,X,O,X
OISJLTZ,X,X,O,X,X,X,X
OISJLZT,X,O,O,X,X,X,X
OISJZTL,X,X,X,X,X,X,O
OISJZLT,X,X,O,X,X,X,X
OISZTLJ,O,O,X,X,X,X,X
OISZTJL,O,O,X,X,X,X,X
OISZLTJ,O,O,O,X,X,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,X,X,X,X,O
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,O,X,X,X,X,X
OIZTLSJ,O,O,X,X,X,X,X
OIZTJLS,O,O,X,X,X,O,X
OIZTJSL,O,O,X,X,X,O,X
OIZTSLJ,O,O,X,X,X,X,X
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,O,O,O,X,X,X,X
OIZLJTS,O,O,O,X,X,X,X
OIZLJST,O,O,O,X,X,X,X
OIZLSTJ,O,O,O,X,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,X,X,X,O,O
OIZJTSL,O,O,X,X,X,O,O
OIZJLTS,O,O,O,X,X,X,X
OIZJLST,O,O,O,X,X,X,X
OIZJSTL,O,O,X,X,X,X,O
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,X,X,X
OIZSTJL,O,O,X,X,X,X,X
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,O,X,X,X,X,O
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,X,X,O,O,O,O,X
OLTIJZS,X,X,O,O,O,O,X
OLTISJZ,X,X,O,O,O,X,X
OLTISZJ,X,X,O,O,X,X,X
OLTIZJS,X,X,O,O,O,X,X
OLTIZSJ,X,X,O,O,X,X,X
OLTJISZ,X,X,O,O,O,O,X
OLTJIZS,X,X,O,O,O,O,X
OLTJSIZ,X,X,O,O,O,X,X
OLTJSZI,X,X,O,O,X,X,X
OLTJZIS,X,X,O,O,O,X,X
OLTJZSI,X,X,O,O,X,X,X
OLTSIJZ,X,X,O,O,O,X,X
OLTSIZJ,X,X,O,O,X,X,X
OLTSJIZ,X,X,O,O,O,X,X
OLTSJZI,X,X,O,O,X,X,X
OLTSZIJ,X,X,O,O,X,X,X
OLTSZJI,X,X,O,O,X,X,X
OLTZIJS,X,X,O,O,O,X,X
OLTZISJ,X,X,O,O,X,X,X
OLTZJIS,X,X,O,O,O,X,X
OLTZJSI,X,X,O,O,X,X,X
OLTZSIJ,X,X,O,O,X,X,X
OLTZSJI,X,X,O,O,X,X,X
OLITJSZ,X,X,O,O,O,O,X
OLITJZS,X,X,O,O,O,O,X
OLITSJZ,X,X,O,O,O,X,X
OLITSZJ,X,X,O,O,X,X,X
OLITZJS,X,X,O,O,O,X,X
OLITZSJ,X,X,O,O,X,X,X
OLIJTSZ,X,X,O,O,O,O,X
OLIJTZS,X,X,O,O,O,O,X
OLIJSTZ,X,X,O,O,O,X,X
OLIJSZT,X,X,O,X,O,X,X
OLIJZTS,X,X,O,X,O,X,X
OLIJZST,X,X,O,X,O,X,X
OLISTJZ,X,X,O,O,O,X,X
OLISTZJ,X,X,O,O,X,X,X
OLISJTZ,X,X,O,O,O,X,X
OLISJZT,X,O,O,X,O,X,X
OLISZTJ,X,O,O,O,X,X,X
OLISZJT,X,O,O,X,X,X,X
OLIZTJS,X,O,O,O,O,X,X
OLIZTSJ,X,O,O,O,X,X,X
OLIZJTS,X,O,O,X,O,X,X
OLIZJST,X,O,O,X,O,X,X
OLIZSTJ,X,O,O,O,X,X,X
OLIZSJT,X,O,O,X,X,X,X
OLJTISZ,X,X,O,O,O,O,X
OLJTIZS,X,X,O,O,O,O,X
OLJTSIZ,X,X,O,O,O,X,X
OLJTSZI,X,X,O,O,X,X,X
OLJTZIS,X,X,O,O,O,X,X
OLJTZSI,X,X,O,O,X,X,X
OLJITSZ,X,X,O,O,O,O,X
OLJITZS,X,X,O,O,O,O,X
OLJISTZ,X,X,O,O,O,X,X
OLJISZT,X,X,O,X,O,X,X
OLJIZTS,X,X,O,X,O,X,X
OLJIZST,X,X,O,X,O,X,X
OLJSTIZ,X,X,O,O,O,X,X
OLJSTZI,X,X,O,O,X,X,X
OLJSITZ,X,X,O,O,O,X,X
OLJSIZT,X,X,O,X,O,X,X
OLJSZTI,X,X,O,X,X,X,O
OLJSZIT,X,X,O,X,X,X,X
OLJZTIS,X,X,O,X,O,X,O
OLJZTSI,X,X,O,X,X,X,O
OLJZITS,X,X,O,X,O,X,X
OLJZIST,X,X,O,X,O,X,X
OLJZSTI,X,X,O,X,X,X,O
OLJZSIT,X,X,O,X,X,X,X
OLSTIJZ,X,X,O,O,O,X,X
OLSTIZJ,X,X,O,O,X,X,X
OLSTJIZ,X,X,O,O,O,X,X
OLSTJZI,X,X,O,O,X,X,X
OLSTZIJ,X,X,O,O,X,X,X
OLSTZJI,X,X,O,O,X,X,X
OLSITJZ,X,X,O,O,O,X,X
OLSITZJ,X,X,O,O,X,X,X
OLSIJTZ,X,X,O,O,O,X,X
OLSIJZT,X,O,O,X,O,X,X
OLSIZTJ,X,O,O,O,X,X,X
OLSIZJT,X,O,O,X,X,X,X
OLSJTIZ,X,X,O,O,O,X,X
OLSJTZI,X,X,O,O,X,X,X
OLSJITZ,X,X,O,O,O,X,X
OLSJIZT,X,O,O,X,O,X,X
OLSJZTI,X,O,O,X,X,X,O
OLSJZIT,X,O,O,X,X,X,X
OLSZTIJ,X,O,O,O,X,X,X
OLSZTJI,X,O,O,O,X,X,X
OLSZITJ,X,O,O,O,X,X,X
OLSZIJT,X,O,O,X,X,X,X
OLSZJTI,X,O,O,X,X,X,O
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,X,O,O,O,O,X,X
OLZTISJ,X,O,O,O,X,X,X
OLZTJIS,X,O,O,O,O,X,X
OLZTJSI,X,O,O,O,X,X,X
OLZTSIJ,X,O,O,O,X,X,X
OLZTSJI,X,O,O,O,X,X,X
OLZITJS,X,O,O,O,O,X,X
OLZITSJ,X,O,O,O,X,X,X
OLZIJTS,X,O,O,X,O,X,X
OLZIJST,X,O,O,X,O,X,X
OLZISTJ,X,O,O,O,X,X,X
OLZISJT,X,O,O,X,X,X,X
OLZJTIS,X,O,O,X,O,X,O
OLZJTSI,X,O,O,X,X,X,O
OLZJITS,X,O,O,X,O,X,X
OLZJIST,X,O,O,X,O,X,X
OLZJSTI,X,O,O,X,X,X,O
OLZJSIT,X,O,O,X,X,X,X
OLZSTIJ,X,O,O,O,X,X,X
OLZSTJI,X,O,O,O,X,X,X
OLZSITJ,X,O,O,O,X,X,X
OLZSIJT,X,O,O,X,X,X,X
OLZSJTI,X,O,O,X,X,X,O
OLZSJIT,X,O,O,X,X,X,X
OJTILSZ,X,X,X,X,O,O,X
OJTILZS,X,X,X,X,O,O,X
OJTISLZ,X,X,X,X,X,O,X
OJTISZL,X,X,X,X,X,O,X
OJTIZLS,X,X,X,X,X,O,X
OJTIZSL,X,X,X,X,X,O,X
OJTLISZ,X,X,O,O,O,O,X
OJTLIZS,X,X,O,O,O,O,X
OJTLSIZ,X,X,O,O,O,X,X
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,O,O,O,X,X
OJTLZSI,X,X,O,O,X,X,X
OJTSILZ,X,X,X,X,X,O,X
OJTSIZL,X,X,X,X,X,O,X
OJTSLIZ,X,X,O,O,O,X,X
OJTSLZI,X,X,O,O,X,X,X
OJTSZIL,X,X,X,X,X,X,O
OJTSZLI,X,X,O,X,X,X,O
OJTZILS,X,X,X,X,X,O,O
OJTZISL,X,X,X,X,X,O,O
OJTZLIS,X,X,O,X,O,X,O
OJTZLSI,X,X,O,X,X,X,O
OJTZSIL,X,X,X,X,X,X,O
OJTZSLI,X,X,O,X,X,X,O
OJITLSZ,X,X,X,X,O,O,X
OJITLZS,X,X,X,X,O,O,X
OJITSLZ,X,X,X,X,X,O,X
OJITSZL,X,X,X,X,X,O,X
OJITZLS,X,X,X,X,X,O,X
OJITZSL,X,X,X,X,X,O,X
OJILTSZ,X,X,O,X,O,O,X
OJILTZS,X,X,O,X,O,O,X
OJILSTZ,X,X,O,X,O,X,X
OJILSZT,X,X,O,X,O,X,X
OJILZTS,X,X,O,X,O,X,X
OJILZST,X,X,O,X,O,X,X
OJISTLZ,X,X,X,X,X,O,X
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,X,X,O,X,X,X,X
OJISLZT,X,X,O,X,X,X,X
OJISZTL,X,X,X,X,X,X,O
OJISZLT,X,X,O,X,X,X,X
OJIZTLS,X,X,X,X,X,O,O
OJIZTSL,X,X,X,X,X,O,O
OJIZLTS,X,X,O,X,X,X,X
OJIZLST,X,X,O,X,X,X,X
OJIZSTL,X,X,X,X,X,X,O
OJIZSLT,X,X,O,X,X,X,X
OJLTISZ,X,X,O,O,O,O,X
OJLTIZS,X,X,O,O,O,O,X
OJLTSIZ,X,X,O,O,O,X,X
OJLTSZI,X,X,O,O,X,X,X
OJLTZIS,X,X,O,O,O,X,X
OJLTZSI,X,X,O,O,X,X,X
OJLITSZ,X,X,O,O,O,O,X
OJLITZS,X,X,O,O,O,O,X
OJLISTZ,X,X,O,O,O,X,X
OJLISZT,X,X,O,X,O,X,X
OJLIZTS,X,X,O,X,O,X,X
OJLIZST,X,X,O,X,O,X,X
OJLSTIZ,X,X,O,O,O,X,X
OJLSTZI,X,X,O,O,X,X,X
OJLSITZ,X,X,O,O,O,X,X
OJLSIZT,X,X,O,X,O,X,X
OJLSZTI,X,X,O,X,X,X,O
OJLSZIT,X,X,O,X,X,X,X
OJLZTIS,X,X,O,X,O,X,O
OJLZTSI,X,X,O,X,X,X,O
OJLZITS,X,X,O,X,O,X,X
OJLZIST,X,X,O,X,O,X,X
OJLZSTI,X,X,O,X,X,X,O
OJLZSIT,X,X,O,X,X,X,X
OJSTILZ,X,X,X,X,X,O,X
OJSTIZL,X,X,X,X,X,O,X
OJSTLIZ,X,X,O,O,O,X,X
OJSTLZI,X,X,O,O,X,X,X
OJSTZIL,X,X,X,X,X,X,O
OJSTZLI,X,X,O,X,X,X,O
OJSITLZ,X,X,X,X,X,O,X
OJSITZL,X,X,X,X,X,O,X
OJSILTZ,X,X,O,X,X,X,X
OJSILZT,X,X,O,X,X,X,X
OJSIZTL,X,X,X,X,X,X,O
OJSIZLT,X,X,O,X,X,X,X
OJSLTIZ,X,X,O,O,O,X,X
OJSLTZI,X,X,O,O,X,X,X
OJSLITZ,X,X,O,O,O,X,X
OJSLIZT,X,X,O,X,O,X,X
OJSLZTI,X,X,O,X,X,X,O
OJSLZIT,X,X,O,X,X,X,X
OJSZTIL,X,X,X,X,X,X,O
OJSZTLI,X,X,O,X,X,X,O
OJSZITL,X,X,X,X,X,X,O
OJSZILT,X,X,O,X,X,X,X
OJSZLTI,X,X,O,X,X,X,O
OJSZLIT,X,X,O,X,X,X,X
OJZTILS,X,X,X,X,X,O,O
OJZTISL,X,X,X,X,X,O,O
OJZTLIS,X,X,O,X,O,X,O
OJZTLSI,X,X,O,X,X,X,O
OJZTSIL,X,X,X,X,X,X,O
OJZTSLI,X,X,O,X,X,X,O
OJZITLS,X,X,X,X,X,O,O
OJZITSL,X,X,X,X,X,O,O
OJZILTS,X,X,O,X,X,X,X
OJZILST,X,X,O,X,X,X,X
OJZISTL,X,X,X,X,X,X,O
OJZISLT,X,X,O,X,X,X,X
OJZLTIS,X,X,O,X,O,X,O
OJZLTSI,X,X,O,X,X,X,O
OJZLITS,X,X,O,X,O,X,X
OJZLIST,X,X,O,X,O,X,X
OJZLSTI,X,X,O,X,X,X,O
OJZLSIT,X,X,O,X,X,X,X
OJZSTIL,X,X,X,X,X,X,O
OJZSTLI,X,X,O,X,X,X,O
OJZSITL,X,X,X,X,X,X,O
OJZSILT,X,X,O,X,X,X,X
OJZSLTI,X,X,O,X,X,X,O
OJZSLIT,X,X,O,X,X,X,X
OSTILJZ,X,X,X,O,X,X,X
OSTILZJ,X,X,X,O,X,X,X
OSTIJLZ,X,X,X,X,X,O,X
OSTIJZL,O,X,X,X,X,O,X
OSTIZLJ,O,X,X,X,X,X,X
OSTIZJL,O,X,X,X,X,X,X
OSTLIJZ,X,X,O,O,O,X,X
OSTLIZJ,X,X,O,O,X,X,X
OSTLJIZ,X,X,O,O,O,X,X
OSTLJZI,X,X,O,O,X,X,X
OSTLZIJ,X,X,O,O,X,X,X
OSTLZJI,X,X,O,O,X,X,X
OSTJILZ,X,X,X,X,X,O,X
OSTJIZL,O,X,X,X,X,O,X
OSTJLIZ,X,X,O,O,O,X,X
OSTJLZI,X,X,O,O,X,X,X
OSTJZIL,O,X,X,X,X,X,O
OSTJZLI,O,X,O,X,X,X,O
OSTZILJ,O,X,X,X,X,X,X
OSTZIJL,O,X,X,X,X,X,X
OSTZLIJ,O,X,O,O,X,X,X
OSTZLJI,O,X,O,O,X,X,X
OSTZJIL,O,X,X,X,X,X,O
OSTZJLI,O,X,O,X,X,X,O
OSITLJZ,X,X,X,O,X,X,X
OSITLZJ,X,X,X,O,X,X,X
OSITJLZ,X,X,X,X,X,O,X
OSITJZL,O,X,X,X,X,O,X
OSITZLJ,O,X,X,X,X,X,X
OSITZJL,O,X,X,X,X,X,X
OSILTJZ,X,X,O,O,X,X,X
OSILTZJ,X,X,O,O,X,X,X
OSILJTZ,X,X,O,O,X,X,X
OSILJZT,X,O,O,X,X,X,X
OSILZTJ,X,O,O,O,X,X,X
OSILZJT,X,O,O,X,X,X,X
OSIJTLZ,X,X,X,X,X,O,X
OSIJTZL,O,X,X,X,X,O,X
OSIJLTZ,X,X,O,X,X,X,X
OSIJLZT,X,O,O,X,X,X,X
OSIJZTL,X,X,X,X,X,X,O
OSIJZLT,X,X,O,X,X,X,X
OSIZTLJ,O,O,X,X,X,X,X
OSIZTJL,O,O,X,X,X,X,X
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,X,X,X,X,O
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,X,X,O,O,O,X,X
OSLTIZJ,X,X,O,O,X,X,X
OSLTJIZ,X,X,O,O,O,X,X
OSLTJZI,X,X,O,O,X,X,X
OSLTZIJ,X,X,O,O,X,X,X
OSLTZJI,X,X,O,O,X,X,X
OSLITJZ,X,X,O,O,O,X,X
OSLITZJ,X,X,O,O,X,X,X
OSLIJTZ,X,X,O,O,O,X,X
OSLIJZT,X,O,O,X,O,X,X
OSLIZTJ,X,O,O,O,X,X,X
OSLIZJT,X,O,O,X,X,X,X
OSLJTIZ,X,X,O,O,O,X,X
OSLJTZI,X,X,O,O,X,X,X
OSLJITZ,X,X,O,O,O,X,X
OSLJIZT,X,O,O,X,O,X,X
OSLJZTI,X,O,O,X,X,X,O
OSLJZIT,X,O,O,X,X,X,X
OSLZTIJ,X,O,O,O,X,X,X
OSLZTJI,X,O,O,O,X,X,X
OSLZITJ,X,O,O,O,X,X,X
OSLZIJT,X,O,O,X,X,X,X
