sequence,v115@PhC8HeC8BeF8JeT/IvhF/lBxiBimB1sBGmBUqB,v115@PhC8HeC8BeF8Je/EJvhFUgBxiBimB1sBGmBTqB,v115@PhC8HeC8BeF8Je2EJvhFXhBxiB1rB0nBClBTqB,v115@PhC8HeC8BeF8Je/EJvhFFgBSmBxiB0nB2rBTqB,v115@PhC8HeC8BeF8JeaGJvhFumBcnBxkBlkBXoBTqB,v115@PhC8HeC8BeF8Je2EJvhFRgBzlBCnBFnBXoBUqB,v115@PhC8HeC8BeF8Je/EJvhFRgBmlBCnBUnBFoBTqB,v115@PhC8HeC8BeF8JeeGJvhFxkBFnB0kBCnBXoBTqB
ISLZTJO,X,O,X,X,X,X,X,X
ISLZTOJ,X,O,X,X,X,X,X,X
ISLZJTO,X,X,X,X,O,X,X,X
ISLZJOT,X,X,X,X,O,X,X,X
ISLZOTJ,X,X,X,O,X,X,X,X
ISLZOJT,X,X,X,O,X,X,X,X
ISLOTJZ,X,O,X,X,X,X,X,X
ISLOTZJ,X,O,X,O,X,X,X,X
ISLOJTZ,X,X,X,X,X,X,O,X
ISLOJZT,X,X,X,X,X,X,O,X
ISLOZTJ,X,O,X,O,X,X,X,X
ISLOZJT,X,X,X,O,X,X,X,X
ISJTLZO,X,O,X,X,X,X,O,O
ISJTLOZ,X,O,X,X,X,X,O,O
ISJTZLO,X,O,X,X,X,X,X,O
ISJTZOL,X,X,X,X,X,X,X,O
ISJTOLZ,X,O,X,X,X,X,X,O
ISJTOZL,X,O,X,X,X,X,X,O
ISJLTZO,X,X,X,X,X,X,O,X
ISJLTOZ,X,X,X,X,X,X,O,X
ISJLZTO,X,X,X,X,O,X,O,X
ISJLZOT,X,X,X,X,O,X,O,X
ISJLOTZ,X,X,X,X,X,X,O,X
ISJLOZT,X,X,X,X,X,X,O,X
ISJZTLO,X,O,O,X,X,X,X,X
ISJZTOL,X,X,O,X,X,X,X,X
ISJZLTO,X,X,X,X,O,X,O,X
ISJZLOT,X,X,X,X,O,X,O,X
ISJZOTL,X,X,X,O,X,X,X,X
ISJZOLT,X,X,X,O,X,X,X,X
ISJOTLZ,X,O,X,X,X,X,O,X
ISJOTZL,X,O,X,O,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,O,X
ISJOLZT,X,X,X,X,X,X,O,X
ISJOZTL,X,O,X,O,X,X,X,X
ISJOZLT,X,X,X,O,X,X,O,X
ISZTLJO,O,O,O,X,X,X,X,X
ISZTLOJ,O,O,X,X,X,X,X,X
ISZTJLO,O,O,O,X,X,X,X,X
ISZTJOL,O,X,O,X,X,X,X,X
ISZTOLJ,O,O,O,O,X,X,X,X
ISZTOJL,O,O,O,O,X,X,X,X
ISZLTJO,O,O,X,X,X,X,X,X
ISZLTOJ,O,O,X,X,X,X,X,X
ISZLJTO,X,X,X,X,O,X,X,X
ISZLJOT,X,X,X,X,O,X,X,X
ISZLOTJ,O,X,X,O,X,X,X,X
ISZLOJT,X,X,X,O,X,X,X,X
ISZJTLO,O,O,O,X,X,X,X,X
ISZJTOL,O,X,O,X,X,X,X,X
ISZJLTO,X,X,X,X,O,X,O,X
ISZJLOT,X,X,X,X,O,X,O,X
ISZJOTL,O,X,X,O,X,X,X,X
ISZJOLT,X,X,X,O,X,X,X,X
ISZOTLJ,O,O,X,O,X,X,X,X
ISZOTJL,O,O,X,O,X,X,X,X
ISZOLTJ,O,O,X,O,X,X,X,X
ISZOLJT,X,X,X,O,X,X,X,X
ISZOJTL,O,O,X,O,X,X,X,X
ISZOJLT,X,X,X,O,X,X,O,X
ISOTLJZ,X,O,X,X,X,X,X,X
ISOTLZJ,O,O,X,O,X,X,X,X
ISOTJLZ,X,O,X,X,X,X,O,X
ISOTJZL,X,O,X,O,X,X,X,X
ISOTZLJ,O,O,X,O,X,X,X,X
ISOTZJL,O,O,X,O,X,X,X,X
ISOLTJZ,X,O,X,X,X,X,X,X
ISOLTZJ,X,O,X,O,X,X,X,X
ISOLJTZ,X,X,X,X,X,X,O,X
ISOLJZT,X,X,X,X,X,X,O,X
ISOLZTJ,X,O,X,O,X,X,X,X
ISOLZJT,X,X,X,O,X,X,X,X
ISOJTLZ,X,O,X,X,X,X,O,X
ISOJTZL,X,O,X,O,X,X,X,X
ISOJLTZ,X,X,X,X,X,X,O,X
ISOJLZT,X,X,X,X,X,X,O,X
ISOJZTL,X,O,X,O,X,X,X,X
ISOJZLT,X,X,X,O,X,X,O,X
ISOZTLJ,O,O,X,O,X,X,X,X
ISOZTJL,O,O,X,O,X,X,X,X
ISOZLTJ,O,O,X,O,X,X,X,X
ISOZLJT,X,X,X,O,X,X,X,X
ISOZJTL,O,O,X,O,X,X,X,X
ISOZJLT,X,X,X,O,X,X,O,X
IZTLJSO,O,X,O,X,O,X,X,X
IZTLJOS,O,X,X,X,O,X,X,X
IZTLSJO,O,O,O,X,X,X,X,X
IZTLSOJ,O,O,X,X,X,X,X,X
IZTLOJS,O,X,O,X,X,X,X,X
IZTLOSJ,O,O,O,X,X,X,X,X
IZTJLSO,O,X,O,X,O,X,X,O
IZTJLOS,O,X,X,X,O,X,X,O
IZTJSLO,O,X,O,X,X,X,X,O
IZTJSOL,O,X,O,X,X,X,X,O
IZTJOLS,O,X,O,X,X,X,X,O
IZTJOSL,O,X,O,X,X,X,X,O
IZTSLJO,O,O,O,X,X,X,X,X
IZTSLOJ,O,O,X,X,X,X,X,X
IZTSJLO,O,O,O,X,X,X,X,X
IZTSJOL,O,X,O,X,X,X,X,X
IZTSOLJ,O,O,O,O,X,X,X,X
IZTSOJL,O,O,O,O,X,X,X,X
IZTOLJS,O,X,O,X,X,X,X,X
IZTOLSJ,O,O,O,O,X,X,X,X
IZTOJLS,O,X,O,X,X,X,X,X
IZTOJSL,O,X,O,X,X,X,X,X
IZTOSLJ,O,O,O,O,X,X,X,X
IZTOSJL,O,O,O,O,X,X,X,X
IZLTJSO,O,X,O,X,O,X,X,X
IZLTJOS,O,X,X,X,O,X,X,X
IZLTSJO,O,X,O,X,X,X,X,X
IZLTSOJ,O,X,X,X,X,X,X,X
IZLTOJS,O,X,O,X,X,X,X,X
IZLTOSJ,O,X,O,X,X,X,X,X
IZLJTSO,X,X,O,X,O,X,X,X
IZLJTOS,X,X,X,X,O,X,X,X
IZLJSTO,X,X,X,X,O,X,X,X
IZLJSOT,X,X,X,X,O,X,X,X
IZLJOTS,X,X,X,X,O,O,X,X
IZLJOST,X,X,X,X,O,O,X,X
IZLSTJO,O,X,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,X,X
IZLSJTO,X,X,X,X,O,X,X,X
IZLSJOT,X,X,X,X,O,X,X,X
IZLSOTJ,O,X,X,O,X,X,X,X
IZLSOJT,X,X,X,O,X,X,X,X
IZLOTJS,O,X,X,X,O,O,X,X
IZLOTSJ,O,X,X,O,X,X,X,X
IZLOJTS,X,X,X,X,O,O,X,X
IZLOJST,X,X,X,O,O,O,X,X
IZLOSTJ,O,X,X,O,X,X,X,X
IZLOSJT,X,X,X,O,O,O,X,X
IZJTLSO,O,X,O,X,O,X,X,O
IZJTLOS,O,X,X,X,O,X,X,O
IZJTSLO,O,X,O,X,X,X,X,O
IZJTSOL,O,X,O,X,X,X,X,O
IZJTOLS,O,X,O,X,X,O,X,O
IZJTOSL,O,X,O,X,X,X,X,O
IZJLTSO,X,X,O,X,O,X,X,X
IZJLTOS,X,X,X,X,O,X,X,X
IZJLSTO,X,X,X,X,O,X,X,X
IZJLSOT,X,X,X,X,O,X,X,X
IZJLOTS,X,X,X,X,O,O,X,X
IZJLOST,X,X,X,X,O,O,X,X
IZJSTLO,O,X,O,X,X,X,X,X
IZJSTOL,O,X,O,X,X,X,X,X
IZJSLTO,X,X,X,X,O,X,X,X
IZJSLOT,X,X,X,X,O,X,X,X
IZJSOTL,O,X,X,O,X,X,X,X
IZJSOLT,X,X,X,O,X,O,X,X
IZJOTLS,O,X,X,X,O,O,X,X
IZJOTSL,O,X,O,X,X,X,X,X
IZJOLTS,X,X,X,X,O,O,X,X
IZJOLST,X,X,X,O,O,O,X,X
IZJOSTL,O,X,X,O,X,X,X,X
IZJOSLT,X,X,X,O,O,O,X,X
IZSTLJO,O,O,O,X,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X,X
IZSTJLO,O,O,O,X,X,X,X,X
IZSTJOL,O,X,O,X,X,X,X,X
IZSTOLJ,O,O,O,O,X,X,X,X
IZSTOJL,O,O,O,O,X,X,X,X
IZSLTJO,O,O,X,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,X
IZSLJTO,X,X,X,X,O,X,X,X
IZSLJOT,X,X,X,X,O,X,X,X
IZSLOTJ,O,X,X,O,X,X,X,X
IZSLOJT,X,X,X,O,X,X,X,X
IZSJTLO,O,O,O,X,X,X,X,X
IZSJTOL,O,X,O,X,X,X,X,X
IZSJLTO,X,X,X,X,O,X,X,X
IZSJLOT,X,X,X,X,O,X,X,X
IZSJOTL,O,X,X,O,X,X,X,X
IZSJOLT,X,X,X,O,X,X,X,X
IZSOTLJ,O,O,X,O,X,X,X,X
IZSOTJL,O,O,X,O,X,X,X,X
IZSOLTJ,O,O,X,O,X,X,X,X
IZSOLJT,X,X,X,O,X,X,X,X
IZSOJTL,O,O,X,O,X,X,X,X
IZSOJLT,X,X,X,O,X,X,X,X
IZOTLJS,O,X,O,X,O,O,X,X
IZOTLSJ,O,O,O,O,X,X,X,X
IZOTJLS,O,X,O,X,O,O,X,X
IZOTJSL,O,X,O,X,X,X,X,X
IZOTSLJ,O,O,O,O,X,X,X,X
IZOTSJL,O,O,O,O,X,X,X,X
IZOLTJS,O,X,X,X,O,O,X,X
IZOLTSJ,O,X,X,O,X,X,X,X
IZOLJTS,X,X,X,X,O,O,X,X
IZOLJST,X,X,X,O,O,O,X,X
IZOLSTJ,O,X,X,O,X,X,X,X
IZOLSJT,X,X,X,O,O,O,X,X
IZOJTLS,O,X,X,X,O,O,X,X
IZOJTSL,O,X,O,X,X,X,X,X
IZOJLTS,X,X,X,X,O,O,X,X
IZOJLST,X,X,X,O,O,O,X,X
IZOJSTL,O,X,X,O,X,X,X,X
IZOJSLT,X,X,X,O,O,O,X,X
IZOSTLJ,O,O,X,O,X,X,X,X
IZOSTJL,O,O,X,O,X,X,X,X
IZOSLTJ,O,O,X,O,X,X,X,X
IZOSLJT,X,X,X,O,O,O,X,X
IZOSJTL,O,O,X,O,X,X,X,X
IZOSJLT,X,X,X,O,O,O,X,X
IOTLJSZ,X,O,X,X,X,O,X,X
IOTLJZS,O,X,X,X,O,O,X,X
IOTLSJZ,X,O,X,X,X,X,X,X
IOTLSZJ,O,O,X,X,X,X,X,X
IOTLZJS,O,X,X,X,O,X,X,X
IOTLZSJ,O,O,X,X,X,X,X,X
IOTJLSZ,X,O,X,X,X,O,X,O
IOTJLZS,O,X,X,X,O,O,X,O
IOTJSLZ,X,O,X,X,X,X,X,O
IOTJSZL,X,O,O,X,X,X,X,O
IOTJZLS,O,X,O,X,O,X,X,O
IOTJZSL,O,X,O,X,X,X,X,O
IOTSLJZ,X,O,X,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X
IOTSJZL,X,O,O,O,X,X,X,X
IOTSZLJ,O,O,O,O,X,X,X,X
IOTSZJL,O,O,O,O,X,X,X,X
IOTZLJS,O,X,O,X,O,X,X,X
IOTZLSJ,O,O,O,O,X,X,X,X
IOTZJLS,O,X,O,X,O,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X
IOTZSLJ,O,O,O,O,X,X,X,X
IOTZSJL,O,O,O,O,X,X,X,X
IOLTJSZ,X,O,X,X,X,O,X,X
IOLTJZS,O,X,X,X,O,O,X,X
IOLTSJZ,X,O,X,X,X,X,X,X
IOLTSZJ,O,O,X,X,X,X,X,X
IOLTZJS,O,X,X,X,O,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,O,X,X
IOLJTZS,X,X,X,X,O,O,X,X
IOLJSTZ,X,X,X,X,X,O,O,X
IOLJSZT,X,X,X,X,O,O,O,X
IOLJZTS,X,X,X,X,O,O,X,X
IOLJZST,X,X,X,X,O,O,X,X
IOLSTJZ,X,O,X,X,X,X,X,X
IOLSTZJ,X,O,X,O,X,X,X,X
IOLSJTZ,X,X,X,X,X,O,O,X
IOLSJZT,X,X,X,X,O,O,O,X
IOLSZTJ,X,O,X,O,X,X,X,X
IOLSZJT,X,X,X,O,O,X,X,X
IOLZTJS,O,X,X,X,O,X,X,X
IOLZTSJ,O,X,X,O,X,X,X,X
IOLZJTS,X,X,X,X,O,O,X,X
IOLZJST,X,X,X,O,O,O,X,X
IOLZSTJ,O,X,X,O,X,X,X,X
IOLZSJT,X,X,X,O,O,X,X,X
IOJTLSZ,X,O,X,X,X,O,X,O
IOJTLZS,O,X,X,X,O,O,X,O
IOJTSLZ,X,O,X,X,X,X,X,O
IOJTSZL,X,O,O,X,X,X,X,O
IOJTZLS,O,X,O,X,O,X,X,O
IOJTZSL,O,X,O,X,X,X,X,O
IOJLTSZ,X,X,X,X,X,O,X,X
IOJLTZS,X,X,X,X,O,O,X,X
IOJLSTZ,X,X,X,X,X,O,O,X
IOJLSZT,X,X,X,X,O,O,O,X
IOJLZTS,X,X,X,X,O,O,X,X
IOJLZST,X,X,X,X,O,O,X,X
IOJSTLZ,X,O,X,X,X,X,O,X
IOJSTZL,X,O,O,O,X,X,X,X
IOJSLTZ,X,X,X,X,X,O,O,X
IOJSLZT,X,X,X,X,O,O,O,X
IOJSZTL,X,O,X,O,X,X,X,X
IOJSZLT,X,X,X,O,O,X,O,X
IOJZTLS,O,X,X,X,O,X,X,X
IOJZTSL,O,X,O,X,X,X,X,X
IOJZLTS,X,X,X,X,O,O,X,X
IOJZLST,X,X,X,O,O,O,X,X
IOJZSTL,O,X,X,O,X,X,X,X
IOJZSLT,X,X,X,O,O,X,X,X
IOSTLJZ,X,O,X,X,X,X,X,X
IOSTLZJ,O,O,X,O,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,O,X
IOSTJZL,X,O,O,O,X,X,X,X
IOSTZLJ,O,O,O,O,X,X,X,X
IOSTZJL,O,O,O,O,X,X,X,X
IOSLTJZ,X,O,X,X,X,X,X,X
IOSLTZJ,X,O,X,O,X,X,X,X
IOSLJTZ,X,X,X,X,X,O,O,X
IOSLJZT,X,X,X,X,O,O,O,X
IOSLZTJ,X,O,X,O,X,X,X,X
IOSLZJT,X,X,X,O,O,X,X,X
IOSJTLZ,X,O,X,X,X,X,O,X
IOSJTZL,X,O,O,O,X,X,X,X
IOSJLTZ,X,X,X,X,X,O,O,X
IOSJLZT,X,X,X,X,O,O,O,X
IOSJZTL,X,O,X,O,X,X,X,X
IOSJZLT,X,X,X,O,O,X,O,X
IOSZTLJ,O,O,X,O,X,X,X,X
IOSZTJL,O,O,X,O,X,X,X,X
IOSZLTJ,O,O,X,O,X,X,X,X
IOSZLJT,X,X,X,O,O,X,X,X
IOSZJTL,O,O,X,O,X,X,X,X
IOSZJLT,X,X,X,O,O,X,O,X
IOZTLJS,O,X,O,X,O,X,X,X
IOZTLSJ,O,O,O,O,X,X,X,X
IOZTJLS,O,X,O,X,O,X,X,X
IOZTJSL,O,X,O,X,X,X,X,X
IOZTSLJ,O,O,O,O,X,X,X,X
IOZTSJL,O,O,O,O,X,X,X,X
IOZLTJS,O,X,X,X,O,X,X,X
IOZLTSJ,O,X,X,O,X,X,X,X
IOZLJTS,X,X,X,X,O,O,X,X
IOZLJST,X,X,X,O,O,O,X,X
IOZLSTJ,O,X,X,O,X,X,X,X
IOZLSJT,X,X,X,O,O,X,X,X
IOZJTLS,O,X,X,X,O,X,X,X
IOZJTSL,O,X,O,X,X,X,X,X
IOZJLTS,X,X,X,X,O,O,X,X
IOZJLST,X,X,X,O,O,O,X,X
IOZJSTL,O,X,X,O,X,X,X,X
IOZJSLT,X,X,X,O,O,X,X,X
IOZSTLJ,O,O,X,O,X,X,X,X
IOZSTJL,O,O,X,O,X,X,X,X
IOZSLTJ,O,O,X,O,X,X,X,X
IOZSLJT,X,X,X,O,O,X,X,X
IOZSJTL,O,O,X,O,X,X,X,X
IOZSJLT,X,X,X,O,O,X,X,X
LTIJSZO,X,O,X,X,X,X,X,O
LTIJSOZ,X,O,X,X,X,X,X,O
LTIJZSO,O,X,X,X,O,X,X,O
LTIJZOS,O,X,X,X,O,X,X,O
LTIJOSZ,X,O,X,X,X,X,X,O
LTIJOZS,O,X,X,X,X,X,X,O
LTISJZO,X,O,X,X,X,X,X,X
LTISJOZ,X,O,X,X,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X
LTISOJZ,X,O,X,X,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,X
LTIZJSO,O,X,X,X,O,X,X,X
LTIZJOS,O,X,X,X,O,X,X,X
LTIZSJO,O,O,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,X,X,X,X
LTJISZO,X,O,X,X,X,X,X,O
LTJISOZ,X,O,X,X,X,X,X,O
LTJIZSO,O,X,X,X,O,X,X,O
LTJIZOS,O,X,X,X,O,X,X,O
LTJIOSZ,X,O,X,X,X,X,X,O
LTJIOZS,O,X,X,X,X,X,X,O
LTJSIZO,X,O,X,X,X,X,O,X
LTJSIOZ,X,O,X,X,X,X,O,X
LTJSZIO,X,O,O,X,X,X,O,X
LTJSZOI,X,O,O,X,X,X,O,X
LTJSOIZ,X,O,X,X,X,X,O,X
LTJSOZI,X,O,X,X,X,X,O,X
LTJZISO,O,X,O,X,O,X,X,X
LTJZIOS,O,X,X,X,O,X,X,X
LTJZSIO,O,X,O,X,X,X,X,X
LTJZSOI,O,X,O,X,X,X,X,X
LTJZOIS,O,X,X,X,O,O,X,X
LTJZOSI,O,X,X,X,X,O,X,X
LTJOISZ,X,O,X,X,X,O,X,X
LTJOIZS,O,X,X,X,O,O,X,X
LTJOSIZ,X,O,X,X,X,O,X,X
LTJOSZI,X,O,X,X,X,O,X,X
LTJOZIS,O,X,X,X,O,O,X,X
LTJOZSI,O,X,X,X,X,O,X,X
LTSIJZO,X,O,X,X,X,X,X,X
LTSIJOZ,X,O,X,X,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,X
LTSIOJZ,X,O,X,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X
LTSJIZO,X,O,X,X,X,X,O,X
LTSJIOZ,X,O,X,X,X,X,O,X
LTSJZIO,X,O,O,X,X,X,O,X
LTSJZOI,X,O,O,X,X,X,O,X
LTSJOIZ,X,O,X,X,X,X,O,X
LTSJOZI,X,O,X,X,X,X,O,X
LTSZIJO,O,O,O,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,X,X,X
LTSZJIO,O,O,O,X,X,X,X,X
LTSZJOI,O,O,O,X,X,X,X,X
LTSZOIJ,O,O,X,X,X,X,X,X
LTSZOJI,O,O,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,X,X,O,X
LTSOJZI,X,O,X,X,X,X,O,X
LTSOZIJ,O,O,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X
LTZIJSO,O,X,O,X,O,X,X,X
LTZIJOS,O,X,X,X,O,X,X,X
LTZISJO,O,O,O,X,X,X,X,X
LTZISOJ,O,O,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,X,X,X
LTZIOSJ,O,O,O,X,X,X,X,X
LTZJISO,O,X,O,X,O,X,X,X
LTZJIOS,O,X,X,X,O,X,X,X
LTZJSIO,O,X,O,X,X,X,X,X
LTZJSOI,O,X,O,X,X,X,X,X
LTZJOIS,O,X,X,X,O,O,X,X
LTZJOSI,O,X,X,X,X,O,X,X
LTZSIJO,O,O,O,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,X
LTZSJOI,O,O,O,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X
LTZOIJS,O,X,O,X,O,O,X,X
LTZOISJ,O,O,O,X,X,X,X,X
LTZOJIS,O,X,O,X,O,O,X,X
LTZOJSI,O,X,O,X,X,O,X,X
LTZOSIJ,O,O,O,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,O,X,X
LTOIJZS,O,X,X,X,O,O,X,X
LTOISJZ,X,O,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X
LTOIZJS,O,X,X,X,O,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X
LTOJISZ,X,O,X,X,X,O,X,X
LTOJIZS,O,X,X,X,O,O,X,X
LTOJSIZ,X,O,X,X,X,O,O,X
LTOJSZI,X,O,O,X,X,O,O,X
LTOJZIS,O,X,O,X,O,O,X,X
LTOJZSI,O,X,O,X,X,O,X,X
LTOSIJZ,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,X,X,O,X
LTOSJZI,X,O,O,X,X,X,O,X
LTOSZIJ,O,O,O,X,X,X,X,X
LTOSZJI,O,O,O,X,X,X,X,X
LTOZIJS,O,X,O,X,O,X,X,X
LTOZISJ,O,O,O,X,X,X,X,X
LTOZJIS,O,X,O,X,O,X,X,X
LTOZJSI,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,X
LITJSZO,X,O,X,X,X,X,X,O
LITJSOZ,X,O,X,X,X,X,X,O
LITJZSO,O,X,X,X,O,X,X,O
LITJZOS,O,X,X,X,O,X,X,O
LITJOSZ,X,O,X,X,X,X,X,O
LITJOZS,O,X,X,X,X,X,X,O
LITSJZO,X,O,X,X,X,X,X,X
LITSJOZ,X,O,X,X,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X
LITZJSO,O,X,X,X,O,X,X,X
LITZJOS,O,X,X,X,O,X,X,X
LITZSJO,O,O,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,O
LIJTSOZ,X,X,X,X,X,X,X,O
LIJTZSO,X,X,X,X,O,X,X,O
LIJTZOS,X,X,X,X,O,X,X,O
LIJTOSZ,X,X,X,X,X,X,X,O
LIJTOZS,X,X,X,X,X,X,X,O
LIJSTZO,X,X,X,X,X,X,O,X
LIJSTOZ,X,X,X,X,X,X,O,X
LIJSZTO,X,X,X,X,O,X,O,X
LIJSZOT,X,X,X,X,O,X,O,X
LIJSOTZ,X,X,X,X,X,X,O,X
LIJSOZT,X,X,X,X,X,X,O,X
LIJZTSO,X,X,O,X,O,X,X,X
LIJZTOS,X,X,X,X,O,X,X,X
LIJZSTO,X,X,X,X,O,X,X,X
LIJZSOT,X,X,X,X,O,X,X,X
LIJZOTS,X,X,X,X,O,O,X,X
LIJZOST,X,X,X,X,O,O,X,X
LIJOTSZ,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,O,O,X,X
LIJOSTZ,X,X,X,X,X,O,X,X
LIJOSZT,X,X,X,X,O,O,X,X
LIJOZTS,X,X,X,X,O,O,X,X
LIJOZST,X,X,X,X,O,O,X,X
LISTJZO,X,O,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X
LISJTOZ,X,X,X,X,X,X,O,X
LISJZTO,X,X,X,X,O,X,O,X
LISJZOT,X,X,X,X,O,X,O,X
LISJOTZ,X,X,X,X,X,X,O,X
LISJOZT,X,X,X,X,X,X,O,X
LISZTJO,X,O,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X
LISZJTO,X,X,X,X,O,X,X,X
LISZJOT,X,X,X,X,O,X,X,X
LISZOTJ,X,X,X,O,X,X,X,X
LISZOJT,X,X,X,O,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X
LISOTZJ,X,O,X,O,X,X,X,X
LISOJTZ,X,X,X,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,O,X
LISOZTJ,X,O,X,O,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,X
LIZTJSO,O,X,O,X,O,X,X,X
LIZTJOS,O,X,X,X,O,X,X,X
LIZTSJO,O,X,O,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X
LIZTOJS,O,X,O,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,X,X,X
LIZJTSO,X,X,O,X,O,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X
LIZJSTO,X,X,X,X,O,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X
LIZJOTS,X,X,X,X,O,O,X,X
LIZJOST,X,X,X,X,O,O,X,X
LIZSTJO,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,O,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X
LIZSOJT,X,X,X,O,X,X,X,X
LIZOTJS,O,X,X,X,O,O,X,X
LIZOTSJ,O,X,X,O,X,X,X,X
LIZOJTS,X,X,X,X,O,O,X,X
LIZOJST,X,X,X,O,O,O,X,X
LIZOSTJ,O,X,X,O,X,X,X,X
LIZOSJT,X,X,X,O,O,O,X,X
LIOTJSZ,X,O,X,X,X,O,X,X
LIOTJZS,O,X,X,X,O,O,X,X
LIOTSJZ,X,O,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X
LIOTZJS,O,X,X,X,O,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X
LIOJTZS,X,X,X,X,O,O,X,X
LIOJSTZ,X,X,X,X,X,O,O,X
LIOJSZT,X,X,X,X,O,O,O,X
LIOJZTS,X,X,X,X,O,O,X,X
LIOJZST,X,X,X,X,O,O,X,X
LIOSTJZ,X,O,X,X,X,X,X,X
LIOSTZJ,X,O,X,O,X,X,X,X
LIOSJTZ,X,X,X,X,X,O,O,X
LIOSJZT,X,X,X,X,O,O,O,X
LIOSZTJ,X,O,X,O,X,X,X,X
LIOSZJT,X,X,X,O,O,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X
LIOZTSJ,O,X,X,O,X,X,X,X
LIOZJTS,X,X,X,X,O,O,X,X
LIOZJST,X,X,X,O,O,O,X,X
LIOZSTJ,O,X,X,O,X,X,X,X
LIOZSJT,X,X,X,O,O,X,X,X
