sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
ISTOZJL,O,O,X,X,X,X,X,X
ISLTJZO,O,O,O,O,X,X,O,O
ISLTJOZ,X,O,O,O,X,X,X,X
ISLTZJO,O,O,O,O,X,X,X,X
ISLTZOJ,X,O,O,O,X,X,X,X
ISLTOJZ,X,O,O,O,X,X,X,X
ISLTOZJ,X,O,X,O,X,X,X,X
ISLJTZO,O,O,O,O,X,X,O,O
ISLJTOZ,X,O,O,O,X,X,X,X
ISLJZTO,O,O,O,O,X,X,O,O
ISLJZOT,O,X,O,O,X,X,X,O
ISLJOTZ,X,X,O,O,X,X,X,O
ISLJOZT,X,X,O,O,X,X,X,O
ISLZTJO,O,O,O,O,X,X,X,X
ISLZTOJ,X,O,O,O,X,X,X,X
ISLZJTO,O,O,O,O,X,X,X,X
ISLZJOT,O,X,O,O,X,X,X,X
ISLZOTJ,O,O,O,O,X,X,X,X
ISLZOJT,O,X,O,X,X,X,X,X
ISLOTJZ,X,O,O,O,X,X,X,O
ISLOTZJ,O,O,X,O,X,X,X,X
ISLOJTZ,X,X,O,O,X,X,X,O
ISLOJZT,O,X,O,O,X,X,X,O
ISLOZTJ,O,O,O,O,X,X,X,X
ISLOZJT,O,X,O,X,X,X,X,X
ISJTLZO,O,O,O,O,X,X,O,X
ISJTLOZ,X,X,O,O,X,X,X,X
ISJTZLO,O,O,O,O,X,O,O,X
ISJTZOL,O,O,O,O,X,O,O,X
ISJTOLZ,O,X,O,X,X,X,X,X
ISJTOZL,O,O,O,X,X,X,O,X
ISJLTZO,O,X,O,O,X,X,O,O
ISJLTOZ,X,X,O,O,X,X,X,X
ISJLZTO,O,X,O,O,X,X,O,O
ISJLZOT,O,X,O,O,X,X,X,O
ISJLOTZ,X,X,O,O,X,X,X,O
ISJLOZT,X,X,O,O,X,X,X,O
ISJZTLO,O,O,O,O,X,O,O,O
ISJZTOL,O,O,O,O,X,O,O,O
ISJZLTO,O,X,O,O,X,O,O,O
ISJZLOT,O,X,O,O,X,O,X,O
ISJZOTL,O,X,O,O,O,O,O,O
ISJZOLT,O,X,O,O,O,O,X,O
ISJOTLZ,O,X,O,O,O,X,X,X
ISJOTZL,O,X,O,O,O,O,O,O
ISJOLTZ,O,X,O,O,O,X,X,X
ISJOLZT,O,X,O,O,O,X,X,X
ISJOZTL,O,X,O,O,O,O,O,O
ISJOZLT,O,X,O,O,O,O,X,O
ISZTLJO,O,O,O,O,X,X,X,X
ISZTLOJ,X,O,X,O,X,X,X,X
ISZTJLO,O,O,O,O,X,X,O,X
ISZTJOL,O,O,O,O,X,X,O,X
ISZTOLJ,O,O,X,O,X,X,X,X
ISZTOJL,O,O,O,O,X,X,X,X
ISZLTJO,O,O,O,O,X,X,X,X
ISZLTOJ,X,O,O,O,X,X,X,X
ISZLJTO,O,O,O,O,X,X,X,X
ISZLJOT,O,X,O,O,X,X,X,X
ISZLOTJ,O,O,O,O,X,X,X,X
ISZLOJT,O,X,O,X,X,X,X,X
ISZJTLO,O,O,O,O,X,X,O,X
ISZJTOL,O,O,O,O,X,X,O,X
ISZJLTO,O,X,O,O,X,X,O,X
ISZJLOT,O,X,O,O,X,X,X,X
ISZJOTL,O,X,O,O,X,X,O,X
ISZJOLT,O,X,O,O,X,X,X,X
ISZOTLJ,O,O,X,O,X,X,X,X
ISZOTJL,O,O,O,O,X,X,X,X
ISZOLTJ,O,O,X,O,X,X,X,X
ISZOLJT,O,X,X,X,X,X,X,X
ISZOJTL,O,O,O,X,X,X,X,X
ISZOJLT,O,X,O,X,X,X,X,X
ISOTLJZ,O,O,X,X,O,X,X,X
ISOTLZJ,O,O,X,X,X,X,X,X
ISOTJLZ,O,O,O,X,O,X,X,X
ISOTJZL,O,O,O,X,O,O,O,O
ISOTZLJ,O,O,X,X,X,X,X,X
ISOTZJL,O,O,X,X,O,X,X,X
ISOLTJZ,O,O,O,O,O,X,X,X
ISOLTZJ,O,O,X,O,X,X,X,X
ISOLJTZ,O,O,O,O,O,X,X,X
ISOLJZT,O,O,O,O,O,X,X,X
ISOLZTJ,O,O,O,O,X,X,X,X
ISOLZJT,O,O,O,X,X,X,X,X
ISOJTLZ,O,O,O,X,O,X,X,X
ISOJTZL,O,O,O,X,O,O,O,O
ISOJLTZ,O,X,O,O,O,X,X,X
ISOJLZT,O,X,O,O,O,X,X,X
ISOJZTL,O,O,O,O,O,O,O,O
ISOJZLT,O,X,O,O,O,O,X,O
ISOZTLJ,O,O,X,O,X,X,X,X
ISOZTJL,O,O,O,O,O,X,X,X
ISOZLTJ,O,O,X,O,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X
ISOZJTL,O,O,O,X,O,X,X,X
ISOZJLT,O,X,O,X,O,X,X,X
IZTLJSO,O,O,O,O,X,X,X,X
IZTLJOS,O,O,O,O,X,X,X,X
IZTLSJO,O,O,O,O,X,X,X,X
IZTLSOJ,X,O,O,O,X,X,X,X
IZTLOJS,X,O,O,O,X,X,X,X
IZTLOSJ,X,O,O,O,X,X,X,X
IZTJLSO,O,O,O,O,X,O,O,X
IZTJLOS,O,O,O,O,X,X,X,X
IZTJSLO,O,O,O,O,X,O,O,X
IZTJSOL,O,O,O,O,X,O,O,X
IZTJOLS,O,O,O,X,X,X,X,X
IZTJOSL,O,O,O,O,X,O,O,X
IZTSLJO,O,O,O,O,X,X,X,X
IZTSLOJ,X,O,X,O,X,X,X,X
IZTSJLO,O,O,O,O,X,X,O,X
IZTSJOL,O,O,O,O,X,X,O,X
IZTSOLJ,O,O,X,O,X,X,X,X
IZTSOJL,O,O,O,O,X,X,X,X
IZTOLJS,O,O,X,X,X,X,X,X
IZTOLSJ,O,O,X,X,X,X,X,X
IZTOJLS,O,O,O,X,X,X,X,X
IZTOJSL,O,O,O,O,X,X,X,X
IZTOSLJ,O,O,X,O,X,X,X,X
IZTOSJL,O,O,O,O,X,X,X,X
IZLTJSO,O,O,O,O,X,X,X,O
IZLTJOS,O,O,O,O,X,X,X,O
IZLTSJO,O,O,O,O,X,X,X,X
IZLTSOJ,X,O,O,O,X,X,X,X
IZLTOJS,X,O,O,O,X,X,X,X
IZLTOSJ,X,O,O,O,X,X,X,X
IZLJTSO,O,O,O,O,X,X,X,O
IZLJTOS,O,O,O,O,X,X,X,O
IZLJSTO,O,O,O,O,X,X,X,O
IZLJSOT,O,X,O,O,X,X,X,O
IZLJOTS,O,X,O,O,X,X,X,O
IZLJOST,O,X,O,O,X,X,X,O
IZLSTJO,O,O,O,O,X,X,X,X
IZLSTOJ,X,O,O,O,X,X,X,X
IZLSJTO,O,O,O,O,X,X,X,X
IZLSJOT,O,X,O,O,X,X,X,X
IZLSOTJ,O,O,O,O,X,X,X,X
IZLSOJT,O,X,O,X,X,X,X,X
IZLOTJS,O,O,O,O,X,X,X,O
IZLOTSJ,O,O,O,O,X,X,X,X
IZLOJTS,O,X,O,O,X,X,X,O
IZLOJST,O,X,O,O,X,X,X,O
IZLOSTJ,O,O,O,O,X,X,X,X
IZLOSJT,O,X,O,X,X,X,X,X
IZJTLSO,O,O,O,O,X,O,O,O
IZJTLOS,O,O,O,O,X,X,X,O
IZJTSLO,O,O,O,O,X,O,O,O
IZJTSOL,O,O,O,O,X,O,O,O
IZJTOLS,O,O,O,X,O,O,X,O
IZJTOSL,O,O,O,O,O,O,O,O
IZJLTSO,O,O,O,O,X,O,O,O
IZJLTOS,O,O,O,O,X,X,X,O
IZJLSTO,O,O,O,O,X,O,O,O
IZJLSOT,O,X,O,O,X,O,X,O
IZJLOTS,O,X,O,O,O,O,X,O
IZJLOST,O,X,O,O,O,O,X,O
IZJSTLO,O,O,O,O,X,O,O,O
IZJSTOL,O,O,O,O,X,O,O,O
IZJSLTO,O,X,O,O,X,O,O,O
IZJSLOT,O,X,O,O,X,O,X,O
IZJSOTL,O,X,O,O,O,O,O,O
IZJSOLT,O,X,O,O,O,O,X,O
IZJOTLS,O,O,O,O,O,O,X,O
IZJOTSL,O,O,O,O,O,O,O,O
IZJOLTS,O,X,O,O,O,O,X,O
IZJOLST,O,X,O,O,O,O,X,O
IZJOSTL,O,O,O,O,O,O,O,O
IZJOSLT,O,X,O,O,O,O,X,O
IZSTLJO,O,O,O,O,X,X,X,X
IZSTLOJ,X,O,X,O,X,X,X,X
IZSTJLO,O,O,O,O,X,X,O,X
IZSTJOL,O,O,O,O,X,X,O,X
IZSTOLJ,O,O,X,O,X,X,X,X
IZSTOJL,O,O,O,O,X,X,X,X
IZSLTJO,O,O,O,O,X,X,X,X
IZSLTOJ,X,O,O,O,X,X,X,X
IZSLJTO,O,O,O,O,X,X,X,X
IZSLJOT,O,X,O,O,X,X,X,X
IZSLOTJ,O,O,O,O,X,X,X,X
IZSLOJT,O,X,O,X,X,X,X,X
IZSJTLO,O,O,O,O,X,X,O,X
IZSJTOL,O,O,O,O,X,X,O,X
IZSJLTO,O,X,O,O,X,X,O,X
IZSJLOT,O,X,O,O,X,X,X,X
IZSJOTL,O,X,O,O,X,X,O,X
IZSJOLT,O,X,O,O,X,X,X,X
IZSOTLJ,O,O,X,O,X,X,X,X
IZSOTJL,O,O,O,O,X,X,X,X
IZSOLTJ,O,O,X,O,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,X,X,X
IZSOJLT,O,X,O,X,X,X,X,X
IZOTLJS,O,O,X,X,X,X,X,X
IZOTLSJ,O,O,X,X,X,X,X,X
IZOTJLS,O,O,O,X,O,O,X,O
IZOTJSL,O,O,O,O,O,O,X,O
IZOTSLJ,O,O,X,O,X,X,X,X
IZOTSJL,O,O,O,O,O,X,X,X
IZOLTJS,O,O,O,O,X,X,X,X
IZOLTSJ,O,O,O,O,X,X,X,X
IZOLJTS,O,O,O,O,X,X,X,X
IZOLJST,O,O,O,O,X,X,X,X
IZOLSTJ,O,O,O,O,X,X,X,X
IZOLSJT,O,O,O,X,X,X,X,X
IZOJTLS,O,O,O,X,O,O,X,O
IZOJTSL,O,O,O,O,O,O,X,O
IZOJLTS,O,X,O,O,O,O,X,O
IZOJLST,O,X,O,O,O,O,X,O
IZOJSTL,O,O,O,O,O,O,X,O
IZOJSLT,O,X,O,O,O,O,X,O
IZOSTLJ,O,O,X,O,X,X,X,X
IZOSTJL,O,O,O,O,O,X,X,X
IZOSLTJ,O,O,X,O,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X
IZOSJTL,O,O,O,X,O,X,X,X
IZOSJLT,O,X,O,X,O,X,X,X
IOTLJSZ,O,O,X,X,O,X,X,X
IOTLJZS,O,O,X,X,O,O,X,O
IOTLSJZ,O,O,X,X,O,X,X,X
IOTLSZJ,O,O,X,X,X,X,X,X
IOTLZJS,O,O,X,X,X,X,X,X
IOTLZSJ,O,O,X,X,X,X,X,X
IOTJLSZ,O,O,X,X,O,X,X,X
IOTJLZS,O,O,X,X,O,O,X,O
IOTJSLZ,O,O,X,X,O,X,X,X
IOTJSZL,O,O,X,X,O,O,O,O
IOTJZLS,O,O,X,X,O,O,X,O
IOTJZSL,O,O,X,X,O,O,O,O
IOTSLJZ,O,O,X,X,O,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,X
IOTSJLZ,O,O,X,X,O,X,X,X
IOTSJZL,O,O,X,X,O,O,O,O
IOTSZLJ,O,O,X,X,X,X,X,X
IOTSZJL,O,O,X,X,O,X,X,X
IOTZLJS,O,O,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,X,X,X,X
IOTZJLS,O,O,X,X,O,O,X,O
IOTZJSL,O,O,X,X,O,O,X,O
IOTZSLJ,O,O,X,X,X,X,X,X
IOTZSJL,O,O,X,X,O,X,X,X
IOLTJSZ,O,O,X,O,O,X,X,O
IOLTJZS,O,O,X,O,O,O,X,O
IOLTSJZ,O,O,X,O,O,X,X,O
IOLTSZJ,O,O,X,O,X,X,X,X
IOLTZJS,O,O,X,O,X,X,X,O
IOLTZSJ,O,O,X,O,X,X,X,X
IOLJTSZ,O,O,O,O,O,X,X,O
IOLJTZS,O,O,O,O,O,O,X,O
IOLJSTZ,O,O,O,O,O,X,X,O
IOLJSZT,O,O,O,O,O,X,X,O
IOLJZTS,O,O,O,O,O,O,X,O
IOLJZST,O,O,O,O,O,O,X,O
IOLSTJZ,O,O,O,O,O,X,X,O
IOLSTZJ,O,O,X,O,X,X,X,X
IOLSJTZ,O,O,O,O,O,X,X,O
IOLSJZT,O,O,O,O,O,X,X,O
IOLSZTJ,O,O,O,O,X,X,X,X
IOLSZJT,O,O,O,X,X,X,X,X
IOLZTJS,O,O,O,O,X,X,X,O
IOLZTSJ,O,O,O,O,X,X,X,X
IOLZJTS,O,O,O,O,X,X,X,O
IOLZJST,O,O,O,O,X,X,X,O
IOLZSTJ,O,O,O,O,X,X,X,X
IOLZSJT,O,O,O,X,X,X,X,X
IOJTLSZ,O,O,O,O,O,X,X,X
IOJTLZS,O,O,O,O,O,O,X,O
IOJTSLZ,O,O,O,O,O,X,X,X
IOJTSZL,O,O,O,O,O,O,O,O
IOJTZLS,O,O,O,O,O,O,X,O
IOJTZSL,O,O,O,O,O,O,O,O
IOJLTSZ,O,O,O,O,O,X,X,O
IOJLTZS,O,O,O,O,O,O,X,O
IOJLSTZ,O,O,O,O,O,X,X,O
IOJLSZT,O,O,O,O,O,X,X,O
IOJLZTS,O,O,O,O,O,O,X,O
IOJLZST,O,O,O,O,O,O,X,O
IOJSTLZ,O,O,O,O,O,X,X,X
IOJSTZL,O,O,O,O,O,O,O,O
IOJSLTZ,O,X,O,O,O,X,X,X
IOJSLZT,O,X,O,O,O,X,X,X
IOJSZTL,O,O,O,O,O,O,O,O
IOJSZLT,O,X,O,O,O,O,X,O
IOJZTLS,O,O,O,O,O,O,X,O
IOJZTSL,O,O,O,O,O,O,O,O
IOJZLTS,O,X,O,O,O,O,X,O
IOJZLST,O,X,O,O,O,O,X,O
IOJZSTL,O,O,O,O,O,O,O,O
IOJZSLT,O,X,O,O,O,O,X,O
IOSTLJZ,O,O,X,X,O,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X
IOSTJLZ,O,O,O,X,O,X,X,X
IOSTJZL,O,O,O,X,O,O,O,O
IOSTZLJ,O,O,X,X,X,X,X,X
IOSTZJL,O,O,X,X,O,X,X,X
IOSLTJZ,O,O,O,O,O,X,X,X
IOSLTZJ,O,O,X,O,X,X,X,X
IOSLJTZ,O,O,O,O,O,X,X,X
IOSLJZT,O,O,O,O,O,X,X,X
IOSLZTJ,O,O,O,O,X,X,X,X
IOSLZJT,O,O,O,X,X,X,X,X
IOSJTLZ,O,O,O,X,O,X,X,X
IOSJTZL,O,O,O,X,O,O,O,O
IOSJLTZ,O,X,O,O,O,X,X,X
IOSJLZT,O,X,O,O,O,X,X,X
IOSJZTL,O,O,O,O,O,O,O,O
IOSJZLT,O,X,O,O,O,O,X,O
IOSZTLJ,O,O,X,O,X,X,X,X
IOSZTJL,O,O,O,O,O,X,X,X
IOSZLTJ,O,O,X,O,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X
IOSZJTL,O,O,O,X,O,X,X,X
IOSZJLT,O,X,O,X,O,X,X,X
IOZTLJS,O,O,X,X,X,X,X,X
IOZTLSJ,O,O,X,X,X,X,X,X
IOZTJLS,O,O,O,X,O,O,X,O
IOZTJSL,O,O,O,O,O,O,X,O
IOZTSLJ,O,O,X,O,X,X,X,X
IOZTSJL,O,O,O,O,O,X,X,X
IOZLTJS,O,O,O,O,X,X,X,X
IOZLTSJ,O,O,O,O,X,X,X,X
IOZLJTS,O,O,O,O,X,X,X,X
IOZLJST,O,O,O,O,X,X,X,X
IOZLSTJ,O,O,O,O,X,X,X,X
IOZLSJT,O,O,O,X,X,X,X,X
IOZJTLS,O,O,O,X,O,O,X,O
IOZJTSL,O,O,O,O,O,O,X,O
IOZJLTS,O,X,O,O,O,O,X,O
IOZJLST,O,X,O,O,O,O,X,O
IOZJSTL,O,O,O,O,O,O,X,O
IOZJSLT,O,X,O,O,O,O,X,O
IOZSTLJ,O,O,X,O,X,X,X,X
IOZSTJL,O,O,O,O,O,X,X,X
IOZSLTJ,O,O,X,O,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X
IOZSJTL,O,O,O,X,O,X,X,X
IOZSJLT,O,X,O,X,O,X,X,X
LTIJSZO,O,O,O,O,X,X,O,O
LTIJSOZ,X,O,O,O,X,X,X,X
LTIJZSO,O,O,O,O,X,O,O,O
LTIJZOS,O,O,O,O,X,X,X,O
LTIJOSZ,O,O,O,O,X,X,X,O
LTIJOZS,O,O,O,O,X,X,X,O
LTISJZO,O,O,O,O,X,X,O,O
LTISJOZ,X,O,O,O,X,X,X,X
LTISZJO,O,O,O,O,X,X,X,X
LTISZOJ,X,O,O,O,X,X,X,X
LTISOJZ,X,O,O,O,X,X,X,X
LTISOZJ,X,O,X,O,X,X,X,X
LTIZJSO,O,O,O,O,X,X,X,O
LTIZJOS,O,O,O,O,X,X,X,O
LTIZSJO,O,O,O,O,X,X,X,X
LTIZSOJ,X,O,O,O,X,X,X,X
LTIZOJS,X,O,O,O,X,X,X,X
LTIZOSJ,X,O,O,O,X,X,X,X
LTIOJSZ,O,O,X,O,X,X,X,O
LTIOJZS,O,O,X,O,X,X,X,O
LTIOSJZ,O,O,X,O,X,X,X,O
LTIOSZJ,X,O,X,O,X,X,X,X
LTIOZJS,O,O,X,O,X,X,X,O
LTIOZSJ,X,O,X,O,X,X,X,X
LTJISZO,O,O,O,O,X,X,O,O
LTJISOZ,X,O,O,O,X,X,X,X
LTJIZSO,O,O,O,O,X,O,O,O
LTJIZOS,O,O,O,O,X,X,X,O
LTJIOSZ,O,O,O,O,X,X,X,O
LTJIOZS,O,O,O,O,X,X,X,O
LTJSIZO,O,O,O,O,X,X,O,O
LTJSIOZ,X,O,O,O,X,X,X,X
LTJSZIO,O,O,O,O,X,X,O,O
LTJSZOI,O,O,O,O,X,X,X,O
LTJSOIZ,X,O,O,O,X,X,X,X
LTJSOZI,X,O,O,O,X,X,X,X
LTJZISO,O,O,O,O,X,O,O,O
LTJZIOS,O,O,O,O,X,X,X,O
LTJZSIO,O,O,O,O,X,O,O,O
LTJZSOI,O,O,O,O,X,X,X,O
LTJZOIS,O,O,O,O,X,X,X,O
LTJZOSI,O,O,O,O,X,X,X,O
LTJOISZ,O,O,O,O,X,X,X,O
LTJOIZS,O,O,O,O,X,X,X,O
LTJOSIZ,O,O,O,O,X,X,X,O
LTJOSZI,O,O,O,O,X,X,X,O
LTJOZIS,O,O,O,O,X,X,X,O
LTJOZSI,O,O,O,O,X,X,X,O
LTSIJZO,O,O,O,O,X,X,O,O
LTSIJOZ,X,O,O,O,X,X,X,X
LTSIZJO,O,O,O,O,X,X,X,X
LTSIZOJ,X,O,O,O,X,X,X,X
LTSIOJZ,X,O,O,O,X,X,X,X
LTSIOZJ,X,O,X,O,X,X,X,X
LTSJIZO,O,O,O,O,X,X,O,O
LTSJIOZ,X,O,O,O,X,X,X,X
LTSJZIO,O,O,O,O,X,X,O,O
LTSJZOI,O,O,O,O,X,X,X,O
LTSJOIZ,X,O,O,O,X,X,X,X
LTSJOZI,X,O,O,O,X,X,X,X
LTSZIJO,O,O,O,O,X,X,X,X
LTSZIOJ,X,O,O,O,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X
LTSZOIJ,X,O,O,O,X,X,X,X
LTSZOJI,X,O,O,X,X,X,X,X
LTSOIJZ,X,O,O,O,X,X,X,X
LTSOIZJ,X,O,X,O,X,X,X,X
LTSOJIZ,X,O,O,O,X,X,X,X
LTSOJZI,X,O,O,O,X,X,X,X
LTSOZIJ,X,O,X,O,X,X,X,X
LTSOZJI,X,O,X,X,X,X,X,X
LTZIJSO,O,O,O,O,X,X,X,O
LTZIJOS,O,O,O,O,X,X,X,O
LTZISJO,O,O,O,O,X,X,X,X
LTZISOJ,X,O,O,O,X,X,X,X
LTZIOJS,X,O,O,O,X,X,X,X
LTZIOSJ,X,O,O,O,X,X,X,X
LTZJISO,O,O,O,O,X,X,X,O
LTZJIOS,O,O,O,O,X,X,X,O
LTZJSIO,O,O,O,O,X,X,X,O
LTZJSOI,O,O,O,O,X,X,X,O
LTZJOIS,O,O,O,O,X,X,X,O
LTZJOSI,O,O,O,O,X,X,X,O
LTZSIJO,O,O,O,O,X,X,X,X
LTZSIOJ,X,O,O,O,X,X,X,X
LTZSJIO,O,O,O,O,X,X,X,X
LTZSJOI,O,O,O,O,X,X,X,X
LTZSOIJ,X,O,O,O,X,X,X,X
LTZSOJI,X,O,O,X,X,X,X,X
LTZOIJS,X,O,O,O,X,X,X,X
LTZOISJ,X,O,O,O,X,X,X,X
LTZOJIS,X,O,O,O,X,X,X,X
LTZOJSI,X,O,O,O,X,X,X,X
LTZOSIJ,X,O,O,O,X,X,X,X
LTZOSJI,X,O,O,X,X,X,X,X
LTOIJSZ,O,O,X,O,X,X,X,O
LTOIJZS,O,O,X,O,X,X,X,O
LTOISJZ,O,O,X,O,X,X,X,O
LTOISZJ,X,O,X,O,X,X,X,X
LTOIZJS,O,O,X,O,X,X,X,O
LTOIZSJ,X,O,X,O,X,X,X,X
LTOJISZ,O,O,X,O,X,X,X,O
LTOJIZS,O,O,X,O,X,X,X,O
LTOJSIZ,O,O,X,O,X,X,X,O
LTOJSZI,O,O,X,O,X,X,X,O
LTOJZIS,O,O,X,O,X,X,X,O
LTOJZSI,O,O,X,O,X,X,X,O
LTOSIJZ,O,O,X,O,X,X,X,O
LTOSIZJ,X,O,X,O,X,X,X,X
LTOSJIZ,O,O,X,O,X,X,X,O
LTOSJZI,O,O,X,O,X,X,X,O
LTOSZIJ,X,O,X,O,X,X,X,X
LTOSZJI,X,O,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,O
LTOZISJ,X,O,X,O,X,X,X,X
LTOZJIS,O,O,X,O,X,X,X,O
LTOZJSI,O,O,X,O,X,X,X,O
LTOZSIJ,X,O,X,O,X,X,X,X
LTOZSJI,X,O,X,X,X,X,X,X
LITJSZO,O,O,O,O,X,X,O,O
LITJSOZ,X,O,O,O,X,X,X,X
LITJZSO,O,O,O,O,X,O,O,O
LITJZOS,O,O,O,O,X,X,X,O
LITJOSZ,O,O,O,O,X,X,X,O
LITJOZS,O,O,O,O,X,X,X,O
LITSJZO,O,O,O,O,X,X,O,O
LITSJOZ,X,O,O,O,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,X
LITSZOJ,X,O,O,O,X,X,X,X
LITSOJZ,X,O,O,O,X,X,X,X
LITSOZJ,X,O,X,O,X,X,X,X
LITZJSO,O,O,O,O,X,X,X,O
LITZJOS,O,O,O,O,X,X,X,O
LITZSJO,O,O,O,O,X,X,X,X
LITZSOJ,X,O,O,O,X,X,X,X
LITZOJS,X,O,O,O,X,X,X,X
LITZOSJ,X,O,O,O,X,X,X,X
LITOJSZ,O,O,X,O,X,X,X,O
LITOJZS,O,O,X,O,X,X,X,O
LITOSJZ,O,O,X,O,X,X,X,O
LITOSZJ,X,O,X,O,X,X,X,X
LITOZJS,O,O,X,O,X,X,X,O
LITOZSJ,X,O,X,O,X,X,X,X
LIJTSZO,O,O,O,O,X,X,O,O
LIJTSOZ,X,O,O,O,X,X,X,X
LIJTZSO,O,O,O,O,X,O,O,O
LIJTZOS,O,O,O,O,X,X,X,O
LIJTOSZ,O,O,O,O,X,X,X,O
LIJTOZS,O,O,O,O,X,X,X,O
LIJSTZO,O,O,O,O,X,X,O,O
LIJSTOZ,X,O,O,O,X,X,X,X
LIJSZTO,O,O,O,O,X,X,O,O
LIJSZOT,O,X,O,O,X,X,X,O
LIJSOTZ,X,X,O,O,X,X,X,O
LIJSOZT,X,X,O,O,X,X,X,O
LIJZTSO,O,O,O,O,X,O,O,O
LIJZTOS,O,O,O,O,X,X,X,O
LIJZSTO,O,O,O,O,X,O,O,O
LIJZSOT,O,X,O,O,X,O,X,O
LIJZOTS,O,X,O,O,O,O,X,O
LIJZOST,O,X,O,O,O,O,X,O
LIJOTSZ,O,X,O,O,O,X,X,O
LIJOTZS,O,X,O,O,O,O,X,O
LIJOSTZ,O,X,O,O,O,X,X,O
LIJOSZT,O,X,O,O,O,X,X,O
LIJOZTS,O,X,O,O,O,O,X,O
LIJOZST,O,X,O,O,O,O,X,O
LISTJZO,O,O,O,O,X,X,O,O
LISTJOZ,X,O,O,O,X,X,X,X
LISTZJO,O,O,O,O,X,X,X,X
LISTZOJ,X,O,O,O,X,X,X,X
LISTOJZ,X,O,O,O,X,X,X,X
LISTOZJ,X,O,X,O,X,X,X,X
LISJTZO,O,O,O,O,X,X,O,O
LISJTOZ,X,O,O,O,X,X,X,X
LISJZTO,O,O,O,O,X,X,O,O
LISJZOT,O,X,O,O,X,X,X,O
LISJOTZ,X,X,O,O,X,X,X,O
LISJOZT,X,X,O,O,X,X,X,O
LISZTJO,O,O,O,O,X,X,X,X
LISZTOJ,X,O,O,O,X,X,X,X
LISZJTO,O,O,O,O,X,X,X,X
LISZJOT,O,X,O,O,X,X,X,X
LISZOTJ,O,O,O,O,X,X,X,X
LISZOJT,O,X,O,X,X,X,X,X
LISOTJZ,X,O,O,O,X,X,X,O
LISOTZJ,O,O,X,O,X,X,X,X
LISOJTZ,X,X,O,O,X,X,X,O
LISOJZT,O,X,O,O,X,X,X,O
LISOZTJ,O,O,O,O,X,X,X,X
LISOZJT,O,X,O,X,X,X,X,X
LIZTJSO,O,O,O,O,X,X,X,O
LIZTJOS,O,O,O,O,X,X,X,O
LIZTSJO,O,O,O,O,X,X,X,X
LIZTSOJ,X,O,O,O,X,X,X,X
LIZTOJS,X,O,O,O,X,X,X,X
LIZTOSJ,X,O,O,O,X,X,X,X
LIZJTSO,O,O,O,O,X,X,X,O
LIZJTOS,O,O,O,O,X,X,X,O
LIZJSTO,O,O,O,O,X,X,X,O
LIZJSOT,O,X,O,O,X,X,X,O
LIZJOTS,O,X,O,O,X,X,X,O
LIZJOST,O,X,O,O,X,X,X,O
LIZSTJO,O,O,O,O,X,X,X,X
LIZSTOJ,X,O,O,O,X,X,X,X
LIZSJTO,O,O,O,O,X,X,X,X
LIZSJOT,O,X,O,O,X,X,X,X
LIZSOTJ,O,O,O,O,X,X,X,X
LIZSOJT,O,X,O,X,X,X,X,X
LIZOTJS,O,O,O,O,X,X,X,O
LIZOTSJ,O,O,O,O,X,X,X,X
LIZOJTS,O,X,O,O,X,X,X,O
LIZOJST,O,X,O,O,X,X,X,O
LIZOSTJ,O,O,O,O,X,X,X,X
LIZOSJT,O,X,O,X,X,X,X,X
LIOTJSZ,O,O,X,O,O,X,X,O
LIOTJZS,O,O,X,O,O,O,X,O
LIOTSJZ,O,O,X,O,O,X,X,O
LIOTSZJ,O,O,X,O,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,O
LIOTZSJ,O,O,X,O,X,X,X,X
LIOJTSZ,O,O,O,O,O,X,X,O
