sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
SZTLIJO,O,O,O,O,X,X,X,X
SZTLIOJ,X,O,X,O,X,X,X,X
SZTLJIO,O,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,X,X
SZTLOIJ,X,O,X,O,X,X,X,X
SZTLOJI,X,O,X,X,X,X,X,X
SZTJILO,O,O,O,O,X,X,O,X
SZTJIOL,O,O,O,O,X,X,O,X
SZTJLIO,O,O,O,O,X,X,O,X
SZTJLOI,O,O,O,X,X,X,X,X
SZTJOIL,O,O,O,O,X,X,O,X
SZTJOLI,O,O,O,X,X,X,X,X
SZTOILJ,O,O,X,O,X,X,X,X
SZTOIJL,O,O,O,O,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,X,X
SZTOLJI,O,O,X,X,X,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,X,X
SZITLOJ,X,O,X,O,X,X,X,X
SZITJLO,O,O,O,O,X,X,O,X
SZITJOL,O,O,O,O,X,X,O,X
SZITOLJ,O,O,X,O,X,X,X,X
SZITOJL,O,O,O,O,X,X,X,X
SZILTJO,O,O,O,O,X,X,X,X
SZILTOJ,X,O,O,O,X,X,X,X
SZILJTO,O,O,O,O,X,X,X,X
SZILJOT,O,X,O,O,X,X,X,X
SZILOTJ,O,O,O,O,X,X,X,X
SZILOJT,O,X,O,X,X,X,X,X
SZIJTLO,O,O,O,O,X,X,O,X
SZIJTOL,O,O,O,O,X,X,O,X
SZIJLTO,O,X,O,O,X,X,O,X
SZIJLOT,O,X,O,O,X,X,X,X
SZIJOTL,O,X,O,O,X,X,O,X
SZIJOLT,O,X,O,O,X,X,X,X
SZIOTLJ,O,O,X,O,X,X,X,X
SZIOTJL,O,O,O,O,X,X,X,X
SZIOLTJ,O,O,X,O,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X,X
SZIOJLT,O,X,O,X,X,X,X,X
SZLTIJO,O,O,O,O,X,X,X,X
SZLTIOJ,X,O,O,O,X,X,X,X
SZLTJIO,O,O,O,O,X,X,X,X
SZLTJOI,O,O,O,O,X,X,X,X
SZLTOIJ,X,O,O,O,X,X,X,X
SZLTOJI,X,O,O,X,X,X,X,X
SZLITJO,O,O,O,O,X,X,X,X
SZLITOJ,X,O,O,O,X,X,X,X
SZLIJTO,O,O,O,O,X,X,X,X
SZLIJOT,O,X,O,O,X,X,X,X
SZLIOTJ,O,O,O,O,X,X,X,X
SZLIOJT,O,X,O,X,X,X,X,X
SZLJTIO,O,O,O,O,X,X,X,X
SZLJTOI,O,O,O,O,X,X,X,X
SZLJITO,O,O,O,O,X,X,X,X
SZLJIOT,O,X,O,O,X,X,X,X
SZLJOTI,O,X,O,O,X,X,X,X
SZLJOIT,O,X,O,O,X,X,X,X
SZLOTIJ,O,O,O,O,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X,X
SZLOITJ,O,O,O,O,X,X,X,X
SZLOIJT,O,X,O,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,X
SZLOJIT,O,X,O,X,X,X,X,X
SZJTILO,O,O,O,O,X,X,O,X
SZJTIOL,O,O,O,O,X,X,O,X
SZJTLIO,O,O,O,O,X,X,O,X
SZJTLOI,O,X,O,O,X,X,X,X
SZJTOIL,O,O,O,O,X,X,O,X
SZJTOLI,O,X,O,X,X,X,X,X
SZJITLO,O,O,O,O,X,X,O,X
SZJITOL,O,O,O,O,X,X,O,X
SZJILTO,O,X,O,O,X,X,O,X
SZJILOT,O,X,O,O,X,X,X,X
SZJIOTL,O,X,O,O,X,X,O,X
SZJIOLT,O,X,O,O,X,X,X,X
SZJLTIO,O,X,O,O,X,X,O,X
SZJLTOI,O,X,O,O,X,X,X,X
SZJLITO,O,X,O,O,X,X,O,X
SZJLIOT,O,X,O,O,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X,X
SZJLOIT,O,X,O,O,X,X,X,X
SZJOTIL,O,X,O,O,X,X,O,X
SZJOTLI,O,X,O,X,X,X,X,X
SZJOITL,O,X,O,O,X,X,O,X
SZJOILT,O,X,O,O,X,X,X,X
SZJOLTI,O,X,O,O,X,X,X,X
SZJOLIT,O,X,O,O,X,X,X,X
SZOTILJ,O,O,X,O,X,X,X,X
SZOTIJL,O,O,O,O,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,X,X
SZOTLJI,O,O,X,X,X,X,X,X
SZOTJIL,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,O,O,X,O,X,X,X,X
SZOITJL,O,O,O,O,X,X,X,X
SZOILTJ,O,O,X,O,X,X,X,X
SZOILJT,O,X,X,X,X,X,X,X
SZOIJTL,O,O,O,X,X,X,X,X
SZOIJLT,O,X,O,X,X,X,X,X
SZOLTIJ,O,O,X,O,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,X
SZOLITJ,O,O,X,O,X,X,X,X
SZOLIJT,O,X,X,X,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X,X
SZOJITL,O,O,O,X,X,X,X,X
SZOJILT,O,X,O,X,X,X,X,X
SZOJLTI,O,X,O,X,X,X,X,X
SZOJLIT,O,X,O,X,X,X,X,X
SOTILJZ,O,O,X,X,O,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X
SOTIJLZ,O,O,O,X,O,X,X,X
SOTIJZL,O,O,O,X,O,O,O,O
SOTIZLJ,O,O,X,X,X,X,X,X
SOTIZJL,O,O,X,X,O,X,X,X
SOTLIJZ,O,O,X,X,O,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,O,X,X,X
SOTLJZI,O,O,X,X,O,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X
SOTJILZ,O,O,O,X,O,X,X,X
SOTJIZL,O,O,O,X,O,O,O,O
SOTJLIZ,O,O,O,X,O,X,X,X
SOTJLZI,O,O,X,X,O,X,X,X
SOTJZIL,O,O,O,X,O,O,O,O
SOTJZLI,O,O,X,X,O,O,X,O
SOTZILJ,O,O,X,X,X,X,X,X
SOTZIJL,O,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X
SOTZJIL,O,O,X,X,O,X,X,X
SOTZJLI,O,O,X,X,O,X,X,X
SOITLJZ,O,O,X,X,O,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X
SOITJLZ,O,O,O,X,O,X,X,X
SOITJZL,O,O,O,X,O,O,O,O
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,X,X,O,X,X,X
SOILTJZ,O,O,O,O,O,X,X,X
SOILTZJ,O,O,X,O,X,X,X,X
SOILJTZ,O,O,O,O,O,X,X,X
SOILJZT,O,O,O,O,O,X,X,X
SOILZTJ,O,O,O,O,X,X,X,X
SOILZJT,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,O,X,O,X,X,X
SOIJTZL,O,O,O,X,O,O,O,O
SOIJLTZ,O,X,O,O,O,X,X,X
SOIJLZT,O,X,O,O,O,X,X,X
SOIJZTL,O,O,O,O,O,O,O,O
SOIJZLT,O,X,O,O,O,O,X,O
SOIZTLJ,O,O,X,O,X,X,X,X
SOIZTJL,O,O,O,O,O,X,X,X
SOIZLTJ,O,O,X,O,X,X,X,X
SOIZLJT,O,X,X,X,X,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,X,O,X,O,X,X,X
SOLTIJZ,O,O,O,O,O,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,X
SOLTJIZ,O,O,O,O,O,X,X,X
SOLTJZI,O,O,O,O,O,X,X,X
SOLTZIJ,O,O,X,O,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X
SOLITJZ,O,O,O,O,O,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X
SOLIJTZ,O,O,O,O,O,X,X,X
SOLIJZT,O,O,O,O,O,X,X,X
SOLIZTJ,O,O,O,O,X,X,X,X
SOLIZJT,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,O,O,O,X,X,X
SOLJTZI,O,O,O,O,O,X,X,X
SOLJITZ,O,O,O,O,O,X,X,X
SOLJIZT,O,O,O,O,O,X,X,X
SOLJZTI,O,O,O,O,O,X,X,X
SOLJZIT,O,O,O,O,O,X,X,X
SOLZTIJ,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X,X
SOLZITJ,O,O,O,O,X,X,X,X
SOLZIJT,O,O,O,X,X,X,X,X
SOLZJTI,O,O,O,X,X,X,X,X
SOLZJIT,O,O,O,X,X,X,X,X
SOJTILZ,O,O,O,X,O,X,X,X
SOJTIZL,O,O,O,X,O,O,O,O
SOJTLIZ,O,O,O,X,O,X,X,X
SOJTLZI,O,O,O,X,O,X,X,X
SOJTZIL,O,O,O,X,O,O,O,O
SOJTZLI,O,O,O,X,O,O,X,O
SOJITLZ,O,O,O,X,O,X,X,X
SOJITZL,O,O,O,X,O,O,O,O
SOJILTZ,O,X,O,O,O,X,X,X
SOJILZT,O,X,O,O,O,X,X,X
SOJIZTL,O,O,O,O,O,O,O,O
SOJIZLT,O,X,O,O,O,O,X,O
SOJLTIZ,O,X,O,O,O,X,X,X
SOJLTZI,O,X,O,O,O,X,X,X
SOJLITZ,O,X,O,O,O,X,X,X
SOJLIZT,O,X,O,O,O,X,X,X
SOJLZTI,O,X,O,O,O,X,X,X
SOJLZIT,O,X,O,O,O,X,X,X
SOJZTIL,O,O,O,O,O,O,O,O
SOJZTLI,O,O,O,X,O,O,X,O
SOJZITL,O,O,O,O,O,O,O,O
SOJZILT,O,X,O,O,O,O,X,O
SOJZLTI,O,X,O,O,O,O,X,O
SOJZLIT,O,X,O,O,O,O,X,O
SOZTILJ,O,O,X,O,X,X,X,X
SOZTIJL,O,O,O,O,O,X,X,X
SOZTLIJ,O,O,X,X,X,X,X,X
SOZTLJI,O,O,X,X,X,X,X,X
SOZTJIL,O,O,O,X,O,X,X,X
SOZTJLI,O,O,O,X,O,X,X,X
SOZITLJ,O,O,X,O,X,X,X,X
SOZITJL,O,O,O,O,O,X,X,X
SOZILTJ,O,O,X,O,X,X,X,X
SOZILJT,O,X,X,X,X,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,X,O,X,O,X,X,X
SOZLTIJ,O,O,X,O,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X
SOZLIJT,O,X,X,X,X,X,X,X
SOZLJTI,O,X,X,X,X,X,X,X
SOZLJIT,O,X,X,X,X,X,X,X
SOZJTIL,O,O,O,X,O,X,X,X
SOZJTLI,O,O,O,X,O,X,X,X
SOZJITL,O,O,O,X,O,X,X,X
SOZJILT,O,X,O,X,O,X,X,X
SOZJLTI,O,X,O,X,O,X,X,X
SOZJLIT,O,X,O,X,O,X,X,X
ZTILJSO,O,O,O,O,X,X,X,X
ZTILJOS,O,O,O,O,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X,X
ZTILSOJ,X,O,O,O,X,X,X,X
ZTILOJS,X,O,O,O,X,X,X,X
ZTILOSJ,X,O,O,O,X,X,X,X
ZTIJLSO,O,O,O,O,X,O,O,X
ZTIJLOS,O,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,O,X,O,O,X
ZTIJSOL,O,O,O,O,X,O,O,X
ZTIJOLS,O,O,O,X,X,X,X,X
ZTIJOSL,O,O,O,O,X,O,O,X
ZTISLJO,O,O,O,O,X,X,X,X
ZTISLOJ,X,O,X,O,X,X,X,X
ZTISJLO,O,O,O,O,X,X,O,X
ZTISJOL,O,O,O,O,X,X,O,X
ZTISOLJ,O,O,X,O,X,X,X,X
ZTISOJL,O,O,O,O,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,X
ZTIOJLS,O,O,O,X,X,X,X,X
ZTIOJSL,O,O,O,O,X,X,X,X
ZTIOSLJ,O,O,X,O,X,X,X,X
ZTIOSJL,O,O,O,O,X,X,X,X
ZTLIJSO,O,O,O,O,X,X,X,X
ZTLIJOS,O,O,O,O,X,X,X,X
ZTLISJO,O,O,O,O,X,X,X,X
ZTLISOJ,X,O,O,O,X,X,X,X
ZTLIOJS,X,O,O,O,X,X,X,X
ZTLIOSJ,X,O,O,O,X,X,X,X
ZTLJISO,O,O,O,O,X,X,X,X
ZTLJIOS,O,O,O,O,X,X,X,X
ZTLJSIO,O,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,X
ZTLJOIS,O,O,O,O,X,X,X,X
ZTLJOSI,O,O,O,O,X,X,X,X
ZTLSIJO,O,O,O,O,X,X,X,X
ZTLSIOJ,X,O,O,O,X,X,X,X
ZTLSJIO,O,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,O,X,X,X,X
ZTLSOIJ,X,O,O,O,X,X,X,X
ZTLSOJI,X,O,O,X,X,X,X,X
ZTLOIJS,X,O,O,O,X,X,X,X
ZTLOISJ,X,O,O,O,X,X,X,X
ZTLOJIS,X,O,O,O,X,X,X,X
ZTLOJSI,X,O,O,O,X,X,X,X
ZTLOSIJ,X,O,O,O,X,X,X,X
ZTLOSJI,X,O,O,X,X,X,X,X
ZTJILSO,O,O,O,O,X,O,O,X
ZTJILOS,O,O,O,O,X,X,X,X
ZTJISLO,O,O,O,O,X,O,O,X
ZTJISOL,O,O,O,O,X,O,O,X
ZTJIOLS,O,O,O,X,X,X,X,X
ZTJIOSL,O,O,O,O,X,O,O,X
ZTJLISO,O,O,O,O,X,O,O,X
ZTJLIOS,O,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,O,O,X
ZTJLSOI,O,O,O,O,X,X,X,X
ZTJLOIS,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,X
ZTJSILO,O,O,O,O,X,O,O,X
ZTJSIOL,O,O,O,O,X,O,O,X
ZTJSLIO,O,O,O,O,X,O,O,X
ZTJSLOI,O,O,O,O,X,X,X,X
ZTJSOIL,O,O,O,O,X,O,O,X
ZTJSOLI,O,O,O,X,X,X,X,X
ZTJOILS,O,O,O,X,X,X,X,X
ZTJOISL,O,O,O,O,X,O,O,X
ZTJOLIS,O,O,O,X,X,X,X,X
ZTJOLSI,O,O,O,X,X,X,X,X
ZTJOSIL,O,O,O,O,X,O,O,X
ZTJOSLI,O,O,O,X,X,X,X,X
ZTSILJO,O,O,O,O,X,X,X,X
ZTSILOJ,X,O,X,O,X,X,X,X
ZTSIJLO,O,O,O,O,X,X,O,X
ZTSIJOL,O,O,O,O,X,X,O,X
ZTSIOLJ,O,O,X,O,X,X,X,X
ZTSIOJL,O,O,O,O,X,X,X,X
ZTSLIJO,O,O,O,O,X,X,X,X
ZTSLIOJ,X,O,X,O,X,X,X,X
ZTSLJIO,O,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X,X
ZTSLOIJ,X,O,X,O,X,X,X,X
ZTSLOJI,X,O,X,X,X,X,X,X
ZTSJILO,O,O,O,O,X,X,O,X
ZTSJIOL,O,O,O,O,X,X,O,X
ZTSJLIO,O,O,O,O,X,X,O,X
ZTSJLOI,O,O,O,X,X,X,X,X
ZTSJOIL,O,O,O,O,X,X,O,X
ZTSJOLI,O,O,O,X,X,X,X,X
ZTSOILJ,O,O,X,O,X,X,X,X
ZTSOIJL,O,O,O,O,X,X,X,X
ZTSOLIJ,O,O,X,X,X,X,X,X
ZTSOLJI,O,O,X,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,X
ZTOIJLS,O,O,O,X,X,X,X,X
ZTOIJSL,O,O,O,O,X,X,X,X
ZTOISLJ,O,O,X,O,X,X,X,X
ZTOISJL,O,O,O,O,X,X,X,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X
ZTOLJIS,O,O,X,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,X
ZTOJILS,O,O,O,X,X,X,X,X
ZTOJISL,O,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,X,X,X,X,X
ZTOJLSI,O,O,O,X,X,X,X,X
ZTOJSIL,O,O,O,O,X,X,X,X
ZTOJSLI,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,X,O,X,X,X,X
ZTOSIJL,O,O,O,O,X,X,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,O,O,O,O,X,X,X,X
ZITLJOS,O,O,O,O,X,X,X,X
ZITLSJO,O,O,O,O,X,X,X,X
ZITLSOJ,X,O,O,O,X,X,X,X
ZITLOJS,X,O,O,O,X,X,X,X
ZITLOSJ,X,O,O,O,X,X,X,X
ZITJLSO,O,O,O,O,X,O,O,X
ZITJLOS,O,O,O,O,X,X,X,X
ZITJSLO,O,O,O,O,X,O,O,X
ZITJSOL,O,O,O,O,X,O,O,X
ZITJOLS,O,O,O,X,X,X,X,X
ZITJOSL,O,O,O,O,X,O,O,X
ZITSLJO,O,O,O,O,X,X,X,X
ZITSLOJ,X,O,X,O,X,X,X,X
ZITSJLO,O,O,O,O,X,X,O,X
ZITSJOL,O,O,O,O,X,X,O,X
ZITSOLJ,O,O,X,O,X,X,X,X
ZITSOJL,O,O,O,O,X,X,X,X
ZITOLJS,O,O,X,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,X,X,X
ZITOJLS,O,O,O,X,X,X,X,X
ZITOJSL,O,O,O,O,X,X,X,X
ZITOSLJ,O,O,X,O,X,X,X,X
ZITOSJL,O,O,O,O,X,X,X,X
ZILTJSO,O,O,O,O,X,X,X,O
ZILTJOS,O,O,O,O,X,X,X,O
ZILTSJO,O,O,O,O,X,X,X,X
ZILTSOJ,X,O,O,O,X,X,X,X
ZILTOJS,X,O,O,O,X,X,X,X
ZILTOSJ,X,O,O,O,X,X,X,X
ZILJTSO,O,O,O,O,X,X,X,O
ZILJTOS,O,O,O,O,X,X,X,O
ZILJSTO,O,O,O,O,X,X,X,O
ZILJSOT,O,X,O,O,X,X,X,O
ZILJOTS,O,X,O,O,X,X,X,O
ZILJOST,O,X,O,O,X,X,X,O
ZILSTJO,O,O,O,O,X,X,X,X
ZILSTOJ,X,O,O,O,X,X,X,X
ZILSJTO,O,O,O,O,X,X,X,X
ZILSJOT,O,X,O,O,X,X,X,X
ZILSOTJ,O,O,O,O,X,X,X,X
ZILSOJT,O,X,O,X,X,X,X,X
ZILOTJS,O,O,O,O,X,X,X,O
ZILOTSJ,O,O,O,O,X,X,X,X
ZILOJTS,O,X,O,O,X,X,X,O
ZILOJST,O,X,O,O,X,X,X,O
ZILOSTJ,O,O,O,O,X,X,X,X
ZILOSJT,O,X,O,X,X,X,X,X
ZIJTLSO,O,O,O,O,X,O,O,O
ZIJTLOS,O,O,O,O,X,X,X,O
ZIJTSLO,O,O,O,O,X,O,O,O
ZIJTSOL,O,O,O,O,X,O,O,O
ZIJTOLS,O,O,O,X,O,O,X,O
ZIJTOSL,O,O,O,O,O,O,O,O
ZIJLTSO,O,O,O,O,X,O,O,O
ZIJLTOS,O,O,O,O,X,X,X,O
ZIJLSTO,O,O,O,O,X,O,O,O
ZIJLSOT,O,X,O,O,X,O,X,O
ZIJLOTS,O,X,O,O,O,O,X,O
ZIJLOST,O,X,O,O,O,O,X,O
ZIJSTLO,O,O,O,O,X,O,O,O
ZIJSTOL,O,O,O,O,X,O,O,O
ZIJSLTO,O,X,O,O,X,O,O,O
ZIJSLOT,O,X,O,O,X,O,X,O
ZIJSOTL,O,X,O,O,O,O,O,O
ZIJSOLT,O,X,O,O,O,O,X,O
ZIJOTLS,O,O,O,O,O,O,X,O
ZIJOTSL,O,O,O,O,O,O,O,O
ZIJOLTS,O,X,O,O,O,O,X,O
ZIJOLST,O,X,O,O,O,O,X,O
ZIJOSTL,O,O,O,O,O,O,O,O
ZIJOSLT,O,X,O,O,O,O,X,O
ZISTLJO,O,O,O,O,X,X,X,X
ZISTLOJ,X,O,X,O,X,X,X,X
ZISTJLO,O,O,O,O,X,X,O,X
ZISTJOL,O,O,O,O,X,X,O,X
ZISTOLJ,O,O,X,O,X,X,X,X
ZISTOJL,O,O,O,O,X,X,X,X
ZISLTJO,O,O,O,O,X,X,X,X
ZISLTOJ,X,O,O,O,X,X,X,X
ZISLJTO,O,O,O,O,X,X,X,X
ZISLJOT,O,X,O,O,X,X,X,X
ZISLOTJ,O,O,O,O,X,X,X,X
ZISLOJT,O,X,O,X,X,X,X,X
ZISJTLO,O,O,O,O,X,X,O,X
ZISJTOL,O,O,O,O,X,X,O,X
ZISJLTO,O,X,O,O,X,X,O,X
ZISJLOT,O,X,O,O,X,X,X,X
ZISJOTL,O,X,O,O,X,X,O,X
ZISJOLT,O,X,O,O,X,X,X,X
ZISOTLJ,O,O,X,O,X,X,X,X
ZISOTJL,O,O,O,O,X,X,X,X
ZISOLTJ,O,O,X,O,X,X,X,X
ZISOLJT,O,X,X,X,X,X,X,X
ZISOJTL,O,O,O,X,X,X,X,X
ZISOJLT,O,X,O,X,X,X,X,X
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,O,X,O,O,X,O
ZIOTJSL,O,O,O,O,O,O,X,O
ZIOTSLJ,O,O,X,O,X,X,X,X
ZIOTSJL,O,O,O,O,O,X,X,X
ZIOLTJS,O,O,O,O,X,X,X,X
ZIOLTSJ,O,O,O,O,X,X,X,X
ZIOLJTS,O,O,O,O,X,X,X,X
ZIOLJST,O,O,O,O,X,X,X,X
ZIOLSTJ,O,O,O,O,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X,X
ZIOJTLS,O,O,O,X,O,O,X,O
ZIOJTSL,O,O,O,O,O,O,X,O
ZIOJLTS,O,X,O,O,O,O,X,O
ZIOJLST,O,X,O,O,O,O,X,O
ZIOJSTL,O,O,O,O,O,O,X,O
ZIOJSLT,O,X,O,O,O,O,X,O
ZIOSTLJ,O,O,X,O,X,X,X,X
ZIOSTJL,O,O,O,O,O,X,X,X
ZIOSLTJ,O,O,X,O,X,X,X,X
ZIOSLJT,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,O,X,O,X,X,X
ZIOSJLT,O,X,O,X,O,X,X,X
ZLTIJSO,O,O,O,O,X,X,X,O
ZLTIJOS,O,O,O,O,X,X,X,O
ZLTISJO,O,O,O,O,X,X,X,X
ZLTISOJ,X,O,O,O,X,X,X,X
ZLTIOJS,X,O,O,O,X,X,X,X
ZLTIOSJ,X,O,O,O,X,X,X,X
ZLTJISO,O,O,O,O,X,X,X,O
ZLTJIOS,O,O,O,O,X,X,X,O
ZLTJSIO,O,O,O,O,X,X,X,O
ZLTJSOI,O,O,O,O,X,X,X,O
ZLTJOIS,O,O,O,O,X,X,X,O
ZLTJOSI,O,O,O,O,X,X,X,O
ZLTSIJO,O,O,O,O,X,X,X,X
ZLTSIOJ,X,O,O,O,X,X,X,X
ZLTSJIO,O,O,O,O,X,X,X,X
ZLTSJOI,O,O,O,O,X,X,X,X
ZLTSOIJ,X,O,O,O,X,X,X,X
ZLTSOJI,X,O,O,X,X,X,X,X
ZLTOIJS,X,O,O,O,X,X,X,X
ZLTOISJ,X,O,O,O,X,X,X,X
ZLTOJIS,X,O,O,O,X,X,X,X
ZLTOJSI,X,O,O,O,X,X,X,X
ZLTOSIJ,X,O,O,O,X,X,X,X
ZLTOSJI,X,O,O,X,X,X,X,X
ZLITJSO,O,O,O,O,X,X,X,O
ZLITJOS,O,O,O,O,X,X,X,O
ZLITSJO,O,O,O,O,X,X,X,X
ZLITSOJ,X,O,O,O,X,X,X,X
ZLITOJS,X,O,O,O,X,X,X,X
ZLITOSJ,X,O,O,O,X,X,X,X
ZLIJTSO,O,O,O,O,X,X,X,O
ZLIJTOS,O,O,O,O,X,X,X,O
ZLIJSTO,O,O,O,O,X,X,X,O
ZLIJSOT,O,X,O,O,X,X,X,O
ZLIJOTS,O,X,O,O,X,X,X,O
ZLIJOST,O,X,O,O,X,X,X,O
ZLISTJO,O,O,O,O,X,X,X,X
ZLISTOJ,X,O,O,O,X,X,X,X
ZLISJTO,O,O,O,O,X,X,X,X
ZLISJOT,O,X,O,O,X,X,X,X
ZLISOTJ,O,O,O,O,X,X,X,X
ZLISOJT,O,X,O,X,X,X,X,X
ZLIOTJS,O,O,O,O,X,X,X,O
ZLIOTSJ,O,O,O,O,X,X,X,X
ZLIOJTS,O,X,O,O,X,X,X,O
ZLIOJST,O,X,O,O,X,X,X,O
ZLIOSTJ,O,O,O,O,X,X,X,X
ZLIOSJT,O,X,O,X,X,X,X,X
ZLJTISO,O,O,O,O,X,X,X,O
ZLJTIOS,O,O,O,O,X,X,X,O
ZLJTSIO,O,O,O,O,X,X,X,O
ZLJTSOI,O,O,O,O,X,X,X,O
ZLJTOIS,O,O,O,O,X,X,X,O
ZLJTOSI,O,O,O,O,X,X,X,O
ZLJITSO,O,O,O,O,X,X,X,O
ZLJITOS,O,O,O,O,X,X,X,O
ZLJISTO,O,O,O,O,X,X,X,O
ZLJISOT,O,X,O,O,X,X,X,O
ZLJIOTS,O,X,O,O,X,X,X,O
ZLJIOST,O,X,O,O,X,X,X,O
ZLJSTIO,O,O,O,O,X,X,X,O
ZLJSTOI,O,O,O,O,X,X,X,O
ZLJSITO,O,O,O,O,X,X,X,O
ZLJSIOT,O,X,O,O,X,X,X,O
ZLJSOTI,O,X,O,O,X,X,X,O
ZLJSOIT,O,X,O,O,X,X,X,O
ZLJOTIS,O,X,O,O,X,X,X,O
ZLJOTSI,O,X,O,O,X,X,X,O
ZLJOITS,O,X,O,O,X,X,X,O
ZLJOIST,O,X,O,O,X,X,X,O
ZLJOSTI,O,X,O,O,X,X,X,O
ZLJOSIT,O,X,O,O,X,X,X,O
ZLSTIJO,O,O,O,O,X,X,X,X
ZLSTIOJ,X,O,O,O,X,X,X,X
ZLSTJIO,O,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,O,X,X,X,X
ZLSTOIJ,X,O,O,O,X,X,X,X
ZLSTOJI,X,O,O,X,X,X,X,X
ZLSITJO,O,O,O,O,X,X,X,X
ZLSITOJ,X,O,O,O,X,X,X,X
