sequence,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFUgBFhB6nB3?mBzpBWwB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFFgB0hB6nB3?lBWvBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFGgB6nB8pBl?mB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8Jei/IvhFclBxhB/rBG?nBTpB1vB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFclB6nBlmBu?pB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhF6nB0lBlmBX?lBTrBxuB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhFxgB6nBlmB3?pBUrBTqB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JexAJvhF6nBTlB0pBX?rBOpBlrB
LISOTZJ,O,O,O,X,O,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X
LISOZTJ,O,O,O,X,O,X,X,X
LISOZJT,O,O,O,X,X,X,X,X
LIZTJSO,O,O,O,X,X,O,O,X
LIZTJOS,O,O,X,X,X,O,X,X
LIZTSJO,O,O,O,X,O,O,O,X
LIZTSOJ,O,O,O,X,O,X,O,X
LIZTOJS,O,O,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,X,O,X
LIZJTSO,O,O,O,X,X,O,X,X
LIZJTOS,O,O,X,X,X,O,X,X
LIZJSTO,O,O,O,X,X,O,X,X
LIZJSOT,O,O,O,X,X,X,X,X
LIZJOTS,O,O,X,X,X,O,X,X
LIZJOST,O,O,O,X,X,X,X,X
LIZSTJO,O,O,O,X,O,O,X,X
LIZSTOJ,O,O,O,X,O,X,X,X
LIZSJTO,O,O,O,X,O,O,X,X
LIZSJOT,O,O,O,X,X,X,X,X
LIZSOTJ,O,O,O,X,O,X,X,O
LIZSOJT,O,O,O,X,X,X,X,O
LIZOTJS,O,O,X,X,X,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,X
LIZOJTS,O,O,X,X,X,O,X,X
LIZOJST,O,O,O,X,X,X,X,X
LIZOSTJ,O,O,O,X,X,X,X,O
LIZOSJT,O,O,O,X,X,X,X,O
LIOTJSZ,O,O,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,O,X,X
LIOTSJZ,O,O,X,X,X,X,X,X
LIOTSZJ,O,O,O,X,O,X,X,X
LIOTZJS,O,O,X,X,X,O,X,X
LIOTZSJ,O,O,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X
LIOJTZS,O,O,X,X,X,O,X,X
LIOJSTZ,O,O,X,X,X,X,X,X
LIOJSZT,O,O,X,X,X,X,X,X
LIOJZTS,O,O,X,X,X,O,X,X
LIOJZST,O,O,O,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X
LIOSTZJ,O,O,O,X,O,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X
LIOSZTJ,O,O,O,X,O,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X
LIOZTJS,O,O,X,X,X,O,X,X
LIOZTSJ,O,O,X,X,X,X,X,X
LIOZJTS,O,O,X,X,X,O,X,X
LIOZJST,O,O,O,X,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X
LJTISZO,O,O,O,X,O,O,X,X
LJTISOZ,O,O,X,X,X,X,X,X
LJTIZSO,O,O,O,X,X,O,X,X
LJTIZOS,O,O,X,X,X,O,X,X
LJTIOSZ,X,O,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,O,X,X
LJTSIZO,O,O,O,X,O,O,X,X
LJTSIOZ,O,O,X,X,X,X,X,X
LJTSZIO,O,O,X,X,O,X,O,X
LJTSZOI,O,O,X,X,X,X,O,X
LJTSOIZ,O,O,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X
LJTZISO,O,O,O,X,X,O,O,X
LJTZIOS,O,O,X,X,X,O,X,X
LJTZSIO,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,X,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X
LJTOIZS,X,O,X,X,X,O,X,X
LJTOSIZ,X,O,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X
LJITSZO,O,O,O,X,O,O,X,X
LJITSOZ,O,O,X,X,X,X,X,X
LJITZSO,O,O,O,X,X,O,X,X
LJITZOS,O,O,X,X,X,O,X,X
LJITOSZ,X,O,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,O,X,X
LJISTZO,O,O,O,O,O,O,X,X
LJISTOZ,O,O,X,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,O,X
LJISZOT,O,O,O,X,X,X,X,X
LJISOTZ,O,O,X,O,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,O,X,X
LJIZTOS,O,O,X,X,X,O,X,X
LJIZSTO,O,O,O,X,X,O,X,X
LJIZSOT,O,O,O,X,X,X,X,X
LJIZOTS,O,O,X,X,X,O,X,X
LJIZOST,O,O,O,X,X,X,X,X
LJIOTSZ,O,O,X,X,X,X,X,X
LJIOTZS,O,O,X,X,X,O,X,X
LJIOSTZ,O,O,X,O,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X
LJIOZTS,O,O,X,X,X,O,X,X
LJIOZST,O,O,O,X,X,X,X,X
LJSTIZO,O,O,O,O,O,O,X,X
LJSTIOZ,O,O,X,X,X,X,X,X
LJSTZIO,O,O,X,O,O,X,O,X
LJSTZOI,O,O,X,O,X,X,O,X
LJSTOIZ,O,O,X,X,X,X,X,X
LJSTOZI,O,O,X,X,X,X,X,X
LJSITZO,O,O,O,O,O,O,X,X
LJSITOZ,O,O,X,X,X,X,X,X
LJSIZTO,O,O,O,X,O,O,O,X
LJSIZOT,O,O,O,X,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,X,O,X
LJSZTOI,O,O,O,X,X,X,O,X
LJSZITO,O,O,O,X,O,X,O,X
LJSZIOT,O,O,O,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,O,O
LJSZOIT,O,O,O,X,X,X,X,O
LJSOTIZ,O,O,X,O,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,O,X
LJSOZIT,O,O,X,X,X,X,X,X
LJZTISO,O,O,O,X,X,O,O,X
LJZTIOS,O,O,X,X,X,O,X,X
LJZTSIO,O,O,O,X,X,X,X,X
LJZTSOI,O,O,O,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X
LJZITSO,O,O,O,X,X,O,X,X
LJZITOS,O,O,X,X,X,O,X,X
LJZISTO,O,O,O,X,X,O,X,X
LJZISOT,O,O,O,X,X,X,X,X
LJZIOTS,O,O,X,X,X,O,X,X
LJZIOST,O,O,O,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,O,X
LJZSTOI,O,O,O,X,X,X,O,X
LJZSITO,O,O,O,X,X,X,O,X
LJZSIOT,O,O,O,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,O,O
LJZSOIT,O,O,O,X,X,X,X,O
LJZOTIS,O,O,X,X,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,O
LJZOSIT,O,O,O,X,X,X,X,O
LJOTISZ,O,O,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,O,X,X
LJOTSIZ,O,O,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X
LJOITZS,O,O,X,X,X,O,X,X
LJOISTZ,O,O,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,X
LJOIZTS,O,O,X,X,X,O,X,X
LJOIZST,O,O,O,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X
LJOSZTI,O,O,X,X,X,X,O,X
LJOSZIT,O,O,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X
LSTIJZO,O,O,O,X,O,O,X,X
LSTIJOZ,O,O,X,X,X,X,X,X
LSTIZJO,O,O,O,O,O,O,X,X
LSTIZOJ,O,O,O,O,O,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,X,O,X,X,X
LSTJIZO,O,O,O,O,O,O,X,X
LSTJIOZ,O,O,X,X,X,X,X,X
LSTJZIO,O,O,X,O,O,X,O,X
LSTJZOI,O,O,X,O,X,X,O,X
LSTJOIZ,O,O,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X
LSTZIJO,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,O,X,O,X
LSTZJIO,O,X,X,O,O,X,O,X
LSTZJOI,O,X,X,O,X,X,O,X
LSTZOIJ,O,X,X,O,O,X,O,O
LSTZOJI,X,X,X,O,X,X,O,O
LSTOIJZ,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,X,O,X,X,X
LSTOJIZ,O,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X
LSTOZJI,O,X,X,X,X,X,X,X
LSITJZO,O,O,O,X,O,O,X,X
LSITJOZ,O,O,X,X,X,X,X,X
LSITZJO,O,O,O,O,O,O,X,X
LSITZOJ,O,O,O,O,O,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X
LSITOZJ,O,O,O,X,O,X,X,X
LSIJTZO,O,O,O,X,O,O,X,X
LSIJTOZ,O,O,X,X,X,X,X,X
LSIJZTO,O,O,O,X,O,O,O,X
LSIJZOT,O,O,O,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,O,O,X
LSIZTOJ,O,O,O,X,O,X,O,X
LSIZJTO,O,O,O,X,O,O,O,X
LSIZJOT,O,O,O,X,X,X,X,X
LSIZOTJ,O,O,O,X,O,X,X,O
LSIZOJT,O,O,O,X,X,X,X,O
LSIOTJZ,O,O,X,X,X,X,X,X
LSIOTZJ,O,O,O,O,O,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,O,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X
LSJTIZO,O,O,O,O,O,O,X,X
LSJTIOZ,O,O,X,X,X,X,X,X
LSJTZIO,O,O,X,O,O,X,O,X
LSJTZOI,O,O,X,O,X,X,O,X
LSJTOIZ,O,O,X,X,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X,X
LSJITZO,O,O,O,O,O,O,X,X
LSJITOZ,O,O,X,X,X,X,X,X
LSJIZTO,O,O,O,X,O,O,O,X
LSJIZOT,O,O,O,X,X,X,X,X
LSJIOTZ,O,O,X,O,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X
LSJZTIO,O,O,O,X,O,X,O,X
LSJZTOI,O,O,O,X,X,X,O,X
LSJZITO,O,O,O,X,O,X,O,X
LSJZIOT,O,O,O,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,O,O
LSJZOIT,O,O,O,X,X,X,X,O
LSJOTIZ,O,O,X,O,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X
LSJOITZ,O,O,X,O,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,O,X
LSJOZIT,O,O,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,O,X
LSZTIOJ,O,O,O,X,O,X,O,X
LSZTJIO,O,X,O,X,O,X,O,X
LSZTJOI,O,X,O,X,X,X,O,X
LSZTOIJ,O,X,O,X,O,X,O,O
LSZTOJI,X,X,O,X,X,X,O,O
LSZITJO,O,O,O,X,O,X,O,X
LSZITOJ,O,O,O,X,O,X,O,X
LSZIJTO,O,O,O,X,O,X,O,X
LSZIJOT,O,O,O,X,X,X,X,X
LSZIOTJ,O,O,O,X,O,X,X,O
LSZIOJT,O,O,O,X,X,X,X,O
LSZJTIO,O,O,O,X,O,X,O,X
LSZJTOI,O,O,O,X,X,X,O,X
LSZJITO,O,O,O,X,O,X,O,X
LSZJIOT,O,O,O,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,O,O
LSZJOIT,O,O,O,X,X,X,X,O
LSZOTIJ,O,O,O,X,O,X,O,O
LSZOTJI,O,O,O,X,X,X,O,O
LSZOITJ,O,O,O,X,O,X,X,O
LSZOIJT,O,O,O,X,X,X,X,O
LSZOJTI,O,O,O,X,X,X,O,O
LSZOJIT,O,O,O,X,X,X,X,O
LSOTIJZ,O,O,X,X,X,X,X,X
LSOTIZJ,O,O,O,O,O,X,X,X
LSOTJIZ,O,O,X,O,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X
LSOTZIJ,O,O,X,O,O,X,X,X
LSOTZJI,O,O,X,O,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X
LSOITZJ,O,O,O,O,O,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,O,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,O,O,X,O,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X
LSOJITZ,O,O,X,O,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X
LSOJZTI,O,O,X,X,X,X,O,X
LSOJZIT,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,X,O,O
LSOZTJI,O,O,X,X,X,X,O,O
LSOZITJ,O,O,X,X,O,X,X,O
LSOZIJT,O,O,X,X,X,X,X,O
LSOZJTI,O,O,X,X,X,X,O,O
LSOZJIT,O,O,X,X,X,X,X,O
LZTIJSO,O,O,O,X,X,O,O,X
LZTIJOS,O,O,X,X,X,O,X,X
LZTISJO,O,O,O,X,O,O,O,X
LZTISOJ,O,O,O,X,O,X,O,X
LZTIOJS,O,O,X,X,X,O,X,X
LZTIOSJ,O,O,X,X,X,X,O,X
LZTJISO,O,O,O,X,X,O,O,X
LZTJIOS,O,O,X,X,X,O,X,X
LZTJSIO,O,O,O,X,X,X,X,X
LZTJSOI,O,O,O,X,X,X,X,X
LZTJOIS,O,O,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X
LZTSIJO,O,O,O,X,O,X,O,X
LZTSIOJ,O,O,O,X,O,X,O,X
LZTSJIO,O,X,O,X,O,X,X,X
LZTSJOI,X,X,O,X,X,X,X,X
LZTSOIJ,O,X,O,X,O,X,X,O
LZTSOJI,X,X,O,X,X,X,X,O
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,O,X
LZTOJIS,O,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,O
LZTOSJI,O,O,X,X,X,X,X,O
LZITJSO,O,O,O,X,X,O,O,X
LZITJOS,O,O,X,X,X,O,X,X
LZITSJO,O,O,O,X,O,O,O,X
LZITSOJ,O,O,O,X,O,X,O,X
LZITOJS,O,O,X,X,X,O,X,X
LZITOSJ,O,O,X,X,X,X,O,X
LZIJTSO,O,O,O,X,X,O,X,X
LZIJTOS,O,O,X,X,X,O,X,X
LZIJSTO,O,O,O,X,X,O,X,X
LZIJSOT,O,O,O,X,X,X,X,X
LZIJOTS,O,O,X,X,X,O,X,X
LZIJOST,O,O,O,X,X,X,X,X
LZISTJO,O,O,O,X,O,O,X,X
LZISTOJ,O,O,O,X,O,X,X,X
LZISJTO,O,O,O,X,O,O,X,X
LZISJOT,O,O,O,X,X,X,X,X
LZISOTJ,O,O,O,X,O,X,X,O
LZISOJT,O,O,O,X,X,X,X,O
LZIOTJS,O,O,X,X,X,O,X,X
LZIOTSJ,O,O,X,X,X,X,X,X
LZIOJTS,O,O,X,X,X,O,X,X
LZIOJST,O,O,O,X,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,O
LZIOSJT,O,O,O,X,X,X,X,O
LZJTISO,O,O,O,X,X,O,O,X
LZJTIOS,O,O,X,X,X,O,X,X
LZJTSIO,O,O,O,X,X,X,X,X
LZJTSOI,O,O,O,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X
LZJITSO,O,O,O,X,X,O,X,X
LZJITOS,O,O,X,X,X,O,X,X
LZJISTO,O,O,O,X,X,O,X,X
LZJISOT,O,O,O,X,X,X,X,X
LZJIOTS,O,O,X,X,X,O,X,X
LZJIOST,O,O,O,X,X,X,X,X
LZJSTIO,O,O,O,X,X,X,O,X
LZJSTOI,O,O,O,X,X,X,O,X
LZJSITO,O,O,O,X,X,X,O,X
LZJSIOT,O,O,O,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,O,O
LZJSOIT,O,O,O,X,X,X,X,O
LZJOTIS,O,O,X,X,X,X,X,X
LZJOTSI,O,O,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,O
LZJOSIT,O,O,O,X,X,X,X,O
LZSTIJO,O,O,O,X,O,X,O,X
LZSTIOJ,O,O,O,X,O,X,O,X
LZSTJIO,O,X,O,X,O,X,O,X
LZSTJOI,O,X,O,X,X,X,O,X
LZSTOIJ,O,X,O,X,O,X,O,O
LZSTOJI,X,X,O,X,X,X,O,O
LZSITJO,O,O,O,X,O,X,O,X
LZSITOJ,O,O,O,X,O,X,O,X
LZSIJTO,O,O,O,X,O,X,O,X
LZSIJOT,O,O,O,X,X,X,X,X
LZSIOTJ,O,O,O,X,O,X,X,O
LZSIOJT,O,O,O,X,X,X,X,O
LZSJTIO,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,X,X,X,O,X
LZSJITO,O,O,O,X,O,X,O,X
LZSJIOT,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,O,O
LZSJOIT,O,O,O,X,X,X,X,O
LZSOTIJ,O,O,O,X,O,X,O,O
LZSOTJI,O,O,O,X,X,X,O,O
LZSOITJ,O,O,O,X,O,X,X,O
LZSOIJT,O,O,O,X,X,X,X,O
LZSOJTI,O,O,O,X,X,X,O,O
LZSOJIT,O,O,O,X,X,X,X,O
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,O,X
LZOTJIS,O,O,X,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,X,O
LZOTSJI,O,O,X,X,X,X,X,O
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X
LZOIJST,O,O,O,X,X,X,X,X
LZOISTJ,O,O,O,X,X,X,X,O
LZOISJT,O,O,O,X,X,X,X,O
LZOJTIS,O,O,X,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X,O
LZOJSIT,O,O,O,X,X,X,X,O
LZOSTIJ,O,O,O,X,X,X,X,O
LZOSTJI,O,O,O,X,X,X,X,O
LZOSITJ,O,O,O,X,X,X,X,O
LZOSIJT,O,O,O,X,X,X,X,O
LZOSJTI,O,O,O,X,X,X,X,O
LZOSJIT,O,O,O,X,X,X,X,O
LOTIJSZ,O,O,X,X,X,X,X,X
LOTIJZS,O,O,X,X,X,O,X,X
LOTISJZ,O,O,X,X,X,X,X,X
LOTISZJ,O,O,O,X,O,X,X,X
LOTIZJS,O,O,X,X,X,O,X,X
LOTIZSJ,O,O,X,X,X,X,X,X
LOTJISZ,O,O,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,O,X,X
LOTJSIZ,O,O,X,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,O,O,O,X,X,X
LOTSJIZ,O,O,X,O,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,O,X,X,O,X
LOTZJIS,O,O,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,O,X,X
LOITSJZ,O,O,X,X,X,X,X,X
LOITSZJ,O,O,O,X,O,X,X,X
LOITZJS,O,O,X,X,X,O,X,X
LOITZSJ,O,O,X,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,O,X,X
LOIJSTZ,O,O,X,X,X,X,X,X
LOIJSZT,O,O,X,X,X,X,X,X
LOIJZTS,O,O,X,X,X,O,X,X
LOIJZST,O,O,O,X,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X
LOISTZJ,O,O,O,X,O,X,X,X
LOISJTZ,O,O,X,X,X,X,X,X
LOISJZT,O,O,X,X,X,X,X,X
LOISZTJ,O,O,O,X,O,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,O,O,X,X,X,O,X,X
LOIZTSJ,O,O,X,X,X,X,X,X
LOIZJTS,O,O,X,X,X,O,X,X
LOIZJST,O,O,O,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X
LOJTISZ,O,O,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,O,X,X
LOJTSIZ,O,O,X,X,X,X,X,X
LOJTSZI,O,O,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,O,X,X
LOJISTZ,O,O,X,O,X,X,X,X
LOJISZT,O,O,X,X,X,X,X,X
LOJIZTS,O,O,X,X,X,O,X,X
LOJIZST,O,O,O,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X
LOJSITZ,O,O,X,O,X,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X
LOJSZTI,O,O,X,X,X,X,O,X
LOJSZIT,O,O,X,X,X,X,X,X
LOJZTIS,O,O,X,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,X,X
LOJZSTI,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X
LOSTIZJ,O,O,O,O,O,X,X,X
LOSTJIZ,O,O,X,O,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,X
LOSTZJI,O,O,X,O,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X
LOSITZJ,O,O,O,O,O,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X
LOSIJZT,O,O,X,X,X,X,X,X
LOSIZTJ,O,O,O,X,O,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,O,O,X,O,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X
LOSJITZ,O,O,X,O,X,X,X,X
LOSJIZT,O,O,X,X,X,X,X,X
LOSJZTI,O,O,X,X,X,X,O,X
LOSJZIT,O,O,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,O,X,O,O
LOSZTJI,O,O,X,X,X,X,O,O
LOSZITJ,O,O,X,X,O,X,X,O
LOSZIJT,O,O,X,X,X,X,X,O
LOSZJTI,O,O,X,X,X,X,O,O
LOSZJIT,O,O,X,X,X,X,X,O
LOZTIJS,O,O,X,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,O,X
LOZTJIS,O,O,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,X,O
LOZTSJI,O,O,X,X,X,X,X,O
LOZITJS,O,O,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X
LOZIJTS,O,O,X,X,X,X,X,X
LOZIJST,O,O,O,X,X,X,X,X
LOZISTJ,O,O,O,X,X,X,X,O
LOZISJT,O,O,O,X,X,X,X,O
LOZJTIS,O,O,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X,O
LOZJSIT,O,O,O,X,X,X,X,O
LOZSTIJ,O,O,O,X,X,X,X,O
LOZSTJI,O,O,O,X,X,X,X,O
LOZSITJ,O,O,O,X,X,X,X,O
LOZSIJT,O,O,O,X,X,X,X,O
LOZSJTI,O,O,O,X,X,X,X,O
LOZSJIT,O,O,O,X,X,X,X,O
JTILSZO,O,O,O,X,O,O,X,X
JTILSOZ,O,O,X,X,X,X,X,X
JTILZSO,O,O,O,X,X,O,X,X
JTILZOS,O,O,X,X,X,O,X,X
JTILOSZ,X,O,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,O,X,X
JTISLZO,O,O,O,O,O,O,X,X
JTISLOZ,O,O,X,X,X,X,X,X
JTISZLO,O,O,O,O,O,O,X,X
JTISZOL,O,O,O,O,X,X,X,X
JTISOLZ,O,O,X,O,X,X,X,X
JTISOZL,O,O,X,O,X,X,X,X
JTIZLSO,O,O,O,X,X,O,X,X
JTIZLOS,O,O,X,X,X,O,X,X
JTIZSLO,O,O,O,X,X,O,X,X
JTIZSOL,O,O,O,X,X,X,X,X
JTIZOLS,O,O,X,X,X,O,X,X
JTIZOSL,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,O,X,X
JTIOSLZ,X,O,X,O,X,X,X,X
JTIOSZL,X,O,X,O,X,X,X,X
JTIOZLS,X,O,X,X,X,O,X,X
JTIOZSL,X,O,X,X,X,X,X,X
JTLISZO,O,O,O,X,O,O,X,X
JTLISOZ,O,O,X,X,X,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X
JTLIZOS,O,O,X,X,X,O,X,X
JTLIOSZ,X,O,X,X,X,X,X,X
JTLIOZS,X,O,X,X,X,O,X,X
JTLSIZO,O,O,O,X,O,O,X,X
