sequence,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jem/IvhFfmB0hBliBT?kBysBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBfmBlhBa?oBTnBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmB0hBm?iB1sBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmBlhBc?nBeoBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jex/IvhFOmBVnBaoBT?kBXsB0qB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBRiBFmBy?sBXsBzqB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JecGJvhFxkBmnBTkB3?nBlqBywB
JLIOZTS,X,X,X,O,X,X,X
JLIOZST,X,X,X,O,X,X,X
JLSTIZO,O,X,O,O,X,X,X
JLSTIOZ,X,X,O,O,O,X,X
JLSTZIO,O,O,O,O,X,X,X
JLSTZOI,O,O,O,O,O,X,X
JLSTOIZ,O,X,O,O,O,X,X
JLSTOZI,O,X,O,O,O,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,O,X,O,O,X,X,X
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,X,X
JLSIOTZ,O,X,O,O,X,X,X
JLSIOZT,O,X,O,O,X,X,X
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,O,O,X,X,X
JLSZITO,O,O,X,O,X,X,X
JLSZIOT,X,O,X,O,X,X,X
JLSZOTI,O,O,O,O,X,X,X
JLSZOIT,O,O,X,O,X,X,X
JLSOTIZ,O,X,O,O,O,X,X
JLSOTZI,O,X,O,O,O,X,X
JLSOITZ,O,X,O,O,O,X,X
JLSOIZT,O,X,O,O,X,X,X
JLSOZTI,O,X,O,O,X,X,X
JLSOZIT,O,X,X,O,X,X,X
JLZTISO,X,O,X,X,X,O,X
JLZTIOS,X,X,X,X,X,X,X
JLZTSIO,O,O,X,O,X,O,X
JLZTSOI,O,O,X,O,X,O,X
JLZTOIS,X,X,X,X,X,X,X
JLZTOSI,X,X,X,O,X,O,X
JLZITSO,X,O,X,O,X,O,X
JLZITOS,X,X,X,O,X,X,X
JLZISTO,X,O,X,O,X,X,X
JLZISOT,X,O,X,O,X,X,O
JLZIOTS,X,X,X,O,X,X,X
JLZIOST,X,O,X,O,X,X,O
JLZSTIO,O,O,X,O,X,O,X
JLZSTOI,O,O,X,O,X,O,X
JLZSITO,O,O,X,O,X,X,X
JLZSIOT,X,O,X,O,X,X,X
JLZSOTI,O,O,X,O,X,X,X
JLZSOIT,X,O,X,O,X,X,X
JLZOTIS,X,X,X,X,X,X,X
JLZOTSI,X,X,X,O,X,O,X
JLZOITS,X,X,X,O,X,X,X
JLZOIST,X,O,X,O,X,X,X
JLZOSTI,X,O,X,O,X,X,X
JLZOSIT,X,O,X,O,X,X,X
JLOTISZ,O,X,O,O,X,X,X
JLOTIZS,X,X,X,O,X,X,X
JLOTSIZ,O,X,O,O,X,X,X
JLOTSZI,O,X,O,O,X,X,X
JLOTZIS,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X
JLOITSZ,O,X,O,O,X,X,X
JLOITZS,X,X,O,O,X,X,X
JLOISTZ,O,X,O,O,O,X,X
JLOISZT,O,X,O,O,X,X,X
JLOIZTS,X,X,X,O,X,X,X
JLOIZST,X,X,X,O,X,X,X
JLOSTIZ,O,X,O,O,O,X,X
JLOSTZI,O,X,O,O,O,X,X
JLOSITZ,O,X,O,O,O,X,X
JLOSIZT,O,X,O,O,X,X,X
JLOSZTI,O,X,O,O,X,X,X
JLOSZIT,O,X,X,O,X,X,X
JLOZTIS,X,X,X,X,X,X,X
JLOZTSI,O,X,X,O,X,X,X
JLOZITS,X,X,X,O,X,X,X
JLOZIST,X,X,X,O,X,X,X
JLOZSTI,O,X,X,O,X,X,X
JLOZSIT,O,X,X,O,X,X,X
JSTILZO,O,X,O,O,X,X,X
JSTILOZ,O,X,O,O,O,X,X
JSTIZLO,O,X,O,O,X,X,X
JSTIZOL,O,X,X,O,X,X,X
JSTIOLZ,X,X,X,X,O,X,X
JSTIOZL,X,X,X,X,O,X,X
JSTLIZO,O,X,O,O,X,X,X
JSTLIOZ,X,X,O,O,O,X,X
JSTLZIO,O,O,O,O,X,X,X
JSTLZOI,O,O,O,O,O,X,X
JSTLOIZ,X,X,O,O,O,X,X
JSTLOZI,O,X,O,O,O,X,X
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,O,X,X
JSTZOIL,O,O,X,X,O,X,X
JSTZOLI,O,O,O,O,O,X,X
JSTOILZ,X,X,X,X,O,X,X
JSTOIZL,X,X,X,X,O,X,X
JSTOLIZ,X,X,O,X,O,X,X
JSTOLZI,X,O,O,X,O,X,X
JSTOZIL,X,O,X,X,O,X,X
JSTOZLI,X,O,O,X,O,X,X
JSITLZO,O,O,O,O,X,X,X
JSITLOZ,O,X,O,O,X,X,X
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,X,O,O,X,X,X,X
JSITOZL,X,O,O,X,X,X,X
JSILTZO,O,O,O,O,X,X,X
JSILTOZ,O,X,O,O,X,X,X
JSILZTO,O,O,O,O,X,X,X
JSILZOT,O,O,O,O,X,X,X
JSILOTZ,O,X,O,O,X,X,X
JSILOZT,O,X,O,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X
JSIZTOL,O,O,O,O,X,X,O
JSIZLTO,O,O,O,O,X,X,X
JSIZLOT,O,O,O,O,X,X,O
JSIZOTL,O,O,X,O,X,X,O
JSIZOLT,O,O,X,O,X,X,O
JSIOTLZ,O,O,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X
JSIOLZT,O,O,X,O,X,X,X
JSIOZTL,O,O,X,O,X,X,X
JSIOZLT,O,O,X,O,X,X,X
JSLTIZO,O,X,O,O,X,X,X
JSLTIOZ,X,X,O,O,O,X,X
JSLTZIO,O,O,O,O,X,X,X
JSLTZOI,O,O,O,O,O,X,X
JSLTOIZ,O,X,O,O,O,X,X
JSLTOZI,O,X,O,O,O,X,X
JSLITZO,O,O,O,O,X,X,X
JSLITOZ,O,X,O,O,X,X,X
JSLIZTO,O,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X
JSLIOTZ,O,X,O,O,X,X,X
JSLIOZT,O,X,O,O,X,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,O,O,X,X,X
JSLZITO,O,O,X,O,X,X,X
JSLZIOT,X,O,X,O,X,X,X
JSLZOTI,O,O,O,O,X,X,X
JSLZOIT,O,O,X,O,X,X,X
JSLOTIZ,O,X,O,O,O,X,X
JSLOTZI,O,X,O,O,O,X,X
JSLOITZ,O,X,O,O,O,X,X
JSLOIZT,O,X,O,O,X,X,X
JSLOZTI,O,X,O,O,X,X,X
JSLOZIT,O,X,X,O,X,X,X
JSZTILO,O,O,O,O,X,X,X
JSZTIOL,O,O,X,X,X,X,X
JSZTLIO,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,X,X,X
JSZTOIL,O,O,X,X,X,X,X
JSZTOLI,O,O,O,O,X,X,X
JSZITLO,O,O,X,O,X,X,X
JSZITOL,O,O,X,O,X,X,O
JSZILTO,O,O,X,O,X,X,X
JSZILOT,O,O,X,O,X,X,O
JSZIOTL,O,O,X,O,X,X,O
JSZIOLT,O,O,X,O,X,X,O
JSZLTIO,O,O,O,O,X,X,X
JSZLTOI,O,O,O,O,X,X,X
JSZLITO,O,O,X,O,X,X,X
JSZLIOT,X,O,X,O,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,O,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,X
JSZOTLI,O,O,X,O,X,X,X
JSZOITL,O,O,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X
JSZOLTI,O,O,X,O,X,X,X
JSZOLIT,O,O,X,O,X,X,X
JSOTILZ,O,X,X,X,O,X,X
JSOTIZL,O,X,X,X,O,X,X
JSOTLIZ,O,X,X,X,O,X,X
JSOTLZI,O,O,X,X,O,X,X
JSOTZIL,O,O,X,X,O,X,X
JSOTZLI,O,O,X,X,O,X,X
JSOITLZ,O,X,X,X,O,X,X
JSOITZL,O,X,X,X,O,X,X
JSOILTZ,O,X,X,O,O,X,X
JSOILZT,O,X,X,O,X,X,X
JSOIZTL,O,X,X,O,X,X,X
JSOIZLT,O,X,X,O,X,X,X
JSOLTIZ,O,X,X,O,O,X,X
JSOLTZI,O,O,X,O,O,X,X
JSOLITZ,O,X,X,O,O,X,X
JSOLIZT,O,X,X,O,X,X,X
JSOLZTI,O,O,X,O,X,X,X
JSOLZIT,O,O,X,O,X,X,X
JSOZTIL,O,O,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X
JSOZITL,O,O,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X
JSOZLTI,O,O,X,O,X,X,X
JSOZLIT,O,O,X,O,X,X,X
JZTILSO,X,O,X,X,X,O,X
JZTILOS,X,X,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,X
JZTISOL,X,O,X,X,X,X,O
JZTIOLS,X,O,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,O
JZTLISO,X,O,X,X,X,O,X
JZTLIOS,X,X,X,X,X,X,X
JZTLSIO,X,O,X,O,X,O,X
JZTLSOI,X,O,X,O,X,O,X
JZTLOIS,X,X,X,X,X,X,X
JZTLOSI,X,X,X,O,X,O,X
JZTSILO,X,O,X,O,X,X,X
JZTSIOL,X,O,X,X,X,X,X
JZTSLIO,X,O,X,O,X,O,X
JZTSLOI,X,O,X,O,X,O,X
JZTSOIL,X,O,X,X,X,X,X
JZTSOLI,X,O,X,O,X,X,X
JZTOILS,X,X,X,X,X,X,X
JZTOISL,X,X,X,X,X,X,X
JZTOLIS,X,X,X,X,X,X,X
JZTOLSI,X,O,X,X,X,O,X
JZTOSIL,X,O,X,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X
JZITLSO,X,O,X,O,X,O,X
JZITLOS,X,X,X,O,X,X,X
JZITSLO,X,O,X,O,X,X,X
JZITSOL,X,O,X,O,X,X,O
JZITOLS,X,O,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,O
JZILTSO,O,O,X,O,X,O,X
JZILTOS,X,X,X,O,X,X,X
JZILSTO,O,O,X,O,X,X,X
JZILSOT,O,O,X,O,X,X,O
JZILOTS,X,O,X,O,X,X,X
JZILOST,X,O,X,O,X,X,O
JZISTLO,O,O,X,O,X,X,X
JZISTOL,O,O,X,O,X,X,O
JZISLTO,O,O,X,O,X,X,X
JZISLOT,O,O,X,O,X,X,O
JZISOTL,O,O,X,O,X,X,O
JZISOLT,O,O,X,O,X,X,O
JZIOTLS,X,O,X,X,X,X,X
JZIOTSL,X,O,X,X,X,X,O
JZIOLTS,X,O,X,O,X,X,X
JZIOLST,X,O,X,O,X,X,O
JZIOSTL,X,O,X,O,X,X,O
JZIOSLT,X,O,X,O,X,X,O
JZLTISO,X,O,X,X,X,O,X
JZLTIOS,X,X,X,X,X,X,X
JZLTSIO,O,O,X,O,X,O,X
JZLTSOI,O,O,X,O,X,O,X
JZLTOIS,X,X,X,X,X,X,X
JZLTOSI,X,X,X,O,X,O,X
JZLITSO,X,O,X,O,X,O,X
JZLITOS,X,X,X,O,X,X,X
JZLISTO,X,O,X,O,X,X,X
JZLISOT,X,O,X,O,X,X,O
JZLIOTS,X,O,X,O,X,X,X
JZLIOST,X,O,X,O,X,X,O
JZLSTIO,O,O,X,O,X,O,X
JZLSTOI,O,O,X,O,X,O,X
JZLSITO,O,O,X,O,X,X,X
JZLSIOT,X,O,X,O,X,X,X
JZLSOTI,O,O,X,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X
JZLOTIS,X,X,X,X,X,X,X
JZLOTSI,X,O,X,O,X,O,X
JZLOITS,X,X,X,O,X,X,X
JZLOIST,X,O,X,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X
JZLOSIT,X,O,X,O,X,X,X
JZSTILO,O,O,X,O,X,X,X
JZSTIOL,O,O,X,X,X,X,X
JZSTLIO,O,O,X,O,X,O,X
JZSTLOI,O,O,X,O,X,O,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,O,X,X,X
JZSITLO,O,O,X,O,X,X,X
JZSITOL,O,O,X,O,X,X,O
JZSILTO,O,O,X,O,X,X,X
JZSILOT,O,O,X,O,X,X,O
JZSIOTL,O,O,X,O,X,X,O
JZSIOLT,O,O,X,O,X,X,O
JZSLTIO,O,O,X,O,X,O,X
JZSLTOI,O,O,X,O,X,O,X
JZSLITO,O,O,X,O,X,X,X
JZSLIOT,X,O,X,O,X,X,X
JZSLOTI,O,O,X,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X
JZSOTIL,O,O,X,X,X,X,X
JZSOTLI,O,O,X,O,X,X,X
JZSOITL,X,O,X,X,X,X,X
JZSOILT,X,O,X,X,X,X,X
JZSOLTI,O,O,X,O,X,X,X
JZSOLIT,X,O,X,O,X,X,X
JZOTILS,X,X,X,X,X,X,X
JZOTISL,X,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,X,X
JZOTLSI,X,O,X,X,X,O,X
JZOTSIL,X,O,X,X,X,X,X
JZOTSLI,X,O,X,X,X,X,X
JZOITLS,X,O,X,X,X,X,X
JZOITSL,X,O,X,X,X,X,O
JZOILTS,X,O,X,X,X,X,X
JZOILST,X,O,X,X,X,X,O
JZOISTL,X,O,X,X,X,X,O
JZOISLT,X,O,X,X,X,X,O
JZOLTIS,X,X,X,X,X,X,X
JZOLTSI,X,O,X,O,X,O,X
JZOLITS,X,X,X,X,X,X,X
JZOLIST,X,O,X,O,X,X,X
JZOLSTI,X,O,X,O,X,X,X
JZOLSIT,X,O,X,O,X,X,X
JZOSTIL,X,O,X,X,X,X,X
JZOSTLI,X,O,X,O,X,X,X
JZOSITL,X,O,X,X,X,X,X
JZOSILT,X,O,X,X,X,X,X
JZOSLTI,X,O,X,O,X,X,X
JZOSLIT,X,O,X,O,X,X,X
JOTILSZ,O,X,X,X,X,X,X
JOTILZS,O,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,X,X
JOTIZSL,X,X,X,X,X,X,X
JOTLISZ,O,X,X,X,X,X,X
JOTLIZS,X,X,X,X,X,X,X
JOTLSIZ,O,X,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,X
JOTZISL,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X
JOITLZS,O,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X
JOILTSZ,O,X,X,O,X,X,X
JOILTZS,O,X,X,O,X,X,X
JOILSTZ,O,X,X,O,O,X,X
JOILSZT,O,X,X,O,X,X,X
JOILZTS,O,X,X,O,X,X,X
JOILZST,O,X,X,O,X,X,X
JOISTLZ,O,X,X,X,O,X,X
JOISTZL,O,X,X,X,O,X,X
JOISLTZ,O,X,X,O,O,X,X
JOISLZT,O,X,X,O,X,X,X
JOISZTL,O,X,X,O,X,X,X
JOISZLT,O,X,X,O,X,X,X
JOIZTLS,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,X,O
JOIZLTS,O,X,X,O,X,X,X
JOIZLST,O,X,X,O,X,X,O
JOIZSTL,O,X,X,O,X,X,O
JOIZSLT,O,X,X,O,X,X,O
JOLTISZ,O,X,X,O,X,X,X
JOLTIZS,X,X,X,O,X,X,X
JOLTSIZ,O,X,X,O,X,X,X
JOLTSZI,O,X,X,O,X,X,X
JOLTZIS,X,X,X,X,X,X,X
JOLTZSI,O,X,X,O,X,X,X
JOLITSZ,O,X,X,O,X,X,X
JOLITZS,O,X,X,O,X,X,X
JOLISTZ,O,X,X,O,O,X,X
JOLISZT,O,X,X,O,X,X,X
JOLIZTS,O,X,X,O,X,X,X
JOLIZST,O,X,X,O,X,X,X
JOLSTIZ,O,X,X,O,O,X,X
JOLSTZI,O,O,X,O,O,X,X
JOLSITZ,O,X,X,O,O,X,X
JOLSIZT,O,X,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X
JOLZTIS,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X
JOLZITS,X,X,X,O,X,X,X
JOLZIST,X,O,X,O,X,X,X
JOLZSTI,O,O,X,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X
JOSTILZ,O,X,X,X,O,X,X
JOSTIZL,O,X,X,X,O,X,X
JOSTLIZ,O,X,X,X,O,X,X
JOSTLZI,O,O,X,X,O,X,X
JOSTZIL,O,O,X,X,O,X,X
JOSTZLI,O,O,X,X,O,X,X
JOSITLZ,O,X,X,X,O,X,X
JOSITZL,O,X,X,X,O,X,X
JOSILTZ,O,X,X,O,O,X,X
JOSILZT,O,X,X,O,X,X,X
JOSIZTL,O,X,X,O,X,X,X
JOSIZLT,O,X,X,O,X,X,X
JOSLTIZ,O,X,X,O,O,X,X
JOSLTZI,O,O,X,O,O,X,X
JOSLITZ,O,X,X,O,O,X,X
JOSLIZT,O,X,X,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,X,O,X,X,X
JOSZTIL,O,O,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,X
JOSZITL,O,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X
JOSZLTI,O,O,X,O,X,X,X
JOSZLIT,O,O,X,O,X,X,X
JOZTILS,X,X,X,X,X,X,X
JOZTISL,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X
JOZTLSI,X,O,X,X,X,X,X
JOZTSIL,X,O,X,X,X,X,X
JOZTSLI,X,O,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,X
JOZITSL,X,X,X,X,X,X,O
JOZILTS,O,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,O
JOZISTL,O,O,X,X,X,X,O
JOZISLT,O,O,X,X,X,X,O
JOZLTIS,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X
JOZLITS,X,X,X,X,X,X,X
JOZLIST,X,O,X,O,X,X,X
JOZLSTI,O,O,X,O,X,X,X
JOZLSIT,O,O,X,O,X,X,X
JOZSTIL,O,O,X,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X
JOZSITL,O,O,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X
JOZSLTI,O,O,X,O,X,X,X
JOZSLIT,O,O,X,O,X,X,X
STILJZO,O,O,O,O,X,X,X
STILJOZ,O,X,O,O,O,X,X
STILZJO,O,O,O,X,X,X,X
STILZOJ,O,O,O,X,X,X,X
STILOJZ,O,O,O,O,O,X,X
STILOZJ,O,O,O,X,O,X,X
STIJLZO,O,O,O,O,X,X,X
STIJLOZ,O,X,O,O,O,X,X
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,X,X,X
STIJOLZ,X,O,O,X,O,X,X
STIJOZL,X,O,O,X,O,X,X
STIZLJO,O,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X
STIZJLO,O,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X
STIZOJL,O,O,O,X,X,X,X
STIOLJZ,O,O,O,X,O,X,X
STIOLZJ,O,O,O,X,O,X,X
STIOJLZ,O,O,O,X,O,X,X
STIOJZL,O,O,O,X,O,X,X
STIOZLJ,O,O,O,X,O,X,X
STIOZJL,O,O,O,X,O,X,X
STLIJZO,O,O,O,O,X,X,X
STLIJOZ,X,X,O,O,O,X,X
STLIZJO,O,O,O,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X
STLIOJZ,O,X,O,O,O,X,X
STLIOZJ,O,O,O,X,O,X,X
STLJIZO,O,X,O,O,X,X,X
STLJIOZ,X,X,O,O,O,X,X
STLJZIO,O,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,X,X
STLJOIZ,O,X,O,O,O,X,X
STLJOZI,O,X,O,O,O,X,X
STLZIJO,O,O,O,X,X,X,X
STLZIOJ,O,O,O,X,X,X,X
STLZJIO,O,O,O,X,X,O,X
STLZJOI,O,O,O,X,O,O,X
STLZOIJ,O,O,O,X,O,X,X
STLZOJI,O,O,O,X,O,X,X
STLOIJZ,O,X,O,O,O,X,X
STLOIZJ,O,O,O,X,O,X,X
STLOJIZ,O,X,O,O,O,X,X
STLOJZI,O,O,O,O,O,X,X
STLOZIJ,O,O,O,X,O,X,X
STLOZJI,O,O,O,X,O,X,X
STJILZO,O,X,O,O,X,X,X
STJILOZ,O,X,O,O,O,X,X
STJIZLO,O,X,O,O,X,X,X
STJIZOL,O,X,X,O,X,X,X
STJIOLZ,X,X,X,X,O,X,X
STJIOZL,X,X,X,X,O,X,X
STJLIZO,O,X,O,O,X,X,X
STJLIOZ,X,X,O,O,O,X,X
STJLZIO,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,O,X,X
STJLOIZ,X,X,O,O,O,X,X
STJLOZI,O,X,O,O,O,X,X
STJZILO,O,O,O,O,X,X,X
STJZIOL,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,X,X,O,X,X
STJZOLI,O,O,O,O,O,X,X
STJOILZ,X,X,X,X,O,X,X
STJOIZL,X,X,X,X,O,X,X
STJOLIZ,X,X,O,X,O,X,X
STJOLZI,X,O,O,X,O,X,X
STJOZIL,X,O,X,X,O,X,X
STJOZLI,X,O,O,X,O,X,X
STZILJO,X,O,O,X,X,X,X
STZILOJ,X,O,O,X,X,X,X
STZIJLO,O,O,O,X,X,X,X
STZIJOL,O,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X
STZLJIO,O,O,O,X,X,O,X
STZLJOI,O,O,O,X,O,O,X
STZLOIJ,O,O,O,X,O,X,X
STZLOJI,O,O,O,X,O,X,X
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,X,X,X,X,X
STZJLIO,O,O,O,X,X,O,X
STZJLOI,O,O,O,X,O,O,X
STZJOIL,O,O,X,X,O,X,X
STZJOLI,O,O,O,X,O,X,X
STZOILJ,X,O,X,X,O,X,X
STZOIJL,O,O,X,X,O,X,X
STZOLIJ,O,O,O,X,O,X,X
STZOLJI,O,O,O,X,O,X,X
STZOJIL,O,O,X,X,O,X,X
STZOJLI,O,O,O,X,O,X,X
STOILJZ,O,X,X,X,O,X,X
STOILZJ,O,O,X,X,O,X,X
STOIJLZ,O,X,X,X,O,X,X
STOIJZL,O,X,X,X,O,X,X
STOIZLJ,O,O,X,X,O,X,X
STOIZJL,O,O,X,X,O,X,X
STOLIJZ,O,X,O,X,O,X,X
STOLIZJ,O,O,O,X,O,X,X
STOLJIZ,O,X,O,X,O,X,X
STOLJZI,O,O,O,X,O,X,X
STOLZIJ,O,O,O,X,O,X,X
STOLZJI,O,O,O,X,O,X,X
STOJILZ,O,X,X,X,O,X,X
STOJIZL,O,X,X,X,O,X,X
STOJLIZ,O,X,O,X,O,X,X
STOJLZI,O,O,O,X,O,X,X
STOJZIL,O,O,X,X,O,X,X
STOJZLI,O,O,O,X,O,X,X
STOZILJ,X,O,X,X,O,X,X
STOZIJL,O,O,X,X,O,X,X
STOZLIJ,O,O,O,X,O,X,X
STOZLJI,O,O,O,X,O,X,X
STOZJIL,O,O,X,X,O,X,X
STOZJLI,O,O,O,X,O,X,X
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,X,O,O,O,X,X
SITLZJO,O,O,O,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X
SITLOJZ,O,O,O,O,O,X,X
SITLOZJ,O,O,O,X,O,X,X
SITJLZO,O,O,O,O,X,X,X
SITJLOZ,O,X,O,O,O,X,X
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,X,X,X
SITJOLZ,X,O,O,X,O,X,X
SITJOZL,X,O,O,X,O,X,X
SITZLJO,O,O,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X
SITZJLO,O,O,O,X,X,X,X
SITZJOL,O,O,O,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X
SITZOJL,O,O,O,X,X,X,X
SITOLJZ,O,O,O,X,O,X,X
SITOLZJ,O,O,O,X,O,X,X
SITOJLZ,O,O,O,X,O,X,X
SITOJZL,O,O,O,X,O,X,X
SITOZLJ,O,O,O,X,O,X,X
SITOZJL,O,O,O,X,O,X,X
SILTJZO,O,O,O,O,X,X,X
SILTJOZ,O,X,O,O,O,X,X
SILTZJO,O,O,O,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X
SILTOJZ,O,O,O,O,O,X,X
SILTOZJ,O,O,O,X,O,X,X
SILJTZO,O,O,O,O,X,X,X
SILJTOZ,O,X,O,O,X,X,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,X,X
SILJOTZ,O,X,O,O,X,X,X
SILJOZT,O,X,O,O,X,X,X
SILZTJO,O,O,O,X,X,X,X
SILZTOJ,O,O,O,X,X,X,X
SILZJTO,O,O,O,O,X,X,X
SILZJOT,O,O,O,O,X,X,X
SILZOTJ,O,O,O,X,X,X,X
SILZOJT,O,O,O,O,X,X,X
SILOTJZ,O,O,O,O,O,X,X
SILOTZJ,O,O,O,X,O,X,X
SILOJTZ,O,O,O,O,O,X,X
SILOJZT,O,O,O,O,X,X,X
SILOZTJ,O,O,O,X,O,X,X
SILOZJT,O,O,O,O,X,X,X
SIJTLZO,O,O,O,O,X,X,X
SIJTLOZ,O,X,O,O,X,X,X
SIJTZLO,O,O,O,O,X,X,X
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,X,O,O,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X
SIJLTZO,O,O,O,O,X,X,X
SIJLTOZ,O,X,O,O,X,X,X
SIJLZTO,O,O,O,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X
SIJLOTZ,O,X,O,O,X,X,X
SIJLOZT,O,X,O,O,X,X,X
SIJZTLO,O,O,O,O,X,X,X
SIJZTOL,O,O,O,O,X,X,O
SIJZLTO,O,O,O,O,X,X,X
SIJZLOT,O,O,O,O,X,X,O
SIJZOTL,O,O,X,O,X,X,O
SIJZOLT,O,O,X,O,X,X,O
SIJOTLZ,O,O,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X
SIJOLZT,O,O,X,O,X,X,X
SIJOZTL,O,O,X,O,X,X,X
SIJOZLT,O,O,X,O,X,X,X
SIZTLJO,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X
