sequence,v115@FhB8HeC8HeC8DeD8Jei/IvhFGhBTiBfqBUrBRsBlqB,v115@FhB8HeC8HeC8DeD8JeT/IvhF0gBqnBVqB3mBmmBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRhBqnB8rB3qBFrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFigBGiBfrBUqBRsBlrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFCiBXlB2rB0nBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFcmBenBqnBXlBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRmB1sBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Je2EJvhFRmB1sBzkBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Jei/IvhFfqBxlB0nBuqBFnBTrB
JSTOIZL,X,X,X,X,X,X,O,O,X
JSTOLIZ,X,X,X,X,X,X,O,X,X
JSTOLZI,X,X,O,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,X,O,X,X
JSTOZLI,X,X,O,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X,X,O,X
JSITLOZ,O,X,X,X,X,X,O,O,X
JSITZLO,X,X,X,X,X,X,X,O,X
JSITZOL,X,X,X,X,X,X,O,O,X
JSITOLZ,O,X,X,X,X,X,O,O,X
JSITOZL,X,X,X,X,X,X,O,O,X
JSILTZO,X,X,X,X,X,O,X,X,X
JSILTOZ,O,X,X,X,X,O,X,X,X
JSILZTO,O,X,O,X,X,O,X,X,O
JSILZOT,O,X,O,X,X,O,X,X,O
JSILOTZ,O,X,X,X,X,O,X,X,X
JSILOZT,O,X,O,X,X,O,X,X,X
JSIZTLO,O,X,X,X,O,X,X,X,X
JSIZTOL,O,X,X,X,O,X,X,X,X
JSIZLTO,O,X,O,X,O,X,X,X,O
JSIZLOT,O,X,O,X,O,X,X,X,O
JSIZOTL,O,X,X,X,O,X,X,X,X
JSIZOLT,O,X,O,X,O,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,O,X,X
JSIOTZL,X,X,X,X,X,X,O,X,X
JSIOLTZ,O,X,X,X,X,O,X,X,X
JSIOLZT,O,X,O,X,X,O,X,X,X
JSIOZTL,O,X,X,X,O,X,X,X,X
JSIOZLT,O,X,O,X,O,X,X,X,X
JSLTIZO,X,X,X,X,X,X,X,O,X
JSLTIOZ,X,X,X,X,X,X,O,O,X
JSLTZIO,X,X,O,X,X,X,X,X,X
JSLTZOI,X,X,O,X,X,O,X,X,X
JSLTOIZ,X,X,X,X,X,X,O,X,X
JSLTOZI,X,X,O,X,X,O,X,X,X
JSLITZO,X,X,X,X,X,O,X,X,X
JSLITOZ,O,X,X,X,X,O,X,X,X
JSLIZTO,O,X,O,X,X,O,X,X,O
JSLIZOT,O,X,O,X,X,O,X,X,O
JSLIOTZ,O,X,X,X,X,O,X,X,X
JSLIOZT,O,X,O,X,X,O,X,X,X
JSLZTIO,X,X,O,X,X,X,X,X,X
JSLZTOI,X,X,O,X,X,O,X,X,X
JSLZITO,X,X,O,X,X,X,X,X,O
JSLZIOT,X,X,O,X,X,O,X,X,O
JSLZOTI,X,X,O,X,X,O,X,X,X
JSLZOIT,X,X,O,X,X,O,X,X,O
JSLOTIZ,X,X,X,X,X,X,O,X,X
JSLOTZI,X,X,O,X,X,O,X,X,X
JSLOITZ,X,X,X,X,X,O,X,X,X
JSLOIZT,X,X,O,X,X,O,X,X,O
JSLOZTI,X,X,O,X,X,O,X,X,X
JSLOZIT,X,X,O,X,X,O,X,X,O
JSZTILO,X,X,X,X,X,X,X,O,X
JSZTIOL,X,X,X,X,X,X,O,O,X
JSZTLIO,X,X,O,X,X,X,X,X,X
JSZTLOI,X,X,O,X,O,X,X,X,X
JSZTOIL,X,X,X,X,X,X,O,X,X
JSZTOLI,X,X,O,X,O,X,X,X,X
JSZITLO,X,X,X,X,O,X,X,X,X
JSZITOL,X,X,X,X,O,X,X,X,X
JSZILTO,X,X,O,X,O,X,X,X,O
JSZILOT,X,X,O,X,O,X,X,X,O
JSZIOTL,X,X,X,X,O,X,X,X,X
JSZIOLT,X,X,O,X,O,X,X,X,X
JSZLTIO,X,X,O,X,X,X,X,X,X
JSZLTOI,X,X,O,X,O,X,X,X,X
JSZLITO,X,X,O,X,X,X,X,X,O
JSZLIOT,X,X,O,X,O,X,X,X,O
JSZLOTI,X,X,O,X,O,X,X,X,X
JSZLOIT,X,X,O,X,O,X,X,X,O
JSZOTIL,X,X,X,X,X,X,O,X,X
JSZOTLI,X,X,O,X,O,X,X,X,X
JSZOITL,X,X,X,X,O,X,X,X,X
JSZOILT,X,X,O,X,O,X,X,X,O
JSZOLTI,X,X,O,X,O,X,X,X,X
JSZOLIT,X,X,O,X,O,X,X,X,O
JSOTILZ,X,X,X,X,X,X,O,O,X
JSOTIZL,X,X,X,X,X,X,O,O,X
JSOTLIZ,X,X,X,X,X,X,O,X,X
JSOTLZI,X,X,O,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,X,O,X,X
JSOTZLI,X,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,O,X,X
JSOITZL,X,X,X,X,X,X,O,X,X
JSOILTZ,X,X,X,X,X,O,X,X,X
JSOILZT,X,X,O,X,X,O,X,X,O
JSOIZTL,X,X,X,X,O,X,X,X,X
JSOIZLT,X,X,O,X,O,X,X,X,O
JSOLTIZ,X,X,X,X,X,X,O,X,X
JSOLTZI,X,X,O,X,X,O,X,X,X
JSOLITZ,X,X,X,X,X,O,X,X,X
JSOLIZT,X,X,O,X,X,O,X,X,O
JSOLZTI,X,X,O,X,X,O,X,X,X
JSOLZIT,X,X,O,X,X,O,X,X,O
JSOZTIL,X,X,X,X,X,X,O,X,X
JSOZTLI,X,X,O,X,O,X,X,X,X
JSOZITL,X,X,X,X,O,X,X,X,X
JSOZILT,X,X,O,X,O,X,X,X,O
JSOZLTI,X,X,O,X,O,X,X,X,X
JSOZLIT,X,X,O,X,O,X,X,X,O
JZTILSO,X,X,X,X,O,X,X,O,X
JZTILOS,X,X,X,X,O,X,X,O,X
JZTISLO,X,X,X,X,O,X,X,O,X
JZTISOL,X,X,X,X,O,X,X,O,X
JZTIOLS,X,X,X,X,O,X,O,O,X
JZTIOSL,X,X,X,X,O,X,O,O,X
JZTLISO,X,X,X,X,O,X,X,X,X
JZTLIOS,X,X,O,X,O,X,X,X,X
JZTLSIO,X,X,O,X,X,X,X,X,X
JZTLSOI,X,X,O,X,O,X,X,X,X
JZTLOIS,X,X,O,X,O,X,X,X,X
JZTLOSI,X,X,O,X,O,X,X,X,X
JZTSILO,X,X,X,X,X,X,X,O,X
JZTSIOL,X,X,X,X,X,X,O,O,X
JZTSLIO,X,X,O,X,X,X,X,X,X
JZTSLOI,X,X,O,X,O,X,X,X,X
JZTSOIL,X,X,X,X,X,X,O,X,X
JZTSOLI,X,X,O,X,O,X,X,X,X
JZTOILS,X,X,X,X,O,X,O,X,X
JZTOISL,X,X,X,X,O,X,O,X,X
JZTOLIS,X,X,O,X,O,X,X,X,X
JZTOLSI,X,X,O,X,O,X,X,X,X
JZTOSIL,X,X,X,X,X,X,O,X,X
JZTOSLI,X,X,O,X,O,X,X,X,X
JZITLSO,X,X,X,X,O,X,X,X,X
JZITLOS,X,X,X,O,O,X,X,X,X
JZITSLO,X,X,X,O,O,X,X,X,X
JZITSOL,X,X,X,O,O,X,X,X,X
JZITOLS,X,X,X,O,O,X,X,X,X
JZITOSL,X,X,X,O,O,X,X,X,X
JZILTSO,X,X,X,X,O,X,X,X,X
JZILTOS,X,X,O,O,O,X,X,X,X
JZILSTO,X,X,O,O,O,X,X,X,X
JZILSOT,X,X,O,O,O,X,X,X,X
JZILOTS,X,X,O,O,O,X,X,X,X
JZILOST,X,X,O,O,O,X,X,X,X
JZISTLO,X,X,X,O,O,X,X,X,X
JZISTOL,X,X,X,O,O,X,X,X,X
JZISLTO,X,X,O,O,O,X,X,X,X
JZISLOT,X,X,O,O,O,X,X,X,X
JZISOTL,X,X,X,O,O,X,X,X,X
JZISOLT,X,X,O,O,O,X,X,X,X
JZIOTLS,X,X,X,O,O,X,X,X,X
JZIOTSL,X,X,X,O,O,X,X,X,X
JZIOLTS,X,X,O,O,O,X,X,X,X
JZIOLST,X,X,O,O,O,X,X,X,X
JZIOSTL,X,X,X,O,O,X,X,X,X
JZIOSLT,X,X,O,O,O,X,X,X,X
JZLTISO,X,X,X,X,O,X,X,X,X
JZLTIOS,X,X,O,X,O,X,X,X,X
JZLTSIO,X,X,O,X,X,X,X,X,X
JZLTSOI,X,X,O,X,O,X,X,X,X
JZLTOIS,X,X,O,X,O,X,X,X,X
JZLTOSI,X,X,O,X,O,X,X,X,X
JZLITSO,X,X,X,X,O,X,X,X,X
JZLITOS,X,X,O,O,O,X,X,X,X
JZLISTO,X,X,O,X,O,X,X,X,X
JZLISOT,X,X,O,O,O,X,X,X,X
JZLIOTS,X,X,O,O,O,X,X,X,X
JZLIOST,X,X,O,O,O,X,X,X,X
JZLSTIO,X,X,O,X,X,X,X,X,X
JZLSTOI,X,X,O,X,O,X,X,X,X
JZLSITO,X,X,O,O,O,X,X,X,O
JZLSIOT,X,X,O,O,O,X,X,X,O
JZLSOTI,X,X,O,X,O,X,X,X,X
JZLSOIT,X,X,O,O,O,X,X,X,O
JZLOTIS,X,X,O,X,O,X,X,X,X
JZLOTSI,X,X,O,X,O,X,X,X,X
JZLOITS,X,X,O,O,O,X,X,X,X
JZLOIST,X,X,O,O,O,X,X,X,X
JZLOSTI,X,X,O,X,O,X,X,X,X
JZLOSIT,X,X,O,O,O,X,X,X,O
JZSTILO,X,X,X,X,X,X,X,O,X
JZSTIOL,X,X,X,X,X,X,O,O,X
JZSTLIO,X,X,O,X,X,X,X,X,X
JZSTLOI,X,X,O,X,O,X,X,X,X
JZSTOIL,X,X,X,X,X,X,O,X,X
JZSTOLI,X,X,O,X,O,X,X,X,X
JZSITLO,X,X,X,O,O,X,X,X,X
JZSITOL,X,X,X,O,O,X,X,X,X
JZSILTO,X,X,O,O,O,X,X,X,O
JZSILOT,X,X,O,O,O,X,X,X,O
JZSIOTL,X,X,X,O,O,X,X,X,X
JZSIOLT,X,X,O,O,O,X,X,X,X
JZSLTIO,X,X,O,X,X,X,X,X,X
JZSLTOI,X,X,O,X,O,X,X,X,X
JZSLITO,X,X,O,O,O,X,X,X,O
JZSLIOT,X,X,O,O,O,X,X,X,O
JZSLOTI,X,X,O,X,O,X,X,X,X
JZSLOIT,X,X,O,O,O,X,X,X,O
JZSOTIL,X,X,X,X,X,X,O,X,X
JZSOTLI,X,X,O,X,O,X,X,X,X
JZSOITL,X,X,X,O,O,X,X,X,X
JZSOILT,X,X,O,O,O,X,X,X,O
JZSOLTI,X,X,O,X,O,X,X,X,X
JZSOLIT,X,X,O,O,O,X,X,X,O
JZOTILS,X,X,X,X,O,X,O,X,X
JZOTISL,X,X,X,X,O,X,O,X,X
JZOTLIS,X,X,O,X,O,X,X,X,X
JZOTLSI,X,X,O,X,O,X,X,X,X
JZOTSIL,X,X,X,X,X,X,O,X,X
JZOTSLI,X,X,O,X,O,X,X,X,X
JZOITLS,X,X,X,O,O,X,X,X,X
JZOITSL,X,X,X,O,O,X,X,X,X
JZOILTS,X,X,O,O,O,X,X,X,X
JZOILST,X,X,O,O,O,X,X,X,X
JZOISTL,X,X,X,O,O,X,X,X,X
JZOISLT,X,X,O,O,O,X,X,X,X
JZOLTIS,X,X,O,X,O,X,X,X,X
JZOLTSI,X,X,O,X,O,X,X,X,X
JZOLITS,X,X,O,O,O,X,X,X,X
JZOLIST,X,X,O,O,O,X,X,X,X
JZOLSTI,X,X,O,X,O,X,X,X,X
JZOLSIT,X,X,O,O,O,X,X,X,O
JZOSTIL,X,X,X,X,X,X,O,X,X
JZOSTLI,X,X,O,X,O,X,X,X,X
JZOSITL,X,X,X,O,O,X,X,X,X
JZOSILT,X,X,O,O,O,X,X,X,O
JZOSLTI,X,X,O,X,O,X,X,X,X
JZOSLIT,X,X,O,O,O,X,X,X,O
JOTILSZ,X,X,X,X,X,X,O,O,X
JOTILZS,X,X,X,X,X,X,O,O,X
JOTISLZ,X,X,X,X,X,X,O,O,X
JOTISZL,X,X,X,X,X,X,O,O,X
JOTIZLS,X,X,X,X,X,X,O,O,X
JOTIZSL,X,X,X,X,X,X,O,O,X
JOTLISZ,X,O,X,X,X,X,O,X,X
JOTLIZS,X,O,X,X,X,X,O,X,X
JOTLSIZ,X,X,X,X,X,X,O,X,X
JOTLSZI,X,X,O,X,X,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X,X,X
JOTLZSI,X,X,O,X,X,X,X,X,X
JOTSILZ,X,X,X,X,X,X,O,O,X
JOTSIZL,X,X,X,X,X,X,O,O,X
JOTSLIZ,X,X,X,X,X,X,O,X,X
JOTSLZI,X,X,O,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,O,X,X
JOTSZLI,X,X,O,X,X,X,X,X,X
JOTZILS,X,O,X,X,X,X,O,X,X
JOTZISL,X,O,X,X,X,X,O,X,X
JOTZLIS,X,O,O,X,X,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,O,X,X
JOTZSLI,X,X,O,X,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,O,X,X
JOITLZS,X,O,X,X,X,X,O,X,X
JOITSLZ,X,O,X,X,X,X,O,X,X
JOITSZL,X,O,X,X,X,X,O,X,X
JOITZLS,X,O,X,O,X,X,O,X,X
JOITZSL,X,O,X,O,X,X,O,X,X
JOILTSZ,X,O,X,X,X,O,X,X,X
JOILTZS,X,O,X,X,X,O,X,X,X
JOILSTZ,X,X,X,X,X,O,X,X,X
JOILSZT,X,X,O,X,X,O,X,X,X
JOILZTS,X,X,O,O,X,O,X,X,X
JOILZST,X,X,O,O,X,O,X,X,X
JOISTLZ,X,X,X,X,X,X,O,X,X
JOISTZL,X,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,X,X,O,X,X,X
JOISLZT,X,X,O,X,X,O,X,X,X
JOISZTL,X,X,X,O,O,X,X,X,X
JOISZLT,X,X,O,O,O,X,X,X,X
JOIZTLS,X,X,X,O,O,X,X,X,X
JOIZTSL,X,X,X,O,O,X,X,X,X
JOIZLTS,X,X,O,O,O,X,X,X,X
JOIZLST,X,X,O,O,O,X,X,X,X
JOIZSTL,X,X,X,O,O,X,X,X,X
JOIZSLT,X,X,O,O,O,X,X,X,X
JOLTISZ,X,O,X,X,X,O,O,X,X
JOLTIZS,X,O,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,X,X,X,O,X,X
JOLTSZI,X,X,O,X,X,O,X,X,X
JOLTZIS,X,O,O,X,X,O,X,X,X
JOLTZSI,X,X,O,X,X,O,X,X,X
JOLITSZ,X,O,X,X,X,O,X,X,X
JOLITZS,X,O,X,X,X,O,X,X,X
JOLISTZ,X,X,X,X,X,O,X,X,X
JOLISZT,X,X,O,X,X,O,X,X,X
JOLIZTS,X,X,O,X,X,O,X,X,X
JOLIZST,X,X,O,X,X,O,X,X,X
JOLSTIZ,X,X,X,X,X,X,O,X,X
JOLSTZI,X,X,O,X,X,O,X,X,X
JOLSITZ,X,X,X,X,X,O,X,X,X
JOLSIZT,X,X,O,X,X,O,X,X,O
JOLSZTI,X,X,O,X,X,O,X,X,X
JOLSZIT,X,X,O,X,X,O,X,X,O
JOLZTIS,X,X,O,X,X,O,X,X,X
JOLZTSI,X,X,O,X,X,O,X,X,X
JOLZITS,X,X,O,X,X,O,X,X,X
JOLZIST,X,X,O,X,X,O,X,X,X
JOLZSTI,X,X,O,X,X,O,X,X,X
JOLZSIT,X,X,O,X,X,O,X,X,O
JOSTILZ,X,X,X,X,X,X,O,O,X
JOSTIZL,X,X,X,X,X,X,O,O,X
JOSTLIZ,X,X,X,X,X,X,O,X,X
JOSTLZI,X,X,O,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,O,X,X
JOSTZLI,X,X,O,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,O,X,X
JOSITZL,X,X,X,X,X,X,O,X,X
JOSILTZ,X,X,X,X,X,O,X,X,X
JOSILZT,X,X,O,X,X,O,X,X,O
JOSIZTL,X,X,X,X,O,X,X,X,X
JOSIZLT,X,X,O,X,O,X,X,X,O
JOSLTIZ,X,X,X,X,X,X,O,X,X
JOSLTZI,X,X,O,X,X,O,X,X,X
JOSLITZ,X,X,X,X,X,O,X,X,X
JOSLIZT,X,X,O,X,X,O,X,X,O
JOSLZTI,X,X,O,X,X,O,X,X,X
JOSLZIT,X,X,O,X,X,O,X,X,O
JOSZTIL,X,X,X,X,X,X,O,X,X
JOSZTLI,X,X,O,X,O,X,X,X,X
JOSZITL,X,X,X,X,O,X,X,X,X
JOSZILT,X,X,O,X,O,X,X,X,O
JOSZLTI,X,X,O,X,O,X,X,X,X
JOSZLIT,X,X,O,X,O,X,X,X,O
JOZTILS,X,X,X,X,O,X,O,X,X
JOZTISL,X,X,X,X,O,X,O,X,X
JOZTLIS,X,X,O,X,O,X,X,X,X
JOZTLSI,X,X,O,X,O,X,X,X,X
JOZTSIL,X,X,X,X,X,X,O,X,X
JOZTSLI,X,X,O,X,O,X,X,X,X
JOZITLS,X,X,X,O,O,X,X,X,X
JOZITSL,X,X,X,O,O,X,X,X,X
JOZILTS,X,X,O,O,O,X,X,X,X
JOZILST,X,X,O,O,O,X,X,X,X
JOZISTL,X,X,X,O,O,X,X,X,X
JOZISLT,X,X,O,O,O,X,X,X,X
JOZLTIS,X,X,O,X,O,X,X,X,X
JOZLTSI,X,X,O,X,O,X,X,X,X
JOZLITS,X,X,O,O,O,X,X,X,X
JOZLIST,X,X,O,O,O,X,X,X,X
JOZLSTI,X,X,O,X,O,X,X,X,X
JOZLSIT,X,X,O,O,O,X,X,X,O
JOZSTIL,X,X,X,X,X,X,O,X,X
JOZSTLI,X,X,O,X,O,X,X,X,X
JOZSITL,X,X,X,O,O,X,X,X,X
JOZSILT,X,X,O,O,O,X,X,X,O
JOZSLTI,X,X,O,X,O,X,X,X,X
JOZSLIT,X,X,O,O,O,X,X,X,O
STILJZO,X,X,X,X,X,O,X,O,X
STILJOZ,O,X,X,X,X,O,O,O,X
STILZJO,O,X,X,X,X,X,X,X,O
STILZOJ,O,X,X,X,X,X,X,X,O
STILOJZ,O,X,X,X,X,O,O,X,X
STILOZJ,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,O,X
STIJLOZ,O,X,X,X,X,X,O,O,X
STIJZLO,X,X,X,X,X,X,X,O,X
STIJZOL,X,X,X,X,X,X,O,O,X
STIJOLZ,O,X,X,X,X,X,O,O,X
STIJOZL,X,X,X,X,X,X,O,O,X
STIZLJO,O,X,X,X,X,X,X,X,O
STIZLOJ,O,X,X,X,X,X,X,X,O
STIZJLO,O,X,X,X,O,X,X,O,X
STIZJOL,O,X,X,X,O,X,O,O,X
STIZOLJ,O,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,O,X,O,X,X
STIOLJZ,O,X,X,X,X,O,O,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,O,O,X
STIOJZL,X,X,X,X,X,X,O,O,X
STIOZLJ,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,O,X,O,X,X
STLIJZO,X,O,X,X,X,O,X,O,X
STLIJOZ,O,O,X,X,X,O,O,O,X
STLIZJO,O,O,X,X,X,X,X,X,O
STLIZOJ,O,O,X,X,X,X,X,X,O
STLIOJZ,O,O,X,X,X,O,O,X,X
STLIOZJ,O,O,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X,O,X
STLJIOZ,X,X,X,X,X,X,O,O,X
STLJZIO,X,X,O,X,X,X,X,X,X
STLJZOI,X,X,O,X,X,O,X,X,X
STLJOIZ,X,X,X,X,X,X,O,X,X
STLJOZI,X,X,O,X,X,O,X,X,X
STLZIJO,X,O,O,X,X,X,X,X,O
STLZIOJ,X,O,X,X,X,X,X,X,O
STLZJIO,X,X,O,X,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X,X,O
STLZOJI,X,X,O,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,O,O,X,X
STLOIZJ,X,O,X,X,X,X,X,X,O
STLOJIZ,X,X,X,X,X,X,O,X,X
STLOJZI,X,X,O,X,X,O,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X,O
STLOZJI,X,X,O,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,O,X
STJILOZ,X,X,X,X,X,X,O,O,X
STJIZLO,X,X,X,X,X,X,X,O,X
STJIZOL,X,X,X,X,X,X,O,O,X
STJIOLZ,X,X,X,X,X,X,O,O,X
STJIOZL,X,X,X,X,X,X,O,O,X
STJLIZO,X,X,X,X,X,X,X,O,X
STJLIOZ,X,X,X,X,X,X,O,O,X
STJLZIO,X,X,O,X,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,O,X,X
STJLOZI,X,X,O,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,O,X
STJZIOL,X,X,X,X,X,X,O,O,X
STJZLIO,X,X,O,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X
STJZOIL,X,X,X,X,X,X,O,X,X
STJZOLI,X,X,O,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,O,O,X
STJOIZL,X,X,X,X,X,X,O,O,X
STJOLIZ,X,X,X,X,X,X,O,X,X
STJOLZI,X,X,O,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,O,X,X
STJOZLI,X,X,O,X,X,X,X,X,X
STZILJO,X,O,X,X,X,X,X,X,O
STZILOJ,X,O,X,X,X,X,X,X,O
STZIJLO,X,O,X,X,O,X,X,O,X
STZIJOL,X,O,X,X,O,X,O,O,X
STZIOLJ,X,O,X,X,X,X,X,X,X
STZIOJL,X,O,X,X,O,X,O,X,X
STZLIJO,X,O,O,X,X,X,X,X,O
STZLIOJ,X,O,X,X,X,X,X,X,O
STZLJIO,X,X,O,X,X,X,X,X,X
STZLJOI,X,X,O,X,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X,O
STZLOJI,X,X,O,X,X,X,X,X,X
STZJILO,X,X,X,X,X,X,X,O,X
STZJIOL,X,X,X,X,X,X,O,O,X
STZJLIO,X,X,O,X,X,X,X,X,X
STZJLOI,X,X,O,X,O,X,X,X,X
STZJOIL,X,X,X,X,X,X,O,X,X
STZJOLI,X,X,O,X,O,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,O
STZOIJL,X,O,X,X,O,X,O,X,X
STZOLIJ,X,O,X,X,X,X,X,X,O
STZOLJI,X,X,O,X,X,X,X,X,X
STZOJIL,X,X,X,X,X,X,O,X,X
STZOJLI,X,X,O,X,O,X,X,X,X
STOILJZ,X,X,X,X,X,O,O,X,X
STOILZJ,X,X,X,X,X,X,X,X,O
STOIJLZ,X,X,X,X,X,X,O,O,X
STOIJZL,X,X,X,X,X,X,O,O,X
STOIZLJ,X,X,X,X,X,X,X,X,O
STOIZJL,X,X,X,X,O,X,O,X,X
STOLIJZ,X,O,X,X,X,O,O,X,X
STOLIZJ,X,O,X,X,X,X,X,X,O
STOLJIZ,X,X,X,X,X,X,O,X,X
STOLJZI,X,X,O,X,X,O,X,X,X
STOLZIJ,X,O,X,X,X,X,X,X,O
STOLZJI,X,X,O,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,O,O,X
STOJIZL,X,X,X,X,X,X,O,O,X
STOJLIZ,X,X,X,X,X,X,O,X,X
STOJLZI,X,X,O,X,X,X,X,X,X
STOJZIL,X,X,X,X,X,X,O,X,X
STOJZLI,X,X,O,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,O
STOZIJL,X,O,X,X,O,X,O,X,X
STOZLIJ,X,O,X,X,X,X,X,X,O
STOZLJI,X,X,O,X,X,X,X,X,X
STOZJIL,X,X,X,X,X,X,O,X,X
STOZJLI,X,X,O,X,O,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,O,X
SITLJOZ,O,O,X,X,X,O,O,O,X
SITLZJO,O,O,X,X,X,X,X,X,O
SITLZOJ,O,O,X,X,X,X,X,X,O
SITLOJZ,O,O,X,X,X,O,O,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X
SITJLZO,X,O,X,X,X,X,X,O,X
SITJLOZ,O,O,X,X,X,X,O,O,X
SITJZLO,X,O,X,X,X,X,X,O,X
SITJZOL,X,O,X,X,X,X,O,O,X
SITJOLZ,O,O,X,X,X,X,O,O,X
SITJOZL,X,O,X,X,X,X,O,O,X
SITZLJO,O,O,X,X,X,X,X,X,O
SITZLOJ,O,O,X,X,X,X,X,X,O
SITZJLO,O,O,X,X,O,X,X,O,X
SITZJOL,O,O,X,X,O,X,O,O,X
SITZOLJ,O,O,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,O,X,O,X,X
SITOLJZ,O,O,X,X,X,O,O,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,O,O,X
SITOJZL,X,O,X,X,X,X,O,O,X
SITOZLJ,O,O,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,O,X,O,X,X
SILTJZO,X,O,X,X,X,O,X,X,X
SILTJOZ,O,O,X,X,X,O,X,X,X
SILTZJO,O,O,X,X,X,X,X,X,O
SILTZOJ,O,O,X,X,X,X,X,X,O
SILTOJZ,O,O,X,X,X,O,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,X,X,X
SILJTOZ,O,O,X,X,X,O,X,X,X
SILJZTO,O,X,O,X,X,O,X,X,O
SILJZOT,O,X,O,X,X,O,X,X,O
SILJOTZ,O,X,X,X,X,O,X,X,X
SILJOZT,O,X,O,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,X,X,X,O
SILZTOJ,O,O,X,X,X,X,X,X,O
SILZJTO,O,X,O,X,O,O,X,X,O
SILZJOT,O,X,O,X,O,O,X,X,O
SILZOTJ,O,X,X,X,X,X,X,X,O
SILZOJT,O,X,O,X,O,O,X,X,O
SILOTJZ,O,O,X,X,X,O,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,O
SILOJTZ,O,X,X,X,X,O,X,X,X
SILOJZT,O,X,O,X,X,O,X,X,O
SILOZTJ,O,X,X,X,X,X,X,X,O
SILOZJT,O,X,O,X,O,O,X,X,O
SIJTLZO,X,O,X,X,X,X,X,O,X
SIJTLOZ,O,O,X,X,X,X,O,O,X
SIJTZLO,X,O,X,X,X,X,X,O,X
SIJTZOL,X,O,X,X,X,X,O,O,X
SIJTOLZ,O,O,X,X,X,X,O,O,X
SIJTOZL,X,O,X,X,X,X,O,O,X
SIJLTZO,X,O,X,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,X
SIJLZTO,O,X,O,X,X,O,X,X,O
SIJLZOT,O,X,O,X,X,O,X,X,O
SIJLOTZ,O,X,X,X,X,O,X,X,X
SIJLOZT,O,X,O,X,X,O,X,X,X
SIJZTLO,O,X,X,O,O,X,X,X,X
SIJZTOL,O,X,X,O,O,X,X,X,X
SIJZLTO,O,X,O,O,O,X,X,X,O
SIJZLOT,O,X,O,O,O,X,X,X,O
SIJZOTL,O,X,X,O,O,X,X,X,X
SIJZOLT,O,X,O,O,O,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,X,O,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X
