sequence,v115@FhB8HeC8HeC8DeD8Jei/IvhFGhBTiBfqBUrBRsBlqB,v115@FhB8HeC8HeC8DeD8JeT/IvhF0gBqnBVqB3mBmmBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRhBqnB8rB3qBFrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFigBGiBfrBUqBRsBlrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFCiBXlB2rB0nBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFcmBenBqnBXlBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRmB1sBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Je2EJvhFRmB1sBzkBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Jei/IvhFfqBxlB0nBuqBFnBTrB
LTSIOJZ,O,O,X,X,X,O,O,X,X
LTSIOZJ,O,O,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,O,X
LTSJIOZ,X,X,X,X,X,X,O,O,X
LTSJZIO,X,X,O,X,X,X,X,X,X
LTSJZOI,X,X,O,X,X,O,X,X,X
LTSJOIZ,X,X,X,X,X,X,O,X,X
LTSJOZI,X,X,O,X,X,O,X,X,X
LTSZIJO,X,O,O,X,X,X,X,X,O
LTSZIOJ,X,O,X,X,X,X,X,X,O
LTSZJIO,X,X,O,X,X,X,X,X,X
LTSZJOI,X,X,O,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,X,X,X,X,O
LTSZOJI,X,X,O,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,X,O,O,X,X
LTSOIZJ,X,O,X,X,X,X,X,X,O
LTSOJIZ,X,X,X,X,X,X,O,X,X
LTSOJZI,X,X,O,X,X,O,X,X,X
LTSOZIJ,X,O,X,X,X,X,X,X,O
LTSOZJI,X,X,O,X,X,X,X,X,X
LTZIJSO,X,O,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,X,X
LTZISJO,X,O,O,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,X,X,X,X
LTZIOJS,X,O,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,X,X,X
LTZJISO,X,O,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,X,X,X,X,X
LTZJSIO,X,X,O,X,X,X,X,X,X
LTZJSOI,X,X,O,X,X,X,X,X,X
LTZJOIS,X,O,O,X,X,X,X,X,X
LTZJOSI,X,X,O,X,X,X,X,X,X
LTZSIJO,X,O,O,X,X,X,X,X,O
LTZSIOJ,X,O,X,X,X,X,X,X,O
LTZSJIO,X,X,O,X,X,X,X,X,X
LTZSJOI,X,X,O,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,X,O
LTZSOJI,X,X,O,X,X,X,X,X,X
LTZOIJS,X,O,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,X,X,X,X
LTZOJSI,X,X,O,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,X,O
LTZOSJI,X,X,O,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,O,O,X,X
LTOIJZS,X,O,X,X,X,O,O,X,X
LTOISJZ,X,O,X,X,X,O,X,X,X
LTOISZJ,X,O,X,X,X,X,X,X,X
LTOIZJS,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,X,O,O,X,X
LTOJIZS,X,O,X,X,X,O,O,X,X
LTOJSIZ,X,X,X,X,X,X,O,X,X
LTOJSZI,X,X,O,X,X,O,X,X,X
LTOJZIS,X,O,O,X,X,O,X,X,X
LTOJZSI,X,X,O,X,X,O,X,X,X
LTOSIJZ,X,O,X,X,X,O,O,X,X
LTOSIZJ,X,O,X,X,X,X,X,X,O
LTOSJIZ,X,X,X,X,X,X,O,X,X
LTOSJZI,X,X,O,X,X,O,X,X,X
LTOSZIJ,X,O,X,X,X,X,X,X,O
LTOSZJI,X,X,O,X,X,X,X,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,X,X,X,X,X
LTOZJSI,X,X,O,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,X,X,X,O
LTOZSJI,X,X,O,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,O,X,X,X
LITJSOZ,X,O,X,X,X,O,X,X,X
LITJZSO,X,O,X,X,X,O,X,X,X
LITJZOS,X,O,X,X,X,O,X,X,X
LITJOSZ,O,O,X,X,X,O,X,X,X
LITJOZS,O,O,X,X,X,O,X,X,X
LITSJZO,X,O,X,X,X,O,X,X,X
LITSJOZ,O,O,X,X,X,O,X,X,X
LITSZJO,O,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,O,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,X,X,X,X,X
LITZSJO,X,O,X,X,X,X,X,X,X
LITZSOJ,X,O,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,O,X,X,X
LITOJZS,O,O,X,X,X,O,X,X,X
LITOSJZ,O,O,X,X,X,O,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X
LITOZJS,O,O,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,O,X,X,X
LIJTSOZ,X,O,X,X,X,O,X,X,X
LIJTZSO,X,O,X,X,X,O,X,X,X
LIJTZOS,X,O,X,X,X,O,X,X,X
LIJTOSZ,O,O,X,X,X,O,X,X,X
LIJTOZS,O,O,X,X,X,O,X,X,X
LIJSTZO,X,O,X,X,X,O,X,X,X
LIJSTOZ,O,O,X,X,X,O,X,X,X
LIJSZTO,O,X,O,X,X,O,X,X,X
LIJSZOT,O,X,O,X,X,O,X,X,X
LIJSOTZ,O,X,X,X,X,O,X,X,X
LIJSOZT,O,X,O,X,X,O,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X
LIJZTOS,O,X,O,O,X,O,X,X,X
LIJZSTO,O,X,O,O,X,O,X,X,X
LIJZSOT,O,X,O,O,X,O,X,X,X
LIJZOTS,O,X,O,O,X,O,X,X,X
LIJZOST,O,X,O,O,X,O,X,X,X
LIJOTSZ,O,O,X,X,X,O,X,X,X
LIJOTZS,O,O,X,X,X,O,X,X,X
LIJOSTZ,O,X,X,X,X,O,X,X,X
LIJOSZT,O,X,O,X,X,O,X,X,X
LIJOZTS,O,X,O,O,X,O,X,X,X
LIJOZST,O,X,O,O,X,O,X,X,X
LISTJZO,X,O,X,X,X,O,X,X,X
LISTJOZ,O,O,X,X,X,O,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,O
LISTZOJ,O,O,X,X,X,X,X,X,O
LISTOJZ,O,O,X,X,X,O,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,O,X,X,X
LISJTOZ,O,O,X,X,X,O,X,X,X
LISJZTO,O,X,O,X,X,O,X,X,O
LISJZOT,O,X,O,X,X,O,X,X,O
LISJOTZ,O,X,X,X,X,O,X,X,X
LISJOZT,O,X,O,X,X,O,X,X,X
LISZTJO,O,O,O,X,X,X,X,X,O
LISZTOJ,O,O,X,X,X,X,X,X,O
LISZJTO,O,X,O,X,O,O,X,X,O
LISZJOT,O,X,O,X,O,O,X,X,O
LISZOTJ,O,X,X,X,X,X,X,X,O
LISZOJT,O,X,O,X,O,O,X,X,O
LISOTJZ,O,O,X,X,X,O,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,O
LISOJTZ,O,X,X,X,X,O,X,X,X
LISOJZT,O,X,O,X,X,O,X,X,O
LISOZTJ,O,X,X,X,X,X,X,X,O
LISOZJT,O,X,O,X,O,O,X,X,O
LIZTJSO,X,O,X,X,O,X,X,X,X
LIZTJOS,O,O,O,O,O,X,X,X,X
LIZTSJO,X,O,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,O,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,O,X,X,X
LIZJTOS,O,X,O,O,O,O,X,X,X
LIZJSTO,O,X,O,O,O,O,X,X,X
LIZJSOT,O,X,O,O,O,O,X,X,X
LIZJOTS,O,X,O,O,O,O,X,X,X
LIZJOST,O,X,O,O,O,O,X,X,X
LIZSTJO,O,O,O,O,X,X,X,X,O
LIZSTOJ,O,O,X,O,X,X,X,X,O
LIZSJTO,O,X,O,O,O,O,X,X,O
LIZSJOT,O,X,O,O,O,O,X,X,O
LIZSOTJ,O,X,X,O,X,X,X,X,O
LIZSOJT,O,X,O,O,O,O,X,X,O
LIZOTJS,O,O,X,O,O,X,X,X,X
LIZOTSJ,X,O,X,X,X,X,X,X,X
LIZOJTS,O,X,O,O,O,O,X,X,X
LIZOJST,O,X,O,O,O,O,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,X,O
LIZOSJT,O,X,O,O,O,O,X,X,O
LIOTJSZ,O,O,X,X,X,O,X,X,X
LIOTJZS,O,O,X,X,X,O,X,X,X
LIOTSJZ,O,O,X,X,X,O,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,X
LIOTZJS,O,O,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,O,X,X,X
LIOJTZS,O,O,X,X,X,O,X,X,X
LIOJSTZ,O,X,X,X,X,O,X,X,X
LIOJSZT,O,X,O,X,X,O,X,X,X
LIOJZTS,O,X,O,O,X,O,X,X,X
LIOJZST,O,X,O,O,X,O,X,X,X
LIOSTJZ,O,O,X,X,X,O,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,O
LIOSJTZ,O,X,X,X,X,O,X,X,X
LIOSJZT,O,X,O,X,X,O,X,X,O
LIOSZTJ,O,X,X,X,X,X,X,X,O
LIOSZJT,O,X,O,X,O,O,X,X,O
LIOZTJS,O,O,X,O,O,X,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,X
LIOZJTS,O,X,O,O,O,O,X,X,X
LIOZJST,O,X,O,O,O,O,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,O
LIOZSJT,O,X,O,O,O,O,X,X,O
LJTISZO,X,O,X,X,X,O,X,O,X
LJTISOZ,X,O,X,X,X,O,X,O,X
LJTIZSO,X,O,X,X,X,O,X,O,X
LJTIZOS,X,O,X,X,X,O,X,O,X
LJTIOSZ,X,O,X,X,X,O,O,O,X
LJTIOZS,X,O,X,X,X,O,O,O,X
LJTSIZO,X,X,X,X,X,X,X,O,X
LJTSIOZ,X,X,X,X,X,X,O,O,X
LJTSZIO,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X
LJTSOZI,X,X,O,X,X,O,X,X,X
LJTZISO,X,O,X,X,X,O,X,X,X
LJTZIOS,X,O,O,X,X,O,X,X,X
LJTZSIO,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X
LJTZOIS,X,O,O,X,X,O,X,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X
LJTOISZ,X,O,X,X,X,O,O,X,X
LJTOIZS,X,O,X,X,X,O,O,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X
LJTOSZI,X,X,O,X,X,O,X,X,X
LJTOZIS,X,O,O,X,X,O,X,X,X
LJTOZSI,X,X,O,X,X,O,X,X,X
LJITSZO,X,O,X,X,X,O,X,X,X
LJITSOZ,X,O,X,X,X,O,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X
LJITZOS,X,O,X,X,X,O,X,X,X
LJITOSZ,O,O,X,X,X,O,X,X,X
LJITOZS,O,O,X,X,X,O,X,X,X
LJISTZO,X,O,X,X,X,O,X,X,X
LJISTOZ,O,O,X,X,X,O,X,X,X
LJISZTO,O,X,O,X,X,O,X,X,X
LJISZOT,O,X,O,X,X,O,X,X,X
LJISOTZ,O,X,X,X,X,O,X,X,X
LJISOZT,O,X,O,X,X,O,X,X,X
LJIZTSO,X,X,X,X,X,O,X,X,X
LJIZTOS,O,X,O,X,X,O,X,X,X
LJIZSTO,X,X,O,X,X,O,X,X,X
LJIZSOT,O,X,O,X,X,O,X,X,X
LJIZOTS,O,X,O,X,X,O,X,X,X
LJIZOST,O,X,O,X,X,O,X,X,X
LJIOTSZ,O,O,X,X,X,O,X,X,X
LJIOTZS,O,O,X,X,X,O,X,X,X
LJIOSTZ,O,X,X,X,X,O,X,X,X
LJIOSZT,O,X,O,X,X,O,X,X,X
LJIOZTS,O,X,O,X,X,O,X,X,X
LJIOZST,O,X,O,X,X,O,X,X,X
LJSTIZO,X,X,X,X,X,X,X,O,X
LJSTIOZ,X,X,X,X,X,X,O,O,X
LJSTZIO,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,O,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X
LJSTOZI,X,X,O,X,X,O,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X
LJSITOZ,O,X,X,X,X,O,X,X,X
LJSIZTO,O,X,O,X,X,O,X,X,O
LJSIZOT,O,X,O,X,X,O,X,X,O
LJSIOTZ,O,X,X,X,X,O,X,X,X
LJSIOZT,O,X,O,X,X,O,X,X,X
LJSZTIO,X,X,O,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,O,X,X,X
LJSZITO,X,X,O,X,X,O,X,X,O
LJSZIOT,X,X,O,X,X,O,X,X,O
LJSZOTI,X,X,O,X,X,O,X,X,X
LJSZOIT,X,X,O,X,X,O,X,X,O
LJSOTIZ,X,X,X,X,X,X,O,X,X
LJSOTZI,X,X,O,X,X,O,X,X,X
LJSOITZ,X,X,X,X,X,O,X,X,X
LJSOIZT,X,X,O,X,X,O,X,X,O
LJSOZTI,X,X,O,X,X,O,X,X,X
LJSOZIT,X,X,O,X,X,O,X,X,O
LJZTISO,X,X,X,X,X,O,X,X,X
LJZTIOS,X,X,O,X,X,O,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,O,X,X,X
LJZTOIS,X,X,O,X,X,O,X,X,X
LJZTOSI,X,X,O,X,X,O,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X
LJZITOS,X,X,O,X,X,O,X,X,X
LJZISTO,X,X,O,X,X,O,X,X,X
LJZISOT,X,X,O,X,X,O,X,X,X
LJZIOTS,X,X,O,X,X,O,X,X,X
LJZIOST,X,X,O,X,X,O,X,X,X
LJZSTIO,X,X,O,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,O,X,X,X
LJZSITO,X,X,O,X,X,O,X,X,O
LJZSIOT,X,X,O,X,X,O,X,X,O
LJZSOTI,X,X,O,X,X,O,X,X,X
LJZSOIT,X,X,O,X,X,O,X,X,O
LJZOTIS,X,X,O,X,X,O,X,X,X
LJZOTSI,X,X,O,X,X,O,X,X,X
LJZOITS,X,X,O,X,X,O,X,X,X
LJZOIST,X,X,O,X,X,O,X,X,X
LJZOSTI,X,X,O,X,X,O,X,X,X
LJZOSIT,X,X,O,X,X,O,X,X,O
LJOTISZ,X,O,X,X,X,O,O,X,X
LJOTIZS,X,O,X,X,X,O,O,X,X
LJOTSIZ,X,X,X,X,X,X,O,X,X
LJOTSZI,X,X,O,X,X,O,X,X,X
LJOTZIS,X,O,O,X,X,O,X,X,X
LJOTZSI,X,X,O,X,X,O,X,X,X
LJOITSZ,X,O,X,X,X,O,X,X,X
LJOITZS,X,O,X,X,X,O,X,X,X
LJOISTZ,X,X,X,X,X,O,X,X,X
LJOISZT,X,X,O,X,X,O,X,X,X
LJOIZTS,X,X,O,X,X,O,X,X,X
LJOIZST,X,X,O,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X
LJOSTZI,X,X,O,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,O,X,X,X
LJOSIZT,X,X,O,X,X,O,X,X,O
LJOSZTI,X,X,O,X,X,O,X,X,X
LJOSZIT,X,X,O,X,X,O,X,X,O
LJOZTIS,X,X,O,X,X,O,X,X,X
LJOZTSI,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,O,X,X,X
LJOZIST,X,X,O,X,X,O,X,X,X
LJOZSTI,X,X,O,X,X,O,X,X,X
LJOZSIT,X,X,O,X,X,O,X,X,O
LSTIJZO,X,O,X,X,X,O,X,O,X
LSTIJOZ,O,O,X,X,X,O,O,O,X
LSTIZJO,O,O,X,X,X,X,X,X,O
LSTIZOJ,O,O,X,X,X,X,X,X,O
LSTIOJZ,O,O,X,X,X,O,O,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,O,X
LSTJIOZ,X,X,X,X,X,X,O,O,X
LSTJZIO,X,X,O,X,X,X,X,X,X
LSTJZOI,X,X,O,X,X,O,X,X,X
LSTJOIZ,X,X,X,X,X,X,O,X,X
LSTJOZI,X,X,O,X,X,O,X,X,X
LSTZIJO,X,O,O,X,X,X,X,X,O
LSTZIOJ,X,O,X,X,X,X,X,X,O
LSTZJIO,X,X,O,X,X,X,X,X,X
LSTZJOI,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,X,X,O
LSTZOJI,X,X,O,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,O,O,X,X
LSTOIZJ,X,O,X,X,X,X,X,X,O
LSTOJIZ,X,X,X,X,X,X,O,X,X
LSTOJZI,X,X,O,X,X,O,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,X,O
LSTOZJI,X,X,O,X,X,X,X,X,X
LSITJZO,X,O,X,X,X,O,X,X,X
LSITJOZ,O,O,X,X,X,O,X,X,X
LSITZJO,O,O,X,X,X,X,X,X,O
LSITZOJ,O,O,X,X,X,X,X,X,O
LSITOJZ,O,O,X,X,X,O,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,O,X,X,X
LSIJTOZ,O,O,X,X,X,O,X,X,X
LSIJZTO,O,X,O,X,X,O,X,X,O
LSIJZOT,O,X,O,X,X,O,X,X,O
LSIJOTZ,O,X,X,X,X,O,X,X,X
LSIJOZT,O,X,O,X,X,O,X,X,X
LSIZTJO,O,O,O,X,X,X,X,X,O
LSIZTOJ,O,O,X,X,X,X,X,X,O
LSIZJTO,O,X,O,X,O,O,X,X,O
LSIZJOT,O,X,O,X,O,O,X,X,O
LSIZOTJ,O,X,X,X,X,X,X,X,O
LSIZOJT,O,X,O,X,O,O,X,X,O
LSIOTJZ,O,O,X,X,X,O,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X,O
LSIOJTZ,O,X,X,X,X,O,X,X,X
LSIOJZT,O,X,O,X,X,O,X,X,O
LSIOZTJ,O,X,X,X,X,X,X,X,O
LSIOZJT,O,X,O,X,O,O,X,X,O
LSJTIZO,X,X,X,X,X,X,X,O,X
LSJTIOZ,X,X,X,X,X,X,O,O,X
LSJTZIO,X,X,O,X,X,X,X,X,X
LSJTZOI,X,X,O,X,X,O,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X
LSJTOZI,X,X,O,X,X,O,X,X,X
LSJITZO,X,X,X,X,X,O,X,X,X
LSJITOZ,O,X,X,X,X,O,X,X,X
LSJIZTO,O,X,O,X,X,O,X,X,O
LSJIZOT,O,X,O,X,X,O,X,X,O
LSJIOTZ,O,X,X,X,X,O,X,X,X
LSJIOZT,O,X,O,X,X,O,X,X,X
LSJZTIO,X,X,O,X,X,X,X,X,X
LSJZTOI,X,X,O,X,X,O,X,X,X
LSJZITO,X,X,O,X,X,O,X,X,O
LSJZIOT,X,X,O,X,X,O,X,X,O
LSJZOTI,X,X,O,X,X,O,X,X,X
LSJZOIT,X,X,O,X,X,O,X,X,O
LSJOTIZ,X,X,X,X,X,X,O,X,X
LSJOTZI,X,X,O,X,X,O,X,X,X
LSJOITZ,X,X,X,X,X,O,X,X,X
LSJOIZT,X,X,O,X,X,O,X,X,O
LSJOZTI,X,X,O,X,X,O,X,X,X
LSJOZIT,X,X,O,X,X,O,X,X,O
LSZTIJO,X,X,O,X,X,X,X,X,O
LSZTIOJ,X,X,X,X,X,X,X,X,O
LSZTJIO,X,X,O,X,X,X,X,X,X
LSZTJOI,X,X,O,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,X,X,O
LSZTOJI,X,X,O,X,X,X,X,X,X
LSZITJO,O,X,O,X,X,X,X,X,O
LSZITOJ,O,X,X,X,X,X,X,X,O
LSZIJTO,O,X,O,X,O,O,X,X,O
LSZIJOT,O,X,O,X,O,O,X,X,O
LSZIOTJ,O,X,X,X,X,X,X,X,O
LSZIOJT,O,X,O,X,O,O,X,X,O
LSZJTIO,X,X,O,X,X,X,X,X,X
LSZJTOI,X,X,O,X,O,O,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,O
LSZJIOT,X,X,O,X,O,O,X,X,O
LSZJOTI,X,X,O,X,O,O,X,X,X
LSZJOIT,X,X,O,X,O,O,X,X,O
LSZOTIJ,X,X,X,X,X,X,X,X,O
LSZOTJI,X,X,O,X,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,X,X,O
LSZOIJT,X,X,O,X,O,O,X,X,O
LSZOJTI,X,X,O,X,O,O,X,X,X
LSZOJIT,X,X,O,X,O,O,X,X,O
LSOTIJZ,X,O,X,X,X,O,O,X,X
LSOTIZJ,X,O,X,X,X,X,X,X,O
LSOTJIZ,X,X,X,X,X,X,O,X,X
LSOTJZI,X,X,O,X,X,O,X,X,X
LSOTZIJ,X,O,X,X,X,X,X,X,O
LSOTZJI,X,X,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,O,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X,O
LSOIJTZ,O,X,X,X,X,O,X,X,X
LSOIJZT,O,X,O,X,X,O,X,X,O
LSOIZTJ,O,X,X,X,X,X,X,X,O
LSOIZJT,O,X,O,X,O,O,X,X,O
LSOJTIZ,X,X,X,X,X,X,O,X,X
LSOJTZI,X,X,O,X,X,O,X,X,X
LSOJITZ,X,X,X,X,X,O,X,X,X
LSOJIZT,X,X,O,X,X,O,X,X,O
LSOJZTI,X,X,O,X,X,O,X,X,X
LSOJZIT,X,X,O,X,X,O,X,X,O
LSOZTIJ,X,X,X,X,X,X,X,X,O
LSOZTJI,X,X,O,X,X,X,X,X,X
LSOZITJ,X,X,X,X,X,X,X,X,O
LSOZIJT,X,X,O,X,O,O,X,X,O
LSOZJTI,X,X,O,X,O,O,X,X,X
LSOZJIT,X,X,O,X,O,O,X,X,O
LZTIJSO,X,O,X,X,O,X,X,X,X
LZTIJOS,X,O,O,O,O,X,X,X,X
LZTISJO,X,O,O,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X,X
LZTIOJS,X,O,X,O,O,X,X,X,X
LZTIOSJ,X,O,X,X,X,X,X,X,X
LZTJISO,X,O,X,X,O,X,X,X,X
LZTJIOS,X,O,O,X,O,X,X,X,X
LZTJSIO,X,X,O,X,X,X,X,X,X
LZTJSOI,X,X,O,X,O,X,X,X,X
LZTJOIS,X,O,O,X,O,X,X,X,X
LZTJOSI,X,X,O,X,O,X,X,X,X
LZTSIJO,X,O,O,O,X,X,X,X,O
LZTSIOJ,X,O,X,O,X,X,X,X,O
LZTSJIO,X,X,O,X,X,X,X,X,X
LZTSJOI,X,X,O,X,X,X,X,X,X
LZTSOIJ,X,O,X,O,X,X,X,X,O
LZTSOJI,X,X,O,X,X,X,X,X,X
LZTOIJS,X,O,X,O,O,X,X,X,X
LZTOISJ,X,O,X,X,X,X,X,X,X
LZTOJIS,X,O,O,X,O,X,X,X,X
LZTOJSI,X,X,O,X,O,X,X,X,X
LZTOSIJ,X,O,X,O,X,X,X,X,O
LZTOSJI,X,X,O,X,X,X,X,X,X
LZITJSO,X,O,X,X,O,X,X,X,X
LZITJOS,O,O,O,O,O,X,X,X,X
LZITSJO,X,O,O,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X
LZITOJS,O,O,X,O,O,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,O,O,X,X,X
LZIJTOS,O,X,O,O,O,O,X,X,X
LZIJSTO,X,X,O,O,O,O,X,X,X
LZIJSOT,O,X,O,O,O,O,X,X,X
LZIJOTS,O,X,O,O,O,O,X,X,X
LZIJOST,O,X,O,O,O,O,X,X,X
LZISTJO,O,O,O,O,X,X,X,X,O
LZISTOJ,O,O,X,O,X,X,X,X,O
LZISJTO,O,X,O,O,O,O,X,X,O
LZISJOT,O,X,O,O,O,O,X,X,O
LZISOTJ,O,X,X,O,X,X,X,X,O
LZISOJT,O,X,O,O,O,O,X,X,O
LZIOTJS,O,O,X,O,O,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,X,X,X
LZIOJTS,O,X,O,O,O,O,X,X,X
LZIOJST,O,X,O,O,O,O,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,X,O
LZIOSJT,O,X,O,O,O,O,X,X,O
LZJTISO,X,X,X,X,O,O,X,X,X
LZJTIOS,X,X,O,X,O,O,X,X,X
LZJTSIO,X,X,O,X,X,X,X,X,X
LZJTSOI,X,X,O,X,O,O,X,X,X
LZJTOIS,X,X,O,X,O,O,X,X,X
LZJTOSI,X,X,O,X,O,O,X,X,X
LZJITSO,X,X,X,X,O,O,X,X,X
LZJITOS,X,X,O,O,O,O,X,X,X
LZJISTO,X,X,O,X,O,O,X,X,X
LZJISOT,X,X,O,O,O,O,X,X,X
LZJIOTS,X,X,O,O,O,O,X,X,X
LZJIOST,X,X,O,O,O,O,X,X,X
LZJSTIO,X,X,O,X,X,X,X,X,X
LZJSTOI,X,X,O,X,O,O,X,X,X
LZJSITO,X,X,O,O,O,O,X,X,O
LZJSIOT,X,X,O,O,O,O,X,X,O
LZJSOTI,X,X,O,X,O,O,X,X,X
LZJSOIT,X,X,O,O,O,O,X,X,O
LZJOTIS,X,X,O,X,O,O,X,X,X
LZJOTSI,X,X,O,X,O,O,X,X,X
LZJOITS,X,X,O,O,O,O,X,X,X
LZJOIST,X,X,O,O,O,O,X,X,X
LZJOSTI,X,X,O,X,O,O,X,X,X
LZJOSIT,X,X,O,O,O,O,X,X,O
LZSTIJO,X,X,O,O,X,X,X,X,O
LZSTIOJ,X,X,X,O,X,X,X,X,O
LZSTJIO,X,X,O,X,X,X,X,X,X
LZSTJOI,X,X,O,X,X,X,X,X,X
LZSTOIJ,X,X,X,O,X,X,X,X,O
LZSTOJI,X,X,O,X,X,X,X,X,X
LZSITJO,O,X,O,O,X,X,X,X,O
LZSITOJ,O,X,X,O,X,X,X,X,O
LZSIJTO,O,X,O,O,O,O,X,X,O
LZSIJOT,O,X,O,O,O,O,X,X,O
LZSIOTJ,O,X,X,O,X,X,X,X,O
LZSIOJT,O,X,O,O,O,O,X,X,O
LZSJTIO,X,X,O,X,X,X,X,X,X
LZSJTOI,X,X,O,X,O,O,X,X,X
LZSJITO,X,X,O,O,O,X,X,X,O
LZSJIOT,X,X,O,O,O,O,X,X,O
LZSJOTI,X,X,O,X,O,O,X,X,X
LZSJOIT,X,X,O,O,O,O,X,X,O
LZSOTIJ,X,X,X,O,X,X,X,X,O
LZSOTJI,X,X,O,X,X,X,X,X,X
LZSOITJ,X,X,X,O,X,X,X,X,O
LZSOIJT,X,X,O,O,O,O,X,X,O
