sequence,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmBUrBisB3qB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmB3qBisBUrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFzgB+mB?iiBcoB1vBXsB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFamBfnB?TjB+qB0nB1wB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFiiBcoB?+qBTmBXsBFrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFWmBiiB?coB3qBFsBTrB
LZTSIOJ,O,O,O,X,X,O
LZTSJIO,O,O,O,X,O,O
LZTSJOI,O,O,O,X,O,O
LZTSOIJ,O,O,O,X,X,O
LZTSOJI,O,O,O,X,X,O
LZTOIJS,O,X,O,X,X,X
LZTOISJ,O,O,O,X,X,O
LZTOJIS,O,X,O,X,X,X
LZTOJSI,O,X,O,X,X,X
LZTOSIJ,O,O,O,X,X,O
LZTOSJI,O,O,O,X,X,O
LZITJSO,O,X,O,X,O,O
LZITJOS,O,X,O,X,X,X
LZITSJO,O,O,O,X,O,O
LZITSOJ,O,O,O,X,X,O
LZITOJS,O,X,O,X,X,X
LZITOSJ,O,O,O,X,X,O
LZIJTSO,O,X,O,X,O,O
LZIJTOS,O,X,O,X,X,X
LZIJSTO,O,X,X,X,O,X
LZIJSOT,O,X,X,X,O,X
LZIJOTS,O,X,X,X,X,X
LZIJOST,O,X,X,X,O,X
LZISTJO,O,O,O,X,O,O
LZISTOJ,O,O,O,X,X,O
LZISJTO,O,O,X,X,O,X
LZISJOT,O,O,X,X,O,X
LZISOTJ,O,O,X,X,X,X
LZISOJT,O,O,X,X,O,X
LZIOTJS,O,X,O,X,X,X
LZIOTSJ,O,O,O,X,X,O
LZIOJTS,O,X,X,X,X,X
LZIOJST,O,X,X,X,O,X
LZIOSTJ,O,O,X,X,X,X
LZIOSJT,O,O,X,X,O,X
LZJTISO,O,X,O,X,O,O
LZJTIOS,O,X,O,X,X,X
LZJTSIO,O,X,O,X,O,O
LZJTSOI,O,X,O,X,O,O
LZJTOIS,O,X,O,X,X,X
LZJTOSI,O,X,O,X,X,X
LZJITSO,O,X,O,X,O,O
LZJITOS,O,X,O,X,X,X
LZJISTO,O,X,X,X,O,X
LZJISOT,O,X,X,X,O,X
LZJIOTS,O,X,X,X,X,X
LZJIOST,O,X,X,X,O,X
LZJSTIO,O,X,X,X,O,X
LZJSTOI,O,X,X,X,O,X
LZJSITO,O,X,X,X,O,X
LZJSIOT,O,X,X,X,O,X
LZJSOTI,O,X,X,X,O,X
LZJSOIT,O,X,X,X,O,X
LZJOTIS,O,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X
LZJOITS,O,X,X,X,X,X
LZJOIST,O,X,X,X,O,X
LZJOSTI,O,X,X,X,O,X
LZJOSIT,O,X,X,X,O,X
LZSTIJO,O,O,O,X,O,O
LZSTIOJ,O,O,O,X,X,O
LZSTJIO,O,O,O,X,O,O
LZSTJOI,O,O,O,X,O,O
LZSTOIJ,O,O,O,X,X,O
LZSTOJI,O,O,O,X,X,O
LZSITJO,O,O,O,X,O,O
LZSITOJ,O,O,O,X,X,O
LZSIJTO,O,O,X,X,O,X
LZSIJOT,O,O,X,X,O,X
LZSIOTJ,O,O,X,X,X,X
LZSIOJT,O,O,X,X,O,X
LZSJTIO,O,O,X,X,O,X
LZSJTOI,O,O,X,X,O,X
LZSJITO,O,O,X,X,O,X
LZSJIOT,O,O,X,X,O,X
LZSJOTI,O,O,X,X,O,X
LZSJOIT,O,O,X,X,O,X
LZSOTIJ,O,O,X,X,X,X
LZSOTJI,O,O,X,X,X,X
LZSOITJ,O,O,X,X,X,X
LZSOIJT,O,O,X,X,O,X
LZSOJTI,O,O,X,X,O,X
LZSOJIT,O,O,X,X,O,X
LZOTIJS,O,X,O,X,X,X
LZOTISJ,O,O,O,X,X,O
LZOTJIS,O,X,O,X,X,X
LZOTJSI,O,X,O,X,X,X
LZOTSIJ,O,O,O,X,X,O
LZOTSJI,O,O,O,X,X,O
LZOITJS,O,X,O,X,X,X
LZOITSJ,O,O,O,X,X,O
LZOIJTS,O,X,X,X,X,X
LZOIJST,O,X,X,X,O,X
LZOISTJ,O,O,X,X,X,X
LZOISJT,O,O,X,X,O,X
LZOJTIS,O,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X
LZOJITS,O,X,X,X,X,X
LZOJIST,O,X,X,X,O,X
LZOJSTI,O,X,X,X,O,X
LZOJSIT,O,X,X,X,O,X
LZOSTIJ,O,O,X,X,X,X
LZOSTJI,O,O,X,X,X,X
LZOSITJ,O,O,X,X,X,X
LZOSIJT,O,O,X,X,O,X
LZOSJTI,O,O,X,X,O,X
LZOSJIT,O,O,X,X,O,X
LOTIJSZ,X,O,X,O,X,X
LOTIJZS,O,X,X,O,X,X
LOTISJZ,X,O,X,O,X,X
LOTISZJ,O,O,X,X,X,X
LOTIZJS,O,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X
LOTJISZ,X,O,X,O,X,X
LOTJIZS,O,X,X,O,X,X
LOTJSIZ,X,O,X,O,X,X
LOTJSZI,X,O,X,O,X,X
LOTJZIS,O,X,X,O,X,X
LOTJZSI,O,X,X,O,X,X
LOTSIJZ,X,O,X,O,X,X
LOTSIZJ,O,O,X,X,X,X
LOTSJIZ,X,O,X,O,X,X
LOTSJZI,X,O,X,O,X,X
LOTSZIJ,O,O,X,X,X,X
LOTSZJI,O,O,X,X,X,X
LOTZIJS,O,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X
LOTZJIS,O,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,X
LOTZSJI,O,O,X,X,X,X
LOITJSZ,X,O,X,O,X,X
LOITJZS,O,X,X,O,X,X
LOITSJZ,X,O,X,O,X,X
LOITSZJ,O,O,X,X,X,X
LOITZJS,O,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X
LOIJTSZ,X,O,X,O,X,X
LOIJTZS,O,X,X,O,X,X
LOIJSTZ,X,O,X,X,X,X
LOIJSZT,X,O,X,X,X,X
LOIJZTS,O,X,X,X,X,X
LOIJZST,O,X,X,X,X,X
LOISTJZ,X,O,X,X,X,X
LOISTZJ,O,O,X,X,X,X
LOISJTZ,X,O,X,X,X,X
LOISJZT,X,O,X,X,X,X
LOISZTJ,O,O,X,X,X,X
LOISZJT,O,O,X,X,X,X
LOIZTJS,O,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,X
LOIZJTS,O,X,X,X,X,X
LOIZJST,O,X,X,X,X,X
LOIZSTJ,O,O,X,X,X,X
LOIZSJT,O,O,X,X,X,X
LOJTISZ,X,O,X,O,X,X
LOJTIZS,O,X,X,O,X,X
LOJTSIZ,X,O,X,O,X,X
LOJTSZI,X,O,X,O,X,X
LOJTZIS,O,X,X,O,X,X
LOJTZSI,O,X,X,O,X,X
LOJITSZ,X,O,X,O,X,X
LOJITZS,O,X,X,O,X,X
LOJISTZ,X,O,X,X,X,X
LOJISZT,X,O,X,X,X,X
LOJIZTS,O,X,X,X,X,X
LOJIZST,O,X,X,X,X,X
LOJSTIZ,X,O,X,X,X,X
LOJSTZI,X,O,X,X,X,X
LOJSITZ,X,O,X,X,X,X
LOJSIZT,X,O,X,X,X,X
LOJSZTI,X,O,X,X,X,X
LOJSZIT,X,O,X,X,X,X
LOJZTIS,O,X,X,X,X,X
LOJZTSI,O,X,X,X,X,X
LOJZITS,O,X,X,X,X,X
LOJZIST,O,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X
LOJZSIT,O,X,X,X,X,X
LOSTIJZ,X,O,X,X,X,X
LOSTIZJ,O,O,X,X,X,X
LOSTJIZ,X,O,X,X,X,X
LOSTJZI,X,O,X,X,X,X
LOSTZIJ,O,O,X,X,X,X
LOSTZJI,O,O,X,X,X,X
LOSITJZ,X,O,X,X,X,X
LOSITZJ,O,O,X,X,X,X
LOSIJTZ,X,O,X,X,X,X
LOSIJZT,X,O,X,X,X,X
LOSIZTJ,O,O,X,X,X,X
LOSIZJT,O,O,X,X,X,X
LOSJTIZ,X,O,X,X,X,X
LOSJTZI,X,O,X,X,X,X
LOSJITZ,X,O,X,X,X,X
LOSJIZT,X,O,X,X,X,X
LOSJZTI,X,O,X,X,X,X
LOSJZIT,X,O,X,X,X,X
LOSZTIJ,O,O,X,X,X,X
LOSZTJI,O,O,X,X,X,X
LOSZITJ,O,O,X,X,X,X
LOSZIJT,O,O,X,X,X,X
LOSZJTI,O,O,X,X,X,X
LOSZJIT,O,O,X,X,X,X
LOZTIJS,O,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X
LOZTJIS,O,X,X,X,X,X
LOZTJSI,O,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X
LOZTSJI,O,O,X,X,X,X
LOZITJS,O,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X
LOZIJTS,O,X,X,X,X,X
LOZIJST,O,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X
LOZISJT,O,O,X,X,X,X
LOZJTIS,O,X,X,X,X,X
LOZJTSI,O,X,X,X,X,X
LOZJITS,O,X,X,X,X,X
LOZJIST,O,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X
LOZSTJI,O,O,X,X,X,X
LOZSITJ,O,O,X,X,X,X
LOZSIJT,O,O,X,X,X,X
LOZSJTI,O,O,X,X,X,X
LOZSJIT,O,O,X,X,X,X
JTILSZO,X,O,X,O,X,X
JTILSOZ,X,O,X,O,X,X
JTILZSO,O,X,O,O,X,X
JTILZOS,O,X,O,O,X,X
JTILOSZ,X,O,X,O,X,X
JTILOZS,O,X,O,O,X,X
JTISLZO,X,X,O,O,X,O
JTISLOZ,X,X,O,O,X,X
JTISZLO,X,X,O,O,O,O
JTISZOL,X,X,O,O,O,O
JTISOLZ,X,X,O,O,X,X
JTISOZL,X,X,O,O,O,O
JTIZLSO,X,X,O,O,O,O
JTIZLOS,X,X,O,O,X,X
JTIZSLO,X,X,O,O,O,O
JTIZSOL,X,X,O,O,O,O
JTIZOLS,X,X,O,O,X,X
JTIZOSL,X,X,O,O,X,X
JTIOLSZ,X,O,X,O,X,X
JTIOLZS,O,X,O,O,X,X
JTIOSLZ,X,X,O,O,X,X
JTIOSZL,X,X,O,O,X,X
JTIOZLS,X,X,O,O,X,X
JTIOZSL,X,X,O,O,X,X
JTLISZO,X,O,X,O,X,X
JTLISOZ,X,O,X,O,X,X
JTLIZSO,O,X,O,O,X,X
JTLIZOS,O,X,O,O,X,X
JTLIOSZ,X,O,X,O,X,X
JTLIOZS,O,X,O,O,X,X
JTLSIZO,X,O,X,O,X,X
JTLSIOZ,X,O,X,O,X,X
JTLSZIO,X,O,X,O,X,X
JTLSZOI,X,O,X,O,X,X
JTLSOIZ,X,O,X,O,X,X
JTLSOZI,X,O,X,O,X,X
JTLZISO,O,X,O,O,X,X
JTLZIOS,O,X,O,O,X,X
JTLZSIO,O,X,O,O,X,X
JTLZSOI,O,X,O,O,X,X
JTLZOIS,O,X,O,O,X,X
JTLZOSI,O,X,O,O,X,X
JTLOISZ,X,O,X,O,X,X
JTLOIZS,O,X,O,O,X,X
JTLOSIZ,X,O,X,O,X,X
JTLOSZI,X,O,X,O,X,X
JTLOZIS,O,X,O,O,X,X
JTLOZSI,O,X,O,O,X,X
JTSILZO,X,X,O,O,X,O
JTSILOZ,X,X,O,O,X,X
JTSIZLO,X,X,O,O,O,O
JTSIZOL,X,X,O,O,O,O
JTSIOLZ,X,X,O,O,X,X
JTSIOZL,X,X,O,O,O,O
JTSLIZO,X,X,O,O,X,O
JTSLIOZ,X,X,O,O,X,X
JTSLZIO,X,X,O,O,X,O
JTSLZOI,X,X,O,O,X,O
JTSLOIZ,X,X,O,O,X,X
JTSLOZI,X,X,O,O,X,X
JTSZILO,X,X,O,O,O,O
JTSZIOL,X,X,O,O,O,O
JTSZLIO,X,X,O,O,O,O
JTSZLOI,X,X,O,O,O,O
JTSZOIL,X,X,O,O,O,O
JTSZOLI,X,X,O,O,O,O
JTSOILZ,X,X,O,O,X,X
JTSOIZL,X,X,O,O,O,O
JTSOLIZ,X,X,O,O,X,X
JTSOLZI,X,X,O,O,X,X
JTSOZIL,X,X,O,O,O,O
JTSOZLI,X,X,O,O,O,O
JTZILSO,X,X,O,O,O,O
JTZILOS,X,X,O,O,X,X
JTZISLO,X,X,O,O,O,O
JTZISOL,X,X,O,O,O,O
JTZIOLS,X,X,O,O,X,X
JTZIOSL,X,X,O,O,X,X
JTZLISO,X,X,O,O,O,O
JTZLIOS,X,X,O,O,X,X
JTZLSIO,X,X,O,O,O,O
JTZLSOI,X,X,O,O,O,O
JTZLOIS,X,X,O,O,X,X
JTZLOSI,X,X,O,O,X,X
JTZSILO,X,X,O,O,O,O
JTZSIOL,X,X,O,O,O,O
JTZSLIO,X,X,O,O,O,O
JTZSLOI,X,X,O,O,O,O
JTZSOIL,X,X,O,O,O,O
JTZSOLI,X,X,O,O,O,O
JTZOILS,X,X,O,O,X,X
JTZOISL,X,X,O,O,X,X
JTZOLIS,X,X,O,O,X,X
JTZOLSI,X,X,O,O,X,X
JTZOSIL,X,X,O,O,X,X
JTZOSLI,X,X,O,O,X,X
JTOILSZ,X,O,X,O,X,X
JTOILZS,O,X,O,O,X,X
JTOISLZ,X,X,O,O,X,X
JTOISZL,X,X,O,O,X,X
JTOIZLS,X,X,O,O,X,X
JTOIZSL,X,X,O,O,X,X
JTOLISZ,X,O,X,O,X,X
JTOLIZS,O,X,O,O,X,X
JTOLSIZ,X,O,X,O,X,X
JTOLSZI,X,O,X,O,X,X
JTOLZIS,O,X,O,O,X,X
JTOLZSI,O,X,O,O,X,X
JTOSILZ,X,X,O,O,X,X
JTOSIZL,X,X,O,O,X,X
JTOSLIZ,X,X,O,O,X,X
JTOSLZI,X,X,O,O,X,X
JTOSZIL,X,X,O,O,X,X
JTOSZLI,X,X,O,O,X,X
JTOZILS,X,X,O,O,X,X
JTOZISL,X,X,O,O,X,X
JTOZLIS,X,X,O,O,X,X
JTOZLSI,X,X,O,O,X,X
JTOZSIL,X,X,O,O,X,X
JTOZSLI,X,X,O,O,X,X
JITLSZO,X,O,X,O,X,X
JITLSOZ,X,O,X,O,X,X
JITLZSO,O,X,O,O,X,X
JITLZOS,O,X,O,O,X,X
JITLOSZ,X,O,X,O,X,X
JITLOZS,O,X,O,O,X,X
JITSLZO,X,X,O,O,X,O
JITSLOZ,X,X,O,O,X,X
JITSZLO,X,X,O,O,O,O
JITSZOL,X,X,O,O,O,O
JITSOLZ,X,X,O,O,X,X
JITSOZL,X,X,O,O,O,O
JITZLSO,X,X,O,O,O,O
JITZLOS,X,X,O,O,X,X
JITZSLO,X,X,O,O,O,O
JITZSOL,X,X,O,O,O,O
JITZOLS,X,X,O,O,X,X
JITZOSL,X,X,O,O,X,X
JITOLSZ,X,O,X,O,X,X
JITOLZS,O,X,O,O,X,X
JITOSLZ,X,X,O,O,X,X
JITOSZL,X,X,O,O,X,X
JITOZLS,X,X,O,O,X,X
JITOZSL,X,X,O,O,X,X
JILTSZO,X,O,X,O,X,X
JILTSOZ,X,O,X,O,X,X
JILTZSO,O,X,X,O,X,X
JILTZOS,O,X,X,O,X,X
JILTOSZ,X,O,X,O,X,X
JILTOZS,O,X,X,O,X,X
JILSTZO,X,O,X,X,X,X
JILSTOZ,X,O,X,X,X,X
JILSZTO,X,O,X,X,O,X
JILSZOT,X,O,X,X,O,X
JILSOTZ,X,O,X,X,X,X
JILSOZT,X,O,X,X,O,X
JILZTSO,O,X,X,X,O,X
JILZTOS,O,X,X,X,X,X
JILZSTO,O,X,X,X,O,X
JILZSOT,O,X,X,X,O,X
JILZOTS,O,X,X,X,X,X
JILZOST,O,X,X,X,O,X
JILOTSZ,X,O,X,O,X,X
JILOTZS,O,X,X,O,X,X
JILOSTZ,X,O,X,X,X,X
JILOSZT,X,O,X,X,X,X
JILOZTS,O,X,X,X,X,X
JILOZST,O,X,X,X,X,X
JISTLZO,X,O,X,O,X,O
JISTLOZ,X,O,X,O,X,X
JISTZLO,X,X,X,O,O,O
JISTZOL,X,X,X,O,O,O
JISTOLZ,X,O,X,O,X,X
JISTOZL,X,X,X,O,O,O
JISLTZO,X,O,X,X,X,X
JISLTOZ,X,O,X,X,X,X
JISLZTO,X,O,X,X,O,X
JISLZOT,X,O,X,X,O,X
JISLOTZ,X,O,X,X,X,X
JISLOZT,X,O,X,X,O,X
JISZTLO,X,X,X,X,O,O
JISZTOL,X,X,X,X,O,O
JISZLTO,X,O,X,X,O,X
JISZLOT,X,O,X,X,O,X
JISZOTL,X,X,X,X,O,X
JISZOLT,X,O,X,X,O,X
JISOTLZ,X,O,X,O,X,X
JISOTZL,X,X,X,O,O,X
JISOLTZ,X,O,X,X,X,X
JISOLZT,X,O,X,X,O,X
JISOZTL,X,X,X,X,O,X
JISOZLT,X,O,X,X,O,X
JIZTLSO,O,X,O,O,O,O
JIZTLOS,O,X,O,O,X,X
JIZTSLO,X,X,O,O,O,O
JIZTSOL,X,X,O,O,O,O
JIZTOLS,O,X,O,O,X,X
JIZTOSL,X,X,O,O,X,X
JIZLTSO,O,X,O,X,O,O
JIZLTOS,O,X,O,X,X,X
JIZLSTO,O,X,X,X,O,X
JIZLSOT,O,X,X,X,O,X
JIZLOTS,O,X,X,X,X,X
JIZLOST,O,X,X,X,O,X
JIZSTLO,X,X,X,X,O,O
JIZSTOL,X,X,X,X,O,O
JIZSLTO,O,X,X,X,O,X
JIZSLOT,O,X,X,X,O,X
JIZSOTL,X,X,X,X,O,X
JIZSOLT,O,X,X,X,O,X
JIZOTLS,O,X,X,O,X,X
JIZOTSL,X,X,X,O,X,X
JIZOLTS,O,X,X,X,X,X
JIZOLST,O,X,X,X,O,X
JIZOSTL,X,X,X,X,O,X
JIZOSLT,O,X,X,X,O,X
JIOTLSZ,X,O,X,O,X,X
JIOTLZS,O,X,X,O,X,X
JIOTSLZ,X,X,X,O,X,X
JIOTSZL,X,X,X,O,X,X
JIOTZLS,X,X,X,O,X,X
JIOTZSL,X,X,X,O,X,X
JIOLTSZ,X,O,X,O,X,X
JIOLTZS,O,X,X,O,X,X
JIOLSTZ,X,O,X,X,X,X
JIOLSZT,X,O,X,X,X,X
JIOLZTS,O,X,X,X,X,X
JIOLZST,O,X,X,X,X,X
JIOSTLZ,X,O,X,O,X,X
JIOSTZL,X,X,X,O,O,X
JIOSLTZ,X,O,X,X,X,X
JIOSLZT,X,O,X,X,O,X
JIOSZTL,X,X,X,X,O,X
JIOSZLT,X,O,X,X,O,X
JIOZTLS,O,X,X,O,X,X
JIOZTSL,X,X,X,O,X,X
JIOZLTS,O,X,X,X,X,X
JIOZLST,O,X,X,X,O,X
JIOZSTL,X,X,X,X,O,X
JIOZSLT,O,X,X,X,O,X
JLTISZO,X,O,X,O,X,X
JLTISOZ,X,O,X,O,X,X
JLTIZSO,O,X,X,O,X,X
JLTIZOS,O,X,X,O,X,X
JLTIOSZ,X,O,X,O,X,X
JLTIOZS,O,X,X,O,X,X
JLTSIZO,X,O,X,O,X,X
JLTSIOZ,X,O,X,O,X,X
JLTSZIO,X,O,X,O,X,X
JLTSZOI,X,O,X,O,X,X
JLTSOIZ,X,O,X,O,X,X
JLTSOZI,X,O,X,O,X,X
JLTZISO,O,X,X,O,X,X
JLTZIOS,O,X,X,O,X,X
JLTZSIO,O,X,X,O,X,X
JLTZSOI,O,X,X,O,X,X
JLTZOIS,O,X,X,O,X,X
JLTZOSI,O,X,X,O,X,X
JLTOISZ,X,O,X,O,X,X
JLTOIZS,O,X,X,O,X,X
JLTOSIZ,X,O,X,O,X,X
JLTOSZI,X,O,X,O,X,X
JLTOZIS,O,X,X,O,X,X
JLTOZSI,O,X,X,O,X,X
JLITSZO,X,O,X,O,X,X
JLITSOZ,X,O,X,O,X,X
JLITZSO,O,X,X,O,X,X
JLITZOS,O,X,X,O,X,X
JLITOSZ,X,O,X,O,X,X
JLITOZS,O,X,X,O,X,X
JLISTZO,X,O,X,X,X,X
JLISTOZ,X,O,X,X,X,X
JLISZTO,X,O,X,X,O,X
JLISZOT,X,O,X,X,O,X
JLISOTZ,X,O,X,X,X,X
JLISOZT,X,O,X,X,O,X
JLIZTSO,O,X,X,X,O,X
JLIZTOS,O,X,X,X,X,X
JLIZSTO,O,X,X,X,O,X
JLIZSOT,O,X,X,X,O,X
JLIZOTS,O,X,X,X,X,X
JLIZOST,O,X,X,X,O,X
JLIOTSZ,X,O,X,O,X,X
JLIOTZS,O,X,X,O,X,X
JLIOSTZ,X,O,X,X,X,X
JLIOSZT,X,O,X,X,X,X
JLIOZTS,O,X,X,X,X,X
JLIOZST,O,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X
JLSTIOZ,X,O,X,X,X,X
JLSTZIO,X,O,X,X,X,X
JLSTZOI,X,O,X,X,X,X
JLSTOIZ,X,O,X,X,X,X
JLSTOZI,X,O,X,X,X,X
JLSITZO,X,O,X,X,X,X
JLSITOZ,X,O,X,X,X,X
JLSIZTO,X,O,X,X,O,X
JLSIZOT,X,O,X,X,O,X
JLSIOTZ,X,O,X,X,X,X
JLSIOZT,X,O,X,X,O,X
JLSZTIO,X,O,X,X,O,X
JLSZTOI,X,O,X,X,O,X
JLSZITO,X,O,X,X,O,X
JLSZIOT,X,O,X,X,O,X
JLSZOTI,X,O,X,X,O,X
JLSZOIT,X,O,X,X,O,X
JLSOTIZ,X,O,X,X,X,X
JLSOTZI,X,O,X,X,X,X
JLSOITZ,X,O,X,X,X,X
JLSOIZT,X,O,X,X,O,X
JLSOZTI,X,O,X,X,O,X
JLSOZIT,X,O,X,X,O,X
JLZTISO,O,X,X,X,O,X
JLZTIOS,O,X,X,X,X,X
JLZTSIO,O,X,X,X,O,X
JLZTSOI,O,X,X,X,O,X
JLZTOIS,O,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X
JLZITSO,O,X,X,X,O,X
JLZITOS,O,X,X,X,X,X
JLZISTO,O,X,X,X,O,X
JLZISOT,O,X,X,X,O,X
JLZIOTS,O,X,X,X,X,X
JLZIOST,O,X,X,X,O,X
JLZSTIO,O,X,X,X,O,X
JLZSTOI,O,X,X,X,O,X
JLZSITO,O,X,X,X,O,X
JLZSIOT,O,X,X,X,O,X
JLZSOTI,O,X,X,X,O,X
JLZSOIT,O,X,X,X,O,X
JLZOTIS,O,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X
JLZOITS,O,X,X,X,X,X
JLZOIST,O,X,X,X,O,X
JLZOSTI,O,X,X,X,O,X
JLZOSIT,O,X,X,X,O,X
JLOTISZ,X,O,X,O,X,X
JLOTIZS,O,X,X,O,X,X
JLOTSIZ,X,O,X,O,X,X
JLOTSZI,X,O,X,O,X,X
JLOTZIS,O,X,X,O,X,X
JLOTZSI,O,X,X,O,X,X
JLOITSZ,X,O,X,O,X,X
JLOITZS,O,X,X,O,X,X
JLOISTZ,X,O,X,X,X,X
JLOISZT,X,O,X,X,X,X
JLOIZTS,O,X,X,X,X,X
JLOIZST,O,X,X,X,X,X
JLOSTIZ,X,O,X,X,X,X
JLOSTZI,X,O,X,X,X,X
JLOSITZ,X,O,X,X,X,X
JLOSIZT,X,O,X,X,X,X
JLOSZTI,X,O,X,X,X,X
JLOSZIT,X,O,X,X,X,X
JLOZTIS,O,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X
JLOZITS,O,X,X,X,X,X
JLOZIST,O,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X
JSTILZO,X,O,X,O,X,O
JSTILOZ,X,O,X,O,X,X
JSTIZLO,X,X,X,O,O,O
JSTIZOL,X,X,X,O,O,O
JSTIOLZ,X,O,X,O,X,X
JSTIOZL,X,X,X,O,O,O
JSTLIZO,X,O,X,O,X,O
JSTLIOZ,X,O,X,O,X,X
JSTLZIO,X,O,X,O,X,O
JSTLZOI,X,O,X,O,X,O
JSTLOIZ,X,O,X,O,X,X
JSTLOZI,X,O,X,O,X,X
JSTZILO,X,X,X,O,O,O
JSTZIOL,X,X,X,O,O,O
JSTZLIO,X,X,X,O,O,O
JSTZLOI,X,X,X,O,O,O
JSTZOIL,X,X,X,O,O,O
JSTZOLI,X,X,X,O,O,O
JSTOILZ,X,O,X,O,X,X
JSTOIZL,X,X,X,O,O,O
JSTOLIZ,X,O,X,O,X,X
JSTOLZI,X,O,X,O,X,X
JSTOZIL,X,X,X,O,O,O
JSTOZLI,X,X,X,O,O,O
JSITLZO,X,O,X,O,X,O
JSITLOZ,X,O,X,O,X,X
JSITZLO,X,X,X,O,O,O
JSITZOL,X,X,X,O,O,O
JSITOLZ,X,O,X,O,X,X
JSITOZL,X,X,X,O,O,O
JSILTZO,X,O,X,X,X,X
JSILTOZ,X,O,X,X,X,X
JSILZTO,X,O,X,X,O,X
JSILZOT,X,O,X,X,O,X
JSILOTZ,X,O,X,X,X,X
JSILOZT,X,O,X,X,O,X
JSIZTLO,X,X,X,X,O,O
JSIZTOL,X,X,X,X,O,O
JSIZLTO,X,O,X,X,O,X
JSIZLOT,X,O,X,X,O,X
JSIZOTL,X,X,X,X,O,X
JSIZOLT,X,O,X,X,O,X
JSIOTLZ,X,O,X,O,X,X
JSIOTZL,X,X,X,O,O,X
JSIOLTZ,X,O,X,X,X,X
JSIOLZT,X,O,X,X,O,X
JSIOZTL,X,X,X,X,O,X
JSIOZLT,X,O,X,X,O,X
JSLTIZO,X,O,X,X,X,X
JSLTIOZ,X,O,X,X,X,X
JSLTZIO,X,O,X,X,X,X
JSLTZOI,X,O,X,X,X,X
JSLTOIZ,X,O,X,X,X,X
JSLTOZI,X,O,X,X,X,X
JSLITZO,X,O,X,X,X,X
JSLITOZ,X,O,X,X,X,X
JSLIZTO,X,O,X,X,O,X
JSLIZOT,X,O,X,X,O,X
JSLIOTZ,X,O,X,X,X,X
JSLIOZT,X,O,X,X,O,X
JSLZTIO,X,O,X,X,O,X
JSLZTOI,X,O,X,X,O,X
JSLZITO,X,O,X,X,O,X
JSLZIOT,X,O,X,X,O,X
JSLZOTI,X,O,X,X,O,X
JSLZOIT,X,O,X,X,O,X
JSLOTIZ,X,O,X,X,X,X
JSLOTZI,X,O,X,X,X,X
JSLOITZ,X,O,X,X,X,X
JSLOIZT,X,O,X,X,O,X
JSLOZTI,X,O,X,X,O,X
JSLOZIT,X,O,X,X,O,X
JSZTILO,X,X,X,X,O,O
JSZTIOL,X,X,X,X,O,O
JSZTLIO,X,X,X,X,O,O
JSZTLOI,X,X,X,X,O,O
JSZTOIL,X,X,X,X,O,O
JSZTOLI,X,X,X,X,O,O
JSZITLO,X,X,X,X,O,O
JSZITOL,X,X,X,X,O,O
JSZILTO,X,O,X,X,O,X
JSZILOT,X,O,X,X,O,X
JSZIOTL,X,X,X,X,O,X
JSZIOLT,X,O,X,X,O,X
JSZLTIO,X,O,X,X,O,X
JSZLTOI,X,O,X,X,O,X
JSZLITO,X,O,X,X,O,X
JSZLIOT,X,O,X,X,O,X
JSZLOTI,X,O,X,X,O,X
JSZLOIT,X,O,X,X,O,X
JSZOTIL,X,X,X,X,O,X
JSZOTLI,X,X,X,X,O,X
JSZOITL,X,X,X,X,O,X
JSZOILT,X,O,X,X,O,X
JSZOLTI,X,O,X,X,O,X
JSZOLIT,X,O,X,X,O,X
JSOTILZ,X,O,X,O,X,X
JSOTIZL,X,X,X,O,O,X
JSOTLIZ,X,O,X,O,X,X
JSOTLZI,X,O,X,O,X,X
