sequence,v115@QhA8DeF8BeC8CeB8Jei/IvhFzgBUiBFjBxpB3pBWxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBFiBXjBKpBzkBWxB,v115@QhA8DeF8BeC8CeB8JeZEJvhFzfBWmBFjBCqB/sB0rB,v115@QhA8DeF8BeC8CeB8JezAJvhFCiBXjBxpBOpB8pBVxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBzhBFjB2pB3pBSxB,v115@QhA8DeF8BeC8CeB8JeZEJvhF8lBzhBXjBupBFlBSxB,v115@QhA8DeF8BeC8CeB8Jez/IvhFWmBFjBxpBKpB/sB0rB,v115@QhA8DeF8BeC8CeB8Je2EJvhFRgBFjB3lBTpBCsBUsB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBCiBXjBmkBTpBVxB
SOZJITL,X,X,X,X,O,O,X,O,O
SOZJILT,X,X,X,X,O,O,X,O,O
SOZJLTI,X,X,X,X,O,X,X,O,O
SOZJLIT,X,X,X,X,O,O,X,O,O
ZTILJSO,X,O,O,X,X,X,O,X,X
ZTILJOS,X,X,O,X,X,X,O,X,X
ZTILSJO,O,O,O,X,X,X,O,X,X
ZTILSOJ,O,O,O,X,X,X,O,X,X
ZTILOJS,X,O,O,X,O,X,O,X,X
ZTILOSJ,O,O,O,X,X,X,O,X,X
ZTIJLSO,O,X,O,X,O,X,O,X,X
ZTIJLOS,O,X,O,X,O,X,O,X,X
ZTIJSLO,O,O,X,X,O,X,O,X,X
ZTIJSOL,O,X,X,X,O,O,X,X,X
ZTIJOLS,O,X,X,X,O,X,X,X,X
ZTIJOSL,O,X,X,X,O,O,X,X,X
ZTISLJO,O,O,X,X,X,X,O,X,X
ZTISLOJ,O,O,X,X,X,X,O,X,X
ZTISJLO,O,O,X,X,X,X,O,X,X
ZTISJOL,O,X,X,X,X,O,X,X,X
ZTISOLJ,O,O,X,X,X,X,X,X,X
ZTISOJL,O,X,X,X,O,O,X,X,X
ZTIOLJS,X,X,X,X,O,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X,X,X,X
ZTIOJLS,O,X,X,X,O,X,X,X,X
ZTIOJSL,O,X,X,X,O,O,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,O,O,X,X,X
ZTLIJSO,X,O,O,X,X,X,X,X,X
ZTLIJOS,X,X,O,X,X,X,X,X,X
ZTLISJO,O,O,O,X,X,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X,X
ZTLIOJS,X,O,O,X,O,X,X,X,X
ZTLIOSJ,O,O,O,X,X,X,X,X,X
ZTLJISO,X,O,O,X,O,X,X,X,X
ZTLJIOS,X,X,O,X,O,X,X,X,X
ZTLJSIO,X,O,X,X,O,X,X,X,X
ZTLJSOI,X,O,X,X,O,X,X,X,X
ZTLJOIS,X,O,O,X,O,X,X,X,X
ZTLJOSI,X,O,X,X,O,X,X,X,X
ZTLSIJO,X,O,X,X,X,X,X,X,X
ZTLSIOJ,X,O,X,X,X,X,X,X,X
ZTLSJIO,X,O,X,X,X,X,X,X,X
ZTLSJOI,X,O,X,X,X,X,X,X,X
ZTLSOIJ,X,O,X,X,X,X,X,X,X
ZTLSOJI,X,O,X,X,X,X,X,X,X
ZTLOIJS,X,O,O,X,O,X,X,X,X
ZTLOISJ,O,O,O,X,X,X,X,X,X
ZTLOJIS,X,O,O,X,O,X,X,X,X
ZTLOJSI,X,O,X,X,O,X,X,X,X
ZTLOSIJ,X,O,X,X,X,X,X,X,X
ZTLOSJI,X,O,X,X,X,X,X,X,X
ZTJILSO,X,X,O,X,O,X,O,X,X
ZTJILOS,X,X,O,X,O,X,O,X,X
ZTJISLO,O,O,X,X,O,X,O,X,X
ZTJISOL,O,X,X,X,O,O,X,X,X
ZTJIOLS,X,X,X,X,O,X,X,X,X
ZTJIOSL,O,X,X,X,O,O,X,X,X
ZTJLISO,X,O,O,X,O,X,X,X,X
ZTJLIOS,X,X,O,X,O,X,X,X,X
ZTJLSIO,X,O,X,X,O,X,X,X,X
ZTJLSOI,X,O,X,X,O,X,X,X,X
ZTJLOIS,X,O,O,X,O,X,X,X,X
ZTJLOSI,X,O,X,X,O,X,X,X,X
ZTJSILO,X,O,X,X,O,X,X,X,X
ZTJSIOL,X,X,X,X,O,O,X,X,X
ZTJSLIO,X,O,X,X,O,X,X,X,X
ZTJSLOI,X,O,X,X,O,X,X,X,X
ZTJSOIL,X,X,X,X,O,O,X,X,X
ZTJSOLI,X,X,X,X,O,X,X,X,X
ZTJOILS,X,X,X,X,O,X,X,X,X
ZTJOISL,O,X,X,X,O,O,X,X,X
ZTJOLIS,X,X,X,X,O,X,X,X,X
ZTJOLSI,X,X,X,X,O,X,X,X,X
ZTJOSIL,X,X,X,X,O,O,X,X,X
ZTJOSLI,X,X,X,X,O,X,X,X,X
ZTSILJO,O,O,X,X,X,X,X,X,X
ZTSILOJ,O,O,X,X,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,X,X
ZTSIJOL,O,X,X,X,X,O,X,X,X
ZTSIOLJ,O,O,X,X,X,X,X,X,X
ZTSIOJL,O,X,X,X,O,O,X,X,X
ZTSLIJO,X,O,X,X,X,X,X,X,X
ZTSLIOJ,X,O,X,X,X,X,X,X,X
ZTSLJIO,X,O,X,X,X,X,X,X,X
ZTSLJOI,X,O,X,X,X,X,X,X,X
ZTSLOIJ,X,O,X,X,X,X,X,X,X
ZTSLOJI,X,O,X,X,X,X,X,X,X
ZTSJILO,X,O,X,X,O,X,X,X,X
ZTSJIOL,X,X,X,X,O,O,X,X,X
ZTSJLIO,X,O,X,X,O,X,X,X,X
ZTSJLOI,X,O,X,X,O,X,X,X,X
ZTSJOIL,X,X,X,X,O,O,X,X,X
ZTSJOLI,X,X,X,X,O,X,X,X,X
ZTSOILJ,O,O,X,X,X,X,X,O,X
ZTSOIJL,O,X,X,X,O,O,X,O,X
ZTSOLIJ,X,O,X,X,X,X,X,O,X
ZTSOLJI,X,O,X,X,X,X,X,O,X
ZTSOJIL,X,X,X,X,O,O,X,O,O
ZTSOJLI,X,X,X,X,O,X,X,O,O
ZTOILJS,X,X,X,X,O,X,X,X,X
ZTOILSJ,O,X,X,X,X,X,X,X,X
ZTOIJLS,O,X,X,X,O,X,X,X,X
ZTOIJSL,O,X,X,X,O,O,X,X,X
ZTOISLJ,O,O,X,X,X,X,X,X,X
ZTOISJL,O,X,X,X,O,O,X,X,X
ZTOLIJS,X,O,X,X,O,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X,X
ZTOLJIS,X,O,X,X,O,X,X,X,X
ZTOLJSI,X,O,X,X,O,X,X,X,X
ZTOLSIJ,X,O,X,X,X,X,X,X,X
ZTOLSJI,X,O,X,X,X,X,X,X,X
ZTOJILS,X,X,X,X,O,X,X,X,O
ZTOJISL,O,X,X,X,O,O,X,X,O
ZTOJLIS,X,X,X,X,O,X,X,X,O
ZTOJLSI,X,X,X,X,O,X,X,X,O
ZTOJSIL,X,X,X,X,O,O,X,O,O
ZTOJSLI,X,X,X,X,O,X,X,O,O
ZTOSILJ,O,O,X,X,X,X,X,O,X
ZTOSIJL,O,X,X,X,O,O,X,O,X
ZTOSLIJ,X,O,X,X,X,X,X,O,X
ZTOSLJI,X,O,X,X,X,X,X,O,X
ZTOSJIL,X,X,X,X,O,O,X,O,O
ZTOSJLI,X,X,X,X,O,X,X,O,O
ZITLJSO,X,O,O,O,X,X,O,X,X
ZITLJOS,X,X,O,O,X,X,O,X,X
ZITLSJO,O,O,O,O,X,X,O,X,X
ZITLSOJ,O,O,O,O,X,X,O,X,X
ZITLOJS,X,O,O,O,O,X,O,X,X
ZITLOSJ,O,O,O,O,X,X,O,X,X
ZITJLSO,O,X,O,O,O,X,O,X,X
ZITJLOS,O,X,O,O,O,X,O,X,X
ZITJSLO,O,O,X,O,O,X,O,X,X
ZITJSOL,O,X,X,O,O,O,X,X,X
ZITJOLS,O,X,X,O,O,X,X,X,X
ZITJOSL,O,X,X,O,O,O,X,X,X
ZITSLJO,O,O,X,O,X,X,O,X,X
ZITSLOJ,O,O,X,O,X,X,O,X,X
ZITSJLO,O,O,X,O,X,X,O,X,X
ZITSJOL,O,X,X,O,X,O,X,X,X
ZITSOLJ,O,O,X,O,X,X,X,X,X
ZITSOJL,O,X,X,O,O,O,X,X,X
ZITOLJS,X,X,X,O,O,X,X,X,X
ZITOLSJ,O,X,X,O,X,X,X,X,X
ZITOJLS,O,X,X,O,O,X,X,X,X
ZITOJSL,O,X,X,O,O,O,X,X,X
ZITOSLJ,O,O,X,O,X,X,X,X,X
ZITOSJL,O,X,X,O,O,O,X,X,X
ZILTJSO,X,O,O,O,X,X,O,X,X
ZILTJOS,X,X,O,O,X,X,O,X,X
ZILTSJO,O,O,O,O,X,X,O,X,X
ZILTSOJ,O,O,O,O,X,X,O,X,X
ZILTOJS,X,O,O,O,O,X,O,X,X
ZILTOSJ,O,O,O,O,X,X,O,X,X
ZILJTSO,X,O,O,O,X,X,O,X,X
ZILJTOS,X,X,O,O,X,X,O,X,X
ZILJSTO,X,O,O,X,X,X,O,X,X
ZILJSOT,X,X,O,O,X,O,O,X,X
ZILJOTS,X,X,O,O,X,X,O,X,X
ZILJOST,X,X,O,O,X,O,O,X,X
ZILSTJO,O,O,O,X,X,X,O,X,X
ZILSTOJ,O,O,O,X,X,X,O,X,X
ZILSJTO,O,O,O,X,X,X,O,X,X
ZILSJOT,O,X,O,O,X,O,O,X,X
ZILSOTJ,O,O,O,O,X,X,O,X,X
ZILSOJT,O,O,O,O,X,O,O,X,X
ZILOTJS,X,O,O,O,O,X,O,X,X
ZILOTSJ,O,O,O,O,X,X,O,X,X
ZILOJTS,X,O,O,O,X,X,O,X,X
ZILOJST,X,O,O,O,X,O,O,X,X
ZILOSTJ,O,O,O,O,X,X,O,X,X
ZILOSJT,O,O,O,O,X,O,O,X,X
ZIJTLSO,O,X,O,O,O,X,O,X,X
ZIJTLOS,O,X,O,O,O,X,O,X,X
ZIJTSLO,O,O,X,O,O,X,O,X,X
ZIJTSOL,O,X,X,O,O,O,X,X,X
ZIJTOLS,O,X,X,O,O,X,X,X,X
ZIJTOSL,O,X,X,O,O,O,X,X,X
ZIJLTSO,O,X,O,O,O,X,O,X,X
ZIJLTOS,O,X,O,O,O,X,O,X,X
ZIJLSTO,O,X,O,X,O,X,O,X,X
ZIJLSOT,O,X,O,O,O,O,O,X,X
ZIJLOTS,O,X,O,O,O,X,O,X,X
ZIJLOST,O,X,O,O,O,O,O,X,X
ZIJSTLO,O,O,X,O,O,X,O,X,X
ZIJSTOL,O,X,X,O,O,O,X,X,X
ZIJSLTO,O,X,X,X,O,X,O,X,X
ZIJSLOT,O,X,X,O,O,O,O,X,X
ZIJSOTL,O,X,X,O,O,O,X,X,X
ZIJSOLT,O,X,X,O,O,O,X,X,X
ZIJOTLS,O,X,X,O,O,X,X,X,X
ZIJOTSL,O,X,X,O,O,O,X,X,X
ZIJOLTS,O,X,X,O,O,X,X,X,X
ZIJOLST,O,X,X,O,O,O,X,X,X
ZIJOSTL,O,X,X,O,X,O,X,X,X
ZIJOSLT,O,X,X,O,X,O,X,X,X
ZISTLJO,O,O,X,O,X,X,O,X,X
ZISTLOJ,O,O,X,O,X,X,O,X,X
ZISTJLO,O,O,X,O,X,X,O,X,X
ZISTJOL,O,X,X,O,X,O,X,X,X
ZISTOLJ,O,O,X,O,X,X,X,X,X
ZISTOJL,O,X,X,O,O,O,X,X,X
ZISLTJO,O,O,X,X,X,X,O,X,X
ZISLTOJ,O,O,X,X,X,X,O,X,X
ZISLJTO,O,O,X,X,X,X,O,X,X
ZISLJOT,O,X,X,O,X,O,O,X,X
ZISLOTJ,O,O,X,O,X,X,O,X,X
ZISLOJT,O,O,X,O,X,O,O,X,X
ZISJTLO,O,O,X,O,X,X,O,X,X
ZISJTOL,O,X,X,O,X,O,X,X,X
ZISJLTO,O,X,X,X,X,X,O,X,X
ZISJLOT,O,X,X,O,X,O,O,X,X
ZISJOTL,O,X,X,O,X,O,X,X,X
ZISJOLT,O,X,X,O,X,O,X,X,X
ZISOTLJ,O,O,X,O,X,X,X,X,X
ZISOTJL,O,X,X,O,O,O,X,X,X
ZISOLTJ,O,X,X,O,X,X,X,X,X
ZISOLJT,O,X,X,O,X,O,X,X,X
ZISOJTL,O,X,X,O,X,O,X,X,O
ZISOJLT,O,X,X,O,X,O,X,X,O
ZIOTLJS,X,X,X,O,O,X,X,X,X
ZIOTLSJ,O,X,X,O,X,X,X,X,X
ZIOTJLS,O,X,X,O,O,X,X,X,X
ZIOTJSL,O,X,X,O,O,O,X,X,X
ZIOTSLJ,O,O,X,O,X,X,X,X,X
ZIOTSJL,O,X,X,O,O,O,X,X,X
ZIOLTJS,X,X,X,O,O,X,X,X,X
ZIOLTSJ,O,X,X,O,X,X,X,X,X
ZIOLJTS,X,X,X,O,X,X,X,X,X
ZIOLJST,X,X,X,O,X,O,X,X,X
ZIOLSTJ,O,X,X,O,X,X,X,X,X
ZIOLSJT,O,X,X,O,X,O,X,X,X
ZIOJTLS,O,X,X,O,O,X,X,X,O
ZIOJTSL,O,X,X,O,O,O,X,X,O
ZIOJLTS,O,X,X,O,O,X,X,X,O
ZIOJLST,O,X,X,O,X,O,X,X,O
ZIOJSTL,O,X,X,O,O,O,X,X,O
ZIOJSLT,O,X,X,O,O,O,X,X,O
ZIOSTLJ,O,O,X,O,X,X,X,X,X
ZIOSTJL,O,X,X,O,O,O,X,X,X
ZIOSLTJ,O,X,X,O,X,X,X,X,X
ZIOSLJT,O,X,X,O,X,O,X,X,X
ZIOSJTL,O,X,X,O,X,O,X,X,O
ZIOSJLT,O,X,X,O,X,O,X,X,O
ZLTIJSO,X,O,O,X,X,X,X,X,X
ZLTIJOS,X,X,O,X,X,X,X,X,X
ZLTISJO,O,O,O,X,X,X,X,X,X
ZLTISOJ,O,O,O,X,X,X,X,X,X
ZLTIOJS,X,O,O,X,O,X,X,X,X
ZLTIOSJ,O,O,O,X,X,X,X,X,X
ZLTJISO,X,O,O,X,O,X,X,X,X
ZLTJIOS,X,X,O,X,O,X,X,X,X
ZLTJSIO,X,O,X,X,O,X,X,X,X
ZLTJSOI,X,O,X,X,O,X,X,X,X
ZLTJOIS,X,O,O,X,O,X,X,X,X
ZLTJOSI,X,O,X,X,O,X,X,X,X
ZLTSIJO,X,O,X,X,X,X,X,X,X
ZLTSIOJ,X,O,X,X,X,X,X,X,X
ZLTSJIO,X,O,X,X,X,X,X,X,X
ZLTSJOI,X,O,X,X,X,X,X,X,X
ZLTSOIJ,X,O,X,X,X,X,X,X,X
ZLTSOJI,X,O,X,X,X,X,X,X,X
ZLTOIJS,X,O,O,X,O,X,X,X,X
ZLTOISJ,O,O,O,X,X,X,X,X,X
ZLTOJIS,X,O,O,X,O,X,X,X,X
ZLTOJSI,X,O,X,X,O,X,X,X,X
ZLTOSIJ,X,O,X,X,X,X,X,X,X
ZLTOSJI,X,O,X,X,X,X,X,X,X
ZLITJSO,X,O,O,X,X,X,X,X,X
ZLITJOS,X,X,O,X,X,X,X,X,X
ZLITSJO,O,O,O,X,X,X,X,X,X
ZLITSOJ,O,O,O,X,X,X,X,X,X
ZLITOJS,X,O,O,X,O,X,X,X,X
ZLITOSJ,O,O,O,X,X,X,X,X,X
ZLIJTSO,X,O,O,X,X,X,X,X,X
ZLIJTOS,X,X,O,X,X,X,X,X,X
ZLIJSTO,X,O,O,X,X,X,X,X,X
ZLIJSOT,X,X,O,X,X,O,X,X,X
ZLIJOTS,X,X,O,X,X,X,X,X,X
ZLIJOST,X,X,O,X,X,O,X,X,X
ZLISTJO,O,O,O,X,X,X,X,X,X
ZLISTOJ,O,O,O,X,X,X,X,X,X
ZLISJTO,O,O,O,X,X,X,X,X,X
ZLISJOT,O,X,O,X,X,O,X,X,X
ZLISOTJ,O,O,O,X,X,X,X,X,X
ZLISOJT,O,O,O,X,X,O,X,X,X
ZLIOTJS,X,O,O,X,O,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,X,X,X
ZLIOJTS,X,O,O,X,X,X,X,X,X
ZLIOJST,X,O,O,X,X,O,X,X,X
ZLIOSTJ,O,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,O,X,X,O,X,X,X
ZLJTISO,X,O,O,X,O,X,X,X,X
ZLJTIOS,X,X,O,X,O,X,X,X,X
ZLJTSIO,X,O,X,X,O,X,X,X,X
ZLJTSOI,X,O,X,X,O,X,X,X,X
ZLJTOIS,X,O,O,X,O,X,X,X,X
ZLJTOSI,X,O,X,X,O,X,X,X,X
ZLJITSO,X,O,O,X,O,X,X,X,X
ZLJITOS,X,X,O,X,O,X,X,X,X
ZLJISTO,X,O,O,X,O,X,X,X,X
ZLJISOT,X,X,O,X,O,O,X,X,X
ZLJIOTS,X,X,O,X,O,X,X,X,X
ZLJIOST,X,X,O,X,O,O,X,X,X
ZLJSTIO,X,O,X,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,O,X,X,X,X
ZLJSITO,X,O,X,X,O,X,X,X,X
ZLJSIOT,X,X,X,X,O,O,X,X,X
ZLJSOTI,X,O,X,X,O,X,X,X,X
ZLJSOIT,X,O,X,X,O,O,X,X,X
ZLJOTIS,X,O,O,X,O,X,X,X,X
ZLJOTSI,X,O,X,X,O,X,X,X,X
ZLJOITS,X,O,O,X,O,X,X,X,X
ZLJOIST,X,O,O,X,O,O,X,X,X
ZLJOSTI,X,O,X,X,O,X,X,X,X
ZLJOSIT,X,O,X,X,O,O,X,X,X
ZLSTIJO,X,O,X,X,X,X,X,X,X
ZLSTIOJ,X,O,X,X,X,X,X,X,X
ZLSTJIO,X,O,X,X,X,X,X,X,X
ZLSTJOI,X,O,X,X,X,X,X,X,X
ZLSTOIJ,X,O,X,X,X,X,X,X,X
ZLSTOJI,X,O,X,X,X,X,X,X,X
ZLSITJO,X,O,X,X,X,X,X,X,X
ZLSITOJ,X,O,X,X,X,X,X,X,X
ZLSIJTO,X,O,X,X,X,X,X,X,X
ZLSIJOT,X,X,X,X,X,O,X,X,X
ZLSIOTJ,X,O,X,X,X,X,X,X,X
ZLSIOJT,X,O,X,X,X,O,X,X,X
ZLSJTIO,X,O,X,X,X,X,X,X,X
ZLSJTOI,X,O,X,X,X,X,X,X,X
ZLSJITO,X,O,X,X,X,X,X,X,X
ZLSJIOT,X,X,X,X,X,O,X,X,X
ZLSJOTI,X,O,X,X,X,X,X,X,X
ZLSJOIT,X,O,X,X,X,O,X,X,X
ZLSOTIJ,X,O,X,X,X,X,X,X,X
ZLSOTJI,X,O,X,X,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X,X,X,X
ZLSOIJT,X,O,X,X,X,O,X,X,X
ZLSOJTI,X,O,X,X,X,X,X,X,O
ZLSOJIT,X,O,X,X,X,O,X,X,O
ZLOTIJS,X,O,O,X,O,X,X,X,X
ZLOTISJ,O,O,O,X,X,X,X,X,X
ZLOTJIS,X,O,O,X,O,X,X,X,X
ZLOTJSI,X,O,X,X,O,X,X,X,X
ZLOTSIJ,X,O,X,X,X,X,X,X,X
ZLOTSJI,X,O,X,X,X,X,X,X,X
ZLOITJS,X,O,O,X,O,X,X,X,X
ZLOITSJ,O,O,O,X,X,X,X,X,X
ZLOIJTS,X,O,O,X,X,X,X,X,X
ZLOIJST,X,O,O,X,X,O,X,X,X
ZLOISTJ,O,O,O,X,X,X,X,X,X
ZLOISJT,O,O,O,X,X,O,X,X,X
ZLOJTIS,X,O,O,X,O,X,X,X,O
ZLOJTSI,X,O,X,X,O,X,X,X,O
ZLOJITS,X,O,O,X,O,X,X,X,O
ZLOJIST,X,O,O,X,X,O,X,X,O
ZLOJSTI,X,O,X,X,O,X,X,X,O
ZLOJSIT,X,O,X,X,O,O,X,X,O
ZLOSTIJ,X,O,X,X,X,X,X,X,X
ZLOSTJI,X,O,X,X,X,X,X,X,X
ZLOSITJ,X,O,X,X,X,X,X,X,X
ZLOSIJT,X,O,X,X,X,O,X,X,X
ZLOSJTI,X,O,X,X,X,X,X,X,O
ZLOSJIT,X,O,X,X,X,O,X,X,O
ZJTILSO,X,X,O,X,O,X,O,X,X
ZJTILOS,X,X,O,X,O,X,O,X,X
ZJTISLO,O,O,X,X,O,X,O,X,X
ZJTISOL,O,X,X,X,O,O,X,X,X
ZJTIOLS,X,X,X,X,O,X,X,X,X
ZJTIOSL,O,X,X,X,O,O,X,X,X
ZJTLISO,X,O,O,X,O,X,X,X,X
ZJTLIOS,X,X,O,X,O,X,X,X,X
ZJTLSIO,X,O,X,X,O,X,X,X,X
ZJTLSOI,X,O,X,X,O,X,X,X,X
ZJTLOIS,X,O,O,X,O,X,X,X,X
ZJTLOSI,X,O,X,X,O,X,X,X,X
ZJTSILO,X,O,X,X,O,X,X,X,X
ZJTSIOL,X,X,X,X,O,O,X,X,X
ZJTSLIO,X,O,X,X,O,X,X,X,X
ZJTSLOI,X,O,X,X,O,X,X,X,X
ZJTSOIL,X,X,X,X,O,O,X,X,X
ZJTSOLI,X,X,X,X,O,X,X,X,X
ZJTOILS,X,X,X,X,O,X,X,X,X
ZJTOISL,O,X,X,X,O,O,X,X,X
ZJTOLIS,X,X,X,X,O,X,X,X,X
ZJTOLSI,X,X,X,X,O,X,X,X,X
ZJTOSIL,X,X,X,X,O,O,X,X,X
ZJTOSLI,X,X,X,X,O,X,X,X,X
ZJITLSO,X,X,O,X,O,X,O,X,X
ZJITLOS,X,X,O,X,O,X,O,X,X
ZJITSLO,O,O,X,X,O,X,O,X,X
ZJITSOL,O,X,X,X,O,O,X,X,X
ZJITOLS,X,X,X,X,O,X,X,X,X
ZJITOSL,O,X,X,X,O,O,X,X,X
ZJILTSO,X,X,O,X,O,X,O,X,X
ZJILTOS,X,X,O,X,O,X,O,X,X
ZJILSTO,X,X,O,X,O,X,O,X,X
ZJILSOT,X,X,O,X,O,O,O,X,X
ZJILOTS,X,X,O,X,O,X,O,X,X
ZJILOST,X,X,O,X,O,O,O,X,X
ZJISTLO,O,O,X,X,O,X,O,X,X
ZJISTOL,O,X,X,X,O,O,X,X,X
ZJISLTO,O,X,X,X,O,X,O,X,X
ZJISLOT,O,X,X,X,O,O,O,X,X
ZJISOTL,O,X,X,X,O,O,X,X,X
ZJISOLT,O,X,X,X,O,O,X,X,X
ZJIOTLS,X,X,X,X,O,X,X,X,X
ZJIOTSL,O,X,X,X,O,O,X,X,X
ZJIOLTS,X,X,X,X,O,X,X,X,X
ZJIOLST,X,X,X,X,O,O,X,X,X
ZJIOSTL,O,X,X,X,X,O,X,X,X
ZJIOSLT,O,X,X,X,X,O,X,X,X
ZJLTISO,X,O,O,X,O,X,X,X,X
ZJLTIOS,X,X,O,X,O,X,X,X,X
ZJLTSIO,X,O,X,X,O,X,X,X,X
ZJLTSOI,X,O,X,X,O,X,X,X,X
ZJLTOIS,X,O,O,X,O,X,X,X,X
ZJLTOSI,X,O,X,X,O,X,X,X,X
ZJLITSO,X,O,O,X,O,X,X,X,X
ZJLITOS,X,X,O,X,O,X,X,X,X
ZJLISTO,X,O,O,X,O,X,X,X,X
ZJLISOT,X,X,O,X,O,O,X,X,X
ZJLIOTS,X,X,O,X,O,X,X,X,X
ZJLIOST,X,X,O,X,O,O,X,X,X
ZJLSTIO,X,O,X,X,O,X,X,X,X
ZJLSTOI,X,O,X,X,O,X,X,X,X
ZJLSITO,X,O,X,X,O,X,X,X,X
ZJLSIOT,X,X,X,X,O,O,X,X,X
ZJLSOTI,X,O,X,X,O,X,X,X,X
ZJLSOIT,X,O,X,X,O,O,X,X,X
ZJLOTIS,X,O,O,X,O,X,X,X,X
ZJLOTSI,X,O,X,X,O,X,X,X,X
ZJLOITS,X,O,O,X,O,X,X,X,X
ZJLOIST,X,O,O,X,O,O,X,X,X
ZJLOSTI,X,O,X,X,O,X,X,X,X
ZJLOSIT,X,O,X,X,O,O,X,X,X
ZJSTILO,X,O,X,X,O,X,X,X,X
ZJSTIOL,X,X,X,X,O,O,X,X,X
ZJSTLIO,X,O,X,X,O,X,X,X,X
ZJSTLOI,X,O,X,X,O,X,X,X,X
ZJSTOIL,X,X,X,X,O,O,X,X,X
ZJSTOLI,X,X,X,X,O,X,X,X,X
ZJSITLO,X,O,X,X,O,X,X,X,X
ZJSITOL,X,X,X,X,O,O,X,X,X
ZJSILTO,X,X,X,X,O,X,X,X,X
ZJSILOT,X,X,X,X,O,O,X,X,X
ZJSIOTL,X,X,X,X,O,O,X,X,X
ZJSIOLT,X,X,X,X,O,O,X,X,X
ZJSLTIO,X,O,X,X,O,X,X,X,X
ZJSLTOI,X,O,X,X,O,X,X,X,X
ZJSLITO,X,O,X,X,O,X,X,X,X
ZJSLIOT,X,X,X,X,O,O,X,X,X
ZJSLOTI,X,O,X,X,O,X,X,X,X
ZJSLOIT,X,O,X,X,O,O,X,X,X
ZJSOTIL,X,X,X,X,O,O,X,X,O
ZJSOTLI,X,X,X,X,O,X,X,X,O
ZJSOITL,X,X,X,X,O,O,X,X,O
ZJSOILT,X,X,X,X,O,O,X,X,O
ZJSOLTI,X,X,X,X,O,X,X,X,O
ZJSOLIT,X,X,X,X,O,O,X,X,O
ZJOTILS,X,X,X,X,O,X,X,X,O
ZJOTISL,O,X,X,X,O,O,X,X,O
ZJOTLIS,X,X,X,X,O,X,X,X,O
ZJOTLSI,X,X,X,X,O,X,X,X,O
ZJOTSIL,X,X,X,X,O,O,X,X,O
ZJOTSLI,X,X,X,X,O,X,X,X,O
ZJOITLS,X,X,X,X,O,X,X,X,O
ZJOITSL,O,X,X,X,O,O,X,X,O
ZJOILTS,X,X,X,X,O,X,X,X,O
ZJOILST,X,X,X,X,O,O,X,X,O
ZJOISTL,O,X,X,X,O,O,X,X,O
ZJOISLT,O,X,X,X,O,O,X,X,O
ZJOLTIS,X,X,X,X,O,X,X,X,O
ZJOLTSI,X,X,X,X,O,X,X,X,O
ZJOLITS,X,X,X,X,O,X,X,X,O
ZJOLIST,X,X,X,X,O,O,X,X,O
ZJOLSTI,X,X,X,X,O,X,X,X,O
ZJOLSIT,X,X,X,X,O,O,X,X,O
ZJOSTIL,X,X,X,X,O,O,X,X,O
ZJOSTLI,X,X,X,X,O,X,X,X,O
ZJOSITL,X,X,X,X,O,O,X,X,O
ZJOSILT,X,X,X,X,O,O,X,X,O
ZJOSLTI,X,X,X,X,O,X,X,X,O
ZJOSLIT,X,X,X,X,O,O,X,X,O
ZSTILJO,O,O,X,X,X,X,X,X,X
ZSTILOJ,O,O,X,X,X,X,X,X,X
ZSTIJLO,O,O,X,X,X,X,X,X,X
ZSTIJOL,O,X,X,X,X,O,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X,X
ZSTIOJL,O,X,X,X,O,O,X,X,X
ZSTLIJO,X,O,X,X,X,X,X,X,X
ZSTLIOJ,X,O,X,X,X,X,X,X,X
ZSTLJIO,X,O,X,X,X,X,X,X,X
ZSTLJOI,X,O,X,X,X,X,X,X,X
ZSTLOIJ,X,O,X,X,X,X,X,X,X
ZSTLOJI,X,O,X,X,X,X,X,X,X
ZSTJILO,X,O,X,X,O,X,X,X,X
ZSTJIOL,X,X,X,X,O,O,X,X,X
ZSTJLIO,X,O,X,X,O,X,X,X,X
ZSTJLOI,X,O,X,X,O,X,X,X,X
ZSTJOIL,X,X,X,X,O,O,X,X,X
ZSTJOLI,X,X,X,X,O,X,X,X,X
ZSTOILJ,O,O,X,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,O,O,X,O,X
ZSTOLIJ,X,O,X,X,X,X,X,O,X
ZSTOLJI,X,O,X,X,X,X,X,O,X
ZSTOJIL,X,X,X,X,O,O,X,O,O
ZSTOJLI,X,X,X,X,O,X,X,O,O
