sequence,v115@PhB8GeD8BeB8AeD8Je2EJvhFRgBzhBCjB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhFigBWnBxiB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhF8lBWnBxiBypBlrBXqB,v115@PhB8GeD8BeB8AeD8JeiAJvhFWnBxiBTkB3lBlrB0pB,v115@PhB8GeD8BeB8AeD8Jex/IvhFlhBCjBTkBmlB8rBXqB,v115@PhB8GeD8BeB8AeD8JeXAJvhFxiB2pBzlBFnB6rB0pB,v115@PhB8GeD8BeB8AeD8JeKFJvhFxiBTkBFmBXnB0pBGrB
SIZOTJL,O,O,X,X,O,X,X
SIZOLTJ,O,O,X,X,O,X,O
SIZOLJT,O,O,X,X,O,X,X
SIZOJTL,O,O,X,X,O,X,X
SIZOJLT,O,O,X,X,O,X,X
SIOTLJZ,O,X,X,O,O,X,O
SIOTLZJ,O,X,X,O,O,X,O
SIOTJLZ,O,X,X,O,O,X,O
SIOTJZL,O,X,X,O,O,X,X
SIOTZLJ,O,X,X,O,O,X,O
SIOTZJL,O,X,X,O,O,X,X
SIOLTJZ,O,X,X,O,O,X,O
SIOLTZJ,O,X,X,O,O,X,O
SIOLJTZ,O,X,X,X,O,X,O
SIOLJZT,X,O,X,X,O,X,X
SIOLZTJ,X,O,X,X,O,X,O
SIOLZJT,X,O,X,X,O,X,X
SIOJTLZ,O,X,X,X,O,X,O
SIOJTZL,O,X,X,X,O,X,X
SIOJLTZ,O,X,X,X,O,X,O
SIOJLZT,X,O,X,X,O,X,X
SIOJZTL,X,O,X,X,O,X,X
SIOJZLT,X,O,X,X,O,X,X
SIOZTLJ,X,O,X,X,O,X,O
SIOZTJL,X,O,X,X,O,X,X
SIOZLTJ,X,O,X,X,O,X,O
SIOZLJT,X,O,X,X,O,X,X
SIOZJTL,X,O,X,X,O,X,X
SIOZJLT,X,O,X,X,O,X,X
SLTIJZO,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,X,X,O
SLTIZJO,O,O,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,O
SLTIOJZ,O,O,O,O,X,X,O
SLTIOZJ,O,O,O,O,X,X,O
SLTJIZO,O,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,X,X,O
SLTJZIO,O,O,O,O,O,X,X
SLTJZOI,O,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,O,X,O
SLTJOZI,O,O,O,O,O,X,O
SLTZIJO,O,O,O,O,O,X,X
SLTZIOJ,O,O,O,O,O,X,O
SLTZJIO,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,O,X,X
SLTZOIJ,O,O,O,O,O,X,O
SLTZOJI,O,O,O,O,O,X,O
SLTOIJZ,O,O,O,O,O,X,O
SLTOIZJ,O,O,O,O,O,X,O
SLTOJIZ,O,O,O,O,O,X,O
SLTOJZI,O,O,O,O,O,X,O
SLTOZIJ,O,O,O,O,O,X,O
SLTOZJI,O,O,O,O,O,X,O
SLITJZO,O,O,O,O,X,X,X
SLITJOZ,O,O,O,O,X,X,O
SLITZJO,O,O,O,O,X,X,X
SLITZOJ,O,O,O,O,X,X,O
SLITOJZ,O,O,O,O,X,X,O
SLITOZJ,O,O,O,O,X,X,O
SLIJTZO,O,O,O,X,O,X,X
SLIJTOZ,O,X,O,X,X,X,O
SLIJZTO,O,O,X,X,O,X,X
SLIJZOT,X,O,X,X,O,X,X
SLIJOTZ,O,X,O,X,O,X,O
SLIJOZT,X,O,X,X,O,X,X
SLIZTJO,O,O,X,X,O,X,X
SLIZTOJ,O,O,X,X,O,X,O
SLIZJTO,O,O,X,X,O,X,X
SLIZJOT,O,O,X,X,O,X,X
SLIZOTJ,O,O,X,X,O,X,O
SLIZOJT,O,O,X,X,O,X,X
SLIOTJZ,O,X,O,O,O,X,O
SLIOTZJ,O,X,O,O,O,X,O
SLIOJTZ,O,X,O,X,O,X,O
SLIOJZT,X,O,X,X,O,X,X
SLIOZTJ,X,O,X,X,O,X,O
SLIOZJT,X,O,X,X,O,X,X
SLJTIZO,O,O,O,O,O,X,X
SLJTIOZ,O,O,O,O,X,X,O
SLJTZIO,O,O,O,O,O,X,X
SLJTZOI,O,O,O,O,O,X,X
SLJTOIZ,O,O,O,O,O,X,O
SLJTOZI,O,O,O,O,O,X,O
SLJITZO,O,O,O,X,O,X,X
SLJITOZ,O,X,O,X,X,X,O
SLJIZTO,O,O,X,X,O,X,X
SLJIZOT,X,O,X,X,O,X,X
SLJIOTZ,O,X,O,X,O,X,O
SLJIOZT,X,O,X,X,O,X,X
SLJZTIO,O,O,X,X,O,X,X
SLJZTOI,O,O,X,X,O,X,X
SLJZITO,O,O,X,X,O,X,X
SLJZIOT,O,O,X,X,O,X,X
SLJZOTI,O,O,X,X,O,X,X
SLJZOIT,O,O,X,X,O,X,X
SLJOTIZ,O,X,O,O,O,X,O
SLJOTZI,O,X,O,O,O,X,O
SLJOITZ,O,X,O,X,O,X,O
SLJOIZT,X,O,X,X,O,X,X
SLJOZTI,X,O,X,X,O,X,X
SLJOZIT,X,O,X,X,O,X,X
SLZTIJO,O,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,O,X,O
SLZTJIO,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,O,X,X
SLZTOIJ,O,O,O,O,O,X,O
SLZTOJI,O,O,O,O,O,X,O
SLZITJO,O,O,X,X,O,X,X
SLZITOJ,O,O,X,X,O,X,O
SLZIJTO,O,O,X,X,O,X,X
SLZIJOT,O,O,X,X,O,X,X
SLZIOTJ,O,O,X,X,O,X,O
SLZIOJT,O,O,X,X,O,X,X
SLZJTIO,O,O,X,X,O,X,X
SLZJTOI,O,O,X,X,O,X,X
SLZJITO,O,O,X,X,O,X,X
SLZJIOT,O,O,X,X,O,X,X
SLZJOTI,O,O,X,X,O,X,X
SLZJOIT,O,O,X,X,O,X,X
SLZOTIJ,O,O,O,O,O,X,O
SLZOTJI,O,O,O,O,O,X,O
SLZOITJ,O,O,X,X,O,X,O
SLZOIJT,O,O,X,X,O,X,X
SLZOJTI,O,O,X,X,O,X,X
SLZOJIT,O,O,X,X,O,X,X
SLOTIJZ,O,O,O,O,O,X,O
SLOTIZJ,O,O,O,O,O,X,O
SLOTJIZ,O,O,O,O,O,X,O
SLOTJZI,O,O,O,O,O,X,O
SLOTZIJ,O,O,O,O,O,X,O
SLOTZJI,O,O,O,O,O,X,O
SLOITJZ,O,X,O,O,O,X,O
SLOITZJ,O,X,O,O,O,X,O
SLOIJTZ,O,X,O,X,O,X,O
SLOIJZT,X,O,X,X,O,X,X
SLOIZTJ,X,O,X,X,O,X,O
SLOIZJT,X,O,X,X,O,X,X
SLOJTIZ,O,X,O,O,O,X,O
SLOJTZI,O,X,O,O,O,X,O
SLOJITZ,O,X,O,X,O,X,O
SLOJIZT,X,O,X,X,O,X,X
SLOJZTI,X,O,X,X,O,X,X
SLOJZIT,X,O,X,X,O,X,X
SLOZTIJ,O,O,O,O,O,X,O
SLOZTJI,O,O,O,O,O,X,O
SLOZITJ,O,O,X,X,O,X,O
SLOZIJT,O,O,X,X,O,X,X
SLOZJTI,O,O,X,X,O,X,X
SLOZJIT,O,O,X,X,O,X,X
SJTILZO,O,O,X,O,O,X,X
SJTILOZ,O,O,X,O,X,X,O
SJTIZLO,O,O,X,O,O,X,X
SJTIZOL,O,O,X,O,O,X,X
SJTIOLZ,O,O,X,O,X,O,O
SJTIOZL,O,O,X,O,X,O,X
SJTLIZO,O,O,X,O,O,X,X
SJTLIOZ,O,O,X,O,X,X,O
SJTLZIO,O,O,X,O,O,X,X
SJTLZOI,O,O,X,O,O,X,X
SJTLOIZ,O,O,X,O,O,X,O
SJTLOZI,O,O,X,O,O,X,O
SJTZILO,O,O,X,O,O,X,X
SJTZIOL,O,O,X,O,O,X,X
SJTZLIO,O,O,X,O,O,X,X
SJTZLOI,O,O,X,O,O,X,X
SJTZOIL,O,O,X,O,O,X,X
SJTZOLI,O,O,X,O,O,X,X
SJTOILZ,O,O,X,O,O,O,O
SJTOIZL,O,O,X,O,O,O,X
SJTOLIZ,O,O,X,O,O,O,O
SJTOLZI,O,O,X,O,O,O,O
SJTOZIL,O,O,X,O,O,O,X
SJTOZLI,O,O,X,O,O,O,X
SJITLZO,O,O,X,X,O,X,X
SJITLOZ,O,X,X,X,X,X,O
SJITZLO,O,O,X,X,O,X,X
SJITZOL,O,O,X,X,O,X,X
SJITOLZ,O,X,X,X,X,O,O
SJITOZL,O,X,X,X,X,O,X
SJILTZO,O,O,O,X,O,X,X
SJILTOZ,O,X,O,X,X,X,O
SJILZTO,O,O,X,X,O,X,X
SJILZOT,X,O,X,X,O,X,X
SJILOTZ,O,X,O,X,O,X,O
SJILOZT,X,O,X,X,O,X,X
SJIZTLO,O,O,X,X,O,X,X
SJIZTOL,O,O,X,X,O,X,X
SJIZLTO,O,O,X,X,O,X,X
SJIZLOT,X,O,X,X,O,X,X
SJIZOTL,X,O,X,X,O,X,X
SJIZOLT,X,O,X,X,O,X,X
SJIOTLZ,O,X,X,X,O,O,O
SJIOTZL,O,X,X,X,O,O,X
SJIOLTZ,O,X,X,X,O,X,O
SJIOLZT,X,O,X,X,O,X,X
SJIOZTL,X,O,X,X,O,X,X
SJIOZLT,X,O,X,X,O,X,X
SJLTIZO,O,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,X,X,O
SJLTZIO,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,O,X,O
SJLTOZI,O,O,O,O,O,X,O
SJLITZO,O,O,O,X,O,X,X
SJLITOZ,O,X,O,X,X,X,O
SJLIZTO,O,O,X,X,O,X,X
SJLIZOT,X,O,X,X,O,X,X
SJLIOTZ,O,X,O,X,O,X,O
SJLIOZT,X,O,X,X,O,X,X
SJLZTIO,O,O,X,X,O,X,X
SJLZTOI,O,O,X,X,O,X,X
SJLZITO,O,O,X,X,O,X,X
SJLZIOT,O,O,X,X,O,X,X
SJLZOTI,O,O,X,X,O,X,X
SJLZOIT,O,O,X,X,O,X,X
SJLOTIZ,O,X,O,O,O,O,O
SJLOTZI,O,X,O,O,O,O,O
SJLOITZ,O,X,O,X,O,X,O
SJLOIZT,X,O,X,X,O,X,X
SJLOZTI,X,O,X,X,O,X,X
SJLOZIT,X,O,X,X,O,X,X
SJZTILO,O,O,X,X,O,X,X
SJZTIOL,O,O,X,X,O,X,X
SJZTLIO,O,O,X,X,O,X,X
SJZTLOI,O,O,X,X,O,X,X
SJZTOIL,O,O,X,X,O,X,X
SJZTOLI,O,O,X,X,O,X,X
SJZITLO,O,O,X,X,O,X,X
SJZITOL,O,O,X,X,O,X,X
SJZILTO,O,O,X,X,O,X,X
SJZILOT,O,O,X,X,O,X,X
SJZIOTL,O,O,X,X,O,X,X
SJZIOLT,O,O,X,X,O,X,X
SJZLTIO,O,O,X,X,O,X,X
SJZLTOI,O,O,X,X,O,X,X
SJZLITO,O,O,X,X,O,X,X
SJZLIOT,O,O,X,X,O,X,X
SJZLOTI,O,O,X,X,O,X,X
SJZLOIT,O,O,X,X,O,X,X
SJZOTIL,O,O,X,X,O,O,X
SJZOTLI,O,O,X,X,O,O,X
SJZOITL,O,O,X,X,O,X,X
SJZOILT,O,O,X,X,O,X,X
SJZOLTI,O,O,X,X,O,X,X
SJZOLIT,O,O,X,X,O,X,X
SJOTILZ,O,X,X,O,O,O,O
SJOTIZL,O,X,X,O,O,O,X
SJOTLIZ,O,X,X,O,O,O,O
SJOTLZI,O,X,X,O,O,O,O
SJOTZIL,O,X,X,O,O,O,X
SJOTZLI,O,X,X,O,O,O,X
SJOITLZ,O,X,X,X,O,O,O
SJOITZL,O,X,X,X,O,O,X
SJOILTZ,O,X,X,X,O,X,O
SJOILZT,X,O,X,X,O,X,X
SJOIZTL,X,O,X,X,O,X,X
SJOIZLT,X,O,X,X,O,X,X
SJOLTIZ,O,X,X,O,O,O,O
SJOLTZI,O,X,X,O,O,O,O
SJOLITZ,O,X,X,X,O,X,O
SJOLIZT,X,O,X,X,O,X,X
SJOLZTI,X,O,X,X,O,X,X
SJOLZIT,X,O,X,X,O,X,X
SJOZTIL,X,O,X,X,O,O,X
SJOZTLI,X,O,X,X,O,O,X
SJOZITL,X,O,X,X,O,X,X
SJOZILT,X,O,X,X,O,X,X
SJOZLTI,X,O,X,X,O,X,X
SJOZLIT,X,O,X,X,O,X,X
SZTILJO,O,O,O,O,O,X,X
SZTILOJ,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,O,X,X
SZTIJOL,O,O,X,O,O,X,X
SZTIOLJ,O,O,X,O,O,X,O
SZTIOJL,O,O,X,O,O,X,X
SZTLIJO,O,O,O,O,O,X,X
SZTLIOJ,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,X,X
SZTLOIJ,O,O,O,O,O,X,O
SZTLOJI,O,O,O,O,O,X,O
SZTJILO,O,O,O,O,O,X,X
SZTJIOL,O,O,X,O,O,X,X
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,O,O,O,X,X
SZTJOIL,O,O,X,O,O,X,X
SZTJOLI,O,O,X,O,O,X,X
SZTOILJ,O,O,X,O,O,X,O
SZTOIJL,O,O,X,O,O,X,X
SZTOLIJ,O,O,X,O,O,X,O
SZTOLJI,O,O,X,O,O,X,O
SZTOJIL,O,O,X,O,O,X,X
SZTOJLI,O,O,X,O,O,X,X
SZITLJO,O,O,X,X,O,X,X
SZITLOJ,O,O,X,X,O,X,O
SZITJLO,O,O,X,X,O,X,X
SZITJOL,O,O,X,X,O,X,X
SZITOLJ,O,O,X,X,O,X,O
SZITOJL,O,O,X,X,O,X,X
SZILTJO,O,O,X,X,O,X,X
SZILTOJ,O,O,X,X,O,X,O
SZILJTO,O,O,X,X,O,X,X
SZILJOT,O,O,X,X,O,X,X
SZILOTJ,O,O,X,X,O,X,O
SZILOJT,O,O,X,X,O,X,X
SZIJTLO,O,O,X,X,O,X,X
SZIJTOL,O,O,X,X,O,X,X
SZIJLTO,O,O,X,X,O,X,X
SZIJLOT,O,O,X,X,O,X,X
SZIJOTL,O,O,X,X,O,X,X
SZIJOLT,O,O,X,X,O,X,X
SZIOTLJ,O,O,X,X,O,X,O
SZIOTJL,O,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,O,X,O
SZIOLJT,O,O,X,X,O,X,X
SZIOJTL,O,O,X,X,O,X,X
SZIOJLT,O,O,X,X,O,X,X
SZLTIJO,O,O,O,O,O,X,X
SZLTIOJ,O,O,O,O,O,X,O
SZLTJIO,O,O,O,O,O,X,X
SZLTJOI,O,O,O,O,O,X,X
SZLTOIJ,O,O,O,O,O,X,O
SZLTOJI,O,O,O,O,O,X,O
SZLITJO,O,O,X,X,O,X,X
SZLITOJ,O,O,X,X,O,X,O
SZLIJTO,O,O,X,X,O,X,X
SZLIJOT,O,O,X,X,O,X,X
SZLIOTJ,O,O,X,X,O,X,O
SZLIOJT,O,O,X,X,O,X,X
SZLJTIO,O,O,X,X,O,X,X
SZLJTOI,O,O,X,X,O,X,X
SZLJITO,O,O,X,X,O,X,X
SZLJIOT,O,O,X,X,O,X,X
SZLJOTI,O,O,X,X,O,X,X
SZLJOIT,O,O,X,X,O,X,X
SZLOTIJ,O,O,O,O,O,X,O
SZLOTJI,O,O,O,O,O,X,O
SZLOITJ,O,O,X,X,O,X,O
SZLOIJT,O,O,X,X,O,X,X
SZLOJTI,O,O,X,X,O,X,X
SZLOJIT,O,O,X,X,O,X,X
SZJTILO,O,O,X,X,O,X,X
SZJTIOL,O,O,X,X,O,X,X
SZJTLIO,O,O,X,X,O,X,X
SZJTLOI,O,O,X,X,O,X,X
SZJTOIL,O,O,X,X,O,X,X
SZJTOLI,O,O,X,X,O,X,X
SZJITLO,O,O,X,X,O,X,X
SZJITOL,O,O,X,X,O,X,X
SZJILTO,O,O,X,X,O,X,X
SZJILOT,O,O,X,X,O,X,X
SZJIOTL,O,O,X,X,O,X,X
SZJIOLT,O,O,X,X,O,X,X
SZJLTIO,O,O,X,X,O,X,X
SZJLTOI,O,O,X,X,O,X,X
SZJLITO,O,O,X,X,O,X,X
SZJLIOT,O,O,X,X,O,X,X
SZJLOTI,O,O,X,X,O,X,X
SZJLOIT,O,O,X,X,O,X,X
SZJOTIL,O,O,X,X,O,X,X
SZJOTLI,O,O,X,X,O,X,X
SZJOITL,O,O,X,X,O,X,X
SZJOILT,O,O,X,X,O,X,X
SZJOLTI,O,O,X,X,O,X,X
SZJOLIT,O,O,X,X,O,X,X
SZOTILJ,O,O,X,O,O,X,O
SZOTIJL,O,O,X,O,O,X,X
SZOTLIJ,O,O,X,O,O,X,O
SZOTLJI,O,O,X,O,O,X,O
SZOTJIL,O,O,X,O,O,X,X
SZOTJLI,O,O,X,O,O,X,X
SZOITLJ,O,O,X,X,O,X,O
SZOITJL,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,O,X,O
SZOILJT,O,O,X,X,O,X,X
SZOIJTL,O,O,X,X,O,X,X
SZOIJLT,O,O,X,X,O,X,X
SZOLTIJ,O,O,X,O,O,X,O
SZOLTJI,O,O,X,O,O,X,O
SZOLITJ,O,O,X,X,O,X,O
SZOLIJT,O,O,X,X,O,X,X
SZOLJTI,O,O,X,X,O,X,X
SZOLJIT,O,O,X,X,O,X,X
SZOJTIL,O,O,X,X,O,X,X
SZOJTLI,O,O,X,X,O,X,X
SZOJITL,O,O,X,X,O,X,X
SZOJILT,O,O,X,X,O,X,X
SZOJLTI,O,O,X,X,O,X,X
SZOJLIT,O,O,X,X,O,X,X
SOTILJZ,O,O,X,O,O,O,O
SOTILZJ,O,O,X,O,O,X,O
SOTIJLZ,O,O,X,O,O,O,O
SOTIJZL,O,O,X,O,O,O,X
SOTIZLJ,O,O,X,O,O,X,O
SOTIZJL,O,O,X,O,O,O,X
SOTLIJZ,O,O,X,O,O,O,O
SOTLIZJ,O,O,X,O,O,X,O
SOTLJIZ,O,O,X,O,O,O,O
SOTLJZI,O,O,X,O,O,O,O
SOTLZIJ,O,O,X,O,O,X,O
SOTLZJI,O,O,X,O,O,X,O
SOTJILZ,O,O,X,O,O,O,O
SOTJIZL,O,O,X,O,O,O,X
SOTJLIZ,O,O,X,O,O,O,O
SOTJLZI,O,O,X,O,O,O,O
SOTJZIL,O,O,X,O,O,O,X
SOTJZLI,O,O,X,O,O,O,X
SOTZILJ,O,O,X,O,O,X,O
SOTZIJL,O,O,X,O,O,O,X
SOTZLIJ,O,O,X,O,O,X,O
SOTZLJI,O,O,X,O,O,X,O
SOTZJIL,O,O,X,O,O,O,X
SOTZJLI,O,O,X,O,O,O,X
SOITLJZ,O,X,X,O,O,O,O
SOITLZJ,O,X,X,O,O,X,O
SOITJLZ,O,X,X,O,O,O,O
SOITJZL,O,X,X,O,O,O,X
SOITZLJ,O,X,X,O,O,X,O
SOITZJL,O,X,X,O,O,O,X
SOILTJZ,O,X,X,O,O,X,O
SOILTZJ,O,X,X,O,O,X,O
SOILJTZ,O,X,X,X,O,X,O
SOILJZT,X,O,X,X,O,X,X
SOILZTJ,X,O,X,X,O,X,O
SOILZJT,X,O,X,X,O,X,X
SOIJTLZ,O,X,X,X,O,O,O
SOIJTZL,O,X,X,X,O,O,X
SOIJLTZ,O,X,X,X,O,X,O
SOIJLZT,X,O,X,X,O,X,X
SOIJZTL,X,O,X,X,O,X,X
SOIJZLT,X,O,X,X,O,X,X
SOIZTLJ,X,O,X,X,O,X,O
SOIZTJL,X,O,X,X,O,X,X
SOIZLTJ,X,O,X,X,O,X,O
SOIZLJT,X,O,X,X,O,X,X
SOIZJTL,X,O,X,X,O,X,X
SOIZJLT,X,O,X,X,O,X,X
SOLTIJZ,O,O,X,O,O,O,O
SOLTIZJ,O,O,X,O,O,X,O
SOLTJIZ,O,O,X,O,O,O,O
SOLTJZI,O,O,X,O,O,O,O
SOLTZIJ,O,O,X,O,O,X,O
SOLTZJI,O,O,X,O,O,X,O
SOLITJZ,O,X,X,O,O,X,O
SOLITZJ,O,X,X,O,O,X,O
SOLIJTZ,O,X,X,X,O,X,O
SOLIJZT,X,O,X,X,O,X,X
SOLIZTJ,X,O,X,X,O,X,O
SOLIZJT,X,O,X,X,O,X,X
SOLJTIZ,O,X,X,O,O,O,O
SOLJTZI,O,X,X,O,O,O,O
SOLJITZ,O,X,X,X,O,X,O
SOLJIZT,X,O,X,X,O,X,X
SOLJZTI,X,O,X,X,O,X,X
SOLJZIT,X,O,X,X,O,X,X
SOLZTIJ,O,O,X,O,O,X,O
SOLZTJI,O,O,X,O,O,X,O
SOLZITJ,O,O,X,X,O,X,O
SOLZIJT,O,O,X,X,O,X,X
SOLZJTI,O,O,X,X,O,X,X
SOLZJIT,O,O,X,X,O,X,X
SOJTILZ,O,X,X,O,O,O,O
SOJTIZL,O,X,X,O,O,O,X
SOJTLIZ,O,X,X,O,O,O,O
SOJTLZI,O,X,X,O,O,O,O
SOJTZIL,O,X,X,O,O,O,X
SOJTZLI,O,X,X,O,O,O,X
SOJITLZ,O,X,X,X,O,O,O
SOJITZL,O,X,X,X,O,O,X
SOJILTZ,O,X,X,X,O,X,O
SOJILZT,X,O,X,X,O,X,X
SOJIZTL,X,O,X,X,O,X,X
SOJIZLT,X,O,X,X,O,X,X
SOJLTIZ,O,X,X,O,O,O,O
SOJLTZI,O,X,X,O,O,O,O
SOJLITZ,O,X,X,X,O,X,O
SOJLIZT,X,O,X,X,O,X,X
SOJLZTI,X,O,X,X,O,X,X
SOJLZIT,X,O,X,X,O,X,X
SOJZTIL,X,O,X,X,O,O,X
SOJZTLI,X,O,X,X,O,O,X
SOJZITL,X,O,X,X,O,X,X
SOJZILT,X,O,X,X,O,X,X
SOJZLTI,X,O,X,X,O,X,X
SOJZLIT,X,O,X,X,O,X,X
SOZTILJ,O,O,X,O,O,X,O
SOZTIJL,O,O,X,O,O,O,X
SOZTLIJ,O,O,X,O,O,X,O
SOZTLJI,O,O,X,O,O,X,O
SOZTJIL,O,O,X,O,O,O,X
SOZTJLI,O,O,X,O,O,O,X
SOZITLJ,O,O,X,X,O,X,O
SOZITJL,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,O,X,O
SOZILJT,O,O,X,X,O,X,X
SOZIJTL,O,O,X,X,O,X,X
SOZIJLT,O,O,X,X,O,X,X
SOZLTIJ,O,O,X,O,O,X,O
SOZLTJI,O,O,X,O,O,X,O
SOZLITJ,O,O,X,X,O,X,O
SOZLIJT,O,O,X,X,O,X,X
SOZLJTI,O,O,X,X,O,X,X
SOZLJIT,O,O,X,X,O,X,X
SOZJTIL,O,O,X,X,O,O,X
SOZJTLI,O,O,X,X,O,O,X
SOZJITL,O,O,X,X,O,X,X
SOZJILT,O,O,X,X,O,X,X
SOZJLTI,O,O,X,X,O,X,X
SOZJLIT,O,O,X,X,O,X,X
ZTILJSO,O,O,O,X,O,X,X
ZTILJOS,O,O,O,X,O,X,X
ZTILSJO,O,O,O,X,O,X,X
ZTILSOJ,O,O,O,X,O,X,X
ZTILOJS,O,O,O,X,O,X,X
ZTILOSJ,O,O,O,X,O,X,X
ZTIJLSO,O,O,O,X,O,X,X
ZTIJLOS,O,O,O,X,O,X,X
ZTIJSLO,O,O,O,O,O,X,X
ZTIJSOL,O,O,X,O,O,X,X
ZTIJOLS,O,O,O,X,O,X,X
ZTIJOSL,O,O,X,O,O,O,X
ZTISLJO,O,O,O,O,O,X,X
ZTISLOJ,O,O,O,O,O,X,X
ZTISJLO,O,O,O,O,O,X,X
ZTISJOL,O,O,X,O,O,X,X
ZTISOLJ,O,O,X,O,O,X,X
ZTISOJL,O,O,X,O,O,X,X
ZTIOLJS,O,O,O,X,O,X,X
ZTIOLSJ,O,O,O,X,O,X,X
ZTIOJLS,O,O,O,X,O,X,X
ZTIOJSL,O,O,X,O,O,O,X
ZTIOSLJ,O,O,X,O,O,X,X
ZTIOSJL,O,O,X,O,X,O,X
ZTLIJSO,O,O,O,X,O,X,X
ZTLIJOS,O,O,O,X,O,X,X
ZTLISJO,O,O,O,X,O,X,X
ZTLISOJ,O,O,O,X,O,X,X
ZTLIOJS,O,O,O,X,O,X,X
ZTLIOSJ,O,O,O,X,O,X,X
ZTLJISO,O,O,O,X,O,X,X
ZTLJIOS,O,O,O,X,O,X,X
ZTLJSIO,O,O,O,X,O,X,X
ZTLJSOI,O,O,O,X,O,X,X
ZTLJOIS,O,O,O,X,O,X,X
ZTLJOSI,O,O,O,X,O,X,X
ZTLSIJO,O,O,O,X,O,X,X
ZTLSIOJ,O,O,O,X,O,X,O
ZTLSJIO,O,O,O,X,O,X,X
ZTLSJOI,O,O,O,X,O,X,X
ZTLSOIJ,O,O,O,X,O,X,O
ZTLSOJI,O,O,O,X,O,X,O
ZTLOIJS,O,O,O,X,O,X,X
ZTLOISJ,O,O,O,X,O,X,X
ZTLOJIS,O,O,O,X,O,X,X
ZTLOJSI,O,O,O,X,O,X,X
ZTLOSIJ,O,O,O,X,O,X,O
ZTLOSJI,O,O,O,X,O,X,O
ZTJILSO,O,O,O,X,O,X,X
ZTJILOS,O,O,O,X,O,X,X
ZTJISLO,O,O,O,O,O,X,X
ZTJISOL,O,O,X,O,O,X,X
ZTJIOLS,O,O,O,X,O,X,X
ZTJIOSL,O,O,X,O,O,O,X
ZTJLISO,O,O,O,X,O,X,X
ZTJLIOS,O,O,O,X,O,X,X
ZTJLSIO,O,O,O,X,O,X,X
ZTJLSOI,O,O,O,X,O,X,X
ZTJLOIS,O,O,O,X,O,X,X
ZTJLOSI,O,O,O,X,O,X,X
ZTJSILO,O,O,O,O,O,X,X
ZTJSIOL,O,O,X,O,O,X,X
ZTJSLIO,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,X,X
ZTJSOIL,O,O,X,O,O,X,X
ZTJSOLI,O,O,X,O,O,X,X
ZTJOILS,O,O,O,X,O,X,X
ZTJOISL,O,O,X,O,O,O,X
ZTJOLIS,O,O,O,X,O,X,X
ZTJOLSI,O,O,O,X,O,X,X
ZTJOSIL,O,O,X,O,O,O,X
ZTJOSLI,O,O,X,O,O,O,X
ZTSILJO,O,O,O,O,O,X,X
ZTSILOJ,O,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,O,X,X
ZTSIJOL,O,O,X,O,O,X,X
ZTSIOLJ,O,O,X,O,O,X,O
ZTSIOJL,O,O,X,O,O,X,X
ZTSLIJO,O,O,O,O,O,X,X
ZTSLIOJ,O,O,O,O,O,X,O
ZTSLJIO,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,X,O
ZTSJILO,O,O,O,O,O,X,X
ZTSJIOL,O,O,X,O,O,X,X
ZTSJLIO,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,X,X
ZTSJOIL,O,O,X,O,O,X,X
ZTSJOLI,O,O,X,O,O,X,X
ZTSOILJ,O,O,X,O,O,X,O
ZTSOIJL,O,O,X,O,O,X,X
ZTSOLIJ,O,O,X,O,O,X,O
ZTSOLJI,O,O,X,O,O,X,O
ZTSOJIL,O,O,X,O,O,X,X
ZTSOJLI,O,O,X,O,O,X,X
ZTOILJS,O,O,O,X,O,X,X
ZTOILSJ,O,O,O,X,O,X,X
ZTOIJLS,O,O,O,X,O,X,X
ZTOIJSL,O,O,X,O,O,O,X
ZTOISLJ,O,O,X,O,O,X,X
ZTOISJL,O,O,X,O,X,O,X
ZTOLIJS,O,O,O,X,O,X,X
ZTOLISJ,O,O,O,X,O,X,X
ZTOLJIS,O,O,O,X,O,X,X
ZTOLJSI,O,O,O,X,O,X,X
