sequence,v115@PhB8GeD8BeB8AeD8Je2EJvhFRgBzhBCjB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhFigBWnBxiB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhF8lBWnBxiBypBlrBXqB,v115@PhB8GeD8BeB8AeD8JeiAJvhFWnBxiBTkB3lBlrB0pB,v115@PhB8GeD8BeB8AeD8Jex/IvhFlhBCjBTkBmlB8rBXqB,v115@PhB8GeD8BeB8AeD8JeXAJvhFxiB2pBzlBFnB6rB0pB,v115@PhB8GeD8BeB8AeD8JeKFJvhFxiBTkBFmBXnB0pBGrB
IZTOLJS,O,O,O,X,O,X,X
IZTOLSJ,O,O,O,X,O,X,X
IZTOJLS,O,O,O,X,O,X,X
IZTOJSL,O,O,X,O,O,O,X
IZTOSLJ,O,O,X,O,O,X,X
IZTOSJL,O,O,X,O,X,O,X
IZLTJSO,O,O,O,X,O,X,X
IZLTJOS,O,O,O,X,O,X,X
IZLTSJO,O,O,O,X,O,X,X
IZLTSOJ,O,O,O,X,O,X,X
IZLTOJS,O,O,O,X,O,X,X
IZLTOSJ,O,O,O,X,O,X,X
IZLJTSO,O,X,O,X,O,X,X
IZLJTOS,O,X,O,X,O,X,X
IZLJSTO,O,O,X,X,O,X,X
IZLJSOT,O,O,X,X,O,X,X
IZLJOTS,O,X,O,X,O,X,X
IZLJOST,O,O,X,X,O,X,X
IZLSTJO,O,O,X,X,O,X,X
IZLSTOJ,O,O,X,X,O,X,O
IZLSJTO,O,O,X,X,O,X,X
IZLSJOT,O,O,X,X,O,X,X
IZLSOTJ,O,O,X,X,O,X,O
IZLSOJT,O,O,X,X,O,X,X
IZLOTJS,X,O,O,X,O,X,X
IZLOTSJ,X,O,O,X,O,X,X
IZLOJTS,X,X,O,X,O,X,X
IZLOJST,X,O,X,X,O,X,X
IZLOSTJ,X,O,X,X,O,X,O
IZLOSJT,X,O,X,X,O,X,X
IZJTLSO,O,O,X,X,O,X,X
IZJTLOS,O,O,X,X,O,X,X
IZJTSLO,O,O,X,X,O,X,X
IZJTSOL,O,O,X,X,O,X,X
IZJTOLS,O,O,X,X,O,X,X
IZJTOSL,O,O,X,X,O,O,X
IZJLTSO,O,X,O,X,O,X,X
IZJLTOS,O,X,O,X,O,X,X
IZJLSTO,O,O,X,X,O,X,X
IZJLSOT,O,O,X,X,O,X,X
IZJLOTS,O,X,O,X,O,X,X
IZJLOST,O,O,X,X,O,X,X
IZJSTLO,O,O,X,X,O,X,X
IZJSTOL,O,O,X,X,O,X,X
IZJSLTO,O,O,X,X,O,X,X
IZJSLOT,O,O,X,X,O,X,X
IZJSOTL,O,O,X,X,O,X,X
IZJSOLT,O,O,X,X,O,X,X
IZJOTLS,O,O,X,X,O,X,X
IZJOTSL,O,O,X,X,O,X,X
IZJOLTS,O,X,X,X,O,X,X
IZJOLST,O,O,X,X,O,X,X
IZJOSTL,O,O,X,X,O,X,X
IZJOSLT,O,O,X,X,O,X,X
IZSTLJO,O,O,X,X,O,X,X
IZSTLOJ,O,O,X,X,O,X,O
IZSTJLO,O,O,X,X,O,X,X
IZSTJOL,O,O,X,X,O,X,X
IZSTOLJ,O,O,X,X,O,X,O
IZSTOJL,O,O,X,X,O,X,X
IZSLTJO,O,O,X,X,O,X,X
IZSLTOJ,O,O,X,X,O,X,O
IZSLJTO,O,O,X,X,O,X,X
IZSLJOT,O,O,X,X,O,X,X
IZSLOTJ,O,O,X,X,O,X,O
IZSLOJT,O,O,X,X,O,X,X
IZSJTLO,O,O,X,X,O,X,X
IZSJTOL,O,O,X,X,O,X,X
IZSJLTO,O,O,X,X,O,X,X
IZSJLOT,O,O,X,X,O,X,X
IZSJOTL,O,O,X,X,O,X,X
IZSJOLT,O,O,X,X,O,X,X
IZSOTLJ,O,O,X,X,O,X,O
IZSOTJL,O,O,X,X,O,X,X
IZSOLTJ,O,O,X,X,O,X,O
IZSOLJT,O,O,X,X,O,X,X
IZSOJTL,O,O,X,X,O,X,X
IZSOJLT,O,O,X,X,O,X,X
IZOTLJS,X,O,X,X,O,X,X
IZOTLSJ,X,O,X,X,O,X,X
IZOTJLS,X,O,X,X,O,X,X
IZOTJSL,X,O,X,O,O,X,X
IZOTSLJ,X,O,X,O,O,X,X
IZOTSJL,X,O,X,O,X,X,X
IZOLTJS,X,O,X,X,O,X,X
IZOLTSJ,X,O,X,X,O,X,X
IZOLJTS,X,X,X,X,O,X,X
IZOLJST,X,O,X,X,O,X,X
IZOLSTJ,X,O,X,X,O,X,O
IZOLSJT,X,O,X,X,O,X,X
IZOJTLS,X,O,X,X,O,X,X
IZOJTSL,X,O,X,X,O,X,X
IZOJLTS,X,X,X,X,O,X,X
IZOJLST,X,O,X,X,O,X,X
IZOJSTL,X,O,X,X,O,X,X
IZOJSLT,X,O,X,X,O,X,X
IZOSTLJ,X,O,X,X,O,X,O
IZOSTJL,X,O,X,X,X,X,X
IZOSLTJ,X,O,X,X,O,X,O
IZOSLJT,X,O,X,X,O,X,X
IZOSJTL,X,O,X,X,O,X,X
IZOSJLT,X,O,X,X,O,X,X
IOTLJSZ,X,X,O,O,X,O,X
IOTLJZS,X,X,O,X,O,X,X
IOTLSJZ,X,X,O,O,X,O,O
IOTLSZJ,X,X,O,O,X,X,O
IOTLZJS,X,X,O,X,O,X,X
IOTLZSJ,X,X,O,X,O,X,X
IOTJLSZ,X,X,O,O,X,O,X
IOTJLZS,X,X,O,X,O,X,X
IOTJSLZ,X,O,X,O,X,O,X
IOTJSZL,X,O,X,O,X,O,X
IOTJZLS,X,O,O,X,O,X,X
IOTJZSL,X,O,X,O,O,O,X
IOTSLJZ,X,O,X,O,X,O,O
IOTSLZJ,X,O,X,O,X,X,O
IOTSJLZ,X,O,X,O,X,O,O
IOTSJZL,X,O,X,O,X,O,X
IOTSZLJ,X,O,X,O,X,X,O
IOTSZJL,X,O,X,O,X,O,X
IOTZLJS,X,O,O,X,O,X,X
IOTZLSJ,X,O,O,X,O,X,X
IOTZJLS,X,O,O,X,O,X,X
IOTZJSL,X,O,X,O,O,O,X
IOTZSLJ,X,O,X,O,O,X,X
IOTZSJL,X,O,X,O,X,O,X
IOLTJSZ,X,X,O,O,X,X,X
IOLTJZS,X,X,O,X,O,X,X
IOLTSJZ,X,X,O,O,X,X,O
IOLTSZJ,X,X,O,O,X,X,O
IOLTZJS,X,X,O,X,O,X,X
IOLTZSJ,X,X,O,X,O,X,X
IOLJTSZ,X,X,O,X,X,X,X
IOLJTZS,X,X,O,X,O,X,X
IOLJSTZ,X,X,O,X,X,X,O
IOLJSZT,X,X,X,X,O,X,X
IOLJZTS,X,X,O,X,O,X,X
IOLJZST,X,X,X,X,O,X,X
IOLSTJZ,X,X,O,X,X,X,O
IOLSTZJ,X,X,O,X,X,X,O
IOLSJTZ,X,X,O,X,X,X,O
IOLSJZT,X,X,X,X,O,X,X
IOLSZTJ,X,X,X,X,O,X,O
IOLSZJT,X,X,X,X,O,X,X
IOLZTJS,X,X,O,X,O,X,X
IOLZTSJ,X,X,O,X,O,X,X
IOLZJTS,X,X,O,X,O,X,X
IOLZJST,X,X,X,X,O,X,X
IOLZSTJ,X,X,X,X,O,X,O
IOLZSJT,X,X,X,X,O,X,X
IOJTLSZ,X,X,X,O,X,O,X
IOJTLZS,X,X,X,X,O,X,X
IOJTSLZ,X,X,X,O,X,O,X
IOJTSZL,X,X,X,O,X,O,X
IOJTZLS,X,X,X,X,O,X,X
IOJTZSL,X,X,X,O,O,O,X
IOJLTSZ,X,X,O,X,X,X,X
IOJLTZS,X,X,O,X,O,X,X
IOJLSTZ,X,X,O,X,X,X,O
IOJLSZT,X,X,X,X,O,X,X
IOJLZTS,X,X,O,X,O,X,X
IOJLZST,X,X,X,X,O,X,X
IOJSTLZ,X,X,X,X,X,O,O
IOJSTZL,X,X,X,X,X,O,X
IOJSLTZ,X,X,X,X,X,X,O
IOJSLZT,X,O,X,X,O,X,X
IOJSZTL,X,O,X,X,O,X,X
IOJSZLT,X,O,X,X,O,X,X
IOJZTLS,X,X,X,X,O,X,X
IOJZTSL,X,O,X,X,O,X,X
IOJZLTS,X,X,X,X,O,X,X
IOJZLST,X,O,X,X,O,X,X
IOJZSTL,X,O,X,X,O,X,X
IOJZSLT,X,O,X,X,O,X,X
IOSTLJZ,X,X,X,O,X,O,O
IOSTLZJ,X,X,X,O,X,X,O
IOSTJLZ,X,X,X,O,X,O,O
IOSTJZL,X,X,X,O,X,O,X
IOSTZLJ,X,X,X,O,X,X,O
IOSTZJL,X,X,X,O,X,O,X
IOSLTJZ,X,X,X,O,X,X,O
IOSLTZJ,X,X,X,O,X,X,O
IOSLJTZ,X,X,X,X,X,X,O
IOSLJZT,X,O,X,X,O,X,X
IOSLZTJ,X,O,X,X,O,X,O
IOSLZJT,X,O,X,X,O,X,X
IOSJTLZ,X,X,X,X,X,O,O
IOSJTZL,X,X,X,X,X,O,X
IOSJLTZ,X,X,X,X,X,X,O
IOSJLZT,X,O,X,X,O,X,X
IOSJZTL,X,O,X,X,O,X,X
IOSJZLT,X,O,X,X,O,X,X
IOSZTLJ,X,O,X,X,O,X,O
IOSZTJL,X,O,X,X,X,X,X
IOSZLTJ,X,O,X,X,O,X,O
IOSZLJT,X,O,X,X,O,X,X
IOSZJTL,X,O,X,X,O,X,X
IOSZJLT,X,O,X,X,O,X,X
IOZTLJS,X,O,X,X,O,X,X
IOZTLSJ,X,O,X,X,O,X,X
IOZTJLS,X,O,X,X,O,X,X
IOZTJSL,X,O,X,O,O,X,X
IOZTSLJ,X,O,X,O,O,X,X
IOZTSJL,X,O,X,O,X,X,X
IOZLTJS,X,O,X,X,O,X,X
IOZLTSJ,X,O,X,X,O,X,X
IOZLJTS,X,X,X,X,O,X,X
IOZLJST,X,O,X,X,O,X,X
IOZLSTJ,X,O,X,X,O,X,O
IOZLSJT,X,O,X,X,O,X,X
IOZJTLS,X,O,X,X,O,X,X
IOZJTSL,X,O,X,X,O,X,X
IOZJLTS,X,X,X,X,O,X,X
IOZJLST,X,O,X,X,O,X,X
IOZJSTL,X,O,X,X,O,X,X
IOZJSLT,X,O,X,X,O,X,X
IOZSTLJ,X,O,X,X,O,X,O
IOZSTJL,X,O,X,X,X,X,X
IOZSLTJ,X,O,X,X,O,X,O
IOZSLJT,X,O,X,X,O,X,X
IOZSJTL,X,O,X,X,O,X,X
IOZSJLT,X,O,X,X,O,X,X
LTIJSZO,X,O,O,O,X,X,X
LTIJSOZ,X,O,O,O,X,X,X
LTIJZSO,X,O,O,X,X,X,X
LTIJZOS,X,O,O,X,X,X,X
LTIJOSZ,X,X,O,O,X,O,X
LTIJOZS,X,X,O,X,X,X,X
LTISJZO,O,O,O,O,X,X,X
LTISJOZ,O,O,O,O,X,X,O
LTISZJO,O,O,O,O,X,X,X
LTISZOJ,O,O,O,O,X,X,O
LTISOJZ,O,O,O,O,X,X,O
LTISOZJ,O,O,O,O,X,X,O
LTIZJSO,O,O,O,X,X,X,X
LTIZJOS,O,O,O,X,X,X,X
LTIZSJO,O,O,O,X,X,X,X
LTIZSOJ,O,O,O,X,X,X,X
LTIZOJS,O,O,O,X,X,X,X
LTIZOSJ,O,O,O,X,X,X,X
LTIOJSZ,X,X,O,O,X,O,X
LTIOJZS,X,X,O,X,X,X,X
LTIOSJZ,O,X,O,O,X,O,O
LTIOSZJ,O,X,O,O,X,X,O
LTIOZJS,O,X,O,X,X,X,X
LTIOZSJ,O,X,O,X,X,X,X
LTJISZO,X,O,O,O,X,X,X
LTJISOZ,X,O,O,O,X,X,X
LTJIZSO,X,O,O,X,O,X,X
LTJIZOS,X,O,O,X,O,X,X
LTJIOSZ,X,X,O,O,X,O,X
LTJIOZS,X,X,O,X,X,X,X
LTJSIZO,O,O,O,O,O,X,X
LTJSIOZ,O,O,O,O,X,X,O
LTJSZIO,O,O,O,O,O,X,X
LTJSZOI,O,O,O,O,O,X,X
LTJSOIZ,O,O,O,O,O,X,O
LTJSOZI,O,O,O,O,O,X,O
LTJZISO,O,O,O,X,O,X,X
LTJZIOS,O,O,O,X,O,X,X
LTJZSIO,O,O,O,X,O,X,X
LTJZSOI,O,O,O,X,O,X,X
LTJZOIS,O,O,O,X,O,X,X
LTJZOSI,O,O,O,X,O,X,X
LTJOISZ,X,X,O,O,X,O,X
LTJOIZS,X,X,O,X,O,X,X
LTJOSIZ,O,X,O,O,X,O,O
LTJOSZI,O,X,O,O,X,O,O
LTJOZIS,O,X,O,X,O,X,X
LTJOZSI,O,X,O,X,O,X,X
LTSIJZO,O,O,O,O,X,X,X
LTSIJOZ,O,O,O,O,X,X,O
LTSIZJO,O,O,O,O,X,X,X
LTSIZOJ,O,O,O,O,X,X,O
LTSIOJZ,O,O,O,O,X,X,O
LTSIOZJ,O,O,O,O,X,X,O
LTSJIZO,O,O,O,O,O,X,X
LTSJIOZ,O,O,O,O,X,X,O
LTSJZIO,O,O,O,O,O,X,X
LTSJZOI,O,O,O,O,O,X,X
LTSJOIZ,O,O,O,O,O,X,O
LTSJOZI,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,O,X,X
LTSZIOJ,O,O,O,O,O,X,O
LTSZJIO,O,O,O,O,O,X,X
LTSZJOI,O,O,O,O,O,X,X
LTSZOIJ,O,O,O,O,O,X,O
LTSZOJI,O,O,O,O,O,X,O
LTSOIJZ,O,O,O,O,O,X,O
LTSOIZJ,O,O,O,O,O,X,O
LTSOJIZ,O,O,O,O,O,X,O
LTSOJZI,O,O,O,O,O,X,O
LTSOZIJ,O,O,O,O,O,X,O
LTSOZJI,O,O,O,O,O,X,O
LTZIJSO,O,O,O,X,O,X,X
LTZIJOS,O,O,O,X,O,X,X
LTZISJO,O,O,O,X,O,X,X
LTZISOJ,O,O,O,X,O,X,X
LTZIOJS,O,O,O,X,O,X,X
LTZIOSJ,O,O,O,X,O,X,X
LTZJISO,O,O,O,X,O,X,X
LTZJIOS,O,O,O,X,O,X,X
LTZJSIO,O,O,O,X,O,X,X
LTZJSOI,O,O,O,X,O,X,X
LTZJOIS,O,O,O,X,O,X,X
LTZJOSI,O,O,O,X,O,X,X
LTZSIJO,O,O,O,X,O,X,X
LTZSIOJ,O,O,O,X,O,X,O
LTZSJIO,O,O,O,X,O,X,X
LTZSJOI,O,O,O,X,O,X,X
LTZSOIJ,O,O,O,X,O,X,O
LTZSOJI,O,O,O,X,O,X,O
LTZOIJS,O,O,O,X,O,X,X
LTZOISJ,O,O,O,X,O,X,X
LTZOJIS,O,O,O,X,O,X,X
LTZOJSI,O,O,O,X,O,X,X
LTZOSIJ,O,O,O,X,O,X,O
LTZOSJI,O,O,O,X,O,X,O
LTOIJSZ,X,X,O,O,X,O,X
LTOIJZS,X,X,O,X,O,X,X
LTOISJZ,O,X,O,O,X,O,O
LTOISZJ,O,X,O,O,X,X,O
LTOIZJS,O,X,O,X,O,X,X
LTOIZSJ,O,X,O,X,O,X,X
LTOJISZ,X,X,O,O,X,O,X
LTOJIZS,X,X,O,X,O,X,X
LTOJSIZ,O,X,O,O,X,O,O
LTOJSZI,O,X,O,O,X,O,O
LTOJZIS,O,X,O,X,O,X,X
LTOJZSI,O,X,O,X,O,X,X
LTOSIJZ,O,X,O,O,X,O,O
LTOSIZJ,O,X,O,O,X,X,O
LTOSJIZ,O,X,O,O,X,O,O
LTOSJZI,O,X,O,O,X,O,O
LTOSZIJ,O,X,O,O,X,X,O
LTOSZJI,O,X,O,O,X,X,O
LTOZIJS,O,X,O,X,O,X,X
LTOZISJ,O,X,O,X,O,X,X
LTOZJIS,O,X,O,X,O,X,X
LTOZJSI,O,X,O,X,O,X,X
LTOZSIJ,O,X,O,X,O,X,O
LTOZSJI,O,X,O,X,O,X,O
LITJSZO,X,O,O,O,X,X,X
LITJSOZ,X,O,O,O,X,X,X
LITJZSO,X,O,O,X,X,X,X
LITJZOS,X,O,O,X,X,X,X
LITJOSZ,X,X,O,O,X,O,X
LITJOZS,X,X,O,X,X,X,X
LITSJZO,O,O,O,O,X,X,X
LITSJOZ,O,O,O,O,X,X,O
LITSZJO,O,O,O,O,X,X,X
LITSZOJ,O,O,O,O,X,X,O
LITSOJZ,O,O,O,O,X,X,O
LITSOZJ,O,O,O,O,X,X,O
LITZJSO,O,O,O,X,X,X,X
LITZJOS,O,O,O,X,X,X,X
LITZSJO,O,O,O,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X
LITZOJS,O,O,O,X,X,X,X
LITZOSJ,O,O,O,X,X,X,X
LITOJSZ,X,X,O,O,X,O,X
LITOJZS,X,X,O,X,X,X,X
LITOSJZ,O,X,O,O,X,O,O
LITOSZJ,O,X,O,O,X,X,O
LITOZJS,O,X,O,X,X,X,X
LITOZSJ,O,X,O,X,X,X,X
LIJTSZO,X,X,O,X,X,X,X
LIJTSOZ,X,X,O,X,X,X,X
LIJTZSO,X,X,O,X,O,X,X
LIJTZOS,X,X,O,X,O,X,X
LIJTOSZ,X,X,O,X,X,O,X
LIJTOZS,X,X,O,X,X,X,X
LIJSTZO,X,O,O,X,O,X,X
LIJSTOZ,X,X,O,X,X,X,O
LIJSZTO,X,O,X,X,O,X,X
LIJSZOT,X,O,X,X,O,X,X
LIJSOTZ,X,X,O,X,O,X,O
LIJSOZT,X,O,X,X,O,X,X
LIJZTSO,X,X,O,X,O,X,X
LIJZTOS,X,X,O,X,O,X,X
LIJZSTO,X,O,X,X,O,X,X
LIJZSOT,X,O,X,X,O,X,X
LIJZOTS,X,X,O,X,O,X,X
LIJZOST,X,O,X,X,O,X,X
LIJOTSZ,X,X,O,X,X,X,X
LIJOTZS,X,X,O,X,O,X,X
LIJOSTZ,X,X,O,X,X,X,O
LIJOSZT,X,X,X,X,O,X,X
LIJOZTS,X,X,O,X,O,X,X
LIJOZST,X,X,X,X,O,X,X
LISTJZO,O,O,O,X,X,X,X
LISTJOZ,O,X,O,X,X,X,O
LISTZJO,O,O,O,X,X,X,X
LISTZOJ,O,O,O,X,X,X,O
LISTOJZ,O,X,O,X,X,X,O
LISTOZJ,O,X,O,X,X,X,O
LISJTZO,O,O,O,X,O,X,X
LISJTOZ,O,X,O,X,X,X,O
LISJZTO,O,O,X,X,O,X,X
LISJZOT,X,O,X,X,O,X,X
LISJOTZ,O,X,O,X,O,X,O
LISJOZT,X,O,X,X,O,X,X
LISZTJO,O,O,X,X,O,X,X
LISZTOJ,O,O,X,X,O,X,O
LISZJTO,O,O,X,X,O,X,X
LISZJOT,O,O,X,X,O,X,X
LISZOTJ,O,O,X,X,O,X,O
LISZOJT,O,O,X,X,O,X,X
LISOTJZ,O,X,O,X,O,X,O
LISOTZJ,O,X,O,X,O,X,O
LISOJTZ,O,X,O,X,O,X,O
LISOJZT,X,O,X,X,O,X,X
LISOZTJ,X,O,X,X,O,X,O
LISOZJT,X,O,X,X,O,X,X
LIZTJSO,O,O,O,X,O,X,X
LIZTJOS,O,O,O,X,O,X,X
LIZTSJO,O,O,O,X,O,X,X
LIZTSOJ,O,O,O,X,O,X,X
LIZTOJS,O,O,O,X,O,X,X
LIZTOSJ,O,O,O,X,O,X,X
LIZJTSO,O,X,O,X,O,X,X
LIZJTOS,O,X,O,X,O,X,X
LIZJSTO,O,O,X,X,O,X,X
LIZJSOT,O,O,X,X,O,X,X
LIZJOTS,O,X,O,X,O,X,X
LIZJOST,O,O,X,X,O,X,X
LIZSTJO,O,O,X,X,O,X,X
LIZSTOJ,O,O,X,X,O,X,O
LIZSJTO,O,O,X,X,O,X,X
LIZSJOT,O,O,X,X,O,X,X
LIZSOTJ,O,O,X,X,O,X,O
LIZSOJT,O,O,X,X,O,X,X
LIZOTJS,X,O,O,X,O,X,X
LIZOTSJ,X,O,O,X,O,X,X
LIZOJTS,X,X,O,X,O,X,X
LIZOJST,X,O,X,X,O,X,X
LIZOSTJ,X,O,X,X,O,X,O
LIZOSJT,X,O,X,X,O,X,X
LIOTJSZ,X,X,O,O,X,X,X
LIOTJZS,X,X,O,X,O,X,X
LIOTSJZ,X,X,O,O,X,X,O
LIOTSZJ,X,X,O,O,X,X,O
LIOTZJS,X,X,O,X,O,X,X
LIOTZSJ,X,X,O,X,O,X,X
LIOJTSZ,X,X,O,X,X,X,X
LIOJTZS,X,X,O,X,O,X,X
LIOJSTZ,X,X,O,X,X,X,O
LIOJSZT,X,X,X,X,O,X,X
LIOJZTS,X,X,O,X,O,X,X
LIOJZST,X,X,X,X,O,X,X
LIOSTJZ,X,X,O,X,X,X,O
LIOSTZJ,X,X,O,X,X,X,O
LIOSJTZ,X,X,O,X,X,X,O
LIOSJZT,X,X,X,X,O,X,X
LIOSZTJ,X,X,X,X,O,X,O
LIOSZJT,X,X,X,X,O,X,X
LIOZTJS,X,X,O,X,O,X,X
LIOZTSJ,X,X,O,X,O,X,X
LIOZJTS,X,X,O,X,O,X,X
LIOZJST,X,X,X,X,O,X,X
LIOZSTJ,X,X,X,X,O,X,O
LIOZSJT,X,X,X,X,O,X,X
LJTISZO,X,X,O,X,X,X,X
LJTISOZ,X,X,O,X,X,X,X
LJTIZSO,X,X,O,X,O,X,X
LJTIZOS,X,X,O,X,O,X,X
LJTIOSZ,X,X,O,X,X,O,X
LJTIOZS,X,X,O,X,X,X,X
LJTSIZO,O,X,O,X,O,X,X
LJTSIOZ,O,X,O,X,X,X,O
LJTSZIO,O,X,O,X,O,X,X
LJTSZOI,O,X,O,X,O,X,X
LJTSOIZ,O,X,O,X,O,X,O
LJTSOZI,O,X,O,X,O,X,O
LJTZISO,O,X,O,X,O,X,X
LJTZIOS,O,X,O,X,O,X,X
LJTZSIO,O,X,O,X,O,X,X
LJTZSOI,O,X,O,X,O,X,X
LJTZOIS,O,X,O,X,O,X,X
LJTZOSI,O,X,O,X,O,X,X
LJTOISZ,X,X,O,X,X,O,X
LJTOIZS,X,X,O,X,O,X,X
LJTOSIZ,O,X,O,X,X,O,O
LJTOSZI,O,X,O,X,X,O,O
LJTOZIS,O,X,O,X,O,X,X
LJTOZSI,O,X,O,X,O,X,X
LJITSZO,X,X,O,X,X,X,X
LJITSOZ,X,X,O,X,X,X,X
LJITZSO,X,X,O,X,O,X,X
LJITZOS,X,X,O,X,O,X,X
LJITOSZ,X,X,O,X,X,O,X
LJITOZS,X,X,O,X,X,X,X
LJISTZO,X,O,O,X,O,X,X
LJISTOZ,X,X,O,X,X,X,O
LJISZTO,X,O,X,X,O,X,X
LJISZOT,X,O,X,X,O,X,X
LJISOTZ,X,X,O,X,O,X,O
LJISOZT,X,O,X,X,O,X,X
LJIZTSO,X,X,O,X,O,X,X
LJIZTOS,X,X,O,X,O,X,X
LJIZSTO,X,O,X,X,O,X,X
LJIZSOT,X,O,X,X,O,X,X
LJIZOTS,X,X,O,X,O,X,X
LJIZOST,X,O,X,X,O,X,X
LJIOTSZ,X,X,O,X,X,X,X
LJIOTZS,X,X,O,X,O,X,X
LJIOSTZ,X,X,O,X,X,X,O
LJIOSZT,X,X,X,X,O,X,X
LJIOZTS,X,X,O,X,O,X,X
LJIOZST,X,X,X,X,O,X,X
LJSTIZO,O,O,O,X,O,X,X
LJSTIOZ,O,X,O,X,X,X,O
LJSTZIO,O,O,O,X,O,X,X
LJSTZOI,O,O,O,X,O,X,X
LJSTOIZ,O,X,O,X,O,X,O
LJSTOZI,O,X,O,X,O,X,O
LJSITZO,O,O,O,X,O,X,X
LJSITOZ,O,X,O,X,X,X,O
LJSIZTO,O,O,X,X,O,X,X
LJSIZOT,X,O,X,X,O,X,X
LJSIOTZ,O,X,O,X,O,X,O
LJSIOZT,X,O,X,X,O,X,X
LJSZTIO,O,O,X,X,O,X,X
LJSZTOI,O,O,X,X,O,X,X
LJSZITO,O,O,X,X,O,X,X
LJSZIOT,O,O,X,X,O,X,X
LJSZOTI,O,O,X,X,O,X,X
LJSZOIT,O,O,X,X,O,X,X
LJSOTIZ,O,X,O,X,O,O,O
LJSOTZI,O,X,O,X,O,O,O
LJSOITZ,O,X,O,X,O,X,O
LJSOIZT,X,O,X,X,O,X,X
LJSOZTI,X,O,X,X,O,X,X
LJSOZIT,X,O,X,X,O,X,X
LJZTISO,O,X,O,X,O,X,X
LJZTIOS,O,X,O,X,O,X,X
LJZTSIO,O,X,O,X,O,X,X
LJZTSOI,O,X,O,X,O,X,X
LJZTOIS,O,X,O,X,O,X,X
LJZTOSI,O,X,O,X,O,X,X
LJZITSO,O,X,O,X,O,X,X
LJZITOS,O,X,O,X,O,X,X
LJZISTO,O,O,X,X,O,X,X
LJZISOT,O,O,X,X,O,X,X
LJZIOTS,O,X,O,X,O,X,X
LJZIOST,O,O,X,X,O,X,X
LJZSTIO,O,O,X,X,O,X,X
LJZSTOI,O,O,X,X,O,X,X
LJZSITO,O,O,X,X,O,X,X
LJZSIOT,O,O,X,X,O,X,X
LJZSOTI,O,O,X,X,O,X,X
LJZSOIT,O,O,X,X,O,X,X
LJZOTIS,O,X,O,X,O,X,X
LJZOTSI,O,X,O,X,O,X,X
LJZOITS,O,X,O,X,O,X,X
LJZOIST,O,O,X,X,O,X,X
LJZOSTI,O,O,X,X,O,X,X
LJZOSIT,O,O,X,X,O,X,X
LJOTISZ,X,X,O,X,X,O,X
LJOTIZS,X,X,O,X,O,X,X
LJOTSIZ,X,X,O,X,X,O,O
LJOTSZI,X,X,O,X,X,O,O
LJOTZIS,X,X,O,X,O,X,X
LJOTZSI,X,X,O,X,O,X,X
LJOITSZ,X,X,O,X,X,X,X
LJOITZS,X,X,O,X,O,X,X
LJOISTZ,X,X,O,X,X,X,O
LJOISZT,X,X,X,X,O,X,X
LJOIZTS,X,X,O,X,O,X,X
LJOIZST,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,X,O,O,O
LJOSTZI,X,X,O,X,O,O,O
LJOSITZ,X,X,O,X,O,X,O
LJOSIZT,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,O,X,X
LJOSZIT,X,X,X,X,O,X,X
LJOZTIS,X,X,O,X,O,X,X
LJOZTSI,X,X,O,X,O,X,X
LJOZITS,X,X,O,X,O,X,X
LJOZIST,X,X,X,X,O,X,X
LJOZSTI,X,X,X,X,O,X,X
LJOZSIT,X,X,X,X,O,X,X
LSTIJZO,O,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,X,X,O
LSTIZJO,O,O,O,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,O
LSTIOJZ,O,O,O,O,X,X,O
LSTIOZJ,O,O,O,O,X,X,O
LSTJIZO,O,O,O,O,O,X,X
LSTJIOZ,O,O,O,O,X,X,O
LSTJZIO,O,O,O,O,O,X,X
LSTJZOI,O,O,O,O,O,X,X
LSTJOIZ,O,O,O,O,O,X,O
LSTJOZI,O,O,O,O,O,X,O
LSTZIJO,O,O,O,O,O,X,X
LSTZIOJ,O,O,O,O,O,X,O
LSTZJIO,O,O,O,O,O,X,X
LSTZJOI,O,O,O,O,O,X,X
LSTZOIJ,O,O,O,O,O,X,O
LSTZOJI,O,O,O,O,O,X,O
LSTOIJZ,O,O,O,O,O,X,O
LSTOIZJ,O,O,O,O,O,X,O
LSTOJIZ,O,O,O,O,O,X,O
LSTOJZI,O,O,O,O,O,X,O
LSTOZIJ,O,O,O,O,O,X,O
LSTOZJI,O,O,O,O,O,X,O
LSITJZO,O,O,O,O,X,X,X
LSITJOZ,O,O,O,O,X,X,O
LSITZJO,O,O,O,O,X,X,X
LSITZOJ,O,O,O,O,X,X,O
LSITOJZ,O,O,O,O,X,X,O
LSITOZJ,O,O,O,O,X,X,O
LSIJTZO,O,O,O,X,O,X,X
LSIJTOZ,O,X,O,X,X,X,O
LSIJZTO,O,O,X,X,O,X,X
LSIJZOT,X,O,X,X,O,X,X
LSIJOTZ,O,X,O,X,O,X,O
LSIJOZT,X,O,X,X,O,X,X
