sequence,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFzgBRiBSoBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBTjBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBfnBTjBWtBFr?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBUnBToBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFFhBxiBfrBCnBTo?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF0iBllBzmBStBOr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF+nB0lBlmBToBir?BXtB
ZOSTILJ,O,O,X,O,O,O,X
ZOSTIJL,O,O,X,O,O,X,O
ZOSTLIJ,O,O,X,O,O,O,X
ZOSTLJI,O,O,X,O,O,O,X
ZOSTJIL,O,O,X,O,O,X,O
ZOSTJLI,O,O,X,O,O,X,O
ZOSITLJ,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,O,X,O
ZOSILTJ,O,O,X,X,O,X,X
ZOSILJT,O,O,X,X,O,X,X
ZOSIJTL,O,O,X,X,O,X,O
ZOSIJLT,O,O,X,X,O,X,X
ZOSLTIJ,O,O,X,X,O,O,X
ZOSLTJI,O,O,X,X,O,O,X
ZOSLITJ,O,O,X,X,O,X,X
ZOSLIJT,O,O,X,X,O,X,X
ZOSLJTI,O,O,X,X,O,X,X
ZOSLJIT,O,O,X,X,O,X,X
ZOSJTIL,O,O,X,O,O,X,O
ZOSJTLI,O,O,X,O,O,X,O
ZOSJITL,O,O,X,X,O,X,O
ZOSJILT,O,O,X,X,O,X,X
ZOSJLTI,O,O,X,X,O,X,X
ZOSJLIT,O,O,X,X,O,X,X
OTILJSZ,X,X,O,X,O,X,X
OTILJZS,X,X,O,O,X,O,X
OTILSJZ,X,O,O,X,O,X,X
OTILSZJ,X,O,X,O,O,O,X
OTILZJS,X,O,X,O,X,O,X
OTILZSJ,X,O,X,O,X,O,X
OTIJLSZ,X,X,O,X,O,X,X
OTIJLZS,X,X,O,O,X,O,X
OTIJSLZ,O,X,O,X,O,X,X
OTIJSZL,O,X,O,X,O,X,X
OTIJZLS,O,X,O,O,X,O,O
OTIJZSL,O,X,O,O,X,X,O
OTISLJZ,O,O,O,X,O,X,X
OTISLZJ,O,O,X,O,O,O,X
OTISJLZ,O,O,O,X,O,X,X
OTISJZL,O,O,O,X,O,X,X
OTISZLJ,O,O,X,O,X,O,X
OTISZJL,O,O,X,O,O,X,X
OTIZLJS,O,O,X,O,X,O,O
OTIZLSJ,O,O,X,O,X,O,X
OTIZJLS,O,O,X,O,X,O,O
OTIZJSL,O,O,X,O,X,X,O
OTIZSLJ,O,O,X,O,X,O,X
OTIZSJL,O,O,X,O,X,X,O
OTLIJSZ,X,X,O,X,O,X,X
OTLIJZS,X,X,O,O,X,O,X
OTLISJZ,X,O,O,X,O,X,X
OTLISZJ,X,O,X,O,O,O,X
OTLIZJS,X,O,X,O,X,O,X
OTLIZSJ,X,O,X,O,X,O,X
OTLJISZ,X,X,O,X,O,X,X
OTLJIZS,X,X,O,O,X,O,X
OTLJSIZ,O,X,O,X,O,X,X
OTLJSZI,O,X,O,X,O,X,X
OTLJZIS,O,X,O,O,X,O,O
OTLJZSI,O,X,O,O,X,O,O
OTLSIJZ,O,O,O,X,O,X,X
OTLSIZJ,O,O,X,O,O,O,X
OTLSJIZ,O,O,O,X,O,X,X
OTLSJZI,O,O,O,X,O,X,X
OTLSZIJ,O,O,X,O,O,O,X
OTLSZJI,O,O,X,O,O,O,X
OTLZIJS,O,O,X,O,X,O,O
OTLZISJ,O,O,X,O,X,O,X
OTLZJIS,O,O,X,O,X,O,O
OTLZJSI,O,O,X,O,X,O,O
OTLZSIJ,O,O,X,O,X,O,X
OTLZSJI,O,O,X,O,X,O,X
OTJILSZ,X,X,O,X,O,X,X
OTJILZS,X,X,O,O,X,O,X
OTJISLZ,O,X,O,X,O,X,X
OTJISZL,O,X,O,X,O,X,X
OTJIZLS,O,X,O,O,X,O,O
OTJIZSL,O,X,O,O,X,X,O
OTJLISZ,X,X,O,X,O,X,X
OTJLIZS,X,X,O,O,X,O,X
OTJLSIZ,O,X,O,X,O,X,X
OTJLSZI,O,X,O,X,O,X,X
OTJLZIS,O,X,O,O,X,O,O
OTJLZSI,O,X,O,O,X,O,O
OTJSILZ,O,X,O,X,O,X,X
OTJSIZL,O,X,O,X,O,X,X
OTJSLIZ,O,X,O,X,O,X,X
OTJSLZI,O,X,O,X,O,X,X
OTJSZIL,O,X,O,X,O,X,O
OTJSZLI,O,X,O,X,O,X,O
OTJZILS,O,X,O,O,X,O,O
OTJZISL,O,X,O,O,X,X,O
OTJZLIS,O,X,O,O,X,O,O
OTJZLSI,O,X,O,O,X,O,O
OTJZSIL,O,X,O,O,X,X,O
OTJZSLI,O,X,O,O,X,X,O
OTSILJZ,O,O,O,X,O,X,X
OTSILZJ,O,O,X,O,O,O,X
OTSIJLZ,O,O,O,X,O,X,X
OTSIJZL,O,O,O,X,O,X,X
OTSIZLJ,O,O,X,O,X,O,X
OTSIZJL,O,O,X,O,O,X,X
OTSLIJZ,O,O,O,X,O,X,X
OTSLIZJ,O,O,X,O,O,O,X
OTSLJIZ,O,O,O,X,O,X,X
OTSLJZI,O,O,O,X,O,X,X
OTSLZIJ,O,O,X,O,O,O,X
OTSLZJI,O,O,X,O,O,O,X
OTSJILZ,O,O,O,X,O,X,X
OTSJIZL,O,O,O,X,O,X,X
OTSJLIZ,O,O,O,X,O,X,X
OTSJLZI,O,O,O,X,O,X,X
OTSJZIL,O,O,O,X,O,X,O
OTSJZLI,O,O,O,X,O,X,O
OTSZILJ,O,O,X,O,X,O,X
OTSZIJL,O,O,X,O,O,X,O
OTSZLIJ,O,O,X,O,O,O,X
OTSZLJI,O,O,X,O,O,O,X
OTSZJIL,O,O,X,O,O,X,O
OTSZJLI,O,O,X,O,O,X,O
OTZILJS,O,O,X,O,X,O,O
OTZILSJ,O,O,X,O,X,O,X
OTZIJLS,O,O,X,O,X,O,O
OTZIJSL,O,O,X,O,X,X,O
OTZISLJ,O,O,X,O,X,O,X
OTZISJL,O,O,X,O,X,X,O
OTZLIJS,O,O,X,O,X,O,O
OTZLISJ,O,O,X,O,X,O,X
OTZLJIS,O,O,X,O,X,O,O
OTZLJSI,O,O,X,O,X,O,O
OTZLSIJ,O,O,X,O,X,O,X
OTZLSJI,O,O,X,O,X,O,X
OTZJILS,O,O,X,O,X,O,O
OTZJISL,O,O,X,O,X,X,O
OTZJLIS,O,O,X,O,X,O,O
OTZJLSI,O,O,X,O,X,O,O
OTZJSIL,O,O,X,O,X,X,O
OTZJSLI,O,O,X,O,X,X,O
OTZSILJ,O,O,X,O,X,O,X
OTZSIJL,O,O,X,O,X,X,O
OTZSLIJ,O,O,X,O,X,O,X
OTZSLJI,O,O,X,O,X,O,X
OTZSJIL,O,O,X,O,X,X,O
OTZSJLI,O,O,X,O,X,X,O
OITLJSZ,X,X,O,X,O,X,X
OITLJZS,X,X,O,O,X,O,X
OITLSJZ,X,O,O,X,O,X,X
OITLSZJ,X,O,X,O,O,O,X
OITLZJS,X,O,X,O,X,O,X
OITLZSJ,X,O,X,O,X,O,X
OITJLSZ,X,X,O,X,O,X,X
OITJLZS,X,X,O,O,X,O,X
OITJSLZ,X,X,O,X,O,X,X
OITJSZL,X,X,O,X,O,X,X
OITJZLS,X,X,O,O,X,O,O
OITJZSL,X,X,O,O,X,X,O
OITSLJZ,X,O,O,X,O,X,X
OITSLZJ,X,O,X,O,O,O,X
OITSJLZ,X,O,O,X,O,X,X
OITSJZL,X,O,O,X,O,X,X
OITSZLJ,X,O,X,O,X,O,X
OITSZJL,X,O,X,O,O,X,X
OITZLJS,X,O,X,O,X,O,O
OITZLSJ,X,O,X,O,X,O,X
OITZJLS,X,O,X,O,X,O,O
OITZJSL,X,O,X,O,X,X,O
OITZSLJ,X,O,X,O,X,O,X
OITZSJL,X,O,X,O,X,X,O
OILTJSZ,X,X,X,X,O,X,X
OILTJZS,X,X,X,O,X,O,X
OILTSJZ,X,X,X,X,O,X,X
OILTSZJ,X,X,X,O,O,O,X
OILTZJS,X,X,X,O,X,O,X
OILTZSJ,X,X,X,O,X,O,X
OILJTSZ,X,X,O,X,O,X,X
OILJTZS,X,X,O,X,X,X,X
OILJSTZ,X,X,O,X,O,X,X
OILJSZT,X,X,X,X,O,X,X
OILJZTS,X,X,O,X,X,X,O
OILJZST,X,X,X,X,O,X,X
OILSTJZ,X,X,X,X,O,X,X
OILSTZJ,X,O,X,X,O,X,X
OILSJTZ,X,X,X,X,O,X,X
OILSJZT,X,O,X,X,O,X,X
OILSZTJ,X,O,X,X,O,X,X
OILSZJT,X,O,X,X,O,X,X
OILZTJS,X,X,X,X,X,O,O
OILZTSJ,X,X,X,X,X,O,X
OILZJTS,X,X,X,X,X,X,O
OILZJST,X,O,X,X,O,X,X
OILZSTJ,X,O,X,X,O,X,X
OILZSJT,X,O,X,X,O,X,X
OIJTLSZ,X,X,O,X,O,X,X
OIJTLZS,X,X,O,O,X,X,X
OIJTSLZ,X,X,O,X,O,X,X
OIJTSZL,X,X,O,X,O,X,X
OIJTZLS,X,X,O,O,X,X,O
OIJTZSL,X,X,O,O,X,X,O
OIJLTSZ,X,X,O,X,O,X,X
OIJLTZS,X,X,O,X,X,X,X
OIJLSTZ,X,X,O,X,O,X,X
OIJLSZT,X,X,X,X,O,X,X
OIJLZTS,X,X,O,X,X,X,O
OIJLZST,X,X,X,X,O,X,X
OIJSTLZ,X,X,O,X,O,X,X
OIJSTZL,X,X,O,X,O,X,X
OIJSLTZ,X,X,O,X,O,X,X
OIJSLZT,X,X,X,X,O,X,X
OIJSZTL,X,X,X,X,O,X,O
OIJSZLT,X,X,X,X,O,X,X
OIJZTLS,X,X,O,X,X,X,O
OIJZTSL,X,X,O,X,X,X,O
OIJZLTS,X,X,O,X,X,X,O
OIJZLST,X,X,X,X,O,X,X
OIJZSTL,X,X,X,X,O,X,O
OIJZSLT,X,X,X,X,O,X,X
OISTLJZ,X,O,X,X,O,X,X
OISTLZJ,X,O,X,O,O,X,X
OISTJLZ,X,O,X,X,O,X,X
OISTJZL,X,O,X,X,O,X,X
OISTZLJ,X,O,X,O,X,X,X
OISTZJL,X,O,X,O,O,X,X
OISLTJZ,X,O,X,X,O,X,X
OISLTZJ,X,O,X,X,O,X,X
OISLJTZ,X,X,X,X,O,X,X
OISLJZT,X,O,X,X,O,X,X
OISLZTJ,X,O,X,X,O,X,X
OISLZJT,X,O,X,X,O,X,X
OISJTLZ,X,O,X,X,O,X,X
OISJTZL,X,O,X,X,O,X,X
OISJLTZ,X,X,X,X,O,X,X
OISJLZT,X,O,X,X,O,X,X
OISJZTL,X,O,X,X,O,X,O
OISJZLT,X,O,X,X,O,X,X
OISZTLJ,X,O,X,X,X,X,X
OISZTJL,X,O,X,X,O,X,O
OISZLTJ,X,O,X,X,O,X,X
OISZLJT,X,O,X,X,O,X,X
OISZJTL,X,O,X,X,O,X,O
OISZJLT,X,O,X,X,O,X,X
OIZTLJS,X,X,X,O,X,O,O
OIZTLSJ,X,X,X,O,X,O,X
OIZTJLS,X,X,X,O,X,O,O
OIZTJSL,X,X,X,O,X,X,O
OIZTSLJ,X,X,X,O,X,O,X
OIZTSJL,X,X,X,O,X,X,O
OIZLTJS,X,X,X,X,X,O,O
OIZLTSJ,X,X,X,X,X,O,X
OIZLJTS,X,X,X,X,X,X,O
OIZLJST,X,O,X,X,O,X,X
OIZLSTJ,X,O,X,X,O,X,X
OIZLSJT,X,O,X,X,O,X,X
OIZJTLS,X,X,X,O,X,X,O
OIZJTSL,X,X,X,O,X,X,O
OIZJLTS,X,X,X,X,X,X,O
OIZJLST,X,O,X,X,O,X,X
OIZJSTL,X,O,X,X,O,X,O
OIZJSLT,X,O,X,X,O,X,X
OIZSTLJ,X,O,X,X,X,X,X
OIZSTJL,X,O,X,X,O,X,O
OIZSLTJ,X,O,X,X,O,X,X
OIZSLJT,X,O,X,X,O,X,X
OIZSJTL,X,O,X,X,O,X,O
OIZSJLT,X,O,X,X,O,X,X
OLTIJSZ,X,X,X,X,O,X,X
OLTIJZS,X,X,X,O,X,O,X
OLTISJZ,X,X,X,X,O,X,X
OLTISZJ,X,X,X,O,O,O,X
OLTIZJS,X,X,X,O,X,O,X
OLTIZSJ,X,X,X,O,X,O,X
OLTJISZ,X,X,X,X,O,X,X
OLTJIZS,X,X,X,O,X,O,X
OLTJSIZ,X,X,X,X,O,X,X
OLTJSZI,X,X,X,X,O,X,X
OLTJZIS,X,X,X,O,X,O,O
OLTJZSI,X,X,X,O,X,O,O
OLTSIJZ,X,X,X,X,O,X,X
OLTSIZJ,X,X,X,O,O,O,X
OLTSJIZ,X,X,X,X,O,X,X
OLTSJZI,X,X,X,X,O,X,X
OLTSZIJ,X,X,X,O,O,O,X
OLTSZJI,X,X,X,O,O,O,X
OLTZIJS,X,X,X,O,X,O,O
OLTZISJ,X,X,X,O,X,O,X
OLTZJIS,X,X,X,O,X,O,O
OLTZJSI,X,X,X,O,X,O,O
OLTZSIJ,X,X,X,O,X,O,X
OLTZSJI,X,X,X,O,X,O,X
OLITJSZ,X,X,X,X,O,X,X
OLITJZS,X,X,X,O,X,O,X
OLITSJZ,X,X,X,X,O,X,X
OLITSZJ,X,X,X,O,O,O,X
OLITZJS,X,X,X,O,X,O,X
OLITZSJ,X,X,X,O,X,O,X
OLIJTSZ,X,X,O,X,O,X,X
OLIJTZS,X,X,O,X,X,X,X
OLIJSTZ,X,X,O,X,O,X,X
OLIJSZT,X,X,X,X,O,X,X
OLIJZTS,X,X,O,X,X,X,O
OLIJZST,X,X,X,X,O,X,X
OLISTJZ,X,X,X,X,O,X,X
OLISTZJ,X,O,X,X,O,X,X
OLISJTZ,X,X,X,X,O,X,X
OLISJZT,X,O,X,X,O,X,X
OLISZTJ,X,O,X,X,O,X,X
OLISZJT,X,O,X,X,O,X,X
OLIZTJS,X,X,X,X,X,O,O
OLIZTSJ,X,X,X,X,X,O,X
OLIZJTS,X,X,X,X,X,X,O
OLIZJST,X,O,X,X,O,X,X
OLIZSTJ,X,O,X,X,O,X,X
OLIZSJT,X,O,X,X,O,X,X
OLJTISZ,X,X,O,X,O,X,X
OLJTIZS,X,X,O,X,X,O,X
OLJTSIZ,X,X,O,X,O,X,X
OLJTSZI,X,X,O,X,O,X,X
OLJTZIS,X,X,O,X,X,O,O
OLJTZSI,X,X,O,X,X,O,O
OLJITSZ,X,X,O,X,O,X,X
OLJITZS,X,X,O,X,X,X,X
OLJISTZ,X,X,O,X,O,X,X
OLJISZT,X,X,X,X,O,X,X
OLJIZTS,X,X,O,X,X,X,O
OLJIZST,X,X,X,X,O,X,X
OLJSTIZ,X,X,O,X,O,X,X
OLJSTZI,X,X,O,X,O,X,X
OLJSITZ,X,X,O,X,O,X,X
OLJSIZT,X,X,X,X,O,X,X
OLJSZTI,X,X,X,X,O,X,X
OLJSZIT,X,X,X,X,O,X,X
OLJZTIS,X,X,O,X,O,O,O
OLJZTSI,X,X,O,X,O,O,O
OLJZITS,X,X,O,X,O,X,O
OLJZIST,X,X,X,X,O,X,X
OLJZSTI,X,X,X,X,O,X,X
OLJZSIT,X,X,X,X,O,X,X
OLSTIJZ,X,X,X,X,O,X,X
OLSTIZJ,X,O,X,X,O,O,X
OLSTJIZ,X,X,X,X,O,X,X
OLSTJZI,X,X,X,X,O,X,X
OLSTZIJ,X,O,X,X,O,O,X
OLSTZJI,X,O,X,X,O,O,X
OLSITJZ,X,X,X,X,O,X,X
OLSITZJ,X,O,X,X,O,X,X
OLSIJTZ,X,X,X,X,O,X,X
OLSIJZT,X,O,X,X,O,X,X
OLSIZTJ,X,O,X,X,O,X,X
OLSIZJT,X,O,X,X,O,X,X
OLSJTIZ,X,X,X,X,O,X,X
OLSJTZI,X,X,X,X,O,X,X
OLSJITZ,X,X,X,X,O,X,X
OLSJIZT,X,O,X,X,O,X,X
OLSJZTI,X,O,X,X,O,X,X
OLSJZIT,X,O,X,X,O,X,X
OLSZTIJ,X,O,X,X,O,O,X
OLSZTJI,X,O,X,X,O,O,X
OLSZITJ,X,O,X,X,O,X,X
OLSZIJT,X,O,X,X,O,X,X
OLSZJTI,X,O,X,X,O,X,X
OLSZJIT,X,O,X,X,O,X,X
OLZTIJS,X,X,X,O,O,O,O
OLZTISJ,X,X,X,O,O,O,X
OLZTJIS,X,X,X,O,O,O,O
OLZTJSI,X,X,X,O,O,O,O
OLZTSIJ,X,X,X,O,O,O,X
OLZTSJI,X,X,X,O,O,O,X
OLZITJS,X,X,X,X,O,O,O
OLZITSJ,X,X,X,X,O,O,X
OLZIJTS,X,X,X,X,O,X,O
OLZIJST,X,O,X,X,O,X,X
OLZISTJ,X,O,X,X,O,X,X
OLZISJT,X,O,X,X,O,X,X
OLZJTIS,X,X,X,O,O,O,O
OLZJTSI,X,X,X,O,O,O,O
OLZJITS,X,X,X,X,O,X,O
OLZJIST,X,O,X,X,O,X,X
OLZJSTI,X,O,X,X,O,X,X
OLZJSIT,X,O,X,X,O,X,X
OLZSTIJ,X,O,X,X,O,O,X
OLZSTJI,X,O,X,X,O,O,X
OLZSITJ,X,O,X,X,O,X,X
OLZSIJT,X,O,X,X,O,X,X
OLZSJTI,X,O,X,X,O,X,X
OLZSJIT,X,O,X,X,O,X,X
OJTILSZ,X,X,O,X,O,X,X
OJTILZS,X,X,O,O,X,O,X
OJTISLZ,O,X,O,X,O,X,X
OJTISZL,O,X,O,X,O,X,X
OJTIZLS,O,X,O,O,X,O,O
OJTIZSL,O,X,O,O,X,X,O
OJTLISZ,X,X,O,X,O,X,X
OJTLIZS,X,X,O,O,X,O,X
OJTLSIZ,O,X,O,X,O,X,X
OJTLSZI,O,X,O,X,O,X,X
OJTLZIS,O,X,O,O,X,O,O
OJTLZSI,O,X,O,O,X,O,O
OJTSILZ,O,X,O,X,O,X,X
OJTSIZL,O,X,O,X,O,X,X
OJTSLIZ,O,X,O,X,O,X,X
OJTSLZI,O,X,O,X,O,X,X
OJTSZIL,O,X,O,X,O,X,O
OJTSZLI,O,X,O,X,O,X,O
OJTZILS,O,X,O,O,X,O,O
OJTZISL,O,X,O,O,X,X,O
OJTZLIS,O,X,O,O,X,O,O
OJTZLSI,O,X,O,O,X,O,O
OJTZSIL,O,X,O,O,X,X,O
OJTZSLI,O,X,O,O,X,X,O
OJITLSZ,X,X,O,X,O,X,X
OJITLZS,X,X,O,O,X,X,X
OJITSLZ,X,X,O,X,O,X,X
OJITSZL,X,X,O,X,O,X,X
OJITZLS,X,X,O,O,X,X,O
OJITZSL,X,X,O,O,X,X,O
OJILTSZ,X,X,O,X,O,X,X
OJILTZS,X,X,O,X,X,X,X
OJILSTZ,X,X,O,X,O,X,X
OJILSZT,X,X,X,X,O,X,X
OJILZTS,X,X,O,X,X,X,O
OJILZST,X,X,X,X,O,X,X
OJISTLZ,X,X,O,X,O,X,X
OJISTZL,X,X,O,X,O,X,X
OJISLTZ,X,X,O,X,O,X,X
OJISLZT,X,X,X,X,O,X,X
OJISZTL,X,X,X,X,O,X,O
OJISZLT,X,X,X,X,O,X,X
OJIZTLS,X,X,O,X,X,X,O
OJIZTSL,X,X,O,X,X,X,O
OJIZLTS,X,X,O,X,X,X,O
OJIZLST,X,X,X,X,O,X,X
OJIZSTL,X,X,X,X,O,X,O
OJIZSLT,X,X,X,X,O,X,X
OJLTISZ,X,X,O,X,O,X,X
OJLTIZS,X,X,O,X,X,O,X
OJLTSIZ,X,X,O,X,O,X,X
OJLTSZI,X,X,O,X,O,X,X
OJLTZIS,X,X,O,X,X,O,O
OJLTZSI,X,X,O,X,X,O,O
OJLITSZ,X,X,O,X,O,X,X
OJLITZS,X,X,O,X,X,X,X
OJLISTZ,X,X,O,X,O,X,X
OJLISZT,X,X,X,X,O,X,X
OJLIZTS,X,X,O,X,X,X,O
OJLIZST,X,X,X,X,O,X,X
OJLSTIZ,X,X,O,X,O,X,X
OJLSTZI,X,X,O,X,O,X,X
OJLSITZ,X,X,O,X,O,X,X
OJLSIZT,X,X,X,X,O,X,X
OJLSZTI,X,X,X,X,O,X,X
OJLSZIT,X,X,X,X,O,X,X
OJLZTIS,X,X,O,X,O,O,O
OJLZTSI,X,X,O,X,O,O,O
OJLZITS,X,X,O,X,O,X,O
OJLZIST,X,X,X,X,O,X,X
OJLZSTI,X,X,X,X,O,X,X
OJLZSIT,X,X,X,X,O,X,X
OJSTILZ,O,X,O,X,O,X,X
OJSTIZL,O,X,O,X,O,X,X
OJSTLIZ,O,X,O,X,O,X,X
OJSTLZI,O,X,O,X,O,X,X
OJSTZIL,O,X,O,X,O,X,O
OJSTZLI,O,X,O,X,O,X,O
OJSITLZ,X,X,O,X,O,X,X
OJSITZL,X,X,O,X,O,X,X
OJSILTZ,X,X,O,X,O,X,X
OJSILZT,X,X,X,X,O,X,X
OJSIZTL,X,X,X,X,O,X,O
OJSIZLT,X,X,X,X,O,X,X
OJSLTIZ,O,X,O,X,O,X,X
OJSLTZI,O,X,O,X,O,X,X
OJSLITZ,O,X,O,X,O,X,X
OJSLIZT,O,X,X,X,O,X,X
OJSLZTI,O,X,X,X,O,X,X
OJSLZIT,O,X,X,X,O,X,X
OJSZTIL,O,X,O,X,O,X,O
OJSZTLI,O,X,O,X,O,X,O
OJSZITL,O,X,X,X,O,X,O
OJSZILT,O,X,X,X,O,X,X
OJSZLTI,O,X,X,X,O,X,X
OJSZLIT,O,X,X,X,O,X,X
OJZTILS,O,X,O,O,O,O,O
OJZTISL,O,X,O,O,O,X,O
OJZTLIS,O,X,O,O,O,O,O
OJZTLSI,O,X,O,O,O,O,O
OJZTSIL,O,X,O,O,O,X,O
OJZTSLI,O,X,O,O,O,X,O
OJZITLS,O,X,O,O,O,X,O
OJZITSL,O,X,O,O,O,X,O
OJZILTS,O,X,O,X,O,X,O
OJZILST,X,X,X,X,O,X,X
OJZISTL,X,X,X,X,O,X,O
OJZISLT,X,X,X,X,O,X,X
OJZLTIS,O,X,O,O,O,O,O
OJZLTSI,O,X,O,O,O,O,O
OJZLITS,O,X,O,X,O,X,O
OJZLIST,X,X,X,X,O,X,X
OJZLSTI,X,X,X,X,O,X,X
OJZLSIT,X,X,X,X,O,X,X
OJZSTIL,O,X,O,O,O,X,O
OJZSTLI,O,X,O,O,O,X,O
OJZSITL,O,X,X,X,O,X,O
OJZSILT,O,X,X,X,O,X,X
OJZSLTI,O,X,X,X,O,X,X
OJZSLIT,O,X,X,X,O,X,X
OSTILJZ,O,O,O,X,O,X,X
OSTILZJ,O,O,X,O,O,O,X
OSTIJLZ,O,O,O,X,O,X,X
OSTIJZL,O,O,O,X,O,X,X
OSTIZLJ,O,O,X,O,X,O,X
OSTIZJL,O,O,X,O,O,X,X
OSTLIJZ,O,O,O,X,O,X,X
OSTLIZJ,O,O,X,O,O,O,X
OSTLJIZ,O,O,O,X,O,X,X
OSTLJZI,O,O,O,X,O,X,X
OSTLZIJ,O,O,X,O,O,O,X
OSTLZJI,O,O,X,O,O,O,X
OSTJILZ,O,O,O,X,O,X,X
OSTJIZL,O,O,O,X,O,X,X
OSTJLIZ,O,O,O,X,O,X,X
OSTJLZI,O,O,O,X,O,X,X
OSTJZIL,O,O,O,X,O,X,O
OSTJZLI,O,O,O,X,O,X,O
OSTZILJ,O,O,X,O,O,O,X
OSTZIJL,O,O,X,O,O,X,O
OSTZLIJ,O,O,X,O,O,O,X
OSTZLJI,O,O,X,O,O,O,X
OSTZJIL,O,O,X,O,O,X,O
OSTZJLI,O,O,X,O,O,X,O
OSITLJZ,X,O,X,X,O,X,X
OSITLZJ,X,O,X,O,O,X,X
OSITJLZ,X,O,X,X,O,X,X
OSITJZL,X,O,X,X,O,X,X
OSITZLJ,X,O,X,O,X,X,X
OSITZJL,X,O,X,O,O,X,X
OSILTJZ,X,O,X,X,O,X,X
OSILTZJ,X,O,X,X,O,X,X
OSILJTZ,X,X,X,X,O,X,X
OSILJZT,X,O,X,X,O,X,X
OSILZTJ,X,O,X,X,O,X,X
OSILZJT,X,O,X,X,O,X,X
OSIJTLZ,X,O,X,X,O,X,X
OSIJTZL,X,O,X,X,O,X,X
OSIJLTZ,X,X,X,X,O,X,X
OSIJLZT,X,O,X,X,O,X,X
OSIJZTL,X,O,X,X,O,X,O
OSIJZLT,X,O,X,X,O,X,X
OSIZTLJ,X,O,X,X,X,X,X
OSIZTJL,X,O,X,X,O,X,O
OSIZLTJ,X,O,X,X,O,X,X
OSIZLJT,X,O,X,X,O,X,X
OSIZJTL,X,O,X,X,O,X,O
OSIZJLT,X,O,X,X,O,X,X
OSLTIJZ,O,O,X,X,O,X,X
OSLTIZJ,O,O,X,X,O,O,X
OSLTJIZ,O,O,X,X,O,X,X
OSLTJZI,O,O,X,X,O,X,X
OSLTZIJ,O,O,X,X,O,O,X
OSLTZJI,O,O,X,X,O,O,X
OSLITJZ,O,O,X,X,O,X,X
OSLITZJ,O,O,X,X,O,X,X
OSLIJTZ,O,X,X,X,O,X,X
OSLIJZT,O,O,X,X,O,X,X
OSLIZTJ,O,O,X,X,O,X,X
OSLIZJT,O,O,X,X,O,X,X
OSLJTIZ,O,X,X,X,O,X,X
OSLJTZI,O,X,X,X,O,X,X
OSLJITZ,O,X,X,X,O,X,X
OSLJIZT,O,O,X,X,O,X,X
OSLJZTI,O,O,X,X,O,X,X
OSLJZIT,O,O,X,X,O,X,X
OSLZTIJ,O,O,X,X,O,O,X
OSLZTJI,O,O,X,X,O,O,X
OSLZITJ,O,O,X,X,O,X,X
OSLZIJT,O,O,X,X,O,X,X
OSLZJTI,O,O,X,X,O,X,X
OSLZJIT,O,O,X,X,O,X,X
OSJTILZ,O,O,O,X,O,X,X
OSJTIZL,O,O,O,X,O,X,X
OSJTLIZ,O,O,O,X,O,X,X
OSJTLZI,O,O,O,X,O,X,X
OSJTZIL,O,O,O,X,O,X,O
OSJTZLI,O,O,O,X,O,X,O
OSJITLZ,X,O,O,X,O,X,X
OSJITZL,X,O,O,X,O,X,X
OSJILTZ,X,X,X,X,O,X,X
OSJILZT,X,O,X,X,O,X,X
OSJIZTL,X,O,X,X,O,X,O
OSJIZLT,X,O,X,X,O,X,X
OSJLTIZ,O,X,O,X,O,X,X
OSJLTZI,O,X,O,X,O,X,X
OSJLITZ,O,X,X,X,O,X,X
OSJLIZT,O,O,X,X,O,X,X
OSJLZTI,O,O,X,X,O,X,X
OSJLZIT,O,O,X,X,O,X,X
OSJZTIL,O,O,O,X,O,X,O
OSJZTLI,O,O,O,X,O,X,O
OSJZITL,O,O,X,X,O,X,O
OSJZILT,O,O,X,X,O,X,X
OSJZLTI,O,O,X,X,O,X,X
OSJZLIT,O,O,X,X,O,X,X
OSZTILJ,O,O,X,O,O,O,X
OSZTIJL,O,O,X,O,O,X,O
OSZTLIJ,O,O,X,O,O,O,X
OSZTLJI,O,O,X,O,O,O,X
OSZTJIL,O,O,X,O,O,X,O
OSZTJLI,O,O,X,O,O,X,O
OSZITLJ,O,O,X,X,O,X,X
OSZITJL,O,O,X,X,O,X,O
OSZILTJ,O,O,X,X,O,X,X
OSZILJT,O,O,X,X,O,X,X
OSZIJTL,O,O,X,X,O,X,O
OSZIJLT,O,O,X,X,O,X,X
OSZLTIJ,O,O,X,X,O,O,X
OSZLTJI,O,O,X,X,O,O,X
OSZLITJ,O,O,X,X,O,X,X
OSZLIJT,O,O,X,X,O,X,X
OSZLJTI,O,O,X,X,O,X,X
OSZLJIT,O,O,X,X,O,X,X
OSZJTIL,O,O,X,O,O,X,O
OSZJTLI,O,O,X,O,O,X,O
