sequence,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFRhB/pBOqB8qBCn?BTsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhF/mBUiBikB1qBWv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBfsB6sB0p?BlqB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBSsBlpB3q?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhFihBTkBGnBlqBUs?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFzgB/pBKqBGnBRr?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jei/IvhFRhB1pB8qBzmB+s?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Je0/IvhFlgB2pBxmB3mBSv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhF/pBFlB8qBCnBTs?BmpB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhFRhByqB0pBGsB/q?BFsB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFanB/pBxlB+sBUm?BTqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFUhBanB/pB+sBxq?BTqB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhFypBzlBGsB/pBFs?BUqB
LTJZIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJZSIO,X,O,O,X,X,X,O,X,X,O,X,X,X
LTJZSOI,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJZOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJZOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJOISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LTJOIZS,X,O,X,X,O,X,O,O,X,X,X,X,O
LTJOSIZ,X,O,O,O,X,X,O,O,X,X,X,X,O
LTJOSZI,X,O,O,O,X,X,O,O,X,X,X,X,O
LTJOZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
LTJOZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTSIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LTSIJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LTSIZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LTSIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LTSJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,X,X,O,X,X,X,X,X,X
LTSJZOI,O,O,O,O,X,X,O,O,X,X,X,X,X
LTSJOIZ,X,O,O,O,X,X,O,O,X,X,X,X,X
LTSJOZI,O,O,O,O,X,X,O,O,X,X,X,X,X
LTSZIJO,O,O,O,X,X,O,O,X,X,X,X,X,X
LTSZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,O,X,X,X,X,X,X
LTSZOIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,O,O,X,O,X,O,X,X,X,X,X
LTSOIZJ,O,O,O,X,O,O,X,X,X,X,X,X,X
LTSOJIZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LTSOJZI,O,O,O,O,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LTZIJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
LTZISJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,O,X,O,X,O,X,X,X,X,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,X,O,X,X,X,O,X,X,O,X,X,X
LTZJIOS,X,X,O,X,O,X,O,O,X,O,X,X,X
LTZJSIO,O,X,O,X,X,X,O,X,X,O,X,X,X
LTZJSOI,O,X,O,X,O,X,O,O,X,O,X,X,X
LTZJOIS,X,X,O,X,O,X,O,O,X,O,X,X,X
LTZJOSI,X,X,O,X,O,X,O,O,X,O,X,X,X
LTZSIJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LTZSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
LTZSJOI,O,O,O,O,X,X,O,X,X,X,X,X,X
LTZSOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZSOJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,O,X,O,X,O,O,X,X,X,X,X
LTZOISJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,X,O,X,O,X,O,O,X,O,X,X,X
LTZOJSI,X,X,O,X,O,X,O,O,X,O,X,X,X
LTZOSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,X,O,X,X,O,X,X,O,X,X,X,X,X
LTOISJZ,X,O,X,O,X,X,X,O,X,X,X,X,X
LTOISZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LTOJIZS,X,O,X,X,O,X,O,O,X,X,X,X,O
LTOJSIZ,X,O,O,O,X,X,O,O,X,X,X,X,O
LTOJSZI,X,O,O,O,X,X,O,O,X,X,X,X,O
LTOJZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOJZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOSIJZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LTOSIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LTOSJZI,X,O,O,O,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOSZJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOZISJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOZJSI,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOZSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,O,O,X,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
LITJZSO,X,O,O,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
LITJOSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
LITSJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LITSJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LITSOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LITSOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LITZJSO,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZSJO,O,O,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,O,X,X,X,X,X
LITOSJZ,X,O,X,O,X,O,X,O,X,X,X,X,X
LITOSZJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,X,X,X,O,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTOSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJSTZO,O,O,X,X,X,O,X,X,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,O,X,X,X
LIJZTOS,X,O,X,X,X,X,X,O,X,O,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJZOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
LIJZOST,O,X,X,X,X,O,X,O,X,O,X,X,X
LIJOTSZ,X,O,X,X,X,O,X,O,X,X,X,X,O
LIJOTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LIJOSTZ,X,O,X,X,X,O,X,O,X,X,X,X,O
LIJOSZT,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJOZST,X,X,X,X,X,O,X,O,X,X,X,X,X
LISTJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LISTJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LISTOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LISTOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LISJTZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LISJTOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LISJZTO,O,X,O,O,X,O,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LISZJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LISZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOTJZ,X,O,O,X,X,O,X,X,X,X,X,X,X
LISOTZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOZTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,O,X,X,X
LIZJTOS,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZJSTO,O,X,X,X,X,O,X,X,X,O,X,X,X
LIZJSOT,O,X,X,X,X,O,X,X,X,O,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZJOST,O,X,X,X,X,O,X,X,X,O,X,X,X
LIZSTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZOJST,O,X,X,X,X,O,X,X,X,O,X,X,X
LIZOSTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOTJZS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,O,X,O,X,X,X,X,O
LIOJTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOJSTZ,X,O,X,X,X,O,X,O,X,X,X,X,O
LIOJSZT,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJZST,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOSJZT,X,X,X,X,X,O,X,O,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZJST,O,X,X,X,X,O,X,O,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,X,X,X,X,X,O,X
LJTISOZ,X,O,O,X,X,X,X,X,X,X,X,O,X
LJTIZSO,X,O,O,X,X,X,O,X,X,X,X,O,X
LJTIZOS,X,O,O,X,X,X,O,O,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
LJTSIZO,O,O,O,O,X,X,X,X,X,X,X,O,X
LJTSIOZ,X,O,O,O,X,X,X,X,X,X,O,O,X
LJTSZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTSZOI,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTSOIZ,X,O,O,O,X,X,O,O,X,X,O,O,X
LJTSOZI,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTZISO,X,O,O,X,X,X,O,X,X,O,X,X,X
LJTZIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTZSIO,X,O,O,X,X,X,O,X,X,O,X,X,X
LJTZSOI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTZOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTZOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTOISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
LJTOIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
LJTOSIZ,X,O,O,O,X,X,O,O,X,X,O,X,O
LJTOSZI,X,O,O,O,X,X,O,O,X,X,O,X,O
LJTOZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
LJTOZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LJITSZO,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITSOZ,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITZOS,X,O,X,X,X,X,X,O,X,X,X,X,X
LJITOSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
LJISTZO,O,O,X,X,X,O,X,X,X,X,X,O,X
LJISTOZ,X,O,X,X,X,O,X,X,X,X,O,O,X
LJISZTO,O,X,X,X,X,O,X,X,X,X,X,O,X
LJISZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LJISOTZ,X,O,X,X,X,O,X,X,X,X,O,O,X
LJISOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
LJIZTSO,O,O,X,X,X,X,X,X,X,O,X,O,X
LJIZTOS,X,O,X,X,X,X,X,O,X,O,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,X,O,X,O,X
LJIZSOT,O,X,X,X,X,O,X,X,X,O,X,O,X
LJIZOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
LJIZOST,O,X,X,X,X,O,X,O,X,O,X,O,X
LJIOTSZ,X,O,X,X,X,O,X,O,X,X,O,X,O
LJIOTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LJIOSTZ,X,O,X,X,X,O,X,O,X,X,O,O,O
LJIOSZT,X,X,X,X,X,O,X,O,X,X,O,O,X
LJIOZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
LJSTIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
LJSTIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
LJSTZIO,O,O,O,O,X,X,X,X,X,X,X,O,X
LJSTZOI,O,O,O,O,X,X,X,O,X,X,O,X,X
LJSTOIZ,O,O,O,O,X,X,X,O,X,X,O,O,X
LJSTOZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LJSITZO,O,O,O,O,X,O,X,X,X,X,X,O,X
LJSITOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
LJSIZTO,O,X,O,O,X,O,X,X,X,X,X,O,X
LJSIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LJSIOTZ,X,O,X,O,X,O,X,X,X,X,O,O,X
LJSIOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
LJSZTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
LJSZTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
LJSZITO,O,X,O,O,X,X,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSZOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
LJSOTIZ,O,O,X,O,X,X,X,O,X,X,O,O,O
LJSOTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
LJSOITZ,O,O,X,O,X,X,X,O,X,X,O,O,O
LJSOIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
LJSOZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LJSOZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZTISO,O,O,O,X,X,X,O,X,X,O,X,X,X
LJZTIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
LJZTSIO,O,O,O,X,X,X,O,X,X,O,X,X,X
LJZTSOI,O,O,O,X,X,X,O,O,X,O,X,X,X
LJZTOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
LJZTOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJZITSO,O,O,X,X,X,X,O,X,X,O,X,O,X
LJZITOS,X,O,X,X,X,X,O,O,X,O,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJZISOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJZIOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
LJZIOST,O,X,X,X,X,X,X,O,X,O,X,O,X
LJZSTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
LJZSTOI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJZSITO,O,X,O,X,X,X,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJZSOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJZSOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
LJZOTIS,X,O,O,X,X,X,O,O,X,O,X,X,O
LJZOTSI,X,O,O,X,X,X,O,O,X,O,X,X,O
LJZOITS,X,O,X,X,X,X,O,O,X,O,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,X,O,O,X,X
LJZOSTI,O,X,O,X,X,X,X,O,X,O,O,X,O
LJZOSIT,O,X,X,X,X,X,X,O,X,O,O,X,X
LJOTISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
LJOTIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOTSIZ,O,O,X,X,X,X,O,O,X,X,O,X,O
LJOTSZI,O,O,X,X,X,X,O,O,X,X,O,X,O
LJOTZIS,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOTZSI,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOITSZ,X,O,X,X,X,X,O,O,X,X,O,X,O
LJOITZS,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOISTZ,O,O,X,X,X,X,X,O,X,X,O,O,O
LJOISZT,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOIZTS,X,O,X,X,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOSTIZ,O,O,X,X,X,X,X,O,X,X,O,O,O
LJOSTZI,O,O,X,X,X,X,X,O,X,X,O,X,O
LJOSITZ,O,O,X,X,X,X,X,O,X,X,O,O,O
LJOSIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOSZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LJOSZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOZTIS,X,O,X,X,X,X,O,O,X,O,X,X,O
LJOZTSI,X,O,X,X,X,X,O,O,X,O,X,X,O
LJOZITS,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,O,O,X,X
LJOZSTI,O,X,X,X,X,X,X,O,X,O,O,X,O
LJOZSIT,X,X,X,X,X,X,X,O,X,O,O,X,X
LSTIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTIJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTIOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTJIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
LSTJIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
LSTJZIO,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJZOI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSTJOIZ,O,O,O,O,X,X,X,O,X,X,O,O,X
LSTJOZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSTZIJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,O,X,O,X,O,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,X,X,O,X,X,O,X,X
LSTOJZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSTOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LSITJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LSITZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSITOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSITOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIJTZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LSIJTOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSIJZTO,O,X,O,O,X,O,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIZJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,O,O,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
LSJTIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
LSJTZIO,O,O,O,O,X,X,X,X,X,X,X,O,X
LSJTZOI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSJTOIZ,O,O,O,O,X,X,X,O,X,X,O,O,X
LSJTOZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSJITZO,O,O,O,O,X,O,X,X,X,X,X,O,X
LSJITOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
LSJIZTO,O,X,O,O,X,O,X,X,X,X,X,O,X
LSJIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LSJIOTZ,X,O,X,O,X,O,X,X,X,X,O,O,X
LSJIOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
LSJZTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
LSJZTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
LSJZITO,O,X,O,O,X,X,X,X,X,O,X,O,X
LSJZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LSJZOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
LSJZOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
LSJOTIZ,O,O,X,O,X,X,X,O,X,X,O,O,O
LSJOTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
