sequence,v115@RhB8FeE8BeE8JeT/IvhFUhBRiBSoBVsBmqB/qB,v115@RhB8FeE8BeE8JeT/IvhFGjBilBRnBllBUnBXrB,v115@RhB8FeE8BeE8Jei/IvhFTjBRlBGnBFmBXnB0qB,v115@RhB8FeE8BeE8Jex/IvhFfnB6nBTjBmkBFrB8qB,v115@RhB8FeE8BeE8JeFBJvhF8mBSoBxkBmkB3nBzqB,v115@RhB8FeE8BeE8JeT/IvhFGjBllBRnBilBUnBXrB,v115@RhB8FeE8BeE8JeXCJvhFTjBxkB8qBSsBmkBFrB
IZTOSJL,X,X,X,X,X,X,X
IZLTJSO,X,X,X,X,O,X,X
IZLTJOS,X,X,O,X,O,X,X
IZLTSJO,X,X,X,X,O,X,X
IZLTSOJ,X,X,X,X,O,X,O
IZLTOJS,X,X,O,X,O,X,X
IZLTOSJ,X,X,X,X,O,X,O
IZLJTSO,X,X,X,X,O,X,X
IZLJTOS,X,X,O,X,O,X,X
IZLJSTO,X,X,X,X,X,X,X
IZLJSOT,X,X,O,X,X,X,O
IZLJOTS,X,O,O,X,X,X,X
IZLJOST,X,O,O,X,X,X,O
IZLSTJO,X,X,X,X,O,X,X
IZLSTOJ,X,X,X,X,O,X,O
IZLSJTO,X,X,X,X,X,X,X
IZLSJOT,X,X,O,X,X,X,O
IZLSOTJ,X,X,X,X,X,X,O
IZLSOJT,X,X,O,X,X,X,O
IZLOTJS,X,X,O,X,O,X,X
IZLOTSJ,X,X,X,X,O,X,O
IZLOJTS,X,O,O,X,O,X,X
IZLOJST,X,O,O,X,X,X,O
IZLOSTJ,X,X,X,X,O,X,O
IZLOSJT,X,X,O,X,X,X,O
IZJTLSO,X,X,X,X,O,X,X
IZJTLOS,X,X,O,X,O,X,X
IZJTSLO,X,X,X,X,X,X,X
IZJTSOL,X,X,X,X,X,X,X
IZJTOLS,X,X,O,X,X,X,X
IZJTOSL,X,X,X,X,X,X,X
IZJLTSO,X,X,X,X,O,X,X
IZJLTOS,X,X,O,X,O,X,X
IZJLSTO,X,X,X,X,X,X,X
IZJLSOT,X,X,O,X,X,X,O
IZJLOTS,X,O,O,X,X,X,X
IZJLOST,X,O,O,X,X,X,O
IZJSTLO,X,X,X,X,X,X,X
IZJSTOL,X,X,X,X,X,O,X
IZJSLTO,X,X,X,X,X,X,X
IZJSLOT,X,O,O,X,X,X,X
IZJSOTL,X,X,X,X,X,O,X
IZJSOLT,X,O,O,X,X,X,X
IZJOTLS,X,X,O,X,X,X,X
IZJOTSL,X,X,X,X,X,X,X
IZJOLTS,X,O,O,X,X,X,X
IZJOLST,X,O,O,X,X,X,O
IZJOSTL,X,X,X,X,X,O,X
IZJOSLT,X,O,O,X,X,X,X
IZSTLJO,X,X,X,X,O,X,X
IZSTLOJ,X,X,X,X,O,X,X
IZSTJLO,X,X,X,X,X,X,X
IZSTJOL,X,X,X,X,X,O,X
IZSTOLJ,X,X,X,X,X,X,X
IZSTOJL,X,X,X,X,X,O,X
IZSLTJO,X,X,X,X,O,X,X
IZSLTOJ,X,X,X,X,O,X,O
IZSLJTO,X,X,X,X,X,X,X
IZSLJOT,X,O,O,X,X,X,O
IZSLOTJ,X,X,X,X,X,X,O
IZSLOJT,X,O,O,X,X,X,O
IZSJTLO,X,X,X,X,X,X,X
IZSJTOL,X,X,X,X,X,O,X
IZSJLTO,X,X,X,X,X,X,X
IZSJLOT,X,O,O,X,X,X,X
IZSJOTL,X,X,X,X,X,O,X
IZSJOLT,X,O,O,X,X,X,X
IZSOTLJ,X,X,X,X,X,X,X
IZSOTJL,X,X,X,X,X,O,X
IZSOLTJ,X,X,X,X,X,X,O
IZSOLJT,X,O,O,X,X,X,O
IZSOJTL,X,X,X,X,X,O,X
IZSOJLT,X,O,O,X,X,X,X
IZOTLJS,X,X,O,X,O,X,X
IZOTLSJ,X,X,X,X,O,X,O
IZOTJLS,X,X,O,X,O,X,X
IZOTJSL,X,X,X,X,X,X,X
IZOTSLJ,X,X,X,X,O,X,X
IZOTSJL,X,X,X,X,X,X,X
IZOLTJS,X,X,O,X,O,X,X
IZOLTSJ,X,X,X,X,O,X,O
IZOLJTS,X,O,O,X,O,X,X
IZOLJST,X,O,O,X,X,X,O
IZOLSTJ,X,X,X,X,O,X,O
IZOLSJT,X,X,O,X,X,X,O
IZOJTLS,X,X,O,X,O,X,X
IZOJTSL,X,X,X,X,X,X,X
IZOJLTS,X,O,O,X,O,X,X
IZOJLST,X,O,O,X,X,X,O
IZOJSTL,X,X,X,X,X,O,X
IZOJSLT,X,O,O,X,X,X,X
IZOSTLJ,X,X,X,X,O,X,X
IZOSTJL,X,X,X,X,X,O,X
IZOSLTJ,X,X,X,X,O,X,O
IZOSLJT,X,O,O,X,X,X,O
IZOSJTL,X,X,X,X,X,O,X
IZOSJLT,X,O,O,X,X,X,X
IOTLJSZ,O,O,O,X,X,X,X
IOTLJZS,O,O,O,X,O,X,X
IOTLSJZ,O,X,X,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,X
IOTLZJS,O,X,X,X,O,X,X
IOTLZSJ,X,X,X,X,O,X,X
IOTJLSZ,O,O,O,X,X,X,X
IOTJLZS,O,O,O,X,O,X,X
IOTJSLZ,O,O,X,O,X,O,X
IOTJSZL,O,X,X,X,X,O,X
IOTJZLS,O,X,X,X,O,X,X
IOTJZSL,O,X,X,X,X,X,X
IOTSLJZ,O,O,X,O,X,O,X
IOTSLZJ,X,X,X,X,O,X,X
IOTSJLZ,O,O,X,O,X,O,X
IOTSJZL,O,X,X,X,X,O,X
IOTSZLJ,X,X,X,X,O,X,X
IOTSZJL,X,X,X,X,X,O,X
IOTZLJS,O,X,X,X,O,X,X
IOTZLSJ,X,X,X,X,O,X,O
IOTZJLS,O,X,X,X,O,X,X
IOTZJSL,O,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,O,X,X
IOTZSJL,X,X,X,X,X,X,X
IOLTJSZ,O,O,O,X,X,X,X
IOLTJZS,O,O,O,X,O,X,X
IOLTSJZ,O,X,X,X,X,X,X
IOLTSZJ,X,X,X,X,O,X,X
IOLTZJS,O,X,X,X,O,X,X
IOLTZSJ,X,X,X,X,O,X,X
IOLJTSZ,O,O,O,X,X,X,X
IOLJTZS,O,O,O,X,O,X,X
IOLJSTZ,X,O,O,O,X,O,X
IOLJSZT,X,O,O,X,X,X,X
IOLJZTS,X,O,O,X,O,X,X
IOLJZST,X,O,O,X,X,X,X
IOLSTJZ,O,O,X,O,X,O,X
IOLSTZJ,X,X,X,X,O,X,X
IOLSJTZ,X,O,O,O,X,O,X
IOLSJZT,X,O,O,X,X,X,X
IOLSZTJ,X,X,X,X,O,X,O
IOLSZJT,X,O,X,X,X,X,O
IOLZTJS,O,X,O,X,O,X,X
IOLZTSJ,X,X,X,X,O,X,O
IOLZJTS,X,O,O,X,O,X,X
IOLZJST,X,O,O,X,X,X,O
IOLZSTJ,X,X,X,X,O,X,O
IOLZSJT,X,X,O,X,X,X,O
IOJTLSZ,O,O,O,X,X,X,X
IOJTLZS,O,O,O,X,O,X,X
IOJTSLZ,O,O,X,O,X,O,X
IOJTSZL,O,X,X,X,X,O,X
IOJTZLS,O,X,X,X,O,X,X
IOJTZSL,O,X,X,X,X,X,X
IOJLTSZ,X,O,O,X,X,X,X
IOJLTZS,X,O,O,X,O,X,X
IOJLSTZ,X,O,O,O,X,O,X
IOJLSZT,X,O,O,X,X,X,X
IOJLZTS,X,O,O,X,O,X,X
IOJLZST,X,O,O,X,X,X,X
IOJSTLZ,X,O,X,O,X,O,X
IOJSTZL,X,X,X,X,X,O,X
IOJSLTZ,X,O,O,O,X,O,X
IOJSLZT,X,O,O,X,X,X,X
IOJSZTL,X,X,X,X,X,O,X
IOJSZLT,X,O,X,X,X,X,X
IOJZTLS,X,X,O,X,O,X,X
IOJZTSL,X,X,X,X,X,X,X
IOJZLTS,X,O,O,X,O,X,X
IOJZLST,X,O,O,X,X,X,O
IOJZSTL,X,X,X,X,X,O,X
IOJZSLT,X,O,O,X,X,X,X
IOSTLJZ,X,O,X,O,X,O,X
IOSTLZJ,X,X,X,X,O,X,X
IOSTJLZ,X,O,X,O,X,O,X
IOSTJZL,X,X,X,X,X,O,X
IOSTZLJ,X,X,X,X,O,X,X
IOSTZJL,X,X,X,X,X,O,X
IOSLTJZ,X,O,X,O,X,O,X
IOSLTZJ,X,X,X,X,O,X,X
IOSLJTZ,X,O,O,O,X,O,X
IOSLJZT,X,O,O,X,X,X,X
IOSLZTJ,X,X,X,X,O,X,X
IOSLZJT,X,O,X,X,X,X,X
IOSJTLZ,X,O,X,O,X,O,X
IOSJTZL,X,X,X,X,X,O,X
IOSJLTZ,X,O,O,O,X,O,X
IOSJLZT,X,O,O,X,X,X,X
IOSJZTL,X,X,X,X,X,O,X
IOSJZLT,X,O,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,X
IOSZTJL,X,X,X,X,X,O,X
IOSZLTJ,X,X,X,X,O,X,O
IOSZLJT,X,O,X,X,X,X,O
IOSZJTL,X,X,X,X,X,O,X
IOSZJLT,X,O,X,X,X,X,X
IOZTLJS,X,X,O,X,O,X,X
IOZTLSJ,X,X,X,X,O,X,O
IOZTJLS,X,X,O,X,O,X,X
IOZTJSL,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,O,X,X
IOZTSJL,X,X,X,X,X,X,X
IOZLTJS,X,X,O,X,O,X,X
IOZLTSJ,X,X,X,X,O,X,O
IOZLJTS,X,O,O,X,O,X,X
IOZLJST,X,O,O,X,X,X,O
IOZLSTJ,X,X,X,X,O,X,O
IOZLSJT,X,X,O,X,X,X,O
IOZJTLS,X,X,O,X,O,X,X
IOZJTSL,X,X,X,X,X,X,X
IOZJLTS,X,O,O,X,O,X,X
IOZJLST,X,O,O,X,X,X,O
IOZJSTL,X,X,X,X,X,O,X
IOZJSLT,X,O,O,X,X,X,X
IOZSTLJ,X,X,X,X,O,X,X
IOZSTJL,X,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,O,X,O
IOZSLJT,X,O,O,X,X,X,O
IOZSJTL,X,X,X,X,X,O,X
IOZSJLT,X,O,O,X,X,X,X
LTIJSZO,O,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,X
LTIJZSO,O,X,X,X,O,X,X
LTIJZOS,O,X,X,X,O,X,X
LTIJOSZ,O,O,O,X,X,X,X
LTIJOZS,O,O,O,X,X,X,X
LTISJZO,O,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,X
LTISZJO,X,X,X,X,O,X,X
LTISZOJ,X,X,X,X,O,X,X
LTISOJZ,O,X,X,X,X,X,X
LTISOZJ,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,O,X,X
LTIZJOS,O,X,X,X,O,X,X
LTIZSJO,X,X,X,X,O,X,X
LTIZSOJ,X,X,X,X,O,X,X
LTIZOJS,O,X,X,X,O,X,X
LTIZOSJ,X,X,X,X,O,X,X
LTIOJSZ,O,O,O,X,X,X,X
LTIOJZS,O,O,O,X,X,X,X
LTIOSJZ,O,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,O,X,X
LTIOZSJ,X,X,X,X,O,X,X
LTJISZO,O,X,X,X,X,X,X
LTJISOZ,O,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,X
LTJIOSZ,O,O,O,X,X,X,X
LTJIOZS,O,O,O,X,X,X,X
LTJSIZO,O,X,X,O,X,X,X
LTJSIOZ,O,X,X,O,X,X,X
LTJSZIO,O,X,X,O,X,X,X
LTJSZOI,O,X,X,O,X,X,X
LTJSOIZ,O,X,X,O,X,X,X
LTJSOZI,O,X,X,O,X,X,X
LTJZISO,O,X,X,X,X,X,X
LTJZIOS,O,X,O,X,X,X,X
LTJZSIO,O,X,X,X,X,X,X
LTJZSOI,O,X,X,X,X,X,X
LTJZOIS,O,X,O,X,X,X,X
LTJZOSI,O,X,X,X,X,X,X
LTJOISZ,O,O,O,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,X
LTJOSZI,O,X,X,O,X,X,X
LTJOZIS,O,X,O,X,X,X,X
LTJOZSI,O,X,X,X,X,X,X
LTSIJZO,O,X,X,O,X,X,X
LTSIJOZ,O,X,X,O,X,X,X
LTSIZJO,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,X,X,X
LTSIOZJ,X,X,X,X,X,X,X
LTSJIZO,O,X,X,O,X,X,X
LTSJIOZ,O,X,X,O,X,X,X
LTSJZIO,O,X,X,O,X,X,X
LTSJZOI,O,X,X,O,X,X,X
LTSJOIZ,O,X,X,O,X,X,X
LTSJOZI,O,X,X,O,X,X,X
LTSZIJO,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,X,O
LTSZJIO,X,X,X,O,X,X,X
LTSZJOI,X,X,X,O,X,X,X
LTSZOIJ,X,X,X,X,X,X,O
LTSZOJI,X,X,X,O,X,X,X
LTSOIJZ,O,X,X,O,X,X,X
LTSOIZJ,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,X,X,X
LTSOJZI,O,X,X,O,X,X,X
LTSOZIJ,X,X,X,X,X,X,O
LTSOZJI,X,X,X,O,X,X,X
LTZIJSO,O,X,X,X,O,X,X
LTZIJOS,O,X,O,X,O,X,X
LTZISJO,X,X,X,X,O,X,X
LTZISOJ,X,X,X,X,O,X,O
LTZIOJS,O,X,O,X,O,X,X
LTZIOSJ,X,X,X,X,O,X,O
LTZJISO,O,X,X,X,O,X,X
LTZJIOS,O,X,O,X,O,X,X
LTZJSIO,O,X,X,X,X,X,X
LTZJSOI,O,X,X,X,X,X,X
LTZJOIS,O,X,O,X,X,X,X
LTZJOSI,O,X,X,X,X,X,X
LTZSIJO,X,X,X,X,O,X,X
LTZSIOJ,X,X,X,X,O,X,O
LTZSJIO,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,X,O
LTZSOJI,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,O,X,X
LTZOISJ,X,X,X,X,O,X,O
LTZOJIS,O,X,O,X,O,X,X
LTZOJSI,O,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,O
LTZOSJI,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,X,X
LTOIJZS,O,O,O,X,O,X,X
LTOISJZ,O,X,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X
LTOIZJS,O,X,X,X,O,X,X
LTOIZSJ,X,X,X,X,O,X,X
LTOJISZ,O,O,O,X,X,X,X
LTOJIZS,O,O,O,X,O,X,X
LTOJSIZ,O,X,X,O,X,X,X
LTOJSZI,O,X,X,O,X,X,X
LTOJZIS,O,X,O,X,O,X,X
LTOJZSI,O,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X
LTOSIZJ,X,X,X,X,O,X,X
LTOSJIZ,O,X,X,O,X,X,X
LTOSJZI,O,X,X,O,X,X,X
LTOSZIJ,X,X,X,X,O,X,O
LTOSZJI,X,X,X,O,X,X,X
LTOZIJS,O,X,O,X,O,X,X
LTOZISJ,X,X,X,X,O,X,O
LTOZJIS,O,X,O,X,O,X,X
LTOZJSI,O,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,O
LTOZSJI,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,X
LITJZSO,O,X,X,X,O,X,X
LITJZOS,O,X,X,X,O,X,X
LITJOSZ,O,O,O,X,X,X,X
LITJOZS,O,O,O,X,X,X,X
LITSJZO,O,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,X,X
LITSZOJ,X,X,X,X,O,X,X
LITSOJZ,O,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X
LITZJSO,O,X,X,X,O,X,X
LITZJOS,O,X,X,X,O,X,X
LITZSJO,X,X,X,X,O,X,X
LITZSOJ,X,X,X,X,O,X,X
LITZOJS,O,X,X,X,O,X,X
LITZOSJ,X,X,X,X,O,X,X
LITOJSZ,O,O,O,X,X,X,X
LITOJZS,O,O,O,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,O,X,X
LITOZSJ,X,X,X,X,O,X,X
LIJTSZO,O,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X
LIJTZOS,O,X,X,X,O,X,X
LIJTOSZ,O,O,O,X,X,X,X
LIJTOZS,O,O,O,X,X,X,X
LIJSTZO,X,X,X,O,X,X,X
LIJSTOZ,X,O,X,O,X,O,X
LIJSZTO,X,X,X,X,X,X,X
LIJSZOT,X,O,X,X,X,X,X
LIJSOTZ,X,O,O,O,X,O,X
LIJSOZT,X,O,O,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X
LIJZTOS,X,X,O,X,O,X,X
LIJZSTO,X,X,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X
LIJZOTS,X,O,O,X,X,X,X
LIJZOST,X,O,O,X,X,X,X
LIJOTSZ,O,O,O,X,X,X,X
LIJOTZS,O,O,O,X,X,X,X
LIJOSTZ,X,O,O,O,X,O,X
LIJOSZT,X,O,O,X,X,X,X
LIJOZTS,X,O,O,X,X,X,X
LIJOZST,X,O,O,X,X,X,X
LISTJZO,O,X,X,O,X,X,X
LISTJOZ,O,O,X,O,X,O,X
LISTZJO,X,X,X,X,O,X,X
LISTZOJ,X,X,X,X,O,X,X
LISTOJZ,O,O,X,O,X,O,X
LISTOZJ,X,X,X,X,X,X,X
LISJTZO,X,X,X,O,X,X,X
LISJTOZ,X,O,X,O,X,O,X
LISJZTO,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,X
LISJOTZ,X,O,O,O,X,O,X
LISJOZT,X,O,O,X,X,X,X
LISZTJO,X,X,X,X,O,X,X
LISZTOJ,X,X,X,X,O,X,O
LISZJTO,X,X,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,O
LISZOTJ,X,X,X,X,X,X,O
LISZOJT,X,O,X,X,X,X,O
LISOTJZ,O,O,X,O,X,O,X
LISOTZJ,X,X,X,X,X,X,X
LISOJTZ,X,O,O,O,X,O,X
LISOJZT,X,O,O,X,X,X,X
LISOZTJ,X,X,X,X,X,X,O
LISOZJT,X,O,X,X,X,X,O
LIZTJSO,O,X,X,X,O,X,X
LIZTJOS,O,X,O,X,O,X,X
LIZTSJO,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,O,X,O
LIZTOJS,O,X,O,X,O,X,X
LIZTOSJ,X,X,X,X,O,X,O
LIZJTSO,X,X,X,X,O,X,X
LIZJTOS,X,X,O,X,O,X,X
LIZJSTO,X,X,X,X,X,X,X
LIZJSOT,X,X,O,X,X,X,O
LIZJOTS,X,O,O,X,X,X,X
LIZJOST,X,O,O,X,X,X,O
LIZSTJO,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,O,X,O
LIZSJTO,X,X,X,X,X,X,X
LIZSJOT,X,X,O,X,X,X,O
LIZSOTJ,X,X,X,X,X,X,O
LIZSOJT,X,X,O,X,X,X,O
LIZOTJS,O,X,O,X,O,X,X
LIZOTSJ,X,X,X,X,O,X,O
LIZOJTS,X,O,O,X,O,X,X
LIZOJST,X,O,O,X,X,X,O
LIZOSTJ,X,X,X,X,O,X,O
LIZOSJT,X,X,O,X,X,X,O
LIOTJSZ,O,O,O,X,X,X,X
LIOTJZS,O,O,O,X,O,X,X
LIOTSJZ,O,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X
LIOTZJS,O,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,O,X,X
LIOJTSZ,O,O,O,X,X,X,X
LIOJTZS,O,O,O,X,O,X,X
LIOJSTZ,X,O,O,O,X,O,X
LIOJSZT,X,O,O,X,X,X,X
LIOJZTS,X,O,O,X,O,X,X
LIOJZST,X,O,O,X,X,X,X
LIOSTJZ,O,O,X,O,X,O,X
LIOSTZJ,X,X,X,X,O,X,X
LIOSJTZ,X,O,O,O,X,O,X
LIOSJZT,X,O,O,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,O
LIOSZJT,X,O,X,X,X,X,O
LIOZTJS,O,X,O,X,O,X,X
LIOZTSJ,X,X,X,X,O,X,O
LIOZJTS,X,O,O,X,O,X,X
LIOZJST,X,O,O,X,X,X,O
LIOZSTJ,X,X,X,X,O,X,O
LIOZSJT,X,X,O,X,X,X,O
LJTISZO,O,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X
LJTIOSZ,O,O,O,X,X,X,X
LJTIOZS,O,O,O,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X
LJTSIOZ,O,X,X,O,X,X,X
LJTSZIO,O,X,X,O,X,X,X
LJTSZOI,O,X,X,O,X,X,X
LJTSOIZ,O,X,X,O,X,X,X
LJTSOZI,O,X,X,O,X,X,X
LJTZISO,O,X,X,X,X,X,X
LJTZIOS,O,X,O,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X
LJTZOIS,O,X,O,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X
LJTOIZS,O,O,O,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X
LJTOSZI,O,X,X,O,X,X,X
LJTOZIS,O,X,O,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X
LJITZOS,O,X,X,X,O,X,X
LJITOSZ,O,O,O,X,X,X,X
LJITOZS,O,O,O,X,X,X,X
LJISTZO,X,X,X,O,X,X,X
LJISTOZ,X,O,X,O,X,O,X
LJISZTO,X,X,X,X,X,X,X
LJISZOT,X,O,X,X,X,X,X
LJISOTZ,X,O,O,O,X,O,X
LJISOZT,X,O,O,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X
LJIZTOS,X,X,O,X,O,X,X
LJIZSTO,X,X,X,X,X,X,X
LJIZSOT,X,X,O,X,X,X,X
LJIZOTS,X,O,O,X,X,X,X
LJIZOST,X,O,O,X,X,X,X
LJIOTSZ,O,O,O,X,X,X,X
LJIOTZS,O,O,O,X,X,X,X
LJIOSTZ,X,O,O,O,X,O,X
LJIOSZT,X,O,O,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X
LJIOZST,X,O,O,X,X,X,X
LJSTIZO,X,X,X,O,X,X,X
LJSTIOZ,X,O,X,O,X,O,X
LJSTZIO,X,X,X,O,X,X,X
LJSTZOI,X,X,X,O,X,X,X
LJSTOIZ,X,O,X,O,X,O,X
LJSTOZI,X,X,X,O,X,X,X
LJSITZO,X,X,X,O,X,X,X
LJSITOZ,X,O,X,O,X,O,X
LJSIZTO,X,X,X,X,X,X,X
LJSIZOT,X,O,X,X,X,X,X
LJSIOTZ,X,O,O,O,X,O,X
LJSIOZT,X,O,O,X,X,X,X
LJSZTIO,X,X,X,O,X,X,X
LJSZTOI,X,X,X,O,X,X,X
LJSZITO,X,X,X,X,X,X,X
LJSZIOT,X,O,O,X,X,X,O
LJSZOTI,X,X,X,O,X,X,X
LJSZOIT,X,O,O,X,X,X,O
LJSOTIZ,X,O,X,O,X,O,X
LJSOTZI,X,X,X,O,X,X,X
LJSOITZ,X,O,O,O,X,O,X
LJSOIZT,X,O,O,X,X,X,X
LJSOZTI,X,X,X,O,X,X,X
LJSOZIT,X,O,O,X,X,X,O
LJZTISO,X,X,X,X,O,X,X
LJZTIOS,X,X,O,X,O,X,X
LJZTSIO,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X
LJZTOIS,X,X,O,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X
LJZITOS,X,X,O,X,O,X,X
LJZISTO,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,O
LJZIOTS,X,O,O,X,X,X,X
LJZIOST,X,O,O,X,X,X,O
LJZSTIO,X,X,X,O,X,X,X
LJZSTOI,X,X,X,O,X,X,X
LJZSITO,X,X,X,X,X,X,X
LJZSIOT,X,X,O,X,X,X,O
LJZSOTI,X,X,X,O,X,X,X
LJZSOIT,X,X,O,X,X,X,O
LJZOTIS,X,X,O,X,O,X,X
LJZOTSI,X,X,X,X,X,X,X
LJZOITS,X,O,O,X,O,X,X
LJZOIST,X,O,O,X,X,X,O
LJZOSTI,X,X,X,O,X,X,X
LJZOSIT,X,X,O,X,X,X,O
LJOTISZ,O,O,O,X,X,X,X
LJOTIZS,O,O,O,X,O,X,X
LJOTSIZ,O,X,X,O,X,X,X
LJOTSZI,O,X,X,O,X,X,X
LJOTZIS,O,X,O,X,O,X,X
LJOTZSI,O,X,X,X,X,X,X
LJOITSZ,O,O,O,X,X,X,X
LJOITZS,O,O,O,X,O,X,X
LJOISTZ,X,O,O,O,X,O,X
LJOISZT,X,O,O,X,X,X,X
LJOIZTS,X,O,O,X,O,X,X
LJOIZST,X,O,O,X,X,X,X
LJOSTIZ,X,O,X,O,X,O,X
LJOSTZI,X,X,X,O,X,X,X
LJOSITZ,X,O,O,O,X,O,X
LJOSIZT,X,O,O,X,X,X,X
LJOSZTI,X,X,X,O,X,X,X
LJOSZIT,X,O,O,X,X,X,O
LJOZTIS,X,X,O,X,O,X,X
LJOZTSI,X,X,X,X,X,X,X
LJOZITS,X,O,O,X,O,X,X
LJOZIST,X,O,O,X,X,X,O
LJOZSTI,X,X,X,O,X,X,X
LJOZSIT,X,X,O,X,X,X,O
LSTIJZO,O,X,X,O,X,X,X
LSTIJOZ,O,O,X,O,X,O,X
LSTIZJO,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,O,X
LSTIOZJ,X,X,X,X,X,X,X
LSTJIZO,O,X,X,O,X,X,X
LSTJIOZ,O,O,X,O,X,O,X
LSTJZIO,O,X,X,O,X,X,X
LSTJZOI,O,X,X,O,X,X,X
LSTJOIZ,O,O,X,O,X,O,X
LSTJOZI,O,X,X,O,X,X,X
LSTZIJO,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,O
LSTZJIO,X,X,X,O,X,X,X
LSTZJOI,X,X,X,O,X,X,X
LSTZOIJ,X,X,X,X,X,X,O
LSTZOJI,X,X,X,O,X,X,X
LSTOIJZ,O,O,X,O,X,O,X
LSTOIZJ,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,O,X,O,X
LSTOJZI,O,X,X,O,X,X,X
LSTOZIJ,X,X,X,X,X,X,O
LSTOZJI,X,X,X,O,X,X,X
LSITJZO,O,X,X,O,X,X,X
LSITJOZ,O,O,X,O,X,O,X
LSITZJO,X,X,X,X,O,X,X
LSITZOJ,X,X,X,X,O,X,X
LSITOJZ,O,O,X,O,X,O,X
LSITOZJ,X,X,X,X,X,X,X
LSIJTZO,X,X,X,O,X,X,X
LSIJTOZ,X,O,X,O,X,O,X
LSIJZTO,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,X,X,X
LSIJOTZ,X,O,O,O,X,O,X
LSIJOZT,X,O,O,X,X,X,X
LSIZTJO,X,X,X,X,O,X,X
LSIZTOJ,X,X,X,X,O,X,O
LSIZJTO,X,X,X,X,X,X,X
LSIZJOT,X,O,X,X,X,X,O
LSIZOTJ,X,X,X,X,X,X,O
LSIZOJT,X,O,X,X,X,X,O
