sequence,v115@RhB8DeE8DeE8Je1FJvhFxhBTjBCnBmqB/pBUqB,v115@RhB8DeE8DeE8JezAJvhFRiBSoB3mB0qBmpBlpB,v115@RhB8DeE8DeE8JeUAJvhFRhBSnBTjBVrB2vB/pB,v115@RhB8DeE8DeE8JeRAJvhFGiBTjBlmBiqB/pB0qB,v115@RhB8DeE8DeE8JeFAJvhFxhBTjBcqBerBCnB/pB,v115@RhB8DeE8DeE8JexBJvhFTjBmlBCnB0qB/pBFqB,v115@RhB8DeE8DeE8JefGJvhFxhBTjBCnB0qBmpBlpB,v115@RhB8DeE8DeE8JeGCJvhFTjBxkBlmB/qBarB0pB,v115@RhB8DeE8DeE8Je2EJvhFfmBSnBTjBUlBlmBRvB,v115@RhB8DeE8DeE8JeFAJvhFGjBUmBRnBTqB/pBirB,v115@RhB8DeE8DeE8JeTDJvhFmkBfrBxmBCnB0pBlqB
IOTJSZL,X,X,O,X,X,X,X,O,X,X,X
IOTJZLS,X,X,O,X,X,X,X,O,X,X,X
IOTJZSL,X,X,O,X,X,X,X,O,X,O,X
IOTSLJZ,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,X,O,X,X,O
IOTSJZL,X,X,X,X,X,X,X,O,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,X,X,X,X,X,X,X,O,X,X,X
IOTZJSL,X,X,X,X,X,X,X,O,X,O,X
IOTZSLJ,X,X,X,X,X,X,X,X,X,O,X
IOTZSJL,X,X,X,X,X,X,X,X,X,O,X
IOLTJSZ,O,X,O,O,X,X,X,O,O,X,X
IOLTJZS,O,X,O,O,O,X,X,O,X,X,X
IOLTSJZ,X,X,X,O,X,X,X,X,O,X,X
IOLTSZJ,X,X,X,O,X,X,X,X,X,X,X
IOLTZJS,X,X,X,O,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,O,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,O,X,X
IOLJTZS,O,X,X,X,O,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,X,O,X,X
IOLJSZT,O,X,X,X,O,X,X,X,O,X,X
IOLJZTS,O,X,X,X,O,O,X,X,X,X,X
IOLJZST,O,X,X,X,O,O,X,X,O,O,X
IOLSTJZ,X,X,X,X,X,X,X,X,O,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,X,X,X,O,X,O
IOLSJZT,O,X,X,X,O,X,X,X,O,X,O
IOLSZTJ,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,X,X,X,X,X,O,X,X,O,X,X
IOLZTJS,X,X,X,X,X,O,X,X,X,X,X
IOLZTSJ,X,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,X,O,O,X,X,X,X,X
IOLZJST,O,X,X,X,O,O,X,X,O,O,X
IOLZSTJ,X,X,X,X,X,X,O,X,X,O,X
IOLZSJT,X,X,X,X,X,O,O,X,O,O,X
IOJTLSZ,O,X,O,O,X,X,X,O,X,X,X
IOJTLZS,O,X,O,O,X,X,X,O,X,X,X
IOJTSLZ,X,X,O,X,X,X,X,O,X,X,X
IOJTSZL,X,X,O,X,X,X,X,O,X,X,X
IOJTZLS,X,X,O,X,X,X,X,O,X,X,X
IOJTZSL,X,X,O,X,X,X,X,O,X,O,X
IOJLTSZ,O,X,X,X,X,X,X,X,O,X,X
IOJLTZS,O,X,X,X,O,X,X,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,X,O,X,X
IOJLSZT,O,X,X,X,O,X,X,X,O,X,X
IOJLZTS,O,X,X,X,O,X,X,X,X,X,X
IOJLZST,O,X,X,X,O,X,X,X,O,O,X
IOJSTLZ,X,X,X,X,X,X,X,X,X,X,O
IOJSTZL,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,X,X,O
IOJSLZT,X,X,X,X,X,X,X,X,X,X,O
IOJSZTL,X,X,X,X,X,X,X,X,X,O,X
IOJSZLT,X,X,X,X,X,X,X,X,X,O,O
IOJZTLS,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,X,X,X,X,X,X,O,X
IOJZLTS,X,X,X,X,O,X,X,X,X,X,X
IOJZLST,X,X,X,X,O,X,X,X,X,O,X
IOJZSTL,X,X,X,X,X,X,X,X,X,O,X
IOJZSLT,X,X,X,X,X,X,X,X,X,O,X
IOSTLJZ,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,X,O,X,X,O
IOSTJZL,X,X,X,X,X,X,X,O,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,X,O
IOSLJZT,X,X,X,X,X,X,X,X,X,X,O
IOSLZTJ,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,X,X,X,X,O
IOSJTZL,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X,X,O
IOSJLZT,X,X,X,X,X,X,X,X,X,X,O
IOSJZTL,X,X,X,X,X,X,X,X,X,O,X
IOSJZLT,X,X,X,X,X,X,X,X,X,O,O
IOSZTLJ,X,X,X,X,X,X,X,X,X,O,X
IOSZTJL,X,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,O,X
IOSZLJT,X,X,X,X,X,X,X,X,X,O,X
IOSZJTL,X,X,X,X,X,X,X,X,X,O,X
IOSZJLT,X,X,X,X,X,X,X,X,X,O,O
IOZTLJS,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,X,X,X,X,X,O,X,X,X
IOZTJSL,X,X,X,X,X,X,X,O,X,O,X
IOZTSLJ,X,X,X,X,X,X,X,X,X,O,X
IOZTSJL,X,X,X,X,X,X,X,X,X,O,X
IOZLTJS,X,X,X,X,X,O,X,X,X,X,X
IOZLTSJ,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,O,X,X,X,X,X
IOZLJST,X,X,X,X,X,O,X,X,X,O,X
IOZLSTJ,X,X,X,X,X,X,O,X,X,O,X
IOZLSJT,X,X,X,X,X,O,O,X,X,O,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,O,X
IOZJLTS,X,X,X,X,O,O,X,X,X,X,X
IOZJLST,X,X,X,X,O,O,X,X,X,O,X
IOZJSTL,X,X,X,X,X,X,X,X,X,O,X
IOZJSLT,X,X,X,X,X,X,X,X,X,O,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,O,X
IOZSTJL,X,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,X,X,O,X,X,O,X
IOZSLJT,X,X,X,X,X,X,O,X,X,O,X
IOZSJTL,X,X,X,X,X,X,X,X,X,O,X
IOZSJLT,X,X,X,X,X,X,X,X,X,O,O
LTIJSZO,O,X,O,O,X,X,X,X,X,X,X
LTIJSOZ,O,X,O,O,X,X,X,X,O,X,X
LTIJZSO,O,X,O,O,O,X,X,X,X,X,X
LTIJZOS,O,X,O,O,O,X,X,X,X,X,X
LTIJOSZ,O,X,O,O,X,X,X,O,O,X,X
LTIJOZS,O,X,O,O,O,X,X,O,X,X,X
LTISJZO,X,X,X,O,X,X,X,X,X,X,X
LTISJOZ,X,X,X,O,X,X,X,X,O,X,X
LTISZJO,X,O,X,O,X,X,X,X,X,X,X
LTISZOJ,X,O,X,O,X,X,X,X,X,X,X
LTISOJZ,X,X,X,O,X,X,X,X,O,X,X
LTISOZJ,X,X,X,O,X,X,X,X,X,X,X
LTIZJSO,X,X,X,O,X,O,X,X,X,X,X
LTIZJOS,X,X,X,O,X,O,X,X,X,X,X
LTIZSJO,X,O,X,O,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,O,X,X,X,X,X,X,X
LTIZOJS,X,X,X,O,X,O,X,X,X,X,X
LTIZOSJ,X,X,X,O,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,O,X,X,X,O,O,X,X
LTIOJZS,O,X,O,O,O,X,X,O,X,X,X
LTIOSJZ,X,X,X,O,X,X,X,X,O,X,X
LTIOSZJ,X,X,X,O,X,X,X,X,X,X,X
LTIOZJS,X,X,X,O,X,O,X,X,X,X,X
LTIOZSJ,X,X,X,O,X,X,X,X,X,X,X
LTJISZO,O,X,O,O,X,X,X,X,X,X,X
LTJISOZ,O,X,O,O,X,X,X,X,O,X,X
LTJIZSO,O,X,O,O,O,X,X,X,X,X,X
LTJIZOS,O,X,O,O,O,X,X,X,X,X,X
LTJIOSZ,O,X,O,O,X,X,X,O,O,X,X
LTJIOZS,O,X,O,O,O,X,X,O,X,X,X
LTJSIZO,O,X,O,O,X,X,X,X,X,X,X
LTJSIOZ,O,X,O,O,X,X,X,X,X,X,X
LTJSZIO,O,X,O,O,X,X,X,X,X,X,X
LTJSZOI,O,X,O,O,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,O,X,X,X,X,X,X,X
LTJSOZI,O,X,O,O,X,X,X,X,X,X,X
LTJZISO,O,X,O,O,O,X,X,X,X,X,X
LTJZIOS,O,X,O,O,O,X,X,X,X,X,X
LTJZSIO,O,X,O,O,O,X,X,X,X,X,X
LTJZSOI,O,X,O,O,O,X,X,X,X,X,X
LTJZOIS,O,X,O,O,O,X,X,X,X,X,X
LTJZOSI,O,X,O,O,O,X,X,X,X,X,X
LTJOISZ,O,X,O,O,X,X,X,O,O,X,X
LTJOIZS,O,X,O,O,O,X,X,O,X,X,X
LTJOSIZ,O,X,O,O,X,X,X,X,X,X,X
LTJOSZI,O,X,O,O,X,X,X,X,X,X,X
LTJOZIS,O,X,O,O,O,X,X,X,X,X,X
LTJOZSI,O,X,O,O,O,X,X,X,X,X,X
LTSIJZO,X,X,X,O,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,O,X,X,X,X,X,X,X
LTSIZJO,X,O,X,O,X,X,X,X,X,X,X
LTSIZOJ,X,O,X,O,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,O,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,O,X,X,X,X,X,X,X
LTSJIZO,X,X,O,O,X,X,X,X,X,X,X
LTSJIOZ,X,X,O,O,X,X,X,X,X,X,X
LTSJZIO,X,X,O,O,X,X,X,X,X,X,X
LTSJZOI,X,X,O,O,X,X,X,X,X,X,X
LTSJOIZ,X,X,O,O,X,X,X,X,X,X,X
LTSJOZI,X,X,O,O,X,X,X,X,X,X,X
LTSZIJO,X,O,X,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,X,O,X,X,X,X,X,X,X
LTSZJIO,X,O,X,O,X,X,X,X,X,X,X
LTSZJOI,X,O,X,O,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,O,X,X,X,X,X,X,X
LTSZOJI,X,O,X,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,O,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,X,X,O,O,X,X,X,X,X,X,X
LTSOJZI,X,X,O,O,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,O,X,X,X,X,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X,X,X
LTZIJSO,X,X,X,O,X,O,X,X,X,X,X
LTZIJOS,X,X,X,O,X,O,X,X,X,X,X
LTZISJO,X,O,X,O,X,X,X,X,X,X,X
LTZISOJ,X,O,X,O,X,X,X,X,X,X,X
LTZIOJS,X,X,X,O,X,O,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,X,X,X
LTZJISO,X,X,O,O,X,O,X,X,X,X,X
LTZJIOS,X,X,O,O,X,O,X,X,X,X,X
LTZJSIO,X,X,O,O,X,O,X,X,X,X,X
LTZJSOI,X,X,O,O,X,O,X,X,X,X,X
LTZJOIS,X,X,O,O,X,O,X,X,X,X,X
LTZJOSI,X,X,O,O,X,O,X,X,X,X,X
LTZSIJO,X,O,X,O,X,X,O,X,X,X,X
LTZSIOJ,X,O,X,O,X,X,O,X,X,X,X
LTZSJIO,X,O,X,O,X,X,O,X,X,X,X
LTZSJOI,X,O,X,O,X,X,O,X,X,X,X
LTZSOIJ,X,O,X,O,X,X,O,X,X,X,X
LTZSOJI,X,O,X,O,X,X,O,X,X,X,X
LTZOIJS,X,X,X,O,X,O,X,X,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,X,X,X
LTZOJIS,X,X,O,O,X,O,X,X,X,X,X
LTZOJSI,X,X,O,O,X,O,X,X,X,X,X
LTZOSIJ,X,X,X,O,X,X,O,X,X,X,X
LTZOSJI,X,X,X,O,X,X,O,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,O,O,X,X
LTOIJZS,O,X,O,O,O,X,X,O,X,X,X
LTOISJZ,X,X,X,O,X,X,X,X,O,X,X
LTOISZJ,X,X,X,O,X,X,X,X,X,X,X
LTOIZJS,X,X,X,O,X,O,X,X,X,X,X
LTOIZSJ,X,X,X,O,X,X,X,X,X,X,X
LTOJISZ,O,X,O,O,X,X,X,O,O,X,X
LTOJIZS,O,X,O,O,O,X,X,O,X,X,X
LTOJSIZ,O,X,O,O,X,X,X,X,X,X,X
LTOJSZI,O,X,O,O,X,X,X,X,X,X,X
LTOJZIS,O,X,O,O,O,X,X,X,X,X,X
LTOJZSI,O,X,O,O,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,O,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,X,X,O,O,X,X,X,X,X,X,X
LTOSJZI,X,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,X,X,X,X,X
LTOSZJI,X,X,X,O,X,X,X,X,X,X,X
LTOZIJS,X,X,X,O,X,O,X,X,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,X,X,X
LTOZJIS,X,X,O,O,X,O,X,X,X,X,X
LTOZJSI,X,X,O,O,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,O,X,X,O,X,X,X,X
LTOZSJI,X,X,X,O,X,X,O,X,X,X,X
LITJSZO,O,X,O,O,X,X,X,X,X,X,X
LITJSOZ,O,X,O,O,X,X,X,X,O,X,X
LITJZSO,O,X,O,O,O,X,X,X,X,X,X
LITJZOS,O,X,O,O,O,X,X,X,X,X,X
LITJOSZ,O,X,O,O,X,X,X,O,O,X,X
LITJOZS,O,X,O,O,O,X,X,O,X,X,X
LITSJZO,X,X,X,O,X,X,X,X,X,X,X
LITSJOZ,X,X,X,O,X,X,X,X,O,X,X
LITSZJO,X,O,X,O,X,X,X,X,X,X,X
LITSZOJ,X,O,X,O,X,X,X,X,X,X,X
LITSOJZ,X,X,X,O,X,X,X,X,O,X,X
LITSOZJ,X,X,X,O,X,X,X,X,X,X,X
LITZJSO,X,X,X,O,X,O,X,X,X,X,X
LITZJOS,X,X,X,O,X,O,X,X,X,X,X
LITZSJO,X,O,X,O,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,X,X,X,X,X,X,X
LITZOJS,X,X,X,O,X,O,X,X,X,X,X
LITZOSJ,X,X,X,O,X,X,X,X,X,X,X
LITOJSZ,O,X,O,O,X,X,X,O,O,X,X
LITOJZS,O,X,O,O,O,X,X,O,X,X,X
LITOSJZ,X,X,X,O,X,X,X,X,O,X,X
LITOSZJ,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,O,X,O,X,X,X,X,X
LITOZSJ,X,X,X,O,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,O,X,X
LIJTZSO,O,X,X,X,O,X,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,O,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,O,X,X,X,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X,O,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,O,X,X
LIJSOZT,O,X,X,X,O,X,X,X,O,X,X
LIJZTSO,O,X,X,X,O,O,X,X,X,X,X
LIJZTOS,O,X,X,X,O,O,X,X,X,X,X
LIJZSTO,O,O,X,X,O,O,X,X,X,X,X
LIJZSOT,O,O,X,X,O,O,X,X,O,X,X
LIJZOTS,O,X,X,X,O,O,X,X,X,X,X
LIJZOST,O,X,X,X,O,O,X,X,O,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,O,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,O,X,X
LIJOSZT,O,X,X,X,O,X,X,X,O,X,X
LIJOZTS,O,X,X,X,O,O,X,X,X,X,X
LIJOZST,O,X,X,X,O,O,X,X,O,O,X
LISTJZO,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,X,O,X,X
LISTZJO,X,O,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,O,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,O,X,X
LISJZTO,O,O,X,X,O,X,X,X,X,X,X
LISJZOT,O,O,X,X,O,X,X,X,O,X,X
LISJOTZ,O,X,X,X,X,X,X,X,O,X,O
LISJOZT,O,X,X,X,O,X,X,X,O,X,O
LISZTJO,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,X,O,X,X,O,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,O,X,X,O,X,X
LISOTJZ,X,X,X,X,X,X,X,X,O,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,O,X,O
LISOJZT,O,X,X,X,O,X,X,X,O,X,O
LISOZTJ,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,O,X,X,O,X,X
LIZTJSO,X,X,X,X,X,O,X,X,X,X,X
LIZTJOS,X,X,X,X,X,O,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,O,O,X,X,X,X,X
LIZJTOS,O,X,X,X,O,O,X,X,X,X,X
LIZJSTO,O,O,X,X,O,O,X,X,X,X,X
LIZJSOT,O,O,X,X,O,O,X,X,O,X,X
LIZJOTS,O,X,X,X,O,O,X,X,X,X,X
LIZJOST,O,X,X,X,O,O,X,X,O,X,X
LIZSTJO,X,O,X,X,X,X,O,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,O,X,X,X,X
LIZSJTO,X,O,X,X,X,O,O,X,X,X,X
LIZSJOT,X,O,X,X,X,O,O,X,O,X,X
LIZSOTJ,X,O,X,X,X,X,O,X,X,X,X
LIZSOJT,X,O,X,X,X,O,O,X,O,X,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,O,O,X,X,X,X,X
LIZOJST,O,X,X,X,O,O,X,X,O,X,X
LIZOSTJ,X,O,X,X,X,X,O,X,X,X,X
LIZOSJT,X,O,X,X,X,O,O,X,O,X,X
LIOTJSZ,O,X,O,O,X,X,X,O,O,X,X
LIOTJZS,O,X,O,O,O,X,X,O,X,X,X
LIOTSJZ,X,X,X,O,X,X,X,X,O,X,X
LIOTSZJ,X,X,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,O,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,O,X,X
LIOJTZS,O,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,O,X,X
LIOJSZT,O,X,X,X,O,X,X,X,O,X,X
LIOJZTS,O,X,X,X,O,O,X,X,X,X,X
LIOJZST,O,X,X,X,O,O,X,X,O,O,X
LIOSTJZ,X,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,O
LIOSJZT,O,X,X,X,O,X,X,X,O,X,O
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,O,X,X,O,X,X
LIOZTJS,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,O,O,X,X,X,X,X
LIOZJST,O,X,X,X,O,O,X,X,O,O,X
LIOZSTJ,X,O,X,X,X,X,O,X,X,O,X
LIOZSJT,X,O,X,X,X,O,O,X,O,O,X
LJTISZO,O,X,O,O,X,X,X,X,X,X,X
LJTISOZ,O,X,O,O,X,X,X,X,O,X,X
LJTIZSO,O,X,O,O,O,X,X,X,X,X,X
LJTIZOS,O,X,O,O,O,X,X,X,X,X,X
LJTIOSZ,O,X,O,O,X,X,X,O,O,X,X
LJTIOZS,O,X,O,O,O,X,X,O,X,X,X
LJTSIZO,O,X,O,O,X,X,X,X,X,X,X
LJTSIOZ,O,X,O,O,X,X,X,X,X,X,X
LJTSZIO,O,X,O,O,X,X,X,X,X,X,X
LJTSZOI,O,X,O,O,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,O,X,X,X,X,X,X,X
LJTSOZI,O,X,O,O,X,X,X,X,X,X,X
LJTZISO,O,X,O,O,O,X,X,X,X,X,X
LJTZIOS,O,X,O,O,O,X,X,X,X,X,X
LJTZSIO,O,X,O,O,O,X,X,X,X,X,X
LJTZSOI,O,X,O,O,O,X,X,X,X,X,X
LJTZOIS,O,X,O,O,O,X,X,X,X,X,X
LJTZOSI,O,X,O,O,O,X,X,X,X,X,X
LJTOISZ,O,X,O,O,X,X,X,O,O,X,X
LJTOIZS,O,X,O,O,O,X,X,O,X,X,X
LJTOSIZ,O,X,O,O,X,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,O,X,X,X,X,X,X
LJTOZSI,O,X,O,O,O,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,O,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,O,X,X
LJITOZS,O,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,O,X,X,X,X,X,X
LJISZOT,O,O,X,X,O,X,X,X,O,X,X
LJISOTZ,O,X,X,X,X,X,X,X,O,X,X
LJISOZT,O,X,X,X,O,X,X,X,O,X,X
LJIZTSO,O,X,X,X,O,O,X,X,X,X,X
LJIZTOS,O,X,X,X,O,O,X,X,X,X,X
LJIZSTO,O,O,X,X,O,O,X,X,X,X,X
LJIZSOT,O,O,X,X,O,O,X,X,O,X,X
LJIZOTS,O,X,X,X,O,O,X,X,X,X,X
LJIZOST,O,X,X,X,O,O,X,X,O,X,X
LJIOTSZ,O,X,X,X,X,X,X,X,O,X,X
LJIOTZS,O,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,O,X,X
LJIOSZT,O,X,X,X,O,X,X,X,O,X,X
LJIOZTS,O,X,X,X,O,O,X,X,X,X,X
LJIOZST,O,X,X,X,O,O,X,X,O,O,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,O,X,X
LJSIZTO,O,O,X,X,O,X,X,X,X,X,X
LJSIZOT,O,O,X,X,O,X,X,X,O,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,O,X,O
LJSIOZT,O,X,X,X,O,X,X,X,O,X,O
LJSZTIO,O,O,X,X,O,X,X,X,X,X,X
LJSZTOI,O,O,X,X,O,X,X,X,X,X,X
LJSZITO,O,O,X,X,O,X,X,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,O,X,O
LJSOIZT,O,X,X,X,O,X,X,X,O,X,O
LJSOZTI,O,X,X,X,O,X,X,X,X,X,X
LJSOZIT,O,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,X,X,X,O,O,X,X,X,X,X
LJZTIOS,O,X,X,X,O,O,X,X,X,X,X
LJZTSIO,O,X,X,X,O,O,X,X,X,X,X
LJZTSOI,O,X,X,X,O,O,X,X,X,X,X
LJZTOIS,O,X,X,X,O,O,X,X,X,X,X
LJZTOSI,O,X,X,X,O,O,X,X,X,X,X
LJZITSO,O,X,X,X,O,O,X,X,X,X,X
LJZITOS,O,X,X,X,O,O,X,X,X,X,X
LJZISTO,O,O,X,X,O,O,X,X,X,X,X
LJZISOT,O,O,X,X,O,O,X,X,O,X,X
LJZIOTS,O,X,X,X,O,O,X,X,X,X,X
LJZIOST,O,X,X,X,O,O,X,X,O,X,X
LJZSTIO,O,O,X,X,O,O,O,X,X,X,X
LJZSTOI,O,O,X,X,O,O,O,X,X,X,X
LJZSITO,O,O,X,X,O,O,O,X,X,X,X
LJZSIOT,O,O,X,X,O,O,O,X,X,X,X
LJZSOTI,O,O,X,X,O,O,O,X,X,X,X
LJZSOIT,O,O,X,X,O,O,O,X,X,X,X
LJZOTIS,O,X,X,X,O,O,X,X,X,X,X
LJZOTSI,O,X,X,X,O,O,X,X,X,X,X
LJZOITS,O,X,X,X,O,O,X,X,X,X,X
LJZOIST,O,X,X,X,O,O,X,X,O,X,X
LJZOSTI,O,X,X,X,O,O,O,X,X,X,X
LJZOSIT,O,X,X,X,O,O,O,X,X,X,X
LJOTISZ,O,X,O,O,X,X,X,O,O,X,X
LJOTIZS,O,X,O,O,O,X,X,O,X,X,X
