sequence,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?mhBziBqrBlsB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?6mBTiBeoBVxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Jex/IvhFlhB3iB?OpBilB8sBzrB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?lhBaoBTnBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflBlgB?iiB0mBznBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Je1GJvhFxkBznB?OpBilB8rB3sB
JZLSITO,X,X,O,O,X,X
JZLSIOT,X,X,O,O,X,X
JZLSOTI,X,X,O,O,X,X
JZLSOIT,X,X,O,O,X,X
JZLOTIS,X,X,O,X,X,X
JZLOTSI,X,X,O,X,X,X
JZLOITS,X,X,O,X,X,X
JZLOIST,X,X,O,X,X,X
JZLOSTI,X,X,O,X,X,X
JZLOSIT,X,X,O,X,X,X
JZSTILO,X,O,O,O,X,X
JZSTIOL,X,O,O,O,O,X
JZSTLIO,X,O,O,O,X,X
JZSTLOI,X,O,O,O,X,X
JZSTOIL,X,O,O,O,O,X
JZSTOLI,X,O,O,O,O,X
JZSITLO,X,O,O,O,X,X
JZSITOL,X,O,O,O,O,X
JZSILTO,X,O,O,O,X,X
JZSILOT,X,X,O,O,X,X
JZSIOTL,X,O,O,O,O,X
JZSIOLT,X,X,O,O,O,X
JZSLTIO,X,O,O,O,X,X
JZSLTOI,X,O,O,O,X,X
JZSLITO,X,O,O,O,X,X
JZSLIOT,X,X,O,O,X,X
JZSLOTI,X,X,O,O,X,X
JZSLOIT,X,X,O,O,X,X
JZSOTIL,X,O,O,O,O,X
JZSOTLI,X,O,O,O,O,X
JZSOITL,X,O,O,O,O,X
JZSOILT,X,X,O,O,O,X
JZSOLTI,X,X,O,O,O,X
JZSOLIT,X,X,O,O,O,X
JZOTILS,X,X,O,O,X,X
JZOTISL,X,X,O,O,X,X
JZOTLIS,X,X,O,O,X,X
JZOTLSI,X,X,O,O,X,X
JZOTSIL,X,X,O,O,X,X
JZOTSLI,X,X,O,O,X,X
JZOITLS,X,X,O,O,X,X
JZOITSL,X,X,O,O,X,X
JZOILTS,X,X,O,O,X,X
JZOILST,X,X,O,O,O,X
JZOISTL,X,X,O,O,O,X
JZOISLT,X,X,O,O,O,X
JZOLTIS,X,X,O,O,X,X
JZOLTSI,X,X,O,O,X,X
JZOLITS,X,X,O,O,X,X
JZOLIST,X,X,O,O,O,X
JZOLSTI,X,X,O,O,O,X
JZOLSIT,X,X,O,O,O,X
JZOSTIL,X,X,O,O,O,X
JZOSTLI,X,X,O,O,O,X
JZOSITL,X,X,O,O,O,X
JZOSILT,X,X,O,O,O,X
JZOSLTI,X,X,O,O,O,X
JZOSLIT,X,X,O,O,O,X
JOTILSZ,X,O,O,O,X,O
JOTILZS,X,O,O,O,X,O
JOTISLZ,X,O,X,O,X,O
JOTISZL,X,O,O,O,X,O
JOTIZLS,X,O,O,O,X,O
JOTIZSL,X,O,O,O,X,O
JOTLISZ,X,O,O,O,X,X
JOTLIZS,X,O,O,O,X,X
JOTLSIZ,X,O,O,O,X,X
JOTLSZI,X,O,O,O,X,X
JOTLZIS,X,O,O,O,X,X
JOTLZSI,X,O,O,O,X,X
JOTSILZ,X,O,X,O,X,X
JOTSIZL,X,O,O,O,X,X
JOTSLIZ,X,O,O,O,X,X
JOTSLZI,X,O,O,O,X,X
JOTSZIL,X,O,O,O,X,X
JOTSZLI,X,O,O,O,X,X
JOTZILS,X,O,O,O,X,X
JOTZISL,X,O,O,O,X,X
JOTZLIS,X,O,O,O,X,X
JOTZLSI,X,O,O,O,X,X
JOTZSIL,X,O,O,O,X,X
JOTZSLI,X,O,O,O,X,X
JOITLSZ,X,O,O,O,X,O
JOITLZS,X,O,O,O,X,O
JOITSLZ,X,O,X,O,X,O
JOITSZL,X,O,O,O,X,O
JOITZLS,X,O,O,O,X,O
JOITZSL,X,O,O,O,X,O
JOILTSZ,X,X,O,O,X,X
JOILTZS,X,X,O,O,X,X
JOILSTZ,X,X,O,O,X,X
JOILSZT,X,X,O,O,X,X
JOILZTS,X,X,O,O,X,X
JOILZST,X,X,O,O,X,X
JOISTLZ,X,O,X,O,X,X
JOISTZL,X,O,O,O,O,X
JOISLTZ,X,X,O,O,X,X
JOISLZT,X,X,O,O,X,X
JOISZTL,X,O,O,O,O,X
JOISZLT,X,X,O,O,O,X
JOIZTLS,X,X,O,O,X,X
JOIZTSL,X,X,O,O,X,X
JOIZLTS,X,X,O,O,X,X
JOIZLST,X,X,O,O,O,X
JOIZSTL,X,X,O,O,O,X
JOIZSLT,X,X,O,O,O,X
JOLTISZ,X,X,O,O,X,X
JOLTIZS,X,X,O,O,X,X
JOLTSIZ,X,X,O,O,X,X
JOLTSZI,X,X,O,O,X,X
JOLTZIS,X,X,O,O,X,X
JOLTZSI,X,X,O,O,X,X
JOLITSZ,X,X,O,O,X,X
JOLITZS,X,X,O,O,X,X
JOLISTZ,X,X,O,O,X,X
JOLISZT,X,X,O,O,X,X
JOLIZTS,X,X,O,O,X,X
JOLIZST,X,X,O,O,X,X
JOLSTIZ,X,X,O,O,X,X
JOLSTZI,X,X,O,O,X,X
JOLSITZ,X,X,O,O,X,X
JOLSIZT,X,X,O,O,X,X
JOLSZTI,X,X,O,O,X,X
JOLSZIT,X,X,O,O,X,X
JOLZTIS,X,X,O,O,X,X
JOLZTSI,X,X,O,O,X,X
JOLZITS,X,X,O,O,X,X
JOLZIST,X,X,O,O,X,X
JOLZSTI,X,X,O,O,X,X
JOLZSIT,X,X,O,O,X,X
JOSTILZ,X,O,X,O,X,X
JOSTIZL,X,O,O,O,O,X
JOSTLIZ,X,O,O,O,X,X
JOSTLZI,X,O,O,O,X,X
JOSTZIL,X,O,O,O,O,X
JOSTZLI,X,O,O,O,O,X
JOSITLZ,X,O,X,O,X,X
JOSITZL,X,O,O,O,O,X
JOSILTZ,X,X,O,O,X,X
JOSILZT,X,X,O,O,X,X
JOSIZTL,X,O,O,O,O,X
JOSIZLT,X,X,O,O,O,X
JOSLTIZ,X,X,O,O,X,X
JOSLTZI,X,X,O,O,X,X
JOSLITZ,X,X,O,O,X,X
JOSLIZT,X,X,O,O,X,X
JOSLZTI,X,X,O,O,X,X
JOSLZIT,X,X,O,O,X,X
JOSZTIL,X,O,O,O,O,X
JOSZTLI,X,O,O,O,O,X
JOSZITL,X,O,O,O,O,X
JOSZILT,X,X,O,O,O,X
JOSZLTI,X,X,O,O,O,X
JOSZLIT,X,X,O,O,O,X
JOZTILS,X,X,O,O,X,X
JOZTISL,X,X,O,O,X,X
JOZTLIS,X,X,O,O,X,X
JOZTLSI,X,X,O,O,X,X
JOZTSIL,X,X,O,O,X,X
JOZTSLI,X,X,O,O,X,X
JOZITLS,X,X,O,O,X,X
JOZITSL,X,X,O,O,X,X
JOZILTS,X,X,O,O,X,X
JOZILST,X,X,O,O,O,X
JOZISTL,X,X,O,O,O,X
JOZISLT,X,X,O,O,O,X
JOZLTIS,X,X,O,O,X,X
JOZLTSI,X,X,O,O,X,X
JOZLITS,X,X,O,O,X,X
JOZLIST,X,X,O,O,O,X
JOZLSTI,X,X,O,O,O,X
JOZLSIT,X,X,O,O,O,X
JOZSTIL,X,X,O,O,O,X
JOZSTLI,X,X,O,O,O,X
JOZSITL,X,X,O,O,O,X
JOZSILT,X,X,O,O,O,X
JOZSLTI,X,X,O,O,O,X
JOZSLIT,X,X,O,O,O,X
STILJZO,O,O,X,O,X,X
STILJOZ,O,O,X,O,X,X
STILZJO,O,O,X,O,X,X
STILZOJ,O,O,X,O,O,X
STILOJZ,O,O,X,X,X,X
STILOZJ,O,O,X,X,O,X
STIJLZO,O,O,X,O,X,X
STIJLOZ,O,O,X,O,X,X
STIJZLO,X,O,X,O,X,X
STIJZOL,X,O,X,O,O,X
STIJOLZ,O,O,X,O,X,X
STIJOZL,X,O,X,O,O,X
STIZLJO,O,O,X,O,X,X
STIZLOJ,O,O,X,O,O,X
STIZJLO,O,O,X,O,X,X
STIZJOL,X,O,X,O,O,X
STIZOLJ,O,O,X,O,O,X
STIZOJL,X,O,X,O,O,X
STIOLJZ,O,O,X,X,X,O
STIOLZJ,O,O,X,X,O,O
STIOJLZ,O,O,X,X,X,O
STIOJZL,X,O,X,X,O,O
STIOZLJ,O,O,X,X,O,O
STIOZJL,X,O,X,X,O,O
STLIJZO,O,O,X,O,X,X
STLIJOZ,O,O,X,O,X,X
STLIZJO,O,O,X,O,X,X
STLIZOJ,O,O,X,O,O,X
STLIOJZ,O,O,X,X,X,X
STLIOZJ,O,O,X,X,O,X
STLJIZO,O,O,X,O,X,X
STLJIOZ,O,O,X,O,X,X
STLJZIO,O,O,X,O,X,X
STLJZOI,O,O,X,O,X,X
STLJOIZ,O,O,X,O,X,X
STLJOZI,O,O,X,O,X,X
STLZIJO,O,O,X,O,X,X
STLZIOJ,O,O,X,O,O,X
STLZJIO,O,O,X,O,X,X
STLZJOI,O,O,X,O,X,X
STLZOIJ,O,O,X,O,O,X
STLZOJI,O,O,X,X,O,X
STLOIJZ,O,O,X,X,X,X
STLOIZJ,O,O,X,X,O,X
STLOJIZ,O,O,X,X,X,X
STLOJZI,O,O,X,X,X,X
STLOZIJ,O,O,X,X,O,X
STLOZJI,O,O,X,X,O,X
STJILZO,O,O,X,O,X,X
STJILOZ,O,O,X,O,X,X
STJIZLO,X,O,X,O,X,X
STJIZOL,X,O,X,O,O,X
STJIOLZ,O,O,X,O,X,X
STJIOZL,X,O,X,O,O,X
STJLIZO,O,O,X,O,X,X
STJLIOZ,O,O,X,O,X,X
STJLZIO,O,O,X,O,X,X
STJLZOI,O,O,X,O,X,X
STJLOIZ,O,O,X,O,X,X
STJLOZI,O,O,X,O,X,X
STJZILO,X,O,X,O,X,X
STJZIOL,X,O,X,O,O,X
STJZLIO,X,O,X,O,X,X
STJZLOI,X,O,X,O,X,X
STJZOIL,X,O,X,O,O,X
STJZOLI,X,O,X,O,O,X
STJOILZ,O,O,X,O,X,X
STJOIZL,X,O,X,O,O,X
STJOLIZ,O,O,X,O,X,X
STJOLZI,O,O,X,O,X,X
STJOZIL,X,O,X,O,O,X
STJOZLI,X,O,X,O,O,X
STZILJO,O,O,X,O,X,X
STZILOJ,O,O,X,O,O,X
STZIJLO,O,O,X,O,X,X
STZIJOL,X,O,X,O,O,X
STZIOLJ,O,O,X,O,O,X
STZIOJL,X,O,X,O,O,X
STZLIJO,O,O,X,O,X,X
STZLIOJ,O,O,X,O,O,X
STZLJIO,O,O,X,O,X,X
STZLJOI,O,O,X,O,X,X
STZLOIJ,O,O,X,O,O,X
STZLOJI,O,O,X,X,O,X
STZJILO,O,O,X,O,X,X
STZJIOL,X,O,X,O,O,X
STZJLIO,O,O,X,O,X,X
STZJLOI,O,O,X,O,X,X
STZJOIL,X,O,X,O,O,X
STZJOLI,X,O,X,O,O,X
STZOILJ,O,O,X,O,O,X
STZOIJL,X,O,X,O,O,X
STZOLIJ,O,O,X,O,O,X
STZOLJI,O,O,X,X,O,X
STZOJIL,X,O,X,O,O,X
STZOJLI,X,O,X,O,O,X
STOILJZ,O,O,X,X,X,O
STOILZJ,O,O,X,X,O,O
STOIJLZ,O,O,X,X,X,O
STOIJZL,X,O,X,X,O,O
STOIZLJ,O,O,X,X,O,O
STOIZJL,X,O,X,X,O,O
STOLIJZ,O,O,X,X,X,X
STOLIZJ,O,O,X,X,O,X
STOLJIZ,O,O,X,X,X,X
STOLJZI,O,O,X,X,X,X
STOLZIJ,O,O,X,X,O,X
STOLZJI,O,O,X,X,O,X
STOJILZ,O,O,X,X,X,X
STOJIZL,X,O,X,X,O,X
STOJLIZ,O,O,X,X,X,X
STOJLZI,O,O,X,X,X,X
STOJZIL,X,O,X,X,O,X
STOJZLI,X,O,X,X,O,X
STOZILJ,O,O,X,X,O,X
STOZIJL,X,O,X,X,O,X
STOZLIJ,O,O,X,X,O,X
STOZLJI,O,O,X,X,O,X
STOZJIL,X,O,X,X,O,X
STOZJLI,X,O,X,X,O,X
SITLJZO,O,O,X,O,X,X
SITLJOZ,O,O,X,O,X,X
SITLZJO,O,O,X,O,X,X
SITLZOJ,O,O,X,O,O,X
SITLOJZ,O,O,X,X,X,X
SITLOZJ,O,O,X,X,O,X
SITJLZO,O,O,X,O,X,X
SITJLOZ,O,O,X,O,X,X
SITJZLO,X,O,X,O,X,X
SITJZOL,X,O,X,O,O,X
SITJOLZ,O,O,X,O,X,X
SITJOZL,X,O,X,O,O,X
SITZLJO,O,O,X,O,X,X
SITZLOJ,O,O,X,O,O,X
SITZJLO,O,O,X,O,X,X
SITZJOL,X,O,X,O,O,X
SITZOLJ,O,O,X,O,O,X
SITZOJL,X,O,X,O,O,X
SITOLJZ,O,O,X,X,X,O
SITOLZJ,O,O,X,X,O,O
SITOJLZ,O,O,X,X,X,O
SITOJZL,X,O,X,X,O,O
SITOZLJ,O,O,X,X,O,O
SITOZJL,X,O,X,X,O,O
SILTJZO,O,O,X,O,X,X
SILTJOZ,O,O,X,O,X,X
SILTZJO,O,O,X,O,X,X
SILTZOJ,O,O,X,O,O,X
SILTOJZ,O,O,X,X,X,X
SILTOZJ,O,O,X,X,O,X
SILJTZO,O,O,X,O,X,X
SILJTOZ,O,O,X,O,X,X
SILJZTO,O,O,X,O,X,X
SILJZOT,O,X,X,O,X,X
SILJOTZ,O,X,X,O,X,X
SILJOZT,O,X,X,O,X,X
SILZTJO,O,O,X,O,X,X
SILZTOJ,O,O,X,O,O,X
SILZJTO,O,O,X,O,X,X
SILZJOT,O,X,X,O,X,X
SILZOTJ,O,X,X,O,O,X
SILZOJT,O,X,X,O,O,X
SILOTJZ,O,X,X,X,X,X
SILOTZJ,O,X,X,X,O,X
SILOJTZ,O,X,X,O,X,X
SILOJZT,O,X,X,O,X,X
SILOZTJ,O,X,X,O,O,X
SILOZJT,O,X,X,O,O,X
SIJTLZO,O,O,X,O,X,X
SIJTLOZ,O,O,X,O,X,X
SIJTZLO,X,O,X,O,X,X
SIJTZOL,X,O,X,O,O,X
SIJTOLZ,O,O,X,O,X,X
SIJTOZL,X,O,X,O,O,X
SIJLTZO,O,O,X,O,X,X
SIJLTOZ,O,O,X,O,X,X
SIJLZTO,O,O,X,O,X,X
SIJLZOT,O,X,X,O,X,X
SIJLOTZ,O,X,X,O,X,X
SIJLOZT,O,X,X,O,X,X
SIJZTLO,O,O,X,O,X,X
SIJZTOL,X,O,X,O,O,X
SIJZLTO,O,O,X,O,X,X
SIJZLOT,O,X,X,O,X,X
SIJZOTL,X,O,X,O,O,X
SIJZOLT,O,X,X,O,O,X
SIJOTLZ,X,O,X,O,X,X
SIJOTZL,X,O,X,O,O,X
SIJOLTZ,X,X,X,O,X,X
SIJOLZT,X,X,X,O,X,X
SIJOZTL,X,O,X,O,O,X
SIJOZLT,X,X,X,O,O,X
SIZTLJO,O,O,X,O,X,X
SIZTLOJ,O,O,X,O,O,X
SIZTJLO,O,O,X,O,X,X
SIZTJOL,X,O,X,O,O,X
SIZTOLJ,O,O,X,O,O,X
SIZTOJL,X,O,X,O,O,X
SIZLTJO,O,O,X,O,X,X
SIZLTOJ,O,O,X,O,O,X
SIZLJTO,O,O,X,O,X,X
SIZLJOT,O,X,X,O,X,X
SIZLOTJ,O,X,X,O,O,X
SIZLOJT,O,X,X,O,O,X
SIZJTLO,O,O,X,O,X,X
SIZJTOL,X,O,X,O,O,X
SIZJLTO,O,O,X,O,X,X
SIZJLOT,O,X,X,O,X,X
SIZJOTL,X,O,X,O,O,X
SIZJOLT,O,X,X,O,O,X
SIZOTLJ,X,O,X,O,O,X
SIZOTJL,X,O,X,O,O,X
SIZOLTJ,O,X,X,O,O,X
SIZOLJT,O,X,X,O,O,X
SIZOJTL,X,O,X,O,O,X
SIZOJLT,O,X,X,O,O,X
SIOTLJZ,O,O,X,X,X,O
SIOTLZJ,O,O,X,X,O,O
SIOTJLZ,O,O,X,X,X,O
SIOTJZL,X,O,X,X,O,O
SIOTZLJ,O,O,X,X,O,O
SIOTZJL,X,O,X,X,O,O
SIOLTJZ,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,X
SIOLJTZ,O,X,X,O,X,X
SIOLJZT,O,X,X,O,X,X
SIOLZTJ,O,X,X,O,O,X
SIOLZJT,O,X,X,O,O,X
SIOJTLZ,X,O,X,O,X,X
SIOJTZL,X,O,X,O,O,X
SIOJLTZ,X,X,X,O,X,X
SIOJLZT,X,X,X,O,X,X
SIOJZTL,X,O,X,O,O,X
SIOJZLT,X,X,X,O,O,X
SIOZTLJ,X,O,X,O,O,X
SIOZTJL,X,O,X,O,O,X
SIOZLTJ,O,X,X,O,O,X
SIOZLJT,O,X,X,O,O,X
SIOZJTL,X,O,X,O,O,X
SIOZJLT,O,X,X,O,O,X
SLTIJZO,O,O,X,O,X,X
SLTIJOZ,O,O,X,O,X,X
SLTIZJO,O,O,O,O,X,X
SLTIZOJ,O,O,O,O,O,X
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,O,O,O,X,O,X
SLTJIZO,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,X,X
SLTJZIO,O,O,O,O,X,X
SLTJZOI,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,X,X
SLTJOZI,O,O,O,O,X,X
SLTZIJO,O,O,O,O,X,X
SLTZIOJ,O,O,O,O,O,X
SLTZJIO,O,O,O,O,X,X
SLTZJOI,O,O,O,O,X,X
SLTZOIJ,O,O,O,O,O,X
SLTZOJI,O,O,O,X,O,X
SLTOIJZ,O,O,X,X,X,X
SLTOIZJ,O,O,O,X,O,X
SLTOJIZ,O,O,O,X,X,X
SLTOJZI,O,O,O,X,X,X
SLTOZIJ,O,O,O,X,O,X
SLTOZJI,O,O,O,X,O,X
SLITJZO,O,O,X,O,X,X
SLITJOZ,O,O,X,O,X,X
SLITZJO,O,O,O,O,X,X
SLITZOJ,O,O,O,O,O,X
SLITOJZ,O,O,X,X,X,X
SLITOZJ,O,O,O,X,O,X
SLIJTZO,O,O,X,O,X,X
SLIJTOZ,O,O,X,O,X,X
SLIJZTO,O,O,X,O,X,X
SLIJZOT,O,X,X,O,X,X
SLIJOTZ,O,X,X,O,X,X
SLIJOZT,O,X,X,O,X,X
SLIZTJO,O,O,O,O,X,X
SLIZTOJ,O,O,O,O,O,X
SLIZJTO,O,O,O,O,X,X
SLIZJOT,O,X,X,O,X,X
SLIZOTJ,O,X,O,O,O,X
SLIZOJT,O,X,O,O,O,X
SLIOTJZ,O,X,X,X,X,X
SLIOTZJ,O,X,O,X,O,X
SLIOJTZ,O,X,X,O,X,X
SLIOJZT,O,X,X,O,X,X
SLIOZTJ,O,X,O,O,O,X
SLIOZJT,O,X,O,O,O,X
SLJTIZO,O,O,O,O,X,X
SLJTIOZ,O,O,O,O,X,X
SLJTZIO,O,O,O,O,X,X
SLJTZOI,O,O,O,O,X,X
SLJTOIZ,O,O,O,O,X,X
SLJTOZI,O,O,O,O,X,X
SLJITZO,O,O,O,O,X,X
SLJITOZ,O,O,O,O,X,X
SLJIZTO,O,O,O,O,X,X
SLJIZOT,O,X,O,O,X,X
SLJIOTZ,O,X,O,O,X,X
SLJIOZT,O,X,O,O,X,X
SLJZTIO,O,O,O,O,X,X
SLJZTOI,O,O,O,O,X,X
SLJZITO,O,O,O,O,X,X
SLJZIOT,O,X,O,O,X,X
SLJZOTI,O,X,O,O,X,X
SLJZOIT,O,X,O,O,X,X
SLJOTIZ,O,X,O,O,X,X
SLJOTZI,O,X,O,O,X,X
SLJOITZ,O,X,O,O,X,X
SLJOIZT,O,X,O,O,X,X
SLJOZTI,O,X,O,O,X,X
SLJOZIT,O,X,O,O,X,X
SLZTIJO,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,O,X
SLZTJIO,O,O,O,O,X,X
SLZTJOI,O,O,O,O,X,X
SLZTOIJ,O,O,O,O,O,X
SLZTOJI,O,O,O,X,O,X
SLZITJO,O,O,O,O,X,X
SLZITOJ,O,O,O,O,O,X
SLZIJTO,O,O,O,O,X,X
SLZIJOT,O,X,O,O,X,X
SLZIOTJ,O,X,O,O,O,X
SLZIOJT,O,X,O,O,O,X
SLZJTIO,O,O,O,O,X,X
SLZJTOI,O,O,O,O,X,X
SLZJITO,O,O,O,O,X,X
SLZJIOT,O,X,O,O,X,X
SLZJOTI,O,X,O,O,X,X
SLZJOIT,O,X,O,O,X,X
SLZOTIJ,O,X,O,O,O,X
SLZOTJI,O,X,O,X,O,X
SLZOITJ,O,X,O,O,O,X
SLZOIJT,O,X,O,O,O,X
SLZOJTI,O,X,O,O,O,X
SLZOJIT,O,X,O,O,O,X
SLOTIJZ,O,X,X,X,X,X
SLOTIZJ,O,X,O,X,O,X
SLOTJIZ,O,X,O,X,X,X
SLOTJZI,O,X,O,X,X,X
SLOTZIJ,O,X,O,X,O,X
SLOTZJI,O,X,O,X,O,X
SLOITJZ,O,X,X,X,X,X
SLOITZJ,O,X,O,X,O,X
SLOIJTZ,O,X,X,O,X,X
SLOIJZT,O,X,X,O,X,X
SLOIZTJ,O,X,O,O,O,X
SLOIZJT,O,X,O,O,O,X
SLOJTIZ,O,X,O,O,X,X
SLOJTZI,O,X,O,O,X,X
SLOJITZ,O,X,O,O,X,X
SLOJIZT,O,X,O,O,X,X
SLOJZTI,O,X,O,O,X,X
SLOJZIT,O,X,O,O,X,X
SLOZTIJ,O,X,O,O,O,X
SLOZTJI,O,X,O,X,O,X
SLOZITJ,O,X,O,O,O,X
SLOZIJT,O,X,O,O,O,X
SLOZJTI,O,X,O,O,O,X
SLOZJIT,O,X,O,O,O,X
SJTILZO,O,O,X,O,X,X
SJTILOZ,O,O,X,O,X,X
SJTIZLO,X,O,X,O,X,X
SJTIZOL,X,O,X,O,O,X
SJTIOLZ,O,O,X,O,X,X
SJTIOZL,X,O,X,O,O,X
SJTLIZO,O,O,X,O,X,X
SJTLIOZ,O,O,X,O,X,X
SJTLZIO,O,O,X,O,X,X
SJTLZOI,O,O,X,O,X,X
SJTLOIZ,O,O,X,O,X,X
SJTLOZI,O,O,X,O,X,X
SJTZILO,X,O,X,O,X,X
SJTZIOL,X,O,X,O,O,X
SJTZLIO,X,O,X,O,X,X
SJTZLOI,X,O,X,O,X,X
SJTZOIL,X,O,X,O,O,X
SJTZOLI,X,O,X,O,O,X
SJTOILZ,O,O,X,O,X,X
SJTOIZL,X,O,X,O,O,X
SJTOLIZ,O,O,X,O,X,X
SJTOLZI,O,O,X,O,X,X
SJTOZIL,X,O,X,O,O,X
SJTOZLI,X,O,X,O,O,X
SJITLZO,O,O,X,O,X,X
SJITLOZ,O,O,X,O,X,X
SJITZLO,X,O,X,O,X,X
SJITZOL,X,O,X,O,O,X
SJITOLZ,O,O,X,O,X,X
SJITOZL,X,O,X,O,O,X
SJILTZO,O,O,O,O,X,X
SJILTOZ,O,O,O,O,X,X
SJILZTO,O,O,O,O,X,X
SJILZOT,O,X,O,O,X,X
SJILOTZ,O,X,O,O,X,X
SJILOZT,O,X,O,O,X,X
SJIZTLO,O,O,O,O,X,X
SJIZTOL,X,O,O,O,O,X
SJIZLTO,O,O,O,O,X,X
SJIZLOT,O,X,O,O,X,X
SJIZOTL,X,O,O,O,O,X
SJIZOLT,O,X,O,O,O,X
SJIOTLZ,X,O,X,O,X,X
SJIOTZL,X,O,O,O,O,X
SJIOLTZ,X,X,O,O,X,X
SJIOLZT,X,X,O,O,X,X
SJIOZTL,X,O,O,O,O,X
SJIOZLT,X,X,O,O,O,X
SJLTIZO,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,X,X
SJLTZIO,O,O,O,O,X,X
SJLTZOI,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,X,X
SJLTOZI,O,O,O,O,X,X
SJLITZO,O,O,O,O,X,X
SJLITOZ,O,O,O,O,X,X
SJLIZTO,O,O,O,O,X,X
SJLIZOT,O,X,O,O,X,X
SJLIOTZ,O,X,O,O,X,X
SJLIOZT,O,X,O,O,X,X
SJLZTIO,O,O,O,O,X,X
SJLZTOI,O,O,O,O,X,X
SJLZITO,O,O,O,O,X,X
SJLZIOT,O,X,O,O,X,X
SJLZOTI,O,X,O,O,X,X
SJLZOIT,O,X,O,O,X,X
SJLOTIZ,O,X,O,O,X,X
SJLOTZI,O,X,O,O,X,X
SJLOITZ,O,X,O,O,X,X
SJLOIZT,O,X,O,O,X,X
SJLOZTI,O,X,O,O,X,X
SJLOZIT,O,X,O,O,X,X
SJZTILO,O,O,O,O,X,X
SJZTIOL,X,O,O,O,O,X
SJZTLIO,O,O,O,O,X,X
SJZTLOI,O,O,O,O,X,X
SJZTOIL,X,O,O,O,O,X
SJZTOLI,X,O,O,O,O,X
SJZITLO,O,O,O,O,X,X
SJZITOL,X,O,O,O,O,X
SJZILTO,O,O,O,O,X,X
SJZILOT,O,X,O,O,X,X
SJZIOTL,X,O,O,O,O,X
SJZIOLT,O,X,O,O,O,X
SJZLTIO,O,O,O,O,X,X
SJZLTOI,O,O,O,O,X,X
SJZLITO,O,O,O,O,X,X
SJZLIOT,O,X,O,O,X,X
SJZLOTI,O,X,O,O,X,X
SJZLOIT,O,X,O,O,X,X
SJZOTIL,X,O,O,O,O,X
SJZOTLI,X,O,O,O,O,X
SJZOITL,X,O,O,O,O,X
SJZOILT,O,X,O,O,O,X
SJZOLTI,O,X,O,O,O,X
SJZOLIT,O,X,O,O,O,X
SJOTILZ,X,O,X,O,X,X
SJOTIZL,X,O,O,O,O,X
SJOTLIZ,X,O,O,O,X,X
SJOTLZI,X,O,O,O,X,X
SJOTZIL,X,O,O,O,O,X
SJOTZLI,X,O,O,O,O,X
SJOITLZ,X,O,X,O,X,X
SJOITZL,X,O,O,O,O,X
SJOILTZ,X,X,O,O,X,X
SJOILZT,X,X,O,O,X,X
SJOIZTL,X,O,O,O,O,X
SJOIZLT,X,X,O,O,O,X
SJOLTIZ,X,X,O,O,X,X
SJOLTZI,X,X,O,O,X,X
SJOLITZ,X,X,O,O,X,X
SJOLIZT,X,X,O,O,X,X
SJOLZTI,X,X,O,O,X,X
SJOLZIT,X,X,O,O,X,X
SJOZTIL,X,O,O,O,O,X
SJOZTLI,X,O,O,O,O,X
SJOZITL,X,O,O,O,O,X
SJOZILT,X,X,O,O,O,X
SJOZLTI,X,X,O,O,O,X
SJOZLIT,X,X,O,O,O,X
SZTILJO,O,O,X,O,X,X
SZTILOJ,O,O,X,O,O,X
SZTIJLO,O,O,O,O,X,X
SZTIJOL,X,O,O,O,O,X
SZTIOLJ,O,O,X,O,O,X
SZTIOJL,X,O,X,O,O,X
SZTLIJO,O,O,O,O,X,X
SZTLIOJ,O,O,O,O,O,X
SZTLJIO,O,O,O,O,X,X
SZTLJOI,O,O,O,O,X,X
SZTLOIJ,O,O,O,O,O,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,O,O,X,X
SZTJIOL,X,O,O,O,O,X
SZTJLIO,O,O,O,O,X,X
SZTJLOI,O,O,O,O,X,X
SZTJOIL,X,O,O,O,O,X
SZTJOLI,X,O,O,O,O,X
SZTOILJ,O,O,X,O,O,X
SZTOIJL,X,O,X,O,O,X
SZTOLIJ,O,O,X,O,O,X
SZTOLJI,O,O,X,X,O,X
SZTOJIL,X,O,O,O,O,X
SZTOJLI,X,O,O,O,O,X
SZITLJO,O,O,X,O,X,X
SZITLOJ,O,O,X,O,O,X
SZITJLO,O,O,O,O,X,X
SZITJOL,X,O,O,O,O,X
SZITOLJ,O,O,X,O,O,X
SZITOJL,X,O,X,O,O,X
SZILTJO,O,O,O,O,X,X
