sequence,v115@BhB8GeB8HeA8FeA8BeF8KeT/IvhFOlBliB5oB3mBys?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeT/IvhFOlB/nBaoB5oB1r?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeOEJvhFXgBynB5oB1rB0n?BzpB,v115@BhB8GeB8HeA8FeA8BeF8KeOFJvhF/nBaoB5oBTkB1r?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeOFJvhFliB5oBTkB3mBys?B0pB
SITJOLZ,X,O,O,O,O
SITJOZL,O,O,X,O,X
SITZLJO,O,O,O,O,X
SITZLOJ,O,O,X,O,X
SITZJLO,O,O,O,O,X
SITZJOL,O,O,X,O,X
SITZOLJ,O,O,X,O,X
SITZOJL,O,O,X,O,X
SITOLJZ,X,O,O,O,O
SITOLZJ,X,O,O,O,O
SITOJLZ,X,O,O,O,O
SITOJZL,O,O,O,O,X
SITOZLJ,O,O,O,O,X
SITOZJL,O,O,O,O,X
SILTJZO,O,X,O,X,O
SILTJOZ,O,X,O,X,O
SILTZJO,O,X,O,X,O
SILTZOJ,O,X,X,X,O
SILTOJZ,O,X,O,X,O
SILTOZJ,O,X,X,X,O
SILJTZO,O,X,O,X,O
SILJTOZ,O,X,O,X,O
SILJZTO,O,X,X,X,O
SILJZOT,O,X,X,X,O
SILJOTZ,O,X,X,X,O
SILJOZT,O,X,X,X,O
SILZTJO,O,X,X,X,O
SILZTOJ,O,X,X,X,O
SILZJTO,O,X,X,X,O
SILZJOT,O,X,X,X,O
SILZOTJ,O,X,X,X,O
SILZOJT,O,X,X,X,O
SILOTJZ,O,X,X,X,O
SILOTZJ,O,X,X,X,O
SILOJTZ,O,X,X,X,O
SILOJZT,O,X,X,X,O
SILOZTJ,O,X,X,X,O
SILOZJT,O,X,X,X,O
SIJTLZO,O,O,O,O,O
SIJTLOZ,O,O,O,O,O
SIJTZLO,O,O,O,O,X
SIJTZOL,O,O,X,O,X
SIJTOLZ,X,O,O,O,O
SIJTOZL,O,O,X,O,X
SIJLTZO,O,X,O,X,O
SIJLTOZ,O,X,O,X,O
SIJLZTO,O,X,X,X,O
SIJLZOT,O,X,X,X,O
SIJLOTZ,O,X,X,X,O
SIJLOZT,O,X,X,X,O
SIJZTLO,O,O,O,X,X
SIJZTOL,O,O,X,X,X
SIJZLTO,O,X,X,X,O
SIJZLOT,O,X,X,X,O
SIJZOTL,O,O,X,X,X
SIJZOLT,O,X,X,X,O
SIJOTLZ,X,X,O,O,O
SIJOTZL,O,X,X,O,X
SIJOLTZ,O,X,X,X,O
SIJOLZT,O,X,X,X,O
SIJOZTL,O,X,X,X,X
SIJOZLT,O,X,X,X,O
SIZTLJO,O,O,O,X,X
SIZTLOJ,O,O,X,X,X
SIZTJLO,O,O,O,X,X
SIZTJOL,O,O,X,X,X
SIZTOLJ,O,O,X,X,X
SIZTOJL,O,O,X,X,X
SIZLTJO,O,X,X,X,O
SIZLTOJ,O,X,X,X,O
SIZLJTO,O,X,X,X,O
SIZLJOT,O,X,X,X,O
SIZLOTJ,O,X,X,X,O
SIZLOJT,O,X,X,X,O
SIZJTLO,O,O,O,X,X
SIZJTOL,O,O,X,X,X
SIZJLTO,O,X,X,X,O
SIZJLOT,O,X,X,X,O
SIZJOTL,O,O,X,X,X
SIZJOLT,O,X,X,X,O
SIZOTLJ,O,O,X,X,X
SIZOTJL,O,O,X,X,X
SIZOLTJ,O,X,X,X,O
SIZOLJT,O,X,X,X,O
SIZOJTL,O,O,X,X,X
SIZOJLT,O,X,X,X,O
SIOTLJZ,X,X,O,O,O
SIOTLZJ,X,X,O,O,O
SIOTJLZ,X,X,O,O,O
SIOTJZL,O,X,O,O,X
SIOTZLJ,O,X,O,O,X
SIOTZJL,O,X,O,O,X
SIOLTJZ,O,X,O,X,O
SIOLTZJ,O,X,O,X,O
SIOLJTZ,O,X,O,X,O
SIOLJZT,O,X,X,X,O
SIOLZTJ,O,X,X,X,O
SIOLZJT,O,X,X,X,O
SIOJTLZ,X,X,O,O,O
SIOJTZL,O,X,O,O,X
SIOJLTZ,O,X,O,X,O
SIOJLZT,O,X,X,X,O
SIOJZTL,O,X,O,X,X
SIOJZLT,O,X,X,X,O
SIOZTLJ,O,X,O,X,X
SIOZTJL,O,X,O,X,X
SIOZLTJ,O,X,X,X,O
SIOZLJT,O,X,X,X,O
SIOZJTL,O,X,O,X,X
SIOZJLT,O,X,X,X,O
SLTIJZO,O,X,O,X,O
SLTIJOZ,O,X,O,X,O
SLTIZJO,O,X,O,X,O
SLTIZOJ,O,X,X,X,O
SLTIOJZ,O,X,O,X,O
SLTIOZJ,O,X,X,X,O
SLTJIZO,O,X,O,X,O
SLTJIOZ,O,X,O,X,O
SLTJZIO,O,X,O,X,O
SLTJZOI,O,X,X,X,O
SLTJOIZ,O,X,O,X,O
SLTJOZI,O,X,X,X,O
SLTZIJO,O,X,O,X,O
SLTZIOJ,O,X,X,X,O
SLTZJIO,O,X,O,X,O
SLTZJOI,O,X,X,X,O
SLTZOIJ,O,X,X,X,O
SLTZOJI,O,X,X,X,O
SLTOIJZ,O,X,O,X,O
SLTOIZJ,O,X,X,X,O
SLTOJIZ,O,X,O,X,O
SLTOJZI,O,X,X,X,O
SLTOZIJ,O,X,X,X,O
SLTOZJI,O,X,X,X,O
SLITJZO,O,X,O,X,O
SLITJOZ,O,X,O,X,O
SLITZJO,O,X,O,X,O
SLITZOJ,O,X,X,X,O
SLITOJZ,O,X,O,X,O
SLITOZJ,O,X,X,X,O
SLIJTZO,O,X,O,X,O
SLIJTOZ,O,X,O,X,O
SLIJZTO,O,X,X,X,O
SLIJZOT,O,X,X,X,O
SLIJOTZ,O,X,X,X,O
SLIJOZT,O,X,X,X,O
SLIZTJO,O,X,X,X,O
SLIZTOJ,O,X,X,X,O
SLIZJTO,O,X,X,X,O
SLIZJOT,O,X,X,X,O
SLIZOTJ,O,X,X,X,O
SLIZOJT,O,X,X,X,O
SLIOTJZ,O,X,X,X,O
SLIOTZJ,O,X,X,X,O
SLIOJTZ,O,X,X,X,O
SLIOJZT,O,X,X,X,O
SLIOZTJ,O,X,X,X,O
SLIOZJT,O,X,X,X,O
SLJTIZO,O,X,O,X,O
SLJTIOZ,O,X,O,X,O
SLJTZIO,O,X,O,X,O
SLJTZOI,O,X,X,X,O
SLJTOIZ,O,X,O,X,O
SLJTOZI,O,X,X,X,O
SLJITZO,O,X,O,X,O
SLJITOZ,O,X,O,X,O
SLJIZTO,O,X,X,X,O
SLJIZOT,O,X,X,X,O
SLJIOTZ,O,X,X,X,O
SLJIOZT,O,X,X,X,O
SLJZTIO,O,X,X,X,O
SLJZTOI,O,X,X,X,O
SLJZITO,O,X,X,X,O
SLJZIOT,O,X,X,X,O
SLJZOTI,O,X,X,X,O
SLJZOIT,O,X,X,X,O
SLJOTIZ,O,X,X,X,O
SLJOTZI,O,X,X,X,O
SLJOITZ,O,X,X,X,O
SLJOIZT,O,X,X,X,O
SLJOZTI,O,X,X,X,O
SLJOZIT,O,X,X,X,O
SLZTIJO,O,X,X,X,O
SLZTIOJ,O,X,X,X,O
SLZTJIO,O,X,X,X,O
SLZTJOI,O,X,X,X,O
SLZTOIJ,O,X,X,X,O
SLZTOJI,O,X,X,X,O
SLZITJO,O,X,X,X,O
SLZITOJ,O,X,X,X,O
SLZIJTO,O,X,X,X,O
SLZIJOT,O,X,X,X,O
SLZIOTJ,O,X,X,X,O
SLZIOJT,O,X,X,X,O
SLZJTIO,O,X,X,X,O
SLZJTOI,O,X,X,X,O
SLZJITO,O,X,X,X,O
SLZJIOT,O,X,X,X,O
SLZJOTI,O,X,X,X,O
SLZJOIT,O,X,X,X,O
SLZOTIJ,O,X,X,X,O
SLZOTJI,O,X,X,X,O
SLZOITJ,O,X,X,X,O
SLZOIJT,O,X,X,X,O
SLZOJTI,O,X,X,X,O
SLZOJIT,O,X,X,X,O
SLOTIJZ,O,X,X,X,O
SLOTIZJ,O,X,X,X,O
SLOTJIZ,O,X,X,X,O
SLOTJZI,O,X,X,X,O
SLOTZIJ,O,X,X,X,O
SLOTZJI,O,X,X,X,O
SLOITJZ,O,X,X,X,O
SLOITZJ,O,X,X,X,O
SLOIJTZ,O,X,X,X,O
SLOIJZT,O,X,X,X,O
SLOIZTJ,O,X,X,X,O
SLOIZJT,O,X,X,X,O
SLOJTIZ,O,X,X,X,O
SLOJTZI,O,X,X,X,O
SLOJITZ,O,X,X,X,O
SLOJIZT,O,X,X,X,O
SLOJZTI,O,X,X,X,O
SLOJZIT,O,X,X,X,O
SLOZTIJ,O,X,X,X,O
SLOZTJI,O,X,X,X,O
SLOZITJ,O,X,X,X,O
SLOZIJT,O,X,X,X,O
SLOZJTI,O,X,X,X,O
SLOZJIT,O,X,X,X,O
SJTILZO,O,O,O,O,O
SJTILOZ,O,O,O,O,O
SJTIZLO,O,O,O,O,X
SJTIZOL,O,O,X,O,X
SJTIOLZ,X,O,O,O,O
SJTIOZL,O,O,X,O,X
SJTLIZO,O,O,O,O,O
SJTLIOZ,O,O,O,O,O
SJTLZIO,O,O,O,O,O
SJTLZOI,O,O,X,O,O
SJTLOIZ,O,O,O,O,O
SJTLOZI,O,O,X,O,O
SJTZILO,O,O,O,O,X
SJTZIOL,O,O,X,O,X
SJTZLIO,O,O,O,O,X
SJTZLOI,O,O,X,O,X
SJTZOIL,O,O,X,O,X
SJTZOLI,O,O,X,O,X
SJTOILZ,X,O,O,O,O
SJTOIZL,O,O,X,O,X
SJTOLIZ,X,O,O,O,O
SJTOLZI,X,O,X,O,O
SJTOZIL,O,O,X,O,X
SJTOZLI,O,O,X,O,X
SJITLZO,O,O,O,O,O
SJITLOZ,O,O,O,O,O
SJITZLO,O,O,O,O,X
SJITZOL,O,O,X,O,X
SJITOLZ,X,O,O,O,O
SJITOZL,O,O,X,O,X
SJILTZO,O,X,O,X,O
SJILTOZ,O,X,O,X,O
SJILZTO,O,X,X,X,O
SJILZOT,O,X,X,X,O
SJILOTZ,O,X,X,X,O
SJILOZT,O,X,X,X,O
SJIZTLO,O,O,O,X,X
SJIZTOL,O,O,X,X,X
SJIZLTO,O,X,X,X,O
SJIZLOT,O,X,X,X,O
SJIZOTL,O,O,X,X,X
SJIZOLT,O,X,X,X,O
SJIOTLZ,X,X,O,O,O
SJIOTZL,O,X,X,O,X
SJIOLTZ,O,X,X,X,O
SJIOLZT,O,X,X,X,O
SJIOZTL,O,X,X,X,X
SJIOZLT,O,X,X,X,O
SJLTIZO,O,X,O,X,O
SJLTIOZ,O,X,O,X,O
SJLTZIO,O,X,O,X,O
SJLTZOI,O,X,X,X,O
SJLTOIZ,O,X,O,X,O
SJLTOZI,O,X,X,X,O
SJLITZO,O,X,O,X,O
SJLITOZ,O,X,O,X,O
SJLIZTO,O,X,X,X,O
SJLIZOT,O,X,X,X,O
SJLIOTZ,O,X,X,X,O
SJLIOZT,O,X,X,X,O
SJLZTIO,O,X,X,X,O
SJLZTOI,O,X,X,X,O
SJLZITO,O,X,X,X,O
SJLZIOT,O,X,X,X,O
SJLZOTI,O,X,X,X,O
SJLZOIT,O,X,X,X,O
SJLOTIZ,O,X,X,X,O
SJLOTZI,O,X,X,X,O
SJLOITZ,O,X,X,X,O
SJLOIZT,O,X,X,X,O
SJLOZTI,O,X,X,X,O
SJLOZIT,O,X,X,X,O
SJZTILO,O,O,O,X,X
SJZTIOL,O,O,X,X,X
SJZTLIO,O,O,O,X,X
SJZTLOI,O,O,X,X,X
SJZTOIL,O,O,X,X,X
SJZTOLI,O,O,X,X,X
SJZITLO,O,O,O,X,X
SJZITOL,O,O,X,X,X
SJZILTO,O,X,X,X,O
SJZILOT,O,X,X,X,O
SJZIOTL,O,O,X,X,X
SJZIOLT,O,X,X,X,O
SJZLTIO,O,X,X,X,O
SJZLTOI,O,X,X,X,O
SJZLITO,O,X,X,X,O
SJZLIOT,O,X,X,X,O
SJZLOTI,O,X,X,X,O
SJZLOIT,O,X,X,X,O
SJZOTIL,O,O,X,X,X
SJZOTLI,O,O,X,X,X
SJZOITL,O,O,X,X,X
SJZOILT,O,X,X,X,O
SJZOLTI,O,X,X,X,O
SJZOLIT,O,X,X,X,O
SJOTILZ,X,X,O,O,O
SJOTIZL,O,X,X,O,X
SJOTLIZ,X,X,O,O,O
SJOTLZI,X,X,X,O,O
SJOTZIL,O,X,X,O,X
SJOTZLI,O,X,X,O,X
SJOITLZ,X,X,O,O,O
SJOITZL,O,X,X,O,X
SJOILTZ,O,X,X,X,O
SJOILZT,O,X,X,X,O
SJOIZTL,O,X,X,X,X
SJOIZLT,O,X,X,X,O
SJOLTIZ,O,X,X,X,O
SJOLTZI,O,X,X,X,O
SJOLITZ,O,X,X,X,O
SJOLIZT,O,X,X,X,O
SJOLZTI,O,X,X,X,O
SJOLZIT,O,X,X,X,O
SJOZTIL,O,X,X,X,X
SJOZTLI,O,X,X,X,X
SJOZITL,O,X,X,X,X
SJOZILT,O,X,X,X,O
SJOZLTI,O,X,X,X,O
SJOZLIT,O,X,X,X,O
SZTILJO,O,O,O,X,X
SZTILOJ,O,O,X,X,X
SZTIJLO,O,O,O,X,X
SZTIJOL,O,O,X,X,X
SZTIOLJ,O,O,X,X,X
SZTIOJL,O,O,X,X,X
SZTLIJO,O,O,O,X,X
SZTLIOJ,O,O,X,X,X
SZTLJIO,O,O,O,X,X
SZTLJOI,O,O,X,X,X
SZTLOIJ,O,O,X,X,X
SZTLOJI,O,O,X,X,X
SZTJILO,O,O,O,X,X
SZTJIOL,O,O,X,X,X
SZTJLIO,O,O,O,X,X
SZTJLOI,O,O,X,X,X
SZTJOIL,O,O,X,X,X
SZTJOLI,O,O,X,X,X
SZTOILJ,O,O,X,X,X
SZTOIJL,O,O,X,X,X
SZTOLIJ,O,O,X,X,X
SZTOLJI,O,O,X,X,X
SZTOJIL,O,O,X,X,X
SZTOJLI,O,O,X,X,X
SZITLJO,O,O,O,X,X
SZITLOJ,O,O,X,X,X
SZITJLO,O,O,O,X,X
SZITJOL,O,O,X,X,X
SZITOLJ,O,O,X,X,X
SZITOJL,O,O,X,X,X
SZILTJO,O,X,X,X,O
SZILTOJ,O,X,X,X,O
SZILJTO,O,X,X,X,O
SZILJOT,O,X,X,X,O
SZILOTJ,O,X,X,X,O
SZILOJT,O,X,X,X,O
SZIJTLO,O,O,O,X,X
SZIJTOL,O,O,X,X,X
SZIJLTO,O,X,X,X,O
SZIJLOT,O,X,X,X,O
SZIJOTL,O,O,X,X,X
SZIJOLT,O,X,X,X,O
SZIOTLJ,O,O,X,X,X
SZIOTJL,O,O,X,X,X
SZIOLTJ,O,X,X,X,O
SZIOLJT,O,X,X,X,O
SZIOJTL,O,O,X,X,X
SZIOJLT,O,X,X,X,O
SZLTIJO,O,X,X,X,O
SZLTIOJ,O,X,X,X,O
SZLTJIO,O,X,X,X,O
SZLTJOI,O,X,X,X,O
SZLTOIJ,O,X,X,X,O
SZLTOJI,O,X,X,X,O
SZLITJO,O,X,X,X,O
SZLITOJ,O,X,X,X,O
SZLIJTO,O,X,X,X,O
SZLIJOT,O,X,X,X,O
SZLIOTJ,O,X,X,X,O
SZLIOJT,O,X,X,X,O
SZLJTIO,O,X,X,X,O
SZLJTOI,O,X,X,X,O
SZLJITO,O,X,X,X,O
SZLJIOT,O,X,X,X,O
SZLJOTI,O,X,X,X,O
SZLJOIT,O,X,X,X,O
SZLOTIJ,O,X,X,X,O
SZLOTJI,O,X,X,X,O
SZLOITJ,O,X,X,X,O
SZLOIJT,O,X,X,X,O
SZLOJTI,O,X,X,X,O
SZLOJIT,O,X,X,X,O
SZJTILO,O,O,O,X,X
SZJTIOL,O,O,X,X,X
SZJTLIO,O,O,O,X,X
SZJTLOI,O,O,X,X,X
SZJTOIL,O,O,X,X,X
SZJTOLI,O,O,X,X,X
SZJITLO,O,O,O,X,X
SZJITOL,O,O,X,X,X
SZJILTO,O,X,X,X,O
SZJILOT,O,X,X,X,O
SZJIOTL,O,O,X,X,X
SZJIOLT,O,X,X,X,O
SZJLTIO,O,X,X,X,O
SZJLTOI,O,X,X,X,O
SZJLITO,O,X,X,X,O
SZJLIOT,O,X,X,X,O
SZJLOTI,O,X,X,X,O
SZJLOIT,O,X,X,X,O
SZJOTIL,O,O,X,X,X
SZJOTLI,O,O,X,X,X
SZJOITL,O,O,X,X,X
SZJOILT,O,X,X,X,O
SZJOLTI,O,X,X,X,O
SZJOLIT,O,X,X,X,O
SZOTILJ,O,O,X,X,X
SZOTIJL,O,O,X,X,X
SZOTLIJ,O,O,X,X,X
SZOTLJI,O,O,X,X,X
SZOTJIL,O,O,X,X,X
SZOTJLI,O,O,X,X,X
SZOITLJ,O,O,X,X,X
SZOITJL,O,O,X,X,X
SZOILTJ,O,X,X,X,O
SZOILJT,O,X,X,X,O
SZOIJTL,O,O,X,X,X
SZOIJLT,O,X,X,X,O
SZOLTIJ,O,X,X,X,O
SZOLTJI,O,X,X,X,O
SZOLITJ,O,X,X,X,O
SZOLIJT,O,X,X,X,O
SZOLJTI,O,X,X,X,O
SZOLJIT,O,X,X,X,O
SZOJTIL,O,O,X,X,X
SZOJTLI,O,O,X,X,X
SZOJITL,O,O,X,X,X
SZOJILT,O,X,X,X,O
SZOJLTI,O,X,X,X,O
SZOJLIT,O,X,X,X,O
SOTILJZ,X,X,O,O,O
SOTILZJ,X,X,O,O,O
SOTIJLZ,X,X,O,O,O
SOTIJZL,O,X,O,O,X
SOTIZLJ,O,X,O,O,X
SOTIZJL,O,X,O,O,X
SOTLIJZ,X,X,O,O,O
SOTLIZJ,X,X,O,O,O
SOTLJIZ,X,X,O,O,O
SOTLJZI,X,X,O,O,O
SOTLZIJ,X,X,O,O,O
SOTLZJI,X,X,O,O,O
SOTJILZ,X,X,O,O,O
SOTJIZL,O,X,O,O,X
SOTJLIZ,X,X,O,O,O
SOTJLZI,X,X,O,O,O
SOTJZIL,O,X,O,O,X
SOTJZLI,O,X,O,O,X
SOTZILJ,O,X,O,O,X
SOTZIJL,O,X,O,O,X
SOTZLIJ,O,X,O,O,X
SOTZLJI,O,X,O,O,X
SOTZJIL,O,X,O,O,X
SOTZJLI,O,X,O,O,X
SOITLJZ,X,X,O,O,O
SOITLZJ,X,X,O,O,O
SOITJLZ,X,X,O,O,O
SOITJZL,O,X,O,O,X
SOITZLJ,O,X,O,O,X
SOITZJL,O,X,O,O,X
SOILTJZ,O,X,O,X,O
SOILTZJ,O,X,O,X,O
SOILJTZ,O,X,O,X,O
SOILJZT,O,X,X,X,O
SOILZTJ,O,X,X,X,O
SOILZJT,O,X,X,X,O
SOIJTLZ,X,X,O,O,O
SOIJTZL,O,X,O,O,X
SOIJLTZ,O,X,O,X,O
SOIJLZT,O,X,X,X,O
SOIJZTL,O,X,O,X,X
SOIJZLT,O,X,X,X,O
SOIZTLJ,O,X,O,X,X
SOIZTJL,O,X,O,X,X
SOIZLTJ,O,X,X,X,O
SOIZLJT,O,X,X,X,O
SOIZJTL,O,X,O,X,X
SOIZJLT,O,X,X,X,O
SOLTIJZ,O,X,O,X,O
SOLTIZJ,O,X,O,X,O
SOLTJIZ,O,X,O,X,O
SOLTJZI,O,X,O,X,O
SOLTZIJ,O,X,O,X,O
SOLTZJI,O,X,O,X,O
SOLITJZ,O,X,O,X,O
SOLITZJ,O,X,O,X,O
SOLIJTZ,O,X,O,X,O
SOLIJZT,O,X,X,X,O
SOLIZTJ,O,X,X,X,O
SOLIZJT,O,X,X,X,O
SOLJTIZ,O,X,O,X,O
SOLJTZI,O,X,O,X,O
SOLJITZ,O,X,O,X,O
SOLJIZT,O,X,X,X,O
SOLJZTI,O,X,X,X,O
SOLJZIT,O,X,X,X,O
SOLZTIJ,O,X,X,X,O
SOLZTJI,O,X,X,X,O
SOLZITJ,O,X,X,X,O
SOLZIJT,O,X,X,X,O
SOLZJTI,O,X,X,X,O
SOLZJIT,O,X,X,X,O
SOJTILZ,X,X,O,O,O
SOJTIZL,O,X,O,O,X
SOJTLIZ,X,X,O,O,O
SOJTLZI,X,X,O,O,O
SOJTZIL,O,X,O,O,X
SOJTZLI,O,X,O,O,X
SOJITLZ,X,X,O,O,O
SOJITZL,O,X,O,O,X
SOJILTZ,O,X,O,X,O
SOJILZT,O,X,X,X,O
SOJIZTL,O,X,O,X,X
SOJIZLT,O,X,X,X,O
SOJLTIZ,O,X,O,X,O
SOJLTZI,O,X,O,X,O
SOJLITZ,O,X,O,X,O
SOJLIZT,O,X,X,X,O
SOJLZTI,O,X,X,X,O
SOJLZIT,O,X,X,X,O
SOJZTIL,O,X,O,X,X
SOJZTLI,O,X,O,X,X
SOJZITL,O,X,O,X,X
SOJZILT,O,X,X,X,O
SOJZLTI,O,X,X,X,O
SOJZLIT,O,X,X,X,O
SOZTILJ,O,X,O,X,X
SOZTIJL,O,X,O,X,X
SOZTLIJ,O,X,O,X,X
SOZTLJI,O,X,O,X,X
SOZTJIL,O,X,O,X,X
SOZTJLI,O,X,O,X,X
SOZITLJ,O,X,O,X,X
SOZITJL,O,X,O,X,X
SOZILTJ,O,X,X,X,O
SOZILJT,O,X,X,X,O
SOZIJTL,O,X,O,X,X
SOZIJLT,O,X,X,X,O
SOZLTIJ,O,X,X,X,O
SOZLTJI,O,X,X,X,O
SOZLITJ,O,X,X,X,O
SOZLIJT,O,X,X,X,O
SOZLJTI,O,X,X,X,O
SOZLJIT,O,X,X,X,O
SOZJTIL,O,X,O,X,X
SOZJTLI,O,X,O,X,X
SOZJITL,O,X,O,X,X
SOZJILT,O,X,X,X,O
SOZJLTI,O,X,X,X,O
SOZJLIT,O,X,X,X,O
ZTILJSO,O,O,O,X,X
ZTILJOS,O,O,X,X,X
ZTILSJO,O,O,O,X,X
ZTILSOJ,O,O,X,X,X
ZTILOJS,O,O,O,X,X
ZTILOSJ,O,O,O,X,X
ZTIJLSO,O,O,O,X,X
ZTIJLOS,O,O,X,X,X
ZTIJSLO,O,O,O,O,X
ZTIJSOL,O,O,X,O,X
ZTIJOLS,O,O,X,X,X
ZTIJOSL,O,O,X,O,X
ZTISLJO,O,O,O,O,X
ZTISLOJ,O,O,X,O,X
ZTISJLO,O,O,O,O,X
ZTISJOL,O,O,X,O,X
ZTISOLJ,O,O,X,O,X
ZTISOJL,O,O,X,O,X
ZTIOLJS,O,O,O,X,X
ZTIOLSJ,O,O,O,X,X
ZTIOJLS,O,O,O,X,X
ZTIOJSL,O,O,O,O,X
ZTIOSLJ,O,O,O,O,X
ZTIOSJL,O,O,O,O,X
ZTLIJSO,O,O,O,X,X
ZTLIJOS,O,O,X,X,X
ZTLISJO,O,O,O,X,X
ZTLISOJ,O,O,X,X,X
ZTLIOJS,O,O,O,X,X
ZTLIOSJ,O,O,O,X,X
ZTLJISO,O,O,O,X,X
ZTLJIOS,O,O,X,X,X
ZTLJSIO,O,O,O,X,X
ZTLJSOI,O,O,X,X,X
ZTLJOIS,O,O,X,X,X
ZTLJOSI,O,O,X,X,X
ZTLSIJO,O,O,O,X,X
ZTLSIOJ,O,O,X,X,X
ZTLSJIO,O,O,O,X,X
ZTLSJOI,O,O,X,X,X
ZTLSOIJ,O,O,X,X,X
ZTLSOJI,O,O,X,X,X
ZTLOIJS,O,O,O,X,X
ZTLOISJ,O,O,O,X,X
ZTLOJIS,O,O,O,X,X
ZTLOJSI,O,O,O,X,X
ZTLOSIJ,O,O,O,X,X
ZTLOSJI,O,O,O,X,X
ZTJILSO,O,O,O,X,X
ZTJILOS,O,O,X,X,X
ZTJISLO,O,O,O,O,X
ZTJISOL,O,O,X,O,X
ZTJIOLS,O,O,X,X,X
ZTJIOSL,O,O,X,O,X
ZTJLISO,O,O,O,X,X
ZTJLIOS,O,O,X,X,X
ZTJLSIO,O,O,O,X,X
ZTJLSOI,O,O,X,X,X
ZTJLOIS,O,O,X,X,X
ZTJLOSI,O,O,X,X,X
ZTJSILO,O,O,O,O,X
ZTJSIOL,O,O,X,O,X
ZTJSLIO,O,O,O,O,X
ZTJSLOI,O,O,X,O,X
ZTJSOIL,O,O,X,O,X
ZTJSOLI,O,O,X,O,X
ZTJOILS,O,O,X,X,X
ZTJOISL,O,O,X,O,X
ZTJOLIS,O,O,X,X,X
ZTJOLSI,O,O,X,X,X
ZTJOSIL,O,O,X,O,X
ZTJOSLI,O,O,X,O,X
ZTSILJO,O,O,O,O,X
ZTSILOJ,O,O,X,O,X
ZTSIJLO,O,O,O,O,X
ZTSIJOL,O,O,X,O,X
ZTSIOLJ,O,O,X,O,X
ZTSIOJL,O,O,X,O,X
ZTSLIJO,O,O,O,O,X
ZTSLIOJ,O,O,X,O,X
ZTSLJIO,O,O,O,O,X
ZTSLJOI,O,O,X,O,X
ZTSLOIJ,O,O,X,O,X
ZTSLOJI,O,O,X,O,X
ZTSJILO,O,O,O,O,X
ZTSJIOL,O,O,X,O,X
ZTSJLIO,O,O,O,O,X
ZTSJLOI,O,O,X,O,X
ZTSJOIL,O,O,X,O,X
ZTSJOLI,O,O,X,O,X
ZTSOILJ,O,O,X,O,X
ZTSOIJL,O,O,X,O,X
ZTSOLIJ,O,O,X,O,X
ZTSOLJI,O,O,X,O,X
ZTSOJIL,O,O,X,O,X
ZTSOJLI,O,O,X,O,X
ZTOILJS,O,O,O,X,X
ZTOILSJ,O,O,O,X,X
ZTOIJLS,O,O,O,X,X
ZTOIJSL,O,O,O,O,X
ZTOISLJ,O,O,O,O,X
ZTOISJL,O,O,O,O,X
ZTOLIJS,O,O,O,X,X
ZTOLISJ,O,O,O,X,X
ZTOLJIS,O,O,O,X,X
ZTOLJSI,O,O,O,X,X
ZTOLSIJ,O,O,O,X,X
ZTOLSJI,O,O,O,X,X
ZTOJILS,O,O,O,X,X
ZTOJISL,O,O,O,O,X
ZTOJLIS,O,O,O,X,X
ZTOJLSI,O,O,O,X,X
ZTOJSIL,O,O,O,O,X
ZTOJSLI,O,O,O,O,X
ZTOSILJ,O,O,O,O,X
ZTOSIJL,O,O,O,O,X
ZTOSLIJ,O,O,O,O,X
ZTOSLJI,O,O,O,O,X
ZTOSJIL,O,O,O,O,X
ZTOSJLI,O,O,O,O,X
ZITLJSO,O,O,O,X,X
ZITLJOS,O,O,X,X,X
ZITLSJO,O,O,O,X,X
ZITLSOJ,O,O,X,X,X
ZITLOJS,O,O,O,X,X
ZITLOSJ,O,O,O,X,X
ZITJLSO,O,O,O,X,X
ZITJLOS,O,O,X,X,X
ZITJSLO,O,O,O,O,X
ZITJSOL,O,O,X,O,X
ZITJOLS,O,O,X,X,X
ZITJOSL,O,O,X,O,X
ZITSLJO,O,O,O,O,X
ZITSLOJ,O,O,X,O,X
ZITSJLO,O,O,O,O,X
ZITSJOL,O,O,X,O,X
ZITSOLJ,O,O,X,O,X
ZITSOJL,O,O,X,O,X
ZITOLJS,O,O,O,X,X
ZITOLSJ,O,O,O,X,X
ZITOJLS,O,O,O,X,X
ZITOJSL,O,O,O,O,X
ZITOSLJ,O,O,O,O,X
ZITOSJL,O,O,O,O,X
ZILTJSO,O,O,X,X,X
ZILTJOS,O,O,X,X,X
ZILTSJO,O,O,X,X,X
ZILTSOJ,O,O,X,X,X
ZILTOJS,O,O,X,X,X
ZILTOSJ,O,O,X,X,X
ZILJTSO,O,O,X,X,X
ZILJTOS,O,O,X,X,X
ZILJSTO,O,X,X,X,X
ZILJSOT,O,X,X,X,X
ZILJOTS,O,O,X,X,X
ZILJOST,O,X,X,X,X
ZILSTJO,O,X,X,X,X
ZILSTOJ,O,X,X,X,X
ZILSJTO,O,X,X,X,X
ZILSJOT,O,X,X,X,X
ZILSOTJ,O,X,X,X,X
ZILSOJT,O,X,X,X,X
ZILOTJS,O,O,X,X,X
ZILOTSJ,O,O,X,X,X
ZILOJTS,O,O,X,X,X
