sequence,v115@OhB8GeE8DeE8JeKEJvhFflBzhBGjBUmBllBRvB,v115@OhB8GeE8DeE8Jex/IvhFKmBzhBGjB/pB0qBFqB,v115@OhB8GeE8DeE8Je0/IvhFlgBzhBGjB/pBxqByvB,v115@OhB8GeE8DeE8JeKEJvhFzfB8mBGjB3lBFmBRvB,v115@OhB8GeE8DeE8Je3AJvhFzhBGjB0kBVrBikBRvB,v115@OhB8GeE8DeE8JeRAJvhFzhBGjBypBUmB1vB/pB
OJITLZS,O,X,X,X,O,X
OJITSLZ,X,X,O,X,O,X
OJITSZL,X,X,O,X,O,X
OJITZLS,O,X,X,X,O,X
OJITZSL,X,X,O,X,O,X
OJILTSZ,O,X,O,O,O,X
OJILTZS,O,X,X,O,O,X
OJILSTZ,O,O,O,O,X,X
OJILSZT,O,O,O,O,X,X
OJILZTS,O,X,X,O,X,X
OJILZST,O,O,X,O,X,X
OJISTLZ,X,X,O,X,O,X
OJISTZL,X,X,O,X,O,X
OJISLTZ,O,O,O,O,X,X
OJISLZT,O,O,O,O,X,X
OJISZTL,X,X,O,X,X,X
OJISZLT,O,O,O,O,X,X
OJIZTLS,O,X,X,X,O,O
OJIZTSL,X,X,O,X,O,X
OJIZLTS,O,X,X,O,X,X
OJIZLST,O,O,X,O,X,X
OJIZSTL,X,X,O,X,X,X
OJIZSLT,O,O,O,O,X,X
OJLTISZ,O,X,X,O,O,X
OJLTIZS,O,X,X,O,O,X
OJLTSIZ,O,O,X,X,O,X
OJLTSZI,O,O,X,X,X,X
OJLTZIS,X,X,X,O,X,X
OJLTZSI,O,O,X,X,X,X
OJLITSZ,O,X,O,O,O,X
OJLITZS,O,X,X,O,O,X
OJLISTZ,O,O,O,O,X,X
OJLISZT,O,O,O,O,X,X
OJLIZTS,O,X,X,O,X,X
OJLIZST,O,O,X,O,X,X
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,O,X,X,X,X
OJLSITZ,O,O,O,O,X,X
OJLSIZT,O,O,O,O,X,X
OJLSZTI,O,O,O,X,X,X
OJLSZIT,O,O,O,O,X,X
OJLZTIS,X,X,X,O,X,O
OJLZTSI,O,O,X,X,X,O
OJLZITS,O,X,X,O,X,X
OJLZIST,O,O,X,O,X,X
OJLZSTI,O,O,X,X,X,X
OJLZSIT,O,O,X,O,X,X
OJSTILZ,X,X,O,X,O,X
OJSTIZL,X,X,O,X,O,X
OJSTLIZ,X,O,X,X,O,X
OJSTLZI,X,O,X,X,X,X
OJSTZIL,X,X,O,X,O,X
OJSTZLI,X,O,O,X,X,X
OJSITLZ,X,X,O,X,O,X
OJSITZL,X,X,O,X,O,X
OJSILTZ,O,O,O,X,X,X
OJSILZT,O,O,O,X,X,X
OJSIZTL,X,X,O,X,X,X
OJSIZLT,O,O,O,X,X,X
OJSLTIZ,O,O,X,X,X,X
OJSLTZI,O,O,X,X,X,X
OJSLITZ,O,O,O,X,X,X
OJSLIZT,O,O,O,X,X,X
OJSLZTI,O,O,O,X,X,X
OJSLZIT,O,O,O,X,X,X
OJSZTIL,X,X,O,X,X,X
OJSZTLI,X,O,O,X,X,O
OJSZITL,X,X,O,X,X,X
OJSZILT,O,O,O,X,X,X
OJSZLTI,O,O,O,X,X,X
OJSZLIT,O,O,O,X,X,X
OJZTILS,O,X,X,X,O,O
OJZTISL,X,X,X,X,O,X
OJZTLIS,X,X,X,X,X,O
OJZTLSI,O,O,X,X,X,O
OJZTSIL,X,X,X,X,O,X
OJZTSLI,X,O,X,X,X,O
OJZITLS,O,X,X,X,O,O
OJZITSL,X,X,O,X,O,X
OJZILTS,O,X,X,O,X,X
OJZILST,O,O,X,O,X,X
OJZISTL,X,X,O,X,X,X
OJZISLT,O,O,O,O,X,X
OJZLTIS,X,X,X,O,X,O
OJZLTSI,O,O,X,X,X,O
OJZLITS,O,X,X,O,X,X
OJZLIST,O,O,X,O,X,X
OJZLSTI,O,O,X,X,X,X
OJZLSIT,O,O,X,O,X,X
OJZSTIL,X,X,O,X,X,X
OJZSTLI,X,O,O,X,X,O
OJZSITL,X,X,O,X,X,X
OJZSILT,O,O,O,X,X,X
OJZSLTI,O,O,O,X,X,X
OJZSLIT,O,O,O,X,X,X
OSTILJZ,X,X,O,X,O,X
OSTILZJ,X,X,O,X,O,X
OSTIJLZ,X,X,O,X,O,X
OSTIJZL,X,X,O,X,O,X
OSTIZLJ,X,X,O,X,O,X
OSTIZJL,X,X,O,X,O,X
OSTLIJZ,X,O,X,X,O,X
OSTLIZJ,X,X,X,X,O,X
OSTLJIZ,X,O,X,X,O,X
OSTLJZI,X,O,X,X,X,X
OSTLZIJ,X,O,X,X,X,X
OSTLZJI,X,O,X,X,X,X
OSTJILZ,X,X,O,X,O,X
OSTJIZL,X,X,O,X,O,X
OSTJLIZ,X,O,X,X,O,X
OSTJLZI,X,O,X,X,X,X
OSTJZIL,X,X,O,X,O,X
OSTJZLI,X,O,O,X,X,X
OSTZILJ,X,X,O,X,O,X
OSTZIJL,X,X,O,X,O,X
OSTZLIJ,X,O,X,X,X,X
OSTZLJI,X,O,O,X,X,X
OSTZJIL,X,X,O,X,O,X
OSTZJLI,X,O,O,X,X,X
OSITLJZ,X,X,O,X,O,X
OSITLZJ,X,X,O,X,O,X
OSITJLZ,X,X,O,X,O,X
OSITJZL,X,X,O,X,O,X
OSITZLJ,X,X,O,X,O,X
OSITZJL,X,X,O,X,O,X
OSILTJZ,O,O,O,X,X,X
OSILTZJ,O,X,O,X,X,X
OSILJTZ,O,O,O,X,X,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,O,O,O,X,X,X
OSILZJT,O,O,O,X,X,X
OSIJTLZ,X,X,O,X,O,X
OSIJTZL,X,X,O,X,O,X
OSIJLTZ,O,O,O,X,X,X
OSIJLZT,O,O,O,X,X,X
OSIJZTL,X,X,O,X,X,X
OSIJZLT,O,O,O,X,X,X
OSIZTLJ,X,X,O,X,X,X
OSIZTJL,X,X,O,X,X,X
OSIZLTJ,O,O,O,X,X,X
OSIZLJT,O,O,O,X,X,X
OSIZJTL,X,X,O,X,X,X
OSIZJLT,O,O,O,X,X,X
OSLTIJZ,O,O,X,X,X,X
OSLTIZJ,O,X,X,X,X,X
OSLTJIZ,O,O,X,X,X,X
OSLTJZI,O,O,X,X,X,X
OSLTZIJ,X,O,X,X,X,X
OSLTZJI,O,O,X,X,X,X
OSLITJZ,O,O,O,X,X,X
OSLITZJ,O,X,O,X,X,X
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,O,O,O,X,X,X
OSLIZJT,O,O,O,X,X,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,O,O,X,X,X,X
OSLJITZ,O,O,O,X,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,O,X,X,X
OSLZTIJ,X,O,X,X,X,X
OSLZTJI,O,O,O,X,X,X
OSLZITJ,O,O,O,X,X,X
OSLZIJT,O,O,O,X,X,X
OSLZJTI,O,O,O,X,X,X
OSLZJIT,O,O,O,X,X,X
OSJTILZ,X,X,O,X,O,X
OSJTIZL,X,X,O,X,O,X
OSJTLIZ,X,O,X,X,O,X
OSJTLZI,X,O,X,X,X,X
OSJTZIL,X,X,O,X,O,X
OSJTZLI,X,O,O,X,X,X
OSJITLZ,X,X,O,X,O,X
OSJITZL,X,X,O,X,O,X
OSJILTZ,O,O,O,X,X,X
OSJILZT,O,O,O,X,X,X
OSJIZTL,X,X,O,X,X,X
OSJIZLT,O,O,O,X,X,X
OSJLTIZ,O,O,X,X,X,X
OSJLTZI,O,O,X,X,X,X
OSJLITZ,O,O,O,X,X,X
OSJLIZT,O,O,O,X,X,X
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,O,X,X,X
OSJZTIL,X,X,O,X,X,X
OSJZTLI,X,O,O,X,X,O
OSJZITL,X,X,O,X,X,X
OSJZILT,O,O,O,X,X,X
OSJZLTI,O,O,O,X,X,X
OSJZLIT,O,O,O,X,X,X
OSZTILJ,X,X,O,X,X,X
OSZTIJL,X,X,O,X,X,X
OSZTLIJ,X,O,X,X,X,O
OSZTLJI,X,O,O,X,X,O
OSZTJIL,X,X,O,X,X,X
OSZTJLI,X,O,O,X,X,O
OSZITLJ,X,X,O,X,X,X
OSZITJL,X,X,O,X,X,X
OSZILTJ,O,O,O,X,X,X
OSZILJT,O,O,O,X,X,X
OSZIJTL,X,X,O,X,X,X
OSZIJLT,O,O,O,X,X,X
OSZLTIJ,X,O,X,X,X,X
OSZLTJI,O,O,O,X,X,X
OSZLITJ,X,O,O,X,X,X
OSZLIJT,O,O,O,X,X,X
OSZLJTI,O,O,O,X,X,X
OSZLJIT,O,O,O,X,X,X
OSZJTIL,X,X,O,X,X,X
OSZJTLI,X,O,O,X,X,O
OSZJITL,X,X,O,X,X,X
OSZJILT,O,O,O,X,X,X
OSZJLTI,O,O,O,X,X,X
OSZJLIT,O,O,O,X,X,X
OZTILJS,O,X,X,X,O,O
OZTILSJ,O,X,X,X,O,O
OZTIJLS,O,X,X,X,O,O
OZTIJSL,X,X,X,X,O,X
OZTISLJ,X,X,X,X,O,X
OZTISJL,X,X,X,X,O,X
OZTLIJS,X,X,X,X,X,O
OZTLISJ,X,X,X,X,X,O
OZTLJIS,X,X,X,X,X,O
OZTLJSI,O,O,X,X,X,O
OZTLSIJ,X,O,X,X,X,O
OZTLSJI,O,O,X,X,X,O
OZTJILS,O,X,X,X,O,O
OZTJISL,X,X,X,X,O,X
OZTJLIS,X,X,X,X,X,O
OZTJLSI,O,O,X,X,X,O
OZTJSIL,X,X,X,X,O,X
OZTJSLI,X,O,X,X,X,O
OZTSILJ,X,X,X,X,O,X
OZTSIJL,X,X,X,X,O,X
OZTSLIJ,X,O,X,X,X,O
OZTSLJI,X,O,X,X,X,O
OZTSJIL,X,X,X,X,O,X
OZTSJLI,X,O,X,X,X,O
OZITLJS,O,X,X,X,O,O
OZITLSJ,O,X,X,X,O,O
OZITJLS,O,X,X,X,O,O
OZITJSL,X,X,O,X,O,X
OZITSLJ,X,X,O,X,O,X
OZITSJL,X,X,O,X,O,X
OZILTJS,O,X,X,O,X,X
OZILTSJ,O,X,X,O,X,X
OZILJTS,O,X,X,O,X,X
OZILJST,O,O,X,O,X,X
OZILSTJ,O,O,X,O,X,X
OZILSJT,O,O,X,O,X,X
OZIJTLS,O,X,X,X,O,O
OZIJTSL,X,X,O,X,O,X
OZIJLTS,O,X,X,O,X,X
OZIJLST,O,O,X,O,X,X
OZIJSTL,X,X,O,X,X,X
OZIJSLT,O,O,O,O,X,X
OZISTLJ,X,X,O,X,X,X
OZISTJL,X,X,O,X,X,X
OZISLTJ,O,O,O,O,X,X
OZISLJT,O,O,O,O,X,X
OZISJTL,X,X,O,X,X,X
OZISJLT,O,O,O,O,X,X
OZLTIJS,X,X,X,O,X,O
OZLTISJ,X,X,X,O,X,O
OZLTJIS,X,X,X,O,X,O
OZLTJSI,O,O,X,X,X,O
OZLTSIJ,X,O,X,X,X,O
OZLTSJI,O,O,X,X,X,O
OZLITJS,O,X,X,O,X,X
OZLITSJ,O,X,X,O,X,X
OZLIJTS,O,X,X,O,X,X
OZLIJST,O,O,X,O,X,X
OZLISTJ,O,O,X,O,X,X
OZLISJT,O,O,X,O,X,X
OZLJTIS,X,X,X,O,X,O
OZLJTSI,O,O,X,X,X,O
OZLJITS,O,X,X,O,X,X
OZLJIST,O,O,X,O,X,X
OZLJSTI,O,O,X,X,X,X
OZLJSIT,O,O,X,O,X,X
OZLSTIJ,X,O,X,X,X,X
OZLSTJI,O,O,X,X,X,X
OZLSITJ,O,O,X,O,X,X
OZLSIJT,O,O,X,O,X,X
OZLSJTI,O,O,X,X,X,X
OZLSJIT,O,O,X,O,X,X
OZJTILS,O,X,X,X,O,O
OZJTISL,X,X,X,X,O,X
OZJTLIS,X,X,X,X,X,O
OZJTLSI,O,O,X,X,X,O
OZJTSIL,X,X,X,X,O,X
OZJTSLI,X,O,X,X,X,O
OZJITLS,O,X,X,X,O,O
OZJITSL,X,X,O,X,O,X
OZJILTS,O,X,X,O,X,X
OZJILST,O,O,X,O,X,X
OZJISTL,X,X,O,X,X,X
OZJISLT,O,O,O,O,X,X
OZJLTIS,X,X,X,O,X,O
OZJLTSI,O,O,X,X,X,O
OZJLITS,O,X,X,O,X,X
OZJLIST,O,O,X,O,X,X
OZJLSTI,O,O,X,X,X,X
OZJLSIT,O,O,X,O,X,X
OZJSTIL,X,X,O,X,X,X
OZJSTLI,X,O,O,X,X,O
OZJSITL,X,X,O,X,X,X
OZJSILT,O,O,O,X,X,X
OZJSLTI,O,O,O,X,X,X
OZJSLIT,O,O,O,X,X,X
OZSTILJ,X,X,O,X,X,X
OZSTIJL,X,X,O,X,X,X
OZSTLIJ,X,O,X,X,X,O
OZSTLJI,X,O,O,X,X,O
OZSTJIL,X,X,O,X,X,X
OZSTJLI,X,O,O,X,X,O
OZSITLJ,X,X,O,X,X,X
OZSITJL,X,X,O,X,X,X
OZSILTJ,O,O,O,X,X,X
OZSILJT,O,O,O,X,X,X
OZSIJTL,X,X,O,X,X,X
OZSIJLT,O,O,O,X,X,X
OZSLTIJ,X,O,X,X,X,X
OZSLTJI,O,O,O,X,X,X
OZSLITJ,X,O,O,X,X,X
OZSLIJT,O,O,O,X,X,X
OZSLJTI,O,O,O,X,X,X
OZSLJIT,O,O,O,X,X,X
OZSJTIL,X,X,O,X,X,X
OZSJTLI,X,O,O,X,X,O
OZSJITL,X,X,O,X,X,X
OZSJILT,O,O,O,X,X,X
OZSJLTI,O,O,O,X,X,X
OZSJLIT,O,O,O,X,X,X
