sequence,v115@RhC8DeE8DeD8Jei/IvhFRhBcnBTjBGrBFqBXrB,v115@RhC8DeE8DeD8Jei/IvhFcnBTjBRlBFrBurB3qB,v115@RhC8DeE8DeD8Jex/IvhFlhBcnBTjBqqB/rBmpB,v115@RhC8DeE8DeD8Jei/IvhFxhBTjBFnBGrBfrBUqB,v115@RhC8DeE8DeD8Je2EJvhFxhBTjBXnBUrBCrBFqB,v115@RhC8DeE8DeD8Jex/IvhF8lBCiBTjBXnBVwBmpB,v115@RhC8DeE8DeD8Je2EJvhFSnBTjBRrBfrBUqBlrB
IZTOJSL,O,O,X,X,X,X,X
IZTOSLJ,X,O,O,X,X,X,X
IZTOSJL,X,O,X,X,X,X,X
IZLTJSO,X,O,X,X,X,X,X
IZLTJOS,X,O,X,X,X,X,X
IZLTSJO,X,O,O,X,X,X,X
IZLTSOJ,X,O,O,X,X,X,X
IZLTOJS,O,O,X,X,X,X,X
IZLTOSJ,X,O,O,X,X,X,X
IZLJTSO,O,X,X,X,X,X,X
IZLJTOS,O,X,X,X,X,X,X
IZLJSTO,O,X,O,X,X,X,X
IZLJSOT,O,X,O,X,X,X,O
IZLJOTS,O,X,X,X,X,X,X
IZLJOST,O,X,O,X,X,X,O
IZLSTJO,X,X,O,X,X,X,X
IZLSTOJ,X,X,O,X,X,X,X
IZLSJTO,X,X,O,X,X,X,X
IZLSJOT,X,X,O,X,X,X,O
IZLSOTJ,X,X,O,X,X,X,X
IZLSOJT,O,X,O,X,X,X,O
IZLOTJS,O,O,X,X,X,X,X
IZLOTSJ,X,O,O,X,X,X,X
IZLOJTS,O,X,X,X,X,X,X
IZLOJST,O,X,O,X,X,X,O
IZLOSTJ,X,X,O,X,X,X,X
IZLOSJT,O,X,O,X,X,X,O
IZJTLSO,O,X,X,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X
IZJTSLO,O,X,X,X,X,X,X
IZJTSOL,O,X,X,X,X,X,X
IZJTOLS,O,X,X,X,X,X,X
IZJTOSL,O,X,X,X,X,X,X
IZJLTSO,O,X,X,X,X,X,X
IZJLTOS,O,X,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,X
IZJLSOT,O,X,X,X,X,X,O
IZJLOTS,O,X,X,X,X,X,X
IZJLOST,O,X,X,X,X,X,O
IZJSTLO,O,X,X,X,O,X,X
IZJSTOL,O,X,X,X,O,X,X
IZJSLTO,O,X,X,X,O,X,X
IZJSLOT,O,X,X,X,O,X,O
IZJSOTL,O,X,X,X,O,X,X
IZJSOLT,O,X,X,X,O,X,O
IZJOTLS,O,X,X,X,X,X,X
IZJOTSL,O,X,X,X,X,X,X
IZJOLTS,O,X,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,O
IZJOSTL,O,X,X,X,O,X,X
IZJOSLT,O,X,X,X,O,X,O
IZSTLJO,X,X,O,X,O,X,X
IZSTLOJ,X,X,O,X,O,X,X
IZSTJLO,X,X,X,X,O,X,X
IZSTJOL,X,X,X,X,O,X,X
IZSTOLJ,X,X,O,X,O,X,X
IZSTOJL,X,X,X,X,O,X,X
IZSLTJO,X,X,O,X,O,X,X
IZSLTOJ,X,X,O,X,O,X,X
IZSLJTO,X,X,O,X,O,X,X
IZSLJOT,X,X,O,X,O,X,O
IZSLOTJ,X,X,O,X,O,X,X
IZSLOJT,O,X,O,X,O,X,O
IZSJTLO,O,X,X,X,O,X,X
IZSJTOL,O,X,X,X,O,X,X
IZSJLTO,O,X,X,X,O,X,X
IZSJLOT,O,X,X,X,O,X,O
IZSJOTL,O,X,X,X,O,X,X
IZSJOLT,O,X,X,X,O,X,O
IZSOTLJ,X,X,O,X,O,X,X
IZSOTJL,X,X,X,X,O,X,X
IZSOLTJ,X,X,O,X,O,X,X
IZSOLJT,O,X,O,X,O,X,O
IZSOJTL,O,X,X,X,O,X,X
IZSOJLT,O,X,X,X,O,X,O
IZOTLJS,O,O,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,X
IZOTJLS,O,O,X,X,X,X,X
IZOTJSL,O,O,X,X,X,X,X
IZOTSLJ,X,O,O,X,X,X,X
IZOTSJL,X,O,X,X,X,X,X
IZOLTJS,O,O,X,X,X,X,X
IZOLTSJ,X,O,O,X,X,X,X
IZOLJTS,O,X,X,X,X,X,X
IZOLJST,O,X,O,X,X,X,O
IZOLSTJ,X,X,O,X,X,X,X
IZOLSJT,O,X,O,X,X,X,O
IZOJTLS,O,X,X,X,X,X,X
IZOJTSL,O,X,X,X,X,X,X
IZOJLTS,O,X,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,O
IZOJSTL,O,X,X,X,O,X,X
IZOJSLT,O,X,X,X,O,X,O
IZOSTLJ,X,X,O,X,O,X,X
IZOSTJL,X,X,X,X,O,X,X
IZOSLTJ,X,X,O,X,O,X,X
IZOSLJT,O,X,O,X,O,X,O
IZOSJTL,O,X,X,X,O,X,X
IZOSJLT,O,X,X,X,O,X,O
IOTLJSZ,X,X,X,O,X,X,O
IOTLJZS,X,O,X,O,X,X,X
IOTLSJZ,X,X,X,X,X,X,O
IOTLSZJ,X,O,X,X,X,X,X
IOTLZJS,X,O,X,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,X
IOTJLSZ,X,X,X,O,X,X,O
IOTJLZS,X,O,X,O,X,X,X
IOTJSLZ,X,X,X,O,X,X,O
IOTJSZL,X,X,X,O,X,X,X
IOTJZLS,X,O,X,O,X,X,X
IOTJZSL,X,O,X,O,X,X,X
IOTSLJZ,X,X,X,X,X,X,O
IOTSLZJ,X,O,X,X,X,O,X
IOTSJLZ,X,X,X,X,X,X,O
IOTSJZL,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,X,X,O,X
IOTSZJL,X,O,X,X,X,O,X
IOTZLJS,X,O,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,O,X
IOTZJLS,X,O,X,X,X,X,X
IOTZJSL,X,O,X,X,X,O,X
IOTZSLJ,X,O,X,X,X,O,X
IOTZSJL,X,O,X,X,X,O,X
IOLTJSZ,X,X,X,O,X,X,O
IOLTJZS,X,O,X,O,X,X,X
IOLTSJZ,X,X,X,X,X,X,O
IOLTSZJ,X,O,O,X,X,X,X
IOLTZJS,X,O,X,X,X,X,X
IOLTZSJ,X,O,O,X,X,X,X
IOLJTSZ,X,X,X,O,X,X,O
IOLJTZS,X,O,X,O,X,X,X
IOLJSTZ,X,X,X,X,X,X,O
IOLJSZT,X,X,O,X,X,X,O
IOLJZTS,O,X,X,X,X,X,X
IOLJZST,O,X,O,X,X,X,O
IOLSTJZ,X,X,X,X,X,X,O
IOLSTZJ,X,O,O,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,O
IOLSJZT,X,X,O,X,X,X,O
IOLSZTJ,X,X,O,X,X,X,X
IOLSZJT,X,X,O,X,X,X,O
IOLZTJS,O,O,X,X,X,X,X
IOLZTSJ,X,O,O,X,X,X,X
IOLZJTS,O,X,X,X,X,X,X
IOLZJST,O,X,O,X,X,X,O
IOLZSTJ,X,X,O,X,X,X,X
IOLZSJT,O,X,O,X,X,X,O
IOJTLSZ,X,X,X,O,X,X,O
IOJTLZS,X,O,X,O,X,X,X
IOJTSLZ,X,X,X,O,X,X,O
IOJTSZL,X,X,X,O,X,X,X
IOJTZLS,X,O,X,O,X,X,X
IOJTZSL,X,O,X,O,X,X,X
IOJLTSZ,X,X,X,O,X,X,O
IOJLTZS,X,O,X,O,X,X,X
IOJLSTZ,X,X,X,X,X,X,O
IOJLSZT,X,X,X,X,X,X,O
IOJLZTS,O,X,X,X,X,X,X
IOJLZST,O,X,X,X,X,X,O
IOJSTLZ,X,X,X,X,X,X,O
IOJSTZL,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,O
IOJSLZT,X,X,X,X,X,X,O
IOJSZTL,X,X,X,X,O,X,X
IOJSZLT,X,X,X,X,O,X,O
IOJZTLS,O,X,X,X,X,X,X
IOJZTSL,O,X,X,X,X,X,X
IOJZLTS,O,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,O
IOJZSTL,O,X,X,X,O,X,X
IOJZSLT,O,X,X,X,O,X,O
IOSTLJZ,X,X,X,X,X,X,O
IOSTLZJ,X,O,X,X,X,O,X
IOSTJLZ,X,X,X,X,X,X,O
IOSTJZL,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,X,O,O,X
IOSTZJL,X,O,X,X,O,O,X
IOSLTJZ,X,X,X,X,X,X,O
IOSLTZJ,X,O,O,X,X,O,X
IOSLJTZ,X,X,X,X,X,X,O
IOSLJZT,X,X,O,X,X,X,O
IOSLZTJ,X,X,O,X,O,X,X
IOSLZJT,X,X,O,X,O,X,O
IOSJTLZ,X,X,X,X,X,X,O
IOSJTZL,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,O
IOSJLZT,X,X,X,X,X,X,O
IOSJZTL,X,X,X,X,O,X,X
IOSJZLT,X,X,X,X,O,X,O
IOSZTLJ,X,X,O,X,O,X,X
IOSZTJL,X,X,X,X,O,X,X
IOSZLTJ,X,X,O,X,O,X,X
IOSZLJT,X,X,O,X,O,X,O
IOSZJTL,X,X,X,X,O,X,X
IOSZJLT,X,X,X,X,O,X,O
IOZTLJS,O,O,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X
IOZTJLS,O,O,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X
IOZTSLJ,X,O,O,X,X,X,X
IOZTSJL,X,O,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X
IOZLTSJ,X,O,O,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X
IOZLJST,O,X,O,X,X,X,O
IOZLSTJ,X,X,O,X,X,X,X
IOZLSJT,O,X,O,X,X,X,O
IOZJTLS,O,X,X,X,X,X,X
IOZJTSL,O,X,X,X,X,X,X
IOZJLTS,O,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,O
IOZJSTL,O,X,X,X,O,X,X
IOZJSLT,O,X,X,X,O,X,O
IOZSTLJ,X,X,O,X,O,X,X
IOZSTJL,X,X,X,X,O,X,X
IOZSLTJ,X,X,O,X,O,X,X
IOZSLJT,O,X,O,X,O,X,O
IOZSJTL,O,X,X,X,O,X,X
IOZSJLT,O,X,X,X,O,X,O
LTIJSZO,X,X,X,O,X,X,X
LTIJSOZ,X,X,X,O,X,X,O
LTIJZSO,X,O,X,O,X,X,X
LTIJZOS,X,O,X,O,X,X,X
LTIJOSZ,X,X,X,O,X,X,O
LTIJOZS,X,O,X,O,X,X,X
LTISJZO,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,O
LTISZJO,X,O,O,X,X,X,X
LTISZOJ,X,O,O,X,X,X,X
LTISOJZ,X,X,X,X,X,X,O
LTISOZJ,X,O,O,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X
LTIZJOS,X,O,X,X,X,X,X
LTIZSJO,X,O,O,X,X,X,X
LTIZSOJ,X,O,O,X,X,X,X
LTIZOJS,X,O,X,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X
LTIOJSZ,X,X,X,O,X,X,O
LTIOJZS,X,O,X,O,X,X,X
LTIOSJZ,X,X,X,X,X,X,O
LTIOSZJ,X,O,O,X,X,X,X
LTIOZJS,X,O,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X
LTJISZO,X,X,X,O,X,X,X
LTJISOZ,X,X,X,O,X,X,O
LTJIZSO,X,O,X,O,X,X,X
LTJIZOS,X,O,X,O,X,X,X
LTJIOSZ,X,X,X,O,X,X,O
LTJIOZS,X,O,X,O,X,X,X
LTJSIZO,X,X,X,O,X,X,X
LTJSIOZ,X,X,X,O,X,X,X
LTJSZIO,X,X,X,O,X,X,X
LTJSZOI,X,X,X,O,X,X,X
LTJSOIZ,X,X,X,O,X,X,X
LTJSOZI,X,X,X,O,X,X,X
LTJZISO,O,O,X,O,X,X,X
LTJZIOS,O,O,X,O,X,X,X
LTJZSIO,O,O,X,O,X,X,X
LTJZSOI,O,O,X,O,X,X,X
LTJZOIS,O,O,X,O,X,X,X
LTJZOSI,O,O,X,O,X,X,X
LTJOISZ,X,X,X,O,X,X,O
LTJOIZS,X,O,X,O,X,X,X
LTJOSIZ,X,X,X,O,X,X,X
LTJOSZI,X,X,X,O,X,X,X
LTJOZIS,O,O,X,O,X,X,X
LTJOZSI,O,O,X,O,X,X,X
LTSIJZO,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,X,X
LTSIZJO,X,O,O,X,X,O,X
LTSIZOJ,X,O,O,X,X,O,X
LTSIOJZ,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,X,X,O,X
LTSJIZO,X,X,X,O,X,X,X
LTSJIOZ,X,X,X,O,X,X,X
LTSJZIO,X,X,X,O,X,O,X
LTSJZOI,X,X,X,O,X,O,X
LTSJOIZ,X,X,X,O,X,X,X
LTSJOZI,X,X,X,O,X,O,X
LTSZIJO,X,O,O,X,X,O,X
LTSZIOJ,X,O,O,X,X,O,X
LTSZJIO,X,O,O,X,X,O,X
LTSZJOI,X,O,O,X,X,O,X
LTSZOIJ,X,O,O,X,X,O,X
LTSZOJI,X,O,O,X,X,O,X
LTSOIJZ,X,X,X,X,X,X,X
LTSOIZJ,X,O,O,X,X,O,X
LTSOJIZ,X,X,X,O,X,X,X
LTSOJZI,X,X,X,O,X,O,X
LTSOZIJ,X,O,O,X,X,O,X
LTSOZJI,X,O,O,X,X,O,X
LTZIJSO,X,O,X,X,X,X,X
LTZIJOS,X,O,X,X,X,X,X
LTZISJO,X,O,O,X,X,O,X
LTZISOJ,X,O,O,X,X,O,X
LTZIOJS,O,O,X,X,X,X,X
LTZIOSJ,X,O,O,X,X,O,X
LTZJISO,O,O,X,O,X,X,X
LTZJIOS,O,O,X,O,X,X,X
LTZJSIO,O,O,X,O,X,X,X
LTZJSOI,O,O,X,O,X,X,X
LTZJOIS,O,O,X,O,X,X,X
LTZJOSI,O,O,X,O,X,X,X
LTZSIJO,X,O,O,X,X,O,X
LTZSIOJ,X,O,O,X,X,O,X
LTZSJIO,X,O,O,X,X,O,X
LTZSJOI,X,O,O,X,X,O,X
LTZSOIJ,X,O,O,X,X,O,X
LTZSOJI,X,O,O,X,X,O,X
LTZOIJS,O,O,X,X,X,X,X
LTZOISJ,X,O,O,X,X,O,X
LTZOJIS,O,O,X,O,X,X,X
LTZOJSI,O,O,X,O,X,X,X
LTZOSIJ,X,O,O,X,X,O,X
LTZOSJI,X,O,O,X,X,O,X
LTOIJSZ,X,X,X,O,X,X,O
LTOIJZS,X,O,X,O,X,X,X
LTOISJZ,X,X,X,X,X,X,O
LTOISZJ,X,O,O,X,X,X,X
LTOIZJS,X,O,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X
LTOJISZ,X,X,X,O,X,X,O
LTOJIZS,X,O,X,O,X,X,X
LTOJSIZ,X,X,X,O,X,X,X
LTOJSZI,X,X,X,O,X,X,X
LTOJZIS,O,O,X,O,X,X,X
LTOJZSI,O,O,X,O,X,X,X
LTOSIJZ,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,X,O,X
LTOSJIZ,X,X,X,O,X,X,X
LTOSJZI,X,X,X,O,X,O,X
LTOSZIJ,X,O,O,X,X,O,X
LTOSZJI,X,O,O,X,X,O,X
LTOZIJS,O,O,X,X,X,X,X
LTOZISJ,X,O,O,X,X,O,X
LTOZJIS,O,O,X,O,X,X,X
LTOZJSI,O,O,X,O,X,X,X
LTOZSIJ,X,O,O,X,X,O,X
LTOZSJI,X,O,O,X,X,O,X
LITJSZO,X,X,X,O,X,X,X
LITJSOZ,X,X,X,O,X,X,O
LITJZSO,X,O,X,O,X,X,X
LITJZOS,X,O,X,O,X,X,X
LITJOSZ,X,X,X,O,X,X,O
LITJOZS,X,O,X,O,X,X,X
LITSJZO,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,X,X,O
LITSZJO,X,O,O,X,X,X,X
LITSZOJ,X,O,O,X,X,X,X
LITSOJZ,X,X,X,X,X,X,O
LITSOZJ,X,O,O,X,X,X,X
LITZJSO,X,O,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,X
LITZSJO,X,O,O,X,X,X,X
LITZSOJ,X,O,O,X,X,X,X
LITZOJS,X,O,X,X,X,X,X
LITZOSJ,X,O,O,X,X,X,X
LITOJSZ,X,X,X,O,X,X,O
LITOJZS,X,O,X,O,X,X,X
LITOSJZ,X,X,X,X,X,X,O
LITOSZJ,X,O,O,X,X,X,X
LITOZJS,X,O,X,X,X,X,X
LITOZSJ,X,O,O,X,X,X,X
LIJTSZO,X,X,X,O,X,X,X
LIJTSOZ,X,X,X,O,X,X,O
LIJTZSO,X,O,X,O,X,X,X
LIJTZOS,X,O,X,O,X,X,X
LIJTOSZ,X,X,X,O,X,X,O
LIJTOZS,X,O,X,O,X,X,X
LIJSTZO,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O
LIJSZTO,X,X,O,X,X,X,X
LIJSZOT,X,X,O,X,X,X,O
LIJSOTZ,X,X,X,X,X,X,O
LIJSOZT,X,X,O,X,X,X,O
LIJZTSO,O,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,X,X
LIJZSOT,O,X,O,X,X,X,O
LIJZOTS,O,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,X,O
LIJOTSZ,X,X,X,O,X,X,O
LIJOTZS,X,O,X,O,X,X,X
LIJOSTZ,X,X,X,X,X,X,O
LIJOSZT,X,X,O,X,X,X,O
LIJOZTS,O,X,X,X,X,X,X
LIJOZST,O,X,O,X,X,X,O
LISTJZO,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,O
LISTZJO,X,O,O,X,X,X,X
LISTZOJ,X,O,O,X,X,X,X
LISTOJZ,X,X,X,X,X,X,O
LISTOZJ,X,O,O,X,X,X,X
LISJTZO,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O
LISJZTO,X,X,O,X,X,X,X
LISJZOT,X,X,O,X,X,X,O
LISJOTZ,X,X,X,X,X,X,O
LISJOZT,X,X,O,X,X,X,O
LISZTJO,X,X,O,X,X,X,X
LISZTOJ,X,X,O,X,X,X,X
LISZJTO,X,X,O,X,X,X,X
LISZJOT,X,X,O,X,X,X,O
LISZOTJ,X,X,O,X,X,X,X
LISZOJT,X,X,O,X,X,X,O
LISOTJZ,X,X,X,X,X,X,O
LISOTZJ,X,O,O,X,X,X,X
LISOJTZ,X,X,X,X,X,X,O
LISOJZT,X,X,O,X,X,X,O
LISOZTJ,X,X,O,X,X,X,X
LISOZJT,X,X,O,X,X,X,O
LIZTJSO,X,O,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,X
LIZTSOJ,X,O,O,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X
LIZTOSJ,X,O,O,X,X,X,X
LIZJTSO,O,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X
LIZJSOT,O,X,O,X,X,X,O
LIZJOTS,O,X,X,X,X,X,X
LIZJOST,O,X,O,X,X,X,O
LIZSTJO,X,X,O,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X
LIZSJTO,X,X,O,X,X,X,X
LIZSJOT,X,X,O,X,X,X,O
LIZSOTJ,X,X,O,X,X,X,X
LIZSOJT,O,X,O,X,X,X,O
LIZOTJS,O,O,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,X,O
LIZOSTJ,X,X,O,X,X,X,X
LIZOSJT,O,X,O,X,X,X,O
LIOTJSZ,X,X,X,O,X,X,O
LIOTJZS,X,O,X,O,X,X,X
LIOTSJZ,X,X,X,X,X,X,O
LIOTSZJ,X,O,O,X,X,X,X
LIOTZJS,X,O,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,O
LIOJTZS,X,O,X,O,X,X,X
LIOJSTZ,X,X,X,X,X,X,O
LIOJSZT,X,X,O,X,X,X,O
LIOJZTS,O,X,X,X,X,X,X
LIOJZST,O,X,O,X,X,X,O
LIOSTJZ,X,X,X,X,X,X,O
LIOSTZJ,X,O,O,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,O
LIOSJZT,X,X,O,X,X,X,O
LIOSZTJ,X,X,O,X,X,X,X
LIOSZJT,X,X,O,X,X,X,O
LIOZTJS,O,O,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X
LIOZJST,O,X,O,X,X,X,O
LIOZSTJ,X,X,O,X,X,X,X
LIOZSJT,O,X,O,X,X,X,O
LJTISZO,X,X,X,O,X,X,X
LJTISOZ,X,X,X,O,X,X,O
LJTIZSO,X,O,X,O,X,X,X
LJTIZOS,X,O,X,O,X,X,X
LJTIOSZ,X,X,X,O,X,X,O
LJTIOZS,X,O,X,O,X,X,X
LJTSIZO,X,X,X,O,X,X,X
LJTSIOZ,X,X,X,O,X,X,X
LJTSZIO,X,X,X,O,X,X,X
LJTSZOI,X,X,X,O,X,X,X
LJTSOIZ,X,X,X,O,X,X,X
LJTSOZI,X,X,X,O,X,X,X
LJTZISO,O,O,X,O,X,X,X
LJTZIOS,O,O,X,O,X,X,X
LJTZSIO,O,O,X,O,X,X,X
LJTZSOI,O,O,X,O,X,X,X
LJTZOIS,O,O,X,O,X,X,X
LJTZOSI,O,O,X,O,X,X,X
LJTOISZ,X,X,X,O,X,X,O
LJTOIZS,X,O,X,O,X,X,X
LJTOSIZ,X,X,X,O,X,X,X
LJTOSZI,X,X,X,O,X,X,X
LJTOZIS,O,O,X,O,X,X,X
LJTOZSI,O,O,X,O,X,X,X
LJITSZO,X,X,X,O,X,X,X
LJITSOZ,X,X,X,O,X,X,O
LJITZSO,X,O,X,O,X,X,X
LJITZOS,X,O,X,O,X,X,X
LJITOSZ,X,X,X,O,X,X,O
LJITOZS,X,O,X,O,X,X,X
LJISTZO,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O
LJISZTO,X,X,O,X,X,X,X
LJISZOT,X,X,O,X,X,X,O
LJISOTZ,X,X,X,X,X,X,O
LJISOZT,X,X,O,X,X,X,O
LJIZTSO,O,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X
LJIZSTO,O,X,O,X,X,X,X
LJIZSOT,O,X,O,X,X,X,O
LJIZOTS,O,X,X,X,X,X,X
LJIZOST,O,X,O,X,X,X,O
LJIOTSZ,X,X,X,O,X,X,O
LJIOTZS,X,O,X,O,X,X,X
LJIOSTZ,X,X,X,X,X,X,O
LJIOSZT,X,X,O,X,X,X,O
LJIOZTS,O,X,X,X,X,X,X
LJIOZST,O,X,O,X,X,X,O
LJSTIZO,X,X,X,O,X,X,X
LJSTIOZ,X,X,X,O,X,X,X
LJSTZIO,X,X,X,O,X,X,X
LJSTZOI,X,X,X,O,X,X,X
LJSTOIZ,X,X,X,O,X,X,X
LJSTOZI,X,X,X,O,X,X,X
LJSITZO,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O
LJSIZTO,X,X,O,X,X,X,X
LJSIZOT,X,X,O,X,X,X,O
LJSIOTZ,X,X,X,X,X,X,O
LJSIOZT,X,X,O,X,X,X,O
LJSZTIO,O,X,O,X,O,X,X
LJSZTOI,O,X,O,X,O,X,X
LJSZITO,O,X,O,X,O,X,X
LJSZIOT,O,X,O,X,O,X,X
LJSZOTI,O,X,O,X,O,X,X
LJSZOIT,O,X,O,X,O,X,X
LJSOTIZ,X,X,X,O,X,X,X
LJSOTZI,X,X,X,O,X,X,X
LJSOITZ,X,X,X,X,X,X,O
LJSOIZT,X,X,O,X,X,X,O
LJSOZTI,O,X,O,X,O,X,X
LJSOZIT,O,X,O,X,O,X,X
LJZTISO,O,O,X,O,X,X,X
LJZTIOS,O,O,X,O,X,X,X
LJZTSIO,O,O,X,O,X,X,X
LJZTSOI,O,O,X,O,X,X,X
LJZTOIS,O,O,X,O,X,X,X
LJZTOSI,O,O,X,O,X,X,X
LJZITSO,O,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X
LJZISTO,O,X,O,X,X,X,X
LJZISOT,O,X,O,X,X,X,O
LJZIOTS,O,X,X,X,X,X,X
LJZIOST,O,X,O,X,X,X,O
LJZSTIO,O,X,O,X,O,X,X
LJZSTOI,O,X,O,X,O,X,X
LJZSITO,O,X,O,X,O,X,X
LJZSIOT,O,X,O,X,O,X,X
LJZSOTI,O,X,O,X,O,X,X
LJZSOIT,O,X,O,X,O,X,X
LJZOTIS,O,O,X,O,X,X,X
LJZOTSI,O,O,X,O,X,X,X
LJZOITS,O,X,X,X,X,X,X
LJZOIST,O,X,O,X,X,X,O
LJZOSTI,O,X,O,X,O,X,X
LJZOSIT,O,X,O,X,O,X,X
LJOTISZ,X,X,X,O,X,X,O
LJOTIZS,X,O,X,O,X,X,X
LJOTSIZ,X,X,X,O,X,X,X
LJOTSZI,X,X,X,O,X,X,X
LJOTZIS,O,O,X,O,X,X,X
LJOTZSI,O,O,X,O,X,X,X
LJOITSZ,X,X,X,O,X,X,O
LJOITZS,X,O,X,O,X,X,X
LJOISTZ,X,X,X,X,X,X,O
LJOISZT,X,X,O,X,X,X,O
LJOIZTS,O,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,X,O
LJOSTIZ,X,X,X,O,X,X,X
LJOSTZI,X,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,X,O
LJOSIZT,X,X,O,X,X,X,O
LJOSZTI,O,X,O,X,O,X,X
LJOSZIT,O,X,O,X,O,X,X
LJOZTIS,O,O,X,O,X,X,X
LJOZTSI,O,O,X,O,X,X,X
LJOZITS,O,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,O
LJOZSTI,O,X,O,X,O,X,X
LJOZSIT,O,X,O,X,O,X,X
LSTIJZO,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,X
LSTIZJO,X,O,O,X,X,O,X
LSTIZOJ,X,O,O,X,X,O,X
LSTIOJZ,X,X,X,X,X,X,X
LSTIOZJ,X,O,O,X,X,O,X
LSTJIZO,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,O,X,X,X
LSTJZIO,X,X,X,O,X,O,X
LSTJZOI,X,X,X,O,X,O,X
LSTJOIZ,X,X,X,O,X,X,X
LSTJOZI,X,X,X,O,X,O,X
LSTZIJO,X,O,O,X,X,O,X
LSTZIOJ,X,O,O,X,X,O,X
LSTZJIO,X,O,O,X,X,O,X
LSTZJOI,X,O,O,X,X,O,X
LSTZOIJ,X,O,O,X,X,O,X
LSTZOJI,X,O,O,X,X,O,X
LSTOIJZ,X,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,X,O,X
LSTOJIZ,X,X,X,O,X,X,X
LSTOJZI,X,X,X,O,X,O,X
LSTOZIJ,X,O,O,X,X,O,X
LSTOZJI,X,O,O,X,X,O,X
LSITJZO,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,O
LSITZJO,X,O,O,X,X,O,X
LSITZOJ,X,O,O,X,X,O,X
LSITOJZ,X,X,X,X,X,X,O
LSITOZJ,X,O,O,X,X,O,X
LSIJTZO,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,O
LSIJZTO,X,X,O,X,X,X,X
LSIJZOT,X,X,O,X,X,X,O
LSIJOTZ,X,X,X,X,X,X,O
LSIJOZT,X,X,O,X,X,X,O
LSIZTJO,X,X,O,X,O,X,X
LSIZTOJ,X,X,O,X,O,X,X
LSIZJTO,X,X,O,X,O,X,X
LSIZJOT,X,X,O,X,O,X,O
