sequence,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jei/IvhF5l?BlhBziBcpBeqB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBziBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jex/IvhFlh?BziB0kB6qB2uB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je0/IvhF6l?BlhB2pBznB3sBxuB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBznBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je5FJvhFlh?BziBmkB0pB3sBipB
JZLISOT,O,X,O,X,X,O
JZLIOTS,O,X,O,X,X,X
JZLIOST,O,X,O,X,X,X
JZLSTIO,O,X,O,X,X,O
JZLSTOI,O,X,O,X,X,O
JZLSITO,O,X,O,X,X,O
JZLSIOT,O,X,O,X,X,O
JZLSOTI,O,X,O,X,X,O
JZLSOIT,O,X,O,X,X,O
JZLOTIS,O,X,O,X,X,X
JZLOTSI,O,X,O,X,X,X
JZLOITS,O,X,O,X,X,X
JZLOIST,O,X,O,X,X,X
JZLOSTI,O,X,O,X,X,X
JZLOSIT,O,X,O,X,X,X
JZSTILO,O,X,O,X,X,O
JZSTIOL,O,X,O,X,X,O
JZSTLIO,O,X,O,X,X,O
JZSTLOI,O,X,O,X,X,O
JZSTOIL,O,X,O,X,X,O
JZSTOLI,O,X,O,X,X,O
JZSITLO,O,X,O,X,X,O
JZSITOL,O,X,O,X,X,O
JZSILTO,O,X,O,X,X,O
JZSILOT,O,X,O,X,X,O
JZSIOTL,O,X,O,X,X,O
JZSIOLT,O,X,O,X,X,O
JZSLTIO,O,X,O,X,X,O
JZSLTOI,O,X,O,X,X,O
JZSLITO,O,X,O,X,X,O
JZSLIOT,O,X,O,X,X,O
JZSLOTI,O,X,O,X,X,O
JZSLOIT,O,X,O,X,X,O
JZSOTIL,O,X,O,X,X,O
JZSOTLI,O,X,O,X,X,O
JZSOITL,O,X,O,X,X,O
JZSOILT,O,X,O,X,X,O
JZSOLTI,O,X,O,X,X,O
JZSOLIT,O,X,O,X,X,O
JZOTILS,O,X,X,X,X,X
JZOTISL,O,X,O,X,X,O
JZOTLIS,O,X,O,X,X,X
JZOTLSI,O,X,O,X,X,X
JZOTSIL,O,X,O,X,X,O
JZOTSLI,O,X,O,X,X,O
JZOITLS,O,X,X,X,X,X
JZOITSL,O,X,O,X,X,O
JZOILTS,O,X,X,X,X,X
JZOILST,O,X,X,X,X,X
JZOISTL,O,X,O,X,X,O
JZOISLT,O,X,O,X,X,O
JZOLTIS,O,X,O,X,X,X
JZOLTSI,O,X,O,X,X,X
JZOLITS,O,X,O,X,X,X
JZOLIST,O,X,O,X,X,X
JZOLSTI,O,X,O,X,X,X
JZOLSIT,O,X,O,X,X,X
JZOSTIL,O,X,O,X,X,O
JZOSTLI,O,X,O,X,X,O
JZOSITL,O,X,O,X,X,O
JZOSILT,O,X,O,X,X,O
JZOSLTI,O,X,O,X,X,O
JZOSLIT,O,X,O,X,X,O
JOTILSZ,X,X,X,O,X,X
JOTILZS,X,X,X,O,O,X
JOTISLZ,O,X,X,O,X,X
JOTISZL,O,X,X,O,X,X
JOTIZLS,O,X,X,O,X,X
JOTIZSL,O,X,X,O,X,X
JOTLISZ,X,X,O,X,X,X
JOTLIZS,X,X,X,X,O,X
JOTLSIZ,X,X,O,X,X,X
JOTLSZI,X,X,O,X,X,X
JOTLZIS,X,X,O,X,O,X
JOTLZSI,X,X,O,X,O,X
JOTSILZ,O,X,O,X,X,X
JOTSIZL,O,X,O,X,X,X
JOTSLIZ,O,X,O,X,X,X
JOTSLZI,O,X,O,X,X,X
JOTSZIL,O,X,O,X,X,X
JOTSZLI,O,X,O,X,X,X
JOTZILS,O,X,X,X,X,X
JOTZISL,O,X,O,X,X,X
JOTZLIS,O,X,O,X,X,X
JOTZLSI,O,X,O,X,X,X
JOTZSIL,O,X,O,X,X,X
JOTZSLI,O,X,O,X,X,X
JOITLSZ,X,X,X,O,X,X
JOITLZS,X,X,X,O,O,X
JOITSLZ,O,X,X,O,X,X
JOITSZL,O,X,X,O,X,X
JOITZLS,O,X,X,O,X,X
JOITZSL,O,X,X,O,X,X
JOILTSZ,X,X,X,O,X,X
JOILTZS,X,X,X,O,O,X
JOILSTZ,X,X,X,O,X,X
JOILSZT,X,X,X,O,X,X
JOILZTS,X,X,X,O,O,X
JOILZST,X,X,X,O,O,X
JOISTLZ,O,X,X,O,X,X
JOISTZL,O,X,X,O,X,X
JOISLTZ,O,X,X,O,X,X
JOISLZT,O,X,X,O,X,X
JOISZTL,O,X,X,O,X,X
JOISZLT,O,X,X,O,X,X
JOIZTLS,O,X,X,O,X,X
JOIZTSL,O,X,X,O,X,X
JOIZLTS,O,X,X,O,X,X
JOIZLST,O,X,X,O,X,X
JOIZSTL,O,X,X,O,X,X
JOIZSLT,O,X,X,O,X,X
JOLTISZ,X,X,O,X,X,X
JOLTIZS,X,X,X,X,O,X
JOLTSIZ,X,X,O,X,X,X
JOLTSZI,X,X,O,X,X,X
JOLTZIS,X,X,O,X,O,X
JOLTZSI,X,X,O,X,O,X
JOLITSZ,X,X,O,X,X,X
JOLITZS,X,X,X,X,O,X
JOLISTZ,X,X,O,X,X,X
JOLISZT,X,X,O,X,X,X
JOLIZTS,X,X,X,X,O,X
JOLIZST,X,X,X,X,O,X
JOLSTIZ,X,X,O,X,X,X
JOLSTZI,X,X,O,X,X,X
JOLSITZ,X,X,O,X,X,X
JOLSIZT,X,X,O,X,X,X
JOLSZTI,X,X,O,X,X,X
JOLSZIT,X,X,O,X,X,X
JOLZTIS,X,X,O,X,O,X
JOLZTSI,X,X,O,X,O,X
JOLZITS,X,X,O,X,O,X
JOLZIST,X,X,O,X,O,X
JOLZSTI,X,X,O,X,O,X
JOLZSIT,X,X,O,X,O,X
JOSTILZ,O,X,O,X,X,X
JOSTIZL,O,X,O,X,X,X
JOSTLIZ,O,X,O,X,X,X
JOSTLZI,O,X,O,X,X,X
JOSTZIL,O,X,O,X,X,X
JOSTZLI,O,X,O,X,X,X
JOSITLZ,O,X,O,X,X,X
JOSITZL,O,X,O,X,X,X
JOSILTZ,O,X,O,X,X,X
JOSILZT,O,X,O,X,X,X
JOSIZTL,O,X,O,X,X,X
JOSIZLT,O,X,O,X,X,X
JOSLTIZ,O,X,O,X,X,X
JOSLTZI,O,X,O,X,X,X
JOSLITZ,O,X,O,X,X,X
JOSLIZT,O,X,O,X,X,X
JOSLZTI,O,X,O,X,X,X
JOSLZIT,O,X,O,X,X,X
JOSZTIL,O,X,O,X,X,X
JOSZTLI,O,X,O,X,X,X
JOSZITL,O,X,O,X,X,X
JOSZILT,O,X,O,X,X,X
JOSZLTI,O,X,O,X,X,X
JOSZLIT,O,X,O,X,X,X
JOZTILS,O,X,X,X,X,X
JOZTISL,O,X,O,X,X,X
JOZTLIS,O,X,O,X,X,X
JOZTLSI,O,X,O,X,X,X
JOZTSIL,O,X,O,X,X,X
JOZTSLI,O,X,O,X,X,X
JOZITLS,O,X,X,X,X,X
JOZITSL,O,X,O,X,X,X
JOZILTS,O,X,X,X,X,X
JOZILST,O,X,X,X,X,X
JOZISTL,O,X,O,X,X,X
JOZISLT,O,X,O,X,X,X
JOZLTIS,O,X,O,X,X,X
JOZLTSI,O,X,O,X,X,X
JOZLITS,O,X,O,X,X,X
JOZLIST,O,X,O,X,X,X
JOZLSTI,O,X,O,X,X,X
JOZLSIT,O,X,O,X,X,X
JOZSTIL,O,X,O,X,X,X
JOZSTLI,O,X,O,X,X,X
JOZSITL,O,X,O,X,X,X
JOZSILT,O,X,O,X,X,X
JOZSLTI,O,X,O,X,X,X
JOZSLIT,O,X,O,X,X,X
STILJZO,O,O,O,O,X,X
STILJOZ,O,O,O,O,X,X
STILZJO,X,O,X,X,O,O
STILZOJ,X,O,O,X,O,O
STILOJZ,O,O,O,O,X,X
STILOZJ,X,O,O,X,O,O
STIJLZO,O,O,O,O,X,X
STIJLOZ,O,O,O,O,X,X
STIJZLO,O,X,O,O,X,O
STIJZOL,O,X,O,O,X,O
STIJOLZ,O,O,O,O,X,X
STIJOZL,O,X,O,O,X,O
STIZLJO,O,O,X,X,X,O
STIZLOJ,O,O,X,X,X,O
STIZJLO,O,X,X,X,X,O
STIZJOL,O,X,X,X,X,O
STIZOLJ,O,O,X,X,X,O
STIZOJL,O,X,X,X,X,O
STIOLJZ,O,O,O,O,X,X
STIOLZJ,X,O,O,X,O,O
STIOJLZ,O,O,O,O,X,X
STIOJZL,O,X,O,O,X,O
STIOZLJ,O,O,X,X,X,O
STIOZJL,O,X,X,X,X,O
STLIJZO,O,O,O,X,X,X
STLIJOZ,O,O,O,X,X,X
STLIZJO,X,O,X,X,O,O
STLIZOJ,X,O,O,X,O,O
STLIOJZ,O,O,O,X,X,X
STLIOZJ,X,O,O,X,O,O
STLJIZO,O,O,O,X,X,X
STLJIOZ,O,O,O,X,X,X
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,O,X,X,X
STLJOZI,O,O,O,X,X,X
STLZIJO,O,O,X,X,O,O
STLZIOJ,O,O,O,X,O,O
STLZJIO,O,O,O,X,O,O
STLZJOI,O,O,O,X,O,O
STLZOIJ,O,O,O,X,O,O
STLZOJI,O,O,O,X,O,O
STLOIJZ,O,O,O,X,X,X
STLOIZJ,X,O,O,X,O,O
STLOJIZ,O,O,O,X,X,X
STLOJZI,O,O,O,X,X,X
STLOZIJ,O,O,O,X,O,O
STLOZJI,O,O,O,X,O,O
STJILZO,O,O,O,X,X,X
STJILOZ,O,O,O,X,X,X
STJIZLO,O,X,O,X,X,O
STJIZOL,O,X,O,X,X,O
STJIOLZ,O,O,O,X,X,X
STJIOZL,O,X,O,X,X,O
STJLIZO,O,O,O,X,X,X
STJLIOZ,O,O,O,X,X,X
STJLZIO,O,O,O,X,X,X
STJLZOI,O,O,O,X,X,X
STJLOIZ,O,O,O,X,X,X
STJLOZI,O,O,O,X,X,X
STJZILO,O,X,O,X,X,O
STJZIOL,O,X,O,X,X,O
STJZLIO,O,X,O,X,X,O
STJZLOI,O,X,O,X,X,O
STJZOIL,O,X,O,X,X,O
STJZOLI,O,X,O,X,X,O
STJOILZ,O,O,O,X,X,X
STJOIZL,O,X,O,X,X,O
STJOLIZ,O,O,O,X,X,X
STJOLZI,O,O,O,X,X,X
STJOZIL,O,X,O,X,X,O
STJOZLI,O,X,O,X,X,O
STZILJO,O,O,X,X,X,O
STZILOJ,O,O,X,X,X,O
STZIJLO,O,X,X,X,X,O
STZIJOL,O,X,X,X,X,O
STZIOLJ,O,O,X,X,X,O
STZIOJL,O,X,X,X,X,O
STZLIJO,O,O,X,X,X,O
STZLIOJ,O,O,O,X,X,O
STZLJIO,O,O,O,X,X,O
STZLJOI,O,O,O,X,X,O
STZLOIJ,O,O,O,X,X,O
STZLOJI,O,O,O,X,X,O
STZJILO,O,X,O,X,X,O
STZJIOL,O,X,O,X,X,O
STZJLIO,O,X,O,X,X,O
STZJLOI,O,X,O,X,X,O
STZJOIL,O,X,O,X,X,O
STZJOLI,O,X,O,X,X,O
STZOILJ,O,O,X,X,X,O
STZOIJL,O,X,X,X,X,O
STZOLIJ,O,O,O,X,X,O
STZOLJI,O,O,O,X,X,O
STZOJIL,O,X,O,X,X,O
STZOJLI,O,X,O,X,X,O
STOILJZ,O,O,O,O,X,X
STOILZJ,X,O,O,X,O,O
STOIJLZ,O,O,O,O,X,X
STOIJZL,O,X,O,O,X,O
STOIZLJ,O,O,X,X,X,O
STOIZJL,O,X,X,X,X,O
STOLIJZ,O,O,O,X,X,X
STOLIZJ,X,O,O,X,O,O
STOLJIZ,O,O,O,X,X,X
STOLJZI,O,O,O,X,X,X
STOLZIJ,O,O,O,X,O,O
STOLZJI,O,O,O,X,O,O
STOJILZ,O,O,O,X,X,X
STOJIZL,O,X,O,X,X,O
STOJLIZ,O,O,O,X,X,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,X,O,X,X,O
STOJZLI,O,X,O,X,X,O
STOZILJ,O,O,X,X,X,O
STOZIJL,O,X,X,X,X,O
STOZLIJ,O,O,O,X,X,O
STOZLJI,O,O,O,X,X,O
STOZJIL,O,X,O,X,X,O
STOZJLI,O,X,O,X,X,O
SITLJZO,O,O,O,O,X,X
SITLJOZ,O,O,O,O,X,X
SITLZJO,X,O,X,X,O,O
SITLZOJ,X,O,O,X,O,O
SITLOJZ,O,O,O,O,X,X
SITLOZJ,X,O,O,X,O,O
SITJLZO,O,O,O,O,X,X
SITJLOZ,O,O,O,O,X,X
SITJZLO,O,X,O,O,X,O
SITJZOL,O,X,O,O,X,O
SITJOLZ,O,O,O,O,X,X
SITJOZL,O,X,O,O,X,O
SITZLJO,O,O,X,X,X,O
SITZLOJ,O,O,X,X,X,O
SITZJLO,O,X,X,X,X,O
SITZJOL,O,X,X,X,X,O
SITZOLJ,O,O,X,X,X,O
SITZOJL,O,X,X,X,X,O
SITOLJZ,O,O,O,O,X,X
SITOLZJ,X,O,O,X,O,O
SITOJLZ,O,O,O,O,X,X
SITOJZL,O,X,O,O,X,O
SITOZLJ,O,O,X,X,X,O
SITOZJL,O,X,X,X,X,O
SILTJZO,O,O,O,O,X,X
SILTJOZ,O,O,O,O,X,X
SILTZJO,X,O,X,X,O,O
SILTZOJ,X,O,O,X,O,O
SILTOJZ,O,O,O,O,X,X
SILTOZJ,X,O,O,X,O,O
SILJTZO,O,O,O,O,X,X
SILJTOZ,O,O,O,O,X,X
SILJZTO,O,O,O,O,X,X
SILJZOT,O,O,O,O,X,X
SILJOTZ,O,O,O,O,X,X
SILJOZT,O,O,O,O,X,X
SILZTJO,X,O,X,X,O,O
SILZTOJ,X,O,O,X,O,O
SILZJTO,X,O,X,X,O,O
SILZJOT,X,O,X,X,O,O
SILZOTJ,X,O,O,X,O,O
SILZOJT,X,O,X,X,O,O
SILOTJZ,O,O,O,O,X,X
SILOTZJ,X,O,O,X,O,O
SILOJTZ,O,O,O,O,X,X
SILOJZT,O,O,O,O,X,X
SILOZTJ,X,O,O,X,O,O
SILOZJT,X,O,X,X,O,O
SIJTLZO,O,O,O,O,X,X
SIJTLOZ,O,O,O,O,X,X
SIJTZLO,O,X,O,O,X,O
SIJTZOL,O,X,O,O,X,O
SIJTOLZ,O,O,O,O,X,X
SIJTOZL,O,X,O,O,X,O
SIJLTZO,O,O,O,O,X,X
SIJLTOZ,O,O,O,O,X,X
SIJLZTO,O,O,O,O,X,X
SIJLZOT,O,O,O,O,X,X
SIJLOTZ,O,O,O,O,X,X
SIJLOZT,O,O,O,O,X,X
SIJZTLO,O,X,O,O,X,O
SIJZTOL,O,X,O,O,X,O
SIJZLTO,O,X,O,O,X,O
SIJZLOT,O,X,O,O,X,O
SIJZOTL,O,X,O,O,X,O
SIJZOLT,O,X,O,O,X,O
SIJOTLZ,O,O,O,O,X,X
SIJOTZL,O,X,O,O,X,O
SIJOLTZ,O,O,O,O,X,X
SIJOLZT,O,O,O,O,X,X
SIJOZTL,O,X,O,O,X,O
SIJOZLT,O,X,O,O,X,O
SIZTLJO,O,O,X,X,X,O
SIZTLOJ,O,O,X,X,X,O
SIZTJLO,O,X,X,X,X,O
SIZTJOL,O,X,X,X,X,O
SIZTOLJ,O,O,X,X,X,O
SIZTOJL,O,X,X,X,X,O
SIZLTJO,O,O,X,X,X,O
SIZLTOJ,O,O,X,X,X,O
SIZLJTO,O,O,X,X,X,O
SIZLJOT,O,O,X,X,X,O
SIZLOTJ,O,O,X,X,X,O
SIZLOJT,O,O,X,X,X,O
SIZJTLO,O,X,X,X,X,O
SIZJTOL,O,X,X,X,X,O
SIZJLTO,O,X,X,X,X,O
SIZJLOT,O,X,X,X,X,O
SIZJOTL,O,X,X,X,X,O
SIZJOLT,O,X,X,X,X,O
SIZOTLJ,O,O,X,X,X,O
SIZOTJL,O,X,X,X,X,O
SIZOLTJ,O,O,X,X,X,O
SIZOLJT,O,O,X,X,X,O
SIZOJTL,O,X,X,X,X,O
SIZOJLT,O,X,X,X,X,O
SIOTLJZ,O,O,O,O,X,X
SIOTLZJ,X,O,O,X,O,O
SIOTJLZ,O,O,O,O,X,X
SIOTJZL,O,X,O,O,X,O
SIOTZLJ,O,O,X,X,X,O
SIOTZJL,O,X,X,X,X,O
SIOLTJZ,O,O,O,O,X,X
SIOLTZJ,X,O,O,X,O,O
SIOLJTZ,O,O,O,O,X,X
SIOLJZT,O,O,O,O,X,X
SIOLZTJ,X,O,O,X,O,O
SIOLZJT,X,O,X,X,O,O
SIOJTLZ,O,O,O,O,X,X
SIOJTZL,O,X,O,O,X,O
SIOJLTZ,O,O,O,O,X,X
SIOJLZT,O,O,O,O,X,X
SIOJZTL,O,X,O,O,X,O
SIOJZLT,O,X,O,O,X,O
SIOZTLJ,O,O,X,X,X,O
SIOZTJL,O,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,O
SIOZLJT,O,O,X,X,X,O
SIOZJTL,O,X,X,X,X,O
SIOZJLT,O,X,X,X,X,O
SLTIJZO,O,O,O,X,X,X
SLTIJOZ,O,O,O,X,X,X
SLTIZJO,X,O,X,X,O,O
SLTIZOJ,X,O,O,X,O,O
SLTIOJZ,O,O,O,X,X,X
SLTIOZJ,X,O,O,X,O,O
SLTJIZO,O,O,O,X,X,X
SLTJIOZ,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X
SLTJOIZ,O,O,O,X,X,X
SLTJOZI,O,O,O,X,X,X
SLTZIJO,O,O,X,X,O,O
SLTZIOJ,O,O,O,X,O,O
SLTZJIO,O,O,O,X,O,O
SLTZJOI,O,O,O,X,O,O
SLTZOIJ,O,O,O,X,O,O
SLTZOJI,O,O,O,X,O,O
SLTOIJZ,O,O,O,X,X,X
SLTOIZJ,X,O,O,X,O,O
SLTOJIZ,O,O,O,X,X,X
SLTOJZI,O,O,O,X,X,X
SLTOZIJ,O,O,O,X,O,O
SLTOZJI,O,O,O,X,O,O
SLITJZO,O,O,O,X,X,X
SLITJOZ,O,O,O,X,X,X
SLITZJO,X,O,X,X,O,O
SLITZOJ,X,O,O,X,O,O
SLITOJZ,O,O,O,X,X,X
SLITOZJ,X,O,O,X,O,O
SLIJTZO,O,O,O,X,X,X
SLIJTOZ,O,O,O,X,X,X
SLIJZTO,O,O,O,X,X,X
SLIJZOT,O,O,O,X,X,X
SLIJOTZ,O,O,O,X,X,X
SLIJOZT,O,O,O,X,X,X
SLIZTJO,X,O,X,X,O,O
SLIZTOJ,X,O,O,X,O,O
SLIZJTO,X,O,X,X,O,O
SLIZJOT,X,O,X,X,O,O
SLIZOTJ,X,O,O,X,O,O
SLIZOJT,X,O,X,X,O,O
SLIOTJZ,O,O,O,X,X,X
SLIOTZJ,X,O,O,X,O,O
SLIOJTZ,O,O,O,X,X,X
SLIOJZT,O,O,O,X,X,X
SLIOZTJ,X,O,O,X,O,O
SLIOZJT,X,O,X,X,O,O
SLJTIZO,O,O,O,X,X,X
SLJTIOZ,O,O,O,X,X,X
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X
SLJTOIZ,O,O,O,X,X,X
SLJTOZI,O,O,O,X,X,X
SLJITZO,O,O,O,X,X,X
SLJITOZ,O,O,O,X,X,X
SLJIZTO,O,O,O,X,X,X
SLJIZOT,O,O,O,X,X,X
SLJIOTZ,O,O,O,X,X,X
SLJIOZT,O,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,X,X,X
SLJZITO,O,O,O,X,X,X
SLJZIOT,O,O,O,X,X,X
SLJZOTI,O,O,O,X,X,X
SLJZOIT,O,O,O,X,X,X
SLJOTIZ,O,O,O,X,X,X
SLJOTZI,O,O,O,X,X,X
SLJOITZ,O,O,O,X,X,X
SLJOIZT,O,O,O,X,X,X
SLJOZTI,O,O,O,X,X,X
SLJOZIT,O,O,O,X,X,X
SLZTIJO,O,O,X,X,O,O
SLZTIOJ,O,O,O,X,O,O
SLZTJIO,O,O,O,X,O,O
SLZTJOI,O,O,O,X,O,O
SLZTOIJ,O,O,O,X,O,O
SLZTOJI,O,O,O,X,O,O
SLZITJO,O,O,X,X,O,O
SLZITOJ,O,O,O,X,O,O
SLZIJTO,O,O,X,X,O,O
SLZIJOT,O,O,X,X,O,O
SLZIOTJ,O,O,O,X,O,O
SLZIOJT,O,O,X,X,O,O
SLZJTIO,O,O,O,X,O,O
SLZJTOI,O,O,O,X,O,O
SLZJITO,O,O,O,X,O,O
SLZJIOT,O,O,O,X,O,O
SLZJOTI,O,O,O,X,O,O
SLZJOIT,O,O,O,X,O,O
SLZOTIJ,O,O,O,X,O,O
SLZOTJI,O,O,O,X,O,O
SLZOITJ,O,O,O,X,O,O
SLZOIJT,O,O,X,X,O,O
SLZOJTI,O,O,O,X,O,O
SLZOJIT,O,O,O,X,O,O
SLOTIJZ,O,O,O,X,X,X
SLOTIZJ,X,O,O,X,O,O
SLOTJIZ,O,O,O,X,X,X
SLOTJZI,O,O,O,X,X,X
SLOTZIJ,O,O,O,X,O,O
SLOTZJI,O,O,O,X,O,O
SLOITJZ,O,O,O,X,X,X
SLOITZJ,X,O,O,X,O,O
SLOIJTZ,O,O,O,X,X,X
SLOIJZT,O,O,O,X,X,X
SLOIZTJ,X,O,O,X,O,O
SLOIZJT,X,O,X,X,O,O
SLOJTIZ,O,O,O,X,X,X
SLOJTZI,O,O,O,X,X,X
SLOJITZ,O,O,O,X,X,X
SLOJIZT,O,O,O,X,X,X
SLOJZTI,O,O,O,X,X,X
SLOJZIT,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,O,O
SLOZTJI,O,O,O,X,O,O
SLOZITJ,O,O,O,X,O,O
SLOZIJT,O,O,X,X,O,O
SLOZJTI,O,O,O,X,O,O
SLOZJIT,O,O,O,X,O,O
SJTILZO,O,O,O,X,X,X
SJTILOZ,O,O,O,X,X,X
SJTIZLO,O,X,O,X,X,O
SJTIZOL,O,X,O,X,X,O
SJTIOLZ,O,O,O,X,X,X
SJTIOZL,O,X,O,X,X,O
SJTLIZO,O,O,O,X,X,X
SJTLIOZ,O,O,O,X,X,X
SJTLZIO,O,O,O,X,X,X
SJTLZOI,O,O,O,X,X,X
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,O,O,O,X,X,X
SJTZILO,O,X,O,X,X,O
SJTZIOL,O,X,O,X,X,O
SJTZLIO,O,X,O,X,X,O
SJTZLOI,O,X,O,X,X,O
SJTZOIL,O,X,O,X,X,O
SJTZOLI,O,X,O,X,X,O
SJTOILZ,O,O,O,X,X,X
SJTOIZL,O,X,O,X,X,O
SJTOLIZ,O,O,O,X,X,X
SJTOLZI,O,O,O,X,X,X
SJTOZIL,O,X,O,X,X,O
SJTOZLI,O,X,O,X,X,O
SJITLZO,O,O,O,X,X,X
SJITLOZ,O,O,O,X,X,X
SJITZLO,O,X,O,X,X,O
SJITZOL,O,X,O,X,X,O
SJITOLZ,O,O,O,X,X,X
SJITOZL,O,X,O,X,X,O
SJILTZO,O,O,O,X,X,X
SJILTOZ,O,O,O,X,X,X
SJILZTO,O,O,O,X,X,X
SJILZOT,O,O,O,X,X,X
SJILOTZ,O,O,O,X,X,X
SJILOZT,O,O,O,X,X,X
SJIZTLO,O,X,O,X,X,O
SJIZTOL,O,X,O,X,X,O
SJIZLTO,O,X,O,X,X,O
SJIZLOT,O,X,O,X,X,O
SJIZOTL,O,X,O,X,X,O
SJIZOLT,O,X,O,X,X,O
SJIOTLZ,O,O,O,X,X,X
SJIOTZL,O,X,O,X,X,O
SJIOLTZ,O,O,O,X,X,X
SJIOLZT,O,O,O,X,X,X
SJIOZTL,O,X,O,X,X,O
SJIOZLT,O,X,O,X,X,O
SJLTIZO,O,O,O,X,X,X
SJLTIOZ,O,O,O,X,X,X
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X
SJLTOIZ,O,O,O,X,X,X
SJLTOZI,O,O,O,X,X,X
SJLITZO,O,O,O,X,X,X
SJLITOZ,O,O,O,X,X,X
SJLIZTO,O,O,O,X,X,X
SJLIZOT,O,O,O,X,X,X
SJLIOTZ,O,O,O,X,X,X
SJLIOZT,O,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X
SJLZITO,O,O,O,X,X,X
SJLZIOT,O,O,O,X,X,X
SJLZOTI,O,O,O,X,X,X
SJLZOIT,O,O,O,X,X,X
SJLOTIZ,O,O,O,X,X,X
SJLOTZI,O,O,O,X,X,X
SJLOITZ,O,O,O,X,X,X
SJLOIZT,O,O,O,X,X,X
SJLOZTI,O,O,O,X,X,X
SJLOZIT,O,O,O,X,X,X
SJZTILO,O,X,O,X,X,O
SJZTIOL,O,X,O,X,X,O
SJZTLIO,O,X,O,X,X,O
SJZTLOI,O,X,O,X,X,O
SJZTOIL,O,X,O,X,X,O
SJZTOLI,O,X,O,X,X,O
SJZITLO,O,X,O,X,X,O
SJZITOL,O,X,O,X,X,O
SJZILTO,O,X,O,X,X,O
SJZILOT,O,X,O,X,X,O
SJZIOTL,O,X,O,X,X,O
SJZIOLT,O,X,O,X,X,O
SJZLTIO,O,X,O,X,X,O
SJZLTOI,O,X,O,X,X,O
SJZLITO,O,X,O,X,X,O
SJZLIOT,O,X,O,X,X,O
SJZLOTI,O,X,O,X,X,O
SJZLOIT,O,X,O,X,X,O
SJZOTIL,O,X,O,X,X,O
SJZOTLI,O,X,O,X,X,O
SJZOITL,O,X,O,X,X,O
SJZOILT,O,X,O,X,X,O
SJZOLTI,O,X,O,X,X,O
SJZOLIT,O,X,O,X,X,O
SJOTILZ,O,O,O,X,X,X
SJOTIZL,O,X,O,X,X,O
SJOTLIZ,O,O,O,X,X,X
SJOTLZI,O,O,O,X,X,X
SJOTZIL,O,X,O,X,X,O
SJOTZLI,O,X,O,X,X,O
SJOITLZ,O,O,O,X,X,X
SJOITZL,O,X,O,X,X,O
SJOILTZ,O,O,O,X,X,X
SJOILZT,O,O,O,X,X,X
SJOIZTL,O,X,O,X,X,O
SJOIZLT,O,X,O,X,X,O
SJOLTIZ,O,O,O,X,X,X
SJOLTZI,O,O,O,X,X,X
SJOLITZ,O,O,O,X,X,X
SJOLIZT,O,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,O,X,X,X
SJOZTIL,O,X,O,X,X,O
SJOZTLI,O,X,O,X,X,O
SJOZITL,O,X,O,X,X,O
SJOZILT,O,X,O,X,X,O
SJOZLTI,O,X,O,X,X,O
SJOZLIT,O,X,O,X,X,O
SZTILJO,O,O,X,X,X,O
SZTILOJ,O,O,X,X,X,O
SZTIJLO,O,X,X,X,X,O
SZTIJOL,O,X,X,X,X,O
SZTIOLJ,O,O,X,X,X,O
SZTIOJL,O,X,X,X,X,O
SZTLIJO,O,O,X,X,X,O
SZTLIOJ,O,O,O,X,X,O
SZTLJIO,O,O,O,X,X,O
SZTLJOI,O,O,O,X,X,O
SZTLOIJ,O,O,O,X,X,O
SZTLOJI,O,O,O,X,X,O
SZTJILO,O,X,O,X,X,O
SZTJIOL,O,X,O,X,X,O
SZTJLIO,O,X,O,X,X,O
SZTJLOI,O,X,O,X,X,O
SZTJOIL,O,X,O,X,X,O
SZTJOLI,O,X,O,X,X,O
SZTOILJ,O,O,X,X,X,O
SZTOIJL,O,X,X,X,X,O
SZTOLIJ,O,O,O,X,X,O
SZTOLJI,O,O,O,X,X,O
SZTOJIL,O,X,O,X,X,O
SZTOJLI,O,X,O,X,X,O
