sequence,v115@GhA8IeA8EeA8CeB8BeG8Jei/IvhFRhBziBFlBXmB2s?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiB/pBaqBzq?B1xB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhFlhB3iBmkBzlBys?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiBTkByqB1s?BXqB,v115@GhA8IeA8EeA8CeB8BeG8JeOEJvhF0gBlhB3iBysBRq?BzpB,v115@GhA8IeA8EeA8CeB8BeG8Jem/IvhFfmBlhBaoBTnBxp?B0pB,v115@GhA8IeA8EeA8CeB8BeG8JeKEJvhFRhBcnBeoBFlBXm?BzpB
LSTZJIO,O,O,O,X,O,X,O
LSTZJOI,O,O,O,O,X,X,O
LSTZOIJ,X,O,O,O,X,X,X
LSTZOJI,X,O,O,O,X,X,X
LSTOIJZ,O,O,O,O,O,O,X
LSTOIZJ,X,O,O,O,O,O,X
LSTOJIZ,O,O,O,O,O,O,X
LSTOJZI,O,O,O,O,X,X,O
LSTOZIJ,X,O,O,O,X,O,X
LSTOZJI,X,O,O,O,X,X,X
LSITJZO,O,O,X,X,O,O,O
LSITJOZ,O,O,X,X,O,O,X
LSITZJO,O,O,O,X,O,O,X
LSITZOJ,X,O,O,X,O,X,X
LSITOJZ,O,O,O,X,O,O,X
LSITOZJ,X,O,O,X,O,O,X
LSIJTZO,O,O,X,X,O,O,O
LSIJTOZ,O,O,X,X,O,O,X
LSIJZTO,O,O,X,X,O,O,O
LSIJZOT,O,X,X,X,O,X,O
LSIJOTZ,O,X,X,X,O,O,X
LSIJOZT,O,X,X,X,O,O,X
LSIZTJO,O,O,O,X,O,O,X
LSIZTOJ,O,O,O,X,O,X,X
LSIZJTO,O,O,O,X,O,O,X
LSIZJOT,O,X,O,X,O,X,X
LSIZOTJ,X,O,O,X,O,X,X
LSIZOJT,O,X,O,X,O,X,X
LSIOTJZ,X,O,O,X,O,O,X
LSIOTZJ,X,O,O,X,O,O,X
LSIOJTZ,X,O,O,X,O,O,X
LSIOJZT,X,O,X,X,O,O,X
LSIOZTJ,X,O,O,X,O,O,X
LSIOZJT,X,O,O,X,O,O,X
LSJTIZO,O,O,X,X,O,O,O
LSJTIOZ,O,O,X,X,O,O,X
LSJTZIO,O,O,O,X,O,X,O
LSJTZOI,O,O,O,X,X,X,O
LSJTOIZ,O,O,O,X,O,X,X
LSJTOZI,O,O,O,X,X,X,O
LSJITZO,O,O,X,X,O,O,O
LSJITOZ,O,O,X,X,O,O,X
LSJIZTO,O,O,X,X,O,O,O
LSJIZOT,O,X,X,X,O,X,O
LSJIOTZ,O,X,X,X,O,O,X
LSJIOZT,O,X,X,X,O,X,X
LSJZTIO,O,O,O,X,O,X,O
LSJZTOI,O,O,O,X,X,X,O
LSJZITO,O,O,O,X,O,X,O
LSJZIOT,O,X,O,X,O,X,O
LSJZOTI,O,X,O,X,X,X,O
LSJZOIT,O,X,O,X,X,X,O
LSJOTIZ,O,O,O,X,O,X,X
LSJOTZI,O,O,O,X,X,X,O
LSJOITZ,O,O,O,X,O,X,X
LSJOIZT,O,O,X,X,O,X,X
LSJOZTI,O,O,O,X,X,X,O
LSJOZIT,O,O,O,X,X,X,O
LSZTIJO,O,O,O,X,O,O,X
LSZTIOJ,O,O,O,X,O,X,X
LSZTJIO,O,O,O,X,O,X,O
LSZTJOI,O,O,O,O,X,X,O
LSZTOIJ,O,O,O,O,X,X,X
LSZTOJI,O,O,O,O,X,X,X
LSZITJO,O,O,O,X,O,O,X
LSZITOJ,O,O,O,X,O,X,X
LSZIJTO,O,O,O,X,O,O,X
LSZIJOT,O,X,O,X,O,X,X
LSZIOTJ,X,O,O,X,O,X,X
LSZIOJT,O,X,O,X,O,X,X
LSZJTIO,O,O,O,X,O,X,O
LSZJTOI,O,O,O,X,X,X,O
LSZJITO,O,O,O,X,O,X,O
LSZJIOT,O,X,O,X,O,X,O
LSZJOTI,O,X,O,X,X,X,O
LSZJOIT,O,X,O,X,X,X,O
LSZOTIJ,X,O,O,O,X,X,X
LSZOTJI,X,O,O,O,X,X,X
LSZOITJ,X,O,O,O,X,X,X
LSZOIJT,O,O,O,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X
LSOTIJZ,X,O,O,O,O,O,X
LSOTIZJ,X,O,O,O,O,O,X
LSOTJIZ,X,O,O,O,O,O,X
LSOTJZI,X,O,O,O,X,X,O
LSOTZIJ,X,O,O,O,X,O,X
LSOTZJI,X,O,O,O,X,X,X
LSOITJZ,X,O,O,O,O,O,X
LSOITZJ,X,O,O,O,O,O,X
LSOIJTZ,X,O,O,X,O,O,X
LSOIJZT,X,O,X,X,O,O,X
LSOIZTJ,X,O,O,O,O,O,X
LSOIZJT,X,O,O,X,O,O,X
LSOJTIZ,X,O,O,X,O,O,X
LSOJTZI,X,O,O,X,X,X,O
LSOJITZ,X,O,O,X,O,O,X
LSOJIZT,X,O,X,X,O,O,X
LSOJZTI,X,O,O,X,X,X,O
LSOJZIT,X,O,O,X,X,X,O
LSOZTIJ,X,O,O,O,X,O,X
LSOZTJI,X,O,O,O,X,X,X
LSOZITJ,X,O,O,O,X,O,X
LSOZIJT,X,O,O,X,X,O,X
LSOZJTI,X,O,O,X,X,X,X
LSOZJIT,X,O,O,X,X,X,X
LZTIJSO,O,X,O,X,O,X,X
LZTIJOS,O,X,O,O,O,X,X
LZTISJO,O,X,O,X,O,X,X
LZTISOJ,O,X,O,X,O,X,X
LZTIOJS,O,X,O,O,O,X,X
LZTIOSJ,X,X,O,O,O,X,X
LZTJISO,O,X,O,X,O,X,O
LZTJIOS,O,X,O,O,O,X,X
LZTJSIO,O,O,O,X,O,X,O
LZTJSOI,O,O,O,O,X,X,O
LZTJOIS,O,O,O,O,X,X,X
LZTJOSI,O,O,O,O,X,X,O
LZTSIJO,O,O,O,X,O,O,X
LZTSIOJ,O,O,O,X,O,X,X
LZTSJIO,O,O,O,X,O,X,O
LZTSJOI,O,O,O,O,X,X,O
LZTSOIJ,O,O,O,O,X,X,X
LZTSOJI,O,O,O,O,X,X,X
LZTOIJS,O,O,O,O,X,X,X
LZTOISJ,X,X,O,O,X,X,X
LZTOJIS,O,O,O,O,X,X,X
LZTOJSI,O,O,O,O,X,X,X
LZTOSIJ,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,X,X,X
LZITJSO,O,X,O,X,O,X,X
LZITJOS,O,X,O,O,O,X,X
LZITSJO,O,X,O,X,O,X,X
LZITSOJ,O,X,O,X,O,X,X
LZITOJS,O,X,O,O,O,X,X
LZITOSJ,X,X,O,O,O,X,X
LZIJTSO,O,X,O,X,O,X,X
LZIJTOS,O,X,O,X,O,X,X
LZIJSTO,O,X,O,X,O,O,X
LZIJSOT,O,X,O,X,O,X,X
LZIJOTS,O,X,O,X,O,X,X
LZIJOST,O,X,O,X,O,X,X
LZISTJO,O,X,O,X,O,O,X
LZISTOJ,X,X,O,X,O,X,X
LZISJTO,O,X,O,X,O,O,X
LZISJOT,O,X,O,X,O,X,X
LZISOTJ,X,X,O,X,O,X,X
LZISOJT,O,X,O,X,O,X,X
LZIOTJS,X,X,O,O,O,X,X
LZIOTSJ,X,X,O,O,O,X,X
LZIOJTS,X,X,O,O,O,X,X
LZIOJST,X,X,O,X,O,X,X
LZIOSTJ,X,X,O,O,O,X,X
LZIOSJT,X,X,O,X,O,X,X
LZJTISO,O,X,O,X,O,X,O
LZJTIOS,O,X,O,O,O,X,X
LZJTSIO,O,X,O,X,O,X,O
LZJTSOI,O,X,O,O,X,X,O
LZJTOIS,O,X,O,O,X,X,X
LZJTOSI,O,X,O,O,X,X,O
LZJITSO,O,X,O,X,O,X,O
LZJITOS,O,X,O,X,O,X,X
LZJISTO,O,X,O,X,O,X,O
LZJISOT,O,X,O,X,O,X,O
LZJIOTS,O,X,O,X,O,X,X
LZJIOST,O,X,O,X,O,X,O
LZJSTIO,O,X,O,X,O,X,O
LZJSTOI,O,X,O,X,X,X,O
LZJSITO,O,X,O,X,O,X,O
LZJSIOT,O,X,O,X,O,X,O
LZJSOTI,O,X,O,X,X,X,O
LZJSOIT,O,X,O,X,X,X,O
LZJOTIS,O,X,O,O,X,X,X
LZJOTSI,O,X,O,O,X,X,O
LZJOITS,O,X,O,O,X,X,X
LZJOIST,O,X,O,X,X,X,O
LZJOSTI,O,X,O,X,X,X,O
LZJOSIT,O,X,O,X,X,X,O
LZSTIJO,O,O,O,X,O,O,X
LZSTIOJ,O,O,O,X,O,X,X
LZSTJIO,O,O,O,X,O,X,O
LZSTJOI,O,O,O,O,X,X,O
LZSTOIJ,O,O,O,O,X,X,X
LZSTOJI,O,O,O,O,X,X,X
LZSITJO,O,O,O,X,O,O,X
LZSITOJ,O,O,O,X,O,X,X
LZSIJTO,O,O,O,X,O,O,X
LZSIJOT,O,X,O,X,O,X,X
LZSIOTJ,X,O,O,X,O,X,X
LZSIOJT,O,X,O,X,O,X,X
LZSJTIO,O,O,O,X,O,X,O
LZSJTOI,O,O,O,X,X,X,O
LZSJITO,O,O,O,X,O,X,O
LZSJIOT,O,X,O,X,O,X,O
LZSJOTI,O,X,O,X,X,X,O
LZSJOIT,O,X,O,X,X,X,O
LZSOTIJ,X,O,O,O,X,X,X
LZSOTJI,X,O,O,O,X,X,X
LZSOITJ,X,O,O,O,X,X,X
LZSOIJT,O,O,O,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X
LZOTISJ,X,X,O,O,X,X,X
LZOTJIS,O,O,O,O,X,X,X
LZOTJSI,O,O,O,O,X,X,X
LZOTSIJ,O,O,O,O,X,X,X
LZOTSJI,O,O,O,O,X,X,X
LZOITJS,X,O,O,O,X,X,X
LZOITSJ,X,X,O,O,X,X,X
LZOIJTS,X,X,O,O,X,X,X
LZOIJST,X,X,O,X,X,X,X
LZOISTJ,X,X,O,O,X,X,X
LZOISJT,X,X,O,X,X,X,X
LZOJTIS,O,X,O,O,X,X,X
LZOJTSI,O,X,O,O,X,X,X
LZOJITS,O,X,O,O,X,X,X
LZOJIST,O,X,O,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,X,O,O,O,X,X,X
LZOSTJI,X,O,O,O,X,X,X
LZOSITJ,X,O,O,O,X,X,X
LZOSIJT,O,O,O,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X
LOTIJSZ,X,X,O,O,O,O,X
LOTIJZS,X,O,X,O,O,X,X
LOTISJZ,X,X,O,O,O,O,X
LOTISZJ,X,X,O,O,O,O,X
LOTIZJS,X,O,O,O,O,X,X
LOTIZSJ,X,X,O,O,O,X,X
LOTJISZ,X,X,O,O,O,X,X
LOTJIZS,X,O,X,O,O,X,X
LOTJSIZ,X,O,O,O,O,O,X
LOTJSZI,X,O,O,O,X,X,O
LOTJZIS,X,O,O,O,X,X,X
LOTJZSI,X,O,O,O,X,X,O
LOTSIJZ,X,O,O,O,O,O,X
LOTSIZJ,X,O,O,O,O,O,X
LOTSJIZ,X,O,O,O,O,O,X
LOTSJZI,X,O,O,O,X,X,O
LOTSZIJ,X,O,O,O,X,O,X
LOTSZJI,X,O,O,O,X,X,X
LOTZIJS,X,O,O,O,X,X,X
LOTZISJ,X,X,O,O,X,X,X
LOTZJIS,X,O,O,O,X,X,X
LOTZJSI,X,O,O,O,X,X,X
LOTZSIJ,X,O,O,O,X,O,X
LOTZSJI,X,O,O,O,X,X,X
LOITJSZ,X,X,O,O,O,O,X
LOITJZS,X,O,X,O,O,X,X
LOITSJZ,X,X,O,O,O,O,X
LOITSZJ,X,X,O,O,O,O,X
LOITZJS,X,O,O,O,O,X,X
LOITZSJ,X,X,O,O,O,X,X
LOIJTSZ,X,X,O,O,O,O,X
LOIJTZS,X,X,X,O,O,X,X
LOIJSTZ,X,X,O,X,O,O,X
LOIJSZT,X,X,X,X,O,O,X
LOIJZTS,X,X,X,O,O,X,X
LOIJZST,X,X,X,X,O,O,X
LOISTJZ,X,X,O,O,O,O,X
LOISTZJ,X,X,O,O,O,O,X
LOISJTZ,X,X,O,X,O,O,X
LOISJZT,X,X,X,X,O,O,X
LOISZTJ,X,X,O,O,O,O,X
LOISZJT,X,X,O,X,O,O,X
LOIZTJS,X,O,O,O,O,X,X
LOIZTSJ,X,X,O,O,O,X,X
LOIZJTS,X,X,O,O,O,X,X
LOIZJST,X,X,O,X,O,O,X
LOIZSTJ,X,X,O,O,O,O,X
LOIZSJT,X,X,O,X,O,O,X
LOJTISZ,X,X,O,O,O,X,X
LOJTIZS,X,X,X,O,O,X,X
LOJTSIZ,X,X,O,O,O,O,X
LOJTSZI,X,X,O,O,X,X,O
LOJTZIS,X,X,O,O,X,X,X
LOJTZSI,X,X,O,O,X,X,O
LOJITSZ,X,X,O,O,O,O,X
LOJITZS,X,X,X,O,O,X,X
LOJISTZ,X,X,O,X,O,O,X
LOJISZT,X,X,X,X,O,O,X
LOJIZTS,X,X,X,O,O,X,X
LOJIZST,X,X,X,X,O,O,X
LOJSTIZ,X,X,O,X,O,O,X
LOJSTZI,X,X,O,X,X,X,O
LOJSITZ,X,X,O,X,O,O,X
LOJSIZT,X,X,X,X,O,O,X
LOJSZTI,X,X,O,X,X,X,O
LOJSZIT,X,X,O,X,X,X,O
LOJZTIS,X,X,O,O,X,X,X
LOJZTSI,X,X,O,O,X,X,O
LOJZITS,X,X,O,O,X,X,X
LOJZIST,X,X,O,X,X,X,O
LOJZSTI,X,X,O,X,X,X,O
LOJZSIT,X,X,O,X,X,X,O
LOSTIJZ,X,O,O,O,O,O,X
LOSTIZJ,X,O,O,O,O,O,X
LOSTJIZ,X,O,O,O,O,O,X
LOSTJZI,X,O,O,O,X,X,O
LOSTZIJ,X,O,O,O,X,O,X
LOSTZJI,X,O,O,O,X,X,X
LOSITJZ,X,O,O,O,O,O,X
LOSITZJ,X,O,O,O,O,O,X
LOSIJTZ,X,O,O,X,O,O,X
LOSIJZT,X,O,X,X,O,O,X
LOSIZTJ,X,O,O,O,O,O,X
LOSIZJT,X,O,O,X,O,O,X
LOSJTIZ,X,O,O,X,O,O,X
LOSJTZI,X,O,O,X,X,X,O
LOSJITZ,X,O,O,X,O,O,X
LOSJIZT,X,O,X,X,O,O,X
LOSJZTI,X,O,O,X,X,X,O
LOSJZIT,X,O,O,X,X,X,O
LOSZTIJ,X,O,O,O,X,O,X
LOSZTJI,X,O,O,O,X,X,X
LOSZITJ,X,O,O,O,X,O,X
LOSZIJT,X,O,O,X,X,O,X
LOSZJTI,X,O,O,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X
LOZTIJS,X,O,O,O,X,X,X
LOZTISJ,X,X,O,O,X,X,X
LOZTJIS,X,O,O,O,X,X,X
LOZTJSI,X,O,O,O,X,X,X
LOZTSIJ,X,O,O,O,X,O,X
LOZTSJI,X,O,O,O,X,X,X
LOZITJS,X,O,O,O,X,X,X
LOZITSJ,X,X,O,O,X,X,X
LOZIJTS,X,X,O,O,X,X,X
LOZIJST,X,X,O,X,X,O,X
LOZISTJ,X,X,O,O,X,O,X
LOZISJT,X,X,O,X,X,O,X
LOZJTIS,X,X,O,O,X,X,X
LOZJTSI,X,X,O,O,X,X,X
LOZJITS,X,X,O,O,X,X,X
LOZJIST,X,X,O,X,X,X,X
LOZJSTI,X,X,O,X,X,X,X
LOZJSIT,X,X,O,X,X,X,X
LOZSTIJ,X,O,O,O,X,O,X
LOZSTJI,X,O,O,O,X,X,X
LOZSITJ,X,O,O,O,X,O,X
LOZSIJT,X,O,O,X,X,O,X
LOZSJTI,X,O,O,X,X,X,X
LOZSJIT,X,O,O,X,X,X,X
JTILSZO,X,X,X,X,O,X,X
JTILSOZ,X,X,X,X,O,X,X
JTILZSO,X,X,X,X,O,X,X
JTILZOS,X,X,X,O,O,X,X
JTILOSZ,X,X,X,O,O,X,X
JTILOZS,X,X,X,O,O,X,X
JTISLZO,O,O,X,X,O,X,X
JTISLOZ,O,O,X,X,O,X,X
JTISZLO,O,O,X,X,O,X,X
JTISZOL,O,O,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X
JTIZLOS,O,X,X,O,O,X,X
JTIZSLO,O,O,X,X,O,X,X
JTIZSOL,O,O,X,X,X,X,X
JTIZOLS,O,O,X,O,O,X,X
JTIZOSL,O,O,X,O,X,X,X
JTIOLSZ,X,X,X,O,O,X,X
JTIOLZS,X,O,X,O,O,X,X
JTIOSLZ,O,O,X,O,X,X,X
JTIOSZL,O,O,X,O,X,X,X
JTIOZLS,O,O,X,O,O,X,X
JTIOZSL,O,O,X,O,X,X,X
JTLISZO,X,X,X,X,O,X,O
JTLISOZ,X,X,X,X,O,X,X
JTLIZSO,X,X,X,X,O,X,O
JTLIZOS,X,X,X,O,O,X,X
JTLIOSZ,X,X,X,O,O,X,X
JTLIOZS,X,X,X,O,O,X,X
JTLSIZO,X,O,X,X,O,O,O
JTLSIOZ,X,O,X,X,O,O,X
JTLSZIO,X,O,O,X,O,X,O
JTLSZOI,X,O,O,O,X,X,O
JTLSOIZ,X,O,O,O,O,X,X
JTLSOZI,X,O,O,O,X,X,O
JTLZISO,X,X,O,X,O,X,O
JTLZIOS,X,X,O,O,O,X,X
JTLZSIO,X,O,O,X,O,X,O
JTLZSOI,X,O,O,O,X,X,O
JTLZOIS,X,O,O,O,X,X,X
JTLZOSI,X,O,O,O,X,X,O
JTLOISZ,X,X,O,O,O,X,X
JTLOIZS,X,O,X,O,O,X,X
JTLOSIZ,X,O,O,O,O,X,X
JTLOSZI,X,O,O,O,X,X,O
JTLOZIS,X,O,O,O,X,X,X
JTLOZSI,X,O,O,O,X,X,O
JTSILZO,O,O,X,X,O,O,X
JTSILOZ,O,O,X,X,O,O,X
JTSIZLO,O,O,X,X,O,O,X
JTSIZOL,O,O,X,X,X,O,X
JTSIOLZ,O,O,X,X,X,O,X
JTSIOZL,O,O,X,X,X,O,X
JTSLIZO,O,O,X,X,O,O,O
JTSLIOZ,O,O,X,X,O,O,X
JTSLZIO,O,O,X,X,O,X,O
JTSLZOI,O,O,X,O,X,X,O
JTSLOIZ,O,O,X,O,O,X,X
JTSLOZI,O,O,X,O,X,X,O
JTSZILO,O,O,X,X,X,X,O
JTSZIOL,O,O,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,O
JTSZLOI,O,O,X,O,X,X,O
JTSZOIL,O,O,X,O,X,X,X
JTSZOLI,O,O,X,O,X,X,X
JTSOILZ,O,O,X,O,X,O,X
JTSOIZL,O,O,X,O,X,O,X
JTSOLIZ,O,O,X,O,X,O,X
JTSOLZI,O,O,X,O,X,X,X
JTSOZIL,O,O,X,O,X,X,X
JTSOZLI,O,O,X,O,X,X,X
JTZILSO,O,X,O,X,O,X,O
JTZILOS,O,X,O,O,O,X,X
JTZISLO,O,O,O,X,O,X,O
JTZISOL,O,O,X,X,X,X,X
JTZIOLS,O,O,O,O,O,X,X
JTZIOSL,O,O,X,O,X,X,X
JTZLISO,O,X,O,X,O,X,O
JTZLIOS,O,X,O,O,O,X,X
JTZLSIO,O,O,O,X,O,X,O
JTZLSOI,O,O,O,O,X,X,O
JTZLOIS,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,X,X,O
JTZSILO,O,O,O,X,X,X,O
JTZSIOL,O,O,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,O
JTZSLOI,O,O,O,O,X,X,O
JTZSOIL,O,O,X,O,X,X,X
JTZSOLI,O,O,X,O,X,X,X
JTZOILS,O,O,O,O,X,X,X
JTZOISL,O,O,O,O,X,X,X
JTZOLIS,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,X,X,X
JTOILSZ,X,X,O,O,O,X,X
JTOILZS,X,O,X,O,O,X,X
JTOISLZ,O,O,X,O,X,X,X
JTOISZL,O,O,X,O,X,X,X
JTOIZLS,O,O,X,O,O,X,X
JTOIZSL,O,O,X,O,X,X,X
JTOLISZ,X,X,O,O,O,X,X
JTOLIZS,X,O,X,O,O,X,X
JTOLSIZ,X,O,O,O,O,O,X
JTOLSZI,X,O,O,O,X,X,X
JTOLZIS,X,O,O,O,X,X,X
JTOLZSI,X,O,O,O,X,X,X
JTOSILZ,O,O,X,O,X,O,X
JTOSIZL,O,O,X,O,X,O,X
JTOSLIZ,O,O,X,O,X,O,X
JTOSLZI,O,O,X,O,X,X,X
JTOSZIL,O,O,X,O,X,X,X
JTOSZLI,O,O,X,O,X,X,X
JTOZILS,O,O,O,O,X,X,X
JTOZISL,O,O,O,O,X,X,X
JTOZLIS,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,X,X,X
JTOZSIL,O,O,O,O,X,X,X
JTOZSLI,O,O,O,O,X,X,X
JITLSZO,X,X,X,X,O,O,X
JITLSOZ,X,X,X,X,O,O,X
JITLZSO,X,X,X,X,O,X,X
JITLZOS,X,X,X,X,O,X,X
JITLOSZ,X,X,X,X,O,X,X
JITLOZS,X,X,X,X,O,X,X
JITSLZO,O,X,X,X,O,O,X
JITSLOZ,O,X,X,X,O,O,X
JITSZLO,O,X,X,X,O,O,X
JITSZOL,O,X,X,X,X,O,X
JITSOLZ,O,X,X,X,X,O,X
JITSOZL,O,X,X,X,X,O,X
JITZLSO,O,X,X,X,O,X,X
JITZLOS,O,X,X,X,O,X,X
JITZSLO,O,X,X,X,O,X,X
JITZSOL,O,X,X,X,X,X,X
JITZOLS,O,X,X,X,O,X,X
JITZOSL,O,X,X,X,X,X,X
JITOLSZ,X,X,X,X,O,O,X
JITOLZS,X,X,X,X,O,X,X
JITOSLZ,O,X,X,X,X,O,X
JITOSZL,O,X,X,X,X,O,X
JITOZLS,O,X,X,X,O,X,X
JITOZSL,O,X,X,X,X,X,X
JILTSZO,X,X,X,X,O,O,O
JILTSOZ,X,X,X,X,O,O,X
JILTZSO,X,X,X,X,O,X,O
JILTZOS,X,X,X,X,O,X,X
JILTOSZ,X,X,X,X,O,X,X
JILTOZS,X,X,X,X,O,X,X
JILSTZO,O,X,X,X,O,O,O
JILSTOZ,O,X,X,X,O,O,X
JILSZTO,O,X,X,X,O,O,O
JILSZOT,O,X,X,X,O,X,O
JILSOTZ,O,X,X,X,O,O,X
JILSOZT,O,X,X,X,O,O,X
JILZTSO,O,X,X,X,O,X,O
JILZTOS,O,X,X,X,O,X,X
JILZSTO,O,X,X,X,O,O,O
JILZSOT,O,X,X,X,O,X,O
JILZOTS,O,X,X,X,O,X,X
JILZOST,O,X,X,X,O,X,O
JILOTSZ,X,X,X,X,O,O,X
JILOTZS,X,X,X,X,O,X,X
JILOSTZ,O,X,X,X,O,O,X
JILOSZT,O,X,X,X,O,O,X
JILOZTS,O,X,X,X,O,X,X
JILOZST,O,X,X,X,O,O,X
JISTLZO,O,X,X,X,O,O,X
JISTLOZ,O,X,X,X,O,O,X
JISTZLO,O,X,X,X,O,O,X
JISTZOL,O,X,X,X,X,O,X
JISTOLZ,O,X,X,X,X,O,X
JISTOZL,O,X,X,X,X,O,X
JISLTZO,O,X,X,X,O,O,O
JISLTOZ,O,X,X,X,O,O,X
JISLZTO,O,X,X,X,O,O,O
JISLZOT,O,X,X,X,O,X,O
JISLOTZ,O,X,X,X,O,O,X
JISLOZT,O,X,X,X,O,O,X
JISZTLO,O,X,X,X,O,O,O
JISZTOL,O,X,X,X,X,O,X
JISZLTO,O,X,X,X,O,O,O
JISZLOT,O,X,X,X,O,X,O
JISZOTL,O,X,X,X,X,O,X
JISZOLT,O,X,X,X,X,O,O
JISOTLZ,O,X,X,X,X,O,X
JISOTZL,O,X,X,X,X,O,X
JISOLTZ,O,X,X,X,X,O,X
JISOLZT,O,X,X,X,X,O,X
JISOZTL,O,X,X,X,X,O,X
JISOZLT,O,X,X,X,X,O,X
JIZTLSO,O,X,X,X,O,X,O
JIZTLOS,O,X,X,X,O,X,X
JIZTSLO,O,X,X,X,O,X,O
JIZTSOL,O,X,X,X,X,X,X
JIZTOLS,O,X,X,X,O,X,X
JIZTOSL,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,O,X,O
JIZLTOS,O,X,X,X,O,X,X
JIZLSTO,O,X,X,X,O,O,O
JIZLSOT,O,X,X,X,O,X,O
JIZLOTS,O,X,X,X,O,X,X
JIZLOST,O,X,X,X,O,X,O
JIZSTLO,O,X,X,X,O,O,O
JIZSTOL,O,X,X,X,X,O,X
JIZSLTO,O,X,X,X,O,O,O
JIZSLOT,O,X,X,X,O,X,O
JIZSOTL,O,X,X,X,X,O,X
JIZSOLT,O,X,X,X,X,O,O
JIZOTLS,O,X,X,X,O,X,X
JIZOTSL,O,X,X,X,X,X,X
JIZOLTS,O,X,X,X,O,X,X
JIZOLST,O,X,X,X,O,O,O
JIZOSTL,O,X,X,X,X,O,X
JIZOSLT,O,X,X,X,X,O,O
JIOTLSZ,X,X,X,X,O,O,X
JIOTLZS,X,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,X,O,X
JIOTSZL,O,X,X,X,X,O,X
JIOTZLS,O,X,X,X,O,X,X
JIOTZSL,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X
JIOLTZS,X,X,X,X,O,X,X
JIOLSTZ,O,X,X,X,O,O,X
JIOLSZT,O,X,X,X,O,O,X
JIOLZTS,O,X,X,X,O,X,X
JIOLZST,O,X,X,X,O,O,X
JIOSTLZ,O,X,X,X,X,O,X
JIOSTZL,O,X,X,X,X,O,X
JIOSLTZ,O,X,X,X,X,O,X
JIOSLZT,O,X,X,X,X,O,X
JIOSZTL,O,X,X,X,X,O,X
JIOSZLT,O,X,X,X,X,O,X
JIOZTLS,O,X,X,X,O,X,X
JIOZTSL,O,X,X,X,X,X,X
JIOZLTS,O,X,X,X,O,X,X
JIOZLST,O,X,X,X,O,O,X
JIOZSTL,O,X,X,X,X,O,X
JIOZSLT,O,X,X,X,X,O,X
JLTISZO,X,X,X,X,O,X,O
JLTISOZ,X,X,X,X,O,X,X
JLTIZSO,X,X,X,X,O,X,O
JLTIZOS,X,X,X,O,O,X,X
JLTIOSZ,X,X,X,O,O,X,X
JLTIOZS,X,X,X,O,O,X,X
JLTSIZO,X,X,X,X,O,O,O
JLTSIOZ,X,X,X,X,O,O,X
JLTSZIO,X,X,O,X,O,X,O
JLTSZOI,X,X,O,O,X,X,O
JLTSOIZ,X,X,O,O,O,X,X
JLTSOZI,X,X,O,O,X,X,O
JLTZISO,X,X,O,X,O,X,O
JLTZIOS,X,X,O,O,O,X,X
JLTZSIO,X,X,O,X,O,X,O
JLTZSOI,X,X,O,O,X,X,O
JLTZOIS,X,X,O,O,X,X,X
JLTZOSI,X,X,O,O,X,X,O
JLTOISZ,X,X,O,O,O,X,X
JLTOIZS,X,X,X,O,O,X,X
JLTOSIZ,X,X,O,O,O,X,X
JLTOSZI,X,X,O,O,X,X,O
JLTOZIS,X,X,O,O,X,X,X
JLTOZSI,X,X,O,O,X,X,O
JLITSZO,X,X,X,X,O,O,O
JLITSOZ,X,X,X,X,O,O,X
JLITZSO,X,X,X,X,O,X,O
JLITZOS,X,X,X,X,O,X,X
JLITOSZ,X,X,X,X,O,X,X
JLITOZS,X,X,X,X,O,X,X
JLISTZO,O,X,X,X,O,O,O
JLISTOZ,O,X,X,X,O,O,X
JLISZTO,O,X,X,X,O,O,O
JLISZOT,O,X,X,X,O,X,O
JLISOTZ,O,X,X,X,O,O,X
JLISOZT,O,X,X,X,O,X,X
