sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB
ZIJSOLT,X,X,X,X,O
ZIJOTLS,O,X,O,X,O
ZIJOTSL,O,X,X,X,O
ZIJOLTS,O,X,O,X,O
ZIJOLST,O,X,O,X,O
ZIJOSTL,O,X,X,X,O
ZIJOSLT,O,X,X,X,O
ZISTLJO,O,O,O,O,X
ZISTLOJ,O,O,O,O,X
ZISTJLO,O,O,O,O,X
ZISTJOL,O,O,O,O,X
ZISTOLJ,O,O,O,X,X
ZISTOJL,O,O,O,O,X
ZISLTJO,O,O,O,O,X
ZISLTOJ,O,O,O,O,X
ZISLJTO,O,O,O,O,X
ZISLJOT,X,O,O,X,X
ZISLOTJ,X,O,O,X,X
ZISLOJT,X,O,O,X,X
ZISJTLO,O,O,O,O,X
ZISJTOL,O,O,O,O,X
ZISJLTO,O,O,O,X,X
ZISJLOT,X,O,O,X,X
ZISJOTL,O,O,X,X,X
ZISJOLT,X,O,X,X,X
ZISOTLJ,O,O,O,X,X
ZISOTJL,O,O,O,X,X
ZISOLTJ,O,O,O,X,X
ZISOLJT,O,O,O,X,X
ZISOJTL,O,O,X,X,X
ZISOJLT,O,O,X,X,X
ZIOTLJS,O,X,O,X,X
ZIOTLSJ,O,X,O,X,X
ZIOTJLS,O,X,O,X,X
ZIOTJSL,O,X,O,X,X
ZIOTSLJ,O,X,O,X,X
ZIOTSJL,O,X,O,X,X
ZIOLTJS,O,X,O,X,X
ZIOLTSJ,O,X,O,X,X
ZIOLJTS,O,X,O,X,X
ZIOLJST,O,X,O,X,X
ZIOLSTJ,O,X,O,X,X
ZIOLSJT,O,X,O,X,X
ZIOJTLS,O,X,O,X,X
ZIOJTSL,O,X,X,X,X
ZIOJLTS,O,X,O,X,X
ZIOJLST,O,X,O,X,X
ZIOJSTL,O,X,X,X,X
ZIOJSLT,O,X,X,X,X
ZIOSTLJ,O,X,O,X,X
ZIOSTJL,O,X,O,X,X
ZIOSLTJ,O,X,O,X,X
ZIOSLJT,O,X,O,X,X
ZIOSJTL,O,X,X,X,X
ZIOSJLT,O,X,X,X,X
ZLTIJSO,O,X,O,O,O
ZLTIJOS,O,X,O,X,O
ZLTISJO,O,O,O,O,X
ZLTISOJ,O,O,O,O,X
ZLTIOJS,O,X,O,X,X
ZLTIOSJ,O,O,O,O,X
ZLTJISO,O,X,O,O,O
ZLTJIOS,O,X,O,X,O
ZLTJSIO,O,X,O,O,O
ZLTJSOI,O,X,O,O,O
ZLTJOIS,O,X,O,X,O
ZLTJOSI,O,X,O,X,O
ZLTSIJO,O,O,O,O,X
ZLTSIOJ,O,O,O,O,X
ZLTSJIO,O,O,O,O,X
ZLTSJOI,O,O,O,O,X
ZLTSOIJ,O,O,O,O,X
ZLTSOJI,O,O,O,O,X
ZLTOIJS,O,X,O,X,X
ZLTOISJ,O,O,O,O,X
ZLTOJIS,O,X,O,X,X
ZLTOJSI,O,X,O,X,X
ZLTOSIJ,O,O,O,O,X
ZLTOSJI,O,O,O,O,X
ZLITJSO,O,X,O,O,O
ZLITJOS,O,X,O,X,O
ZLITSJO,O,O,O,O,X
ZLITSOJ,O,O,O,O,X
ZLITOJS,O,X,O,X,X
ZLITOSJ,O,O,O,O,X
ZLIJTSO,O,X,O,X,O
ZLIJTOS,O,X,O,X,O
ZLIJSTO,O,X,O,X,O
ZLIJSOT,X,X,O,X,O
ZLIJOTS,O,X,O,X,O
ZLIJOST,X,X,O,X,O
ZLISTJO,O,X,O,O,X
ZLISTOJ,O,X,O,O,X
ZLISJTO,O,X,O,O,X
ZLISJOT,X,X,O,X,X
ZLISOTJ,X,X,O,X,X
ZLISOJT,X,X,O,X,X
ZLIOTJS,O,X,O,X,X
ZLIOTSJ,O,X,O,X,X
ZLIOJTS,O,X,O,X,X
ZLIOJST,O,X,O,X,X
ZLIOSTJ,O,X,O,X,X
ZLIOSJT,O,X,O,X,X
ZLJTISO,O,X,O,O,O
ZLJTIOS,O,X,O,X,O
ZLJTSIO,O,X,O,O,O
ZLJTSOI,O,X,O,O,O
ZLJTOIS,O,X,O,X,O
ZLJTOSI,O,X,O,X,O
ZLJITSO,O,X,O,X,O
ZLJITOS,O,X,O,X,O
ZLJISTO,O,X,O,X,O
ZLJISOT,X,X,O,X,O
ZLJIOTS,O,X,O,X,O
ZLJIOST,X,X,O,X,O
ZLJSTIO,O,X,O,O,O
ZLJSTOI,O,X,O,O,O
ZLJSITO,O,X,O,O,O
ZLJSIOT,X,X,O,X,O
ZLJSOTI,X,X,O,O,O
ZLJSOIT,X,X,O,X,O
ZLJOTIS,O,X,O,X,O
ZLJOTSI,O,X,O,X,O
ZLJOITS,O,X,O,X,O
ZLJOIST,X,X,O,X,O
ZLJOSTI,X,X,O,X,O
ZLJOSIT,X,X,O,X,O
ZLSTIJO,O,X,O,O,X
ZLSTIOJ,O,X,O,O,X
ZLSTJIO,O,X,O,O,X
ZLSTJOI,O,X,O,O,X
ZLSTOIJ,O,X,O,O,X
ZLSTOJI,O,X,O,O,X
ZLSITJO,O,X,O,O,X
ZLSITOJ,O,X,O,O,X
ZLSIJTO,O,X,O,O,X
ZLSIJOT,X,X,O,X,X
ZLSIOTJ,X,X,O,X,X
ZLSIOJT,X,X,O,X,X
ZLSJTIO,O,X,O,O,X
ZLSJTOI,O,X,O,O,X
ZLSJITO,O,X,O,O,X
ZLSJIOT,X,X,O,X,X
ZLSJOTI,X,X,O,O,X
ZLSJOIT,X,X,O,O,X
ZLSOTIJ,X,X,O,O,X
ZLSOTJI,X,X,O,O,X
ZLSOITJ,X,X,O,O,X
ZLSOIJT,X,X,O,O,X
ZLSOJTI,X,X,O,O,X
ZLSOJIT,X,X,O,O,X
ZLOTIJS,O,X,O,O,X
ZLOTISJ,O,X,O,O,X
ZLOTJIS,O,X,O,O,X
ZLOTJSI,O,X,O,O,X
ZLOTSIJ,O,X,O,O,X
ZLOTSJI,O,X,O,O,X
ZLOITJS,O,X,O,O,X
ZLOITSJ,O,X,O,O,X
ZLOIJTS,O,X,O,X,X
ZLOIJST,O,X,O,X,X
ZLOISTJ,O,X,O,O,X
ZLOISJT,O,X,O,O,X
ZLOJTIS,O,X,O,O,X
ZLOJTSI,O,X,O,O,X
ZLOJITS,O,X,O,X,X
ZLOJIST,O,X,O,X,X
ZLOJSTI,O,X,O,O,X
ZLOJSIT,O,X,O,O,X
ZLOSTIJ,O,X,O,O,X
ZLOSTJI,O,X,O,O,X
ZLOSITJ,O,X,O,O,X
ZLOSIJT,O,X,O,O,X
ZLOSJTI,O,X,O,O,X
ZLOSJIT,O,X,O,O,X
ZJTILSO,O,X,O,X,O
ZJTILOS,O,X,O,X,O
ZJTISLO,O,X,O,O,O
ZJTISOL,O,X,O,O,O
ZJTIOLS,O,X,O,X,O
ZJTIOSL,O,X,O,X,O
ZJTLISO,O,X,O,O,O
ZJTLIOS,O,X,O,X,O
ZJTLSIO,O,X,O,O,O
ZJTLSOI,O,X,O,O,O
ZJTLOIS,O,X,O,X,O
ZJTLOSI,O,X,O,X,O
ZJTSILO,O,X,O,O,O
ZJTSIOL,O,X,O,O,O
ZJTSLIO,O,X,O,O,O
ZJTSLOI,O,X,O,O,O
ZJTSOIL,O,X,O,O,O
ZJTSOLI,O,X,O,X,O
ZJTOILS,O,X,O,X,O
ZJTOISL,O,X,O,X,O
ZJTOLIS,O,X,O,X,O
ZJTOLSI,O,X,O,X,O
ZJTOSIL,O,X,O,X,O
ZJTOSLI,O,X,O,X,O
ZJITLSO,O,X,O,X,O
ZJITLOS,O,X,O,X,O
ZJITSLO,O,X,O,X,O
ZJITSOL,O,X,O,X,O
ZJITOLS,O,X,O,X,O
ZJITOSL,O,X,O,X,O
ZJILTSO,O,X,O,X,O
ZJILTOS,O,X,O,X,O
ZJILSTO,O,X,O,X,O
ZJILSOT,X,X,O,X,O
ZJILOTS,O,X,O,X,O
ZJILOST,X,X,O,X,O
ZJISTLO,O,X,O,X,O
ZJISTOL,O,X,O,X,O
ZJISLTO,O,X,O,X,O
ZJISLOT,X,X,O,X,O
ZJISOTL,O,X,X,X,O
ZJISOLT,X,X,X,X,O
ZJIOTLS,O,X,O,X,O
ZJIOTSL,O,X,X,X,O
ZJIOLTS,O,X,O,X,O
ZJIOLST,O,X,O,X,O
ZJIOSTL,O,X,X,X,O
ZJIOSLT,O,X,X,X,O
ZJLTISO,O,X,O,O,O
ZJLTIOS,O,X,O,X,O
ZJLTSIO,O,X,O,O,O
ZJLTSOI,O,X,O,O,O
ZJLTOIS,O,X,O,X,O
ZJLTOSI,O,X,O,X,O
ZJLITSO,O,X,O,X,O
ZJLITOS,O,X,O,X,O
ZJLISTO,O,X,O,X,O
ZJLISOT,X,X,O,X,O
ZJLIOTS,O,X,O,X,O
ZJLIOST,X,X,O,X,O
ZJLSTIO,O,X,O,O,O
ZJLSTOI,O,X,O,O,O
ZJLSITO,O,X,O,O,O
ZJLSIOT,X,X,O,X,O
ZJLSOTI,X,X,O,O,O
ZJLSOIT,X,X,O,X,O
ZJLOTIS,O,X,O,X,O
ZJLOTSI,O,X,O,X,O
ZJLOITS,O,X,O,X,O
ZJLOIST,X,X,O,X,O
ZJLOSTI,X,X,O,X,O
ZJLOSIT,X,X,O,X,O
ZJSTILO,O,X,O,O,O
ZJSTIOL,O,X,O,O,O
ZJSTLIO,O,X,O,O,O
ZJSTLOI,O,X,O,O,O
ZJSTOIL,O,X,O,O,O
ZJSTOLI,O,X,O,X,O
ZJSITLO,O,X,O,O,O
ZJSITOL,O,X,O,O,O
ZJSILTO,O,X,O,X,O
ZJSILOT,X,X,O,X,O
ZJSIOTL,O,X,X,X,O
ZJSIOLT,X,X,X,X,O
ZJSLTIO,O,X,O,O,O
ZJSLTOI,O,X,O,O,O
ZJSLITO,O,X,O,O,O
ZJSLIOT,X,X,O,X,O
ZJSLOTI,X,X,O,O,O
ZJSLOIT,X,X,O,X,O
ZJSOTIL,O,X,X,O,O
ZJSOTLI,O,X,X,X,O
ZJSOITL,O,X,X,X,O
ZJSOILT,X,X,X,X,O
ZJSOLTI,X,X,X,X,O
ZJSOLIT,X,X,X,X,O
ZJOTILS,O,X,O,X,O
ZJOTISL,O,X,X,X,O
ZJOTLIS,O,X,O,X,O
ZJOTLSI,O,X,O,X,O
ZJOTSIL,O,X,X,X,O
ZJOTSLI,O,X,X,X,O
ZJOITLS,O,X,O,X,O
ZJOITSL,O,X,X,X,O
ZJOILTS,O,X,O,X,O
ZJOILST,O,X,O,X,O
ZJOISTL,O,X,X,X,O
ZJOISLT,O,X,X,X,O
ZJOLTIS,O,X,O,X,O
ZJOLTSI,O,X,O,X,O
ZJOLITS,O,X,O,X,O
ZJOLIST,O,X,O,X,O
ZJOLSTI,O,X,O,X,O
ZJOLSIT,O,X,O,X,O
ZJOSTIL,O,X,X,X,O
ZJOSTLI,O,X,X,X,O
ZJOSITL,O,X,X,X,O
ZJOSILT,O,X,X,X,O
ZJOSLTI,O,X,X,X,O
ZJOSLIT,O,X,X,X,O
ZSTILJO,O,O,O,O,X
ZSTILOJ,O,O,O,O,X
ZSTIJLO,O,O,O,O,X
ZSTIJOL,O,O,O,O,X
ZSTIOLJ,O,O,O,X,X
ZSTIOJL,O,O,O,O,X
ZSTLIJO,O,O,O,O,X
ZSTLIOJ,O,O,O,O,X
ZSTLJIO,O,O,O,O,X
ZSTLJOI,O,O,O,O,X
ZSTLOIJ,O,O,O,O,X
ZSTLOJI,O,O,O,O,X
ZSTJILO,O,O,O,O,X
ZSTJIOL,O,O,O,O,X
ZSTJLIO,O,O,O,O,X
ZSTJLOI,O,O,O,O,X
ZSTJOIL,O,O,O,O,X
ZSTJOLI,O,O,O,X,X
ZSTOILJ,O,O,O,X,X
ZSTOIJL,O,O,O,O,X
ZSTOLIJ,O,O,O,O,X
ZSTOLJI,O,O,O,O,X
ZSTOJIL,O,O,O,O,X
ZSTOJLI,O,O,O,X,X
ZSITLJO,O,O,O,O,X
ZSITLOJ,O,O,O,O,X
ZSITJLO,O,O,O,O,X
ZSITJOL,O,O,O,O,X
ZSITOLJ,O,O,O,X,X
ZSITOJL,O,O,O,O,X
ZSILTJO,O,O,O,O,X
ZSILTOJ,O,O,O,O,X
ZSILJTO,O,O,O,O,X
ZSILJOT,X,O,O,X,X
ZSILOTJ,X,O,O,X,X
ZSILOJT,X,O,O,X,X
ZSIJTLO,O,O,O,O,X
ZSIJTOL,O,O,O,O,X
ZSIJLTO,O,O,O,X,X
ZSIJLOT,X,O,O,X,X
ZSIJOTL,O,O,X,X,X
ZSIJOLT,X,O,X,X,X
ZSIOTLJ,O,O,O,X,X
ZSIOTJL,O,O,O,X,X
ZSIOLTJ,O,O,O,X,X
ZSIOLJT,O,O,O,X,X
ZSIOJTL,O,O,X,X,X
ZSIOJLT,O,O,X,X,X
ZSLTIJO,O,O,O,O,X
ZSLTIOJ,O,O,O,O,X
ZSLTJIO,O,O,O,O,X
ZSLTJOI,O,O,O,O,X
ZSLTOIJ,O,O,O,O,X
ZSLTOJI,O,O,O,O,X
ZSLITJO,O,O,O,O,X
ZSLITOJ,O,O,O,O,X
ZSLIJTO,O,O,O,O,X
ZSLIJOT,X,O,O,X,X
ZSLIOTJ,X,O,O,X,X
ZSLIOJT,X,O,O,X,X
ZSLJTIO,O,O,O,O,X
ZSLJTOI,O,O,O,O,X
ZSLJITO,O,O,O,O,X
ZSLJIOT,X,O,O,X,X
ZSLJOTI,X,O,O,O,X
ZSLJOIT,X,O,O,O,X
ZSLOTIJ,X,O,O,O,X
ZSLOTJI,X,O,O,O,X
ZSLOITJ,X,O,O,O,X
ZSLOIJT,X,O,O,O,X
ZSLOJTI,X,O,O,O,X
ZSLOJIT,X,O,O,O,X
ZSJTILO,O,O,O,O,X
ZSJTIOL,O,O,O,O,X
ZSJTLIO,O,O,O,O,X
ZSJTLOI,O,O,O,O,X
ZSJTOIL,O,O,O,O,X
ZSJTOLI,O,O,O,X,X
ZSJITLO,O,O,O,O,X
ZSJITOL,O,O,O,O,X
ZSJILTO,O,O,O,X,X
ZSJILOT,X,O,O,X,X
ZSJIOTL,O,O,X,X,X
ZSJIOLT,X,O,X,X,X
ZSJLTIO,O,O,O,O,X
ZSJLTOI,O,O,O,O,X
ZSJLITO,O,O,O,O,X
ZSJLIOT,X,O,O,X,X
ZSJLOTI,X,O,O,O,X
ZSJLOIT,X,O,O,O,X
ZSJOTIL,O,O,X,O,X
ZSJOTLI,O,O,X,O,X
ZSJOITL,O,O,X,O,X
ZSJOILT,X,O,X,X,X
ZSJOLTI,X,O,X,O,X
ZSJOLIT,X,O,X,O,X
ZSOTILJ,O,O,O,O,X
ZSOTIJL,O,O,O,O,X
ZSOTLIJ,O,O,O,O,X
ZSOTLJI,O,O,O,O,X
ZSOTJIL,O,O,O,O,X
ZSOTJLI,O,O,O,O,X
ZSOITLJ,O,O,O,O,X
ZSOITJL,O,O,O,O,X
ZSOILTJ,O,O,O,O,X
ZSOILJT,O,O,O,O,X
ZSOIJTL,O,O,X,O,X
ZSOIJLT,O,O,X,X,X
ZSOLTIJ,O,O,O,O,X
ZSOLTJI,O,O,O,O,X
ZSOLITJ,O,O,O,O,X
ZSOLIJT,O,O,O,O,X
ZSOLJTI,O,O,O,O,X
ZSOLJIT,O,O,O,O,X
ZSOJTIL,O,O,X,O,X
ZSOJTLI,O,O,X,O,X
ZSOJITL,O,O,X,O,X
ZSOJILT,O,O,X,X,X
ZSOJLTI,O,O,X,O,X
ZSOJLIT,O,O,X,O,X
ZOTILJS,O,X,O,O,X
ZOTILSJ,O,X,O,O,X
ZOTIJLS,O,X,O,X,X
ZOTIJSL,O,X,O,O,X
ZOTISLJ,O,X,O,O,X
ZOTISJL,O,X,O,O,X
ZOTLIJS,O,X,O,O,X
ZOTLISJ,O,X,O,O,X
ZOTLJIS,O,X,O,O,X
ZOTLJSI,O,X,O,O,X
ZOTLSIJ,O,X,O,O,X
ZOTLSJI,O,X,O,O,X
ZOTJILS,O,X,O,X,X
ZOTJISL,O,X,O,O,X
ZOTJLIS,O,X,O,O,X
ZOTJLSI,O,X,O,O,X
ZOTJSIL,O,X,O,O,X
ZOTJSLI,O,X,O,O,X
ZOTSILJ,O,X,O,O,X
ZOTSIJL,O,X,O,O,X
ZOTSLIJ,O,X,O,O,X
ZOTSLJI,O,X,O,O,X
ZOTSJIL,O,X,O,O,X
ZOTSJLI,O,X,O,O,X
ZOITLJS,O,X,O,O,X
ZOITLSJ,O,X,O,O,X
ZOITJLS,O,X,O,X,X
ZOITJSL,O,X,O,O,X
ZOITSLJ,O,X,O,O,X
ZOITSJL,O,X,O,O,X
ZOILTJS,O,X,O,O,X
ZOILTSJ,O,X,O,O,X
ZOILJTS,O,X,O,X,X
ZOILJST,O,X,O,X,X
ZOILSTJ,O,X,O,O,X
ZOILSJT,O,X,O,O,X
ZOIJTLS,O,X,O,X,X
ZOIJTSL,O,X,X,X,X
ZOIJLTS,O,X,O,X,X
ZOIJLST,O,X,O,X,X
ZOIJSTL,O,X,X,X,X
ZOIJSLT,O,X,X,X,X
ZOISTLJ,O,X,O,O,X
ZOISTJL,O,X,O,O,X
ZOISLTJ,O,X,O,O,X
ZOISLJT,O,X,O,O,X
ZOISJTL,O,X,X,O,X
ZOISJLT,O,X,X,X,X
ZOLTIJS,O,X,O,O,X
ZOLTISJ,O,X,O,O,X
ZOLTJIS,O,X,O,O,X
ZOLTJSI,O,X,O,O,X
ZOLTSIJ,O,X,O,O,X
ZOLTSJI,O,X,O,O,X
ZOLITJS,O,X,O,O,X
ZOLITSJ,O,X,O,O,X
ZOLIJTS,O,X,O,X,X
ZOLIJST,O,X,O,X,X
ZOLISTJ,O,X,O,O,X
ZOLISJT,O,X,O,O,X
ZOLJTIS,O,X,O,O,X
ZOLJTSI,O,X,O,O,X
ZOLJITS,O,X,O,X,X
ZOLJIST,O,X,O,X,X
ZOLJSTI,O,X,O,O,X
ZOLJSIT,O,X,O,O,X
ZOLSTIJ,O,X,O,O,X
ZOLSTJI,O,X,O,O,X
ZOLSITJ,O,X,O,O,X
ZOLSIJT,O,X,O,O,X
ZOLSJTI,O,X,O,O,X
ZOLSJIT,O,X,O,O,X
ZOJTILS,O,X,O,X,X
ZOJTISL,O,X,X,O,X
ZOJTLIS,O,X,O,O,X
ZOJTLSI,O,X,O,O,X
ZOJTSIL,O,X,X,O,X
ZOJTSLI,O,X,X,O,X
ZOJITLS,O,X,O,X,X
ZOJITSL,O,X,X,X,X
ZOJILTS,O,X,O,X,X
ZOJILST,O,X,O,X,X
ZOJISTL,O,X,X,X,X
ZOJISLT,O,X,X,X,X
ZOJLTIS,O,X,O,O,X
ZOJLTSI,O,X,O,O,X
ZOJLITS,O,X,O,X,X
ZOJLIST,O,X,O,X,X
ZOJLSTI,O,X,O,O,X
ZOJLSIT,O,X,O,O,X
ZOJSTIL,O,X,X,O,X
ZOJSTLI,O,X,X,O,X
ZOJSITL,O,X,X,O,X
ZOJSILT,O,X,X,X,X
ZOJSLTI,O,X,X,O,X
ZOJSLIT,O,X,X,O,X
ZOSTILJ,O,X,O,O,X
ZOSTIJL,O,X,O,O,X
ZOSTLIJ,O,X,O,O,X
ZOSTLJI,O,X,O,O,X
ZOSTJIL,O,X,O,O,X
ZOSTJLI,O,X,O,O,X
ZOSITLJ,O,X,O,O,X
ZOSITJL,O,X,O,O,X
ZOSILTJ,O,X,O,O,X
ZOSILJT,O,X,O,O,X
ZOSIJTL,O,X,X,O,X
ZOSIJLT,O,X,X,X,X
ZOSLTIJ,O,X,O,O,X
ZOSLTJI,O,X,O,O,X
ZOSLITJ,O,X,O,O,X
ZOSLIJT,O,X,O,O,X
ZOSLJTI,O,X,O,O,X
ZOSLJIT,O,X,O,O,X
ZOSJTIL,O,X,X,O,X
ZOSJTLI,O,X,X,O,X
ZOSJITL,O,X,X,O,X
ZOSJILT,O,X,X,X,X
ZOSJLTI,O,X,X,O,X
ZOSJLIT,O,X,X,O,X
OTILJSZ,O,O,X,O,O
OTILJZS,O,X,X,X,O
OTILSJZ,O,O,O,O,X
OTILSZJ,O,O,O,O,X
OTILZJS,O,X,O,O,X
OTILZSJ,O,O,O,O,X
OTIJLSZ,O,O,X,O,O
OTIJLZS,O,X,X,X,O
OTIJSLZ,O,O,O,O,O
OTIJSZL,O,O,O,O,O
OTIJZLS,O,X,X,X,O
OTIJZSL,O,X,O,O,O
OTISLJZ,O,O,O,O,X
OTISLZJ,O,O,O,O,X
OTISJLZ,O,O,O,O,X
OTISJZL,O,O,O,O,X
OTISZLJ,O,O,O,O,X
OTISZJL,O,O,O,O,X
OTIZLJS,O,X,O,O,X
OTIZLSJ,O,O,O,O,X
OTIZJLS,O,X,O,X,X
OTIZJSL,O,X,O,O,X
OTIZSLJ,O,O,O,O,X
OTIZSJL,O,O,O,O,X
OTLIJSZ,O,O,X,O,O
OTLIJZS,O,X,X,X,O
OTLISJZ,O,O,O,O,X
OTLISZJ,O,O,O,O,X
OTLIZJS,O,X,O,O,X
OTLIZSJ,O,O,O,O,X
OTLJISZ,O,O,X,O,O
OTLJIZS,O,X,X,X,O
OTLJSIZ,O,O,X,O,O
OTLJSZI,O,O,X,O,O
OTLJZIS,O,X,X,O,O
OTLJZSI,O,X,X,O,O
OTLSIJZ,O,O,O,O,X
OTLSIZJ,O,O,O,O,X
OTLSJIZ,O,O,O,O,X
OTLSJZI,O,O,O,O,X
OTLSZIJ,O,O,O,O,X
OTLSZJI,O,O,O,O,X
OTLZIJS,O,X,O,O,X
OTLZISJ,O,O,O,O,X
OTLZJIS,O,X,O,O,X
OTLZJSI,O,X,O,O,X
OTLZSIJ,O,O,O,O,X
OTLZSJI,O,O,O,O,X
OTJILSZ,O,O,X,O,O
OTJILZS,O,X,X,X,O
OTJISLZ,O,O,O,O,O
OTJISZL,O,O,O,O,O
OTJIZLS,O,X,X,X,O
OTJIZSL,O,X,O,O,O
OTJLISZ,O,O,X,O,O
OTJLIZS,O,X,X,X,O
OTJLSIZ,O,O,X,O,O
OTJLSZI,O,O,X,O,O
OTJLZIS,O,X,X,O,O
OTJLZSI,O,X,X,O,O
OTJSILZ,O,O,O,O,O
OTJSIZL,O,O,O,O,O
OTJSLIZ,O,O,O,O,O
OTJSLZI,O,O,O,O,O
OTJSZIL,O,O,O,O,O
OTJSZLI,O,O,O,O,O
OTJZILS,O,X,X,X,O
OTJZISL,O,X,O,O,O
OTJZLIS,O,X,X,O,O
OTJZLSI,O,X,X,O,O
OTJZSIL,O,X,O,O,O
OTJZSLI,O,X,O,O,O
OTSILJZ,O,O,O,O,X
OTSILZJ,O,O,O,O,X
OTSIJLZ,O,O,O,O,X
OTSIJZL,O,O,O,O,X
OTSIZLJ,O,O,O,O,X
OTSIZJL,O,O,O,O,X
OTSLIJZ,O,O,O,O,X
OTSLIZJ,O,O,O,O,X
OTSLJIZ,O,O,O,O,X
OTSLJZI,O,O,O,O,X
OTSLZIJ,O,O,O,O,X
OTSLZJI,O,O,O,O,X
OTSJILZ,O,O,O,O,X
OTSJIZL,O,O,O,O,X
OTSJLIZ,O,O,O,O,X
OTSJLZI,O,O,O,O,X
OTSJZIL,O,O,O,O,X
OTSJZLI,O,O,O,O,X
OTSZILJ,O,O,O,O,X
OTSZIJL,O,O,O,O,X
OTSZLIJ,O,O,O,O,X
OTSZLJI,O,O,O,O,X
OTSZJIL,O,O,O,O,X
OTSZJLI,O,O,O,O,X
OTZILJS,O,X,O,O,X
OTZILSJ,O,O,O,O,X
OTZIJLS,O,X,O,X,X
OTZIJSL,O,X,O,O,X
OTZISLJ,O,O,O,O,X
OTZISJL,O,O,O,O,X
OTZLIJS,O,X,O,O,X
OTZLISJ,O,O,O,O,X
OTZLJIS,O,X,O,O,X
OTZLJSI,O,X,O,O,X
OTZLSIJ,O,O,O,O,X
OTZLSJI,O,O,O,O,X
OTZJILS,O,X,O,X,X
OTZJISL,O,X,O,O,X
OTZJLIS,O,X,O,O,X
OTZJLSI,O,X,O,O,X
OTZJSIL,O,X,O,O,X
OTZJSLI,O,X,O,O,X
OTZSILJ,O,O,O,O,X
OTZSIJL,O,O,O,O,X
OTZSLIJ,O,O,O,O,X
OTZSLJI,O,O,O,O,X
OTZSJIL,O,O,O,O,X
OTZSJLI,O,O,O,O,X
OITLJSZ,O,O,X,O,O
OITLJZS,O,X,X,X,O
OITLSJZ,O,O,O,O,X
OITLSZJ,O,O,O,O,X
OITLZJS,O,X,O,O,X
OITLZSJ,O,O,O,O,X
OITJLSZ,O,O,X,O,O
OITJLZS,O,X,X,X,O
OITJSLZ,O,O,O,O,O
OITJSZL,O,O,O,O,O
OITJZLS,O,X,X,X,O
OITJZSL,O,X,O,O,O
OITSLJZ,O,O,O,O,X
OITSLZJ,O,O,O,O,X
OITSJLZ,O,O,O,O,X
OITSJZL,O,O,O,O,X
OITSZLJ,O,O,O,O,X
OITSZJL,O,O,O,O,X
OITZLJS,O,X,O,O,X
OITZLSJ,O,O,O,O,X
OITZJLS,O,X,O,X,X
OITZJSL,O,X,O,O,X
OITZSLJ,O,O,O,O,X
OITZSJL,O,O,O,O,X
OILTJSZ,O,O,X,O,O
OILTJZS,O,X,X,X,O
OILTSJZ,O,O,O,O,X
OILTSZJ,O,O,O,O,X
OILTZJS,O,X,O,O,X
OILTZSJ,O,O,O,O,X
OILJTSZ,O,X,X,X,O
OILJTZS,O,X,X,X,O
OILJSTZ,O,X,X,X,O
OILJSZT,O,X,X,X,O
OILJZTS,O,X,X,X,O
OILJZST,O,X,X,X,O
OILSTJZ,O,X,O,O,X
OILSTZJ,O,X,O,O,X
OILSJTZ,O,X,X,O,X
OILSJZT,O,X,X,O,X
OILSZTJ,O,X,O,O,X
OILSZJT,O,X,O,O,X
OILZTJS,O,X,O,O,X
OILZTSJ,O,X,O,O,X
OILZJTS,O,X,O,X,X
OILZJST,O,X,O,X,X
OILZSTJ,O,X,O,O,X
OILZSJT,O,X,O,O,X
OIJTLSZ,O,X,X,X,O
OIJTLZS,O,X,X,X,O
OIJTSLZ,O,X,X,X,O
OIJTSZL,O,X,X,X,O
OIJTZLS,O,X,X,X,O
OIJTZSL,O,X,X,X,O
OIJLTSZ,O,X,X,X,O
OIJLTZS,O,X,X,X,O
OIJLSTZ,O,X,X,X,O
OIJLSZT,O,X,X,X,O
OIJLZTS,O,X,X,X,O
OIJLZST,O,X,X,X,O
OIJSTLZ,O,X,X,X,O
OIJSTZL,O,X,X,X,O
OIJSLTZ,O,X,X,X,O
OIJSLZT,O,X,X,X,O
OIJSZTL,O,X,X,X,O
OIJSZLT,O,X,X,X,O
OIJZTLS,O,X,X,X,O
OIJZTSL,O,X,X,X,O
OIJZLTS,O,X,X,X,O
OIJZLST,O,X,X,X,O
OIJZSTL,O,X,X,X,O
OIJZSLT,O,X,X,X,O
OISTLJZ,O,O,O,O,X
OISTLZJ,O,O,O,O,X
OISTJLZ,O,O,O,O,X
OISTJZL,O,O,O,O,X
OISTZLJ,O,O,O,O,X
OISTZJL,O,O,O,O,X
OISLTJZ,O,O,O,O,X
OISLTZJ,O,O,O,O,X
OISLJTZ,O,X,X,O,X
OISLJZT,O,X,X,O,X
OISLZTJ,O,O,O,O,X
OISLZJT,O,O,O,O,X
OISJTLZ,O,O,X,O,X
OISJTZL,O,O,X,O,X
