sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZLZTIJSO,O,O,O,X,X,O,X,O,X
ZLZTIJOS,O,O,O,X,X,O,X,O,O
ZLZTISJO,O,O,O,X,X,X,X,O,X
ZLZTISOJ,O,O,X,X,X,O,X,O,X
ZLZTIOJS,O,O,X,X,X,O,X,O,O
ZLZTIOSJ,O,O,X,X,X,O,X,O,X
ZLZTJISO,O,O,O,X,X,O,X,O,X
ZLZTJIOS,O,O,O,X,X,O,X,O,O
ZLZTJSIO,O,O,O,X,X,O,X,O,O
ZLZTJSOI,O,O,O,X,X,O,O,O,O
ZLZTJOIS,O,O,O,X,X,O,O,O,O
ZLZTJOSI,O,O,O,X,X,O,O,O,O
ZLZTSIJO,O,O,O,X,X,X,X,O,O
ZLZTSIOJ,O,O,X,X,O,O,X,O,O
ZLZTSJIO,O,O,O,X,X,O,X,O,O
ZLZTSJOI,O,O,O,X,O,O,O,O,O
ZLZTSOIJ,O,O,X,X,O,O,X,O,O
ZLZTSOJI,O,O,O,X,O,O,X,O,O
ZLZTOIJS,O,O,X,X,X,O,X,O,O
ZLZTOISJ,O,O,X,X,O,O,X,O,X
ZLZTOJIS,O,O,O,X,X,O,X,O,O
ZLZTOJSI,O,O,O,X,X,O,X,O,O
ZLZTOSIJ,O,O,X,X,O,O,X,O,O
ZLZTOSJI,O,O,O,X,O,O,X,O,O
ZLZITJSO,O,O,O,X,X,O,X,X,X
ZLZITJOS,O,O,O,X,X,O,X,X,X
ZLZITSJO,O,O,O,X,X,X,X,X,X
ZLZITSOJ,O,O,X,X,X,O,X,X,X
ZLZITOJS,O,O,X,X,X,O,X,X,X
ZLZITOSJ,O,O,X,X,X,O,X,X,X
ZLZIJTSO,O,O,O,X,X,O,X,X,X
ZLZIJTOS,O,O,O,X,X,O,X,X,X
ZLZIJSTO,O,O,O,X,X,O,X,X,X
ZLZIJSOT,X,X,O,X,X,X,X,X,X
ZLZIJOTS,O,O,O,X,X,O,X,X,X
ZLZIJOST,O,X,O,X,X,X,X,X,X
ZLZISTJO,O,O,O,X,X,X,X,X,X
ZLZISTOJ,O,O,X,X,X,O,X,X,X
ZLZISJTO,O,O,O,X,X,X,X,X,X
ZLZISJOT,X,X,O,X,X,X,X,X,X
ZLZISOTJ,O,O,X,X,X,X,X,X,X
ZLZISOJT,O,X,X,X,X,X,X,X,X
ZLZIOTJS,O,O,X,X,X,O,X,X,X
ZLZIOTSJ,O,O,X,X,X,O,X,X,X
ZLZIOJTS,O,O,X,X,X,O,X,X,X
ZLZIOJST,O,X,X,X,X,X,X,X,X
ZLZIOSTJ,O,O,X,X,X,X,X,X,X
ZLZIOSJT,O,X,X,X,X,X,X,X,X
ZLZJTISO,O,O,O,X,X,O,X,O,X
ZLZJTIOS,O,O,O,X,X,O,X,O,O
ZLZJTSIO,O,O,O,X,X,O,X,O,O
ZLZJTSOI,O,O,O,X,X,O,O,O,O
ZLZJTOIS,O,O,O,X,X,O,O,O,O
ZLZJTOSI,O,O,O,X,X,O,O,O,O
ZLZJITSO,O,O,O,X,X,O,X,O,X
ZLZJITOS,O,O,O,X,X,O,X,O,X
ZLZJISTO,O,O,O,X,X,O,X,O,X
ZLZJISOT,X,X,O,X,X,X,X,O,X
ZLZJIOTS,O,O,O,X,X,O,X,X,X
ZLZJIOST,O,X,O,X,X,X,X,X,X
ZLZJSTIO,O,O,O,X,X,O,X,O,O
ZLZJSTOI,O,O,O,X,X,O,O,O,O
ZLZJSITO,O,O,O,X,X,O,X,O,O
ZLZJSIOT,X,X,O,X,X,X,X,O,O
ZLZJSOTI,X,X,O,X,X,X,X,O,O
ZLZJSOIT,X,X,O,X,X,X,X,O,O
ZLZJOTIS,O,O,O,X,X,O,X,O,O
ZLZJOTSI,O,O,O,X,X,O,X,O,O
ZLZJOITS,O,O,O,X,X,O,X,X,X
ZLZJOIST,O,O,O,X,X,X,X,X,X
ZLZJOSTI,O,O,O,X,X,X,X,O,O
ZLZJOSIT,O,O,O,X,X,X,X,O,O
ZLZSTIJO,O,O,O,X,X,X,X,O,O
ZLZSTIOJ,O,O,X,X,O,O,X,O,O
ZLZSTJIO,O,O,O,X,X,O,X,O,O
ZLZSTJOI,O,O,O,X,O,O,X,O,O
ZLZSTOIJ,O,O,X,X,O,O,X,O,O
ZLZSTOJI,O,O,O,X,O,O,X,O,O
ZLZSITJO,O,O,O,X,X,X,X,O,O
ZLZSITOJ,O,O,X,X,O,O,X,O,O
ZLZSIJTO,O,O,O,X,X,X,X,O,O
ZLZSIJOT,X,X,O,X,X,X,X,O,O
ZLZSIOTJ,O,O,X,X,O,X,X,O,O
ZLZSIOJT,O,X,X,X,O,X,X,O,O
ZLZSJTIO,O,O,O,X,X,O,X,O,O
ZLZSJTOI,O,O,O,X,O,O,X,O,O
ZLZSJITO,O,O,O,X,X,O,X,O,O
ZLZSJIOT,X,X,O,X,X,X,X,O,O
ZLZSJOTI,X,X,O,X,O,X,X,O,O
ZLZSJOIT,X,X,O,X,O,X,X,O,O
ZLZSOTIJ,O,O,X,X,O,X,X,O,O
ZLZSOTJI,O,O,O,X,O,X,X,O,O
ZLZSOITJ,O,O,X,X,O,X,X,O,O
ZLZSOIJT,O,O,X,X,O,X,X,O,O
ZLZSOJTI,O,O,O,X,O,X,X,O,O
ZLZSOJIT,O,O,O,X,O,X,X,O,O
ZLZOTIJS,O,O,X,X,X,O,X,O,O
ZLZOTISJ,O,O,X,X,O,O,X,O,X
ZLZOTJIS,O,O,O,X,X,O,X,O,O
ZLZOTJSI,O,O,O,X,X,O,X,O,O
ZLZOTSIJ,O,O,X,X,O,O,X,O,O
ZLZOTSJI,O,O,O,X,O,O,X,O,O
ZLZOITJS,O,O,X,X,X,O,X,X,X
ZLZOITSJ,O,O,X,X,O,O,X,X,X
ZLZOIJTS,O,O,X,X,X,O,X,X,X
ZLZOIJST,O,O,X,X,X,X,X,X,X
ZLZOISTJ,O,O,X,X,O,X,X,X,X
ZLZOISJT,O,O,X,X,O,X,X,X,X
ZLZOJTIS,O,O,O,X,X,O,X,O,O
ZLZOJTSI,O,O,O,X,X,O,X,O,O
ZLZOJITS,O,O,O,X,X,O,X,X,X
ZLZOJIST,O,O,O,X,X,X,X,X,X
ZLZOJSTI,O,O,O,X,X,X,X,O,O
ZLZOJSIT,O,O,O,X,X,X,X,O,O
ZLZOSTIJ,O,O,X,X,O,X,X,O,O
ZLZOSTJI,O,O,O,X,O,X,X,O,O
ZLZOSITJ,O,O,X,X,O,X,X,O,O
ZLZOSIJT,O,O,X,X,O,X,X,O,O
ZLZOSJTI,O,O,O,X,O,X,X,O,O
ZLZOSJIT,O,O,O,X,O,X,X,O,O
ZLOTIJSZ,O,O,X,X,O,X,X,X,X
ZLOTIJZS,O,O,X,X,X,O,X,X,X
ZLOTISJZ,O,O,X,X,O,X,X,O,X
ZLOTISZJ,O,O,X,X,O,X,X,O,O
ZLOTIZJS,O,O,X,X,X,O,X,O,O
ZLOTIZSJ,O,O,X,X,O,O,X,O,X
ZLOTJISZ,O,O,O,O,O,X,O,X,X
ZLOTJIZS,O,O,O,O,X,O,O,X,X
ZLOTJSIZ,O,O,O,O,O,X,O,X,X
ZLOTJSZI,O,O,O,O,O,O,O,X,X
ZLOTJZIS,O,O,O,O,X,O,O,X,X
ZLOTJZSI,O,O,O,O,X,O,O,X,X
ZLOTSIJZ,O,O,X,O,O,X,X,O,O
ZLOTSIZJ,O,O,X,O,O,X,X,O,O
ZLOTSJIZ,O,O,O,O,O,X,O,O,O
ZLOTSJZI,O,O,O,O,O,O,O,O,O
ZLOTSZIJ,O,O,X,O,O,O,X,O,O
ZLOTSZJI,O,O,O,O,O,O,X,O,O
ZLOTZIJS,O,O,X,O,X,O,X,O,O
ZLOTZISJ,O,O,X,O,O,O,X,O,X
ZLOTZJIS,O,O,O,O,X,O,X,O,O
ZLOTZJSI,O,O,O,O,X,O,X,O,O
ZLOTZSIJ,O,O,X,O,O,O,X,O,O
ZLOTZSJI,O,O,O,O,O,O,X,O,O
ZLOITJSZ,O,O,X,X,O,X,X,X,X
ZLOITJZS,O,O,X,X,X,X,X,X,X
ZLOITSJZ,O,O,X,X,O,X,X,X,X
ZLOITSZJ,O,O,X,X,O,X,X,X,X
ZLOITZJS,O,O,X,X,X,O,X,X,X
ZLOITZSJ,O,O,X,X,O,O,X,X,X
ZLOIJTSZ,O,O,X,X,O,X,X,X,X
ZLOIJTZS,O,O,X,X,X,X,X,X,X
ZLOIJSTZ,X,O,X,X,O,X,X,X,X
ZLOIJSZT,X,O,X,X,O,X,X,X,X
ZLOIJZTS,O,O,X,X,X,X,X,X,X
ZLOIJZST,O,O,X,X,X,X,X,X,X
ZLOISTJZ,X,O,X,X,O,X,X,X,X
ZLOISTZJ,X,O,X,X,O,X,X,X,X
ZLOISJTZ,X,O,X,X,O,X,X,X,X
ZLOISJZT,X,O,X,X,O,X,X,X,X
ZLOISZTJ,X,O,X,X,O,X,X,X,X
ZLOISZJT,X,O,X,X,O,X,X,X,X
ZLOIZTJS,O,O,X,X,X,O,X,X,X
ZLOIZTSJ,O,O,X,X,O,O,X,X,X
ZLOIZJTS,O,O,X,X,X,X,X,X,X
ZLOIZJST,O,O,X,X,X,X,X,X,X
ZLOIZSTJ,O,O,X,X,O,X,X,X,X
ZLOIZSJT,O,O,X,X,O,X,X,X,X
ZLOJTISZ,O,O,O,O,O,X,O,X,X
ZLOJTIZS,O,O,O,O,X,O,O,X,X
ZLOJTSIZ,O,O,O,O,O,X,O,X,X
ZLOJTSZI,O,O,O,O,O,O,O,X,X
ZLOJTZIS,O,O,O,O,X,O,O,X,X
ZLOJTZSI,O,O,O,O,X,O,O,X,X
ZLOJITSZ,O,O,O,O,O,X,X,X,X
ZLOJITZS,O,O,O,O,X,O,X,X,X
ZLOJISTZ,X,O,O,O,O,X,X,X,X
ZLOJISZT,X,O,O,O,O,X,X,X,X
ZLOJIZTS,O,O,O,X,X,O,X,X,X
ZLOJIZST,O,O,O,X,X,X,X,X,X
ZLOJSTIZ,O,O,O,O,O,X,O,X,X
ZLOJSTZI,O,O,O,O,O,X,O,X,X
ZLOJSITZ,X,O,O,O,O,X,X,X,X
ZLOJSIZT,X,O,O,O,O,X,X,X,X
ZLOJSZTI,O,O,O,O,O,X,X,X,X
ZLOJSZIT,O,O,O,O,O,X,X,X,X
ZLOJZTIS,O,O,O,X,X,O,X,X,X
ZLOJZTSI,O,O,O,X,X,O,X,X,X
ZLOJZITS,O,O,O,X,X,O,X,X,X
ZLOJZIST,O,O,O,X,X,X,X,X,X
ZLOJZSTI,O,O,O,X,X,X,X,X,X
ZLOJZSIT,O,O,O,X,X,X,X,X,X
ZLOSTIJZ,O,O,X,O,O,X,X,O,O
ZLOSTIZJ,O,O,X,O,O,X,X,O,O
ZLOSTJIZ,O,O,O,O,O,X,X,O,O
ZLOSTJZI,O,O,O,O,O,X,X,O,O
ZLOSTZIJ,O,O,X,O,O,X,X,O,O
ZLOSTZJI,O,O,O,O,O,X,X,O,O
ZLOSITJZ,X,O,X,O,O,X,X,O,O
ZLOSITZJ,X,O,X,O,O,X,X,O,O
ZLOSIJTZ,X,O,X,O,O,X,X,X,X
ZLOSIJZT,X,O,X,O,O,X,X,X,X
ZLOSIZTJ,X,O,X,X,O,X,X,O,O
ZLOSIZJT,X,O,X,X,O,X,X,O,O
ZLOSJTIZ,O,O,O,O,O,X,X,O,O
ZLOSJTZI,O,O,O,O,O,X,X,O,O
ZLOSJITZ,X,O,O,O,O,X,X,X,X
ZLOSJIZT,X,O,O,O,O,X,X,X,X
ZLOSJZTI,O,O,O,O,O,X,X,O,O
ZLOSJZIT,O,O,O,O,O,X,X,O,O
ZLOSZTIJ,O,O,X,O,O,X,X,O,O
ZLOSZTJI,O,O,O,O,O,X,X,O,O
ZLOSZITJ,O,O,X,X,O,X,X,O,O
ZLOSZIJT,O,O,X,X,O,X,X,O,O
ZLOSZJTI,O,O,O,O,O,X,X,O,O
ZLOSZJIT,O,O,O,O,O,X,X,O,O
ZLOZTIJS,O,O,X,X,X,O,X,O,O
ZLOZTISJ,O,O,X,X,O,O,X,O,X
ZLOZTJIS,O,O,O,X,X,O,X,O,O
ZLOZTJSI,O,O,O,X,X,O,X,O,O
ZLOZTSIJ,O,O,X,X,O,O,X,O,O
ZLOZTSJI,O,O,O,X,O,O,X,O,O
ZLOZITJS,O,O,X,X,X,O,X,X,X
ZLOZITSJ,O,O,X,X,O,O,X,X,X
ZLOZIJTS,O,O,X,X,X,O,X,X,X
ZLOZIJST,O,O,X,X,X,X,X,X,X
ZLOZISTJ,O,O,X,X,O,X,X,X,X
ZLOZISJT,O,O,X,X,O,X,X,X,X
ZLOZJTIS,O,O,O,X,X,O,X,O,O
ZLOZJTSI,O,O,O,X,X,O,X,O,O
ZLOZJITS,O,O,O,X,X,O,X,X,X
ZLOZJIST,O,O,O,X,X,X,X,X,X
ZLOZJSTI,O,O,O,X,X,X,X,O,O
ZLOZJSIT,O,O,O,X,X,X,X,O,O
ZLOZSTIJ,O,O,X,X,O,X,X,O,O
ZLOZSTJI,O,O,O,X,O,X,X,O,O
ZLOZSITJ,O,O,X,X,O,X,X,O,O
ZLOZSIJT,O,O,X,X,O,X,X,O,O
ZLOZSJTI,O,O,O,X,O,X,X,O,O
ZLOZSJIT,O,O,O,X,O,X,X,O,O
ZJTILSZO,O,X,O,O,X,O,X,O,X
ZJTILSOZ,X,X,O,O,X,X,O,O,X
ZJTILZSO,O,X,O,O,X,O,X,O,X
ZJTILZOS,O,X,O,X,X,O,X,O,O
ZJTILOSZ,X,X,O,X,X,X,O,X,X
ZJTILOZS,X,X,O,X,X,O,O,X,X
ZJTISLZO,O,X,O,O,X,O,X,O,O
ZJTISLOZ,X,X,O,O,X,X,O,O,O
ZJTISZLO,O,X,O,O,X,O,X,O,O
ZJTISZOL,O,X,O,O,X,O,X,O,O
ZJTISOLZ,X,X,O,O,X,X,X,O,X
ZJTISOZL,O,X,O,O,X,X,X,O,O
ZJTIZLSO,O,X,O,O,X,O,X,O,X
ZJTIZLOS,O,X,O,X,X,O,X,O,O
ZJTIZSLO,O,X,O,O,X,O,X,O,O
ZJTIZSOL,O,X,O,O,X,O,X,O,O
ZJTIZOLS,O,X,O,X,X,O,X,O,O
ZJTIZOSL,O,X,O,O,X,O,X,O,O
ZJTIOLSZ,O,X,O,O,X,X,X,X,X
ZJTIOLZS,O,X,O,O,X,O,X,X,X
ZJTIOSLZ,O,X,O,O,X,X,X,O,X
ZJTIOSZL,O,X,O,O,X,X,X,O,O
ZJTIOZLS,O,X,O,O,X,O,X,O,O
ZJTIOZSL,O,X,O,O,X,O,X,O,O
ZJTLISZO,O,O,O,O,X,O,X,O,X
ZJTLISOZ,X,X,O,O,X,X,O,O,X
ZJTLIZSO,O,O,O,O,X,O,X,O,X
ZJTLIZOS,O,O,O,X,X,O,X,O,O
ZJTLIOSZ,X,X,O,X,X,X,O,X,X
ZJTLIOZS,X,X,O,X,X,O,O,X,X
ZJTLSIZO,O,O,O,O,X,O,X,O,O
ZJTLSIOZ,X,X,O,O,X,X,O,O,O
ZJTLSZIO,O,O,O,O,X,O,X,O,O
ZJTLSZOI,O,O,O,O,O,O,O,O,O
ZJTLSOIZ,X,X,O,O,O,X,O,O,O
ZJTLSOZI,X,X,O,O,O,O,O,O,O
ZJTLZISO,O,O,O,O,X,O,X,O,X
ZJTLZIOS,O,O,O,X,X,O,X,O,O
ZJTLZSIO,O,O,O,O,X,O,X,O,O
ZJTLZSOI,O,O,O,O,X,O,O,O,O
ZJTLZOIS,O,O,O,X,X,O,O,O,O
ZJTLZOSI,O,O,O,X,X,O,O,O,O
ZJTLOISZ,X,X,O,X,O,X,O,X,X
ZJTLOIZS,X,X,O,X,X,O,O,X,X
ZJTLOSIZ,X,X,O,X,O,X,O,X,X
ZJTLOSZI,X,X,O,X,O,O,O,X,X
ZJTLOZIS,X,X,O,X,X,O,O,X,X
ZJTLOZSI,X,X,O,X,X,O,O,X,X
ZJTSILZO,O,X,O,O,X,O,X,O,O
ZJTSILOZ,X,X,O,O,X,X,O,O,O
ZJTSIZLO,O,O,O,O,X,O,X,O,O
ZJTSIZOL,O,O,O,O,X,O,X,O,O
ZJTSIOLZ,X,X,O,O,X,X,X,O,X
ZJTSIOZL,O,X,O,O,X,X,X,O,O
ZJTSLIZO,O,O,O,O,X,O,X,O,O
ZJTSLIOZ,X,X,O,O,X,X,O,O,O
ZJTSLZIO,O,O,O,O,X,O,X,O,O
ZJTSLZOI,O,O,O,O,O,O,O,O,O
ZJTSLOIZ,X,X,O,O,O,X,O,O,O
ZJTSLOZI,X,X,O,O,O,O,O,O,O
ZJTSZILO,O,O,O,O,X,O,X,O,O
ZJTSZIOL,O,O,O,O,X,O,X,O,O
ZJTSZLIO,O,O,O,O,X,O,X,O,O
ZJTSZLOI,O,O,O,O,O,O,O,O,O
ZJTSZOIL,O,O,O,O,X,O,X,O,O
ZJTSZOLI,O,O,O,O,X,O,X,O,O
ZJTSOILZ,X,X,O,O,X,X,X,O,X
ZJTSOIZL,O,O,O,O,X,X,X,O,O
ZJTSOLIZ,X,O,O,O,X,X,O,O,O
ZJTSOLZI,X,O,O,O,X,O,O,O,O
ZJTSOZIL,O,O,O,O,X,O,X,O,O
ZJTSOZLI,O,O,O,O,X,O,X,O,O
ZJTZILSO,O,O,O,O,X,O,X,O,X
ZJTZILOS,O,O,O,X,X,O,X,O,O
ZJTZISLO,O,O,O,O,X,O,X,O,O
ZJTZISOL,O,O,O,O,X,O,X,O,O
ZJTZIOLS,O,O,O,X,X,O,X,O,O
ZJTZIOSL,O,O,O,O,X,O,X,O,O
ZJTZLISO,O,O,O,O,X,O,X,O,X
ZJTZLIOS,O,O,O,X,X,O,X,O,O
ZJTZLSIO,O,O,O,O,X,O,X,O,O
ZJTZLSOI,O,O,O,O,X,O,O,O,O
ZJTZLOIS,O,O,O,X,X,O,O,O,O
ZJTZLOSI,O,O,O,X,X,O,O,O,O
ZJTZSILO,O,O,O,O,X,O,X,O,O
ZJTZSIOL,O,O,O,O,X,O,X,O,O
ZJTZSLIO,O,O,O,O,X,O,X,O,O
ZJTZSLOI,O,O,O,O,X,O,O,O,O
ZJTZSOIL,O,O,O,O,X,O,X,O,O
ZJTZSOLI,O,O,O,O,X,O,X,O,O
ZJTZOILS,O,O,O,X,X,O,X,O,O
ZJTZOISL,O,O,O,O,X,O,X,O,O
ZJTZOLIS,O,O,O,X,X,O,X,O,O
ZJTZOLSI,O,O,O,X,X,O,X,O,O
ZJTZOSIL,O,O,O,O,X,O,X,O,O
ZJTZOSLI,O,O,O,O,X,O,X,O,O
ZJTOILSZ,O,X,O,O,X,X,X,X,X
ZJTOILZS,O,X,O,O,X,O,X,X,X
ZJTOISLZ,O,X,O,O,X,X,X,O,X
ZJTOISZL,O,X,O,O,X,X,X,O,O
ZJTOIZLS,O,X,O,O,X,O,X,O,O
ZJTOIZSL,O,X,O,O,X,O,X,O,O
ZJTOLISZ,O,O,O,O,X,X,O,X,X
ZJTOLIZS,O,O,O,O,X,O,O,X,X
ZJTOLSIZ,O,O,O,O,X,X,O,X,X
ZJTOLSZI,O,O,O,O,X,O,O,X,X
ZJTOLZIS,O,O,O,O,X,O,O,X,X
ZJTOLZSI,O,O,O,O,X,O,O,X,X
ZJTOSILZ,O,X,O,O,X,X,X,O,X
ZJTOSIZL,O,O,O,O,X,X,X,O,O
ZJTOSLIZ,O,O,O,O,X,X,O,O,O
ZJTOSLZI,O,O,O,O,X,O,O,O,O
ZJTOSZIL,O,O,O,O,X,O,X,O,O
ZJTOSZLI,O,O,O,O,X,O,X,O,O
ZJTOZILS,O,O,O,O,X,O,X,O,O
ZJTOZISL,O,O,O,O,X,O,X,O,O
ZJTOZLIS,O,O,O,O,X,O,X,O,O
ZJTOZLSI,O,O,O,O,X,O,X,O,O
ZJTOZSIL,O,O,O,O,X,O,X,O,O
ZJTOZSLI,O,O,O,O,X,O,X,O,O
ZJITLSZO,O,X,O,O,X,O,X,O,X
ZJITLSOZ,X,X,O,O,X,X,O,O,X
ZJITLZSO,O,X,O,O,X,O,X,O,X
ZJITLZOS,O,X,O,X,X,O,X,O,O
ZJITLOSZ,X,X,O,X,X,X,O,X,X
ZJITLOZS,X,X,O,X,X,O,O,X,X
ZJITSLZO,O,X,O,O,X,O,X,O,O
ZJITSLOZ,X,X,O,O,X,X,O,O,O
ZJITSZLO,O,X,O,O,X,O,X,O,O
ZJITSZOL,O,X,O,O,X,O,X,O,O
ZJITSOLZ,X,X,O,O,X,X,X,O,X
ZJITSOZL,O,X,O,O,X,X,X,O,O
ZJITZLSO,O,X,O,O,X,O,X,O,X
ZJITZLOS,O,X,O,X,X,O,X,O,O
ZJITZSLO,O,X,O,O,X,O,X,O,O
ZJITZSOL,O,X,O,O,X,O,X,O,O
ZJITZOLS,O,X,O,X,X,O,X,O,O
ZJITZOSL,O,X,O,O,X,O,X,O,O
ZJITOLSZ,O,X,O,O,X,X,X,X,X
ZJITOLZS,O,X,O,O,X,O,X,X,X
ZJITOSLZ,O,X,O,O,X,X,X,O,X
ZJITOSZL,O,X,O,O,X,X,X,O,X
ZJITOZLS,O,X,O,O,X,O,X,O,O
ZJITOZSL,O,X,O,O,X,O,X,O,O
ZJILTSZO,O,X,O,O,X,O,X,O,X
ZJILTSOZ,X,X,O,O,X,X,O,O,X
ZJILTZSO,O,O,O,O,X,O,X,O,X
ZJILTZOS,O,O,O,X,X,O,X,O,X
ZJILTOSZ,X,X,O,X,X,X,O,X,X
ZJILTOZS,X,X,O,X,X,O,O,X,X
ZJILSTZO,X,X,O,O,X,O,X,O,X
ZJILSTOZ,X,X,O,O,X,X,O,O,X
ZJILSZTO,X,O,O,O,X,O,X,O,X
ZJILSZOT,X,X,O,O,X,X,X,O,X
ZJILSOTZ,X,X,O,O,X,X,X,O,X
ZJILSOZT,X,X,O,O,X,X,X,O,X
ZJILZTSO,O,O,O,X,X,O,X,O,X
ZJILZTOS,O,O,O,X,X,O,X,O,X
ZJILZSTO,O,O,O,X,X,O,X,O,X
ZJILZSOT,X,X,O,X,X,X,X,O,X
ZJILZOTS,O,O,O,X,X,O,X,X,X
ZJILZOST,X,X,O,X,X,X,X,X,X
ZJILOTSZ,X,X,O,O,X,X,X,X,X
ZJILOTZS,X,X,O,O,X,O,X,X,X
ZJILOSTZ,X,X,O,O,X,X,X,X,X
ZJILOSZT,X,X,O,O,X,X,X,X,X
ZJILOZTS,X,O,O,X,X,O,X,X,X
ZJILOZST,X,X,O,X,X,X,X,X,X
ZJISTLZO,O,X,O,O,X,O,X,O,O
ZJISTLOZ,X,X,O,O,X,X,O,O,O
ZJISTZLO,O,X,O,O,X,O,X,O,O
ZJISTZOL,O,X,O,O,X,O,X,O,O
ZJISTOLZ,X,X,O,O,X,X,X,O,X
ZJISTOZL,O,X,O,O,X,X,X,O,O
ZJISLTZO,X,X,O,O,X,O,X,O,O
ZJISLTOZ,X,X,O,O,X,X,O,O,O
ZJISLZTO,X,X,O,O,X,O,X,O,O
ZJISLZOT,X,X,O,O,X,X,X,O,O
ZJISLOTZ,X,X,O,O,X,X,X,O,O
ZJISLOZT,X,X,O,O,X,X,X,O,O
ZJISZTLO,O,X,O,O,X,O,X,O,O
ZJISZTOL,O,X,O,O,X,O,X,O,O
ZJISZLTO,O,X,O,O,X,O,X,O,O
ZJISZLOT,X,X,O,O,X,X,X,O,O
ZJISZOTL,X,X,O,O,X,O,X,O,O
ZJISZOLT,X,X,O,O,X,X,X,O,O
ZJISOTLZ,X,X,O,O,X,X,X,O,X
ZJISOTZL,X,X,O,O,X,X,X,O,O
ZJISOLTZ,X,X,O,O,X,X,X,O,X
ZJISOLZT,X,X,O,O,X,X,X,O,X
ZJISOZTL,X,X,O,O,X,X,X,O,O
ZJISOZLT,X,X,O,O,X,X,X,O,X
ZJIZTLSO,O,O,O,O,X,O,X,O,X
ZJIZTLOS,O,O,O,X,X,O,X,O,O
ZJIZTSLO,O,O,O,O,X,O,X,O,O
ZJIZTSOL,O,O,O,O,X,O,X,O,O
ZJIZTOLS,O,O,O,X,X,O,X,O,O
ZJIZTOSL,O,O,O,O,X,O,X,O,O
ZJIZLTSO,O,O,O,X,X,O,X,O,X
ZJIZLTOS,O,O,O,X,X,O,X,O,X
ZJIZLSTO,O,O,O,X,X,O,X,O,X
ZJIZLSOT,X,X,O,X,X,X,X,O,X
ZJIZLOTS,O,O,O,X,X,O,X,X,X
ZJIZLOST,O,X,O,X,X,X,X,X,X
ZJIZSTLO,O,X,O,O,X,O,X,O,O
ZJIZSTOL,O,X,O,O,X,O,X,O,O
ZJIZSLTO,O,X,O,O,X,O,X,O,O
ZJIZSLOT,X,X,O,O,X,X,X,O,O
ZJIZSOTL,X,X,O,O,X,O,X,O,O
ZJIZSOLT,X,X,O,O,X,X,X,O,O
ZJIZOTLS,O,O,O,O,X,O,X,O,O
ZJIZOTSL,O,O,O,O,X,O,X,O,O
ZJIZOLTS,O,O,O,X,X,O,X,X,X
ZJIZOLST,O,O,O,X,X,X,X,X,X
ZJIZOSTL,O,X,O,O,X,O,X,O,O
ZJIZOSLT,O,X,O,O,X,X,X,O,O
ZJIOTLSZ,O,X,O,O,X,X,X,X,X
ZJIOTLZS,O,X,O,O,X,O,X,X,X
ZJIOTSLZ,O,X,O,O,X,X,X,O,X
ZJIOTSZL,O,X,O,O,X,X,X,O,X
ZJIOTZLS,O,X,O,O,X,O,X,O,X
ZJIOTZSL,O,X,O,O,X,O,X,O,X
ZJIOLTSZ,O,X,O,O,X,X,X,X,X
ZJIOLTZS,O,O,O,O,X,O,X,X,X
ZJIOLSTZ,X,X,O,O,X,X,X,X,X
ZJIOLSZT,X,O,O,O,X,X,X,X,X
ZJIOLZTS,O,O,O,X,X,O,X,X,X
ZJIOLZST,O,O,O,X,X,X,X,X,X
ZJIOSTLZ,O,X,O,O,X,X,X,O,X
ZJIOSTZL,O,X,O,O,X,X,X,O,X
ZJIOSLTZ,X,X,O,O,X,X,X,O,X
ZJIOSLZT,X,X,O,O,X,X,X,O,X
ZJIOSZTL,O,X,O,O,X,X,X,O,X
ZJIOSZLT,O,X,O,O,X,X,X,O,X
ZJIOZTLS,O,O,O,O,X,O,X,O,X
ZJIOZTSL,O,O,O,O,X,O,X,O,X
ZJIOZLTS,O,O,O,X,X,O,X,X,X
ZJIOZLST,O,O,O,X,X,X,X,X,X
ZJIOZSTL,O,X,O,O,X,O,X,O,X
ZJIOZSLT,O,X,O,O,X,X,X,O,X
ZJLTISZO,O,O,O,O,X,O,X,O,X
ZJLTISOZ,X,X,O,O,X,X,O,O,X
ZJLTIZSO,O,O,O,O,X,O,X,O,X
ZJLTIZOS,O,O,O,X,X,O,X,O,O
ZJLTIOSZ,X,X,O,X,X,X,O,X,X
ZJLTIOZS,X,X,O,X,X,O,O,X,X
