sequence,v115@QhB8FeE8CeE8Je/EJvhFUgBGhBxiBNrBinBTqB,v115@QhB8FeE8CeE8JeT/IvhF/lBGhBxiBNrBinBUqB,v115@QhB8FeE8CeE8Je/EJvhFUgB9mBxiBinBzlB2vB,v115@QhB8FeE8CeE8JeT/IvhF9mBOnBXjBRqB0qBiqB,v115@QhB8FeE8CeE8Jem/IvhFtlBxhBXjB0kBzmByvB,v115@QhB8FeE8CeE8Je3AJvhF9mBxiB0kBinBzqBmpB
IOLTZSJ,O,O,X,X,O,O
IOLJTSZ,O,X,O,O,O,O
IOLJTZS,O,O,X,O,O,O
IOLJSTZ,O,X,O,O,O,X
IOLJSZT,O,X,O,X,O,X
IOLJZTS,X,O,X,X,O,O
IOLJZST,X,O,X,X,O,X
IOLSTJZ,O,X,O,O,O,O
IOLSTZJ,O,O,O,X,O,O
IOLSJTZ,O,X,O,O,O,X
IOLSJZT,O,X,O,X,O,X
IOLSZTJ,O,O,O,X,O,O
IOLSZJT,O,O,O,X,O,X
IOLZTJS,O,O,X,X,O,O
IOLZTSJ,O,O,X,X,O,O
IOLZJTS,X,O,X,X,O,O
IOLZJST,X,O,X,X,O,X
IOLZSTJ,O,O,X,X,O,O
IOLZSJT,O,O,X,X,O,X
IOJTLSZ,O,X,X,O,X,X
IOJTLZS,X,X,X,O,X,X
IOJTSLZ,O,X,X,O,X,X
IOJTSZL,O,X,X,O,X,X
IOJTZLS,X,X,X,O,X,X
IOJTZSL,O,O,X,O,X,X
IOJLTSZ,O,X,O,O,O,O
IOJLTZS,O,O,X,O,O,O
IOJLSTZ,O,X,O,O,O,X
IOJLSZT,O,X,O,X,O,X
IOJLZTS,X,O,X,X,O,O
IOJLZST,X,O,X,X,O,X
IOJSTLZ,O,X,X,O,X,X
IOJSTZL,O,X,X,O,X,X
IOJSLTZ,O,X,O,O,O,X
IOJSLZT,O,X,O,X,O,X
IOJSZTL,O,X,X,O,X,X
IOJSZLT,O,X,O,X,O,X
IOJZTLS,X,X,X,O,X,X
IOJZTSL,X,O,X,O,X,X
IOJZLTS,X,O,X,X,O,O
IOJZLST,X,O,X,X,O,X
IOJZSTL,X,O,X,O,X,X
IOJZSLT,X,O,X,X,O,X
IOSTLJZ,O,X,X,O,O,O
IOSTLZJ,O,X,X,X,O,O
IOSTJLZ,O,X,X,O,X,X
IOSTJZL,O,X,X,O,X,X
IOSTZLJ,O,O,X,X,O,O
IOSTZJL,O,O,X,O,X,X
IOSLTJZ,O,X,O,O,O,O
IOSLTZJ,O,O,O,X,O,O
IOSLJTZ,O,X,O,O,O,X
IOSLJZT,O,X,O,X,O,X
IOSLZTJ,O,O,O,X,O,O
IOSLZJT,O,O,O,X,O,X
IOSJTLZ,O,X,X,O,X,X
IOSJTZL,O,X,X,O,X,X
IOSJLTZ,O,X,O,O,O,X
IOSJLZT,O,X,O,X,O,X
IOSJZTL,O,X,X,O,X,X
IOSJZLT,O,X,O,X,O,X
IOSZTLJ,O,O,X,X,O,O
IOSZTJL,O,O,X,O,X,X
IOSZLTJ,O,O,O,X,O,O
IOSZLJT,O,O,O,X,O,X
IOSZJTL,O,O,X,O,X,X
IOSZJLT,O,O,O,X,O,X
IOZTLJS,X,O,X,X,O,O
IOZTLSJ,X,O,X,X,O,O
IOZTJLS,X,X,X,O,X,X
IOZTJSL,O,O,X,O,X,X
IOZTSLJ,O,O,X,X,O,O
IOZTSJL,O,O,X,O,X,X
IOZLTJS,O,O,X,X,O,O
IOZLTSJ,O,O,X,X,O,O
IOZLJTS,X,O,X,X,O,O
IOZLJST,X,O,X,X,O,X
IOZLSTJ,O,O,X,X,O,O
IOZLSJT,O,O,X,X,O,X
IOZJTLS,X,X,X,O,X,X
IOZJTSL,X,O,X,O,X,X
IOZJLTS,X,O,X,X,O,O
IOZJLST,X,O,X,X,O,X
IOZJSTL,X,O,X,O,X,X
IOZJSLT,X,O,X,X,O,X
IOZSTLJ,O,O,X,X,O,O
IOZSTJL,O,O,X,O,X,X
IOZSLTJ,O,O,X,X,O,O
IOZSLJT,O,O,X,X,O,X
IOZSJTL,O,O,X,O,X,X
IOZSJLT,O,O,X,X,O,X
LTIJSZO,O,X,O,O,O,X
LTIJSOZ,O,X,O,O,X,X
LTIJZSO,O,O,O,O,O,X
LTIJZOS,O,O,X,O,O,X
LTIJOSZ,O,X,O,O,X,O
LTIJOZS,O,O,X,O,X,O
LTISJZO,O,X,O,O,O,X
LTISJOZ,O,X,O,O,X,X
LTISZJO,O,O,O,X,O,X
LTISZOJ,O,O,O,X,O,X
LTISOJZ,O,X,O,O,O,O
LTISOZJ,O,O,O,X,O,O
LTIZJSO,O,O,O,X,O,X
LTIZJOS,O,O,X,X,O,X
LTIZSJO,O,O,O,X,O,X
LTIZSOJ,O,O,O,X,O,X
LTIZOJS,O,O,X,X,O,O
LTIZOSJ,O,O,X,X,O,O
LTIOJSZ,O,X,O,O,O,O
LTIOJZS,O,O,X,O,O,O
LTIOSJZ,O,X,O,O,O,O
LTIOSZJ,O,O,O,X,O,O
LTIOZJS,O,O,X,X,O,O
LTIOZSJ,O,O,X,X,O,O
LTJISZO,O,X,O,O,O,X
LTJISOZ,O,X,O,O,X,X
LTJIZSO,O,O,O,O,O,X
LTJIZOS,O,O,X,O,O,X
LTJIOSZ,O,X,O,O,X,O
LTJIOZS,O,O,X,O,X,O
LTJSIZO,O,X,O,O,O,X
LTJSIOZ,O,X,O,O,X,X
LTJSZIO,O,X,O,X,O,X
LTJSZOI,O,X,O,X,O,X
LTJSOIZ,O,X,O,O,O,X
LTJSOZI,O,X,O,X,O,X
LTJZISO,O,O,O,X,O,X
LTJZIOS,O,O,X,X,O,X
LTJZSIO,O,O,O,X,O,X
LTJZSOI,O,O,O,X,O,X
LTJZOIS,O,O,X,X,O,X
LTJZOSI,O,O,X,X,O,X
LTJOISZ,O,X,O,O,O,O
LTJOIZS,O,O,X,O,O,O
LTJOSIZ,O,X,O,O,O,O
LTJOSZI,O,X,O,X,O,O
LTJOZIS,O,O,X,X,O,O
LTJOZSI,O,O,X,X,O,O
LTSIJZO,O,X,O,O,O,X
LTSIJOZ,O,X,O,O,X,X
LTSIZJO,O,O,O,X,O,X
LTSIZOJ,O,O,O,X,O,X
LTSIOJZ,O,X,O,O,O,O
LTSIOZJ,O,O,O,X,O,O
LTSJIZO,O,X,O,O,O,X
LTSJIOZ,O,X,O,O,X,X
LTSJZIO,O,X,O,X,O,X
LTSJZOI,O,X,O,X,O,X
LTSJOIZ,O,X,O,O,O,X
LTSJOZI,O,X,O,X,O,X
LTSZIJO,O,O,O,X,O,X
LTSZIOJ,O,O,O,X,O,X
LTSZJIO,O,O,O,X,O,X
LTSZJOI,O,O,O,X,O,X
LTSZOIJ,O,O,O,X,O,X
LTSZOJI,O,O,O,X,O,X
LTSOIJZ,O,X,O,O,O,O
LTSOIZJ,O,O,O,X,O,O
LTSOJIZ,O,X,O,O,O,O
LTSOJZI,O,X,O,X,O,O
LTSOZIJ,O,O,O,X,O,O
LTSOZJI,O,O,O,X,O,O
LTZIJSO,O,O,O,X,O,X
LTZIJOS,O,O,X,X,O,X
LTZISJO,O,O,O,X,O,X
LTZISOJ,O,O,O,X,O,X
LTZIOJS,O,O,X,X,O,O
LTZIOSJ,O,O,X,X,O,O
LTZJISO,O,O,O,X,O,X
LTZJIOS,O,O,X,X,O,X
LTZJSIO,O,O,O,X,O,X
LTZJSOI,O,O,O,X,O,X
LTZJOIS,O,O,X,X,O,X
LTZJOSI,O,O,X,X,O,X
LTZSIJO,O,O,O,X,O,X
LTZSIOJ,O,O,O,X,O,X
LTZSJIO,O,O,O,X,O,X
LTZSJOI,O,O,O,X,O,X
LTZSOIJ,O,O,O,X,O,X
LTZSOJI,O,O,O,X,O,X
LTZOIJS,O,O,X,X,O,O
LTZOISJ,O,O,X,X,O,O
LTZOJIS,O,O,X,X,O,O
LTZOJSI,O,O,X,X,O,O
LTZOSIJ,O,O,X,X,O,O
LTZOSJI,O,O,X,X,O,O
LTOIJSZ,O,X,O,O,O,O
LTOIJZS,O,O,X,O,O,O
LTOISJZ,O,X,O,O,O,O
LTOISZJ,O,O,O,X,O,O
LTOIZJS,O,O,X,X,O,O
LTOIZSJ,O,O,X,X,O,O
LTOJISZ,O,X,O,O,O,O
LTOJIZS,O,O,X,O,O,O
LTOJSIZ,O,X,O,O,O,O
LTOJSZI,O,X,O,X,O,O
LTOJZIS,O,O,X,X,O,O
LTOJZSI,O,O,X,X,O,O
LTOSIJZ,O,X,O,O,O,O
LTOSIZJ,O,O,O,X,O,O
LTOSJIZ,O,X,O,O,O,O
LTOSJZI,O,X,O,X,O,O
LTOSZIJ,O,O,O,X,O,O
LTOSZJI,O,O,O,X,O,O
LTOZIJS,O,O,X,X,O,O
LTOZISJ,O,O,X,X,O,O
LTOZJIS,O,O,X,X,O,O
LTOZJSI,O,O,X,X,O,O
LTOZSIJ,O,O,X,X,O,O
LTOZSJI,O,O,X,X,O,O
LITJSZO,O,X,O,O,O,X
LITJSOZ,O,X,O,O,X,X
LITJZSO,O,O,O,O,O,X
LITJZOS,O,O,X,O,O,X
LITJOSZ,O,X,O,O,X,O
LITJOZS,O,O,X,O,X,O
LITSJZO,O,X,O,O,O,X
LITSJOZ,O,X,O,O,X,X
LITSZJO,O,O,O,X,O,X
LITSZOJ,O,O,O,X,O,X
LITSOJZ,O,X,O,O,O,O
LITSOZJ,O,O,O,X,O,O
LITZJSO,O,O,O,X,O,X
LITZJOS,O,O,X,X,O,X
LITZSJO,O,O,O,X,O,X
LITZSOJ,O,O,O,X,O,X
LITZOJS,O,O,X,X,O,O
LITZOSJ,O,O,X,X,O,O
LITOJSZ,O,X,O,O,O,O
LITOJZS,O,O,X,O,O,O
LITOSJZ,O,X,O,O,O,O
LITOSZJ,O,O,O,X,O,O
LITOZJS,O,O,X,X,O,O
LITOZSJ,O,O,X,X,O,O
LIJTSZO,O,X,O,O,X,X
LIJTSOZ,O,X,O,O,X,X
LIJTZSO,O,O,O,O,X,X
LIJTZOS,O,O,X,O,X,X
LIJTOSZ,O,X,O,O,X,O
LIJTOZS,O,O,X,O,X,O
LIJSTZO,O,X,O,O,X,X
LIJSTOZ,O,X,O,O,X,X
LIJSZTO,O,X,O,X,X,X
LIJSZOT,X,X,O,X,X,X
LIJSOTZ,O,X,O,O,X,X
LIJSOZT,O,X,O,X,X,X
LIJZTSO,X,O,O,X,X,X
LIJZTOS,X,O,X,X,X,X
LIJZSTO,X,O,O,X,X,X
LIJZSOT,X,O,O,X,X,X
LIJZOTS,X,O,X,X,X,O
LIJZOST,X,O,X,X,X,X
LIJOTSZ,O,X,O,O,X,O
LIJOTZS,O,O,X,O,X,O
LIJOSTZ,O,X,O,O,X,X
LIJOSZT,O,X,O,X,X,X
LIJOZTS,X,O,X,X,X,O
LIJOZST,X,O,X,X,X,X
LISTJZO,O,X,O,O,O,X
LISTJOZ,O,X,O,O,X,X
LISTZJO,O,O,O,X,O,X
LISTZOJ,O,O,O,X,O,X
LISTOJZ,O,X,O,O,O,O
LISTOZJ,O,O,O,X,O,O
LISJTZO,O,X,O,O,O,X
LISJTOZ,O,X,O,O,X,X
LISJZTO,O,X,O,X,O,X
LISJZOT,X,X,O,X,X,X
LISJOTZ,O,X,O,O,X,X
LISJOZT,O,X,O,X,X,X
LISZTJO,O,O,O,X,O,X
LISZTOJ,O,O,O,X,O,X
LISZJTO,O,O,O,X,O,X
LISZJOT,X,O,O,X,O,X
LISZOTJ,O,O,O,X,O,O
LISZOJT,O,O,O,X,O,X
LISOTJZ,O,X,O,O,O,O
LISOTZJ,O,O,O,X,O,O
LISOJTZ,O,X,O,O,O,X
LISOJZT,O,X,O,X,O,X
LISOZTJ,O,O,O,X,O,O
LISOZJT,O,O,O,X,O,X
LIZTJSO,O,O,O,X,O,X
LIZTJOS,O,O,X,X,O,X
LIZTSJO,O,O,O,X,O,X
LIZTSOJ,O,O,O,X,O,X
LIZTOJS,O,O,X,X,O,O
LIZTOSJ,O,O,X,X,O,O
LIZJTSO,X,O,O,X,O,X
LIZJTOS,X,O,X,X,O,X
LIZJSTO,X,O,O,X,O,X
LIZJSOT,X,O,O,X,O,X
LIZJOTS,X,O,X,X,O,O
LIZJOST,X,O,X,X,O,X
LIZSTJO,O,O,O,X,O,X
LIZSTOJ,O,O,O,X,O,X
LIZSJTO,O,O,O,X,O,X
LIZSJOT,X,O,O,X,O,X
LIZSOTJ,O,O,O,X,O,O
LIZSOJT,O,O,O,X,O,X
LIZOTJS,O,O,X,X,O,O
LIZOTSJ,O,O,X,X,O,O
LIZOJTS,X,O,X,X,O,O
LIZOJST,X,O,X,X,O,X
LIZOSTJ,O,O,X,X,O,O
LIZOSJT,O,O,X,X,O,X
LIOTJSZ,O,X,O,O,O,O
LIOTJZS,O,O,X,O,O,O
LIOTSJZ,O,X,O,O,O,O
LIOTSZJ,O,O,O,X,O,O
LIOTZJS,O,O,X,X,O,O
LIOTZSJ,O,O,X,X,O,O
LIOJTSZ,O,X,O,O,O,O
LIOJTZS,O,O,X,O,O,O
LIOJSTZ,O,X,O,O,O,X
LIOJSZT,O,X,O,X,O,X
LIOJZTS,X,O,X,X,O,O
LIOJZST,X,O,X,X,O,X
LIOSTJZ,O,X,O,O,O,O
LIOSTZJ,O,O,O,X,O,O
LIOSJTZ,O,X,O,O,O,X
LIOSJZT,O,X,O,X,O,X
LIOSZTJ,O,O,O,X,O,O
LIOSZJT,O,O,O,X,O,X
LIOZTJS,O,O,X,X,O,O
LIOZTSJ,O,O,X,X,O,O
LIOZJTS,X,O,X,X,O,O
LIOZJST,X,O,X,X,O,X
LIOZSTJ,O,O,X,X,O,O
LIOZSJT,O,O,X,X,O,X
LJTISZO,O,X,O,O,O,X
LJTISOZ,O,X,O,O,X,X
LJTIZSO,O,O,O,O,O,X
LJTIZOS,O,O,X,O,O,X
LJTIOSZ,O,X,O,O,X,O
LJTIOZS,O,O,X,O,X,O
LJTSIZO,O,X,O,O,O,X
LJTSIOZ,O,X,O,O,X,X
LJTSZIO,O,X,O,X,O,X
LJTSZOI,O,X,O,X,O,X
LJTSOIZ,O,X,O,O,O,X
LJTSOZI,O,X,O,X,O,X
LJTZISO,O,O,O,X,O,X
LJTZIOS,O,O,X,X,O,X
LJTZSIO,O,O,O,X,O,X
LJTZSOI,O,O,O,X,O,X
LJTZOIS,O,O,X,X,O,X
LJTZOSI,O,O,X,X,O,X
LJTOISZ,O,X,O,O,O,O
LJTOIZS,O,O,X,O,O,O
LJTOSIZ,O,X,O,O,O,O
LJTOSZI,O,X,O,X,O,O
LJTOZIS,O,O,X,X,O,O
LJTOZSI,O,O,X,X,O,O
LJITSZO,O,X,O,O,X,X
LJITSOZ,O,X,O,O,X,X
LJITZSO,O,O,O,O,X,X
LJITZOS,O,O,X,O,X,X
LJITOSZ,O,X,O,O,X,O
LJITOZS,O,O,X,O,X,O
LJISTZO,O,X,O,O,X,X
LJISTOZ,O,X,O,O,X,X
LJISZTO,O,X,O,X,X,X
LJISZOT,X,X,O,X,X,X
LJISOTZ,O,X,O,O,X,X
LJISOZT,O,X,O,X,X,X
LJIZTSO,X,O,O,X,X,X
LJIZTOS,X,O,X,X,X,X
LJIZSTO,X,O,O,X,X,X
LJIZSOT,X,O,O,X,X,X
LJIZOTS,X,O,X,X,X,O
LJIZOST,X,O,X,X,X,X
LJIOTSZ,O,X,O,O,X,O
LJIOTZS,O,O,X,O,X,O
LJIOSTZ,O,X,O,O,X,X
LJIOSZT,O,X,O,X,X,X
LJIOZTS,X,O,X,X,X,O
LJIOZST,X,O,X,X,X,X
LJSTIZO,O,X,O,O,O,X
LJSTIOZ,O,X,O,O,X,X
LJSTZIO,O,X,O,X,O,X
LJSTZOI,O,X,O,X,O,X
LJSTOIZ,O,X,O,O,O,X
LJSTOZI,O,X,O,X,O,X
LJSITZO,O,X,O,O,O,X
LJSITOZ,O,X,O,O,X,X
LJSIZTO,O,X,O,X,O,X
LJSIZOT,X,X,O,X,X,X
LJSIOTZ,O,X,O,O,X,X
LJSIOZT,O,X,O,X,X,X
LJSZTIO,O,X,O,X,O,X
LJSZTOI,O,X,O,X,O,X
LJSZITO,O,X,O,X,O,X
LJSZIOT,X,X,O,X,O,X
LJSZOTI,X,X,O,X,O,X
LJSZOIT,X,X,O,X,O,X
LJSOTIZ,O,X,O,O,O,X
LJSOTZI,O,X,O,X,O,X
LJSOITZ,O,X,O,O,O,X
LJSOIZT,O,X,O,X,O,X
LJSOZTI,O,X,O,X,O,X
LJSOZIT,O,X,O,X,O,X
LJZTISO,X,O,O,X,O,X
LJZTIOS,X,O,X,X,O,X
LJZTSIO,X,O,O,X,O,X
LJZTSOI,X,O,O,X,O,X
LJZTOIS,X,O,X,X,O,X
LJZTOSI,X,O,X,X,O,X
LJZITSO,X,O,O,X,O,X
LJZITOS,X,O,X,X,O,X
LJZISTO,X,O,O,X,O,X
LJZISOT,X,O,O,X,O,X
LJZIOTS,X,O,X,X,O,O
LJZIOST,X,O,X,X,O,X
LJZSTIO,X,O,O,X,O,X
LJZSTOI,X,O,O,X,O,X
LJZSITO,X,O,O,X,O,X
LJZSIOT,X,O,O,X,O,X
LJZSOTI,X,O,O,X,O,X
LJZSOIT,X,O,O,X,O,X
LJZOTIS,X,O,X,X,O,O
LJZOTSI,X,O,X,X,O,O
LJZOITS,X,O,X,X,O,O
LJZOIST,X,O,X,X,O,X
LJZOSTI,X,O,X,X,O,X
LJZOSIT,X,O,X,X,O,X
LJOTISZ,O,X,O,O,O,O
LJOTIZS,O,O,X,O,O,O
LJOTSIZ,O,X,O,O,O,O
LJOTSZI,O,X,O,X,O,O
LJOTZIS,O,O,X,X,O,O
LJOTZSI,O,O,X,X,O,O
LJOITSZ,O,X,O,O,O,O
LJOITZS,O,O,X,O,O,O
LJOISTZ,O,X,O,O,O,X
LJOISZT,O,X,O,X,O,X
LJOIZTS,X,O,X,X,O,O
LJOIZST,X,O,X,X,O,X
LJOSTIZ,O,X,O,O,O,X
LJOSTZI,O,X,O,X,O,X
LJOSITZ,O,X,O,O,O,X
LJOSIZT,O,X,O,X,O,X
LJOSZTI,O,X,O,X,O,X
LJOSZIT,O,X,O,X,O,X
LJOZTIS,X,O,X,X,O,O
LJOZTSI,X,O,X,X,O,O
LJOZITS,X,O,X,X,O,O
LJOZIST,X,O,X,X,O,X
LJOZSTI,X,O,X,X,O,X
LJOZSIT,X,O,X,X,O,X
LSTIJZO,O,X,O,O,O,X
LSTIJOZ,O,X,O,O,X,X
LSTIZJO,O,O,O,X,O,X
LSTIZOJ,O,O,O,X,O,X
LSTIOJZ,O,X,O,O,O,O
LSTIOZJ,O,O,O,X,O,O
LSTJIZO,O,X,O,O,O,X
LSTJIOZ,O,X,O,O,X,X
LSTJZIO,O,X,O,X,O,X
LSTJZOI,O,X,O,X,O,X
LSTJOIZ,O,X,O,O,O,X
LSTJOZI,O,X,O,X,O,X
LSTZIJO,O,O,O,X,O,X
LSTZIOJ,O,O,O,X,O,X
LSTZJIO,O,O,O,X,O,X
LSTZJOI,O,O,O,X,O,X
LSTZOIJ,O,O,O,X,O,X
LSTZOJI,O,O,O,X,O,X
LSTOIJZ,O,X,O,O,O,O
LSTOIZJ,O,O,O,X,O,O
LSTOJIZ,O,X,O,O,O,O
LSTOJZI,O,X,O,X,O,O
LSTOZIJ,O,O,O,X,O,O
LSTOZJI,O,O,O,X,O,O
LSITJZO,O,X,O,O,O,X
LSITJOZ,O,X,O,O,X,X
LSITZJO,O,O,O,X,O,X
LSITZOJ,O,O,O,X,O,X
LSITOJZ,O,X,O,O,O,O
LSITOZJ,O,O,O,X,O,O
LSIJTZO,O,X,O,O,O,X
LSIJTOZ,O,X,O,O,X,X
LSIJZTO,O,X,O,X,O,X
LSIJZOT,X,X,O,X,X,X
LSIJOTZ,O,X,O,O,X,X
LSIJOZT,O,X,O,X,X,X
LSIZTJO,O,O,O,X,O,X
LSIZTOJ,O,O,O,X,O,X
LSIZJTO,O,O,O,X,O,X
LSIZJOT,X,O,O,X,O,X
LSIZOTJ,O,O,O,X,O,O
LSIZOJT,O,O,O,X,O,X
LSIOTJZ,O,X,O,O,O,O
LSIOTZJ,O,O,O,X,O,O
LSIOJTZ,O,X,O,O,O,X
LSIOJZT,O,X,O,X,O,X
LSIOZTJ,O,O,O,X,O,O
LSIOZJT,O,O,O,X,O,X
LSJTIZO,O,X,O,O,O,X
LSJTIOZ,O,X,O,O,X,X
LSJTZIO,O,X,O,X,O,X
LSJTZOI,O,X,O,X,O,X
LSJTOIZ,O,X,O,O,O,X
LSJTOZI,O,X,O,X,O,X
LSJITZO,O,X,O,O,O,X
LSJITOZ,O,X,O,O,X,X
LSJIZTO,O,X,O,X,O,X
LSJIZOT,X,X,O,X,X,X
LSJIOTZ,O,X,O,O,X,X
LSJIOZT,O,X,O,X,X,X
LSJZTIO,O,X,O,X,O,X
LSJZTOI,O,X,O,X,O,X
LSJZITO,O,X,O,X,O,X
LSJZIOT,X,X,O,X,O,X
LSJZOTI,X,X,O,X,O,X
LSJZOIT,X,X,O,X,O,X
LSJOTIZ,O,X,O,O,O,X
LSJOTZI,O,X,O,X,O,X
LSJOITZ,O,X,O,O,O,X
LSJOIZT,O,X,O,X,O,X
LSJOZTI,O,X,O,X,O,X
LSJOZIT,O,X,O,X,O,X
LSZTIJO,O,O,O,X,O,X
LSZTIOJ,O,O,O,X,O,X
LSZTJIO,O,O,O,X,O,X
LSZTJOI,O,O,O,X,O,X
LSZTOIJ,O,O,O,X,O,X
LSZTOJI,O,O,O,X,O,X
LSZITJO,O,O,O,X,O,X
LSZITOJ,O,O,O,X,O,X
LSZIJTO,O,O,O,X,O,X
LSZIJOT,X,O,O,X,O,X
LSZIOTJ,O,O,O,X,O,O
LSZIOJT,O,O,O,X,O,X
LSZJTIO,O,O,O,X,O,X
LSZJTOI,O,O,O,X,O,X
LSZJITO,O,O,O,X,O,X
LSZJIOT,X,O,O,X,O,X
LSZJOTI,X,O,O,X,O,X
LSZJOIT,X,O,O,X,O,X
LSZOTIJ,O,O,O,X,O,O
LSZOTJI,O,O,O,X,O,O
LSZOITJ,O,O,O,X,O,O
LSZOIJT,O,O,O,X,O,X
LSZOJTI,O,O,O,X,O,X
LSZOJIT,O,O,O,X,O,X
LSOTIJZ,O,X,O,O,O,O
LSOTIZJ,O,O,O,X,O,O
LSOTJIZ,O,X,O,O,O,O
LSOTJZI,O,X,O,X,O,O
LSOTZIJ,O,O,O,X,O,O
LSOTZJI,O,O,O,X,O,O
LSOITJZ,O,X,O,O,O,O
LSOITZJ,O,O,O,X,O,O
LSOIJTZ,O,X,O,O,O,X
LSOIJZT,O,X,O,X,O,X
LSOIZTJ,O,O,O,X,O,O
LSOIZJT,O,O,O,X,O,X
LSOJTIZ,O,X,O,O,O,X
LSOJTZI,O,X,O,X,O,X
LSOJITZ,O,X,O,O,O,X
LSOJIZT,O,X,O,X,O,X
LSOJZTI,O,X,O,X,O,X
LSOJZIT,O,X,O,X,O,X
LSOZTIJ,O,O,O,X,O,O
LSOZTJI,O,O,O,X,O,O
LSOZITJ,O,O,O,X,O,O
LSOZIJT,O,O,O,X,O,X
LSOZJTI,O,O,O,X,O,X
LSOZJIT,O,O,O,X,O,X
LZTIJSO,O,O,O,X,O,X
LZTIJOS,O,O,X,X,O,X
LZTISJO,O,O,O,X,O,X
LZTISOJ,O,O,O,X,O,X
LZTIOJS,O,O,X,X,O,O
LZTIOSJ,O,O,X,X,O,O
LZTJISO,O,O,O,X,O,X
LZTJIOS,O,O,X,X,O,X
LZTJSIO,O,O,O,X,O,X
LZTJSOI,O,O,O,X,O,X
LZTJOIS,O,O,X,X,O,X
LZTJOSI,O,O,X,X,O,X
LZTSIJO,O,O,O,X,O,X
LZTSIOJ,O,O,O,X,O,X
LZTSJIO,O,O,O,X,O,X
LZTSJOI,O,O,O,X,O,X
LZTSOIJ,O,O,O,X,O,X
LZTSOJI,O,O,O,X,O,X
LZTOIJS,O,O,X,X,O,O
LZTOISJ,O,O,X,X,O,O
LZTOJIS,O,O,X,X,O,O
LZTOJSI,O,O,X,X,O,O
LZTOSIJ,O,O,X,X,O,O
LZTOSJI,O,O,X,X,O,O
LZITJSO,O,O,O,X,O,X
LZITJOS,O,O,X,X,O,X
LZITSJO,O,O,O,X,O,X
LZITSOJ,O,O,O,X,O,X
LZITOJS,O,O,X,X,O,O
LZITOSJ,O,O,X,X,O,O
LZIJTSO,X,O,O,X,O,X
LZIJTOS,X,O,X,X,O,X
LZIJSTO,X,O,O,X,O,X
LZIJSOT,X,O,O,X,O,X
LZIJOTS,X,O,X,X,O,O
LZIJOST,X,O,X,X,O,X
LZISTJO,O,O,O,X,O,X
LZISTOJ,O,O,O,X,O,X
LZISJTO,O,O,O,X,O,X
LZISJOT,X,O,O,X,O,X
LZISOTJ,O,O,O,X,O,O
LZISOJT,O,O,O,X,O,X
LZIOTJS,O,O,X,X,O,O
LZIOTSJ,O,O,X,X,O,O
LZIOJTS,X,O,X,X,O,O
LZIOJST,X,O,X,X,O,X
LZIOSTJ,O,O,X,X,O,O
LZIOSJT,O,O,X,X,O,X
LZJTISO,X,O,O,X,O,X
LZJTIOS,X,O,X,X,O,X
LZJTSIO,X,O,O,X,O,X
LZJTSOI,X,O,O,X,O,X
LZJTOIS,X,O,X,X,O,X
LZJTOSI,X,O,X,X,O,X
LZJITSO,X,O,O,X,O,X
LZJITOS,X,O,X,X,O,X
LZJISTO,X,O,O,X,O,X
LZJISOT,X,O,O,X,O,X
LZJIOTS,X,O,X,X,O,O
LZJIOST,X,O,X,X,O,X
LZJSTIO,X,O,O,X,O,X
LZJSTOI,X,O,O,X,O,X
LZJSITO,X,O,O,X,O,X
LZJSIOT,X,O,O,X,O,X
LZJSOTI,X,O,O,X,O,X
LZJSOIT,X,O,O,X,O,X
LZJOTIS,X,O,X,X,O,O
LZJOTSI,X,O,X,X,O,O
LZJOITS,X,O,X,X,O,O
LZJOIST,X,O,X,X,O,X
LZJOSTI,X,O,X,X,O,X
LZJOSIT,X,O,X,X,O,X
LZSTIJO,O,O,O,X,O,X
LZSTIOJ,O,O,O,X,O,X
LZSTJIO,O,O,O,X,O,X
LZSTJOI,O,O,O,X,O,X
LZSTOIJ,O,O,O,X,O,X
LZSTOJI,O,O,O,X,O,X
LZSITJO,O,O,O,X,O,X
LZSITOJ,O,O,O,X,O,X
LZSIJTO,O,O,O,X,O,X
LZSIJOT,X,O,O,X,O,X
LZSIOTJ,O,O,O,X,O,O
LZSIOJT,O,O,O,X,O,X
LZSJTIO,O,O,O,X,O,X
LZSJTOI,O,O,O,X,O,X
LZSJITO,O,O,O,X,O,X
LZSJIOT,X,O,O,X,O,X
LZSJOTI,X,O,O,X,O,X
LZSJOIT,X,O,O,X,O,X
LZSOTIJ,O,O,O,X,O,O
LZSOTJI,O,O,O,X,O,O
LZSOITJ,O,O,O,X,O,O
LZSOIJT,O,O,O,X,O,X
LZSOJTI,O,O,O,X,O,X
LZSOJIT,O,O,O,X,O,X
LZOTIJS,O,O,X,X,O,O
LZOTISJ,O,O,X,X,O,O
LZOTJIS,O,O,X,X,O,O
LZOTJSI,O,O,X,X,O,O
LZOTSIJ,O,O,X,X,O,O
LZOTSJI,O,O,X,X,O,O
LZOITJS,O,O,X,X,O,O
LZOITSJ,O,O,X,X,O,O
LZOIJTS,X,O,X,X,O,O
LZOIJST,X,O,X,X,O,X
LZOISTJ,O,O,X,X,O,O
LZOISJT,O,O,X,X,O,X
LZOJTIS,X,O,X,X,O,O
LZOJTSI,X,O,X,X,O,O
LZOJITS,X,O,X,X,O,O
LZOJIST,X,O,X,X,O,X
LZOJSTI,X,O,X,X,O,X
LZOJSIT,X,O,X,X,O,X
