sequence,v115@ShA8EeC8AeC8AeE8JeZEJvhFflBumBcnBTjBarBlqB,v115@ShA8EeC8AeC8AeE8JeZEJvhFflB0gBSnBTjBmmBFrB,v115@ShA8EeC8AeC8AeE8JeZEJvhFWlB3hBcnBTjBilBFrB,v115@ShA8EeC8AeC8AeE8Je3BJvhFcnBTjBxkBOpBilBFrB
ZOLSJIT,O,O,O,X
ZOJTILS,O,X,O,X
ZOJTISL,O,X,O,O
ZOJTLIS,O,X,O,X
ZOJTLSI,O,X,O,X
ZOJTSIL,O,X,O,O
ZOJTSLI,O,X,O,X
ZOJITLS,O,X,O,X
ZOJITSL,O,X,O,O
ZOJILTS,O,X,O,X
ZOJILST,O,X,O,X
ZOJISTL,O,X,O,O
ZOJISLT,O,X,O,O
ZOJLTIS,O,X,O,X
ZOJLTSI,O,X,O,X
ZOJLITS,O,X,O,X
ZOJLIST,O,X,O,X
ZOJLSTI,O,X,X,X
ZOJLSIT,O,X,O,X
ZOJSTIL,O,X,O,X
ZOJSTLI,O,X,O,X
ZOJSITL,O,X,O,O
ZOJSILT,O,X,O,O
ZOJSLTI,O,X,X,X
ZOJSLIT,O,X,O,X
ZOSTILJ,O,O,O,O
ZOSTIJL,O,O,O,O
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,X
ZOSTJIL,O,O,O,O
ZOSTJLI,O,O,O,X
ZOSITLJ,O,O,O,O
ZOSITJL,O,O,O,O
ZOSILTJ,O,O,X,O
ZOSILJT,O,O,O,O
ZOSIJTL,O,X,O,O
ZOSIJLT,O,O,O,O
ZOSLTIJ,O,O,X,X
ZOSLTJI,O,O,X,X
ZOSLITJ,O,O,X,O
ZOSLIJT,O,O,O,O
ZOSLJTI,O,X,X,X
ZOSLJIT,O,O,O,X
ZOSJTIL,O,X,O,X
ZOSJTLI,O,X,O,X
ZOSJITL,O,X,O,O
ZOSJILT,O,O,O,O
ZOSJLTI,O,X,X,X
ZOSJLIT,O,O,O,X
OTILJSZ,X,O,X,X
OTILJZS,X,X,O,X
OTILSJZ,X,O,X,X
OTILSZJ,O,O,X,X
OTILZJS,O,X,O,X
OTILZSJ,O,O,O,O
OTIJLSZ,X,O,X,X
OTIJLZS,X,X,O,X
OTIJSLZ,X,O,X,X
OTIJSZL,X,O,O,X
OTIJZLS,X,X,O,X
OTIJZSL,X,X,O,O
OTISLJZ,X,O,X,X
OTISLZJ,O,O,X,X
OTISJLZ,X,O,X,X
OTISJZL,X,O,O,X
OTISZLJ,O,O,O,O
OTISZJL,O,O,O,O
OTIZLJS,O,X,O,X
OTIZLSJ,O,O,O,O
OTIZJLS,O,X,O,X
OTIZJSL,O,X,O,O
OTIZSLJ,O,O,O,O
OTIZSJL,O,O,O,O
OTLIJSZ,X,O,X,X
OTLIJZS,X,X,O,X
OTLISJZ,X,O,X,X
OTLISZJ,O,O,X,X
OTLIZJS,O,X,O,X
OTLIZSJ,O,O,O,O
OTLJISZ,X,O,X,X
OTLJIZS,X,X,O,X
OTLJSIZ,X,O,X,X
OTLJSZI,X,O,X,X
OTLJZIS,X,X,O,X
OTLJZSI,X,X,O,X
OTLSIJZ,X,O,X,X
OTLSIZJ,O,O,X,X
OTLSJIZ,X,O,X,X
OTLSJZI,X,O,X,X
OTLSZIJ,O,O,X,X
OTLSZJI,O,O,X,X
OTLZIJS,O,X,O,X
OTLZISJ,O,O,O,O
OTLZJIS,O,X,O,X
OTLZJSI,O,X,O,X
OTLZSIJ,O,O,O,O
OTLZSJI,O,O,O,X
OTJILSZ,X,O,X,X
OTJILZS,X,X,O,X
OTJISLZ,X,O,X,X
OTJISZL,X,O,O,X
OTJIZLS,X,X,O,X
OTJIZSL,X,X,O,O
OTJLISZ,X,O,X,X
OTJLIZS,X,X,O,X
OTJLSIZ,X,O,X,X
OTJLSZI,X,O,X,X
OTJLZIS,X,X,O,X
OTJLZSI,X,X,O,X
OTJSILZ,X,O,X,X
OTJSIZL,X,O,O,X
OTJSLIZ,X,O,X,X
OTJSLZI,X,O,X,X
OTJSZIL,X,O,O,X
OTJSZLI,X,O,O,X
OTJZILS,X,X,O,X
OTJZISL,X,X,O,O
OTJZLIS,X,X,O,X
OTJZLSI,X,X,O,X
OTJZSIL,X,X,O,O
OTJZSLI,X,X,O,X
OTSILJZ,X,O,X,X
OTSILZJ,O,O,X,X
OTSIJLZ,X,O,X,X
OTSIJZL,X,O,O,X
OTSIZLJ,O,O,O,O
OTSIZJL,O,O,O,O
OTSLIJZ,X,O,X,X
OTSLIZJ,O,O,X,X
OTSLJIZ,X,O,X,X
OTSLJZI,X,O,X,X
OTSLZIJ,O,O,X,X
OTSLZJI,O,O,X,X
OTSJILZ,X,O,X,X
OTSJIZL,X,O,O,X
OTSJLIZ,X,O,X,X
OTSJLZI,X,O,X,X
OTSJZIL,X,O,O,X
OTSJZLI,X,O,O,X
OTSZILJ,O,O,O,O
OTSZIJL,O,O,O,O
OTSZLIJ,O,O,O,O
OTSZLJI,O,O,O,X
OTSZJIL,O,O,O,O
OTSZJLI,O,O,O,X
OTZILJS,O,X,O,X
OTZILSJ,O,O,O,O
OTZIJLS,O,X,O,X
OTZIJSL,O,X,O,O
OTZISLJ,O,O,O,O
OTZISJL,O,O,O,O
OTZLIJS,O,X,O,X
OTZLISJ,O,O,O,O
OTZLJIS,O,X,O,X
OTZLJSI,O,X,O,X
OTZLSIJ,O,O,O,O
OTZLSJI,O,O,O,X
OTZJILS,O,X,O,X
OTZJISL,O,X,O,O
OTZJLIS,O,X,O,X
OTZJLSI,O,X,O,X
OTZJSIL,O,X,O,O
OTZJSLI,O,X,O,X
OTZSILJ,O,O,O,O
OTZSIJL,O,O,O,O
OTZSLIJ,O,O,O,O
OTZSLJI,O,O,O,X
OTZSJIL,O,O,O,O
OTZSJLI,O,O,O,X
OITLJSZ,X,O,X,X
OITLJZS,X,X,O,X
OITLSJZ,X,O,X,X
OITLSZJ,O,O,X,X
OITLZJS,O,X,O,X
OITLZSJ,O,O,O,O
OITJLSZ,X,O,X,X
OITJLZS,X,X,O,X
OITJSLZ,X,O,X,X
OITJSZL,X,O,O,X
OITJZLS,X,X,O,X
OITJZSL,X,X,O,O
OITSLJZ,X,O,X,X
OITSLZJ,O,O,X,X
OITSJLZ,X,O,X,X
OITSJZL,X,O,O,X
OITSZLJ,O,O,O,O
OITSZJL,O,O,O,O
OITZLJS,O,X,O,X
OITZLSJ,O,O,O,O
OITZJLS,O,X,O,X
OITZJSL,O,X,O,O
OITZSLJ,O,O,O,O
OITZSJL,O,O,O,O
OILTJSZ,X,O,X,X
OILTJZS,X,X,O,X
OILTSJZ,X,O,X,X
OILTSZJ,O,O,X,X
OILTZJS,O,X,O,X
OILTZSJ,O,O,O,O
OILJTSZ,X,O,X,X
OILJTZS,X,X,O,X
OILJSTZ,X,O,X,X
OILJSZT,O,O,X,X
OILJZTS,O,X,O,X
OILJZST,O,X,O,X
OILSTJZ,X,O,X,X
OILSTZJ,O,O,X,X
OILSJTZ,X,O,X,X
OILSJZT,O,O,X,X
OILSZTJ,O,O,X,X
OILSZJT,O,O,X,X
OILZTJS,O,X,O,X
OILZTSJ,O,O,O,O
OILZJTS,O,X,O,X
OILZJST,O,X,O,X
OILZSTJ,O,O,X,O
OILZSJT,O,O,O,O
OIJTLSZ,X,O,X,X
OIJTLZS,X,X,O,X
OIJTSLZ,X,O,X,X
OIJTSZL,X,O,O,X
OIJTZLS,X,X,O,X
OIJTZSL,X,X,O,O
OIJLTSZ,X,O,X,X
OIJLTZS,X,X,O,X
OIJLSTZ,X,O,X,X
OIJLSZT,O,O,X,X
OIJLZTS,O,X,O,X
OIJLZST,O,X,O,X
OIJSTLZ,X,O,X,X
OIJSTZL,X,O,O,X
OIJSLTZ,X,O,X,X
OIJSLZT,O,O,X,X
OIJSZTL,O,X,O,X
OIJSZLT,O,O,O,X
OIJZTLS,O,X,O,X
OIJZTSL,O,X,O,O
OIJZLTS,O,X,O,X
OIJZLST,O,X,O,X
OIJZSTL,O,X,O,O
OIJZSLT,O,X,O,O
OISTLJZ,X,O,X,X
OISTLZJ,O,O,X,X
OISTJLZ,X,O,X,X
OISTJZL,X,O,O,X
OISTZLJ,O,O,O,O
OISTZJL,O,O,O,O
OISLTJZ,X,O,X,X
OISLTZJ,O,O,X,X
OISLJTZ,X,O,X,X
OISLJZT,O,O,X,X
OISLZTJ,O,O,X,X
OISLZJT,O,O,X,X
OISJTLZ,X,O,X,X
OISJTZL,X,O,O,X
OISJLTZ,X,O,X,X
OISJLZT,O,O,X,X
OISJZTL,O,X,O,X
OISJZLT,O,O,O,X
OISZTLJ,O,O,O,O
OISZTJL,O,O,O,O
OISZLTJ,O,O,X,O
OISZLJT,O,O,O,O
OISZJTL,O,X,O,O
OISZJLT,O,O,O,O
OIZTLJS,O,X,O,X
OIZTLSJ,O,O,O,O
OIZTJLS,O,X,O,X
OIZTJSL,O,X,O,O
OIZTSLJ,O,O,O,O
OIZTSJL,O,O,O,O
OIZLTJS,O,X,O,X
OIZLTSJ,O,O,O,O
OIZLJTS,O,X,O,X
OIZLJST,O,X,O,X
OIZLSTJ,O,O,X,O
OIZLSJT,O,O,O,O
OIZJTLS,O,X,O,X
OIZJTSL,O,X,O,O
OIZJLTS,O,X,O,X
OIZJLST,O,X,O,X
OIZJSTL,O,X,O,O
OIZJSLT,O,X,O,O
OIZSTLJ,O,O,O,O
OIZSTJL,O,O,O,O
OIZSLTJ,O,O,X,O
OIZSLJT,O,O,O,O
OIZSJTL,O,X,O,O
OIZSJLT,O,O,O,O
OLTIJSZ,X,O,X,X
OLTIJZS,X,X,O,X
OLTISJZ,X,O,X,X
OLTISZJ,O,O,X,X
OLTIZJS,O,X,O,X
OLTIZSJ,O,O,O,O
OLTJISZ,X,O,X,X
OLTJIZS,X,X,O,X
OLTJSIZ,X,O,X,X
OLTJSZI,X,O,X,X
OLTJZIS,X,X,O,X
OLTJZSI,X,X,O,X
OLTSIJZ,X,O,X,X
OLTSIZJ,O,O,X,X
OLTSJIZ,X,O,X,X
OLTSJZI,X,O,X,X
OLTSZIJ,O,O,X,X
OLTSZJI,O,O,X,X
OLTZIJS,O,X,O,X
OLTZISJ,O,O,O,O
OLTZJIS,O,X,O,X
OLTZJSI,O,X,O,X
OLTZSIJ,O,O,O,O
OLTZSJI,O,O,O,X
OLITJSZ,X,O,X,X
OLITJZS,X,X,O,X
OLITSJZ,X,O,X,X
OLITSZJ,O,O,X,X
OLITZJS,O,X,O,X
OLITZSJ,O,O,O,O
OLIJTSZ,X,O,X,X
OLIJTZS,X,X,O,X
OLIJSTZ,X,O,X,X
OLIJSZT,O,O,X,X
OLIJZTS,O,X,O,X
OLIJZST,O,X,O,X
OLISTJZ,X,O,X,X
OLISTZJ,O,O,X,X
OLISJTZ,X,O,X,X
OLISJZT,O,O,X,X
OLISZTJ,O,O,X,X
OLISZJT,O,O,X,X
OLIZTJS,O,X,O,X
OLIZTSJ,O,O,O,O
OLIZJTS,O,X,O,X
OLIZJST,O,X,O,X
OLIZSTJ,O,O,X,O
OLIZSJT,O,O,O,O
OLJTISZ,X,O,X,X
OLJTIZS,X,X,O,X
OLJTSIZ,X,O,X,X
OLJTSZI,X,O,X,X
OLJTZIS,X,X,O,X
OLJTZSI,X,X,O,X
OLJITSZ,X,O,X,X
OLJITZS,X,X,O,X
OLJISTZ,X,O,X,X
OLJISZT,O,O,X,X
OLJIZTS,O,X,O,X
OLJIZST,O,X,O,X
OLJSTIZ,X,O,X,X
OLJSTZI,X,O,X,X
OLJSITZ,X,O,X,X
OLJSIZT,O,O,X,X
OLJSZTI,O,X,X,X
OLJSZIT,O,O,X,X
OLJZTIS,O,X,O,X
OLJZTSI,O,X,O,X
OLJZITS,O,X,O,X
OLJZIST,O,X,O,X
OLJZSTI,O,X,X,X
OLJZSIT,O,X,O,X
OLSTIJZ,X,O,X,X
OLSTIZJ,O,O,X,X
OLSTJIZ,X,O,X,X
OLSTJZI,X,O,X,X
OLSTZIJ,O,O,X,X
OLSTZJI,O,O,X,X
OLSITJZ,X,O,X,X
OLSITZJ,O,O,X,X
OLSIJTZ,X,O,X,X
OLSIJZT,O,O,X,X
OLSIZTJ,O,O,X,X
OLSIZJT,O,O,X,X
OLSJTIZ,X,O,X,X
OLSJTZI,X,O,X,X
OLSJITZ,X,O,X,X
OLSJIZT,O,O,X,X
OLSJZTI,O,X,X,X
OLSJZIT,O,O,X,X
OLSZTIJ,O,O,X,X
OLSZTJI,O,O,X,X
OLSZITJ,O,O,X,X
OLSZIJT,O,O,X,X
OLSZJTI,O,X,X,X
OLSZJIT,O,O,X,X
OLZTIJS,O,X,O,X
OLZTISJ,O,O,O,O
OLZTJIS,O,X,O,X
OLZTJSI,O,X,O,X
OLZTSIJ,O,O,O,O
OLZTSJI,O,O,O,X
OLZITJS,O,X,O,X
OLZITSJ,O,O,O,O
OLZIJTS,O,X,O,X
OLZIJST,O,X,O,X
OLZISTJ,O,O,X,O
OLZISJT,O,O,O,O
OLZJTIS,O,X,O,X
OLZJTSI,O,X,O,X
OLZJITS,O,X,O,X
OLZJIST,O,X,O,X
OLZJSTI,O,X,X,X
OLZJSIT,O,X,O,X
OLZSTIJ,O,O,X,X
OLZSTJI,O,O,X,X
OLZSITJ,O,O,X,O
OLZSIJT,O,O,O,O
OLZSJTI,O,X,X,X
OLZSJIT,O,O,O,X
OJTILSZ,X,O,X,X
OJTILZS,X,X,O,X
OJTISLZ,X,O,X,X
OJTISZL,X,O,O,X
OJTIZLS,X,X,O,X
OJTIZSL,X,X,O,O
OJTLISZ,X,O,X,X
OJTLIZS,X,X,O,X
OJTLSIZ,X,O,X,X
OJTLSZI,X,O,X,X
OJTLZIS,X,X,O,X
OJTLZSI,X,X,O,X
OJTSILZ,X,O,X,X
OJTSIZL,X,O,O,X
OJTSLIZ,X,O,X,X
OJTSLZI,X,O,X,X
OJTSZIL,X,O,O,X
OJTSZLI,X,O,O,X
OJTZILS,X,X,O,X
OJTZISL,X,X,O,O
OJTZLIS,X,X,O,X
OJTZLSI,X,X,O,X
OJTZSIL,X,X,O,O
OJTZSLI,X,X,O,X
OJITLSZ,X,O,X,X
OJITLZS,X,X,O,X
OJITSLZ,X,O,X,X
OJITSZL,X,O,O,X
OJITZLS,X,X,O,X
OJITZSL,X,X,O,O
OJILTSZ,X,O,X,X
OJILTZS,X,X,O,X
OJILSTZ,X,O,X,X
OJILSZT,O,O,X,X
OJILZTS,O,X,O,X
OJILZST,O,X,O,X
OJISTLZ,X,O,X,X
OJISTZL,X,O,O,X
OJISLTZ,X,O,X,X
OJISLZT,O,O,X,X
OJISZTL,O,X,O,X
OJISZLT,O,O,O,X
OJIZTLS,O,X,O,X
OJIZTSL,O,X,O,O
OJIZLTS,O,X,O,X
OJIZLST,O,X,O,X
OJIZSTL,O,X,O,O
OJIZSLT,O,X,O,O
OJLTISZ,X,O,X,X
OJLTIZS,X,X,O,X
OJLTSIZ,X,O,X,X
OJLTSZI,X,O,X,X
OJLTZIS,X,X,O,X
OJLTZSI,X,X,O,X
OJLITSZ,X,O,X,X
OJLITZS,X,X,O,X
OJLISTZ,X,O,X,X
OJLISZT,O,O,X,X
OJLIZTS,O,X,O,X
OJLIZST,O,X,O,X
OJLSTIZ,X,O,X,X
OJLSTZI,X,O,X,X
OJLSITZ,X,O,X,X
OJLSIZT,O,O,X,X
OJLSZTI,O,X,X,X
OJLSZIT,O,O,X,X
OJLZTIS,O,X,O,X
OJLZTSI,O,X,O,X
OJLZITS,O,X,O,X
OJLZIST,O,X,O,X
OJLZSTI,O,X,X,X
OJLZSIT,O,X,O,X
OJSTILZ,X,O,X,X
OJSTIZL,X,O,O,X
OJSTLIZ,X,O,X,X
OJSTLZI,X,O,X,X
OJSTZIL,X,O,O,X
OJSTZLI,X,O,O,X
OJSITLZ,X,O,X,X
OJSITZL,X,O,O,X
OJSILTZ,X,O,X,X
OJSILZT,O,O,X,X
OJSIZTL,O,X,O,X
OJSIZLT,O,O,O,X
OJSLTIZ,X,O,X,X
OJSLTZI,X,O,X,X
OJSLITZ,X,O,X,X
OJSLIZT,O,O,X,X
OJSLZTI,O,X,X,X
OJSLZIT,O,O,X,X
OJSZTIL,O,X,O,X
OJSZTLI,O,X,O,X
OJSZITL,O,X,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,X,X,X
OJSZLIT,O,O,O,X
OJZTILS,O,X,O,X
OJZTISL,O,X,O,O
OJZTLIS,O,X,O,X
OJZTLSI,O,X,O,X
OJZTSIL,O,X,O,O
OJZTSLI,O,X,O,X
OJZITLS,O,X,O,X
OJZITSL,O,X,O,O
OJZILTS,O,X,O,X
OJZILST,O,X,O,X
OJZISTL,O,X,O,O
OJZISLT,O,X,O,O
OJZLTIS,O,X,O,X
OJZLTSI,O,X,O,X
OJZLITS,O,X,O,X
OJZLIST,O,X,O,X
OJZLSTI,O,X,X,X
OJZLSIT,O,X,O,X
OJZSTIL,O,X,O,X
OJZSTLI,O,X,O,X
OJZSITL,O,X,O,O
OJZSILT,O,X,O,O
OJZSLTI,O,X,X,X
OJZSLIT,O,X,O,X
OSTILJZ,X,O,X,X
OSTILZJ,O,O,X,X
OSTIJLZ,X,O,X,X
OSTIJZL,X,O,O,X
OSTIZLJ,O,O,O,O
OSTIZJL,O,O,O,O
OSTLIJZ,X,O,X,X
OSTLIZJ,O,O,X,X
OSTLJIZ,X,O,X,X
OSTLJZI,X,O,X,X
OSTLZIJ,O,O,X,X
OSTLZJI,O,O,X,X
OSTJILZ,X,O,X,X
OSTJIZL,X,O,O,X
OSTJLIZ,X,O,X,X
OSTJLZI,X,O,X,X
OSTJZIL,X,O,O,X
OSTJZLI,X,O,O,X
OSTZILJ,O,O,O,O
OSTZIJL,O,O,O,O
OSTZLIJ,O,O,O,O
OSTZLJI,O,O,O,X
OSTZJIL,O,O,O,O
OSTZJLI,O,O,O,X
OSITLJZ,X,O,X,X
OSITLZJ,O,O,X,X
OSITJLZ,X,O,X,X
OSITJZL,X,O,O,X
OSITZLJ,O,O,O,O
OSITZJL,O,O,O,O
OSILTJZ,X,O,X,X
OSILTZJ,O,O,X,X
OSILJTZ,X,O,X,X
OSILJZT,O,O,X,X
OSILZTJ,O,O,X,X
OSILZJT,O,O,X,X
OSIJTLZ,X,O,X,X
OSIJTZL,X,O,O,X
OSIJLTZ,X,O,X,X
OSIJLZT,O,O,X,X
OSIJZTL,O,X,O,X
OSIJZLT,O,O,O,X
OSIZTLJ,O,O,O,O
OSIZTJL,O,O,O,O
OSIZLTJ,O,O,X,O
OSIZLJT,O,O,O,O
OSIZJTL,O,X,O,O
OSIZJLT,O,O,O,O
OSLTIJZ,X,O,X,X
OSLTIZJ,O,O,X,X
OSLTJIZ,X,O,X,X
OSLTJZI,X,O,X,X
OSLTZIJ,O,O,X,X
OSLTZJI,O,O,X,X
OSLITJZ,X,O,X,X
OSLITZJ,O,O,X,X
OSLIJTZ,X,O,X,X
OSLIJZT,O,O,X,X
OSLIZTJ,O,O,X,X
OSLIZJT,O,O,X,X
OSLJTIZ,X,O,X,X
OSLJTZI,X,O,X,X
OSLJITZ,X,O,X,X
OSLJIZT,O,O,X,X
OSLJZTI,O,X,X,X
OSLJZIT,O,O,X,X
OSLZTIJ,O,O,X,X
OSLZTJI,O,O,X,X
OSLZITJ,O,O,X,X
OSLZIJT,O,O,X,X
OSLZJTI,O,X,X,X
OSLZJIT,O,O,X,X
OSJTILZ,X,O,X,X
OSJTIZL,X,O,O,X
OSJTLIZ,X,O,X,X
OSJTLZI,X,O,X,X
OSJTZIL,X,O,O,X
OSJTZLI,X,O,O,X
OSJITLZ,X,O,X,X
OSJITZL,X,O,O,X
OSJILTZ,X,O,X,X
OSJILZT,O,O,X,X
OSJIZTL,O,X,O,X
OSJIZLT,O,O,O,X
OSJLTIZ,X,O,X,X
OSJLTZI,X,O,X,X
OSJLITZ,X,O,X,X
OSJLIZT,O,O,X,X
OSJLZTI,O,X,X,X
OSJLZIT,O,O,X,X
OSJZTIL,O,X,O,X
OSJZTLI,O,X,O,X
OSJZITL,O,X,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,X,X,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,O
OSZTIJL,O,O,O,O
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,O
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,O
OSZITJL,O,O,O,O
OSZILTJ,O,O,X,O
OSZILJT,O,O,O,O
OSZIJTL,O,X,O,O
OSZIJLT,O,O,O,O
OSZLTIJ,O,O,X,X
OSZLTJI,O,O,X,X
OSZLITJ,O,O,X,O
OSZLIJT,O,O,O,O
OSZLJTI,O,X,X,X
OSZLJIT,O,O,O,X
OSZJTIL,O,X,O,X
OSZJTLI,O,X,O,X
OSZJITL,O,X,O,O
OSZJILT,O,O,O,O
OSZJLTI,O,X,X,X
OSZJLIT,O,O,O,X
OZTILJS,O,X,O,X
OZTILSJ,O,O,O,O
OZTIJLS,O,X,O,X
OZTIJSL,O,X,O,O
OZTISLJ,O,O,O,O
OZTISJL,O,O,O,O
OZTLIJS,O,X,O,X
OZTLISJ,O,O,O,O
OZTLJIS,O,X,O,X
OZTLJSI,O,X,O,X
OZTLSIJ,O,O,O,O
OZTLSJI,O,O,O,X
OZTJILS,O,X,O,X
OZTJISL,O,X,O,O
OZTJLIS,O,X,O,X
OZTJLSI,O,X,O,X
OZTJSIL,O,X,O,O
OZTJSLI,O,X,O,X
OZTSILJ,O,O,O,O
OZTSIJL,O,O,O,O
OZTSLIJ,O,O,O,O
OZTSLJI,O,O,O,X
OZTSJIL,O,O,O,O
OZTSJLI,O,O,O,X
OZITLJS,O,X,O,X
OZITLSJ,O,O,O,O
OZITJLS,O,X,O,X
OZITJSL,O,X,O,O
OZITSLJ,O,O,O,O
OZITSJL,O,O,O,O
OZILTJS,O,X,O,X
OZILTSJ,O,O,O,O
OZILJTS,O,X,O,X
OZILJST,O,X,O,X
OZILSTJ,O,O,X,O
OZILSJT,O,O,O,O
OZIJTLS,O,X,O,X
OZIJTSL,O,X,O,O
OZIJLTS,O,X,O,X
OZIJLST,O,X,O,X
OZIJSTL,O,X,O,O
OZIJSLT,O,X,O,O
OZISTLJ,O,O,O,O
OZISTJL,O,O,O,O
OZISLTJ,O,O,X,O
OZISLJT,O,O,O,O
OZISJTL,O,X,O,O
OZISJLT,O,O,O,O
OZLTIJS,O,X,O,X
OZLTISJ,O,O,O,O
OZLTJIS,O,X,O,X
OZLTJSI,O,X,O,X
OZLTSIJ,O,O,O,O
OZLTSJI,O,O,O,X
OZLITJS,O,X,O,X
OZLITSJ,O,O,O,O
OZLIJTS,O,X,O,X
OZLIJST,O,X,O,X
OZLISTJ,O,O,X,O
OZLISJT,O,O,O,O
OZLJTIS,O,X,O,X
OZLJTSI,O,X,O,X
OZLJITS,O,X,O,X
OZLJIST,O,X,O,X
OZLJSTI,O,X,X,X
OZLJSIT,O,X,O,X
OZLSTIJ,O,O,X,X
OZLSTJI,O,O,X,X
OZLSITJ,O,O,X,O
OZLSIJT,O,O,O,O
OZLSJTI,O,X,X,X
OZLSJIT,O,O,O,X
OZJTILS,O,X,O,X
OZJTISL,O,X,O,O
OZJTLIS,O,X,O,X
OZJTLSI,O,X,O,X
OZJTSIL,O,X,O,O
OZJTSLI,O,X,O,X
OZJITLS,O,X,O,X
OZJITSL,O,X,O,O
OZJILTS,O,X,O,X
OZJILST,O,X,O,X
OZJISTL,O,X,O,O
OZJISLT,O,X,O,O
OZJLTIS,O,X,O,X
OZJLTSI,O,X,O,X
OZJLITS,O,X,O,X
OZJLIST,O,X,O,X
OZJLSTI,O,X,X,X
OZJLSIT,O,X,O,X
OZJSTIL,O,X,O,X
OZJSTLI,O,X,O,X
OZJSITL,O,X,O,O
OZJSILT,O,X,O,O
OZJSLTI,O,X,X,X
OZJSLIT,O,X,O,X
OZSTILJ,O,O,O,O
OZSTIJL,O,O,O,O
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,O
OZSTJLI,O,O,O,X
OZSITLJ,O,O,O,O
OZSITJL,O,O,O,O
OZSILTJ,O,O,X,O
OZSILJT,O,O,O,O
OZSIJTL,O,X,O,O
OZSIJLT,O,O,O,O
OZSLTIJ,O,O,X,X
OZSLTJI,O,O,X,X
OZSLITJ,O,O,X,O
OZSLIJT,O,O,O,O
OZSLJTI,O,X,X,X
OZSLJIT,O,O,O,X
OZSJTIL,O,X,O,X
OZSJTLI,O,X,O,X
OZSJITL,O,X,O,O
OZSJILT,O,O,O,O
OZSJLTI,O,X,X,X
OZSJLIT,O,O,O,X
