sequence,v115@vhGfDJ5jBcpBeqBzqBCsBVyB,v115@vhGZEJXiBzkBUmBSvBVxBGtB,v115@vhG0AJ5oB3mBznBipB1vB2xB,v115@vhGZEJukB/oBcrBTnBVvByxB,v115@vhGcEJaoB5oBTlB/rBWvB1xB,v115@vhG5DJ6mBcpBTnBXqB2wBVyB,v115@vhGZ/IOmBTlB/tB1uBSwB0sB
IOLSTZJ,O,O,X,O,X,X,O
IOLSJTZ,O,O,O,O,O,O,O
IOLSJZT,O,O,O,O,O,O,O
IOLSZTJ,O,O,X,O,X,X,O
IOLSZJT,O,O,O,O,X,O,O
IOLZTJS,O,O,X,O,X,X,O
IOLZTSJ,O,O,X,O,X,X,O
IOLZJTS,O,O,O,O,X,O,O
IOLZJST,O,O,O,O,X,O,O
IOLZSTJ,O,O,X,O,X,X,O
IOLZSJT,O,O,O,O,X,O,O
IOJTLSZ,O,X,O,X,O,O,X
IOJTLZS,O,X,O,X,O,O,X
IOJTSLZ,O,X,O,X,O,O,X
IOJTSZL,O,X,O,X,O,O,X
IOJTZLS,O,X,O,X,O,O,X
IOJTZSL,O,X,O,X,O,O,X
IOJLTSZ,O,O,O,O,O,O,O
IOJLTZS,O,O,O,O,O,O,O
IOJLSTZ,O,O,O,O,O,O,O
IOJLSZT,O,O,O,O,O,O,O
IOJLZTS,O,O,O,O,O,O,O
IOJLZST,O,O,O,O,O,O,O
IOJSTLZ,O,X,O,X,O,O,X
IOJSTZL,O,X,O,X,O,O,X
IOJSLTZ,O,O,O,X,O,O,O
IOJSLZT,O,O,O,X,O,O,O
IOJSZTL,O,X,O,X,O,O,X
IOJSZLT,O,O,O,X,O,O,O
IOJZTLS,O,X,O,X,O,O,X
IOJZTSL,O,X,O,X,O,O,X
IOJZLTS,O,O,O,O,O,O,O
IOJZLST,O,O,O,O,O,O,O
IOJZSTL,O,X,O,X,O,O,X
IOJZSLT,O,O,O,X,O,O,O
IOSTLJZ,O,X,X,X,X,X,O
IOSTLZJ,O,X,X,X,X,X,O
IOSTJLZ,O,X,X,X,X,O,X
IOSTJZL,O,X,X,X,X,O,X
IOSTZLJ,O,X,X,X,X,X,O
IOSTZJL,O,X,X,X,X,O,X
IOSLTJZ,O,O,X,X,X,X,O
IOSLTZJ,O,O,X,X,X,X,O
IOSLJTZ,O,O,O,X,O,O,O
IOSLJZT,O,O,O,X,O,O,O
IOSLZTJ,O,O,X,X,X,X,O
IOSLZJT,O,O,O,X,X,O,O
IOSJTLZ,O,X,O,X,O,O,X
IOSJTZL,O,X,O,X,O,O,X
IOSJLTZ,O,O,O,X,O,O,O
IOSJLZT,O,O,O,X,O,O,O
IOSJZTL,O,X,O,X,O,O,X
IOSJZLT,O,O,O,X,O,O,O
IOSZTLJ,O,X,X,X,X,X,O
IOSZTJL,O,X,X,X,X,O,X
IOSZLTJ,O,O,X,X,X,X,O
IOSZLJT,O,O,O,X,X,O,O
IOSZJTL,O,X,O,X,X,O,X
IOSZJLT,O,O,O,X,X,O,O
IOZTLJS,O,X,X,X,X,X,O
IOZTLSJ,O,X,X,X,X,X,O
IOZTJLS,O,X,X,X,X,O,X
IOZTJSL,O,X,X,X,X,O,X
IOZTSLJ,O,X,X,X,X,X,O
IOZTSJL,O,X,X,X,X,O,X
IOZLTJS,O,O,X,O,X,X,O
IOZLTSJ,O,O,X,O,X,X,O
IOZLJTS,O,O,O,O,X,O,O
IOZLJST,O,O,O,O,X,O,O
IOZLSTJ,O,O,X,O,X,X,O
IOZLSJT,O,O,O,O,X,O,O
IOZJTLS,O,X,O,X,X,O,X
IOZJTSL,O,X,O,X,X,O,X
IOZJLTS,O,O,O,O,X,O,O
IOZJLST,O,O,O,O,X,O,O
IOZJSTL,O,X,O,X,X,O,X
IOZJSLT,O,O,O,X,X,O,O
IOZSTLJ,O,X,X,X,X,X,O
IOZSTJL,O,X,X,X,X,O,X
IOZSLTJ,O,O,X,X,X,X,O
IOZSLJT,O,O,O,X,X,O,O
IOZSJTL,O,X,O,X,X,O,X
IOZSJLT,O,O,O,X,X,O,O
LTIJSZO,O,O,O,O,O,X,O
LTIJSOZ,O,O,O,O,O,X,O
LTIJZSO,O,O,O,O,O,X,O
LTIJZOS,O,O,O,O,O,X,O
LTIJOSZ,O,O,O,O,O,X,O
LTIJOZS,O,O,O,O,O,X,O
LTISJZO,O,O,O,O,O,X,O
LTISJOZ,O,O,O,O,O,X,O
LTISZJO,O,O,O,O,X,X,O
LTISZOJ,O,O,X,O,X,X,O
LTISOJZ,O,O,X,O,X,X,O
LTISOZJ,O,O,X,O,X,X,O
LTIZJSO,O,O,O,O,X,X,O
LTIZJOS,O,O,O,O,X,X,O
LTIZSJO,O,O,O,O,X,X,O
LTIZSOJ,O,O,X,O,X,X,O
LTIZOJS,O,O,X,O,X,X,O
LTIZOSJ,O,O,X,O,X,X,O
LTIOJSZ,O,O,X,O,X,X,O
LTIOJZS,O,O,X,O,X,X,O
LTIOSJZ,O,O,X,O,X,X,O
LTIOSZJ,O,O,X,O,X,X,O
LTIOZJS,O,O,X,O,X,X,O
LTIOZSJ,O,O,X,O,X,X,O
LTJISZO,O,O,O,O,O,X,O
LTJISOZ,O,O,O,O,O,X,O
LTJIZSO,O,O,O,O,O,X,O
LTJIZOS,O,O,O,O,O,X,O
LTJIOSZ,O,O,O,O,O,X,O
LTJIOZS,O,O,O,O,O,X,O
LTJSIZO,O,O,O,O,O,X,O
LTJSIOZ,O,O,O,O,O,X,O
LTJSZIO,O,O,O,O,O,X,O
LTJSZOI,O,O,O,O,O,X,O
LTJSOIZ,O,O,O,O,O,X,O
LTJSOZI,O,O,O,O,O,X,O
LTJZISO,O,O,O,O,O,X,O
LTJZIOS,O,O,O,O,O,X,O
LTJZSIO,O,O,O,O,O,X,O
LTJZSOI,O,O,O,O,O,X,O
LTJZOIS,O,O,O,O,O,X,O
LTJZOSI,O,O,O,O,O,X,O
LTJOISZ,O,O,O,O,O,X,O
LTJOIZS,O,O,O,O,O,X,O
LTJOSIZ,O,O,O,O,O,X,O
LTJOSZI,O,O,O,O,O,X,O
LTJOZIS,O,O,O,O,O,X,O
LTJOZSI,O,O,O,O,O,X,O
LTSIJZO,O,O,O,O,O,X,O
LTSIJOZ,O,O,O,O,O,X,O
LTSIZJO,O,O,O,O,X,X,O
LTSIZOJ,O,O,X,O,X,X,O
LTSIOJZ,O,O,X,O,X,X,O
LTSIOZJ,O,O,X,O,X,X,O
LTSJIZO,O,O,O,O,O,X,O
LTSJIOZ,O,O,O,O,O,X,O
LTSJZIO,O,O,O,O,O,X,O
LTSJZOI,O,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,O,X,O
LTSJOZI,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,X,X,O
LTSZIOJ,O,O,X,O,X,X,O
LTSZJIO,O,O,O,O,X,X,O
LTSZJOI,O,O,O,O,X,X,O
LTSZOIJ,O,O,X,O,X,X,O
LTSZOJI,O,O,X,O,X,X,O
LTSOIJZ,O,O,X,O,X,X,O
LTSOIZJ,O,O,X,O,X,X,O
LTSOJIZ,O,O,X,O,X,X,O
LTSOJZI,O,O,X,O,X,X,O
LTSOZIJ,O,O,X,O,X,X,O
LTSOZJI,O,O,X,O,X,X,O
LTZIJSO,O,O,O,O,X,X,O
LTZIJOS,O,O,O,O,X,X,O
LTZISJO,O,O,O,O,X,X,O
LTZISOJ,O,O,X,O,X,X,O
LTZIOJS,O,O,X,O,X,X,O
LTZIOSJ,O,O,X,O,X,X,O
LTZJISO,O,O,O,O,X,X,O
LTZJIOS,O,O,O,O,X,X,O
LTZJSIO,O,O,O,O,X,X,O
LTZJSOI,O,O,O,O,X,X,O
LTZJOIS,O,O,O,O,X,X,O
LTZJOSI,O,O,O,O,X,X,O
LTZSIJO,O,O,O,O,X,X,O
LTZSIOJ,O,O,X,O,X,X,O
LTZSJIO,O,O,O,O,X,X,O
LTZSJOI,O,O,O,O,X,X,O
LTZSOIJ,O,O,X,O,X,X,O
LTZSOJI,O,O,X,O,X,X,O
LTZOIJS,O,O,X,O,X,X,O
LTZOISJ,O,O,X,O,X,X,O
LTZOJIS,O,O,X,O,X,X,O
LTZOJSI,O,O,X,O,X,X,O
LTZOSIJ,O,O,X,O,X,X,O
LTZOSJI,O,O,X,O,X,X,O
LTOIJSZ,O,O,X,O,X,X,O
LTOIJZS,O,O,X,O,X,X,O
LTOISJZ,O,O,X,O,X,X,O
LTOISZJ,O,O,X,O,X,X,O
LTOIZJS,O,O,X,O,X,X,O
LTOIZSJ,O,O,X,O,X,X,O
LTOJISZ,O,O,X,O,X,X,O
LTOJIZS,O,O,X,O,X,X,O
LTOJSIZ,O,O,X,O,X,X,O
LTOJSZI,O,O,X,O,X,X,O
LTOJZIS,O,O,X,O,X,X,O
LTOJZSI,O,O,X,O,X,X,O
LTOSIJZ,O,O,X,O,X,X,O
LTOSIZJ,O,O,X,O,X,X,O
LTOSJIZ,O,O,X,O,X,X,O
LTOSJZI,O,O,X,O,X,X,O
LTOSZIJ,O,O,X,O,X,X,O
LTOSZJI,O,O,X,O,X,X,O
LTOZIJS,O,O,X,O,X,X,O
LTOZISJ,O,O,X,O,X,X,O
LTOZJIS,O,O,X,O,X,X,O
LTOZJSI,O,O,X,O,X,X,O
LTOZSIJ,O,O,X,O,X,X,O
LTOZSJI,O,O,X,O,X,X,O
LITJSZO,O,O,O,O,O,X,O
LITJSOZ,O,O,O,O,O,X,O
LITJZSO,O,O,O,O,O,X,O
LITJZOS,O,O,O,O,O,X,O
LITJOSZ,O,O,O,O,O,X,O
LITJOZS,O,O,O,O,O,X,O
LITSJZO,O,O,O,O,O,X,O
LITSJOZ,O,O,O,O,O,X,O
LITSZJO,O,O,O,O,X,X,O
LITSZOJ,O,O,X,O,X,X,O
LITSOJZ,O,O,X,O,X,X,O
LITSOZJ,O,O,X,O,X,X,O
LITZJSO,O,O,O,O,X,X,O
LITZJOS,O,O,O,O,X,X,O
LITZSJO,O,O,O,O,X,X,O
LITZSOJ,O,O,X,O,X,X,O
LITZOJS,O,O,X,O,X,X,O
LITZOSJ,O,O,X,O,X,X,O
LITOJSZ,O,O,X,O,X,X,O
LITOJZS,O,O,X,O,X,X,O
LITOSJZ,O,O,X,O,X,X,O
LITOSZJ,O,O,X,O,X,X,O
LITOZJS,O,O,X,O,X,X,O
LITOZSJ,O,O,X,O,X,X,O
LIJTSZO,O,O,O,O,O,O,O
LIJTSOZ,O,O,O,O,O,O,O
LIJTZSO,O,O,O,O,O,O,O
LIJTZOS,O,O,O,O,O,O,O
LIJTOSZ,O,O,O,O,O,O,O
LIJTOZS,O,O,O,O,O,O,O
LIJSTZO,O,O,O,O,O,O,O
LIJSTOZ,O,O,O,O,O,O,O
LIJSZTO,O,O,O,O,O,O,O
LIJSZOT,O,O,O,O,O,O,O
LIJSOTZ,O,O,O,O,O,O,O
LIJSOZT,O,O,O,O,O,O,O
LIJZTSO,O,O,O,O,O,O,O
LIJZTOS,O,O,O,O,O,O,O
LIJZSTO,O,O,O,O,O,O,O
LIJZSOT,O,O,O,O,O,O,O
LIJZOTS,O,O,O,O,O,O,O
LIJZOST,O,O,O,O,O,O,O
LIJOTSZ,O,O,O,O,O,O,O
LIJOTZS,O,O,O,O,O,O,O
LIJOSTZ,O,O,O,O,O,O,O
LIJOSZT,O,O,O,O,O,O,O
LIJOZTS,O,O,O,O,O,O,O
LIJOZST,O,O,O,O,O,O,O
LISTJZO,O,O,O,O,O,X,O
LISTJOZ,O,O,O,O,O,X,O
LISTZJO,O,O,O,O,X,X,O
LISTZOJ,O,O,X,O,X,X,O
LISTOJZ,O,O,X,O,X,X,O
LISTOZJ,O,O,X,O,X,X,O
LISJTZO,O,O,O,O,O,O,O
LISJTOZ,O,O,O,O,O,O,O
LISJZTO,O,O,O,O,O,O,O
LISJZOT,O,O,O,O,O,O,O
LISJOTZ,O,O,O,O,O,O,O
LISJOZT,O,O,O,O,O,O,O
LISZTJO,O,O,O,O,X,X,O
LISZTOJ,O,O,X,O,X,X,O
LISZJTO,O,O,O,O,O,O,O
LISZJOT,O,O,O,O,O,O,O
LISZOTJ,O,O,X,O,X,X,O
LISZOJT,O,O,O,O,X,O,O
LISOTJZ,O,O,X,O,X,X,O
LISOTZJ,O,O,X,O,X,X,O
LISOJTZ,O,O,O,O,O,O,O
LISOJZT,O,O,O,O,O,O,O
LISOZTJ,O,O,X,O,X,X,O
LISOZJT,O,O,O,O,X,O,O
LIZTJSO,O,O,O,O,X,X,O
LIZTJOS,O,O,O,O,X,X,O
LIZTSJO,O,O,O,O,X,X,O
LIZTSOJ,O,O,X,O,X,X,O
LIZTOJS,O,O,X,O,X,X,O
LIZTOSJ,O,O,X,O,X,X,O
LIZJTSO,O,O,O,O,O,O,O
LIZJTOS,O,O,O,O,O,O,O
LIZJSTO,O,O,O,O,O,O,O
LIZJSOT,O,O,O,O,O,O,O
LIZJOTS,O,O,O,O,O,O,O
LIZJOST,O,O,O,O,O,O,O
LIZSTJO,O,O,O,O,X,X,O
LIZSTOJ,O,O,X,O,X,X,O
LIZSJTO,O,O,O,O,O,O,O
LIZSJOT,O,O,O,O,O,O,O
LIZSOTJ,O,O,X,O,X,X,O
LIZSOJT,O,O,O,O,X,O,O
LIZOTJS,O,O,X,O,X,X,O
LIZOTSJ,O,O,X,O,X,X,O
LIZOJTS,O,O,O,O,X,O,O
LIZOJST,O,O,O,O,X,O,O
LIZOSTJ,O,O,X,O,X,X,O
LIZOSJT,O,O,O,O,X,O,O
LIOTJSZ,O,O,X,O,X,X,O
LIOTJZS,O,O,X,O,X,X,O
LIOTSJZ,O,O,X,O,X,X,O
LIOTSZJ,O,O,X,O,X,X,O
LIOTZJS,O,O,X,O,X,X,O
LIOTZSJ,O,O,X,O,X,X,O
LIOJTSZ,O,O,O,O,O,O,O
LIOJTZS,O,O,O,O,O,O,O
LIOJSTZ,O,O,O,O,O,O,O
LIOJSZT,O,O,O,O,O,O,O
LIOJZTS,O,O,O,O,O,O,O
LIOJZST,O,O,O,O,O,O,O
LIOSTJZ,O,O,X,O,X,X,O
LIOSTZJ,O,O,X,O,X,X,O
LIOSJTZ,O,O,O,O,O,O,O
LIOSJZT,O,O,O,O,O,O,O
LIOSZTJ,O,O,X,O,X,X,O
LIOSZJT,O,O,O,O,X,O,O
LIOZTJS,O,O,X,O,X,X,O
LIOZTSJ,O,O,X,O,X,X,O
LIOZJTS,O,O,O,O,X,O,O
LIOZJST,O,O,O,O,X,O,O
LIOZSTJ,O,O,X,O,X,X,O
LIOZSJT,O,O,O,O,X,O,O
LJTISZO,O,O,O,O,O,O,O
LJTISOZ,O,O,O,O,O,O,O
LJTIZSO,O,O,O,O,O,O,O
LJTIZOS,O,O,O,O,O,O,O
LJTIOSZ,O,O,O,O,O,O,O
LJTIOZS,O,O,O,O,O,O,O
LJTSIZO,O,O,O,O,O,O,O
LJTSIOZ,O,O,O,O,O,O,O
LJTSZIO,O,O,O,O,O,O,O
LJTSZOI,O,O,O,O,O,O,O
LJTSOIZ,O,O,O,O,O,O,O
LJTSOZI,O,O,O,O,O,O,O
LJTZISO,O,O,O,O,O,O,O
LJTZIOS,O,O,O,O,O,O,O
LJTZSIO,O,O,O,O,O,O,O
LJTZSOI,O,O,O,O,O,O,O
LJTZOIS,O,O,O,O,O,O,O
LJTZOSI,O,O,O,O,O,O,O
LJTOISZ,O,O,O,O,O,O,O
LJTOIZS,O,O,O,O,O,O,O
LJTOSIZ,O,O,O,O,O,O,O
LJTOSZI,O,O,O,O,O,O,O
LJTOZIS,O,O,O,O,O,O,O
LJTOZSI,O,O,O,O,O,O,O
LJITSZO,O,O,O,O,O,O,O
LJITSOZ,O,O,O,O,O,O,O
LJITZSO,O,O,O,O,O,O,O
LJITZOS,O,O,O,O,O,O,O
LJITOSZ,O,O,O,O,O,O,O
LJITOZS,O,O,O,O,O,O,O
LJISTZO,O,O,O,O,O,O,O
LJISTOZ,O,O,O,O,O,O,O
LJISZTO,O,O,O,O,O,O,O
LJISZOT,O,O,O,O,O,O,O
LJISOTZ,O,O,O,O,O,O,O
LJISOZT,O,O,O,O,O,O,O
LJIZTSO,O,O,O,O,O,O,O
LJIZTOS,O,O,O,O,O,O,O
LJIZSTO,O,O,O,O,O,O,O
LJIZSOT,O,O,O,O,O,O,O
LJIZOTS,O,O,O,O,O,O,O
LJIZOST,O,O,O,O,O,O,O
LJIOTSZ,O,O,O,O,O,O,O
LJIOTZS,O,O,O,O,O,O,O
LJIOSTZ,O,O,O,O,O,O,O
LJIOSZT,O,O,O,O,O,O,O
LJIOZTS,O,O,O,O,O,O,O
LJIOZST,O,O,O,O,O,O,O
LJSTIZO,O,O,O,O,O,O,O
LJSTIOZ,O,O,O,O,O,O,O
LJSTZIO,O,O,O,O,O,O,O
LJSTZOI,O,O,O,O,O,O,O
LJSTOIZ,O,O,O,O,O,O,O
LJSTOZI,O,O,O,O,O,O,O
LJSITZO,O,O,O,O,O,O,O
LJSITOZ,O,O,O,O,O,O,O
LJSIZTO,O,O,O,O,O,O,O
LJSIZOT,O,O,O,O,O,O,O
LJSIOTZ,O,O,O,O,O,O,O
LJSIOZT,O,O,O,O,O,O,O
LJSZTIO,O,O,O,O,O,O,O
LJSZTOI,O,O,O,O,O,O,O
LJSZITO,O,O,O,O,O,O,O
LJSZIOT,O,O,O,O,O,O,O
LJSZOTI,O,O,O,O,O,O,O
LJSZOIT,O,O,O,O,O,O,O
LJSOTIZ,O,O,O,O,O,O,O
LJSOTZI,O,O,O,O,O,O,O
LJSOITZ,O,O,O,O,O,O,O
LJSOIZT,O,O,O,O,O,O,O
LJSOZTI,O,O,O,O,O,O,O
LJSOZIT,O,O,O,O,O,O,O
LJZTISO,O,O,O,O,O,O,O
LJZTIOS,O,O,O,O,O,O,O
LJZTSIO,O,O,O,O,O,O,O
LJZTSOI,O,O,O,O,O,O,O
LJZTOIS,O,O,O,O,O,O,O
LJZTOSI,O,O,O,O,O,O,O
LJZITSO,O,O,O,O,O,O,O
LJZITOS,O,O,O,O,O,O,O
LJZISTO,O,O,O,O,O,O,O
LJZISOT,O,O,O,O,O,O,O
LJZIOTS,O,O,O,O,O,O,O
LJZIOST,O,O,O,O,O,O,O
LJZSTIO,O,O,O,O,O,O,O
LJZSTOI,O,O,O,O,O,O,O
LJZSITO,O,O,O,O,O,O,O
LJZSIOT,O,O,O,O,O,O,O
LJZSOTI,O,O,O,O,O,O,O
LJZSOIT,O,O,O,O,O,O,O
LJZOTIS,O,O,O,O,O,O,O
LJZOTSI,O,O,O,O,O,O,O
LJZOITS,O,O,O,O,O,O,O
LJZOIST,O,O,O,O,O,O,O
LJZOSTI,O,O,O,O,O,O,O
LJZOSIT,O,O,O,O,O,O,O
LJOTISZ,O,O,O,O,O,O,O
LJOTIZS,O,O,O,O,O,O,O
LJOTSIZ,O,O,O,O,O,O,O
LJOTSZI,O,O,O,O,O,O,O
LJOTZIS,O,O,O,O,O,O,O
LJOTZSI,O,O,O,O,O,O,O
LJOITSZ,O,O,O,O,O,O,O
LJOITZS,O,O,O,O,O,O,O
LJOISTZ,O,O,O,O,O,O,O
LJOISZT,O,O,O,O,O,O,O
LJOIZTS,O,O,O,O,O,O,O
LJOIZST,O,O,O,O,O,O,O
LJOSTIZ,O,O,O,O,O,O,O
LJOSTZI,O,O,O,O,O,O,O
LJOSITZ,O,O,O,O,O,O,O
LJOSIZT,O,O,O,O,O,O,O
LJOSZTI,O,O,O,O,O,O,O
LJOSZIT,O,O,O,O,O,O,O
LJOZTIS,O,O,O,O,O,O,O
LJOZTSI,O,O,O,O,O,O,O
LJOZITS,O,O,O,O,O,O,O
LJOZIST,O,O,O,O,O,O,O
LJOZSTI,O,O,O,O,O,O,O
LJOZSIT,O,O,O,O,O,O,O
LSTIJZO,O,O,O,O,O,X,O
LSTIJOZ,O,O,O,O,O,X,O
LSTIZJO,O,O,O,O,X,X,O
LSTIZOJ,O,O,X,O,X,X,O
LSTIOJZ,O,O,X,O,X,X,O
LSTIOZJ,O,O,X,O,X,X,O
LSTJIZO,O,O,O,O,O,X,O
LSTJIOZ,O,O,O,O,O,X,O
LSTJZIO,O,O,O,O,O,X,O
LSTJZOI,O,O,O,O,O,X,O
LSTJOIZ,O,O,O,O,O,X,O
LSTJOZI,O,O,O,O,O,X,O
LSTZIJO,O,O,O,O,X,X,O
LSTZIOJ,O,O,X,O,X,X,O
LSTZJIO,O,O,O,O,X,X,O
LSTZJOI,O,O,O,O,X,X,O
LSTZOIJ,O,O,X,O,X,X,O
LSTZOJI,O,O,X,O,X,X,O
LSTOIJZ,O,O,X,O,X,X,O
LSTOIZJ,O,O,X,O,X,X,O
LSTOJIZ,O,O,X,O,X,X,O
LSTOJZI,O,O,X,O,X,X,O
LSTOZIJ,O,O,X,O,X,X,O
LSTOZJI,O,O,X,O,X,X,O
LSITJZO,O,O,O,O,O,X,O
LSITJOZ,O,O,O,O,O,X,O
LSITZJO,O,O,O,O,X,X,O
LSITZOJ,O,O,X,O,X,X,O
LSITOJZ,O,O,X,O,X,X,O
LSITOZJ,O,O,X,O,X,X,O
LSIJTZO,O,O,O,O,O,O,O
LSIJTOZ,O,O,O,O,O,O,O
LSIJZTO,O,O,O,O,O,O,O
LSIJZOT,O,O,O,O,O,O,O
LSIJOTZ,O,O,O,O,O,O,O
LSIJOZT,O,O,O,O,O,O,O
LSIZTJO,O,O,O,O,X,X,O
LSIZTOJ,O,O,X,O,X,X,O
LSIZJTO,O,O,O,O,O,O,O
LSIZJOT,O,O,O,O,O,O,O
LSIZOTJ,O,O,X,O,X,X,O
LSIZOJT,O,O,O,O,X,O,O
LSIOTJZ,O,O,X,O,X,X,O
LSIOTZJ,O,O,X,O,X,X,O
LSIOJTZ,O,O,O,O,O,O,O
LSIOJZT,O,O,O,O,O,O,O
LSIOZTJ,O,O,X,O,X,X,O
LSIOZJT,O,O,O,O,X,O,O
LSJTIZO,O,O,O,O,O,O,O
LSJTIOZ,O,O,O,O,O,O,O
LSJTZIO,O,O,O,O,O,O,O
LSJTZOI,O,O,O,O,O,O,O
LSJTOIZ,O,O,O,O,O,O,O
LSJTOZI,O,O,O,O,O,O,O
LSJITZO,O,O,O,O,O,O,O
LSJITOZ,O,O,O,O,O,O,O
LSJIZTO,O,O,O,O,O,O,O
LSJIZOT,O,O,O,O,O,O,O
LSJIOTZ,O,O,O,O,O,O,O
LSJIOZT,O,O,O,O,O,O,O
LSJZTIO,O,O,O,O,O,O,O
LSJZTOI,O,O,O,O,O,O,O
LSJZITO,O,O,O,O,O,O,O
LSJZIOT,O,O,O,O,O,O,O
LSJZOTI,O,O,O,O,O,O,O
LSJZOIT,O,O,O,O,O,O,O
LSJOTIZ,O,O,O,O,O,O,O
LSJOTZI,O,O,O,O,O,O,O
LSJOITZ,O,O,O,O,O,O,O
LSJOIZT,O,O,O,O,O,O,O
LSJOZTI,O,O,O,O,O,O,O
LSJOZIT,O,O,O,O,O,O,O
LSZTIJO,O,O,O,O,X,X,O
LSZTIOJ,O,O,X,O,X,X,O
LSZTJIO,O,O,O,O,X,X,O
LSZTJOI,O,O,O,O,X,X,O
LSZTOIJ,O,O,X,O,X,X,O
LSZTOJI,O,O,X,O,X,X,O
LSZITJO,O,O,O,O,X,X,O
LSZITOJ,O,O,X,O,X,X,O
LSZIJTO,O,O,O,O,O,O,O
LSZIJOT,O,O,O,O,O,O,O
LSZIOTJ,O,O,X,O,X,X,O
LSZIOJT,O,O,O,O,X,O,O
LSZJTIO,O,O,O,O,O,O,O
LSZJTOI,O,O,O,O,O,O,O
LSZJITO,O,O,O,O,O,O,O
LSZJIOT,O,O,O,O,O,O,O
LSZJOTI,O,O,O,O,O,O,O
LSZJOIT,O,O,O,O,O,O,O
LSZOTIJ,O,O,X,O,X,X,O
LSZOTJI,O,O,X,O,X,X,O
LSZOITJ,O,O,X,O,X,X,O
LSZOIJT,O,O,O,O,X,O,O
LSZOJTI,O,O,O,O,X,O,O
LSZOJIT,O,O,O,O,X,O,O
LSOTIJZ,O,O,X,O,X,X,O
LSOTIZJ,O,O,X,O,X,X,O
LSOTJIZ,O,O,X,O,X,X,O
LSOTJZI,O,O,X,O,X,X,O
LSOTZIJ,O,O,X,O,X,X,O
LSOTZJI,O,O,X,O,X,X,O
LSOITJZ,O,O,X,O,X,X,O
LSOITZJ,O,O,X,O,X,X,O
LSOIJTZ,O,O,O,O,O,O,O
LSOIJZT,O,O,O,O,O,O,O
LSOIZTJ,O,O,X,O,X,X,O
LSOIZJT,O,O,O,O,X,O,O
LSOJTIZ,O,O,O,O,O,O,O
LSOJTZI,O,O,O,O,O,O,O
LSOJITZ,O,O,O,O,O,O,O
LSOJIZT,O,O,O,O,O,O,O
LSOJZTI,O,O,O,O,O,O,O
LSOJZIT,O,O,O,O,O,O,O
LSOZTIJ,O,O,X,O,X,X,O
LSOZTJI,O,O,X,O,X,X,O
LSOZITJ,O,O,X,O,X,X,O
LSOZIJT,O,O,O,O,X,O,O
LSOZJTI,O,O,O,O,X,O,O
LSOZJIT,O,O,O,O,X,O,O
LZTIJSO,O,O,O,O,X,X,O
LZTIJOS,O,O,O,O,X,X,O
LZTISJO,O,O,O,O,X,X,O
LZTISOJ,O,O,X,O,X,X,O
LZTIOJS,O,O,X,O,X,X,O
LZTIOSJ,O,O,X,O,X,X,O
LZTJISO,O,O,O,O,X,X,O
LZTJIOS,O,O,O,O,X,X,O
LZTJSIO,O,O,O,O,X,X,O
LZTJSOI,O,O,O,O,X,X,O
LZTJOIS,O,O,O,O,X,X,O
LZTJOSI,O,O,O,O,X,X,O
LZTSIJO,O,O,O,O,X,X,O
LZTSIOJ,O,O,X,O,X,X,O
LZTSJIO,O,O,O,O,X,X,O
LZTSJOI,O,O,O,O,X,X,O
LZTSOIJ,O,O,X,O,X,X,O
LZTSOJI,O,O,X,O,X,X,O
LZTOIJS,O,O,X,O,X,X,O
LZTOISJ,O,O,X,O,X,X,O
LZTOJIS,O,O,X,O,X,X,O
LZTOJSI,O,O,X,O,X,X,O
LZTOSIJ,O,O,X,O,X,X,O
LZTOSJI,O,O,X,O,X,X,O
LZITJSO,O,O,O,O,X,X,O
LZITJOS,O,O,O,O,X,X,O
LZITSJO,O,O,O,O,X,X,O
LZITSOJ,O,O,X,O,X,X,O
LZITOJS,O,O,X,O,X,X,O
LZITOSJ,O,O,X,O,X,X,O
LZIJTSO,O,O,O,O,O,O,O
LZIJTOS,O,O,O,O,O,O,O
LZIJSTO,O,O,O,O,O,O,O
LZIJSOT,O,O,O,O,O,O,O
LZIJOTS,O,O,O,O,O,O,O
LZIJOST,O,O,O,O,O,O,O
LZISTJO,O,O,O,O,X,X,O
LZISTOJ,O,O,X,O,X,X,O
LZISJTO,O,O,O,O,O,O,O
LZISJOT,O,O,O,O,O,O,O
LZISOTJ,O,O,X,O,X,X,O
LZISOJT,O,O,O,O,X,O,O
LZIOTJS,O,O,X,O,X,X,O
LZIOTSJ,O,O,X,O,X,X,O
LZIOJTS,O,O,O,O,X,O,O
LZIOJST,O,O,O,O,X,O,O
LZIOSTJ,O,O,X,O,X,X,O
LZIOSJT,O,O,O,O,X,O,O
LZJTISO,O,O,O,O,O,O,O
LZJTIOS,O,O,O,O,O,O,O
LZJTSIO,O,O,O,O,O,O,O
LZJTSOI,O,O,O,O,O,O,O
LZJTOIS,O,O,O,O,O,O,O
LZJTOSI,O,O,O,O,O,O,O
LZJITSO,O,O,O,O,O,O,O
LZJITOS,O,O,O,O,O,O,O
LZJISTO,O,O,O,O,O,O,O
LZJISOT,O,O,O,O,O,O,O
LZJIOTS,O,O,O,O,O,O,O
LZJIOST,O,O,O,O,O,O,O
LZJSTIO,O,O,O,O,O,O,O
LZJSTOI,O,O,O,O,O,O,O
